
[00:00:00.000 --> 00:00:01.480]  在聖誕節的時候
[00:02:03.600 --> 00:02:08.200]  那有權能的為我成就了大事
[00:02:08.200 --> 00:02:10.200]  他的名為聖
[00:02:10.200 --> 00:02:12.960]  他憐憫敬畏他的人
[00:02:12.960 --> 00:02:15.440]  直到世世代代
[00:02:15.440 --> 00:02:18.480]  他用防備施展大能
[00:02:18.480 --> 00:02:22.280]  那狂傲的人正心裡妄想
[00:02:22.280 --> 00:02:24.560]  就被他趕散了
[00:02:24.560 --> 00:02:27.520]  他叫有權柄的失位
[00:02:27.520 --> 00:02:30.000]  叫卑賤的聖告
[00:02:30.000 --> 00:02:33.040]  叫飢餓的得飽美食
[00:02:33.040 --> 00:02:36.080]  叫富足的空手回去
[00:02:36.080 --> 00:02:39.480]  他輔助了他的僕人以色列
[00:02:39.480 --> 00:02:43.920]  為要紀念阿伯拉罕和他的後裔
[00:02:43.920 --> 00:02:46.600]  施憐憫直到永遠
[00:02:46.600 --> 00:02:51.480]  正如從前對我們列祖所說的話
[00:02:51.480 --> 00:02:55.920]  瑪利亞的尊主頌其實和舊約一段的經文
[00:02:55.920 --> 00:02:59.720]  就是撒姆爾記上的二章
[00:02:59.720 --> 00:03:04.080]  一到十節的叫做「喀那」或者「哈那」之歌
[00:03:04.080 --> 00:03:06.080]  是類似的
[00:03:06.080 --> 00:03:09.040]  這兩首詩歌大家可以放在一起看
[00:03:09.040 --> 00:03:11.600]  可能幫助你更加的明白
[00:03:11.600 --> 00:03:15.240]  因為我們今天就不會看撒姆爾記上的經文
[00:03:15.240 --> 00:03:16.640]  大家可以回家
[00:03:16.640 --> 00:03:19.280]  有機會又可以拿出來再重溫
[00:03:19.280 --> 00:03:22.960]  但當中其實有一個相同的重點
[00:03:22.960 --> 00:03:28.840]  就是以嬰孩的誕生帶出了神的大能的拯救
[00:03:28.840 --> 00:03:31.640]  和祂奇妙的恩典
[00:03:31.640 --> 00:03:34.040]  撒姆爾記提到撒姆爾的出生
[00:03:34.040 --> 00:03:37.840]  其實是為以色列人帶來一個拯救
[00:03:37.840 --> 00:03:39.960]  而同樣在尊子頌裏面
[00:03:39.960 --> 00:03:43.280]  瑪利亞的以馬來尼來臨的期望
[00:03:43.280 --> 00:03:44.800]  這位救主的降生
[00:03:44.800 --> 00:03:49.320]  也是帶來全人類不單單是以色列人的拯救
[00:03:49.320 --> 00:03:51.160]  所以兩首詩歌放在一起看
[00:03:51.160 --> 00:03:53.840]  可以幫助大家更加的明白
[00:03:53.840 --> 00:03:57.320]  今天我們會主要從尊主頌來看
[00:03:57.320 --> 00:03:59.120]  讓我們來從瑪利亞
[00:03:59.120 --> 00:04:00.360]  從尊主頌裏面
[00:04:00.360 --> 00:04:02.880]  來怎樣去更認識我們的神
[00:04:02.880 --> 00:04:06.160]  有時候我們會在路加福音第一章看的時候
[00:04:06.160 --> 00:04:11.080]  都會比較容易去用撒加利亞和天使的對話
[00:04:11.080 --> 00:04:14.640]  又將瑪利亞和天使的對話做少少的比較
[00:04:14.640 --> 00:04:18.200]  其中一個就是天使對撒加利亞說的時候
[00:04:18.200 --> 00:04:21.920]  告訴她因為撒加利亞不相信
[00:04:21.920 --> 00:04:25.640]  所以她後來變成一段時間的啞巴
[00:04:25.640 --> 00:04:28.320]  但是在瑪利亞的經歷裏面
[00:04:28.320 --> 00:04:32.000]  她就好像被我們看為一個很有信心的女子
[00:04:32.000 --> 00:04:37.920]  而願意接受神的說話的應驗
[00:04:37.920 --> 00:04:40.640]  但是我相信瑪利亞的心路歷程
[00:04:40.640 --> 00:04:41.880]  都不是這麼簡單
[00:04:41.880 --> 00:04:44.240]  不是好像聖經記載
[00:04:44.240 --> 00:04:46.040]  其實我想她經歷過
[00:04:46.040 --> 00:04:49.560]  她自己都是先見到天使的驚慌
[00:04:49.560 --> 00:04:52.720]  然後在當中的對話帶來的掙扎
[00:04:52.720 --> 00:04:57.760]  然後她才去到相信和信服的過程
[00:04:57.760 --> 00:04:59.960]  這個是瑪利亞的心路歷程
[00:04:59.960 --> 00:05:02.480]  我相信在路加福音一章的26到45節
[00:05:02.480 --> 00:05:03.640]  大家回去慢慢看的時候
[00:05:03.640 --> 00:05:05.360]  就會比較容易明白
[00:05:05.360 --> 00:05:07.920]  整個瑪利亞她自己和天使
[00:05:07.920 --> 00:05:10.000]  和伊利沙伯的對話當中
[00:05:10.000 --> 00:05:13.400]  你就會更多體會到她那種驚慌掙扎
[00:05:13.400 --> 00:05:16.280]  到最後能夠相信、信服
[00:05:16.280 --> 00:05:17.720]  這個其實我想提的就是
[00:05:17.720 --> 00:05:20.480]  她都是和我們一般的信徒一樣
[00:05:20.480 --> 00:05:22.280]  我們在人生的路上
[00:05:22.280 --> 00:05:25.080]  可能我們都很羨慕一些信心的偉人
[00:05:25.080 --> 00:05:28.080]  但是其實我們都會經歷心路歷程
[00:05:28.080 --> 00:05:29.960]  就是都有驚慌、有掙扎
[00:05:29.960 --> 00:05:33.320]  最後能夠相信主、信服主
[00:05:33.320 --> 00:05:35.960]  在這段聖經裏面太長
[00:05:35.960 --> 00:05:37.560]  我主要看一節經文
[00:05:37.560 --> 00:05:41.560]  給大家看看瑪利亞的相信的信心在哪裏
[00:05:41.560 --> 00:05:44.080]  在話本裏面的翻譯
[00:05:44.080 --> 00:05:47.840]  比較上有一點點未必那麼容易幫助
[00:05:47.840 --> 00:05:49.160]  我想用另外的翻譯本
[00:05:49.160 --> 00:05:50.920]  就是一章的45節
[00:05:50.920 --> 00:05:52.960]  是一個叫新譯本聖經的翻譯
[00:05:52.960 --> 00:05:54.000]  它都告訴我們
[00:05:54.000 --> 00:05:58.120]  相信主傳給她的話必要成就的女子
[00:05:58.120 --> 00:05:59.520]  是有福的
[00:05:59.520 --> 00:06:01.120]  這個就是瑪利亞那種
[00:06:01.120 --> 00:06:03.520]  心路歷程裏面經歷到的相信
[00:06:03.520 --> 00:06:07.000]  原來她就是能夠願意相信神的話
[00:06:07.000 --> 00:06:10.400]  所以她是成為一個蒙福的女子
[00:06:10.400 --> 00:06:15.200]  但她之前的經歷其實都是有掙扎、有驚慌
[00:06:15.200 --> 00:06:16.560]  但因為相信神的話
[00:06:16.560 --> 00:06:21.040]  原故她能夠經歷到神給她的祝福
[00:06:21.040 --> 00:06:23.440]  然後我們又看看瑪利亞的心路歷程裏面
[00:06:23.440 --> 00:06:28.760]  有一個片段就是有兩位準媽媽的對話
[00:06:28.760 --> 00:06:31.560]  在路加福音一章的39節到56節
[00:06:31.560 --> 00:06:34.880]  就講到她探訪伊麗莎白的親戚
[00:06:34.880 --> 00:06:36.640]  當時伊麗莎白已經懷孕了六個月
[00:06:36.640 --> 00:06:37.840]  瑪利亞又剛剛懷孕
[00:06:37.840 --> 00:06:40.520]  所以兩位準媽媽就相遇了
[00:06:40.520 --> 00:06:41.920]  大家聊聊天
[00:06:41.920 --> 00:06:44.680]  我不知道當時的準媽媽
[00:06:44.680 --> 00:06:47.480]  和現代的準媽媽的談話內容
[00:06:47.480 --> 00:06:49.040]  我相信都很不同
[00:06:49.040 --> 00:06:51.440]  可能現代的準媽媽一起坐下來聊天
[00:06:51.440 --> 00:06:54.800]  都聊一下會不會選了哪三十間幼稚園
[00:06:54.800 --> 00:06:57.320]  去幫那些子女預備出來之後
[00:06:57.320 --> 00:06:59.680]  就開始可以考入這三十間
[00:06:59.680 --> 00:07:02.200]  要去投考這三十間的幼稚園
[00:07:02.200 --> 00:07:05.080]  還是聊一下先生會不會辭工
[00:07:05.080 --> 00:07:08.840]  去幫那些小朋友有幾個月的密集訓練
[00:07:08.840 --> 00:07:12.680]  讓他們預備考上他們很想讀的幼稚園
[00:07:12.680 --> 00:07:15.200]  可能這些是現代準媽媽的話題
[00:07:15.200 --> 00:07:16.920]  但當時的準媽媽
[00:07:16.920 --> 00:07:19.600]  兩位去聊天的時候
[00:07:19.600 --> 00:07:21.000]  其實有一個特色是什麼呢?
[00:07:21.000 --> 00:07:23.560]  聖經告訴我們有聖靈的工作
[00:07:23.560 --> 00:07:26.000]  在這兩位準媽媽的身上
[00:07:26.000 --> 00:07:28.680]  路加福音的一章35節提到
[00:07:28.680 --> 00:07:30.360]  先是對瑪利亞說
[00:07:30.360 --> 00:07:34.040]  她已經有聖靈臨到她的身上
[00:07:34.040 --> 00:07:36.880]  而在一章的41節提到伊麗莎白的時候
[00:07:36.880 --> 00:07:39.680]  她提到懷胎跳動的時候
[00:07:39.680 --> 00:07:42.640]  伊麗莎白就被聖靈充滿
[00:07:42.640 --> 00:07:45.520]  兩位準媽媽都有聖靈的工作
[00:07:45.520 --> 00:07:48.360]  有聖靈的感動
[00:07:48.360 --> 00:07:51.280]  有時候我們在信徒的生命成長裡面
[00:07:51.280 --> 00:07:55.040]  我們都盼望能夠多有聖靈的感動
[00:07:55.040 --> 00:07:56.720]  在我們的生命裡面
[00:07:56.720 --> 00:07:57.840]  我不知道在你們說
[00:07:57.840 --> 00:08:01.000]  你自己作為基督徒的經歷裡面
[00:08:01.000 --> 00:08:03.840]  你有多少體會到聖靈的感動
[00:08:03.840 --> 00:08:07.440]  或者可能我們仍然在一些信仰的歷程裡面
[00:08:07.440 --> 00:08:11.320]  不是很明白到底聖靈的感動是什麼
[00:08:11.320 --> 00:08:13.200]  我也很相信聖經所說的聖靈的感動
[00:08:13.200 --> 00:08:15.360]  其實都有很多不同的方式
[00:08:15.360 --> 00:08:17.480]  但其中一個比較我們有時候直接一點說
[00:08:17.480 --> 00:08:19.400]  就是我們願不願意我們的生命
[00:08:19.400 --> 00:08:22.320]  被聖靈來掌管
[00:08:22.320 --> 00:08:25.200]  來管理我們的生命
[00:08:25.200 --> 00:08:28.800]  這就是被聖靈的感動
[00:08:28.800 --> 00:08:31.040]  我相信瑪利亞和伊麗莎白
[00:08:31.040 --> 00:08:33.000]  他們都正在經歷聖靈的感動
[00:08:33.000 --> 00:08:34.440]  聖靈的工作
[00:08:34.440 --> 00:08:37.040]  他們有聖靈在他們身上
[00:08:37.040 --> 00:08:38.800]  所以我們可能要多問一個問題
[00:08:38.800 --> 00:08:40.080]  我想問一下就是
[00:08:40.080 --> 00:08:43.320]  瑪利亞被聖靈感動掌管的時候
[00:08:43.320 --> 00:08:46.160]  到底她面對這個掙扎
[00:08:46.160 --> 00:08:47.640]  在她的心路歷程裡面
[00:08:47.640 --> 00:08:49.600]  其實她有沒有選擇呢?
[00:08:49.600 --> 00:08:54.040]  她要作為一個未婚生子的少女
[00:08:54.040 --> 00:08:55.520]  當時我們估計
[00:08:55.520 --> 00:08:58.400]  當時猶太女子他們訂婚到結婚
[00:08:58.400 --> 00:09:00.600]  其實年紀很小就有的
[00:09:00.600 --> 00:09:03.080]  差不多十四、五歲就開始訂婚
[00:09:03.080 --> 00:09:04.920]  然後一兩年之後就結婚
[00:09:04.920 --> 00:09:08.240]  所以這個未婚的懷孕生子的少女
[00:09:08.240 --> 00:09:10.720]  她的掙扎裡面是否沒有選擇
[00:09:10.720 --> 00:09:12.240]  因為聖靈掌管著她
[00:09:12.240 --> 00:09:14.760]  所以她一定要說「Yes」
[00:09:14.760 --> 00:09:17.400]  一定要是沒有選擇
[00:09:17.400 --> 00:09:21.080]  神就要去做這件事
[00:09:21.080 --> 00:09:23.120]  瑪利亞是不是沒有選擇呢?
[00:09:23.120 --> 00:09:25.000]  我們一會兒從她的尊主為大
[00:09:25.000 --> 00:09:27.160]  以臣為樂就可以多一點去認識
[00:09:27.160 --> 00:09:30.280]  但有時候我在這裡都想跟大家分享
[00:09:30.280 --> 00:09:31.280]  其實在他們的信仰歷程
[00:09:31.280 --> 00:09:33.920]  我們都會有這樣的經驗
[00:09:33.920 --> 00:09:35.880]  到底我們成為一個基督徒
[00:09:35.880 --> 00:09:39.280]  是可以選擇還是不能選擇呢?
[00:09:39.280 --> 00:09:40.920]  我想每個人都不同
[00:09:40.920 --> 00:09:42.440]  我想有機會有時候
[00:09:42.440 --> 00:09:43.960]  今天剛剛因為我們有些
[00:09:43.960 --> 00:09:47.720]  準備聖誕浸禮的弟兄姊妹會介紹
[00:09:47.720 --> 00:09:51.000]  有時候我都在預備去問一些
[00:09:51.000 --> 00:09:52.560]  考問信德、問心事的時候
[00:09:52.560 --> 00:09:55.160]  都會問一下準備受浸的弟兄姊妹一些問題
[00:09:55.160 --> 00:09:56.680]  其中一個問題我都會問她
[00:09:56.680 --> 00:09:58.440]  在她的信仰經歷裡面
[00:09:58.440 --> 00:10:01.120]  其實她為什麼要選擇信耶穌
[00:10:01.120 --> 00:10:02.480]  做一個基督徒呢?
[00:10:02.480 --> 00:10:03.640]  可能我不知道大家
[00:10:03.640 --> 00:10:05.240]  你自己信耶穌的經歷
[00:10:05.240 --> 00:10:06.440]  有沒有經歷過是
[00:10:06.440 --> 00:10:07.400]  選擇無可選擇
[00:10:07.400 --> 00:10:09.440]  所以才成為基督徒
[00:10:09.440 --> 00:10:11.120]  還是你都覺得不是
[00:10:11.120 --> 00:10:13.040]  我都可以選擇
[00:10:13.040 --> 00:10:15.320]  其實主要都有兩種
[00:10:15.320 --> 00:10:17.240]  或者兩類的人
[00:10:17.240 --> 00:10:18.760]  有些他們的分享
[00:10:18.760 --> 00:10:20.440]  我覺得都很感恩
[00:10:20.440 --> 00:10:23.080]  有些弟兄姊妹他們信耶穌之前
[00:10:23.080 --> 00:10:24.440]  其實什麼都信的
[00:10:24.440 --> 00:10:25.640]  什麼都拜的
[00:10:25.640 --> 00:10:26.880]  特別有些艱難
[00:10:26.880 --> 00:10:27.840]  有些困境的時候
[00:10:27.840 --> 00:10:29.840]  他們就會派遣一些
[00:10:29.840 --> 00:10:30.760]  不知道什麼廟
[00:10:30.760 --> 00:10:33.240]  找一些什麼方法
[00:10:33.240 --> 00:10:34.920]  但是她自己的經歷就是
[00:10:34.920 --> 00:10:37.000]  她派遣了這麼多
[00:10:37.000 --> 00:10:39.360]  她都得不到幫助
[00:10:39.360 --> 00:10:41.120]  得不到心靈的平安
[00:10:41.120 --> 00:10:42.640]  到最後她有機會
[00:10:42.640 --> 00:10:44.320]  認識到一些基督徒
[00:10:44.320 --> 00:10:45.840]  或者來到教會
[00:10:45.840 --> 00:10:48.280]  去找到神
[00:10:48.280 --> 00:10:50.120]  有時候她好像走投無路
[00:10:50.120 --> 00:10:51.040]  去到人的盡頭
[00:10:51.040 --> 00:10:52.560]  就是神的開始
[00:10:52.560 --> 00:10:55.000]  她就最後選擇神
[00:10:55.000 --> 00:10:56.840]  好像是無可選擇
[00:10:56.840 --> 00:10:58.760]  但我想這個真的是神的恩典
[00:10:58.760 --> 00:11:02.840]  讓人真的去回到神的面前
[00:11:02.840 --> 00:11:04.040]  在無可選擇裡面
[00:11:04.040 --> 00:11:05.560]  但最終她能夠得到
[00:11:05.560 --> 00:11:08.760]  最好回到神的面前
[00:11:08.760 --> 00:11:12.000]  但是有些弟兄姊妹的分享又很不同
[00:11:12.000 --> 00:11:14.800]  他們可能都比較有些分析
[00:11:14.800 --> 00:11:16.800]  或者有些理性的選擇
[00:11:16.800 --> 00:11:18.040]  有些研究
[00:11:18.040 --> 00:11:19.640]  他們可能跟我們分享
[00:11:19.640 --> 00:11:21.680]  他們可能去過什麼宗教
[00:11:21.680 --> 00:11:23.400]  又參觀過什麼
[00:11:23.400 --> 00:11:25.160]  看過什麼書
[00:11:25.160 --> 00:11:28.000]  然後他發覺比較過那麼多
[00:11:28.000 --> 00:11:28.960]  然後他才發覺
[00:11:28.960 --> 00:11:30.920]  原來他要選擇
[00:11:30.920 --> 00:11:31.960]  他要選擇的時候
[00:11:31.960 --> 00:11:33.280]  基督教最好
[00:11:33.280 --> 00:11:36.440]  所以他才決定成為一個基督徒
[00:11:36.440 --> 00:11:38.040]  有些可能是無可選擇的情況
[00:11:38.040 --> 00:11:40.960]  有些可能是在他那麼多的選擇裡面
[00:11:40.960 --> 00:11:43.120]  他最終做了一個
[00:11:43.120 --> 00:11:45.960]  人生裡面最正確的選擇
[00:11:45.960 --> 00:11:47.720]  但瑪利亞回到神的時候
[00:11:47.720 --> 00:11:49.200]  他有沒有選擇呢?
[00:11:49.200 --> 00:11:51.440]  在他人生的選擇當中
[00:11:51.440 --> 00:11:54.280]  到底是不是真的有些無奈
[00:11:54.280 --> 00:11:56.160]  只是被聖靈掌管
[00:11:56.160 --> 00:11:58.480]  他就要做這個決定呢?
[00:11:58.480 --> 00:12:01.000]  從瑪利亞尊主宗的開始裡面說到
[00:12:01.000 --> 00:12:02.720]  「我心尊主為大」
[00:12:02.720 --> 00:12:04.920]  「我靈以神,我救主為樂」
[00:12:04.920 --> 00:12:06.400]  我把它簡單地改為
[00:12:06.400 --> 00:12:09.960]  「尊主為大,以神為樂」
[00:12:09.960 --> 00:12:12.080]  我相信這正正就是瑪利亞
[00:12:12.080 --> 00:12:17.640]  能夠做選擇最重要的基礎
[00:12:17.640 --> 00:12:19.440]  我們教會每一年
[00:12:19.440 --> 00:12:24.360]  都會達成一個教會的主題方向的對聯
[00:12:24.360 --> 00:12:26.080]  有些叫口號都可以
[00:12:26.080 --> 00:12:26.960]  出來了
[00:12:26.960 --> 00:12:30.000]  明年如果大家有機會看我們
[00:12:30.000 --> 00:12:32.960]  十二月份的城內城外的時候
[00:12:32.960 --> 00:12:35.280]  我都有篇文提到
[00:12:35.280 --> 00:12:36.840]  我們2014年
[00:12:36.840 --> 00:12:40.720]  都會轉一轉教會的主題方向
[00:12:40.720 --> 00:12:41.840]  我就用了
[00:12:41.840 --> 00:12:45.400]  「尊主為大,以神為樂」
[00:12:45.400 --> 00:12:47.280]  作為其中的兩句
[00:12:47.280 --> 00:12:50.920]  我希望這個都能夠成為我們在2014年
[00:12:50.920 --> 00:12:53.480]  又是進入教會75週年紀念的時候
[00:12:53.480 --> 00:12:55.120]  我們基督徒的生命
[00:12:55.120 --> 00:12:56.160]  我們弟兄姊妹的生命
[00:12:56.160 --> 00:12:58.120]  都能夠好像瑪利亞一樣
[00:12:58.120 --> 00:13:02.000]  「尊主為大,以神為樂」
[00:13:02.000 --> 00:13:03.680]  「尊主為大,以神為樂」的意思
[00:13:03.680 --> 00:13:06.440]  其中我最主要有幾方面想跟大家一齊來看
[00:13:06.440 --> 00:13:07.480]  就是「尊主為大」
[00:13:07.480 --> 00:13:10.280]  就是一個全有謙卑的心
[00:13:10.280 --> 00:13:12.760]  一個的生命
[00:13:12.760 --> 00:13:17.680]  路加菲林在記載瑪利亞和天使的對話的時候
[00:13:17.680 --> 00:13:20.720]  瑪利亞對自己的稱呼就是「使女」
[00:13:20.720 --> 00:13:22.880]  在《尊主頌》裏面的一章48節
[00:13:22.880 --> 00:13:26.240]  都是一樣去顧念使女的卑微
[00:13:26.240 --> 00:13:27.840]  但是另外一個使女
[00:13:27.840 --> 00:13:29.320]  其實有中文的翻譯
[00:13:29.320 --> 00:13:31.560]  就叫做「主的婢女」
[00:13:31.560 --> 00:13:33.920]  我覺得這個字在中文字裏面
[00:13:33.920 --> 00:13:34.880]  都很有意思
[00:13:34.880 --> 00:13:35.880]  一個「婢女」
[00:13:35.880 --> 00:13:38.080]  或者叫「奴婢」這個「婢」字
[00:13:38.080 --> 00:13:40.640]  就是一個「女」字旁邊的「卑」字
[00:13:40.640 --> 00:13:43.160]  我想這個可能對於姐妹來說
[00:13:43.160 --> 00:13:46.120]  可能都是一個挺好的形容
[00:13:46.120 --> 00:13:49.840]  就是她們多一點能夠體會到謙卑
[00:13:49.840 --> 00:13:52.200]  我相信這個「婢女」可能以往
[00:13:52.200 --> 00:13:54.040]  特別在中國人的社會也好
[00:13:54.040 --> 00:13:55.560]  在猶太人的社會也一樣
[00:13:55.560 --> 00:13:56.400]  她們都很相似
[00:13:56.400 --> 00:14:00.960]  都是一個男尊女卑的一個社會文化當中
[00:14:00.960 --> 00:14:05.400]  所以女性的地位是很卑微、很低微的
[00:14:05.400 --> 00:14:07.320]  所以可能就是這個「婢女」
[00:14:07.320 --> 00:14:10.360]  這個「奴婢」這個「婢」字出現的意思
[00:14:10.360 --> 00:14:12.200]  但我又相信正正就是這樣
[00:14:12.200 --> 00:14:19.080]  可能女士們她們都能夠多一份謙卑的心腸
[00:14:19.080 --> 00:14:22.640]  所以我想這個「謙卑」
[00:14:22.640 --> 00:14:24.280]  這個「婢女」所帶出來的
[00:14:24.280 --> 00:14:26.920]  就不是一種自卑感的自卑
[00:14:26.920 --> 00:14:29.520]  是一個自願的謙卑
[00:14:29.520 --> 00:14:32.000]  可能這個正正是我們要被提醒
[00:14:32.000 --> 00:14:33.560]  我們每一個人來到神的面前
[00:14:33.560 --> 00:14:35.720]  如果我們真的要尊主偉大的時候
[00:14:35.720 --> 00:14:37.320]  我們最重要的其中一個就是
[00:14:37.320 --> 00:14:41.080]  要自己謙卑在神面前
[00:14:41.080 --> 00:14:43.640]  神不會逼我們謙卑的
[00:14:43.640 --> 00:14:44.400]  神不會逼
[00:14:44.400 --> 00:14:47.120]  其實我們有時候都會覺得
[00:14:47.120 --> 00:14:50.440]  有些人說就可能很謙卑
[00:14:50.440 --> 00:14:53.160]  但可能實際都是有少許被迫
[00:14:53.160 --> 00:14:56.480]  才會說一些謙卑一點的話
[00:14:56.480 --> 00:14:58.120]  做一些謙卑的事情
[00:14:58.120 --> 00:15:00.040]  但我相信最重要真的是
[00:15:00.040 --> 00:15:01.360]  我們在神面前
[00:15:01.360 --> 00:15:04.360]  我們有這個自願的謙卑
[00:15:04.360 --> 00:15:05.440]  我們不是自卑
[00:15:05.440 --> 00:15:07.600]  雖然我們有時候覺得基督徒
[00:15:07.600 --> 00:15:08.720]  好像是少數民族
[00:15:08.720 --> 00:15:11.760]  在社會裏面都不是很多基督徒
[00:15:11.760 --> 00:15:13.960]  教會可能我時時提過
[00:15:13.960 --> 00:15:15.360]  景況都未必那麼好
[00:15:15.360 --> 00:15:17.400]  但我相信我們在神面前
[00:15:17.400 --> 00:15:19.040]  有一份自我謙卑
[00:15:19.040 --> 00:15:20.560]  謙卑在神面前的時候
[00:15:20.560 --> 00:15:22.760]  我們能夠尊主偉大
[00:15:22.760 --> 00:15:24.600]  我們的神的尊榮
[00:15:24.600 --> 00:15:26.640]  更加能夠在謙卑的人上
[00:15:26.640 --> 00:15:28.600]  身上來彰顯
[00:15:28.600 --> 00:15:31.480]  尊主偉大就是提醒我們要傳謙卑的心
[00:15:31.480 --> 00:15:33.040]  在瑪利亞尊主頌裏面
[00:15:33.040 --> 00:15:34.280]  其實很熟悉舊約
[00:15:34.280 --> 00:15:36.680]  所以他引用了這句話的時候
[00:15:36.680 --> 00:15:41.440]  和詩篇34篇的第二、第三節很有關係
[00:15:41.440 --> 00:15:43.640]  我們一起來看這兩節經文
[00:15:43.640 --> 00:15:45.440]  我們一起來讀這兩節經文
[00:15:45.440 --> 00:15:49.840]  它包括了謙卑和怎樣來稱主偉大
[00:15:49.840 --> 00:15:51.560]  我們一起來讀這段經文
[00:15:51.560 --> 00:15:52.760]  預備起
[00:15:52.760 --> 00:15:56.160]  我的心必因耶和華誇耀
[00:15:56.160 --> 00:15:59.320]  謙卑人聽見就要喜樂
[00:15:59.320 --> 00:16:03.040]  你們和我當稱耶和華偉大
[00:16:03.040 --> 00:16:06.720]  一同高舉他的名
[00:16:06.720 --> 00:16:09.000]  當我們能夠更謙卑的時候
[00:16:09.000 --> 00:16:12.000]  我們很相信我們就能夠尊主偉大
[00:16:12.000 --> 00:16:15.600]  高舉主的名
[00:16:15.600 --> 00:16:16.840]  在尊主頌裏面
[00:16:16.840 --> 00:16:17.880]  瑪利亞給我們看見
[00:16:17.880 --> 00:16:25.400]  祂是以敬畏來代替驚慌
[00:16:25.400 --> 00:16:28.240]  在他的尊主頌一章五十節裏面提到
[00:16:28.240 --> 00:16:29.200]  他憐憫
[00:16:29.200 --> 00:16:32.040]  即是指到神憐憫敬畏祂的人
[00:16:32.040 --> 00:16:34.760]  直到世世代代
[00:16:34.760 --> 00:16:36.320]  我們提到瑪利亞心路歷程
[00:16:36.320 --> 00:16:40.280]  是充滿了驚慌、掙扎、相信、馴服
[00:16:40.280 --> 00:16:44.960]  他聽到天使所說的時候是很害怕
[00:16:44.960 --> 00:16:46.320]  但是他所經歷就是
[00:16:46.320 --> 00:16:51.120]  他願意用一個敬畏神的心來代替驚慌
[00:16:51.120 --> 00:16:54.120]  在英文裏面其實兩個字都是一樣
[00:16:54.120 --> 00:16:58.200]  但是就很在乎我們的心態是怎樣
[00:16:58.200 --> 00:17:00.560]  我們能夠少一點驚慌
[00:17:00.560 --> 00:17:03.320]  就是因為我們能夠多敬畏神
