
[00:00:00.000 --> 00:00:07.000]  我相信大家都聽到很多關於耶穌復活的故事
[00:05:38.000 --> 00:05:41.000]  你說剛剛才過了三十六小時
[00:05:41.000 --> 00:05:44.000]  又聽見說耶穌復活了
[00:05:44.000 --> 00:05:46.000]  他們又要頭痛了
[00:05:46.000 --> 00:05:48.000]  我們看第二節
[00:06:16.000 --> 00:06:23.000]  並且將蓋著墓門洞口的大石頭滾開
[00:06:23.000 --> 00:06:28.000]  因此那些兵兵就嚇得好像死人一樣
[00:06:28.000 --> 00:06:30.000]  全部躲在地上
[00:06:30.000 --> 00:06:31.000]  動都動不了
[00:06:31.000 --> 00:06:34.000]  只可以亂地全身亂箭
[00:06:34.000 --> 00:06:36.000]  第五節
[00:06:44.000 --> 00:06:50.000]  如果我們用其他幾本福音書來對照的時候
[00:06:50.000 --> 00:06:54.000]  我們會知道那些婦女
[00:06:54.000 --> 00:07:00.000]  是這一刻才來到墳墓的前面
[00:07:00.000 --> 00:07:03.000]  她們很可能見不到天使的降臨
[00:07:03.000 --> 00:07:06.000]  見不到天使滾開石頭
[00:07:06.000 --> 00:07:09.000]  她們來到的時候已經見到石頭滾開了
[00:07:09.000 --> 00:07:11.000]  墓門已經打開
[00:07:11.000 --> 00:07:16.000]  很可能她們還是見到兵兵全躺在地上
[00:07:16.000 --> 00:07:17.000]  第六節
[00:07:17.000 --> 00:07:32.000]  天使的說話證明了那些婦女沒有找錯地方
[00:07:32.000 --> 00:07:35.000]  因為有一些的論說
[00:07:35.000 --> 00:07:41.000]  他們說空墳墓其實是他們找錯地方
[00:07:41.000 --> 00:07:44.000]  從馬拉福音這句聖經的記載
[00:07:44.000 --> 00:07:46.000]  婦女是找對了
[00:07:46.000 --> 00:07:49.000]  是沒有找錯地方
[00:07:49.000 --> 00:07:53.000]  耶穌的身體的確曾經安放在那裡
[00:07:53.000 --> 00:07:55.000]  不過現在不在了
[00:07:55.000 --> 00:07:59.000]  因為她已經復活了
[00:07:59.000 --> 00:08:05.000]  耶穌復活是照祂自己預先說過祂會死後第三天復活
[00:08:05.000 --> 00:08:06.000]  第七節
[00:08:06.000 --> 00:08:19.000]  這句話不單止是吩咐他們要去當時的門徒來說
[00:08:19.000 --> 00:08:21.000]  我相信當我們看到的時候
[00:08:21.000 --> 00:08:25.000]  這句話是用來提醒我們現代的門徒
[00:08:25.000 --> 00:08:27.000]  就是我們信耶穌的人
[00:08:27.000 --> 00:08:32.000]  我們都要知道耶穌已經復活了
[00:08:32.000 --> 00:08:38.000]  耶穌已經復活了這句話對我們有什麼意義呢?
[00:08:38.000 --> 00:08:41.000]  是提醒我們已信主的人
[00:08:41.000 --> 00:08:45.000]  將來我們都好像耶穌一樣
[00:08:45.000 --> 00:08:47.000]  會從死裡復活
[00:08:47.000 --> 00:08:49.000]  復活了的耶穌
[00:08:49.000 --> 00:08:54.000]  祂不再受墳墓和死亡的拘禁
[00:08:54.000 --> 00:08:59.000]  墳墓我們可以隱喻為死人的地方
[00:08:59.000 --> 00:09:02.000]  即是沒有盼望的地方
[00:09:02.000 --> 00:09:05.000]  是犯罪污穢的地方
[00:09:05.000 --> 00:09:08.000]  我們要學耶穌說
[00:09:08.000 --> 00:09:11.000]  不再在這些地方留戀
[00:09:11.000 --> 00:09:14.000]  我們要為主而活
[00:09:14.000 --> 00:09:19.000]  就是要活出一個有盼望的生命生活
[00:09:19.000 --> 00:09:24.000]  這就是耶穌復活帶給我們的意義
[00:09:24.000 --> 00:09:26.000]  我們再看經文第十一節
[00:09:50.000 --> 00:09:51.000]  第十五節
[00:09:51.000 --> 00:10:04.000]  祭司長和猶太人的長老
[00:10:04.000 --> 00:10:08.000]  他們為了掩飾他們的錯失
[00:10:08.000 --> 00:10:10.000]  就一錯再錯
[00:10:10.000 --> 00:10:16.000]  他們硬著心去用一個謊言
[00:10:16.000 --> 00:10:21.000]  來將耶穌基督復活的真理去掩蓋
[00:10:21.000 --> 00:10:27.000]  這個謊言一直流傳在不信的猶太人中間
[00:10:27.000 --> 00:10:29.000]  直到今天
[00:10:29.000 --> 00:10:31.000]  直到今天有多久呢?
[00:10:31.000 --> 00:10:35.000]  直到今天在聖經這個字面上
[00:10:35.000 --> 00:10:38.000]  直到主侯大約六十三年左右
[00:10:38.000 --> 00:10:42.000]  就是馬太去編寫這本馬太福音的時候
[00:10:42.000 --> 00:10:45.000]  仍然有人這樣流傳這個謊言
[00:10:45.000 --> 00:10:47.000]  不單止這樣
[00:10:47.000 --> 00:10:52.000]  根據一些資料的顯示
[00:10:52.000 --> 00:10:56.000]  直到主侯大約一百五十年左右
[00:10:56.000 --> 00:11:01.000]  有一位古教父叫做殉道士尤斯汀
[00:11:01.000 --> 00:11:04.000]  在他的文獻裡面
[00:11:04.000 --> 00:11:07.000]  曾經譴責當時的猶太人
[00:11:07.000 --> 00:11:14.000]  仍然用那個謊言來去抵擋和毀謗耶穌基督的真理
[00:11:14.000 --> 00:11:16.000]  不單止這樣
[00:11:16.000 --> 00:11:19.000]  直到現代的今天
[00:11:19.000 --> 00:11:25.000]  在現代的今天仍然有人會用這個謊言來作為論述
[00:11:25.000 --> 00:11:28.000]  去否定耶穌基督的復活
[00:11:28.000 --> 00:11:34.000]  這個謊言的確會摧毀一些人的信心
[00:11:34.000 --> 00:11:36.000]  我問大家
[00:11:36.000 --> 00:11:43.000]  我們有沒有被這個誣衊門徒偷走耶穌身體的謊言來動搖
[00:11:43.000 --> 00:11:46.000]  對耶穌基督復活的信心呢?
[00:11:46.000 --> 00:11:48.000]  會不會呢?
[00:11:48.000 --> 00:11:50.000]  應該不會的
[00:11:50.000 --> 00:11:53.000]  因為有更多確實的證據來支持我們
[00:11:53.000 --> 00:12:02.000]  有四本的福音書都清楚記載了耶穌基督復活的事
[00:12:02.000 --> 00:12:10.000]  我們要知道聖經是比任何傳言或者文獻更加準確
[00:12:10.000 --> 00:12:12.000]  更加可靠可信
[00:12:12.000 --> 00:12:14.000]  另外
[00:12:14.000 --> 00:12:19.000]  我們也看到有很多的人證、血證
[00:12:19.000 --> 00:12:22.000]  耶穌的十二個門徒、十二個使徒
[00:12:22.000 --> 00:12:24.000]  除了約翰之外
[00:12:24.000 --> 00:12:27.000]  其他十一個的使徒
[00:12:27.000 --> 00:12:30.000]  都是為主來殉道的
[00:12:30.000 --> 00:12:33.000]  還有很多其他的信徒、門徒
[00:12:33.000 --> 00:12:36.000]  也是為主殉道流血的
[00:12:36.000 --> 00:12:40.000]  他們都是深信耶穌基督復活了
[00:12:40.000 --> 00:12:42.000]  還有
[00:12:42.000 --> 00:12:46.000]  使徒保羅就是最有力的見證
[00:12:46.000 --> 00:12:53.000]  他原本就是一個不信耶穌基督復活了的猶太人
[00:12:53.000 --> 00:12:58.000]  他迫害那些信耶穌基督復活的人
[00:12:58.000 --> 00:13:00.000]  但是當他有一天
[00:13:00.000 --> 00:13:07.000]  在大馬錫的路上與復活的主相遇的時候
[00:13:07.000 --> 00:13:10.000]  他就反過來
[00:13:10.000 --> 00:13:13.000]  去傳講耶穌基督的復活
[00:13:13.000 --> 00:13:18.000]  並且他甘願犧牲他自己的性命
[00:13:18.000 --> 00:13:22.000]  來去傳講耶穌基督復活的真理
[00:13:22.000 --> 00:13:29.000]  所以無論是什麼敵基督的言論
[00:13:29.000 --> 00:13:32.000]  或者是學說也好
[00:13:32.000 --> 00:13:39.000]  都不能夠去動搖我們對耶穌基督復活的信心
[00:13:39.000 --> 00:13:46.000]  所有的論述都不能夠掩蓋基督復活這個事實
[00:13:46.000 --> 00:13:53.000]  這也是我們基督徒需要深信的道理
[00:13:53.000 --> 00:13:58.000]  就是耶穌基督真的復活
[00:13:58.000 --> 00:14:03.000]  任何的論述都不可以掩蓋這個事實
[00:14:03.000 --> 00:14:08.000]  我們需要將這個真確的道理放在我們的心裏
[00:14:08.000 --> 00:14:12.000]  最後我請大家一起讀回應經文
[00:14:12.000 --> 00:14:14.000]  來結束今天的訊息
[00:14:14.000 --> 00:14:19.000]  是哥林多前書十五章十九至二十節
[00:14:19.000 --> 00:14:21.000]  我們一起讀
[00:14:21.000 --> 00:14:25.000]  我們若靠基督 旨在今生有志望
[00:14:25.000 --> 00:14:27.000]  就算比眾人更可憐
[00:14:27.000 --> 00:14:30.000]  但基督已經從死裡復活
[00:14:30.000 --> 00:14:34.000]  成為睡了之人初熟的果子
[00:14:34.000 --> 00:14:36.000]  耶穌基督是復活了
[00:14:36.000 --> 00:14:40.000]  是我們基督徒信仰的核心
[00:14:40.000 --> 00:14:43.000]  我們的復活的盼望
[00:14:43.000 --> 00:14:48.000]  也是建基在耶穌基督復活的裏面
[00:14:48.000 --> 00:14:55.000]  這個真理我們需要緊握不放
[00:14:55.000 --> 00:14:58.000]  不要讓任何的價值觀
[00:14:58.000 --> 00:15:01.000]  或者任何世上的一些標準
[00:15:01.000 --> 00:15:05.000]  或者我們自己個人要取得的目標
[00:15:05.000 --> 00:15:09.000]  來取代我們這個最重要的目標
[00:15:09.000 --> 00:15:11.000]  我們人生最重要的目標
[00:15:11.000 --> 00:15:17.000]  就是要緊握這個復活的盼望
[00:15:17.000 --> 00:15:21.000]  復活的盼望才可以讓我們在人生的路上
[00:15:21.000 --> 00:15:24.000]  有力來繼續向前走
[00:15:24.000 --> 00:15:29.000]  讓我們能夠有喜樂滿足
[00:15:29.000 --> 00:15:32.000]  記住我們將來都會復活
[00:15:32.000 --> 00:15:34.000]  我們一起祈禱
[00:15:34.000 --> 00:15:35.000]  賜給我們天父
[00:15:35.000 --> 00:15:38.000]  多謝你 多謝你
[00:15:38.000 --> 00:15:40.000]  差派獨生兒子耶穌基督
[00:15:40.000 --> 00:15:45.000]  來到這個世上為我們釘死在十字架上
[00:15:45.000 --> 00:15:47.000]  為我們復活
[00:15:47.000 --> 00:15:50.000]  賜給我們有永生的盼望
[00:15:50.000 --> 00:15:52.000]  但願這個復活的盼望
[00:15:52.000 --> 00:15:57.000]  能夠給到在場每一個人
[00:15:57.000 --> 00:16:01.000]  也能夠給到世界上每一個人
[00:16:01.000 --> 00:16:05.000]  願福音能夠傳遍世界
[00:16:05.000 --> 00:16:10.000]  願更多的人可以經歷到復活的盼望
[00:16:10.000 --> 00:16:13.000]  多謝主耶穌 也多謝天父
[00:16:13.000 --> 00:16:15.000]  奉耶穌基督的聖名祈禱
[00:16:15.000 --> 00:16:16.000]  Amen
