
[00:00:00.000 --> 00:00:03.000]  大兄姊妹、牧者平安
[00:01:32.000 --> 00:01:33.000]  挺好的
[00:01:33.000 --> 00:01:35.000]  好像一份家傳之寶
[00:01:35.000 --> 00:01:37.000]  有了這個念頭之後
[00:01:37.000 --> 00:01:39.000]  我就找我的兒子談
[00:01:39.000 --> 00:01:41.000]  兒子、未來媳婦
[00:01:41.000 --> 00:01:44.000]  他會喜歡什麼首飾呢?
[00:01:44.000 --> 00:01:46.000]  兒子問了之後
[00:01:46.000 --> 00:01:48.000]  回來就跟我說
[00:01:48.000 --> 00:01:50.000]  一問之下就發覺
[00:01:50.000 --> 00:01:51.000]  原來我是很天真的
[00:01:51.000 --> 00:01:52.000]  我這個想法
[00:01:52.000 --> 00:01:56.000]  因為年輕女兒有年輕女兒的想法
[00:01:56.000 --> 00:01:58.000]  加上我這個未來媳婦
[00:01:58.000 --> 00:02:01.000]  當時她回覆
[00:02:01.000 --> 00:02:03.000]  她也不太喜歡戴首飾
[00:02:03.000 --> 00:02:05.000]  很不實際
[00:02:05.000 --> 00:02:07.000]  就叫我不需要買了
[00:02:07.000 --> 00:02:09.000]  我想起來也是對的
[00:02:09.000 --> 00:02:13.000]  現在現代人一般都是很實用主義的
[00:02:13.000 --> 00:02:15.000]  就算她收了
[00:02:15.000 --> 00:02:16.000]  她不用
[00:02:16.000 --> 00:02:18.000]  然後第二天想送給她的子女
[00:02:18.000 --> 00:02:21.000]  她的子女到時候又可能不合她心意
[00:02:21.000 --> 00:02:24.000]  搞法一代傳一代
[00:02:24.000 --> 00:02:26.000]  結果所謂的家傳之寶
[00:02:26.000 --> 00:02:28.000]  可能都是放在一個暗無天日
[00:02:28.000 --> 00:02:31.000]  看不到光的保險箱裡面
[00:02:31.000 --> 00:02:33.000]  傳來有什麼用呢?
[00:02:33.000 --> 00:02:35.000]  我想深一層之後
[00:02:35.000 --> 00:02:37.000]  放下這個念頭
[00:02:37.000 --> 00:02:39.000]  不要去做這件事了
[00:02:39.000 --> 00:02:41.000]  但是今天我們的經文
[00:02:41.000 --> 00:02:43.000]  九節經文裡面
[00:02:43.000 --> 00:02:47.000]  就教導我們真的可以傳承一份
[00:02:47.000 --> 00:02:48.000]  既實用又有意義
[00:02:48.000 --> 00:02:50.000]  又不用長年累日
[00:02:50.000 --> 00:02:55.000]  放在暗無天日的保險箱裡面的家傳之寶
[00:02:55.000 --> 00:02:59.000]  今年有好幾位作者
[00:02:59.000 --> 00:03:02.000]  其中第一到第二十四章
[00:03:02.000 --> 00:03:06.000]  一般的人都公認不會爭論的
[00:03:06.000 --> 00:03:10.000]  公認是鎖郎門王的作品
[00:03:10.000 --> 00:03:13.000]  尤其是這次我們看第四章
[00:03:13.000 --> 00:03:15.000]  如果你回到聖經
[00:03:15.000 --> 00:03:17.000]  你會看到不同的譯本
[00:03:17.000 --> 00:03:19.000]  有不同的標題
[00:03:19.000 --> 00:03:21.000]  就好像在這個新譯本裡面
[00:03:21.000 --> 00:03:25.000]  第四章的標題就叫做持定分晦
[00:03:25.000 --> 00:03:26.000]  不偏左右
[00:03:26.000 --> 00:03:28.000]  它的重心是想說這件事
[00:03:28.000 --> 00:03:30.000]  和合本的標題就說
[00:03:30.000 --> 00:03:32.000]  智慧崇高無比
[00:03:32.000 --> 00:03:34.000]  高舉智慧
[00:03:34.000 --> 00:03:38.000]  而在這個和合本的修訂版裡面
[00:03:38.000 --> 00:03:41.000]  就用智慧的益處
[00:03:41.000 --> 00:03:42.000]  強調它的好處
[00:03:42.000 --> 00:03:44.000]  帶來的好處
[00:03:44.000 --> 00:03:47.000]  但是今天這段九節的經文
[00:03:47.000 --> 00:03:49.000]  不是整篇
[00:03:49.000 --> 00:03:51.000]  只是九節的經文裡面
[00:03:51.000 --> 00:03:55.000]  我很喜歡新譯本裡面的大綱
[00:03:55.000 --> 00:03:58.000]  給九節的經文一個標題
[00:03:58.000 --> 00:04:02.000]  標題就是祖父的分晦
[00:04:02.000 --> 00:04:05.000]  當我們細心去看九節經文的時候
[00:04:05.000 --> 00:04:08.000]  我們是不難發現這個正正就是
[00:04:08.000 --> 00:04:10.000]  祖父的分晦
[00:04:10.000 --> 00:04:15.000]  而且是作者思維家傳之寶
[00:04:15.000 --> 00:04:17.000]  我們從第一節
[00:04:17.000 --> 00:04:20.000]  和第二節的經文去再看一下
[00:04:20.000 --> 00:04:24.000]  經文說孩子們要聽父親的分晦
[00:04:24.000 --> 00:04:26.000]  留心明白道理
[00:04:26.000 --> 00:04:30.000]  因為我給你們是好的教導
[00:04:30.000 --> 00:04:34.000]  不可離棄我的教誨
[00:04:34.000 --> 00:04:38.000]  好像有些字的意思是很重複的
[00:04:38.000 --> 00:04:40.000]  我們慢慢去看一下
[00:04:40.000 --> 00:04:42.000]  它一開始說孩子們
[00:04:42.000 --> 00:04:44.000]  孩子們的原文
[00:04:44.000 --> 00:04:46.000]  不只是兒子兒子
[00:04:46.000 --> 00:04:50.000]  是兒子、孫子、曾孫子
[00:04:50.000 --> 00:04:51.000]  這樣下去的
[00:04:51.000 --> 00:04:55.000]  所以其實它的原文是指我的後代
[00:04:55.000 --> 00:04:57.000]  所有我的後代的人
[00:04:57.000 --> 00:05:00.000]  家傳之寶在這裡看到
[00:05:00.000 --> 00:05:03.000]  作者不只是將它留給他的兒子
[00:05:03.000 --> 00:05:05.000]  他用孩子們去稱呼
[00:05:05.000 --> 00:05:08.000]  他的對象就是不只是我的兒子
[00:05:08.000 --> 00:05:10.000]  甚至是我的兒子的兒子的兒子
[00:05:10.000 --> 00:05:13.000]  都要聽到這些東西
[00:05:13.000 --> 00:05:17.000]  如果心水清的你看針研
[00:05:17.000 --> 00:05:19.000]  你可能會發覺到
[00:05:19.000 --> 00:05:21.000]  其實針研有很多時候
[00:05:21.000 --> 00:05:23.000]  在一些教訓的段落的開頭
[00:05:23.000 --> 00:05:25.000]  是用什麼的
[00:05:25.000 --> 00:05:27.000]  「我兒」
[00:05:27.000 --> 00:05:28.000]  是不是
[00:05:28.000 --> 00:05:30.000]  不只是用孩子們
[00:05:30.000 --> 00:05:35.000]  「我兒」其實在整個針研裡面
[00:05:35.000 --> 00:05:37.000]  最少出現了二十次
[00:05:37.000 --> 00:05:40.000]  而用孩子們這個稱呼
[00:05:40.000 --> 00:05:43.000]  它開始的大概只有四段
[00:05:43.000 --> 00:05:46.000]  這個第四章的第一節
[00:05:46.000 --> 00:05:49.000]  應該是第一次用孩子們
[00:05:49.000 --> 00:05:50.000]  所以可以看到
[00:05:50.000 --> 00:05:52.000]  作者在他的心目中認為
[00:05:52.000 --> 00:05:54.000]  他現在要說這番話
[00:05:54.000 --> 00:05:56.000]  不只是留給一代
[00:05:56.000 --> 00:05:58.000]  是要留給他以後的後人
[00:05:58.000 --> 00:06:01.000]  在他的心目中看這件事是多麼重要
[00:06:01.000 --> 00:06:02.000]  家傳之寶
[00:06:02.000 --> 00:06:05.000]  而且他在經文裡面所說的話
[00:06:05.000 --> 00:06:07.000]  一開始就跟他們說
[00:06:07.000 --> 00:06:09.000]  要聽父親的吩咐
[00:06:09.000 --> 00:06:11.000]  留心去聽
[00:06:11.000 --> 00:06:14.000]  就是你們不要只聽聽
[00:06:14.000 --> 00:06:16.000]  知道一下就算了
[00:06:16.000 --> 00:06:18.000]  你們要留心聽
[00:06:18.000 --> 00:06:21.000]  還要去思考明白
[00:06:21.000 --> 00:06:23.000]  那些內容
[00:06:23.000 --> 00:06:25.000]  我們又看到
[00:06:25.000 --> 00:06:27.000]  這兩字的經文裡面
[00:06:27.000 --> 00:06:29.000]  其實有一些字眼
[00:06:29.000 --> 00:06:31.000]  好像是很重複的意思
[00:06:31.000 --> 00:06:34.000]  「訓誨」、「道理」、「教導」
[00:06:34.000 --> 00:06:36.000]  他還強調「好的教導」
[00:06:36.000 --> 00:06:38.000]  還有「教誨」
[00:06:38.000 --> 00:06:40.000]  意思我們就這樣看中文
[00:06:40.000 --> 00:06:42.000]  我的中文程度都是一般的
[00:06:42.000 --> 00:06:43.000]  我就這樣看中文
[00:06:43.000 --> 00:06:45.000]  我也覺得好像是很重複
[00:06:45.000 --> 00:06:47.000]  又很類似的東西
[00:06:47.000 --> 00:06:50.000]  其實如果我們看原文
[00:06:50.000 --> 00:06:52.000]  四個都有不同的意思
[00:06:52.000 --> 00:06:54.000]  所以我們都要很感恩
[00:06:54.000 --> 00:06:57.000]  翻譯中文的人
[00:06:57.000 --> 00:07:00.000]  他們都盡量用四個不同的中文詞
[00:07:00.000 --> 00:07:03.000]  去放在這些位置
[00:07:03.000 --> 00:07:05.000]  以致他們不會失真
[00:07:05.000 --> 00:07:07.000]  我們大概看一看
[00:07:07.000 --> 00:07:10.000]  「訓誨」的意思是指一些指導
[00:07:10.000 --> 00:07:12.000]  特別是指一些警告
[00:07:12.000 --> 00:07:16.000]  和糾正人的錯處的指導
[00:07:16.000 --> 00:07:19.000]  「道理」其實是指聰明
[00:07:19.000 --> 00:07:22.000]  一個人的理解力、洞察力
[00:07:22.000 --> 00:07:26.000]  「教導」是指他有見解的教導
[00:07:26.000 --> 00:07:28.000]  怎樣才算是有見解的教導呢?
[00:07:28.000 --> 00:07:32.000]  一定是一個人經過一些實際的經歷
[00:07:32.000 --> 00:07:35.000]  發覺到那些東西是真的
[00:07:35.000 --> 00:07:38.000]  還是發覺到不是真的
[00:07:38.000 --> 00:07:41.000]  他是有自己的經歷去驗證過
[00:07:41.000 --> 00:07:43.000]  而又有一些見解出來的
[00:07:43.000 --> 00:07:45.000]  那就是「教導」了
[00:07:45.000 --> 00:07:48.000]  至於「教誨」原文的意思是指
[00:07:48.000 --> 00:07:51.000]  「律法」、「典章」、「律例」
[00:07:51.000 --> 00:07:54.000]  原來四個字的意思是不同的
[00:07:54.000 --> 00:07:56.000]  難怪我們讀的時候
[00:07:56.000 --> 00:07:58.000]  其實我們拿到的意思是
[00:07:58.000 --> 00:08:01.000]  叫我們跟著父親要講的東西
[00:08:01.000 --> 00:08:02.000]  教導的東西
[00:08:02.000 --> 00:08:06.000]  但原來它是有另外一些意思在裡面的
[00:08:06.000 --> 00:08:08.000]  我講了這麼多
[00:08:08.000 --> 00:08:10.000]  究竟這兩節的經文
[00:08:10.000 --> 00:08:13.000]  如果用現代的說話來說
[00:08:13.000 --> 00:08:16.000]  我們會不會比較容易去理解呢?
[00:08:16.000 --> 00:08:19.000]  我們試試用現在的說話去講吧
[00:08:19.000 --> 00:08:22.000]  這兩節經文作者就是這麼說的
[00:08:22.000 --> 00:08:23.000]  兒子、孫子
[00:08:23.000 --> 00:08:26.000]  你們要留心聽我說
[00:08:26.000 --> 00:08:31.000]  尤其是那些警告和糾正你們錯誤的說話
[00:08:31.000 --> 00:08:34.000]  千萬不要左耳入右耳出
[00:08:34.000 --> 00:08:37.000]  聽完要去思考明白
[00:08:37.000 --> 00:08:40.000]  這樣你們做人就會聰明
[00:08:40.000 --> 00:08:43.000]  懂得分辨對錯
[00:08:43.000 --> 00:08:45.000]  因為我教你們的東西
[00:08:45.000 --> 00:08:47.000]  都是有我的經歷
[00:08:47.000 --> 00:08:49.000]  有我的見解
[00:08:49.000 --> 00:08:51.000]  我親身體驗過
[00:08:51.000 --> 00:08:54.000]  遵守我現在傳給你的律法
[00:08:54.000 --> 00:08:56.000]  以及典章律例
[00:08:56.000 --> 00:08:58.000]  當我遵守過之後
[00:08:58.000 --> 00:09:01.000]  我就發覺到是千真萬確
[00:09:01.000 --> 00:09:03.000]  你們不要拋諸老後
[00:09:03.000 --> 00:09:06.000]  因為神的話實在令我聰明了
[00:09:06.000 --> 00:09:09.000]  使我能夠分辨對錯
[00:09:09.000 --> 00:09:11.000]  做對的決定
[00:09:11.000 --> 00:09:13.000]  不用等到我撞板知錯了
[00:09:13.000 --> 00:09:15.000]  到時候後悔太遲
[00:09:15.000 --> 00:09:17.000]  好像很長一樣
[00:09:17.000 --> 00:09:21.000]  但現代語其實就是在說這兩節的經文
[00:09:21.000 --> 00:09:23.000]  所以從這兩節的經文裏面
[00:09:23.000 --> 00:09:25.000]  我們再去理解一下
[00:09:25.000 --> 00:09:29.000]  究竟作者他的家傳之寶
[00:09:29.000 --> 00:09:32.000]  裏面是什麼呢
[00:09:32.000 --> 00:09:36.000]  肯定就不是一些名貴的首飾
[00:09:36.000 --> 00:09:37.000]  一些珍藏
[00:09:37.000 --> 00:09:38.000]  在他的心目中
[00:09:38.000 --> 00:09:41.000]  這是更加重要、更加珍寶的東西
[00:09:41.000 --> 00:09:43.000]  就是神的話
[00:09:43.000 --> 00:09:48.000]  特別是那些能夠警告和糾正人錯誤的說話
[00:09:48.000 --> 00:09:52.000]  而且還有的是他親身經歷過
[00:09:52.000 --> 00:09:57.000]  他遵守神的話之後得出的個人見證
[00:09:57.000 --> 00:09:58.000]  這兩樣東西
[00:09:58.000 --> 00:10:01.000]  就在兩節經文裏面給我們看到
[00:10:01.000 --> 00:10:05.000]  作者要傳給他的後人的家傳之寶
[00:10:05.000 --> 00:10:07.000]  有家傳之寶了
[00:10:07.000 --> 00:10:09.000]  怎樣去傳授呢
[00:10:09.000 --> 00:10:12.000]  首先他是以身作則的
[00:10:12.000 --> 00:10:14.000]  身教永遠是無敵
[00:10:14.000 --> 00:10:16.000]  同時也是最難的
[00:10:16.000 --> 00:10:19.000]  不過也是作者要用的方法
[00:10:19.000 --> 00:10:21.000]  但是這個身教
[00:10:21.000 --> 00:10:23.000]  就和我們一般所想的身教不同
[00:10:23.000 --> 00:10:25.000]  我們說我們要身教我們的兒女
[00:10:25.000 --> 00:10:28.000]  我們就在兒女面前做給他們看
[00:10:28.000 --> 00:10:29.000]  他們看到了
[00:10:29.000 --> 00:10:32.000]  懂得那個模範是怎樣就去學
[00:10:32.000 --> 00:10:34.000]  在這裏他的身教
[00:10:34.000 --> 00:10:38.000]  是有另外一種的形式給他們知道的
[00:10:38.000 --> 00:10:40.000]  經文就開始說
[00:10:40.000 --> 00:10:43.000]  當我在父親面前還是小孩子
[00:10:43.000 --> 00:10:46.000]  是母親獨一嬌兒的時候
[00:10:46.000 --> 00:10:49.000]  他教導我說
[00:10:49.000 --> 00:10:51.000]  這裏說獨一嬌兒
[00:10:51.000 --> 00:10:54.000]  不一定是指他父母的獨生子
[00:10:54.000 --> 00:10:56.000]  不一定是這個意思
[00:10:56.000 --> 00:10:58.000]  他可以是指
[00:10:58.000 --> 00:11:04.000]  是他父母唯一很寵愛的兒子
[00:11:04.000 --> 00:11:07.000]  所以可能是最寵愛的那一個
[00:11:07.000 --> 00:11:09.000]  這句說話其實就是說
[00:11:09.000 --> 00:11:11.000]  當我年紀還小
[00:11:11.000 --> 00:11:14.000]  又是我媽媽最疼愛那個
[00:11:14.000 --> 00:11:17.000]  聽話順服的乖孩子的時候
[00:11:17.000 --> 00:11:21.000]  我已經留心聽你的祖父
[00:11:21.000 --> 00:11:25.000]  對我的教導和提醒了
[00:11:25.000 --> 00:11:27.000]  我已經開始在那個時候
[00:11:27.000 --> 00:11:29.000]  聽你的祖父
[00:11:29.000 --> 00:11:33.000]  我的爸爸給我的提醒和教導
[00:11:33.000 --> 00:11:34.000]  換言之
[00:11:34.000 --> 00:11:38.000]  今天作者要對他的子子孫孫說話的時候
[00:11:38.000 --> 00:11:40.000]  要他們留心聽教
[00:11:40.000 --> 00:11:42.000]  正是他自小開始
[00:11:42.000 --> 00:11:45.000]  已經在做的事情
[00:11:45.000 --> 00:11:46.000]  所以今天
[00:11:46.000 --> 00:11:50.000]  他大有資格要求他的子子孫孫
[00:11:50.000 --> 00:11:53.000]  要學習他以前開始已經做的事
[00:11:53.000 --> 00:11:56.000]  他更加有資格去告訴他們
[00:11:56.000 --> 00:11:58.000]  當我遵守了我的爸爸
[00:11:58.000 --> 00:12:01.000]  你的祖父教導的東西的時候
[00:12:01.000 --> 00:12:05.000]  所得到的美好的結果
[00:12:05.000 --> 00:12:07.000]  我可以很有資格告訴你們
[00:12:07.000 --> 00:12:11.000]  將來你們同樣會得到這些好的結果
[00:12:11.000 --> 00:12:12.000]  千真萬確
[00:12:12.000 --> 00:12:14.000]  不可不信
[00:12:14.000 --> 00:12:17.000]  至於他的言教又怎麼教呢
[00:12:17.000 --> 00:12:21.000]  他就將從他父親聽到的訓誨
[00:12:21.000 --> 00:12:25.000]  就照樣傳下去給他的子孫
[00:12:25.000 --> 00:12:30.000]  他就對他們說祖父的訓誨裡面的說話
[00:12:30.000 --> 00:12:33.000]  他說你的心要持守我的話
[00:12:33.000 --> 00:12:35.000]  遵守我的命令
[00:12:35.000 --> 00:12:37.000]  你會存活
[00:12:37.000 --> 00:12:40.000]  要獲得智慧要獲得聰明
[00:12:40.000 --> 00:12:41.000]  不可忘記
[00:12:41.000 --> 00:12:44.000]  也不可偏離我口中的說話
[00:12:44.000 --> 00:12:46.000]  不可離棄智慧
[00:12:46.000 --> 00:12:48.000]  智慧就庇護你
[00:12:48.000 --> 00:12:50.000]  要愛他他就保護你
[00:12:50.000 --> 00:12:53.000]  智慧為首所以要獲得智慧
[00:12:53.000 --> 00:12:58.000]  要用一切所有的換取聰明
[00:12:58.000 --> 00:13:02.000]  這裡一看就看到他重複了一些東西
[00:13:02.000 --> 00:13:08.000]  他說我的話和不要偏離我口中的言語
[00:13:08.000 --> 00:13:10.000]  又要持守我的話
[00:13:10.000 --> 00:13:12.000]  又要不要偏離我口中的言語
[00:13:12.000 --> 00:13:13.000]  究竟他的話
[00:13:13.000 --> 00:13:17.000]  他口中的言語是些什麼話呢
[00:13:17.000 --> 00:13:18.000]  他就說得很清楚
[00:13:18.000 --> 00:13:21.000]  那些話會令他的子子孫孫怎麼樣
[00:13:21.000 --> 00:13:23.000]  你就存活
[00:13:23.000 --> 00:13:27.000]  有什麼話可以令人得到生命
[00:13:27.000 --> 00:13:28.000]  得到智慧
[00:13:28.000 --> 00:13:29.000]  得到聰明呢
[00:13:29.000 --> 00:13:33.000]  我深信如果那個祖父當日說給這個作者聽
[00:13:33.000 --> 00:13:36.000]  那些話是出自他自己的
[00:13:36.000 --> 00:13:38.000]  未必一定可以令他有生命
[00:13:38.000 --> 00:13:41.000]  未必一定令他有聰明智慧
[00:13:41.000 --> 00:13:47.000]  所以當他講到遵守我的命令的時候
[00:13:47.000 --> 00:13:49.000]  這個遵守我的命令
[00:13:49.000 --> 00:13:51.000]  你就會存活
[00:13:51.000 --> 00:13:53.000]  遵守我的命令
[00:13:53.000 --> 00:13:56.000]  可能最適合的解釋方法就是
[00:13:56.000 --> 00:14:00.000]  遵守我曾經守過的命令
[00:14:00.000 --> 00:14:04.000]  你就能夠存活了
[00:14:04.000 --> 00:14:09.000]  什麼的命令可以叫人的生命去存活
[00:14:09.000 --> 00:14:11.000]  只有神的說話
[00:14:11.000 --> 00:14:14.000]  神的說話叫我們得生命
[00:14:14.000 --> 00:14:15.000]  得智慧
[00:14:15.000 --> 00:14:17.000]  得聰明
[00:14:17.000 --> 00:14:19.000]  不單止叫我們那個生命
[00:14:19.000 --> 00:14:22.000]  是能夠有肉身上的生命
[00:14:22.000 --> 00:14:24.000]  更加叫我們的靈甦醒
[00:14:24.000 --> 00:14:27.000]  我們能夠有靈裡面的那個生命
[00:14:27.000 --> 00:14:28.000]  正如聖經說
[00:14:28.000 --> 00:14:31.000]  人活著不是單靠食物
[00:14:31.000 --> 00:14:32.000]  是靠什麼
[00:14:32.000 --> 00:14:36.000]  神口中所出的一切說話
[00:14:36.000 --> 00:14:37.000]  所以當他說我的話
[00:14:37.000 --> 00:14:39.000]  我口中的言語
[00:14:39.000 --> 00:14:41.000]  我的命令
[00:14:41.000 --> 00:14:43.000]  是神的說話
[00:14:43.000 --> 00:14:45.000]  神的說話不可偏離
[00:14:45.000 --> 00:14:46.000]  要持守
[00:14:46.000 --> 00:14:47.000]  神的誡命
[00:14:47.000 --> 00:14:49.000]  是他的家傳之寶裡面
[00:14:49.000 --> 00:14:52.000]  包括的成分在裡面
[00:14:52.000 --> 00:14:54.000]  從作者看到他
[00:14:54.000 --> 00:14:57.000]  在他的父親那裡流下來
[00:14:57.000 --> 00:14:58.000]  現在他也都
[00:14:58.000 --> 00:15:00.000]  全部的照樣傳給他的子孫
[00:15:00.000 --> 00:15:02.000]  他的後人
[00:15:02.000 --> 00:15:04.000]  所以這個家傳之寶
[00:15:04.000 --> 00:15:05.000]  使人得生命
[00:15:05.000 --> 00:15:06.000]  得智慧
[00:15:06.000 --> 00:15:08.000]  得聰明
[00:15:08.000 --> 00:15:10.000]  作者正正就是要
[00:15:10.000 --> 00:15:12.000]  作一個生命的傳承
[00:15:12.000 --> 00:15:16.000]  給他的後人
[00:15:16.000 --> 00:15:19.000]  聽完這麼多關於智慧
[00:15:19.000 --> 00:15:21.000]  作者又在這裡繼續說
[00:15:21.000 --> 00:15:23.000]  要獲得智慧
[00:15:23.000 --> 00:15:26.000]  獲得聰明
[00:15:26.000 --> 00:15:28.000]  你要用一切所有的東西
[00:15:28.000 --> 00:15:31.000]  去換取聰明
[00:15:31.000 --> 00:15:33.000]  有些什麼那麼重要
[00:15:33.000 --> 00:15:35.000]  要跟他的子孫說
[00:15:35.000 --> 00:15:36.000]  你無論怎麼樣
[00:15:36.000 --> 00:15:38.000]  你用什麼都好
[00:15:38.000 --> 00:15:39.000]  你擁有的東西
[00:15:39.000 --> 00:15:42.000]  要去用來換取這個聰明呢
[00:15:42.000 --> 00:15:43.000]  因為這個智慧
[00:15:43.000 --> 00:15:45.000]  他告訴他的子孫
[00:15:45.000 --> 00:15:47.000]  他自己驗證過的
[00:15:47.000 --> 00:15:49.000]  他經歷過的
[00:15:49.000 --> 00:15:51.000]  他的見證告訴他們
[00:15:51.000 --> 00:15:54.000]  智慧可以庇護你們
[00:15:54.000 --> 00:15:56.000]  可以保護你們
[00:15:56.000 --> 00:15:58.000]  因為當人有智慧
[00:15:58.000 --> 00:16:00.000]  懂得去分辨善惡
[00:16:00.000 --> 00:16:02.000]  分辨是非黑白的時候
[00:16:02.000 --> 00:16:05.000]  懂得擇善固執
[00:16:05.000 --> 00:16:07.000]  不管什麼環境
[00:16:07.000 --> 00:16:09.000]  都要擇善固執
[00:16:09.000 --> 00:16:10.000]  跟隨著好的東西
[00:16:10.000 --> 00:16:13.000]  走在正確的道路上
[00:16:13.000 --> 00:16:16.000]  他講完這麼多關於智慧的東西
[00:16:16.000 --> 00:16:18.000]  有沒有教導子孫
[00:16:18.000 --> 00:16:20.000]  怎樣去得到智慧呢
[00:16:20.000 --> 00:16:22.000]  是啊 要盡一切去換取
[00:16:22.000 --> 00:16:23.000]  怎樣得到呢
[00:16:23.000 --> 00:16:24.000]  有
[00:16:24.000 --> 00:16:26.000]  如果我們留意的話
[00:16:26.000 --> 00:16:27.000]  他有教子孫
[00:16:27.000 --> 00:16:29.000]  怎樣得到智慧
[00:16:29.000 --> 00:16:32.000]  他說 智慧為首
[00:16:32.000 --> 00:16:33.000]  你要愛它
[00:16:33.000 --> 00:16:35.000]  不要離棄它
[00:16:35.000 --> 00:16:38.000]  首先要得到智慧的第一步
[00:16:38.000 --> 00:16:40.000]  智慧為首這個手
[00:16:40.000 --> 00:16:42.000]  第一步
[00:16:42.000 --> 00:16:43.000]  你不要離棄它
[00:16:43.000 --> 00:16:45.000]  你要愛它
[00:16:45.000 --> 00:16:48.000]  即是什麼意思
[00:16:48.000 --> 00:16:51.000]  相信我們第一步要做的就是
[00:16:51.000 --> 00:16:54.000]  你不要藐視智慧
[00:16:54.000 --> 00:16:56.000]  你不要輕視智慧
[00:16:56.000 --> 00:17:01.000]  可以帶給你的好處
[00:17:01.000 --> 00:17:03.000]  我們很多時候
[00:17:03.000 --> 00:17:07.000]  人往往都會因為一些東西
[00:17:07.000 --> 00:17:08.000]  輕視一些東西
[00:17:08.000 --> 00:17:10.000]  或者藐視一些東西
[00:17:10.000 --> 00:17:14.000]  而令我們失去很重要的東西
[00:17:14.000 --> 00:17:18.000]  我不知道大家有沒有這樣的經歷
[00:17:18.000 --> 00:17:20.000]  我們看電影都可以看到
[00:17:20.000 --> 00:17:22.000]  有人上去找工作
[00:17:22.000 --> 00:17:24.000]  進去一間大公司
[00:17:24.000 --> 00:17:28.000]  看到裡面有一個衣衫不太整齊的人
[00:17:28.000 --> 00:17:31.000]  於是都不太想抽彩去
[00:17:31.000 --> 00:17:34.000]  冷冷淡淡地走過
[00:17:34.000 --> 00:17:36.000]  誰知道後來進去大房間
[00:17:36.000 --> 00:17:38.000]  要去見人的時候
[00:17:38.000 --> 00:17:41.000]  發現原來那個就是去見他的人
[00:17:41.000 --> 00:17:43.000]  還是公司的大老闆
[00:17:43.000 --> 00:17:45.000]  輕視 藐視
[00:17:45.000 --> 00:17:47.000]  原來是我們心裡面
[00:17:47.000 --> 00:17:53.000]  很容易令我們失去很重要的東西的原因
[00:17:53.000 --> 00:17:55.000]  在這裡他就說智慧為首
[00:17:55.000 --> 00:17:56.000]  第一步要做的
[00:17:56.000 --> 00:17:57.000]  你要愛它
[00:17:57.000 --> 00:17:59.000]  你不要偏離它
[00:17:59.000 --> 00:18:01.000]  你不要輕視智慧
[00:18:01.000 --> 00:18:03.000]  不要藐視智慧
[00:18:03.000 --> 00:18:09.000]  能夠帶給你的益處
[00:18:09.000 --> 00:18:11.000]  作者還在第九節之後
[00:18:11.000 --> 00:18:13.000]  繼續的下面的經文
[00:18:13.000 --> 00:18:15.000]  是今天我們不會看的經文
[00:18:15.000 --> 00:18:17.000]  在裡面去教他的子孫
[00:18:17.000 --> 00:18:19.000]  你要做些什麼
[00:18:19.000 --> 00:18:21.000]  你不要做些什麼
[00:18:21.000 --> 00:18:24.000]  一直到第九章十節的時候
[00:18:24.000 --> 00:18:27.000]  我們看到他把一個很關鍵的人生
