
[00:00:00.000 --> 00:00:07.500]  主持人:好,我們繼續看菲律賓書第二章第三和第四節的經文。
[00:04:23.000 --> 00:04:38.000]  包括我們所想的事情,我們的思想,我們的行動,所做的一切事情,都不要結黨,不要自私自利。
[00:04:38.000 --> 00:04:52.000]  這個不容易的,我想在我們一般人來說,因為我們本性是自私自利的,叫我們不要自私自利。
[00:04:52.000 --> 00:05:02.000]  結黨其實有一個意思跟自私自利有關係的,就是結黨是一種對抗。
[00:05:02.000 --> 00:05:12.000]  我們這班人有這樣的思想觀念,所以我們就組織成為一個黨派,因為我們要跟人有分別。
[00:05:12.000 --> 00:05:26.000]  結黨有一種對立、對抗的意思在這裡,就是說我們做事不要單單追求我們要擊敗別人,要提升自己。
[00:05:26.000 --> 00:05:36.000]  基督徒,最基本我們做人不要只是想著擊敗別人,提升自己。
[00:05:36.000 --> 00:05:44.000]  神造這個世界,造成這個世界是會有競爭的。
[00:05:44.000 --> 00:05:54.000]  這個是,我想就算我們不讀聖經,我們都知道這個世界是充滿了競爭的世界。
[00:05:54.000 --> 00:06:00.000]  進化論也說到,識者生存,物競天擇。
[00:06:00.000 --> 00:06:10.000]  所以在課室裏面,你去上學的時候,第一名只有一個人,所以大家三四十個人要爭取第一名。
[00:06:10.000 --> 00:06:30.000]  在公司裏面只有一個主任,只有一個總經理,所有的職員都爭著上升做主任,或者更升一層做總經理。
[00:06:30.000 --> 00:06:39.000]  總經理只有一個職位,主任只有一個職位,所以我們有競爭。
[00:06:39.000 --> 00:06:47.000]  在比賽的場地裏,我們發現金牌只有一面。
[00:06:47.000 --> 00:06:57.000]  那你就要一年又一年訓練自己,操得很辛苦,爭取得到那一面的金牌。
[00:06:57.000 --> 00:07:05.000]  大家做運動員的,都是朝著這個金牌來進發。
[00:07:05.000 --> 00:07:12.000]  我們都知道在這個世界上競爭是有良性也有惡性的。
[00:07:12.000 --> 00:07:21.000]  良性的競爭,我想是神創造天地萬物,做我們人類,一個群體性的人類的時候,
[00:07:21.000 --> 00:07:26.000]  給我們有這種良性的競爭。
[00:07:26.000 --> 00:07:36.000]  良性競爭有一定的好處的,你想想如果做生意的人是獨市的,他壟斷所有的買賣,
[00:07:36.000 --> 00:07:45.000]  根本任他開價,他開什麼價我們都要給他,這個不是健康的。
[00:07:45.000 --> 00:07:51.000]  在一個健康的市場,是必須有良性的競爭。
[00:07:51.000 --> 00:07:56.000]  良性的競爭有一個很重要的原則,
[00:07:56.000 --> 00:08:05.000]  就是良性的競爭我們不要單單為了賺錢,我們還要服務社會,服務人群。
[00:08:05.000 --> 00:08:14.000]  我出產的食物,是為了叫大眾吃了我的食物之後有健康,
[00:08:14.000 --> 00:08:22.000]  如果有不健康的元素在我的食物裡面,我要把它剔除,否則我危害人類。
[00:08:22.000 --> 00:08:29.000]  今天有很多的食物,那些製造商明知道吃了會危害健康的,
[00:08:29.000 --> 00:08:37.000]  他們都做出來為了要省錢,為了要賺更多的錢,這個我稱為奸商。
[00:08:37.000 --> 00:08:41.000]  做生意不應該這樣做的。
[00:08:41.000 --> 00:08:50.000]  我的貨品是不是真的能夠幫助普羅大眾提升他們生活的質素呢?
[00:08:50.000 --> 00:08:52.000]  這個是重要的。
[00:08:52.000 --> 00:08:58.000]  如果我的產品對小孩子的健康有影響,
[00:08:58.000 --> 00:09:06.000]  我的產品對人有危險的,那我就不應該這樣做,我要改良它。
[00:09:06.000 --> 00:09:15.000]  所以良性的競爭就是我們要越做越好,越能夠服務社會,幫助到人群。
[00:09:15.000 --> 00:09:26.000]  這個時候人家喜歡我的貨品,喜歡我的食物,那我就賺錢了,這個是好事來的。
[00:09:26.000 --> 00:09:30.000]  為了賺錢,為了我得到更大的利益,
[00:09:30.000 --> 00:09:36.000]  而我們在做生意的過程裏面明知道這些是不好的,
[00:09:36.000 --> 00:09:41.000]  我們仍然放在我們的產品,放在我們的食物裏面,
[00:09:41.000 --> 00:09:50.000]  那這種就成了一個惡性的競爭,只是為了自私自利的賺錢。
[00:09:50.000 --> 00:09:57.000]  所以這裡說凡事不要自私自利,只想到自己的益處。
[00:09:57.000 --> 00:10:03.000]  良性的競爭我們相信對大家都有好處的。
[00:10:03.000 --> 00:10:12.000]  有好的良性的競爭,我們買的東西就會越來越便宜,不會越來越貴。
[00:10:12.000 --> 00:10:19.000]  良性的競爭,大家都想著怎樣提升自己的產品,
[00:10:19.000 --> 00:10:24.000]  做得越來越好,那我們就能夠享受更好的產品。
[00:10:24.000 --> 00:10:34.000]  所以良性的競爭,我想在任何的社會裏面都是一件好事來的。
[00:10:34.000 --> 00:10:43.000]  惡性的競爭,在這個地方告訴我們,主要是為了一個原因,
[00:10:43.000 --> 00:10:47.000]  就是為了貪圖虛浮的榮耀。
[00:10:47.000 --> 00:10:54.000]  為什麼學生要不擇手段的,要爭取第一名呢?
[00:10:54.000 --> 00:10:57.000]  或者拿到獎學金呢?
[00:10:57.000 --> 00:11:06.000]  因為他們貪圖虛浮的榮耀,第一很威風,第一很有榮耀。
[00:11:06.000 --> 00:11:12.000]  我們貪圖虛浮的榮耀,我們要爭取第一,
[00:11:12.000 --> 00:11:18.000]  要比別人厲害,要提升自己,壓低別人。
[00:11:18.000 --> 00:11:25.000]  這是不健康的競爭,是自私自利的。
[00:11:25.000 --> 00:11:32.000]  健康的競爭,我們不需要想著旁邊的人跟我競爭,
[00:11:32.000 --> 00:11:38.000]  我們要想著和自己競爭,首先想著和自己競爭。
[00:11:38.000 --> 00:11:44.000]  去年的產品質素,明年我要提升,做得更好。
[00:11:44.000 --> 00:11:49.000]  這樣的話,我想神會欣賞,人也會欣賞我們。
[00:11:49.000 --> 00:11:57.000]  我們不是惡意的,要踩低別人,然後建立自己。
[00:11:57.000 --> 00:12:03.000]  這種虛榮,我想虛榮心,人人都有的。
[00:12:03.000 --> 00:12:13.000]  所以,今天西方的社會,特別是在他們的文化潮流那裏,
[00:12:13.000 --> 00:12:19.000]  很講到提高自己,高抬自己,得到榮耀。
[00:12:19.000 --> 00:12:22.000]  所以要建立自我形象。
[00:12:22.000 --> 00:12:29.000]  他們覺得一個小伙子,一個年輕人,不應該經常低著頭,
[00:12:29.000 --> 00:12:35.000]  覺得自己不行,自己不好,因為他考試又不行,
[00:12:35.000 --> 00:12:43.000]  做人又沒有人喜歡和他做朋友,所以就收起自己,很自卑。
[00:12:43.000 --> 00:12:50.000]  所以西方的文化潮流,我們要學習建立自我形象,
[00:12:50.000 --> 00:12:55.000]  要提升自己,這個有一定的需要和好處。
[00:12:55.000 --> 00:13:03.000]  有時做得過份的時候,就令到在教育界裏面的人無所適從。
[00:13:03.000 --> 00:13:05.000]  如何無所適從呢?
[00:13:05.000 --> 00:13:17.000]  美國加州曾經有一段日子,政府給很多錢給一些專家,
[00:13:17.000 --> 00:13:23.000]  要他們去研究我們怎樣可以提升我們十蚊仔小學生的自我形象。
[00:13:23.000 --> 00:13:29.000]  其實他們都研究來研究去,都不知道怎樣做,
[00:13:29.000 --> 00:13:33.000]  就用最普通的方法,要這些十蚊仔對著鏡子,
[00:13:33.000 --> 00:13:39.000]  然後和全班同學宣佈,我是最獨特的,我的樣子是最好的。
[00:13:39.000 --> 00:13:47.000]  有什麼困難的時候,就拿個藍色的紙牌出來放在袋子裏,
[00:13:47.000 --> 00:13:52.000]  看著他,就說我要克勝這些困難,我能夠的,我有能力的,
[00:13:52.000 --> 00:13:56.000]  我是最叻的,我是最好的。
[00:13:56.000 --> 00:14:02.000]  因為西方的文化,教導十蚊仔要誇耀自己的才幹,
[00:14:02.000 --> 00:14:05.000]  不要告訴別人你不行的,
[00:14:05.000 --> 00:14:11.000]  我們中國的文化,人家找你做成長班的班長,
[00:14:11.000 --> 00:14:15.000]  我不行的,我不好的,
[00:14:15.000 --> 00:14:21.000]  說多兩聲你不好,人家就真的以為你不好,就不找你做了,
[00:14:21.000 --> 00:14:27.000]  那你就很生氣了,都不找我做,我只是說了兩聲說我不行,
[00:14:27.000 --> 00:14:31.000]  我都沒有說到第三聲,就不讓我做了。
[00:14:31.000 --> 00:14:40.000]  我們會是這樣覺得,其實你是尖尖自喜,
[00:14:40.000 --> 00:14:43.000]  人家個個都找我,我一定是可以的,
[00:14:43.000 --> 00:14:48.000]  也都明知自己是可以的,那為什麼要說自己不行呢?
[00:14:48.000 --> 00:14:55.000]  這個可能是我們中國人的文化,一直都教導我們要謙卑,
[00:14:55.000 --> 00:14:59.000]  但這樣不是真正的謙卑,
[00:14:59.000 --> 00:15:06.000]  但提升自己,在今天這個自高自大的文化裏面,
[00:15:06.000 --> 00:15:11.000]  有危機就是說,當各個學生說我是可以的,
[00:15:11.000 --> 00:15:17.000]  我是好東西來的,我是最叻的,
[00:15:17.000 --> 00:15:20.000]  考試的時候,老師就有困難了,
[00:15:20.000 --> 00:15:24.000]  那究竟如果我出難一點的題目呢?
[00:15:24.000 --> 00:15:31.000]  那每個考完回來都頭疼疼的了,覺得自己不行,成績那麼差,
[00:15:31.000 --> 00:15:36.000]  平時你教他要自己告訴自己,我可以的,我成績好的,
[00:15:36.000 --> 00:15:38.000]  要考出來是不行的,
[00:15:38.000 --> 00:15:46.000]  所以就不敢考試的時候,給太艱難的試題給學生,
[00:15:46.000 --> 00:15:50.000]  這就不考試了,不考試就沒問題,
[00:15:50.000 --> 00:15:52.000]  每個人都可以說自己可以的,
[00:15:52.000 --> 00:15:58.000]  你怎樣可以的,你有什麼成績,你不用考試的,
[00:15:58.000 --> 00:16:04.000]  這樣是一種反作用,
[00:16:04.000 --> 00:16:14.000]  西方的文化也都很懂得將一些虛浮的榮耀給一些人,
[00:16:14.000 --> 00:16:21.000]  安個好聽一點的名字而已,在街上做清道夫撿垃圾的,
[00:16:21.000 --> 00:16:28.000]  給個清潔工程師,環境保護工程師的名銜給他,
[00:16:28.000 --> 00:16:31.000]  這樣會不會做得很開心呢?
[00:16:31.000 --> 00:16:40.000]  覺得自己是一個工程師,很有工作的能力,
[00:16:40.000 --> 00:16:47.000]  有一次有一個做工的人在公司那裡,
[00:16:47.000 --> 00:16:51.000]  公司提升他做一個主任,
[00:16:51.000 --> 00:16:57.000]  那個主任說他很高興,到處告訴別人他升做主任了,
[00:16:57.000 --> 00:17:02.000]  在家裡跟家人說自己在公司做得多好多好,
[00:17:02.000 --> 00:17:14.000]  所以提升,升做主任,高興到睡不著的情況,
[00:17:14.000 --> 00:17:19.000]  太太看到就皺眉頭說你升做主任而已,
[00:17:19.000 --> 00:17:26.000]  你這麼開心,開心到覺得自己是天之驕子,
[00:17:26.000 --> 00:17:37.000]  太太就告訴師兄,其實到處都是這樣的主任,
[00:17:37.000 --> 00:17:46.000]  president,vice president,升做副部長,副主席,
[00:17:46.000 --> 00:17:57.000]  到處都是這些vice president,不要太高興,踏實一點去做人,
[00:17:57.000 --> 00:18:06.000]  太太告訴他,我去超市那裡買碗豆,那些peas,
[00:18:06.000 --> 00:18:10.000]  那個負責的人也是一個vice president,
[00:18:10.000 --> 00:18:15.000]  vice president of peas,碗豆的副主席,
[00:18:15.000 --> 00:18:19.000]  這個師姐說是不是呀,真的通街都是副主席,
[00:18:19.000 --> 00:18:24.000]  我就不信,我不信你打電話去問問他們,
[00:18:24.000 --> 00:18:34.000]  真的打電話去問這個超市,我想找你們碗豆的副主席,
[00:18:34.000 --> 00:18:41.000]  這個聽電話的人是哪個副主席,是那個急凍的碗豆的副主席,
[00:18:41.000 --> 00:18:49.000]  還是那些生的碗豆的副主席,分得很清楚,
[00:18:49.000 --> 00:18:56.000]  個個都是副主席,聽了之後覺得自己都不是那麼威風,
[00:18:56.000 --> 00:19:04.000]  通街都是副主席,這樣是一種虛浮的榮耀,
[00:19:04.000 --> 00:19:13.000]  給個名銜你,鼓勵你本來是好的,但就不應該太過去爭取這些虛浮的榮耀,
[00:19:13.000 --> 00:19:20.000]  當你爭取虛浮的榮耀的時候,我們自然會自高自大,
[00:19:20.000 --> 00:19:30.000]  覺得比人更加好,我們怎樣能夠凡事不要自私自利,
[00:19:30.000 --> 00:19:37.000]  怎樣能夠做到不自私自利呢,就是不要貪圖虛浮的榮耀,
[00:19:37.000 --> 00:19:48.000]  踏實些去做人,因為所有一切的榮耀都是屬於神的,
[00:19:48.000 --> 00:19:53.000]  請大家記得這個真理,我們做人最大的失敗,
[00:19:53.000 --> 00:20:00.000]  作為基督徒我們不能夠確認,也不能夠接受一個事實,
[00:20:00.000 --> 00:20:03.000]  就是一切榮耀都是屬於神的,
[00:20:03.000 --> 00:20:08.000]  很多時候屬於神的榮耀我們據為己有,
[00:20:08.000 --> 00:20:14.000]  這個是偷竊神的榮耀,是嚴重的罪,
[00:20:14.000 --> 00:20:21.000]  但我們做人處事,我們很多時候忽略了這個嚴重的罪,
[00:20:21.000 --> 00:20:27.000]  偷竊神的榮耀,因為當神做世界萬物和做人的時候,
[00:20:27.000 --> 00:20:32.000]  一切神所做的為了榮耀祂的名,
[00:20:32.000 --> 00:20:36.000]  瑞斯篇第十九篇我們很熟悉的,一開始就說,
[00:20:36.000 --> 00:20:41.000]  諸天術說神的榮耀,窮滄全陽他的手段,
[00:20:41.000 --> 00:20:48.000]  神所做的宇宙萬物一切包括我們人,是為了要榮耀神,
[00:20:48.000 --> 00:20:53.000]  所以我們做事情為了榮耀神,
[00:20:53.000 --> 00:21:00.000]  當我們將榮耀據為己有,貪圖虛浮的榮耀的時候,
[00:21:00.000 --> 00:21:03.000]  這個是偷竊神的榮耀,
[00:21:03.000 --> 00:21:07.000]  所以羅馬書第十一章第三十九節說,
[00:21:07.000 --> 00:21:14.000]  因為萬有都是本於他,萬有都是從神那裡來的,
[00:21:14.000 --> 00:21:22.000]  依靠他,萬有依靠神來運行,來生活,
[00:21:22.000 --> 00:21:30.000]  依靠他,歸於他,最終的目的是為了達到神做我們的目的,
[00:21:30.000 --> 00:21:36.000]  所以萬有本於他,依靠他,歸於他,
[00:21:36.000 --> 00:21:42.000]  所以寫到這裡的時候,保羅就加上一句讚美的說話,
[00:21:42.000 --> 00:21:50.000]  願榮耀歸給他,直到永遠,願榮耀歸他給世,
[00:21:50.000 --> 00:21:53.000]  所以人們對我們有什麼稱讚的時候,
[00:21:53.000 --> 00:22:00.000]  說你很有本事,你很厲害,你做人很好,歸榮耀給神,
[00:22:00.000 --> 00:22:08.000]  因為一切,聖經說我們所有的都是從神而來的,
[00:22:08.000 --> 00:22:12.000]  所以你稱讚我的時候,我們不要貪圖虛妄的榮耀,
[00:22:12.000 --> 00:22:15.000]  神是我歸榮耀給過你的,
[00:22:15.000 --> 00:22:18.000]  這是我們基督徒做人基本的原則,
[00:22:18.000 --> 00:22:26.000]  凡事不要自私自利,要歸榮耀給過我們的神,
[00:22:26.000 --> 00:22:30.000]  所以說到前書第十章三十一節怎麼說呢?
[00:22:30.000 --> 00:22:37.000]  所以你們或吃或喝,無論做什麼都要為榮耀神而行,
[00:22:37.000 --> 00:22:45.000]  最簡單最基本的,我們的吃我們的喝都為榮耀神,
[00:22:45.000 --> 00:22:49.000]  來吃來喝,
[00:22:49.000 --> 00:22:52.000]  晚上我不能喝咖啡我不能喝茶,
[00:22:52.000 --> 00:22:55.000]  喝咖啡喝茶就會睡不著,
[00:22:55.000 --> 00:22:58.000]  第二天就沒有精神做事,
[00:22:58.000 --> 00:23:04.000]  所以我不喝咖啡晚上不喝茶,
[00:23:04.000 --> 00:23:09.000]  是為了榮耀神,我做事做得更好就是為榮耀神,
[00:23:09.000 --> 00:23:13.000]  早上我喝一杯咖啡我整天都很精神,
[00:23:13.000 --> 00:23:15.000]  可以做很多事,
[00:23:15.000 --> 00:23:18.000]  我早上喝咖啡也是為榮耀神,
[00:23:18.000 --> 00:23:24.000]  無論吃或喝,我不能吃太肥膩的東西,
[00:23:24.000 --> 00:23:29.000]  對我的健康不好,危害我的血管,
[00:23:29.000 --> 00:23:34.000]  我不吃是為了榮耀神,
[00:23:34.000 --> 00:23:39.000]  我吃某些健康的東西是為了榮耀神,
[00:23:39.000 --> 00:23:42.000]  要我更有健康的身體,
[00:23:42.000 --> 00:23:49.000]  所以或吃或喝最基本最細微的事情,
[00:23:49.000 --> 00:23:56.000]  我們無論做什麼都要為榮耀神而做,
[00:23:56.000 --> 00:24:05.000]  所以說到這裡我時時很欣賞一個以前的音樂家巴哈,
[00:24:05.000 --> 00:24:11.000]  史維莎是一個德國很出名的音樂家,
[00:24:11.000 --> 00:24:15.000]  他是一個醫生,一個宣教士,史維莎,
[00:24:15.000 --> 00:24:22.000]  他說到巴哈是第五個福音使者,
[00:24:22.000 --> 00:24:25.000]  在聖經裡面我們有四個福音使者,
[00:24:25.000 --> 00:24:28.000]  馬太、馬可、路加、約翰,
[00:24:28.000 --> 00:24:35.000]  被稱為四卷福音書,四個福音使者,
[00:24:35.000 --> 00:24:40.000]  他說巴哈是第五個福音使者,
[00:24:40.000 --> 00:24:46.000]  因為他寫的作品,他們的詩歌很符合聖經,
[00:24:46.000 --> 00:24:48.000]  很根據聖經,
[00:24:48.000 --> 00:24:54.000]  而且他敬畏神,侍奉神,盡他能力作曲,
[00:24:54.000 --> 00:25:01.000]  他能夠在每一個星期寫一首清唱劇,
[00:25:01.000 --> 00:25:05.000]  Kentata,來榮耀神,
[00:25:05.000 --> 00:25:08.000]  所以他的作品開始的時候,
[00:25:08.000 --> 00:25:12.000]  他寫JJ,Jesus Java,
[00:25:12.000 --> 00:25:15.000]  就是耶穌說你幫助我,
[00:25:15.000 --> 00:25:19.000]  開始寫作的時候就求耶穌幫助他,
[00:25:19.000 --> 00:25:25.000]  寫到結尾的時候,S-O-S-D-G,
[00:25:25.000 --> 00:25:31.000]  Soli Deo Gloria,榮耀歸於神,
[00:25:31.000 --> 00:25:36.000]  我們能不能夠在我們工作上學他呢?
[00:25:36.000 --> 00:25:41.000]  開始一個project的時候,一份工作的時候,
[00:25:41.000 --> 00:25:45.000]  神求你幫助,神會幫助我們的,
[00:25:45.000 --> 00:25:54.000]  做完之後,成功之後,榮耀歸於神,S-D-G,
[00:25:54.000 --> 00:25:56.000]  如果我們都能夠這樣做的時候,
[00:25:56.000 --> 00:25:59.000]  我想這個會改變我們整個的生命,
[00:25:59.000 --> 00:26:02.000]  會改變我們工作的態度,
[00:26:02.000 --> 00:26:10.000]  我們不會再凡事只求自己的益處,自私自利,
[00:26:10.000 --> 00:26:13.000]  因為我們不是吞吐虛浮的榮耀,
[00:26:13.000 --> 00:26:16.000]  虛浮的榮耀就是他為己有的榮耀,
[00:26:16.000 --> 00:26:23.000]  因為一切榮耀是屬於神的,包括什麼呢?
[00:26:23.000 --> 00:26:28.000]  包括我們的患難,我們的軟弱,
[00:26:28.000 --> 00:26:30.000]  有時候我們有患難,有軟弱的時候,
[00:26:30.000 --> 00:26:37.000]  我們覺得我真的很醜,我有這些問題,
[00:26:37.000 --> 00:26:39.000]  好像羞辱神的命,其實不是,
[00:26:39.000 --> 00:26:47.000]  剛好相反,當我們患難在軟弱裡面的時候,
[00:26:47.000 --> 00:26:52.000]  我們要好像聖經裡面的先賢先聖一樣,
[00:26:52.000 --> 00:26:54.000]  歸榮耀給神,
[00:26:54.000 --> 00:27:01.000]  我們都能夠患難在軟弱裡面榮耀神,
[00:27:01.000 --> 00:27:04.000]  因為當我們在最軟弱的時候,
[00:27:04.000 --> 00:27:11.000]  是神的能力彰顯得最偉大的時候,
[00:27:11.000 --> 00:27:15.000]  神就因為我們的軟弱得到榮耀,
[00:27:15.000 --> 00:27:16.000]  保羅就是這樣,
[00:27:16.000 --> 00:27:19.000]  所以他在《哥林多後書》第十二章那裡,
[00:27:19.000 --> 00:27:21.000]  他怎麼說呢?
[00:27:21.000 --> 00:27:26.000]  他說:為者是,就是一根刺在他身上,
[00:27:26.000 --> 00:27:28.000]  究竟這根刺是什麼呢?我們不知道,
[00:27:28.000 --> 00:27:30.000]  保羅沒有清楚說,
[00:27:30.000 --> 00:27:35.000]  可能是他的眼疾,可能是他的某些軟弱,
[00:27:35.000 --> 00:27:38.000]  他說:我為這刺三次求主,
[00:27:38.000 --> 00:27:41.000]  叫這刺離開我,
[00:27:41.000 --> 00:27:45.000]  但主對我說:我的恩典是夠你用的,
[00:27:45.000 --> 00:27:52.000]  因為我的能力是在人的軟弱上顯得完全,
[00:27:52.000 --> 00:27:55.000]  我們有軟弱,
[00:27:55.000 --> 00:28:01.000]  是為了神的能力在我們身上顯得完全,
[00:28:01.000 --> 00:28:06.000]  所以為此我們感恩歸榮耀給神,
[00:28:06.000 --> 00:28:08.000]  在患難、在軟弱裡面,
[00:28:08.000 --> 00:28:14.000]  一樣我們能夠榮耀神。
[00:28:14.000 --> 00:28:17.000]  我們看第二方面積極的,
[00:28:17.000 --> 00:28:21.000]  就是我們要全心謙卑,
[00:28:21.000 --> 00:28:24.000]  追求做一個謙卑的人,
[00:28:24.000 --> 00:28:28.000]  謙卑不容易定義,
[00:28:28.000 --> 00:28:33.000]  好像毛安德烈所說的,
[00:28:33.000 --> 00:28:36.000]  謙卑不是低貶自己,
[00:28:36.000 --> 00:28:40.000]  而是根本沒有想到自己,
[00:28:40.000 --> 00:28:43.000]  這個我覺得不是完全對,
[00:28:43.000 --> 00:28:46.000]  謙卑不是低貶自己,
[00:28:46.000 --> 00:28:51.000]  也不是過分的高抬自己,
[00:28:51.000 --> 00:28:55.000]  謙卑就像羅曼書十二章所說的,
[00:28:55.000 --> 00:28:58.000]  是看自己看得合乎中度,
[00:28:58.000 --> 00:29:01.000]  所以我們都要檢討自己,
[00:29:01.000 --> 00:29:05.000]  我恩賜我的能力是怎樣的,
[00:29:05.000 --> 00:29:08.000]  我能夠做到什麼,
[00:29:08.000 --> 00:29:12.000]  就不要過分的自卑低貶自己,
[00:29:12.000 --> 00:29:14.000]  這個不對,
[00:29:14.000 --> 00:29:24.000]  這個不是謙卑。
[00:29:24.000 --> 00:29:26.000]  美國有一家很有名的大學,
[00:29:26.000 --> 00:29:28.000]  Johns Hopkins,
[00:29:28.000 --> 00:29:33.000]  有一次他們有一個很有名的教授,
[00:29:33.000 --> 00:29:37.000]  被邀請到法庭作見證,
[00:29:37.000 --> 00:29:39.000]  作供。
[00:29:39.000 --> 00:29:45.000]  在法庭判問的律師就問他,
[00:29:45.000 --> 00:29:50.000]  你有什麼資格在這裡作證呢?
[00:29:50.000 --> 00:29:54.000]  他說,因為我是現今在這個課題上,
[00:29:54.000 --> 00:29:57.000]  最偉大的專家。
[00:29:57.000 --> 00:30:01.000]  他有朋友在法庭聽到的時候,
[00:30:01.000 --> 00:30:02.000]  都大為震驚,
[00:30:02.000 --> 00:30:04.000]  平時這個人是基督徒,
[00:30:04.000 --> 00:30:07.000]  他很熱心,
[00:30:07.000 --> 00:30:08.000]  他很謙卑,
[00:30:08.000 --> 00:30:12.000]  為什麼在法庭會說這些話呢?
[00:30:12.000 --> 00:30:14.000]  大家都有點震驚,
[00:30:14.000 --> 00:30:16.000]  我是現今在這個課題上,
[00:30:16.000 --> 00:30:20.000]  最偉大的專家。
[00:30:20.000 --> 00:30:24.000]  後來離開法庭的時候,
[00:30:24.000 --> 00:30:26.000]  他的好朋友就問他,
[00:30:26.000 --> 00:30:29.000]  為什麼你剛才會這樣說自己呢?
[00:30:29.000 --> 00:30:31.000]  這個不像你,
[00:30:31.000 --> 00:30:32.000]  你從來都很謙卑,
[00:30:32.000 --> 00:30:35.000]  很低調的,
[00:30:35.000 --> 00:30:37.000]  為什麼你會這樣做呢?
[00:30:37.000 --> 00:30:38.000]  他說,沒辦法,
[00:30:38.000 --> 00:30:41.000]  我按著聖經來宣誓,
[00:30:41.000 --> 00:30:42.000]  我要說真話,
[00:30:42.000 --> 00:30:44.000]  不能夠說謊話,
[00:30:44.000 --> 00:30:46.000]  我就說真話,
[00:30:46.000 --> 00:30:48.000]  在這個課題上,
[00:30:48.000 --> 00:30:50.000]  全世界都公認,
[00:30:50.000 --> 00:30:54.000]  我是最好的專家。
[00:30:54.000 --> 00:30:57.000]  看得合乎中度,
[00:30:57.000 --> 00:30:59.000]  他又沒有低扁自己,
[00:30:59.000 --> 00:31:01.000]  要出來作證的時候,
[00:31:01.000 --> 00:31:02.000]  我有什麼資格呢?
