
[00:00:00.000 --> 00:00:02.660]  今天我們的講道題目
[00:02:01.560 --> 00:02:03.960]  蘇羅的故事
[00:02:03.960 --> 00:02:07.840]  記不記得我曾經有一篇講過關於蘇羅的
[00:02:07.840 --> 00:02:10.320]  那個名字改得挺好的
[00:02:10.320 --> 00:02:14.040]  那篇叫做《一錯再錯繼續錯》
[00:02:14.040 --> 00:02:16.720]  如果沒有印象的話就回去聽聽
[00:02:16.720 --> 00:02:19.160]  是一個挺好的提醒
[00:02:19.160 --> 00:02:20.400]  這次是講大衛
[00:02:20.400 --> 00:02:21.600]  不是講蘇羅
[00:02:21.600 --> 00:02:24.960]  蘇羅之後的那個王就是大衛了
[00:02:24.960 --> 00:02:26.040]  明白了嗎?
[00:02:26.040 --> 00:02:29.480]  大衛就承繼蘇羅作王
[00:02:29.480 --> 00:02:33.040]  那麼究竟這個大衛什麼時候知道自己要做王呢?
[00:02:33.040 --> 00:02:34.840]  很有趣的
[00:02:34.840 --> 00:02:37.400]  就是這個蘇羅王不聽話
[00:02:37.400 --> 00:02:39.360]  在很早的時候
[00:02:39.360 --> 00:02:40.800]  他做王沒多久
[00:02:40.800 --> 00:02:42.240]  已經不聽話了
[00:02:42.240 --> 00:02:43.960]  神就說
[00:02:43.960 --> 00:02:45.280]  不讓你做王了
[00:02:45.280 --> 00:02:46.480]  我選一個別的國
[00:02:46.480 --> 00:02:48.000]  這樣子
[00:02:48.000 --> 00:02:49.880]  透過撒慕爾告訴他
[00:02:49.880 --> 00:02:51.200]  很傷心
[00:02:51.200 --> 00:02:52.200]  這樣子說
[00:02:52.200 --> 00:02:53.160]  但是講完之後
[00:02:53.160 --> 00:02:55.120]  其實他還做了幾十年王
[00:02:55.120 --> 00:02:57.560]  在講完之後
[00:02:57.560 --> 00:03:01.440]  神就叫撒慕爾去找一個人
[00:03:01.440 --> 00:03:02.920]  高納他作王
[00:03:02.920 --> 00:03:05.320]  以前就納一些人作王
[00:03:05.320 --> 00:03:08.120]  就找一些很名貴的高尤
[00:03:08.120 --> 00:03:10.640]  就淋在他的頭上
[00:03:10.640 --> 00:03:12.080]  高納他作王
[00:03:12.080 --> 00:03:16.080]  這個撒慕爾就去找了大衛
[00:03:16.080 --> 00:03:18.400]  來高納他作王
[00:03:18.400 --> 00:03:19.640]  很早的
[00:03:19.640 --> 00:03:23.040]  這個事件在撒慕爾記上的十六章
[00:03:23.040 --> 00:03:26.200]  已經記載撒慕爾去高納他作王
[00:03:26.200 --> 00:03:28.360]  那時候記載的那個大衛
[00:03:28.360 --> 00:03:30.600]  還說他是一個童子
[00:03:30.600 --> 00:03:34.640]  我想大概就像是一現在這麼大了
[00:03:34.640 --> 00:03:37.040]  長得高高大大
[00:03:37.040 --> 00:03:38.840]  明明是一個小孩子
[00:03:38.840 --> 00:03:39.760]  這麼上下
[00:03:39.760 --> 00:03:41.440]  就已經高他作王了
[00:03:41.440 --> 00:03:42.440]  很早的
[00:03:42.440 --> 00:03:43.920]  高了作王之後
[00:03:43.920 --> 00:03:45.600]  是不是就立刻作王呢?
[00:03:45.600 --> 00:03:47.480]  不是
[00:03:47.480 --> 00:03:51.560]  我們臨到最後就嘗試去解釋這件事
[00:03:51.560 --> 00:03:52.400]  為什麼不是?
[00:03:52.400 --> 00:03:54.720]  但是又這麼早讓他知道
[00:03:54.720 --> 00:03:56.280]  讓這麼多人知道
[00:03:56.280 --> 00:03:57.800]  高納他作王呢?
[00:03:57.800 --> 00:04:00.320]  高了又不是立刻作王
[00:04:00.320 --> 00:04:03.080]  高了之後發生的事情
[00:04:03.080 --> 00:04:04.760]  在撒慕爾記上十六章
[00:04:04.760 --> 00:04:06.840]  你們回去慢慢再看細節
[00:04:06.840 --> 00:04:08.560]  我就略略講一講
[00:04:08.560 --> 00:04:12.120]  神不喜歡這個素羅王
[00:04:12.120 --> 00:04:17.640]  就開始有個惡魔經常去騷擾素羅
[00:04:17.640 --> 00:04:19.120]  讓他心神恍惚
[00:04:19.120 --> 00:04:20.640]  可能精神有問題
[00:04:20.640 --> 00:04:22.280]  另一方面
[00:04:22.280 --> 00:04:25.960]  耶和華的靈就開始大大地感動大衛
[00:04:25.960 --> 00:04:27.680]  常與他同在
[00:04:27.680 --> 00:04:28.880]  很明顯的分別
[00:04:28.880 --> 00:04:30.040]  但是這個大衛呢
[00:04:30.040 --> 00:04:31.200]  高了作王之後
[00:04:31.200 --> 00:04:34.320]  仍然去幫忙家裡放羊
[00:04:34.320 --> 00:04:35.640]  沒有什麼特別的事情
[00:04:35.640 --> 00:04:38.640]  後來素羅經常被惡魔騷擾
[00:04:38.640 --> 00:04:41.480]  有人就說有一個很擅長彈琴的大衛
[00:04:41.480 --> 00:04:43.600]  就找了大衛去幫助他
[00:04:43.600 --> 00:04:45.520]  惡魔來的時候彈琴
[00:04:45.520 --> 00:04:47.680]  讓他心情舒暢
[00:04:47.680 --> 00:04:49.040]  惡魔離開
[00:04:49.040 --> 00:04:50.040]  就這樣而已
[00:04:50.040 --> 00:04:53.560]  還有慢慢就幫助素羅
[00:04:53.560 --> 00:04:54.720]  幫他拿兵器
[00:04:54.720 --> 00:04:56.000]  以前他打仗
[00:04:56.000 --> 00:04:57.480]  還沒有到戰場的時候
[00:04:57.480 --> 00:04:58.560]  那些兵器是很重的
[00:04:58.560 --> 00:04:59.800]  就找人拿
[00:04:59.800 --> 00:05:01.440]  如果不明白的話
[00:05:01.440 --> 00:05:03.400]  現在看到有些人去打高爾夫球
[00:05:03.400 --> 00:05:05.400]  走十幾個洞
[00:05:05.400 --> 00:05:07.200]  就找人拿
[00:05:07.200 --> 00:05:09.240]  拿到他開始打的時候
[00:05:09.240 --> 00:05:10.640]  才遞一支肝給他打
[00:05:10.640 --> 00:05:11.360]  差不多這樣
[00:05:11.360 --> 00:05:13.560]  大衛就做這些工作
[00:05:13.560 --> 00:05:15.920]  起初我看《撒姆爾》的時候
[00:05:15.920 --> 00:05:17.320]  看得差不多
[00:05:17.320 --> 00:05:19.200]  後來就去到十七章
[00:05:19.200 --> 00:05:20.440]  說他殺哥利亞
[00:05:20.440 --> 00:05:22.160]  那時候也好像
[00:05:22.160 --> 00:05:24.840]  素羅好像不認識大衛
[00:05:24.840 --> 00:05:26.280]  我覺得有幾個原因
[00:05:26.280 --> 00:05:30.000]  一來是大衛在那個年歲不斷成長
[00:05:30.000 --> 00:05:32.880]  二來就是做王
[00:05:32.880 --> 00:05:35.080]  下面那個幫你手彈琴
[00:05:35.080 --> 00:05:36.200]  拿兵器的人
[00:05:36.200 --> 00:05:37.360]  其實他是怎樣的樣子
[00:05:37.360 --> 00:05:38.760]  你也無心裝載
[00:05:38.760 --> 00:05:42.960]  等於現在的高官
[00:05:42.960 --> 00:05:44.000]  走到一個部門
[00:05:44.000 --> 00:05:45.760]  可能是文員仔
[00:05:45.760 --> 00:05:47.800]  阿嬸那些
[00:05:47.800 --> 00:05:49.920]  其實他立刻知道有一個這樣的人
[00:05:49.920 --> 00:05:51.400]  但也不是太認得
[00:05:51.400 --> 00:05:53.240]  甚至乎可能不知道他的名字
[00:05:53.240 --> 00:05:54.560]  會這樣的
[00:05:54.560 --> 00:05:55.880]  我覺得素羅也是這樣
[00:05:55.880 --> 00:05:58.400]  所以他好像後來也不太熟悉大衛
[00:05:58.400 --> 00:06:00.560]  不過他殺了哥利亞之後
[00:06:00.560 --> 00:06:03.840]  就開始遙眼記得他
[00:06:03.840 --> 00:06:05.640]  殺了哥利亞之後
[00:06:05.640 --> 00:06:10.840]  就找他幫忙去打仗
[00:06:10.840 --> 00:06:12.160]  開始打仗的時候
[00:06:12.160 --> 00:06:17.400]  慢慢大衛就越來越光芒四射
[00:06:17.400 --> 00:06:20.520]  打仗的時候的目的是什麼?
[00:06:20.520 --> 00:06:22.040]  就是殺大敵人
[00:06:22.040 --> 00:06:24.000]  他當然也做得挺好的
[00:06:24.000 --> 00:06:25.000]  殺大敵人
[00:06:25.000 --> 00:06:26.920]  回來之後
[00:06:26.920 --> 00:06:29.480]  就有一次出現一個問題
[00:06:29.480 --> 00:06:33.960]  就是有很多婦女歡迎戰士回來
[00:06:33.960 --> 00:06:35.440]  說了他這樣的事情
[00:06:35.440 --> 00:06:37.480]  素羅殺死千千
[00:06:37.480 --> 00:06:40.040]  大衛殺死萬萬
[00:06:40.040 --> 00:06:42.760]  這句話也挺好的
[00:06:42.760 --> 00:06:44.160]  不過素羅聽起來
[00:06:44.160 --> 00:06:45.240]  怎麼樣?
[00:06:45.240 --> 00:06:46.720]  很容易的
[00:06:46.720 --> 00:06:48.720]  凡是當權者
[00:06:48.720 --> 00:06:52.480]  你做一些事情令他的地位受損
[00:06:52.480 --> 00:06:54.480]  就很嚴重
[00:06:54.480 --> 00:06:58.960]  如果有誰人功高蓋主
[00:06:58.960 --> 00:07:00.720]  又很嚴重
[00:07:00.720 --> 00:07:05.160]  因此他這樣給那些人去稱讚他
[00:07:05.160 --> 00:07:09.720]  素羅心裡面就有很多事情在搞動他
[00:07:09.720 --> 00:07:12.000]  於是十八章開始記載
[00:07:12.000 --> 00:07:14.760]  素羅想殺大衛
[00:07:14.760 --> 00:07:20.360]  有一次不知道他是有心還是怎麼樣
[00:07:20.360 --> 00:07:22.200]  他就找那些槍
[00:07:22.200 --> 00:07:24.720]  槍不是現在那些彈彈彈的槍
[00:07:24.720 --> 00:07:25.800]  是一支長棍
[00:07:25.800 --> 00:07:28.040]  有個頭尖尖的
[00:07:28.040 --> 00:07:29.680]  那些叫槍
[00:07:29.680 --> 00:07:32.000]  寫字的時候是用木字邊的
[00:07:32.000 --> 00:07:33.680]  現在那些是用金字邊的
[00:07:33.680 --> 00:07:34.680]  大家明白嗎?
[00:07:34.680 --> 00:07:39.080]  用槍不知道是借耳環惡魔上身還是怎麼樣
[00:07:39.080 --> 00:07:41.480]  想刺死他
[00:07:41.480 --> 00:07:44.760]  大衛當然是被過了
[00:07:44.760 --> 00:07:47.560]  被過了大衛怎麼想呢?
[00:07:47.560 --> 00:07:48.880]  也有些事情想的
[00:07:48.880 --> 00:07:50.120]  為什麼會這樣呢?
[00:07:50.120 --> 00:07:51.200]  《聖經》沒有記載
[00:07:51.200 --> 00:07:53.160]  但是事件就這樣過了
[00:07:53.160 --> 00:07:56.680]  又過了一輪
[00:07:56.680 --> 00:07:58.760]  又第二次
[00:07:58.760 --> 00:08:00.000]  到十九章的時候
[00:08:00.000 --> 00:08:01.600]  又來
[00:08:01.600 --> 00:08:03.760]  一次就這麼巧
[00:08:03.760 --> 00:08:06.080]  兩次就有心了
[00:08:06.080 --> 00:08:07.720]  大衛不是傻的
[00:08:07.720 --> 00:08:10.200]  那怎麼辦呢?
[00:08:10.200 --> 00:08:11.960]  逃亡
[00:08:11.960 --> 00:08:12.960]  離開了
[00:08:12.960 --> 00:08:15.960]  這個王肯定是想弄死他
[00:08:15.960 --> 00:08:17.520]  要逃亡逃走了
[00:08:17.520 --> 00:08:18.720]  逃走了
[00:08:18.720 --> 00:08:20.840]  就開始了他的逃亡生涯
[00:08:20.840 --> 00:08:22.600]  他就走了去哪裡呢?
[00:08:22.600 --> 00:08:25.040]  走了去一些曠野
[00:08:25.040 --> 00:08:29.040]  很多那些不同地域的曠野
[00:08:29.040 --> 00:08:29.840]  有不同的名字
[00:08:29.840 --> 00:08:30.960]  有些山
[00:08:30.960 --> 00:08:31.960]  山寨
[00:08:31.960 --> 00:08:33.040]  有不同的名字
[00:08:33.040 --> 00:08:34.240]  到處躲
[00:08:34.240 --> 00:08:35.640]  躲到一個地方
[00:08:35.640 --> 00:08:37.960]  就叫做拉瑪
[00:08:37.960 --> 00:08:39.120]  拉瑪這個地方
[00:08:39.120 --> 00:08:42.920]  素羅就到處找人去抓大衛
[00:08:42.920 --> 00:08:44.720]  起身派人去抓大衛的時候
[00:08:44.720 --> 00:08:47.160]  那些派去抓大衛的人
[00:08:47.160 --> 00:08:48.360]  就去到那裡
[00:08:48.360 --> 00:08:49.760]  《聖經》記載很有趣的
[00:08:49.760 --> 00:08:51.360]  當時有些先知
[00:08:51.360 --> 00:08:53.880]  還有撒慕爾在附近的
[00:08:53.880 --> 00:08:56.240]  素羅的馬仔去到
[00:08:56.240 --> 00:08:58.680]  就受錦雪華
[00:08:58.680 --> 00:08:59.640]  《聖經》記載
[00:08:59.640 --> 00:09:03.280]  受到神的靈的影響
[00:09:03.280 --> 00:09:04.880]  在那裡說話
[00:09:04.880 --> 00:09:07.560]  自己失去了控制權
[00:09:07.560 --> 00:09:09.680]  後來回去告訴素羅
[00:09:09.680 --> 00:09:11.040]  素羅說不是吧
[00:09:11.040 --> 00:09:12.360]  你這麼沒用
[00:09:12.360 --> 00:09:13.720]  這樣的工作也做不來
[00:09:13.720 --> 00:09:15.080]  就去找大衛
[00:09:15.080 --> 00:09:15.800]  也找不到
[00:09:15.800 --> 00:09:17.000]  讓我親身去
[00:09:17.000 --> 00:09:21.640]  他就在十九章的中間記載
[00:09:21.640 --> 00:09:25.840]  素羅親身去到拉瑪這個地方
[00:09:25.840 --> 00:09:27.080]  想抓大衛
[00:09:27.080 --> 00:09:28.440]  想抓大衛的時候
[00:09:28.440 --> 00:09:32.760]  素羅又被神的靈影響了他
[00:09:32.760 --> 00:09:35.480]  受錦雪華在那裡說話
[00:09:35.480 --> 00:09:37.600]  兼且還要
[00:09:37.600 --> 00:09:38.720]  《聖經》記載說
[00:09:38.720 --> 00:09:41.400]  他自己脫去了衣服
[00:09:41.400 --> 00:09:43.760]  一晝一夜露體躺臥
[00:09:43.760 --> 00:09:47.600]  其實大家從這個記載
[00:09:47.600 --> 00:09:50.240]  是否感受到那個意義是什麼呢?
[00:09:50.240 --> 00:09:56.800]  就是神的靈去影響了他自主的意識
[00:09:57.560 --> 00:09:59.040]  來羞辱他
[00:09:59.040 --> 00:09:59.800]  是不是?
[00:09:59.800 --> 00:10:02.120]  於是完了之後
[00:10:02.120 --> 00:10:03.200]  他就走了
[00:10:03.200 --> 00:10:06.040]  就是不再去找大衛了
[00:10:06.040 --> 00:10:08.000]  大家可以理解為
[00:10:08.000 --> 00:10:10.760]  神出手救了大衛
[00:10:10.760 --> 00:10:15.000]  這個不難去得到的結論
[00:10:15.000 --> 00:10:16.400]  而且應該也是正確的
[00:10:16.400 --> 00:10:19.040]  之後大衛又繼續逃亡
[00:10:19.040 --> 00:10:20.640]  繼續逃亡的時候
[00:10:20.640 --> 00:10:22.400]  他就去到一個祭司
[00:10:22.400 --> 00:10:25.240]  叫做阿希米勒那裡
[00:10:25.240 --> 00:10:27.720]  吃了祭司的陳設餅
[00:10:27.720 --> 00:10:29.680]  在後來的《聖經》也有記載
[00:10:29.680 --> 00:10:32.280]  這個祭司招呼了他之後
[00:10:32.280 --> 00:10:33.160]  就慘了
[00:10:33.160 --> 00:10:35.600]  後來被人告發他
[00:10:35.600 --> 00:10:37.440]  就說他幫過大衛
[00:10:37.440 --> 00:10:39.800]  素羅就將他全家殺光
[00:10:39.800 --> 00:10:41.680]  殺剩一個
[00:10:41.680 --> 00:10:43.640]  他又再逃亡
[00:10:43.640 --> 00:10:46.240]  逃亡到一個加特王雅吉那裡
[00:10:46.240 --> 00:10:49.080]  又要扮傻扮瘋
[00:10:49.080 --> 00:10:51.360]  免得那些人
[00:10:51.360 --> 00:10:52.680]  其實那些是敵人
[00:10:52.680 --> 00:10:55.360]  以為他們是臥底奸細
[00:10:55.360 --> 00:10:57.120]  扮瘋扮傻
[00:10:57.120 --> 00:10:58.360]  好像沒什麼殺傷力
[00:10:58.360 --> 00:11:00.480]  這樣才會苟且偷生
[00:11:00.480 --> 00:11:01.960]  然後再逃的時候
[00:11:01.960 --> 00:11:03.600]  又逃到亞道蘭洞
[00:11:03.600 --> 00:11:05.680]  又逃到摩押王
[00:11:05.680 --> 00:11:07.000]  我講這麼多地方的名字
[00:11:07.000 --> 00:11:08.880]  讓大家知道他的逃亡
[00:11:08.880 --> 00:11:10.920]  也挺艱辛的
[00:11:10.920 --> 00:11:13.040]  到處去躲藏
[00:11:13.040 --> 00:11:14.720]  一直躲藏到
[00:11:14.720 --> 00:11:15.920]  第23章記載
[00:11:15.920 --> 00:11:18.040]  去到一個地方叫做西忽
[00:11:18.400 --> 00:11:22.800]  西忽那裡有些曠野
[00:11:22.800 --> 00:11:25.680]  其中一個曠野叫做馬雲的曠野
[00:11:25.680 --> 00:11:28.400]  在那個曠野的南邊躲藏
[00:11:28.400 --> 00:11:31.240]  周圍有人認不出大衛呢?
[00:11:31.240 --> 00:11:32.320]  那怎麼辦呢?
[00:11:32.320 --> 00:11:33.400]  人有很多種
[00:11:33.400 --> 00:11:35.360]  有些人就會選擇這個
[00:11:35.360 --> 00:11:36.560]  就是告密
[00:11:36.560 --> 00:11:38.040]  告訴素羅
[00:11:38.040 --> 00:11:41.720]  你要找大衛躲藏在那裡
[00:11:41.720 --> 00:11:45.680]  素羅就去找他
[00:11:45.680 --> 00:11:47.360]  在找他的時候
[00:11:47.360 --> 00:11:53.120]  就帶上一些兵去抓大衛
[00:11:53.120 --> 00:11:56.040]  去到半路的時候
[00:11:56.040 --> 00:11:58.000]  還沒有抓到大衛的時候
[00:11:58.000 --> 00:12:00.520]  又出現了一個特別的事情
[00:12:00.520 --> 00:12:02.600]  就是有些密報
[00:12:02.600 --> 00:12:05.400]  去到軍隊的前面
[00:12:05.400 --> 00:12:06.720]  告訴素羅
[00:12:06.720 --> 00:12:10.040]  有菲利士人攻打我們
[00:12:10.040 --> 00:12:13.080]  就是攻打他原地住的那裡
[00:12:13.080 --> 00:12:14.640]  趁他離開了
[00:12:14.640 --> 00:12:16.240]  菲利士人去攻打他
[00:12:16.240 --> 00:12:18.240]  那素羅有什麼反應呢?
[00:12:18.240 --> 00:12:23.600]  立刻退兵回去救自己的城
[00:12:23.600 --> 00:12:26.360]  大家又有什麼理解呢?
[00:12:26.360 --> 00:12:28.760]  正如剛才說的第一次神救了他
[00:12:28.760 --> 00:12:32.480]  這次很明顯又是神出手救了他
[00:12:32.480 --> 00:12:34.120]  很離不離
[00:12:34.120 --> 00:12:35.640]  是要去追殺大衛
[00:12:35.640 --> 00:12:36.640]  快要追到的時候
[00:12:36.640 --> 00:12:37.680]  菲利士人犯警
[00:12:37.680 --> 00:12:39.160]  素羅退兵
[00:12:39.160 --> 00:12:41.280]  神又救了他
[00:12:41.280 --> 00:12:44.000]  所以神是很看顧大衛
[00:12:44.000 --> 00:12:48.560]  一次、兩次來救了大衛
[00:12:48.560 --> 00:12:51.720]  素羅這樣去追殺大衛過了兩次
[00:12:51.720 --> 00:12:54.040]  你猜他還有沒有繼續追呢?
[00:12:54.040 --> 00:12:55.440]  肯定有
[00:12:55.440 --> 00:12:57.280]  我這樣說當然有
[00:12:57.280 --> 00:12:59.200]  繼續有的時候發生什麼事呢?
[00:12:59.200 --> 00:13:01.120]  就去到第24章
[00:13:01.120 --> 00:13:03.280]  去到第24章的時候
[00:13:03.280 --> 00:13:09.120]  素羅又找人去追殺他
[00:13:09.120 --> 00:13:12.080]  去到一個地方叫「隱基底」
[00:13:12.080 --> 00:13:16.040]  帶了三千個精兵去追殺他
[00:13:16.040 --> 00:13:17.840]  當時那些地方
[00:13:17.840 --> 00:13:21.640]  山、曠野是很原始的
[00:13:21.640 --> 00:13:22.800]  突然之間
[00:13:22.800 --> 00:13:23.400]  奇怪了
[00:13:23.400 --> 00:13:25.640]  素羅人有三急
[00:13:25.640 --> 00:13:28.600]  就說他進了一個山洞大解
[00:13:28.600 --> 00:13:29.600]  《聖經》的記載
[00:13:29.600 --> 00:13:31.200]  第24章二節
[00:13:31.200 --> 00:13:35.400]  剛好大衛就躲在那個山洞裡面
[00:13:35.400 --> 00:13:40.560]  發生的事情就是
[00:13:40.560 --> 00:13:43.680]  長一點的經文我讀給大家聽
[00:13:43.680 --> 00:13:47.600]  就是一個記載他當時發生的事情
[00:13:47.600 --> 00:13:48.520]  大家聽我讀
[00:13:48.520 --> 00:13:51.800]  第24章二節
[00:13:51.800 --> 00:13:56.200]  素羅在以色列中選了三千個精兵
[00:13:56.200 --> 00:14:01.680]  率領他們往野羊的盤石
[00:14:01.680 --> 00:14:03.440]  就是一塊大石頭的名字
[00:14:03.440 --> 00:14:05.720]  在那裡尋索大衛和跟隨他的人
[00:14:05.720 --> 00:14:07.720]  到了路旁的羊圈
[00:14:07.720 --> 00:14:08.720]  在那裡有一個洞
[00:14:08.720 --> 00:14:11.760]  大衛和素羅就進去大解
[00:14:11.760 --> 00:14:14.800]  大衛和跟隨他的人正藏在洞的深處
[00:14:14.800 --> 00:14:16.240]  那些洞是很深的
[00:14:16.240 --> 00:14:17.840]  他們藏在洞的深處
[00:14:17.840 --> 00:14:19.520]  素羅可能進去了一點
[00:14:19.520 --> 00:14:22.240]  就在那裡開始他的需要
[00:14:22.240 --> 00:14:23.920]  跟隨他的人
[00:14:23.920 --> 00:14:26.680]  跟隨大衛的人就對大衛說
[00:14:26.680 --> 00:14:29.000]  耶和華曾經應許你說
[00:14:29.000 --> 00:14:31.840]  我要將你的仇敵交在你手裡
[00:14:31.840 --> 00:14:34.440]  你可以任意待他
[00:14:34.440 --> 00:14:37.040]  這句話是神跟你說的
[00:14:37.040 --> 00:14:38.800]  如今時候到了
[00:14:38.800 --> 00:14:40.520]  跟隨他的將領這樣說
[00:14:40.520 --> 00:14:43.200]  大家覺得這個場景怎樣
[00:14:43.200 --> 00:14:45.400]  難得
[00:14:45.400 --> 00:14:48.240]  大衛做什麼呢
[00:14:48.240 --> 00:14:49.880]  任意待他
[00:14:49.880 --> 00:14:51.240]  他就悄悄起來
[00:14:51.240 --> 00:14:54.360]  割下了素羅外袍的衣襟
[00:14:54.360 --> 00:14:56.400]  割了一塊出來
[00:14:56.400 --> 00:14:57.600]  就是這樣
[00:14:57.600 --> 00:15:01.440]  還要隨後他自己心中自責
[00:15:01.440 --> 00:15:03.400]  因為割下了素羅的衣襟
[00:15:03.400 --> 00:15:04.680]  他自責
[00:15:04.680 --> 00:15:07.560]  覺得自己這樣做是過分了
[00:15:07.560 --> 00:15:10.120]  那你對跟隨他的人怎樣說呢
[00:15:10.120 --> 00:15:12.520]  跟隨他的人前面說了一句話
[00:15:12.520 --> 00:15:14.120]  他就對那些人說
[00:15:14.120 --> 00:15:15.400]  我的主
[00:15:15.400 --> 00:15:16.280]  在說素羅
[00:15:16.280 --> 00:15:18.800]  乃是耶和華的受膏者
[00:15:18.800 --> 00:15:20.760]  我在耶和華面前
[00:15:20.760 --> 00:15:23.000]  萬不敢伸手害他
[00:15:23.000 --> 00:15:26.040]  因他是耶和華的受膏者
[00:15:26.040 --> 00:15:28.840]  前後都在說耶和華的受膏者
[00:15:28.840 --> 00:15:29.680]  不敢害他
[00:15:29.680 --> 00:15:32.640]  大衛用這句話就攔住了跟隨他的人
[00:15:32.640 --> 00:15:34.560]  不讓他們起來害素羅
[00:15:34.560 --> 00:15:37.960]  素羅就起來從洞裡出去走路
[00:15:37.960 --> 00:15:41.840]  開始他正常的做事
[00:15:41.840 --> 00:15:45.240]  隨後大衛在洞裡出來叫住素羅
[00:15:45.240 --> 00:15:46.480]  我主,我王
[00:15:46.480 --> 00:15:47.680]  素羅回頭望一望
[00:15:47.680 --> 00:15:49.440]  大衛就屈身俯伏
[00:15:49.440 --> 00:15:51.120]  在地上下拜
[00:15:51.120 --> 00:15:54.560]  大衛就對素羅說
[00:15:54.560 --> 00:15:56.760]  你為什麼聽信人的殘言
[00:15:56.760 --> 00:15:58.560]  說大衛想害你呢?
[00:15:58.560 --> 00:16:01.280]  今天你親眼看見在洞中
[00:16:01.280 --> 00:16:03.720]  耶和華將你交在我的手裡
[00:16:03.720 --> 00:16:05.720]  有人叫我殺你
[00:16:05.720 --> 00:16:07.600]  我卻愛惜你說
[00:16:07.600 --> 00:16:10.240]  我不敢伸手害我的主
[00:16:10.240 --> 00:16:13.240]  因為他是耶和華的受膏者
[00:16:13.240 --> 00:16:15.120]  我負荷的對素羅說
[00:16:15.120 --> 00:16:17.440]  看看你外婆的衣襟在我手中
[00:16:17.440 --> 00:16:20.120]  我割下你的衣襟沒有殺你
[00:16:20.120 --> 00:16:22.200]  你由此可以知道
[00:16:22.200 --> 00:16:25.160]  我沒有惡意叛逆你
[00:16:25.160 --> 00:16:27.400]  你雖然獵取我的命
[00:16:27.400 --> 00:16:29.880]  我卻沒有得罪你
