
[00:00:00.000 --> 00:00:03.840]  那今天早上我要跟弟兄姊妹特別來分享
[00:02:25.680 --> 00:02:31.060]  所成就大的工作所以這個耶魯說我要去尋找耶穌
[00:02:31.060 --> 00:02:37.460]  所以這個耶魯要去找耶穌希望耶穌能夠幫助他能夠醫治
[00:02:37.460 --> 00:02:39.760]  他的女兒因為他的女兒
[00:02:39.760 --> 00:02:44.100]  已經怎麼樣已經快要死了已經快要死了
[00:02:44.100 --> 00:02:47.940]  所以這邊有一個急迫性他要去尋找耶穌
[00:02:48.200 --> 00:02:53.580]  那麼當他去找耶穌的時候有非常多的人在那裡擁擠耶穌
[00:02:53.580 --> 00:02:55.880]  因為耶穌要在那個城市裡面
[00:02:55.880 --> 00:02:58.960]  就好像今天啊如果我們西雅圖這個地方
[00:02:58.960 --> 00:03:01.260]  來了一個醫治不到家
[00:03:01.260 --> 00:03:07.140]  有病的人大概大家都要想到去他那裡去尋找一下
[00:03:07.140 --> 00:03:09.700]  那麼因此呢就在
[00:03:09.700 --> 00:03:14.320]  這樣子的一個過程裡面許多人都擁擠耶穌
[00:03:14.320 --> 00:03:17.380]  那麼在這個擁擠耶穌的
[00:03:17.900 --> 00:03:19.180]  人群當中
[00:03:19.180 --> 00:03:21.740]  又給我們提到另外一個女人
[00:03:21.740 --> 00:03:23.020]  這個女人呢
[00:03:23.020 --> 00:03:24.820]  她聖經上告訴我們
[00:03:24.820 --> 00:03:25.580]  她
[00:03:25.580 --> 00:03:27.120]  不是只有12歲
[00:03:27.120 --> 00:03:29.420]  可是她得了一個疾病
[00:03:29.420 --> 00:03:31.220]  得了12年
[00:03:31.220 --> 00:03:35.560]  所以我們看到這個女人呢得的疾病是12年的疾病
[00:03:35.560 --> 00:03:39.400]  這個疾病叫做什麼呢這個疾病叫做血漏
[00:03:39.400 --> 00:03:40.180]  血漏
[00:03:40.180 --> 00:03:43.500]  所以這個女人得了12年的血漏
[00:03:43.500 --> 00:03:46.840]  今天我們思想到血漏這個疾病的時候
[00:03:47.080 --> 00:03:48.860]  那我們知道是一個女人在她
[00:03:48.860 --> 00:03:50.400]  她的身上
[00:03:50.400 --> 00:03:51.680]  這個血漏呢
[00:03:51.680 --> 00:03:52.700]  就表示
[00:03:52.700 --> 00:03:54.500]  她身體裡面的血
[00:03:54.500 --> 00:03:56.540]  一直在濕漏的當中
[00:03:56.540 --> 00:04:00.380]  那麼這個濕漏裡面就給這一個女人帶來了什麼
[00:04:00.380 --> 00:04:02.440]  我們思想一下
[00:04:02.440 --> 00:04:03.200]  一個人
[00:04:03.200 --> 00:04:03.980]  血
[00:04:03.980 --> 00:04:05.760]  就是在聖經裡面
[00:04:05.760 --> 00:04:07.820]  特別提到血代表什麼
[00:04:07.820 --> 00:04:09.600]  血代表生命
[00:04:09.600 --> 00:04:11.140]  所以當這個女人
[00:04:11.140 --> 00:04:12.940]  血一直在漏的時候
[00:04:12.940 --> 00:04:14.980]  表示在她的生命裡面
[00:04:14.980 --> 00:04:16.780]  也有許多的濕漏
[00:04:17.020 --> 00:04:19.320]  也有許多的破碎
[00:04:19.320 --> 00:04:21.360]  也有許多的破洞
[00:04:21.360 --> 00:04:24.180]  她的生命在漏掉的當中
[00:04:24.180 --> 00:04:28.540]  那麼這個12年的血漏的婦人在她血漏的過程裡面
[00:04:28.540 --> 00:04:30.840]  我們看見她漏掉了什麼
[00:04:30.840 --> 00:04:34.420]  她漏掉了她的錢財因為聖經上說到
[00:04:34.420 --> 00:04:36.220]  她在這12年的當中
[00:04:36.220 --> 00:04:42.620]  不斷的花錢去找醫生來救助她但是呢她的錢都花盡了
[00:04:42.620 --> 00:04:44.400]  身體沒有得到
[00:04:44.660 --> 00:04:50.800]  幫助一點都沒有好轉並且聖經上說她的身體反而越來
[00:04:50.800 --> 00:04:57.200]  越差所以我們看見這個血漏的婦人她漏掉了她的財物她漏掉了錢財
[00:04:57.200 --> 00:05:03.600]  她漏掉了她的身體的健康在這12年當中聖經上告訴我們說
[00:05:03.600 --> 00:05:04.380]  她
[00:05:04.380 --> 00:05:09.240]  情況越來越差那麼第三個她漏掉了什麼
[00:05:09.500 --> 00:05:15.640]  她漏掉了盼望她每一次去看醫生的時候醫生照理說應該
[00:05:15.640 --> 00:05:17.700]  醫生報告我們一點好消息吧
[00:05:17.700 --> 00:05:20.260]  可是她每一次去看醫生的時候
[00:05:20.260 --> 00:05:22.040]  醫生都給她
[00:05:22.040 --> 00:05:23.320]  壞消息
[00:05:23.320 --> 00:05:25.380]  他們一直那個
[00:05:25.380 --> 00:05:27.680]  沒有辦法得到醫治
[00:05:27.680 --> 00:05:29.720]  所以她的盼望也失去了
[00:05:29.720 --> 00:05:31.780]  那順便在這裡講一下
[00:05:31.780 --> 00:05:34.080]  我們很多時候我們生病的時候
[00:05:34.080 --> 00:05:36.380]  第一個就會去想到找醫生
[00:05:36.380 --> 00:05:38.680]  我相信我們很多的人都有一個
[00:05:38.940 --> 00:05:40.480]  同樣的一個感受
[00:05:40.480 --> 00:05:42.780]  就是你每一次去找醫生的時候啊
[00:05:42.780 --> 00:05:45.080]  很少醫生都報告你好消息的
[00:05:45.080 --> 00:05:48.420]  醫生都報告你什麼
[00:05:48.420 --> 00:05:50.460]  常常都是給你壞消息啊
[00:05:50.460 --> 00:05:52.260]  做這個檢查做那個檢查
[00:05:52.260 --> 00:05:54.820]  然後你心裡存著希望去
[00:05:54.820 --> 00:05:56.340]  但是常常是
[00:05:56.340 --> 00:05:58.660]  帶著失望回來
[00:05:58.660 --> 00:06:00.960]  所以這個人失去了他的盼望
[00:06:00.960 --> 00:06:03.520]  那我們再思想一下這個12年的
[00:06:03.520 --> 00:06:05.820]  血漏的這個婦人
[00:06:05.820 --> 00:06:08.120]  我相信在她這12年當中
[00:06:08.380 --> 00:06:10.420]  她也失去了她的家庭
[00:06:10.420 --> 00:06:11.960]  跟她的關係
[00:06:11.960 --> 00:06:13.760]  12年的血漏
[00:06:13.760 --> 00:06:18.100]  血漏這個疾病啊
[00:06:18.100 --> 00:06:20.420]  在舊約裡面告訴我們說
[00:06:20.420 --> 00:06:21.940]  血漏這個疾病呢
[00:06:21.940 --> 00:06:23.220]  不是
[00:06:23.220 --> 00:06:24.760]  聖經上沒有提到
[00:06:24.760 --> 00:06:27.580]  他是犯罪的結果
[00:06:27.580 --> 00:06:29.120]  但是聖經上提到
[00:06:29.120 --> 00:06:31.160]  血漏的這個疾病呢
[00:06:31.160 --> 00:06:33.460]  稱為不潔淨的疾病
[00:06:33.460 --> 00:06:34.740]  不潔淨的疾病
[00:06:35.000 --> 00:06:39.600]  那麼因此呢當一個人在舊約裡面我們在猶太人當中
[00:06:39.600 --> 00:06:41.900]  看到一個人不潔淨的時候
[00:06:41.900 --> 00:06:44.460]  是沒有人可以去靠近他的
[00:06:44.460 --> 00:06:46.780]  那麼因為你一靠近他你就怎麼
[00:06:46.780 --> 00:06:48.060]  你就不潔淨了
[00:06:48.060 --> 00:06:50.360]  那麼血漏這樣子疾病的人呢
[00:06:50.360 --> 00:06:53.420]  他所躺過的床
[00:06:53.420 --> 00:06:54.700]  他所坐的椅子
[00:06:54.700 --> 00:06:57.260]  他在他所穿的衣服
[00:06:57.260 --> 00:06:59.060]  他所有所用的東西
[00:06:59.060 --> 00:07:00.340]  都稱為不潔淨
[00:07:00.340 --> 00:07:02.640]  所以如果你接觸他的時候
[00:07:02.640 --> 00:07:04.700]  你也成為不潔淨
[00:07:04.940 --> 00:07:06.980]  那麼因此呢我們可以看到
[00:07:06.980 --> 00:07:08.520]  這個女人可以說
[00:07:08.520 --> 00:07:09.800]  她非常的孤單
[00:07:09.800 --> 00:07:10.820]  因為什麼
[00:07:10.820 --> 00:07:13.640]  她所有的關係也都失去了
[00:07:13.640 --> 00:07:14.920]  稱為不潔淨的
[00:07:14.920 --> 00:07:16.200]  一個女人
[00:07:16.200 --> 00:07:19.020]  講到這裡我要講一個有意思的事情
[00:07:19.020 --> 00:07:23.120]  我差不多每一年都去以色列一次
[00:07:23.120 --> 00:07:24.660]  我今年會去以色列兩次
[00:07:24.660 --> 00:07:28.740]  那麼我剛剛才從以色列回來
[00:07:28.740 --> 00:07:32.840]  我這一次去以色列已經是我第21次去以色列了
[00:07:34.900 --> 00:07:39.260]  那我每一次去以色列都在那裡經歷很多的事情
[00:07:39.260 --> 00:07:40.540]  很感恩
[00:07:40.540 --> 00:07:44.380]  那我要提到有一年呢我們去以色列的時候
[00:07:44.380 --> 00:07:46.420]  那一次去以色列
[00:07:46.420 --> 00:07:50.000]  剛好他有一個大的節慶一個節旗
[00:07:50.000 --> 00:07:53.600]  那麼所以我們去參加那個慶祝活動之後呢
[00:07:53.600 --> 00:07:56.660]  就我們中間有一位伯母
[00:07:56.660 --> 00:07:57.940]  他走不動路了
[00:07:57.940 --> 00:08:00.760]  所以呢我們就希望能夠叫一部
[00:08:00.760 --> 00:08:02.040]  計程車
[00:08:02.040 --> 00:08:04.600]  叫一部車子可以把他送回旅館
[00:08:04.860 --> 00:08:06.900]  但是我們因為上會以後
[00:08:06.900 --> 00:08:09.720]  那個節慶完了以後人很多
[00:08:09.720 --> 00:08:10.740]  擁擠得很
[00:08:10.740 --> 00:08:12.540]  所以呢叫不到車子
[00:08:12.540 --> 00:08:14.600]  所以我們就在那裡非常的著急
[00:08:14.600 --> 00:08:16.640]  希望趕快叫一部車子叫不到
[00:08:16.640 --> 00:08:18.440]  我們就拼命跟神禱告
[00:08:18.440 --> 00:08:21.240]  說主啊求你為我們來預備一個車子
[00:08:21.240 --> 00:08:24.580]  那麼就真的有一部車子就從我們
[00:08:24.580 --> 00:08:25.860]  前面開過來
[00:08:25.860 --> 00:08:29.180]  問我們說你們要不要上這個車子
[00:08:29.180 --> 00:08:31.480]  我可以帶你們去你們的旅館
[00:08:31.480 --> 00:08:33.800]  每個人只要出一塊錢就夠了
[00:08:34.040 --> 00:08:36.340]  每個人一塊錢
[00:08:36.340 --> 00:08:40.700]  那後來我們一看原來這部車叫做拉比車
[00:08:40.700 --> 00:08:43.260]  就是專門載猶太人的Rabbi
[00:08:43.260 --> 00:08:44.540]  載他們的拉比車
[00:08:44.540 --> 00:08:48.120]  那麼所以呢我們就上了這個拉比車了
[00:08:48.120 --> 00:08:50.180]  上了拉比車以後就看到這個
[00:08:50.180 --> 00:08:52.480]  拉比車上有兩個
[00:08:52.480 --> 00:08:53.760]  做了兩個拉比
[00:08:53.760 --> 00:08:55.040]  一個是老拉比
[00:08:55.040 --> 00:08:56.580]  一個是小拉比
[00:08:56.580 --> 00:08:58.120]  那做了兩個拉比
[00:08:58.120 --> 00:09:00.680]  所以我們就在車上跟他們聊天啊
[00:09:00.920 --> 00:09:04.500]  跟他說你可不可以唱一首你們猶太人
[00:09:04.500 --> 00:09:06.800]  節旗裡面過節旗的歌
[00:09:06.800 --> 00:09:08.080]  那他後來他
[00:09:08.080 --> 00:09:09.620]  這個老拉比還真的
[00:09:09.620 --> 00:09:10.900]  高歌了一曲
[00:09:10.900 --> 00:09:12.700]  哎呀我們高興的不得了
[00:09:12.700 --> 00:09:14.240]  因為我們從來沒見過拉比
[00:09:14.240 --> 00:09:16.280]  還跟他同車
[00:09:16.280 --> 00:09:18.580]  我們真的覺得興奮的不得了
[00:09:18.580 --> 00:09:22.420]  結果好了因此我們就跟那個拉比說那這樣子好不好
[00:09:22.420 --> 00:09:24.220]  因為我們是觀光客嘛
[00:09:24.220 --> 00:09:26.260]  你知道觀光客最喜歡做什麼
[00:09:26.260 --> 00:09:27.280]  照相嘛
[00:09:27.280 --> 00:09:29.080]  所以我們就跟拉比說
[00:09:29.340 --> 00:09:32.160]  那我們下車的時候可不可以照一張照片啊
[00:09:32.160 --> 00:09:38.560]  講了半天最後那個拉比答應我們說下車的時候要跟我們照張照片
[00:09:38.560 --> 00:09:41.620]  所以我們就全部車的人都興奮了
[00:09:41.620 --> 00:09:43.940]  我們就下車要跟著拉比照相
[00:09:43.940 --> 00:09:47.000]  照相的時候我們另外有一位姐妹
[00:09:47.000 --> 00:09:48.800]  他很怕這拉比
[00:09:48.800 --> 00:09:51.360]  是騙我們的不跟我們照相
[00:09:51.360 --> 00:09:53.140]  所以呢他就很急的
[00:09:53.140 --> 00:09:55.960]  就一手就去抓這個拉比啊
[00:09:56.220 --> 00:09:59.560]  哇這一個抓這個拉比把那個拉比就嚇到了
[00:09:59.560 --> 00:10:02.360]  那我今天要講
[00:10:02.360 --> 00:10:04.420]  為什麼呢你知道猶太人
[00:10:04.420 --> 00:10:06.720]  第一個猶太人跟外邦人
[00:10:06.720 --> 00:10:11.580]  是這個不能夠接觸在一起
[00:10:11.580 --> 00:10:14.660]  那第二個呢我們不但是外邦人我們還是什麼
[00:10:14.660 --> 00:10:17.480]  是女人
[00:10:17.480 --> 00:10:22.840]  那一碰了以後呢就什麼不接近了
[00:10:22.840 --> 00:10:25.400]  拉比緊張的一個不得了
[00:10:25.920 --> 00:10:27.960]  所以我就順便提一下就講
[00:10:27.960 --> 00:10:30.780]  我們就看到說其實在聖經上面講到
[00:10:30.780 --> 00:10:32.060]  不接近的
[00:10:32.060 --> 00:10:34.360]  不接近的一個人
[00:10:34.360 --> 00:10:36.920]  所有跟他接觸到都會不接近
[00:10:36.920 --> 00:10:38.460]  所以什麼都要什麼
[00:10:38.460 --> 00:10:39.480]  近而遠之
[00:10:39.480 --> 00:10:44.100]  所以這個血漏的婦人他就漏掉了他的人際的關係
[00:10:44.100 --> 00:10:47.420]  那我也相信這個血漏的婦人在家庭裡面
[00:10:47.420 --> 00:10:50.760]  他可能沒有婚姻可能聖經上沒有記載
[00:10:50.760 --> 00:10:52.040]  但是我猜
[00:10:52.040 --> 00:10:55.360]  我們想想看一個女人得了12年的血漏
[00:10:55.620 --> 00:10:56.900]  我不知道這個女人
[00:10:56.900 --> 00:10:59.460]  是什麼時候開始得血漏的
[00:10:59.460 --> 00:11:02.520]  如果他從12歲開始得血漏
[00:11:02.520 --> 00:11:03.800]  12年的話
[00:11:03.800 --> 00:11:05.340]  就已經二十幾歲了
[00:11:05.340 --> 00:11:06.360]  那我想
[00:11:06.360 --> 00:11:13.540]  不管他是二十幾歲三十幾歲四十幾歲或者年紀更大在這個中間
[00:11:13.540 --> 00:11:15.320]  他一定是沒有婚姻的
[00:11:15.320 --> 00:11:16.360]  所以他
[00:11:16.360 --> 00:11:18.660]  也沒有一個家庭的生活
[00:11:18.660 --> 00:11:20.960]  那你說這個女人可不可憐呢
[00:11:20.960 --> 00:11:24.280]  我覺得這個女人非常的可憐
[00:11:24.540 --> 00:11:26.080]  他什麼東西都沒有了
[00:11:26.080 --> 00:11:27.360]  他都漏掉了
[00:11:27.360 --> 00:11:28.900]  他今天能夠有什麼呢
[00:11:28.900 --> 00:11:31.460]  他今天有一點點的盼望
[00:11:31.460 --> 00:11:32.480]  這個盼望
[00:11:32.480 --> 00:11:34.020]  就是他聽到
[00:11:34.020 --> 00:11:36.820]  耶穌經過這個城市的時候
[00:11:36.820 --> 00:11:38.100]  這是他一點盼望
[00:11:38.100 --> 00:11:41.440]  所以這個女人就做了一件事情
[00:11:41.440 --> 00:11:43.480]  聖經上告訴我們說
[00:11:43.480 --> 00:11:45.780]  這個女人心裡這樣子想
[00:11:45.780 --> 00:11:47.060]  他說如果
[00:11:47.060 --> 00:11:48.340]  我可以去摸
[00:11:48.340 --> 00:11:50.400]  耶穌衣裳的墜子
[00:11:50.400 --> 00:11:53.220]  我如果去摸耶穌衣裳的墜子
[00:11:53.980 --> 00:11:56.540]  我可能就可以得救了
[00:11:56.540 --> 00:11:58.080]  我就可以得救了
[00:11:58.080 --> 00:12:00.380]  我就可以得到醫治了
[00:12:00.380 --> 00:12:01.920]  所以這個女人呢
[00:12:01.920 --> 00:12:03.460]  就想去摸
[00:12:03.460 --> 00:12:05.500]  耶穌衣裳的墜子
[00:12:05.500 --> 00:12:06.520]  他說
[00:12:06.520 --> 00:12:08.840]  我摸耶穌衣裳的墜子
[00:12:08.840 --> 00:12:10.880]  我就可以得到
[00:12:10.880 --> 00:12:11.640]  醫治
[00:12:11.640 --> 00:12:13.700]  那麼今天弟兄姊妹
[00:12:13.700 --> 00:12:15.480]  我們要來想想看
[00:12:15.480 --> 00:12:18.040]  什麼叫做耶穌衣裳的墜子
[00:12:18.040 --> 00:12:20.360]  什麼叫做耶穌衣裳的墜子
[00:12:20.360 --> 00:12:22.140]  好那我現在來
[00:12:22.400 --> 00:12:25.220]  問大家一下
[00:12:25.220 --> 00:12:27.520]  什麼是耶穌衣裳的墜子
[00:12:27.520 --> 00:12:30.580]  你想想看耶穌衣裳的墜子在哪裡呢
[00:12:30.580 --> 00:12:32.380]  這位弟兄
[00:12:32.380 --> 00:12:35.700]  最低的地方
[00:12:35.700 --> 00:12:38.260]  好那我們再來問一位姊妹
[00:12:38.260 --> 00:12:40.060]  這位姊妹
[00:12:40.060 --> 00:12:42.100]  耶穌衣裳的墜子在哪裡
[00:12:42.100 --> 00:12:46.720]  衣服上面最低的地方
[00:12:46.720 --> 00:12:48.500]  那
[00:12:48.500 --> 00:12:51.060]  我今天要帶來一塊布
[00:12:51.320 --> 00:12:52.600]  這一塊布呢
[00:12:52.600 --> 00:12:53.880]  是猶太人
[00:12:53.880 --> 00:12:55.680]  猶太人的
[00:12:55.680 --> 00:12:56.700]  可以說是
[00:12:56.700 --> 00:12:57.720]  禱告布
[00:12:57.720 --> 00:12:59.520]  你們有沒有看過這樣子的布
[00:12:59.520 --> 00:13:01.040]  猶太人呢他們
[00:13:01.040 --> 00:13:03.600]  尤其是拉比
[00:13:03.600 --> 00:13:04.640]  他的拉比
[00:13:04.640 --> 00:13:06.160]  他們禱告的時候呢
[00:13:06.160 --> 00:13:07.200]  都會身上
[00:13:07.200 --> 00:13:08.980]  披了一塊布
[00:13:08.980 --> 00:13:10.000]  那麼這是
[00:13:10.000 --> 00:13:11.800]  拉比裡面
[00:13:11.800 --> 00:13:12.820]  他們身上
[00:13:12.820 --> 00:13:14.880]  所披的這塊禱告布
[00:13:14.880 --> 00:13:17.180]  那麼如果你今天在紐約也好
[00:13:17.180 --> 00:13:19.480]  在猶太人的社區裡面也好
[00:13:19.740 --> 00:13:21.780]  你會看見他們禱告的時候
[00:13:21.780 --> 00:13:23.060]  每一個男人
[00:13:23.060 --> 00:13:25.880]  身上都披了一塊禱告布
[00:13:25.880 --> 00:13:27.680]  那麼這塊禱告布呢
[00:13:27.680 --> 00:13:28.700]  在
[00:13:28.700 --> 00:13:31.260]  英文或者在猶太人裡面
[00:13:31.260 --> 00:13:33.560]  這塊布叫做塔利
[00:13:33.560 --> 00:13:35.100]  這塊布叫做塔利
[00:13:35.100 --> 00:13:36.640]  那麼這塊布的
[00:13:36.640 --> 00:13:38.420]  上面的這塊禱告布呢
[00:13:38.420 --> 00:13:39.200]  那
[00:13:39.200 --> 00:13:40.480]  在他的
[00:13:40.480 --> 00:13:42.520]  四個角落的地方
[00:13:42.520 --> 00:13:45.860]  都縫上了神的話語
[00:13:45.860 --> 00:13:47.380]  縫上了神的話語
[00:13:47.640 --> 00:13:50.960]  那麼我們一起翻到聖經裡面
[00:13:50.960 --> 00:13:52.760]  我們一起來看一下
[00:13:52.760 --> 00:13:55.060]  聖經裡面的明述記
[00:13:55.060 --> 00:13:58.640]  聖經裡面的明述記
[00:13:58.640 --> 00:14:01.200]  明述記第15章的地方
[00:14:01.200 --> 00:14:03.260]  他提到這樣子一段話語
[00:14:03.260 --> 00:14:05.560]  明述記第15章
[00:14:05.560 --> 00:14:08.620]  37節
[00:14:08.620 --> 00:14:10.680]  38節
[00:14:10.680 --> 00:14:12.220]  當時的摩西
[00:14:12.220 --> 00:14:15.020]  神要摩西吩咐以色列人說
[00:14:15.020 --> 00:14:16.820]  你吩咐以色列人
[00:14:17.080 --> 00:14:19.120]  叫他們世世代代
[00:14:19.120 --> 00:14:21.680]  在衣服的邊上做墜子
[00:14:21.680 --> 00:14:26.540]  又在底邊的墜子上訂一根藍繫的帶子
[00:14:26.540 --> 00:14:28.600]  你們佩戴這墜子
[00:14:28.600 --> 00:14:31.420]  好叫你們看見就紀念
[00:14:31.420 --> 00:14:34.480]  遵行耶和華一切的命令
[00:14:34.480 --> 00:14:37.300]  這是神告訴以色列的百姓
[00:14:37.300 --> 00:14:39.600]  告訴以色列人說
[00:14:39.600 --> 00:14:40.380]  你們呢
[00:14:40.380 --> 00:14:41.660]  世世代代
[00:14:41.660 --> 00:14:43.960]  這要在衣服的邊上
[00:14:43.960 --> 00:14:44.720]  做什麼
[00:14:44.720 --> 00:14:45.740]  做墜子
[00:14:46.000 --> 00:14:48.060]  衣服的邊上做墜子
[00:14:48.060 --> 00:14:48.820]  在他的
[00:14:48.820 --> 00:14:51.120]  這個墜子的底邊上面
[00:14:51.120 --> 00:14:52.400]  要一根
[00:14:52.400 --> 00:14:53.940]  藍繫的帶子
[00:14:53.940 --> 00:14:57.020]  你們佩戴這墜子的時候
[00:14:57.020 --> 00:14:58.800]  好叫你們看見
[00:14:58.800 --> 00:14:59.820]  就紀念
[00:14:59.820 --> 00:15:02.120]  遵行神一切的命令
[00:15:02.120 --> 00:15:02.640]  Amen
[00:15:02.640 --> 00:15:03.660]  Hallelujah
[00:15:03.660 --> 00:15:06.480]  那麼因此呢我們今天看見
[00:15:06.480 --> 00:15:09.820]  我們講到耶穌衣藏墜子的時候
[00:15:09.820 --> 00:15:10.840]  到底
[00:15:10.840 --> 00:15:12.620]  衣藏的墜子是什麼
[00:15:12.880 --> 00:15:16.980]  那很多時候我們想古代的人都穿長袍
[00:15:16.980 --> 00:15:20.300]  那麼衣服呢所以我們會覺得那個衣藏的墜子
[00:15:20.300 --> 00:15:23.120]  大概就是在衣服的最底邊
[00:15:23.120 --> 00:15:25.420]  其實這個衣藏的墜子
[00:15:25.420 --> 00:15:27.720]  是講到什麼就是這個塔利
[00:15:27.720 --> 00:15:30.040]  這一個禱告簿上面的
[00:15:30.040 --> 00:15:31.560]  四個角落的
[00:15:31.560 --> 00:15:33.360]  這個叫做衣藏的墜子
[00:15:33.360 --> 00:15:35.920]  好那我們再來思想一下
[00:15:35.920 --> 00:15:37.460]  當這個女人說
[00:15:37.460 --> 00:15:40.280]  當我去摸耶穌衣藏墜子的時候
[00:15:40.280 --> 00:15:42.580]  我就必得著醫治
[00:15:42.840 --> 00:15:45.400]  那聖經上告訴我們說這個女人
[00:15:45.400 --> 00:15:47.200]  就從人群的當中
[00:15:47.200 --> 00:15:50.520]  就擠著要去摸耶穌衣藏的墜子
[00:15:50.520 --> 00:15:54.100]  那我再拷問大家一下或者我們思想一下
[00:15:54.100 --> 00:15:58.460]  你覺得這個女人去摸耶穌衣藏墜子的時候是怎麼去的
[00:15:58.460 --> 00:16:03.060]  這個人說爬著去的
[00:16:03.060 --> 00:16:05.360]  有人說走路去的還有呢
[00:16:05.360 --> 00:16:10.240]  戰戰兢兢的去
[00:16:10.240 --> 00:16:12.540]  戰戰兢兢的去還有沒有
[00:16:13.820 --> 00:16:15.600]  偷偷摸摸的去
[00:16:15.600 --> 00:16:18.940]  我們今天要想到這個女人
[00:16:18.940 --> 00:16:23.040]  第一個我們要知道她自己知道自己是一個不潔淨的女人
[00:16:23.040 --> 00:16:26.360]  所以當她去摸耶穌衣藏墜子的時候
[00:16:26.360 --> 00:16:29.180]  老師說她要很大的勇氣
[00:16:29.180 --> 00:16:31.480]  因為那麼她是不潔淨的人
[00:16:31.480 --> 00:16:35.320]  第二個我想她去摸耶穌衣藏墜子的時候
[00:16:35.320 --> 00:16:38.400]  在聖經上講雖然沒有說是偷偷摸摸
[00:16:38.660 --> 00:16:43.780]  但在聖經上說她從耶穌的背後去摸耶穌衣藏的墜子
[00:16:43.780 --> 00:16:45.060]  換句話說什麼
[00:16:45.060 --> 00:16:46.600]  她知道自己的
[00:16:46.600 --> 00:16:49.680]  是非常的卑微自己是不潔淨的
[00:16:49.680 --> 00:16:51.460]  自己是有羞恥的
[00:16:51.460 --> 00:16:54.540]  她從背後去摸耶穌的衣藏的墜子
[00:16:54.540 --> 00:16:56.840]  第三個我們想到
[00:16:56.840 --> 00:16:57.860]  我猜
[00:16:57.860 --> 00:17:02.480]  我相信這個女人不是爬著去摸耶穌衣藏的墜子
[00:17:02.480 --> 00:17:03.760]  我們仔細想想
