
[00:00:00.000 --> 00:00:10.500]  主持人:弟子姊妹早上好 這一年都希望透過獵王或者透過以色列王來當中分享神教話語
[00:03:33.700 --> 00:03:37.700]  他作王 但當中有些演繹不同了
[00:03:37.700 --> 00:03:39.700]  同時又是講重修聖殿
[00:03:39.700 --> 00:03:42.700]  用那麼大的篇幅講約阿斯很好
[00:03:42.700 --> 00:03:46.700]  其實他來到當中修復聖殿
[00:03:46.700 --> 00:03:50.700]  最後那兩段又是講阿蘭軍隊打約阿斯
[00:03:50.700 --> 00:03:52.700]  然後約阿斯又被殺
[00:03:52.700 --> 00:03:54.700]  完全頭頭尾尾都一樣
[00:03:54.700 --> 00:03:58.700]  不過當中多了三個部份
[00:03:58.700 --> 00:04:00.700]  多了三個部份
[00:04:00.700 --> 00:04:04.700]  第一就是耶和耶大死了和埋葬
[00:04:04.700 --> 00:04:07.700]  這個故事為什麼那麼特別呢
[00:04:07.700 --> 00:04:10.700]  然後就講約阿斯在耶和耶大死了之後
[00:04:10.700 --> 00:04:13.700]  開始講尼西爾和華
[00:04:13.700 --> 00:04:17.700]  所以你見到在獵王記當中沒有記述這件事
[00:04:17.700 --> 00:04:22.700]  耶和耶大的兒子被約阿斯所殺
[00:04:22.700 --> 00:04:25.700]  同樣在獵王記沒有記載
[00:04:25.700 --> 00:04:29.700]  所以在獵王記下記載約阿斯
[00:04:29.700 --> 00:04:31.700]  記載約阿斯是一個好皇帝
[00:04:31.700 --> 00:04:34.700]  因為在尼西爾和華眼中捍衛正的事情
[00:04:34.700 --> 00:04:36.700]  因為重修聖殿有好的評價
[00:04:36.700 --> 00:04:39.700]  不過在獵王記下24章
[00:04:39.700 --> 00:04:42.700]  他對約阿斯有另一番評價
[00:04:42.700 --> 00:04:46.700]  同樣在獵王記24章的時候
[00:04:46.700 --> 00:04:49.700]  他都講到他重修聖殿
[00:04:49.700 --> 00:04:53.700]  不過當耶和耶大死了的時候
[00:04:53.700 --> 00:04:55.700]  就發現了他尼西爾和華
[00:04:55.700 --> 00:05:01.700]  甚至殺害約阿斯的兒子薩加利亞
[00:05:01.700 --> 00:05:07.700]  整個約阿斯在獵王記出現了9次
[00:05:07.700 --> 00:05:10.700]  歷代只出現了5次
[00:05:10.700 --> 00:05:12.700]  所以獵王記不斷講約阿斯
[00:05:12.700 --> 00:05:15.700]  但是在歷代不是講很多
[00:05:15.700 --> 00:05:19.700]  發現耶和耶大在獵王記只講了3次
[00:05:19.700 --> 00:05:23.700]  不過在歷代之下是講了12次
[00:05:23.700 --> 00:05:28.700]  換言之在獵王記是專注講約阿斯
[00:05:28.700 --> 00:05:33.700]  不過在歷代記下除了講約阿斯之外
[00:05:33.700 --> 00:05:36.700]  更加不斷強調耶和耶大
[00:05:36.700 --> 00:05:39.700]  究竟發生了什麼事呢
[00:05:39.700 --> 00:05:43.700]  你見到在獵王記24章
[00:05:43.700 --> 00:05:47.700]  有一個很明顯的分佈
[00:05:47.700 --> 00:05:53.700]  在獵王記下約阿斯和約和耶大的關係
[00:05:53.700 --> 00:05:56.700]  是約和耶大教訓他如何閒聊和看為正事
[00:05:56.700 --> 00:05:58.700]  在獵王記下
[00:05:58.700 --> 00:06:01.700]  但是在歷代之下
[00:06:01.700 --> 00:06:04.700]  在整個1章27節
[00:06:04.700 --> 00:06:06.700]  很明顯的分佈是
[00:06:06.700 --> 00:06:09.700]  耶和耶大在世的時候是1至16節
[00:06:09.700 --> 00:06:13.700]  然後耶和耶大死了之後22至27節
[00:06:13.700 --> 00:06:16.700]  是一個很明顯兩段的分佈
[00:06:16.700 --> 00:06:19.700]  講一些重要的訊息
[00:06:19.700 --> 00:06:23.700]  讓一班在新一代秘魯的以色列人
[00:06:23.700 --> 00:06:26.700]  能夠知道一些故事
[00:06:26.700 --> 00:06:33.700]  究竟由歷代記下24至1章27節
[00:06:33.700 --> 00:06:35.700]  究竟整段講什麼呢
[00:06:35.700 --> 00:06:37.700]  除了講耶和耶大在世的時候
[00:06:37.700 --> 00:06:39.700]  耶和耶大死的時候
[00:06:39.700 --> 00:06:41.700]  究竟講什麼故事呢
[00:06:41.700 --> 00:06:43.700]  我們再仔細去看
[00:06:43.700 --> 00:06:46.700]  在1至16節 耶和耶大在世的時候
[00:06:46.700 --> 00:06:49.700]  約阿斯閒聊和看為正事
[00:06:49.700 --> 00:06:51.700]  然後重修聖殿
[00:06:51.700 --> 00:06:54.700]  所以完完全全和獵王記一模一樣
[00:06:54.700 --> 00:06:58.700]  不過去到耶和耶大死了之後
[00:06:58.700 --> 00:07:00.700]  17至22節
[00:07:00.700 --> 00:07:03.700]  原來當耶和耶大死的時候
[00:07:03.700 --> 00:07:06.700]  約阿斯完全是不同了的人
[00:07:06.700 --> 00:07:09.700]  他之前是在耶和耶大生前的時候
[00:07:09.700 --> 00:07:10.700]  去重修聖殿
[00:07:10.700 --> 00:07:14.700]  不過耶和耶大死了之後發生什麼事呢
[00:07:14.700 --> 00:07:16.700]  在17節下那裡講
[00:07:16.700 --> 00:07:21.700]  王聽從眾首領的話
[00:07:21.700 --> 00:07:22.700]  接著18節講
[00:07:22.700 --> 00:07:24.700]  他離開耶和華
[00:07:24.700 --> 00:07:26.700]  去侍奉偶像
[00:07:26.700 --> 00:07:27.700]  接著甚至講
[00:07:27.700 --> 00:07:30.700]  當耶和華來猜險先知
[00:07:30.700 --> 00:07:33.700]  來跟約阿斯講
[00:07:33.700 --> 00:07:35.700]  你要迴轉了
[00:07:35.700 --> 00:07:37.700]  不然的話你就有禍了
[00:07:37.700 --> 00:07:40.700]  但是他們包括王一樣
[00:07:40.700 --> 00:07:42.700]  不肯聽先知的勸告
[00:07:42.700 --> 00:07:47.700]  最後約阿斯和民眾一起殺害撒加利亞
[00:07:47.700 --> 00:07:49.700]  最後的結局就是
[00:07:49.700 --> 00:07:51.700]  約阿斯的結局
[00:07:51.700 --> 00:07:53.700]  其實一會兒再仔細看
[00:07:53.700 --> 00:07:56.700]  是和獵王記的技術有些不同
[00:07:56.700 --> 00:07:59.700]  不過在整個經文
[00:07:59.700 --> 00:08:02.700]  由24章16節至22節
[00:08:02.700 --> 00:08:04.700]  很明顯的分佈就是
[00:08:04.700 --> 00:08:06.700]  耶和耶大生前約阿斯是怎樣
[00:08:07.700 --> 00:08:09.700]  當耶和耶大死的時候
[00:08:09.700 --> 00:08:13.700]  約阿斯完完全全轉變了
[00:08:13.700 --> 00:08:14.700]  離棄上帝
[00:08:14.700 --> 00:08:15.700]  不聽人說話
[00:08:15.700 --> 00:08:17.700]  甚至不聽拜偶像
[00:08:17.700 --> 00:08:19.700]  甚至殺害先知
[00:08:19.700 --> 00:08:25.700]  這個會不會是我們今天信仰的光景呢
[00:08:25.700 --> 00:08:27.700]  很多時候我們會問
[00:08:27.700 --> 00:08:28.700]  約阿斯發生什麼事呢
[00:08:28.700 --> 00:08:31.700]  明明在耶和耶大生前的時候
[00:08:31.700 --> 00:08:32.700]  他重修聖殿
[00:08:32.700 --> 00:08:34.700]  行耶華眼中看為正的事情
[00:08:34.700 --> 00:08:37.700]  為什麼當耶和耶大死的時候
[00:08:37.700 --> 00:08:40.700]  約阿斯完全轉變了呢
[00:08:40.700 --> 00:08:43.700]  究竟約阿斯在信什麼呢
[00:08:43.700 --> 00:08:46.700]  他和上帝的關係是什麼呢
[00:08:46.700 --> 00:08:51.700]  我記得我以前在加拿大
[00:08:51.700 --> 00:08:53.700]  其實很開心
[00:08:53.700 --> 00:08:54.700]  一班年青的電影節目
[00:08:54.700 --> 00:08:57.700]  逢星期五我們一起會翻傳契
[00:08:57.700 --> 00:09:04.700]  有差不多一百個廣東人香港人
[00:09:04.700 --> 00:09:05.700]  在一個這麼僻的地方
[00:09:05.700 --> 00:09:07.700]  冷到傻了
[00:09:07.700 --> 00:09:09.700]  很多頂智的班崇拜
[00:09:09.700 --> 00:09:13.700]  星期天有一班年青人會上主學
[00:09:13.700 --> 00:09:14.700]  會做組長
[00:09:14.700 --> 00:09:15.700]  會侍奉
[00:09:15.700 --> 00:09:17.700]  甚至會參加師班
[00:09:17.700 --> 00:09:21.700]  其實是一個很充實很精彩的教會生活
[00:09:21.700 --> 00:09:24.700]  我們每天都要離開加拿大
[00:09:24.700 --> 00:09:25.700]  我今天離開了加拿大
[00:09:25.700 --> 00:09:26.700]  離開了澳洲
[00:09:26.700 --> 00:09:28.700]  當我們離開了加拿大
[00:09:28.700 --> 00:09:30.700]  讀完書就發現
[00:09:30.700 --> 00:09:33.700]  當我昔日所認識的弟兄姊妹
[00:09:33.700 --> 00:09:34.700]  好像回到香港的時候
[00:09:34.700 --> 00:09:36.700]  為什麼沒有再回教會呢
[00:09:36.700 --> 00:09:40.700]  他昔日在加拿大的時候
[00:09:40.700 --> 00:09:41.700]  很熱情的
[00:09:41.700 --> 00:09:43.700]  很投入的又做組長
[00:09:43.700 --> 00:09:45.700]  又做師班
[00:09:45.700 --> 00:09:46.700]  又上主學
[00:09:46.700 --> 00:09:47.700]  但是為什麼回到加拿大
[00:09:47.700 --> 00:09:48.700]  回到香港的時候
[00:09:48.700 --> 00:09:49.700]  為什麼不約而同
[00:09:49.700 --> 00:09:51.700]  好像沒有再回教會呢
[00:09:51.700 --> 00:09:52.700]  發生什麼事呢
[00:09:52.700 --> 00:09:56.700]  又或者年青人的時候
[00:09:56.700 --> 00:09:58.700]  我們教養孩童直到中老
[00:09:58.700 --> 00:10:00.700]  我們教養小朋友的時候
[00:10:00.700 --> 00:10:02.700]  我們帶回教會的
[00:10:02.700 --> 00:10:03.700]  我們帶回主學啦
[00:10:03.700 --> 00:10:04.700]  兒童主學啦
[00:10:04.700 --> 00:10:06.700]  我們帶回青年團契啦
[00:10:06.700 --> 00:10:09.700]  其實很穩定的
[00:10:09.700 --> 00:10:11.700]  跟爸爸媽媽一起回教會的時候
[00:10:11.700 --> 00:10:12.700]  非常之好的
[00:10:12.700 --> 00:10:13.700]  我們去到那裡
[00:10:13.700 --> 00:10:14.700]  他們一起去
[00:10:14.700 --> 00:10:16.700]  我們的小組跟小組
[00:10:16.700 --> 00:10:17.700]  我們崇拜跟我們崇拜
[00:10:17.700 --> 00:10:19.700]  我們又去回學校
[00:10:19.700 --> 00:10:20.700]  回完同崇拜
[00:10:20.700 --> 00:10:22.700]  他們很開心的
[00:10:22.700 --> 00:10:23.700]  學到很多東西
[00:10:23.700 --> 00:10:25.700]  性別知識都很多的
[00:10:25.700 --> 00:10:27.700]  但是當他們獨立了
[00:10:27.700 --> 00:10:30.700]  或者去讀大學的時候
[00:10:30.700 --> 00:10:32.700]  為什麼不再回教會呢
[00:10:32.700 --> 00:10:34.700]  他們信什麼呢
[00:10:34.700 --> 00:10:38.700]  又或者其實在澳洲生活的時候
[00:10:38.700 --> 00:10:40.700]  澳洲其實來到澳洲
[00:10:40.700 --> 00:10:43.700]  除了認識澳洲生活的時候
[00:10:43.700 --> 00:10:45.700]  不如回教會啦
[00:10:45.700 --> 00:10:47.700]  其實都回得很穩定的
[00:10:47.700 --> 00:10:50.700]  跟大型節目都很多相處的
[00:10:50.700 --> 00:10:51.700]  很投入的
[00:10:51.700 --> 00:10:52.700]  但是回到香港
[00:10:52.700 --> 00:10:53.700]  回流回香港的時候
[00:10:53.700 --> 00:10:55.700]  你有沒有再回教會呢
[00:10:55.700 --> 00:10:57.700]  甚至可能呢
[00:10:57.700 --> 00:10:59.700]  回教會的時候呢
[00:10:59.700 --> 00:11:01.700]  如果我的伴侶
[00:11:01.700 --> 00:11:03.700]  我們跟我們的伴侶
[00:11:03.700 --> 00:11:05.700]  很多時候一起回教會的
[00:11:05.700 --> 00:11:07.700]  但是當我們其中一個
[00:11:07.700 --> 00:11:09.700]  去了旅行
[00:11:09.700 --> 00:11:11.700]  你又會不會再回教會呢
[00:11:11.700 --> 00:11:13.700]  你會不會崇拜上帝呢
[00:11:13.700 --> 00:11:15.700]  我們在說你的信仰是什麼來的
[00:11:15.700 --> 00:11:16.700]  你的信仰
[00:11:16.700 --> 00:11:18.700]  是因為你的父母
[00:11:18.700 --> 00:11:20.700]  所以你而回教會
[00:11:20.700 --> 00:11:22.700]  你的信仰是因為你的弟兄姊妹
[00:11:22.700 --> 00:11:24.700]  而來敬拜上帝
[00:11:24.700 --> 00:11:26.700]  你的信仰是不是因為你的伴侶
[00:11:26.700 --> 00:11:28.700]  回來你就回來
[00:11:28.700 --> 00:11:31.700]  但是當他們不再在你身邊的時候
[00:11:31.700 --> 00:11:33.700]  你今天在信什麼呢
[00:11:33.700 --> 00:11:37.700]  最近在香港打風
[00:11:37.700 --> 00:11:39.700]  我原來都有香港人的特質
[00:11:39.700 --> 00:11:41.700]  一打風就很喜歡看新聞
[00:11:41.700 --> 00:11:43.700]  看看風去到哪裡了
[00:11:43.700 --> 00:11:44.700]  其實都不關我的事
[00:11:44.700 --> 00:11:46.700]  但習慣了很喜歡看風
[00:11:46.700 --> 00:11:48.700]  我覺得從小到大都喜歡看
[00:11:48.700 --> 00:11:50.700]  我都知道什麼時候到
[00:11:50.700 --> 00:11:52.700]  計一計什麼時候到吹哪個位置
[00:11:52.700 --> 00:11:54.700]  聽一聽新聞應該打到到的
[00:11:54.700 --> 00:11:56.700]  所以我都可以做一下天文台台長
[00:11:56.700 --> 00:11:59.700]  其中你看得到
[00:11:59.700 --> 00:12:01.700]  這次的風真的很厲害
[00:12:01.700 --> 00:12:03.700]  這次的風吹到香港
[00:12:03.700 --> 00:12:06.700]  真的是體無完膚的
[00:12:06.700 --> 00:12:09.700]  如果你有去到教會的新界網頁的話
[00:12:09.700 --> 00:12:11.700]  這個教會的新界網頁都很漂亮
[00:12:11.700 --> 00:12:13.700]  有隻船在這裡飄啊飄啊
[00:12:14.700 --> 00:12:16.700]  有一隻等船
[00:12:16.700 --> 00:12:18.700]  有一隻等船
[00:12:18.700 --> 00:12:20.700]  因為一次大風撞到岸上
[00:12:20.700 --> 00:12:22.700]  撞到石壆上
[00:12:22.700 --> 00:12:24.700]  其實每逢打風下雨的時候
[00:12:24.700 --> 00:12:26.700]  一打風的時候
[00:12:26.700 --> 00:12:28.700]  所有船隻都必然來到
[00:12:28.700 --> 00:12:30.700]  泊在避風塘當中
[00:12:30.700 --> 00:12:32.700]  無論是油麻地避風塘
[00:12:32.700 --> 00:12:34.700]  荃灣避風塘 觀塘避風塘
[00:12:34.700 --> 00:12:36.700]  香港仔避風塘
[00:12:36.700 --> 00:12:38.700]  或者如果你有艇的話
[00:12:38.700 --> 00:12:40.700]  去泊在西貢白沙灣那邊
[00:12:40.700 --> 00:12:42.700]  為什麼一隻等船
[00:12:42.700 --> 00:12:44.700]  會來撞在碼頭上呢?
[00:12:44.700 --> 00:12:46.700]  其實船與船之間
[00:12:46.700 --> 00:12:48.700]  一定有一個承索
[00:12:48.700 --> 00:12:50.700]  有一個艦在這裡
[00:12:50.700 --> 00:12:52.700]  不過那隻艦
[00:12:52.700 --> 00:12:54.700]  斷了艦的原因就是
[00:12:54.700 --> 00:12:56.700]  那度力太大
[00:12:56.700 --> 00:13:00.700]  等船和其他東西脫脫
[00:13:00.700 --> 00:13:04.700]  自然撞了石壆當中
[00:13:04.700 --> 00:13:06.700]  我曾經有一次打風的時候
[00:13:06.700 --> 00:13:08.700]  我和我爸爸
[00:13:08.700 --> 00:13:10.700]  出去救船
[00:13:10.700 --> 00:13:12.700]  做水上生意
[00:13:12.700 --> 00:13:14.700]  船離開了避風塘
[00:13:14.700 --> 00:13:16.700]  甚至出了海
[00:13:16.700 --> 00:13:18.700]  我問我爸爸
[00:13:18.700 --> 00:13:20.700]  為什麼會這樣呢?
[00:13:20.700 --> 00:13:22.700]  其實
[00:13:22.700 --> 00:13:24.700]  最重要是那個艦
[00:13:24.700 --> 00:13:26.700]  那個艦
[00:13:26.700 --> 00:13:28.700]  那個艦不是
[00:13:28.700 --> 00:13:30.700]  艦與艇之間
[00:13:30.700 --> 00:13:32.700]  不是拿一個艦
[00:13:32.700 --> 00:13:34.700]  是箍住就可以的
[00:13:34.700 --> 00:13:36.700]  那些艦
[00:13:36.700 --> 00:13:38.700]  其實現在是會斷的
[00:13:38.700 --> 00:13:40.700]  我去澄州回到中環的時候
[00:13:40.700 --> 00:13:42.700]  太大風
[00:13:42.700 --> 00:13:44.700]  船很醒目
[00:13:44.700 --> 00:13:46.700]  碼頭拍不到
[00:13:46.700 --> 00:13:48.700]  他用一個physic的角度
[00:13:48.700 --> 00:13:50.700]  拉下來
[00:13:50.700 --> 00:13:52.700]  拍到船的承索
[00:13:52.700 --> 00:13:54.700]  誰不知斷了艦
[00:13:54.700 --> 00:13:58.700]  船不能坐頂的位置
[00:13:58.700 --> 00:14:00.700]  是因為他的撈沒有下到撈
[00:14:00.700 --> 00:14:02.700]  當沒有下到撈的時候
[00:14:02.700 --> 00:14:04.700]  船不便漂泊
[00:14:04.700 --> 00:14:06.700]  我就想起聖經的一句金句
[00:14:06.700 --> 00:14:08.700]  我們有者指望
[00:14:08.700 --> 00:14:10.700]  如同靈魂的錶
[00:14:10.700 --> 00:14:12.700]  又堅固又牢固
[00:14:12.700 --> 00:14:14.700]  且通往萬籟
[00:14:14.700 --> 00:14:16.700]  原來當我們
[00:14:16.700 --> 00:14:18.700]  我們回來教會的時候
[00:14:18.700 --> 00:14:20.700]  其實我們有沒有撈住
[00:14:20.700 --> 00:14:22.700]  或者緊靠著
[00:14:22.700 --> 00:14:24.700]  我們所信靠的上帝呢?
[00:14:24.700 --> 00:14:26.700]  我們和上帝的關係
[00:14:26.700 --> 00:14:28.700]  是不是靠著別人
[00:14:28.700 --> 00:14:30.700]  來維繫呢?
[00:14:30.700 --> 00:14:32.700]  我們的信仰關係是不是靠著環境來維繫呢?
[00:14:32.700 --> 00:14:34.700]  我們的信仰關係
[00:14:34.700 --> 00:14:36.700]  是不是靠著侍奉來維繫呢?
[00:14:36.700 --> 00:14:38.700]  有時我見到
[00:14:38.700 --> 00:14:40.700]  有侍奉我就回來了
[00:14:40.700 --> 00:14:42.700]  沒有侍奉就沒有我的事了
[00:14:42.700 --> 00:14:44.700]  有侍奉我才回來
[00:14:44.700 --> 00:14:46.700]  我們就是靠人
[00:14:46.700 --> 00:14:48.700]  靠環境
[00:14:48.700 --> 00:14:50.700]  來建立和上帝的關係
[00:14:50.700 --> 00:14:54.700]  我曾經訪問一個姐妹
[00:14:54.700 --> 00:14:56.700]  她回流回香港
[00:14:56.700 --> 00:14:58.700]  我問她
[00:14:58.700 --> 00:15:00.700]  你在澳洲這幾年
[00:15:00.700 --> 00:15:02.700]  生活得怎樣
[00:15:02.700 --> 00:15:04.700]  和她檢討一下
[00:15:04.700 --> 00:15:06.700]  和她一起高呼一下
[00:15:06.700 --> 00:15:08.700]  你來到澳洲了
[00:15:08.700 --> 00:15:10.700]  你在澳洲的成長是怎樣
[00:15:10.700 --> 00:15:12.700]  她來到
[00:15:12.700 --> 00:15:14.700]  在香港來到澳洲的時候
[00:15:14.700 --> 00:15:16.700]  帶了很多的挑戰
[00:15:16.700 --> 00:15:18.700]  生命的問題
[00:15:18.700 --> 00:15:20.700]  來到澳洲
[00:15:20.700 --> 00:15:22.700]  來到澳洲的時候
[00:15:22.700 --> 00:15:24.700]  她
[00:15:24.700 --> 00:15:26.700]  她都要生活的
[00:15:26.700 --> 00:15:28.700]  不過她發現到一個澳洲
[00:15:28.700 --> 00:15:30.700]  最開心的生活是什麼呢?
[00:15:30.700 --> 00:15:32.700]  她能夠每天
[00:15:32.700 --> 00:15:34.700]  去步行
[00:15:34.700 --> 00:15:36.700]  享受大自然
[00:15:36.700 --> 00:15:38.700]  在每次
[00:15:38.700 --> 00:15:40.700]  在家裡環境附近的公園
[00:15:40.700 --> 00:15:42.700]  她走來走去的時候
[00:15:42.700 --> 00:15:44.700]  其實是一個和上帝的關係
[00:15:44.700 --> 00:15:46.700]  她這幾年在澳洲生活
[00:15:46.700 --> 00:15:48.700]  她最享受
[00:15:48.700 --> 00:15:50.700]  最開心的
[00:15:50.700 --> 00:15:52.700]  她就能夠在步行
[00:15:52.700 --> 00:15:54.700]  一個人靜靜地和上帝獨處
[00:15:54.700 --> 00:15:56.700]  一個人靜靜地和上帝聊天
[00:15:56.700 --> 00:15:58.700]  一個人靜靜地
[00:15:58.700 --> 00:16:00.700]  向上帝禱告
[00:16:00.700 --> 00:16:02.700]  在那段期間的時候
[00:16:02.700 --> 00:16:04.700]  上帝不斷地醫治她
[00:16:04.700 --> 00:16:06.700]  上帝不斷地跟她說話
[00:16:06.700 --> 00:16:08.700]  上帝不斷地與她同行
[00:16:08.700 --> 00:16:10.700]  所以她帶著
[00:16:10.700 --> 00:16:12.700]  這個祝福回香港
[00:16:12.700 --> 00:16:14.700]  去回流
[00:16:14.700 --> 00:16:16.700]  頂梓慧
[00:16:16.700 --> 00:16:18.700]  今天你有沒有和上帝
[00:16:18.700 --> 00:16:20.700]  一起的時間呢?
[00:16:20.700 --> 00:16:22.700]  我經常想著
[00:16:22.700 --> 00:16:24.700]  我一開始沒來澳洲的時候
[00:16:24.700 --> 00:16:26.700]  香港很忙的
[00:16:26.700 --> 00:16:28.700]  澳洲也很忙的
[00:16:28.700 --> 00:16:30.700]  澳洲也很忙
[00:16:30.700 --> 00:16:32.700]  這個就是我們的挑戰
[00:16:32.700 --> 00:16:34.700]  你有沒有
[00:16:34.700 --> 00:16:36.700]  深入進入
[00:16:36.700 --> 00:16:38.700]  和上帝一起那種親密的關係
[00:16:38.700 --> 00:16:44.700]  昨天
[00:16:44.700 --> 00:16:46.700]  我昨晚也去了一個聚會
[00:16:46.700 --> 00:16:48.700]  那個聚會
[00:16:48.700 --> 00:16:50.700]  有個姐妹說
[00:16:50.700 --> 00:16:52.700]  是一個spiritual encounter
[00:16:52.700 --> 00:16:54.700]  一個半小時
[00:16:54.700 --> 00:16:56.700]  我們一起祈禱
[00:16:56.700 --> 00:16:58.700]  一起見拜
[00:16:58.700 --> 00:17:00.700]  祈禱
[00:17:00.700 --> 00:17:02.700]  沒什麼可以做的
[00:17:02.700 --> 00:17:04.700]  祈禱見拜
[00:17:04.700 --> 00:17:06.700]  那個半小時
[00:17:06.700 --> 00:17:08.700]  讓我在繁忙的生活當中
[00:17:08.700 --> 00:17:10.700]  我能夠和上帝的親密
[00:17:10.700 --> 00:17:12.700]  在思考的當中
[00:17:12.700 --> 00:17:14.700]  在禱告的當中
[00:17:14.700 --> 00:17:16.700]  上帝對我的說話
[00:17:16.700 --> 00:17:18.700]  有一次我和兒子說
[00:17:18.700 --> 00:17:20.700]  你當然啦
[00:17:20.700 --> 00:17:22.700]  你是傳道人
[00:17:22.700 --> 00:17:24.700]  我說老
[00:17:24.700 --> 00:17:26.700]  因為我是傳道人
[00:17:26.700 --> 00:17:28.700]  如果有一天我不做傳道人的時候
[00:17:28.700 --> 00:17:30.700]  我會不會愛人
[00:17:30.700 --> 00:17:32.700]  有一天我不做傳道人的時候
[00:17:32.700 --> 00:17:34.700]  我會不會關心別人
[00:17:34.700 --> 00:17:36.700]  有一天我不做傳道人的時候
[00:17:36.700 --> 00:17:38.700]  我會不會禱告見拜
[00:17:38.700 --> 00:17:40.700]  不是傳道人應該要做的
[00:17:40.700 --> 00:17:42.700]  所有弟兄姊妹應該要做的
[00:17:42.700 --> 00:17:44.700]  就是親密和上帝一起
[00:17:44.700 --> 00:17:48.700]  我還有十分鐘
[00:17:48.700 --> 00:17:50.700]  還有兩點
[00:17:50.700 --> 00:17:52.700]  最後
[00:17:52.700 --> 00:17:54.700]  開始講死了
[00:17:54.700 --> 00:17:56.700]  猶大的眾首領
[00:17:56.700 --> 00:17:58.700]  來拜祂了
[00:17:58.700 --> 00:18:00.700]  他們利器耶和華
[00:18:00.700 --> 00:18:02.700]  他列祖的神殿
[00:18:02.700 --> 00:18:04.700]  他侍奉亞瑟拉的偶像
[00:18:04.700 --> 00:18:06.700]  因為他們有罪
[00:18:06.700 --> 00:18:08.700]  然後他們就
[00:18:08.700 --> 00:18:10.700]  拜偶像了
