
[00:00:00.000 --> 00:00:01.400]  今天進入新的一年
[00:08:55.080 --> 00:08:58.080]  不知道這是否有時我們在信仰上
[00:08:58.080 --> 00:08:59.280]  我們都想過
[00:08:59.280 --> 00:09:03.880]  我們經歷我們應該為神做大事
[00:09:03.880 --> 00:09:05.680]  但這裡提醒我們
[00:09:05.680 --> 00:09:09.680]  人可以在不同的階段都有一些期望
[00:09:09.680 --> 00:09:10.680]  但我相信這個期望
[00:09:10.680 --> 00:09:13.680]  最重要不是按著人的期望
[00:09:13.680 --> 00:09:16.480]  人的期望有時可能是都合情合理
[00:09:16.480 --> 00:09:17.280]  但有時有些期望
[00:09:17.280 --> 00:09:20.680]  可能是未必這麼合情合理
[00:09:20.680 --> 00:09:21.680]  在以利亞來說
[00:09:21.680 --> 00:09:23.280]  我覺得如果大家回去看
[00:09:23.280 --> 00:09:24.680]  其實都是幾合情合理的
[00:09:24.680 --> 00:09:26.080]  他覺得一個這麼大的神蹟
[00:09:26.080 --> 00:09:28.280]  為什麼不可以剷除巴力
[00:09:28.280 --> 00:09:30.680]  為什麼不可以讓以色列人
[00:09:30.680 --> 00:09:33.480]  回轉回到耶和華神那裡呢?
[00:09:33.480 --> 00:09:35.480]  但正正以利亞
[00:09:35.480 --> 00:09:39.080]  可能他都不是這麼認識人的罪
[00:09:39.080 --> 00:09:42.880]  或者那種艱難
[00:09:42.880 --> 00:09:44.280]  所以他想不到
[00:09:44.280 --> 00:09:46.080]  原來他為神做這麼大的神蹟之後
[00:09:46.080 --> 00:09:47.480]  換來什麼?
[00:09:47.480 --> 00:09:49.880]  剛才讀第一第二次就是追殺
[00:09:49.880 --> 00:09:51.280]  他要逃亡
[00:09:51.280 --> 00:09:54.080]  他要逃難、逃命
[00:09:54.080 --> 00:09:56.480]  所以他很失望
[00:09:56.480 --> 00:10:00.080]  越大的期望可能帶來更大的失望
[00:10:00.080 --> 00:10:02.080]  但最重要其實人的期望
[00:10:02.080 --> 00:10:06.280]  不一定是要按照人的期望來成就
[00:10:06.280 --> 00:10:10.280]  最重要是按照神的心意、神的計劃
[00:10:10.280 --> 00:10:12.080]  人可以是有期望的
[00:10:12.080 --> 00:10:14.680]  人可以去立志為神做大事
[00:10:14.680 --> 00:10:16.880]  但我們更加要醒悟我們
[00:10:16.880 --> 00:10:22.280]  最終神的計劃、神的心意才是最好
[00:10:22.280 --> 00:10:24.480]  以利亞另外一個在他的生命
[00:10:24.480 --> 00:10:25.480]  或者他的經歷當中
[00:10:25.480 --> 00:10:27.080]  他看自己的遭遇
[00:10:27.080 --> 00:10:31.280]  有時候是誇大了他自己
[00:10:31.280 --> 00:10:33.080]  在他人生的際遇當中
[00:10:33.080 --> 00:10:38.480]  他會覺得自己好像比其他人高一等
[00:10:38.480 --> 00:10:41.880]  甚至可能他會覺得自己是最重要的
[00:10:41.880 --> 00:10:45.080]  他將他自己人生的一些經歷、遭遇
[00:10:45.080 --> 00:10:48.480]  放大了,只是看見自己
[00:10:48.480 --> 00:10:51.280]  所以他會誇大人生的際遇
[00:10:51.280 --> 00:10:54.480]  剛才我們提到以利亞怎樣看自己
[00:10:54.480 --> 00:10:57.680]  「只剩下我一個人」
[00:10:57.680 --> 00:11:00.080]  但是不是真的在當時的以色列
[00:11:00.080 --> 00:11:03.680]  只剩下一個以利亞先知呢?
[00:11:03.680 --> 00:11:05.880]  如果我們可以看看《列宏記》上
[00:11:05.880 --> 00:11:08.880]  十八章再前面一點的時候
[00:11:08.880 --> 00:11:11.480]  其實在十八章裡面提到什麼?
[00:11:11.480 --> 00:11:15.080]  有一個人叫做俄巴底去和以利亞相遇
[00:11:15.080 --> 00:11:18.680]  他告訴以利亞知道除了他之外
[00:11:18.680 --> 00:11:20.680]  還有多少個先知
[00:11:20.680 --> 00:11:26.880]  一百個先知是俄巴底藏在山洞裡面
[00:11:26.880 --> 00:11:28.880]  去保護這些先知
[00:11:28.880 --> 00:11:31.880]  去供應這些先知
[00:11:31.880 --> 00:11:35.880]  所以以利亞其實知不知道這一百個先知?
[00:11:35.880 --> 00:11:37.480]  其實知道
[00:11:37.480 --> 00:11:39.280]  因為這是十八章已經發生的事情
[00:11:39.280 --> 00:11:42.880]  俄巴底見到以利亞才再發生在加密山裡面
[00:11:42.880 --> 00:11:45.480]  和巴力先知鬥法
[00:11:45.480 --> 00:11:47.480]  然後去到第十九章
[00:11:47.480 --> 00:11:50.080]  去和耶和華神的對話
[00:11:50.080 --> 00:11:54.480]  所以其實以利亞誇大了自己人生的遭遇
[00:11:54.480 --> 00:11:57.280]  他覺得自己只剩下一個人
[00:11:57.280 --> 00:11:59.680]  當然可能這是以利亞自己會覺得
[00:11:59.680 --> 00:12:03.680]  他比這一百個先知好很多
[00:12:03.680 --> 00:12:06.080]  如果我們用現代人的一些說話
[00:12:06.080 --> 00:12:07.880]  他會覺得這一百個先知
[00:12:07.880 --> 00:12:09.480]  只是躲在山洞裡面
[00:12:09.480 --> 00:12:12.880]  不敢出來和巴力先知對抗
[00:12:12.880 --> 00:12:14.880]  這一百個先知是什麼?
[00:12:14.880 --> 00:12:15.880]  歸宿
[00:12:15.880 --> 00:12:19.480]  可能他會覺得他們只是懂得保住自己的命
[00:12:19.480 --> 00:12:20.480]  不敢出來
[00:12:20.480 --> 00:12:23.080]  不能夠為神和耶和華
[00:12:23.080 --> 00:12:26.280]  和巴力先知對抗
[00:12:26.280 --> 00:12:30.480]  所以他們將以利亞將自己看為更高
[00:12:30.480 --> 00:12:32.680]  將人看為次一等
[00:12:32.680 --> 00:12:34.880]  甚至可能有一點踩了他們
[00:12:34.880 --> 00:12:36.880]  他覺得自己最重要
[00:12:36.880 --> 00:12:39.080]  這些同樣其實都是先知
[00:12:39.080 --> 00:12:43.280]  反而以利亞他看不起這些先知
[00:12:43.280 --> 00:12:45.280]  看不起這些自己人
[00:12:45.280 --> 00:12:48.880]  所以這是以利亞自己一些盲點
[00:12:48.880 --> 00:12:52.280]  他會覺得只是看到自己
[00:12:52.280 --> 00:12:54.880]  甚至當他和神對話之後
[00:12:54.880 --> 00:12:59.480]  神給他一個更加的宣告
[00:12:59.480 --> 00:13:01.480]  他說不單只是一百個先知
[00:13:01.480 --> 00:13:08.080]  還有七千個人是神自己為他的緣故來保留
[00:13:08.080 --> 00:13:10.480]  所以這七千個人形容得很特別
[00:13:10.480 --> 00:13:12.480]  我們不知道他們是不是先知的身份
[00:13:12.480 --> 00:13:13.880]  聖經沒有特別提到
[00:13:13.880 --> 00:13:15.480]  但他們至少是什麼?
[00:13:15.480 --> 00:13:17.880]  是未曾向巴力屈膝
[00:13:17.880 --> 00:13:21.080]  是未曾和巴力親嘴
[00:13:21.080 --> 00:13:22.280]  如果我用一個形容詞就是
[00:13:22.280 --> 00:13:26.080]  他們仍然是有著聖潔的生命
[00:13:26.080 --> 00:13:29.880]  是專心來依靠等候神
[00:13:29.880 --> 00:13:31.480]  在當時的環境
[00:13:31.480 --> 00:13:33.480]  無論是皇后耶醒別
[00:13:33.480 --> 00:13:37.880]  怎樣去拜巴力偶像
[00:13:37.880 --> 00:13:41.280]  去培植這些巴力先知
[00:13:41.280 --> 00:13:44.680]  當時的環境我們相信是很惡的環境
[00:13:44.680 --> 00:13:47.680]  所以以利亞形容這些巴力先知
[00:13:47.680 --> 00:13:49.080]  耶醒別的勢力
[00:13:49.080 --> 00:13:51.080]  來殺害以色列人
[00:13:51.080 --> 00:13:53.480]  殺害以色列人的先知
[00:13:53.480 --> 00:13:55.680]  但神給我們看見
[00:13:55.680 --> 00:13:57.880]  神透過這個宣告告訴我們
[00:13:57.880 --> 00:14:00.880]  有一群人是七千個
[00:14:00.880 --> 00:14:02.680]  仍然有聖潔的生命
[00:14:02.680 --> 00:14:04.680]  仍然是靜默
[00:14:04.680 --> 00:14:05.880]  如果可以用形容
[00:14:05.880 --> 00:14:07.680]  待會我們看詩篇62篇的時候
[00:14:07.680 --> 00:14:09.880]  這群人是默默無聲
[00:14:09.880 --> 00:14:12.080]  這樣去仰望神
[00:14:12.080 --> 00:14:14.480]  依靠神的人
[00:14:14.480 --> 00:14:18.480]  所以不是只剩下以利亞一個人
[00:14:18.480 --> 00:14:21.680]  但以利亞只是看見自己
[00:14:21.680 --> 00:14:24.680]  他只是單單以為
[00:14:24.680 --> 00:14:28.080]  只有自己才是為神工作
[00:14:28.080 --> 00:14:30.080]  為神大發熱心
[00:14:30.080 --> 00:14:32.280]  他只是看見自己的時候
[00:14:32.280 --> 00:14:35.480]  他就看不到其他人
[00:14:35.480 --> 00:14:38.680]  甚至可能你以為他都未必看到神
[00:14:38.680 --> 00:14:45.480]  所以人很容易誇大自己一些人生的際緣
[00:14:45.480 --> 00:14:49.280]  以利亞以為自己是一個為神大發熱心的人
[00:14:49.280 --> 00:14:51.480]  當然你可以看聖經也是這樣說的
[00:14:51.480 --> 00:14:54.280]  他真的為神做了很多事
[00:14:54.280 --> 00:14:59.680]  他又奉差遣宣告三年不下雨
[00:14:59.680 --> 00:15:02.680]  他是被神使用的先知
[00:15:02.680 --> 00:15:06.080]  但當我們有時都要檢視一下自己
[00:15:06.080 --> 00:15:08.680]  我們為神大發熱心
[00:15:08.680 --> 00:15:13.680]  我們真的很願意為神侍奉
[00:15:13.680 --> 00:15:15.880]  我們都要很小心這個熱心
[00:15:15.880 --> 00:15:18.080]  是否一個正確的熱心
[00:15:18.080 --> 00:15:19.480]  為神大發熱心的人
[00:15:19.480 --> 00:15:21.280]  我很想提醒弟兄姊妹
[00:15:21.280 --> 00:15:22.280]  提醒自己
[00:15:22.280 --> 00:15:26.480]  我們要多問一下自己的心
[00:15:26.480 --> 00:15:29.280]  到底我們真心是為神
[00:15:29.280 --> 00:15:34.480]  還是只不過是為自己熱心侍奉
[00:15:34.480 --> 00:15:37.680]  為自己很想得到一些東西
[00:15:37.680 --> 00:15:42.080]  而去做一些好像在神裡面的工作
[00:15:42.080 --> 00:15:45.280]  我們是真心為神還是為自己
[00:15:45.280 --> 00:15:49.080]  有時我們很容易會變成以利亞一樣的盲點
[00:15:49.080 --> 00:15:51.480]  以為自己只剩下一個人
[00:15:51.480 --> 00:15:55.680]  以為自己可以比其他人更加高一等
[00:15:55.680 --> 00:15:58.880]  以為只有自己才被神所使用
[00:15:58.880 --> 00:16:00.280]  我們要很小心
[00:16:00.280 --> 00:16:02.680]  要不斷更多認識自己
[00:16:02.680 --> 00:16:03.680]  問心
[00:16:03.680 --> 00:16:07.080]  以致我們能夠除去生命裡面的盲點
[00:16:07.080 --> 00:16:10.280]  有時我們這些就好像以利亞
[00:16:10.280 --> 00:16:11.880]  成為他的障礙
[00:16:11.880 --> 00:16:14.480]  看不清楚、不知道
[00:16:14.480 --> 00:16:18.480]  看不到神有一百個先知為他保留
[00:16:18.480 --> 00:16:22.480]  看不到神有七千人是未敗過巴黎的
[00:16:22.480 --> 00:16:28.880]  所以我們要多點去醒察自己為神的大發熱心
[00:16:28.880 --> 00:16:30.280]  所以為主而活
[00:16:30.280 --> 00:16:34.080]  我相信其中一個就是我們要常常去檢視一下
[00:16:34.080 --> 00:16:36.680]  到底我為神大發熱心
[00:16:36.680 --> 00:16:39.280]  是一個怎樣的熱心
[00:16:39.280 --> 00:16:41.680]  聶王記上十九章四節
[00:16:41.680 --> 00:16:45.480]  記載了以利亞向神一個禱告
[00:16:45.480 --> 00:16:50.880]  或者對神可能是一種發洩埋怨多一點
[00:16:50.880 --> 00:16:54.480]  這裡說到當以利亞經歷了被人追殺
[00:16:54.480 --> 00:16:57.080]  他覺得自己好不行了
[00:16:57.080 --> 00:17:00.080]  他最後來到神的面前求什麼?
[00:17:00.080 --> 00:17:01.880]  求死
[00:17:01.880 --> 00:17:03.280]  來到神面前求死
[00:17:03.280 --> 00:17:05.280]  還在一棵羅藤樹下
[00:17:05.280 --> 00:17:11.480]  然後他有一點可能我們通常都叫做發灰氣
[00:17:11.480 --> 00:17:14.680]  你拿了我的命就算了
[00:17:14.680 --> 00:17:16.280]  我不知道大家讀到這裡的時候
[00:17:16.280 --> 00:17:17.480]  看到這裡的時候
[00:17:17.480 --> 00:17:19.880]  你有沒有印象其實在舊約
[00:17:19.880 --> 00:17:24.080]  另外一個先知也有類似的狀況
[00:17:24.080 --> 00:17:26.680]  大家有沒有印象是誰?
[00:17:26.680 --> 00:17:27.880]  若拿
[00:17:27.880 --> 00:17:30.880]  如果大家有機會可以回去看看《若拿書》
[00:17:30.880 --> 00:17:32.280]  也是的
[00:17:32.280 --> 00:17:35.480]  但是我想若果這種的熱心
[00:17:35.480 --> 00:17:36.880]  如果用剛才我提及的
[00:17:36.880 --> 00:17:40.080]  和弟兄姊妹一起盼望我們有個立志
[00:17:40.080 --> 00:17:43.680]  我們會不會突然間願意領受神的感動
[00:17:43.680 --> 00:17:45.080]  你真的有感動
[00:17:45.080 --> 00:17:46.280]  你又願意大發熱心
[00:17:46.280 --> 00:17:49.080]  今年向身邊的人傳福音
[00:17:49.080 --> 00:17:53.480]  希望我們能夠在天下的朋友一樣多
[00:17:53.480 --> 00:17:55.680]  我們大發熱心向神呈獻
[00:17:55.680 --> 00:17:57.280]  向神侍奉
[00:17:57.280 --> 00:17:58.480]  但是我們要很小心
[00:17:58.480 --> 00:18:01.480]  這些熱心是不是到了一個階段
[00:18:01.480 --> 00:18:04.080]  有時候是錯誤的呢?
[00:18:04.080 --> 00:18:08.080]  以利亞的熱心都需要我們不斷地檢視
[00:18:08.080 --> 00:18:11.480]  同樣從若拿身上也是一個學習
[00:18:11.480 --> 00:18:12.480]  我們要很小心
[00:18:12.480 --> 00:18:15.080]  我們的熱心應該是一個真誠
[00:18:15.080 --> 00:18:17.280]  是真的為主而活
[00:18:17.280 --> 00:18:19.280]  對準主的熱心
[00:18:19.280 --> 00:18:23.080]  這個檢視有四方面可以幫助我們
[00:18:23.080 --> 00:18:24.680]  怎樣去為主而活
[00:18:24.680 --> 00:18:27.080]  一個真誠的熱心呢?
[00:18:27.080 --> 00:18:28.480]  第一個我們就要看看這個熱心
[00:18:28.480 --> 00:18:31.680]  是不是真的合乎真理
[00:18:31.680 --> 00:18:34.480]  是合乎神的屬性呢?
[00:18:34.480 --> 00:18:36.080]  我們去熱心
[00:18:36.080 --> 00:18:38.080]  我們有心為神的時候
[00:18:38.080 --> 00:18:40.280]  這個我們要合乎真理
[00:18:40.280 --> 00:18:42.480]  合乎神的屬性
[00:18:42.480 --> 00:18:44.480]  如果我們覺得真是為神而做的
[00:18:44.480 --> 00:18:46.680]  為神而活的
[00:18:46.680 --> 00:18:50.480]  我們從若拿裡面可以再看多一點
[00:18:50.480 --> 00:18:53.680]  若拿和神之間的對話之後
[00:18:53.680 --> 00:18:56.480]  神怎樣告訴他呢?
[00:18:56.480 --> 00:18:58.480]  神問若拿
[00:18:58.480 --> 00:19:02.480]  其實你這樣做是否合乎理呢?
[00:19:02.480 --> 00:19:04.280]  是否合乎理呢?
[00:19:04.280 --> 00:19:05.680]  其實這個合乎理的意思
[00:19:05.680 --> 00:19:07.280]  最重要是在說你對不對
[00:19:07.280 --> 00:19:09.680]  你覺得你這樣做是不是真的對呢?
[00:19:09.680 --> 00:19:11.480]  但這個合乎是放在哪裡呢?
[00:19:11.480 --> 00:19:14.480]  我相信神是要提醒若拿
[00:19:14.480 --> 00:19:17.480]  其實今天若拿你發脾氣
[00:19:17.480 --> 00:19:18.880]  有點像伊利亞
[00:19:18.880 --> 00:19:20.880]  其實是不是真的合乎呢?
