
[00:00:00.000 --> 00:00:04.200]  大家都會留意到在這個季度的崇拜講題
[00:04:35.800 --> 00:04:37.800]  然後她講了一句說話
[00:04:37.800 --> 00:04:40.800]  我現在覺得好安樂
[00:04:40.800 --> 00:04:42.800]  我知道祂愛我
[00:04:42.800 --> 00:04:44.800]  就算我做錯一些事情
[00:04:44.800 --> 00:04:46.800]  祂是願意赦免
[00:04:46.800 --> 00:04:48.800]  祂是我的神
[00:04:48.800 --> 00:04:49.800]  各位聽眾
[00:04:49.800 --> 00:04:52.800]  剛才所講到與神和好
[00:04:52.800 --> 00:04:54.800]  不是一個理論
[00:04:54.800 --> 00:04:56.800]  而是一種生命真實的關係
[00:04:56.800 --> 00:04:58.800]  因為信靠主耶穌
[00:04:58.800 --> 00:05:00.800]  我們與神和好了
[00:05:00.800 --> 00:05:04.800]  這個是你和我要常常感恩的事情
[00:05:04.800 --> 00:05:06.800]  剛才說因為與神和好
[00:05:06.800 --> 00:05:09.800]  進一步因為信靠耶穌
[00:05:09.800 --> 00:05:13.800]  現在能夠站在這恩典當中
[00:05:13.800 --> 00:05:15.800]  站在恩典裏面
[00:05:15.800 --> 00:05:20.800]  剛才所提及的我們因順德進入這種狀況
[00:05:20.800 --> 00:05:25.800]  是進入到這種在恩典當中的狀況
[00:05:25.800 --> 00:05:28.800]  好像你去到一個公園
[00:05:28.800 --> 00:05:30.800]  透過入口去到裏面
[00:05:30.800 --> 00:05:33.800]  整個環境包圍著你
[00:05:33.800 --> 00:05:36.800]  當聖經用進入這個字眼的時候
[00:05:36.800 --> 00:05:39.800]  通常是表達一種情況
[00:05:39.800 --> 00:05:45.800]  就是一個人被引誡去到一個君王的面前
[00:05:45.800 --> 00:05:49.800]  平時不會有機會能夠見到君王
[00:05:49.800 --> 00:05:54.800]  但是現在被引誡進入到君王的面前
[00:05:54.800 --> 00:05:59.800]  因此你被帶領進入到恩典的地步裏面
[00:05:59.800 --> 00:06:02.800]  所以無論你感覺你自己住在哪個地方
[00:06:02.800 --> 00:06:06.800]  或者你生活去到哪個階段
[00:06:06.800 --> 00:06:08.800]  那些不是最重要
[00:06:08.800 --> 00:06:13.800]  而重要的是你今天站在恩典的階段裏面
[00:06:13.800 --> 00:06:15.800]  恩典的地步裏面
[00:06:15.800 --> 00:06:18.800]  恩典四面環繞著你
[00:06:18.800 --> 00:06:21.800]  詩人常常說一件事情
[00:06:21.800 --> 00:06:25.800]  聖經就說面對著很多不同的攻擊的時候
[00:06:25.800 --> 00:06:29.800]  神用恩典好像四面的盾牌
[00:06:29.800 --> 00:06:33.800]  當說盾牌很多人就會明白那種保護的含義
[00:06:33.800 --> 00:06:36.800]  好像四面的盾牌環繞著我們
[00:06:36.800 --> 00:06:39.800]  基督徒人生是恩典的人生
[00:06:39.800 --> 00:06:43.800]  所以你記得我們敬愛的藤徑輝牧師
[00:06:43.800 --> 00:06:45.800]  當他寫一本自傳的時候
[00:06:45.800 --> 00:06:48.800]  自傳的書名叫什麼名?
[00:06:48.800 --> 00:06:51.800]  《都市恩典》
[00:06:51.800 --> 00:06:55.800]  回頭回首看回自己人生的經歷
[00:06:55.800 --> 00:07:01.800]  《都市恩典》就是很多基督徒所經歷所體會的
[00:07:01.800 --> 00:07:04.800]  不單止你站在恩典的地步之上
[00:07:04.800 --> 00:07:09.800]  聖經就說歡喜盼望神的榮耀
[00:07:09.800 --> 00:07:11.800]  上帝在榮耀當中
[00:07:11.800 --> 00:07:16.800]  但是祂帶領我們進入祂的榮耀裏面
[00:07:16.800 --> 00:07:22.800]  請大家或者你翻到後面的第八章
[00:07:22.800 --> 00:07:25.800]  羅馬書第八章
[00:07:25.800 --> 00:07:31.800]  在和合本的第二十一節
[00:07:31.800 --> 00:07:37.800]  聖經說到受造之物仍然指望脫離敗壞的痕跡
[00:07:37.800 --> 00:07:42.800]  得享神兒女自由的榮耀
[00:07:42.800 --> 00:07:45.800]  然後就說我們知道一切受造之物
[00:07:45.800 --> 00:07:48.800]  一同嘆息勞苦直到如今
[00:07:48.800 --> 00:07:52.800]  不但如此就是我們只有聖靈初結果之的
[00:07:52.800 --> 00:07:57.800]  也是自己心裡嘆息等候得著兒子的名分
[00:07:57.800 --> 00:08:01.800]  乃是我們的身體得贖
[00:08:01.800 --> 00:08:06.800]  我們的身體能夠完全的得到救贖
[00:08:06.800 --> 00:08:11.800]  聖經說到這個世界活在敗壞的痕跡裏面
[00:08:11.800 --> 00:08:17.800]  整個自然界整個人類社會在敗壞的痕跡裏面
[00:08:17.800 --> 00:08:22.800]  然後聖經裏面提到這個世界其實在等待著
[00:08:22.800 --> 00:08:29.800]  有一天我們會離開這個世界帶給我們各種的試探
[00:08:29.800 --> 00:08:33.800]  帶給我們那種的衝擊
[00:08:33.800 --> 00:08:40.800]  也都給我們不再因為肉體而帶給我們很多不同的試探
[00:08:40.800 --> 00:08:43.800]  很多不同的一種的傷害
[00:08:43.800 --> 00:08:48.800]  上帝要叫我們能夠得享神給我們的自由
[00:08:48.800 --> 00:08:52.800]  從罪惡從黑暗的世界裏面釋放出來
[00:08:52.800 --> 00:08:56.800]  而且身體都經歷神給我們的改變
[00:08:56.800 --> 00:08:58.800]  有身體的得贖
[00:08:58.800 --> 00:09:01.800]  今天我們靈魂得贖
[00:09:01.800 --> 00:09:06.800]  然後我們等待神帝將我們整個的身體都改變過來
[00:09:06.800 --> 00:09:12.800]  以致我們經歷神給我們一個完整的生命的救贖
[00:09:12.800 --> 00:09:17.800]  有人說教徒有些時候好像很樂天
[00:09:17.800 --> 00:09:20.800]  只是說到將來有些美善的事情
[00:09:20.800 --> 00:09:24.800]  但是就不理今天的世界
[00:09:24.800 --> 00:09:26.800]  但當你小心再看聖經的時候
[00:09:26.800 --> 00:09:31.800]  你會發覺當聖經說到神賜給我們榮耀的永恆
[00:09:31.800 --> 00:09:34.800]  而因為相信有榮耀的永恆
[00:09:34.800 --> 00:09:37.800]  因此可以放膽面對今天
[00:09:37.800 --> 00:09:43.800]  也可以繼續面對著今天有很多不同的邪惡的事情
[00:09:43.800 --> 00:09:49.800]  而努力在其中將神的恩惠帶進這個世界裏面
[00:09:49.800 --> 00:09:52.800]  這段日子很多電影節目都說到
[00:09:52.800 --> 00:09:53.800]  看報紙的時候
[00:09:53.800 --> 00:09:57.800]  這段時間很多時候都很心痛
[00:09:57.800 --> 00:10:00.800]  不知道大家有沒有這種感覺
[00:10:00.800 --> 00:10:04.800]  一個不經意突然看到某個地方
[00:10:04.800 --> 00:10:07.800]  竟然又發生恐怖襲擊
[00:10:07.800 --> 00:10:10.800]  突然又見到巴基斯坦
[00:10:10.800 --> 00:10:17.800]  一個恐怖襲擊可以將七十多個教徒殺死
[00:10:17.800 --> 00:10:19.800]  數百人傷亡
[00:10:19.800 --> 00:10:25.800]  本來犧牲自己是崇高的一種生命的表達
[00:10:25.800 --> 00:10:28.800]  但不是要去拯救人
[00:10:28.800 --> 00:10:30.800]  不是去祝福人
[00:10:30.800 --> 00:10:33.800]  而是所謂犧牲自己去殘殺別人
[00:10:33.800 --> 00:10:36.800]  當你看到這些事情的時候
[00:10:36.800 --> 00:10:41.800]  會覺得有很多扭曲的心思、迷惑的一種狀況
[00:10:41.800 --> 00:10:44.800]  但是回頭再想一想
[00:10:44.800 --> 00:10:47.800]  很多其他生活上見到的事情
[00:10:47.800 --> 00:10:52.800]  見到香港很多青少年自殺的情形
[00:10:52.800 --> 00:10:55.800]  有時候都想不到為什麼會這樣
[00:10:55.800 --> 00:10:57.800]  突然又聽到
[00:10:57.800 --> 00:11:02.800]  為什麼香港的健康院突然有這麼多人去登記
[00:11:02.800 --> 00:11:04.800]  要種疫苗
[00:11:04.800 --> 00:11:10.800]  原來知道在中國內地有很多假的疫苗
[00:11:10.800 --> 00:11:13.800]  很多小朋友種了一些疫苗
[00:11:13.800 --> 00:11:18.800]  其實對身體不單止有無益甚至有害
[00:11:18.800 --> 00:11:20.800]  因此很多人來香港
[00:11:20.800 --> 00:11:22.800]  所以希望香港種疫苗
[00:11:22.800 --> 00:11:26.800]  很多時候想起這些情況的時候
[00:11:26.800 --> 00:11:31.800]  如果一個人不知道有將來的永恆的盼望
[00:11:31.800 --> 00:11:33.800]  就會灰心失意
[00:11:33.800 --> 00:11:37.800]  就會悲觀難過
[00:11:37.800 --> 00:11:40.800]  但是正因為聖經清楚講述
[00:11:40.800 --> 00:11:43.800]  上帝要賜人有盼望
[00:11:43.800 --> 00:11:48.800]  也在主耶穌在他離世之前跟門徒說
[00:11:48.800 --> 00:11:50.800]  你們在世上有苦難
[00:11:50.800 --> 00:11:52.800]  但是你們可以放心
[00:11:52.800 --> 00:11:55.800]  因為我已經得勝世界
[00:11:55.800 --> 00:12:00.800]  基督徒當我們確定神給我們的永恆盼望的時候
[00:12:00.800 --> 00:12:04.800]  就可以放膽面對這一切的苦難
[00:12:04.800 --> 00:12:06.800]  這些邪惡的事情
[00:12:06.800 --> 00:12:08.800]  仍然可以靠著神的恩典
[00:12:08.800 --> 00:12:09.800]  不單止自己面對
[00:12:09.800 --> 00:12:16.800]  也可以相信神自己的恩惠仍然在其中
[00:12:16.800 --> 00:12:22.800]  可以放膽地繼續活出那種良善去抗衡邪惡的事情
[00:12:22.800 --> 00:12:24.800]  因為聖經清楚講
[00:12:24.800 --> 00:12:27.800]  神賜給我們榮耀的盼望
[00:12:27.800 --> 00:12:32.800]  我們回到聖經的第五章
[00:12:32.800 --> 00:12:34.800]  在第五章提到
[00:12:34.800 --> 00:12:40.800]  並且歡喜起盼望神的榮耀
[00:12:40.800 --> 00:12:42.800]  上帝的榮耀在當中
[00:12:42.800 --> 00:12:44.800]  來去應許給我們
[00:12:44.800 --> 00:12:49.800]  而我們相信的人在其中歡喜的盼望
[00:12:49.800 --> 00:12:50.800]  歡喜聖經所講
[00:12:50.800 --> 00:12:55.800]  不單止是在日常生活上可以常常的歡喜
[00:12:55.800 --> 00:12:58.800]  甚至在患難當中仍然可以歡喜
[00:12:58.800 --> 00:13:01.800]  所以第三節聖經再繼續講
[00:13:01.800 --> 00:13:02.800]  不但如此
[00:13:02.800 --> 00:13:06.800]  就是在患難中也是歡歡喜喜的
[00:13:06.800 --> 00:13:08.800]  因為知道患難生忍耐
[00:13:08.800 --> 00:13:10.800]  忍耐生勞煉
[00:13:10.800 --> 00:13:13.800]  勞煉生盼望
[00:13:13.800 --> 00:13:15.800]  神給我們有各種的恩典
[00:13:15.800 --> 00:13:17.800]  剛才所講
[00:13:17.800 --> 00:13:20.800]  但是更加盡心的
[00:13:20.800 --> 00:13:22.800]  神的應許就是
[00:13:22.800 --> 00:13:27.800]  就算你在世界上面對著各種困難、患難
[00:13:27.800 --> 00:13:30.800]  仍然可以歡歡喜喜
[00:13:30.800 --> 00:13:34.800]  有人認為這是阿Q精神
[00:13:34.800 --> 00:13:36.800]  患難怎會歡喜?
[00:13:36.800 --> 00:13:40.800]  歡喜的時候就不會是患難的時候
[00:13:40.800 --> 00:13:43.800]  但是聖經正是這樣講述到
[00:13:43.800 --> 00:13:45.800]  教徒的經歷
[00:13:45.800 --> 00:13:48.800]  歷世歷代也有很多的教徒
[00:13:48.800 --> 00:13:50.800]  是經歷這種神的應許
[00:13:50.800 --> 00:13:52.800]  因為他們揣測一件事情
[00:13:52.800 --> 00:13:56.800]  就是患難生忍耐
[00:13:56.800 --> 00:14:00.800]  這位上帝掌管著天地宇宙一切的事情
[00:14:00.800 --> 00:14:02.800]  縱使有患難的事情
[00:14:02.800 --> 00:14:03.800]  祂容許出現
[00:14:03.800 --> 00:14:07.800]  容許這些邪惡的事情在世上出現
[00:14:07.800 --> 00:14:09.800]  但是對於祂的子民
[00:14:09.800 --> 00:14:14.800]  祂讓這些患難轉化成為對他們生命的祝福
[00:14:14.800 --> 00:14:18.800]  在裡面去經歷自己生命的改變
[00:14:18.800 --> 00:14:22.800]  而很多的經歷體會產生一種的忍耐
[00:14:22.800 --> 00:14:27.800]  或者說一種抗衡各種壓力的一種力量
[00:14:27.800 --> 00:14:31.800]  而承傳了那種美善的生命
[00:14:31.800 --> 00:14:35.800]  可能你都會聽過有不同的教徒
[00:14:35.800 --> 00:14:37.800]  講述到在很多的困難生活當中
[00:14:37.800 --> 00:14:41.800]  怎樣在其中經歷神給自己的幫助
[00:14:41.800 --> 00:14:43.800]  我也聽到有不少弟兄姊妹
[00:14:43.800 --> 00:14:45.800]  特別在家庭一些事情上
[00:14:45.800 --> 00:14:48.800]  體會到那種神給他們的保守
[00:14:48.800 --> 00:14:49.800]  沒錯
[00:14:49.800 --> 00:14:54.800]  有些時候突然間察覺自己的子女出了一些問題
[00:14:54.800 --> 00:14:55.800]  一位媽媽說
[00:14:55.800 --> 00:14:58.800]  永遠想不到孩子在成長的時候
[00:14:58.800 --> 00:15:01.800]  突然間好像很多事情比較遲緩
[00:15:01.800 --> 00:15:02.800]  有些特別的表現
[00:15:02.800 --> 00:15:03.800]  經過檢查之後
[00:15:03.800 --> 00:15:06.800]  察覺是自閉症
[00:15:06.800 --> 00:15:09.800]  心裡面很不開心
[00:15:09.800 --> 00:15:13.800]  之後面對著很多很多生活的壓力
[00:15:13.800 --> 00:15:17.800]  但在過程裡面知道仍然可以依靠上帝
[00:15:17.800 --> 00:15:21.800]  慢慢就察覺到內心多了一份堅忍
[00:15:21.800 --> 00:15:26.800]  也察覺到上帝給他們那種信心和愛心
[00:15:26.800 --> 00:15:30.800]  很自然地流露出來
[00:15:30.800 --> 00:15:33.800]  那個環境催促著他們的生命
[00:15:33.800 --> 00:15:36.800]  來學習來依靠上帝
[00:15:36.800 --> 00:15:41.800]  慢慢體會到不是一種無可奈何的厄運
[00:15:41.800 --> 00:15:44.800]  而是在其中仍然可以安然地面對
[00:15:44.800 --> 00:15:49.800]  上帝在他們當中仍然顯出那種恩典
[00:15:49.800 --> 00:15:53.800]  患難產生一種生命的忍耐
[00:15:53.800 --> 00:15:55.800]  一種豐盛
[00:15:55.800 --> 00:15:56.800]  一種美善
[00:15:56.800 --> 00:15:59.800]  是很多人在過程當中所體驗
[00:15:59.800 --> 00:16:02.800]  而上帝竟然透過這件事情
[00:16:02.800 --> 00:16:06.800]  來幫助我們在其中得到生命的祝福
[00:16:06.800 --> 00:16:07.800]  這種忍耐
[00:16:07.800 --> 00:16:11.800]  聖經再說是帶來了另一種生命的成長
[00:16:11.800 --> 00:16:14.800]  忍耐生勞煉
[00:16:14.800 --> 00:16:16.800]  或者說毅力
[00:16:16.800 --> 00:16:18.800]  或者說一種生命的品性
[00:16:18.800 --> 00:16:21.800]  聖經亦作為英文的character
[00:16:21.800 --> 00:16:27.800]  是一種特別的穩定了成熟的品性
[00:16:27.800 --> 00:16:29.800]  在其中出現
[00:16:29.800 --> 00:16:31.800]  當我們講到苦難的時候
[00:16:31.800 --> 00:16:32.800]  可能大家都會想起聖經
[00:16:32.800 --> 00:16:34.800]  常常提到很多人物
[00:16:34.800 --> 00:16:37.800]  他們面對著不同的苦難
[00:16:37.800 --> 00:16:39.800]  其中約伯所經歷的
[00:16:39.800 --> 00:16:41.800]  大家都會記得
[00:16:41.800 --> 00:16:43.800]  約伯當他經歷一切的苦難之後
[00:16:43.800 --> 00:16:46.800]  來到聖經約伯的二十三章
[00:16:46.800 --> 00:16:48.800]  他就說了一句話
[00:16:48.800 --> 00:16:49.800]  他就說
[00:16:49.800 --> 00:16:54.800]  然而他知道我所行的路
[00:16:54.800 --> 00:16:56.800]  他試煉我以後
[00:16:56.800 --> 00:16:59.800]  我必如精金
[00:16:59.800 --> 00:17:01.800]  他體會到這些試煉
[00:17:01.800 --> 00:17:04.800]  將他的生命一直的鍛鍊
[00:17:04.800 --> 00:17:06.800]  成為了精金
[00:17:06.800 --> 00:17:07.800]  受過考驗之後
[00:17:07.800 --> 00:17:11.800]  有一種生命的價值建立起來
[00:17:11.800 --> 00:17:14.800]  這種精金不會因為他離開世界
[00:17:14.800 --> 00:17:16.800]  就會消失
[00:17:16.800 --> 00:17:20.800]  沒錯 今天你或者會有地上的財富
[00:17:20.800 --> 00:17:24.800]  但你知道這些財富有一天都會失去
[00:17:24.800 --> 00:17:26.800]  在你離開這個世界的時候
[00:17:26.800 --> 00:17:30.800]  你不能帶任何的財富離開
[00:17:30.800 --> 00:17:33.800]  但是生命裏面那種成長
[00:17:33.800 --> 00:17:36.800]  那種剛才所說的精金
[00:17:36.800 --> 00:17:39.800]  是會傳到永遠
[00:17:39.800 --> 00:17:41.800]  是神預備你
[00:17:41.800 --> 00:17:46.800]  讓你的生命能夠適合在永恆的榮耀當中
[00:17:46.800 --> 00:17:48.800]  來生活
[00:17:48.800 --> 00:17:52.800]  因為這種生命的成長
[00:17:52.800 --> 00:17:57.800]  成為了你一種裏面的生命的品性
[00:17:57.800 --> 00:18:02.800]  以致你能夠領受神給你榮耀的永恆
[00:18:02.800 --> 00:18:03.800]  聖經就說到
[00:18:03.800 --> 00:18:05.800]  忍耐生了勞煉
[00:18:05.800 --> 00:18:08.800]  而勞煉因此產生一種盼望
[00:18:08.800 --> 00:18:10.800]  對永恆一種的信心
[00:18:10.800 --> 00:18:13.800]  在當中一直的建立起來
[00:18:13.800 --> 00:18:15.800]  因此在過程裏面
[00:18:15.800 --> 00:18:18.800]  不再因為任何的事情而羞愧
[00:18:18.800 --> 00:18:21.800]  而可以放膽的面對
[00:18:21.800 --> 00:18:23.800]  當你再讀剛才的聖經的時候
[00:18:23.800 --> 00:18:26.800]  你再留意前面第五章第一節
[00:18:26.800 --> 00:18:30.800]  你見到聖經提及有兩條蒙福的路
[00:18:30.800 --> 00:18:33.800]  但兩條路的目標是一樣的
[00:18:33.800 --> 00:18:35.800]  第一在第五章第一節說到
[00:18:35.800 --> 00:18:38.800]  因為信靠神就與神相和
[00:18:38.800 --> 00:18:42.800]  因此進入了恩典的地步之內
[00:18:42.800 --> 00:18:45.800]  領受心中那份的盼望
[00:18:45.800 --> 00:18:49.800]  以致得到神給我們的榮耀
[00:18:49.800 --> 00:18:52.800]  然後第二條路去到第五章第三節的時候
[00:18:52.800 --> 00:18:55.800]  就說到在患難當中
[00:18:55.800 --> 00:18:58.800]  領受那份內心生命的堅忍
[00:18:58.800 --> 00:19:01.800]  受過考驗的一種品性
[00:19:01.800 --> 00:19:03.800]  一種毅力
[00:19:03.800 --> 00:19:06.800]  領受神給我們生命的盼望
[00:19:06.800 --> 00:19:11.800]  然後同樣引領我們進入到神的榮耀裏面
[00:19:11.800 --> 00:19:13.800]  上帝在他的子民生命當中
[00:19:13.800 --> 00:19:16.800]  是繼續工作的
[00:19:16.800 --> 00:19:20.800]  讓我們不斷被他來塗灶
[00:19:20.800 --> 00:19:24.800]  以致可以領受神給我們成熟的生命
[00:19:24.800 --> 00:19:26.800]  讓我們適合進入
[00:19:26.800 --> 00:19:29.800]  神要給我們永恆的榮耀生命裏面
[00:19:29.800 --> 00:19:31.800]  因此你發覺聖經一直在說
[00:19:31.800 --> 00:19:35.800]  原來神都是用一些苦難來栽培我們
[00:19:35.800 --> 00:19:37.800]  讓我們更適合領受
[00:19:37.800 --> 00:19:40.800]  祂要給我們這種榮耀的永恆
[00:19:40.800 --> 00:19:42.800]  但是聖經在說的時候
[00:19:42.800 --> 00:19:45.800]  知道這種盼望是很確定的
[00:19:45.800 --> 00:19:47.800]  其中一個很重要的原因
[00:19:47.800 --> 00:19:49.800]  在下面再繼續說
[00:19:49.800 --> 00:19:52.800]  在第五節
[00:19:52.800 --> 00:19:54.800]  盼望不止於羞恥
[00:19:54.800 --> 00:19:56.800]  也意味著是必定會成全的
[00:19:56.800 --> 00:19:58.800]  是因為什麼呢?
[00:19:58.800 --> 00:20:01.800]  因為所賜給我們的聖靈
[00:20:01.800 --> 00:20:06.800]  將神的愛銷灌在我們心裏
[00:20:06.800 --> 00:20:09.800]  上帝在上上做一件事情
[00:20:09.800 --> 00:20:13.800]  透過聖靈將他的愛銷灌在我們心裏
[00:20:13.800 --> 00:20:15.800]  知道神愛我們
[00:20:15.800 --> 00:20:17.800]  內心就領受一份保證
[00:20:17.800 --> 00:20:21.800]  知道神所應許的盼望一定會成全
[00:20:21.800 --> 00:20:24.800]  一定會成就的事情
[00:20:24.800 --> 00:20:28.800]  很多弟兄姊妹在生活上經歷上帝的安慰
[00:20:28.800 --> 00:20:29.800]  上帝的愛
[00:20:29.800 --> 00:20:31.800]  若你記得我上星期有提及到
[00:20:31.800 --> 00:20:34.800]  一些弟兄姊妹在一些困難當中
[00:20:34.800 --> 00:20:37.800]  有時候會聽到神的一些微聲
[00:20:37.800 --> 00:20:39.800]  一位姊妹
[00:20:39.800 --> 00:20:42.800]  她的丈夫中年降生
[00:20:42.800 --> 00:20:43.800]  喪生
[00:20:43.800 --> 00:20:45.800]  在她丈夫離世的時候
[00:20:45.800 --> 00:20:46.800]  她接受不到
[00:20:46.800 --> 00:20:48.800]  太突然
[00:20:48.800 --> 00:20:51.800]  因此每一個晚上都是用眼淚洗臉
[00:20:51.800 --> 00:20:53.800]  你記得我說
[00:20:53.800 --> 00:20:54.800]  在過程裏面
[00:20:54.800 --> 00:20:55.800]  她很難過
[00:20:55.800 --> 00:20:58.800]  但是在那個時候
[00:20:58.800 --> 00:20:59.800]  有一個晚上
[00:20:59.800 --> 00:21:02.800]  一直在哭的時候
[00:21:02.800 --> 00:21:07.800]  聖經在她心裏出現了一把聲音
