
[00:00:00.000 --> 00:00:06.500]  我上個星期在國語部講的道是這篇道
[00:02:46.500 --> 00:02:50.000]  你想想耶利歌城是多麼的宏偉
[00:02:50.000 --> 00:02:52.000]  這只是外牆
[00:02:52.000 --> 00:02:56.000]  內牆在外牆之內的15尺
[00:02:56.000 --> 00:03:01.000]  在賭場的高度再上46尺
[00:03:01.000 --> 00:03:05.000]  你想想耶利歌城真的是一個堡壘
[00:03:05.000 --> 00:03:07.500]  單靠意識獵人的能力
[00:03:07.500 --> 00:03:11.500]  根本是沒有可能將耶利歌城攻下來
[00:03:11.500 --> 00:03:15.000]  沒有辦法可以征服耶利歌城
[00:03:15.000 --> 00:03:19.500]  今時今日你去到耶利歌這個地方
[00:03:19.500 --> 00:03:25.500]  你仍然能夠見到部分的城牆仍然存在
[00:03:25.500 --> 00:03:28.500]  在約書亞記的六章一節
[00:03:28.500 --> 00:03:30.500]  說耶利歌的城門
[00:03:30.500 --> 00:03:33.500]  因以色列人就關得嚴謹
[00:03:33.500 --> 00:03:35.500]  無人出入
[00:03:35.500 --> 00:03:37.000]  你說為什麼這麼嚴謹
[00:03:37.000 --> 00:03:39.000]  為什麼沒有人出入城門
[00:03:39.000 --> 00:03:43.500]  其實早在約書亞記的二章已經告訴我們
[00:03:43.500 --> 00:03:46.500]  記裡拉合是告訴探子
[00:03:46.500 --> 00:03:48.000]  在二章十節
[00:03:48.000 --> 00:03:51.000]  因為我們聽見你們出埃及的時候
[00:03:51.000 --> 00:03:56.000]  耶和華怎樣在你們的前面使紅海水乾了
[00:03:56.000 --> 00:04:01.000]  並且你們怎樣待約旦河東的兩個亞摩利王
[00:04:01.000 --> 00:04:03.000]  西雲和岳
[00:04:03.000 --> 00:04:06.000]  將他們盡行毀滅
[00:04:06.000 --> 00:04:11.000]  那些加拿人聽見以色列人的消息就已經很害怕
[00:04:11.000 --> 00:04:14.000]  這個是還未過約旦河
[00:04:14.000 --> 00:04:16.000]  去到加南地
[00:04:16.000 --> 00:04:19.500]  當他們真的過了約旦河去到加南地
[00:04:19.500 --> 00:04:21.000]  他們就更加害怕
[00:04:21.000 --> 00:04:23.000]  在約書亞記的五章一節
[00:04:23.000 --> 00:04:26.000]  說加南人的心都消化了
[00:04:26.000 --> 00:04:29.000]  完全沒有膽氣
[00:04:29.000 --> 00:04:32.000]  所以他們將城門關閉
[00:04:32.000 --> 00:04:34.000]  非常嚴謹
[00:04:34.000 --> 00:04:36.000]  無人出入
[00:04:36.000 --> 00:04:39.000]  就是這個原因
[00:04:39.000 --> 00:04:44.000]  所以我們見到今天我會跟你說一共有四點
[00:04:44.000 --> 00:04:49.000]  怎樣我們是能夠克服我們生命當中的難題
[00:04:49.000 --> 00:04:52.000]  怎樣我們能夠走在神的旨意裡面
[00:04:52.000 --> 00:04:55.000]  第一點我們要記得
[00:04:55.000 --> 00:04:57.000]  如果我們站在神那邊
[00:04:57.000 --> 00:04:59.000]  我們就已經得勝
[00:04:59.000 --> 00:05:02.000]  如果我們站在神那邊我們已經得勝
[00:05:02.000 --> 00:05:05.000]  記不記得我上次跟大家說
[00:05:05.000 --> 00:05:08.000]  約書亞見到耶和華的元帥
[00:05:08.000 --> 00:05:10.000]  他就問耶和華的元帥
[00:05:10.000 --> 00:05:14.000]  你在我們那邊還是在我們敵人那邊
[00:05:14.000 --> 00:05:17.000]  耶和華的元帥說兩樣都不是
[00:05:17.000 --> 00:05:19.000]  我是在耶和華那邊
[00:05:19.000 --> 00:05:21.000]  我在神那邊
[00:05:21.000 --> 00:05:23.000]  所以我們要很小心
[00:05:23.000 --> 00:05:25.000]  我們要站在神那邊
[00:05:25.000 --> 00:05:27.000]  我們就已經得勝
[00:05:27.000 --> 00:05:31.000]  這個也是約書亞記的六章二節告訴我們
[00:05:31.000 --> 00:05:34.000]  耶和華曉諭約書亞說
[00:05:34.000 --> 00:05:38.000]  我已經把耶利哥和耶利哥的王
[00:05:38.000 --> 00:05:44.000]  並拜能的勇士都交在你的手中
[00:05:44.000 --> 00:05:50.000]  其實這裡是耶和華的元帥和約書亞說話
[00:05:50.000 --> 00:05:52.000]  我們怎麼知道
[00:05:52.000 --> 00:05:55.000]  聖經的元文是沒有分章的
[00:05:55.000 --> 00:05:59.000]  所以第五章和第六章是黏在一起
[00:05:59.000 --> 00:06:02.000]  剛剛第五章尾才說完
[00:06:02.000 --> 00:06:05.000]  約書亞見到耶和華的元帥
[00:06:05.000 --> 00:06:08.000]  耶和華的元帥叫他脫掉腳上的鞋
[00:06:08.000 --> 00:06:10.000]  要自結
[00:06:10.000 --> 00:06:12.000]  約書亞就服從命令
[00:06:12.000 --> 00:06:17.000]  六章的一節、二節、六章的頭開始
[00:06:17.000 --> 00:06:23.000]  耶和華的元帥就教約書亞怎樣攻打耶利哥城
[00:06:23.000 --> 00:06:25.000]  但是你說不是
[00:06:25.000 --> 00:06:27.000]  在約書亞記的六章二節
[00:06:27.000 --> 00:06:31.000]  明明說是耶和華曉諭約書亞
[00:06:31.000 --> 00:06:35.000]  不是說耶和華的元帥曉諭約書亞
[00:06:35.000 --> 00:06:40.000]  其實這裡和出埃及記的第三章很相似
[00:06:40.000 --> 00:06:42.000]  出埃及記的第三章
[00:06:42.000 --> 00:06:46.000]  摩西和耶和華會面
[00:06:46.000 --> 00:06:49.000]  耶和華在荊棘火焰裡面
[00:06:49.000 --> 00:06:51.000]  出埃及記的三章二節
[00:06:51.000 --> 00:06:56.000]  說耶和華的使者在荊棘火焰裡面
[00:06:56.000 --> 00:06:59.000]  但是出埃及記的三章四節
[00:06:59.000 --> 00:07:03.000]  耶和華神在荊棘火焰裡面呼叫出來
[00:07:03.000 --> 00:07:05.000]  和摩西說話
[00:07:05.000 --> 00:07:10.000]  有沒有見到耶和華的使者和耶和華的名字
[00:07:10.000 --> 00:07:12.000]  是能夠相替換
[00:07:12.000 --> 00:07:17.000]  也就是說耶和華的使者就是耶和華自己
[00:07:17.000 --> 00:07:19.000]  所以在約書亞記
[00:07:19.000 --> 00:07:22.000]  耶和華的元帥也是耶和華
[00:07:22.000 --> 00:07:28.000]  就是未到成肉身的耶穌基督在救約
[00:07:28.000 --> 00:07:30.000]  我剛才說
[00:07:30.000 --> 00:07:32.000]  如果我們站在神那邊
[00:07:32.000 --> 00:07:34.000]  我們已經得勝
[00:07:34.000 --> 00:07:38.000]  這個在約翰福音的十六章三十三節
[00:07:38.000 --> 00:07:42.000]  耶穌基督自己也是這樣告訴我們
[00:07:42.000 --> 00:07:44.000]  他說在世上你們有苦難
[00:07:44.000 --> 00:07:46.000]  但你們可以放心
[00:07:46.000 --> 00:07:49.000]  我已經勝了世界
[00:07:49.000 --> 00:07:51.000]  耶穌基督已經勝過世界
[00:07:51.000 --> 00:07:53.000]  你們不用害怕
[00:07:53.000 --> 00:07:56.000]  在約翰福音的十二章三十一節
[00:07:56.000 --> 00:08:00.000]  耶穌基督又說我已經戰勝撒旦
[00:08:00.000 --> 00:08:02.000]  他已經勝過這個世界
[00:08:02.000 --> 00:08:04.000]  已經勝過撒旦
[00:08:04.000 --> 00:08:08.000]  所以神和約書亞說
[00:08:08.000 --> 00:08:12.000]  我已經將耶利哥城交在你的手裡面
[00:08:12.000 --> 00:08:14.000]  你們不用害怕
[00:08:14.000 --> 00:08:16.000]  我們基督徒也是一樣
[00:08:16.000 --> 00:08:18.000]  當我們站在神那邊
[00:08:18.000 --> 00:08:20.000]  當我們走在祂的旨意裡面
[00:08:20.000 --> 00:08:22.000]  我們就已經得勝
[00:08:22.000 --> 00:08:26.000]  我們能夠克服我們生命當中的難題
[00:08:26.000 --> 00:08:31.000]  克服我們生命當中所有的困難
[00:08:31.000 --> 00:08:33.000]  第一點就是要站在神那邊
[00:08:33.000 --> 00:08:35.000]  我們已經得勝
[00:08:35.000 --> 00:08:36.000]  第二點
[00:08:36.000 --> 00:08:38.000]  我們要記得神的道路
[00:08:38.000 --> 00:08:42.000]  神的意念永遠是高過我們的道路
[00:08:42.000 --> 00:08:44.000]  高過我們的意念
[00:08:44.000 --> 00:08:46.000]  當神說
[00:08:46.000 --> 00:08:49.000]  我已經將耶利哥城交在你的手中
[00:08:49.000 --> 00:08:51.000]  約書亞可能以為
[00:08:51.000 --> 00:08:53.000]  祂要帶著兵馬
[00:08:53.000 --> 00:08:56.000]  用刀用槍去攻打耶利哥城
[00:08:56.000 --> 00:08:58.000]  但是不是的
[00:08:58.000 --> 00:09:01.000]  約書亞記的六章三至五節說
[00:09:01.000 --> 00:09:03.000]  你們一切兵丁
[00:09:03.000 --> 00:09:05.000]  要圍繞這城
[00:09:05.000 --> 00:09:07.000]  一天圍繞一次
[00:09:07.000 --> 00:09:09.000]  六天都要這樣行
[00:09:09.000 --> 00:09:12.000]  七個祭司要拿七個羊角
[00:09:12.000 --> 00:09:14.000]  走在若跪前
[00:09:14.000 --> 00:09:18.000]  到第七天你們要繞城七次
[00:09:18.000 --> 00:09:20.000]  祭司也要吹角
[00:09:20.000 --> 00:09:23.000]  他們吹的角聲拖長
[00:09:23.000 --> 00:09:25.000]  你們聽見角聲
[00:09:25.000 --> 00:09:27.000]  眾百姓大聲呼喊
[00:09:27.000 --> 00:09:29.000]  城牆就必塌陷
[00:09:29.000 --> 00:09:33.000]  你們各人要往前直上
[00:09:33.000 --> 00:09:36.000]  很多時候神給我們的命令
[00:09:36.000 --> 00:09:39.000]  我們都不容易明白
[00:09:39.000 --> 00:09:41.000]  我們都會用自己的智慧去想
[00:09:41.000 --> 00:09:45.000]  神究竟是什麼意思給我這樣的命令
[00:09:45.000 --> 00:09:48.000]  當我們不明白的時候怎麼辦
[00:09:48.000 --> 00:09:50.000]  我們就不去服從
[00:09:50.000 --> 00:09:53.000]  我們要明白我們才服從
[00:09:53.000 --> 00:09:55.000]  但是你看看那些以色列人
[00:09:55.000 --> 00:09:56.000]  他們沒有這樣做
[00:09:56.000 --> 00:09:58.000]  神叫他們圍繞這城
[00:09:58.000 --> 00:09:59.000]  他們就圍繞這城
[00:09:59.000 --> 00:10:01.000]  他們不問為什麼
[00:10:01.000 --> 00:10:05.000]  最後神就將耶利哥城賜給他們
[00:10:05.000 --> 00:10:09.000]  而在約書亞的五十五章九節說
[00:10:09.000 --> 00:10:11.000]  天怎讓高過地
[00:10:11.000 --> 00:10:14.000]  照讓我的道路高過你們的道路
[00:10:14.000 --> 00:10:17.000]  我的意念高過你們的意念
[00:10:17.000 --> 00:10:21.000]  神的道路 神的意念永遠高過我們
[00:10:21.000 --> 00:10:25.000]  就算我們不能夠完全明白祂的命令
[00:10:25.000 --> 00:10:29.000]  我們一樣是要服從
[00:10:29.000 --> 00:10:32.000]  你能不能想像一下
[00:10:32.000 --> 00:10:33.000]  你在約書亞
[00:10:33.000 --> 00:10:36.000]  你去跟你的官長士兵說
[00:10:36.000 --> 00:10:39.000]  我現在有個戰略了
[00:10:39.000 --> 00:10:41.000]  你們怎樣攻打耶利哥城呢
[00:10:41.000 --> 00:10:43.000]  每天圍繞它走一次
[00:10:43.000 --> 00:10:45.000]  六天都是這樣
[00:10:45.000 --> 00:10:48.000]  然後第七天圍繞七次
[00:10:48.000 --> 00:10:49.000]  大聲呼喊
[00:10:49.000 --> 00:10:52.000]  這個城牆就會倒塌了
[00:10:52.000 --> 00:10:54.000]  你能不能想像約書亞
[00:10:54.000 --> 00:10:56.000]  跟士兵這樣說的時候
[00:10:56.000 --> 00:10:58.000]  士兵怎樣想
[00:10:58.000 --> 00:11:01.000]  嘩 這個將軍不是瘋的
[00:11:01.000 --> 00:11:02.000]  是傻的
[00:11:02.000 --> 00:11:04.000]  神經一定有毛病
[00:11:04.000 --> 00:11:06.000]  怎會這樣攻打耶利哥城
[00:11:06.000 --> 00:11:10.000]  從來沒有人會這樣做
[00:11:10.000 --> 00:11:13.000]  為什麼有這麼奇怪的戰略
[00:11:13.000 --> 00:11:15.000]  但是要讓世人看到
[00:11:15.000 --> 00:11:17.000]  攻打耶利哥城
[00:11:17.000 --> 00:11:21.000]  絕對不是以色列人自己能夠做得到
[00:11:21.000 --> 00:11:23.000]  我剛才說了給你們聽
[00:11:23.000 --> 00:11:25.000]  耶利哥城是一個堡壘
[00:11:25.000 --> 00:11:28.000]  非常堅固
[00:11:28.000 --> 00:11:30.000]  怎樣攻打呢 兩個圍牆
[00:11:30.000 --> 00:11:32.000]  以色列人又沒有糧食
[00:11:32.000 --> 00:11:33.000]  剛剛出貨
[00:11:33.000 --> 00:11:34.000]  又沒有兵器
[00:11:34.000 --> 00:11:36.000]  又沒有受過訓練
[00:11:36.000 --> 00:11:39.000]  怎樣去攻打耶利哥城
[00:11:39.000 --> 00:11:42.000]  裡面還有巨人
[00:11:42.000 --> 00:11:43.000]  怎樣攻打
[00:11:43.000 --> 00:11:45.000]  沒有可能的
[00:11:45.000 --> 00:11:48.000]  所以神在約書亞記的六章二節說
[00:11:48.000 --> 00:11:52.000]  漢 我已經把耶利哥和耶利哥的王
[00:11:52.000 --> 00:11:56.000]  並拜能的勇士都交在你的手中
[00:11:56.000 --> 00:12:00.000]  他命令以色列人抬著的約跪
[00:12:00.000 --> 00:12:02.000]  在軍隊當中
[00:12:02.000 --> 00:12:05.000]  圍繞著耶利哥城走
[00:12:05.000 --> 00:12:08.000]  約跪就是代表神的同在
[00:12:08.000 --> 00:12:10.000]  當我們與神同在
[00:12:10.000 --> 00:12:12.000]  走在神那邊的時候
[00:12:12.000 --> 00:12:16.000]  我們已經得到勝利
[00:12:16.000 --> 00:12:18.000]  在你的生命當中
[00:12:18.000 --> 00:12:20.000]  神有沒有叫你做些事
[00:12:20.000 --> 00:12:22.000]  你認為是很不合理的
[00:12:22.000 --> 00:12:24.000]  但是神感動你去做
[00:12:24.000 --> 00:12:25.000]  有沒有呢
[00:12:25.000 --> 00:12:27.650]  你願不願意去服從他呢?
[00:12:27.650 --> 00:12:30.650]  你要知道神的道路、神的意念
[00:12:30.650 --> 00:12:33.650]  永遠是高過我們的意念、道路
[00:12:33.650 --> 00:12:36.650]  我們要服從
[00:12:36.650 --> 00:12:38.650]  除了我們要服從
[00:12:38.650 --> 00:12:41.650]  除了我們要走在神那邊
[00:12:41.650 --> 00:12:44.650]  還有第三點
[00:12:44.650 --> 00:12:46.650]  就是我們要記得
[00:12:46.650 --> 00:12:49.650]  要有堅強的信心
[00:12:49.650 --> 00:12:52.650]  圍繞敵人的城來行走
[00:12:52.650 --> 00:12:55.650]  不是一件容易的事,是很危險的
[00:12:55.650 --> 00:12:58.650]  敵人隨時可以衝出來
[00:12:58.650 --> 00:13:01.650]  敵人衝出來,你是保護他若貴呢?
[00:13:01.650 --> 00:13:03.650]  還是你保護祭司?
[00:13:03.650 --> 00:13:05.650]  祭司不會打的
[00:13:05.650 --> 00:13:07.650]  還是你自己自保?
[00:13:07.650 --> 00:13:10.650]  你想想,有多危險的事?
[00:13:10.650 --> 00:13:13.650]  但當約書亞告訴以色列人
[00:13:13.650 --> 00:13:16.650]  在約書亞記的六章六至七節
[00:13:16.650 --> 00:13:18.650]  應該怎麼做?
[00:13:18.650 --> 00:13:21.650]  在第八節,以色列人立刻服從
[00:13:21.650 --> 00:13:25.650]  毫無疑問、無條件地服從
[00:13:25.650 --> 00:13:28.650]  如果我們留意的話
[00:13:28.650 --> 00:13:31.650]  約書亞不是將全部的計劃
[00:13:31.650 --> 00:13:34.650]  告訴以色列人
[00:13:34.650 --> 00:13:37.650]  他是將每天要做的告訴他們
[00:13:37.650 --> 00:13:40.650]  第一天你圍繞一次
[00:13:40.650 --> 00:13:43.650]  第二天你圍繞第二次
[00:13:43.650 --> 00:13:46.650]  到了第七天,我想以色列人很開心
[00:13:46.650 --> 00:13:49.650]  今天可以攻打耶利哥城了
[00:13:49.650 --> 00:13:51.650]  他們會說,不是的
[00:13:51.650 --> 00:13:53.650]  你們今天不是圍繞一次
[00:13:53.650 --> 00:13:55.650]  你們今天要圍繞七次
[00:13:55.650 --> 00:14:00.650]  你想想,以色列人真的需要有很大的信心
[00:14:00.650 --> 00:14:04.650]  在書希伯來書的十一章三十節
[00:14:04.650 --> 00:14:08.650]  以色列人因著信圍繞耶利哥城七日
[00:14:08.650 --> 00:14:11.650]  城牆就倒塌了
[00:14:11.650 --> 00:14:14.650]  在新約希伯來書的十一章三十節
[00:14:14.650 --> 00:14:16.650]  同樣告訴他們
[00:14:16.650 --> 00:14:19.650]  以色列人圍繞耶利哥城七日
[00:14:19.650 --> 00:14:24.650]  大聲呼喊,城牆就倒塌了
[00:14:24.650 --> 00:14:27.650]  經文在希伯來書還說得很清楚
[00:14:27.650 --> 00:14:30.650]  是以色列人的信心
[00:14:30.650 --> 00:14:33.650]  以致耶利哥城倒塌了
[00:14:33.650 --> 00:14:35.650]  你說,哎呀!糟糕了
[00:14:35.650 --> 00:14:39.650]  聖經就是如此自相矛盾
[00:14:39.650 --> 00:14:43.650]  剛剛約書亞記六章二節才說什麼?
[00:14:43.650 --> 00:14:49.650]  耶和華雙手將耶利哥城給以色列人
[00:14:49.650 --> 00:14:51.650]  現在呢?
[00:14:51.650 --> 00:14:53.650]  希伯來書新約就說不是
[00:14:53.650 --> 00:14:55.650]  是以色列人的信心
[00:14:55.650 --> 00:14:58.650]  以致攻打到耶利哥城
[00:14:58.650 --> 00:15:02.650]  誰是對的?新約對還是舊約對?
[00:15:02.650 --> 00:15:06.650]  聖經有沒有?可不可以一致一點?
[00:15:06.650 --> 00:15:08.650]  其實兩樣都對的
[00:15:08.650 --> 00:15:11.650]  你說怎麼可能?
[00:15:11.650 --> 00:15:15.650]  就好像救贖也是一樣救恩
[00:15:15.650 --> 00:15:17.650]  是否神揀選我們?
[00:15:17.650 --> 00:15:18.650]  絕對是
[00:15:18.650 --> 00:15:21.650]  每個坐在這裡的基督徒都是神揀選
[00:15:21.650 --> 00:15:23.650]  是否我們揀選神?
[00:15:23.650 --> 00:15:25.650]  當然也是
[00:15:25.650 --> 00:15:26.650]  今天你看到兩位
[00:15:26.650 --> 00:15:28.650]  Jennifer和Peggy
[00:15:28.650 --> 00:15:30.650]  他們就是揀選神
[00:15:30.650 --> 00:15:33.650]  願意在眾人面前受洗
[00:15:33.650 --> 00:15:35.650]  是他們揀選神
[00:15:35.650 --> 00:15:38.650]  你說是神揀選我們就不是我們揀選神
[00:15:38.650 --> 00:15:41.650]  為什麼這麼矛盾?
[00:15:41.650 --> 00:15:45.650]  有個老牧師叫做Henry Ironside
[00:15:45.650 --> 00:15:48.650]  是我很喜歡的一位老牧師
[00:15:48.650 --> 00:15:52.650]  他對救贖有一個很有意思的解釋
[00:15:52.650 --> 00:15:54.650]  他說救贖就好像一個人
[00:15:54.650 --> 00:15:57.650]  走在走廊裡
[00:15:57.650 --> 00:16:01.650]  走到盡頭看到有一道門
[00:16:01.650 --> 00:16:04.650]  那道門上有一節經文
[00:16:04.650 --> 00:16:07.650]  是約翰福音十章九節
[00:16:07.650 --> 00:16:10.650]  耶穌基督說我是楊門
[00:16:10.650 --> 00:16:12.650]  任何人從這道門進來
[00:16:12.650 --> 00:16:14.650]  你一定能夠得救
[00:16:14.650 --> 00:16:16.650]  這個人說好
[00:16:16.650 --> 00:16:17.650]  我願意接受
[00:16:17.650 --> 00:16:20.650]  推開這道門就走進去了
[00:16:20.650 --> 00:16:23.650]  進去後他發覺有一張桌子
[00:16:23.650 --> 00:16:25.650]  桌子裡有個賢席
[00:16:25.650 --> 00:16:28.650]  賢席上有他的名字
[00:16:28.650 --> 00:16:31.650]  神一早就已經預備他會進來
[00:16:31.650 --> 00:16:33.650]  他轉頭再看
[00:16:33.650 --> 00:16:37.650]  門上有一節經文
[00:16:37.650 --> 00:16:39.650]  以筆所書的一章四節
[00:16:39.650 --> 00:16:42.650]  就如神從創立世界以前
[00:16:42.650 --> 00:16:46.650]  在基督裡揀選了你
[00:16:46.650 --> 00:16:48.650]  是否神揀選他?是
[00:16:48.650 --> 00:16:51.650]  是否他揀選神?都是
[00:16:51.650 --> 00:16:54.650]  他是有時間空間那一邊
[00:16:54.650 --> 00:16:58.650]  他是願意在某年某月某日
[00:16:58.650 --> 00:17:00.650]  缺志來相信神
[00:17:00.650 --> 00:17:03.650]  就像Jennifer和Peggy一樣
[00:17:03.650 --> 00:17:06.650]  願意缺志來接受神
[00:17:06.650 --> 00:17:08.650]  願意走進這道門
[00:17:08.650 --> 00:17:10.650]  是有時間空間那一邊
[00:17:10.650 --> 00:17:12.650]  進去之後
[00:17:12.650 --> 00:17:14.650]  是沒有時間空間
[00:17:14.650 --> 00:17:19.650]  他發覺神一早就已經揀選了他
[00:17:19.650 --> 00:17:21.650]  在創立世界以前
[00:17:21.650 --> 00:17:23.650]  已經揀選了他
[00:17:23.650 --> 00:17:26.650]  所以神一早就已經揀選了他
[00:17:26.650 --> 00:17:30.650]  走回來看看我們今天的經文
[00:17:30.650 --> 00:17:34.650]  是否神將耶利哥城賜給了以色列人?
[00:17:34.650 --> 00:17:36.650]  絕對是
[00:17:36.650 --> 00:17:38.650]  是否以色列人自己的信心
[00:17:38.650 --> 00:17:40.650]  憑信心得勝?
[00:17:40.650 --> 00:17:42.650]  也是
[00:17:42.650 --> 00:17:44.650]  完全沒有矛盾
[00:17:44.650 --> 00:17:47.650]  我告訴你信心是什麼?
[00:17:47.650 --> 00:17:51.650]  信心是相信神已經給了你的英雄
[00:17:51.650 --> 00:17:56.650]  信心是相信神已經給了你的英雄
[00:17:56.650 --> 00:17:58.650]  這就是信心
[00:17:58.650 --> 00:18:00.650]  在約翰一書的五章四節
[00:18:00.650 --> 00:18:02.650]  說:因為凡從神生的
[00:18:02.650 --> 00:18:04.650]  就勝過世界
[00:18:04.650 --> 00:18:06.650]  使我們勝了世界的
[00:18:06.650 --> 00:18:09.650]  就是我們的信心
[00:18:09.650 --> 00:18:11.650]  神一早就預定
[00:18:11.650 --> 00:18:13.650]  我們是從他而生
[00:18:13.650 --> 00:18:15.650]  我們是神的兒女
[00:18:15.650 --> 00:18:17.650]  神一早就揀選了我們
[00:18:17.650 --> 00:18:19.650]  使我們得勝
[00:18:19.650 --> 00:18:21.650]  但是如果我們真的
[00:18:21.650 --> 00:18:23.650]  服從他來得勝
[00:18:23.650 --> 00:18:25.650]  我們發覺
[00:18:25.650 --> 00:18:28.650]  原來這就表現出我們的信心
[00:18:28.650 --> 00:18:30.650]  約翰一書就給我們看到
[00:18:30.650 --> 00:18:33.650]  神揀選我們的信心
[00:18:33.650 --> 00:18:35.650]  是擺在一起
[00:18:35.650 --> 00:18:37.650]  是相提並論
[00:18:37.650 --> 00:18:39.650]  兩者都是正確
[00:18:39.650 --> 00:18:41.650]  完全沒有矛盾
[00:18:41.650 --> 00:18:44.650]  你願不願意依靠神的能力
[00:18:44.650 --> 00:18:46.650]  來服從神
[00:18:46.650 --> 00:18:49.650]  就算神叫你在你的敵人面前
[00:18:49.650 --> 00:18:51.650]  暴露出你的弱點
[00:18:51.650 --> 00:18:56.650]  你願不願意去服從呢
[00:18:56.650 --> 00:18:59.650]  除了我們需要有
[00:18:59.650 --> 00:19:01.650]  堅強的信心
[00:19:01.650 --> 00:19:02.650]  第四點
[00:19:02.650 --> 00:19:06.650]  我們需要有堅定的內心
[00:19:06.650 --> 00:19:08.650]  在約書亞記的六章十節
[00:19:08.650 --> 00:19:11.650]  經文說:約書亞吩咐八聖說
[00:19:11.650 --> 00:19:13.650]  你們不可呼喊
[00:19:13.650 --> 00:19:14.650]  不可出聲
[00:19:14.650 --> 00:19:19.650]  連一句話也不可出你們的口
[00:19:19.650 --> 00:19:21.650]  你能不能想像
[00:19:21.650 --> 00:19:23.650]  以色列人每一天圍繞
[00:19:23.650 --> 00:19:25.650]  耶利歌城來行走的時候
[00:19:25.650 --> 00:19:28.650]  那些加南人在做什麼
[00:19:28.650 --> 00:19:30.650]  他們可能走上城牆
[00:19:30.650 --> 00:19:32.650]  來觀看以色列人
[00:19:32.650 --> 00:19:34.650]  看他們怎麼樣
[00:19:34.650 --> 00:19:36.650]  第一天以色列人來到的時候
[00:19:36.650 --> 00:19:38.650]  他們說:大件事了
[00:19:38.650 --> 00:19:39.650]  末日到了
[00:19:39.650 --> 00:19:42.650]  他們真的來攻打我們了
[00:19:42.650 --> 00:19:44.650]  我們正在死
[00:19:44.650 --> 00:19:45.650]  但是他們看到
[00:19:45.650 --> 00:19:48.650]  以色列人圍繞著城牆走一圈
[00:19:48.650 --> 00:19:50.650]  就回家了
[00:19:50.650 --> 00:19:52.650]  回到他們自己的營地
[00:19:52.650 --> 00:19:54.650]  回到吉格那裡
[00:19:54.650 --> 00:19:56.650]  第二天他們又來了
