
[00:00:00.000 --> 00:00:03.000]  在開始靜悼之前,我們同心祈禱
[00:07:43.900 --> 00:07:47.700]  他們重新開始
[00:07:47.700 --> 00:07:52.900]  本月是預告
[00:07:52.900 --> 00:07:59.000]  神會將為以色列人做一件新事
[00:07:59.000 --> 00:08:01.900]  地點是埃及這個地方
[00:08:01.900 --> 00:08:05.100]  他們仍然是遺老的身份
[00:08:05.100 --> 00:08:09.400]  但神以主人的身份來宣告
[00:08:09.400 --> 00:08:12.800]  以色列人你自由了
[00:08:13.200 --> 00:08:15.900]  你不再受埃及的轄制
[00:08:15.900 --> 00:08:20.900]  你和舊有奴隸的身份一刀兩斷
[00:08:20.900 --> 00:08:23.300]  過往被迫害
[00:08:23.300 --> 00:08:24.700]  受迫迫
[00:08:24.700 --> 00:08:26.200]  任人魚肉
[00:08:26.200 --> 00:08:27.900]  不能夠掌控自己
[00:08:27.900 --> 00:08:29.900]  甚至被滅絕
[00:08:29.900 --> 00:08:32.400]  現在你們將要離開
[00:08:32.400 --> 00:08:34.200]  你們可以離開了
[00:08:34.200 --> 00:08:36.800]  向著應許之地奮進
[00:08:36.800 --> 00:08:39.100]  成為一個民族
[00:08:39.100 --> 00:08:40.900]  成為一個國家
[00:08:40.900 --> 00:08:44.800]  重新來掌控自己
[00:08:44.800 --> 00:08:48.000]  這是講到以色列人
[00:08:48.000 --> 00:08:53.000]  重新開始重啟歷史
[00:08:53.000 --> 00:08:59.800]  我們怎樣去計算我們的年齡?
[00:08:59.800 --> 00:09:07.800]  我們是用我們出生的年月日來計算
[00:09:07.800 --> 00:09:10.800]  我以前和爸爸聊天時
[00:09:10.800 --> 00:09:13.100]  我說你怎麼會這麼大?
[00:09:13.100 --> 00:09:14.800]  你1930年
[00:09:14.800 --> 00:09:16.600]  怎樣計算都計不到這個年齡
[00:09:16.600 --> 00:09:18.200]  他說虛零
[00:09:18.200 --> 00:09:21.800]  我現在都不明白什麼叫虛零
[00:09:21.800 --> 00:09:23.800]  我一年又計一年
[00:09:23.800 --> 00:09:25.200]  然後跨一年
[00:09:25.200 --> 00:09:26.500]  大三年
[00:09:26.500 --> 00:09:29.600]  這些到現在我都不明白
[00:09:29.600 --> 00:09:30.800]  但我們可以說
[00:09:30.800 --> 00:09:35.100]  就是以出生的年來作為計算
[00:09:35.100 --> 00:09:38.100]  我們可以跟以色列人說
[00:09:38.100 --> 00:09:38.900]  你自由了
[00:09:38.900 --> 00:09:41.500]  你重新來開始了
[00:09:41.500 --> 00:09:43.100]  這是新的開始
[00:09:43.100 --> 00:09:44.600]  從曆法來計算
[00:09:44.600 --> 00:09:47.700]  以本月為正月
[00:09:47.700 --> 00:09:49.700]  為一年之首
[00:09:49.700 --> 00:09:51.600]  以色列人的歷史
[00:09:51.600 --> 00:09:54.900]  重新來開始來計算
[00:09:54.900 --> 00:09:57.100]  重啟這個歷史
[00:09:57.100 --> 00:09:58.600]  今天
[00:09:58.600 --> 00:10:01.700]  無論是電話
[00:10:01.700 --> 00:10:04.800]  還是去影音的器材
[00:10:04.800 --> 00:10:06.100]  電腦
[00:10:06.100 --> 00:10:08.300]  當出現問題
[00:10:08.300 --> 00:10:10.300]  怎麼按都不動
[00:10:10.300 --> 00:10:11.900]  就好像我爸爸說的
[00:10:11.900 --> 00:10:13.700]  電腦壞了
[00:10:13.700 --> 00:10:17.500]  去到最後搞不定
[00:10:17.500 --> 00:10:18.700]  又怎樣?
[00:10:18.700 --> 00:10:22.000]  怎麼搞都搞不定
[00:10:22.000 --> 00:10:23.700]  電腦變輕了
[00:10:23.700 --> 00:10:24.900]  不動
[00:10:24.900 --> 00:10:27.500]  搞不定了
[00:10:27.500 --> 00:10:30.000]  用盡一切方法都做不到
[00:10:30.000 --> 00:10:31.500]  有什麼方法?
[00:10:31.500 --> 00:10:34.000]  有什麼方法?
[00:10:34.000 --> 00:10:36.000]  關機再開
[00:10:38.400 --> 00:10:39.200]  是不是?
[00:10:39.200 --> 00:10:42.200]  神跟以色列人說
[00:10:42.200 --> 00:10:44.100]  向埃及來說
[00:10:44.100 --> 00:10:46.500]  當時說的就是
[00:10:46.500 --> 00:10:49.400]  以色列人重新開始
[00:10:49.400 --> 00:10:52.000]  神不是說過就算了
[00:10:52.000 --> 00:10:53.200]  而是怎樣?
[00:10:53.200 --> 00:10:58.400]  是透過神宣告新的開始的時間
[00:10:58.400 --> 00:11:03.400]  來彰顯、宣告神的權能
[00:11:03.400 --> 00:11:05.600]  十災
[00:11:05.600 --> 00:11:07.600]  我們之前的九災
[00:11:08.800 --> 00:11:11.900]  去埃及的法老
[00:11:11.900 --> 00:11:14.400]  說讓人走又不走
[00:11:14.400 --> 00:11:16.600]  說放人又不放人
[00:11:16.600 --> 00:11:19.900]  去到世上災殺長子的時間
[00:11:19.900 --> 00:11:22.200]  他突顯了神的權能
[00:11:22.200 --> 00:11:25.200]  證明耶和華是傳遞的主
[00:11:25.200 --> 00:11:27.200]  耶和華神的權能
[00:11:27.200 --> 00:11:30.400]  是遠勝於埃及的法老
[00:11:30.400 --> 00:11:34.200]  那位高抬自己自比為神靈的那一位
[00:11:34.200 --> 00:11:37.100]  在神面前不值一曬
[00:11:37.300 --> 00:11:41.400]  埃及是一個信奉多神信仰的民族
[00:11:41.400 --> 00:11:47.100]  神在十二章十二節剛才所讀的經文裏面說
[00:11:47.100 --> 00:11:54.500]  祂說:又要敗壞埃及一切的神
[00:11:54.500 --> 00:11:57.000]  我是耶和華
[00:11:57.000 --> 00:12:03.600]  神要來到去完全解放埃及的操控
[00:12:03.600 --> 00:12:06.800]  神向以色列傳會中宣告
[00:12:07.000 --> 00:12:08.600]  他們自由了
[00:12:08.600 --> 00:12:11.400]  他們不屬於這裡
[00:12:11.400 --> 00:12:12.900]  他們自由了
[00:12:12.900 --> 00:12:15.600]  他們重新來出發
[00:12:15.600 --> 00:12:18.600]  邁向應許之地
[00:12:18.600 --> 00:12:23.800]  以本月為正月為一年之首
[00:12:23.800 --> 00:12:28.200]  同樣我們說重新來到開始的時間
[00:12:28.200 --> 00:12:32.200]  是為以色列人定位和導航
[00:12:32.200 --> 00:12:35.200]  以色列人知道自己是哪一個
[00:12:35.200 --> 00:12:37.200]  也是在哪一處
[00:12:37.200 --> 00:12:42.800]  同樣每一次我和兒子來到外面的時間
[00:12:42.800 --> 00:12:45.400]  他很開心地拿著電話
[00:12:45.400 --> 00:12:47.400]  他說:我知道的
[00:12:47.400 --> 00:12:49.400]  我問他在哪
[00:12:49.400 --> 00:12:50.600]  他仍然說不出來
[00:12:50.600 --> 00:12:52.400]  他拿著電話出來按按按
[00:12:52.400 --> 00:12:53.900]  嘩!上了Google
[00:12:53.900 --> 00:12:55.900]  上了地圖就知道了
[00:12:55.900 --> 00:12:58.100]  他說:那你在哪?
[00:12:58.100 --> 00:13:00.100]  他紅色的那一點
[00:13:00.100 --> 00:13:02.100]  就是我們了
[00:13:02.100 --> 00:13:04.100]  有一個GPS的系統
[00:13:04.100 --> 00:13:06.100]  衛星導航
[00:13:06.100 --> 00:13:07.400]  他說:在哪裏?
[00:13:07.400 --> 00:13:09.400]  我說:我們想去哪裏就去哪裏
[00:13:09.400 --> 00:13:10.700]  他說:嘟一嘟
[00:13:10.700 --> 00:13:12.300]  就在這裏
[00:13:12.300 --> 00:13:14.600]  我們去某個地方喫東西
[00:13:14.600 --> 00:13:16.600]  或者去某個地方玩
[00:13:16.600 --> 00:13:18.400]  那我怎樣去?
[00:13:18.400 --> 00:13:21.400]  他說:有一個叫做路向的
[00:13:21.400 --> 00:13:25.400]  按一下路線就帶我們去哪裏了
[00:13:25.400 --> 00:13:27.400]  每一次我按按
[00:13:27.400 --> 00:13:30.400]  但是越走越遠
[00:13:30.400 --> 00:13:31.400]  我說:當然了
[00:13:31.400 --> 00:13:34.000]  你將地圖倒轉看就越走越遠了
[00:13:34.800 --> 00:13:35.900]  我就說
[00:13:35.900 --> 00:13:38.900]  順利地去為以色列人說
[00:13:38.900 --> 00:13:42.900]  去以本月為正月為一年之首
[00:13:42.900 --> 00:13:46.100]  去重新來到一個開始的時間
[00:13:46.100 --> 00:13:49.900]  為到以色列人定位和導航
[00:13:49.900 --> 00:13:51.900]  對應今天的我們
[00:13:51.900 --> 00:13:57.900]  2018年還有兩天就成為歷史了
[00:14:03.400 --> 00:14:06.400]  憑著信心來到前行
[00:14:06.400 --> 00:14:10.400]  神的拯救和保守、看顧
[00:14:10.400 --> 00:14:14.400]  成為我們跨越困難的保證
[00:14:14.400 --> 00:14:16.400]  在過往的一年裏面
[00:14:16.400 --> 00:14:18.400]  成敗得失
[00:14:18.400 --> 00:14:20.400]  都已經成為過去
[00:14:20.400 --> 00:14:25.400]  這一切都成為歷史了
[00:14:25.400 --> 00:14:27.400]  我們每個人
[00:14:27.400 --> 00:14:29.400]  都活不過三天
[00:14:30.400 --> 00:14:33.400]  什麼活不過三天呢?
[00:14:33.400 --> 00:14:38.400]  我們說三天就是昨天、今天和明天
[00:14:38.400 --> 00:14:43.400]  昨天的高低起跌已經成為定局
[00:14:43.400 --> 00:14:46.400]  改變不了
[00:14:46.400 --> 00:14:50.400]  明天可能是風雨
[00:14:50.400 --> 00:14:52.400]  可能是陽光
[00:14:52.400 --> 00:14:54.400]  我們都不能夠掌控
[00:14:54.400 --> 00:14:56.400]  但是我們是怎樣呢?
[00:14:56.400 --> 00:14:59.400]  今天是我們能夠決定
[00:15:00.400 --> 00:15:04.400]  2018年裏面我們有很多巔峯的時刻
[00:15:04.400 --> 00:15:06.400]  這些不需要留戀
[00:15:06.400 --> 00:15:10.400]  這些光輝歲月終要過去
[00:15:10.400 --> 00:15:12.400]  正如有人說
[00:15:12.400 --> 00:15:14.400]  運動場上的世界紀錄
[00:15:14.400 --> 00:15:16.400]  是用來做什麼的?
[00:15:16.400 --> 00:15:18.400]  是用來打破的
[00:15:18.400 --> 00:15:24.400]  我們不要留戀在過去的光輝歲月裏面
[00:15:24.400 --> 00:15:26.400]  這些都過去了
[00:15:26.400 --> 00:15:29.400]  不要去停留
[00:15:29.400 --> 00:15:31.400]  但同時2018年裏面
[00:15:31.400 --> 00:15:34.400]  可能我們有失敗、跌倒過
[00:15:34.400 --> 00:15:37.400]  都不需要自怨自艾
[00:15:37.400 --> 00:15:40.400]  不需要對影自斂
[00:15:40.400 --> 00:15:42.400]  正如廣告裏面說
[00:15:42.400 --> 00:15:45.400]  希望在明天
[00:15:45.400 --> 00:15:46.400]  我們更加知道
[00:15:46.400 --> 00:15:48.400]  神掌管一切
[00:15:48.400 --> 00:15:50.400]  掌管明天
[00:15:50.400 --> 00:15:55.400]  同樣2018年還有兩天
[00:15:55.400 --> 00:15:56.400]  我們跟祂說
[00:15:56.400 --> 00:15:58.400]  Say Goodbye
[00:15:59.400 --> 00:16:02.400]  我們正在找現在眼前的機會
[00:16:02.400 --> 00:16:06.400]  我們重新開始再出發
[00:16:06.400 --> 00:16:13.400]  在今天的經文裏面
[00:16:13.400 --> 00:16:14.400]  第二點
[00:16:14.400 --> 00:16:16.400]  我想提出的
[00:16:16.400 --> 00:16:18.400]  就是神透過這段經文
[00:16:18.400 --> 00:16:23.400]  去說祂跟以色列有一個新的關係
[00:16:23.400 --> 00:16:25.400]  這個新的關係
[00:16:25.400 --> 00:16:27.400]  是一個蒙救贖
[00:16:27.400 --> 00:16:32.400]  但同時將自己的主權交出的關係
[00:16:32.400 --> 00:16:34.400]  我們看看
[00:16:34.400 --> 00:16:37.400]  11章4到7節的時間
[00:16:37.400 --> 00:16:39.400]  上一章的經文
[00:16:39.400 --> 00:16:44.400]  是神透過摩西來預告
[00:16:44.400 --> 00:16:49.400]  在半夜裏面出去埃及遍地
[00:16:49.400 --> 00:16:52.400]  埃及從寶座的法老
[00:16:52.400 --> 00:16:58.400]  直到去摩子後的婢女所有的長子
[00:16:58.400 --> 00:17:00.400]  以及一切投身的牲畜
[00:17:00.400 --> 00:17:02.400]  都必須要死
[00:17:02.400 --> 00:17:05.400]  埃及地有大哀號
[00:17:05.400 --> 00:17:06.400]  從前沒有這件事
[00:17:06.400 --> 00:17:08.400]  後來都沒有
[00:17:08.400 --> 00:17:09.400]  至於以色列人中
[00:17:09.400 --> 00:17:13.400]  無論是人、牲畜、連狗借去
[00:17:13.400 --> 00:17:16.400]  都不敢向他們饒舌
[00:17:16.400 --> 00:17:17.400]  好,叫你們知道
[00:17:17.400 --> 00:17:21.400]  耶和華是將埃及人和以色列人
[00:17:21.400 --> 00:17:23.400]  分別出來
[00:17:23.400 --> 00:17:25.400]  去講神預告
[00:17:25.400 --> 00:17:27.400]  會發生一件這樣的事
[00:17:27.400 --> 00:17:31.400]  凡是埃及地所有的投身的
[00:17:31.400 --> 00:17:33.400]  無論是人、無論是牲畜
[00:17:33.400 --> 00:17:35.400]  都必須死
[00:17:35.400 --> 00:17:41.400]  我們講
[00:17:41.400 --> 00:17:43.400]  然後再講
[00:17:43.400 --> 00:17:45.400]  如月節的
[00:17:45.400 --> 00:17:48.400]  要守如月節的吩咐
[00:17:48.400 --> 00:17:52.400]  如月節是講神的救贖
[00:17:52.400 --> 00:17:54.400]  是說滅命的天使
[00:17:54.400 --> 00:17:57.400]  來知道要越過
[00:17:57.400 --> 00:17:59.400]  但在越過的過程中
[00:17:59.400 --> 00:18:01.400]  是需要條件是什麼呢?
[00:18:01.400 --> 00:18:05.400]  以色列人要宰殺羊羔
[00:18:05.400 --> 00:18:11.400]  然後將血在門尾和門框
[00:18:11.400 --> 00:18:15.400]  即是說左右和門的頂部
[00:18:15.400 --> 00:18:19.400]  用血來留下一個記號
[00:18:19.400 --> 00:18:23.400]  這是一個重價的恩典
[00:18:23.400 --> 00:18:25.400]  血是代表生命
[00:18:25.400 --> 00:18:28.400]  血是一個恩典的記號
[00:18:28.400 --> 00:18:32.400]  是代替了被殺的定局
[00:18:32.400 --> 00:18:34.400]  以色列人不能夠被救贖
[00:18:34.400 --> 00:18:38.400]  是因為有所犧牲
[00:18:38.400 --> 00:18:45.400]  神說要來擊殺所有埃及投身
[00:18:45.400 --> 00:18:48.400]  但一個恩典的記號是什麼呢?
[00:18:48.400 --> 00:18:53.400]  是用血塗抹了的門
[00:18:53.400 --> 00:18:55.400]  神來越過
[00:18:55.400 --> 00:18:58.400]  是告訴滅命的天使
[00:18:58.400 --> 00:19:00.400]  要越過、跨越裡面的人
[00:19:00.400 --> 00:19:02.400]  得到救贖
[00:19:05.400 --> 00:19:08.400]  為何神要這樣做呢?
[00:19:08.400 --> 00:19:11.400]  是因為所有埃及投身的人
[00:19:11.400 --> 00:19:14.400]  都要來滅亡
[00:19:14.400 --> 00:19:19.400]  為何以色列人可以不死呢?
[00:19:19.400 --> 00:19:22.400]  以色列人所有的長子或投身的人
[00:19:22.400 --> 00:19:24.400]  都沒事呢?
[00:19:24.400 --> 00:19:27.400]  是因為這個恩典的記號
[00:19:27.400 --> 00:19:30.400]  但恩典的記號背後是什麼呢?
[00:19:30.400 --> 00:19:34.400]  是羊羔被宰殺
[00:19:34.400 --> 00:19:36.400]  犧牲了
[00:19:36.400 --> 00:19:39.400]  有沒有擊殺呢?
[00:19:39.400 --> 00:19:45.400]  有,不過我的羊羔代替了
[00:19:45.400 --> 00:19:47.400]  這個恩典的記號
[00:19:47.400 --> 00:19:50.400]  血是代表生命
[00:19:50.400 --> 00:19:56.400]  以色列人蒙受重價的救贖
[00:19:56.400 --> 00:20:00.400]  同時亦預表將來
[00:20:00.400 --> 00:20:04.400]  耶穌是一位如月節的羔羊
[00:20:04.400 --> 00:20:07.400]  我們說在四福音裡面
[00:20:07.400 --> 00:20:11.400]  耶穌自己也這樣說
[00:20:11.400 --> 00:20:14.400]  但在出埃及這個時間裡面
[00:20:14.400 --> 00:20:19.400]  我們說第十災和前面九災最大的分別
[00:20:19.400 --> 00:20:23.400]  是說到以色列人的參與
[00:20:23.400 --> 00:20:31.400]  門是揀羊,留下羊在十日,本月初十
[00:20:31.400 --> 00:20:34.400]  來按著副家取羊羔
[00:20:34.400 --> 00:20:38.400]  然後留到本月十四日
[00:20:38.400 --> 00:20:40.400]  在黃昏的時候
[00:20:40.400 --> 00:20:44.400]  就以色列人傳媒中把羊羔宰殺
[00:20:44.400 --> 00:20:46.400]  然後每個人,每個家庭
[00:20:46.400 --> 00:20:52.400]  就拿血塗在喫羊羔的房屋左右門框
[00:20:52.400 --> 00:20:55.400]  以及門尾上篤
[00:20:55.400 --> 00:21:03.400]  我們說這個是一個信心的考驗
[00:21:03.400 --> 00:21:07.400]  之前九災,以色列人都是被動的
[00:21:07.400 --> 00:21:10.400]  我們看到在埃及地
[00:21:10.400 --> 00:21:12.400]  很多蝗蟲
[00:21:12.400 --> 00:21:14.400]  很多青蛙
[00:21:14.400 --> 00:21:17.400]  又有蝨,又有黑暗之災
[00:21:17.400 --> 00:21:18.400]  又有冰雹
[00:21:18.400 --> 00:21:20.400]  我們歌山這個地方就什麼都沒有
[00:21:20.400 --> 00:21:22.400]  平安、太平、無事
[00:21:22.400 --> 00:21:26.400]  但他們只是被動的參與
[00:21:26.400 --> 00:21:29.400]  而去到今次第十二章裏面
[00:21:29.400 --> 00:21:32.400]  他們主動參與就是要體驗
[00:21:32.400 --> 00:21:36.400]  神的說話是怎樣成就
[00:21:36.400 --> 00:21:39.400]  面臨天使來到的時候
[00:21:39.400 --> 00:21:42.400]  全埃及的所有長子
[00:21:42.400 --> 00:21:46.400]  所有投生的生畜都要被滅
[00:21:46.400 --> 00:21:49.400]  但怎樣可以救贖自己
[00:21:49.400 --> 00:21:51.400]  就是宰殺羊羔
[00:21:51.400 --> 00:21:55.400]  然後把血塗在門框
[00:21:55.400 --> 00:21:56.400]  門尾上篤
[00:21:56.400 --> 00:22:00.400]  還要在家裏面喫羊羔
[00:22:00.400 --> 00:22:02.400]  不能出去
[00:22:02.400 --> 00:22:07.400]  以色列人是主動的來參與
[00:22:07.400 --> 00:22:11.400]  他們是要來體驗
[00:22:11.400 --> 00:22:16.400]  來經驗神的拯救和大能
[00:22:16.400 --> 00:22:21.400]  以色列人去到埃及已經四百年
[00:22:21.400 --> 00:22:24.400]  他們跟神之間的關係
[00:22:24.400 --> 00:22:28.400]  以前都是聽聞、口傳
[00:22:28.400 --> 00:22:31.400]  他們不認識耶和華
[00:22:31.400 --> 00:22:33.400]  我們所謂的不認識
[00:22:33.400 --> 00:22:36.400]  是一個沒有密切關係
[00:22:36.400 --> 00:22:38.400]  好像我們以前
[00:22:38.400 --> 00:22:42.400]  可能在我當中的弟兄姊妹
[00:22:42.400 --> 00:22:44.400]  甚至我們家人
[00:22:44.400 --> 00:22:48.400]  都是在基督教學校受教育
[00:22:48.400 --> 00:22:50.400]  不過聽了很多
[00:22:50.400 --> 00:22:52.400]  祖會崇拜參加很多
[00:22:52.400 --> 00:22:56.400]  不過基督信仰是怎樣呢?
[00:22:56.400 --> 00:22:58.400]  可能過門不入
[00:22:58.400 --> 00:23:00.400]  你還你,我還我
[00:23:00.400 --> 00:23:01.400]  聽了很多,不過是怎樣呢?
[00:23:01.400 --> 00:23:03.400]  沒有關係
[00:23:03.400 --> 00:23:05.400]  這只是一個頭腦上的知識
[00:23:05.400 --> 00:23:07.400]  一個書本上的記錄
[00:23:07.400 --> 00:23:09.400]  跟它沒有什麼關係
[00:23:09.400 --> 00:23:13.400]  以色列人在埃及住了這麼久
[00:23:13.400 --> 00:23:17.400]  代代相傳
[00:23:17.400 --> 00:23:20.400]  但可能這些字是什麼呢?
[00:23:20.400 --> 00:23:22.400]  一個字頭腦上的知識
