
[00:00:00.000 --> 00:00:03.340]  好,我們這次講到這個題目
[00:02:43.820 --> 00:02:45.600]  這樣來鄭重地講
[00:02:45.600 --> 00:02:46.600]  很小心地去講
[00:02:46.600 --> 00:02:50.140]  希望大家也是以神的道
[00:02:50.140 --> 00:02:51.420]  很小心地去聽
[00:02:51.420 --> 00:02:56.640]  經文是引用了十三章八節羅馬書
[00:02:56.640 --> 00:02:59.560]  我們讀一次好嗎?
[00:02:59.560 --> 00:03:04.120]  "凡事不可虧欠人"
[00:03:04.120 --> 00:03:09.100]  "唯有彼此相愛,要常以為虧欠"
[00:03:09.100 --> 00:03:13.220]  "因為愛人的,就完全了律法"
[00:03:13.220 --> 00:03:15.220]  羅馬書十三章八節
[00:03:15.220 --> 00:03:17.220]  這個虧欠
[00:03:17.220 --> 00:03:18.720]  我們大家都會不明白
[00:03:18.720 --> 00:03:19.900]  但是
[00:03:19.900 --> 00:03:22.860]  我們要講的惡習是什麼呢?
[00:03:22.860 --> 00:03:25.020]  就是一個很普遍
[00:03:25.020 --> 00:03:27.020]  但是全世界的人都很普遍
[00:03:27.020 --> 00:03:29.200]  不代表我們是否要接受
[00:03:29.200 --> 00:03:30.340]  很普遍
[00:03:30.340 --> 00:03:31.900]  但是如果不符合聖經真理的話
[00:03:31.900 --> 00:03:33.220]  我們也要改變過來
[00:03:33.220 --> 00:03:37.200]  是遲到的問題
[00:03:37.200 --> 00:03:38.940]  在美德那方面
[00:03:38.940 --> 00:03:40.500]  正面就是要守時
[00:03:40.500 --> 00:03:43.140]  我們不應該遲到的
[00:03:43.140 --> 00:03:44.860]  遲到我們大家都贊成
[00:03:44.860 --> 00:03:46.540]  應該是不對的
[00:03:46.540 --> 00:03:48.680]  我們應該要守時
[00:03:49.060 --> 00:03:52.460]  那麼聖經有沒有說過不可以遲到呢?
[00:03:52.460 --> 00:03:53.980]  有沒有說過要守時呢?
[00:03:53.980 --> 00:03:54.920]  沒有啊
[00:03:54.920 --> 00:03:56.180]  當然沒有了
[00:03:56.180 --> 00:03:58.380]  不過有很多的原則
[00:03:58.380 --> 00:03:59.820]  關乎這個問題
[00:03:59.820 --> 00:04:00.780]  我們可以看
[00:04:00.780 --> 00:04:01.500]  第一
[00:04:01.500 --> 00:04:04.100]  就是羅馬書十三章八節
[00:04:04.100 --> 00:04:11.460]  我們是以一個虧欠的角度去看
[00:04:11.460 --> 00:04:13.500]  有沒有虧欠別人呢?
[00:04:13.500 --> 00:04:15.700]  如果你的遲到
[00:04:15.700 --> 00:04:17.380]  是不用別人等你的
[00:04:17.900 --> 00:04:19.940]  是沒有虧欠別人的
[00:04:19.940 --> 00:04:21.020]  沒有虧欠別人
[00:04:21.020 --> 00:04:22.660]  譬如你坐火車
[00:04:22.660 --> 00:04:23.420]  你遲到
[00:04:23.420 --> 00:04:24.740]  火車我們知道是很出名的
[00:04:24.740 --> 00:04:25.700]  是不等人的
[00:04:25.700 --> 00:04:28.140]  時間正確的那一秒
[00:04:28.140 --> 00:04:29.220]  他就開的
[00:04:29.220 --> 00:04:31.860]  你去到哪裡他都不管你了
[00:04:31.860 --> 00:04:35.460]  那麼你就不守時遲到
[00:04:35.460 --> 00:04:38.580]  那麼你沒有虧欠了誰
[00:04:38.580 --> 00:04:40.380]  你考試遲到
[00:04:40.380 --> 00:04:41.940]  會給入的
[00:04:41.940 --> 00:04:43.740]  那麼你就少一點時間回答題目
[00:04:43.740 --> 00:04:46.020]  但是如果你遲了太多也不給入
[00:04:46.500 --> 00:04:50.140]  好像遲了二十分鐘還是半個小時也不給入
[00:04:50.140 --> 00:04:52.140]  如果真的遲了這麼多
[00:04:52.140 --> 00:04:53.980]  不給你入
[00:04:53.980 --> 00:04:55.420]  那麼你沒有虧欠誰
[00:04:55.420 --> 00:04:58.820]  你自己失去了一些利益或者權利
[00:04:58.820 --> 00:05:00.380]  但是如果你約了人
[00:05:00.380 --> 00:05:04.140]  約了一個或者多過一個
[00:05:04.140 --> 00:05:05.820]  你遲到
[00:05:05.820 --> 00:05:07.900]  就是要別人等你
[00:05:07.900 --> 00:05:10.140]  那麼你就虧欠了那個人了
[00:05:10.140 --> 00:05:13.580]  那麼為什麼你要遲到呢?
[00:05:13.580 --> 00:05:15.580]  為什麼不可以早一點到呢?
[00:05:17.140 --> 00:05:17.980]  那你說不是的
[00:05:17.980 --> 00:05:19.220]  本來我是想準時的
[00:05:19.220 --> 00:05:21.820]  不過因為有一些事情突然之間發生
[00:05:21.820 --> 00:05:22.860]  那麼耽誤了
[00:05:22.860 --> 00:05:24.020]  所以就遲到而已
[00:05:24.020 --> 00:05:24.540]  會的
[00:05:24.540 --> 00:05:25.060]  會有的
[00:05:25.060 --> 00:05:25.660]  我們知道
[00:05:25.660 --> 00:05:27.220]  但是
[00:05:27.220 --> 00:05:28.740]  是不是每次都這樣呢?
[00:05:28.740 --> 00:05:33.220]  如果你自己看回自己的生活習慣
[00:05:33.220 --> 00:05:35.340]  十次又超過一半
[00:05:35.340 --> 00:05:36.340]  很低的標準
[00:05:36.340 --> 00:05:39.340]  好像小學生考試那樣
[00:05:39.340 --> 00:05:41.620]  又超過一半的時間你都遲到的
[00:05:41.620 --> 00:05:43.340]  那你真的很有問題了
[00:05:43.340 --> 00:05:44.700]  因為這個遲到
[00:05:44.700 --> 00:05:46.540]  你是要另外的人等你
[00:05:46.540 --> 00:05:47.940]  你去虧欠了他
[00:05:47.940 --> 00:05:50.500]  聖經說我們不可以虧欠人的
[00:05:50.500 --> 00:05:53.020]  這是聖經的教導
[00:05:53.020 --> 00:05:53.900]  不可以虧欠人
[00:05:53.900 --> 00:05:55.860]  你遲到你就虧欠了那個人
[00:05:55.860 --> 00:05:56.700]  那應不應該呢?
[00:05:56.700 --> 00:05:57.540]  不應該
[00:05:57.540 --> 00:06:00.380]  那不應該就要改變過來
[00:06:00.380 --> 00:06:02.420]  怎麼改變呢?
[00:06:02.420 --> 00:06:03.740]  這裡說
[00:06:03.740 --> 00:06:07.500]  唯有彼此相愛
[00:06:07.500 --> 00:06:09.340]  要常而為虧欠
[00:06:09.340 --> 00:06:10.820]  就是說愛很重要
[00:06:10.820 --> 00:06:12.940]  耶穌當日很重點說
[00:06:13.100 --> 00:06:15.100]  要愛人如己
[00:06:15.100 --> 00:06:16.060]  是很重要的
[00:06:16.060 --> 00:06:18.340]  就是包含了很多的東西
[00:06:18.340 --> 00:06:19.180]  你放在這裡
[00:06:19.180 --> 00:06:21.020]  都會迎刃而解
[00:06:21.020 --> 00:06:23.540]  你如果愛那個人
[00:06:23.540 --> 00:06:26.020]  你就不會想他等你
[00:06:26.020 --> 00:06:28.060]  是不是?
[00:06:28.060 --> 00:06:30.100]  那你就會早點去
[00:06:30.100 --> 00:06:31.660]  你不想他等
[00:06:31.660 --> 00:06:34.100]  要常以為虧欠
[00:06:34.100 --> 00:06:34.940]  什麼意思呢?
[00:06:34.940 --> 00:06:36.620]  經常都覺得
[00:06:36.620 --> 00:06:37.420]  哎呀
[00:06:37.420 --> 00:06:38.060]  不好意思
[00:06:38.060 --> 00:06:39.180]  這樣虧欠了人的
[00:06:39.180 --> 00:06:40.100]  這樣是不好的
[00:06:40.100 --> 00:06:41.260]  這個心
[00:06:41.260 --> 00:06:42.740]  經常要在你自己裡面
[00:06:42.900 --> 00:06:43.900]  你約了人
[00:06:43.900 --> 00:06:44.900]  要他等
[00:06:44.900 --> 00:06:45.500]  我遲到
[00:06:45.500 --> 00:06:46.300]  是不好的
[00:06:46.300 --> 00:06:47.460]  這樣虧欠了他
[00:06:47.460 --> 00:06:48.300]  不應該的
[00:06:48.300 --> 00:06:49.060]  我要早點去
[00:06:49.060 --> 00:06:52.100]  要有這樣的心
[00:06:52.100 --> 00:06:52.820]  才是對的
[00:06:52.820 --> 00:06:53.900]  不是說
[00:06:53.900 --> 00:06:54.820]  我遲了
[00:06:54.820 --> 00:06:56.140]  我遲了就遲了
[00:06:56.140 --> 00:06:57.100]  嗯...
[00:06:57.100 --> 00:06:58.860]  人人都會遲的
[00:06:58.860 --> 00:07:00.700]  不是這樣的
[00:07:00.700 --> 00:07:02.020]  你遲
[00:07:02.020 --> 00:07:03.380]  你就要有一個心
[00:07:03.380 --> 00:07:05.140]  你知道你虧欠了人
[00:07:05.140 --> 00:07:06.140]  是不應該的
[00:07:06.140 --> 00:07:07.500]  你要有一個
[00:07:07.500 --> 00:07:08.860]  愧疚的心
[00:07:08.860 --> 00:07:10.860]  這樣虧欠了人是不對的
[00:07:10.860 --> 00:07:12.500]  在神的面前看
[00:07:12.500 --> 00:07:13.780]  這個也是不對的
[00:07:13.780 --> 00:07:14.740]  你要這樣
[00:07:14.740 --> 00:07:16.540]  這樣你就會慢慢改變
[00:07:16.540 --> 00:07:18.780]  你要有一個愛心
[00:07:18.780 --> 00:07:20.780]  愛其他的人
[00:07:20.780 --> 00:07:21.940]  為什麼要有人等呢?
[00:07:21.940 --> 00:07:24.140]  你有這個愛
[00:07:24.140 --> 00:07:25.740]  你就可以有一個動力
[00:07:25.740 --> 00:07:27.900]  去改變你自己
[00:07:27.900 --> 00:07:30.580]  那麼耶穌在另一個地方
[00:07:30.580 --> 00:07:31.420]  在《瑪俄福音》
[00:07:31.420 --> 00:07:33.660]  十章十八至十九節也講過
[00:07:33.660 --> 00:07:36.500]  "你為什麼稱呼我良善的夫子?"
[00:07:36.500 --> 00:07:38.260]  "除了神一位之外"
[00:07:38.260 --> 00:07:40.140]  "再沒有良善的了"
[00:07:40.140 --> 00:07:41.740]  "誡命你們是曉得的"
[00:07:41.740 --> 00:07:42.660]  "誡命"是什麼呢?
[00:07:42.660 --> 00:07:43.460]  "誡命"的母號
[00:07:43.460 --> 00:07:45.180]  "不可殺人"
[00:07:45.180 --> 00:07:46.380]  "不可姦淫"
[00:07:46.380 --> 00:07:47.620]  "不可偷渡"
[00:07:47.620 --> 00:07:49.060]  "不可作假見證"
[00:07:49.060 --> 00:07:50.500]  "不可虧負人"
[00:07:50.500 --> 00:07:51.700]  "當孝敬父母"
[00:07:51.700 --> 00:07:53.860]  你見不見到那幾個"不可"
[00:07:53.860 --> 00:07:54.820]  都是一些
[00:07:54.820 --> 00:07:56.940]  滔天大罪
[00:07:56.940 --> 00:08:01.340]  殺人、姦淫、偷渡、假見證
[00:08:01.340 --> 00:08:04.300]  你為什麼把這個"不可虧負人"
[00:08:04.300 --> 00:08:05.220]  放在這裡呢?
[00:08:05.220 --> 00:08:07.660]  這也挺嚴重的
[00:08:07.660 --> 00:08:10.660]  你虧負了人
[00:08:10.660 --> 00:08:12.500]  是一個很嚴重的問題
[00:08:12.500 --> 00:08:17.340]  所以從有沒有虧欠人、虧負人的角度去看
[00:08:17.340 --> 00:08:18.500]  我們要知道
[00:08:18.500 --> 00:08:22.900]  不守時遲到是不應該的
[00:08:22.900 --> 00:08:24.420]  要改變過來
[00:08:24.420 --> 00:08:26.860]  如果自己有這些問題
[00:08:26.860 --> 00:08:27.940]  要改變過來
[00:08:27.940 --> 00:08:29.740]  我們從另一個角度去看
[00:08:29.740 --> 00:08:31.380]  守約
[00:08:31.380 --> 00:08:32.980]  守約
[00:08:32.980 --> 00:08:36.580]  這個名堂在聖經裡面也很熟悉
[00:08:36.580 --> 00:08:38.860]  因為我們的神
[00:08:38.860 --> 00:08:39.900]  是一個什麼神呢?
[00:08:39.900 --> 00:08:41.300]  《靈驗禮記》說
[00:08:41.300 --> 00:08:43.380]  我們的神是至大至能
[00:08:43.380 --> 00:08:44.660]  至可畏的
[00:08:44.660 --> 00:08:47.900]  是守約思遲礙的神
[00:08:47.900 --> 00:08:51.500]  我們的神守約是很重要的
[00:08:51.500 --> 00:08:53.780]  神跟人立了很多約
[00:08:53.780 --> 00:08:56.220]  所有的約神都守的
[00:08:56.220 --> 00:08:57.940]  是人不守而已
[00:08:57.940 --> 00:09:01.140]  從聖經裡面很多記載的歷史
[00:09:01.140 --> 00:09:01.980]  我們知道
[00:09:01.980 --> 00:09:03.940]  是人不去守約而已
[00:09:03.940 --> 00:09:05.820]  神一定守他的約
[00:09:05.820 --> 00:09:08.460]  守約思遲礙
[00:09:08.460 --> 00:09:10.140]  因為如果神不守約
[00:09:10.140 --> 00:09:11.220]  你想一下有多嚴重
[00:09:11.220 --> 00:09:13.940]  神說答應了救我們
[00:09:13.940 --> 00:09:15.540]  到某個程度
[00:09:15.540 --> 00:09:16.140]  還是不要了
[00:09:16.140 --> 00:09:17.340]  你太頑皮不救了
[00:09:17.340 --> 00:09:19.780]  那怎麼辦呢?
[00:09:19.780 --> 00:09:21.820]  我們傳這個福音
[00:09:21.820 --> 00:09:22.980]  根據聖經
[00:09:22.980 --> 00:09:24.740]  我們感覺到很大的安慰
[00:09:24.740 --> 00:09:27.060]  就是神守約
[00:09:27.060 --> 00:09:30.180]  祂答應了拯救我們
[00:09:30.180 --> 00:09:31.500]  拯救到底
[00:09:31.500 --> 00:09:33.500]  這是神的聖情
[00:09:33.500 --> 00:09:35.180]  這個守約
[00:09:35.180 --> 00:09:37.900]  很出名在你讀舊約的時候
[00:09:37.900 --> 00:09:40.100]  以色列人出迦南地
[00:09:40.100 --> 00:09:43.580]  簽了一份不平等條約
[00:09:43.580 --> 00:09:45.060]  被人騙了
[00:09:45.060 --> 00:09:47.660]  約書亞進入迦南的時候
[00:09:47.660 --> 00:09:50.140]  有一個姓姬騙的人
[00:09:50.140 --> 00:09:51.700]  其實很近而已
[00:09:51.700 --> 00:09:52.740]  舉個例子
[00:09:52.740 --> 00:09:56.140]  譬如說在觀塘那邊
[00:09:56.140 --> 00:09:57.300]  過了這個山頭
[00:09:57.300 --> 00:09:58.220]  就是了
[00:09:58.220 --> 00:10:01.260]  他聽到以色列人來到的時候
[00:10:01.260 --> 00:10:01.900]  跑過來
[00:10:01.900 --> 00:10:05.660]  故意扮穿舊衣服和破鞋子
[00:10:05.660 --> 00:10:08.340]  就說我們很遠來的
[00:10:08.340 --> 00:10:11.500]  我們來到的衣服都穿得很舊和破了
[00:10:11.500 --> 00:10:13.580]  你跟我們簽個和約以後
[00:10:13.580 --> 00:10:15.020]  不要殺我們的人
[00:10:15.020 --> 00:10:16.460]  要善待我們
[00:10:16.460 --> 00:10:18.100]  他簽了
[00:10:18.100 --> 00:10:20.660]  簽了之後沒多久就發現
[00:10:20.660 --> 00:10:22.460]  你在山後面住而已
[00:10:22.460 --> 00:10:23.620]  你騙我
[00:10:23.620 --> 00:10:25.980]  簽了約怎麼辦呢?
[00:10:25.980 --> 00:10:28.420]  以色列人
[00:10:28.420 --> 00:10:29.860]  根據神的聖情
[00:10:29.860 --> 00:10:31.860]  簽了約就是簽了約
[00:10:31.860 --> 00:10:32.940]  就是要守
[00:10:33.300 --> 00:10:35.820]  就是誣殺他們
[00:10:35.820 --> 00:10:37.340]  兼且以後
[00:10:37.340 --> 00:10:41.300]  當他們被人攻打的時候
[00:10:41.300 --> 00:10:43.380]  以色列人去幫他們簽
[00:10:43.380 --> 00:10:45.740]  因為當日簽了這個約
[00:10:45.740 --> 00:10:47.140]  所以守約是很重要的
[00:10:47.140 --> 00:10:48.660]  我們約了人
[00:10:48.660 --> 00:10:50.020]  某一個時間到達
[00:10:50.020 --> 00:10:52.780]  你超過了那個時間還沒到
[00:10:52.780 --> 00:10:54.660]  你就是沒有遵守這個約
[00:10:54.660 --> 00:10:56.980]  約定了那個時間到的
[00:10:56.980 --> 00:10:58.340]  你沒有遵守
[00:10:58.340 --> 00:10:59.900]  就是遲到
[00:10:59.900 --> 00:11:01.780]  遲到就是沒有守這個約
[00:11:01.780 --> 00:11:04.260]  你說這件事一定會發生的
[00:11:04.260 --> 00:11:08.060]  偶然在不情願的情況下遲到怎麼辦呢?
[00:11:08.060 --> 00:11:09.780]  又是了
[00:11:09.780 --> 00:11:11.300]  我們看神體是內心
[00:11:11.300 --> 00:11:13.780]  你心裡面要感覺到
[00:11:13.780 --> 00:11:15.420]  不好意思,我遲到了
[00:11:15.420 --> 00:11:17.460]  但有些人不是
[00:11:17.460 --> 00:11:19.660]  有些人遲到就遲到了
[00:11:19.660 --> 00:11:20.940]  好像覺得沒什麼所謂
[00:11:20.940 --> 00:11:23.180]  這就是很重要的分別
[00:11:23.180 --> 00:11:25.620]  我們沒有遵守約定遲到
[00:11:25.620 --> 00:11:26.980]  是虧欠了別人
[00:11:26.980 --> 00:11:28.260]  是沒有守那個約
[00:11:28.260 --> 00:11:29.580]  我們是要致歉
[00:11:29.580 --> 00:11:31.420]  心裡面要有一個歉意
[00:11:31.420 --> 00:11:32.660]  感到不安心
[00:11:32.660 --> 00:11:34.300]  要向別人道歉
[00:11:34.300 --> 00:11:35.620]  不好意思,我遲了
[00:11:35.620 --> 00:11:36.980]  對不起,我遲到
[00:11:36.980 --> 00:11:38.260]  要是這樣子的
[00:11:38.260 --> 00:11:39.300]  這樣才對
[00:11:39.300 --> 00:11:42.660]  而不是來到的時候覺得
[00:11:42.660 --> 00:11:43.380]  哦
[00:11:43.380 --> 00:11:44.740]  遲了就遲了
[00:11:44.740 --> 00:11:46.660]  就是完全沒有反應
[00:11:46.660 --> 00:11:48.340]  心裡面被人覺得
[00:11:48.340 --> 00:11:49.940]  你好像沒有什麼歉意
[00:11:49.940 --> 00:11:51.580]  那就不好了
[00:11:51.580 --> 00:11:54.180]  但是我見過
[00:11:54.180 --> 00:11:55.500]  我想你也應該見過
[00:11:55.500 --> 00:11:56.380]  有些人
[00:11:56.380 --> 00:11:59.260]  你約他十次,他九次都不會遲到的
[00:11:59.740 --> 00:12:01.460]  那些是逢到必早的
[00:12:01.460 --> 00:12:02.740]  有些這樣的人
[00:12:02.740 --> 00:12:07.100]  所以如果有一次他真的趕不及來
[00:12:07.100 --> 00:12:08.340]  你就會知道
[00:12:08.340 --> 00:12:10.220]  他一定是有事的
[00:12:10.220 --> 00:12:11.540]  他不想的
[00:12:11.540 --> 00:12:13.660]  他來到也會說
[00:12:13.660 --> 00:12:14.500]  我們都殺光了
[00:12:14.500 --> 00:12:15.740]  不好意思,我遲到了
[00:12:15.740 --> 00:12:19.660]  這樣的心境和表現
[00:12:19.660 --> 00:12:20.780]  是應該的
[00:12:20.780 --> 00:12:22.300]  我們應該要這樣
[00:12:22.300 --> 00:12:25.820]  這才是守約的精神
[00:12:25.820 --> 00:12:27.820]  話說回來
[00:12:27.820 --> 00:12:30.180]  有些情況
[00:12:30.180 --> 00:12:32.140]  有些時候大家約了
[00:12:32.140 --> 00:12:33.420]  是講明會遲的
[00:12:33.420 --> 00:12:36.780]  是另作別論的
[00:12:36.780 --> 00:12:37.900]  譬如說約了幾次
[00:12:37.900 --> 00:12:39.980]  我會遲一點才來的
[00:12:39.980 --> 00:12:41.980]  大家吃飯的時候先吃著等
[00:12:41.980 --> 00:12:43.260]  或者先聊著
[00:12:43.260 --> 00:12:44.220]  那些是OK的
[00:12:44.220 --> 00:12:45.780]  因為你已經講明了
[00:12:45.780 --> 00:12:48.820]  你會比大家說的時間遲
[00:12:48.820 --> 00:12:50.420]  那就不算遲到
[00:12:50.420 --> 00:12:53.620]  所以有時候要避免遲到怎麼辦呢?
[00:12:53.620 --> 00:12:55.020]  你就跟你的朋友
[00:12:55.020 --> 00:12:56.580]  你約他的時候
[00:12:56.580 --> 00:12:57.660]  你想清楚了
[00:12:57.660 --> 00:12:59.980]  如果你自己真的會遲到
[00:12:59.980 --> 00:13:02.060]  你就打個底
[00:13:02.060 --> 00:13:03.060]  告訴他
[00:13:03.060 --> 00:13:04.620]  我可能會遲一點
[00:13:04.620 --> 00:13:06.300]  要來等,不好意思
[00:13:06.300 --> 00:13:07.660]  這樣就好一點
[00:13:07.660 --> 00:13:09.860]  要不然等你那個人很心急
[00:13:09.860 --> 00:13:12.460]  講明了那個人的時間會來
[00:13:12.460 --> 00:13:13.740]  為什麼他不來呢?
[00:13:13.740 --> 00:13:14.780]  你知道嗎?
[00:13:14.780 --> 00:13:15.940]  出於愛心
[00:13:15.940 --> 00:13:17.620]  他怕你有什麼意外
[00:13:17.620 --> 00:13:19.620]  現在有電話也好
[00:13:19.620 --> 00:13:21.260]  你可以WhatsApp通知他
[00:13:21.260 --> 00:13:22.220]  但是有些人
[00:13:22.220 --> 00:13:23.940]  現在的WhatsApp太多了
[00:13:23.940 --> 00:13:25.140]  不聽
[00:13:25.140 --> 00:13:26.140]  不看
[00:13:26.140 --> 00:13:27.380]  不回答
[00:13:27.780 --> 00:13:29.060]  糟了,約了他
[00:13:29.060 --> 00:13:30.260]  他還沒來
[00:13:30.260 --> 00:13:31.580]  怎麼辦呢?
[00:13:31.580 --> 00:13:33.300]  等你那個人很焦急
[00:13:33.300 --> 00:13:35.860]  所以這個虧欠人
[00:13:35.860 --> 00:13:37.100]  又不守約
[00:13:37.100 --> 00:13:38.860]  是很嚴重的問題
[00:13:38.860 --> 00:13:41.140]  我們要知道這個問題的嚴重性
[00:13:41.140 --> 00:13:41.860]  那要怎麼辦呢?
[00:13:41.860 --> 00:13:43.260]  要改
[00:13:43.260 --> 00:13:44.300]  改正過來
[00:13:44.300 --> 00:13:46.580]  說起來有些情況
[00:13:46.580 --> 00:13:48.820]  就是說明遲到
[00:13:48.820 --> 00:13:52.700]  現在我們星期三的查警班是很好的
[00:13:52.700 --> 00:13:54.220]  所以你們要犯
[00:13:54.220 --> 00:13:56.900]  是講明大家是容許遲到的
[00:13:57.700 --> 00:13:58.580]  就是說
[00:13:58.580 --> 00:14:00.260]  這個會忙一些
[00:14:00.260 --> 00:14:02.060]  這個早上會有什麼活動
[00:14:02.060 --> 00:14:04.180]  我們在雪公報是10點45分的
[00:14:04.180 --> 00:14:06.060]  但是預了大家會遲到
[00:14:06.060 --> 00:14:07.980]  也有另一個原因
[00:14:07.980 --> 00:14:09.260]  知不知道為什麼要這樣預呢?
[00:14:09.260 --> 00:14:14.420]  因為這個查警班已經有五六年的歷史了
[00:14:14.420 --> 00:14:15.140]  星期三
[00:14:15.140 --> 00:14:17.300]  最早期的時候沒有講明的
[00:14:17.300 --> 00:14:19.420]  沒有講明就預了大家準時的
[00:14:19.420 --> 00:14:20.740]  有一次我在家裡
[00:14:20.740 --> 00:14:24.220]  有些事情遲了幾個小時
[00:14:24.220 --> 00:14:26.140]  遲了三個小時
[00:14:26.140 --> 00:14:27.780]  那我回來是要一個小時的
[00:14:27.780 --> 00:14:29.580]  遲了三個小時下樓
[00:14:29.580 --> 00:14:30.300]  那糟糕了
[00:14:30.300 --> 00:14:31.700]  那我回去
[00:14:31.700 --> 00:14:33.020]  我就會遲了十五分鐘
[00:14:33.020 --> 00:14:34.500]  要人等
[00:14:34.500 --> 00:14:37.060]  那我就搭200元的士回來的
[00:14:37.060 --> 00:14:39.780]  200元的士半個小時回來
[00:14:39.780 --> 00:14:40.900]  那我做了三個節
[00:14:40.900 --> 00:14:42.980]  結果全部人都遲了三個節
[00:14:42.980 --> 00:14:47.020]  那我之後就跟大家說
[00:14:47.020 --> 00:14:47.820]  就是大家
[00:14:47.820 --> 00:14:49.380]  就是說清楚
[00:14:49.380 --> 00:14:51.500]  如果是大家會遲的
[00:14:51.500 --> 00:14:52.940]  那我就不用趕了
[00:14:52.940 --> 00:14:54.140]  我真的趕不及的時候
[00:14:54.140 --> 00:14:55.820]  我就遲一點
[00:14:56.620 --> 00:14:57.300]  你明不明白?
[00:14:57.300 --> 00:14:58.460]  如果不守時的時候
[00:14:58.460 --> 00:15:01.580]  就會導致有這樣的情況發生
[00:15:01.580 --> 00:15:03.700]  所以守約
[00:15:03.700 --> 00:15:04.460]  很重要的
[00:15:04.460 --> 00:15:05.780]  守約的精神
[00:15:05.780 --> 00:15:08.060]  放在我們守不守時的那一面
[00:15:08.060 --> 00:15:11.140]  另一個角度我們看愛惜光陰
[00:15:11.140 --> 00:15:12.580]  光陰
[00:15:12.580 --> 00:15:14.780]  我們經常教人要愛惜光陰
[00:15:14.780 --> 00:15:17.540]  我們每個人都很愛惜光陰的
[00:15:17.540 --> 00:15:19.580]  愛惜自己的光陰
[00:15:19.580 --> 00:15:22.420]  別人的光陰就不是你的
