
[00:00:00.000 --> 00:00:02.800]  那今天是敬老主日
[00:03:39.400 --> 00:03:40.400]  我們分了4個年齡牧區
[00:03:40.400 --> 00:03:43.400]  我們長青區就再降低10年
[00:03:43.400 --> 00:03:45.400]  其實55歲以上就叫長青區
[00:03:45.400 --> 00:03:47.400]  希望大家不要介意
[00:03:47.400 --> 00:03:51.400]  純粹是方便我們平均了一些工作量
[00:03:51.400 --> 00:03:55.400]  即是每個童工都要牧養一班弟兄姊妹
[00:03:55.400 --> 00:03:57.400]  這幅相大家應該知道在哪裏
[00:03:57.400 --> 00:03:59.400]  在我們金禧特刊就見到的
[00:03:59.400 --> 00:04:01.400]  如果沒有的話一會兒出去拿回來
[00:04:01.400 --> 00:04:04.400]  我們有兩版才放得完長青區的面孔
[00:04:04.400 --> 00:04:06.400]  知不知道大家加起來有多少人呢
[00:04:06.400 --> 00:04:08.400]  回到教會
[00:04:08.400 --> 00:04:10.400]  經常聚會的會拍照的
[00:04:10.400 --> 00:04:12.400]  放在這裏有123個
[00:04:12.400 --> 00:04:14.400]  123個長者
[00:04:14.400 --> 00:04:16.400]  55歲以上
[00:04:16.400 --> 00:04:18.400]  其實有些40多歲的都納進去
[00:04:18.400 --> 00:04:19.400]  不要介意
[00:04:19.400 --> 00:04:21.400]  即是你40多歲的都放進長青區
[00:04:21.400 --> 00:04:22.400]  因為你很獨特
[00:04:22.400 --> 00:04:24.400]  你很有心在服務長青區
[00:04:24.400 --> 00:04:26.400]  所以就放在裏面
[00:04:26.400 --> 00:04:27.400]  有兩個就知道了
[00:04:27.400 --> 00:04:29.400]  我不說哪幾個了
[00:04:29.400 --> 00:04:30.400]  有什麼就問我吧
[00:04:30.400 --> 00:04:32.400]  為甚麼要放進長青區
[00:04:32.400 --> 00:04:34.400]  因為你們在長青區服務得很好
[00:04:34.400 --> 00:04:36.400]  所以就放在裏面
[00:04:36.400 --> 00:04:39.400]  我做了長青區區長之後
[00:04:39.400 --> 00:04:41.400]  看回我們全部的紀錄
[00:04:41.400 --> 00:04:43.400]  很感恩
[00:04:43.400 --> 00:04:45.400]  我們教會原來有大約78個會友
[00:04:45.400 --> 00:04:47.400]  是經常回來聚會的
[00:04:47.400 --> 00:04:49.400]  我講長青區65歲以上
[00:04:49.400 --> 00:04:51.400]  就算不是會友也有54個
[00:04:51.400 --> 00:04:53.400]  即是有一百三十人
[00:04:53.400 --> 00:04:54.400]  都經常在我們教會
[00:04:54.400 --> 00:04:56.400]  可能每個月一次最少
[00:04:56.400 --> 00:04:57.400]  回來我們有些崇拜
[00:04:57.400 --> 00:05:00.400]  不經常出席的就有14個
[00:05:00.400 --> 00:05:02.400]  我們都會去探望他們的會友
[00:05:02.400 --> 00:05:04.400]  有些是游離份子
[00:05:04.400 --> 00:05:06.400]  所以我夠膽講
[00:05:06.400 --> 00:05:09.400]  其實我們長青區出席教會崇拜和團契
[00:05:09.400 --> 00:05:11.400]  是非常穩定
[00:05:11.400 --> 00:05:13.400]  和比率可能比另外
[00:05:13.400 --> 00:05:16.400]  兒童青少年和長青區都偏高
[00:05:16.400 --> 00:05:17.400]  雖然我沒有這樣統計過
[00:05:17.400 --> 00:05:19.400]  不過我觀察我都相信
[00:05:19.400 --> 00:05:20.400]  我們長青區是頗穩定的
[00:05:20.400 --> 00:05:22.400]  出席我們的教會聚會崇拜
[00:05:22.400 --> 00:05:24.400]  這個就是我們教會的情況
[00:05:24.400 --> 00:05:29.400]  都回到我們今天的講道
[00:05:29.400 --> 00:05:34.400]  其實世界的人又怎麼看我們的長者呢
[00:05:34.400 --> 00:05:38.400]  這個世界怎麼看老人家呢
[00:05:38.400 --> 00:05:40.400]  可能大家一想又會想起
[00:05:40.400 --> 00:05:42.400]  特別是香港
[00:05:42.400 --> 00:05:46.400]  是一個以經濟為主角度的一個城市
[00:05:46.400 --> 00:05:48.400]  衡量一個人的價值
[00:05:48.400 --> 00:05:50.400]  可能會透過他的經濟
[00:05:50.400 --> 00:05:51.400]  名譽
[00:05:51.400 --> 00:05:53.400]  學歷來衡量
[00:05:53.400 --> 00:05:55.400]  如果這個人已經沒有工作能力
[00:05:55.400 --> 00:05:56.400]  沒有學識
[00:05:56.400 --> 00:05:57.400]  又貧窮
[00:05:57.400 --> 00:05:58.400]  年老多病
[00:05:58.400 --> 00:05:59.400]  那又怎樣呢
[00:05:59.400 --> 00:06:01.400]  都是沒什麼價值的
[00:06:01.400 --> 00:06:03.400]  被藐視甚至不尊重
[00:06:03.400 --> 00:06:05.400]  不單止香港
[00:06:05.400 --> 00:06:06.400]  我們中國政府
[00:06:06.400 --> 00:06:08.400]  我們國內都有一些情況
[00:06:08.400 --> 00:06:10.400]  最近這幾個月
[00:06:10.400 --> 00:06:12.400]  聽到中國有一個立法
[00:06:12.400 --> 00:06:17.400]  規定子女要定期回去探望自己的老人家
[00:06:17.400 --> 00:06:19.400]  獨居的長者
[00:06:19.400 --> 00:06:20.400]  聽到這個立法
[00:06:20.400 --> 00:06:22.400]  你覺得應該要這樣做
[00:06:22.400 --> 00:06:24.400]  還是有點心酸
[00:06:24.400 --> 00:06:27.400]  要用法律來控制子女
[00:06:27.400 --> 00:06:30.400]  要回去探望自己家裡的老人家
[00:06:30.400 --> 00:06:31.400]  這個情況反映了
[00:06:31.400 --> 00:06:33.400]  我們國內的老化問題
[00:06:33.400 --> 00:06:36.400]  和空巢老人的問題相當嚴重
[00:06:36.400 --> 00:06:38.400]  有些人
[00:06:38.400 --> 00:06:39.400]  這個不是影射任何人
[00:06:39.400 --> 00:06:42.400]  不過我見到有些現象出現
[00:06:42.400 --> 00:06:44.400]  可能家裡有兩個老人家
[00:06:44.400 --> 00:06:45.400]  照顧不來
[00:06:45.400 --> 00:06:46.400]  那怎樣呢
[00:06:46.400 --> 00:06:48.400]  就請他們進老人院
[00:06:48.400 --> 00:06:49.400]  方便照顧
[00:06:49.400 --> 00:06:51.400]  如果家裡有小孩出生
[00:06:51.400 --> 00:06:52.400]  那怎樣呢
[00:06:52.400 --> 00:06:53.400]  不行了
[00:06:53.400 --> 00:06:54.400]  要買一間大一點的房子
[00:06:54.400 --> 00:06:57.400]  請多一個家庭去照顧他
[00:06:57.400 --> 00:06:58.400]  都無可厚非的
[00:06:58.400 --> 00:07:00.400]  我不是批評這些動作
[00:07:00.400 --> 00:07:03.400]  不過原來這樣有個現象出現
[00:07:03.400 --> 00:07:04.400]  都反映了
[00:07:04.400 --> 00:07:09.400]  好像人的眼光會看重一些新生命
[00:07:09.400 --> 00:07:12.400]  或者老人家好像會輕視一點
[00:07:12.400 --> 00:07:14.400]  每一個公司角度都是
[00:07:14.400 --> 00:07:15.400]  如果你是老闆
[00:07:15.400 --> 00:07:18.400]  你公司現在生意不景
[00:07:18.400 --> 00:07:19.400]  經濟處度差
[00:07:19.400 --> 00:07:20.400]  又要裁員
[00:07:20.400 --> 00:07:21.400]  你會怎樣做
[00:07:21.400 --> 00:07:24.400]  那你老闆第一批要裁的那些是哪些
[00:07:24.400 --> 00:07:27.400]  裁那些沒有生產力的
[00:07:27.400 --> 00:07:28.400]  年紀最大的
[00:07:28.400 --> 00:07:29.400]  年資最高的那些
[00:07:29.400 --> 00:07:31.400]  就可能先裁了他
[00:07:31.400 --> 00:07:33.400]  因為又要給很多人工
[00:07:33.400 --> 00:07:34.400]  又沒有生產力
[00:07:34.400 --> 00:07:36.400]  那就沒什麼作用
[00:07:36.400 --> 00:07:37.400]  的確是這樣
[00:07:37.400 --> 00:07:39.400]  人是會衰老的
[00:07:39.400 --> 00:07:42.400]  人是有生老病死
[00:07:42.400 --> 00:07:44.400]  每個人都會年紀大
[00:07:44.400 --> 00:07:45.400]  年紀大又怎樣
[00:07:45.400 --> 00:07:47.400]  機器壞
[00:07:47.400 --> 00:07:49.400]  好像那個廣告那樣
[00:07:49.400 --> 00:07:50.400]  那對夫婦過馬路
[00:07:50.400 --> 00:07:52.400]  長跑冠軍來的
[00:07:52.400 --> 00:07:54.400]  你中學生的時候
[00:07:54.400 --> 00:07:55.400]  現在已經不是了
[00:07:55.400 --> 00:07:56.400]  你要拿擺獎了
[00:07:56.400 --> 00:07:58.400]  以前記性很強
[00:07:58.400 --> 00:07:59.400]  什麼都記得
[00:07:59.400 --> 00:08:01.400]  現在好像腦退化那樣
[00:08:01.400 --> 00:08:03.400]  轉眼就忘記了一些東西
[00:08:03.400 --> 00:08:05.400]  或者我以前眼力耳力很靈
[00:08:05.400 --> 00:08:06.400]  很遠都聽到
[00:08:06.400 --> 00:08:07.400]  很遠都看到
[00:08:07.400 --> 00:08:08.400]  現在眼又矇
[00:08:08.400 --> 00:08:09.400]  耳又聾
[00:08:09.400 --> 00:08:12.400]  手腳震啊震啊那樣
[00:08:12.400 --> 00:08:13.400]  經常腳軟
[00:08:13.400 --> 00:08:15.400]  就算你以前叱吒風雲
[00:08:15.400 --> 00:08:17.400]  是大律師大醫生
[00:08:17.400 --> 00:08:18.400]  到你退休之後
[00:08:18.400 --> 00:08:19.400]  再沒有工作機會
[00:08:19.400 --> 00:08:21.400]  就算再想做工
[00:08:21.400 --> 00:08:22.400]  都可能沒有人請你
[00:08:22.400 --> 00:08:23.400]  反過來
[00:08:23.400 --> 00:08:25.400]  一代新人換舊人
[00:08:25.400 --> 00:08:26.400]  老就是老
[00:08:26.400 --> 00:08:27.400]  不能夠否認
[00:08:27.400 --> 00:08:28.400]  在世人眼中
[00:08:28.400 --> 00:08:30.400]  老人家就好像沒有作為
[00:08:30.400 --> 00:08:31.400]  沒有作用那樣
[00:08:31.400 --> 00:08:34.400]  甚至不是世人這樣看老人家
[00:08:34.400 --> 00:08:36.400]  可能長者自己都看自己
[00:08:36.400 --> 00:08:37.400]  都是這樣覺得
[00:08:37.400 --> 00:08:38.400]  唉 我沒有價值了
[00:08:38.400 --> 00:08:40.400]  我對社會沒有貢獻了
[00:08:40.400 --> 00:08:42.400]  我成為家人的婦女了
[00:08:42.400 --> 00:08:43.400]  自怨自憐
[00:08:43.400 --> 00:08:45.400]  覺得人生毫無意義
[00:08:45.400 --> 00:08:46.400]  唉 早死早著了
[00:08:46.400 --> 00:08:48.400]  不要再拖累家人了這樣
[00:08:48.400 --> 00:08:49.400]  我們來探讀居長者
[00:08:49.400 --> 00:08:50.400]  老人家都是這樣說的
[00:08:50.400 --> 00:08:55.400]  他都是戴著幽默的口吻
[00:08:55.400 --> 00:08:56.400]  這樣說的
[00:08:56.400 --> 00:08:59.400]  唉 整天都痛
[00:08:59.400 --> 00:09:01.400]  不如早點回天父家那裡
[00:09:01.400 --> 00:09:02.400]  不要在這裏獻世了
[00:09:02.400 --> 00:09:04.400]  妨礙地球轉
[00:09:04.400 --> 00:09:07.400]  雖然他都是笑著這樣說
[00:09:07.400 --> 00:09:09.400]  但心裏面其實都有一種悲涼
[00:09:09.400 --> 00:09:14.400]  或者很看不起自己的心
[00:09:14.400 --> 00:09:16.400]  但我想告訴大家
[00:09:16.400 --> 00:09:20.400]  我們的聖經不是這樣看的
[00:09:20.400 --> 00:09:21.400]  我們基督教的人觀
[00:09:21.400 --> 00:09:24.400]  不是這樣看老人家的
[00:09:24.400 --> 00:09:26.400]  為甚麼呢
[00:09:26.400 --> 00:09:28.400]  我們一起看三段創世的經文
[00:09:28.400 --> 00:09:30.400]  第一段在一章26至27節
[00:09:30.400 --> 00:09:31.400]  我請大家一起幫我讀
[00:09:31.400 --> 00:09:32.400]  1 2 3
[00:09:32.400 --> 00:09:55.400]  神說我們要照著
[00:09:55.400 --> 00:09:57.400]  大家留意紅色的字
[00:09:57.400 --> 00:10:00.400]  樣式形象
[00:10:00.400 --> 00:10:01.400]  還有兩段經文一起讀
[00:10:01.400 --> 00:10:03.400]  創世紀五章一至二節
[00:10:03.400 --> 00:10:06.400]  亞當的後代記在下面
[00:10:06.400 --> 00:10:08.400]  當神做人的日子
[00:10:08.400 --> 00:10:11.400]  是照著自己的樣式做的
[00:10:11.400 --> 00:10:13.400]  並且做男做女
[00:10:13.400 --> 00:10:15.400]  在他們被做的日子
[00:10:15.400 --> 00:10:17.400]  神賜福給他們
[00:10:17.400 --> 00:10:19.400]  稱他們為人
[00:10:19.400 --> 00:10:20.400]  九章五至六節
[00:10:20.400 --> 00:10:22.400]  流你們血的
[00:10:22.400 --> 00:10:23.400]  害你們命的
[00:10:23.400 --> 00:10:25.400]  無論是獸是人
[00:10:25.400 --> 00:10:27.400]  我必討他的罪
[00:10:27.400 --> 00:10:31.400]  就算向國人的弟兄也是如此
[00:10:31.400 --> 00:10:32.400]  凡流人血的
[00:10:32.400 --> 00:10:35.400]  他的血也必被人所流
[00:10:35.400 --> 00:10:36.400]  因為神做人
[00:10:36.400 --> 00:10:40.400]  是照著自己的形象做的
[00:10:40.400 --> 00:10:42.400]  這裡時間關係
[00:10:42.400 --> 00:10:43.400]  不可能很詳細解釋經文
[00:10:43.400 --> 00:10:45.400]  不過一看就看到
[00:10:45.400 --> 00:10:48.400]  當上帝用六日創造這個世界的時候
[00:10:48.400 --> 00:10:49.400]  即是有很多生物
[00:10:49.400 --> 00:10:50.400]  天地
[00:10:50.400 --> 00:10:52.400]  海裡的魚
[00:10:52.400 --> 00:10:54.400]  空中的飛鳥等等
[00:10:54.400 --> 00:10:57.400]  當祂做人的時候是怎樣的呢?
[00:10:57.400 --> 00:10:59.400]  祂說人呢
[00:10:59.400 --> 00:11:01.400]  是按照我的形象
[00:11:01.400 --> 00:11:02.400]  我的樣式去做的
[00:11:02.400 --> 00:11:04.400]  所以那些貓貓狗狗
[00:11:04.400 --> 00:11:05.400]  都是神所創造的
[00:11:05.400 --> 00:11:07.400]  但是人是特別一點的
[00:11:07.400 --> 00:11:08.400]  是按照神的形象
[00:11:08.400 --> 00:11:09.400]  樣式做人
[00:11:09.400 --> 00:11:11.400]  在二十七節重複兩次
[00:11:11.400 --> 00:11:13.400]  按照自己的形象做人
[00:11:13.400 --> 00:11:15.400]  做男做女
[00:11:15.400 --> 00:11:17.400]  在五章一節
[00:11:17.400 --> 00:11:19.400]  什麼叫做人呢?
[00:11:19.400 --> 00:11:21.400]  人除了是上帝所創造的
[00:11:21.400 --> 00:11:23.400]  創造物之一之外
[00:11:23.400 --> 00:11:25.400]  人的定義就是
[00:11:25.400 --> 00:11:27.400]  按照神的樣式去做
[00:11:27.400 --> 00:11:28.400]  就叫做人
[00:11:28.400 --> 00:11:29.400]  人的定義就是
[00:11:29.400 --> 00:11:31.400]  按照神的樣式去做
[00:11:31.400 --> 00:11:32.400]  就叫做人
[00:11:32.400 --> 00:11:34.400]  在九章五至六節更加說
[00:11:34.400 --> 00:11:35.400]  無論是獸士人
[00:11:35.400 --> 00:11:38.400]  如果流了人生命的血
[00:11:38.400 --> 00:11:39.400]  神要懲罰他們
[00:11:39.400 --> 00:11:40.400]  為什麼呢?
[00:11:40.400 --> 00:11:43.400]  因為神做人是按照自己的形象做的
[00:11:43.400 --> 00:11:45.400]  什麼叫做形象?
[00:11:45.400 --> 00:11:47.400]  什麼叫做樣式呢?
[00:11:47.400 --> 00:11:49.400]  形象Image
[00:11:49.400 --> 00:11:51.400]  背後的意思就是
[00:11:51.400 --> 00:11:53.400]  他有神的特質
[00:11:53.400 --> 00:11:56.400]  人的生命是有神的本質
[00:11:56.400 --> 00:11:58.400]  樣式即是Likeness
[00:11:58.400 --> 00:11:59.400]  即是似神
[00:11:59.400 --> 00:12:00.400]  有神的模樣
[00:12:00.400 --> 00:12:02.400]  就好像神
[00:12:02.400 --> 00:12:03.400]  我們似神什麼呢?
[00:12:03.400 --> 00:12:04.400]  是不是似神有眼耳口鼻
[00:12:04.400 --> 00:12:05.400]  有手有腳
[00:12:05.400 --> 00:12:07.400]  我們樣子都好像耶穌
[00:12:07.400 --> 00:12:09.400]  不是說外表
[00:12:09.400 --> 00:12:10.400]  是說你的內涵
[00:12:10.400 --> 00:12:11.400]  你的內在
[00:12:11.400 --> 00:12:13.400]  我們有神的本質
[00:12:13.400 --> 00:12:14.400]  我們的神是怎樣的?
[00:12:14.400 --> 00:12:16.400]  我們的神是聖潔的
[00:12:16.400 --> 00:12:17.400]  是公義的
[00:12:17.400 --> 00:12:18.400]  是尊榮的
[00:12:18.400 --> 00:12:19.400]  是有愛的
[00:12:19.400 --> 00:12:21.400]  所以你會在人的生命當中
[00:12:21.400 --> 00:12:22.400]  你會見到什麼呢?
[00:12:22.400 --> 00:12:25.400]  你見到人都有那份的尊嚴
[00:12:25.400 --> 00:12:26.400]  那份的美善
[00:12:26.400 --> 00:12:27.400]  那份的愛
[00:12:27.400 --> 00:12:30.400]  那份的尊榮
[00:12:30.400 --> 00:12:34.400]  所以人都是有價值
[00:12:34.400 --> 00:12:36.400]  而價值不是因為他做了多少東西
[00:12:36.400 --> 00:12:38.400]  或者他有什麼能力
[00:12:38.400 --> 00:12:41.400]  而是因為他有神的形象
[00:12:41.400 --> 00:12:46.400]  這是一個很重要的神學的人觀
[00:12:46.400 --> 00:12:48.400]  最近我太太在讀書
[00:12:48.400 --> 00:12:50.400]  所以我們多了很多討論
[00:12:50.400 --> 00:12:52.400]  希望我再講很多次
[00:12:52.400 --> 00:12:53.400]  希望大家不要覺得沉
[00:12:53.400 --> 00:12:55.400]  用一個簡單的例子
[00:12:55.400 --> 00:12:58.400]  我前幾個月看新聞透視
[00:12:58.400 --> 00:13:00.400]  有些爸爸媽媽的國內
[00:13:00.400 --> 00:13:01.400]  你知道國內一系政策
[00:13:01.400 --> 00:13:03.400]  生一些嬰兒可能要求很高
[00:13:03.400 --> 00:13:05.400]  如果生了一個嬰兒
[00:13:05.400 --> 00:13:07.400]  有一個嬰兒就是這樣
[00:13:07.400 --> 00:13:08.400]  腦癱了
[00:13:08.400 --> 00:13:09.400]  就是凹了
[00:13:09.400 --> 00:13:11.400]  只有三分一的功能
[00:13:11.400 --> 00:13:14.400]  這個嬰兒就成為了一個棄嬰
[00:13:14.400 --> 00:13:18.400]  他父母就很殘忍地扔在街上
[00:13:18.400 --> 00:13:20.400]  有一間基督教的孤兒院就收留了他
[00:13:20.400 --> 00:13:22.400]  當記者去到那間孤兒院
[00:13:22.400 --> 00:13:24.400]  發覺原來這個孤兒院
[00:13:24.400 --> 00:13:26.400]  全部收留了四肢不全的
[00:13:26.400 --> 00:13:28.400]  或者眼耳口鼻沒有了一截的
[00:13:28.400 --> 00:13:30.400]  或者腦有問題的
[00:13:30.400 --> 00:13:32.400]  智障的就收留了那些人
[00:13:32.400 --> 00:13:34.400]  在那些人的父母
[00:13:34.400 --> 00:13:36.400]  可能都不知道可不可以叫他父母
[00:13:36.400 --> 00:13:38.400]  眼中他生了什麼
[00:13:38.400 --> 00:13:39.400]  都是廢物
[00:13:39.400 --> 00:13:41.400]  都沒有眼耳口鼻
[00:13:41.400 --> 00:13:42.400]  或者手腳不全
[00:13:42.400 --> 00:13:43.400]  智力都不正常
[00:13:43.400 --> 00:13:45.400]  不要他了
[00:13:45.400 --> 00:13:47.400]  讓人收留他
[00:13:47.400 --> 00:13:49.400]  或者自生自滅
[00:13:49.400 --> 00:13:51.400]  但原來記者說
[00:13:51.400 --> 00:13:53.400]  在這些情況
[00:13:53.400 --> 00:13:55.400]  每年發生的當然是數以千萬計
[00:13:55.400 --> 00:13:58.400]  原來很多人就是這樣去看人
[00:13:58.400 --> 00:14:00.400]  連自己骨肉都是這樣看
[00:14:00.400 --> 00:14:02.400]  但是創造生命的主
[00:14:02.400 --> 00:14:04.400]  他不是這樣看
[00:14:04.400 --> 00:14:06.400]  我們的主不會創造廢物的
[00:14:06.400 --> 00:14:07.400]  不會的
[00:14:07.400 --> 00:14:08.400]  他是完美的主
[00:14:08.400 --> 00:14:09.400]  他所創造的一切
[00:14:09.400 --> 00:14:11.400]  都是有意義的
[00:14:11.400 --> 00:14:13.400]  我們賦予了生命給人
[00:14:13.400 --> 00:14:15.400]  每個人的定義是什麼
[00:14:15.400 --> 00:14:17.400]  就是有神的形象
[00:14:17.400 --> 00:14:19.400]  我們人是似神的
[00:14:19.400 --> 00:14:20.400]  我們有神的樣式
[00:14:20.400 --> 00:14:21.400]  不是只外表
[00:14:21.400 --> 00:14:22.400]  眼耳口鼻
[00:14:22.400 --> 00:14:24.400]  四肢健全這麼簡單
[00:14:24.400 --> 00:14:26.400]  而是我們有神的特質
[00:14:26.400 --> 00:14:28.400]  我們有神的內涵
[00:14:28.400 --> 00:14:29.400]  是什麼
[00:14:29.400 --> 00:14:31.400]  我們每個人都有神的美善
[00:14:31.400 --> 00:14:32.400]  尊榮
[00:14:32.400 --> 00:14:33.400]  有神的靈性
[00:14:33.400 --> 00:14:35.400]  在我們生命裡面
[00:14:35.400 --> 00:14:37.400]  這些就是為什麼我們和人
[00:14:37.400 --> 00:14:38.400]  為什麼我們和猴子
[00:14:38.400 --> 00:14:40.400]  和貓和狗不同
[00:14:40.400 --> 00:14:42.400]  因為我們有神的靈在我們當中
[00:14:42.400 --> 00:14:44.400]  這個就是人的定義
[00:14:44.400 --> 00:14:46.400]  所以無論是BB
[00:14:46.400 --> 00:14:48.400]  無論是老人家
[00:14:48.400 --> 00:14:50.400]  無論是智障的人士
[00:14:50.400 --> 00:14:52.400]  或者你IQ聰明到爆棚
[00:14:52.400 --> 00:14:54.400]  或者你是
[00:14:54.400 --> 00:14:56.400]  樣子不漂亮在人的眼中
[00:14:56.400 --> 00:14:58.400]  或者你很漂亮
[00:14:58.400 --> 00:15:00.400]  人人都當你是香港小姐
[00:15:00.400 --> 00:15:02.400]  但是在神的眼中
[00:15:02.400 --> 00:15:04.400]  我們每個人都是有價值
[00:15:04.400 --> 00:15:06.400]  都是有神的形象
[00:15:06.400 --> 00:15:08.400]  不因為你沒有功的能力
[00:15:08.400 --> 00:15:09.400]  你就不是人
