
[00:00:00.000 --> 00:00:08.000]  感謝您的恩典,讓我們有這麼美麗的星期天可以一起來聚集敬拜主
[00:04:21.000 --> 00:04:27.000]  兩條重要的支柱,他抱著那兩條支柱,那間屋就塌了
[00:04:27.000 --> 00:04:30.000]  支柱很重要,那兩條支柱
[00:04:30.000 --> 00:04:35.000]  他塌下來的時候,死了三千人
[00:04:35.000 --> 00:04:40.000]  所以那間廟挺大的,也是靠兩條支柱
[00:04:40.000 --> 00:04:46.000]  所羅門建了聖殿的時候,也用了很多木材來做支柱
[00:04:46.000 --> 00:04:50.000]  這裡提到有七根柱子
[00:04:50.000 --> 00:04:57.000]  一間屋有七根柱子的話,我相信是一間很大的屋
[00:04:57.000 --> 00:05:04.000]  並且七在聖經裡面,其實是代表一個完美的數字
[00:05:04.000 --> 00:05:10.000]  剛才我們提到上帝創造了世界,也有七位的空間
[00:05:10.000 --> 00:05:15.000]  第二到第三節,我們看到智慧建造了房屋之後
[00:05:15.000 --> 00:05:19.000]  弄好了桌子,又預備好了筵席
[00:05:19.000 --> 00:05:28.000]  佳餚美酒之後,才派僕人出去請人來享受他預備好的豐富筵席,佳餚美酒
[00:05:28.000 --> 00:05:35.000]  我們留意到智慧的僕人是去到城裡面最高的地方來呼喊
[00:05:35.000 --> 00:05:41.000]  邀請那些人不是他的親朋戚友
[00:05:41.000 --> 00:05:47.000]  而是無知的人和愚蠢的人來參加這個筵席
[00:05:47.000 --> 00:05:54.000]  無知可以說是缺少知識,愚蠢就可能不是很用思想的人
[00:05:54.000 --> 00:06:03.000]  第六節呼籲這些人要遠離無知的人而存活,要走智慧的路
[00:06:03.000 --> 00:06:06.000]  我相信智慧是勸導人的
[00:06:06.000 --> 00:06:10.000]  我們交朋結友真的要小心來選擇朋友
[00:06:10.000 --> 00:06:16.000]  有時無知的人結交了一些無知的人,其實他自己也不知道的
[00:06:16.000 --> 00:06:26.000]  不過智慧邀請那些無知的人來參加智慧的盛宴
[00:06:26.000 --> 00:06:30.000]  即是智慧沒有嫌棄那些無知的人
[00:06:30.000 --> 00:06:35.000]  很願意和他們結交,邀請他們來參加盛宴
[00:06:35.000 --> 00:06:39.000]  幫助他們脫離無知
[00:06:39.000 --> 00:06:47.000]  我們也同時留意到智慧沒有邀請傲慢人或狂傲人
[00:06:47.000 --> 00:06:54.000]  萬人狂傲人都是一些自以為善,自以為是,出現狂傲
[00:06:54.000 --> 00:06:59.000]  藐視上帝,不願意受教的人
[00:06:59.000 --> 00:07:04.000]  第七節提到禮藥糾正傲慢人的過錯,就是自招凌辱
[00:07:04.000 --> 00:07:10.000]  所以智慧沒有邀請這些人來參加盛宴
[00:07:10.000 --> 00:07:16.000]  我們先來思想一下這段經文對我們現代人的意義
[00:07:16.000 --> 00:07:20.000]  上星期我已經在第八章提到
[00:07:20.000 --> 00:07:26.000]  智慧其實是指未成肉身到世上來的道
[00:07:26.000 --> 00:07:32.000]  後來這位充滿智慧的道成為肉身到世上來了
[00:07:32.000 --> 00:07:34.000]  就是主耶穌
[00:07:34.000 --> 00:07:40.000]  主耶穌來到世上的時候,祂建造的房屋就是天國
[00:07:40.000 --> 00:07:45.000]  所以主耶穌一出來傳道的時候,就說天國近遼
[00:07:45.000 --> 00:07:50.000]  然後祂到處傳道,呼召門徒來跟隨祂
[00:07:50.000 --> 00:07:56.000]  在主耶穌還沒回來之前,天國還沒完全降臨之前
[00:07:56.000 --> 00:08:03.000]  教會也可以說是主耶穌所建造的房屋
[00:08:27.000 --> 00:08:33.000]  此外,其實主耶穌說了另外一個天國的比喻
[00:08:33.000 --> 00:08:35.000]  就是喜宴的比喻
[00:08:35.000 --> 00:08:39.000]  是記載在《馬太福音》第二十二章
[00:08:39.000 --> 00:08:43.000]  在《馬太福音》二十二章第二節就說
[00:08:43.000 --> 00:08:48.000]  天國好比一個王為自己的兒子預備婚宴
[00:08:48.000 --> 00:08:51.000]  但是故事繼續說下去的時候
[00:08:51.000 --> 00:08:55.000]  原來祂邀請很多人,他們都不肯來參加
[00:08:55.000 --> 00:09:00.000]  於是天國的王就做了一件事,他吩咐僕人
[00:09:00.000 --> 00:09:06.000]  現在你們去大街上,把碰到的人都請來赴宴
[00:09:06.000 --> 00:09:11.000]  其實被請來赴宴的人本來都是無知的人
[00:09:11.000 --> 00:09:14.000]  因為他們不認識天國的王
[00:09:14.000 --> 00:09:16.000]  在這一方面他們是無知的
[00:09:16.000 --> 00:09:22.000]  但是他們都被邀請來參加天國的王的筵席
[00:09:22.000 --> 00:09:27.000]  就是和天國的王去建立關係
[00:09:27.000 --> 00:09:30.000]  我們現在信主的人
[00:09:30.000 --> 00:09:36.000]  有沒有和主耶穌建立一個美好的關係呢?
[00:09:36.000 --> 00:09:39.000]  和主耶穌建立美好的關係
[00:09:39.000 --> 00:09:42.000]  除了信福音之外
[00:09:42.000 --> 00:09:47.000]  其實我們還要活出神的聖潔生活
[00:09:47.000 --> 00:09:52.000]  聽說現在在國內流行一種福音叫「恩典福音」
[00:09:52.000 --> 00:09:56.000]  是受一位牧師叫平若新牧師的影響
[00:09:56.000 --> 00:09:59.000]  「恩典福音」就是說我們憑恩典得救
[00:09:59.000 --> 00:10:02.000]  無論如何上帝都是這麼愛我們
[00:10:02.000 --> 00:10:06.000]  因此我們信了主之後不必再認罪
[00:10:06.000 --> 00:10:08.000]  這是他強調的地方
[00:10:08.000 --> 00:10:10.000]  你一個人一生一世認了罪一次
[00:10:10.000 --> 00:10:12.000]  你成為上帝,你就可以了
[00:10:12.000 --> 00:10:14.000]  以後不用再認罪了
[00:10:14.000 --> 00:10:18.000]  如果再認罪的話就變成了律法主義
[00:10:18.000 --> 00:10:21.000]  是另一種福音
[00:10:21.000 --> 00:10:24.000]  其實這種過份強調恩典的說法
[00:10:24.000 --> 00:10:28.000]  只不過是「一次得救,永遠得救」的另一個版本
[00:10:28.000 --> 00:10:30.000]  他們強調得救
[00:10:30.000 --> 00:10:37.000]  卻完全忽略了基督徒其實是要活出聖潔的生活
[00:10:37.000 --> 00:10:39.000]  我曾經寫了一本大約一萬字的文章
[00:10:39.000 --> 00:10:42.000]  批評「一次得救,永遠得救」的理論
[00:10:42.000 --> 00:10:45.000]  從《釋經》的角度去解釋
[00:10:45.000 --> 00:10:49.000]  如果你未曾看過或想看
[00:10:49.000 --> 00:10:51.000]  散會後茶醉時來找我
[00:10:51.000 --> 00:10:54.000]  我好像還有一兩本可以送給你
[00:10:54.000 --> 00:11:00.000]  我鼓勵未信主的人要來享受天國的美食
[00:11:00.000 --> 00:11:05.000]  其實人生一切的豐盛都在天國裏面
[00:11:05.000 --> 00:11:09.000]  而天國的主人很樂意邀請你
[00:11:09.000 --> 00:11:13.000]  參加他為你預備的盛宴
[00:11:13.000 --> 00:11:17.000]  接著我們要思想第七節至第十二節
[00:11:17.000 --> 00:11:21.000]  這六節的《聖經》還可以分為兩段
[00:11:21.000 --> 00:11:26.000]  七節至九節是教我們要跟人建立關係的時候
[00:11:26.000 --> 00:11:28.000]  就要小心了
[00:11:28.000 --> 00:11:31.000]  要小心選擇我們的朋友
[00:11:31.000 --> 00:11:35.000]  第十節至十二節再一次講明
[00:11:35.000 --> 00:11:40.000]  和上帝建立好關係所帶來的益處
[00:11:40.000 --> 00:11:43.000]  我們先看第七節至第九節
[00:11:43.000 --> 00:11:45.000]  其實這裏有三節經文
[00:11:45.000 --> 00:11:48.000]  我覺得將它變成兩節
[00:11:48.000 --> 00:11:54.000]  可以更容易看到這裏是比較一些
[00:11:54.000 --> 00:11:58.000]  即是將傲慢人和明智人做一個比較
[00:11:58.000 --> 00:12:00.000]  怎樣變成兩節呢?
[00:12:00.000 --> 00:12:02.000]  我就列一個表出來
[00:12:02.000 --> 00:12:08.000]  左邊就是講那些傲慢人
[00:12:08.000 --> 00:12:10.000]  你若糾正傲慢人的過錯
[00:12:10.000 --> 00:12:12.000]  就是自招凌辱
[00:12:12.000 --> 00:12:15.000]  你想責備邪惡人
[00:12:15.000 --> 00:12:18.000]  無疑傷害自己
[00:12:18.000 --> 00:12:22.000]  結論就是不要指責傲慢人的錯處
[00:12:22.000 --> 00:12:24.000]  因為他會恨你
[00:12:24.000 --> 00:12:29.000]  而右邊就是由第八節下半節到第九節
[00:12:29.000 --> 00:12:32.000]  你若指教明智的人他會尊重你
[00:12:32.000 --> 00:12:35.000]  指教明智的人會使他更加明智
[00:12:35.000 --> 00:12:43.000]  結論就是指導正直的人會使他增長學問
[00:12:43.000 --> 00:12:46.000]  這裏雖然只是提出了兩類人
[00:12:46.000 --> 00:12:49.000]  傲慢人和明智人做一個對比
[00:12:49.000 --> 00:12:54.000]  但目的是教導我們要小心選擇朋友
[00:12:54.000 --> 00:12:59.000]  和怎樣與人建立關係
[00:12:59.000 --> 00:13:04.000]  從第七節的句子結構來看
[00:13:04.000 --> 00:13:09.000]  可以說是用了一種典型的猶太人文學的格式
[00:13:09.000 --> 00:13:15.000]  一般的專家稱之為平衡對偶
[00:13:15.000 --> 00:13:20.000]  平衡對偶的句子有時是同義有時是反義
[00:13:20.000 --> 00:13:24.000]  我用第七節做一個例子來給大家看看
[00:13:24.000 --> 00:13:27.000]  甚麼是同義平衡對偶
[00:13:27.000 --> 00:13:29.000]  在第七節經文裏說
[00:13:29.000 --> 00:13:32.000]  你糾正傲慢人的過錯就是自招凌辱
[00:13:32.000 --> 00:13:35.000]  責備邪惡人就是無意傷害自己
[00:13:35.000 --> 00:13:38.000]  我們可以看到糾正就等於責備
[00:13:38.000 --> 00:13:43.000]  第一句糾正就等於下面那句責備
[00:13:43.000 --> 00:13:47.000]  然後自招凌辱就是傷害自己
[00:13:47.000 --> 00:13:50.000]  所以我們可以說
[00:13:50.000 --> 00:13:55.000]  這裡說的傲慢人就等於邪惡人
[00:13:55.000 --> 00:14:01.000]  傲慢人和邪惡人都一定是不敬畏
[00:14:01.000 --> 00:14:04.000]  不敬畏上帝的人
[00:14:04.000 --> 00:14:09.000]  有智慧懂得敬畏上帝的人
[00:14:09.000 --> 00:14:14.000]  會不會與傲慢人和邪惡人做朋友呢
[00:14:14.000 --> 00:14:18.000]  應該可以說是不適宜
[00:14:18.000 --> 00:14:21.000]  不適宜與他們做朋友
[00:14:21.000 --> 00:14:24.000]  其實在詩篇第一篇
[00:14:24.000 --> 00:14:27.000]  那篇也是一篇自慰詩
[00:14:27.000 --> 00:14:30.000]  詩篇第一篇是一章一節這樣說
[00:14:30.000 --> 00:14:31.000]  不聽從惡人的計謀
[00:14:31.000 --> 00:14:33.000]  不跟隨罪人的腳步
[00:14:33.000 --> 00:14:36.000]  不與傲慢上帝之圖同火
[00:14:36.000 --> 00:14:40.000]  這樣的人才算真正有福
[00:14:40.000 --> 00:14:47.000]  在這裡用的惡人和傲慢上帝之圖這兩個字
[00:14:47.000 --> 00:14:51.000]  在原文其實與剛才第九章第七節
[00:14:51.000 --> 00:14:55.000]  說到的傲慢人和邪惡人是一樣的
[00:14:55.000 --> 00:14:59.000]  在原文是用了同一個字
[00:14:59.000 --> 00:15:02.000]  但在現實的生活當中
[00:15:02.000 --> 00:15:06.000]  我們很難做到完全不理那些傲慢人
[00:15:06.000 --> 00:15:09.000]  不與他們做朋友
[00:15:09.000 --> 00:15:11.000]  我們上班有同事
[00:15:11.000 --> 00:15:13.000]  我旁邊的同事不相信
[00:15:13.000 --> 00:15:17.000]  有傲慢的那怎麼辦
[00:15:17.000 --> 00:15:21.000]  或者社團當中也有很多傲慢人和邪惡人
[00:15:21.000 --> 00:15:24.000]  所以如果我們要應用真言
[00:15:24.000 --> 00:15:27.000]  在我們的日常生活環境裡
[00:15:27.000 --> 00:15:34.000]  我們不要與這些傲慢人或者邪惡人有深交
[00:15:34.000 --> 00:15:37.000]  我們不要糾正他們的錯
[00:15:37.000 --> 00:15:39.000]  也不要責備他們
[00:15:39.000 --> 00:15:44.000]  無謂令他們對我們懷恨於心
[00:15:44.000 --> 00:15:46.000]  主耶穌有個榜樣
[00:15:46.000 --> 00:15:49.000]  我上去主耶穌被釘十字架的時候
[00:15:49.000 --> 00:15:53.000]  其實有兩位惡人同時被釘
[00:15:53.000 --> 00:15:57.000]  一個在左邊一個在右邊
[00:15:57.000 --> 00:16:00.000]  其中有一個向耶穌認罪
[00:16:00.000 --> 00:16:04.000]  求主你德國降臨的時候請你紀念我
[00:16:04.000 --> 00:16:07.000]  耶穌立刻告訴他
[00:16:07.000 --> 00:16:11.000]  你放心你今天跟我一起去樂園
[00:16:11.000 --> 00:16:16.000]  但另一位惡人是譏諷耶穌
[00:16:16.000 --> 00:16:20.000]  你救救你自己救救我吧
[00:16:20.000 --> 00:16:24.000]  耶穌有沒有出聲
[00:16:24.000 --> 00:16:26.000]  聖經沒有記載
[00:16:26.000 --> 00:16:27.000]  我相信耶穌沒有出聲
[00:16:27.000 --> 00:16:28.000]  耶穌那麼有智慧
[00:16:28.000 --> 00:16:30.000]  就不要理他們
[00:16:30.000 --> 00:16:32.000]  不要糾正這些傲慢人
[00:16:32.000 --> 00:16:37.000]  也不需要責備他們
[00:16:37.000 --> 00:16:40.000]  相反假如我們選擇和明智人
[00:16:40.000 --> 00:16:43.000]  即是敬畏上帝的人做朋友
[00:16:43.000 --> 00:16:46.000]  有時我們要教導他
[00:16:46.000 --> 00:16:48.000]  要指教他
[00:16:48.000 --> 00:16:51.000]  有時會反過來
[00:16:51.000 --> 00:16:54.000]  他可能會教導我們指教我們
[00:16:54.000 --> 00:16:56.000]  這樣的情形下
[00:16:56.000 --> 00:16:58.000]  大家都會得益
[00:16:58.000 --> 00:17:00.000]  大家都會越來越明智
[00:17:00.000 --> 00:17:04.000]  越來越增長學問
[00:17:31.000 --> 00:17:32.000]  大家都是敬畏上帝的人
[00:17:32.000 --> 00:17:34.000]  是朋友
[00:17:34.000 --> 00:17:36.000]  你要和他做朋友
[00:17:36.000 --> 00:17:37.000]  有心交的朋友
[00:17:37.000 --> 00:17:40.000]  你才可以做到這一點
[00:18:00.000 --> 00:18:04.000]  今天就不再講了
[00:18:04.000 --> 00:18:06.000]  第二句
[00:18:06.000 --> 00:18:08.000]  這裡多了一句
[00:18:08.000 --> 00:18:10.000]  認識至聖者就是明智
[00:18:10.000 --> 00:18:12.000]  我們要問
[00:18:12.000 --> 00:18:14.000]  什麼叫認識
[00:18:14.000 --> 00:18:16.000]  什麼叫認識
[00:18:16.000 --> 00:18:18.000]  在聖經裡面
[00:18:18.000 --> 00:18:22.000]  認識一定是指有關係的認識
[00:18:22.000 --> 00:18:24.000]  有關係的認識
[00:18:24.000 --> 00:18:26.000]  不只是知道
[00:18:26.000 --> 00:18:28.000]  我們要認識至聖者
[00:18:28.000 --> 00:18:31.000]  我們就要經常讀經祈禱
[00:18:31.000 --> 00:18:34.000]  遵從聖經的教導行事為人
[00:18:34.000 --> 00:18:37.000]  我們就能夠和上帝建立一個
[00:18:37.000 --> 00:18:41.000]  持續親密和諧的關係
[00:18:41.000 --> 00:18:44.000]  所以只是懂得敬畏上主
[00:18:44.000 --> 00:18:46.000]  只能夠算是智慧
[00:18:46.000 --> 00:18:47.000]  開始而已
[00:18:47.000 --> 00:18:49.000]  你又開始了
[00:18:49.000 --> 00:18:52.000]  但是我們要繼續和上主結連
[00:18:52.000 --> 00:18:54.000]  有好的關係
[00:18:54.000 --> 00:18:58.000]  才可以算得上是真正明智
[00:18:58.000 --> 00:19:00.000]  或者聰明
[00:19:00.000 --> 00:19:02.000]  上一節馬上告訴我們
[00:19:02.000 --> 00:19:06.000]  智慧會使我們延年益壽
[00:19:06.000 --> 00:19:10.000]  大家有沒有人想延年益壽
[00:19:10.000 --> 00:19:12.000]  首先我們要問為什麼
[00:19:12.000 --> 00:19:16.000]  為什麼有智慧就會延年益壽呢
[00:19:16.000 --> 00:19:18.000]  是不是說信了耶穌的人
[00:19:18.000 --> 00:19:21.000]  都不會遇到意外早死呢
[00:19:21.000 --> 00:19:24.000]  不是的
[00:19:24.000 --> 00:19:27.000]  我也知道有不少
[00:19:27.000 --> 00:19:29.000]  我們看起來
[00:19:29.000 --> 00:19:31.000]  就算是好的基督徒
[00:19:31.000 --> 00:19:33.000]  都會早死的
[00:19:33.000 --> 00:19:38.000]  不過我們也相信
[00:19:38.000 --> 00:19:42.000]  那些事件是例外
[00:19:42.000 --> 00:19:44.000]  不是常規
[00:19:44.000 --> 00:19:47.000]  常規和例外不同
[00:19:47.000 --> 00:19:49.000]  正常的情況
[00:19:49.000 --> 00:19:53.000]  但是由於我們跟隨上主
[00:19:53.000 --> 00:19:55.000]  按著聖經的教導
[00:19:55.000 --> 00:19:58.000]  去生活與人相處
[00:19:58.000 --> 00:20:04.000]  是會使我們的心靈都更加健康
[00:20:04.000 --> 00:20:07.000]  有一位研究腦神經的教授
[00:20:07.000 --> 00:20:09.000]  做過一個研究
[00:20:09.000 --> 00:20:12.000]  對一些有記憶問題的病人
[00:20:12.000 --> 00:20:14.000]  做了一個實驗
[00:20:14.000 --> 00:20:16.000]  他只要他們堅持
[00:20:16.000 --> 00:20:18.000]  八個星期每天默想或祈禱
[00:20:18.000 --> 00:20:20.000]  12分鐘
[00:20:20.000 --> 00:20:24.000]  後來用磁力共振去掃描他們的腦
[00:20:24.000 --> 00:20:29.000]  結果使他們都覺得很意外
[00:20:29.000 --> 00:20:34.000]  他們的大腦產生了巨大的正面變化
[00:20:34.000 --> 00:20:36.000]  所以在時常祈禱的人
[00:20:36.000 --> 00:20:39.000]  原來記憶力都會好一點
[00:20:39.000 --> 00:20:41.000]  至於其他的聖經教導
[00:20:41.000 --> 00:20:44.000]  例如我們不要長時間發怒
[00:20:44.000 --> 00:20:47.000]  不要心懷苦讀
[00:20:47.000 --> 00:20:49.000]  我們要學習饒恕
[00:20:49.000 --> 00:20:50.000]  要常常喜樂
[00:20:50.000 --> 00:20:52.000]  要愛別人
[00:20:52.000 --> 00:20:56.000]  這些肯定都是一些心靈的寶品
[00:20:56.000 --> 00:21:01.000]  同時會影響我們的身體健康一點
[00:21:01.000 --> 00:21:05.000]  現代已經有很多所謂正向心理學的研究
[00:21:05.000 --> 00:21:09.000]  發現心情好的人是會長壽的
[00:21:09.000 --> 00:21:14.000]  最近我聽一位心理精神科方面的專家
[00:21:14.000 --> 00:21:17.000]  德純博士一次的演講錄音
[00:21:17.000 --> 00:21:21.000]  他那裡是講到有關抑鬱症的
[00:21:21.000 --> 00:21:23.000]  在演講裡面他提到
[00:21:23.000 --> 00:21:26.000]  他太太其實患了胰臟癌
[00:21:26.000 --> 00:21:29.000]  但兩年都沒有死
[00:21:29.000 --> 00:21:31.000]  她兩年後死了不是因為胰臟癌
[00:21:31.000 --> 00:21:34.000]  只不過她是護士和自己打針
[00:21:34.000 --> 00:21:36.000]  那次剛剛有其他干擾
[00:21:36.000 --> 00:21:39.000]  使她打胰島素針的時候打錯了
[00:21:39.000 --> 00:21:40.000]  所以死了
[00:21:40.000 --> 00:21:43.000]  死得很舒服
[00:21:43.000 --> 00:21:48.000]  在那兩年患了胰臟癌的時間當中
[00:21:48.000 --> 00:21:50.000]  其實她很開心
[00:21:50.000 --> 00:21:52.000]  她學了很多新的東西
[00:21:52.000 --> 00:21:53.000]  學習蘊栗榮
[00:21:53.000 --> 00:21:55.000]  學習足為奇
[00:21:55.000 --> 00:21:57.000]  因為她背後是護士
[00:21:57.000 --> 00:22:01.000]  她還服侍家裡的老人家
[00:22:01.000 --> 00:22:06.000]  自己的父母加上余博士的父親
[00:22:06.000 --> 00:22:08.000]  另外余博士也提到
[00:22:08.000 --> 00:22:12.000]  她有七十多位的義工
[00:22:12.000 --> 00:22:15.000]  這七十多位義工都患了癌症
[00:22:15.000 --> 00:22:18.000]  其中有一位是患了肺癌
[00:22:18.000 --> 00:22:19.000]  第四期
[00:22:19.000 --> 00:22:21.000]  不過七年都不能死
[00:22:21.000 --> 00:22:23.000]  七年都沒有死
[00:22:23.000 --> 00:22:25.000]  原因是什麼呢
[00:22:25.000 --> 00:22:28.000]  就是因為他們學習進行聖經的教導
[00:22:28.000 --> 00:22:31.000]  不為明天憂慮
[00:22:31.000 --> 00:22:33.000]  每一天都是賺到的
[00:22:33.000 --> 00:22:36.000]  都盡力去活得開心一點
[00:22:36.000 --> 00:22:39.000]  不會跟別人計較小事
[00:22:39.000 --> 00:22:45.000]  所以當我們按照聖經的教導去做人的時候
[00:22:45.000 --> 00:22:48.000]  真的會延年益壽
[00:22:48.000 --> 00:22:49.000]  當然了
[00:22:49.000 --> 00:22:52.000]  現代的知識教導我們要身體健康
[00:22:52.000 --> 00:22:54.000]  就是要有適當的運動
[00:22:54.000 --> 00:22:55.000]  注意飲食等等
[00:22:55.000 --> 00:22:57.000]  我們運用這些知識
[00:22:57.000 --> 00:22:59.000]  也是智慧的表現
[00:22:59.000 --> 00:23:01.000]  有知識又不用
[00:23:01.000 --> 00:23:03.000]  都很愚蠢
[00:23:03.000 --> 00:23:08.000]  所以當我們進行聖經的時候
[00:23:08.000 --> 00:23:10.000]  就會延年益壽
[00:23:10.000 --> 00:23:11.000]  第十二節
[00:23:11.000 --> 00:23:15.000]  勸告人要做明智的抉擇
[00:23:15.000 --> 00:23:17.000]  你選擇智慧
[00:23:17.000 --> 00:23:19.000]  是你自己會得益
[00:23:19.000 --> 00:23:22.000]  假如你拒絕虧損
[00:23:22.000 --> 00:23:24.000]  都是你自己
[00:23:24.000 --> 00:23:27.000]  這一點對基督徒傳福音
[00:23:27.000 --> 00:23:30.000]  其實有一個很重要的提醒
[00:23:30.000 --> 00:23:35.000]  當我們傳福音遇到被人拒絕的時候
[00:23:35.000 --> 00:23:38.000]  一般我們都覺得很難過
[00:23:38.000 --> 00:23:40.000]  很不開心
[00:23:40.000 --> 00:23:43.000]  甚至有些人如果被人得罪了
[00:23:43.000 --> 00:23:45.000]  可能以後都不敢傳福音
[00:23:45.000 --> 00:23:48.000]  或者不想傳福音
[00:23:48.000 --> 00:23:53.000]  但其實我們要想深一層
[00:23:53.000 --> 00:23:55.000]  拒絕福音的人
[00:23:55.000 --> 00:23:58.000]  是他們會受虧損
[00:23:58.000 --> 00:24:00.000]  我們沒有虧損我們已經得福了
[00:24:00.000 --> 00:24:02.000]  我們已經有了智慧
[00:24:02.000 --> 00:24:04.000]  受益的是我們自己
[00:24:04.000 --> 00:24:07.000]  不信的人拒絕福音的人
[00:24:07.000 --> 00:24:09.000]  是他們會受虧損
[00:24:09.000 --> 00:24:11.000]  而不是我們傳福音的人
[00:24:11.000 --> 00:24:14.000]  所以我們只要好好地
[00:24:14.000 --> 00:24:17.000]  做一個忠心的僕人
[00:24:17.000 --> 00:24:20.000]  繼續出去呼籲無知的人悔改
[00:24:20.000 --> 00:24:22.000]  就對了
[00:24:22.000 --> 00:24:25.000]  現在我們看看十三節到十八節
[00:24:25.000 --> 00:24:26.000]  最後一段
[00:24:26.000 --> 00:24:29.000]  這裡提到愚蠢都請客
[00:24:29.000 --> 00:24:31.000]  愚蠢都去請客
[00:24:31.000 --> 00:24:33.000]  我相信作者的意思
[00:24:33.000 --> 00:24:35.000]  是要把智慧和愚蠢
[00:24:35.000 --> 00:24:37.000]  做一個強烈的對比
[00:24:37.000 --> 00:24:40.000]  所以兩個都請客
[00:24:40.000 --> 00:24:41.000]  十三節說
[00:24:41.000 --> 00:24:45.000]  愚蠢像一個渲柔無恥的女人
[00:24:45.000 --> 00:24:47.000]  這裡不是想貶低女人
[00:24:47.000 --> 00:24:49.000]  姐妹們不用這麼激氣
[00:24:49.000 --> 00:24:53.000]  其實在聖經裏面
[00:24:53.000 --> 00:24:55.000]  希伯來文裏面
[00:24:55.000 --> 00:24:59.000]  智慧那個字都是女性
[00:24:59.000 --> 00:25:01.000]  所以你看現中版聖經
[00:25:01.000 --> 00:25:04.000]  凡是用代名詞代表智慧的時候
[00:25:04.000 --> 00:25:06.000]  他是用了女性的她
[00:25:06.000 --> 00:25:08.000]  女人聰明一點
[00:25:08.000 --> 00:25:12.000]  男人就蠢蠢的
[00:25:12.000 --> 00:25:15.000]  愚蠢都學習智慧
[00:25:15.000 --> 00:25:19.000]  他都去到城裏最高的地方請客
[00:25:19.000 --> 00:25:21.000]  不過他就親自請客
[00:25:21.000 --> 00:25:25.000]  就沒有僕人
[00:25:25.000 --> 00:25:28.000]  也沒有大屋
[00:25:28.000 --> 00:25:31.000]  但是愚蠢請客
[00:25:31.000 --> 00:25:33.000]  不像智慧那樣有大屋
[00:25:33.000 --> 00:25:36.000]  還預備了佳餚美酒
[00:25:36.000 --> 00:25:39.000]  智慧請客又預備了佳餚美酒
