
[00:00:00.000 --> 00:00:11.000]  我們今天就從詩篇 這些聖經裡頭 我們一同來看到心靈平靜的秘訣
[00:03:22.000 --> 00:03:29.000]  一百一十九篇 一共有一百七十六節
[00:03:29.000 --> 00:03:32.000]  一百七十六節它把它分成八段
[00:03:32.000 --> 00:03:36.000]  每八節是一段
[00:03:36.000 --> 00:03:42.000]  這八節的話都是從一個字母接著一個字母下來
[00:03:42.000 --> 00:03:44.000]  比如第一節到第八節
[00:03:44.000 --> 00:03:47.000]  比如像英文呢 那就是A打頭
[00:03:47.000 --> 00:03:50.000]  那麼第九節到十八節呢 就是B打頭
[00:03:50.000 --> 00:03:53.000]  依此西伯來文有二十二個字母
[00:03:53.000 --> 00:03:56.000]  然後就是一百七十六節
[00:03:56.000 --> 00:03:59.000]  就是用二十二個西伯來文的字母
[00:03:59.000 --> 00:04:02.000]  作為每一節的開頭
[00:04:02.000 --> 00:04:06.000]  這叫字母詩篇
[00:04:06.000 --> 00:04:09.000]  為什麼他要用字母詩篇呢
[00:04:09.000 --> 00:04:13.000]  有一個用意 就是比較容易記住
[00:04:13.000 --> 00:04:17.000]  有這樣的詩篇可以給人來背誦的
[00:04:17.000 --> 00:04:21.000]  比如你背英文的八個A
[00:04:21.000 --> 00:04:23.000]  每一句都是八個A開頭
[00:04:23.000 --> 00:04:25.000]  然後你就記住了
[00:04:25.000 --> 00:04:28.000]  所以這個詩篇用字母詩呢
[00:04:28.000 --> 00:04:32.000]  用意就是要叫大家讀了詩篇以後
[00:04:32.000 --> 00:04:33.000]  還能背下來
[00:04:33.000 --> 00:04:34.000]  背下來以後呢
[00:04:34.000 --> 00:04:36.000]  在我們平常的生活呢
[00:04:36.000 --> 00:04:38.000]  還可以反復的思想
[00:04:38.000 --> 00:04:41.000]  反復的來讀
[00:04:41.000 --> 00:04:45.000]  這樣給我們裡面得到很大的幫助
[00:04:45.000 --> 00:04:46.000]  那我們今天呢
[00:04:46.000 --> 00:04:50.000]  就從詩篇這裡頭一些經文
[00:04:50.000 --> 00:04:52.000]  剛才我們所讀的經文
[00:04:52.000 --> 00:05:01.000]  來思想這裡面一共有八個命令式的教導
[00:05:01.000 --> 00:05:04.000]  這個就是大衛所寫的
[00:05:04.000 --> 00:05:09.000]  那麼就是這個詩篇有八個命令式的教導
[00:05:09.000 --> 00:05:15.000]  這個命令式教導就是我們信徒都要遵從的
[00:05:15.000 --> 00:05:17.000]  那麼如果我們能遵循的話
[00:05:17.000 --> 00:05:22.000]  我們的內心呢一定會有平靜的
[00:05:22.000 --> 00:05:24.000]  一定會平靜下來的
[00:05:24.000 --> 00:05:26.000]  我們為什麼沒有平靜呢
[00:05:26.000 --> 00:05:29.000]  就是我們缺少神的話
[00:05:29.000 --> 00:05:32.000]  我們沒有按照神的話來生活
[00:05:32.000 --> 00:05:35.000]  所以剛才我們讀的這些聖經
[00:05:35.000 --> 00:05:39.000]  裡面包含了八個命令
[00:05:39.000 --> 00:05:41.000]  我們就一個一個來看
[00:05:41.000 --> 00:05:46.000]  第一個就是第一節到第二節
[00:05:46.000 --> 00:05:48.000]  不要為作惡的心懷不平
[00:05:48.000 --> 00:05:52.000]  也不要向他心不一的深處嫉妒
[00:05:52.000 --> 00:05:55.000]  這是講到第一個命令
[00:05:55.000 --> 00:06:00.000]  就是不要為作惡的心懷不平
[00:06:00.000 --> 00:06:01.000]  這是神的命令
[00:06:01.000 --> 00:06:05.000]  我們看到有一些作惡的人
[00:06:05.000 --> 00:06:07.000]  他們發達的時候
[00:06:07.000 --> 00:06:09.000]  我們心裡頭就是很不平
[00:06:09.000 --> 00:06:13.000]  所以說不要心懷不平
[00:06:13.000 --> 00:06:18.000]  心懷不平的意思呢就是發怨言
[00:06:18.000 --> 00:06:20.000]  裡面有發怨言了
[00:06:20.000 --> 00:06:25.000]  不平的意思就是好像裡面的火燒一樣的
[00:06:25.000 --> 00:06:28.000]  一看到事情心裡頭就很煩躁
[00:06:28.000 --> 00:06:30.000]  心裡頭就很想火燒
[00:06:30.000 --> 00:06:34.000]  結果呢就會深處嫉妒
[00:06:34.000 --> 00:06:35.000]  就會看到這些人
[00:06:35.000 --> 00:06:39.000]  怎麼他們能這麼樣的做這些壞事
[00:06:39.000 --> 00:06:40.000]  他們還得到這麼的
[00:06:40.000 --> 00:06:44.000]  想這麼多福呢就很嫉妒
[00:06:44.000 --> 00:06:49.000]  為什麼我規規矩矩的煩躁吃苦呢
[00:06:49.000 --> 00:06:52.000]  所以裡面就有個嫉妒的心
[00:06:52.000 --> 00:06:55.000]  這就講到這個
[00:06:55.000 --> 00:06:59.000]  告訴我們不要為作惡的心懷不平
[00:06:59.000 --> 00:07:03.000]  這是個命令叫我們要來遵守
[00:07:03.000 --> 00:07:05.000]  那第二節就給我們看到的
[00:07:05.000 --> 00:07:09.000]  為什麼不要為這些人作惡的心懷不平呢
[00:07:09.000 --> 00:07:13.000]  因為他們如草快被割下
[00:07:13.000 --> 00:07:16.000]  又如青菜快要枯乾
[00:07:16.000 --> 00:07:22.000]  他們享福呢不過是一時的
[00:07:22.000 --> 00:07:25.000]  他們的享福不過是一時的
[00:07:25.000 --> 00:07:28.000]  他們就好像被割下草
[00:07:28.000 --> 00:07:30.000]  你看草地上有草
[00:07:30.000 --> 00:07:33.000]  長的地上是青的
[00:07:33.000 --> 00:07:35.000]  你割下來以後過一兩天
[00:07:35.000 --> 00:07:37.000]  它就變成黃的了
[00:07:37.000 --> 00:07:41.000]  你看這菜剛剛種出來是新鮮的
[00:07:41.000 --> 00:07:42.000]  是青的
[00:07:42.000 --> 00:07:46.000]  可是你換回來那麼乾了就變成黃的
[00:07:46.000 --> 00:07:48.000]  所以惡人也是這樣的
[00:07:48.000 --> 00:07:53.000]  他的享福呢不過是一時的
[00:07:53.000 --> 00:07:56.000]  所以如果你知道他是一時的話
[00:07:56.000 --> 00:07:58.000]  你就不會嫉妒他
[00:07:58.000 --> 00:08:01.000]  你也不會覺得不平
[00:08:01.000 --> 00:08:04.000]  你看見有些犯人
[00:08:04.000 --> 00:08:06.000]  他做了壞事以後
[00:08:06.000 --> 00:08:08.000]  要判處死刑了
[00:08:08.000 --> 00:08:14.000]  那麼在臨死刑的這個時候
[00:08:14.000 --> 00:08:17.000]  或者一晚上或者一早上
[00:08:17.000 --> 00:08:21.000]  他快要把他處死了
[00:08:21.000 --> 00:08:27.000]  監獄的總會給他預備一頓最好的吃飯的飯
[00:08:27.000 --> 00:08:29.000]  有魚有肉
[00:08:29.000 --> 00:08:33.000]  是平時他吃監的時候吃不到的
[00:08:33.000 --> 00:08:36.000]  那麼你知道他吃完這頓飯以後
[00:08:36.000 --> 00:08:39.000]  他就死掉了
[00:08:39.000 --> 00:08:40.000]  那麼哪一些犯人
[00:08:40.000 --> 00:08:43.000]  看見他這麼多好的飯很羨慕呢
[00:08:43.000 --> 00:08:45.000]  會羨慕他吃的飯嗎
[00:08:45.000 --> 00:08:46.000]  不會的
[00:08:46.000 --> 00:08:47.000]  因為知道他的結局
[00:08:47.000 --> 00:08:51.000]  不過就很快的就要結束了
[00:08:51.000 --> 00:08:53.000]  那麼你在養了很多牛
[00:08:53.000 --> 00:08:54.000]  有的牛瘦一點
[00:08:54.000 --> 00:08:56.000]  有的牛肥一點
[00:08:56.000 --> 00:08:57.000]  那麼瘦的牛呢
[00:08:57.000 --> 00:09:00.000]  也用不著去嫉妒那些肥的牛
[00:09:00.000 --> 00:09:06.000]  因為肥的牛可能是最早被拿到屠宰場殺掉的
[00:09:06.000 --> 00:09:08.000]  所以如果你看到他們的享福
[00:09:08.000 --> 00:09:10.000]  不過是一時的話
[00:09:10.000 --> 00:09:14.000]  我們就用不著心懷不平了
[00:09:14.000 --> 00:09:16.000]  這裡說到惡人
[00:09:16.000 --> 00:09:19.000]  他們就是像草一樣的
[00:09:19.000 --> 00:09:21.000]  像菜一樣的
[00:09:21.000 --> 00:09:24.000]  可是提到聖經還有一處提到義人呢
[00:09:24.000 --> 00:09:28.000]  義人就好像在吸水旁的樹一樣的
[00:09:28.000 --> 00:09:30.000]  那這個差別就很大的
[00:09:30.000 --> 00:09:32.000]  一個是青草
[00:09:32.000 --> 00:09:33.000]  一個是青菜
[00:09:33.000 --> 00:09:35.000]  一個是樹
[00:09:35.000 --> 00:09:37.000]  樹是長久的
[00:09:37.000 --> 00:09:39.000]  但是這個菜跟草呢
[00:09:39.000 --> 00:09:41.000]  都是暫時的
[00:09:41.000 --> 00:09:43.000]  一下子就要過去的
[00:09:43.000 --> 00:09:45.000]  所以叫我們信徒呢
[00:09:45.000 --> 00:09:48.000]  不要只看到眼前呢
[00:09:48.000 --> 00:09:52.000]  我們也要看到將來的
[00:09:52.000 --> 00:09:56.000]  不要只是看到今天我們遇到的難處
[00:09:56.000 --> 00:09:58.000]  我們更要看到
[00:09:58.000 --> 00:10:00.000]  每天在生活中間
[00:10:00.000 --> 00:10:02.000]  神給我們的恩典
[00:10:02.000 --> 00:10:04.000]  如果你看看
[00:10:04.000 --> 00:10:06.000]  每天都有陽光
[00:10:06.000 --> 00:10:08.000]  每天都有空氣
[00:10:08.000 --> 00:10:10.000]  那麼也有有時候就下雨
[00:10:10.000 --> 00:10:12.000]  就滋潤我們
[00:10:12.000 --> 00:10:13.000]  我們就有水
[00:10:13.000 --> 00:10:16.000]  這些看起來好像都很平常
[00:10:16.000 --> 00:10:17.000]  其實呢
[00:10:17.000 --> 00:10:22.000]  我們都是每天都享受神的恩典
[00:10:22.000 --> 00:10:24.000]  所以這個是叫我們看到
[00:10:24.000 --> 00:10:26.000]  不要只看到眼前的
[00:10:26.000 --> 00:10:30.000]  要看到將來的
[00:10:30.000 --> 00:10:34.000]  第二個命令是在第三節了
[00:10:34.000 --> 00:10:38.000]  他說你當倚靠耶和華而行善
[00:10:38.000 --> 00:10:40.000]  這個是告訴我們
[00:10:40.000 --> 00:10:43.000]  要倚靠耶和華而行善
[00:10:43.000 --> 00:10:46.000]  倚靠神了
[00:10:46.000 --> 00:10:53.000]  這就是這個信徒呢
[00:10:53.000 --> 00:10:57.000]  得這個平安的秘訣
[00:10:57.000 --> 00:11:00.000]  這個信靠跟相信
[00:11:00.000 --> 00:11:03.000]  這意義是相同的
[00:11:03.000 --> 00:11:05.000]  信靠就是信
[00:11:05.000 --> 00:11:07.000]  信就是要信靠
[00:11:07.000 --> 00:11:09.000]  這是一樣的
[00:11:09.000 --> 00:11:12.000]  那麼信心呢
[00:11:12.000 --> 00:11:13.000]  如果你有信心的話
[00:11:13.000 --> 00:11:15.000]  看到神的恩典
[00:11:15.000 --> 00:11:19.000]  看到這個神要給你的福氣
[00:11:19.000 --> 00:11:22.000]  那麼你就可以對這不平的事情
[00:11:22.000 --> 00:11:24.000]  你就會過得來
[00:11:24.000 --> 00:11:25.000]  因為呢
[00:11:25.000 --> 00:11:28.000]  信心就看到事情的本質
[00:11:28.000 --> 00:11:30.000]  跟它的結局
[00:11:30.000 --> 00:11:32.000]  這樣的話你對不平
[00:11:32.000 --> 00:11:34.000]  這些不平的事情呢
[00:11:34.000 --> 00:11:37.000]  你就會放下來的
[00:11:37.000 --> 00:11:42.000]  其實我們眼見是很短視的
[00:11:42.000 --> 00:11:43.000]  就是我們
[00:11:43.000 --> 00:11:45.000]  其實憑我們所看到的
[00:11:45.000 --> 00:11:48.000]  只是一個表面的
[00:11:48.000 --> 00:11:51.000]  是一個很暫時的
[00:11:51.000 --> 00:11:53.000]  但信心就跟我們看到的
[00:11:53.000 --> 00:11:56.000]  是裡面的本質
[00:11:56.000 --> 00:11:58.000]  跟看到將來的結局
[00:11:58.000 --> 00:12:02.000]  所以信心跟眼見是有差別的
[00:12:02.000 --> 00:12:05.000]  我們不要光憑眼見
[00:12:05.000 --> 00:12:07.000]  我們還得有信心
[00:12:07.000 --> 00:12:09.000]  就看到這個事情的本質
[00:12:09.000 --> 00:12:14.000]  跟它的結局
[00:12:14.000 --> 00:12:15.000]  這個命令裡頭呢
[00:12:15.000 --> 00:12:17.000]  它說你要倚靠
[00:12:17.000 --> 00:12:19.000]  這個叫倚靠耶和華
[00:12:19.000 --> 00:12:23.000]  底下呢要行善
[00:12:23.000 --> 00:12:26.000]  這個倚靠跟行
[00:12:26.000 --> 00:12:27.000]  兩樣都有
[00:12:27.000 --> 00:12:29.000]  所以聖經叫我們倚靠
[00:12:29.000 --> 00:12:30.000]  倚靠神
[00:12:30.000 --> 00:12:33.000]  不是單單叫我們坐在那邊等著神
[00:12:33.000 --> 00:12:35.000]  還要行
[00:12:35.000 --> 00:12:37.000]  還要行善
[00:12:37.000 --> 00:12:39.000]  什麼是行善呢
[00:12:39.000 --> 00:12:42.000]  行善乃是我們對這個神呢
[00:12:42.000 --> 00:12:45.000]  心裡頭沒有疑惑
[00:12:45.000 --> 00:12:46.000]  不疑惑神
[00:12:46.000 --> 00:12:48.000]  相信神是真的
[00:12:48.000 --> 00:12:51.000]  相信神是信實的
[00:12:51.000 --> 00:12:53.000]  那我們用一個單純的心
[00:12:53.000 --> 00:13:00.000]  來做我們本身所要做的事情
[00:13:00.000 --> 00:13:03.000]  做我們本身所要做的事情
[00:13:03.000 --> 00:13:05.000]  那麼這樣的話呢
[00:13:05.000 --> 00:13:08.000]  就是叫我們心裡頭呢
[00:13:08.000 --> 00:13:10.000]  就是可以
[00:13:10.000 --> 00:13:13.000]  不會說產生不平的現象
[00:13:13.000 --> 00:13:15.000]  如果我們不做
[00:13:15.000 --> 00:13:17.000]  往事在那地方埋怨
[00:13:17.000 --> 00:13:19.000]  不行善的話
[00:13:19.000 --> 00:13:21.000]  你想的越多
[00:13:21.000 --> 00:13:24.000]  那你就心裡頭呢就越不平
[00:13:24.000 --> 00:13:27.000]  當你去按照神的意思
[00:13:27.000 --> 00:13:31.000]  你做每天神看為善的事情
[00:13:31.000 --> 00:13:33.000]  那麼你就不會想那麼多
[00:13:33.000 --> 00:13:34.000]  那麼這樣呢
[00:13:34.000 --> 00:13:38.000]  你心裡頭呢就多一些平安
[00:13:38.000 --> 00:13:39.000]  那我們也相信
[00:13:39.000 --> 00:13:41.000]  神是信實的
[00:13:41.000 --> 00:13:44.000]  一定會供應我們所需要的
[00:13:44.000 --> 00:13:46.000]  他說我們可以住在地上
[00:13:46.000 --> 00:13:48.000]  以他的信實為良
[00:13:48.000 --> 00:13:50.000]  以信實為良意思就是說
[00:13:50.000 --> 00:13:53.000]  我們可以倚靠他的信實
[00:13:53.000 --> 00:13:56.000]  他會把一切我們所需要的
[00:13:56.000 --> 00:13:59.000]  來供應我們
[00:13:59.000 --> 00:14:01.000]  這是第二個命令
[00:14:01.000 --> 00:14:02.000]  第三個命令呢
[00:14:02.000 --> 00:14:04.000]  就是第四節說的
[00:14:04.000 --> 00:14:07.000]  又要以耶和華為樂
[00:14:07.000 --> 00:14:09.000]  這地方又是個命令了
[00:14:09.000 --> 00:14:11.000]  以耶和華為樂
[00:14:11.000 --> 00:14:14.000]  這講到我們要以神
[00:14:14.000 --> 00:14:17.000]  作為我們的喜樂
[00:14:17.000 --> 00:14:20.000]  這個喜樂跟快樂
[00:14:20.000 --> 00:14:21.000]  在聖經裡頭
[00:14:21.000 --> 00:14:23.000]  對基督徒要求的話
[00:14:23.000 --> 00:14:25.000]  是不一樣的
[00:14:25.000 --> 00:14:27.000]  這個在聖經裡頭
[00:14:27.000 --> 00:14:29.000]  有的時候用喜樂
[00:14:29.000 --> 00:14:31.000]  有的時候用快樂
[00:14:31.000 --> 00:14:32.000]  那麼世界上的人呢
[00:14:32.000 --> 00:14:35.000]  一般都是講快樂
[00:14:35.000 --> 00:14:37.000]  你很快樂嗎
[00:14:37.000 --> 00:14:40.000]  很少說你有沒有喜樂
[00:14:40.000 --> 00:14:43.000]  世界上呢不太說喜樂這個字
[00:14:43.000 --> 00:14:46.000]  那喜樂呢跟快樂是不同的
[00:14:46.000 --> 00:14:48.000]  為什麼喜樂呢
[00:14:48.000 --> 00:14:53.000]  因為他知道自己是神的兒女
[00:14:53.000 --> 00:14:58.000]  他能夠嘗到這個救恩的滋味
[00:14:58.000 --> 00:15:00.000]  所以這個喜樂呢
[00:15:00.000 --> 00:15:03.000]  就是我們有神
[00:15:03.000 --> 00:15:08.000]  有神就應該是喜樂
[00:15:08.000 --> 00:15:11.000]  那喜樂呢是裡面的
[00:15:11.000 --> 00:15:12.000]  那快樂是什麼呢
[00:15:12.000 --> 00:15:15.000]  快樂是根據環境
[00:15:15.000 --> 00:15:18.000]  環境好了就很快樂
[00:15:18.000 --> 00:15:19.000]  這個地方的西人
[00:15:19.000 --> 00:15:21.000]  就是看太陽的話
[00:15:21.000 --> 00:15:23.000]  他們就很快樂
[00:15:23.000 --> 00:15:24.000]  怎麼看見太陽呢
[00:15:24.000 --> 00:15:28.000]  一下雨的話就不太快樂了
[00:15:28.000 --> 00:15:30.000]  那我們一看見環境好了
[00:15:30.000 --> 00:15:32.000]  凡事都順利
[00:15:32.000 --> 00:15:34.000]  當然也很快樂了
[00:15:34.000 --> 00:15:35.000]  那有些難處來了
[00:15:35.000 --> 00:15:37.000]  有疾病來了
[00:15:37.000 --> 00:15:39.000]  有些不順心的事情來了
[00:15:39.000 --> 00:15:41.000]  就不太快樂了
[00:15:41.000 --> 00:15:43.000]  那這快樂是外面的
[00:15:43.000 --> 00:15:44.000]  決定一個環境的
[00:15:44.000 --> 00:15:46.000]  喜樂卻是在裡面的
[00:15:46.000 --> 00:15:48.000]  決定一個神的
[00:15:48.000 --> 00:15:49.000]  你只要有神
[00:15:49.000 --> 00:15:53.000]  你就可以喜樂
[00:15:53.000 --> 00:15:57.000]  所以在羅馬蘇也告訴我們說
[00:15:57.000 --> 00:16:02.000]  他說我們既然接著主耶穌與神和好了
[00:16:02.000 --> 00:16:05.000]  我們就要以神為樂
[00:16:05.000 --> 00:16:07.000]  以神為樂
[00:16:07.000 --> 00:16:08.000]  這幾個字很重要
[00:16:08.000 --> 00:16:10.000]  以神為樂
[00:16:10.000 --> 00:16:13.000]  基督徒你常常講到你有神了
[00:16:13.000 --> 00:16:15.000]  也就有喜樂了
[00:16:15.000 --> 00:16:17.000]  那喜樂呢
[00:16:17.000 --> 00:16:22.000]  有人就把它joy
[00:16:22.000 --> 00:16:26.000]  就幾個字
[00:16:26.000 --> 00:16:29.000]  joy是三個字母打著
[00:16:29.000 --> 00:16:31.000]  什麼叫喜樂呢
[00:16:31.000 --> 00:16:33.000]  怎麼形成喜樂呢
[00:16:33.000 --> 00:16:35.000]  耶穌第一
[00:16:35.000 --> 00:16:41.000]  Jesus joy就用J來代表
[00:16:41.000 --> 00:16:42.000]  那第二個呢
[00:16:42.000 --> 00:16:44.000]  別人第二
[00:16:44.000 --> 00:16:46.000]  你先把神放在第一
[00:16:46.000 --> 00:16:48.000]  然後把別人放在第二
[00:16:48.000 --> 00:16:51.000]  那就others就別人
[00:16:51.000 --> 00:16:53.000]  就第二個O
[00:16:53.000 --> 00:16:54.000]  第三個是Y
[00:16:54.000 --> 00:16:55.000]  是誰呀
[00:16:55.000 --> 00:16:56.000]  是你
[00:16:56.000 --> 00:16:58.000]  你放在最後
[00:16:58.000 --> 00:17:01.000]  你這樣就能夠喜樂了
[00:17:01.000 --> 00:17:02.000]  你把神放在第一
[00:17:02.000 --> 00:17:03.000]  把別人放在第二
[00:17:03.000 --> 00:17:05.000]  你是在最後
[00:17:05.000 --> 00:17:06.000]  什麼好處
[00:17:06.000 --> 00:17:07.000]  先顧到別人
[00:17:07.000 --> 00:17:08.000]  這樣的話
[00:17:08.000 --> 00:17:10.000]  你一定喜樂了
[00:17:10.000 --> 00:17:12.000]  所以我們這個喜樂
[00:17:12.000 --> 00:17:15.000]  這個joy是很寶貴的
[00:17:15.000 --> 00:17:18.000]  這有基督徒在聖經裡頭
[00:17:18.000 --> 00:17:19.000]  常常說
[00:17:19.000 --> 00:17:21.000]  基督徒你要喜樂
[00:17:21.000 --> 00:17:23.000]  常常喜樂
[00:17:23.000 --> 00:17:24.000]  不輸的禱告
[00:17:24.000 --> 00:17:25.000]  常常喜樂
[00:17:25.000 --> 00:17:27.000]  凡事謝恩
[00:17:27.000 --> 00:17:30.000]  這就叫做我們在生活的秘訣
[00:17:30.000 --> 00:17:32.000]  他說這也是神的旨意
[00:17:32.000 --> 00:17:34.000]  神要他的兒女
[00:17:34.000 --> 00:17:36.000]  是常常喜樂的
[00:17:36.000 --> 00:17:38.000]  神不要看見他的兒女
[00:17:38.000 --> 00:17:40.000]  一天到晚愁眉苦臉
[00:17:40.000 --> 00:17:41.000]  拉長了臉
[00:17:41.000 --> 00:17:44.000]  神不喜歡他的兒女這樣的
[00:17:44.000 --> 00:17:49.000]  他喜歡我們在喜樂當中
[00:17:49.000 --> 00:17:52.000]  神也會
[00:17:52.000 --> 00:17:57.000]  我們要先求他的國和他的義
[00:17:57.000 --> 00:18:02.000]  這些神都會賜給我們
[00:18:02.000 --> 00:18:04.000]  所以我們最重要的
[00:18:04.000 --> 00:18:06.000]  最根本的
[00:18:06.000 --> 00:18:09.000]  就是要以神
[00:18:09.000 --> 00:18:12.000]  知道我們是有神的
[00:18:12.000 --> 00:18:13.000]  有一個故事講到
[00:18:13.000 --> 00:18:16.000]  有一個姊妹
[00:18:16.000 --> 00:18:19.000]  她很長一段時間
[00:18:19.000 --> 00:18:20.000]  都是不開心
[00:18:20.000 --> 00:18:21.000]  不喜樂
[00:18:21.000 --> 00:18:23.000]  她知道在附近住的
[00:18:23.000 --> 00:18:25.000]  另外一位姊妹
[00:18:25.000 --> 00:18:28.000]  人家說她是很淑臨的
[00:18:28.000 --> 00:18:30.000]  所以她就去請教她
[00:18:30.000 --> 00:18:32.000]  怎麼能夠叫她喜樂
[00:18:32.000 --> 00:18:35.000]  她把這些事情跟她說了
[00:18:35.000 --> 00:18:37.000]  這件那件
[00:18:37.000 --> 00:18:38.000]  說了很多的話
[00:18:38.000 --> 00:18:40.000]  然後她就想聽聽看
[00:18:40.000 --> 00:18:42.000]  這位淑臨的姊妹
[00:18:42.000 --> 00:18:44.000]  怎麼給她回答
[00:18:44.000 --> 00:18:46.000]  這個淑臨的姊妹聽完以後說
[00:18:46.000 --> 00:18:49.000]  我們有神
[00:18:49.000 --> 00:18:51.000]  她說你有沒有聽懂我的意思
[00:18:51.000 --> 00:18:53.000]  你有沒有聽見我所說的
[00:18:53.000 --> 00:18:55.000]  然後又把這些故事
[00:18:55.000 --> 00:18:57.000]  跟她再說一遍
[00:18:57.000 --> 00:19:00.000]  她還說我們有神
[00:19:00.000 --> 00:19:02.000]  她一次去了以後
[00:19:02.000 --> 00:19:03.000]  覺得這個姊妹
[00:19:03.000 --> 00:19:05.000]  可能不太關心我
[00:19:05.000 --> 00:19:06.000]  怎麼她不領會我呢
[00:19:06.000 --> 00:19:07.000]  也沒有安慰我
[00:19:07.000 --> 00:19:09.000]  也沒有過去想個辦法
[00:19:09.000 --> 00:19:11.000]  然後又去
[00:19:11.000 --> 00:19:13.000]  這個姊妹聽她說完以後還說
[00:19:13.000 --> 00:19:15.000]  我們有神
[00:19:15.000 --> 00:19:17.000]  然後再去還是這樣
[00:19:17.000 --> 00:19:19.000]  這個受苦的姊妹
[00:19:19.000 --> 00:19:21.000]  就後來想了
[00:19:21.000 --> 00:19:24.000]  到底她說這個話什麼意思
[00:19:24.000 --> 00:19:26.000]  後來想實在是的
[00:19:26.000 --> 00:19:28.000]  我們有神
[00:19:28.000 --> 00:19:29.000]  我們有神
[00:19:29.000 --> 00:19:31.000]  我們就可以喜樂
[00:19:31.000 --> 00:19:32.000]  如果我們沒有神
[00:19:32.000 --> 00:19:33.000]  再好的事情
[00:19:33.000 --> 00:19:35.000]  你都不應該喜樂
[00:19:35.000 --> 00:19:37.000]  也不會喜樂的
[00:19:37.000 --> 00:19:39.000]  這些她明白過來
[00:19:39.000 --> 00:19:41.000]  對的我們有神
[00:19:41.000 --> 00:19:43.000]  我們應該喜樂
[00:19:43.000 --> 00:19:45.000]  剛才我們唱的詩歌是這樣的
[00:19:45.000 --> 00:19:47.000]  她說有你夠了
[00:19:47.000 --> 00:19:48.000]  怎麼樣
[00:19:48.000 --> 00:19:50.000]  無論日有多長
[00:19:50.000 --> 00:19:52.000]  有你夠了
[00:19:52.000 --> 00:19:54.000]  無論夜有多暗
[00:19:54.000 --> 00:19:56.000]  有你夠了
[00:19:56.000 --> 00:19:58.000]  有主就夠了
[00:19:58.000 --> 00:20:00.000]  真的有時候我們好多時候
[00:20:00.000 --> 00:20:01.000]  不快樂不喜樂
