
[00:00:00.000 --> 00:00:02.000]  多謝主祢揀選我們
[00:01:13.000 --> 00:01:15.000]  多許風浪和你一起渡過
[00:01:15.000 --> 00:01:17.000]  Amen
[00:01:17.000 --> 00:01:19.000]  Hallelujah
[00:01:19.000 --> 00:01:21.000]  兩個月前我去一個
[00:01:21.000 --> 00:01:23.000]  培訓的地方
[00:01:23.000 --> 00:01:25.000]  訓練一班長者
[00:01:25.000 --> 00:01:27.000]  訓練一班長者
[00:01:27.000 --> 00:01:29.000]  怎樣是
[00:01:29.000 --> 00:01:31.000]  搞一些人際關係
[00:01:31.000 --> 00:01:33.000]  在中途休息的時候
[00:01:33.000 --> 00:01:35.000]  有其中一個
[00:01:35.000 --> 00:01:37.000]  又不是很長者的
[00:01:37.000 --> 00:01:39.000]  長者
[00:01:39.000 --> 00:01:41.000]  看來不是長者
[00:01:41.000 --> 00:01:43.000]  來找我
[00:01:43.000 --> 00:01:45.000]  他說Look Sir
[00:01:45.000 --> 00:01:47.000]  我一聽這個名字
[00:01:47.000 --> 00:01:49.000]  幾十年前
[00:01:49.000 --> 00:01:51.000]  竟然敢叫我
[00:01:51.000 --> 00:01:53.000]  應該這個都是長者
[00:01:53.000 --> 00:01:55.000]  他說Look Sir你認不認得我
[00:01:55.000 --> 00:01:57.000]  我看下去
[00:01:57.000 --> 00:01:59.000]  真的認不到
[00:01:59.000 --> 00:02:01.000]  他說幾十年前
[00:02:01.000 --> 00:02:03.000]  在一個社區中心
[00:02:03.000 --> 00:02:05.000]  你和誰誰
[00:02:05.000 --> 00:02:07.000]  做我們導師
[00:02:07.000 --> 00:02:09.000]  我們那時候還是小學生
[00:02:09.000 --> 00:02:11.000]  他那時候是小學生
[00:02:11.000 --> 00:02:13.000]  他那時候是小學生
[00:02:13.000 --> 00:02:15.000]  我那時候不是小學生
[00:02:15.000 --> 00:02:17.000]  很小的時候我也是
[00:02:17.000 --> 00:02:19.000]  好了
[00:02:19.000 --> 00:02:21.000]  那時候他是小學生
[00:02:21.000 --> 00:02:23.000]  有幾個哥哥姐姐
[00:02:23.000 --> 00:02:25.000]  帶著他們在中心
[00:02:25.000 --> 00:02:27.000]  開一些
[00:02:27.000 --> 00:02:29.000]  不是叫信仰班
[00:02:29.000 --> 00:02:31.000]  那時候不可以這樣叫
[00:02:31.000 --> 00:02:33.000]  間中說聖經
[00:02:33.000 --> 00:02:35.000]  你認不認得我
[00:02:35.000 --> 00:02:37.000]  我真的不好意思
[00:02:37.000 --> 00:02:39.000]  他說那時候我聽過你們介紹耶穌
[00:02:39.000 --> 00:02:41.000]  給我認識
[00:02:41.000 --> 00:02:43.000]  當時都好像信好像不信
[00:02:43.000 --> 00:02:45.000]  等等
[00:02:45.000 --> 00:02:47.000]  不過
[00:02:47.000 --> 00:02:49.000]  我現在信耶穌已經很久了
[00:02:49.000 --> 00:02:51.000]  原來他來這個訓練地方
[00:02:51.000 --> 00:02:53.000]  原來他是服事長者
[00:02:53.000 --> 00:02:55.000]  一個中年的婦女
[00:02:55.000 --> 00:02:57.000]  一個中年的婦女
[00:02:57.000 --> 00:02:59.000]  一個領袖
[00:02:59.000 --> 00:03:01.000]  他想來學如何服事長者
[00:03:01.000 --> 00:03:03.000]  我心裏覺得
[00:03:03.000 --> 00:03:05.000]  嘩
[00:03:05.000 --> 00:03:07.000]  真的沒什麼記憶
[00:03:07.000 --> 00:03:09.000]  不過他這樣說的時候
[00:03:09.000 --> 00:03:11.000]  心裏有份高興
[00:03:11.000 --> 00:03:13.000]  原來幾十年前我們都忘記了
[00:03:13.000 --> 00:03:15.000]  介紹過一些人
[00:03:15.000 --> 00:03:17.000]  去接近耶穌
[00:03:17.000 --> 00:03:19.000]  原來怎樣
[00:03:19.000 --> 00:03:21.000]  原來耶穌會工作
[00:03:21.000 --> 00:03:23.000]  縱使當時
[00:03:23.000 --> 00:03:25.000]  你不知道耶穌怎樣工作
[00:03:25.000 --> 00:03:27.000]  總言之你盡你的力
[00:03:27.000 --> 00:03:29.000]  將那個人介紹給耶穌
[00:03:29.000 --> 00:03:31.000]  他缺志也好
[00:03:31.000 --> 00:03:33.000]  未缺志也好
[00:03:33.000 --> 00:03:35.000]  盡了你的力
[00:03:35.000 --> 00:03:37.000]  原來幾十年前見到他
[00:03:37.000 --> 00:03:39.000]  原來他是一個服事者
[00:03:39.000 --> 00:03:41.000]  所以我們將人
[00:03:41.000 --> 00:03:43.000]  帶到耶穌面前
[00:03:43.000 --> 00:03:45.000]  無論你見不見到果孝
[00:03:45.000 --> 00:03:47.000]  你都不用太擔心
[00:03:47.000 --> 00:03:49.000]  因為主會怎樣
[00:03:49.000 --> 00:03:51.000]  主會做他自己的工作
[00:03:51.000 --> 00:03:53.000]  所以第一樣
[00:03:53.000 --> 00:03:55.000]  我想說的就是
[00:03:55.000 --> 00:03:57.000]  只要你吸引人去見耶穌
[00:03:57.000 --> 00:03:59.000]  就可以了
[00:03:59.000 --> 00:04:01.000]  這裡提到一個人叫撒該
[00:04:01.000 --> 00:04:03.000]  這個人的職業是什麼呢
[00:04:03.000 --> 00:04:05.000]  這個人的職業
[00:04:05.000 --> 00:04:07.000]  他在一個城市裏面工作
[00:04:07.000 --> 00:04:09.000]  叫做耶利哥
[00:04:09.000 --> 00:04:11.000]  這個地方是一個城市
[00:04:11.000 --> 00:04:13.000]  一個大城市
[00:04:13.000 --> 00:04:15.000]  我就要說這個城市
[00:04:15.000 --> 00:04:17.000]  而這個城市
[00:04:17.000 --> 00:04:19.000]  是耶穌一直去耶路撒冷經過的
[00:04:19.000 --> 00:04:21.000]  原來這個城市
[00:04:21.000 --> 00:04:23.000]  和耶路撒冷都近
[00:04:23.000 --> 00:04:25.000]  是一條大道
[00:04:25.000 --> 00:04:27.000]  由耶利哥上耶路撒冷
[00:04:27.000 --> 00:04:29.000]  而耶路撒冷又下來耶利哥
[00:04:29.000 --> 00:04:31.000]  當中有很多人流
[00:04:31.000 --> 00:04:33.000]  同時也是一個
[00:04:33.000 --> 00:04:35.000]  商貿的地方
[00:04:35.000 --> 00:04:37.000]  很多人帶貨物
[00:04:37.000 --> 00:04:39.000]  走來走去
[00:04:39.000 --> 00:04:41.000]  所以這個撒該的職業是什麼
[00:04:41.000 --> 00:04:43.000]  是收稅的
[00:04:43.000 --> 00:04:45.000]  就坐在關口那裏
[00:04:45.000 --> 00:04:47.000]  有貨物就怎樣
[00:04:47.000 --> 00:04:49.000]  抽稅
[00:04:49.000 --> 00:04:51.000]  有人口進來又怎樣
[00:04:51.000 --> 00:04:53.000]  又抽稅
[00:04:53.000 --> 00:04:55.000]  收人頭稅
[00:04:55.000 --> 00:04:57.000]  城市裏面的人又怎樣
[00:04:57.000 --> 00:04:59.000]  又要收稅
[00:04:59.000 --> 00:05:01.000]  而這個是稅利長
[00:05:01.000 --> 00:05:03.000]  香港有18區
[00:05:03.000 --> 00:05:05.000]  假設有18個收稅的人
[00:05:05.000 --> 00:05:07.000]  這個就是香港的
[00:05:07.000 --> 00:05:09.000]  收稅的稅利長
[00:05:09.000 --> 00:05:11.000]  可能他不用工作
[00:05:11.000 --> 00:05:13.000]  手下很多人
[00:05:13.000 --> 00:05:15.000]  去收稅
[00:05:15.000 --> 00:05:17.000]  他是一個財主
[00:05:17.000 --> 00:05:19.000]  為何收稅會是財主呢
[00:05:19.000 --> 00:05:21.000]  原來當時的
[00:05:21.000 --> 00:05:23.000]  羅馬政府是這樣的
[00:05:23.000 --> 00:05:25.000]  總之這個城市
[00:05:25.000 --> 00:05:27.000]  或者這個關口
[00:05:27.000 --> 00:05:29.000]  總之一段時間或者一年
[00:05:29.000 --> 00:05:31.000]  或者一個月你交一個數目給我
[00:05:31.000 --> 00:05:33.000]  交到就可以了
[00:05:33.000 --> 00:05:35.000]  其餘那些怎樣
[00:05:35.000 --> 00:05:37.000]  政府就一概
[00:05:37.000 --> 00:05:39.000]  不理
[00:05:39.000 --> 00:05:41.000]  所以這個稅利長只要交到一筆
[00:05:41.000 --> 00:05:43.000]  給羅馬政府
[00:05:43.000 --> 00:05:45.000]  接著收多少
[00:05:45.000 --> 00:05:47.000]  都沒有人管
[00:05:47.000 --> 00:05:49.000]  這裏提到
[00:05:49.000 --> 00:05:51.000]  他是一個稅利長
[00:05:51.000 --> 00:05:53.000]  他是有權的
[00:05:53.000 --> 00:05:55.000]  如果收稅
[00:05:55.000 --> 00:05:57.000]  人們不給稅會怎樣
[00:05:57.000 --> 00:05:59.000]  他的權力從哪裏來
[00:05:59.000 --> 00:06:03.000]  他找羅馬兵來
[00:06:03.000 --> 00:06:05.000]  所以他有權調動
[00:06:05.000 --> 00:06:07.000]  叫兵來
[00:06:07.000 --> 00:06:09.000]  這個人不肯交稅
[00:06:09.000 --> 00:06:11.000]  所以他們加上士兵
[00:06:11.000 --> 00:06:13.000]  就可以做什麼
[00:06:13.000 --> 00:06:15.000]  做強暴的工作
[00:06:15.000 --> 00:06:17.000]  做訛詐的工作
[00:06:17.000 --> 00:06:19.000]  做強迫的工作
[00:06:19.000 --> 00:06:21.000]  所以這個財主就這樣收到
[00:06:21.000 --> 00:06:23.000]  盤滿盤滿
[00:06:23.000 --> 00:06:25.000]  他的職業
[00:06:25.000 --> 00:06:27.000]  就是這樣
[00:06:27.000 --> 00:06:29.000]  這裏形容他的為人是怎樣
[00:06:29.000 --> 00:06:31.000]  我猜這個人
[00:06:31.000 --> 00:06:33.000]  整個耶利哥城的人都會認識他
[00:06:33.000 --> 00:06:35.000]  財政司
[00:06:35.000 --> 00:06:37.000]  大家都會認識
[00:06:37.000 --> 00:06:39.000]  稅務局長你都會認識
[00:06:39.000 --> 00:06:41.000]  所以當時應該會認識他
[00:06:41.000 --> 00:06:43.000]  但那些人對他應該不友善
[00:06:43.000 --> 00:06:45.000]  如果照聖經看
[00:06:45.000 --> 00:06:47.000]  他矮矮凸凸
[00:06:47.000 --> 00:06:49.000]  胖胖的可能
[00:06:49.000 --> 00:06:51.000]  想去見一個人
[00:06:51.000 --> 00:06:53.000]  見耶穌
[00:06:53.000 --> 00:06:55.000]  那些人有沒有讓開給他見
[00:06:55.000 --> 00:06:57.000]  如果很歡迎的人
[00:06:57.000 --> 00:06:59.000]  大人物來到
[00:06:59.000 --> 00:07:01.000]  讓給他見
[00:07:01.000 --> 00:07:03.000]  他是不讓的
[00:07:03.000 --> 00:07:05.000]  即得罪他
[00:07:05.000 --> 00:07:07.000]  所以應該是那些人對他不友善
[00:07:07.000 --> 00:07:09.000]  第七節提到
[00:07:09.000 --> 00:07:11.000]  當時的
[00:07:11.000 --> 00:07:13.000]  普遍的猶太人稱他做什麼
[00:07:13.000 --> 00:07:15.000]  罪人
[00:07:15.000 --> 00:07:17.000]  因為他提到
[00:07:17.000 --> 00:07:19.000]  耶穌為什麼去這個罪人的家
[00:07:19.000 --> 00:07:21.000]  吃飯
[00:07:21.000 --> 00:07:23.000]  住宿
[00:07:23.000 --> 00:07:25.000]  罪人的意思是什麼呢
[00:07:25.000 --> 00:07:27.000]  他真的犯了法
[00:07:27.000 --> 00:07:29.000]  在第十八章提到一個故事
[00:07:29.000 --> 00:07:31.000]  就是法利賽人祈禱
[00:07:31.000 --> 00:07:33.000]  和一些稅吏祈禱
[00:07:33.000 --> 00:07:35.000]  法利賽人就說
[00:07:35.000 --> 00:07:37.000]  主啊我不是像稅吏那樣
[00:07:37.000 --> 00:07:39.000]  又勒索又不義
[00:07:39.000 --> 00:07:41.000]  又姦淫
[00:07:41.000 --> 00:07:43.000]  他們是這樣形容那些稅吏
[00:07:43.000 --> 00:07:45.000]  勒索
[00:07:45.000 --> 00:07:47.000]  抽稅勒索
[00:07:47.000 --> 00:07:49.000]  不義 做很多不公平不公義的事
[00:07:49.000 --> 00:07:51.000]  強暴欺壓
[00:07:51.000 --> 00:07:53.000]  姦淫
[00:07:53.000 --> 00:07:55.000]  應該是什麼
[00:07:55.000 --> 00:07:57.000]  真的會出現
[00:07:57.000 --> 00:07:59.000]  所以是真的
[00:07:59.000 --> 00:08:01.000]  所以在律法上是一個罪人
[00:08:01.000 --> 00:08:03.000]  而他們都不會想去改
[00:08:03.000 --> 00:08:05.000]  他們的生活其實
[00:08:05.000 --> 00:08:07.000]  就是這樣
[00:08:07.000 --> 00:08:09.000]  第十節耶穌
[00:08:09.000 --> 00:08:11.000]  形容這類人叫
[00:08:11.000 --> 00:08:13.000]  失喪
[00:08:13.000 --> 00:08:15.000]  失喪是什麼意思呢
[00:08:15.000 --> 00:08:17.000]  失去了
[00:08:17.000 --> 00:08:19.000]  神創造人
[00:08:19.000 --> 00:08:21.000]  原本應該在地上
[00:08:21.000 --> 00:08:23.000]  生活的一些
[00:08:23.000 --> 00:08:25.000]  目標和尾線
[00:08:25.000 --> 00:08:27.000]  很少
[00:08:27.000 --> 00:08:29.000]  喪可能是
[00:08:29.000 --> 00:08:31.000]  癲癲喪喪
[00:08:31.000 --> 00:08:33.000]  即是喪失了
[00:08:33.000 --> 00:08:35.000]  將來的盼望
[00:08:35.000 --> 00:08:37.000]  或者喪失了一些在神的尾線
[00:08:37.000 --> 00:08:39.000]  去經歷到神的東西
[00:08:39.000 --> 00:08:41.000]  形容他做
[00:08:41.000 --> 00:08:43.000]  失喪
[00:08:43.000 --> 00:08:45.000]  這個殺雞
[00:08:45.000 --> 00:08:47.000]  我不知道你想
[00:08:47.000 --> 00:08:49.000]  像不像你周圍的人
[00:08:49.000 --> 00:08:51.000]  我周圍的人
[00:08:51.000 --> 00:08:53.000]  都沒有那麼多錢
[00:08:53.000 --> 00:08:55.000]  有些錢
[00:08:55.000 --> 00:08:57.000]  在工作上有些權
[00:08:57.000 --> 00:08:59.000]  都有
[00:08:59.000 --> 00:09:01.000]  又有工作
[00:09:01.000 --> 00:09:03.000]  又
[00:09:03.000 --> 00:09:05.000]  可以經濟沒問題
[00:09:05.000 --> 00:09:07.000]  又有好的生活
[00:09:07.000 --> 00:09:09.000]  可以管人
[00:09:09.000 --> 00:09:11.000]  又可以罵人
[00:09:11.000 --> 00:09:13.000]  不過沒什麼朋友
[00:09:13.000 --> 00:09:15.000]  在一個小世界
[00:09:15.000 --> 00:09:17.000]  都很會做事
[00:09:17.000 --> 00:09:19.000]  找到工作
[00:09:19.000 --> 00:09:21.000]  等等
[00:09:21.000 --> 00:09:23.000]  職業沒問題
[00:09:23.000 --> 00:09:25.000]  內心很空虛
[00:09:25.000 --> 00:09:27.000]  又經常喝酒
[00:09:27.000 --> 00:09:29.000]  和人聊天
[00:09:29.000 --> 00:09:31.000]  玩玩癲癲等等
[00:09:31.000 --> 00:09:33.000]  可能這類人都不覺得
[00:09:33.000 --> 00:09:35.000]  我需要耶穌
[00:09:35.000 --> 00:09:37.000]  或者根本都不太理會
[00:09:37.000 --> 00:09:39.000]  耶穌
[00:09:39.000 --> 00:09:41.000]  或者覺得信仰
[00:09:41.000 --> 00:09:43.000]  很虛無縹緲
[00:09:43.000 --> 00:09:45.000]  賺錢最實際
[00:09:45.000 --> 00:09:47.000]  信仰都很多
[00:09:47.000 --> 00:09:49.000]  耶穌只是其中一個
[00:09:49.000 --> 00:09:51.000]  黃大仙有觀音有佛話
[00:09:51.000 --> 00:09:53.000]  香港的社會
[00:09:53.000 --> 00:09:55.000]  都是這樣想的
[00:09:55.000 --> 00:09:57.000]  我不知道你的朋友當中
[00:09:57.000 --> 00:09:59.000]  會不會有這樣的人
[00:09:59.000 --> 00:10:01.000]  你信耶穌的人
[00:10:01.000 --> 00:10:03.000]  聖經提到無論怎樣
[00:10:03.000 --> 00:10:05.000]  這個人
[00:10:05.000 --> 00:10:07.000]  是被耶穌的一些東西吸引
[00:10:07.000 --> 00:10:09.000]  他畢竟
[00:10:09.000 --> 00:10:11.000]  是被耶穌的一些情況吸引
[00:10:11.000 --> 00:10:15.000]  所以我就會問一個問題
[00:10:15.000 --> 00:10:17.000]  他究竟
[00:10:17.000 --> 00:10:19.000]  什麼東西吸引這個人
[00:10:19.000 --> 00:10:21.000]  以致他在一節聖經裏面說
[00:10:21.000 --> 00:10:23.000]  我要去看看耶穌是怎樣的人
[00:10:23.000 --> 00:10:27.000]  什麼東西吸引他會問這個問題
[00:10:27.000 --> 00:10:29.000]  一個這麼市儈的人
[00:10:29.000 --> 00:10:33.000]  一個這麼欺壓都要賺錢的人
[00:10:33.000 --> 00:10:35.000]  一個可能
[00:10:35.000 --> 00:10:37.000]  對人的憐憫都沒那麼強的人
[00:10:37.000 --> 00:10:39.000]  等等
[00:10:39.000 --> 00:10:41.000]  很忙碌工作等等
[00:10:41.000 --> 00:10:43.000]  但是什麼東西令到他會想
[00:10:43.000 --> 00:10:45.000]  這個耶穌是怎樣的人呢
[00:10:47.000 --> 00:10:49.000]  我在看的時候
[00:10:49.000 --> 00:10:51.000]  有幾樣東西
[00:10:51.000 --> 00:10:53.000]  我覺得是他被吸引的
[00:10:53.000 --> 00:10:55.000]  第一就是
[00:10:55.000 --> 00:10:57.000]  在人身上
[00:10:57.000 --> 00:10:59.000]  他會被吸引到他
[00:10:59.000 --> 00:11:01.000]  在這段聖經裏面
[00:11:01.000 --> 00:11:03.000]  之前第十八章
[00:11:03.000 --> 00:11:05.000]  的後期
[00:11:05.000 --> 00:11:07.000]  其實在說一些事
[00:11:07.000 --> 00:11:09.000]  當耶穌未進耶利哥城的時候
[00:11:09.000 --> 00:11:11.000]  在城外
[00:11:11.000 --> 00:11:13.000]  其實在發生一些事
[00:11:13.000 --> 00:11:15.000]  是什麼事
[00:11:15.000 --> 00:11:17.000]  就是原來耶穌醫治好
[00:11:17.000 --> 00:11:19.000]  一個盲眼的人
[00:11:19.000 --> 00:11:21.000]  你看一看
[00:11:21.000 --> 00:11:23.000]  醫治了一個盲眼的人
[00:11:23.000 --> 00:11:25.000]  盲的馬上
[00:11:25.000 --> 00:11:27.000]  康復
[00:11:27.000 --> 00:11:29.000]  恢復了視力
[00:11:29.000 --> 00:11:31.000]  接著聖經說這個人是怎樣的人
[00:11:31.000 --> 00:11:33.000]  這個人就馬上跟著耶穌
[00:11:33.000 --> 00:11:35.000]  跟著耶穌一路走
[00:11:35.000 --> 00:11:37.000]  還怎樣
[00:11:37.000 --> 00:11:39.000]  一路怎樣
[00:11:39.000 --> 00:11:41.000]  讚美神
[00:11:41.000 --> 00:11:43.000]  不單他自己在讚美神
[00:11:43.000 --> 00:11:45.000]  或者一路走的時候
[00:11:45.000 --> 00:11:47.000]  假設你是那個人
[00:11:47.000 --> 00:11:49.000]  很多人看到你
[00:11:49.000 --> 00:11:51.000]  你一路走的時候會怎樣
[00:11:51.000 --> 00:11:53.000]  我的眼睛怎樣
[00:11:53.000 --> 00:11:55.000]  看不看到
[00:11:55.000 --> 00:11:57.000]  這個耶穌醫治我的
[00:11:57.000 --> 00:11:59.000]  很多人圍著你
[00:11:59.000 --> 00:12:01.000]  而聖經又記載眾人也在讚美神
[00:12:01.000 --> 00:12:03.000]  即是說在街上
[00:12:03.000 --> 00:12:05.000]  未進城
[00:12:05.000 --> 00:12:07.000]  一路走的時候
[00:12:07.000 --> 00:12:09.000]  醫治了一個盲眼的人
[00:12:09.000 --> 00:12:11.000]  那個人在跳舞讚美神
[00:12:11.000 --> 00:12:13.000]  也在讚美神
[00:12:13.000 --> 00:12:15.000]  很嘈吵
[00:12:15.000 --> 00:12:17.000]  很嘈吵地
[00:12:17.000 --> 00:12:19.000]  進城
[00:12:19.000 --> 00:12:21.000]  很可能
[00:12:21.000 --> 00:12:23.000]  薩蓋
[00:12:23.000 --> 00:12:25.000]  就風聞到
[00:12:25.000 --> 00:12:27.000]  這些聲音
[00:12:27.000 --> 00:12:29.000]  你覺得會不會
[00:12:29.000 --> 00:12:31.000]  一件那麼神跡的事情
[00:12:31.000 --> 00:12:33.000]  令到他覺得
[00:12:33.000 --> 00:12:35.000]  這麼厲害
[00:12:35.000 --> 00:12:37.000]  這個耶穌究竟是怎樣
[00:12:37.000 --> 00:12:39.000]  還有他應該之前
[00:12:39.000 --> 00:12:41.000]  都聽過耶穌很多事跡
[00:12:41.000 --> 00:12:43.000]  因為到十九章
[00:12:43.000 --> 00:12:45.000]  一至十八章都講了耶穌很多事情
[00:12:45.000 --> 00:12:47.000]  這個耶利哥城的人
[00:12:47.000 --> 00:12:49.000]  薩蓋一定是聽過
[00:12:49.000 --> 00:12:51.000]  耶穌之前的事
[00:12:51.000 --> 00:12:53.000]  不過之前的事可能勾不起
[00:12:53.000 --> 00:12:55.000]  他的興趣,因為很遠
[00:12:55.000 --> 00:12:57.000]  但現在耶穌來到他的城門口
[00:12:57.000 --> 00:12:59.000]  又發生神跡奇事
[00:12:59.000 --> 00:13:01.000]  是不是那個人會怎樣
[00:13:01.000 --> 00:13:03.000]  嘩,來了
[00:13:03.000 --> 00:13:05.000]  所以這個可能是其中一件事
[00:13:05.000 --> 00:13:07.000]  是勾起他的想法
[00:13:07.000 --> 00:13:09.000]  勾起他的想法
[00:13:09.000 --> 00:13:11.000]  另外,如果你看聖經
[00:13:11.000 --> 00:13:13.000]  整個路加福音
[00:13:13.000 --> 00:13:15.000]  其實很多瑞利
[00:13:15.000 --> 00:13:17.000]  都信耶穌
[00:13:17.000 --> 00:13:19.000]  耶穌的門徒
[00:13:19.000 --> 00:13:21.000]  當中有一個叫什麼
[00:13:21.000 --> 00:13:23.000]  有一個叫瑪太
[00:13:23.000 --> 00:13:25.000]  他原本都是
[00:13:25.000 --> 00:13:27.000]  都是瑞利
[00:13:27.000 --> 00:13:29.000]  他跟隨了耶穌
[00:13:29.000 --> 00:13:31.000]  接著
[00:13:31.000 --> 00:13:33.000]  稍後會提很多瑞利信耶穌
[00:13:33.000 --> 00:13:35.000]  而這個是瑞利獎
[00:13:35.000 --> 00:13:37.000]  會不會他的閣下
[00:13:37.000 --> 00:13:39.000]  也有些人跟隨了耶穌呢
[00:13:39.000 --> 00:13:41.000]  即是有個同事
[00:13:41.000 --> 00:13:43.000]  有個同事未信耶穌
[00:13:43.000 --> 00:13:45.000]  不過有個同事你也信了耶穌
[00:13:45.000 --> 00:13:47.000]  他封文你信了耶穌
[00:13:47.000 --> 00:13:49.000]  他也有時會問
[00:13:49.000 --> 00:13:51.000]  喂,這個耶穌是怎樣
[00:13:51.000 --> 00:13:53.000]  你能不能勾起那些
[00:13:53.000 --> 00:13:55.000]  未信耶穌的人,問你一個問題
[00:13:55.000 --> 00:13:57.000]  什麼吸引你信耶穌
[00:13:57.000 --> 00:13:59.000]  嘩,如果能夠
[00:13:59.000 --> 00:14:01.000]  吸引到他問這些問題
[00:14:01.000 --> 00:14:03.000]  就成功了
[00:14:03.000 --> 00:14:05.000]  就好了
[00:14:05.000 --> 00:14:07.000]  要吸引人去信耶穌
[00:14:07.000 --> 00:14:09.000]  另外一個原因
[00:14:09.000 --> 00:14:11.000]  我覺得是耶穌對
[00:14:11.000 --> 00:14:13.000]  瑞利的看法
[00:14:13.000 --> 00:14:15.000]  在第十八章開始的時候
[00:14:15.000 --> 00:14:17.000]  剛才也提到
[00:14:17.000 --> 00:14:19.000]  耶穌在說一個比喻
[00:14:19.000 --> 00:14:21.000]  也不是比喻,實際上
[00:14:21.000 --> 00:14:23.000]  他有兩人祈禱
[00:14:23.000 --> 00:14:25.000]  一個法利塞人在祈禱
[00:14:25.000 --> 00:14:27.000]  那個法利塞人就指著
[00:14:27.000 --> 00:14:29.000]  那個瑞利在祈禱
[00:14:29.000 --> 00:14:31.000]  神啊,我不像那個瑞利
[00:14:31.000 --> 00:14:33.000]  那個瑞利又犯罪
[00:14:33.000 --> 00:14:35.000]  又不義
[00:14:35.000 --> 00:14:37.000]  又姦淫
[00:14:37.000 --> 00:14:39.000]  我就十分之一奉獻
[00:14:39.000 --> 00:14:41.000]  按照你的要求
[00:14:41.000 --> 00:14:43.000]  又奉獻了
[00:14:43.000 --> 00:14:45.000]  錢也交足
[00:14:45.000 --> 00:14:47.000]  而另外一個瑞利
[00:14:47.000 --> 00:14:49.000]  也在那裡祈禱
[00:14:49.000 --> 00:14:51.000]  他怎樣呢
[00:14:51.000 --> 00:14:53.000]  他就很低沉
[00:14:53.000 --> 00:14:55.000]  人就這樣祈禱
[00:14:55.000 --> 00:14:57.000]  他說,主啊
[00:14:57.000 --> 00:14:59.000]  可憐寬恕我這個罪人
[00:14:59.000 --> 00:15:01.000]  他就這樣祈禱
[00:15:01.000 --> 00:15:03.000]  那耶穌的評論是什麼呢
[00:15:03.000 --> 00:15:05.000]  耶穌的解說是
[00:15:05.000 --> 00:15:07.000]  凡至高的
[00:15:07.000 --> 00:15:09.000]  就必會降為卑
[00:15:09.000 --> 00:15:11.000]  凡至卑的
[00:15:11.000 --> 00:15:13.000]  就必會升高
[00:15:13.000 --> 00:15:15.000]  你說如果你是瑞利
[00:15:15.000 --> 00:15:17.000]  聽到耶穌這樣說這些故事
[00:15:17.000 --> 00:15:19.000]  你心裡會怎樣
[00:15:19.000 --> 00:15:23.000]  是不是很驚訝
[00:15:23.000 --> 00:15:25.000]  這個耶穌原來
[00:15:25.000 --> 00:15:27.000]  對這些
[00:15:27.000 --> 00:15:29.000]  這麼憎恨我們的法利塞人
[00:15:29.000 --> 00:15:31.000]  這麼憎恨我們這些文士
[00:15:31.000 --> 00:15:33.000]  原來反而誇他們
[00:15:33.000 --> 00:15:35.000]  反而如果我們瑞利
[00:15:35.000 --> 00:15:37.000]  願意這樣悔改信主
[00:15:37.000 --> 00:15:39.000]  原來耶穌看我們
[00:15:39.000 --> 00:15:41.000]  看到我們的心
[00:15:41.000 --> 00:15:43.000]  其實他們很想信主
