
[00:00:00.000 --> 00:00:06.540]  馬太福音28章18節到20節
[00:02:21.840 --> 00:02:24.240]  不過他們失敗了
[00:02:24.240 --> 00:02:28.280]  因為沒有一個人能夠統一整個世界
[00:02:28.280 --> 00:02:31.280]  當沒有一個人能夠統一這個世界的時候
[00:02:31.280 --> 00:02:37.720]  地上的主權尚且不能夠落在一個人手上
[00:02:37.720 --> 00:02:40.720]  更何況天上的權柄
[00:02:40.720 --> 00:02:42.480]  大家有沒有留意到?
[00:02:42.480 --> 00:02:46.360]  能夠向整個世界宣告
[00:02:46.360 --> 00:02:51.680]  天上、地下所有的權柄都持給我了
[00:02:51.680 --> 00:02:54.480]  能夠這樣說的只有一位
[00:02:54.480 --> 00:03:00.120]  就是「萬口皆承認,萬失當跪拜」
[00:03:00.120 --> 00:03:04.760]  是為你、為我犧牲祂的聖名
[00:03:04.760 --> 00:03:09.680]  又為我們死裡復活的那位主耶穌
[00:03:09.680 --> 00:03:16.360]  祂才能夠配得天上、地下所有的權柄都屬於祂
[00:03:16.360 --> 00:03:22.160]  因為祂是用祂的生命來救贖我們
[00:03:22.160 --> 00:03:26.560]  今早跟大家分享的時間是剛剛好
[00:03:26.560 --> 00:03:30.160]  我們就快進入耶穌受賦的日子
[00:03:30.160 --> 00:03:33.280]  主耶穌祂將祂自己寶貴的聖命
[00:03:33.280 --> 00:03:38.080]  來換取你和我的生命
[00:03:38.080 --> 00:03:40.160]  祂被掛在木頭上
[00:03:40.160 --> 00:03:43.160]  親身擔當了我們的罪
[00:03:43.160 --> 00:03:47.680]  所以祂為你、為我而犧牲
[00:03:47.680 --> 00:03:50.960]  第三天,祂從墳墓裡復活過來
[00:03:50.960 --> 00:03:53.760]  感謝神,因為祂是神的兒子
[00:03:53.760 --> 00:03:55.960]  因為祂是生命的主宰
[00:03:55.960 --> 00:03:59.960]  所以當耶穌從水裡復活之後
[00:03:59.960 --> 00:04:05.560]  祂就能夠擁有天上、地下所有的權柄
[00:04:05.560 --> 00:04:08.560]  不愧是保羅在《肥納比書》告訴我們
[00:04:08.560 --> 00:04:10.560]  神將祂升為什麼?
[00:04:10.560 --> 00:04:17.160]  至高的,超乎一切萬明之上的明智
[00:04:17.160 --> 00:04:26.560]  弟子們,耶穌基督擁有天上、地下所有的權柄的時候
[00:04:26.560 --> 00:04:32.160]  祂才是真真正正的萬王之王、萬主之主
[00:04:32.160 --> 00:04:33.360]  Amen?
[00:04:33.360 --> 00:04:37.560]  弟子們,當這位萬王之王、萬主之主
[00:04:37.560 --> 00:04:43.160]  祂要今天向你和我頒布大使命的時候
[00:04:43.160 --> 00:04:49.160]  弟子們,這真是百分百榮耀的使命
[00:04:49.160 --> 00:04:52.560]  你想想,如果你是一個國家的大使
[00:04:52.560 --> 00:04:56.360]  你尚且覺得自己很有尊榮
[00:04:56.360 --> 00:04:58.960]  何況今天我們代表的
[00:04:58.960 --> 00:05:03.760]  是那位擁有天上、地下所有的權柄、萬王之王
[00:05:03.760 --> 00:05:08.160]  萬主之主的耶穌基督的大使
[00:05:08.160 --> 00:05:10.160]  是祂的福音的大使
[00:05:10.160 --> 00:05:12.560]  是祂大使命的使者
[00:05:12.560 --> 00:05:15.960]  今天早上我們真的非常感謝神
[00:05:15.960 --> 00:05:19.160]  這個大使命在宏觀來看
[00:05:19.160 --> 00:05:23.160]  感謝上帝,因為祂的復活、祂的犧牲
[00:05:23.160 --> 00:05:30.960]  令到全世界所有的人從今之後不需要再懼怕死亡的威脅
[00:05:30.960 --> 00:05:35.960]  死亡的巨人不能夠永遠屹立在我們的眼前
[00:05:35.960 --> 00:05:39.360]  因為耶穌基督已經勝過死亡
[00:05:39.360 --> 00:05:45.360]  所以弟子們,我早一兩個星期回去探望一個病人
[00:05:45.360 --> 00:05:49.160]  由於我負責了福音聖會的緣故
[00:05:49.160 --> 00:05:51.560]  所以我現在少了醫院
[00:05:51.560 --> 00:05:54.760]  很難得我也要爭取時間回去
[00:05:54.760 --> 00:06:00.160]  為什麼呢?我去探望一位弟兄
[00:06:00.160 --> 00:06:05.360]  他未信主之前,他在醫院裡面
[00:06:05.360 --> 00:06:11.360]  我第一次探望他,他是很憂愁、很焦慮、很多恐懼
[00:06:11.360 --> 00:06:13.560]  他的女兒是基督徒
[00:06:13.560 --> 00:06:17.560]  所以介紹了我給他爸爸認識
[00:06:17.560 --> 00:06:20.360]  這是我對他第一個印象
[00:06:20.360 --> 00:06:23.760]  但當我兩個星期之前回去再探望他的時候
[00:06:23.760 --> 00:06:29.960]  我發覺這位病人整個樣貌、整個容貌是不同了
[00:06:29.960 --> 00:06:32.960]  他見到我的時候是很有笑容的
[00:06:32.960 --> 00:06:35.560]  他捉緊我的手,他謝謝我
[00:06:35.560 --> 00:06:38.960]  我也為他感恩
[00:06:38.960 --> 00:06:41.960]  因為這位病人後來信了耶穌
[00:06:41.960 --> 00:06:45.160]  與穆的帶領下,他缺了字
[00:06:45.160 --> 00:06:48.360]  後來教會的穆者也為他洗禮
[00:06:48.360 --> 00:06:51.560]  當我再見到他的時候,跟他聊天的時候
[00:06:51.560 --> 00:06:55.960]  他告訴我,他現在什麼都不放在心裡了
[00:06:55.960 --> 00:07:01.160]  他只在上面,他說他什麼都交託了
[00:07:01.160 --> 00:07:04.960]  當我見到這位病人有這樣的表現的時候
[00:07:04.960 --> 00:07:10.560]  我很深信的知道,耶穌的生命已經進入了他的生命
[00:07:10.560 --> 00:07:13.360]  所以死亡不能夠再威脅我們
[00:07:13.360 --> 00:07:16.360]  他已經轉去腫瘤科的病房
[00:07:16.360 --> 00:07:21.360]  但他仍然可以對將來是擁有盼望
[00:07:21.360 --> 00:07:25.560]  弟子們,耶穌基督的犧牲,祂的復活
[00:07:25.560 --> 00:07:28.360]  在宏觀上帶給我們每一個人
[00:07:28.360 --> 00:07:31.760]  有一個永恆活潑的盼望,我們感謝神
[00:07:31.760 --> 00:07:34.960]  但耶穌基督的復活和祂的犧牲
[00:07:34.960 --> 00:07:39.760]  在微觀上,原來祂可以改變
[00:07:39.760 --> 00:07:44.960]  扭轉你和我生命中脆弱的地方
[00:07:44.960 --> 00:07:48.160]  講到這裡的時候,我想問大家
[00:07:48.160 --> 00:07:53.760]  你和我都知道我們自己有很大的弱點
[00:07:53.760 --> 00:07:55.960]  有時候別人看到你的
[00:07:55.960 --> 00:08:03.760]  不過你表面上是很剛強、很硬朗、很有風光
[00:08:03.760 --> 00:08:09.360]  不過有時候自己知道自己的弱點在哪裡
[00:08:09.360 --> 00:08:13.360]  有時候自己才知道自己的問題在哪裡
[00:08:13.360 --> 00:08:16.960]  好像廣東人所說,自己知道自己的事
[00:08:16.960 --> 00:08:21.560]  有時候我們真的知道自己的弱點,知道自己的問題
[00:08:21.560 --> 00:08:24.960]  但是感謝上帝
[00:08:24.960 --> 00:08:27.560]  今天耶穌基督的復活
[00:08:27.560 --> 00:08:33.960]  祂能夠轉化了你和我生命中的陰暗面
[00:08:33.960 --> 00:08:37.560]  我們的脆弱的地方,耶穌都能夠改變
[00:08:37.560 --> 00:08:40.760]  大家知道耶穌有十二個門徒
[00:08:40.760 --> 00:08:44.960]  其中有一位門徒經常來不及
[00:08:44.960 --> 00:08:48.160]  別人還沒說完,他就急著要說
[00:08:48.160 --> 00:08:51.160]  這位門徒是誰?
[00:08:51.160 --> 00:08:52.960]  就是彼得
[00:08:52.960 --> 00:08:55.360]  彼得有一次聽到耶穌說
[00:08:55.360 --> 00:08:58.560]  「牧人被擊打,羊就分散」
[00:08:58.560 --> 00:09:00.760]  耶穌還沒說完,他就急著回答
[00:09:00.760 --> 00:09:07.360]  「主啊,眾人因祢的緣故跌倒,我還不跌倒」
[00:09:07.360 --> 00:09:12.160]  「眾人因祢的緣故離開祢,我總不離開祢」
[00:09:12.160 --> 00:09:13.560]  但是耶穌跟他說
[00:09:13.560 --> 00:09:18.760]  「公雞未啼之前,你已經三次不認我」
[00:09:18.760 --> 00:09:24.160]  誰不知這麼多個門徒,跌得最快的就是彼得
[00:09:24.160 --> 00:09:31.360]  所以彼得很慚愧、很難過,走出去哭
[00:09:31.360 --> 00:09:33.960]  他這一次哭得非常好
[00:09:33.960 --> 00:09:39.360]  當他痛哭的時候,他知道自己脆弱的地方
[00:09:39.360 --> 00:09:41.560]  他躲起來不敢見人
[00:09:41.560 --> 00:09:47.760]  何時開始彼得真的能夠化軟弱為剛強呢?
[00:09:47.760 --> 00:09:51.160]  就是到了耶穌在提比利亞海對彼得說
[00:09:51.160 --> 00:09:56.160]  耶穌問彼得「三次你愛我,比這些更深」
[00:09:56.160 --> 00:10:00.960]  那時候彼得就肯定對著這位復活的主
[00:10:00.960 --> 00:10:04.760]  他說「主啊,祢知道我愛祢」
[00:10:04.760 --> 00:10:06.760]  頂止無門
[00:10:06.760 --> 00:10:08.560]  到使徒行傳的時候
[00:10:08.560 --> 00:10:14.160]  你發覺整個彼得是脫胎換骨的
[00:10:14.160 --> 00:10:16.960]  第一次他站出來報道的時候
[00:10:16.960 --> 00:10:18.960]  三千人信主
[00:10:18.960 --> 00:10:21.160]  接著別人就說「你不要再傳了」
[00:10:21.160 --> 00:10:23.160]  「再傳我就抓你了」
[00:10:23.160 --> 00:10:24.560]  但是彼得怎麼說呢?
[00:10:24.560 --> 00:10:29.960]  彼得說「信從神,不信從人,是應當敵」
[00:10:29.960 --> 00:10:32.760]  結果有第二次報道機會的時候
[00:10:32.760 --> 00:10:35.360]  彼得義不容辭就去報道
[00:10:35.360 --> 00:10:37.160]  有五千人信主
[00:10:37.160 --> 00:10:39.360]  真的那次一說完之後
[00:10:39.360 --> 00:10:43.560]  被人抓去坐牢,鎖在監牢裡面
[00:10:43.560 --> 00:10:45.960]  但是奇妙的是
[00:10:45.960 --> 00:10:50.160]  天使在監倉裡面拯救他們出來
[00:10:50.160 --> 00:10:54.160]  各位頂止無門
[00:10:54.160 --> 00:10:57.960]  彼得生命中的陰暗面
[00:10:57.960 --> 00:10:59.560]  彼得生命中的脆弱
[00:10:59.560 --> 00:11:01.160]  實在都反映著
[00:11:01.160 --> 00:11:04.360]  你和我生命中的軟弱的地方
[00:11:04.360 --> 00:11:05.760]  不過我們不需要擔心
[00:11:05.760 --> 00:11:06.760]  感謝神
[00:11:06.760 --> 00:11:08.560]  因為復活的耶穌
[00:11:08.560 --> 00:11:11.560]  將你和我脆弱的生命
[00:11:11.560 --> 00:11:14.960]  轉化為剛強的生命
[00:11:14.960 --> 00:11:18.160]  因為這個就是復活的主
[00:11:18.160 --> 00:11:21.960]  帶給我們生命中奇妙的改變
[00:11:21.960 --> 00:11:24.160]  所以主耶穌就對門徒說
[00:11:24.160 --> 00:11:25.560]  當你知道我已經擁有
[00:11:25.560 --> 00:11:28.160]  天上地下的權柄之後
[00:11:28.160 --> 00:11:31.160]  耶穌就正式頒佈這個大使命
[00:11:31.160 --> 00:11:34.560]  剛才大家異口同聲的
[00:11:34.560 --> 00:11:37.360]  我們背誦了出來
[00:11:37.360 --> 00:11:39.160]  我們去看大使命的時候
[00:11:39.160 --> 00:11:39.960]  各位頂止無門
[00:11:39.960 --> 00:11:41.760]  你發覺這個大使命
[00:11:41.760 --> 00:11:43.560]  耶穌所頒佈的
[00:11:43.560 --> 00:11:46.760]  是有兩個重心在當中的
[00:11:46.760 --> 00:11:49.560]  一個重心就是傳福音
[00:11:49.560 --> 00:11:51.560]  去傳福音
[00:11:51.560 --> 00:11:54.560]  洗萬民作主的門徒
[00:11:54.560 --> 00:11:57.760]  奉父子聖靈的名為他們洗禮
[00:11:57.760 --> 00:11:59.360]  第二個重心
[00:11:59.360 --> 00:12:00.960]  這個大使命裡面
[00:12:00.960 --> 00:12:03.360]  耶穌說凡我所吩咐你們的
[00:12:03.360 --> 00:12:06.560]  都教訓他們遵守
[00:12:06.560 --> 00:12:08.560]  那我就尚於你們痛哉
[00:12:08.560 --> 00:12:10.960]  直到世界的末了
[00:12:10.960 --> 00:12:15.160]  這是一個教導培訓的重心
[00:12:15.160 --> 00:12:18.160]  當這兩個重心結合在一起的時候
[00:12:18.160 --> 00:12:21.160]  就是我們今天所領受的
[00:12:21.160 --> 00:12:23.160]  就是一個大使命
[00:12:23.160 --> 00:12:26.160]  一個榮耀的大使命
[00:12:26.160 --> 00:12:27.560]  頂止無門
[00:12:27.560 --> 00:12:32.360]  當我知道這是我們生命的主
[00:12:32.360 --> 00:12:34.960]  頒佈給我們的大使命的時候
[00:12:34.960 --> 00:12:36.360]  我們非常的感恩
[00:12:36.360 --> 00:12:37.360]  為什麼呢?
[00:12:37.360 --> 00:12:38.360]  第一
[00:12:38.360 --> 00:12:42.160]  耶穌沒有將這個大使命頒佈
[00:12:42.160 --> 00:12:45.160]  或者委任給天使去做
[00:12:45.160 --> 00:12:46.960]  你有沒有留意到?
[00:12:46.960 --> 00:12:49.960]  天使是靈界的被造物
[00:12:49.960 --> 00:12:52.760]  是比我們更加尊貴的
[00:12:52.760 --> 00:12:53.760]  但是
[00:12:53.760 --> 00:12:58.160]  耶穌也沒有將這個大使命委任天使去做
[00:12:58.160 --> 00:13:01.960]  耶穌也沒有將這個大使命頒佈
[00:13:01.960 --> 00:13:06.160]  委任給一些未信的朋友去做
[00:13:06.160 --> 00:13:08.960]  耶穌將這個大使命
[00:13:08.960 --> 00:13:10.960]  將這個榮耀的使命
[00:13:10.960 --> 00:13:14.760]  是唯一的頒佈給你和我
[00:13:14.760 --> 00:13:20.360]  重新得救的基督徒去實踐的
[00:13:20.360 --> 00:13:23.360]  所以我們領受這個大使命的時候
[00:13:23.360 --> 00:13:25.760]  我們心裡很感恩
[00:13:25.760 --> 00:13:29.560]  我們心裡感到非常的榮幸
[00:13:29.560 --> 00:13:32.560]  非常的榮耀
[00:13:32.560 --> 00:13:33.560]  接下來
[00:13:33.560 --> 00:13:35.360]  我想和大家說一下
[00:13:35.360 --> 00:13:39.760]  耶穌頒佈這個大使命有三大特徵
[00:13:39.760 --> 00:13:41.960]  我留心的去揣摩
[00:13:41.960 --> 00:13:44.360]  我發覺耶穌頒佈這個大使命裡面
[00:13:44.360 --> 00:13:46.160]  有哪三個特徵呢?
[00:13:46.160 --> 00:13:47.760]  第一個特徵
[00:13:47.760 --> 00:13:50.160]  就是這個大使命
[00:13:50.160 --> 00:13:55.160]  我發覺是與生俱來的
[00:13:55.160 --> 00:13:58.360]  幾年前我有機會幫一位
[00:13:58.360 --> 00:14:01.760]  患了肺癌的病人洗禮
[00:14:01.760 --> 00:14:05.360]  他就在浸會醫院留醫
[00:14:05.360 --> 00:14:07.560]  他信了主之後
[00:14:07.560 --> 00:14:09.560]  家人說他也很願意洗禮
[00:14:09.560 --> 00:14:13.360]  於是我就去到浸會醫院幫他洗禮
[00:14:13.360 --> 00:14:16.160]  去到洗禮當日的時候
[00:14:16.160 --> 00:14:18.560]  家人就將這個病人
[00:14:18.560 --> 00:14:20.960]  用輪椅推推推推
[00:14:20.960 --> 00:14:22.960]  推到一個特別的房間
[00:14:22.960 --> 00:14:25.360]  因為醫院預備了一個房間
[00:14:25.360 --> 00:14:27.960]  給這個病人洗禮
[00:14:27.960 --> 00:14:30.560]  我們就開始唱詩歌
[00:14:30.560 --> 00:14:32.760]  程序一直下去
[00:14:32.760 --> 00:14:35.560]  接著我又問這個病人的信德
[00:14:35.560 --> 00:14:37.360]  他們都答得很肯定
[00:14:37.360 --> 00:14:38.960]  他願意相信
[00:14:38.960 --> 00:14:41.160]  於是大家知道
[00:14:41.160 --> 00:14:41.960]  接下來的步驟
[00:14:41.960 --> 00:14:44.960]  我就要幫他們洗禮了
[00:14:44.960 --> 00:14:48.960]  但突然之間他很大聲的說
[00:14:48.960 --> 00:14:50.560]  他說停一停
[00:14:50.560 --> 00:14:54.360]  咦,那我被他壓一壓了
[00:14:54.360 --> 00:14:55.760]  死了,停一停
[00:14:55.760 --> 00:15:00.760]  難道他反悔?
[00:15:00.760 --> 00:15:05.360]  我就想聽聽他想說些什麼
[00:15:05.360 --> 00:15:06.760]  他跟我說
[00:15:06.760 --> 00:15:11.360]  牧師,我可不可以站起來洗禮
[00:15:11.360 --> 00:15:12.760]  哦,原來如此
[00:15:12.760 --> 00:15:15.160]  非常之歡迎
[00:15:15.160 --> 00:15:17.160]  沒問題,你站起來洗禮
[00:15:17.160 --> 00:15:19.760]  於是我就幫他洗禮
[00:15:19.760 --> 00:15:22.160]  幸好這個病人也不是長得很高
[00:15:22.160 --> 00:15:25.560]  我的手也可以抬到他的頭上幫他洗禮
[00:15:25.560 --> 00:15:26.960]  洗完禮之後
[00:15:26.960 --> 00:15:29.960]  這個病人就說了幾句話
[00:15:29.960 --> 00:15:34.160]  他跟一些親友觀禮的人說
[00:15:34.160 --> 00:15:35.560]  他說各位
[00:15:35.560 --> 00:15:39.360]  為什麼我今天洗禮要站起來洗禮呢?
[00:15:39.360 --> 00:15:41.160]  他說因為
[00:15:41.160 --> 00:15:45.960]  今天的洗禮是我一生人中最重要的時刻
[00:15:45.960 --> 00:15:48.560]  所以我要站起來
[00:15:48.560 --> 00:15:49.960]  當我聽完之後
[00:15:49.960 --> 00:15:52.360]  為這個病人我很感恩
[00:15:52.360 --> 00:15:56.360]  然後他極之重視他跟神的關係
[00:15:56.360 --> 00:15:59.960]  這一刻他的洗禮是無比重要
[00:15:59.960 --> 00:16:02.760]  所以他不論是辛苦還是弱
[00:16:02.760 --> 00:16:05.160]  他都要站起來
[00:16:05.160 --> 00:16:10.560]  以示尊重,重視這個洗禮
[00:16:10.560 --> 00:16:11.760]  洗完禮之後
[00:16:11.760 --> 00:16:16.360]  家人就把他推回病房
[00:16:16.360 --> 00:16:17.960]  後來我比較忙
[00:16:17.960 --> 00:16:19.560]  沒機會再探望這個病人
[00:16:19.560 --> 00:16:20.960]  隔了一個星期之後
[00:16:20.960 --> 00:16:22.760]  再想去探望這個病人
[00:16:22.760 --> 00:16:24.960]  遇到他太太
[00:16:24.960 --> 00:16:26.760]  我就問他太太
[00:16:26.760 --> 00:16:30.360]  先生,洗完禮之後情況如何?
[00:16:30.360 --> 00:16:32.760]  她就說很精神
[00:16:32.760 --> 00:16:34.360]  我聽到這三個字
[00:16:34.360 --> 00:16:35.960]  我都精神了
[00:16:35.960 --> 00:16:36.960]  她說很精神
[00:16:36.960 --> 00:16:38.960]  我就很放心
[00:16:38.960 --> 00:16:41.360]  接著我就聽她太太說
[00:16:41.360 --> 00:16:43.160]  她說我先生洗完禮之後
[00:16:43.160 --> 00:16:44.360]  不知道為什麼
[00:16:44.360 --> 00:16:50.360]  他有一個很特別的行為表現
[00:16:50.360 --> 00:16:54.360]  就是無論誰去探望他
[00:16:54.360 --> 00:16:57.360]  他都會問那些人一句話
[00:16:57.360 --> 00:17:00.960]  就是你信耶穌沒有?
[00:17:00.960 --> 00:17:02.760]  你信了耶穌沒有?
[00:17:02.760 --> 00:17:05.360]  總之誰去探望他
[00:17:05.360 --> 00:17:06.160]  他都會問
[00:17:06.160 --> 00:17:08.560]  見一個就問一個
[00:17:08.560 --> 00:17:10.560]  有殺錯嗎?
[00:17:10.560 --> 00:17:11.760]  沒有放過
[00:17:11.760 --> 00:17:15.760]  家人親友都被他問了
[00:17:15.760 --> 00:17:19.560]  結果他就問姑娘
[00:17:19.560 --> 00:17:21.960]  姑娘,你信了耶穌沒有?
[00:17:21.960 --> 00:17:24.560]  你知道姑娘都是有限的
[00:17:24.560 --> 00:17:25.360]  姑娘都問了
[00:17:25.360 --> 00:17:28.360]  接著他就問醫生
[00:17:28.360 --> 00:17:30.360]  醫生,你信了耶穌沒有?
[00:17:30.360 --> 00:17:33.760]  當我聽到太太說她先生信耶穌
[00:17:33.760 --> 00:17:35.560]  有這樣的表現的時候
[00:17:35.560 --> 00:17:40.760]  我真的心裡為她很感恩
[00:17:40.760 --> 00:17:42.760]  因為我再想一想這個病人
[00:17:42.760 --> 00:17:44.160]  信了耶穌洗禮之後
[00:17:44.160 --> 00:17:46.160]  他有沒有機會返崇拜?
[00:17:46.160 --> 00:17:46.960]  沒有
[00:17:46.960 --> 00:17:48.560]  有沒有機會返主日學?
[00:17:48.560 --> 00:17:49.360]  沒有
[00:17:49.360 --> 00:17:50.960]  他沒有你我這麼幸運
[00:17:50.960 --> 00:17:53.360]  可以返到茶經班、返到團契
[00:17:53.360 --> 00:17:55.560]  他教會生活都沒有機會的
[00:17:55.560 --> 00:17:57.160]  但是不知道為什麼
[00:17:57.160 --> 00:17:59.560]  在他內心就湧出一股
[00:17:59.560 --> 00:18:01.560]  按不住的喜悅
[00:18:01.560 --> 00:18:03.360]  我相信這一份的喜樂
[00:18:03.360 --> 00:18:05.160]  他是真的按不住
[00:18:05.160 --> 00:18:07.560]  他真的很想告訴別人
[00:18:07.560 --> 00:18:08.760]  見一個就是什麼?
[00:18:08.760 --> 00:18:09.960]  說一個
[00:18:09.960 --> 00:18:12.760]  你信了耶穌沒有?
[00:18:12.760 --> 00:18:14.560]  好像你逛街吃飯
[00:18:14.560 --> 00:18:15.560]  找到一個地方
[00:18:15.560 --> 00:18:17.360]  哇,那些東西真的好吃
[00:18:17.360 --> 00:18:18.560]  便宜又好
[00:18:18.560 --> 00:18:20.560]  你見一個就是什麼?
[00:18:20.560 --> 00:18:21.760]  就說一個
[00:18:21.760 --> 00:18:22.960]  弟子們
[00:18:22.960 --> 00:18:24.360]  這一位的病人
[00:18:24.360 --> 00:18:26.960]  這一位的弟兄
[00:18:26.960 --> 00:18:30.560]  他沒有受任何訓練
[00:18:30.560 --> 00:18:32.760]  但是他知道耶穌愛他
[00:18:32.760 --> 00:18:35.160]  他知道耶穌給他有平安
[00:18:35.160 --> 00:18:36.560]  給他有盼望
[00:18:36.560 --> 00:18:38.360]  所以他見一個就是什麼?
[00:18:38.360 --> 00:18:39.760]  就問一個
[00:18:39.760 --> 00:18:43.360]  那種傳福音的心智
[00:18:43.360 --> 00:18:46.960]  是令你和我非常驚訝
[00:18:46.960 --> 00:18:49.960]  我後來更加明白得到
[00:18:49.960 --> 00:18:51.960]  原來傳福音
[00:18:51.960 --> 00:18:53.760]  上帝給我們的大使命
[00:18:53.760 --> 00:18:56.360]  是與生俱來
[00:18:56.360 --> 00:18:58.560]  第二個特徵
[00:18:58.560 --> 00:19:00.960]  耶穌頒佈這個大使命
[00:19:00.960 --> 00:19:03.160]  是義不容辭的
[00:19:03.160 --> 00:19:05.560]  義不容辭
[00:19:05.560 --> 00:19:07.360]  特別在今日的香港
[00:19:07.360 --> 00:19:08.760]  今日香港都是個大日子
[00:19:08.760 --> 00:19:11.960]  因為大家知道是特首選舉
[00:19:11.960 --> 00:19:13.360]  特別今日的香港
[00:19:13.360 --> 00:19:15.760]  你發覺
[00:19:15.760 --> 00:19:17.160]  這個香港
[00:19:17.160 --> 00:19:19.160]  今日的情景裏面
[00:19:19.160 --> 00:19:20.960]  在我們身邊很多的朋友
[00:19:20.960 --> 00:19:22.360]  很多的同事
[00:19:22.360 --> 00:19:23.160]  你發覺
[00:19:23.160 --> 00:19:25.160]  他們的生命當中
[00:19:25.160 --> 00:19:26.960]  真的缺乏
[00:19:26.960 --> 00:19:31.160]  內心那份平安和喜樂
[00:19:31.160 --> 00:19:33.760]  去年有份調查
[00:19:33.760 --> 00:19:39.760]  就查香港人的微笑指數
[00:19:39.760 --> 00:19:41.160]  微笑指數
[00:19:41.160 --> 00:19:43.960]  大家一聽到這個調查
[00:19:43.960 --> 00:19:47.760]  你知道香港人的微笑指數高還是低
[00:19:47.760 --> 00:19:49.360]  是的
[00:19:49.360 --> 00:19:52.760]  你們真的很聰明
[00:19:52.760 --> 00:19:53.960]  三年前
[00:19:53.960 --> 00:19:56.360]  香港人服務行業
[00:19:56.360 --> 00:19:57.960]  微笑指數
[00:19:57.960 --> 00:20:01.760]  是排全世界尾三
[00:20:01.760 --> 00:20:03.360]  我看完之後
[00:20:03.360 --> 00:20:05.360]  都感覺到很慚愧
[00:20:05.360 --> 00:20:08.160]  因為香港是東方之珠
[00:20:08.160 --> 00:20:10.560]  香港是購物天堂
[00:20:10.560 --> 00:20:12.160]  為什麼服務行業
[00:20:12.160 --> 00:20:15.360]  全世界是排尾三呢
[00:20:15.360 --> 00:20:18.960]  到了去年的報告出來的時候
[00:20:18.960 --> 00:20:22.760]  你猜微笑指數高還是低
[00:20:22.760 --> 00:20:23.560]  是的
[00:20:23.560 --> 00:20:28.160]  原來全世界的服務行業
[00:20:28.160 --> 00:20:31.560]  香港人的微笑指數是排最後
[00:20:31.560 --> 00:20:33.160]  是包尾
[00:20:33.160 --> 00:20:36.960]  當看完這些調查的時候
[00:20:36.960 --> 00:20:40.160]  心裏面真的很心痛
[00:20:40.160 --> 00:20:43.160]  為什麼我們的服務行業
[00:20:43.160 --> 00:20:45.560]  微笑指數是這麼弱的呢
[00:20:45.560 --> 00:20:46.960]  為什麼香港人
[00:20:46.960 --> 00:20:48.560]  背這麼多重擔
[00:20:48.560 --> 00:20:50.160]  笑都笑不出呢
[00:20:50.160 --> 00:20:51.360]  真的笑都不笑了
[00:20:51.360 --> 00:20:52.760]  你明白我的意思嗎
[00:20:52.760 --> 00:20:55.360]  他還講得很細緻
[00:20:55.360 --> 00:20:56.160]  你想不想知道
