
[00:00:00.000 --> 00:00:02.220]  大兄姊妹們 吃過早餐了嗎?
[00:02:30.300 --> 00:02:32.800]  深化我們對神的敬拜
[00:02:32.800 --> 00:02:36.500]  我們要強化我們的聖樂
[00:02:36.500 --> 00:02:40.000]  我們又要強化我們的基督教教育
[00:02:40.000 --> 00:02:42.600]  更新我們的成長班
[00:02:42.600 --> 00:02:45.100]  我們要行公義
[00:02:45.100 --> 00:02:46.900]  要好憐憫
[00:02:46.900 --> 00:02:51.800]  我們要明白年輕一代他們的失望
[00:02:52.800 --> 00:02:57.200]  我們要培養新一代的教會領袖
[00:02:57.200 --> 00:02:59.000]  是的
[00:02:59.000 --> 00:03:01.200]  在新的年頭
[00:03:01.200 --> 00:03:02.700]  我們在路途上
[00:03:02.700 --> 00:03:04.900]  我們是看著
[00:03:04.900 --> 00:03:07.700]  在我們前面走的耶穌基督
[00:03:07.700 --> 00:03:10.800]  我們這位在前面走的耶穌基督
[00:03:10.800 --> 00:03:12.800]  祂已經復活了
[00:03:12.800 --> 00:03:17.000]  所以只要我們相信祂的復活
[00:03:17.000 --> 00:03:20.800]  我們經歷耶穌基督的復活大能
[00:03:21.400 --> 00:03:25.000]  我們的教會就能夠重新得力
[00:03:25.000 --> 00:03:28.900]  在跟隨前頭走的耶穌基督
[00:03:28.900 --> 00:03:31.700]  復活的耶穌基督的路上
[00:03:31.700 --> 00:03:34.200]  接下來的問題是什麼呢?
[00:03:34.200 --> 00:03:37.700]  耶穌復活之後有什麼事情發生呢?
[00:03:37.700 --> 00:03:40.300]  耶穌復活之後
[00:03:40.300 --> 00:03:43.000]  就是門徒
[00:03:43.000 --> 00:03:45.600]  他們成為門徒的群體
[00:03:45.600 --> 00:03:48.100]  他們成為教會
[00:03:49.600 --> 00:03:51.400]  初期的教會出現了
[00:03:51.400 --> 00:03:53.900]  它是一個蒙福的群體
[00:03:53.900 --> 00:03:55.900]  這樣的話
[00:03:55.900 --> 00:03:59.900]  承鎮家要成為一個蒙福的群體
[00:03:59.900 --> 00:04:04.200]  承鎮家是怎樣可以成為蒙福的群體呢?
[00:04:04.200 --> 00:04:08.000]  承鎮家怎樣可以成為一個天天祝福
[00:04:08.000 --> 00:04:09.900]  更像基督
[00:04:09.900 --> 00:04:13.200]  令人蒙福的使命教會呢?
[00:04:13.200 --> 00:04:16.000]  我們怎樣可以
[00:04:16.000 --> 00:04:18.400]  重新得力?
[00:04:20.600 --> 00:04:23.000]  如果我們要想重新得力的話
[00:04:23.000 --> 00:04:24.900]  我們今天一起要看
[00:04:24.900 --> 00:04:28.000]  希米記的八章一至十二節
[00:04:28.000 --> 00:04:30.700]  今天辛苦你們了
[00:04:30.700 --> 00:04:33.100]  要你們讀很多篇的
[00:04:33.100 --> 00:04:35.000]  讀了三篇
[00:04:35.000 --> 00:04:36.400]  一會兒再讀
[00:04:36.400 --> 00:04:38.100]  要你們參與的
[00:04:38.100 --> 00:04:39.300]  參與完之後
[00:04:39.300 --> 00:04:43.800]  我希望你們記得這八章一至十一節
[00:04:43.800 --> 00:04:44.900]  那幅圖畫
[00:04:44.900 --> 00:04:46.700]  試試行不行
[00:04:46.700 --> 00:04:48.000]  會讀三次的
[00:04:48.400 --> 00:04:50.200]  還沒讀完
[00:04:50.200 --> 00:04:52.500]  我就會說說背景
[00:04:52.500 --> 00:04:53.600]  說完背景
[00:04:53.600 --> 00:04:56.600]  我這次想請你們學校
[00:04:56.600 --> 00:05:00.000]  當時來希米的情景
[00:05:00.000 --> 00:05:03.600]  會眾、百姓會站起來
[00:05:03.600 --> 00:05:06.500]  聽神的話語
[00:05:06.500 --> 00:05:08.500]  一會兒我就要請你們
[00:05:08.500 --> 00:05:09.900]  再站起來
[00:05:09.900 --> 00:05:11.400]  再聽一篇
[00:05:11.400 --> 00:05:13.700]  這段經文的背景
[00:05:13.700 --> 00:05:18.900]  就是說巴比倫的軍隊其實已經毀壞耶路撒冷了
[00:05:18.900 --> 00:05:23.200]  之後猶太人就被駕駛到巴比倫那裡
[00:05:23.200 --> 00:05:25.000]  有一百年的時間
[00:05:25.000 --> 00:05:27.000]  一百年的當中
[00:05:27.000 --> 00:05:29.300]  猶太人就是在那裡生
[00:05:29.300 --> 00:05:30.300]  在那裡死
[00:05:30.300 --> 00:05:31.600]  在那裡做苦工
[00:05:31.600 --> 00:05:32.800]  在那裡做奴隸
[00:05:32.800 --> 00:05:36.000]  後來另一個強權出現
[00:05:36.000 --> 00:05:39.600]  取代了巴比倫這個權勢
[00:05:39.800 --> 00:05:44.700]  於是這班猶太人就可以從巴比倫回到耶路撒冷
[00:05:44.700 --> 00:05:46.200]  他們回到耶路撒冷
[00:05:46.200 --> 00:05:49.200]  他們是重建耶路撒冷
[00:05:49.200 --> 00:05:51.700]  在重建的過程當中
[00:05:51.700 --> 00:05:52.900]  他們停下
[00:05:52.900 --> 00:05:54.400]  停下做什麼?
[00:05:54.400 --> 00:05:57.200]  他們停下是要敬拜神
[00:05:57.200 --> 00:06:00.900]  這個就是來希米記第八章的背景
[00:06:00.900 --> 00:06:03.700]  好了,接著請大家一起起來
[00:06:03.700 --> 00:06:05.700]  請聽
[00:06:05.700 --> 00:06:08.200]  聖經的說話
[00:06:10.700 --> 00:06:14.200]  留心我所讀的字眼
[00:06:14.200 --> 00:06:17.200]  慢的地方是重點
[00:06:17.200 --> 00:06:20.700]  我們細心的再去領受一次
[00:06:20.700 --> 00:06:22.900]  到了七月
[00:06:22.900 --> 00:06:26.900]  以色列人住在自己的城裡那時
[00:06:26.900 --> 00:06:29.700]  他們如同一人
[00:06:29.700 --> 00:06:33.700]  聚集在水門前的寬闊處
[00:06:33.700 --> 00:06:36.700]  請民事以斯拉
[00:06:37.200 --> 00:06:42.200]  將耶和華籍摩西全級以色列人的律法書帶來
[00:06:42.200 --> 00:06:44.200]  七月初一日
[00:06:44.200 --> 00:06:48.200]  祭司以斯拉
[00:06:48.200 --> 00:06:53.200]  將律法書帶到聽了能明白的男女會眾的面前
[00:06:53.200 --> 00:06:58.200]  在水門前的寬闊處
[00:06:58.200 --> 00:07:02.200]  從清早到中午
[00:07:03.200 --> 00:07:09.200]  在眾男女一起聽了能明白的人面前讀這律法書
[00:07:09.200 --> 00:07:13.200]  眾民質疑而停
[00:07:13.200 --> 00:07:19.200]  民事以斯拉站在為者是特備的木臺上
[00:07:19.200 --> 00:07:22.200]  接著有一群人,十三個人
[00:07:22.200 --> 00:07:24.200]  第五節
[00:07:24.200 --> 00:07:27.200]  以斯拉站在眾民耳上
[00:07:27.200 --> 00:07:30.200]  在眾民眼前剪開這書
[00:07:30.200 --> 00:07:33.200]  他一剪開,眾民就站起來
[00:07:33.200 --> 00:07:38.200]  以斯拉稱頌耶和華之大的神
[00:07:38.200 --> 00:07:41.200]  眾民都舉手應聖說
[00:07:41.200 --> 00:07:44.200]  阿們,阿們
[00:07:44.200 --> 00:07:48.200]  就低頭,面伏於地,敬拜耶和華
[00:07:48.200 --> 00:07:51.200]  接著第七節,又是十三個人
[00:07:51.200 --> 00:07:56.200]  十三個人和利未人
[00:07:56.200 --> 00:08:00.200]  使百姓明白律法
[00:08:00.200 --> 00:08:05.200]  百姓都站在自己的地方
[00:08:05.200 --> 00:08:08.200]  他們清清楚楚地念神的律法書
[00:08:08.200 --> 00:08:13.200]  講明意思,使百姓明白所念的
[00:08:13.200 --> 00:08:14.200]  第九節
[00:08:14.200 --> 00:08:19.200]  省長李希米和作祭司的文士以斯拉
[00:08:19.200 --> 00:08:26.200]  並教訓百姓的利未人對眾民說
[00:08:26.200 --> 00:08:29.200]  今日是耶和華你們神的聖日
[00:08:29.200 --> 00:08:33.200]  不要悲哀哭泣
[00:08:33.200 --> 00:08:38.200]  這是因為眾民聽見律法書上的話都哭了
[00:08:38.200 --> 00:08:41.200]  又對他們說你們去吃肥美的
[00:08:41.200 --> 00:08:42.200]  喝甘甜的
[00:08:42.200 --> 00:08:45.200]  有不能預備的就分給他
[00:08:45.200 --> 00:08:48.200]  因為今日是我們主的聖日
[00:08:48.200 --> 00:08:50.200]  你們不要憂愁
[00:08:50.200 --> 00:08:54.200]  因靠耶和華而得的喜樂
[00:08:54.200 --> 00:08:57.200]  是你們的力量
[00:08:57.200 --> 00:09:03.200]  於是利未人指眾民靜默說
[00:09:03.200 --> 00:09:05.200]  今日是聖日
[00:09:05.200 --> 00:09:07.200]  不要作聲
[00:09:07.200 --> 00:09:09.200]  也不要憂愁
[00:09:09.200 --> 00:09:13.200]  眾民都去吃喝也分給人
[00:09:13.200 --> 00:09:15.200]  大大快樂
[00:09:15.200 --> 00:09:21.200]  因為他們明白所教訓他們的話
[00:09:21.200 --> 00:09:23.200]  請坐
[00:09:23.200 --> 00:09:29.200]  一會兒講到快結束的時候
[00:09:29.200 --> 00:09:31.200]  我會這樣說
[00:09:31.200 --> 00:09:35.200]  我會好像那時的以斯拉那樣說
[00:09:35.200 --> 00:09:37.200]  你們去吃肥美的
[00:09:37.200 --> 00:09:38.200]  喝甘甜的
[00:09:38.200 --> 00:09:41.200]  有不能預備的就分給他
[00:09:41.200 --> 00:09:43.200]  因為今日是我們主的聖日
[00:09:43.200 --> 00:09:45.200]  你們不要憂愁
[00:09:45.200 --> 00:09:47.200]  因靠耶和華而得的喜樂
[00:09:47.200 --> 00:09:49.200]  是你們的力量
[00:09:49.200 --> 00:09:51.200]  我就舉起手
[00:09:51.200 --> 00:09:54.200]  你們就應聲說
[00:09:54.200 --> 00:09:56.200]  阿們
[00:09:56.200 --> 00:09:58.200]  阿們
[00:09:58.200 --> 00:10:00.200]  在美國
[00:10:00.200 --> 00:10:01.200]  有一些的牧者
[00:10:01.200 --> 00:10:04.200]  是描述那些掙扎求全的教會
[00:10:04.200 --> 00:10:08.200]  為「杖死人」的教會
[00:10:08.200 --> 00:10:11.200]  有些人甚至很誇大地說
[00:10:11.200 --> 00:10:12.200]  很激烈地說
[00:10:12.200 --> 00:10:14.200]  這些是Zombie church
[00:10:14.200 --> 00:10:15.200]  Zombie
[00:10:15.200 --> 00:10:18.200]  這些是Zombie的教會
[00:10:18.200 --> 00:10:19.200]  意思就是說
[00:10:19.200 --> 00:10:22.200]  這些是喪屍的教會
[00:10:22.200 --> 00:10:24.200]  我聽到真的不喜歡
[00:10:24.200 --> 00:10:26.200]  什麼時候有喪屍的東西呢
[00:10:26.200 --> 00:10:28.200]  說得這麼難聽
[00:10:28.200 --> 00:10:29.200]  有些人這樣說
[00:10:29.200 --> 00:10:31.200]  喪屍的教會
[00:10:31.200 --> 00:10:34.200]  在香港我們又聽見人說
[00:10:34.200 --> 00:10:37.200]  教會是堅離地
[00:10:37.200 --> 00:10:38.200]  堅就是堅固
[00:10:38.200 --> 00:10:41.200]  堅離就是離地下的地
[00:10:41.200 --> 00:10:43.200]  意思就是說
[00:10:43.200 --> 00:10:45.200]  教會不是人間煙火
[00:10:45.200 --> 00:10:47.200]  你們這班人
[00:10:47.200 --> 00:10:49.200]  在這裡唱這麼好的歌
[00:10:49.200 --> 00:10:51.200]  練得這麼辛苦
[00:10:51.200 --> 00:10:53.200]  外面有很多人在這裡
[00:10:53.200 --> 00:10:55.200]  沒有飯吃
[00:10:55.200 --> 00:10:57.200]  在這裡輕唱歌
[00:10:57.200 --> 00:10:58.200]  在這裡祈禱
[00:10:58.200 --> 00:10:59.200]  在這裡聽道
[00:10:59.200 --> 00:11:00.200]  你們做什麼呢
[00:11:00.200 --> 00:11:03.200]  你們堅離地
[00:11:03.200 --> 00:11:06.200]  是不是呢
[00:11:06.200 --> 00:11:08.200]  我當然明白
[00:11:08.200 --> 00:11:11.200]  一些人的苦心
[00:11:11.200 --> 00:11:15.200]  有些是專門激怒我們
[00:11:15.200 --> 00:11:18.200]  有些人可能不解了
[00:11:18.200 --> 00:11:20.200]  或者著實我們真的
[00:11:20.200 --> 00:11:22.200]  有這樣的缺點
[00:11:22.200 --> 00:11:26.200]  但是我不能夠完全認同
[00:11:26.200 --> 00:11:30.200]  無論如何
[00:11:30.200 --> 00:11:34.200]  稱呼一些偵察求全的教會
[00:11:34.200 --> 00:11:36.200]  怎樣稱呼
[00:11:36.200 --> 00:11:39.200]  我們都知道其實是真的
[00:11:39.200 --> 00:11:41.200]  有些教會真的
[00:11:41.200 --> 00:11:44.200]  他們是沒有什麼能力
[00:11:44.200 --> 00:11:46.200]  我可以說
[00:11:46.200 --> 00:11:48.200]  就好像活死人的教會
[00:11:48.200 --> 00:11:50.200]  因為在外面看它是教會
[00:11:50.200 --> 00:11:51.200]  在內面看
[00:11:51.200 --> 00:11:53.200]  是沒有生命力
[00:11:53.200 --> 00:11:55.200]  是沒有功能
[00:11:55.200 --> 00:11:56.200]  是沒有力量
[00:11:56.200 --> 00:11:59.200]  這些教會是沒有意象
[00:11:59.200 --> 00:12:01.200]  好像死了一樣
[00:12:01.200 --> 00:12:04.200]  當我們這樣聽的時候
[00:12:04.200 --> 00:12:06.200]  我們是不是要憂愁呢
[00:12:06.200 --> 00:12:07.200]  擔心
[00:12:07.200 --> 00:12:09.200]  我們城鎮家
[00:12:09.200 --> 00:12:12.200]  是不是這樣的教會
[00:12:12.200 --> 00:12:16.200]  抑或我們會不假思索
[00:12:16.200 --> 00:12:18.200]  就是去屈從的
[00:12:18.200 --> 00:12:19.200]  就是去說
[00:12:19.200 --> 00:12:20.200]  是啊是啊
[00:12:20.200 --> 00:12:21.200]  有人這樣說
[00:12:21.200 --> 00:12:23.200]  是啊香港大部分的教會
[00:12:23.200 --> 00:12:26.200]  都是堅離地的教會
[00:12:26.200 --> 00:12:28.200]  是不是呢
[00:12:28.200 --> 00:12:30.200]  當然我們聽到別人這樣說的時候
[00:12:30.200 --> 00:12:32.200]  我們要警醒
[00:12:32.200 --> 00:12:33.200]  要反省
[00:12:33.200 --> 00:12:35.200]  要反思
[00:12:35.200 --> 00:12:37.200]  但是我想跟大家說
[00:12:37.200 --> 00:12:39.200]  不要太過憂心
[00:12:39.200 --> 00:12:43.200]  我們要記得
[00:12:43.200 --> 00:12:47.200]  主耶穌基督復活是真實的
[00:12:47.200 --> 00:12:49.200]  我們要記得
[00:12:49.200 --> 00:12:52.200]  耶穌基督已經復活
[00:12:52.200 --> 00:12:55.200]  是在前頭走
[00:12:55.200 --> 00:12:58.200]  那個從墳墓走出來的
[00:12:58.200 --> 00:13:00.200]  不是一個zombie
[00:13:00.200 --> 00:13:01.200]  不是一個喪屍
[00:13:01.200 --> 00:13:03.200]  不是一個木乃伊
[00:13:03.200 --> 00:13:05.200]  我們的信仰告訴我們
[00:13:05.200 --> 00:13:07.200]  死不是真的死
[00:13:07.200 --> 00:13:09.200]  死去的耶穌基督
[00:13:09.200 --> 00:13:12.200]  是復活的耶穌基督
[00:13:12.200 --> 00:13:16.200]  作為復活主的百姓
[00:13:16.200 --> 00:13:18.200]  我們要記得一個事實
[00:13:18.200 --> 00:13:20.200]  在基督教的開始
[00:13:20.200 --> 00:13:24.200]  世界是沒有張開它的手來歡迎我們
[00:13:24.200 --> 00:13:27.200]  沒有說歡迎基督的信仰
[00:13:27.200 --> 00:13:29.200]  沒有說歡迎基督徒
[00:13:29.200 --> 00:13:32.200]  沒有說歡迎教會
[00:13:32.200 --> 00:13:34.200]  在新約當中
[00:13:34.200 --> 00:13:35.200]  我們重複見到
[00:13:35.200 --> 00:13:37.200]  在路途上的門徒
[00:13:37.200 --> 00:13:39.200]  跟隨耶穌基督的人
[00:13:39.200 --> 00:13:41.200]  他們要受苦
[00:13:41.200 --> 00:13:42.200]  甚至要面對逼迫
[00:13:42.200 --> 00:13:44.200]  甚至殉道
[00:13:44.200 --> 00:13:48.200]  門徒所建立的教會
[00:13:48.200 --> 00:13:50.200]  被稱為異教
[00:13:50.200 --> 00:13:52.200]  應該被剷除的
[00:13:52.200 --> 00:13:54.200]  教會的成員
[00:13:54.200 --> 00:14:01.200]  被羅馬的政府拘捕、殘害、折磨
[00:14:01.200 --> 00:14:06.200]  但是到了315年
[00:14:06.200 --> 00:14:08.200]  事情改變了
[00:14:08.200 --> 00:14:11.200]  因為新的皇帝康斯坦丁
[00:14:11.200 --> 00:14:12.200]  接受基督教
[00:14:12.200 --> 00:14:14.200]  立基督教為國教
[00:14:14.200 --> 00:14:15.200]  從此之後
[00:14:15.200 --> 00:14:19.200]  基督教被有影響能力的人接受
[00:14:19.200 --> 00:14:22.200]  成為強大的宗教
[00:14:22.200 --> 00:14:25.200]  基督教變得越來越受歡迎
[00:14:25.200 --> 00:14:30.200]  教會建造宏偉的建築物
[00:14:30.200 --> 00:14:33.200]  如此在2000年來
[00:14:33.200 --> 00:14:36.200]  教會和周圍的文化
[00:14:36.200 --> 00:14:38.200]  就在發生互動
[00:14:38.200 --> 00:14:40.200]  教會和世界
[00:14:40.200 --> 00:14:42.200]  有一種很強烈的
[00:14:42.200 --> 00:14:46.200]  恨與愛的關係
[00:14:46.200 --> 00:14:48.200]  在開始的時候
[00:14:48.200 --> 00:14:50.200]  很多人恨我們
[00:14:50.200 --> 00:14:52.200]  初期的教會是被人恨
[00:14:52.200 --> 00:14:55.200]  被人憎惡、討厭的
[00:14:55.200 --> 00:14:57.200]  後來又成為
[00:14:57.200 --> 00:14:58.200]  強而有力
[00:14:58.200 --> 00:15:01.200]  有影響力的教會、宗教
[00:15:01.200 --> 00:15:06.200]  現在基督教似乎又在外面攻擊
[00:15:06.200 --> 00:15:08.200]  內面又有壓力
[00:15:08.200 --> 00:15:11.200]  你認為
[00:15:11.200 --> 00:15:12.200]  當今的教會
[00:15:12.200 --> 00:15:15.200]  如何面對這個世界的挑戰呢?
[00:15:15.200 --> 00:15:18.200]  面對這些挑戰
[00:15:18.200 --> 00:15:22.200]  教會是否仍然可以忠信呢?
[00:15:22.200 --> 00:15:26.200]  教會在哪段時間是最忠信呢?
[00:15:26.200 --> 00:15:29.200]  教會是否在被迫害的時候
[00:15:29.200 --> 00:15:30.200]  是最忠信呢?
[00:15:30.200 --> 00:15:32.200]  抑或是成為國教的時候
[00:15:32.200 --> 00:15:34.200]  是最忠信呢?
[00:15:34.200 --> 00:15:38.200]  除了過往的歷史問題
[00:15:38.200 --> 00:15:39.200]  我們也思想當下
[00:15:39.200 --> 00:15:41.200]  我們成就家的情況
[00:15:41.200 --> 00:15:43.200]  我們在哪段時間是最忠信呢?
[00:15:43.200 --> 00:15:45.200]  是否當我們聊天的時候
[00:15:45.200 --> 00:15:46.200]  我們是最忠信呢?
[00:15:46.200 --> 00:15:47.200]  我們踢球的時候
[00:15:47.200 --> 00:15:49.200]  我們是最忠信呢?
[00:15:49.200 --> 00:15:50.200]  崇拜的時候
[00:15:50.200 --> 00:15:52.200]  讀經的時候
[00:15:52.200 --> 00:15:54.200]  落響聖言的時候
[00:15:54.200 --> 00:15:55.200]  我們是最忠信呢?
[00:15:55.200 --> 00:15:56.200]  我們練詩的時候
[00:15:56.200 --> 00:15:57.200]  我們是最忠信呢?
[00:15:57.200 --> 00:15:58.200]  昨天歡送會的時候
[00:15:58.200 --> 00:15:59.200]  我們詩班
[00:15:59.200 --> 00:16:02.200]  我們音樂部歡送林牧師的時候
[00:16:02.200 --> 00:16:05.200]  是否我們是最忠信呢?
[00:16:05.200 --> 00:16:06.200]  我們開會的時候
[00:16:06.200 --> 00:16:07.200]  是最忠信呢?
[00:16:07.200 --> 00:16:09.200]  我們成長班的時候
[00:16:09.200 --> 00:16:10.200]  是最忠信呢?
[00:16:10.200 --> 00:16:12.200]  我們傳福音的時候
[00:16:12.200 --> 00:16:13.200]  是最忠信呢?
[00:16:13.200 --> 00:16:15.200]  當我們行浸禮的時候
[00:16:15.200 --> 00:16:17.200]  是忠信呢?
[00:16:17.200 --> 00:16:18.200]  當我們握著
[00:16:18.200 --> 00:16:20.200]  我們病危的朋友的手
[00:16:20.200 --> 00:16:21.200]  為他們唱歌
[00:16:21.200 --> 00:16:23.200]  為他們禱告的時候
[00:16:23.200 --> 00:16:25.200]  是忠信呢?
[00:16:25.200 --> 00:16:27.200]  當我們去款待
[00:16:27.200 --> 00:16:28.200]  外面的人
[00:16:28.200 --> 00:16:30.200]  請他們進入教會的時候
[00:16:30.200 --> 00:16:32.200]  那時候歡喜呢?
[00:16:32.200 --> 00:16:35.200]  是忠信呢?
[00:16:35.200 --> 00:16:39.200]  讓我再問大家一次
[00:16:39.200 --> 00:16:41.200]  哪個時間
[00:16:41.200 --> 00:16:44.200]  我們是最忠信的時候?
[00:16:45.200 --> 00:16:46.200]  是我們被周圍的人
[00:16:46.200 --> 00:16:47.200]  很喜歡
[00:16:47.200 --> 00:16:48.200]  很多like的時候
[00:16:48.200 --> 00:16:50.200]  是忠信呢?
[00:16:50.200 --> 00:16:52.200]  還是我們在面對
[00:16:52.200 --> 00:16:55.200]  人間種種的悲劇的時候
[00:16:55.200 --> 00:16:57.200]  我們面對的時候
[00:16:57.200 --> 00:16:59.200]  我們忠信呢?
[00:16:59.200 --> 00:17:02.200]  正如先前所說的
[00:17:02.200 --> 00:17:06.200]  在今午我們所讀的那段經文
[00:17:06.200 --> 00:17:08.200]  那群人是怎樣呢?
[00:17:08.200 --> 00:17:11.200]  那群人是被擄、被放逐
[00:17:11.200 --> 00:17:14.200]  歸回的百姓
[00:17:14.200 --> 00:17:16.200]  在一百年前
[00:17:16.200 --> 00:17:18.200]  耶路撒冷
[00:17:18.200 --> 00:17:21.200]  他們的家鄉被摧毀
[00:17:21.200 --> 00:17:22.200]  現在
[00:17:22.200 --> 00:17:25.200]  尼西米可以回到耶路撒冷
[00:17:25.200 --> 00:17:27.200]  去重建這個城市
[00:17:27.200 --> 00:17:29.200]  尼西米
[00:17:29.200 --> 00:17:32.200]  不是先知
[00:17:32.200 --> 00:17:35.200]  不是祭司
[00:17:35.200 --> 00:17:38.200]  他是建立
[00:17:38.200 --> 00:17:40.200]  重建這個城
[00:17:41.200 --> 00:17:44.200]  當工程的大部分完成
[00:17:44.200 --> 00:17:46.200]  他就停下
[00:17:46.200 --> 00:17:48.200]  去歡聚
[00:17:48.200 --> 00:17:49.200]  為甚麼呢?
[00:17:49.200 --> 00:17:52.200]  是要敬拜神
[00:17:52.200 --> 00:17:56.200]  現在讓我們一起看一至三節
[00:17:56.200 --> 00:17:58.200]  我請你幫幫我
[00:17:58.200 --> 00:18:00.200]  因為知道我咳嗽
[00:18:00.200 --> 00:18:02.200]  你讀一至三節
[00:18:02.200 --> 00:18:03.200]  讀的時候
[00:18:03.200 --> 00:18:05.200]  我希望你們讀到重點出來
[00:18:05.200 --> 00:18:07.200]  如同一人
[00:18:07.200 --> 00:18:11.200]  將那些重要的字稍微緩慢一點
[00:18:11.200 --> 00:18:12.200]  用力一點
[00:18:12.200 --> 00:18:15.200]  一起用心用力讀出來
[00:18:15.200 --> 00:18:17.200]  一至三節開始
[00:18:37.200 --> 00:18:39.200]  一至三節開始
[00:18:39.200 --> 00:19:00.200]  第三節
[00:19:00.200 --> 00:19:01.200]  有些印象了
[00:19:01.200 --> 00:19:02.200]  是不是?
[00:19:02.200 --> 00:19:04.200]  讀的時候要記住
[00:19:04.200 --> 00:19:06.200]  要讀和記住
[00:19:06.200 --> 00:19:08.200]  開始的時候
[00:19:08.200 --> 00:19:11.200]  那部分就是百姓聚集在一起
[00:19:11.200 --> 00:19:13.200]  如同一人
[00:19:13.200 --> 00:19:14.200]  在第三節當中
[00:19:14.200 --> 00:19:17.200]  我們看到聚集的人是不同的人
[00:19:17.200 --> 00:19:19.200]  但是是非常的合一
[00:19:19.200 --> 00:19:21.200]  當中有男人有女人
[00:19:21.200 --> 00:19:24.200]  也有那些是能夠明白的
[00:19:24.200 --> 00:19:26.200]  那些小朋友
[00:19:26.200 --> 00:19:28.200]  這種的合一
[00:19:28.200 --> 00:19:32.200]  是由一個願望連結所成就的
[00:19:32.200 --> 00:19:34.200]  他們願望甚麼?
[00:19:34.200 --> 00:19:36.200]  他們願望
[00:19:36.200 --> 00:19:41.200]  是能夠一起去閱讀律法書
[00:19:41.200 --> 00:19:44.200]  所以是他們去請
[00:19:44.200 --> 00:19:46.200]  是他們去請的
[00:19:46.200 --> 00:19:48.200]  他們請以斯拉
[00:19:48.200 --> 00:19:51.200]  請他將律法書帶來
