
[00:00:00.000 --> 00:00:03.840]  好 各位親愛的弟兄姊妹 主日平安
[00:02:42.240 --> 00:02:45.520]  這樣的人不要想從主那裏得什麼
[00:02:46.920 --> 00:02:52.040]  心華二意的人在他一切所行的路上都沒有定見
[00:02:52.040 --> 00:02:54.960]  卑微的弟兄升高就該喜樂
[00:02:54.960 --> 00:02:57.840]  富足的降杯也該如此
[00:02:57.840 --> 00:03:00.040]  因爲他必要過去
[00:03:00.040 --> 00:03:02.480]  如同草上的花一樣
[00:03:02.480 --> 00:03:06.640]  太陽出來熱風颳起草就枯乾
[00:03:06.640 --> 00:03:08.600]  花也凋謝
[00:03:08.600 --> 00:03:11.320]  美容就消磨了
[00:03:11.320 --> 00:03:14.880]  那富足的人在他所行的世上
[00:03:14.880 --> 00:03:17.000]  也要這樣衰殘
[00:03:17.000 --> 00:03:25.560]  那麼第一節我們首先看他是一個卷手語採用了希臘人寫書信的格式
[00:03:25.560 --> 00:03:28.680]  就是寫信人至收信人問安
[00:03:28.680 --> 00:03:35.280]  這類的格式的在公元前四世紀到公元后四世紀差不多用了八百年的時間
[00:03:35.280 --> 00:03:42.600]  書卷的作者一開始一開始就開門見山的自稱爲做神和主耶穌基督僕人的雅各
[00:03:44.080 --> 00:03:46.560]  公元公元三世紀的時候
[00:03:46.560 --> 00:03:57.760]  教父額利根曾經確認這位雅各就是當時擔任耶路撒冷教會領袖的主的弟兄雅各
[00:03:57.760 --> 00:04:01.160]  因此這封書信的極有可能是寫於耶路撒冷
[00:04:01.160 --> 00:04:05.520]  那這封信寫在耶路撒冷
[00:04:05.520 --> 00:04:11.280]  而且他的對象的是散居散駐十二個支派之人
[00:04:11.280 --> 00:04:15.440]  新漢語一本把它翻譯爲散居地的十二支派
[00:04:15.440 --> 00:04:21.440]  所謂散居地就是指在以色列境外之地
[00:04:21.440 --> 00:04:24.800]  當時的分爲東散居地和西散居地
[00:04:24.800 --> 00:04:29.720]  所謂東散居地大約相當於又發達地和以東離海以南
[00:04:29.720 --> 00:04:33.720]  就是今天的伊朗和伊拉克的那個地區
[00:04:33.720 --> 00:04:35.240]  而西散居地呢
[00:04:35.240 --> 00:04:38.720]  則是指羅馬帝國治下的地中海沿岸的地區
[00:04:40.040 --> 00:04:42.120]  很有可能公元一世紀的時候
[00:04:42.120 --> 00:04:49.240]  散居地的猶太人口已經遠遠的超過了居住在猶太地的猶太人口
[00:04:49.240 --> 00:04:50.760]  不過兩者之間呢
[00:04:50.760 --> 00:04:54.320]  他們的交往非常的密切
[00:04:54.320 --> 00:04:55.720]  每逢漁業節
[00:04:55.720 --> 00:04:56.480]  五旬節
[00:04:56.480 --> 00:04:59.760]  祝蓬節來自於各個散居地的猶太人
[00:04:59.760 --> 00:05:02.320]  朝聖者都會回到耶路撒冷
[00:05:02.320 --> 00:05:09.240]  聖殿敬拜成年的男丁的每年還要交半時顆的聖殿稅
[00:05:09.240 --> 00:05:13.280]  而宗教的領袖聖承的領袖
[00:05:13.280 --> 00:05:15.240]  他的教導的權柄呢
[00:05:15.240 --> 00:05:17.800]  也延伸到了散居地各地的猶太人
[00:05:17.800 --> 00:05:21.960]  大家都知道教會最早期的成員呢
[00:05:21.960 --> 00:05:25.320]  主要就是由承認耶穌基督
[00:05:25.320 --> 00:05:27.680]  耶穌是基督的那些猶太人組成的
[00:05:27.680 --> 00:05:34.680]  他們自視爲耶路撒冷所招聚的十二支派的成員
[00:05:34.680 --> 00:05:35.200]  因此呢
[00:05:35.200 --> 00:05:39.120]  這封信很有可能的就是作爲耶路撒冷教會的領袖
[00:05:39.120 --> 00:05:49.680]  雅各寫給散居在各地的猶太各支派的猶太基督徒的一封巡迴的信件
[00:05:49.680 --> 00:05:52.360]  是最能代表猶太基督教的作品
[00:05:52.360 --> 00:05:54.960]  從內容上來看
[00:05:54.960 --> 00:05:56.920]  這封書信的體裁呢
[00:05:56.920 --> 00:06:01.120]  是屬於猶太他的智慧文體
[00:06:01.120 --> 00:06:03.760]  出現了不少命令勸免
[00:06:03.760 --> 00:06:07.080]  而且也引用了很多的格言和言語
[00:06:07.080 --> 00:06:12.360]  並且呢以舊約律法作爲權威性的理據支柱
[00:06:12.360 --> 00:06:13.600]  開頭和結尾呢
[00:06:13.600 --> 00:06:16.960]  都提到了在信心當中忍耐失戀
[00:06:16.960 --> 00:06:21.720]  以至於完全作爲解釋全書的一個框架
[00:06:21.720 --> 00:06:22.280]  並且呢
[00:06:22.280 --> 00:06:24.400]  給出一般性的應用來
[00:06:24.400 --> 00:06:27.600]  非常明顯的是雅各書呢
[00:06:27.600 --> 00:06:29.480]  所教導的智慧
[00:06:29.480 --> 00:06:33.800]  它是一種對抗當時主流文化一種智慧
[00:06:33.800 --> 00:06:35.680]  就是一種反潮流的智慧
[00:06:36.640 --> 00:06:41.720]  這個傳統的可以從耶穌基督的教導當中的發現
[00:06:41.720 --> 00:06:44.680]  也可以從的整本聖經當中
[00:06:44.680 --> 00:06:45.800]  諸如分別
[00:06:45.800 --> 00:06:48.960]  客旅寄居
[00:06:48.960 --> 00:06:52.040]  這類的詞語當中呢
[00:06:52.040 --> 00:06:54.680]  來發現就相當對於呢
[00:06:54.680 --> 00:06:55.360]  世界
[00:06:55.360 --> 00:06:58.880]  來形成的一個基督徒的自我身份
[00:06:58.880 --> 00:07:01.120]  毫無疑問
[00:07:01.120 --> 00:07:06.040]  這給歷史歷代的教會和生活在不同時代的信徒
[00:07:06.040 --> 00:07:08.760]  帶來非常有活力的一種力量
[00:07:08.760 --> 00:07:13.400]  在基督徒人生際遇當中所經歷的一切
[00:07:13.400 --> 00:07:19.400]  最終聖經應許我們的都會把所有的聖徒呢
[00:07:19.400 --> 00:07:21.120]  帶到一個境界
[00:07:21.120 --> 00:07:24.920]  就是在第四節裏面提到的是成全完備
[00:07:24.920 --> 00:07:25.960]  毫無缺陷
[00:07:25.960 --> 00:07:30.600]  在這裏成全和完備完全是一個同義詞
[00:07:30.600 --> 00:07:34.960]  同義詞重複就是一種強調
[00:07:34.960 --> 00:07:37.680]  你可以理解爲完全的完全
[00:07:37.680 --> 00:07:44.160]  完全這個詞在雅各書裏面出現了五次
[00:07:44.160 --> 00:07:48.680]  正是貫穿整個全書的一個主題的信息
[00:07:48.680 --> 00:07:53.040]  那爲什麼作爲基督徒的目標
[00:07:53.040 --> 00:07:55.040]  人生的目標是要完全呢
[00:07:55.040 --> 00:07:58.160]  或許大家會想起來
[00:07:58.160 --> 00:08:01.080]  地位紀十九章二節那個聖節法典
[00:08:02.120 --> 00:08:05.160]  神吩咐說你們要聖潔
[00:08:05.160 --> 00:08:07.560]  因爲我耶和華你們的神是聖潔的
[00:08:07.560 --> 00:08:10.480]  而主耶穌基督呢
[00:08:10.480 --> 00:08:14.800]  也把這個聖潔的法典的進一步的演繹的明白
[00:08:14.800 --> 00:08:19.400]  教導我們說你們要完全像你們的天賦完全一樣
[00:08:19.400 --> 00:08:22.120]  這在馬太福音的五章第四十八節
[00:08:22.120 --> 00:08:23.040]  我們可以看到
[00:08:23.040 --> 00:08:27.240]  而完全的生命在聖經的教導當中
[00:08:27.240 --> 00:08:31.440]  就意味着一個個人或者羣體
[00:08:31.440 --> 00:08:35.440]  他過着一種正直正義真誠
[00:08:35.440 --> 00:08:39.520]  有靈性
[00:08:39.520 --> 00:08:42.360]  有智慧的一種聖潔的生活
[00:08:42.360 --> 00:08:44.480]  他的特點就是忠於神
[00:08:44.480 --> 00:08:46.800]  愛神尊行神的話語
[00:08:46.800 --> 00:08:51.760]  這裏面最主要的是對上帝的忠心
[00:08:51.760 --> 00:08:55.840]  這種人神關係的完全僞身
[00:08:55.840 --> 00:09:00.560]  這種人神的關係的正是猶太人的教導
[00:09:00.560 --> 00:09:03.800]  就是他的信經什麼是嗎
[00:09:03.800 --> 00:09:08.600]  他所宣認的那個信仰什麼在希臘希伯來文的意思就是聽
[00:09:08.600 --> 00:09:16.040]  生命紀六章的第四到第五節就是這段信仰的告白說
[00:09:16.040 --> 00:09:16.600]  以色列呀
[00:09:16.600 --> 00:09:18.280]  你要聽耶和華
[00:09:18.280 --> 00:09:20.040]  我們神是獨一的主
[00:09:20.040 --> 00:09:24.440]  你要盡心儘性盡力愛耶和華
[00:09:24.440 --> 00:09:24.960]  你的神
[00:09:24.960 --> 00:09:29.800]  根據猶太拉比的解釋
[00:09:29.800 --> 00:09:32.920]  所謂盡心的就是忠心不二
[00:09:32.920 --> 00:09:34.200]  去愛神
[00:09:34.200 --> 00:09:38.400]  而儘性的就是願意擺上自己的生命
[00:09:38.400 --> 00:09:39.080]  甚至呢
[00:09:39.080 --> 00:09:42.480]  對於苦難和殉道也在所不惜
[00:09:42.480 --> 00:09:50.200]  所以拉比稱爲神殉道的人就是完全了和忠於妥拉的一生
[00:09:50.200 --> 00:09:56.240]  最後盡力就是隻用自己的一切去愛神
[00:09:57.400 --> 00:10:00.440]  包括金錢產業力量
[00:10:00.440 --> 00:10:02.120]  此外呢
[00:10:02.120 --> 00:10:06.880]  就是用感恩的心去領受神所賜予每個人不同的份
[00:10:06.880 --> 00:10:14.120]  爲什麼我在這裏要提盡心儘性盡力呢
[00:10:14.120 --> 00:10:18.520]  我們接下來講雅各的這段經文呢
[00:10:18.520 --> 00:10:19.600]  就跟這個有關係
[00:10:19.600 --> 00:10:24.760]  雅各書的第一章的第二到第二十七節是序言的部分
[00:10:25.760 --> 00:10:28.400]  而且這個序言的可以分成兩個部分
[00:10:28.400 --> 00:10:31.440]  所以的人稱是雙重序言
[00:10:31.440 --> 00:10:35.360]  今天我們分享的這段經文就是一到第十一節呢
[00:10:35.360 --> 00:10:40.920]  就是在這段序言的第一個序言的前半部分
[00:10:40.920 --> 00:10:42.680]  而且明顯的
[00:10:42.680 --> 00:10:45.720]  它可以分成三三個部分
[00:10:45.720 --> 00:10:46.840]  第二到第四節
[00:10:46.840 --> 00:10:51.400]  第五到第八節和第九到第十一節可以分成這三個段落
[00:10:51.400 --> 00:10:54.240]  一直以來人們讀聖經呢
[00:10:54.240 --> 00:10:58.200]  其實對這三個段落之間的彼此的邏輯關係的都有一個困惑
[00:10:58.200 --> 00:11:07.440]  解開他的鑰匙就是基於那猶太傳統
[00:11:07.440 --> 00:11:08.400]  因爲雅各書呢
[00:11:08.400 --> 00:11:10.440]  是寫給各地猶太基督徒的
[00:11:10.440 --> 00:11:15.840]  神學院有一位新約的老師的發現
[00:11:15.840 --> 00:11:21.200]  其實這三段經文就是試煉第二部分是二心
[00:11:21.200 --> 00:11:23.880]  第三個部分是貧富的一個逆轉
[00:11:24.560 --> 00:11:26.400]  這三個主題呢
[00:11:26.400 --> 00:11:33.000]  恰好就是猶太人所熟悉的師媽信仰在生活當中的引申
[00:11:33.000 --> 00:11:36.760]  解釋和應用
[00:11:36.760 --> 00:11:37.320]  只不過呢
[00:11:37.320 --> 00:11:38.120]  他的順序呢
[00:11:38.120 --> 00:11:40.000]  有一個稍微的調整
[00:11:40.000 --> 00:11:41.720]  就是第一和第二個順序呢
[00:11:41.720 --> 00:11:42.440]  反過來
[00:11:42.440 --> 00:11:46.720]  先說盡心再說
[00:11:46.720 --> 00:11:48.120]  他先說盡興
[00:11:48.120 --> 00:11:49.720]  再說盡心
[00:11:49.720 --> 00:11:51.080]  再說盡力
[00:11:52.560 --> 00:11:58.360]  我們先看盡興就是第二節到第四節這個部分
[00:11:58.360 --> 00:12:00.920]  愛神要盡興
[00:12:00.920 --> 00:12:06.520]  要以信心的忍耐試煉一直到完全
[00:12:06.520 --> 00:12:11.360]  人生的有一個相當普遍的事實
[00:12:11.360 --> 00:12:14.560]  就是不幸的事呢
[00:12:14.560 --> 00:12:17.680]  總會不期然的在我們毫沒預備的時候呢
[00:12:17.680 --> 00:12:18.440]  突然的降臨
[00:12:18.440 --> 00:12:21.920]  有的時候是自身患病
[00:12:21.920 --> 00:12:23.840]  有的是親人離世
[00:12:23.840 --> 00:12:26.120]  像七月三十一號
[00:12:26.120 --> 00:12:29.080]  我三姐在北京突然這一晚上睡覺
[00:12:29.080 --> 00:12:30.800]  第二天早上就沒醒過來
[00:12:30.800 --> 00:12:31.920]  就突然去世
[00:12:31.920 --> 00:12:35.880]  這給我們整個的家庭的都帶來非常大的震驚
[00:12:35.880 --> 00:12:39.360]  有的時候這樣的災難呢
[00:12:39.360 --> 00:12:41.800]  是我們自己的工作出了問題
[00:12:41.800 --> 00:12:44.440]  有的說那是和人際關係有關
[00:12:44.440 --> 00:12:46.760]  有的時候是天災人禍突然降臨
[00:12:46.760 --> 00:12:47.880]  像這次的疫情
[00:12:47.880 --> 00:12:50.160]  總而言之呢
[00:12:50.160 --> 00:12:52.360]  各樣不同的
[00:12:52.360 --> 00:12:55.920]  不幸的事情呢
[00:12:55.920 --> 00:12:58.040]  會讓我們深陷其中
[00:12:58.040 --> 00:12:59.640]  而且的倍感痛苦
[00:12:59.640 --> 00:13:01.880]  這就是作者所說的
[00:13:01.880 --> 00:13:04.720]  你們落在百般的試煉當中
[00:13:04.720 --> 00:13:14.560]  這個試煉的不僅限於因爲信仰而受到逼迫所導致的
[00:13:14.560 --> 00:13:15.440]  而且呢
[00:13:15.440 --> 00:13:17.640]  更多的是指一個人
[00:13:17.640 --> 00:13:24.400]  一個羣體他所遭遇的那種任何形式的患難都是百般的試煉
[00:13:24.400 --> 00:13:30.400]  不過令人驚訝的是雅各在這裏用命令的口吻呢
[00:13:30.400 --> 00:13:34.360]  吩咐我們每當遇到不如意的事情的時候
[00:13:34.360 --> 00:13:36.240]  都要以爲大喜樂
[00:13:36.240 --> 00:13:40.680]  這意思是將各樣的試探
[00:13:40.680 --> 00:13:45.120]  各樣的試煉都看作是完全純粹的一種喜樂
[00:13:47.400 --> 00:13:50.040]  這其實是一種不正常的反應
[00:13:50.040 --> 00:13:52.840]  陷入到一種困境當中的人
[00:13:52.840 --> 00:13:54.920]  你很少能見到的這種反應
[00:13:54.920 --> 00:13:56.760]  我說的不正常是相對意義上的
[00:13:56.760 --> 00:13:59.560]  就是普通人看來的都不是太能理解
[00:13:59.560 --> 00:14:03.400]  當今的醫學界呢
[00:14:03.400 --> 00:14:08.120]  發現人的大腦當中專門管我們快樂的那個神經呢
[00:14:08.120 --> 00:14:12.560]  被命名爲A10神經
[00:14:12.560 --> 00:14:14.720]  俗稱的就是快樂神經
[00:14:14.720 --> 00:14:17.520]  當人品嚐好喫的東西的時候
[00:14:17.520 --> 00:14:19.200]  事業有成
[00:14:19.200 --> 00:14:20.480]  贏得殊榮
[00:14:20.480 --> 00:14:22.240]  實現理想的時候
[00:14:22.240 --> 00:14:24.520]  都會感到極大的滿足和快樂
[00:14:24.520 --> 00:14:29.560]  這就是A10神經帶給我們的一種反應
[00:14:29.560 --> 00:14:32.600]  A10神經一旦受到刺激
[00:14:32.600 --> 00:14:34.200]  我們就要感到快樂
[00:14:34.200 --> 00:14:36.120]  滿足
[00:14:36.120 --> 00:14:37.520]  這就不難理解
[00:14:37.520 --> 00:14:41.480]  爲什麼在逆境當中感到失望沮喪的人
[00:14:41.480 --> 00:14:44.640]  往往都會陷於某種沉溺性的行爲
[00:14:44.640 --> 00:14:48.320]  比如說酒精啊
[00:14:48.320 --> 00:14:50.080]  比如說食物啊
[00:14:50.080 --> 00:14:53.800]  甚至毒品的一旦陷入了就不能自拔
[00:14:53.800 --> 00:14:57.280]  因爲這些的都能夠刺激人的A10神經
[00:14:57.280 --> 00:14:59.160]  讓人感到快樂
[00:14:59.160 --> 00:15:00.440]  不過這種快樂呢
[00:15:00.440 --> 00:15:02.520]  是即時的
[00:15:02.520 --> 00:15:04.640]  不用太付出太大努力
[00:15:04.640 --> 00:15:06.400]  艱辛就可以得到的
[00:15:06.400 --> 00:15:09.320]  一旦上了癮了
[00:15:09.320 --> 00:15:10.600]  就很難戒掉
[00:15:12.240 --> 00:15:14.600]  但在這裏雅各說以爲
[00:15:14.600 --> 00:15:19.000]  大家不要以爲這是一個自我欺騙一個阿Q精神
[00:15:19.000 --> 00:15:20.080]  在這裏
[00:15:20.080 --> 00:15:23.400]  原文的意思是經過反覆的衡量事實
[00:15:23.400 --> 00:15:25.680]  經過深思熟慮
[00:15:25.680 --> 00:15:28.080]  而有的清醒的判斷和認知
[00:15:28.080 --> 00:15:33.160]  所以以爲大喜樂不是一種即時性的
[00:15:33.160 --> 00:15:35.600]  短暫的一種刺激下啊
[00:15:35.600 --> 00:15:37.520]  人產生了某種的滿足
[00:15:37.520 --> 00:15:41.520]  而是真實的經歷細心的考察
[00:15:41.520 --> 00:15:46.880]  而成熟的得出了一種判斷和感受
[00:15:46.880 --> 00:15:53.440]  而第一章的三刀四劍就解釋了到底爲什麼呢
[00:15:53.440 --> 00:15:57.440]  這個原因雅各使用了一個階梯式的一個推進法
[00:15:57.440 --> 00:16:00.640]  也就是一個句子推的一個句子往前
[00:16:00.640 --> 00:16:06.880]  透過一種邏輯關係的形成一連串的不可否認的事實
[00:16:06.880 --> 00:16:09.880]  一步一步的紮實的去得出一個結論了
[00:16:09.880 --> 00:16:15.000]  而且它有一個特點的就是每一個句子的開始呢
[00:16:15.000 --> 00:16:19.080]  就是上一個句子結尾的那個核心的要字
[00:16:19.080 --> 00:16:22.520]  我說了半天不如給大家舉個例子了
[00:16:22.520 --> 00:16:25.200]  就是羅馬書的第五章三到五節
[00:16:25.200 --> 00:16:25.840]  保羅呢
[00:16:25.840 --> 00:16:29.680]  就非常會使用這樣的修辭的方法
[00:16:29.680 --> 00:16:31.480]  那就是患難生忍耐
[00:16:31.480 --> 00:16:32.840]  忍耐生老戀
[00:16:32.840 --> 00:16:34.240]  老戀生盼望
[00:16:34.240 --> 00:16:36.680]  盼望不至於羞恥
[00:16:37.800 --> 00:16:40.800]  在這裏的雅各的梯子沒保羅那麼長啊
[00:16:40.800 --> 00:16:45.440]  但也可以發現有這樣的一個修辭的方式
[00:16:45.440 --> 00:16:47.120]  就是因爲你們的信心
[00:16:47.120 --> 00:16:48.880]  因爲知道你們的信心
[00:16:48.880 --> 00:16:51.000]  經過試驗救生忍耐
[00:16:51.000 --> 00:16:52.800]  但忍耐也當成功
[00:16:52.800 --> 00:16:54.080]  是你們成全完備
[00:16:54.080 --> 00:16:55.280]  毫無缺陷
[00:16:55.280 --> 00:16:58.120]  第三到第四節救生忍耐
[00:16:58.120 --> 00:16:59.840]  忍耐也當成功
[00:16:59.840 --> 00:17:03.280]  就是這個句式的典型的表現
[00:17:05.680 --> 00:17:09.360]  當人們遇到各樣的難處的時候
[00:17:09.360 --> 00:17:12.000]  你就會感到焦慮不快
[00:17:12.000 --> 00:17:13.520]  而且呢
[00:17:13.520 --> 00:17:16.120]  我們會掙扎掙扎不出來
[00:17:16.120 --> 00:17:17.120]  擺脫不了困境
[00:17:17.120 --> 00:17:18.080]  我們就感到絕望
[00:17:18.080 --> 00:17:24.120]  如果你無法勝過這種負面的情緒呢
[00:17:24.120 --> 00:17:26.600]  你就會被這種負面的情緒所控制
[00:17:26.600 --> 00:17:27.520]  成爲他的奴隸
[00:17:27.520 --> 00:17:30.960]  所以在這裏面
[00:17:30.960 --> 00:17:31.680]  雅各提醒
[00:17:31.680 --> 00:17:39.080]  我們需要知道一些比正在經歷的患難和正在感受的那種負面的情緒的更真實的事情
[00:17:39.080 --> 00:17:43.000]  雅各首先的矯正我們這很重要
[00:17:43.000 --> 00:17:45.240]  就是看待逆境的眼光
[00:17:45.240 --> 00:17:52.320]  很多的改變都是從你換一個角度去看來發生的
[00:17:52.320 --> 00:17:54.360]  他指出了我們所遇到的困難
[00:17:54.360 --> 00:17:56.720]  無非是我們對我們信心的一個誓言
[00:17:58.640 --> 00:18:01.680]  他怎麼解釋這個困難患難呢
[00:18:01.680 --> 00:18:04.920]  他沒有說原因
[00:18:04.920 --> 00:18:06.760]  他只是說他的作用
[00:18:06.760 --> 00:18:08.240]  他的意義所在
[00:18:08.240 --> 00:18:11.520]  就是他其實是一個信心的試驗
[00:18:11.520 --> 00:18:15.280]  這是整本聖經一貫的教導
[00:18:15.280 --> 00:18:20.080]  試驗這個詞你可以理解爲熬煉
[00:18:20.080 --> 00:18:22.360]  它是一種工具性的
[00:18:22.360 --> 00:18:25.800]  就像箴言所說
[00:18:25.800 --> 00:18:30.880]  頂爲煉銀爐爲煙鍊金唯有耶和華熬煉人心
[00:18:30.880 --> 00:18:32.960]  箴言第十七章第三節
[00:18:32.960 --> 00:18:37.200]  而我們的信心請注意
[00:18:37.200 --> 00:18:42.560]  在這裏的信心不是說我堅信我依靠自己的力量或依靠其他人的力量
[00:18:42.560 --> 00:18:44.480]  我可以一定會勝過我的困難
[00:18:44.480 --> 00:18:47.200]  這種信心在聖經當中信心
[00:18:47.200 --> 00:18:50.720]  就是指對神的信心
[00:18:50.720 --> 00:18:52.760]  而這種信心的是藉着熬煉
[00:18:54.000 --> 00:18:57.160]  才能產生出來那種忍耐
[00:18:57.160 --> 00:19:01.080]  原文當中的產生的是個現在式
[00:19:01.080 --> 00:19:01.720]  意味着呢
[00:19:01.720 --> 00:19:03.200]  它是一個不斷的過程
[00:19:03.200 --> 00:19:09.360]  我們持續性的在熬煉當中去產生我們的忍耐
[00:19:09.360 --> 00:19:11.960]  那什麼是忍耐呢
[00:19:11.960 --> 00:19:17.240]  這個字的原文的意思令我非常的感動
[00:19:17.240 --> 00:19:19.320]  甚至可以說震撼
[00:19:19.320 --> 00:19:25.480]  那聖經當中這個希臘字的意思就是指活在痛苦當中的能耐
[00:19:25.480 --> 00:19:28.280]  我再說一遍
[00:19:28.280 --> 00:19:32.320]  是活在痛苦當中的能耐
[00:19:32.320 --> 00:19:33.600]  這種能耐呢
[00:19:33.600 --> 00:19:38.240]  只有經過而且勝過豬班的痛苦痛苦的人呢
[00:19:38.240 --> 00:19:38.800]  纔有的
[00:19:38.800 --> 00:19:41.080]  換句話說
[00:19:41.080 --> 00:19:42.800]  人不是天生的
[00:19:42.800 --> 00:19:43.840]  就有這種能耐
[00:19:43.840 --> 00:19:47.640]  往往呢
[00:19:47.640 --> 00:19:49.400]  歷經滄桑之後
[00:19:49.400 --> 00:19:51.040]  你身邊的親人和朋友呢
[00:19:51.040 --> 00:19:51.960]  就會說啊
[00:19:51.960 --> 00:19:53.480]  你抗擊打能力強了
[00:19:53.480 --> 00:19:56.040]  這是一個事實
[00:19:56.040 --> 00:19:59.400]  因爲我們人生呢
[00:19:59.400 --> 00:20:02.200]  如果你把它看作是一個歷練的經驗的話
[00:20:02.200 --> 00:20:03.520]  或者一個過程的話
[00:20:03.520 --> 00:20:06.240]  肯定難免不受一些傷害
[00:20:06.240 --> 00:20:08.920]  但是隻要沒掛了
[00:20:08.920 --> 00:20:11.080]  緩過來就長能耐
[00:20:11.080 --> 00:20:15.040]  你從一個學生來看
[00:20:15.040 --> 00:20:21.240]  他從上學到他聽講課到他做功課到他考試
[00:20:21.240 --> 00:20:21.600]  哇
[00:20:21.600 --> 00:20:23.080]  你可能說小學六年
[00:20:23.080 --> 00:20:26.120]  中學六年至少他高中畢業
[00:20:26.120 --> 00:20:27.440]  假設他沒上大學
[00:20:27.440 --> 00:20:29.000]  這是12年
[00:20:29.000 --> 00:20:30.560]  其實也夠磨練一個人的
[00:20:30.560 --> 00:20:34.480]  我姐姐曾經跟我說過呢
[00:20:34.480 --> 00:20:35.880]  說生過孩子之後呢
[00:20:35.880 --> 00:20:37.600]  他什麼疼都不怕了
[00:20:37.600 --> 00:20:40.080]  他開始跟我說女人不怕疼
[00:20:40.080 --> 00:20:42.200]  比男人抗疼的能力更強
[00:20:42.200 --> 00:20:43.480]  我說爲什麼呀
[00:20:43.480 --> 00:20:45.440]  他生孩子你不知道這種疼啊
[00:20:45.440 --> 00:20:47.720]  我說我這輩子肯定不知道
[00:20:47.720 --> 00:20:49.880]  他說這就是一個經驗
[00:20:49.880 --> 00:20:53.360]  這個過程啊
[00:20:53.360 --> 00:20:58.960]  這是我們人類經歷各種困難熬出來的這個本事
[00:20:58.960 --> 00:21:02.680]  就是忍耐帶給我們
[00:21:02.680 --> 00:21:04.080]  在這裏雅各就說
[00:21:04.080 --> 00:21:05.840]  但忍耐也當成功
[00:21:05.840 --> 00:21:07.280]  使你們成全完備
[00:21:07.280 --> 00:21:08.080]  毫無缺陷
[00:21:08.080 --> 00:21:11.760]  從西漢語的一本來
[00:21:11.760 --> 00:21:14.240]  我們可以更清楚的看到這句話的意思
[00:21:14.240 --> 00:21:17.120]  什麼叫做忍耐也當成功呢
[00:21:17.120 --> 00:21:20.520]  就是但要讓忍耐發揮它完全的作用
