
[00:00:00.000 --> 00:00:03.160]  弟兄姊妹平安,又來讀聖經,眨眼就到了
[00:05:34.280 --> 00:05:37.080]  以色列接戰,又來挑戰
[00:05:37.080 --> 00:05:41.080]  接戰,又殺死他們一萬八千
[00:05:41.080 --> 00:05:44.280]  沒有昨日死那麼多
[00:05:44.280 --> 00:05:46.680]  不過差不多都是一個殺一個
[00:05:46.680 --> 00:05:49.880]  一萬八千人,都是拿刀的
[00:05:49.880 --> 00:05:54.480]  勇士,嘩,已經死了四萬人
[00:05:54.480 --> 00:05:57.480]  二萬二加一萬八,死了四萬人
[00:05:57.480 --> 00:06:01.880]  死了十分一兵士,好慘
[00:06:01.880 --> 00:06:04.280]  以色列眾人又回到伯特利座
[00:06:04.280 --> 00:06:06.880]  在耶和華面前哭號
[00:06:06.880 --> 00:06:10.480]  禁食到晚上,好慘
[00:06:10.480 --> 00:06:14.680]  悲哀,悲傷,正常一對,哭一對
[00:06:14.680 --> 00:06:18.480]  而且他們禁食禱告,求問上帝
[00:06:18.480 --> 00:06:22.280]  又在耶和華面前獻繁祭和平安祭
[00:06:22.280 --> 00:06:24.280]  認義繁祭是什麼?
[00:06:24.280 --> 00:06:27.880]  感謝,平安祭是祈求平安
[00:06:27.880 --> 00:06:32.680]  感謝與祈求平安
[00:06:32.680 --> 00:06:36.480]  其實平安祭應該是多謝主賜我們平安
[00:06:36.480 --> 00:06:39.280]  這班以色列人傻的,那十多師派
[00:06:39.280 --> 00:06:43.280]  還感謝與讚美主賜我們平安
[00:06:43.280 --> 00:06:44.480]  有沒有搞錯?
[00:06:44.480 --> 00:06:46.280]  但是他們仍然信靠
[00:06:46.280 --> 00:06:50.480]  雖然是死了四萬人
[00:06:50.480 --> 00:06:52.880]  二十七至二十八字寫成這樣
[00:06:52.880 --> 00:06:55.280]  沒有分兩字,唯有很長
[00:06:55.280 --> 00:06:59.880]  那時上帝的藥櫃在哪裡?
[00:06:59.880 --> 00:07:04.880]  他們在士羅將藥櫃抬出來
[00:07:04.880 --> 00:07:07.680]  因為是整個以色列的戰鬥
[00:07:07.680 --> 00:07:12.880]  他們抬出來象徵著上帝參與
[00:07:12.880 --> 00:07:15.880]  亞倫的子孫,以利亞薩的兒子
[00:07:15.880 --> 00:07:19.080]  菲尼哈,侍立在藥櫃面前
[00:07:19.080 --> 00:07:20.280]  是一個祭司
[00:07:20.280 --> 00:07:21.680]  這真是祭司
[00:07:21.680 --> 00:07:27.080]  因為亞倫的直系下來才能做祭司
[00:07:27.080 --> 00:07:36.680]  但其實找摩西的孫做祭司是不對的
[00:07:36.680 --> 00:07:39.680]  是要亞倫的子孫才對
[00:07:39.680 --> 00:07:40.480]  這是正統的
[00:07:40.480 --> 00:07:42.480]  亞倫的孫,以利亞薩的兒子
[00:07:42.480 --> 00:07:43.480]  即是一個「薩」
[00:07:43.480 --> 00:07:46.480]  又說回來,孫與兒子即是「薩」
[00:07:46.480 --> 00:07:49.480]  亞倫大祭司的「薩」,菲尼哈
[00:07:49.480 --> 00:07:51.080]  侍立在藥櫃面前
[00:07:51.080 --> 00:07:53.480]  是正正統統的祭司
[00:07:53.480 --> 00:07:56.480]  以色列又求甚麼?
[00:07:56.480 --> 00:08:02.480]  「我們當再出去與我們弟兄變暗的人打仗
[00:08:02.480 --> 00:08:04.480]  還是罷兵算?」
[00:08:04.480 --> 00:08:09.480]  又說「你們當上去」
[00:08:09.480 --> 00:08:13.480]  這麼有趣,你叫我們去為甚麼我們會輸?
[00:08:13.480 --> 00:08:15.480]  叫你去不等於不輸
[00:08:15.480 --> 00:08:17.480]  叫我去一定贏的
[00:08:17.480 --> 00:08:18.480]  當然不是
[00:08:18.480 --> 00:08:20.480]  叫你去也可以輸的
[00:08:20.480 --> 00:08:22.480]  即是讓我們輸了
[00:08:22.480 --> 00:08:26.480]  「是嗎?甚麼意思?」
[00:08:26.480 --> 00:08:29.480]  「不知,學些東西,總之神叫我去就去」
[00:08:29.480 --> 00:08:31.480]  「好,他們去吧」
[00:08:31.480 --> 00:08:36.480]  「你們當上去,明日我必將他們交在你們手中
[00:08:36.480 --> 00:08:39.480]  你們繼續去吧,都是一個學習
[00:08:39.480 --> 00:08:41.480]  明日你們就會贏了」
[00:08:41.480 --> 00:08:44.480]  以色列人在基比亞四處設下伏兵
[00:08:44.480 --> 00:08:48.480]  即是說以前可能輸在哪裡?
[00:08:48.480 --> 00:08:54.480]  「我四十萬人一圍你,一人吐口水你都淹死了」
[00:08:54.480 --> 00:08:56.480]  可能有多少輕敵
[00:08:56.480 --> 00:09:00.480]  雖然他們求問「可不可以去?去,猶大先去」
[00:09:00.480 --> 00:09:02.480]  但其實他們有一個遭遇
[00:09:02.480 --> 00:09:04.480]  今次想起辦法
[00:09:04.480 --> 00:09:06.480]  其實兵不厭詐
[00:09:06.480 --> 00:09:08.480]  一定要籌劃
[00:09:08.480 --> 00:09:11.480]  他們都有籌劃,我們找了十分一人去運糧食
[00:09:11.480 --> 00:09:14.480]  運糧食不夠,想一些辦法
[00:09:14.480 --> 00:09:16.480]  怎樣可以制勝敵人
[00:09:16.480 --> 00:09:18.480]  四處設下伏兵
[00:09:18.480 --> 00:09:21.480]  第三日,以色列人又想攻擊比亞敏人
[00:09:21.480 --> 00:09:24.480]  在基比亞面前列陣與上兩次一樣
[00:09:24.480 --> 00:09:26.480]  比亞敏人就出來了
[00:09:26.480 --> 00:09:31.480]  「哈哈哈,他們傻的,又來,是不是死得少」
[00:09:31.480 --> 00:09:34.480]  於是這次衝了出來
[00:09:34.480 --> 00:09:37.480]  就被引誘離城
[00:09:37.480 --> 00:09:41.480]  在田間兩條路上,一條通去伯特利,一條通去基比亞
[00:09:41.480 --> 00:09:46.480]  就像上兩次一樣,他們就說「出去打吧,那班人不行的」
[00:09:46.480 --> 00:09:49.480]  誰知他們只是見到很少人
[00:09:49.480 --> 00:09:52.480]  有少少人引誘他們,不過三十個人都慘
[00:09:52.480 --> 00:09:54.480]  就殺了以色列三十個人
[00:09:54.480 --> 00:09:56.480]  就想著又贏了
[00:09:56.480 --> 00:10:00.480]  比亞敏人就說「哈哈,他們仍然霸佔我們面前」
[00:10:00.480 --> 00:10:06.480]  但以色列人就說「我們不如逃跑,引誘他們離開城道路上出來」
[00:10:06.480 --> 00:10:09.480]  「在城下我們不夠他們打的」
[00:10:09.480 --> 00:10:11.480]  就把他們引誘出來
[00:10:11.480 --> 00:10:14.480]  以色列人都起來,在巴力卡馬擺陣
[00:10:14.480 --> 00:10:17.480]  這個地方的名字我們不說了
[00:10:17.480 --> 00:10:22.480]  以色列的伏兵就從馬利加巴埋伏的地方衝上去
[00:10:22.480 --> 00:10:25.480]  就是走遠一點擺陣,他們就跑了出來
[00:10:25.480 --> 00:10:27.480]  然後那些伏兵就衝上去
[00:10:27.480 --> 00:10:31.480]  衝上去的時候,就在以色列中間的一萬精兵
[00:10:31.480 --> 00:10:34.480]  來到與基比亞接戰
[00:10:34.480 --> 00:10:37.480]  世派甚是兇猛
[00:10:37.480 --> 00:10:44.480]  大家在打,比亞敏人不知道災禍臨近
[00:10:44.480 --> 00:10:48.480]  耶和華斯以色列人殺敗比亞敏人那天
[00:10:48.480 --> 00:10:53.480]  以色列人殺死了比亞敏人二萬五千一百
[00:10:53.480 --> 00:10:55.480]  都是拿刀的
[00:10:55.480 --> 00:11:01.480]  數數計計,今次神話,明天我將它交給你
[00:11:01.480 --> 00:11:07.480]  你知道比亞敏人出了多少兵?
[00:11:07.480 --> 00:11:09.480]  二萬六千
[00:11:09.480 --> 00:11:14.480]  加上基比亞本身七百個左手甩石機員很厲害的人
[00:11:14.480 --> 00:11:16.480]  二萬六千七百
[00:11:16.480 --> 00:11:20.480]  二萬六千七百,今次死了二萬五千一百
[00:11:20.480 --> 00:11:24.480]  就是說剩下幾千人
[00:11:24.480 --> 00:11:28.480]  全軍盡立,都是拿刀的
[00:11:28.480 --> 00:11:34.480]  以色列力勝比亞敏人戰敗
[00:11:34.480 --> 00:11:37.480]  還未完,還有第八集
[00:11:37.480 --> 00:11:42.480]  比亞敏人剩下的藍丁
[00:11:42.480 --> 00:11:45.480]  忽然之間只剩下幾千人
[00:11:45.480 --> 00:11:47.480]  全部死了
[00:11:47.480 --> 00:11:52.480]  你見到上帝真的懲罰了比亞敏人
[00:11:52.480 --> 00:11:55.480]  用他的兄弟作為皮鞭
[00:11:55.480 --> 00:11:59.480]  都付出代價,懲罰了比亞敏之派
[00:11:59.480 --> 00:12:04.480]  容許當中的匪類縱容他的支派
[00:12:04.480 --> 00:12:08.480]  實在是很兇殘,很醜惡
[00:12:08.480 --> 00:12:10.480]  今天跟大家說到這裡
[00:12:10.480 --> 00:12:14.480]  比亞敏人終於在上帝的手中戰敗
[00:12:14.480 --> 00:12:19.480]  以色列人出力,一齊合力力勝比亞敏人
[00:12:19.480 --> 00:12:22.480]  罪惡,一起禱告
[00:12:22.480 --> 00:12:27.480]  札美主在這件事上,我們看的時候都膽戰心驚
[00:12:27.480 --> 00:12:31.480]  是一場惡戰,連環的幾場惡戰
[00:12:31.480 --> 00:12:34.480]  見到以色列人,十一個支派
[00:12:34.480 --> 00:12:38.480]  他們出盡力,付出了四萬人的代價
[00:12:38.480 --> 00:12:42.480]  然後我們見到,上帝帶領他們勝利
[00:12:42.480 --> 00:12:46.480]  差不多將比亞敏的藍丁士兵
[00:12:46.480 --> 00:12:49.480]  都全部剿滅了
[00:12:49.480 --> 00:12:51.480]  這個懲罰都很大
[00:12:51.480 --> 00:12:55.480]  求主幫助我們警醒,原來當神要懲罰的時候
[00:12:55.480 --> 00:12:57.480]  都不說笑
[00:12:57.480 --> 00:12:59.480]  主求你幫助,讓我們學習
[00:12:59.480 --> 00:13:01.480]  好像以色列今次的十一支派一樣
[00:13:01.480 --> 00:13:03.480]  他們要打仗,他們要求民
[00:13:03.480 --> 00:13:07.480]  求神去自己帶領,去指示
[00:13:07.480 --> 00:13:10.480]  當他們輸了的時候,他們竟然禁食
[00:13:10.480 --> 00:13:15.480]  獻梵祭與讚美平安的祭祀
[00:13:15.480 --> 00:13:22.480]  看到他們很有信心,讓我們在艱難作戰中持有信心
[00:13:22.480 --> 00:13:26.480]  緊握著不放,用我們的信心去得勝
[00:13:26.480 --> 00:13:30.480]  知道你在我們當中,我們必能得勝
[00:13:30.480 --> 00:13:34.480]  求主加添信心力量,祈禱奉耶穌名求,阿們
