
[00:00:00.000 --> 00:00:04.860]  我讀一段聖經在路加福音第四章第一到第十四節
[00:05:54.200 --> 00:05:57.500]  跟你們說透過神的僕人
[00:05:57.500 --> 00:06:02.200]  這是為什麼來聚會來聽到是這麼重要
[00:06:02.200 --> 00:06:08.400]  因為神常常是透過講到的信息來向你說話
[00:06:08.400 --> 00:06:11.400]  這為什麼我常常說在你聽到的時候不要只是聽
[00:06:11.400 --> 00:06:14.000]  學習做筆記是很重要的
[00:06:14.000 --> 00:06:16.100]  否則你聽得再好
[00:06:16.100 --> 00:06:20.100]  常常在你聽的時候是左耳進右耳也就出去了嘛
[00:06:20.100 --> 00:06:22.200]  一聽完你就忘記了
[00:06:22.200 --> 00:06:24.400]  這為什麼每次聽到聽來聽去
[00:06:24.400 --> 00:06:28.500]  你只記得講員所講的笑話跟故事嘛不是嗎
[00:06:28.500 --> 00:06:29.700]  別的都聽不進去
[00:06:29.700 --> 00:06:31.600]  今天講得好不好講得很好講什麼
[00:06:31.600 --> 00:06:34.100]  不知道記不得了
[00:06:34.100 --> 00:06:38.700]  這是為什麼我們需要在聽到的時候記筆記
[00:06:38.700 --> 00:06:40.800]  把當時的感動
[00:06:40.800 --> 00:06:44.800]  很重要是當時的感動記錄下來
[00:06:44.800 --> 00:06:48.200]  而這個當時的感動其實就是很多時候是神
[00:06:48.200 --> 00:06:51.600]  在這個時刻要向你所說的話
[00:06:51.600 --> 00:06:55.900]  而當你把所有這些當時的感動都記錄下來的時候
[00:06:55.900 --> 00:06:59.000]  累積起來你回頭一看
[00:06:59.000 --> 00:07:03.400]  你就很容易明白神在你身上的心意是什麼
[00:07:03.400 --> 00:07:06.000]  所以第一個神常常透過他的僕人向你說話
[00:07:06.000 --> 00:07:08.900]  第二個透過神的話來引導你
[00:07:08.900 --> 00:07:13.000]  跟你們透過神的話來引導跟他說
[00:07:13.000 --> 00:07:15.400]  每當你在讀神的話的時候
[00:07:15.400 --> 00:07:17.700]  千萬不要把它當作例行公事
[00:07:17.700 --> 00:07:19.600]  要讀過就算了
[00:07:19.600 --> 00:07:23.600]  當你在讀聖經的時候一定要歡迎聖靈來啦
[00:07:23.600 --> 00:07:28.400]  為什麼因為主耶穌在約翰福音十六章十三節講得很清楚
[00:07:28.400 --> 00:07:31.100]  這裡主耶穌說只等真理的聖靈來
[00:07:31.100 --> 00:07:32.800]  祂要怎麼樣
[00:07:32.800 --> 00:07:34.600]  引導你們怎麼樣
[00:07:34.600 --> 00:07:36.800]  明白一切的真理
[00:07:36.800 --> 00:07:40.600]  聖靈來就叫我們明白真理
[00:07:40.600 --> 00:07:43.000]  因為很多時候當我們讀神的話的時候
[00:07:43.000 --> 00:07:44.200]  常常覺得
[00:07:44.200 --> 00:07:46.400]  第一個感覺就是神的話要很遙遠
[00:07:46.400 --> 00:07:48.500]  我們不能夠明白
[00:07:48.500 --> 00:07:49.900]  這為什麼聖靈這麼重要
[00:07:49.900 --> 00:07:52.300]  我常說聖靈就好像什麼
[00:07:52.300 --> 00:07:53.800]  就好像我們以前
[00:07:53.800 --> 00:07:55.000]  我不要以前在台灣的時候
[00:07:55.000 --> 00:07:56.900]  我們讀書都要上補習班
[00:07:56.900 --> 00:07:58.300]  我不要你上過補習班
[00:07:58.300 --> 00:08:02.100]  就好像補習班的家教班那個家教一樣
[00:08:02.100 --> 00:08:04.300]  你說讀書讀不懂啊
[00:08:04.300 --> 00:08:06.900]  不是怎麼辦呢解題解不出來怎麼辦
[00:08:06.900 --> 00:08:09.800]  家教一來幫助一下
[00:08:09.800 --> 00:08:11.100]  題就解啦
[00:08:11.100 --> 00:08:14.000]  這個書就讀通了嘛
[00:08:14.000 --> 00:08:15.700]  讀聖經也是這樣
[00:08:15.700 --> 00:08:17.400]  你有個家教你知道嗎
[00:08:17.400 --> 00:08:19.600]  不要忘記每一次讀聖經請個家教來
[00:08:19.600 --> 00:08:21.400]  你的聖靈就是你的家教
[00:08:21.400 --> 00:08:23.700]  聖靈就來幫助你嘛
[00:08:23.700 --> 00:08:26.600]  當你在讀聖經的時候歡迎聖靈來
[00:08:26.600 --> 00:08:32.700]  求聖靈把今天神要向你說的一句話來告訴你嘛
[00:08:32.700 --> 00:08:35.600]  當聖靈把這一句話放在你心裡的時候
[00:08:35.600 --> 00:08:40.100]  這一句話就能成為你今天生活的動力
[00:08:40.100 --> 00:08:41.000]  Amen
[00:08:41.000 --> 00:08:42.300]  所以透過神的話
[00:08:42.300 --> 00:08:44.700]  第三透過環境來引導
[00:08:44.700 --> 00:08:47.800]  跟你們說透過環境來引導跟他說
[00:08:47.800 --> 00:08:52.600]  神常常透過在環境裡面的關門跟開門來引導我們
[00:08:52.600 --> 00:08:54.700]  來向我們說話
[00:08:54.700 --> 00:08:57.300]  當神在你生命當中關一扇門的時候
[00:08:57.300 --> 00:09:00.300]  你千萬不要灰心跟氣餒
[00:09:00.300 --> 00:09:02.600]  因為當神關一扇門的時候
[00:09:02.600 --> 00:09:05.600]  其實祂也必然為你在另外一個地方
[00:09:05.600 --> 00:09:08.500]  預備另外一扇敞開的門
[00:09:08.500 --> 00:09:11.500]  所以你要耐心的等候
[00:09:11.500 --> 00:09:13.700]  繼續不斷的叩門
[00:09:13.700 --> 00:09:17.300]  直到神為你預備敞開的門
[00:09:17.300 --> 00:09:19.000]  這就好像保羅嘛
[00:09:19.000 --> 00:09:21.200]  當保羅在開始要傳福音的時候
[00:09:21.200 --> 00:09:24.400]  他第一個想到要往小亞西亞去傳福音
[00:09:24.400 --> 00:09:26.600]  結果神關了那扇門
[00:09:26.600 --> 00:09:29.000]  他後來又想往比推尼去傳福音
[00:09:29.000 --> 00:09:31.100]  神又關了那扇門
[00:09:31.100 --> 00:09:32.700]  但他沒有氣餒
[00:09:32.700 --> 00:09:34.300]  繼續的叩門
[00:09:34.300 --> 00:09:37.900]  看見直到神讓他聽見馬其頓的呼聲
[00:09:37.900 --> 00:09:41.300]  在意象裡面看見馬其頓的人向他呼喊說
[00:09:41.300 --> 00:09:43.300]  請你過來幫助我們
[00:09:43.300 --> 00:09:47.900]  他就明白神在歐洲為他預備了一個敞開的門
[00:09:47.900 --> 00:09:48.700]  所以我們看見
[00:09:48.700 --> 00:09:52.300]  因為你們神不會隨便在你生命當中關門的
[00:09:52.300 --> 00:09:55.500]  我再一次說神不會隨便在你生命當中關門的
[00:09:55.500 --> 00:09:57.100]  當神關一扇門
[00:09:57.100 --> 00:10:01.800]  他乃是要引導你進入他所為你預備敞開的門
[00:10:01.800 --> 00:10:02.700]  Amen
[00:10:02.700 --> 00:10:04.200]  所以當神關門的時候
[00:10:04.200 --> 00:10:06.800]  請你不要灰心氣
[00:10:06.800 --> 00:10:08.500]  但當神開門的時候
[00:10:08.500 --> 00:10:10.500]  也請你不要遲疑
[00:10:10.500 --> 00:10:12.100]  當神開門的時候
[00:10:12.100 --> 00:10:13.500]  你就要勇往直前
[00:10:13.500 --> 00:10:14.500]  Amen
[00:10:14.500 --> 00:10:15.800]  就像保羅一樣
[00:10:15.800 --> 00:10:17.500]  當他看見一個敞開的門
[00:10:17.500 --> 00:10:21.100]  他就明白歐洲是神往他去的方向
[00:10:21.100 --> 00:10:23.500]  所以他就向歐洲去傳福音
[00:10:23.500 --> 00:10:28.300]  福音就果然從歐洲傳到世界各地
[00:10:28.300 --> 00:10:29.300]  最後第四
[00:10:29.300 --> 00:10:32.100]  神透過我們心中的感動來引導
[00:10:32.100 --> 00:10:36.100]  跟你們說透過心中的感動來引導
[00:10:36.100 --> 00:10:37.000]  也許你會說
[00:10:37.000 --> 00:10:40.000]  牧師啊神也會感動我嗎
[00:10:40.000 --> 00:10:41.500]  當然會
[00:10:41.500 --> 00:10:43.500]  你還記得每一次主日崇拜
[00:10:43.500 --> 00:10:47.000]  最後牧師為你們祝福的時候怎麼說的嗎
[00:10:47.000 --> 00:10:48.900]  代面主耶穌基督的恩惠
[00:10:48.900 --> 00:10:50.000]  上帝的慈愛
[00:10:50.000 --> 00:10:53.400]  聖靈的什麼
[00:10:53.400 --> 00:10:55.100]  感動
[00:10:55.100 --> 00:10:57.500]  常與牧師同在
[00:10:57.500 --> 00:10:58.300]  沒有
[00:10:58.300 --> 00:11:00.900]  常與你們同在
[00:11:00.900 --> 00:11:01.800]  Amen
[00:11:01.800 --> 00:11:02.800]  Hallelujah
[00:11:02.800 --> 00:11:05.000]  所以聖靈是會感動你的
[00:11:05.000 --> 00:11:08.000]  而且聖靈常常會感動你的
[00:11:08.000 --> 00:11:09.500]  你說怎麼感動法呢
[00:11:09.500 --> 00:11:13.700]  聖靈常常透過我們的心思意念來感動我們
[00:11:13.700 --> 00:11:16.200]  所以譬如說有時候聖靈會感動我們
[00:11:16.200 --> 00:11:19.900]  讓我們想到一些有需要的弟兄姊妹
[00:11:19.900 --> 00:11:22.300]  神就是要我們去關懷他們
[00:11:22.300 --> 00:11:24.000]  幫助他們
[00:11:24.000 --> 00:11:25.800]  有時候神感動我們
[00:11:25.800 --> 00:11:29.500]  能夠想到看見一些令神憂傷的事情
[00:11:29.500 --> 00:11:33.300]  神就要我們去為這些事情來禱告
[00:11:33.300 --> 00:11:36.000]  神的聖靈常常會感動我們
[00:11:36.000 --> 00:11:37.300]  當聖靈感動你的時候
[00:11:37.300 --> 00:11:39.600]  我告訴你也許神感動你要做的事情
[00:11:39.600 --> 00:11:41.900]  不見得是轟轟烈烈的大事
[00:11:41.900 --> 00:11:43.100]  不見得
[00:11:43.100 --> 00:11:46.000]  可能只是一件生活的小事而已
[00:11:46.000 --> 00:11:49.100]  打個電話關懷一下
[00:11:49.100 --> 00:11:51.700]  可是當你開始去順服的時候
[00:11:51.700 --> 00:11:55.200]  奇妙的事情就要發生了
[00:11:55.200 --> 00:12:00.000]  所以第一個你一定要來敏銳聖靈的引導
[00:12:00.000 --> 00:12:02.700]  第二要勝過生命中的考驗
[00:12:02.700 --> 00:12:07.000]  跟你朋友要勝過生命中的考驗
[00:12:07.000 --> 00:12:09.300]  在第一節這裡講聖靈引導
[00:12:09.300 --> 00:12:12.300]  耶穌進入曠野幹什麼呢
[00:12:12.300 --> 00:12:15.500]  就是魔鬼撒旦要試探祂
[00:12:15.500 --> 00:12:20.100]  換句話說要經過生命中的考驗
[00:12:20.100 --> 00:12:21.500]  的確在我們一生當中
[00:12:21.500 --> 00:12:24.500]  神從來沒有應許我們天色長藍
[00:12:24.500 --> 00:12:28.500]  我們總是會遇到生命中的風暴
[00:12:28.500 --> 00:12:31.100]  或者遇見仇敵的攻擊
[00:12:31.100 --> 00:12:33.900]  或遇見環境的攔阻
[00:12:33.900 --> 00:12:37.700]  而當我們面對這些生命中的考驗的時候
[00:12:37.700 --> 00:12:39.900]  我們要怎麼來面對呢
[00:12:39.900 --> 00:12:42.100]  我們要怎麼樣來勝過呢
[00:12:42.100 --> 00:12:43.900]  我們看見在這段聖經當中
[00:12:43.900 --> 00:12:47.500]  魔鬼從三方面來試探耶穌
[00:12:47.500 --> 00:12:48.900]  我們也看見從這個裡面
[00:12:48.900 --> 00:12:51.900]  我們怎麼樣來面對魔鬼撒旦試探
[00:12:51.900 --> 00:12:54.700]  怎麼樣勝過這些生命中的考驗
[00:12:54.700 --> 00:12:57.200]  第一個我們看要渴慕神的話語
[00:12:57.200 --> 00:13:00.700]  跟著要渴慕神的話語
[00:13:00.700 --> 00:13:02.500]  第一個試探
[00:13:02.500 --> 00:13:04.500]  魔鬼試探耶穌就對祂說
[00:13:04.500 --> 00:13:08.800]  你可以把這個石頭變成食物來吃
[00:13:08.800 --> 00:13:10.500]  耶穌怎麼回答呢
[00:13:10.500 --> 00:13:13.000]  耶穌在第四節裡面回答說
[00:13:13.000 --> 00:13:14.700]  聽上帝的說
[00:13:14.700 --> 00:13:17.000]  人活著不是單靠食物
[00:13:17.000 --> 00:13:19.900]  而是靠神口裡所說的什麼
[00:13:19.900 --> 00:13:21.500]  一切話
[00:13:21.500 --> 00:13:22.700]  Amen
[00:13:22.700 --> 00:13:24.900]  第二句神的話太重要
[00:13:24.900 --> 00:13:29.200]  神的話是我們整個信仰的根基
[00:13:29.200 --> 00:13:33.200]  也是我們屬靈生命的糧食
[00:13:33.200 --> 00:13:35.600]  今天你不可能說你不讀聖經
[00:13:35.600 --> 00:13:37.800]  你的生命會成長 不可能
[00:13:37.800 --> 00:13:40.300]  因為神的話就是你生命的糧食
[00:13:40.300 --> 00:13:41.900]  如果你不吃這個糧食
[00:13:41.900 --> 00:13:45.200]  你屬靈的生命怎麼會成長呢
[00:13:45.200 --> 00:13:46.900]  你知道很多時候我們常常說
[00:13:46.900 --> 00:13:49.900]  我們在基督裡成為新造的人
[00:13:49.900 --> 00:13:52.600]  但你知道什麼是新造的人嗎
[00:13:52.600 --> 00:13:56.100]  各位信徒三章第十節回答我們這個問題
[00:13:56.100 --> 00:13:57.700]  各位信徒三章十節說
[00:13:57.700 --> 00:14:01.300]  穿上新人這新人是在什麼
[00:14:01.300 --> 00:14:04.400]  知識上漸漸更新
[00:14:04.400 --> 00:14:07.000]  換句話說對認識神的事情上
[00:14:07.000 --> 00:14:11.100]  在神的話語上能夠漸漸被更新的
[00:14:11.100 --> 00:14:14.000]  我們看見一個人如果接受耶穌
[00:14:14.000 --> 00:14:16.700]  在知識上不被更新的話
[00:14:16.700 --> 00:14:21.500]  他的思想意念仍然活在舊有的思想觀念
[00:14:21.500 --> 00:14:24.200]  舊有的行為模式裡面
[00:14:24.200 --> 00:14:28.700]  那活出來就跟這個世界上人沒什麼兩樣
[00:14:28.700 --> 00:14:31.300]  我們看見今天一個人信了耶穌
[00:14:31.300 --> 00:14:34.000]  他的思想觀念需要被更新
[00:14:34.000 --> 00:14:35.900]  被神的話語更新
[00:14:35.900 --> 00:14:39.900]  他才能夠活出一個和神心意的樣式來
[00:14:39.900 --> 00:14:40.800]  Amen
[00:14:40.800 --> 00:14:41.900]  我常常說
[00:14:41.900 --> 00:14:46.100]  耶穌的救恩能夠使你得生命
[00:14:46.100 --> 00:14:50.900]  但只有耶穌的法則能夠使你得豐盛的生命
[00:14:50.900 --> 00:14:53.700]  我再說耶穌的救恩使你得生命
[00:14:53.700 --> 00:14:57.900]  只有耶穌的法則能夠使你進入豐盛的生命當中
[00:14:57.900 --> 00:14:59.100]  Amen
[00:14:59.100 --> 00:15:02.800]  那你說我們要怎麼樣在知識上更新呢
[00:15:02.800 --> 00:15:05.600]  四篇第一篇第二節我們一同來念
[00:15:05.600 --> 00:15:08.900]  這裡說為喜愛耶和華的律法
[00:15:08.900 --> 00:15:12.300]  奏業思想這人便為有福
[00:15:12.300 --> 00:15:13.500]  這裡講得很清楚
[00:15:13.500 --> 00:15:18.100]  要奏業思想神的話語
[00:15:18.100 --> 00:15:20.500]  為什麼要奏業思想啊
[00:15:20.500 --> 00:15:24.300]  因為如果你的話在思想裡面沒有神的話
[00:15:24.300 --> 00:15:26.000]  在你思想當中
[00:15:26.000 --> 00:15:30.100]  你每天很容易就奏業亂想不是嗎
[00:15:30.100 --> 00:15:32.500]  特別在這樣的充滿危機的時代
[00:15:32.500 --> 00:15:36.800]  我看多少人心中充滿了憂慮恐懼
[00:15:36.800 --> 00:15:38.600]  為什麼憂慮恐懼
[00:15:38.600 --> 00:15:43.000]  因為我告訴你在你心裡沒有多少神的話語在裡面
[00:15:43.000 --> 00:15:47.200]  你的思想的根基建立在這世界的環境上
[00:15:47.200 --> 00:15:50.700]  你思想的根基沒有建立在神的話語上
[00:15:50.700 --> 00:15:54.100]  今天我們需要奏業思想神的話語
[00:15:54.100 --> 00:15:57.900]  能夠幫助我們勝過心中一切的憂慮跟恐懼
[00:15:57.900 --> 00:15:59.100]  Amen
[00:15:59.100 --> 00:16:02.500]  今天我看見很多的一些人生活在這樣一個世界上
[00:16:02.500 --> 00:16:06.800]  我們很注意到這個環境上的一些污染
[00:16:06.800 --> 00:16:09.100]  講到這個食物的污染
[00:16:09.100 --> 00:16:11.000]  我們就會非常忽略
[00:16:11.000 --> 00:16:14.900]  很多時候更大的污染是心靈裡面的污染
[00:16:14.900 --> 00:16:17.100]  多少時候我們容許這個世界
[00:16:17.100 --> 00:16:21.100]  用各樣的方式來影響我們的思想意念
[00:16:21.100 --> 00:16:24.100]  多少時候我看見我們每一天打開我們的心門
[00:16:24.100 --> 00:16:25.400]  歡迎這個世界
[00:16:25.400 --> 00:16:28.500]  把世界的知識充滿在我們的裡面
[00:16:28.500 --> 00:16:29.900]  我們看見多少時候這個時代
[00:16:29.900 --> 00:16:31.800]  每天每個人就要滑手機嘛
[00:16:31.800 --> 00:16:33.100]  滑手機天天在滑
[00:16:33.100 --> 00:16:34.600]  沒事就在滑
[00:16:34.600 --> 00:16:37.000]  最受不了是你在等紅綠燈的時候
[00:16:37.000 --> 00:16:38.100]  那綠燈那個人還不走
[00:16:38.100 --> 00:16:40.900]  氣都氣了還在那邊滑滑滑滑滑
[00:16:40.900 --> 00:16:42.800]  滑個不停
[00:16:42.800 --> 00:16:44.400]  不但滑個不停
[00:16:44.400 --> 00:16:46.700]  哎呀居然毫不過濾
[00:16:46.700 --> 00:16:48.500]  響也不響
[00:16:48.500 --> 00:16:49.600]  就傳出去的
[00:16:49.600 --> 00:16:51.500]  世界到處亂傳的
[00:16:51.500 --> 00:16:54.000]  我們就看太可怕了這個世界
[00:16:54.000 --> 00:16:57.300]  我們今天許許多人打開心門
[00:16:57.300 --> 00:17:00.400]  容許這個世界用各樣的方式來引導
[00:17:00.400 --> 00:17:02.100]  各樣的知識來引導它
[00:17:02.100 --> 00:17:04.000]  從不過濾
[00:17:04.000 --> 00:17:08.300]  我們卻很少花時間來到神的話語面前
[00:17:08.300 --> 00:17:11.800]  晝夜思想神的話語啊
[00:17:11.800 --> 00:17:12.900]  你們
[00:17:12.900 --> 00:17:14.400]  怎麼晝夜思想神的話語
[00:17:14.400 --> 00:17:16.900]  我告訴你最簡單也是最基本
[00:17:16.900 --> 00:17:18.500]  我現在認為就是最重要
[00:17:18.500 --> 00:17:21.000]  背誦神的話吧
[00:17:21.000 --> 00:17:23.000]  把神的話背在你的心裡吧
[00:17:23.000 --> 00:17:25.200]  不然你怎麼晝夜思想法啊
[00:17:25.200 --> 00:17:26.200]  你們
[00:17:26.200 --> 00:17:29.300]  特別當你遇到一些危機的時候
[00:17:29.300 --> 00:17:31.100]  當你知道困境的時候
[00:17:31.100 --> 00:17:32.100]  你怎麼去面對
[00:17:32.100 --> 00:17:34.700]  怎麼去勝過你生活的考驗啊
[00:17:34.700 --> 00:17:36.900]  你看當主耶穌面對試探的時候
[00:17:36.900 --> 00:17:38.300]  魔鬼來試探他
[00:17:38.300 --> 00:17:39.300]  耶穌沒有說
[00:17:39.300 --> 00:17:41.400]  你等一下魔鬼我去翻翻聖經啊
[00:17:41.400 --> 00:17:42.700]  好啦翻翻聖經啊
[00:17:42.700 --> 00:17:44.200]  沒有啊
[00:17:44.200 --> 00:17:45.900]  耶穌立刻
[00:17:45.900 --> 00:17:48.400]  從祂裡面就有神的話出來
[00:17:48.400 --> 00:17:51.300]  你要把神的話背誦在你的心裡面啊
[00:17:51.300 --> 00:17:53.100]  你才可能晝夜思想
[00:17:53.100 --> 00:17:54.800]  這是很重要的事情啊
[00:17:54.800 --> 00:17:56.100]  特別在我們中間年輕人
[00:17:56.100 --> 00:17:57.600]  我鼓勵你真的要背聖經
[00:17:57.600 --> 00:17:59.300]  花時間背聖經啊
[00:17:59.300 --> 00:18:00.700]  否則你年紀大的時候
[00:18:00.700 --> 00:18:02.800]  真的是我們年紀大都有經驗嘛
[00:18:02.800 --> 00:18:04.100]  你年紀大你背聖經
[00:18:04.100 --> 00:18:06.500]  一背就忘一背就忘嘛
[00:18:06.500 --> 00:18:09.500]  年輕人你趁年輕好好背聖經啊
[00:18:09.500 --> 00:18:10.200]  你們
[00:18:10.200 --> 00:18:11.300]  我從小時候背聖經
[00:18:11.300 --> 00:18:13.800]  直到現在我都記得清清楚楚啊
[00:18:13.800 --> 00:18:14.900]  趁著年輕背
[00:18:14.900 --> 00:18:17.500]  我們年輕的大弟兄姐妹也不要氣餒
[00:18:17.500 --> 00:18:18.100]  我告訴你
[00:18:18.100 --> 00:18:20.600]  雖然是誰背誰忘
[00:18:20.600 --> 00:18:22.600]  也要誰忘誰背
[00:18:22.600 --> 00:18:29.500]  要把神的話藏在心裡太重要
[00:18:29.500 --> 00:18:31.200]  不然你怎麼抵擋魔鬼山
