
[00:00:00.000 --> 00:00:01.800]  好,各位親愛的兄弟姐妹,你們好!
[00:01:27.400 --> 00:01:30.400]  放棄了一些較為高薪的職位
[00:01:30.400 --> 00:01:31.500]  來到英國
[00:01:31.500 --> 00:01:32.700]  你是為了誰?
[00:01:32.700 --> 00:01:34.600]  大部份是為了兒女
[00:01:34.600 --> 00:01:36.000]  所以當兒女長大的時候
[00:01:36.000 --> 00:01:36.900]  你會跟他說
[00:01:36.900 --> 00:01:38.900]  我為了你付了很多代價
[00:01:38.900 --> 00:01:41.000]  所以你要好好地孝順我
[00:01:41.000 --> 00:01:44.000]  你出了糧也要抽一點茶錢給我
[00:01:44.000 --> 00:01:45.400]  不是家用
[00:01:45.400 --> 00:01:46.500]  是做不到家用的
[00:01:46.500 --> 00:01:48.400]  那些只是茶錢而已
[00:01:48.400 --> 00:01:50.400]  但是你不會叫一個陌生的人
[00:01:50.400 --> 00:01:51.800]  你要給錢我
[00:01:51.800 --> 00:01:53.500]  除非你是賊,對不對?
[00:01:53.500 --> 00:01:56.600]  因為你沒有為他付過任何代價
[00:01:56.600 --> 00:01:58.700]  所以主耶穌很清楚地說
[00:01:58.700 --> 00:02:00.300]  我們要去榮耀祂
[00:02:00.300 --> 00:02:02.600]  保羅也引用了這一句話
[00:02:02.600 --> 00:02:04.800]  就是你要在生子上面
[00:02:04.800 --> 00:02:06.700]  去榮耀神
[00:02:06.700 --> 00:02:09.000]  好了,接著在《光臨多前書》第十章
[00:02:09.000 --> 00:02:11.300]  就是求師我們所讀的經文
[00:02:11.300 --> 00:02:13.800]  就引申到一個生活的問題了
[00:02:13.800 --> 00:02:18.400]  就是應不應該吃拜過菩薩偶像的那些食物
[00:02:18.400 --> 00:02:20.500]  我就突然間很深的感受
[00:02:20.500 --> 00:02:22.200]  寫這段經文的時候
[00:02:22.200 --> 00:02:24.000]  不同的年代
[00:02:24.000 --> 00:02:26.300]  面對的誘惑和試探
[00:02:26.300 --> 00:02:27.900]  是不同的
[00:02:27.900 --> 00:02:29.300]  很簡單舉個例子
[00:02:29.300 --> 00:02:31.200]  二十年前
[00:02:31.200 --> 00:02:33.900]  電話不會成為你的誘惑,對不對?
[00:02:33.900 --> 00:02:35.800]  但是現在這個時代
[00:02:35.800 --> 00:02:38.200]  機不離手的年輕人,對不對?
[00:02:38.200 --> 00:02:41.400]  不斷地上網看電視
[00:02:41.400 --> 00:02:43.500]  那麼吃不吃拜過菩薩的食物
[00:02:43.500 --> 00:02:47.100]  現在這個年代是沒有什麼困難的
[00:02:47.100 --> 00:02:48.400]  但是你想一想
[00:02:48.400 --> 00:02:50.900]  我十三歲信主
[00:02:50.900 --> 00:02:52.900]  那時候應該是六十年代
[00:02:52.900 --> 00:02:55.000]  我未信耶穌之前
[00:02:55.000 --> 00:02:58.500]  我很喜歡在家裡拜菩薩的
[00:02:58.500 --> 00:03:00.800]  更加喜歡去廟裡拜
[00:03:00.800 --> 00:03:02.900]  第一就是我困在家裡不能出門
[00:03:02.900 --> 00:03:04.800]  我住摩洛街喪去慈摩洛
[00:03:04.800 --> 00:03:07.500]  如果去文武廟的時候,我就可以去玩
[00:03:07.500 --> 00:03:09.800]  還有就是那個年代
[00:03:09.800 --> 00:03:12.000]  是沒有什麼食物的,你知道嗎?
[00:03:12.000 --> 00:03:13.200]  你想一想,我那個年代
[00:03:13.200 --> 00:03:15.700]  一年只是一次去喝茶而已
[00:03:15.700 --> 00:03:17.700]  就是四月四日兒童節
[00:03:17.700 --> 00:03:18.600]  去月宮酒樓
[00:03:18.600 --> 00:03:20.800]  就是現在李寶春大廈那裡
[00:03:20.800 --> 00:03:22.700]  去喝茶,很重要的
[00:03:22.700 --> 00:03:23.500]  現在這個年代
[00:03:23.500 --> 00:03:26.100]  你想一想香港的小朋友和年輕人說
[00:03:26.100 --> 00:03:28.800]  星期天,爸爸媽媽和你一起去喝茶
[00:03:28.800 --> 00:03:30.500]  他們會怎樣反應?
[00:03:30.500 --> 00:03:32.600]  你不要騷擾我了,你去吧
[00:03:32.600 --> 00:03:34.300]  你平平安安的去吧
[00:03:34.300 --> 00:03:36.100]  你讓我睡晚一點吧,對不對?
[00:03:36.100 --> 00:03:37.800]  他們不會覺得喝茶是很重要的
[00:03:37.800 --> 00:03:40.800]  因為它是很豐富的物質
[00:03:40.800 --> 00:03:43.200]  所以現在這個年代是沒有誘惑的
[00:03:43.200 --> 00:03:45.000]  因為他們有很多食物
[00:03:45.000 --> 00:03:46.800]  我不一定要吃拜過神的雞
[00:03:46.800 --> 00:03:48.500]  我可以吃家鄉雞,對不對?
[00:03:48.500 --> 00:03:49.600]  很好的
[00:03:49.600 --> 00:03:51.500]  這段時間還在做特價
[00:03:51.500 --> 00:03:53.600]  這個時候你留意到
[00:03:53.600 --> 00:03:56.100]  只要說現在這個年代
[00:03:56.100 --> 00:03:58.400]  這個試探是少的
[00:03:58.400 --> 00:04:00.500]  但是對我來說
[00:04:00.500 --> 00:04:02.200]  是一個很大的挑戰
[00:04:02.200 --> 00:04:03.900]  因為我那個年代裡面
[00:04:03.900 --> 00:04:05.700]  沒有什麼好的食物
[00:04:05.700 --> 00:04:07.300]  一到拜神的時候
[00:04:07.300 --> 00:04:08.600]  有雞
[00:04:08.600 --> 00:04:10.100]  有燒肉
[00:04:10.100 --> 00:04:12.000]  還有一條豬舌頭
[00:04:12.000 --> 00:04:13.400]  切開一點的
[00:04:13.400 --> 00:04:15.100]  哇,還有紅包
[00:04:15.100 --> 00:04:16.800]  就是裡面有一些蓮蓉
[00:04:16.800 --> 00:04:19.400]  我是一個較為喜歡吃東西的人
[00:04:19.400 --> 00:04:21.600]  是一個很大的誘惑
[00:04:21.600 --> 00:04:24.400]  未信主的時候沒有問題
[00:04:24.400 --> 00:04:25.900]  但是信了主
[00:04:25.900 --> 00:04:28.000]  我吃不吃這些東西呢?
[00:04:28.000 --> 00:04:30.600]  一會兒在結束的時候
[00:04:30.600 --> 00:04:31.500]  我就會分享一下
[00:04:31.500 --> 00:04:33.500]  我如何面對這個經歷
[00:04:33.500 --> 00:04:34.200]  好了
[00:04:34.200 --> 00:04:36.900]  保羅就提醒我們一件事
[00:04:36.900 --> 00:04:39.300]  他講出第一件事就是
[00:04:39.300 --> 00:04:42.600]  有些事可以做
[00:04:42.600 --> 00:04:46.200]  但是不一定有好處
[00:04:46.200 --> 00:04:47.300]  保羅在上文裡面
[00:04:47.300 --> 00:04:49.700]  都是去討論到一些問題
[00:04:49.700 --> 00:04:52.000]  然後就作出一個小結
[00:04:52.000 --> 00:04:53.900]  這個小結就是我們剛才所讀的
[00:04:53.900 --> 00:04:54.900]  我們再讀一次
[00:04:54.900 --> 00:04:58.700]  《哥林頓前書》第十章的第二十三節
[00:04:58.700 --> 00:05:00.400]  第二十章的第二十三節
[00:05:00.400 --> 00:05:02.400]  原來我還沒按
[00:05:02.400 --> 00:05:03.100]  OK
[00:05:03.100 --> 00:05:05.700]  我們一起讀第二十章的第二十三節
[00:05:05.700 --> 00:05:07.400]  「下次都過得很好」
[00:05:07.400 --> 00:05:09.400]  「但我不會有事」
[00:05:09.400 --> 00:05:11.000]  「下次都過得很好」
[00:05:11.000 --> 00:05:12.700]  「但我不會做錯事」
[00:05:12.700 --> 00:05:15.300]  這個就是我們剛才所讀的經文一開始
[00:05:15.300 --> 00:05:17.200]  他說什麼都可以做的
[00:05:17.200 --> 00:05:20.700]  但是不一定有好處
[00:05:20.700 --> 00:05:22.100]  我們聖經很清楚講
[00:05:22.100 --> 00:05:22.600]  主耶穌說
[00:05:22.600 --> 00:05:25.400]  真理去世你得到自由
[00:05:25.400 --> 00:05:27.200]  我們在真理底下
[00:05:27.200 --> 00:05:29.600]  我們是做什麼都可以的
[00:05:29.600 --> 00:05:30.600]  但是保羅提醒我們
[00:05:30.600 --> 00:05:31.100]  是
[00:05:31.100 --> 00:05:32.900]  做什麼都可以
[00:05:32.900 --> 00:05:35.100]  但是是不是一定有好處呢
[00:05:35.100 --> 00:05:36.600]  特別是會不會帶來
[00:05:36.600 --> 00:05:40.700]  給一些未信的人有影響呢
[00:05:40.700 --> 00:05:42.600]  我們就要想這件事了
[00:05:42.600 --> 00:05:44.400]  接著他就會講
[00:05:44.400 --> 00:05:46.600]  我們應該吃拜偶像的食物
[00:05:46.600 --> 00:05:48.200]  最後的結論是什麼呢
[00:05:48.200 --> 00:05:51.100]  就是第十章的第三十三節
[00:05:51.100 --> 00:05:54.200]  我再讀第十章的第三十三節
[00:05:54.200 --> 00:05:57.800]  「凡事都有益處」
[00:05:57.800 --> 00:05:59.800]  「不教自己的益處」
[00:05:59.800 --> 00:06:01.800]  「只教總統的益處」
[00:06:01.800 --> 00:06:03.700]  「叫他三五日加咒」
[00:06:03.700 --> 00:06:05.700]  保羅在開始的時候就講到
[00:06:05.700 --> 00:06:07.000]  凡事都可行
[00:06:07.000 --> 00:06:08.700]  但不都有益處
[00:06:08.700 --> 00:06:09.800]  凡事都可行
[00:06:09.800 --> 00:06:12.000]  但是未必一定能夠造就人
[00:06:12.000 --> 00:06:15.200]  接著講完拜偶像的食物應該吃之後
[00:06:15.200 --> 00:06:16.700]  他又做了一個結論
[00:06:16.700 --> 00:06:18.700]  就是說我做一些事情
[00:06:18.700 --> 00:06:20.600]  不是為自己的喜歡
[00:06:20.600 --> 00:06:22.000]  我要想想別人
[00:06:22.000 --> 00:06:24.300]  會不會影響到他們的得救
[00:06:24.300 --> 00:06:27.400]  那究竟吃不吃拜偶像的食物呢
[00:06:27.400 --> 00:06:28.700]  保羅很清楚講
[00:06:28.700 --> 00:06:31.800]  絕對不可以去吃
[00:06:31.800 --> 00:06:35.500]  廟宇裡面那些拜偶像的食物
[00:06:35.500 --> 00:06:37.400]  那為什麼呢
[00:06:37.400 --> 00:06:40.500]  原來上文裡面就提到
[00:06:40.500 --> 00:06:42.000]  領聖餐
[00:06:42.000 --> 00:06:43.500]  基督徒都會知道
[00:06:43.500 --> 00:06:45.800]  有一個餅有一個杯
[00:06:45.800 --> 00:06:47.600]  這個餅代表耶穌的身體
[00:06:47.600 --> 00:06:49.500]  那個杯代表耶穌的權
[00:06:49.500 --> 00:06:51.900]  當我們領受這個餅和杯的時候
[00:06:51.900 --> 00:06:55.800]  是代表了我們與基督聯合在一起
[00:06:55.800 --> 00:06:57.300]  正如你吃東西
[00:06:57.300 --> 00:06:59.400]  吃了東西就進了你的肚子裡
[00:06:59.400 --> 00:07:02.300]  就跟你的生命結連
[00:07:02.300 --> 00:07:04.600]  如果你去那些廟宇裡面
[00:07:04.600 --> 00:07:06.600]  去吃那些拜過偶像
[00:07:06.600 --> 00:07:09.800]  拜過菩薩那些食物的時候
[00:07:09.800 --> 00:07:11.400]  因為未信的人就會想
[00:07:11.400 --> 00:07:12.800]  這些食物
[00:07:12.800 --> 00:07:15.300]  其實他們所拜的神靈
[00:07:15.300 --> 00:07:17.800]  已經降臨在這些食物裡面
[00:07:17.800 --> 00:07:20.000]  附了在這些食物裡面
[00:07:20.000 --> 00:07:21.300]  那你吃了的時候
[00:07:21.300 --> 00:07:23.400]  就表示跟這個假神
[00:07:23.400 --> 00:07:24.800]  這些偶像
[00:07:24.800 --> 00:07:27.700]  你都是去結連在一起的了
[00:07:27.700 --> 00:07:29.300]  那所以
[00:07:29.300 --> 00:07:30.600]  第一個原因
[00:07:30.600 --> 00:07:32.600]  就是因為這些食物
[00:07:32.600 --> 00:07:34.300]  他們認為
[00:07:34.300 --> 00:07:36.800]  是已經跟那些假神結連
[00:07:36.800 --> 00:07:39.800]  你吃的時候是接受了它
[00:07:39.800 --> 00:07:41.800]  但是還有一個原因
[00:07:41.800 --> 00:07:43.000]  哥倫多
[00:07:43.000 --> 00:07:46.800]  如果熟悉就知道是一個很淫亂的城市
[00:07:46.800 --> 00:07:51.200]  他們來到拜這些偶像之後
[00:07:51.200 --> 00:07:52.200]  這些廟宇
[00:07:52.200 --> 00:07:53.900]  這些宴會之後
[00:07:53.900 --> 00:07:57.000]  就會跟那些所謂的女祭司
[00:07:57.000 --> 00:08:00.100]  女祭司其實就是妓女
[00:08:00.100 --> 00:08:02.400]  就會發生關係
[00:08:02.400 --> 00:08:04.800]  是很淫亂的行為
[00:08:04.800 --> 00:08:07.200]  而當時那些女祭司
[00:08:07.200 --> 00:08:08.800]  他們穿的鞋
[00:08:08.800 --> 00:08:11.000]  是有些數目在那裡的
[00:08:11.000 --> 00:08:13.300]  你穿的鞋有沒有數目在那裡的
[00:08:13.300 --> 00:08:14.000]  有的
[00:08:14.000 --> 00:08:15.600]  你也好鞋嘛
[00:08:15.600 --> 00:08:17.000]  但是不是這些的
[00:08:17.000 --> 00:08:19.500]  意思那些的數目就是怎樣呢
[00:08:19.500 --> 00:08:21.100]  就是你可以來就叫她
[00:08:21.100 --> 00:08:22.100]  接著就是
[00:08:22.100 --> 00:08:23.800]  跟這些女祭司
[00:08:23.800 --> 00:08:25.500]  其實就是妙妓
[00:08:25.500 --> 00:08:27.300]  發生關係
[00:08:27.300 --> 00:08:29.000]  作為一個基督徒
[00:08:29.000 --> 00:08:31.100]  我們要過聖潔的生活
[00:08:31.100 --> 00:08:36.000]  怎麼可以去參與這些活動呢
[00:08:36.000 --> 00:08:37.600]  但是有一個問題
[00:08:37.600 --> 00:08:40.100]  在當時那個社會裡面
[00:08:40.100 --> 00:08:41.100]  他們很多時候
[00:08:41.100 --> 00:08:42.900]  他們的一些活動
[00:08:42.900 --> 00:08:45.100]  是在宗教場所的
[00:08:45.100 --> 00:08:46.400]  如果你讀過福音書的時候
[00:08:46.400 --> 00:08:47.200]  就知道
[00:08:47.200 --> 00:08:48.900]  原來有些官員
[00:08:48.900 --> 00:08:50.900]  他是信了耶穌
[00:08:50.900 --> 00:08:53.400]  第一是懼怕法利倡和民事
[00:08:53.400 --> 00:08:56.400]  怕他們將他們趕出會堂
[00:08:56.400 --> 00:08:57.900]  所以做官的那些
[00:08:57.900 --> 00:09:00.200]  都不敢表明自己的身份
[00:09:00.200 --> 00:09:02.500]  要隱藏自己的信心
[00:09:02.500 --> 00:09:05.100]  因為那個就是他們的生活圈子
[00:09:05.100 --> 00:09:06.100]  原來當時
[00:09:06.100 --> 00:09:08.200]  很多時候那些生意
[00:09:08.200 --> 00:09:09.500]  社交活動
[00:09:09.500 --> 00:09:12.600]  往往就是在這些妙語的言藉裡面
[00:09:12.600 --> 00:09:14.100]  來舉行了
[00:09:14.100 --> 00:09:16.500]  如果你不參與的話
[00:09:16.500 --> 00:09:19.500]  可能你就經濟上會受到損失
[00:09:19.500 --> 00:09:22.000]  又或者少了一些朋友
[00:09:22.000 --> 00:09:22.900]  很簡單舉個例子
[00:09:22.900 --> 00:09:24.400]  我聽一些人說
[00:09:24.400 --> 00:09:25.100]  很久之前
[00:09:25.100 --> 00:09:27.900]  如果他回國內裡面談生意
[00:09:27.900 --> 00:09:29.600]  其實簽約
[00:09:29.600 --> 00:09:31.100]  雖然第二天在辦公室簽約
[00:09:31.100 --> 00:09:33.300]  但最重要不是談什麼
[00:09:33.300 --> 00:09:36.300]  晚上去卡拉OK
[00:09:36.300 --> 00:09:38.400]  去夜總會
[00:09:38.400 --> 00:09:40.600]  然後來到去飲飲食食
[00:09:40.600 --> 00:09:42.900]  然後又有一些放縱的生活
[00:09:42.900 --> 00:09:44.000]  談妥了
[00:09:44.000 --> 00:09:47.300]  第二天才簽約
[00:09:47.300 --> 00:09:49.700]  所以如果他參與了
[00:09:49.700 --> 00:09:52.000]  在這些活動裡面
[00:09:52.000 --> 00:09:55.000]  是在影響他自己的生命
[00:09:55.000 --> 00:09:57.500]  影響了他跟神的關係
[00:09:57.500 --> 00:10:01.000]  所以保羅是很絕對的說道
[00:10:01.000 --> 00:10:03.600]  你們絕對不可以
[00:10:03.600 --> 00:10:05.200]  去妙語裡面
[00:10:05.200 --> 00:10:06.600]  來參與這些活動
[00:10:06.600 --> 00:10:08.400]  和吃這些食物
[00:10:08.400 --> 00:10:10.600]  我們一起來看第十章
[00:10:10.600 --> 00:10:12.200]  二十一、二十二兩節
[00:10:12.200 --> 00:10:13.700]  我們一起來讀出
[00:10:13.700 --> 00:10:31.300]  所以保羅很清楚地說
[00:10:31.300 --> 00:10:33.900]  上文就是在說領受聖餐
[00:10:33.900 --> 00:10:35.400]  你跟神結合
[00:10:35.400 --> 00:10:37.000]  所以絕對不可以去妙語裡面
[00:10:37.000 --> 00:10:38.300]  來參與這些
[00:10:38.300 --> 00:10:40.000]  就是跟假神結合
[00:10:40.000 --> 00:10:42.200]  這個是很絕對的
[00:10:42.200 --> 00:10:44.100]  但另一個問題是怎樣呢
[00:10:44.100 --> 00:10:47.400]  如果有一些人請你去家裡吃飯
[00:10:47.400 --> 00:10:49.400]  而那些食物
[00:10:49.400 --> 00:10:52.300]  曾經拜過祖先
[00:10:52.300 --> 00:10:54.300]  拜過那些偶像
[00:10:54.300 --> 00:10:56.700]  那你吃不吃呢
[00:10:56.700 --> 00:10:58.400]  這個是一個問題
[00:10:58.400 --> 00:11:00.100]  如果我們留意到的時候
[00:11:00.100 --> 00:11:01.400]  這個就是一個處境
[00:11:01.400 --> 00:11:02.800]  我們來看到
[00:11:02.800 --> 00:11:04.500]  因為可能那些食物
[00:11:04.500 --> 00:11:07.000]  就是那個請你吃東西的主人
[00:11:07.000 --> 00:11:10.000]  剛剛祭過那些假神
[00:11:10.000 --> 00:11:13.100]  但是保羅就說到
[00:11:13.100 --> 00:11:14.700]  你去吃東西的時候
[00:11:14.700 --> 00:11:16.500]  不要問這麼多問題
[00:11:16.500 --> 00:11:19.200]  不要問這些是從哪裡來的
[00:11:19.200 --> 00:11:20.800]  是街市買的
[00:11:20.800 --> 00:11:22.500]  還是有沒有拜過你的祖先
[00:11:22.500 --> 00:11:23.800]  或者拜過菩薩
[00:11:23.800 --> 00:11:25.800]  總之人家擺上你就吃吧
[00:11:25.800 --> 00:11:27.200]  我們一起來讀
[00:11:27.200 --> 00:11:28.900]  哥倫多前書第十章
[00:11:28.900 --> 00:11:30.500]  二十五到二十六節
[00:11:30.500 --> 00:11:32.200]  我們一起來讀出
[00:11:34.500 --> 00:11:35.700]  你會不會見到命
[00:11:35.700 --> 00:11:37.500]  會不會有人生的奇遇
[00:11:37.500 --> 00:11:39.000]  你會不會問神話
[00:11:39.000 --> 00:11:41.700]  因為你對我其中所尊敬
[00:11:41.700 --> 00:11:43.000]  都屬於主
[00:11:43.000 --> 00:11:44.000]  聽見嗎
[00:11:44.000 --> 00:11:45.300]  所以人家請你吃東西
[00:11:45.300 --> 00:11:46.500]  你不要問這麼多
[00:11:46.500 --> 00:11:47.900]  有你就吃
[00:11:47.900 --> 00:11:49.100]  無謂問
[00:11:49.100 --> 00:11:51.100]  所謂不知者不罪
[00:11:51.100 --> 00:11:53.400]  就算他拜過那些菩薩
[00:11:53.400 --> 00:11:54.300]  因為你沒有問
[00:11:54.300 --> 00:11:55.100]  你不知道
[00:11:55.100 --> 00:11:56.800]  就照樣吃
[00:11:56.800 --> 00:11:58.400]  是沒有問題的
[00:11:58.400 --> 00:11:59.200]  那時候
[00:11:59.200 --> 00:12:02.300]  但是如果那個主人
[00:12:02.300 --> 00:12:03.800]  你沒有問
[00:12:03.800 --> 00:12:05.200]  但是他會跟你說
[00:12:05.200 --> 00:12:06.800]  你知不知道這些東西
[00:12:06.800 --> 00:12:08.400]  我拜過我爺爺的
[00:12:08.400 --> 00:12:09.800]  很棒的
[00:12:09.800 --> 00:12:11.800]  我爺爺已經在上面了
[00:12:11.800 --> 00:12:13.100]  你吃一下這樣
[00:12:13.100 --> 00:12:14.800]  那你吃不吃好呢
[00:12:14.800 --> 00:12:16.400]  我們再看第十章
[00:12:16.400 --> 00:12:18.100]  第二十八節
[00:12:18.100 --> 00:12:20.100]  一天有兩天的冥書
[00:12:20.100 --> 00:12:22.100]  寫自我聖盲
[00:12:22.100 --> 00:12:24.800]  就要回答我送給你的人
[00:12:24.800 --> 00:12:27.700]  讓我人生的緣故發明
[00:12:27.700 --> 00:12:29.300]  那如果
[00:12:29.300 --> 00:12:30.800]  他跟你說了
[00:12:30.800 --> 00:12:32.500]  這個是拜過菩薩的
[00:12:32.500 --> 00:12:33.900]  咦
[00:12:33.900 --> 00:12:36.300]  那你就不要吃
[00:12:36.300 --> 00:12:38.000]  甚至走
[00:12:38.000 --> 00:12:41.100]  保羅講出一個很重要的原則
[00:12:41.100 --> 00:12:43.100]  他說其實那些食物
[00:12:43.100 --> 00:12:44.500]  拜不拜過菩薩
[00:12:44.500 --> 00:12:46.800]  其實是沒有所謂的
[00:12:46.800 --> 00:12:49.700]  因為如果我們用理性一點去想
[00:12:49.700 --> 00:12:50.900]  那些食物
[00:12:50.900 --> 00:12:51.800]  它所謂拜菩薩
[00:12:51.800 --> 00:12:53.500]  那些菩薩是假的
[00:12:53.500 --> 00:12:54.900]  是沒有問題的
[00:12:54.900 --> 00:12:56.500]  最多就是烹了一些
[00:12:56.500 --> 00:12:57.600]  塵埃
[00:12:57.600 --> 00:12:59.700]  或者一些煙灰在那裡
[00:12:59.700 --> 00:13:01.600]  而他更加指出
[00:13:01.600 --> 00:13:04.000]  其實真真正正我們要感謝的
[00:13:04.000 --> 00:13:05.600]  是我們的造物主
[00:13:05.600 --> 00:13:06.800]  我們的神
[00:13:06.800 --> 00:13:09.300]  因為萬物是從祂而來的
[00:13:09.300 --> 00:13:13.900]  祂才是我們終極的賦予者
[00:13:13.900 --> 00:13:15.800]  所以為什麼我們基督徒
[00:13:15.800 --> 00:13:18.700]  吃東西的時候要懷著感恩的心去祈禱
[00:13:18.700 --> 00:13:19.300]  就不是說
[00:13:19.300 --> 00:13:21.100]  哎呀,我怕今天不祈禱會肚子餓
[00:13:21.100 --> 00:13:22.300]  不是這件事
[00:13:22.300 --> 00:13:23.900]  而是因為一切的事
[00:13:23.900 --> 00:13:24.900]  都是從神而來
[00:13:24.900 --> 00:13:26.600]  我們要去感謝神
[00:13:26.600 --> 00:13:27.600]  那好了
[00:13:27.600 --> 00:13:29.700]  所以如果祂沒有說的時候
[00:13:29.700 --> 00:13:31.000]  人家請你吃東西
[00:13:31.000 --> 00:13:32.900]  你就歡歡喜喜的
[00:13:32.900 --> 00:13:35.200]  你去跟祂享受那晚的吃飯
[00:13:35.200 --> 00:13:37.000]  那種賢靜
[00:13:37.000 --> 00:13:38.800]  但是如果唯有的人
[00:13:38.800 --> 00:13:40.800]  來到講了的時候
[00:13:40.800 --> 00:13:42.700]  那你就要怎樣呢
[00:13:42.700 --> 00:13:43.900]  你就要
[00:13:43.900 --> 00:13:45.200]  避忌了
[00:13:45.200 --> 00:13:47.500]  原來當時那些不信主的人
[00:13:47.500 --> 00:13:49.300]  家裡有三個地方
[00:13:49.300 --> 00:13:51.700]  你都是去拜他們的神人
[00:13:51.700 --> 00:13:53.400]  多數在門框
[00:13:53.400 --> 00:13:54.500]  廚房
[00:13:54.500 --> 00:13:57.800]  以及在吃飯的壁爐上有三個位置
[00:13:57.800 --> 00:13:58.500]  我已經講過
[00:13:58.500 --> 00:14:00.500]  我可以信耶穌是一個神蹟
[00:14:00.500 --> 00:14:02.800]  我家是非常傳統和迷信的
[00:14:02.800 --> 00:14:04.000]  我跟大家分享過
[00:14:04.000 --> 00:14:04.900]  我小時候讀書的時候
[00:14:04.900 --> 00:14:06.900]  要選時辰拜孔子的
[00:14:06.900 --> 00:14:08.500]  就是要掛藍燈籠出來的
[00:14:08.500 --> 00:14:09.500]  很可怕的
[00:14:09.500 --> 00:14:10.700]  還要吃糯米飯的
[00:14:10.700 --> 00:14:11.700]  吃了一半之後
[00:14:11.700 --> 00:14:13.000]  不准吃完的
[00:14:13.000 --> 00:14:14.400]  要搓搓搓搓完之後
[00:14:14.400 --> 00:14:16.200]  黏黏的握在我的屁股上
[00:14:16.200 --> 00:14:17.400]  要坐在椅子上
[00:14:17.400 --> 00:14:18.700]  然後黏著椅子
[00:14:18.700 --> 00:14:19.900]  不要到處走
[00:14:19.900 --> 00:14:20.800]  我剛才講過
[00:14:20.800 --> 00:14:22.000]  住沒多久的
[00:14:22.000 --> 00:14:24.100]  要帶我去文武廟摸文帝那支筆
[00:14:24.100 --> 00:14:25.600]  希望我寫字寫得好一點
[00:14:25.600 --> 00:14:26.500]  但是我用我的生命
[00:14:26.500 --> 00:14:28.300]  全部否定了這些信仰
[00:14:28.300 --> 00:14:29.700]  我是永遠都錯不定的
[00:14:29.700 --> 00:14:31.900]  還有我寫字是王熙之書法的
[00:14:31.900 --> 00:14:32.900]  就是草書
[00:14:32.900 --> 00:14:34.500]  是看不懂的
[00:14:34.500 --> 00:14:37.200]  好了,我家裡有很多神人
[00:14:37.200 --> 00:14:39.200]  我們住的是舊的木樓
[00:14:39.200 --> 00:14:40.400]  不是木屋
[00:14:40.400 --> 00:14:42.100]  就是有四層那些
[00:14:42.100 --> 00:14:43.400]  有騎樓的
[00:14:43.400 --> 00:14:45.100]  騎樓是拜什麼呢?
[00:14:45.100 --> 00:14:46.700]  叫做當天
[00:14:46.700 --> 00:14:47.700]  是的
[00:14:47.700 --> 00:14:49.600]  好了,門口有什麼呢?
[00:14:49.600 --> 00:14:51.800]  有土地
[00:14:51.800 --> 00:14:52.900]  還有
[00:14:52.900 --> 00:14:54.500]  這樣呢,廚房
[00:14:54.500 --> 00:14:56.600]  還有什麼要拜,你們知不知道?
[00:14:56.600 --> 00:14:58.600]  廚房是要拜造君的
[00:14:58.600 --> 00:15:00.400]  好了,還有什麼呢?
