
[00:00:00.000 --> 00:00:07.120]  在1992年,當時諾貝爾經濟學獎的得主
[00:01:48.200 --> 00:01:50.680]  他們可能得到了上主的祝福
[00:01:50.680 --> 00:01:55.160]  他們得到了其他人對他們的稱讚、尊重
[00:01:55.160 --> 00:01:56.400]  好像德蘭修女那樣
[00:01:56.400 --> 00:02:00.720]  成為了舉世知名的很偉大的人物
[00:02:00.720 --> 00:02:05.040]  他們所得到的不是物質,不是金錢
[00:02:05.040 --> 00:02:09.040]  所以他認為基督徒其實我們都沒有擺脫到
[00:02:09.040 --> 00:02:13.200]  這個得和失的定律
[00:02:13.200 --> 00:02:17.960]  貝克他這種說法令我想起徐小鳳
[00:02:17.960 --> 00:02:20.240]  很多年之前他有一首的名曲
[00:02:20.240 --> 00:02:26.200]  是1978年當時的電視長劇《大亨》的主題曲
[00:02:26.200 --> 00:02:28.480]  40年前了,1978年
[00:02:28.480 --> 00:02:31.120]  一套很受歡迎的電視劇
[00:02:31.120 --> 00:02:35.480]  那時我讀初中,我還記得是在追看
[00:02:35.480 --> 00:02:38.600]  《大亨》主角是鄭少秋
[00:02:38.600 --> 00:02:42.440]  為了爭取成功,不擇手段
[00:02:42.440 --> 00:02:47.920]  最終他能夠成為了社會上的名流大亨
[00:02:47.920 --> 00:02:50.760]  徐小鳳唱的主題曲很有意思
[00:02:50.760 --> 00:02:52.760]  我將他的歌詞讀出來
[00:02:52.760 --> 00:02:56.680]  他說他也在找,我也在找
[00:02:56.680 --> 00:02:59.160]  找到名利幾多
[00:02:59.160 --> 00:03:03.200]  他拼命追,我拼命追
[00:03:03.200 --> 00:03:05.760]  追到又如何
[00:03:05.760 --> 00:03:08.880]  追到什麼,找到什麼
[00:03:08.880 --> 00:03:11.720]  收到又幾多
[00:03:11.720 --> 00:03:15.280]  得了什麼,失了什麼
[00:03:15.280 --> 00:03:18.120]  可有認真算過
[00:03:18.120 --> 00:03:20.960]  何必呢,何必呢
[00:03:20.960 --> 00:03:26.280]  可知一切他朝都會身外過
[00:03:26.280 --> 00:03:29.840]  得的多,還失的多
[00:03:29.840 --> 00:03:34.280]  勝得高的,終於都會低度
[00:03:34.280 --> 00:03:37.240]  何必呢,何必呢
[00:03:37.240 --> 00:03:41.840]  拋開一切束縛身心僵鎖
[00:03:41.840 --> 00:03:45.640]  且向心內此世追尋
[00:03:45.640 --> 00:03:48.200]  找那安然的我
[00:03:48.200 --> 00:03:51.200]  如果大家聽我讀的時候都想唱的話
[00:03:51.200 --> 00:03:53.560]  證明你也有
[00:03:53.560 --> 00:03:56.760]  在四十年前你也看過那部電視劇
[00:03:56.760 --> 00:03:59.680]  歌詞其實很有意思
[00:03:59.680 --> 00:04:04.000]  人生在世,我們追求什麼呢
[00:04:04.000 --> 00:04:06.560]  我們在尋找什麼呢
[00:04:06.560 --> 00:04:10.080]  是否為了求名和利
[00:04:10.080 --> 00:04:14.400]  我們為此要付上什麼代價呢
[00:04:14.400 --> 00:04:18.400]  如果我們真的能得到名和利
[00:04:18.400 --> 00:04:22.280]  我們又會失去什麼呢
[00:04:22.280 --> 00:04:26.280]  我們是否值得為了得到這些名和利
[00:04:26.280 --> 00:04:28.920]  而付上這麼多呢
[00:04:28.920 --> 00:04:33.000]  今主日是大齋期的第二主日
[00:04:33.000 --> 00:04:37.600]  福音書經課是剛才所讀的《馬學福音》第八章
[00:04:37.600 --> 00:04:43.680]  其實我們看到裡面也是在說一個關於德和失的故事
[00:04:43.680 --> 00:04:48.200]  當時耶穌剛剛醫治了白菜大的盲人
[00:04:48.200 --> 00:04:53.320]  然後就向該撒尼亞菲律比的路上問他的門徒
[00:04:53.320 --> 00:04:58.080]  跟門徒問,人們說我是誰呢
[00:04:58.080 --> 00:05:01.760]  門徒聽了很多不同對耶穌的一些說法
[00:05:01.760 --> 00:05:06.920]  例如施洗約翰,例如以利亞,例如先知的一位
[00:05:06.920 --> 00:05:08.680]  然後就回答出來
[00:05:08.680 --> 00:05:13.160]  接著耶穌再追問,那你們說我是誰呢
[00:05:13.160 --> 00:05:15.320]  你講了別人怎麼說我
[00:05:15.320 --> 00:05:19.320]  你作為我的門徒,你們說我是誰
[00:05:19.320 --> 00:05:23.160]  當時彼得的回答說,你是基督
[00:05:23.160 --> 00:05:27.440]  沒錯,彼得似乎講了一個標準的答案出來
[00:05:27.440 --> 00:05:33.600]  但我們也知道,其實彼得不知道基督是什麼意思
[00:05:33.600 --> 00:05:36.360]  《馬學福音》第八章一開始就說
[00:05:36.360 --> 00:05:39.760]  從此祂教導他們
[00:05:39.760 --> 00:05:42.520]  從此的原文是開始的意思
[00:05:42.520 --> 00:05:48.200]  即是說,於是乎耶穌就正式開始向門徒講述
[00:05:48.200 --> 00:05:51.960]  其實基督的身份是什麼意思
[00:05:51.960 --> 00:05:58.040]  耶穌說,人子必須受許多的苦被長老、祭司長和文士氣絕
[00:05:58.040 --> 00:06:01.720]  並且被殺,三天後復活
[00:06:01.720 --> 00:06:05.360]  這位是一位受苦的尼賽亞
[00:06:05.360 --> 00:06:06.880]  耶穌說「必須」
[00:06:06.880 --> 00:06:13.080]  「必須」是指人子為了實現他道成肉身降世為人的目的
[00:06:13.080 --> 00:06:21.080]  他必須經歷受苦、被氣絕、被殺
[00:06:21.080 --> 00:06:25.080]  雖然耶穌提及三天後會復活
[00:06:25.080 --> 00:06:28.240]  但我相信門徒聽到前面的時候
[00:06:28.240 --> 00:06:30.680]  又受苦、又氣絕、又被殺
[00:06:30.680 --> 00:06:32.680]  他們已經聽不下去
[00:06:32.680 --> 00:06:38.000]  或者他們根本不明白耶穌說的「三天後復活」是什麼意思
[00:06:38.000 --> 00:06:42.600]  聖經描述說,耶穌明白的說了者說
[00:06:42.600 --> 00:06:47.520]  明白有益本,將它翻譯成為「講得清清楚楚」
[00:06:47.520 --> 00:06:54.520]  很清楚地告訴門徒,人子必須要受苦
[00:06:54.520 --> 00:06:56.000]  讀到這裡的時候
[00:06:56.000 --> 00:07:01.400]  我馬上想起孝穆室的處理孝穆Walter林豪恩
[00:07:01.400 --> 00:07:06.400]  他被崇基學院的院長方永平教授召見的時候
[00:07:06.400 --> 00:07:09.200]  我相信亦是明白地說
[00:07:09.200 --> 00:07:11.560]  「講得清清楚楚」
[00:07:11.560 --> 00:07:14.520]  「現在你必須處任孝穆」
[00:07:14.520 --> 00:07:17.520]  「對你來說你會受許多苦」
[00:07:17.520 --> 00:07:22.800]  「在我們找到新的孝穆之後,你可以復活」
[00:07:22.800 --> 00:07:28.000]  當時我相信Walter對於找到孝穆之後可以復活
[00:07:28.000 --> 00:07:29.800]  沒有太大的感覺
[00:07:29.800 --> 00:07:35.080]  因為他聽到「必須受苦」就已經停下來
[00:07:35.080 --> 00:07:38.800]  我不知道Walter的太太知道他答應方院長之後
[00:07:38.800 --> 00:07:43.920]  他會不會好像彼得對耶穌一樣,拉著耶穌
[00:07:43.920 --> 00:07:48.520]  華本的新的譯本修訂版
[00:07:48.520 --> 00:07:51.720]  不是勸耶穌,是責備耶穌
[00:07:51.720 --> 00:07:58.040]  他的太太會不會馬上拉著Walter責備他
[00:07:58.040 --> 00:08:02.200]  《馬太福音》十六章說:彼得說:主呀!千萬不可如此
[00:08:02.200 --> 00:08:06.640]  這事絕不可臨到你身上
[00:08:06.640 --> 00:08:09.480]  彼得的反應很直接
[00:08:09.480 --> 00:08:13.360]  責備,很肉緊
[00:08:13.360 --> 00:08:16.040]  或者我們用粵語,很強的語氣
[00:08:16.040 --> 00:08:18.520]  其實是說:你這樣怎麼行?
[00:08:18.520 --> 00:08:20.480]  耶穌,不行的
[00:08:20.480 --> 00:08:24.440]  你為什麼?你千萬不可以這樣做
[00:08:24.440 --> 00:08:28.000]  彼得這麼肉緊去責備他的老師
[00:08:28.000 --> 00:08:32.080]  是不是愛護他的老師,不想耶穌受苦呢?
[00:08:32.080 --> 00:08:33.520]  或者是
[00:08:33.520 --> 00:08:38.400]  但我相信彼得更大的考慮是他自己
[00:08:38.400 --> 00:08:40.640]  他自己的前途
[00:08:40.640 --> 00:08:46.160]  彼得捨下一切去跟從耶穌
[00:08:46.160 --> 00:08:50.160]  他做這個放下一切去跟從耶穌的決定的時候
[00:08:50.160 --> 00:08:56.160]  他有沒有想過耶穌會被殺害,會被棄絕?
[00:08:56.160 --> 00:09:00.560]  他有沒有想過跟從一個受苦的老師呢?
[00:09:00.560 --> 00:09:03.880]  所以彼得其實當時的肉緊是在問
[00:09:03.880 --> 00:09:06.160]  我們怎麼辦,老師?
[00:09:06.160 --> 00:09:07.800]  我們是不是跟錯了人?
[00:09:07.800 --> 00:09:10.120]  是不是跟錯了大哥?
[00:09:10.120 --> 00:09:12.800]  那怎麼行?
[00:09:12.800 --> 00:09:15.360]  你叫我們怎麼辦?
[00:09:15.360 --> 00:09:18.480]  到《馬太福音》第九章的時候
[00:09:18.480 --> 00:09:22.080]  其實在兩個禮拜前的科林書經課讀過的
[00:09:22.080 --> 00:09:26.160]  就是說耶穌帶著幾個門徒上山
[00:09:26.160 --> 00:09:28.920]  然後門徒見到耶穌變相
[00:09:28.920 --> 00:09:32.440]  又見到祂跟以利亞和摩西一起
[00:09:32.440 --> 00:09:35.840]  當時門徒很興奮
[00:09:35.840 --> 00:09:43.360]  彼得說「拉比,我們在這裡真好」
[00:09:43.360 --> 00:09:48.080]  其實跟責備耶穌千萬不可如此
[00:09:48.080 --> 00:09:51.280]  是同一個心態
[00:09:51.280 --> 00:09:53.520]  彼得和其他的門徒
[00:09:53.520 --> 00:09:55.800]  他們相信跟從耶穌
[00:09:55.800 --> 00:09:58.920]  沒錯,是被耶穌的教導吸引
[00:09:58.920 --> 00:10:04.680]  但其實他們背後也在計算得和失
[00:10:04.680 --> 00:10:08.760]  他們認為我捨下一切去跟從你
[00:10:08.760 --> 00:10:13.760]  他們在問我可以得到些什麼呢?
[00:10:13.760 --> 00:10:16.880]  今天,靈姐妹
[00:10:16.880 --> 00:10:19.400]  我們說我們作為主的門徒
[00:10:19.400 --> 00:10:22.200]  我們跟從耶穌
[00:10:22.200 --> 00:10:24.440]  我們又覺得
[00:10:24.440 --> 00:10:26.320]  或者我們在計算的時候
[00:10:26.320 --> 00:10:28.760]  我們又得到些什麼呢?
[00:10:28.760 --> 00:10:31.400]  耶穌昔日的決定似乎令到門徒覺得
[00:10:31.400 --> 00:10:36.280]  他們當日的捨下一切的決定是錯的
[00:10:36.280 --> 00:10:38.680]  是前功盡廢
[00:10:38.680 --> 00:10:41.920]  換了你是昔日的門徒
[00:10:41.920 --> 00:10:44.840]  我相信你也可以和彼得一樣
[00:10:44.840 --> 00:10:47.000]  很肉緊地說
[00:10:47.000 --> 00:10:51.040]  這樣是不行的,千萬不可如此
[00:10:51.040 --> 00:10:55.840]  靈姐妹,跟從耶穌可以得到些什麼呢?
[00:10:55.840 --> 00:10:58.800]  剛才我所讀的《創世紀》十七章的經課
[00:10:58.800 --> 00:11:01.360]  裡面似乎也挺吸引的
[00:11:01.360 --> 00:11:03.880]  它提及耶和華對亞伯蘭說
[00:11:03.880 --> 00:11:06.160]  你要成為多國的父
[00:11:06.160 --> 00:11:08.640]  我會使你生養眾多
[00:11:08.640 --> 00:11:11.240]  國道要從你而立
[00:11:11.240 --> 00:11:13.960]  君王要從你而出
[00:11:13.960 --> 00:11:17.920]  然後又說會賜一個兒子給你
[00:11:17.920 --> 00:11:21.000]  跟從耶穌作主門徒
[00:11:21.000 --> 00:11:24.800]  是否就能夠得到很多的好處呢?
[00:11:24.800 --> 00:11:27.280]  土地代表著財富
[00:11:27.280 --> 00:11:30.360]  多國的父代表著地位
[00:11:30.360 --> 00:11:32.360]  一個已經一百歲的老人家
[00:11:32.360 --> 00:11:34.240]  仍然能夠生孩子
[00:11:34.240 --> 00:11:36.320]  是一個神蹟
[00:11:36.320 --> 00:11:39.640]  我們信主是否也想得到財富
[00:11:39.640 --> 00:11:41.720]  得到地位
[00:11:41.720 --> 00:11:43.840]  或者能夠經歷神蹟呢?
[00:11:43.840 --> 00:11:46.760]  如果我們信主之後能夠得到這一切的事情
[00:11:46.760 --> 00:11:49.280]  你說有多好呢?
[00:11:49.280 --> 00:11:50.440]  頂姐妹
[00:11:50.440 --> 00:11:55.920]  這正正是昔日耶穌要教正門徒的心態
[00:11:55.920 --> 00:11:58.520]  祂責備彼得撒旦
[00:11:58.520 --> 00:12:02.120]  並不是說彼得本身是撒旦的化身
[00:12:02.120 --> 00:12:06.680]  而是說彼得你不體會上帝的心意
[00:12:06.680 --> 00:12:09.680]  你只是體會人的心意
[00:12:09.680 --> 00:12:13.280]  當人去體會自己的心意的時候
[00:12:13.280 --> 00:12:14.880]  這個自己的心意
[00:12:14.880 --> 00:12:18.640]  很容易會成為撒旦的心意
[00:12:18.640 --> 00:12:23.280]  耶穌祂自己甘於忍受人世間的苦難
[00:12:23.280 --> 00:12:28.000]  就是一個體會上帝心意的表現
[00:12:28.000 --> 00:12:30.480]  因為耶穌很清楚知道
[00:12:30.480 --> 00:12:33.040]  祂受苦的目的
[00:12:33.040 --> 00:12:34.600]  祂的使命
[00:12:34.600 --> 00:12:37.040]  就好像剛才所讀的羅馬書經課
[00:12:37.040 --> 00:12:38.320]  保羅所說
[00:12:38.320 --> 00:12:40.240]  耶穌被出賣
[00:12:40.240 --> 00:12:42.800]  是為我們的過犯
[00:12:42.800 --> 00:12:44.080]  祂復活
[00:12:44.080 --> 00:12:47.160]  是為使我們稱義
[00:12:47.160 --> 00:12:49.400]  為我們的過犯
[00:12:49.400 --> 00:12:51.800]  為使我們稱義
[00:12:51.800 --> 00:12:56.360]  耶穌很清楚知道祂受苦的目的是甚麼
[00:12:56.360 --> 00:12:59.720]  要使我們每一個罪人
[00:12:59.720 --> 00:13:03.080]  我們能夠在上帝面前得稱為義
[00:13:03.080 --> 00:13:05.160]  所以祂需要受苦
[00:13:05.160 --> 00:13:08.120]  受苦是捨己
[00:13:08.120 --> 00:13:12.920]  是使到罪人能夠得著新的生命
[00:13:12.920 --> 00:13:17.400]  福音正正就是充滿著這種弔詭的張力
[00:13:17.400 --> 00:13:19.600]  我們是為了其他人
[00:13:19.600 --> 00:13:21.080]  為了他者
[00:13:21.080 --> 00:13:24.640]  我們願意去捨棄自己
[00:13:24.640 --> 00:13:28.280]  就好像耶穌走十字架的道路一樣
[00:13:28.280 --> 00:13:32.440]  捨棄同時候是一個得著
[00:13:32.440 --> 00:13:35.680]  換取更多的生命的改變
[00:13:35.680 --> 00:13:38.080]  然後耶穌進一步的教導門徒
[00:13:38.080 --> 00:13:42.680]  關於捨棄和得著的弔詭性
[00:13:42.680 --> 00:13:43.920]  祂告訴門徒
[00:13:43.920 --> 00:13:46.800]  做門徒就是要跟從基督
[00:13:46.800 --> 00:13:50.240]  跟從基督首先要捨棄
[00:13:50.240 --> 00:13:53.000]  要背起自己的十字架
[00:13:53.000 --> 00:13:55.680]  所以跟從捨棄
[00:13:55.680 --> 00:13:57.080]  背十字架
[00:13:57.080 --> 00:13:58.200]  去跟從耶穌
[00:13:58.200 --> 00:14:01.760]  其實是一個連貫在一起的行動
[00:14:01.760 --> 00:14:03.880]  甚麼叫做捨棄呢?
[00:14:03.880 --> 00:14:07.920]  是否像佛家所說的「破我執」
[00:14:07.920 --> 00:14:12.360]  我們免除人世間各種各樣的執著
[00:14:12.360 --> 00:14:13.040]  沒錯
[00:14:13.040 --> 00:14:17.840]  捨棄我們真的要放下自己某些執著
[00:14:17.840 --> 00:14:20.280]  但耶穌所說的捨棄
[00:14:20.280 --> 00:14:25.320]  我相信比破我執有更大的意思
[00:14:25.320 --> 00:14:28.840]  因為耶穌除了說捨棄之外
[00:14:28.840 --> 00:14:32.440]  祂說我們要背起自己的十字架
[00:14:32.440 --> 00:14:35.320]  去跟從耶穌
[00:14:35.320 --> 00:14:36.680]  背十字架
[00:14:36.680 --> 00:14:40.880]  其實就是耶穌預表祂自己要走的道路
[00:14:40.880 --> 00:14:43.640]  所以跟從耶穌的門徒
[00:14:43.640 --> 00:14:46.160]  我們都需要像基督一樣
[00:14:46.160 --> 00:14:49.600]  我們要背起自己的十字架
[00:14:49.600 --> 00:14:52.080]  是否說每一個跟從耶穌的人
[00:14:52.080 --> 00:14:53.720]  都要像耶穌一樣
[00:14:53.720 --> 00:14:56.440]  走上一個殉道的道路呢?
[00:14:56.440 --> 00:14:57.960]  留意弟兄姊妹
[00:14:57.960 --> 00:15:01.160]  耶穌所說的是自己的十字架
[00:15:01.160 --> 00:15:02.680]  你和我
[00:15:02.680 --> 00:15:03.800]  我們每一個人
[00:15:03.800 --> 00:15:06.120]  有我們自己的十字架
[00:15:06.120 --> 00:15:07.600]  這是一個獨特
[00:15:07.600 --> 00:15:09.480]  不一樣的十字架
[00:15:09.480 --> 00:15:11.360]  但是這個十字架
[00:15:11.360 --> 00:15:15.000]  都是要體會上帝的意思
[00:15:15.000 --> 00:15:17.240]  我們為了體會上帝的意思
[00:15:17.240 --> 00:15:19.400]  祂的旨意、祂的角度
[00:15:19.400 --> 00:15:23.280]  我們甘願捨棄我們自己
[00:15:23.280 --> 00:15:26.120]  我們背起這個十字架
[00:15:26.120 --> 00:15:29.320]  然後耶穌就在第35到38節那裡
[00:15:29.320 --> 00:15:32.280]  進一步地將這個生命的弔詭性
[00:15:32.280 --> 00:15:35.040]  再展現出來
[00:15:35.040 --> 00:15:36.240]  第一,耶穌說
[00:15:36.240 --> 00:15:38.480]  「因為凡要救自己生命的
[00:15:38.480 --> 00:15:40.280]  必喪失生命
[00:15:40.280 --> 00:15:43.480]  凡為我和福音喪失生命的
[00:15:43.480 --> 00:15:47.120]  必救自己的生命」
[00:15:47.120 --> 00:15:50.760]  體會人的意思去救自己
[00:15:50.760 --> 00:15:54.440]  耶穌說其實是喪失了自己
[00:15:54.440 --> 00:15:57.480]  相反,如果我們能夠體會上帝的意思
[00:15:57.480 --> 00:16:02.080]  耶穌說為我和我的福音、我的道
[00:16:02.080 --> 00:16:04.480]  我們好像是失去了自己
[00:16:04.480 --> 00:16:06.600]  但是弔詭性的是
[00:16:06.600 --> 00:16:11.360]  這個捨棄反過來救了自己
[00:16:11.360 --> 00:16:12.720]  然後耶穌說
[00:16:12.720 --> 00:16:17.160]  人就是賺得全世界賠償自己的生命
[00:16:17.160 --> 00:16:19.720]  有什麼益處呢?
[00:16:19.720 --> 00:16:22.160]  體會人的意思
[00:16:22.160 --> 00:16:25.320]  我們可以賺得全世界
[00:16:25.320 --> 00:16:30.000]  但是耶穌說這個代價是失去了自己
[00:16:30.000 --> 00:16:31.600]  又是一個弔詭
[00:16:31.600 --> 00:16:33.000]  第三,耶穌說
[00:16:33.000 --> 00:16:36.840]  「人還能拿什麼換生命呢?」
[00:16:36.840 --> 00:16:39.840]  耶穌所說的生命不是聖命
[00:16:39.840 --> 00:16:42.840]  其實是在說自我
[00:16:42.840 --> 00:16:46.080]  體會人的意思的自我
[00:16:46.080 --> 00:16:49.160]  其實是一個扭曲了的自我
[00:16:49.160 --> 00:16:52.160]  一個真正完整的自我
[00:16:52.160 --> 00:16:57.200]  必須是按照上帝的心意而活的我
[00:16:57.200 --> 00:17:00.320]  這個才是一個真正完整的我
[00:17:00.320 --> 00:17:04.040]  然後最後耶穌說「凡是這個淫亂罪惡的世代
[00:17:04.040 --> 00:17:07.960]  把我和我的道當作可恥的
[00:17:07.960 --> 00:17:10.640]  人子在他父的榮耀裡
[00:17:10.640 --> 00:17:14.280]  與聖天使一同來臨的時候
[00:17:14.280 --> 00:17:17.920]  也要把那人當作可恥」
[00:17:17.920 --> 00:17:20.840]  耶穌在這裡說得太清楚了
[00:17:20.840 --> 00:17:24.320]  他說跟從耶穌作主門徒
[00:17:24.320 --> 00:17:27.160]  是會讓這個世代
[00:17:27.160 --> 00:17:29.920]  這個淫亂邪惡的世代
[00:17:29.920 --> 00:17:32.560]  視為可恥的
[00:17:32.560 --> 00:17:34.280]  因為這個世代
[00:17:34.280 --> 00:17:38.680]  每一個人都只是為自己而活
[00:17:38.680 --> 00:17:43.640]  為了自己可以有雙重的標準
[00:17:43.640 --> 00:17:47.280]  為了自己可以特事特辦
[00:17:47.280 --> 00:17:50.080]  為了自己可以以權謀私
[00:17:50.080 --> 00:17:52.800]  為了自己可以不擇手段
[00:17:52.800 --> 00:17:55.920]  為了自己可以推諉於他人
[00:17:55.920 --> 00:17:58.960]  為了自己可以卑躬屈膝
[00:17:58.960 --> 00:18:01.720]  為了自己可以指鹿為馬
[00:18:01.720 --> 00:18:04.280]  為了自己可以濫用公權
[00:18:04.280 --> 00:18:07.080]  為了自己我們需要適時務
[00:18:07.080 --> 00:18:09.400]  我們需要看風使利
[00:18:09.400 --> 00:18:12.120]  總之,好像中國人所說的
[00:18:12.120 --> 00:18:15.800]  「人不為己,天誅地滅」
[00:18:15.800 --> 00:18:17.600]  但耶穌的教導
[00:18:17.600 --> 00:18:19.920]  卻是顛覆了這個道理
[00:18:19.920 --> 00:18:21.920]  作主的門徒
[00:18:21.920 --> 00:18:24.120]  我們需要捨棄
[00:18:24.120 --> 00:18:28.240]  我們要捨棄這個自我中心的價值
[00:18:28.240 --> 00:18:31.520]  我們按照上帝的國
[00:18:31.520 --> 00:18:33.920]  上帝的國度的價值
[00:18:33.920 --> 00:18:37.800]  和方向去行事為人
[00:18:37.800 --> 00:18:39.320]  背起十字架
[00:18:39.320 --> 00:18:40.720]  沒錯,是我們每一個人
[00:18:40.720 --> 00:18:43.200]  各自背起自己的十字架
[00:18:43.200 --> 00:18:44.960]  去負上代價
[00:18:44.960 --> 00:18:49.160]  但同時亦都彰顯著一個門徒的群體
[00:18:49.160 --> 00:18:53.560]  我們一起去為上帝的國度
[00:18:53.560 --> 00:18:57.320]  去努力,去擺上
[00:18:57.320 --> 00:19:03.280]  「丙姐妹,原來耶穌首先問門徒我是誰
[00:19:03.280 --> 00:19:07.240]  然後就把耶穌是誰這個問題
[00:19:07.240 --> 00:19:12.240]  轉變成為門徒是誰」
[00:19:12.240 --> 00:19:15.520]  甚麼才是門徒的意思呢?
[00:19:15.520 --> 00:19:18.760]  甚麼叫做跟從耶穌呢?
[00:19:18.760 --> 00:19:21.320]  跟從耶穌要走的道路
[00:19:21.320 --> 00:19:25.800]  就是拒絕認同這個世代的價值和標準
[00:19:25.800 --> 00:19:29.120]  因為我們有一個更加根本的價值
[00:19:29.120 --> 00:19:32.000]  這個根本的價值就是耶穌所說的
[00:19:32.000 --> 00:19:35.080]  「為了我和我的道」
[00:19:35.080 --> 00:19:37.000]  上帝的國度
[00:19:37.000 --> 00:19:38.560]  耶穌說得很清楚
[00:19:38.560 --> 00:19:41.880]  背十字架一定會和我們自我
[00:19:41.880 --> 00:19:45.080]  我們自己的意思是相違反的
[00:19:45.080 --> 00:19:46.480]  但很弔詭的是
[00:19:46.480 --> 00:19:53.680]  這個捨棄卻是能夠真正地得道了我們自己
[00:19:53.680 --> 00:19:56.960]  我們讀《創世紀》十七章的時候
[00:19:56.960 --> 00:19:58.360]  我們從人的意思
[00:19:58.360 --> 00:20:05.720]  我們看到的是財富、土地、地位和神蹟
[00:20:05.720 --> 00:20:07.120]  我們再看看
[00:20:07.120 --> 00:20:10.680]  耶穌在向阿伯蘭顯現的時候說甚麼
[00:20:10.680 --> 00:20:12.760]  祂說「我是全能的上帝
[00:20:12.760 --> 00:20:15.720]  你當在我面前行走
[00:20:15.720 --> 00:20:18.160]  作完全的人
[00:20:18.160 --> 00:20:20.240]  我要與你立約
[00:20:20.240 --> 00:20:24.440]  使你的後裔極其繁多」
[00:20:24.440 --> 00:20:29.840]  耶穌說是要與阿伯蘭建立一個約的關係
[00:20:29.840 --> 00:20:32.120]  與上主立約
[00:20:32.120 --> 00:20:34.960]  是要那班願意與主立約的人
[00:20:34.960 --> 00:20:37.520]  在主面前行走
[00:20:37.520 --> 00:20:40.760]  作完全的人
[00:20:40.760 --> 00:20:45.200]  他們需要世世代代去建立這個約
[00:20:45.200 --> 00:20:49.200]  這是一個永遠的約
[00:20:49.200 --> 00:20:53.680]  一定要世世代代去遵守的約
[00:20:53.680 --> 00:20:54.760]  頂姐妹
[00:20:54.760 --> 00:20:57.760]  跟從基督作主門徒
[00:20:57.760 --> 00:20:59.560]  就是說我們的生命
[00:20:59.560 --> 00:21:01.040]  我們的自我
[00:21:01.040 --> 00:21:04.080]  需要放在與上主的關係
[00:21:04.080 --> 00:21:07.360]  這個約的關係裡面
[00:21:07.360 --> 00:21:11.600]  我們的生命已經被基督贖回了
[00:21:11.600 --> 00:21:12.960]  好像剛才所讀的經課
[00:21:12.960 --> 00:21:14.280]  羅馬書所說
[00:21:14.280 --> 00:21:16.480]  耶穌被出賣
[00:21:16.480 --> 00:21:18.880]  是為我們的過犯
[00:21:18.880 --> 00:21:19.840]  祂復活
[00:21:19.840 --> 00:21:24.200]  是為使我們得稱為義
[00:21:24.200 --> 00:21:26.880]  我們要作完全的人
[00:21:26.880 --> 00:21:28.880]  沒錯,真的不容易
[00:21:28.880 --> 00:21:30.160]  完全的人
[00:21:30.160 --> 00:21:33.800]  不是說我們不是自以為義
[00:21:33.800 --> 00:21:36.240]  而是說我們代表著
[00:21:36.240 --> 00:21:38.840]  我們因為上帝的道的緣故
[00:21:38.840 --> 00:21:41.760]  讓我們的人格變得完整
[00:21:41.760 --> 00:21:43.280]  變得正直
[00:21:43.280 --> 00:21:46.520]  用英文所說就是integrity
[00:21:46.520 --> 00:21:48.200]  這個世代
[00:21:48.200 --> 00:21:49.920]  會將上主的道
[00:21:49.920 --> 00:21:52.400]  和那些實行上主的道的人
[00:21:52.400 --> 00:21:55.520]  當作可恥
[00:21:55.520 --> 00:21:57.880]  但是耶穌在這裡
[00:21:57.880 --> 00:22:00.280]  用一個忠滿的角度
