
[00:00:00.000 --> 00:00:05.240]  今日的講題就是「主要容他」三方面
[00:06:01.700 --> 00:06:04.500]  現在還要給錢參加夜遊
[00:06:04.500 --> 00:06:07.000]  參加夜遊就不是城市
[00:06:07.000 --> 00:06:08.700]  去那個地方參加夜遊
[00:06:08.700 --> 00:06:12.500]  那個導遊就很簡單的
[00:06:12.500 --> 00:06:16.500]  他就拿著一支很強力的電筒
[00:06:16.500 --> 00:06:17.800]  然後指著那裡
[00:06:17.800 --> 00:06:19.700]  看看!貓頭鷹
[00:06:19.700 --> 00:06:21.700]  每個人都看著貓頭鷹
[00:06:21.700 --> 00:06:24.400]  看著那裡有隻小麻雀
[00:06:24.400 --> 00:06:25.900]  每個人都看著小麻雀
[00:06:25.900 --> 00:06:26.800]  再射那裡
[00:06:26.800 --> 00:06:27.800]  嘩!有甲蟲
[00:06:27.800 --> 00:06:29.700]  看看!甲蟲
[00:06:29.700 --> 00:06:30.600]  看那裡
[00:06:30.600 --> 00:06:31.600]  那裡有個鹿
[00:06:31.600 --> 00:06:32.400]  鹿就看不到
[00:06:32.400 --> 00:06:34.400]  看到有東西在斬
[00:06:34.400 --> 00:06:35.700]  是不是真的鹿
[00:06:35.700 --> 00:06:36.400]  就不是真的鹿
[00:06:36.400 --> 00:06:37.000]  又不知道
[00:06:37.000 --> 00:06:38.200]  總之就覺得
[00:06:38.200 --> 00:06:40.400]  他說是鹿就是鹿了
[00:06:40.400 --> 00:06:42.800]  然後我就覺得
[00:06:42.800 --> 00:06:44.200]  有多少隱瞞
[00:06:44.200 --> 00:06:45.400]  指著那裡
[00:06:45.400 --> 00:06:46.400]  指著那裡
[00:06:46.400 --> 00:06:47.100]  指著那裡
[00:06:47.100 --> 00:06:47.700]  指著那裡
[00:06:47.700 --> 00:06:50.200]  每個人都去看
[00:06:50.200 --> 00:06:51.700]  於是我就不跟他了
[00:06:51.700 --> 00:06:53.000]  他指著我
[00:06:53.000 --> 00:06:54.200]  看看那些人在搞什麼
[00:06:54.200 --> 00:06:55.700]  看見有人真的很聽話
[00:06:55.700 --> 00:06:56.300]  指著那裡
[00:06:56.300 --> 00:06:58.300]  指著那裡
[00:06:58.300 --> 00:07:01.800]  我就覺得很好笑
[00:07:01.800 --> 00:07:04.500]  但是我發現很有屬靈意思
[00:07:04.500 --> 00:07:07.100]  很有屬靈的意義
[00:07:07.100 --> 00:07:10.000]  這個人拿著電筒
[00:07:10.000 --> 00:07:11.000]  指著這裡
[00:07:11.000 --> 00:07:11.700]  指著那裡
[00:07:11.700 --> 00:07:14.700]  然後每個人就忙了
[00:07:14.700 --> 00:07:15.900]  既然一支電筒
[00:07:15.900 --> 00:07:17.200]  和他說看這裡
[00:07:17.200 --> 00:07:17.900]  看那裡
[00:07:17.900 --> 00:07:20.000]  每個人都照看
[00:07:20.000 --> 00:07:22.400]  每個人都照忙的時候
[00:07:22.400 --> 00:07:23.200]  今天
[00:07:23.200 --> 00:07:24.700]  你知不知道
[00:07:24.700 --> 00:07:29.200]  這位創天造地的主對你說
[00:07:29.200 --> 00:07:30.100]  去!
[00:07:30.100 --> 00:07:32.200]  你去不去?
[00:07:32.200 --> 00:07:34.400]  一位創天造地的主說
[00:07:34.400 --> 00:07:35.700]  我要用你
[00:07:35.700 --> 00:07:38.000]  你給不給主用?
[00:07:38.000 --> 00:07:41.000]  主和那些人說
[00:07:41.000 --> 00:07:43.500]  主要用他
[00:07:43.500 --> 00:07:44.500]  聖經記載
[00:07:44.500 --> 00:07:48.200]  那些人
[00:07:48.200 --> 00:07:52.000]  就被他們滿途牽走
[00:07:52.000 --> 00:07:56.500]  如果我們這些人
[00:07:56.500 --> 00:07:59.700]  我們的會友聽到主說
[00:07:59.700 --> 00:08:01.600]  主要用他
[00:08:01.600 --> 00:08:03.000]  主要用你
[00:08:03.000 --> 00:08:04.400]  主要用我
[00:08:04.400 --> 00:08:07.700]  我們願意被主帶走
[00:08:07.700 --> 00:08:10.100]  這個教會就復興了
[00:08:10.100 --> 00:08:11.300]  第二
[00:08:11.300 --> 00:08:12.800]  主要用他
[00:08:12.800 --> 00:08:16.600]  說出主的需要
[00:08:16.600 --> 00:08:21.100]  那一匹驢從來沒有人騎過
[00:08:21.100 --> 00:08:24.800]  但是主要用他的時候
[00:08:24.800 --> 00:08:27.200]  就被牽來了
[00:08:27.200 --> 00:08:29.000]  耶穌就騎上去了
[00:08:29.000 --> 00:08:33.600]  而驢只知道上面有一個人騎在他上面
[00:08:33.600 --> 00:08:36.000]  那個人就是他的主人
[00:08:36.000 --> 00:08:41.800]  從此驢的主人就是耶穌基督
[00:08:41.800 --> 00:08:45.600]  耶穌基督要走一條驢
[00:08:45.600 --> 00:08:51.400]  要驢帶他上耶路撒冷
[00:08:51.400 --> 00:08:54.100]  然後去聖殿
[00:08:54.100 --> 00:08:57.100]  然後再去伯特利
[00:08:57.100 --> 00:09:00.900]  驢只有一個使命
[00:09:00.900 --> 00:09:03.500]  你叫我上耶路撒冷
[00:09:03.500 --> 00:09:04.800]  我上耶路撒冷
[00:09:04.800 --> 00:09:06.200]  你要我去聖殿
[00:09:06.200 --> 00:09:07.300]  我去聖殿
[00:09:07.300 --> 00:09:09.200]  你叫我去伯特利
[00:09:09.200 --> 00:09:11.800]  我又去伯特利
[00:09:11.800 --> 00:09:17.400]  所以那個驢只知道主人叫他做什麼
[00:09:17.400 --> 00:09:20.200]  他就做什麼
[00:09:20.200 --> 00:09:23.700]  光榮榮耀是主的
[00:09:23.700 --> 00:09:29.200]  但是當那匹驢被騎上去的時候
[00:09:29.200 --> 00:09:31.900]  那個驢子都有光明
[00:09:31.900 --> 00:09:33.100]  所以直到今天
[00:09:33.100 --> 00:09:35.100]  我們大家都講這一匹驢
[00:09:35.100 --> 00:09:38.500]  以及來思想這件事情
[00:09:38.500 --> 00:09:39.900]  不單止是主
[00:09:39.900 --> 00:09:43.400]  更加是講驢的故事
[00:09:43.400 --> 00:09:45.400]  在1875年
[00:09:45.400 --> 00:09:47.800]  英國裏面
[00:09:47.800 --> 00:09:50.800]  有一個宣教士
[00:09:50.800 --> 00:09:53.100]  牧師叫做金博士
[00:09:53.100 --> 00:09:55.600]  他帶了四個青年男女
[00:09:55.600 --> 00:09:57.900]  大概是十八至二十歲
[00:09:57.900 --> 00:10:01.900]  就去中國宣教
[00:10:01.900 --> 00:10:03.800]  然後他對會眾說
[00:10:03.800 --> 00:10:10.200]  今天我就好像馬可福音第十一章所講的
[00:10:10.200 --> 00:10:12.000]  我要帶這些人
[00:10:12.000 --> 00:10:14.900]  好像把這一匹驢解開
[00:10:14.900 --> 00:10:19.000]  然後牽走去中國傳福音
[00:10:19.000 --> 00:10:28.100]  1876年這班年輕人就去到中國傳道
[00:10:28.100 --> 00:10:31.300]  當然中國基督教的成功
[00:10:31.300 --> 00:10:33.300]  不單止是這四個人
[00:10:33.300 --> 00:10:36.100]  還有很多的宣教士
[00:10:36.100 --> 00:10:39.300]  今天香港有福音
[00:10:39.300 --> 00:10:40.900]  台灣有福音
[00:10:40.900 --> 00:10:42.500]  中國有福音
[00:10:42.500 --> 00:10:46.300]  都是一匹一匹的驢被牽走
[00:10:46.300 --> 00:10:47.800]  然後走一條路
[00:10:47.800 --> 00:10:49.500]  就是宣教之路
[00:10:49.500 --> 00:10:52.600]  就是耶穌要去走的道路
[00:10:52.600 --> 00:10:54.000]  今天主和你說
[00:10:54.000 --> 00:10:56.200]  我需要你
[00:10:56.200 --> 00:10:57.400]  我在這裡
[00:10:57.400 --> 00:11:01.400]  你會不會說請差遣我呢?
[00:11:01.400 --> 00:11:06.000]  如果這一匹驢沒有被耶穌騎上
[00:11:06.000 --> 00:11:10.100]  原來這個被耶穌騎上這匹驢
[00:11:10.100 --> 00:11:15.400]  是出自一個撒加尼亞書第九章的第九節
[00:11:15.400 --> 00:11:19.700]  那裡說:錫安的民應當大大喜樂
[00:11:19.700 --> 00:11:23.000]  耶路撒冷的民應當歡呼
[00:11:23.000 --> 00:11:25.800]  看!你的王來到這裡
[00:11:25.800 --> 00:11:27.500]  他是公義的
[00:11:27.500 --> 00:11:29.600]  並且施行拯救
[00:11:29.600 --> 00:11:33.200]  謙謙和和地騎著驢
[00:11:33.200 --> 00:11:36.900]  就是騎著驢的驢子
[00:11:36.900 --> 00:11:38.500]  原來這一匹驢
[00:11:38.500 --> 00:11:43.600]  它是成就了撒加尼亞書第九章第九節
[00:11:43.600 --> 00:11:47.100]  這個君王是謙謙和和
[00:11:47.100 --> 00:11:51.500]  騎著驢驢子進耶路撒冷
[00:11:51.500 --> 00:11:53.800]  進聖殿
[00:11:53.800 --> 00:11:56.800]  如果沒有這一匹驢驢子的出現
[00:11:56.800 --> 00:12:00.500]  這個寓言就不被成就
[00:12:00.500 --> 00:12:04.600]  所以榮耀是屬於尼賽亞的
[00:12:04.600 --> 00:12:10.200]  但是驢子卻能夠分享一份榮耀
[00:12:10.200 --> 00:12:12.400]  分享一份的聖功
[00:12:12.400 --> 00:12:16.100]  分享這個偉大的使命
[00:12:16.100 --> 00:12:18.300]  每一年到這個時間
[00:12:18.300 --> 00:12:23.800]  教會就會去選立一些新理事
[00:12:23.800 --> 00:12:26.000]  希望多一些的部員
[00:12:26.000 --> 00:12:27.700]  多一些的部長
[00:12:27.700 --> 00:12:29.100]  多一些的義工
[00:12:29.100 --> 00:12:30.800]  多一些的新的弟兄姊妹
[00:12:30.800 --> 00:12:33.700]  都要加入侍奉的行列
[00:12:33.700 --> 00:12:37.900]  在大教會當然那個問題就不是那麼大
[00:12:37.900 --> 00:12:41.200]  好像在西沙浸信會裡面
[00:12:41.200 --> 00:12:43.700]  現在開始要選立新的理事
[00:12:43.700 --> 00:12:45.000]  問題就大了
[00:12:45.000 --> 00:12:47.200]  當我們邀請人做的時候
[00:12:47.200 --> 00:12:49.500]  或者他在做部長的時候
[00:12:49.500 --> 00:12:51.100]  他忽然之間說不做了
[00:12:51.100 --> 00:12:52.000]  他說什麼
[00:12:52.000 --> 00:12:54.400]  牧師啊 我還沒準備好
[00:12:54.400 --> 00:12:55.600]  我沒時間了
[00:12:55.600 --> 00:12:58.100]  我真的不是很行
[00:12:58.100 --> 00:12:59.900]  那個行 這個行
[00:12:59.900 --> 00:13:01.400]  隔壁那個行
[00:13:01.400 --> 00:13:03.300]  不如你找他們承擔吧
[00:13:03.300 --> 00:13:06.600]  他們比我更適合了
[00:13:06.600 --> 00:13:09.800]  或者我們真的不會勉強人的
[00:13:09.800 --> 00:13:11.300]  真的不要勉強人
[00:13:11.300 --> 00:13:13.200]  如果那些沒準備好的
[00:13:13.200 --> 00:13:16.200]  你又不要在那裡指點點點
[00:13:16.200 --> 00:13:18.900]  說他不侍奉
[00:13:18.900 --> 00:13:20.600]  說他沒有奉獻
[00:13:20.600 --> 00:13:22.200]  或者沒有負擔
[00:13:22.200 --> 00:13:23.600]  不應該這樣說的
[00:13:23.600 --> 00:13:28.000]  希望他不能夠準備好出來
[00:13:28.000 --> 00:13:29.900]  況且聖經告訴我們
[00:13:29.900 --> 00:13:31.000]  我們奉獻也好
[00:13:31.000 --> 00:13:32.000]  侍奉也好
[00:13:32.000 --> 00:13:33.700]  要甘心樂業
[00:13:33.700 --> 00:13:35.100]  不過在這裡
[00:13:35.100 --> 00:13:37.500]  聖經很清楚告訴我們
[00:13:37.500 --> 00:13:39.200]  主要容他
[00:13:39.200 --> 00:13:44.000]  那些人就立刻被門徒牽走了
[00:13:44.000 --> 00:13:45.600]  剛才我們讀那一段的聖經
[00:13:45.600 --> 00:13:47.800]  特別去到第十二至十四節
[00:13:47.800 --> 00:13:50.000]  那裡講了一個事故
[00:13:50.000 --> 00:13:51.700]  那個事故就是
[00:13:51.700 --> 00:13:55.000]  當耶穌去到無花果樹的底下
[00:13:55.000 --> 00:13:56.300]  想著要找果子
[00:13:56.300 --> 00:13:58.000]  竟然找不到果子
[00:13:58.000 --> 00:14:00.700]  從此那個果子就不被使用了
[00:14:00.700 --> 00:14:04.200]  而且不能夠再結果子了
[00:14:04.200 --> 00:14:06.100]  被枯乾了
[00:14:06.100 --> 00:14:07.000]  耶穌說
[00:14:07.000 --> 00:14:12.200]  有的要加給他,沒有的連他所有的都要奪去
[00:14:12.200 --> 00:14:15.900]  現在一個盧驅子
[00:14:15.900 --> 00:14:17.700]  沒有被人騎過
[00:14:17.700 --> 00:14:20.600]  主說要用他的時候
[00:14:20.600 --> 00:14:23.600]  盧驅子只知道一個使命
[00:14:23.600 --> 00:14:27.100]  就是要載一個主人去耶路撒冷
[00:14:27.100 --> 00:14:29.000]  然後進入聖殿
[00:14:29.000 --> 00:14:34.500]  從此聖經就沒有再記載這個盧驅子的消息了
[00:14:34.500 --> 00:14:39.100]  況且日後有沒有被使用我們不知道
[00:14:39.100 --> 00:14:41.500]  但是只要在那個時候
[00:14:41.500 --> 00:14:44.000]  那個時間主要使用的時候
[00:14:44.000 --> 00:14:45.800]  盧驅子就被主使用
[00:14:45.800 --> 00:14:49.600]  這個就是成就了一個偉大的工作
[00:14:49.600 --> 00:14:52.600]  完成了上帝的工作
[00:14:52.600 --> 00:14:57.600]  神的工作永遠不會祂自己去做的
[00:14:57.600 --> 00:15:00.100]  門徒的錯誤觀念就說
[00:15:00.100 --> 00:15:01.600]  神啊,他們不聽你的話
[00:15:01.600 --> 00:15:03.700]  派天使消滅他們吧
[00:15:03.700 --> 00:15:05.500]  如果傳福音的時候
[00:15:05.500 --> 00:15:08.700]  天父啊,你派天使去傳福音吧
[00:15:08.700 --> 00:15:09.900]  那不用我們傳了
[00:15:09.900 --> 00:15:13.500]  主從來都不會用這些方法
[00:15:13.500 --> 00:15:17.000]  主一定是用祂的子民
[00:15:17.000 --> 00:15:20.600]  用祂拯救的兒女來做祂的工作
[00:15:20.600 --> 00:15:22.600]  所以讓我們一起去分擔
[00:15:22.600 --> 00:15:25.100]  一起去分享這一份榮耀
[00:15:25.100 --> 00:15:27.600]  分享一個偉大的使命
[00:15:27.600 --> 00:15:33.700]  分享主一個救恩的成就
[00:15:33.700 --> 00:15:37.000]  不知道你樂不樂意被主使用
[00:15:37.000 --> 00:15:40.200]  被主騎上
[00:15:40.200 --> 00:15:42.500]  主要用你
[00:15:42.500 --> 00:15:44.400]  你準備好了沒有
[00:15:44.400 --> 00:15:46.800]  第三,主要用祂
[00:15:46.800 --> 00:15:49.500]  表明這個萬王之王
[00:15:49.500 --> 00:15:51.800]  萬主之主
[00:15:51.800 --> 00:15:56.700]  祂是何等的屈尊苦咒我們
[00:15:56.700 --> 00:16:02.000]  竟然要使用你和我
[00:16:02.000 --> 00:16:05.500]  每一個時代都有一個話題
[00:16:05.500 --> 00:16:08.600]  知不知道香港現在是什麼話題
[00:16:08.600 --> 00:16:10.100]  現在香港的話題
[00:16:10.100 --> 00:16:13.900]  當然是在說雜馬會談
[00:16:13.900 --> 00:16:18.100]  或者特首是否超然
[00:16:18.100 --> 00:16:20.300]  去殖民化
[00:16:20.300 --> 00:16:21.900]  施原
[00:16:21.900 --> 00:16:23.100]  不是執事
[00:16:23.100 --> 00:16:24.300]  是施原
[00:16:24.300 --> 00:16:27.100]  鉛水的鉛
[00:16:27.100 --> 00:16:31.700]  有這些話題來去說
[00:16:31.700 --> 00:16:33.500]  在那個時代
[00:16:33.500 --> 00:16:36.100]  他們談論的是什麼
[00:16:36.100 --> 00:16:38.100]  他們談論就是
[00:16:38.100 --> 00:16:41.000]  天子時代一直談論到
[00:16:41.000 --> 00:16:43.400]  耶穌時代都談的
[00:16:43.400 --> 00:16:45.200]  都說的就是
[00:16:45.200 --> 00:16:49.800]  究竟那個尼賽亞什麼時候要來
[00:16:49.800 --> 00:16:52.400]  尼賽亞要來的時候
[00:16:52.400 --> 00:16:54.900]  祂是怎樣來
[00:16:54.900 --> 00:16:57.600]  基督教和猶太教
[00:16:57.600 --> 00:16:59.100]  今天都在說
[00:16:59.100 --> 00:17:03.400]  這個尼賽亞要來是用什麼方式
[00:17:03.400 --> 00:17:06.900]  而猶太教他們到今天來說
[00:17:06.900 --> 00:17:08.900]  這個尼賽亞要來
[00:17:08.900 --> 00:17:10.700]  祂是一個
[00:17:10.700 --> 00:17:14.000]  可能是軍事的主
[00:17:14.000 --> 00:17:17.200]  是一個不單是宗教的主
[00:17:17.200 --> 00:17:19.300]  更加是一個政治的主
[00:17:19.300 --> 00:17:21.000]  更加是經濟的主
[00:17:21.000 --> 00:17:23.000]  要救我們以色列
[00:17:23.000 --> 00:17:27.100]  來脫離這個困難的世代
[00:17:27.100 --> 00:17:30.300]  打敗周邊的敵人
[00:17:30.300 --> 00:17:31.800]  而基督教所說
[00:17:31.800 --> 00:17:35.000]  我們這個尼賽亞就是
[00:17:35.000 --> 00:17:36.700]  謙謙和和
[00:17:36.700 --> 00:17:39.200]  騎著驢驅子
[00:17:39.200 --> 00:17:41.200]  進耶路撒冷
[00:17:41.200 --> 00:17:43.200]  然後進聖殿
[00:17:43.200 --> 00:17:46.600]  然後被人釘在十字架上
[00:17:46.600 --> 00:17:48.500]  復活三天之後
[00:17:48.500 --> 00:17:53.300]  祂就成為萬王之王、萬主之主
[00:17:53.300 --> 00:17:55.000]  所以當時人就去探論
[00:17:55.000 --> 00:17:57.800]  究竟這個尼賽亞要來
[00:17:57.800 --> 00:17:59.600]  祂是怎樣來
[00:17:59.600 --> 00:18:02.400]  祂是在哪裏出現
[00:18:02.400 --> 00:18:03.800]  祂是大衛的子孫
[00:18:03.800 --> 00:18:09.400]  現在大衛的子孫是住在哪裏
[00:18:09.400 --> 00:18:14.100]  因此他們就對這一段的詞式
[00:18:14.100 --> 00:18:15.700]  是很有警覺性
[00:18:15.700 --> 00:18:19.000]  和很深思熟慮去想一想
[00:18:19.000 --> 00:18:22.100]  這個尼賽亞是怎樣來的
[00:18:22.100 --> 00:18:23.900]  所以彼得這班門徒
[00:18:23.900 --> 00:18:25.700]  已經有了一個警覺
[00:18:25.700 --> 00:18:29.200]  當他們跟從了耶穌三年的時候
[00:18:29.200 --> 00:18:31.600]  耶穌在撒加利亞菲勒比的地方
[00:18:31.600 --> 00:18:33.100]  就問彼得
[00:18:33.100 --> 00:18:34.900]  人家說我是誰
[00:18:34.900 --> 00:18:36.700]  你說我是誰
[00:18:36.700 --> 00:18:37.400]  彼得就說
[00:18:37.400 --> 00:18:39.100]  人家說你是先知
[00:18:39.100 --> 00:18:40.400]  你是以利亞
[00:18:40.400 --> 00:18:43.500]  你是要來的尼賽亞
[00:18:43.500 --> 00:18:45.900]  或者是一個施浸約翰
[00:18:45.900 --> 00:18:46.800]  耶穌就問
[00:18:46.800 --> 00:18:48.600]  那你說我是誰
[00:18:48.600 --> 00:18:49.700]  彼得就馬上說
[00:18:49.700 --> 00:18:53.500]  你是基督是永生神的兒子
[00:18:53.500 --> 00:18:54.500]  所以耶穌說
[00:18:54.500 --> 00:18:56.000]  當你這樣認識的時候
[00:18:56.000 --> 00:18:57.700]  並不是屬血氣的
[00:18:57.700 --> 00:18:58.500]  是聖靈
[00:18:58.500 --> 00:19:00.100]  是屬靈的
[00:19:00.100 --> 00:19:02.100]  是聖靈指示你的
[00:19:02.100 --> 00:19:05.200]  我要把我的教會建造在這盤石上
[00:19:05.200 --> 00:19:05.900]  所以教會
[00:19:05.900 --> 00:19:07.100]  基督的教會
[00:19:07.100 --> 00:19:07.900]  基督的天國
[00:19:07.900 --> 00:19:10.000]  就建造在每一個
[00:19:10.000 --> 00:19:10.900]  一個一個
