
[00:00:00.000 --> 00:00:04.020]  以色列人聽了十個探子的回報
[00:04:02.760 --> 00:04:04.480]  同樣也是跟我們的子女立的
[00:04:04.480 --> 00:04:04.960]  弟兄姊妹
[00:04:04.960 --> 00:04:06.160]  今天我們相信耶穌
[00:04:06.160 --> 00:04:08.160]  這個舊恩不是隻給我們
[00:04:08.160 --> 00:04:10.880]  不是我們將傳統傳遞下去
[00:04:10.880 --> 00:04:11.880]  而是我們要告訴他們
[00:04:11.880 --> 00:04:13.000]  這個約、這個舊恩
[00:04:13.000 --> 00:04:15.760]  神同樣是很想他們得到
[00:04:17.320 --> 00:04:19.080]  摩西強調這個約
[00:04:19.080 --> 00:04:21.680]  他說是神和當代的以色列人所立的
[00:04:21.680 --> 00:04:23.000]  他不想他們以爲
[00:04:23.000 --> 00:04:27.040]  他們只不過是全城父母要做的事情
[00:04:27.040 --> 00:04:28.920]  所以在《新靈紀》五章三節
[00:04:28.920 --> 00:04:31.920]  他說:這約而不是與我們列祖立的
[00:04:31.920 --> 00:04:33.800]  而是與我們
[00:04:33.800 --> 00:04:37.640]  就是今日在這裏還活着的人立的
[00:04:37.640 --> 00:04:40.200]  透過這個提醒
[00:04:40.200 --> 00:04:41.720]  摩西激勵當代的以色列人
[00:04:41.720 --> 00:04:42.840]  他說你們要記得
[00:04:42.840 --> 00:04:45.520]  你們的父輩過往因爲懼怕
[00:04:45.520 --> 00:04:48.000]  因爲缺乏信心放棄了這個西納的約
[00:04:48.000 --> 00:04:51.240]  今日摩西重述告訴他們
[00:04:51.240 --> 00:04:52.480]  究竟摩西的約是什麼
[00:04:52.480 --> 00:04:55.680]  他說西納的約當中有十個條款
[00:04:55.680 --> 00:04:56.640]  我想上次我們聽到
[00:04:56.640 --> 00:04:57.200]  我們聽了
[00:04:57.200 --> 00:04:58.960]  就是我們常用的
[00:04:58.960 --> 00:04:59.920]  就是講十芥
[00:04:59.920 --> 00:05:03.280]  他說這個約有十個條款
[00:05:03.280 --> 00:05:08.640]  頭四個條款是指到人與神的獨有關係
[00:05:08.640 --> 00:05:11.520]  告訴我們除了耶和華神之外
[00:05:11.520 --> 00:05:14.120]  你不可以有其他任何的偶像
[00:05:14.120 --> 00:05:15.240]  任何的東西
[00:05:15.240 --> 00:05:16.880]  佔據了我們的心
[00:05:16.880 --> 00:05:18.920]  後面的六個條款就說
[00:05:18.920 --> 00:05:21.760]  既然我們與耶和華神有一個獨有的關係
[00:05:21.760 --> 00:05:24.280]  人與人之間如何地相處
[00:05:24.280 --> 00:05:26.360]  這個都是要跟着
[00:05:26.360 --> 00:05:29.480]  這位耶和華神的吩咐和教導去行
[00:05:29.480 --> 00:05:34.800]  而不是按照世界的潮流環境的轉遷而去改變
[00:05:34.800 --> 00:05:38.240]  然後摩西勸勉以色列人
[00:05:38.240 --> 00:05:43.440]  在五章的三十二節到第六章第三節
[00:05:43.920 --> 00:05:47.880]  「所以你們要照耶和華你們神所吩咐的謹守遵行
[00:05:47.880 --> 00:05:49.800]  不可偏離左右
[00:05:49.800 --> 00:05:54.640]  你們要走耶和華你們神所吩咐的一切道路
[00:05:54.640 --> 00:05:56.760]  使你們可以全活得福
[00:05:56.760 --> 00:05:58.440]  並使你們的日子
[00:05:58.440 --> 00:06:01.320]  在所要承受的地上得以長久
[00:06:01.320 --> 00:06:06.440]  這是耶和華你們的神所吩咐要教導你們的誡命
[00:06:06.440 --> 00:06:07.600]  律例典章
[00:06:07.600 --> 00:06:11.200]  叫你們在所有過去得違約的地上遵行
[00:06:11.200 --> 00:06:13.560]  好叫你和你的子孫
[00:06:13.960 --> 00:06:17.240]  在一生的日子都敬畏耶和華你們的神
[00:06:17.240 --> 00:06:19.720]  謹守祂的一切律例誡命
[00:06:19.720 --> 00:06:21.560]  就是我所吩咐的
[00:06:21.560 --> 00:06:24.040]  使你們的日子得以長久
[00:06:24.040 --> 00:06:26.240]  以色列你要聽
[00:06:26.240 --> 00:06:27.840]  要跟守遵行
[00:06:27.840 --> 00:06:32.040]  使你可以在那流乃遠物之地得福
[00:06:32.040 --> 00:06:34.760]  人數極其增多
[00:06:34.760 --> 00:06:39.600]  正如耶和華你列祖的神所應許的」
[00:06:41.920 --> 00:06:45.480]  我想在這幾節聖經來訓練這羣以色列人
[00:06:45.480 --> 00:06:47.600]  去提醒他們三件事
[00:06:47.600 --> 00:06:48.200]  第一
[00:06:48.200 --> 00:06:50.160]  我們作爲百姓
[00:06:50.160 --> 00:06:51.040]  作爲神的兒女
[00:06:51.040 --> 00:06:54.840]  我們必須專一地走在聖約的路上
[00:06:54.840 --> 00:06:57.240]  在這裏向着耶和華
[00:06:57.240 --> 00:06:58.480]  所走的路上
[00:06:58.480 --> 00:06:59.800]  我們不偏離左右
[00:06:59.800 --> 00:07:02.680]  只是按着神的帶領來前行
[00:07:02.680 --> 00:07:04.200]  就必能得到
[00:07:04.200 --> 00:07:05.200]  去到終點
[00:07:05.200 --> 00:07:06.480]  就必能進入迦南地
[00:07:06.480 --> 00:07:10.040]  並且當我們專心走在神所規範的路上
[00:07:10.040 --> 00:07:11.520]  我們會得到三樣福氣
[00:07:11.520 --> 00:07:13.080]  就是我們會得到存活
[00:07:13.080 --> 00:07:14.480]  在神裏面得福
[00:07:14.480 --> 00:07:17.480]  並且長久住在應許之地
[00:07:17.480 --> 00:07:19.000]  所以後來我們見到當
[00:07:19.000 --> 00:07:19.880]  以色列人叛逆
[00:07:19.880 --> 00:07:21.880]  他們失去了這個應許的地方
[00:07:21.880 --> 00:07:23.880]  第二
[00:07:23.880 --> 00:07:25.360]  「以莫西血免他的百姓」
[00:07:25.360 --> 00:07:27.880]  他說「你們和你們的子子孫孫」
[00:07:27.880 --> 00:07:28.560]  提醒他們
[00:07:28.560 --> 00:07:29.760]  不只是他們自己
[00:07:29.760 --> 00:07:32.080]  而是他們需要將這個信
[00:07:32.080 --> 00:07:32.920]  對神
[00:07:32.920 --> 00:07:34.200]  耶和華神是他們獨一的神
[00:07:34.200 --> 00:07:36.320]  這個重要的信息傳遞下去
[00:07:36.320 --> 00:07:36.800]  他說
[00:07:36.800 --> 00:07:38.280]  「你們和你們的子子孫孫
[00:07:38.280 --> 00:07:39.760]  以一生都敬畏耶和華
[00:07:39.760 --> 00:07:41.040]  只有這樣
[00:07:41.040 --> 00:07:42.280]  只有你們敬畏耶和華
[00:07:42.280 --> 00:07:44.800]  你們纔會願意服從神的誡命」
[00:07:44.800 --> 00:07:46.880]  所以在我們的信仰當中
[00:07:46.880 --> 00:07:50.440]  我們不是有條例擺在我們的面前
[00:07:50.440 --> 00:07:51.800]  要我們一條一條來跟
[00:07:51.800 --> 00:07:53.720]  而是因爲我們愛神
[00:07:53.720 --> 00:07:56.240]  所以我們纔會來跟神的誡命
[00:07:56.240 --> 00:07:57.920]  否則我們會均勞辛苦
[00:07:57.920 --> 00:08:00.080]  第三
[00:08:00.080 --> 00:08:00.960]  「以莫西血免百姓」
[00:08:00.960 --> 00:08:03.480]  他說「爲了留心和持續遵守誡命
[00:08:03.480 --> 00:08:05.400]  唯有在這樣的情況下
[00:08:05.400 --> 00:08:07.000]  以色列人才能夠在應許之地
[00:08:07.000 --> 00:08:09.680]  長久享受神所賜予他們的福氣」
[00:08:11.160 --> 00:08:12.960]  又去到《祿章》第四和第五節
[00:08:12.960 --> 00:08:15.800]  我告訴他們
[00:08:15.800 --> 00:08:19.280]  守約的關鍵和核心
[00:08:19.280 --> 00:08:20.480]  我們守約
[00:08:20.480 --> 00:08:22.240]  但是這個約是什麼呢?
[00:08:22.240 --> 00:08:26.000]  以色列人怎樣才能夠
[00:08:26.000 --> 00:08:27.120]  不偏離左右
[00:08:27.120 --> 00:08:28.520]  一生敬畏耶和華
[00:08:28.520 --> 00:08:30.640]  和持續遵守他的誡命呢?
[00:08:30.640 --> 00:08:33.200]  今天在現代的猶太人
[00:08:33.200 --> 00:08:35.880]  有613條戒律要遵守
[00:08:35.880 --> 00:08:39.960]  我想下一次要遵守613條戒律
[00:08:39.960 --> 00:08:41.240]  不知它的動力從何而來
[00:08:41.240 --> 00:08:44.720]  今天你加入報道會
[00:08:44.720 --> 00:08:46.440]  就應該有7條信仰
[00:08:46.440 --> 00:08:49.040]  不過要看清楚那7條信仰
[00:08:49.040 --> 00:08:50.160]  原來也不容易
[00:08:50.160 --> 00:08:53.480]  你真的要跟着那7條信仰去持守
[00:08:53.480 --> 00:08:57.440]  什麼動力能夠讓人
[00:08:57.440 --> 00:08:59.440]  一生不偏離左右
[00:08:59.440 --> 00:09:00.920]  敬畏耶和華呢?
[00:09:00.920 --> 00:09:04.640]  有一次我帶一個聖地團在耶路撒冷
[00:09:04.640 --> 00:09:05.520]  通常都是這樣
[00:09:05.520 --> 00:09:08.720]  一定會安排在耶路撒冷過一次安息日
[00:09:09.360 --> 00:09:10.960]  去過的人都知道
[00:09:10.960 --> 00:09:12.800]  在安息日猶太人不可以工作
[00:09:12.800 --> 00:09:15.320]  其中一條戒律就是
[00:09:15.320 --> 00:09:19.280]  你的手指按着升降機的按鈕是一個工作
[00:09:19.280 --> 00:09:20.680]  所以是不能做的
[00:09:20.680 --> 00:09:22.760]  我想如果去過的人
[00:09:22.760 --> 00:09:23.680]  每個人都玩過了
[00:09:23.680 --> 00:09:24.640]  就站在升降機那裏
[00:09:24.640 --> 00:09:26.160]  讓它自動開門
[00:09:26.160 --> 00:09:27.480]  然後你走進去之後
[00:09:27.480 --> 00:09:29.200]  你怎麼按它都不關門
[00:09:29.200 --> 00:09:30.800]  等它關閉之後
[00:09:30.800 --> 00:09:31.920]  就逐層停
[00:09:31.920 --> 00:09:34.360]  現代猶太人都很忙
[00:09:34.360 --> 00:09:36.880]  但是這條規律不可以不守
[00:09:36.880 --> 00:09:39.320]  但是他們想了一個辦法
[00:09:39.640 --> 00:09:40.840]  我記得那次我去的時候
[00:09:40.840 --> 00:09:42.080]  一個穿得很漂亮
[00:09:42.080 --> 00:09:44.160]  我想安息日他們慶祝很大
[00:09:44.160 --> 00:09:46.320]  所以他穿得很漂亮的一個猶太女士
[00:09:46.320 --> 00:09:47.280]  她走過來
[00:09:47.280 --> 00:09:48.520]  她說不好意思
[00:09:48.520 --> 00:09:50.120]  你可不可以幫幫忙
[00:09:50.120 --> 00:09:51.600]  我說你想怎樣呢
[00:09:51.600 --> 00:09:52.880]  幫我按着升降機
[00:09:52.880 --> 00:09:54.120]  我們有部安息升降機
[00:09:54.120 --> 00:09:55.320]  她說我趕時間
[00:09:55.320 --> 00:09:58.480]  於是我們幫她按着升降機
[00:09:58.480 --> 00:10:00.040]  我們繼續聊天
[00:10:00.040 --> 00:10:02.440]  她說Excuse me
[00:10:02.440 --> 00:10:05.600]  她說你可不可以進去幫我按幾層樓
[00:10:05.600 --> 00:10:08.880]  於是我就想
[00:10:08.880 --> 00:10:10.680]  那她是否在守安息日呢
[00:10:10.680 --> 00:10:15.440]  她不能做的
[00:10:15.440 --> 00:10:16.960]  不過她叫你幫我做
[00:10:16.960 --> 00:10:20.200]  我相信在我們的人生裏面
[00:10:20.200 --> 00:10:22.400]  有時我們面對神的要求時
[00:10:22.400 --> 00:10:23.680]  我們會不會
[00:10:23.680 --> 00:10:26.240]  都好像因爲我們要回應現代社會的需要
[00:10:26.240 --> 00:10:29.440]  於是我們想了一些辦法去改變了
[00:10:29.440 --> 00:10:32.600]  我們要持守的律例和戒令
[00:10:32.600 --> 00:10:38.040]  是什麼驅使一些人能夠長遠遵守神的戒令和律例
[00:10:38.040 --> 00:10:41.560]  又或者是什麼能夠驅使我們在信仰當中
[00:10:41.560 --> 00:10:43.760]  我們堅持不懈地
[00:10:43.760 --> 00:10:46.080]  持守神對我們的要求
[00:10:46.080 --> 00:10:49.600]  在第六章第四節
[00:10:49.600 --> 00:10:53.320]  他說:以色列人要停搖晃我的神是獨一的主
[00:10:53.320 --> 00:10:56.120]  你要盡心、儘性、盡力
[00:10:56.120 --> 00:10:57.400]  愛搖晃你的神
[00:10:57.400 --> 00:10:58.960]  第四、第五節
[00:10:58.960 --> 00:11:01.600]  這兩節經文對現代正統的猶太人來說很重要
[00:11:01.600 --> 00:11:03.120]  他們每天都讀
[00:11:03.120 --> 00:11:05.120]  他們讀的原因就是他們要告訴神
[00:11:05.120 --> 00:11:07.400]  他們每一天都甘心樂意
[00:11:07.400 --> 00:11:09.400]  心無旁騖
[00:11:09.400 --> 00:11:11.560]  毫不保留地愛神
[00:11:11.560 --> 00:11:13.600]  真的
[00:11:13.600 --> 00:11:17.880]  只有愛才能夠讓我們毫無保留地持守聖約
[00:11:17.880 --> 00:11:22.600]  只有愛才能讓我們持續不懈地面對我們人生
[00:11:22.600 --> 00:11:26.120]  縱然有很多困難、挑戰
[00:11:26.120 --> 00:11:28.640]  甚至看不到很多人所謂的福氣
[00:11:28.640 --> 00:11:31.120]  我們仍然愛我們的神
[00:11:31.120 --> 00:11:32.880]  摩西提醒以色列民
[00:11:32.880 --> 00:11:36.360]  他們必須從個人內心培養對神的愛
[00:11:36.360 --> 00:11:39.760]  用這個方法開始這件事
[00:11:39.760 --> 00:11:42.680]  從我們的內心我們要建立對神那份愛
[00:11:42.680 --> 00:11:44.360]  然後將這份愛
[00:11:44.360 --> 00:11:48.920]  在我們整個人的生活當中展現出來
[00:11:48.920 --> 00:11:53.400]  而這個展現包括在我們所有擁有的一切東西
[00:11:53.400 --> 00:11:55.240]  都放在守約的層面裏面
[00:11:55.240 --> 00:11:57.600]  即是說今天我們的信仰並不分割
[00:11:57.600 --> 00:11:59.080]  我們是基督徒
[00:11:59.080 --> 00:12:00.560]  我們整個生命就屬於神
[00:12:00.560 --> 00:12:02.960]  沒有任何東西不在神的方面
[00:12:02.960 --> 00:12:04.120]  而我要保留
[00:12:04.120 --> 00:12:08.080]  是由我自己來決定
[00:12:08.080 --> 00:12:09.800]  也就是說遵守聖約
[00:12:09.800 --> 00:12:13.280]  需要直根在我們的心
[00:12:13.280 --> 00:12:15.600]  而所引發的守約行爲
[00:12:15.600 --> 00:12:19.280]  就遍及我們生命每一個層面
[00:12:19.280 --> 00:12:20.040]  所以我們可以想想
[00:12:20.040 --> 00:12:21.640]  今天在我們的婚姻關係上
[00:12:21.640 --> 00:12:26.200]  我們是否展現我們對神的愛?
[00:12:26.200 --> 00:12:27.400]  在親子關係裏面
[00:12:27.400 --> 00:12:30.160]  我們是否展現我們對神的愛?
[00:12:30.160 --> 00:12:32.640]  在我們的工作上
[00:12:32.640 --> 00:12:35.760]  我們是否展現我們對神的愛?
[00:12:35.760 --> 00:12:39.440]  在我們擁有的權利當中
[00:12:39.440 --> 00:12:42.000]  我們是否也展現我們對神的愛?
[00:12:42.000 --> 00:12:43.960]  在金錢上的運用
[00:12:43.960 --> 00:12:47.680]  我們是否也在展現我們對神的愛?
[00:12:47.680 --> 00:12:49.120]  在我們生活的每一個層面
[00:12:49.120 --> 00:12:50.480]  我們的實踐
[00:12:50.480 --> 00:12:55.880]  是否能夠將神的愛彰顯出來?
[00:12:55.880 --> 00:12:56.840]  所以摩西就說
[00:12:56.840 --> 00:12:59.240]  原來守約有不同的層面
[00:12:59.240 --> 00:13:00.120]  在六至九節
[00:13:00.120 --> 00:13:03.720]  「我今日吩咐你們將這些話都要記在心上
[00:13:03.720 --> 00:13:06.240]  也要殷勤教導你的兒女
[00:13:06.240 --> 00:13:07.480]  無論你坐在家裏
[00:13:07.480 --> 00:13:08.400]  走在路上
[00:13:08.400 --> 00:13:11.000]  躺下起來都要嚴重
[00:13:11.000 --> 00:13:12.920]  要厚在手上作記號
[00:13:12.920 --> 00:13:14.000]  戴在頭
[00:13:14.000 --> 00:13:16.080]  戒在額上作經盒
[00:13:16.080 --> 00:13:21.240]  又要寫在你房的門框上和城門上」
[00:13:21.240 --> 00:13:24.440]  摩西在這幾節經文提到
[00:13:24.440 --> 00:13:25.840]  對聖約的僞身
[00:13:25.840 --> 00:13:28.480]  必須滲透入當日的以色列人
[00:13:28.480 --> 00:13:30.640]  每一個生活的層面
[00:13:30.640 --> 00:13:32.680]  當然也要滲透入
[00:13:32.680 --> 00:13:37.200]  今天我們每一個熟悉他的人的生活層面
[00:13:37.200 --> 00:13:42.440]  摩西說對聖約的僞身是整個家庭的事
[00:13:42.440 --> 00:13:44.080]  今天在現代人的信仰裏
[00:13:44.080 --> 00:13:45.280]  我們很多時候覺得
[00:13:45.280 --> 00:13:47.120]  這個信仰是我的事
[00:13:47.120 --> 00:13:49.320]  我和主親近
[00:13:49.320 --> 00:13:50.440]  我的太太和主親近
[00:13:50.440 --> 00:13:52.000]  就是他自己的問題
[00:13:52.000 --> 00:13:53.080]  或者我父母和兒子
[00:13:53.080 --> 00:13:54.440]  這是他個人和神的關係
[00:13:54.440 --> 00:13:55.680]  但這裏告訴我們
[00:13:55.680 --> 00:13:59.520]  原來對聖約的僞身是整個家庭的事
[00:13:59.520 --> 00:14:00.560]  在當時以色列人說過
[00:14:00.560 --> 00:14:02.920]  這個必須作爲家分
[00:14:02.920 --> 00:14:04.480]  從小就教導兒女
[00:14:04.480 --> 00:14:08.320]  讓他們能夠從小認識神的教導和要求
[00:14:08.320 --> 00:14:12.080]  而自己必須以身作則
[00:14:12.080 --> 00:14:12.880]  今天
[00:14:12.880 --> 00:14:15.920]  請問我們有沒有教導我們的兒女
[00:14:15.920 --> 00:14:18.160]  遵守神的教訓
[00:14:18.160 --> 00:14:19.080]  而我自己
[00:14:19.080 --> 00:14:21.160]  也在整個我的生命當中
[00:14:21.160 --> 00:14:25.880]  把這個生命的原則展示出來
[00:14:25.880 --> 00:14:26.880]  第二摩西就指出
[00:14:26.880 --> 00:14:30.720]  對聖約的僞身是衆人的事
[00:14:30.720 --> 00:14:33.600]  所以要「系在手上,戴在額上」
[00:14:33.600 --> 00:14:35.720]  這並不等同於今天
[00:14:35.720 --> 00:14:36.720]  我們戴着十字架
[00:14:36.720 --> 00:14:40.320]  或者將十字架放在家中
[00:14:40.320 --> 00:14:42.560]  十字架不是一種時尚的飾物
[00:14:42.560 --> 00:14:45.960]  也不是用來展示我們自己的敬虔
[00:14:45.960 --> 00:14:48.560]  原來「系在手上,戴在額上」
[00:14:48.560 --> 00:14:49.560]  有解英家告訴我們
[00:14:49.560 --> 00:14:51.800]  其實是要將我們的信仰
[00:14:51.800 --> 00:14:54.320]  在我們的信仰羣體當中彼此提醒
[00:14:54.320 --> 00:14:56.280]  因爲我見到你額上的經合
[00:14:56.280 --> 00:14:57.160]  手上的經文
[00:14:57.160 --> 00:14:57.840]  我就被提醒
[00:14:57.840 --> 00:14:59.760]  原來我們是需要在神的面前
[00:14:59.760 --> 00:15:03.600]  一起來尊崇祂的教導
[00:15:03.600 --> 00:15:05.200]  有寫在房屋的門框上
[00:15:05.200 --> 00:15:06.600]  就是讓以色列人
[00:15:06.600 --> 00:15:07.840]  無論他們進入家中
[00:15:07.840 --> 00:15:08.760]  或者離開的時候
[00:15:08.760 --> 00:15:10.160]  他們都被提醒
[00:15:10.160 --> 00:15:11.760]  就說無論他們在家中
[00:15:11.760 --> 00:15:13.360]  在家外
[00:15:13.360 --> 00:15:15.720]  都只有一個效忠的對象
[00:15:15.720 --> 00:15:17.120]  就是耶和華神
[00:15:17.120 --> 00:15:19.640]  不是任何屬地的東西
[00:15:19.640 --> 00:15:20.400]  這告訴我們
[00:15:20.400 --> 00:15:21.760]  當我們出去工作的時候
[00:15:21.760 --> 00:15:23.600]  我們仍然記得工作的目的
[00:15:23.600 --> 00:15:25.600]  是我要回應神給我的恩典
[00:15:25.600 --> 00:15:29.200]  我要在工作中做好我的份
[00:15:29.200 --> 00:15:30.680]  並不是因爲我要賺取
[00:15:30.680 --> 00:15:33.040]  從老世而來的工資
[00:15:33.040 --> 00:15:34.600]  而是因爲我在回應神
[00:15:34.600 --> 00:15:35.760]  將我擺在這個地方
[00:15:35.760 --> 00:15:39.280]  這是我的使命
[00:15:39.280 --> 00:15:40.080]  提醒我們
[00:15:40.080 --> 00:15:41.200]  耶和華獨一的神
[00:15:41.200 --> 00:15:42.760]  祂纔是我們生命的主宰
[00:15:42.760 --> 00:15:45.960]  不是其他的地方
[00:15:45.960 --> 00:15:47.400]  寫在城門上
[00:15:47.400 --> 00:15:49.400]  和寫在房屋的門框上
[00:15:49.400 --> 00:15:50.880]  有相同的意義
[00:15:50.880 --> 00:15:53.840]  我們要將信仰延伸到整個社區
[00:15:53.840 --> 00:15:54.560]  整個羣體
[00:15:54.560 --> 00:15:55.640]  當然對以色列人來說
[00:15:55.640 --> 00:15:57.520]  因爲他們整個的國
[00:15:57.520 --> 00:15:58.560]  都是屬於神的
[00:15:58.560 --> 00:15:59.400]  今天我們不是
[00:15:59.400 --> 00:16:01.520]  所以今天我們沒有將經文
[00:16:01.520 --> 00:16:04.320]  寫在任何公衆的地方
[00:16:04.320 --> 00:16:05.280]  但從這個角度來說
[00:16:05.280 --> 00:16:06.120]  今天我們
[00:16:06.120 --> 00:16:07.040]  聖上耶穌基督的人
[00:16:07.040 --> 00:16:09.120]  我們要將信仰同樣延伸到
[00:16:09.120 --> 00:16:11.480]  今天我們所進入的社區當中
[00:16:11.480 --> 00:16:17.480]  讓這個社區知道有神在香港這個地方
[00:16:17.480 --> 00:16:22.400]  有神在這個混亂的世界裏面
[00:16:22.400 --> 00:16:23.760]  然後摩西在六章十到十二節
[00:16:23.760 --> 00:16:25.200]  他說當我們要守約的時候
[00:16:25.200 --> 00:16:28.280]  我們是會面對危機的
[00:16:28.280 --> 00:16:29.440]  在六章十到十二節
[00:16:29.440 --> 00:16:31.560]  摩西很仔細很詳盡地提醒
