
[00:00:00.000 --> 00:00:02.920]  在教會慶祝二十週年的時刻,
[00:01:53.620 --> 00:01:57.320]  跟你們說,神要繼續帶領我們向前,跟他說。
[00:01:57.320 --> 00:02:01.820]  你能夠想像二十年後生命和的光景嗎?
[00:02:01.820 --> 00:02:03.820]  可以想像嗎?
[00:02:03.820 --> 00:02:07.020]  我告訴你,無論今天我們怎麼來夢想,
[00:02:07.020 --> 00:02:09.520]  無論今天我們怎麼來計畫,
[00:02:09.520 --> 00:02:15.020]  神所能成就還是遠遠超過我們所求所想的,Amen!
[00:02:15.020 --> 00:02:19.320]  所以為什麼我們必須在我們侍奉一生的過程當中,
[00:02:19.320 --> 00:02:24.020]  都需要一步一步憑著信心來向前走?
[00:02:24.020 --> 00:02:27.320]  因為我告訴你,每一次神帶領我們走的道路,
[00:02:27.320 --> 00:02:30.820]  都是一條向來沒走過的道路。
[00:02:30.820 --> 00:02:33.520]  可是每一次當我們憑信心跟隨的時候,
[00:02:33.520 --> 00:02:37.520]  我們也發現這條道路永遠是充滿了驚喜,
[00:02:37.520 --> 00:02:41.320]  而且真的是蒙福之路,Amen!
[00:02:41.320 --> 00:02:45.320]  我還記得去年年度計畫會議的時候,我們就討論到,
[00:02:45.320 --> 00:02:52.320]  面對未來二十年,我們應當怎麼預備好來承接神心的工作呢?
[00:02:52.320 --> 00:02:58.820]  我們就越來越看見一個擴建新會堂的一個需要。
[00:02:58.820 --> 00:03:02.820]  我們在今年的時候,也已經在曲目會議,小組長會議當中,
[00:03:02.820 --> 00:03:05.820]  我們溝通過這樣一個議案。
[00:03:05.820 --> 00:03:09.820]  雖然對很多人來講,這真的是又大又難的事,
[00:03:09.820 --> 00:03:14.320]  但我們也清楚地看見對未來的發展來講,
[00:03:14.320 --> 00:03:20.320]  這是一個不能夠不認真去面對,而且去解決的問題。
[00:03:20.320 --> 00:03:24.820]  所以今天早上我們從三方面來思想這樣一個建造新會堂的計畫。
[00:03:24.820 --> 00:03:28.320]  第一個,我們看見我們有一個成長的呼聲,
[00:03:28.320 --> 00:03:31.320]  跟你們說一個成長的呼聲。
[00:03:31.320 --> 00:03:35.820]  第二點,今天生命是一個不斷成長的教會,
[00:03:35.820 --> 00:03:39.820]  這為什麼教會就發現我們教會一天到晚改來改去,
[00:03:39.820 --> 00:03:43.320]  崇拜時間,挪來挪去,為什麼?
[00:03:43.320 --> 00:03:46.820]  因為就要適應成長的需求。
[00:03:46.820 --> 00:03:50.820]  當然我知道在成長的過程當中是有很多的不方便,
[00:03:50.820 --> 00:03:53.320]  譬如說停車就是一個最大的不方便,
[00:03:53.320 --> 00:03:56.820]  所以在這裡真的要請大家多多的包容。
[00:03:56.820 --> 00:04:00.820]  這就好像在公路上修馬路的時候,
[00:04:00.820 --> 00:04:03.820]  在修路的旁邊一定有一個牌子,不是嗎?
[00:04:03.820 --> 00:04:07.820]  施工期間諸多不便,敬請包容。
[00:04:07.820 --> 00:04:10.820]  我就想到今天教會不也是如此嗎?
[00:04:10.820 --> 00:04:13.820]  神在教會的工作還沒完成,
[00:04:13.820 --> 00:04:15.820]  神仍然繼續不斷地要工作,
[00:04:15.820 --> 00:04:19.820]  我們真的需要大家來一同包容。
[00:04:19.820 --> 00:04:21.820]  不但教會的工作是如此,
[00:04:21.820 --> 00:04:24.820]  其實我也想到在你我的生命不也是如此嗎?
[00:04:24.820 --> 00:04:28.820]  神在我們每一個人身上的工作也還沒有完成。
[00:04:28.820 --> 00:04:32.320]  所以難怪有時候在教會同工的過程當中,
[00:04:32.320 --> 00:04:35.820]  難免有些不順暢的地方。
[00:04:35.820 --> 00:04:38.820]  為什麼?因為神的工作還沒完成嘛!
[00:04:38.820 --> 00:04:42.820]  所以我常常說,其實我們每一個人身上都應該掛一個牌子,
[00:04:42.820 --> 00:04:46.320]  施工期間諸多不便,敬請包容。
[00:04:46.320 --> 00:04:48.820]  真的,我們需要彼此包容,
[00:04:48.820 --> 00:04:51.820]  因為神在我們身上的工作還沒完成。
[00:04:51.820 --> 00:04:55.820]  我看見今天教會真的面對一個成長的呼聲,
[00:04:55.820 --> 00:04:57.320]  三方面。
[00:04:57.320 --> 00:05:00.320]  第一個,我們有一個成長的目標。
[00:05:00.320 --> 00:05:04.320]  我常常說我們有一個成長的目標。
[00:05:04.320 --> 00:05:06.320]  在1998年的時候,
[00:05:06.320 --> 00:05:09.820]  神很清楚地給我們教會一個成長的目標,
[00:05:09.820 --> 00:05:12.320]  那就是五千人的目標。
[00:05:12.320 --> 00:05:15.320]  其實那個時候我們教會只有五百人,
[00:05:15.320 --> 00:05:18.820]  可是我們大家在那個時候就同心合意,
[00:05:18.820 --> 00:05:22.820]  歡喜、領受,這是從神而來的目標。
[00:05:22.820 --> 00:05:24.320]  所以在那個時候,我告訴你,
[00:05:24.320 --> 00:05:25.820]  從人的角度來看,
[00:05:25.820 --> 00:05:28.320]  怎麼看都是不可能的事情。
[00:05:28.320 --> 00:05:30.320]  我們這裡又不是中國,
[00:05:30.320 --> 00:05:32.320]  也不是在台灣,到處都是中國人。
[00:05:32.320 --> 00:05:34.320]  我們在美國,
[00:05:34.320 --> 00:05:36.320]  大家住得這麼分散,
[00:05:36.320 --> 00:05:40.320]  怎麼可能在這裡建造一個五千人的教會呢?
[00:05:40.320 --> 00:05:42.320]  其實,我告訴你,
[00:05:42.320 --> 00:05:43.320]  有一段時間了,
[00:05:43.320 --> 00:05:45.320]  我都不大在講五千人,
[00:05:45.320 --> 00:05:46.820]  我告訴你,為什麼?
[00:05:46.820 --> 00:05:49.320]  因為我怎麼看都覺得不可能,
[00:05:49.320 --> 00:05:51.820]  恐怕馬上成為別人的笑柄,
[00:05:51.820 --> 00:05:54.320]  還不如不要講。
[00:05:54.320 --> 00:05:55.820]  可是我還記得那個時候,
[00:05:55.820 --> 00:05:57.820]  我開始不講這件事情的時候,
[00:05:57.820 --> 00:06:00.320]  神有一次很清楚地提醒我,
[00:06:00.320 --> 00:06:01.320]  神對我說,
[00:06:01.320 --> 00:06:03.820]  永遠不要因為你的環境,
[00:06:03.820 --> 00:06:07.320]  放棄了神對你的託付。
[00:06:07.320 --> 00:06:08.320]  從那個時候開始,
[00:06:08.320 --> 00:06:10.320]  我不敢不講,
[00:06:10.320 --> 00:06:11.820]  這神給我們的託付,
[00:06:11.820 --> 00:06:15.820]  我必須要一次一次地提出給弟兄姐妹。
[00:06:15.820 --> 00:06:16.820]  當然在這期間,
[00:06:16.820 --> 00:06:19.320]  很多弟兄姐妹會提出疑問,
[00:06:19.320 --> 00:06:21.320]  牧師為什麼是五千人,
[00:06:21.320 --> 00:06:22.820]  為什麼不三千人呢?
[00:06:22.820 --> 00:06:23.320]  如果三千人,
[00:06:23.320 --> 00:06:24.320]  我們現在已經達到了,
[00:06:24.320 --> 00:06:25.820]  弟兄姐妹。
[00:06:25.820 --> 00:06:28.320]  有人說牧師你信心太小,
[00:06:28.320 --> 00:06:30.320]  好多人對我說你信心太小了,
[00:06:30.320 --> 00:06:31.320]  怎麼可能只有五千人,
[00:06:31.320 --> 00:06:33.320]  恐怕是一萬人呢?
[00:06:33.320 --> 00:06:36.320]  能不能到一萬人我是不知道了,
[00:06:36.320 --> 00:06:37.320]  我只知道一件事情,
[00:06:37.320 --> 00:06:40.320]  神很清楚告訴我們五千人,
[00:06:40.320 --> 00:06:42.320]  那五千人之後呢?
[00:06:42.320 --> 00:06:44.320]  那我也不知道。
[00:06:44.320 --> 00:06:49.820]  我們永遠只能等候神一步一步的指引,
[00:06:49.820 --> 00:06:52.320]  但不可否認的確神在我們教會,
[00:06:52.320 --> 00:06:56.320]  是很清楚給我們五千人的意向跟目標。
[00:06:56.320 --> 00:06:59.320]  第二,我們是有一個成長的彙縱,
[00:06:59.320 --> 00:07:02.320]  跟你們說我們有一個成長的彙縱,
[00:07:02.320 --> 00:07:05.320]  當我們回頭看我們整個教會的歷史,
[00:07:05.320 --> 00:07:08.320]  我告訴你從1995年一直到如今,
[00:07:08.320 --> 00:07:10.320]  你看見我們教會成長的曲線,
[00:07:10.320 --> 00:07:14.320]  那幾乎是一直線成長曲線,
[00:07:14.320 --> 00:07:15.320]  所以我常說,
[00:07:15.320 --> 00:07:17.320]  如果這是一個上市公司的話,
[00:07:17.320 --> 00:07:20.320]  這是絕對值得你投資的地方,
[00:07:20.320 --> 00:07:23.320]  特別是當我們完成兒童中心之後,
[00:07:23.320 --> 00:07:26.320]  再加上我們把青少年分成高中部,
[00:07:26.320 --> 00:07:28.320]  初中部分別來帶領,
[00:07:28.320 --> 00:07:31.320]  我告訴你我們下一代的人數不斷的增加,
[00:07:31.320 --> 00:07:34.320]  同時新的家庭不斷的湧入在我們中間,
[00:07:34.320 --> 00:07:37.320]  從2012年我們完成兒童中心,
[00:07:37.320 --> 00:07:39.320]  一直到如今短短三年之間,
[00:07:39.320 --> 00:07:41.320]  我們增加了五百多人,
[00:07:41.320 --> 00:07:47.320]  所以現在五千人的目標已經不是一個遙不可及的夢想,
[00:07:47.320 --> 00:07:53.320]  如今五千人的目標是指日可待完成的目標,
[00:07:53.320 --> 00:07:57.320]  那你說牧師我們還可能繼續成長嗎?
[00:07:57.320 --> 00:07:58.320]  當然可能,
[00:07:58.320 --> 00:08:03.320]  事實上我常發現在我們教會我們有極大的發展的潛力,
[00:08:03.320 --> 00:08:04.320]  三方面,
[00:08:04.320 --> 00:08:09.320]  第一個我們看見從我們過去成長的紀錄來看的話,
[00:08:09.320 --> 00:08:16.320]  我們平均每年都是以5%的比例來成長,
[00:08:16.320 --> 00:08:17.320]  沒有停止過,
[00:08:17.320 --> 00:08:21.320]  每一年都是保持5%在成長,
[00:08:21.320 --> 00:08:23.320]  你不要以為5%很少,
[00:08:23.320 --> 00:08:25.320]  其實非常不容易的,
[00:08:25.320 --> 00:08:28.320]  很多的教會已經停止成長,
[00:08:28.320 --> 00:08:32.320]  而我們這麼大的教會能夠繼續保持5%成長,
[00:08:32.320 --> 00:08:35.320]  那個動力如今還存在,
[00:08:35.320 --> 00:08:36.320]  這是第一個,
[00:08:36.320 --> 00:08:37.320]  第二個原因,
[00:08:37.320 --> 00:08:41.320]  每個主日我們都不斷的有單身的一些人,
[00:08:41.320 --> 00:08:45.320]  以及年輕的家庭湧入到教會,
[00:08:45.320 --> 00:08:49.320]  可見的這個教會還不是一個老化的教會,
[00:08:49.320 --> 00:08:52.320]  還是有很新鮮的新血進來,
[00:08:52.320 --> 00:08:53.320]  第三個,
[00:08:53.320 --> 00:08:58.320]  灣區正在大量的湧入新移民,
[00:08:58.320 --> 00:09:01.320]  這為什麼我們開始新移民施工的原因,
[00:09:01.320 --> 00:09:03.320]  不但是針對新移民,
[00:09:03.320 --> 00:09:09.320]  我們也看見在灣區有許多流離失所的ABC的young adult,
[00:09:09.320 --> 00:09:10.320]  不只是teenager,
[00:09:10.320 --> 00:09:14.320]  是ABC的社青人,
[00:09:14.320 --> 00:09:17.320]  我們也看見好像流離失所在這裡,
[00:09:17.320 --> 00:09:20.320]  我們也希望這裡成為他們屬靈的家,
[00:09:20.320 --> 00:09:21.320]  所以讓我告訴你,
[00:09:21.320 --> 00:09:24.320]  我們教會仍然有極大的發展潛力,
[00:09:24.320 --> 00:09:28.320]  跟你媽說我們有很大的發展潛力,
[00:09:28.320 --> 00:09:30.320]  我們心中有極大的渴望,
[00:09:30.320 --> 00:09:32.320]  求主讓我們興起,
[00:09:32.320 --> 00:09:35.320]  能夠為主贏得這個世代,
[00:09:35.320 --> 00:09:37.320]  第三,
[00:09:37.320 --> 00:09:40.320]  我們也面對一個成長的瓶頸,
[00:09:40.320 --> 00:09:43.320]  跟你媽說我們面對一個成長的瓶頸,
[00:09:43.320 --> 00:09:48.320]  你知道我們現在所擁有的石某地這個場地雖然是很夠大,
[00:09:48.320 --> 00:09:54.320]  但是現有的設施卻不足以達到五千人的目標,
[00:09:54.320 --> 00:09:58.320]  我們現在中文堂第一堂平均四百人,
[00:09:58.320 --> 00:10:00.320]  第二堂八百人,
[00:10:00.320 --> 00:10:02.320]  第三堂六百人,
[00:10:02.320 --> 00:10:05.320]  第四堂一百五十人,
[00:10:05.320 --> 00:10:08.320]  再加上青少年三百五十人,
[00:10:08.320 --> 00:10:10.320]  兒童五百五十人,
[00:10:10.320 --> 00:10:13.320]  英語加上ignite一共一百五十人,
[00:10:13.320 --> 00:10:15.320]  剛剛好三千人,
[00:10:15.320 --> 00:10:20.320]  我們幾乎已經用盡了現有設施的極限,
[00:10:20.320 --> 00:10:23.320]  為什麼,因為大家都想擠到最好的時段,
[00:10:23.320 --> 00:10:26.320]  我請問你有誰想要下午聚會,
[00:10:26.320 --> 00:10:28.320]  有誰喜歡晚上聚會,
[00:10:28.320 --> 00:10:30.320]  更不要說禮拜六,
[00:10:30.320 --> 00:10:35.320]  連我們ignite的年輕人在禮拜天下午都想擠到早上,
[00:10:35.320 --> 00:10:37.320]  擠到現在還擠不進來,
[00:10:37.320 --> 00:10:41.320]  我們實在需要一個新的聚會的大堂,
[00:10:41.320 --> 00:10:44.320]  一個能夠容納兩千人的會堂,
[00:10:44.320 --> 00:10:47.320]  這樣我們能夠回到兩堂崇拜,
[00:10:47.320 --> 00:10:49.320]  九點跟十一點,
[00:10:49.320 --> 00:10:53.320]  那是何等美好的事情,
[00:10:53.320 --> 00:10:55.320]  都是黃金時間,
[00:10:55.320 --> 00:10:58.320]  現在的會堂我們可以給英文部,
[00:10:58.320 --> 00:11:01.320]  以及我們next generation下一代士工的發展,
[00:11:01.320 --> 00:11:04.320]  這樣子我們不但給我們自己增長的空間,
[00:11:04.320 --> 00:11:08.320]  而且中間兩堂中間可以有三十分鐘換場時間,
[00:11:08.320 --> 00:11:11.320]  能夠紓解現在停車的問題,
[00:11:11.320 --> 00:11:16.320]  否則我們很快就不能夠繼續再成長下去,
[00:11:16.320 --> 00:11:19.320]  事實上如果今天我們不早做打算,
[00:11:19.320 --> 00:11:21.320]  如果不早做計畫,
[00:11:21.320 --> 00:11:25.320]  我們就會限制自己的成長,
[00:11:25.320 --> 00:11:27.320]  舊航公園2002年的時候,
[00:11:27.320 --> 00:11:30.320]  我們正在準備購買這個地方的時候,
[00:11:30.320 --> 00:11:32.320]  我還記得很多弟兄姊妹就提出疑問說,
[00:11:32.320 --> 00:11:35.320]  牧師為什麼要買這麼大的地方,
[00:11:35.320 --> 00:11:38.320]  的確對當時的人很難了解,
[00:11:38.320 --> 00:11:41.320]  只是一千三百人的會眾,
[00:11:41.320 --> 00:11:42.320]  還包括小孩,
[00:11:42.320 --> 00:11:44.320]  怎麼要買這麼大的地方,
[00:11:44.320 --> 00:11:46.320]  不是有點大而無當嗎,
[00:11:46.320 --> 00:11:47.320]  你知道我們剛剛搬進來的時候,
[00:11:47.320 --> 00:11:49.320]  覺得這裡像冰箱一樣,
[00:11:49.320 --> 00:11:50.320]  太大了,
[00:11:50.320 --> 00:11:52.320]  我們竟然沒有幾隻小貓在這裡,
[00:11:52.320 --> 00:11:54.320]  為什麼要買這麼大的地方,
[00:11:54.320 --> 00:11:56.320]  當初很多人質疑這些,
[00:11:56.320 --> 00:11:57.320]  但為什麼要買,
[00:11:57.320 --> 00:12:00.320]  就是因為我們想到五千人,
[00:12:00.320 --> 00:12:02.320]  我們想到五千人的目標,
[00:12:02.320 --> 00:12:04.320]  你怎麼能買一個小地方,
[00:12:04.320 --> 00:12:06.320]  憑著信心我們勇敢的跨越,
[00:12:06.320 --> 00:12:08.320]  買了這個地方,
[00:12:08.320 --> 00:12:12.320]  結果今天我們才能擁有這麼美好的設施來聚會,
[00:12:12.320 --> 00:12:15.320]  但今天我們來到同樣一個關口,
[00:12:15.320 --> 00:12:16.320]  你知道嗎,
[00:12:16.320 --> 00:12:19.320]  我們也需要為教會的未來,
[00:12:19.320 --> 00:12:22.320]  一同來籌劃,
[00:12:22.320 --> 00:12:23.320]  一同來衛生,
[00:12:23.320 --> 00:12:25.320]  一同陪伴我們自己,
[00:12:25.320 --> 00:12:30.320]  這樣我們才可能衛生完成五千人的目標,
[00:12:30.320 --> 00:12:32.320]  我還記得有一次,
[00:12:32.320 --> 00:12:35.320]  有位牧師在分享的時候,
[00:12:35.320 --> 00:12:38.320]  他講了一句話讓我很感動,
[00:12:38.320 --> 00:12:41.320]  他說教會存在的目的,
[00:12:41.320 --> 00:12:44.320]  是為了那些還沒有進到教會的人,
[00:12:44.320 --> 00:12:46.320]  我再說一次,
[00:12:46.320 --> 00:12:48.320]  教會存在的目的,
[00:12:48.320 --> 00:12:53.320]  是為了那些還沒有進到教會的人,
[00:12:53.320 --> 00:12:55.320]  哇,
[00:12:55.320 --> 00:12:58.320]  你我能有這樣的遠見嗎,
[00:12:58.320 --> 00:13:01.320]  能夠看見在這裡五千人,
[00:13:01.320 --> 00:13:05.320]  包括那些現在還沒有來到我們中間的人,
[00:13:05.320 --> 00:13:09.320]  能夠與我們一同敬拜這位永活的真神,
[00:13:09.320 --> 00:13:11.320]  那是何等榮耀的事情,
[00:13:11.320 --> 00:13:12.320]  你們,
[00:13:12.320 --> 00:13:13.320]  所以第一個,
[00:13:13.320 --> 00:13:15.320]  我們有一個成長的呼聲,
[00:13:15.320 --> 00:13:16.320]  第二個,
[00:13:16.320 --> 00:13:18.320]  我們有一個榮耀的意象,
[00:13:18.320 --> 00:13:22.320]  跟你們說我們有一個榮耀的意象,
[00:13:22.320 --> 00:13:24.320]  對我來講,
[00:13:24.320 --> 00:13:27.320]  光有一個成長的呼聲是不夠的,
[00:13:27.320 --> 00:13:28.320]  在我靈的裡面,
[00:13:28.320 --> 00:13:32.320]  我知道我必須要有神的應徵,
[00:13:32.320 --> 00:13:34.320]  所以雖然建堂委員會,
[00:13:34.320 --> 00:13:36.320]  其實為這件事情我們籌劃了很久,
[00:13:36.320 --> 00:13:39.320]  可是我一直沒有開始推動,
[00:13:39.320 --> 00:13:40.320]  為什麼,
[00:13:40.320 --> 00:13:42.320]  因為我在身邊對神說,
[00:13:42.320 --> 00:13:43.320]  主啊,
[00:13:43.320 --> 00:13:46.320]  你一定要告訴我的原因,
[00:13:46.320 --> 00:13:47.320]  為什麼,
[00:13:47.320 --> 00:13:50.320]  為什麼要建這樣會堂呢,
[00:13:50.320 --> 00:13:52.320]  因為如果你不告訴我為什麼要建這個會堂,
[00:13:52.320 --> 00:13:55.320]  那我怎麼去回答弟兄姊妹說,
[00:13:55.320 --> 00:13:58.320]  為什麼要建這個會堂呢,
[00:13:58.320 --> 00:14:00.320]  有好長一段時間,
[00:14:00.320 --> 00:14:03.320]  我不斷地禱告呼求,
[00:14:03.320 --> 00:14:06.320]  可是神好像都沒有回答我,
[00:14:06.320 --> 00:14:11.320]  我好像處在一個黑雲籠罩的環境當中,
[00:14:11.320 --> 00:14:14.320]  看不見任何出路,
[00:14:14.320 --> 00:14:16.320]  直到上個月,
[00:14:16.320 --> 00:14:21.320]  我還記得有一天晚上我在開車的時候,
[00:14:21.320 --> 00:14:25.320]  一邊開車我就真的在神面大聲呼喊,
[00:14:25.320 --> 00:14:29.320]  如果你從來沒有在神面大聲呼喊過,
[00:14:29.320 --> 00:14:32.320]  我真的建議有時候可以做做看,
[00:14:32.320 --> 00:14:33.320]  在舊約聖經裡面,
[00:14:33.320 --> 00:14:38.320]  你看多少次當以色列軍隊在面對敵人攻擊的時候,
[00:14:38.320 --> 00:14:40.320]  以色列人大聲呼喊,
[00:14:40.320 --> 00:14:44.320]  結果神就為以色列人偵探擊敗仇敵,
[00:14:44.320 --> 00:14:48.320]  那天晚上我真的在神面大聲呼喊,
[00:14:48.320 --> 00:14:49.320]  我說主啊,
[00:14:49.320 --> 00:14:51.320]  祢是為我開路的神,
[00:14:51.320 --> 00:14:54.320]  祢要顯明祢的心意在我的面前,
[00:14:54.320 --> 00:14:56.320]  祢到底要我幹什麼,
[00:14:56.320 --> 00:14:58.320]  我在神面真的呼喊,
[00:14:58.320 --> 00:14:59.320]  我說主啊,
[00:14:59.320 --> 00:15:02.320]  求祢要顯明祢的道路,
[00:15:02.320 --> 00:15:04.320]  結果很奇妙,
[00:15:04.320 --> 00:15:07.320]  忽然間在我眼前,
[00:15:07.320 --> 00:15:10.320]  好像神讓我看見一個字,
[00:15:10.320 --> 00:15:12.320]  那還是一個希伯來文,
[00:15:12.320 --> 00:15:14.320]  Shakaina,
[00:15:14.320 --> 00:15:18.320]  你知道這對我來講是一個很不尋常的事,
[00:15:18.320 --> 00:15:21.320]  因為我是很少見到什麼異夢跟靈感,
[00:15:21.320 --> 00:15:22.320]  很少的,
[00:15:22.320 --> 00:15:26.320]  可是那天神好像很清楚擺在我面前,
[00:15:26.320 --> 00:15:27.320]  這個是Shakaina,
[00:15:27.320 --> 00:15:30.320]  但是這個字其實我是蠻陌生的,
[00:15:30.320 --> 00:15:33.320]  我只記得以前我曾經好像看過這個字,
[00:15:33.320 --> 00:15:36.320]  但是我不大確定這個字是什麼意思,
[00:15:36.320 --> 00:15:40.320]  事實上我一開始連這個字怎麼發音我都不會發,
[00:15:40.320 --> 00:15:42.320]  我根本搞不清楚這怎麼回事情,
[00:15:42.320 --> 00:15:45.320]  我只是很清楚看見這樣一個字,
[00:15:45.320 --> 00:15:47.320]  回到家,
[00:15:47.320 --> 00:15:50.320]  馬上我去查考這個字,
[00:15:50.320 --> 00:15:52.320]  原來Shakaina,
[00:15:52.320 --> 00:15:53.320]  我們下一個字看,
[00:15:53.320 --> 00:15:54.320]  Shakaina什麼意思呢?
[00:15:54.320 --> 00:15:57.320]  是神在地上的居所,
[00:15:57.320 --> 00:15:59.320]  各位同學說來,
[00:15:59.320 --> 00:16:01.320]  神在地上的居所,
[00:16:01.320 --> 00:16:02.320]  哇,
[00:16:02.320 --> 00:16:04.320]  這何等奇妙,
[00:16:04.320 --> 00:16:07.320]  這不就是當初我們開始生命和靈良堂的時候,
[00:16:07.320 --> 00:16:09.320]  神放在我心中的渴望嗎?
[00:16:09.320 --> 00:16:10.320]  主啊,
[00:16:10.320 --> 00:16:14.320]  但願這個教會成為你榮耀同在彰顯的地方嗎?
[00:16:14.320 --> 00:16:18.320]  我又再回到聖經裡面去查考聖經,
[00:16:18.320 --> 00:16:19.320]  我就發現,
[00:16:19.320 --> 00:16:23.320]  雖然Shakaina這個字本身沒有出現在聖經的裡面,
[00:16:23.320 --> 00:16:31.320]  但猶太教的學子們常常用這個字來形容神榮耀同在彰顯的光景,
[00:16:31.320 --> 00:16:36.320]  初埃及記第40章34到38節,
[00:16:36.320 --> 00:16:39.320]  我們看當時雲彩遮蓋了檜木,
[00:16:39.320 --> 00:16:42.320]  耶和華的榮光就充滿了葬墓,
[00:16:42.320 --> 00:16:45.320]  摩西不能進檜木因為雲彩停在旗上,
[00:16:45.320 --> 00:16:48.320]  並且耶和華的榮光充滿了葬墓,
[00:16:48.320 --> 00:16:50.320]  我們跳到38節,
[00:16:50.320 --> 00:16:54.320]  日間耶和華的雲彩是在葬墓以上,
[00:16:54.320 --> 00:16:56.320]  夜間雲中有火,
[00:16:56.320 --> 00:16:58.320]  在以色列全家的眼前,
[00:16:58.320 --> 00:17:01.320]  在他們所行的路上都是這樣,
[00:17:01.320 --> 00:17:07.320]  我們看見這裡的雲彩就被稱為是Shakaina Glory,
[00:17:07.320 --> 00:17:10.320]  神榮耀的同在充滿,
[00:17:10.320 --> 00:17:13.320]  像雲彩一樣充滿在整個聖殿,
[00:17:13.320 --> 00:17:17.320]  而且四面圍繞著以色列百姓,
[00:17:17.320 --> 00:17:19.320]  是為了引導祂的百姓,
[00:17:19.320 --> 00:17:21.320]  是為了保護祂的百姓,
[00:17:21.320 --> 00:17:23.320]  Shakaina Glory,
[00:17:23.320 --> 00:17:27.320]  這段聖經就是要描述Shakaina Glory,
[00:17:27.320 --> 00:17:30.320]  神同在的榮耀彰顯,
[00:17:30.320 --> 00:17:32.320]  到了索隆王建奠聖殿的時候,
[00:17:32.320 --> 00:17:33.320]  剛才我們讀的聖經,
[00:17:33.320 --> 00:17:35.320]  歷代之下第七章,
[00:17:35.320 --> 00:17:36.320]  第一節到第三節,
[00:17:36.320 --> 00:17:37.320]  同樣講到,
[00:17:37.320 --> 00:17:39.320]  當索隆王先禱告完畢,
[00:17:39.320 --> 00:17:41.320]  就火從天上降下來,
[00:17:41.320 --> 00:17:43.320]  耶和華的榮光充滿了聖殿,
[00:17:43.320 --> 00:17:44.320]  因為耶和華的榮光充滿了聖殿,
[00:17:44.320 --> 00:17:46.320]  祭司都不能進殿,
[00:17:46.320 --> 00:17:50.320]  列王紀上第八章十一節補充來說明,
[00:17:50.320 --> 00:17:51.320]  我們看,
[00:17:51.320 --> 00:17:53.320]  甚至祭司不能夠站立供詞,
[00:17:53.320 --> 00:17:54.320]  為什麼?
[00:17:54.320 --> 00:17:57.320]  因為耶和華的榮光充滿了聖殿,
[00:17:57.320 --> 00:18:01.320]  這裡耶和華的榮光如同雲彩充滿聖殿,
[00:18:01.320 --> 00:18:04.320]  Again,這裡是Shakaina Glory,
[00:18:04.320 --> 00:18:08.320]  講到神同在的榮耀充滿的一個現象,
[00:18:08.320 --> 00:18:11.320]  神的同在的榮耀充滿在聖殿當中,
