
[00:00:00.000 --> 00:00:03.080]  年青的時候我上主一學
[00:02:13.240 --> 00:02:14.720]  準確的答案
[00:02:14.720 --> 00:02:17.120]  可能是不應該這樣問的
[00:02:17.120 --> 00:02:18.840]  真正的答案可能就是
[00:02:18.840 --> 00:02:23.000]  我們應該過一個比律法更加超越的生活
[00:02:23.000 --> 00:02:25.360]  既然我們比律法更加超越的時候
[00:02:25.360 --> 00:02:27.760]  我們就不需要回到律法那裡
[00:02:27.760 --> 00:02:29.800]  正如當你讀三年級的時候
[00:02:29.800 --> 00:02:33.760]  就不需要重讀幼稚園一年級的課程
[00:02:33.760 --> 00:02:35.440]  所以今天我講的題目是
[00:02:35.440 --> 00:02:37.960]  「持守」和「超越」
[00:02:37.960 --> 00:02:39.080]  讓我們一起在神面前
[00:02:39.080 --> 00:02:40.400]  先有禱告吧
[00:02:40.400 --> 00:02:45.720]  七天主教我們每個弟兄姊妹
[00:02:45.720 --> 00:02:47.480]  能夠遵守真理
[00:02:47.480 --> 00:02:49.280]  行在真理裏面
[00:02:49.280 --> 00:02:52.920]  但更加教我們有一個更超越的生活
[00:02:52.920 --> 00:02:55.280]  是我們生活裏流露出的「異」
[00:02:55.280 --> 00:02:57.800]  是比昔日的文士、法利賽人
[00:02:57.800 --> 00:03:00.800]  比很多敬虔的人更加「異」
[00:03:00.800 --> 00:03:03.040]  願你幫助我們、紀念我們
[00:03:03.040 --> 00:03:06.680]  讓我們明白神給我們天國的憲法
[00:03:06.680 --> 00:03:08.720]  這些憲章裏面的教導
[00:03:08.720 --> 00:03:10.160]  奉耶穌基督的名頭
[00:03:10.160 --> 00:03:12.160]  (好)
[00:03:12.160 --> 00:03:14.400]  主耶穌基督一開始就講出了
[00:03:14.400 --> 00:03:15.600]  也指出了
[00:03:15.600 --> 00:03:17.320]  祂不是一個革命家
[00:03:17.320 --> 00:03:20.720]  祂不是要將所有舊的東西都改掉
[00:03:20.720 --> 00:03:22.520]  祂和所有猶太人一樣
[00:03:22.520 --> 00:03:24.520]  祂作為一位猶太人
[00:03:24.520 --> 00:03:29.000]  祂很重視神透過摩西所頒布的律法
[00:03:29.000 --> 00:03:31.520]  但作為神所差來的尼塞亞
[00:03:31.520 --> 00:03:34.120]  當神的國降臨的時候
[00:03:34.120 --> 00:03:35.760]  祂指出了神的國
[00:03:35.760 --> 00:03:39.320]  不是只要棄舊養新
[00:03:39.320 --> 00:03:41.280]  將所有東西都改掉
[00:03:41.280 --> 00:03:44.440]  就好像地上一些新的政權誕生的時候
[00:03:44.440 --> 00:03:46.760]  一上場就改完易設
[00:03:46.760 --> 00:03:48.520]  取消所有舊的律法
[00:03:48.520 --> 00:03:51.400]  頒布全新的憲法
[00:03:51.400 --> 00:03:54.120]  耶穌基督很重視舊約的律法
[00:03:54.120 --> 00:03:55.400]  因為對祂來說
[00:03:55.400 --> 00:03:58.720]  舊約的律法是神所頒布的律法
[00:03:58.720 --> 00:04:00.280]  是從神而來的
[00:04:00.280 --> 00:04:01.200]  因為這樣的緣故
[00:04:01.200 --> 00:04:02.320]  祂告訴門徒
[00:04:02.320 --> 00:04:04.120]  律法裏面的一點一滑
[00:04:04.120 --> 00:04:05.600]  都不能夠廢除
[00:04:05.600 --> 00:04:07.520]  都要成全
[00:04:07.520 --> 00:04:09.360]  並且祂告訴門徒
[00:04:09.360 --> 00:04:12.840]  就算是戒命當中最少的一條
[00:04:12.840 --> 00:04:14.440]  都要來遵守
[00:04:14.440 --> 00:04:16.560]  既然最少的都要遵守
[00:04:16.560 --> 00:04:18.320]  那麼其他所有的戒命
[00:04:18.320 --> 00:04:20.920]  同樣都應該被遵守
[00:04:20.920 --> 00:04:22.640]  接著耶穌基督在二十字那裡
[00:04:22.640 --> 00:04:24.240]  就告訴門徒
[00:04:24.240 --> 00:04:26.440]  天國的憲法是甚麼呢
[00:04:26.440 --> 00:04:27.360]  祂告訴我們
[00:04:27.360 --> 00:04:31.520]  我們要活出一個比舊約更加超越的生活
[00:04:31.520 --> 00:04:34.640]  律法關心的是外表的行為
[00:04:34.640 --> 00:04:39.000]  神的國關心的是人心裏面的內心
[00:04:39.000 --> 00:04:41.160]  律法只是看見外表
[00:04:41.160 --> 00:04:45.080]  但是神的國看的是人內在的那份動機
[00:04:45.080 --> 00:04:47.040]  因此門徒的生活
[00:04:47.040 --> 00:04:50.280]  要比民事和法理賽人更加有意
[00:04:50.280 --> 00:04:54.480]  這樣才能顯出神的國的超越
[00:04:54.480 --> 00:04:56.680]  在二十一至四十八節裡
[00:04:56.680 --> 00:04:59.280]  也在剛才讀經文裡
[00:04:59.280 --> 00:05:01.180]  耶穌說了六方面
[00:05:01.180 --> 00:05:02.280]  在我們生活裡
[00:05:02.280 --> 00:05:07.180]  如何顯出我們超越民事和法利財人的疑
[00:05:07.180 --> 00:05:10.880]  這六方面都有一個公式作為開始
[00:05:10.880 --> 00:05:11.980]  這個公式就是
[00:05:11.980 --> 00:05:14.480]  你聽見有些話這樣說
[00:05:14.480 --> 00:05:15.480]  然後就是
[00:05:15.480 --> 00:05:18.680]  但是我要告訴你
[00:05:18.680 --> 00:05:20.480]  第一方面,耶穌說的
[00:05:20.480 --> 00:05:25.880]  就是討論到殺人和動腦
[00:05:25.880 --> 00:05:27.980]  民事和法利財人指出了
[00:05:27.980 --> 00:05:30.980]  神的律法沒有禁止殺人
[00:05:30.980 --> 00:05:32.880]  但是神的律法沒有說過
[00:05:32.880 --> 00:05:34.880]  我們不可以罵人
[00:05:34.880 --> 00:05:37.280]  今天我們社會的法律也是一樣的
[00:05:37.280 --> 00:05:40.180]  社會人士認為罵人和說髒話
[00:05:40.180 --> 00:05:41.880]  是沒有問題的
[00:05:41.880 --> 00:05:44.780]  因此我們常常在電視新聞裡面
[00:05:44.780 --> 00:05:47.480]  看見議員說很多不禮貌的話
[00:05:47.480 --> 00:05:49.480]  甚至做很多不禮貌的行為
[00:05:49.480 --> 00:05:51.180]  而我們社會強調的
[00:05:51.180 --> 00:05:54.380]  只要在法律上是沒有禁止的
[00:05:54.380 --> 00:05:55.780]  我們都可以做
[00:05:55.780 --> 00:05:57.580]  所以當我們坐火車的時候
[00:05:57.580 --> 00:05:58.880]  或者坐地鐵的時候
[00:05:58.880 --> 00:06:00.180]  和別人碰到
[00:06:00.180 --> 00:06:01.980]  他踩到我,我又踩到他
[00:06:01.980 --> 00:06:03.980]  於是我們就搓則口角
[00:06:03.980 --> 00:06:05.780]  計則就說髒話
[00:06:05.780 --> 00:06:07.680]  只要你不動手
[00:06:07.680 --> 00:06:09.180]  就沒有人能罵你
[00:06:09.180 --> 00:06:11.980]  所以這就是我們社會裡面的標準
[00:06:11.980 --> 00:06:13.680]  但是耶穌基督指出了
[00:06:13.680 --> 00:06:15.680]  神國裡面的兒女
[00:06:15.680 --> 00:06:19.980]  應該比民事和法利賽人所理解的摩西律法
[00:06:19.980 --> 00:06:22.780]  有更高的標準
[00:06:22.780 --> 00:06:25.280]  主耶穌在這裡指出了
[00:06:25.280 --> 00:06:27.280]  凡是向弟兄動怒的
[00:06:27.280 --> 00:06:29.280]  難免審斷
[00:06:29.280 --> 00:06:31.280]  凡是罵弟兄是拉加的
[00:06:31.280 --> 00:06:33.380]  難免公會的審斷
[00:06:33.380 --> 00:06:35.280]  凡是罵弟兄是摩利的
[00:06:35.280 --> 00:06:37.680]  難免地獄的火
[00:06:37.680 --> 00:06:40.880]  拉加是阿蘭文的音譯
[00:06:40.880 --> 00:06:44.180]  意思就是說這個人是很卑劣的
[00:06:44.180 --> 00:06:47.180]  就大概好像我們今天
[00:06:47.180 --> 00:06:50.980]  在我們社會裡面說這個人很賤
[00:06:50.980 --> 00:06:52.780]  在耶穌基督的時代裡面
[00:06:52.780 --> 00:06:55.180]  猶太人常常都用這個詞語
[00:06:55.180 --> 00:06:56.780]  來罵人的
[00:06:56.780 --> 00:06:59.380]  意思就是說
[00:06:59.380 --> 00:07:02.580]  輕視對方的一種表現
[00:07:02.580 --> 00:07:03.580]  摩利
[00:07:03.580 --> 00:07:05.380]  意思就是蠢
[00:07:05.380 --> 00:07:07.380]  換言之
[00:07:07.380 --> 00:07:09.780]  當你罵對方是拉加人摩利的時候
[00:07:09.780 --> 00:07:12.380]  這兩句話都是說他很差
[00:07:12.380 --> 00:07:15.380]  很蠢,不肖和他走在一起
[00:07:15.380 --> 00:07:17.380]  這些都是當時社會裡面
[00:07:17.380 --> 00:07:20.380]  常用罵人的說話
[00:07:20.380 --> 00:07:22.380]  耶穌基督將殺人
[00:07:22.380 --> 00:07:25.380]  和罵人是賤來做比較
[00:07:25.380 --> 00:07:27.780]  告訴我們當罵人是賤的時候
[00:07:27.780 --> 00:07:30.780]  要面對猶太公會的審斷
[00:07:30.780 --> 00:07:32.580]  當他罵人是蠢的時候
[00:07:32.580 --> 00:07:35.380]  就要面對地獄的火
[00:07:35.380 --> 00:07:36.780]  弟兄姊妹
[00:07:36.780 --> 00:07:37.780]  不知道今天
[00:07:37.780 --> 00:07:39.380]  由你起床到現在
[00:07:39.380 --> 00:07:42.780]  你有沒有動過腦呢?
[00:07:42.780 --> 00:07:44.980]  可能今天早上看到菲傭、欣傭
[00:07:44.980 --> 00:07:45.980]  做得很慢
[00:07:45.980 --> 00:07:47.780]  你就已經很生氣了
[00:07:47.780 --> 00:07:49.980]  或者今天早上去吃早餐的時候
[00:07:49.980 --> 00:07:51.380]  明明叫了A餐
[00:07:51.380 --> 00:07:53.380]  誰知道給了你B餐
[00:07:53.380 --> 00:07:55.380]  你接著想罵什麼?
[00:07:55.380 --> 00:07:58.780]  唉,他這麼蠢
[00:07:58.780 --> 00:08:00.980]  你有沒有罵過別人是賤呢?
[00:08:00.980 --> 00:08:02.580]  有沒有罵過別人是蠢呢?
[00:08:02.580 --> 00:08:07.380]  看一下旁邊的你丈夫或者妻子
[00:08:07.380 --> 00:08:09.380]  他有沒有罵過你呢?
[00:08:09.380 --> 00:08:12.380]  你心裡有數了,是不是?
[00:08:12.380 --> 00:08:14.780]  罵人賤或者罵人蠢
[00:08:14.780 --> 00:08:16.780]  是我們常有的
[00:08:16.780 --> 00:08:19.980]  當我們看到國內同胞的行為的時候
[00:08:19.980 --> 00:08:22.980]  我們心裡早就響起了這個詞語
[00:08:22.980 --> 00:08:25.380]  雖然未必在我口中說出來
[00:08:25.380 --> 00:08:29.380]  無疑國內的同胞有些行為是不對的
[00:08:29.380 --> 00:08:31.780]  不過當我們按神的話
[00:08:31.780 --> 00:08:34.180]  去反省我們自己的時候
[00:08:34.180 --> 00:08:35.580]  我們值得問
[00:08:35.580 --> 00:08:38.780]  我們有這種心態和有這種言語
[00:08:38.780 --> 00:08:41.180]  又是不是聖經的教導呢?
[00:08:41.180 --> 00:08:43.980]  還是我們隨著社會的潮流覺得
[00:08:43.980 --> 00:08:45.780]  整個社會都是這樣罵的
[00:08:45.780 --> 00:08:47.180]  為什麼我不可以罵呢?
[00:08:47.180 --> 00:08:50.980]  於是我們覺得我們罵就是對的了
[00:08:50.980 --> 00:08:53.780]  耶穌基督告訴我們不要去罵別人
[00:08:53.780 --> 00:08:55.980]  不要向別人懷怨
[00:08:55.980 --> 00:08:58.580]  而是應該與人和好
[00:08:58.580 --> 00:08:59.980]  與人和好
[00:08:59.980 --> 00:09:00.980]  耶穌基督說
[00:09:00.980 --> 00:09:03.980]  甚至比起做最神聖的事
[00:09:03.980 --> 00:09:06.980]  就是向神獻禮物、獻祭
[00:09:06.980 --> 00:09:09.980]  更加重要、更加聖潔
[00:09:09.980 --> 00:09:12.380]  所以耶穌告訴當時的門徒
[00:09:12.380 --> 00:09:13.780]  在你獻祭的時候
[00:09:13.780 --> 00:09:15.580]  你獻上禮物的時候
[00:09:15.580 --> 00:09:18.580]  想起與人懷怨的時候
[00:09:18.580 --> 00:09:20.180]  請你放下禮物
[00:09:20.180 --> 00:09:21.980]  去和他和好
[00:09:21.980 --> 00:09:23.780]  雖然我不會要求大家
[00:09:23.780 --> 00:09:25.980]  立刻離開我們的崇拜
[00:09:25.980 --> 00:09:27.980]  出去找你的仇人和好
[00:09:27.980 --> 00:09:31.780]  我怕沒有人在聽講道
[00:09:31.780 --> 00:09:33.580]  但是耶穌基督告訴我們
[00:09:33.580 --> 00:09:35.380]  什麼是重要呢?
[00:09:35.380 --> 00:09:37.980]  就是這個能夠與人和好的事
[00:09:37.980 --> 00:09:40.580]  遠比當時猶太人視為
[00:09:40.580 --> 00:09:43.980]  最重要的獻祭來得重要
[00:09:43.980 --> 00:09:45.380]  最近我們的姊妹堂
[00:09:45.380 --> 00:09:47.780]  發生了一些人事糾紛
[00:09:47.780 --> 00:09:50.380]  雖然人事糾紛已經告一段落了
[00:09:50.380 --> 00:09:52.780]  但是當我想起與彼端經文的時候
[00:09:52.780 --> 00:09:55.380]  想起耶穌基督的教導的時候
[00:09:55.380 --> 00:09:56.380]  我覺得這是一個
[00:09:56.380 --> 00:09:58.980]  很值得我們提醒的地方
[00:09:58.980 --> 00:10:00.980]  我們可能覺得很多事很重要
[00:10:00.980 --> 00:10:02.980]  我們堅持我們的看法
[00:10:02.980 --> 00:10:04.780]  堅持我們的立場
[00:10:04.780 --> 00:10:07.180]  堅持我們認為的真理
[00:10:07.180 --> 00:10:11.380]  遠比與弟兄姊妹和好來得重要
[00:10:11.380 --> 00:10:13.580]  這個值得我們反思
[00:10:13.580 --> 00:10:16.180]  最近我們去同宮退休
[00:10:16.180 --> 00:10:16.980]  在退休的時候
[00:10:16.980 --> 00:10:18.980]  我分享我們教會
[00:10:18.980 --> 00:10:20.780]  未來要走一段路
[00:10:20.780 --> 00:10:23.580]  這段路也需要神給我們恩典
[00:10:23.580 --> 00:10:24.780]  所以我們需要很好的
[00:10:24.780 --> 00:10:27.580]  先建立弟兄姊妹和好的一件事
[00:10:27.580 --> 00:10:28.380]  否則的話
[00:10:28.380 --> 00:10:29.980]  為了一個磚一個瓦
[00:10:29.980 --> 00:10:33.980]  可能我們會挫折口角,計則說粗口
[00:10:33.980 --> 00:10:35.580]  我們應該不會動手的
[00:10:35.580 --> 00:10:37.180]  再計則就拍桌子
[00:10:37.180 --> 00:10:41.380]  再計則就可能把椅子扔爛
[00:10:41.380 --> 00:10:43.180]  所以求主憐憫我們
[00:10:43.180 --> 00:10:44.380]  我們在這裡聚會
[00:10:44.380 --> 00:10:45.980]  在此敬拜
[00:10:45.980 --> 00:10:47.980]  口裡讚美神
[00:10:47.980 --> 00:10:50.580]  心裡向人懷怨
[00:10:50.580 --> 00:10:51.780]  而懷怨的對方
[00:10:51.780 --> 00:10:53.780]  又是自己的弟兄姊妹
[00:10:53.780 --> 00:10:55.580]  這個是不是合理呢?
[00:10:55.580 --> 00:10:57.980]  這個是怎樣去解釋的呢?
[00:10:57.980 --> 00:11:01.780]  而這個可能是最諷刺的一件事
[00:11:01.780 --> 00:11:03.180]  接著耶穌基督用了
[00:11:03.180 --> 00:11:06.180]  奸淫和淫孽作比較
[00:11:06.180 --> 00:11:07.580]  告訴我們
[00:11:07.580 --> 00:11:08.780]  屬神的人
[00:11:08.780 --> 00:11:10.180]  我們的生活
[00:11:10.180 --> 00:11:13.980]  應該被民事和法利賽人怎樣超越
[00:11:13.980 --> 00:11:17.580]  民事和法利賽人很重視犯奸淫的罪
[00:11:17.580 --> 00:11:18.380]  因為十誡裡面
[00:11:18.380 --> 00:11:20.580]  第七誡就很清楚告訴我們
[00:11:20.580 --> 00:11:22.180]  不可奸淫
[00:11:22.180 --> 00:11:22.980]  換言之
[00:11:22.980 --> 00:11:24.980]  在文字上面是很清楚說明
[00:11:24.980 --> 00:11:26.180]  這些是什麼
[00:11:26.180 --> 00:11:28.580]  所以對民事和法利賽人說
[00:11:28.580 --> 00:11:30.380]  要守住神的誡命
[00:11:30.380 --> 00:11:32.580]  就看你有沒有守這些東西
[00:11:32.580 --> 00:11:34.180]  在《約翰福音》第八章裡面
[00:11:34.180 --> 00:11:36.380]  我們看到民事和法利賽人
[00:11:36.380 --> 00:11:39.380]  將在行淫的時候被抓的婦人
[00:11:39.380 --> 00:11:40.980]  帶到耶穌面前
[00:11:40.980 --> 00:11:42.580]  去考問耶穌
[00:11:42.580 --> 00:11:43.980]  希望挑剔耶穌
[00:11:43.980 --> 00:11:45.380]  找到耶穌的錯
[00:11:45.380 --> 00:11:47.180]  從他們的行為裡面
[00:11:47.180 --> 00:11:48.180]  我們可以看到
[00:11:48.180 --> 00:11:50.780]  民事和法利賽人對於犯奸淫的罪
[00:11:50.780 --> 00:11:53.380]  是站得多麼沉重呢?
[00:11:53.380 --> 00:11:55.380]  但是耶穌基督告訴我們
[00:11:55.380 --> 00:11:58.980]  其實天國裡面的義是更高的
[00:11:58.980 --> 00:12:02.780]  就是當人看到婦女動了淫念的時候
[00:12:02.780 --> 00:12:06.180]  這個人的心已經犯了奸淫了
[00:12:06.180 --> 00:12:08.580]  其實這些致經文是很可怕的
[00:12:08.580 --> 00:12:09.980]  我記得我們年幼的時候
[00:12:09.980 --> 00:12:10.980]  讀聖經看到這裡的時候
[00:12:10.980 --> 00:12:12.780]  嘩!這麼厲害的
[00:12:12.780 --> 00:12:14.580]  或者對我們男性來說
[00:12:14.580 --> 00:12:16.580]  這個是我們的死穴
[00:12:16.580 --> 00:12:17.780]  所以在座當中的弟兄
[00:12:17.780 --> 00:12:19.180]  你不要在我面前說
[00:12:19.180 --> 00:12:20.180]  我沒有問題的
[00:12:20.180 --> 00:12:21.380]  這個不是我的問題
[00:12:21.380 --> 00:12:22.380]  我也是男人
[00:12:22.380 --> 00:12:24.780]  所以我絕對知道這個是我們的死穴
[00:12:24.780 --> 00:12:26.180]  當有一個美麗的女士
[00:12:26.180 --> 00:12:27.980]  在我們面前出現的時候
[00:12:27.980 --> 00:12:31.580]  男士就會目不轉睛地看著她
[00:12:31.580 --> 00:12:34.580]  集中我們所有的注意力在她身上
[00:12:34.580 --> 00:12:35.780]  那位女士就會很開心
[00:12:35.780 --> 00:12:37.580]  因為這樣就代表著她怎樣?
[00:12:37.580 --> 00:12:40.780]  好像在Facebook裡面加了一個Like
[00:12:40.780 --> 00:12:43.380]  她覺得代表著她人生的榮譽
[00:12:43.380 --> 00:12:44.980]  你看我走過的時候
[00:12:44.980 --> 00:12:47.980]  街上那些男士個個都轉過頭來
[00:12:47.980 --> 00:12:50.980]  所以中國大陸裡面有一個詞叫做回頭率
[00:12:50.980 --> 00:12:51.980]  當你走過的時候
[00:12:51.980 --> 00:12:53.980]  看到有多少個男士轉過頭來
[00:12:53.980 --> 00:12:55.780]  就代表著你多有榮譽了
[00:12:55.780 --> 00:12:57.980]  所以你投票的那些選講者是不需要的
[00:12:57.980 --> 00:12:59.580]  看看在街上有多少人回頭
[00:12:59.580 --> 00:13:02.180]  就代表著你是香港小姐了
[00:13:02.180 --> 00:13:05.180]  男士們當在眼前出現了一個女士的時候
[00:13:05.180 --> 00:13:07.380]  我們平時不是很專注
[00:13:07.380 --> 00:13:09.180]  那一刻就特別專注
[00:13:09.180 --> 00:13:11.580]  不過當我們看到我們太太的時候
[00:13:11.580 --> 00:13:13.380]  我們就會雲遊障礙的
[00:13:13.380 --> 00:13:14.980]  彷彿去了天堂那裡
[00:13:14.980 --> 00:13:18.380]  忘記了眼前最美麗的一個太太
[00:13:18.380 --> 00:13:19.780]  由此可見
[00:13:19.780 --> 00:13:21.980]  心裡面動淫念
[00:13:21.980 --> 00:13:25.780]  對弟兄來說是很嚴重的一件事
[00:13:25.780 --> 00:13:27.780]  所以主耶穌也提醒我們
[00:13:27.780 --> 00:13:29.780]  要活出天國的意義
[00:13:29.780 --> 00:13:32.380]  是要有決心的
[00:13:32.380 --> 00:13:33.180]  所以耶穌說
[00:13:33.180 --> 00:13:35.380]  如果你的右眼叫你跌倒
[00:13:35.380 --> 00:13:37.580]  就將它換出來丟棄
[00:13:37.580 --> 00:13:40.180]  寧可失去白體裡面的一體
[00:13:40.180 --> 00:13:42.980]  也不要叫全身丟在地獄裡
[00:13:42.980 --> 00:13:44.980]  如果右手叫你跌倒
[00:13:44.980 --> 00:13:46.380]  就斬掉它吧
[00:13:46.380 --> 00:13:48.380]  寧願失去白體裡面的一體
[00:13:48.380 --> 00:13:50.980]  不要叫全身下到地獄裡
[00:13:50.980 --> 00:13:53.380]  耶穌所說的是一個決心
[00:13:53.380 --> 00:13:54.980]  當我們願意在神面前
[00:13:54.980 --> 00:13:57.180]  過一個近異的生活的時候
[00:13:57.180 --> 00:13:59.580]  我們需要有決心
[00:13:59.580 --> 00:14:01.580]  我記得年輕的時候有一位弟兄
[00:14:01.580 --> 00:14:03.580]  我也分享過這個見證
[00:14:03.580 --> 00:14:05.980]  就是他是一個大近視的人
[00:14:05.980 --> 00:14:07.780]  為了保守自己
[00:14:07.780 --> 00:14:10.580]  不過一個跌倒犯罪的生活
[00:14:10.580 --> 00:14:11.980]  所以每次出門的時候
[00:14:11.980 --> 00:14:14.980]  他就會脫下深度的近視眼鏡
[00:14:14.980 --> 00:14:17.380]  我每次說的時候
[00:14:17.380 --> 00:14:20.180]  心裡面都覺得很有趣
[00:14:20.180 --> 00:14:21.780]  甚至有點愚蠢
[00:14:21.780 --> 00:14:25.380]  有時候想想會不會在街上撞到燈柱
[00:14:25.380 --> 00:14:28.580]  我們不需要學他這個榜樣
[00:14:28.580 --> 00:14:33.180]  但是當他心裡面在神面前有這個立志
[00:14:33.180 --> 00:14:35.180]  其實值得我們去學校
[00:14:35.180 --> 00:14:38.580]  今天就算你出門不戴眼鏡
[00:14:38.580 --> 00:14:40.980]  可能你回到家也要不戴眼鏡
[00:14:40.980 --> 00:14:43.180]  你上網拿手機
[00:14:43.180 --> 00:14:44.980]  同樣也要不戴眼鏡
[00:14:44.980 --> 00:14:46.580]  所以這個方法也不太可行
[00:14:46.580 --> 00:14:49.980]  除非你離開香港
[00:14:49.980 --> 00:14:51.180]  離開城市
[00:14:51.180 --> 00:14:52.780]  住在沙漠那裡
[00:14:52.780 --> 00:14:54.780]  大概還好一點
[00:14:54.780 --> 00:14:56.980]  但是這種在神面前下決心
[00:14:56.980 --> 00:14:58.980]  來過一個善潔的生活
[00:14:58.980 --> 00:15:03.180]  正是值得我們去學習和提醒的地方
[00:15:03.180 --> 00:15:04.580]  耶穌基督接著用了
[00:15:04.580 --> 00:15:07.380]  優妻和保護婦女這件事
[00:15:07.380 --> 00:15:09.780]  他又說到神的律法
[00:15:09.780 --> 00:15:12.980]  就是天國裡面的義
[00:15:12.980 --> 00:15:16.580]  怎樣來超越摩西的律法
[00:15:16.580 --> 00:15:19.380]  摩西的律法是容許優妻的
[00:15:19.380 --> 00:15:20.380]  所以到今天
[00:15:20.380 --> 00:15:23.580]  猶太教其實是接受離婚的事
[00:15:23.580 --> 00:15:25.580]  我記得當我帶聖地傳的時候
[00:15:25.580 --> 00:15:26.580]  說起這件事的時候
[00:15:26.580 --> 00:15:27.780]  突然間每個人都猜
[00:15:27.780 --> 00:15:29.980]  猶太人接受離婚的?
[00:15:29.980 --> 00:15:31.380]  我告訴你,是啊
[00:15:31.380 --> 00:15:33.180]  舊約聖經是容許離婚的
[00:15:33.180 --> 00:15:34.380]  你不知道嗎?
[00:15:34.380 --> 00:15:35.580]  我突然間很震驚
[00:15:35.580 --> 00:15:37.580]  基督教不是禁止離婚的嗎?
[00:15:37.580 --> 00:15:39.580]  不可以離婚的
[00:15:39.580 --> 00:15:41.980]  舊約聖經容許離婚
[00:15:41.980 --> 00:15:42.780]  猶太人
[00:15:42.780 --> 00:15:45.580]  到今天猶太教也接受離婚這件事
[00:15:45.580 --> 00:15:47.380]  不過我們要搞清楚
[00:15:47.380 --> 00:15:50.180]  舊約聖經說優妻和今天的離婚
[00:15:50.180 --> 00:15:51.980]  其實有點不相同
[00:15:51.980 --> 00:15:54.180]  今天社會裡面說優妻
[00:15:54.180 --> 00:15:56.380]  是可以是男方提出
[00:15:56.380 --> 00:15:58.380]  今天社會裡面說離婚
[00:15:58.380 --> 00:16:00.180]  可以是男方提出來
[00:16:00.180 --> 00:16:02.580]  也可以由女方提出來
[00:16:02.580 --> 00:16:04.380]  但在耶穌基督的時代裡面
[00:16:04.380 --> 00:16:07.380]  女性在社會裡面沒有什麼地位
