
[00:00:00.000 --> 00:00:02.180]  明天是母親節
[00:04:24.160 --> 00:04:28.200]  她是拿到今年東京奧運的參賽資格
[00:04:28.200 --> 00:04:29.960]  不過因為疫情
[00:04:29.960 --> 00:04:32.240]  東京奧運延期
[00:04:32.240 --> 00:04:38.880]  否則我們有機會看到她第八次在奧運的舞台上
[00:04:38.880 --> 00:04:39.960]  其實如果你看新聞
[00:04:39.960 --> 00:04:41.800]  在去年的9月
[00:04:41.800 --> 00:04:46.000]  卓索維天娜以44歲的高齡
[00:04:46.000 --> 00:04:49.760]  參加在巴黎舉行的世界挑戰盃
[00:04:49.760 --> 00:04:52.160]  拿到跳馬金牌
[00:04:52.160 --> 00:04:56.680]  真的是一個很傳奇很傳奇的人物
[00:04:56.680 --> 00:04:59.720]  當然我想說的就是
[00:04:59.720 --> 00:05:01.160]  這位母親
[00:05:01.160 --> 00:05:03.320]  她的偉大之處是什麼呢?
[00:05:03.320 --> 00:05:06.680]  她做了一個很重要很重要的抉擇
[00:05:06.680 --> 00:05:08.040]  她應該退的
[00:05:08.040 --> 00:05:10.480]  她決定繼續去參賽
[00:05:10.480 --> 00:05:13.200]  多辛苦多大年紀
[00:05:13.200 --> 00:05:16.040]  她繼續去練習去參賽
[00:05:16.040 --> 00:05:20.640]  令到她的兒子亞歷什得到醫治
[00:05:20.640 --> 00:05:22.680]  其實每一位母親
[00:05:22.680 --> 00:05:26.720]  每一天都要做很多很多的決定
[00:05:26.720 --> 00:05:29.360]  有時候是子女什麼時候要做什麼
[00:05:29.360 --> 00:05:31.520]  要買什麼菜
[00:05:31.520 --> 00:05:35.240]  有時候要做一些很重要的抉擇
[00:05:35.240 --> 00:05:38.400]  為了子女移不移民呢?
[00:05:38.400 --> 00:05:40.440]  做雙職母親
[00:05:40.440 --> 00:05:42.560]  還是做全職媽媽呢?
[00:05:42.560 --> 00:05:44.320]  一點都不簡單
[00:05:44.320 --> 00:05:46.680]  有人這麼說
[00:05:46.680 --> 00:05:48.320]  在一個家庭裡面
[00:05:48.320 --> 00:05:52.040]  小事就給太太決定
[00:05:52.040 --> 00:05:55.040]  大事就交給丈夫決定
[00:05:55.040 --> 00:05:58.200]  就是去減輕太太的壓力
[00:05:58.200 --> 00:06:00.960]  不過什麼是大事什麼是小事呢?
[00:06:00.960 --> 00:06:03.120]  就是由丈夫決定的
[00:06:03.120 --> 00:06:05.280]  所以幫不了太太
[00:06:05.280 --> 00:06:07.480]  所以做媽媽一點都不簡單
[00:06:07.480 --> 00:06:10.160]  母親的抉擇一點都不容易
[00:06:10.160 --> 00:06:14.320]  如果特別你是一個雙職媽媽
[00:06:14.320 --> 00:06:17.040]  又要上班又要照顧小孩
[00:06:17.040 --> 00:06:18.840]  或者一個單親媽媽
[00:06:18.840 --> 00:06:21.160]  一個人擔起頭家
[00:06:21.160 --> 00:06:25.880]  我相信你做抉擇一點都不容易
[00:06:25.880 --> 00:06:27.600]  今天這段經文
[00:06:27.600 --> 00:06:30.000]  我們想從路德的這段經文
[00:06:30.000 --> 00:06:32.360]  去看看三位女士
[00:06:32.360 --> 00:06:35.240]  肯定娜娜米是母親
[00:06:35.240 --> 00:06:37.680]  路德後來成為母親
[00:06:37.680 --> 00:06:40.240]  是俄彼得的媽媽
[00:06:40.240 --> 00:06:43.160]  俄爾巴回到家鄉
[00:06:43.160 --> 00:06:46.840]  我們估計他很有機會再嫁生子
[00:06:46.840 --> 00:06:48.680]  很可能也是母親
[00:06:48.680 --> 00:06:50.640]  這三位女士
[00:06:50.640 --> 00:06:56.360]  在這段經文都做了人生相當重要的抉擇
[00:06:56.360 --> 00:06:58.880]  他們做這些抉擇的原則
[00:06:58.880 --> 00:07:02.240]  很值得我們去借鏡和學習
[00:07:02.240 --> 00:07:05.240]  我先講一點背景
[00:07:05.240 --> 00:07:07.560]  路德的發生在三千多年前
[00:07:07.560 --> 00:07:10.920]  是士思時代的後期
[00:07:10.920 --> 00:07:12.920]  當時猶大地有饑荒
[00:07:12.920 --> 00:07:15.240]  有一家人伊利米勒
[00:07:15.240 --> 00:07:19.600]  帶著太太娜娜米和兩個兒子馬倫基年
[00:07:19.600 --> 00:07:20.920]  離開伯利恆
[00:07:20.920 --> 00:07:23.080]  去到摩亞地
[00:07:23.080 --> 00:07:24.800]  後來伊利米勒死了
[00:07:24.800 --> 00:07:28.040]  馬倫娶了摩亞女子路德
[00:07:28.040 --> 00:07:31.040]  基年娶了另一個摩亞女子俄爾巴
[00:07:31.040 --> 00:07:33.880]  住了十年以上
[00:07:33.880 --> 00:07:36.640]  後來馬倫和基年都死了
[00:07:36.640 --> 00:07:39.960]  只剩下三位寡婦
[00:07:39.960 --> 00:07:43.120]  娜娜米、路德和俄爾巴
[00:07:43.120 --> 00:07:44.520]  無兒無女
[00:07:44.520 --> 00:07:46.080]  都很悲慘
[00:07:46.080 --> 00:07:48.280]  我經常看路德記看到這裡
[00:07:48.280 --> 00:07:52.520]  腦海中浮起了這一段音樂
[00:07:54.800 --> 00:08:14.800]  (伯利恆的回憶)
[00:08:14.800 --> 00:08:17.560]  差不多了
[00:08:17.560 --> 00:08:22.640]  我腦海中又想起白燕、張活柔的人物
[00:08:22.640 --> 00:08:24.040]  很悲慘的
[00:08:24.040 --> 00:08:26.800]  在摩亞地
[00:08:26.800 --> 00:08:28.960]  三位寡婦
[00:08:28.960 --> 00:08:32.480]  但後來轉機來了
[00:08:32.480 --> 00:08:36.520]  娜娜米就做了一個相當重要的抉擇
[00:08:36.520 --> 00:08:39.400]  她決定要回去伯利恆
[00:08:39.400 --> 00:08:42.360]  為什麼娜娜米有這個抉擇呢?
[00:08:42.360 --> 00:08:44.040]  根據經文所說
[00:08:44.040 --> 00:08:48.320]  因為她聽見耶和華眷顧自己的百姓
[00:08:48.320 --> 00:08:50.960]  賜糧食給他們
[00:08:50.960 --> 00:08:53.960]  她聽見上帝的作為
[00:08:53.960 --> 00:08:58.400]  一般的聖經學者認為
[00:08:58.400 --> 00:09:00.040]  在猶大地的饑荒
[00:09:00.040 --> 00:09:04.000]  其實是不可能有十年這麼久的
[00:09:04.000 --> 00:09:07.240]  為什麼娜娜米到現在才聽見
[00:09:07.240 --> 00:09:10.920]  耶和華賜糧食給她的百姓呢?
[00:09:10.920 --> 00:09:12.400]  這個好消息
[00:09:12.400 --> 00:09:16.400]  應該一早已經傳到摩亞地
[00:09:16.400 --> 00:09:18.760]  為什麼娜娜米聽不到呢?
[00:09:18.760 --> 00:09:20.040]  我的估計是這樣
[00:09:20.040 --> 00:09:22.560]  以前娜娜米有老公
[00:09:22.560 --> 00:09:24.000]  有兩個兒子
[00:09:24.000 --> 00:09:26.800]  生活得很安逸
[00:09:26.800 --> 00:09:28.840]  聽不到上帝的聲音
[00:09:28.840 --> 00:09:31.360]  看不到上帝的作為
[00:09:31.360 --> 00:09:34.640]  現在娜娜米失去了老公
[00:09:34.640 --> 00:09:35.360]  失去了兒子
[00:09:35.360 --> 00:09:37.080]  生活得很悲慘
[00:09:37.080 --> 00:09:38.800]  在苦難中
[00:09:38.800 --> 00:09:42.080]  她反而聽到上帝的聲音
[00:09:42.080 --> 00:09:45.320]  看見上帝的作為
[00:09:45.320 --> 00:09:49.160]  所以C.S. Lewis 魯易斯說得很好
[00:09:49.160 --> 00:09:50.960]  他說在安逸中
[00:09:50.960 --> 00:09:53.360]  神的聲音顯得微弱
[00:09:53.360 --> 00:09:54.880]  在患難中
[00:09:54.880 --> 00:09:58.560]  神的聲音憤外瀘涼
[00:09:58.560 --> 00:10:00.560]  神往往藉著苦難
[00:10:00.560 --> 00:10:06.280]  使我們重新調整跟祂的關係
[00:10:06.280 --> 00:10:08.520]  使我們跟祂更加親近
[00:10:08.520 --> 00:10:14.040]  更加明白祂在我們生命上的旨意和作為
[00:10:14.040 --> 00:10:17.200]  所以安逸是否真的好呢?
[00:10:17.200 --> 00:10:18.760]  其實不一定
[00:10:18.760 --> 00:10:22.360]  很安逸,我們忘記了上帝
[00:10:22.360 --> 00:10:24.880]  但當我們經歷苦難
[00:10:24.880 --> 00:10:28.000]  如果我們的焦點在苦難中
[00:10:28.000 --> 00:10:30.200]  一樣看不到上帝
[00:10:30.200 --> 00:10:31.640]  所以在苦難中
[00:10:31.640 --> 00:10:34.680]  我們的焦點從來不是那些苦難
[00:10:34.680 --> 00:10:36.120]  是上帝
[00:10:36.120 --> 00:10:37.720]  我們在疫症中
[00:10:37.720 --> 00:10:39.720]  不是我有多少口罩
[00:10:39.720 --> 00:10:42.280]  不是我左右隔離有沒有確診
[00:10:42.280 --> 00:10:44.240]  甚至我有沒有確診
[00:10:44.240 --> 00:10:48.000]  我們的焦點在上帝那裡
[00:10:48.000 --> 00:10:49.440]  如果正面來看
[00:10:49.440 --> 00:10:52.680]  苦難是幫助我們聽到神的聲音
[00:10:52.680 --> 00:10:55.200]  不是單單聽到
[00:10:55.200 --> 00:10:56.840]  是聽得入
[00:10:56.840 --> 00:10:58.680]  這才是關鍵
[00:10:58.680 --> 00:11:01.120]  當我們聽到上帝的聲音
[00:11:01.120 --> 00:11:03.240]  是進入到我們的心裡面
[00:11:03.240 --> 00:11:05.560]  去反覆思量
[00:11:05.560 --> 00:11:09.920]  神的話語在我們的心裡面就會工作
[00:11:09.920 --> 00:11:15.400]  這就是我們做抉擇的一個最重要的基礎
[00:11:15.400 --> 00:11:19.360]  我們明白上帝想我們怎樣
[00:11:19.360 --> 00:11:20.920]  聽到神的聲音
[00:11:20.920 --> 00:11:24.280]  我們要對神的話語有回應
[00:11:24.280 --> 00:11:26.280]  要付諸行動
[00:11:26.280 --> 00:11:29.760]  拿我米的回應就是回去猶大地
[00:11:29.760 --> 00:11:32.640]  回到耶和華所賜福的地方
[00:11:32.640 --> 00:11:35.480]  於是祂就起行
[00:11:35.480 --> 00:11:37.120]  「回去」這個字
[00:11:37.120 --> 00:11:41.120]  在《路德記》的第一章出現了十二次
[00:11:41.120 --> 00:11:42.840]  在這一段
[00:11:42.840 --> 00:11:46.040]  六到十八節都出現了九次
[00:11:46.040 --> 00:11:49.640]  是第一章的一個關鍵字
[00:11:49.640 --> 00:11:52.920]  「回去」這個字可以解作「歸回」
[00:11:52.920 --> 00:11:54.440]  或者是「轉回」
[00:11:54.440 --> 00:11:56.520]  英文就是「return」這個字
[00:11:56.520 --> 00:11:58.560]  可以用在地域上
[00:11:58.560 --> 00:12:02.240]  你從摩押地回到猶大地
[00:12:02.240 --> 00:12:03.680]  回到伯利恆
[00:12:03.680 --> 00:12:05.880]  俄爾巴在路上轉回
[00:12:05.880 --> 00:12:08.760]  回到摩押地
[00:12:08.760 --> 00:12:10.520]  但是這個字除了在地域上
[00:12:10.520 --> 00:12:15.240]  更加可以指在信仰上
[00:12:15.240 --> 00:12:17.600]  你是歸回哪個神呢?
[00:12:17.600 --> 00:12:20.960]  你是歸回哪個信仰呢?
[00:12:20.960 --> 00:12:22.960]  拿我米回應神的眷顧
[00:12:22.960 --> 00:12:24.160]  他付諸行動
[00:12:24.160 --> 00:12:27.960]  他決定從住了超過十年的摩押地
[00:12:27.960 --> 00:12:29.080]  去歸回
[00:12:29.080 --> 00:12:30.600]  回到猶大地
[00:12:30.600 --> 00:12:34.240]  也回到他應該有的信仰裡面
[00:12:34.240 --> 00:12:38.320]  回到耶和華那裡
[00:12:38.320 --> 00:12:41.800]  當這三個寡婦上路
[00:12:41.800 --> 00:12:44.440]  就回到猶大地
[00:12:44.440 --> 00:12:51.320]  上路可能是去到猶大大路上
[00:12:51.320 --> 00:12:57.560]  拿我米就第一次去勸喻兩個的媳婦
[00:12:57.560 --> 00:12:58.360]  在第八節
[00:12:58.360 --> 00:13:00.800]  你們各自回娘家去
[00:13:00.800 --> 00:13:02.040]  用娘家
[00:13:02.040 --> 00:13:04.400]  因為娘家多數是跟嫁娶有關
[00:13:04.400 --> 00:13:06.560]  所以夏文第九節也看到
[00:13:06.560 --> 00:13:10.120]  拿我米是希望他們找到新的丈夫
[00:13:10.120 --> 00:13:11.840]  新的歸宿
[00:13:11.840 --> 00:13:13.360]  拿我米祝福他們
[00:13:13.360 --> 00:13:16.800]  他說願耶和華恩待你們
[00:13:16.800 --> 00:13:17.880]  為什麼呢?
[00:13:17.880 --> 00:13:20.480]  因為他們以往就恩待拿我米
[00:13:20.480 --> 00:13:22.840]  也恩待已故的丈夫
[00:13:22.840 --> 00:13:24.480]  已故的老爺
[00:13:24.480 --> 00:13:28.600]  我們可以相信路德和俄爾巴
[00:13:28.600 --> 00:13:31.560]  是非常好的媳婦
[00:13:31.560 --> 00:13:35.400]  對丈夫、對老爺、婆婆非常好
[00:13:35.400 --> 00:13:37.760]  我們從路德的結局
[00:13:37.760 --> 00:13:38.920]  我們看到
[00:13:38.920 --> 00:13:42.560]  最後神恩待那些恩待別人的人
[00:13:42.560 --> 00:13:44.120]  路德恩待人
[00:13:44.120 --> 00:13:46.360]  上帝恩待路德
[00:13:46.360 --> 00:13:49.960]  但是俄爾巴選擇不跟從耶和華
[00:13:49.960 --> 00:13:53.200]  他喪失了從神而來的恩待
[00:13:53.200 --> 00:13:54.720]  所以弟兄姊妹很重要
[00:13:54.720 --> 00:13:58.200]  我們恩待人不是施恩忘報
[00:13:58.200 --> 00:14:00.800]  但是上帝真的會看著
[00:14:00.800 --> 00:14:05.200]  祂會恩待那些恩待別人的人
[00:14:05.200 --> 00:14:06.800]  我們留意拿我米
[00:14:06.800 --> 00:14:11.160]  他為什麼要勸兩個媳婦回去呢?
[00:14:11.160 --> 00:14:15.040]  拿我米在摩亞地寄居
[00:14:15.040 --> 00:14:16.280]  也是寡婦
[00:14:16.280 --> 00:14:19.400]  這兩個都是非常卑微的身份
[00:14:19.400 --> 00:14:20.360]  也是寄居的
[00:14:20.360 --> 00:14:21.800]  也是寡婦
[00:14:21.800 --> 00:14:25.320]  如果路德和俄爾巴去到猶大
[00:14:25.320 --> 00:14:27.120]  他們也是寄居的
[00:14:27.120 --> 00:14:28.800]  他們也是寡婦
[00:14:28.800 --> 00:14:31.680]  所以拿我米是很明白的
[00:14:31.680 --> 00:14:32.520]  很慘的
[00:14:32.520 --> 00:14:34.480]  帶著這兩個身份
[00:14:34.480 --> 00:14:36.480]  拿我米感同身受
[00:14:36.480 --> 00:14:40.280]  他很願意為這兩個媳婦著想
[00:14:40.280 --> 00:14:43.080]  於是就想勸退他們
[00:14:43.080 --> 00:14:45.280]  拿我米這個決定一點也不容易
[00:14:45.280 --> 00:14:46.800]  你想清楚
[00:14:46.800 --> 00:14:48.680]  他很孤零零的
[00:14:48.680 --> 00:14:49.880]  如果我是他
[00:14:49.880 --> 00:14:51.520]  我就很想
[00:14:51.520 --> 00:14:53.840]  兩個這麼愛我的媳婦
[00:14:53.840 --> 00:14:57.960]  在我身邊彼此照應
[00:14:57.960 --> 00:15:00.960]  但是拿我米沒有這樣想
[00:15:00.960 --> 00:15:02.800]  他的決定就是勸退他們
[00:15:02.800 --> 00:15:06.000]  他寧願自己孤獨終老
[00:15:06.000 --> 00:15:08.280]  也想兩個媳婦有好的歸宿
[00:15:08.280 --> 00:15:09.840]  他想我們回去
[00:15:09.840 --> 00:15:12.800]  在他們的故鄉能夠有新的丈夫
[00:15:12.800 --> 00:15:14.640]  有歸宿
[00:15:14.640 --> 00:15:17.080]  拿我米這個決定一點也不容易
[00:15:17.080 --> 00:15:21.000]  他這個決定是出於愛他人
[00:15:21.000 --> 00:15:22.200]  出於同理心
[00:15:22.200 --> 00:15:23.720]  他很明白這兩個媳婦
[00:15:23.720 --> 00:15:27.280]  去到猶大地的慘況
[00:15:27.280 --> 00:15:29.880]  我們做決定的時候
[00:15:29.880 --> 00:15:33.840]  是否出於愛他者的心
[00:15:33.840 --> 00:15:35.440]  這是很重要的
[00:15:35.440 --> 00:15:37.320]  還是為自己呢?
[00:15:37.320 --> 00:15:38.800]  我們是很自然的
[00:15:38.800 --> 00:15:42.880]  我們的傳統智慧是什麼?
[00:15:42.880 --> 00:15:44.400]  人不為己
[00:15:44.400 --> 00:15:47.360]  天誅地滅
[00:15:47.360 --> 00:15:49.400]  但是耶穌教我們是什麼呢?
[00:15:49.400 --> 00:15:52.200]  耶穌教我們是為己
[00:15:52.200 --> 00:15:54.280]  還是要捨己呢?
[00:15:54.280 --> 00:15:57.680]  耶穌教我們不是為自己
[00:15:57.680 --> 00:16:00.240]  我們很多時候的決定
[00:16:00.240 --> 00:16:03.000]  都是為自己的利益
[00:16:03.000 --> 00:16:04.600]  為自己的好處
[00:16:04.600 --> 00:16:07.520]  從自己的著眼點出發
[00:16:07.520 --> 00:16:10.240]  但是拿我米給我們的榜樣
[00:16:10.240 --> 00:16:12.080]  他是為了別人
[00:16:12.080 --> 00:16:14.480]  為了兩個媳婦
[00:16:14.480 --> 00:16:18.360]  我最近看了一個在香港這個城市的小故事
[00:16:18.360 --> 00:16:22.600]  這個《真人真事》的主角叫做清姐
[00:16:22.600 --> 00:16:24.280]  清姐在三十多年前
[00:16:24.280 --> 00:16:27.680]  從越南隻身來到香港
[00:16:27.680 --> 00:16:29.760]  接著結婚
[00:16:29.760 --> 00:16:30.880]  接著生了兩個兒子
[00:16:30.880 --> 00:16:31.680]  接著離婚
[00:16:31.680 --> 00:16:34.760]  很快就變成了一個寡婦
[00:16:34.760 --> 00:16:37.040]  照顧著兩個小朋友
[00:16:37.040 --> 00:16:38.640]  人在異鄉
[00:16:38.640 --> 00:16:41.000]  她那時候的廣東話也不是很行
[00:16:41.000 --> 00:16:43.920]  溝通也有些困難
[00:16:43.920 --> 00:16:44.960]  當我看到這裡
[00:16:44.960 --> 00:16:48.120]  這位清姐也有一點像拿我米
[00:16:48.120 --> 00:16:51.560]  人在異鄉成為寡婦
[00:16:51.560 --> 00:16:52.840]  清姐為了生計
[00:16:52.840 --> 00:16:56.200]  就去地盤做一些散工
[00:16:56.200 --> 00:17:00.840]  她就窮到連買一些安全鞋
[00:17:00.840 --> 00:17:02.280]  都沒有這些裝備
[00:17:02.280 --> 00:17:05.440]  就穿著一雙白飯魚去地盤
[00:17:05.440 --> 00:17:06.880]  有一次她回到家
[00:17:06.880 --> 00:17:09.480]  發覺整個腳都紅了
[00:17:09.480 --> 00:17:11.560]  當然她知道她踩到釘
[00:17:11.560 --> 00:17:13.920]  她的白飯魚太薄
[00:17:13.920 --> 00:17:14.800]  踩到鐵釘
[00:17:14.800 --> 00:17:17.480]  腳受了傷
[00:17:17.480 --> 00:17:19.000]  那時候清姐很辛苦
[00:17:19.000 --> 00:17:20.960]  一個人這樣捱
[00:17:20.960 --> 00:17:23.080]  她有時候自己在哭
[00:17:23.080 --> 00:17:25.520]  很孤單、很無助
[00:17:25.520 --> 00:17:32.280]  她的小兒子看到這個媽媽很盡責的
[00:17:32.280 --> 00:17:33.960]  去照顧她
[00:17:33.960 --> 00:17:37.840]  他其實很想回報媽媽
[00:17:37.840 --> 00:17:41.240]  她的小兒子讀完書做了幾年工作
[00:17:41.240 --> 00:17:42.840]  存了一些錢
[00:17:42.840 --> 00:17:44.520]  在三個月前
[00:17:44.520 --> 00:17:45.960]  應該是在年初
[00:17:45.960 --> 00:17:49.400]  在上環開了一間樓上舖
[00:17:49.400 --> 00:17:53.480]  是一間正宗的越南餐廳
[00:17:53.480 --> 00:17:57.280]  因為媽媽煮越南菜是非常非常拿手的
[00:17:57.280 --> 00:17:59.360]  她開這間餐廳
[00:17:59.360 --> 00:18:02.240]  清姐就成為了餐廳的總廚
[00:18:02.240 --> 00:18:04.040]  其實她的小兒子想什麼呢?
[00:18:04.040 --> 00:18:05.240]  他想報答媽媽
[00:18:05.240 --> 00:18:08.880]  就是一心讓媽媽可以發揮她的所長
[00:18:08.880 --> 00:18:12.880]  就算是盡了一些心意去報答親恩
[00:18:12.880 --> 00:18:17.560]  清姐和她的兒子其實是很平凡的
[00:18:17.560 --> 00:18:19.880]  這個故事是非常平凡的
[00:18:19.880 --> 00:18:23.280]  母親的決定是為了兩個兒子
[00:18:23.280 --> 00:18:26.560]  兒子的決定就是為了報答媽媽
[00:18:26.560 --> 00:18:28.200]  但是我看完
[00:18:28.200 --> 00:18:30.840]  正因如此平凡
[00:18:30.840 --> 00:18:32.160]  是什麼呢?
[00:18:32.160 --> 00:18:34.720]  就是我們也應該做得到
[00:18:34.720 --> 00:18:38.640]  我們的決定是為自己
[00:18:38.640 --> 00:18:40.320]  還是為他人呢?
[00:18:40.320 --> 00:18:43.800]  這個值得我們細心思考
[00:18:43.800 --> 00:18:45.680]  我們每天有很多決定
[00:18:45.680 --> 00:18:48.280]  你是為自己還是為他人呢?
[00:18:48.280 --> 00:18:52.280]  路德和俄爾巴就很明顯聽得出
[00:18:52.280 --> 00:18:55.040]  婆婆這一番話
[00:18:55.040 --> 00:18:56.840]  真的很愛他們
[00:18:56.840 --> 00:18:58.560]  他感受到婆婆的愛
[00:18:58.560 --> 00:18:59.280]  很感動
[00:18:59.280 --> 00:19:00.960]  於是就跟婆婆親吻
[00:19:00.960 --> 00:19:02.320]  放聲大哭
[00:19:02.320 --> 00:19:03.320]  就說
[00:19:03.320 --> 00:19:08.560]  "不,我們要與你一同回你的百姓那裡去"
[00:19:08.560 --> 00:19:09.720]  在這句話
[00:19:09.720 --> 00:19:13.720]  "與你"這個詞就放在這句話的開頭
[00:19:13.720 --> 00:19:17.840]  是強調與你"拿俄米"一起是重要的
[00:19:17.840 --> 00:19:21.920]  兩個媳婦都覺得能夠與婆婆一起是重要的
[00:19:21.920 --> 00:19:24.440]  兩個媳婦都不被勸退
[00:19:24.440 --> 00:19:25.840]  他們決定留下
[00:19:25.840 --> 00:19:29.160]  "拿俄米"接著第二次勸他們
[00:19:29.160 --> 00:19:31.240]  "為什麼要跟我去呢?"
[00:19:31.240 --> 00:19:34.920]  "跟著我你們不會有好日子的"
[00:19:34.920 --> 00:19:36.840]  "不會有好下場的"
[00:19:36.840 --> 00:19:39.120]  "拿俄米"就否釋了原因
[00:19:39.120 --> 00:19:41.080]  他說"我年紀大了"
[00:19:41.080 --> 00:19:43.240]  "已經不能夠生孩子了"
[00:19:43.240 --> 00:19:45.920]  他已經年紀大了
[00:19:45.920 --> 00:19:46.880]  不能夠生孩子了
[00:19:46.880 --> 00:19:49.040]  "即使退一萬步"
[00:19:49.040 --> 00:19:50.400]  "我有生育能力"
