
[00:00:00.000 --> 00:00:03.380]  今次這個題目真是好
[00:02:02.020 --> 00:02:04.580]  就是你死定了
[00:02:04.580 --> 00:02:06.980]  是不是?人人都要死
[00:02:06.980 --> 00:02:09.540]  香港人現在已經是全世界最長壽
[00:02:09.540 --> 00:02:12.980]  但是我們始終都要面對這個永恆的問題
[00:02:12.980 --> 00:02:15.020]  所以我今天就說
[00:02:15.020 --> 00:02:16.460]  「跨代同行」
[00:02:16.460 --> 00:02:18.500]  同行最重要的是什麼?
[00:02:18.500 --> 00:02:19.900]  不僅是「跨代」
[00:02:19.900 --> 00:02:21.380]  很重要
[00:02:21.380 --> 00:02:24.900]  同行更重要的是「與神同行」
[00:02:24.900 --> 00:02:26.580]  神創造人的時間
[00:02:26.580 --> 00:02:28.580]  是做男做女 有家庭
[00:02:28.580 --> 00:02:30.620]  然後跟他一起走的
[00:02:30.620 --> 00:02:33.260]  因為這個世界是凶惡的
[00:02:33.260 --> 00:02:35.620]  這個世界有撒旦 有魔鬼的
[00:02:35.620 --> 00:02:37.780]  一天創世紀第一章
[00:02:37.780 --> 00:02:40.820]  已經有魔鬼扮成蛇 人又人
[00:02:40.820 --> 00:02:42.700]  所以我們在地上的時間
[00:02:42.700 --> 00:02:44.260]  是屬靈爭戰的
[00:02:44.260 --> 00:02:47.220]  不僅是心理的爭戰 不僅是關係的爭戰
[00:02:47.220 --> 00:02:48.740]  是有屬靈爭戰的
[00:02:48.740 --> 00:02:50.500]  我們有時候不知為何
[00:02:50.500 --> 00:02:52.220]  我們有時候會這麼害怕
[00:02:52.220 --> 00:02:53.900]  為什麼有時候不能夠自控
[00:02:53.900 --> 00:02:56.340]  我見過有些人真的被鬼附的
[00:02:56.340 --> 00:02:58.980]  被鬼附 是真的
[00:02:58.980 --> 00:03:01.820]  所以我自己就很喜歡這個題目
[00:03:01.820 --> 00:03:05.420]  所以我寫了很多本書
[00:03:05.420 --> 00:03:08.460]  差不多每一本都跟同行有關
[00:03:08.460 --> 00:03:09.500]  差不多每一本
[00:03:09.500 --> 00:03:12.380]  好 你快點坐下來 我要說得很快
[00:03:12.380 --> 00:03:15.700]  因為我不想你肚餓
[00:03:15.700 --> 00:03:20.220]  因為我不肚餓 因為我吃了飯才來
[00:03:20.220 --> 00:03:24.180]  好 跨代同行
[00:03:24.180 --> 00:03:26.060]  很奇怪
[00:03:26.060 --> 00:03:29.780]  聖經不僅是說神與人同行
[00:03:29.780 --> 00:03:32.420]  聖經由創世紀到啟示錄
[00:03:32.420 --> 00:03:34.220]  都是說跨代同行
[00:03:34.220 --> 00:03:36.260]  一個人如果沒有上一代照顧你
[00:03:36.260 --> 00:03:37.980]  你生出來很快就死
[00:03:37.980 --> 00:03:38.700]  所以跨代
[00:03:38.700 --> 00:03:40.340]  一個人如果沒有下一代
[00:03:40.340 --> 00:03:42.140]  你就不能夠傳下去
[00:03:42.140 --> 00:03:43.900]  承傳很重要
[00:03:43.900 --> 00:03:50.460]  所以有一年我拿了三個月假
[00:03:50.460 --> 00:03:54.900]  我機構給我三個月查聖經
[00:03:54.900 --> 00:03:57.460]  創世紀看到啟示錄
[00:03:57.460 --> 00:04:00.260]  就看跨代同行這個題目
[00:04:00.260 --> 00:04:02.860]  所以我寫了一本書叫《生命影響生命》
[00:04:02.860 --> 00:04:04.620]  就是創世紀到啟示錄
[00:04:04.620 --> 00:04:06.340]  我今天沒有時間說
[00:04:06.340 --> 00:04:08.500]  我舉一些例子
[00:04:08.500 --> 00:04:13.260]  舊約最出名的人是摩西
[00:04:13.260 --> 00:04:16.900]  摩西一出生就幾乎沒命
[00:04:16.900 --> 00:04:19.380]  因為被埃及人很怕猶太人
[00:04:19.380 --> 00:04:20.580]  所以要殺了他
[00:04:20.580 --> 00:04:23.660]  幸好有個收生婆救了他
[00:04:23.660 --> 00:04:24.900]  不僅如此
[00:04:24.900 --> 00:04:30.580]  他媽媽和他姐姐進了皇宮做他的保姆
[00:04:30.580 --> 00:04:32.780]  所以保持了他的身份
[00:04:32.780 --> 00:04:35.740]  保持他沒有死
[00:04:35.740 --> 00:04:37.260]  公主也很疼他
[00:04:37.260 --> 00:04:39.420]  所以他在那裡長大
[00:04:39.420 --> 00:04:41.860]  有一部電影叫《埃及王子》
[00:04:41.860 --> 00:04:44.780]  講述他在宮廷裡長大
[00:04:44.780 --> 00:04:46.540]  不僅如此
[00:04:46.540 --> 00:04:49.580]  到最後人生去到一個地步
[00:04:49.580 --> 00:04:50.780]  神父告訴他
[00:04:50.780 --> 00:04:53.140]  我給你有一個使命
[00:04:53.140 --> 00:04:54.740]  他四十歲左右
[00:04:54.740 --> 00:04:56.340]  他找到了
[00:04:56.340 --> 00:04:57.740]  他要救以色列人
[00:04:57.740 --> 00:05:00.660]  脫離埃及的殘酷
[00:05:00.660 --> 00:05:03.860]  離開埃及
[00:05:03.860 --> 00:05:07.140]  然後進入神嬰女之地
[00:05:07.140 --> 00:05:08.660]  我今天不詳細講
[00:05:08.660 --> 00:05:09.620]  為什麼呢
[00:05:09.620 --> 00:05:10.980]  他出去了沒多久
[00:05:10.980 --> 00:05:13.060]  他就看中了一個年輕人
[00:05:13.060 --> 00:05:15.820]  叫做約書也
[00:05:15.820 --> 00:05:17.860]  和他同行四十年
[00:05:17.860 --> 00:05:18.980]  真是好看
[00:05:18.980 --> 00:05:20.260]  我看回那四十年
[00:05:20.260 --> 00:05:21.300]  他怎樣看中他
[00:05:21.300 --> 00:05:22.580]  將神的話語給他
[00:05:22.580 --> 00:05:24.220]  然後將生命傳給他
[00:05:24.220 --> 00:05:25.420]  帶他認識神
[00:05:25.420 --> 00:05:27.940]  然後將最難的使命交給他
[00:05:27.940 --> 00:05:29.780]  出埃及已經難
[00:05:29.780 --> 00:05:32.740]  但是約書也他的徒弟更加難
[00:05:32.740 --> 00:05:34.580]  帶他進去嬰女之地
[00:05:34.580 --> 00:05:38.020]  打仗生生死死
[00:05:38.020 --> 00:05:40.660]  但因為這個時間會承傳
[00:05:40.660 --> 00:05:42.380]  我們有承有傳
[00:05:42.380 --> 00:05:43.460]  神給我們的使命
[00:05:43.460 --> 00:05:44.860]  下一代未必一樣
[00:05:44.860 --> 00:05:47.300]  但是我也有四代
[00:05:47.300 --> 00:05:50.300]  我媽媽仍在
[00:05:50.300 --> 00:05:51.900]  真是好
[00:05:51.900 --> 00:05:55.300]  他傳到你是昆明人嗎
[00:05:55.300 --> 00:05:57.420]  我也是
[00:05:57.420 --> 00:05:59.860]  我媽媽是昆明人
[00:05:59.860 --> 00:06:02.500]  她很可愛
[00:06:02.500 --> 00:06:06.580]  我父母真是好基層
[00:06:06.580 --> 00:06:10.540]  因為他們面對中日戰爭
[00:06:10.540 --> 00:06:13.620]  走難才逃離香港
[00:06:13.620 --> 00:06:16.780]  面對內戰又走
[00:06:16.780 --> 00:06:17.780]  所以那一代
[00:06:17.780 --> 00:06:20.060]  我爸爸媽媽其實都很聰明
[00:06:20.060 --> 00:06:22.900]  沒有輸
[00:06:22.900 --> 00:06:25.100]  我爸爸十四歲就行選
[00:06:25.100 --> 00:06:26.940]  但是他真是聰明
[00:06:26.940 --> 00:06:28.020]  我很欣賞他
[00:06:28.020 --> 00:06:29.060]  自學
[00:06:29.060 --> 00:06:30.500]  自己學英文
[00:06:30.500 --> 00:06:31.580]  學打字
[00:06:31.580 --> 00:06:32.860]  一直升升升
[00:06:32.860 --> 00:06:35.900]  由洗碟叫做Pantry Boy
[00:06:35.900 --> 00:06:37.860]  一直做到管事
[00:06:37.860 --> 00:06:40.460]  做一個很大的客輪的管事
[00:06:40.460 --> 00:06:42.460]  我非常之欣賞他
[00:06:42.460 --> 00:06:43.940]  很感激他
[00:06:43.940 --> 00:06:46.580]  我媽媽其實很讀書
[00:06:46.580 --> 00:06:47.820]  很聰明
[00:06:47.820 --> 00:06:51.020]  她本來想做教師
[00:06:51.020 --> 00:06:56.580]  但是遇上了一個英俊的男朋友
[00:06:56.580 --> 00:06:59.020]  我爸爸媽媽都很靚
[00:06:59.020 --> 00:07:00.340]  真的不是開玩笑
[00:07:00.340 --> 00:07:04.340]  否則我都不坐
[00:07:04.340 --> 00:07:06.420]  真是好
[00:07:06.420 --> 00:07:08.540]  所以他真是很好
[00:07:08.540 --> 00:07:11.740]  他留了很多很寶貴的東西給我
[00:07:11.740 --> 00:07:13.220]  我一會兒告訴你
[00:07:13.220 --> 00:07:15.860]  跨代同行是彼此祝福的
[00:07:15.860 --> 00:07:16.900]  他祝福了我很多
[00:07:16.900 --> 00:07:18.060]  我最後才說
[00:07:18.060 --> 00:07:20.620]  我最後祝福他們兩個
[00:07:20.620 --> 00:07:22.060]  因為我找到神
[00:07:22.060 --> 00:07:24.580]  這是我最珍貴的信仰
[00:07:24.580 --> 00:07:26.220]  我現在四代
[00:07:26.220 --> 00:07:28.540]  差不多全部都信主
[00:07:28.540 --> 00:07:30.060]  我妹妹都坐在這裡
[00:07:30.060 --> 00:07:32.100]  我妹妹的女兒都坐在這裡
[00:07:32.100 --> 00:07:33.660]  她的媳婦
[00:07:33.660 --> 00:07:35.100]  我一會兒會說你Tammy
[00:07:35.100 --> 00:07:36.180]  一會兒會說你
[00:07:36.180 --> 00:07:38.860]  你坐定一點
[00:07:38.860 --> 00:07:39.660]  很好
[00:07:39.660 --> 00:07:42.020]  於是這本書真是很好
[00:07:42.020 --> 00:07:43.700]  我不是賣書
[00:07:43.700 --> 00:07:45.140]  為什麼呢
[00:07:45.140 --> 00:07:46.940]  你真的要看聖經
[00:07:46.940 --> 00:07:49.020]  你看的時候發覺神真是好
[00:07:49.020 --> 00:07:50.260]  他與你同行
[00:07:50.260 --> 00:07:51.780]  又給你跨代同行
[00:07:51.780 --> 00:07:53.180]  是祝福來的
[00:07:53.180 --> 00:07:54.420]  所以神給我們的祝福
[00:07:54.420 --> 00:07:56.140]  有時候我們領受了
[00:07:56.140 --> 00:07:57.980]  我們不覺的
[00:07:57.980 --> 00:08:02.420]  你不覺的,所以要感恩
[00:08:02.420 --> 00:08:09.580]  接著我再說一個舊約
[00:08:09.580 --> 00:08:11.620]  這是我很喜歡的
[00:08:11.620 --> 00:08:13.780]  舊約有一對同行
[00:08:13.780 --> 00:08:15.700]  你猜不到的
[00:08:15.700 --> 00:08:19.780]  是沒底改和以斯帖
[00:08:19.780 --> 00:08:21.900]  我不再說這麼多
[00:08:21.900 --> 00:08:26.420]  沒底改是以斯帖的養父
[00:08:26.420 --> 00:08:29.180]  但是因為他們亡國
[00:08:29.180 --> 00:08:32.020]  就去了馬代波斯
[00:08:32.020 --> 00:08:34.220]  他保護這個養女
[00:08:34.220 --> 00:08:37.820]  幫他改了一個馬代波斯的名字
[00:08:37.820 --> 00:08:39.380]  叫做Esther
[00:08:39.380 --> 00:08:40.980]  Esther是一顆星
[00:08:40.980 --> 00:08:43.220]  不用他猶太人的名字
[00:08:43.220 --> 00:08:44.260]  哈大沙
[00:08:44.260 --> 00:08:44.980]  不行的
[00:08:44.980 --> 00:08:46.900]  你猶太人的名字被人歧視
[00:08:46.900 --> 00:08:47.860]  會死的
[00:08:47.860 --> 00:08:49.460]  他就一直照顧她
[00:08:49.460 --> 00:08:50.700]  不僅如此
[00:08:50.700 --> 00:08:51.420]  猜不到的
[00:08:51.420 --> 00:08:52.820]  因為她漂亮
[00:08:52.820 --> 00:08:55.820]  就被皇帝選了她入宮
[00:08:55.820 --> 00:08:58.380]  選了她做皇后
[00:08:58.380 --> 00:09:02.900]  他就陪她送她入宮
[00:09:02.900 --> 00:09:04.460]  故事就在這裡
[00:09:04.460 --> 00:09:07.420]  一個人一生有些重要的時刻
[00:09:07.420 --> 00:09:08.940]  生死的時刻
[00:09:08.940 --> 00:09:10.380]  你就找到自己的calling
[00:09:10.380 --> 00:09:11.780]  找到自己是什麼
[00:09:11.780 --> 00:09:15.180]  她就當時入了宮
[00:09:15.180 --> 00:09:16.620]  為什麼呢
[00:09:16.620 --> 00:09:21.460]  每逢皇宮都會有奸臣
[00:09:21.460 --> 00:09:22.700]  所以其中一個
[00:09:22.700 --> 00:09:25.300]  就想殺光整個國家的猶太人
[00:09:25.300 --> 00:09:26.580]  那些猶太人那麼聰明
[00:09:26.580 --> 00:09:28.140]  整天霸佔我們的地方
[00:09:28.140 --> 00:09:30.140]  我們要將他們全部殺掉
[00:09:30.140 --> 00:09:31.340]  我不詳細說
[00:09:31.340 --> 00:09:32.620]  他真的成功了
[00:09:32.620 --> 00:09:34.740]  哄到皇帝
[00:09:34.740 --> 00:09:36.580]  我就說
[00:09:36.580 --> 00:09:38.780]  跨代同行最重要的這件事
[00:09:38.780 --> 00:09:40.860]  在生死的時刻
[00:09:40.860 --> 00:09:42.140]  你做長輩的
[00:09:42.140 --> 00:09:44.660]  怎樣引導你的後輩
[00:09:44.660 --> 00:09:46.100]  你會說
[00:09:46.100 --> 00:09:46.660]  不要啊
[00:09:46.660 --> 00:09:48.380]  先保住性命
[00:09:48.380 --> 00:09:49.700]  他不是
[00:09:49.700 --> 00:09:53.140]  你應知你得到皇后的遺憾
[00:09:53.140 --> 00:09:55.460]  不是為了今天嗎
[00:09:55.460 --> 00:09:57.180]  你進去
[00:09:57.180 --> 00:09:58.820]  跟皇帝講真話
[00:09:58.820 --> 00:10:00.740]  這是奸臣
[00:10:00.740 --> 00:10:04.420]  猶太人很愛這個國家
[00:10:04.420 --> 00:10:05.500]  不要
[00:10:05.500 --> 00:10:07.180]  他進去會死的
[00:10:07.180 --> 00:10:08.820]  我說這件事
[00:10:08.820 --> 00:10:11.020]  就暴露了自己是猶太人
[00:10:11.020 --> 00:10:12.900]  然後我再說的時間
[00:10:12.900 --> 00:10:15.060]  他就跟她說了一句最重要的
[00:10:15.060 --> 00:10:17.540]  人生最重要的一件事
[00:10:17.540 --> 00:10:20.860]  死就死吧
[00:10:20.860 --> 00:10:22.940]  當一個人不怕死
[00:10:22.940 --> 00:10:25.260]  你就會做到最重要的事
[00:10:25.260 --> 00:10:27.420]  但我們經常都怕死
[00:10:27.420 --> 00:10:28.900]  經常有很多重要的時刻
[00:10:28.900 --> 00:10:29.820]  就閃
[00:10:29.820 --> 00:10:31.380]  不敢面對最重要的事
[00:10:31.380 --> 00:10:32.860]  到你真的死的時間
[00:10:32.860 --> 00:10:35.060]  也許太遲了
[00:10:35.060 --> 00:10:37.780]  你到的時間不到你不會死
[00:10:37.780 --> 00:10:39.020]  但一些重要的時刻
[00:10:39.020 --> 00:10:40.300]  他真的進去
[00:10:40.300 --> 00:10:43.420]  結果改寫了
[00:10:43.420 --> 00:10:45.740]  最後發現這個人真是奸人
[00:10:45.740 --> 00:10:47.260]  最後殺了他
[00:10:47.260 --> 00:10:49.020]  然後他做皇后
[00:10:49.020 --> 00:10:55.260]  回過頭來以詩帖祝福他的養父
[00:10:55.260 --> 00:10:57.620]  他的養父
[00:10:57.620 --> 00:10:59.220]  很能幹
[00:10:59.220 --> 00:11:01.020]  做了馬代波斯
[00:11:01.020 --> 00:11:04.820]  是猶太籍的宰相
[00:11:04.820 --> 00:11:06.780]  明明是彼此祝福的
[00:11:06.780 --> 00:11:08.020]  上一代祝福下一代
[00:11:08.020 --> 00:11:09.140]  回過頭來
[00:11:09.140 --> 00:11:12.500]  下一代的生命也會互相影響
[00:11:12.500 --> 00:11:14.580]  所以跨代同行是很重要的
[00:11:14.580 --> 00:11:15.780]  你也要坐在這裡
[00:11:15.780 --> 00:11:17.380]  一定有跨代
[00:11:17.380 --> 00:11:19.540]  你上有高堂
[00:11:19.540 --> 00:11:21.540]  或者有祖父祖母
[00:11:21.540 --> 00:11:25.820]  下面可能有兒孫滿堂
[00:11:25.820 --> 00:11:28.020]  但如何能夠跨代同行
[00:11:28.020 --> 00:11:29.060]  彼此祝福呢?
[00:11:29.060 --> 00:11:31.700]  是人生最重要的課題
[00:11:31.700 --> 00:11:33.580]  無論你賺多少錢
[00:11:33.580 --> 00:11:35.860]  如果你家裡關係不好
[00:11:35.860 --> 00:11:37.460]  不彼此祝福
[00:11:37.460 --> 00:11:39.500]  你很痛苦的
[00:11:39.500 --> 00:11:40.940]  很多人很成功
[00:11:40.940 --> 00:11:42.420]  一回到家裡
[00:11:42.420 --> 00:11:44.740]  就好像回到地獄一樣
[00:11:44.740 --> 00:11:46.180]  因為關係破裂
[00:11:46.180 --> 00:11:47.660]  沒有彼此祝福
[00:11:47.660 --> 00:11:48.980]  你就很浪費
[00:11:48.980 --> 00:11:51.500]  所以今天這個題目非常之好
[00:11:51.500 --> 00:11:57.260]  當然我再講新約一個故事
[00:11:57.260 --> 00:11:59.220]  新約
[00:11:59.220 --> 00:12:00.660]  當然主耶穌基督
[00:12:00.660 --> 00:12:03.620]  也選了十二個門徒
[00:12:03.620 --> 00:12:05.020]  不是跨代
[00:12:05.020 --> 00:12:06.980]  其實跟祂差不多年紀
[00:12:06.980 --> 00:12:09.940]  主耶穌基督出來的時候是三十歲
[00:12:09.940 --> 00:12:11.820]  釘十字架的時候
[00:12:11.820 --> 00:12:13.500]  是三十三歲
[00:12:13.500 --> 00:12:15.620]  是公元三十年
[00:12:15.620 --> 00:12:18.060]  但祂上了十字架
[00:12:18.060 --> 00:12:21.860]  改寫了人類的歷史
[00:12:21.860 --> 00:12:22.980]  耶穌之前叫做
[00:12:22.980 --> 00:12:24.460]  Before Christ
[00:12:24.460 --> 00:12:26.140]  之後公元叫做
[00:12:26.140 --> 00:12:27.100]  After Christ
[00:12:27.100 --> 00:12:29.740]  所以祂是人類歷史的分界線
[00:12:29.740 --> 00:12:31.220]  全世界都知道
[00:12:31.220 --> 00:12:34.620]  當然我不講耶穌和祂的門徒
[00:12:34.620 --> 00:12:38.220]  我講保羅和提摩太
[00:12:38.220 --> 00:12:39.620]  保羅很出色
[00:12:39.620 --> 00:12:41.940]  生出來就是羅馬籍
[00:12:41.940 --> 00:12:44.060]  羅馬籍很貴才買得到
[00:12:44.060 --> 00:12:45.380]  因為他是猶太人
[00:12:45.380 --> 00:12:46.660]  但家族好
[00:12:46.660 --> 00:12:48.580]  所以一出來就是羅馬籍
[00:12:48.580 --> 00:12:51.180]  而且讀書很厲害
[00:12:51.180 --> 00:12:53.340]  當代最出名的哲學家
[00:12:53.340 --> 00:12:54.220]  神學家
[00:12:54.220 --> 00:12:55.500]  是祂的師父
[00:12:55.500 --> 00:12:57.460]  然後祂的居少是這樣長大的
[00:12:57.460 --> 00:12:59.900]  所以祂身為一個法尼塞人
[00:12:59.900 --> 00:13:01.540]  很熟悉聖經
[00:13:01.540 --> 00:13:04.820]  祂覺得耶穌不是尼塞亞
[00:13:04.820 --> 00:13:06.580]  因為他們覺得尼塞亞來的時候
[00:13:06.580 --> 00:13:08.140]  是一個王的身份
[00:13:08.140 --> 00:13:11.060]  沒有理由會死在十字架
[00:13:11.060 --> 00:13:12.740]  所以祂逼迫所有基督徒
[00:13:12.740 --> 00:13:14.220]  假的
[00:13:14.220 --> 00:13:15.500]  但是神改變了祂
[00:13:15.500 --> 00:13:17.380]  一個人的改變是什麼?
[00:13:17.380 --> 00:13:19.220]  神的恩典
[00:13:19.220 --> 00:13:22.300]  復活的主向他顯現
[00:13:22.300 --> 00:13:23.700]  復活的主未必
[00:13:23.700 --> 00:13:25.500]  實際上向你顯現
[00:13:25.500 --> 00:13:29.180]  但是你的改變一定是主感動你
[00:13:29.180 --> 00:13:30.580]  你裡面有感動
[00:13:30.580 --> 00:13:33.060]  你會知道的
[00:13:33.060 --> 00:13:34.220]  所以祂知道
[00:13:34.220 --> 00:13:36.660]  原來這個就是復活的主
[00:13:36.660 --> 00:13:37.940]  是我逼迫的那個
[00:13:37.940 --> 00:13:39.820]  祂就改寫了他的一生
[00:13:39.820 --> 00:13:42.260]  然後大概有三十年
[00:13:42.260 --> 00:13:43.860]  就被神差遣
[00:13:43.860 --> 00:13:46.780]  將福音傳遍整個羅馬帝國
[00:13:46.780 --> 00:13:48.540]  你看看歷史很奇怪
[00:13:48.540 --> 00:13:51.900]  結果是祂將福音傳遍羅馬帝國
[00:13:51.900 --> 00:13:53.620]  然後再過兩個世紀
[00:13:53.620 --> 00:13:56.340]  整個羅馬帝國都信耶穌
[00:13:56.340 --> 00:13:59.180]  你看看羅馬的歷史你就知道
[00:13:59.180 --> 00:14:02.020]  我再看祂和提摩太的關係
[00:14:02.020 --> 00:14:03.620]  跨大圖
[00:14:03.620 --> 00:14:05.100]  很奇怪
[00:14:05.100 --> 00:14:07.900]  保羅當然年紀大一點
[00:14:07.900 --> 00:14:11.700]  他出來已經人到中年
[00:14:11.700 --> 00:14:14.540]  但是他去到每個地方都找年輕人
[00:14:14.540 --> 00:14:16.060]  我也很感謝主
[00:14:16.060 --> 00:14:17.780]  拉美醫生沒有做
[00:14:17.780 --> 00:14:19.780]  神召喚我做青年工作
[00:14:19.780 --> 00:14:21.100]  真的很重要
[00:14:21.100 --> 00:14:23.580]  因為我們下一代究竟是怎樣
[00:14:23.580 --> 00:14:26.500]  就看下一代有沒有人陪他走
[00:14:26.500 --> 00:14:27.740]  找到自己
[00:14:27.740 --> 00:14:30.420]  我做了幾十年青年工作
[00:14:30.420 --> 00:14:32.100]  真的沒有浪費
[00:14:32.100 --> 00:14:32.980]  真的
[00:14:32.980 --> 00:14:34.220]  見到很多年輕人
[00:14:34.220 --> 00:14:36.460]  他需要有人陪他走
[00:14:36.460 --> 00:14:37.820]  找到他是哪一個
[00:14:37.820 --> 00:14:39.100]  兩個最重要的問題
[00:14:39.100 --> 00:14:40.500]  Who am I
[00:14:40.500 --> 00:14:41.900]  我在這裡活著是為了什麼
[00:14:41.900 --> 00:14:43.020]  我拿了很好的學位
[00:14:43.020 --> 00:14:43.980]  有一份很好的工作
[00:14:43.980 --> 00:14:45.580]  So what
[00:14:45.580 --> 00:14:47.260]  中年危機就在這裡
[00:14:47.260 --> 00:14:49.420]  我全部人都達到人生目標
[00:14:49.420 --> 00:14:50.740]  So what
[00:14:50.740 --> 00:14:53.020]  你發覺原來是空的
[00:14:53.020 --> 00:14:53.940]  你賺到很多錢
[00:14:53.940 --> 00:14:54.940]  很大間屋
[00:14:54.940 --> 00:14:56.540]  然後你找到很好的工作
[00:14:56.540 --> 00:14:58.020]  不是那些不要緊
[00:14:58.020 --> 00:15:00.660]  那些不是人生的終極
[00:15:00.660 --> 00:15:01.700]  你知道的
[00:15:01.700 --> 00:15:03.060]  人生終極是什麼
[00:15:03.060 --> 00:15:04.420]  Who am I
[00:15:04.420 --> 00:15:07.460]  你和神有關係的
[00:15:07.460 --> 00:15:10.220]  你不可以當自己
[00:15:10.220 --> 00:15:11.300]  沒有關係的
[00:15:11.300 --> 00:15:13.500]  有一天你始終要面對神
[00:15:13.500 --> 00:15:14.340]  我知道的
[00:15:14.340 --> 00:15:15.260]  聖經說
[00:15:15.260 --> 00:15:17.740]  我們最後都要面對神
[00:15:17.740 --> 00:15:19.980]  於是他就四位
[00:15:19.980 --> 00:15:22.340]  有一次他去到一個地方
[00:15:22.340 --> 00:15:24.660]  就看中了一個年輕人
[00:15:24.660 --> 00:15:25.940]  提摩他
[00:15:25.940 --> 00:15:27.820]  帶了他順著
[00:15:27.820 --> 00:15:30.820]  他知道這個人家境很複雜
[00:15:30.820 --> 00:15:34.780]  因為他媽媽和外祖母是猶太人
[00:15:34.780 --> 00:15:37.660]  他爸爸是希利尼人
[00:15:37.660 --> 00:15:39.140]  不是猶太人
[00:15:39.140 --> 00:15:42.460]  所以是一個跨種族的婚姻
[00:15:42.460 --> 00:15:48.540]  不過他外祖母和他母親認識神
[00:15:48.540 --> 00:15:51.660]  就把提摩他介紹給
[00:15:51.660 --> 00:15:53.340]  認識了保羅
[00:15:53.340 --> 00:15:55.100]  保羅帶了他順著
[00:15:55.100 --> 00:15:57.940]  保羅很留心這個年輕人
[00:15:57.940 --> 00:15:58.700]  很有趣的
[00:15:58.700 --> 00:15:59.860]  你會看到的
[00:15:59.860 --> 00:16:01.900]  人和人有緣分
[00:16:01.900 --> 00:16:02.700]  我也是
[00:16:02.700 --> 00:16:04.700]  我跟很多年輕人走
[00:16:04.700 --> 00:16:08.580]  當然我知道這個神選擇他
[00:16:08.580 --> 00:16:10.140]  會花多些時間
[00:16:10.140 --> 00:16:15.700]  所以這位師傅和他同行了幾十年
[00:16:15.700 --> 00:16:16.580]  真是好
[00:16:16.580 --> 00:16:19.980]  聖經記載一個人和另一個人同行
[00:16:19.980 --> 00:16:22.100]  幾十年都很詳細記載
[00:16:22.100 --> 00:16:25.420]  而且他最後還寫了一封信給他
[00:16:25.420 --> 00:16:29.940]  自己他叫做福音所生的兒子提摩他
[00:16:29.940 --> 00:16:31.220]  多好
[00:16:31.220 --> 00:16:33.340]  你想想如果你陪一個人走
[00:16:33.340 --> 00:16:34.900]  然後你寫一封信給他
[00:16:34.900 --> 00:16:35.940]  你能夠叫他
[00:16:35.940 --> 00:16:38.780]  我的兒子多親
[00:16:38.780 --> 00:16:40.740]  我現在就把這段讀一讀
[00:16:40.740 --> 00:16:42.980]  讓你知道他怎樣同行
[00:16:42.980 --> 00:16:44.300]  大家一起讀
[00:16:44.300 --> 00:16:48.180]  這封是他寫的最後一封信
[00:16:48.180 --> 00:16:49.620]  他寫這封信的時間
