
[00:00:00.000 --> 00:00:03.780]  感謝神今天是特別的一個主日
[00:02:55.120 --> 00:03:00.440]  有些人就是一對夫婦在那裏手牽手散步
[00:03:00.440 --> 00:03:03.240]  又有些人獨自跪在那裏
[00:03:03.240 --> 00:03:07.000]  又有些小朋友在那裏跑來跑去
[00:03:07.000 --> 00:03:10.840]  周圍還放了很多很漂亮的花
[00:03:10.840 --> 00:03:13.720]  小女孩就
[00:03:13.720 --> 00:03:18.200]  睜大雙眼就周圍看着那些人
[00:03:19.080 --> 00:03:21.080]  看着看着,突然間
[00:03:21.080 --> 00:03:23.080]  她醒不過來了
[00:03:23.080 --> 00:03:25.880]  她立刻在那裏大叫歡呼
[00:03:25.880 --> 00:03:29.880]  她說:爸爸,他們復活了,他們復活了
[00:03:29.880 --> 00:03:35.760]  她爸爸也睜大雙眼
[00:03:35.760 --> 00:03:37.760]  不過不知道她女兒在說什麼
[00:03:37.760 --> 00:03:47.720]  大家是否領受到這個故事究竟想說什麼呢?這個信息
[00:03:49.400 --> 00:03:51.400]  可以有很多方面去想
[00:03:51.400 --> 00:03:53.400]  我們可以想,我就認爲
[00:03:53.400 --> 00:03:55.400]  這個小女孩呢
[00:03:55.400 --> 00:04:01.760]  是她錯誤地判斷復活的情況
[00:04:01.760 --> 00:04:04.760]  但是另一方面,她顯出她是
[00:04:04.760 --> 00:04:06.760]  她真的很天真
[00:04:06.760 --> 00:04:08.760]  很單純
[00:04:08.760 --> 00:04:10.760]  很有信心
[00:04:10.760 --> 00:04:16.520]  只不過她對聖經的認識
[00:04:16.520 --> 00:04:18.520]  或者聖經的知識不是很夠
[00:04:19.080 --> 00:04:21.680]  以致她不是很懂得判斷情況
[00:04:21.680 --> 00:04:23.680]  不過她也是三歲左右而已
[00:04:23.680 --> 00:04:27.240]  那我們成年人,我們怎麼樣呢?
[00:04:27.240 --> 00:04:31.120]  我們懂不懂得去看復活
[00:04:31.120 --> 00:04:33.960]  就是如何去領受復活的那個境況呢?
[00:04:33.960 --> 00:04:38.480]  派望,透過今天的信息
[00:04:38.480 --> 00:04:40.480]  我要告訴大家
[00:04:40.480 --> 00:04:43.080]  耶穌復活這個神蹟
[00:04:43.080 --> 00:04:48.160]  是再次可以提醒我們作爲信徒
[00:04:48.160 --> 00:04:51.240]  我們需要活出我們的信仰
[00:04:51.240 --> 00:04:58.720]  不要活得好像那些未信的人
[00:04:58.720 --> 00:05:00.160]  是未得救的人
[00:05:00.160 --> 00:05:02.160]  沒有永生盼望的人
[00:05:02.160 --> 00:05:05.480]  我們要反過來活出我們所信的
[00:05:05.480 --> 00:05:08.600]  這個是今天我給大家的信息
[00:05:08.600 --> 00:05:12.080]  我們先看今天的經文
[00:05:12.080 --> 00:05:15.000]  是《路加福音》二十四章第一節
[00:05:16.800 --> 00:05:18.960]  七日的頭一日,黎明的時候
[00:05:18.960 --> 00:05:23.080]  那些婦女帶着所預備的香料來到墳墓前
[00:05:23.080 --> 00:05:25.400]  七日的頭一日
[00:05:25.400 --> 00:05:29.240]  就是現在我們所用的公曆
[00:05:29.240 --> 00:05:31.280]  星期日
[00:05:31.280 --> 00:05:36.960]  耶穌是在星期五受難致死
[00:05:36.960 --> 00:05:38.240]  然後被埋葬
[00:05:38.240 --> 00:05:41.720]  然後按照祂預先所預言的
[00:05:41.720 --> 00:05:43.880]  在第三日,就是星期日
[00:05:43.880 --> 00:05:46.280]  就從死裏復活
[00:05:47.240 --> 00:05:52.120]  其實耶穌向衆門徒顯現的時刻
[00:05:52.120 --> 00:05:54.120]  也是在第一個星期日
[00:05:54.120 --> 00:05:57.400]  和接着的第二個星期日裏面
[00:05:57.400 --> 00:06:02.400]  所以七日的頭一日
[00:06:02.400 --> 00:06:05.280]  這個日子對初期教會
[00:06:05.280 --> 00:06:06.840]  對信徒來說
[00:06:06.840 --> 00:06:08.880]  那個影響都是非常之大
[00:06:08.880 --> 00:06:10.280]  非常之深遠的
[00:06:12.680 --> 00:06:16.800]  隔了二十幾年之後,當耶穌復活之後
[00:06:16.800 --> 00:06:18.280]  隔了二十幾年之後
[00:06:18.280 --> 00:06:21.400]  去到使徒的時代
[00:06:21.400 --> 00:06:26.280]  從使徒行傳和哥倫多前書的經文顯示
[00:06:26.280 --> 00:06:28.800]  早期的教會在那時候
[00:06:28.800 --> 00:06:32.640]  已經開始將安息敬拜的日子
[00:06:32.640 --> 00:06:35.960]  從猶太的傳統,就是舊約所定的
[00:06:35.960 --> 00:06:39.000]  星期六改爲星期日
[00:06:39.000 --> 00:06:45.240]  來去進行
[00:06:45.240 --> 00:06:48.240]  星期日作爲安息敬拜的日子
[00:06:48.240 --> 00:06:52.160]  由那時候開始一直到現在
[00:06:52.160 --> 00:06:54.160]  差不多有二千年
[00:06:54.160 --> 00:07:00.040]  我們可以看看使徒行傳二十章七節
[00:07:00.040 --> 00:07:01.240]  在那裏
[00:07:01.240 --> 00:07:03.240]  使徒行傳二十章七節
[00:07:03.240 --> 00:07:06.320]  是耶穌說的
[00:07:06.320 --> 00:07:12.320]  「安息日是爲人設立的,人不是爲安息日設立的」
[00:07:12.320 --> 00:07:14.320]  那是什麼意思呢?
[00:07:14.320 --> 00:07:15.320]  二十八節
[00:07:15.320 --> 00:07:18.320]  「所以人子也是安息日的主」
[00:07:18.320 --> 00:07:20.320]  其實兩節聖經
[00:07:20.320 --> 00:07:22.320]  我們的理解就是
[00:07:22.320 --> 00:07:27.320]  其實安息日是爲人子而設
[00:07:27.320 --> 00:07:34.320]  哪一天最能夠彰顯
[00:07:35.320 --> 00:07:38.320]  主耶穌的榮耀
[00:07:38.320 --> 00:07:41.320]  那一天就可以定爲安息日
[00:07:41.320 --> 00:07:49.320]  復活是耶穌基督最榮耀的一個日子
[00:07:49.320 --> 00:07:52.320]  最榮耀的一個神蹟
[00:07:52.320 --> 00:07:59.320]  因此基督徒將星期日定爲安息敬拜的日子
[00:08:00.320 --> 00:08:05.320]  是一個合情合理的改動
[00:08:05.320 --> 00:08:15.320]  我們看路加福音二十四章第二節
[00:08:15.320 --> 00:08:20.320]  路加福音二十四章二節
[00:08:20.320 --> 00:08:23.320]  「看見石頭已經從墳墓滾開了」
[00:08:24.320 --> 00:08:34.320]  我們知道是天使將墳墓的大石頭滾開
[00:08:34.320 --> 00:08:40.320]  滾開的目的不是爲了讓耶穌復活之後可以走出來
[00:08:40.320 --> 00:08:50.320]  而是要讓人可以走進去查看究竟發生了什麼事
[00:08:51.320 --> 00:08:55.320]  復活了的耶穌有能力穿牆透壁
[00:08:55.320 --> 00:08:57.320]  不需要人爲祂開門
[00:08:57.320 --> 00:09:00.320]  第三節
[00:09:00.320 --> 00:09:03.320]  「他們就進去,只是不見主耶穌的身體」
[00:09:03.320 --> 00:09:06.320]  大家可以想想
[00:09:06.320 --> 00:09:09.320]  我們信耶穌
[00:09:09.320 --> 00:09:18.320]  其實是否走進一個空墳墓觀察呢?
[00:09:19.320 --> 00:09:22.320]  我們走進教會
[00:09:22.320 --> 00:09:25.320]  進入耶穌基督的信仰
[00:09:25.320 --> 00:09:31.320]  我們的肉眼是看不到耶穌的實體的
[00:09:31.320 --> 00:09:35.320]  我們是憑聖經的真理
[00:09:35.320 --> 00:09:37.320]  憑謙卑的心
[00:09:37.320 --> 00:09:39.320]  藉着聖經
[00:09:39.320 --> 00:09:42.320]  去認識耶穌
[00:09:44.320 --> 00:09:52.320]  但另一方面,我們可以用肉眼看見周圍的愛心的人
[00:09:52.320 --> 00:09:56.320]  他們就像天使一樣環繞在我們身邊
[00:09:56.320 --> 00:10:03.320]  令我們對認識耶穌的信心增加
[00:10:03.320 --> 00:10:07.320]  就像當天那些婦女
[00:10:07.320 --> 00:10:10.320]  她們見到天使
[00:10:10.320 --> 00:10:13.320]  天使再跟她們解釋之後
[00:10:13.320 --> 00:10:15.320]  她們開始明白
[00:10:15.320 --> 00:10:18.320]  耶穌復活究竟是怎麼一回事
[00:10:18.320 --> 00:10:24.320]  當一個人進入教會
[00:10:24.320 --> 00:10:28.320]  眼睛不能夠見到神,見到耶穌
[00:10:28.320 --> 00:10:32.320]  他們怎麼能夠明白這個信仰呢?
[00:10:32.320 --> 00:10:38.320]  如果他們不能夠
[00:10:38.320 --> 00:10:43.320]  如果不把時間放在聖經裏
[00:10:43.320 --> 00:10:45.320]  去認識我們的神,認識耶穌
[00:10:45.320 --> 00:10:48.320]  弟兄姊妹又不能夠有好的見證的時候
[00:10:48.320 --> 00:10:52.320]  這個人進入教會,進入信仰
[00:10:52.320 --> 00:10:57.320]  正正就像走入一個空墳墓裏
[00:10:57.320 --> 00:10:59.320]  什麼都見不到
[00:10:59.320 --> 00:11:02.320]  又沒有天使向他們解釋
[00:11:02.320 --> 00:11:04.320]  他們會怎麼樣呢?
[00:11:06.320 --> 00:11:11.320]  正正就像在死人之中
[00:11:11.320 --> 00:11:13.320]  去找活人一樣
[00:11:13.320 --> 00:11:18.320]  所以我們需要留意
[00:11:18.320 --> 00:11:24.320]  在教會,在信徒之間
[00:11:24.320 --> 00:11:26.320]  我們需要有一個好的見證
[00:11:26.320 --> 00:11:33.320]  作爲一個天使去幫助尋道的人
[00:11:33.320 --> 00:11:35.320]  去認識耶穌
[00:11:37.320 --> 00:11:41.320]  我們看第四節
[00:11:41.320 --> 00:11:45.320]  正在猜疑之間
[00:11:45.320 --> 00:11:47.320]  忽然有兩個人
[00:11:47.320 --> 00:11:49.320]  我們知道是天使
[00:11:49.320 --> 00:11:52.320]  站在旁邊,衣服放光
[00:11:52.320 --> 00:11:59.320]  猜疑就是疑慮的意思
[00:11:59.320 --> 00:12:04.320]  或者疑慮、懷疑
[00:12:04.320 --> 00:12:09.320]  爲什麼他們會生出疑慮呢?
[00:12:09.320 --> 00:12:13.320]  因爲他們走進一個空墳墓裏
[00:12:13.320 --> 00:12:15.320]  看不到耶穌的身體
[00:12:15.320 --> 00:12:22.320]  當時他們也不夠屬靈的智慧去明白
[00:12:22.320 --> 00:12:25.320]  或者領悟到耶穌已經復活了
[00:12:25.320 --> 00:12:28.320]  這個道理
[00:12:28.320 --> 00:12:32.320]  所以他們就生出疑慮
[00:12:34.320 --> 00:12:39.320]  說到在信仰上會有疑慮
[00:12:39.320 --> 00:12:41.320]  有一位聖經學者
[00:12:41.320 --> 00:12:45.320]  叫做哈伯瑪斯
[00:12:45.320 --> 00:12:47.320]  他說得很好
[00:12:47.320 --> 00:12:49.320]  他說信仰上的疑慮
[00:12:49.320 --> 00:12:54.320]  通常有三種或者三個來源
[00:12:54.320 --> 00:12:56.320]  第一
[00:12:56.320 --> 00:13:03.320]  就是對所信的是否真實而產生疑慮
[00:13:03.320 --> 00:13:05.320]  意思就是
[00:13:05.320 --> 00:13:10.320]  我們所信的信仰耶穌
[00:13:10.320 --> 00:13:12.320]  究竟是否真的呢?
[00:13:12.320 --> 00:13:14.320]  有什麼根據呢?
[00:13:14.320 --> 00:13:18.320]  我們相信每個人都曾經有這樣的想法
[00:13:18.320 --> 00:13:20.320]  如果你完全沒有,有點怪
[00:13:20.320 --> 00:13:22.320]  你信耶穌是有點怪
[00:13:22.320 --> 00:13:24.320]  我們信耶穌一定有很多的
[00:13:24.320 --> 00:13:28.320]  所謂爭辯、掙扎、懷疑
[00:13:28.320 --> 00:13:33.320]  然後謙卑下來接受聖經的真理
[00:13:33.320 --> 00:13:38.320]  然後我們相信耶穌基督就是救主
[00:13:38.320 --> 00:13:40.320]  解決方法
[00:13:40.320 --> 00:13:44.320]  正正就是我們需要認識聖經的真理
[00:13:44.320 --> 00:13:50.320]  來解決我們對信仰上的懷疑
[00:13:50.320 --> 00:13:57.320]  第二種的疑慮產生就是來自情緒這一方面
[00:13:57.320 --> 00:13:59.320]  個人自己的情緒
[00:13:59.320 --> 00:14:01.320]  意思就是
[00:14:01.320 --> 00:14:04.320]  在我們的生活裏面
[00:14:04.320 --> 00:14:08.320]  有各種的失敗、失意
[00:14:08.320 --> 00:14:15.320]  令我們產生對神的缺乏信心
[00:14:15.320 --> 00:14:17.320]  比如
[00:14:17.320 --> 00:14:25.320]  失學、失業、失戀、失婚、失去健康
[00:14:25.320 --> 00:14:27.320]  失去家人等等
[00:14:27.320 --> 00:14:31.320]  會令我們懷疑神的愛
[00:14:31.320 --> 00:14:34.320]  我們懷疑神究竟是否真的愛我
[00:14:34.320 --> 00:14:38.320]  究竟是否聽我的禱告呢
[00:14:38.320 --> 00:14:41.320]  生活上各種的不幸的時候
[00:14:41.320 --> 00:14:45.320]  我們會產生疑慮
[00:14:45.320 --> 00:14:50.320]  解決方法就是多些去想念
[00:14:50.320 --> 00:14:54.320]  以往經歷到神恩典的情況
[00:14:54.320 --> 00:14:57.320]  當我們懂得去懷念神給我們的恩典
[00:14:57.320 --> 00:15:00.320]  懂得感恩
[00:15:00.320 --> 00:15:09.320]  我們就有多些信心去面對面前的困難
[00:15:09.320 --> 00:15:13.320]  另一方面我們也要多些學習聖經的真理
[00:15:13.320 --> 00:15:19.320]  我們要令我們對神的信心
[00:15:19.320 --> 00:15:22.320]  不是來自情緒
[00:15:22.320 --> 00:15:24.320]  而是來自聖經的真理
[00:15:24.320 --> 00:15:26.320]  這個很重要
[00:15:26.320 --> 00:15:28.320]  情緒會隨時改變
[00:15:28.320 --> 00:15:30.320]  聖經真理是不變的
[00:15:30.320 --> 00:15:34.320]  我們這樣才能夠保持我們的信心
[00:15:34.320 --> 00:15:39.320]  第三種疑慮的產生
[00:15:39.320 --> 00:15:42.320]  是從意志上產生的
[00:15:42.320 --> 00:15:46.320]  意志上的疑慮是什麼意思呢
[00:15:46.320 --> 00:15:51.320]  就是指我們在品格方面所帶出來的
[00:15:51.320 --> 00:15:53.320]  就是指我們信了耶穌之後
[00:15:53.320 --> 00:15:57.320]  我們很想改善我們的品格和品性
[00:15:57.320 --> 00:16:01.320]  但是經過多年都改善不了
[00:16:01.320 --> 00:16:02.320]  仍然有很多壞習慣
[00:16:02.320 --> 00:16:03.320]  很多壞品性
[00:16:03.320 --> 00:16:06.320]  壞品格
[00:16:06.320 --> 00:16:10.320]  不行
[00:16:10.320 --> 00:16:13.320]  這樣我們就開始懷疑
[00:16:13.320 --> 00:16:17.320]  神的信實和能力
[00:16:17.320 --> 00:16:22.320]  我們會想爲什麼神的能力不是真實的呢
[00:16:22.320 --> 00:16:27.320]  爲什麼我這麼多的壞習慣和壞品性都改不了呢
[00:16:27.320 --> 00:16:35.320]  或者是不是神的允許是落空的呢
[00:16:35.320 --> 00:16:40.320]  很多這些我們想做好但是做不好
[00:16:40.320 --> 00:16:46.320]  會令到我們意志上開始軟弱
[00:16:46.320 --> 00:16:49.320]  然後信心就會退卻
[00:16:49.320 --> 00:16:55.320]  解決方法就是多些要反省和禱告
[00:16:55.320 --> 00:16:59.320]  要在神面前謙卑求助
[00:16:59.320 --> 00:17:01.320]  承認自己是靠自己的能力不行的
[00:17:01.320 --> 00:17:05.320]  你一定需要靠神的能力來幫助你
[00:17:05.320 --> 00:17:09.320]  另外一方面就是要付出行動
[00:17:09.320 --> 00:17:14.320]  要去解除自己的壞習慣壞嗜好
[00:17:14.320 --> 00:17:20.320]  改善自己的壞品性
[00:17:20.320 --> 00:17:25.320]  另一方面也是需要不斷學習聖經的真理
[00:17:25.320 --> 00:17:27.320]  從神的話語裏面
[00:17:27.320 --> 00:17:32.320]  汲取能力來改善我們的品格行爲
[00:17:32.320 --> 00:17:36.320]  這纔是最終的辦法
[00:17:36.320 --> 00:17:42.320]  回到經文第五節
[00:17:42.320 --> 00:17:45.320]  婦女們驚怕張臉伏地
[00:17:45.320 --> 00:17:47.320]  那兩個人就對他們說
[00:17:47.320 --> 00:17:55.320]  爲什麼在死人之中找活人呢
[00:17:55.320 --> 00:17:59.320]  天使第一句話就指出那些婦女
[00:17:59.320 --> 00:18:01.320]  爲什麼會猜疑
[00:18:01.320 --> 00:18:03.320]  爲什麼會這麼害怕
[00:18:03.320 --> 00:18:05.320]  指出她的原因
[00:18:05.320 --> 00:18:09.320]  原因就是因爲他們用錯了他們的方法
[00:18:09.320 --> 00:18:15.320]  用錯了他們的心思意念來尋找耶穌基督
[00:18:15.320 --> 00:18:18.320]  因此他們不僅找不到耶穌的身體
[00:18:18.320 --> 00:18:25.320]  他們也不明白耶穌復活的真理
[00:18:25.320 --> 00:18:27.320]  我問大家
[00:18:27.320 --> 00:18:30.320]  在死人中找活人
[00:18:30.320 --> 00:18:33.320]  這句話對我們有什麼意思
[00:18:33.320 --> 00:18:40.320]  你試過在活人中找死人嗎
[00:18:40.320 --> 00:18:44.320]  但很可能你在生活中
[00:18:44.320 --> 00:18:52.320]  就是在死人中希望找出活人之道
[00:18:52.320 --> 00:18:56.320]  世界上絕大部分人都是這樣做
[00:18:56.320 --> 00:18:57.320]  結果是什麼
[00:18:57.320 --> 00:18:59.320]  他們會很失望
[00:18:59.320 --> 00:19:01.320]  在死人的世界裏
[00:19:01.320 --> 00:19:05.320]  你找不到活人的道路
[00:19:05.320 --> 00:19:07.320]  這是什麼意思呢
[00:19:07.320 --> 00:19:09.320]  我的領袖就是說
[00:19:09.320 --> 00:19:13.320]  我們想從一個趨向死亡的罪惡世界之中
[00:19:13.320 --> 00:19:15.320]  能夠找到永生之道
[00:19:15.320 --> 00:19:19.320]  是否可能呢
[00:19:19.320 --> 00:19:20.320]  不可能
[00:19:20.320 --> 00:19:21.320]  是妄想
[00:19:21.320 --> 00:19:26.320]  是徒勞無功
[00:19:26.320 --> 00:19:30.320]  再擴大一些應用範圍就是
[00:19:30.320 --> 00:19:34.320]  不肯認罪悔改卻希望能夠得到救恩
[00:19:34.320 --> 00:19:36.320]  是否可能呢
[00:19:36.320 --> 00:19:37.320]  不可能
[00:19:37.320 --> 00:19:40.320]  不肯信耶穌卻希望將來能夠上天堂
[00:19:40.320 --> 00:19:42.320]  是否可能呢
[00:19:42.320 --> 00:19:43.320]  不可能
[00:19:43.320 --> 00:19:45.320]  最近有人這樣問我
[00:19:45.320 --> 00:19:47.320]  我就直接解釋給他聽
[00:19:47.320 --> 00:19:48.320]  就是這樣
[00:19:48.320 --> 00:19:51.320]  除非你找第二個人開的天堂
[00:19:51.320 --> 00:19:54.320]  如果你想進入耶穌開的天堂
[00:19:54.320 --> 00:19:59.320]  你就必須跟足耶穌基督的申請條例
[00:19:59.320 --> 00:20:01.320]  很簡單的
[00:20:01.320 --> 00:20:05.320]  任何地方都是這樣的
[00:20:05.320 --> 00:20:07.320]  自己開一個
[00:20:07.320 --> 00:20:11.320]  那你就自己可以隨意進入
[00:20:11.320 --> 00:20:15.320]  但是那個是不是天堂
[00:20:15.320 --> 00:20:21.320]  那個只能夠容許死人進入
[00:20:21.320 --> 00:20:24.320]  不肯除掉的舊惡
[00:20:24.320 --> 00:20:28.320]  他希望能夠活出新生命新生活
[00:20:28.320 --> 00:20:30.320]  是否可能呢
[00:20:30.320 --> 00:20:31.320]  不可能
[00:20:31.320 --> 00:20:33.320]  不肯戒除壞習慣
[00:20:33.320 --> 00:20:34.320]  壞嗜好
[00:20:34.320 --> 00:20:36.320]  壞品性
[00:20:36.320 --> 00:20:39.320]  他希望成爲人見人愛的人
[00:20:39.320 --> 00:20:41.320]  是否可能呢
[00:20:41.320 --> 00:20:46.320]  見到你就會害怕
[00:20:46.320 --> 00:20:47.320]  不肯侍奉
[00:20:47.320 --> 00:20:48.320]  不肯奉獻
[00:20:48.320 --> 00:20:52.320]  他希望成爲被人尊重的教會領袖
[00:20:52.320 --> 00:20:55.320]  是否可能呢
[00:20:55.320 --> 00:20:57.320]  在人的角度看來都很難
[00:20:57.320 --> 00:20:59.320]  我不知道神看來會是怎樣
[00:20:59.320 --> 00:21:04.320]  你覺得神會怎樣看呢
[00:21:04.320 --> 00:21:06.320]  不肯放棄最終之樂
[00:21:06.320 --> 00:21:11.320]  他希望成爲信徒的榜樣
[00:21:11.320 --> 00:21:14.320]  是否可能呢
[00:21:14.320 --> 00:21:18.320]  希望自欺欺人
[00:21:18.320 --> 00:21:20.320]  我知道是不可能
[00:21:20.320 --> 00:21:24.320]  這樣做全部都是在死人中找活人
[00:21:24.320 --> 00:21:28.320]  在死亡的世界裏希望找到永生之道
[00:21:28.320 --> 00:21:32.320]  全部都不可行
[00:21:32.320 --> 00:21:35.320]  你只能按照聖經的吩咐
[00:21:35.320 --> 00:21:42.320]  按照耶穌基督的教訓纔可以得到
[00:21:42.320 --> 00:21:43.320]  所以如此類推
[00:21:43.320 --> 00:21:46.320]  我相信大家都會懂得繼續
[00:21:46.320 --> 00:21:50.320]  將你所領袖的可以放下去
[00:21:50.320 --> 00:21:52.320]  放到這個應用範圍裏
[00:21:52.320 --> 00:21:57.320]  放到這個在死人中找活人的應用範圍裏
[00:21:57.320 --> 00:22:01.320]  我相信你一定會想到一些東西放下去
[00:22:01.320 --> 00:22:11.320]  找到的時候希望你不要這麼做
[00:22:11.320 --> 00:22:15.320]  在死人中找活人是妄想
[00:22:15.320 --> 00:22:17.320]  是徒勞無功
[00:22:17.320 --> 00:22:21.320]  結果是死路一條
[00:22:21.320 --> 00:22:22.320]  第八節
[00:22:22.320 --> 00:22:26.320]  他不在這裏已經復活了
[00:22:26.320 --> 00:22:29.320]  當紀念他還在加利利的時候
[00:22:29.320 --> 00:22:31.320]  怎樣告訴你們
[00:22:31.320 --> 00:22:35.320]  說人子必須被交在罪人手裏
[00:22:35.320 --> 00:22:39.320]  釘在十字架上第三天覆活
[00:22:39.320 --> 00:22:40.320]  第八節
[00:22:40.320 --> 00:22:47.320]  他們就想起耶穌的話來
[00:22:47.320 --> 00:22:54.320]  耶穌何時說過類似的話呢
[00:22:54.320 --> 00:22:58.320]  你有沒有想起耶穌說過這些話呢
[00:22:58.320 --> 00:23:01.320]  關於他復活的事呢
[00:23:01.320 --> 00:23:04.320]  當我們要問自己
[00:23:04.320 --> 00:23:08.320]  有沒有想起耶穌說過他會復活的話的時候
[00:23:08.320 --> 00:23:14.320]  我們不只是想他在哪裏說過這句話
[00:23:14.320 --> 00:23:19.320]  說過這句話之後對我們有什麼意義
[00:23:19.320 --> 00:23:25.320]  耶穌曾經三次預言他的受難和復活
[00:23:25.320 --> 00:23:31.320]  我們可以從那三次預言的前後經文裏面
[00:23:31.320 --> 00:23:38.320]  去找出去吸取耶穌受難和復活帶出來給我們的教訓
[00:23:38.320 --> 00:23:41.320]  第一次的預言
[00:23:41.320 --> 00:23:44.320]  我們只看《路加福音》
[00:23:44.320 --> 00:23:47.320]  其實三本的福音書有說
[00:23:47.320 --> 00:23:49.320]  《約翰福音》沒有說
[00:23:49.320 --> 00:23:51.320]  其他三本的福音書都有說
[00:23:51.320 --> 00:23:53.320]  三次他的預言
[00:23:53.320 --> 00:23:56.320]  我們只看《路加福音》
[00:23:56.320 --> 00:23:59.320]  第一次的預言記載在《路加福音》九章二十二節
[00:23:59.320 --> 00:24:03.320]  但是說完這句話之後說什麼呢
[00:24:03.320 --> 00:24:07.320]  看二十三節
[00:24:07.320 --> 00:24:09.320]  耶穌對那些門徒說
[00:24:09.320 --> 00:24:11.320]  若有人要跟從我
[00:24:11.320 --> 00:24:17.320]  就當捨己天天背起他的十字架來跟從我
[00:24:17.320 --> 00:24:19.320]  這裏第一個教訓就是
[00:24:19.320 --> 00:24:22.320]  要捨己跟從耶穌
[00:24:22.320 --> 00:24:23.320]  捨己是什麼意思呢
[00:24:23.320 --> 00:24:31.320]  捨己就是要天天背起自己的十字架去跟從主
[00:24:31.320 --> 00:24:33.320]  意思就是
[00:24:33.320 --> 00:24:37.320]  跟從主不是讓我們一切都搞定
[00:24:37.320 --> 00:24:40.320]  安心了纔去跟從主
[00:24:40.320 --> 00:24:43.320]  不是等將來有時間了
[00:24:43.320 --> 00:24:45.320]  有空到沒東西做了
[00:24:45.320 --> 00:24:48.320]  然後我纔去跟從主
[00:24:48.320 --> 00:24:50.320]  相反
[00:24:50.320 --> 00:24:56.320]  而是在肩負着各種的重擔困難壓力之下
[00:24:56.320 --> 00:25:00.320]  我們仍然要去跟從主服侍主
[00:25:00.320 --> 00:25:03.320]  就是在工作不順利的時候
[00:25:03.320 --> 00:25:06.320]  生意收入都不如理想的時候
[00:25:06.320 --> 00:25:13.320]  我們仍然堅定地去敬畏神、敬拜神
[00:25:13.320 --> 00:25:18.320]  仍然堅持不同流合乎
[00:25:18.320 --> 00:25:20.320]  不會隨波逐流
[00:25:20.320 --> 00:25:24.320]  不會作非分之想
[00:25:24.320 --> 00:25:34.320]  這個就叫做背起自己的十字架跟從主
[00:25:34.320 --> 00:25:36.320]  大家想想
[00:25:36.320 --> 00:25:38.320]  我們以往或者現在
[00:25:38.320 --> 00:25:43.320]  是不是這樣做呢
[00:25:43.320 --> 00:25:44.320]  如果不是
[00:25:44.320 --> 00:25:46.320]  我希望你將來
[00:25:46.320 --> 00:25:48.320]  如果是的就繼續
[00:25:48.320 --> 00:25:52.320]  我們需要天天背起我們的十字架跟從主
