
[00:00:00.000 --> 00:00:03.820]  各位來賓 主內的大兄姊妹 平安
[00:06:27.940 --> 00:06:30.900]  我們怎樣去過聖潔的生活呢?
[00:06:30.900 --> 00:06:33.780]  保羅就繼續提醒他們
[00:06:33.780 --> 00:06:34.940]  就去提醒他們
[00:06:34.940 --> 00:06:37.300]  原來這個福音
[00:06:37.300 --> 00:06:38.700]  最重要的
[00:06:38.700 --> 00:06:40.620]  第一
[00:06:40.620 --> 00:06:44.700]  最重要的事就是要知道
[00:06:44.700 --> 00:06:48.460]  基督是照著聖經所預言的話
[00:06:48.460 --> 00:06:49.620]  會
[00:06:49.620 --> 00:06:52.580]  耶穌基督會為我們的罪
[00:06:52.580 --> 00:06:53.500]  而死
[00:06:53.500 --> 00:06:55.660]  而受死
[00:06:55.660 --> 00:06:58.900]  而且埋葬
[00:06:58.900 --> 00:07:01.220]  埋葬了
[00:07:01.220 --> 00:07:06.900]  跟著第三日就會從死裡復活
[00:07:06.900 --> 00:07:08.220]  這個就是
[00:07:08.220 --> 00:07:10.300]  保羅在第三第四節所提到的
[00:07:10.300 --> 00:07:12.420]  最重要的訊息
[00:07:12.420 --> 00:07:13.780]  是為我們罪受死
[00:07:13.780 --> 00:07:19.140]  埋葬和三日之後復活
[00:07:19.140 --> 00:07:20.020]  之後
[00:07:20.020 --> 00:07:21.220]  耶穌復活的時候
[00:07:21.220 --> 00:07:23.020]  在第四節至到第七節那裏
[00:07:23.020 --> 00:07:24.220]  他就提到說有
[00:07:24.220 --> 00:07:25.540]  埋葬之後有
[00:07:25.540 --> 00:07:26.380]  第五節那裏說
[00:07:26.380 --> 00:07:28.540]  他會首先就顯現
[00:07:28.540 --> 00:07:31.260]  在彼得之前那裏
[00:07:31.260 --> 00:07:34.340]  見到再次出現
[00:07:34.340 --> 00:07:35.460]  在十二門徒
[00:07:35.460 --> 00:07:36.620]  還有一百
[00:07:36.620 --> 00:07:40.260]  還有時候有五百個弟兄都看到的
[00:07:40.260 --> 00:07:43.580]  他說現在那些弟兄都仍然存在
[00:07:43.580 --> 00:07:45.420]  仍然是
[00:07:45.420 --> 00:07:46.660]  在他們
[00:07:46.660 --> 00:07:48.700]  仍然是生存的
[00:07:48.700 --> 00:07:49.660]  但是
[00:07:49.660 --> 00:07:50.620]  他自己
[00:07:50.620 --> 00:07:52.300]  說到他自己
[00:07:52.300 --> 00:07:54.460]  我們看到科林多傳書前面的時候
[00:07:54.460 --> 00:07:56.220]  都看到教會裏面
[00:07:56.220 --> 00:07:58.180]  有人去挑戰
[00:07:58.180 --> 00:08:00.300]  保羅的使徒的身份
[00:08:00.300 --> 00:08:01.300]  因為
[00:08:01.300 --> 00:08:03.620]  他當時是迫白教會
[00:08:03.620 --> 00:08:05.060]  他信主之前
[00:08:05.060 --> 00:08:05.900]  而且
[00:08:05.900 --> 00:08:08.260]  他沒有和主耶穌基督有共度
[00:08:08.260 --> 00:08:09.740]  一起去做
[00:08:09.740 --> 00:08:11.860]  一起跟從主耶穌基督
[00:08:11.860 --> 00:08:13.180]  親自跟從主耶穌基督
[00:08:13.180 --> 00:08:14.420]  去過去的
[00:08:14.420 --> 00:08:18.820]  那三年多的
[00:08:18.820 --> 00:08:20.180]  的侍奉工作
[00:08:20.180 --> 00:08:22.780]  主耶穌基督的侍奉
[00:08:22.780 --> 00:08:23.620]  的侍工上面
[00:08:23.620 --> 00:08:25.140]  他沒有份參與
[00:08:25.140 --> 00:08:26.100]  所以他覺得
[00:08:26.100 --> 00:08:27.340]  有自己
[00:08:27.340 --> 00:08:28.660]  自己是被人看扁
[00:08:28.660 --> 00:08:30.100]  但是
[00:08:30.100 --> 00:08:31.980]  主耶穌基督很恩待他
[00:08:31.980 --> 00:08:33.420]  因為他就
[00:08:33.420 --> 00:08:34.420]  向他顯現
[00:08:34.420 --> 00:08:35.860]  在大馬祭的路上
[00:08:35.860 --> 00:08:38.420]  和他親自說話
[00:08:38.420 --> 00:08:40.100]  他的感覺就好像
[00:08:40.100 --> 00:08:40.980]  保羅的感覺
[00:08:40.980 --> 00:08:42.100]  我如同
[00:08:42.100 --> 00:08:44.340]  未到產其兒生
[00:08:44.340 --> 00:08:46.260]  的人一般
[00:08:46.260 --> 00:08:46.940]  就好像
[00:08:46.940 --> 00:08:47.340]  嘩
[00:08:47.340 --> 00:08:49.980]  就好像
[00:08:49.980 --> 00:08:51.460]  他
[00:08:51.460 --> 00:08:53.140]  即是未成長好的
[00:08:53.140 --> 00:08:54.500]  嬰孩就出來了
[00:08:54.500 --> 00:08:56.140]  就分娩了出來
[00:08:56.140 --> 00:08:57.740]  這個說自己不行
[00:08:57.740 --> 00:09:00.340]  這個是幾個不配的感覺
[00:09:00.340 --> 00:09:02.660]  好像
[00:09:02.660 --> 00:09:05.580]  好像早產的嬰孩一樣
[00:09:05.580 --> 00:09:06.220]  很感動
[00:09:06.220 --> 00:09:06.740]  很不配
[00:09:06.740 --> 00:09:08.580]  很微小
[00:09:08.580 --> 00:09:10.260]  在仕途當中很微小
[00:09:10.260 --> 00:09:14.460]  怎可以被稱為仕途呢?
[00:09:14.460 --> 00:09:15.820]  在第十節繼續說
[00:09:15.820 --> 00:09:17.300]  但是然而
[00:09:17.300 --> 00:09:18.340]  今天他成了
[00:09:18.340 --> 00:09:18.620]  嘩
[00:09:18.620 --> 00:09:22.140]  他的侍工的果效很大
[00:09:22.140 --> 00:09:23.780]  很好
[00:09:23.780 --> 00:09:25.740]  但是這個是全靠了
[00:09:25.740 --> 00:09:30.300]  他沒有誇自己的成就
[00:09:30.300 --> 00:09:32.460]  他是將這個榮耀歸給神
[00:09:32.460 --> 00:09:33.900]  這個全靠什麼?
[00:09:33.900 --> 00:09:36.340]  全靠神的恩典
[00:09:36.340 --> 00:09:39.580]  才可以成就到這些的果效
[00:09:39.580 --> 00:09:41.580]  他們保羅到處去傳福音
[00:09:41.580 --> 00:09:43.740]  建立教會
[00:09:43.740 --> 00:09:44.940]  多人信主
[00:09:44.940 --> 00:09:46.140]  建立了多人多教會
[00:09:46.140 --> 00:09:49.660]  這些全是神的恩典
[00:09:49.660 --> 00:09:50.660]  這些恩
[00:09:50.660 --> 00:09:51.860]  所賜的恩典
[00:09:51.860 --> 00:09:53.700]  不是徒然的
[00:09:53.700 --> 00:09:55.380]  不是沒有內容的
[00:09:55.380 --> 00:09:56.580]  是豐豐富富
[00:09:56.580 --> 00:09:59.060]  充滿了這個福音的訊息
[00:09:59.060 --> 00:10:03.460]  這個徒然和之前第二節的徒然是不同的字
[00:10:03.460 --> 00:10:05.980]  這個徒然是充滿了
[00:10:05.980 --> 00:10:07.020]  不是徒然
[00:10:07.020 --> 00:10:09.740]  是充滿了神的恩典當中
[00:10:09.740 --> 00:10:13.140]  這個福音的訊息是多麼的豐富
[00:10:13.140 --> 00:10:15.540]  絕對不是一個騙局
[00:10:15.540 --> 00:10:17.660]  是充滿了很有內涵的
[00:10:17.660 --> 00:10:21.740]  很有內容的福音訊息
[00:10:21.740 --> 00:10:25.580]  保羅雖然是格外勞苦
[00:10:25.580 --> 00:10:27.540]  即是做禪水的侍工上
[00:10:27.540 --> 00:10:29.620]  是為侍工出了很多力
[00:10:29.620 --> 00:10:31.420]  非常勞苦
[00:10:31.420 --> 00:10:34.100]  但是全靠神的恩典
[00:10:34.100 --> 00:10:38.740]  在他同在
[00:10:38.740 --> 00:10:41.900]  這個福音
[00:10:41.900 --> 00:10:43.820]  不是他自己作出來的
[00:10:43.820 --> 00:10:45.060]  他是怎樣聽到
[00:10:45.060 --> 00:10:46.740]  他就怎樣傳給
[00:10:46.740 --> 00:10:50.660]  這班哥倫多的門徒知道
[00:10:50.660 --> 00:10:54.860]  我們看到這裡的經文的時候
[00:10:54.860 --> 00:10:56.940]  我們都想起
[00:10:56.940 --> 00:11:00.420]  我們當中很多的主內的弟兄姊妹
[00:11:00.420 --> 00:11:04.260]  其實是他們的配偶是未信耶穌
[00:11:04.260 --> 00:11:05.940]  未信主
[00:11:05.940 --> 00:11:08.740]  往往他們的配偶都會
[00:11:08.740 --> 00:11:10.940]  有時會質問
[00:11:10.940 --> 00:11:12.060]  或者是在思考
[00:11:12.060 --> 00:11:16.140]  究竟是否這個神是否真的呢?
[00:11:16.140 --> 00:11:22.100]  是否真的有實呢?
[00:11:22.100 --> 00:11:25.220]  其實他們往往有用到
[00:11:25.220 --> 00:11:26.860]  他們這班無神論的
[00:11:26.860 --> 00:11:28.380]  有班是無神論的
[00:11:28.380 --> 00:11:29.460]  無道的朋友
[00:11:29.460 --> 00:11:31.500]  他們當中可能都會有
[00:11:31.500 --> 00:11:34.460]  往往都會高舉
[00:11:34.460 --> 00:11:39.180]  科學是主宰宇宙一切的萬物
[00:11:39.180 --> 00:11:40.980]  但是我們深深知道
[00:11:40.980 --> 00:11:43.660]  我們當中很多的科學家
[00:11:43.660 --> 00:11:49.340]  包括康普頓·康頓這位的科學家
[00:11:49.340 --> 00:11:51.780]  他是一位物理學家
[00:11:51.780 --> 00:11:53.380]  他在35歲的時候
[00:11:53.380 --> 00:11:54.660]  1927年
[00:11:54.660 --> 00:11:59.740]  他就獲得了諾貝爾的物理學獎
[00:11:59.740 --> 00:12:01.380]  他在這裡這樣回答
[00:12:01.380 --> 00:12:06.220]  我們在中信刊物當中
[00:12:06.220 --> 00:12:10.660]  之前有一篇文章是介紹一些科學家
[00:12:10.660 --> 00:12:12.900]  他就提出說
[00:12:12.900 --> 00:12:17.420]  這班其實就算是科學
[00:12:17.420 --> 00:12:19.340]  科學的背後
[00:12:19.340 --> 00:12:23.940]  我們用很多科學的方法去證明一些原理
[00:12:23.940 --> 00:12:26.940]  其實背後有一些工作的假設
[00:12:26.940 --> 00:12:28.860]  所謂的Working Hypothesis
[00:12:28.860 --> 00:12:31.060]  的工作的假設當中
[00:12:31.060 --> 00:12:33.020]  這些工作的假設
[00:12:33.020 --> 00:12:37.380]  就是沒有怎樣去證明
[00:12:37.380 --> 00:12:41.260]  在這個工作的假設之上
[00:12:41.260 --> 00:12:43.580]  就用科學的方法去研究
[00:12:43.580 --> 00:12:47.060]  達到很多的原理出來
[00:12:47.060 --> 00:12:48.740]  都是憑著相信
[00:12:48.740 --> 00:12:52.540]  去相信這個工作的假設
[00:12:52.540 --> 00:12:57.940]  其實科學是沒有否定神的存在
[00:12:57.940 --> 00:13:09.300]  但是科學又不可以證明有神的存在
[00:13:09.300 --> 00:13:14.020]  但是他同樣地憑著信心
[00:13:14.020 --> 00:13:20.140]  去接受了有一位理性有智慧的神存在
[00:13:20.140 --> 00:13:22.700]  是完全合乎科學
[00:13:22.700 --> 00:13:24.100]  他自己這樣說
[00:13:24.100 --> 00:13:29.260]  我們相信上帝就能對宇宙有合理的解釋
[00:13:29.260 --> 00:13:31.860]  這個就是他的個人見證
[00:13:31.860 --> 00:13:33.580]  他平時一至五
[00:13:33.580 --> 00:13:38.340]  就是在學校做研究
[00:13:38.340 --> 00:13:40.060]  星期六、星期日
[00:13:40.060 --> 00:13:44.500]  就在教會裏面侍奉
[00:13:44.500 --> 00:13:46.100]  1991年的時候
[00:13:46.100 --> 00:13:48.220]  美國太空總署就發射了一個
[00:13:48.220 --> 00:13:49.940]  伽瑪射線的天文台
[00:13:49.940 --> 00:13:52.620]  上到地球的軌道當中
[00:13:52.620 --> 00:13:55.860]  他就將它命名為
[00:13:55.860 --> 00:14:00.980]  康普頓伽瑪射線天文台
[00:14:00.980 --> 00:14:02.980]  這個神
[00:14:02.980 --> 00:14:05.460]  當我們想起我們信主的時候
[00:14:05.460 --> 00:14:07.180]  剛剛信主的時候
[00:14:07.180 --> 00:14:08.580]  我們回到教會
[00:14:08.580 --> 00:14:10.700]  我們很可能我們自己
[00:14:10.700 --> 00:14:11.980]  我們當中的弟兄姊妹
[00:14:11.980 --> 00:14:16.980]  有些是第一個家庭的成員信主
[00:14:16.980 --> 00:14:18.940]  爸爸媽媽都往往說
[00:14:18.940 --> 00:14:20.700]  真是你們回到教會
[00:14:20.700 --> 00:14:23.340]  都說好的 學得好一點
[00:14:23.340 --> 00:14:26.460]  但是千萬不要這麼沉迷
[00:14:26.460 --> 00:14:30.780]  可能大家都有聽到這些家長的勸告
[00:14:30.780 --> 00:14:33.380]  我自己有
[00:14:33.380 --> 00:14:39.220]  其實保羅他的生命
[00:14:39.220 --> 00:14:41.860]  改變完全是因典
[00:14:41.860 --> 00:14:43.740]  神藉這個因典
[00:14:43.740 --> 00:14:47.260]  去透過保羅去祝福其他人
[00:14:47.260 --> 00:14:49.220]  去領受這個福音的人
[00:14:49.220 --> 00:14:54.500]  去繼續去一代一代地做見證人
[00:14:54.500 --> 00:14:59.340]  我們其實都是見證人的一份子
[00:14:59.340 --> 00:15:02.100]  我們在最近的門徒訓練當中
[00:15:02.100 --> 00:15:04.780]  我們開始有一個集所
[00:15:04.780 --> 00:15:07.340]  學習寫見證
[00:15:07.340 --> 00:15:08.540]  我們將這個見證
[00:15:08.540 --> 00:15:10.780]  我們的生命的改變
[00:15:10.780 --> 00:15:12.460]  去和其他弟兄姊妹
[00:15:12.460 --> 00:15:15.540]  去慕道的朋友去分享
[00:15:15.540 --> 00:15:17.220]  可以得到鼓勵
[00:15:17.220 --> 00:15:20.940]  我鼓勵大家在這個感恩節期間
[00:15:20.940 --> 00:15:23.180]  大家互相分享
[00:15:23.180 --> 00:15:27.020]  我們的神與我們同在的見證
[00:15:27.020 --> 00:15:32.740]  用神的因典去互相勉勵
[00:15:32.740 --> 00:15:33.700]  在疫情當中
[00:15:33.700 --> 00:15:37.260]  在困難當中去建立其他的
[00:15:37.260 --> 00:15:39.780]  主來的弟兄姊妹
[00:15:39.780 --> 00:15:48.820]  所以我們看到一個的重點在當中
[00:15:48.820 --> 00:15:50.780]  其實我們所說的話
[00:15:50.780 --> 00:15:52.820]  無論我們做的見證
[00:15:52.820 --> 00:15:54.980]  用多少文字
[00:15:54.980 --> 00:15:59.860]  用優美的字眼或有多少文字的修飾
[00:15:59.860 --> 00:16:04.380]  但最終都是藉著神的大能
[00:16:04.380 --> 00:16:08.620]  才能夠改變一個人的生命
[00:16:08.620 --> 00:16:13.660]  我們在當中要將我們的見證
[00:16:13.660 --> 00:16:15.380]  放在圖局當中
[00:16:15.380 --> 00:16:19.140]  使得神能夠大大地用這個見證
[00:16:19.140 --> 00:16:23.980]  去能夠將這個福音傳給一班慕道的朋友
[00:16:23.980 --> 00:16:26.980]  又或可以鼓勵到其他的弟兄姊妹
[00:16:26.980 --> 00:16:29.020]  所以我們看到這個重點
[00:16:29.020 --> 00:16:30.940]  從第一節到十一節
[00:16:30.940 --> 00:16:34.220]  我們看到在任何環境當中
[00:16:34.220 --> 00:16:37.580]  神的因典都與我們同在
[00:16:37.580 --> 00:16:40.500]  神的因典與保羅同在
[00:16:40.500 --> 00:16:47.980]  神的因典都會與我們同在
[00:16:47.980 --> 00:16:54.420]  我們繼續看第十五章第十二節
[00:16:54.420 --> 00:16:58.060]  既然基督的人是從死裡復活了
[00:16:58.060 --> 00:17:01.060]  怎麼你們中間就有人說
[00:17:01.060 --> 00:17:04.860]  沒有死人復活這件事情呢?
[00:17:04.860 --> 00:17:08.180]  保羅就開始直接地從另一個角度
[00:17:08.180 --> 00:17:10.180]  去針對這個問題
[00:17:10.180 --> 00:17:11.820]  剛才第一節到十一節
[00:17:11.820 --> 00:17:14.460]  就用到歷史的事實這個角度
[00:17:14.460 --> 00:17:19.380]  去證明耶穌基督復活
[00:17:19.380 --> 00:17:20.980]  就是有死人復活
[00:17:20.980 --> 00:17:22.700]  為什麼你們當中
[00:17:22.700 --> 00:17:24.300]  保羅就問哥林多的門徒
[00:17:24.300 --> 00:17:28.180]  為什麼你們知道基督是從死裡復活
[00:17:28.180 --> 00:17:32.820]  為什麼會質疑死人有沒有復活呢?
[00:17:32.820 --> 00:17:34.700]  如果是沒有的話
[00:17:34.700 --> 00:17:35.580]  很大件事
[00:17:35.580 --> 00:17:36.860]  在這裡看到
[00:17:36.860 --> 00:17:38.020]  如果沒有死人復活
[00:17:38.020 --> 00:17:39.380]  基督有沒有復活呢?
[00:17:39.380 --> 00:17:40.620]  第十四節我們看到
[00:17:40.620 --> 00:17:42.220]  如果基督沒有復活
[00:17:42.220 --> 00:17:45.460]  我們所傳的福音
[00:17:45.460 --> 00:17:47.580]  就是一個沒有內涵
[00:17:47.580 --> 00:17:49.380]  沒有內容的福音
[00:17:49.380 --> 00:17:50.780]  就變成了什麼呢?
[00:17:50.780 --> 00:17:52.460]  變成了所傳的
[00:17:52.460 --> 00:17:53.660]  我們所信的
[00:17:53.660 --> 00:17:55.180]  又是一樣沒有內涵的
[00:17:55.180 --> 00:17:57.940]  是不是這個就是一個大騙局呢?
[00:17:57.940 --> 00:17:59.900]  一個沒有內涵、沒有內容的
[00:17:59.900 --> 00:18:04.500]  好像一間空殼公司
[00:18:04.500 --> 00:18:07.460]  有時我們來做生意的
[00:18:07.460 --> 00:18:14.420]  有些做得沒那麼規矩的
[00:18:14.420 --> 00:18:16.180]  就用空殼公司的性質
[00:18:16.180 --> 00:18:19.180]  好像商業那裡來騙局
[00:18:19.180 --> 00:18:20.620]  這是不是一個騙局呢?
[00:18:20.620 --> 00:18:23.660]  這是第一個很重要的反省
[00:18:23.660 --> 00:18:25.380]  是不是變成一個騙局呢?
[00:18:25.380 --> 00:18:26.860]  第二
[00:18:26.860 --> 00:18:34.980]  如果這個死人復活是不存在的話
[00:18:34.980 --> 00:18:37.420]  我們在這裡傳有死人復活
[00:18:37.420 --> 00:18:39.740]  就很明顯地指出我們自己
[00:18:39.740 --> 00:18:41.220]  被指證了出來
[00:18:41.220 --> 00:18:43.300]  你們是不是在指證我們呢?
[00:18:43.300 --> 00:18:45.660]  在作假見證
[00:18:45.660 --> 00:18:47.540]  亂為神作見證
[00:18:47.540 --> 00:18:48.660]  或者是
[00:18:48.660 --> 00:18:50.700]  這樣是一個很大的罪
[00:18:50.700 --> 00:18:52.020]  我們傳福音的時候
[00:18:52.020 --> 00:18:54.340]  是在作假見證
[00:18:54.340 --> 00:18:56.540]  在這裡變成是否侮辱了神呢?
[00:18:56.540 --> 00:19:00.620]  還是我們明明是為神作見證
[00:19:00.620 --> 00:19:10.860]  而被人在這裡控告我們呢?
[00:19:10.860 --> 00:19:12.460]  看來十七七節
[00:19:12.460 --> 00:19:15.060]  有第三個後果
[00:19:15.060 --> 00:19:17.260]  如果沒有復活的話
[00:19:17.260 --> 00:19:19.580]  這個後果又非常嚴重
[00:19:19.580 --> 00:19:22.060]  如果耶穌基督沒有復活
[00:19:22.060 --> 00:19:25.540]  那我們的罪究竟是怎樣?
[00:19:25.540 --> 00:19:27.140]  我們的神
[00:19:27.140 --> 00:19:31.580]  有沒有完全抵消了說我們無罪呢?
[00:19:31.580 --> 00:19:34.380]  是不是我們耶穌基督的死
[00:19:34.380 --> 00:19:36.180]  是不是不夠呢?
[00:19:36.180 --> 00:19:42.100]  不夠來抵償我們所犯的罪?
[00:19:42.100 --> 00:19:44.220]  這個是很大的問題
[00:19:44.220 --> 00:19:46.100]  我們是不是還是罪人呢?
[00:19:46.100 --> 00:19:47.820]  明明福音就說我們不是
[00:19:47.820 --> 00:19:50.060]  我們已經是一個新造的人
[00:19:50.060 --> 00:19:52.220]  我們從以前所犯的罪
[00:19:52.220 --> 00:19:53.300]  已經日不留少
[00:19:53.300 --> 00:19:55.940]  在神面前可以輕易的
[00:19:55.940 --> 00:20:00.780]  第四個後果
[00:20:00.780 --> 00:20:02.380]  就是第十八節那裡提到
[00:20:02.380 --> 00:20:08.740]  我們之前過了身的主內的弟兄姊妹
[00:20:08.740 --> 00:20:11.500]  他們會不會再醒出來呢?
[00:20:11.500 --> 00:20:13.140]  我們福音那裡明明提到
