
[00:00:00.000 --> 00:00:06.880]  如果你跟著我們讀經的計劃
[00:04:28.320 --> 00:04:33.440]  因為如果你這麼做的話 會大大煎烏了那塊地
[00:04:33.440 --> 00:04:38.800]  然而你 這裡說的是猶大 也是以色列人
[00:04:38.800 --> 00:04:43.360]  你當它是猶大 儘管它行了很多的淫
[00:04:43.360 --> 00:04:47.300]  與其它很多的情郎 但是上帝說你還是回來了
[00:04:47.300 --> 00:04:49.500]  那究竟說些什麼呢?
[00:04:49.500 --> 00:04:54.760]  其實這三段東西 其實我前面那裡
[00:04:54.760 --> 00:05:00.800]  那個「人若娶妻」一直到「那地豈不是大大煎烏」這裡
[00:05:00.800 --> 00:05:06.600]  其實是引用了摩西五經裡面生命記的一段話
[00:05:06.600 --> 00:05:11.400]  如果你有時你看你的中文翻譯 英文翻譯也好
[00:05:11.400 --> 00:05:15.600]  有時它會說那個「耶和華說」就未必是「耶和華說」
[00:05:15.600 --> 00:05:18.320]  它說「有人說」或者「有話說」
[00:05:18.320 --> 00:05:22.500]  其實就是告訴你它在引用之前的《教育聖經》
[00:05:22.500 --> 00:05:25.160]  那是什麼呢?我想跟你讀一下
[00:05:25.160 --> 00:05:28.180]  是生命記第二十四章第一節
[00:05:28.180 --> 00:05:30.040]  生命記第二十四章第一節這麼說
[00:05:30.040 --> 00:05:34.840]  「人若娶妻 作了他的丈夫 發現他有不合宜的事
[00:05:34.840 --> 00:05:40.960]  不喜歡她 而寫憂書交給他手中 打發他離開夫家
[00:05:40.960 --> 00:05:47.000]  夫人若離開夫家 而後去嫁別人
[00:05:47.000 --> 00:05:52.320]  後夫若恨惡他 寫憂書交在他手中
[00:05:52.320 --> 00:06:00.120]  打發他離開夫家 又或者娶他為妻的後夫死了
[00:06:00.120 --> 00:06:06.720]  那憂妻的前夫就不可在婦人之污之後再娶她為妻
[00:06:06.720 --> 00:06:09.520]  因為這是耶和華所恨惡的
[00:06:09.520 --> 00:06:15.160]  不可使耶和華你上帝所賜業之地蒙受沾滿」
[00:06:15.160 --> 00:06:19.240]  這個就是剛才那段話的背景
[00:06:19.240 --> 00:06:21.260]  人若娶妻離開了
[00:06:21.260 --> 00:06:24.400]  你前夫就不可以去娶她
[00:06:24.400 --> 00:06:29.560]  但如果你看回原本的生命記講的是什麼呢?
[00:06:29.560 --> 00:06:34.800]  其實生命記是假設 因為人的墮落、人的罪的緣故
[00:06:34.800 --> 00:06:38.800]  很多男人就開始憂他們的妻子
[00:06:38.800 --> 00:06:44.480]  當時女士是不能憂丈夫 只有丈夫憂妻子
[00:06:44.480 --> 00:06:48.000]  他說有時候那些人因為一點點不喜歡他
[00:06:48.000 --> 00:06:51.600]  就說他走了 因為想換老婆
[00:06:51.600 --> 00:06:54.880]  當時摩西就說你要給他一份憂書
[00:06:54.880 --> 00:06:58.280]  為什麼呢?憂書其實是保護被憂的妻子
[00:06:58.280 --> 00:07:02.240]  告訴你其實她不是出軌什麼的
[00:07:02.240 --> 00:07:04.680]  而是可能是丈夫不喜歡她
[00:07:04.680 --> 00:07:09.360]  以致她有一個法律上的地位
[00:07:09.360 --> 00:07:13.640]  那是什麼呢?因為她沒有辦法自己做工去養活
[00:07:13.640 --> 00:07:19.280]  她的生計就是在於她可能需要嫁給另外一個男人
[00:07:19.280 --> 00:07:22.040]  如果不是她可能就要做妓女
[00:07:22.040 --> 00:07:25.880]  於是她拿著這份憂書 她可能嫁給了另一個人
[00:07:25.880 --> 00:07:30.360]  然後他說如果這個人又憂了她
[00:07:30.360 --> 00:07:34.080]  又找到另一個壞男人又憂了她
[00:07:34.080 --> 00:07:37.560]  或者這個人 第二個案件不是那個男人壞
[00:07:37.560 --> 00:07:39.840]  是他的後夫死了
[00:07:39.840 --> 00:07:42.200]  後夫死了或者他被人憂了之後
[00:07:42.200 --> 00:07:44.480]  假設這個女人現在自由了
[00:07:44.480 --> 00:07:49.080]  他說什麼呢?那個前夫就不可以回去再娶她
[00:07:49.080 --> 00:07:53.520]  上帝最討厭這個前夫在耍花樣
[00:07:53.520 --> 00:07:55.680]  喜歡她的時候就娶她
[00:07:55.680 --> 00:07:59.040]  不喜歡她的時候就憂了她
[00:07:59.040 --> 00:08:01.880]  憂完之後又覺得喜歡她又回去
[00:08:01.880 --> 00:08:04.680]  其實他是在說這種三心兩意
[00:08:04.680 --> 00:08:07.920]  他說這個是耶和華所增厭的
[00:08:07.920 --> 00:08:10.000]  而這種這樣的做法
[00:08:10.000 --> 00:08:15.080]  我們相信當時的人可能經常都是做這樣的事情
[00:08:15.080 --> 00:08:17.920]  經常憂妻 經常又再娶
[00:08:17.920 --> 00:08:20.160]  憂妻又再娶 又再娶
[00:08:20.160 --> 00:08:21.760]  其實現在的人都是這樣
[00:08:21.760 --> 00:08:27.480]  耶和華所憎惡的 他說如果你們這樣做的話
[00:08:27.480 --> 00:08:30.680]  連你們所遺孽之地
[00:08:30.680 --> 00:08:34.200]  那個聖地來的耶和華的家都被占了
[00:08:34.200 --> 00:08:35.640]  其實意味著什麼呢?
[00:08:35.640 --> 00:08:41.800]  有一天耶和華上帝要將你從他那個遺孽之地
[00:08:41.800 --> 00:08:43.640]  他的家踢出去
[00:08:43.640 --> 00:08:51.480]  其實是一個秘魯 巴比倫的一個預言 一個預表
[00:08:51.480 --> 00:08:55.600]  OK 去到耶利米 耶利米說什麼呢?
[00:08:55.600 --> 00:08:58.280]  他說人如果有這樣的情況
[00:08:58.280 --> 00:09:01.480]  他說你記不記得我以前在《生命記》裡面說過
[00:09:01.480 --> 00:09:04.480]  這個人 這個妻子如果走了去
[00:09:04.480 --> 00:09:08.000]  前夫他是不能回到前夫那裡的
[00:09:08.000 --> 00:09:12.160]  因為這樣 他做了另外一個人的老婆
[00:09:12.160 --> 00:09:15.400]  接著又再回來 前夫不可以再和他一起了
[00:09:15.400 --> 00:09:18.600]  他說那個地是不是大大污穢呢?
[00:09:18.600 --> 00:09:22.000]  然而 這個是驚喜來的 最後那句
[00:09:22.000 --> 00:09:25.520]  但你們和許多情郎行淫
[00:09:25.520 --> 00:09:27.800]  還是可以 上帝說儘管
[00:09:27.800 --> 00:09:30.040]  之前是說過你不能回來的
[00:09:30.040 --> 00:09:32.160]  其實上帝說你回得來
[00:09:32.160 --> 00:09:34.680]  但我想你知道多一點就是說
[00:09:34.680 --> 00:09:38.920]  前面摩西五經的《生命記》其實所指的
[00:09:38.920 --> 00:09:41.560]  那個犯罪的人是個丈夫
[00:09:41.560 --> 00:09:44.080]  是個丈夫不要那個妻子
[00:09:44.080 --> 00:09:46.720]  就趕了他 接著說丈夫不可以要回去
[00:09:46.720 --> 00:09:49.560]  在這個案子 在耶利曼的案子
[00:09:49.560 --> 00:09:54.920]  其實是那個妻子自己貪戀情郎
[00:09:54.920 --> 00:09:58.400]  其實是在說外邦人的神明
[00:09:58.400 --> 00:10:00.400]  五經八業和華
[00:10:00.400 --> 00:10:03.000]  其實是那個妻子是壞了
[00:10:03.000 --> 00:10:05.160]  但是上帝在說這件事
[00:10:05.160 --> 00:10:08.240]  在我的律法裡面 我們說你分離了
[00:10:08.240 --> 00:10:11.280]  其實沒有辦法 應該是不可以再回來
[00:10:11.280 --> 00:10:16.960]  但是然而上帝說我是很渴望你的回歸
[00:10:16.960 --> 00:10:19.320]  儘管其實不是耶和華錯
[00:10:19.320 --> 00:10:20.680]  耶和華沒有優待他
[00:10:20.680 --> 00:10:25.800]  而是他們自己走了去其他的情郎那裡
[00:10:25.800 --> 00:10:29.000]  耶和華是一個何等
[00:10:29.000 --> 00:10:34.960]  怎麼說呢 心愛忠於他的婚約的上帝等待
[00:10:34.960 --> 00:10:38.680]  當然這個妻子 這個叛逆的妻子
[00:10:38.680 --> 00:10:41.880]  這個行淫的妻子需要回歸
[00:10:41.880 --> 00:10:44.880]  剛才我們說到《生命記》第24章
[00:10:44.880 --> 00:10:49.120]  是《耶利米蘇》第3章第一節的背景
[00:10:49.120 --> 00:10:51.040]  其實《生命記》第24章
[00:10:51.040 --> 00:10:54.680]  除了是《耶利米蘇》第3章的背景之外
[00:10:54.680 --> 00:10:58.160]  也是另外一段新約聖經的背景
[00:10:58.160 --> 00:10:59.480]  我不知道你記不記得
[00:10:59.480 --> 00:11:03.240]  在我幾個禮拜之前
[00:11:03.240 --> 00:11:04.840]  如果你有聽我講到
[00:11:04.840 --> 00:11:09.200]  就是講天地大分別
[00:11:09.200 --> 00:11:12.840]  那段聖經的背景
[00:11:12.840 --> 00:11:14.520]  在《馬克福音》第10章的背景
[00:11:14.520 --> 00:11:16.800]  就是《生命記》第24章
[00:11:16.800 --> 00:11:20.920]  就是有人來 有法利賽的人來試探耶穌
[00:11:20.920 --> 00:11:24.440]  問祂 祂說我們可不可以休妻
[00:11:24.440 --> 00:11:27.480]  然後耶穌說 聖經是怎麼說的呢?
[00:11:27.480 --> 00:11:29.360]  摩西是怎麼說的呢?
[00:11:29.360 --> 00:11:34.480]  他說 他們就引用《生命記》第24章
[00:11:34.480 --> 00:11:38.440]  就是藉口說 是可以的
[00:11:38.440 --> 00:11:40.520]  只要我們做了一些文件
[00:11:40.520 --> 00:11:44.000]  只要我們給祂一張優書 這樣就可以了
[00:11:44.000 --> 00:11:46.400]  而耶穌最終是反駁他
[00:11:46.400 --> 00:11:50.000]  耶穌說 我叫你問你 摩西怎麼說呢?
[00:11:50.000 --> 00:11:51.960]  他們就去《生命記》
[00:11:51.960 --> 00:11:54.880]  但是耶穌說 你應該去的是《創世紀》
[00:11:54.880 --> 00:11:56.320]  上帝的心意是什麼?
[00:11:56.320 --> 00:11:58.920]  是兩個人合一的時候
[00:11:58.920 --> 00:12:04.040]  是不可以分離 不可以離婚的
[00:12:04.040 --> 00:12:09.120]  上帝在眼中是兩個這對夫婦永遠在一起
[00:12:09.120 --> 00:12:11.560]  於是總結 耶穌怎麼說呢?
[00:12:11.560 --> 00:12:13.040]  耶穌對他們說
[00:12:13.040 --> 00:12:16.360]  凡休妻領取的就是犯奸淫
[00:12:16.360 --> 00:12:19.720]  所以休妻自己去領取是犯奸淫
[00:12:19.720 --> 00:12:24.200]  再加上連妻子離棄丈夫領嫁
[00:12:24.200 --> 00:12:27.160]  也是犯了奸淫
[00:12:27.160 --> 00:12:30.320]  這裡第十二節 如果你有聽我講過是很有趣的
[00:12:30.320 --> 00:12:35.360]  因為當時的猶太人妻子是不可以自己離開丈夫領嫁的
[00:12:35.360 --> 00:12:37.880]  但是為什麼他講這件事呢?
[00:12:37.880 --> 00:12:43.680]  其實是在映射以色列人自己就是那個淫亂的妻子
[00:12:43.680 --> 00:12:46.960]  離開了丈夫 就是耶和華
[00:12:46.960 --> 00:12:49.600]  她犯了奸淫
[00:12:49.600 --> 00:12:54.720]  這個是整本聖經裡面的天地大分別
[00:12:54.720 --> 00:12:57.400]  我們今天之所以有這麼多人犯罪
[00:12:57.400 --> 00:12:59.640]  喜歡結就結 喜歡離就離
[00:12:59.640 --> 00:13:03.240]  是因為人起初離開了上帝
[00:13:03.240 --> 00:13:06.040]  本應該當天地大分別的時候
[00:13:06.040 --> 00:13:10.600]  上帝的審判是要臨到當中
[00:13:10.600 --> 00:13:14.840]  然而仍然有一個拯救的可能性
[00:13:14.840 --> 00:13:17.400]  這個拯救就是
[00:13:17.400 --> 00:13:20.320]  正如剛才我在耶利曼書第三章第一節那樣
[00:13:20.320 --> 00:13:24.040]  耶和華說儘管你已經天地大分別
[00:13:24.040 --> 00:13:26.880]  儘管我的審判要臨到這個世界
[00:13:26.880 --> 00:13:31.960]  然而如果你要回來 任苦回家吧
[00:13:31.960 --> 00:13:33.280]  仍然可以回來
[00:13:33.280 --> 00:13:36.320]  但是不是說喜歡回來就回來
[00:13:36.320 --> 00:13:40.440]  這個耶和華的審判地獄的火
[00:13:40.440 --> 00:13:42.760]  誰去負債呢?
[00:13:42.760 --> 00:13:45.560]  誰去補償這個罪債呢?
[00:13:45.560 --> 00:13:48.840]  答案就是要通過十字架
[00:13:48.840 --> 00:13:50.600]  要通過十字架
[00:13:50.600 --> 00:13:53.720]  所以如果你有機會回去看《馬克福音》第十章
[00:13:53.720 --> 00:13:59.360]  當耶穌被試探問關於優妻的故事的時候
[00:13:59.360 --> 00:14:02.360]  你會發覺耶穌的地點是很有趣的
[00:14:02.360 --> 00:14:07.600]  耶穌當時來到猶大的境內約旦河的東邊
[00:14:07.600 --> 00:14:08.680]  東邊是什麼呢?
[00:14:08.680 --> 00:14:10.320]  就是聖地以外
[00:14:10.320 --> 00:14:14.080]  你記得上帝說他們淹污了那塊地
[00:14:14.080 --> 00:14:18.280]  那塊地他們要被趕出去聖地以外
[00:14:18.280 --> 00:14:20.240]  所以耶穌現在站在那裡
[00:14:20.240 --> 00:14:23.720]  耶穌說我要將你們帶回聖地之內
[00:14:23.720 --> 00:14:26.080]  帶回上帝的家裡面
[00:14:26.080 --> 00:14:28.600]  他說在約旦河的東邊
[00:14:28.600 --> 00:14:32.560]  耶穌在眾人聚集在他面前的時候
[00:14:32.560 --> 00:14:33.360]  去教導他們
[00:14:33.360 --> 00:14:34.080]  教導他們什麼呢?
[00:14:34.080 --> 00:14:35.560]  如果你繼續看下去
[00:14:35.560 --> 00:14:38.440]  第十章第33、34節
[00:14:38.440 --> 00:14:41.640]  已經是第三次預言他的受死復活
[00:14:41.640 --> 00:14:46.160]  他教導他們我要為你們受死復活
[00:14:46.160 --> 00:14:48.200]  唯有這樣我們才可以回家
[00:14:48.200 --> 00:14:52.360]  所以不要想著那個淫婦喜歡回家就回家
[00:14:52.360 --> 00:14:54.520]  而是回家的時候
[00:14:54.520 --> 00:14:56.680]  你怎麼可以與上帝和好
[00:14:56.680 --> 00:15:02.360]  是需要有耶穌基督去負上他的代價
[00:15:02.360 --> 00:15:04.440]  「看!我們上耶路撒冷去
[00:15:04.440 --> 00:15:07.000]  人只要被交在祭司和民事
[00:15:07.000 --> 00:15:09.760]  他們要定他的罪有交給外邦人
[00:15:09.760 --> 00:15:14.480]  他們要戲弄他、向他吐垂末
[00:15:14.480 --> 00:15:17.200]  鞭打他、殺害他
[00:15:17.200 --> 00:15:19.280]  三天後太陽復活
[00:15:19.280 --> 00:15:21.080]  唯有通過十字架
[00:15:21.080 --> 00:15:23.320]  我們才可以回去
[00:15:23.320 --> 00:15:25.680]  我們世人都犯了罪
[00:15:25.680 --> 00:15:27.600]  規缺了上帝的榮耀
[00:15:27.600 --> 00:15:34.680]  我們都是天地大分別當中的淫婦
[00:15:34.680 --> 00:15:36.040]  而當我們回去的時候
[00:15:36.040 --> 00:15:38.320]  是靠著主耶穌基督的十字架
[00:15:38.320 --> 00:15:41.280]  而今天在十字架的影子底下
[00:15:41.280 --> 00:15:47.440]  我們立志我們要成為上帝忠心的妻子
[00:15:47.440 --> 00:15:49.520]  我們不愛這個世界
[00:15:49.520 --> 00:15:52.240]  我們拒絕這個世界的偶像
[00:15:52.240 --> 00:15:55.680]  我們只求祂的國與祂的義
[00:15:55.680 --> 00:16:00.640]  希望大家都可以努力讀你的聖經
[00:16:00.640 --> 00:16:04.720]  也是忠心一生的跟隨上帝
[00:16:04.720 --> 00:16:08.720]  我們這樣將自己重新在這個時候
[00:16:08.720 --> 00:16:11.840]  再次呼福在上帝面前
[00:16:11.840 --> 00:16:14.120]  成為祂忠心的媳婦
[00:16:14.120 --> 00:16:15.920]  大家努力
