
[00:00:00.000 --> 00:00:03.720]  各位弟兄姊妹 午安 主禮平安
[00:02:18.520 --> 00:02:24.320]  在敘利亞國 即是現在的阿蘭國
[00:02:24.320 --> 00:02:27.480]  亞男王的元帥 乃蠻
[00:02:27.480 --> 00:02:31.240]  當時的國王就是變哈達
[00:02:31.240 --> 00:02:37.240]  元帥乃蠻是一位長勝將軍
[00:02:37.240 --> 00:02:43.840]  因為上帝讓他在戰事當中得勝
[00:02:43.840 --> 00:02:47.720]  甚至他曾經打敗過以色列
[00:02:47.720 --> 00:02:50.600]  我們在經文裡
[00:02:50.600 --> 00:02:58.040]  知道他家裡有一位被擄的以色列小女孩
[00:02:58.040 --> 00:03:04.160]  作為一個奴婢去服侍乃蠻的妻子
[00:03:04.160 --> 00:03:14.560]  就知道上帝也讓乃蠻戰勝了自己的子民以色列
[00:03:14.560 --> 00:03:22.880]  所以乃蠻得到亞男王很器重
[00:03:22.880 --> 00:03:31.280]  原因是「耶和華臣直他使亞男人得勝」
[00:03:31.280 --> 00:03:33.600]  我們看到「勝利」
[00:03:33.600 --> 00:03:41.000]  原來它的文字和「拯救」是同一個字
[00:03:41.000 --> 00:03:47.040]  所以在翻譯上也有「拯救」的意思
[00:03:47.040 --> 00:03:50.680]  我們可以在經文《撒姆爾記》上
[00:03:50.680 --> 00:03:52.280]  十一章十三節
[00:03:52.280 --> 00:03:55.440]  就會呈現出那個原來的字
[00:03:55.440 --> 00:03:57.480]  我們可以看得到
[00:03:57.480 --> 00:04:04.280]  原來「拯救」和「勝利」都是同一個字
[00:04:04.280 --> 00:04:10.000]  所以在翻譯上也有「拯救」的意思
[00:04:10.000 --> 00:04:13.320]  但是如果是用在戰爭上
[00:04:13.320 --> 00:04:18.400]  或者在危難當中得到這個「拯救」
[00:04:18.400 --> 00:04:22.240]  就必然是會透過「勝利」
[00:04:22.240 --> 00:04:27.600]  打贏了當前的困境或者敵人
[00:04:27.600 --> 00:04:31.720]  就是要透過這個「勝利」
[00:04:31.720 --> 00:04:35.520]  雖然乃蠻是有這麼大的權力
[00:04:35.520 --> 00:04:41.400]  受到他的君王的重用
[00:04:41.400 --> 00:04:46.520]  不過他沒有辦法享受這個榮譽
[00:04:46.520 --> 00:04:49.560]  因為他病了
[00:04:49.560 --> 00:04:54.160]  「麻風病」在當時來說
[00:04:54.160 --> 00:04:59.400]  也不是完全是一個不治之症
[00:04:59.400 --> 00:05:07.200]  不過也不是一個容易治療的病
[00:05:07.200 --> 00:05:11.040]  而在當時古代的世界
[00:05:11.040 --> 00:05:17.720]  更加聞風喪膽的就是「大麻風」
[00:05:17.720 --> 00:05:21.520]  如果乃蠻是以色列人的話
[00:05:21.520 --> 00:05:24.880]  他的命運就會更加慘
[00:05:24.880 --> 00:05:31.440]  因為他要被隔離七天
[00:05:31.440 --> 00:05:36.040]  而且是會被排斥的
[00:05:36.040 --> 00:05:40.560]  所以他不能夠和人一起
[00:05:40.560 --> 00:05:43.920]  而在這個時候
[00:05:43.920 --> 00:05:48.760]  所以在經文裏面我們就會知道
[00:05:48.760 --> 00:05:54.200]  乃蠻如果他回到阿蘭國的時候
[00:05:54.200 --> 00:05:59.040]  他是完全是不受到這個影響
[00:05:59.040 --> 00:06:01.080]  另外一方面就是
[00:06:01.080 --> 00:06:04.920]  其實經文也沒有提到
[00:06:04.920 --> 00:06:11.200]  乃蠻在他作為阿蘭軍隊的元帥
[00:06:11.200 --> 00:06:17.040]  這幾年裏面一直患有「麻風病」
[00:06:17.040 --> 00:06:20.040]  他是個「麻風病人」
[00:06:20.040 --> 00:06:24.000]  這一句其實是一個獨立的字
[00:06:24.000 --> 00:06:28.040]  放在第一節最後
[00:06:28.040 --> 00:06:31.640]  翻譯上可以說是
[00:06:31.640 --> 00:06:36.600]  他竟然患起了「麻風病」
[00:06:36.600 --> 00:06:41.080]  他雖然是受到君王的器重
[00:06:41.080 --> 00:06:48.760]  但是他的生命當中好像總是有缺陷
[00:06:48.760 --> 00:06:52.840]  這就是因為外在的一個病
[00:06:52.840 --> 00:06:58.160]  成為了他內在的一個不健全
[00:06:58.160 --> 00:07:01.160]  乃蠻其實大概可能是
[00:07:01.160 --> 00:07:07.760]  剛剛才染上了這個「麻風病」
[00:07:07.760 --> 00:07:10.520]  以至於他的全家
[00:07:10.520 --> 00:07:13.440]  甚至他的婢女
[00:07:13.440 --> 00:07:16.240]  甚至阿蘭王
[00:07:16.240 --> 00:07:20.440]  也都會關心他的病情
[00:07:20.440 --> 00:07:22.960]  可能就是這個緣故
[00:07:22.960 --> 00:07:25.360]  他妻子的婢女
[00:07:25.360 --> 00:07:29.160]  這個以色列的小女子
[00:07:29.160 --> 00:07:32.480]  就提出了一個建議
[00:07:32.480 --> 00:07:38.000]  很快就成為了他的希望
[00:07:38.000 --> 00:07:44.240]  這位秘魯的以色列的小女子
[00:07:44.240 --> 00:07:49.600]  她對她的主母所說的話
[00:07:49.600 --> 00:07:57.240]  很快就成為了她向君王請求的內容
[00:07:57.240 --> 00:08:00.520]  這個以色列的小女子說
[00:08:00.520 --> 00:08:05.400]  「巴不得我主人去見撒瑪利亞的先知
[00:08:05.400 --> 00:08:09.800]  必能是好他的大麻風」
[00:08:09.800 --> 00:08:16.440]  這就是一個從心底裏面的願望
[00:08:16.440 --> 00:08:19.720]  作為一個被阿蘭人
[00:08:19.720 --> 00:08:25.520]  被擄到以邦為奴為婢的以色列民
[00:08:25.520 --> 00:08:28.120]  這位小女子
[00:08:28.120 --> 00:08:31.240]  對這些攻打他們
[00:08:31.240 --> 00:08:36.560]  搶掠、擄掠他們的敵人
[00:08:36.560 --> 00:08:40.960]  其實會有甚麼想法呢?
[00:08:40.960 --> 00:08:46.120]  雖然基民沒有去明言、沒有去說出
[00:08:46.120 --> 00:08:49.400]  但是如果按常理來看的話
[00:08:49.400 --> 00:08:57.560]  這個小女子即使不是很仇恨這些敵人
[00:08:57.560 --> 00:09:02.040]  沒有時刻想著去報仇
[00:09:02.040 --> 00:09:04.680]  或者要去逃走
[00:09:04.680 --> 00:09:15.000]  也不是會視他們為親人或者朋友
[00:09:15.000 --> 00:09:17.760]  但是在這裏她是看見
[00:09:17.760 --> 00:09:23.400]  她會為他們去分憂
[00:09:23.400 --> 00:09:28.080]  所以在這裏就是當萊曼這個家庭
[00:09:28.080 --> 00:09:32.880]  正是為了萊曼所患的大麻風
[00:09:32.880 --> 00:09:38.040]  而去感到困擾、絕望的時候
[00:09:38.040 --> 00:09:41.120]  也想不到有甚麼辦法
[00:09:41.120 --> 00:09:46.280]  這個被擄的小女子她的反應
[00:09:46.280 --> 00:09:49.720]  她不是暗暗自喜
[00:09:49.720 --> 00:09:54.000]  而是主動地向她的女主人說
[00:09:54.000 --> 00:09:59.680]  她說希望主人可以去見撒瑪麗亞的先知
[00:09:59.680 --> 00:10:06.520]  她必定可以醫好主人的麻風
[00:10:06.520 --> 00:10:14.160]  而這個希望其實就是建基於這個小女子的信仰
[00:10:14.160 --> 00:10:25.560]  如果我們再細心想想這個小女子的兩句說話
[00:10:25.560 --> 00:10:30.840]  她說希望主人去見撒瑪麗亞的先知
[00:10:30.840 --> 00:10:36.200]  她必定可以醫好主人的病
[00:10:36.200 --> 00:10:39.920]  我們可以這樣描述一下
[00:10:39.920 --> 00:10:43.320]  她對上帝的信
[00:10:43.320 --> 00:10:47.960]  是讓她安於當前的逆境
[00:10:47.960 --> 00:10:54.200]  沒有埋怨上帝讓她被擄到這裏
[00:10:54.200 --> 00:11:00.120]  也沒有動搖她對上帝的認識
[00:11:00.120 --> 00:11:03.960]  這份信令她知道
[00:11:03.960 --> 00:11:09.960]  上帝絕對是有能力去醫好乃曼的病
[00:11:09.960 --> 00:11:18.520]  而且深信上帝是願意施恩給尋求祂的人
[00:11:18.520 --> 00:11:25.480]  這份信令她不單是以自己的事為念
[00:11:25.480 --> 00:11:29.920]  也是顧及別人的事
[00:11:29.920 --> 00:11:36.720]  即使這位是她可以也應該不喜歡的人
[00:11:36.720 --> 00:11:43.400]  但她也會顧及他的需要
[00:11:43.400 --> 00:11:46.680]  就是因著這份信仰
[00:11:46.680 --> 00:11:53.440]  令乃曼有整全的新生命
[00:11:53.440 --> 00:11:58.840]  很多時我們生命的見證就是在這些時候
[00:11:58.840 --> 00:12:04.680]  當我們的親人朋友有需要的時候
[00:12:04.680 --> 00:12:11.960]  我們會否跟他們分享我們所相信的這位上帝
[00:12:11.960 --> 00:12:15.400]  我們會為他們祈禱
[00:12:15.400 --> 00:12:21.480]  讓他們明白上帝不單是我們的上帝
[00:12:21.480 --> 00:12:24.680]  也是他們的上帝
[00:12:24.680 --> 00:12:31.360]  讓他們可以去認識這位上帝是怎樣的
[00:12:31.360 --> 00:12:36.240]  最近我有機會看到一位同學
[00:12:36.240 --> 00:12:39.360]  她跟她先生的一個見證
[00:12:39.360 --> 00:12:42.080]  為何他們在這個時候會有一個見證呢?
[00:12:42.080 --> 00:12:44.000]  因為明天是甚麼日子呢?
[00:12:44.000 --> 00:12:45.640]  明天是2月14日
[00:12:45.640 --> 00:12:48.360]  是情人節的日子
[00:12:48.360 --> 00:12:55.160]  這個見證就是訪問這對夫婦
[00:12:55.160 --> 00:12:57.600]  他們過去的經歷
[00:12:57.600 --> 00:13:00.320]  如果我不提這個見證的話
[00:13:00.320 --> 00:13:03.440]  我也不知道原來他們
[00:13:03.440 --> 00:13:06.240]  這麼多年的婚姻經歷裏面
[00:13:06.240 --> 00:13:11.480]  原來也有很重大的事情
[00:13:11.480 --> 00:13:13.320]  認識這位同學
[00:13:13.320 --> 00:13:16.040]  在神學院的同學也有十多年
[00:13:16.040 --> 00:13:20.880]  他們這對夫婦的婚姻也有三十多年
[00:13:20.880 --> 00:13:26.360]  原來他們只是要去籌備婚禮
[00:13:26.360 --> 00:13:32.040]  還要在婚禮之前的兩個星期的時候
[00:13:32.040 --> 00:13:40.080]  因為她的先生突然間在街上暈倒
[00:13:40.080 --> 00:13:50.440]  原來發現她的血管腦部需要做一個大手術
[00:13:50.440 --> 00:13:53.760]  當她要去跟醫生說
[00:13:53.760 --> 00:13:56.840]  甚麼時候她可以出院的時候
[00:13:56.840 --> 00:14:00.360]  醫生的回答是
[00:14:00.360 --> 00:14:03.480]  也不知道她有沒有命出院
[00:14:03.480 --> 00:14:06.040]  當時也很擔心
[00:14:06.040 --> 00:14:10.720]  因為兩個星期之後也是婚禮
[00:14:10.720 --> 00:14:12.800]  當然如果在那個時候
[00:14:12.800 --> 00:14:15.680]  健康生命是最重要的
[00:14:15.680 --> 00:14:23.600]  所以當時會發動很多認識的弟兄姊妹
[00:14:23.600 --> 00:14:29.240]  大家一起去祈禱
[00:14:29.240 --> 00:14:35.880]  一起去尋求神的醫治和憐憫
[00:14:35.880 --> 00:14:37.920]  在這段經歷裡
[00:14:37.920 --> 00:14:44.360]  他們講述他們所經歷、所體會
[00:14:44.360 --> 00:14:51.160]  神如何在他們當中去醫治、去安慰他們
[00:14:51.160 --> 00:14:57.400]  很多弟兄姊妹也得著很大的學習
[00:14:57.400 --> 00:15:01.440]  所以在這裡我們也會見到
[00:15:01.440 --> 00:15:06.320]  有很多很多的見證人在當中
[00:15:06.320 --> 00:15:11.440]  然後就是這個以色列的小女子
[00:15:11.440 --> 00:15:18.000]  她把她的信跟萊曼的妻子說出來
[00:15:18.000 --> 00:15:23.800]  萊曼知道也給了她一個希望
[00:15:23.800 --> 00:15:31.600]  把這個信息跟她的國王、主人說出來
[00:15:31.600 --> 00:15:36.960]  說以色列國的女子是這樣這樣說
[00:15:36.960 --> 00:15:41.120]  所以當萊曼把這個小女子的事
[00:15:41.120 --> 00:15:44.200]  跟國王說出來的時候
[00:15:44.200 --> 00:15:52.520]  反而就變成兩個國家外交和軍事的威脅
[00:15:52.520 --> 00:15:55.360]  我們在經文裡會看到
[00:15:55.360 --> 00:16:01.600]  在這裡我們也會感受到很緊張
[00:16:01.600 --> 00:16:05.960]  以色列的王一聽到的時候收到一封信
[00:16:05.960 --> 00:16:10.520]  而我們很多時候也會像萊曼那樣
[00:16:10.520 --> 00:16:18.720]  我們的心靈、我們的身體都需要醫治
[00:16:18.720 --> 00:16:26.120]  我們很多時候也會被一些自己所欠缺的東西
[00:16:26.120 --> 00:16:28.720]  受到困擾
[00:16:28.720 --> 00:16:32.200]  也可能有被綑綁
[00:16:32.200 --> 00:16:36.680]  誰可以去醫治我們呢?
[00:16:36.680 --> 00:16:46.840]  誰可以讓我們這個心靈得到一個釋放呢?
[00:16:46.840 --> 00:16:51.360]  萊曼得到這個醫治的故事
[00:16:51.360 --> 00:16:57.440]  除了是因著這個很卑微的小女子
[00:16:57.440 --> 00:17:00.760]  可以去成就之外
[00:17:00.760 --> 00:17:05.960]  其實還有一個卑微的僕人
[00:17:05.960 --> 00:17:09.000]  因為在經文裡我們會看到
[00:17:09.000 --> 00:17:14.840]  先知要萊曼在約旦河沐浴七次
[00:17:14.840 --> 00:17:20.560]  讓他認為先知的話根本是不可信的
[00:17:20.560 --> 00:17:25.520]  於是他就要很氣憤地離開
[00:17:25.520 --> 00:17:30.280]  萊曼的僕人對萊曼說
[00:17:30.280 --> 00:17:34.800]  這裡可以說他的僕人有幾位在當中
[00:17:34.800 --> 00:17:37.600]  因為是一個眾數
[00:17:37.600 --> 00:17:41.840]  不過對萊曼說話的人就會有一個
[00:17:41.840 --> 00:17:44.880]  可能是當時有幾個人
[00:17:44.880 --> 00:17:47.760]  突顯一個站出來
[00:17:47.760 --> 00:17:49.840]  他就對萊曼說
[00:17:49.840 --> 00:17:54.080]  因為他單數地說「我富」
[00:17:54.080 --> 00:17:57.840]  他說「若先知吩咐你去做一件大事
[00:17:57.840 --> 00:17:59.480]  你豈不做嗎?
[00:17:59.480 --> 00:18:04.240]  何況是你去沐浴而得潔淨?」
[00:18:04.240 --> 00:18:07.640]  這裡所指的是先知的吩咐
[00:18:07.640 --> 00:18:14.240]  最終當然是上帝藉著先知所說出的吩咐
[00:18:14.240 --> 00:18:22.840]  意思就是上帝藉著先知所要你做的一件大事
[00:18:22.840 --> 00:18:25.240]  你都會去做
[00:18:25.240 --> 00:18:30.160]  何況是沐浴這件小事呢?
[00:18:30.160 --> 00:18:36.640]  這個僕人正好反映了他與萊曼的關係
[00:18:36.640 --> 00:18:40.800]  以及他對上帝的信仰
[00:18:40.800 --> 00:18:45.280]  就是在萊曼很憤怒的時候
[00:18:45.280 --> 00:18:49.640]  這個僕人竟然有一個僕人
[00:18:49.640 --> 00:18:53.360]  他沒有見到這個情況
[00:18:53.360 --> 00:18:55.840]  他要避之則吉
[00:18:55.840 --> 00:19:00.320]  又或者要行前去要阿諛奉承一番
[00:19:00.320 --> 00:19:07.960]  而他是去到這位主人的面前
[00:19:07.960 --> 00:19:10.320]  就說「我富」
[00:19:10.320 --> 00:19:17.960]  「這件事只是要你去沐浴的一件小事」
[00:19:17.960 --> 00:19:22.960]  我們相信都會去認同這位僕人
[00:19:22.960 --> 00:19:25.760]  他真的很勇敢
[00:19:25.760 --> 00:19:29.040]  因為在這個時候
[00:19:29.040 --> 00:19:31.360]  難道他不知道
[00:19:31.360 --> 00:19:40.200]  說這番話極有可能會招來殺身之禍?
[00:19:40.200 --> 00:19:43.080]  所以我們會見到
[00:19:43.080 --> 00:19:48.000]  原來萊曼身邊都會有這些角色人物
[00:19:48.000 --> 00:19:50.560]  我們都不知名的人物
[00:19:50.560 --> 00:19:53.000]  沒有名稱的
[00:19:53.000 --> 00:19:58.360]  我們都會知道可能我們不夠的經歷
[00:19:58.360 --> 00:20:00.600]  接受救恩
[00:20:00.600 --> 00:20:03.720]  我們相信主的福音
[00:20:03.720 --> 00:20:08.960]  並不是要一些驚天動地的經歷
[00:20:08.960 --> 00:20:14.280]  很多時候我們得到一些小小的提示
[00:20:14.280 --> 00:20:17.640]  又或者一個見證
[00:20:17.640 --> 00:20:21.760]  一個是愛心的表達
[00:20:21.760 --> 00:20:25.280]  我們就能夠令到其他人
[00:20:25.280 --> 00:20:32.200]  他們可以得到一個很整全的生命
[00:20:32.200 --> 00:20:35.720]  我們同樣都需要有很多這些
[00:20:35.720 --> 00:20:38.760]  很卑微的見證人
[00:20:38.760 --> 00:20:43.440]  作出一些不經意的貢獻
[00:20:43.440 --> 00:20:45.480]  一句愛心的提醒
[00:20:45.480 --> 00:20:47.760]  一句愛心的說話
[00:20:47.760 --> 00:20:50.920]  關心的慰問
[00:20:50.920 --> 00:20:56.640]  而成為一個有愛的家庭
[00:20:56.640 --> 00:20:59.280]  所以我們會否都可以好像
[00:20:59.280 --> 00:21:03.040]  這一位以色列的小女子一樣
[00:21:03.040 --> 00:21:07.480]  或者又好像這個僕人一樣
[00:21:07.480 --> 00:21:10.200]  我們將自己的信仰
[00:21:10.200 --> 00:21:12.320]  跟人去分享
[00:21:12.320 --> 00:21:14.600]  讓人的心靈
[00:21:14.600 --> 00:21:20.840]  都能夠得到這一份的甘甜
[00:21:20.840 --> 00:21:24.720]  乃曼她最後得到醫治
[00:21:24.720 --> 00:21:28.720]  首先是因為她的僕人
[00:21:28.720 --> 00:21:32.360]  使女的見證
[00:21:32.360 --> 00:21:37.880]  但當我們繼續看這個故事的時候
[00:21:37.880 --> 00:21:43.000]  另外一個因素都是非常非常重要的
[00:21:43.000 --> 00:21:50.720]  就是藉著信靠信服得到醫治
[00:21:50.720 --> 00:21:56.480]  因為首先在乃曼她的世界裡
[00:21:56.480 --> 00:22:01.120]  只有一個方法去處理事情
[00:22:01.120 --> 00:22:04.840]  那就是勢力
[00:22:04.840 --> 00:22:12.120]  因為當她得知有醫治的希望的時候
[00:22:12.120 --> 00:22:16.800]  乃曼就進去跟她的主人說
[00:22:16.800 --> 00:22:21.680]  以色列國的女子是這樣跟他說
[00:22:21.680 --> 00:22:26.920]  她就去跟她的主人阿南王說
[00:22:26.920 --> 00:22:32.960]  以一個外交的手法去達到目的
[00:22:32.960 --> 00:22:37.920]  所以在經文第五第六節會看到
[00:22:37.920 --> 00:22:40.920]  阿南王就說你可以去
[00:22:40.920 --> 00:22:45.520]  我也寫一封信給以色列王
[00:22:45.520 --> 00:22:50.360]  於是乃曼就帶銀紙十他蓮德
[00:22:50.360 --> 00:22:53.200]  金紙六千赦赫勒
[00:22:53.200 --> 00:22:57.560]  衣裳十套就去了
[00:22:57.560 --> 00:23:00.120]  且帶信給以色列王
[00:23:00.120 --> 00:23:04.480]  信上說:我打發臣僕乃曼去見你
[00:23:04.480 --> 00:23:06.520]  你接到這信
[00:23:06.520 --> 00:23:09.760]  就要治好他的大麻瘋
[00:23:09.760 --> 00:23:20.280]  他要尋求醫治的氣勢很厲害
[00:23:20.280 --> 00:23:30.600]  以她的威望和阿南王這樣幫助她的話
[00:23:30.600 --> 00:23:35.280]  她的影響力已經可以說是完成了一半
[00:23:35.280 --> 00:23:38.200]  有這個氣勢
[00:23:38.200 --> 00:23:41.080]  然後就是財力
[00:23:41.080 --> 00:23:45.280]  她要一位以色列先知的醫治
[00:23:45.280 --> 00:23:47.280]  所帶備的財物
[00:23:47.280 --> 00:23:51.600]  是一個財主沒有那麼多的財物
[00:23:51.600 --> 00:23:58.720]  十他蓮德等於有一百公斤的銀
[00:23:58.720 --> 00:24:02.760]  六千金紙的赦赫勒
[00:24:02.760 --> 00:24:07.400]  就等於有七十公斤的金
[00:24:07.400 --> 00:24:11.960]  還有一些製造異常的布料
[00:24:11.960 --> 00:24:18.080]  無論是以軍事、政治和財力
[00:24:18.080 --> 00:24:22.440]  乃曼都是以一個壓倒性的姿勢
[00:24:22.440 --> 00:24:28.200]  去到先知那裏求醫
[00:24:28.200 --> 00:24:32.040]  令到以色列王
[00:24:32.040 --> 00:24:38.800]  都不以為要藉詞攻擊以色列
[00:24:38.800 --> 00:24:41.400]  以色列王看了一封信
[00:24:41.400 --> 00:24:43.240]  撕裂衣服
[00:24:43.240 --> 00:24:48.560]  代表在很憤怒的情況下撕裂衣服
[00:25:03.040 --> 00:25:08.000]  所以我們可以想到這件事
[00:25:08.000 --> 00:25:15.720]  醫治這件事是要人人皆知的大事
[00:25:15.720 --> 00:25:22.480]  這樣才可以和長勝將軍無敵的元帥
[00:25:22.480 --> 00:25:24.480]  這個身份相稱
[00:25:24.480 --> 00:25:29.200]  他可能也會有一個想法
[00:25:29.200 --> 00:25:31.200]  醫治的情況是怎樣
[00:25:31.200 --> 00:25:34.760]  這個可能也是他有聽聞或是知道
[00:25:34.760 --> 00:25:36.760]  就是他會想
[00:25:36.760 --> 00:25:41.000]  先知可能會為他去建造一個祭壇
[00:25:41.000 --> 00:25:46.320]  然後在他的患處要搖手
[00:25:46.320 --> 00:25:48.320]  在他的患處以上搖手
[00:25:48.320 --> 00:25:51.040]  然後就醫好他的大麻瘋
[00:25:51.040 --> 00:25:53.520]  在很多人的面前
[00:25:53.520 --> 00:26:02.360]  就好像以利亞那樣去獻祭 顯出一個神蹟
[00:26:02.360 --> 00:26:10.160]  所以當以利沙聽見以色列王要撕裂衣服
[00:26:10.160 --> 00:26:11.920]  就打發人去見王
[00:26:11.920 --> 00:26:15.280]  就說你為甚麼要撕裂衣服
[00:26:15.280 --> 00:26:19.520]  可以叫那個人來到我這裏
[00:26:19.520 --> 00:26:23.840]  他就知道以色列中有先知
[00:26:23.840 --> 00:26:32.120]  於是乃曼就帶著車馬去到以利沙的家
[00:26:32.120 --> 00:26:34.120]  在門前
[00:26:34.120 --> 00:26:37.920]  以利沙只是打發一個使者
[00:26:37.920 --> 00:26:39.520]  對乃曼說
[00:26:39.520 --> 00:26:45.040]  你去約旦河浸沐浴七次
[00:26:45.040 --> 00:26:52.120]  你的肉必復原 而且得潔淨
[00:26:52.120 --> 00:26:57.280]  所以這一切的做法和想法
[00:26:57.280 --> 00:27:02.360]  其實都沒有達到乃曼預期的結果
[00:27:02.360 --> 00:27:06.800]  先知甚至沒有直接見他
[00:27:06.800 --> 00:27:13.000]  只是派使者去跟乃曼說出醫治的方法
[00:27:13.000 --> 00:27:17.560]  就是在約旦河浸沐浴七次
[00:27:17.560 --> 00:27:21.160]  這一切令乃曼忍受不了
[00:27:21.160 --> 00:27:23.840]  於是就要破口大罵
[00:27:23.840 --> 00:27:28.840]  他就說出他很希望看見的醫治是怎樣的
[00:27:28.840 --> 00:27:35.680]  並且要比較在阿蘭國的大河
[00:27:35.680 --> 00:27:42.240]  和很渺小的約旦小河的比較
[00:27:42.240 --> 00:27:44.680]  乃曼所說的就是
[00:27:44.680 --> 00:27:49.840]  大馬式的河阿巴拿和法爾法
[00:27:49.840 --> 00:27:53.320]  豈不比以色列的一切水更好摸
[00:27:53.320 --> 00:27:56.880]  我在那裡沐浴不得潔淨
[00:27:56.880 --> 00:28:01.200]  於是氣憤憤地轉身去了
[00:28:01.200 --> 00:28:04.200]  所以乃曼所說
[00:28:04.200 --> 00:28:09.160]  這兩條河的好確實是正確的
[00:28:09.160 --> 00:28:13.680]  因為大馬式在當時是阿蘭城
[00:28:13.680 --> 00:28:18.080]  阿蘭人的中心城市
[00:28:18.080 --> 00:28:21.160]  可以說現在我們會稱之為國家
[00:28:21.160 --> 00:28:24.320]  一些地方是首都
[00:28:24.320 --> 00:28:26.720]  那裡的河
[00:28:26.720 --> 00:28:32.800]  所以阿蘭王和乃曼就住在那裡
[00:28:32.800 --> 00:28:36.000]  乃曼可以很隨口地說出
[00:28:36.000 --> 00:28:39.640]  阿巴拿河和法爾法河
[00:28:39.640 --> 00:28:43.240]  可以看得到這兩條河
[00:28:43.240 --> 00:28:48.720]  在大馬式革成是出名的河流
[00:28:48.720 --> 00:28:53.800]  因為阿巴拿河就是現在的巴拉達河
[00:28:53.800 --> 00:28:58.080]  由大馬式革西北的黎巴嫩
[00:28:58.080 --> 00:29:06.160]  對山起流經大馬式革
[00:29:06.160 --> 00:29:11.360]  然後水流入沼澤湖
[00:29:11.360 --> 00:29:16.120]  沿河的草木都很茂盛
[00:29:16.120 --> 00:29:21.240]  希臘人也會稱這條河為黃金河
[00:29:21.240 --> 00:29:26.880]  所以可以想像得到這條河是很美的
[00:29:26.880 --> 00:29:29.000]  至於法爾法河
[00:29:29.000 --> 00:29:31.640]  就是今天的阿華治河
[00:29:31.640 --> 00:29:35.440]  是阿巴拿河的一條支流
[00:29:35.440 --> 00:29:39.160]  也是在大馬式革南面
[00:29:39.160 --> 00:29:43.680]  由黑門山起向東流
[00:29:43.680 --> 00:29:48.360]  最後流入阿巴拿河
[00:29:48.360 --> 00:29:51.720]  所以這兩條河確實可以說是
[00:29:51.720 --> 00:29:56.160]  比一切以色列的河流
[00:29:56.160 --> 00:29:59.920]  包括約旦河更加好的
[00:29:59.920 --> 00:30:05.960]  如果河水真的有潔淨麻風病的功效
[00:30:05.960 --> 00:30:11.600]  不是應該要去到最好的河去沐浴嗎?
[00:30:11.600 --> 00:30:17.080]  這就是賴孟的意思
[00:30:17.080 --> 00:30:22.240]  所以賴孟有一個很自然的推理
[00:30:22.240 --> 00:30:27.320]  我不是可以在這兩條我所認識的河沐浴
[00:30:27.320 --> 00:30:29.480]  得著潔淨嗎?
[00:30:29.480 --> 00:30:36.560]  因為約旦河根本配不起一個強大的國家
[00:30:36.560 --> 00:30:44.280]  沿水作為它沐浴潔淨的地方
[00:30:44.280 --> 00:30:48.080]  所以很多時候我們會看到
[00:30:48.080 --> 00:30:51.720]  我們去到神的面前
[00:30:51.720 --> 00:30:55.120]  我們會否像賴孟那樣
[00:30:55.120 --> 00:30:59.600]  有著自己個人的驕傲
