
[00:00:00.000 --> 00:00:03.480]  親愛的主 你就是那位創始成中的主
[00:04:29.520 --> 00:04:34.520]  他們要去耶路撒冷
[00:04:34.520 --> 00:04:38.520]  猶太人和撒瑪利亞人不和
[00:04:38.520 --> 00:04:42.520]  他們寧願繞路 繞右邊的路
[00:04:42.520 --> 00:04:45.520]  繞著繞著走過去
[00:04:45.520 --> 00:04:48.520]  不像我們這樣直接過去
[00:04:48.520 --> 00:04:51.520]  這條路程大概有150公里
[00:04:51.520 --> 00:04:53.520]  如果要走的話
[00:04:53.520 --> 00:04:59.520]  也需要最少五天時間
[00:04:59.520 --> 00:05:05.520]  其實約瑟瑪利亞是很敬虔的人
[00:05:05.520 --> 00:05:10.520]  他們要預早準備去耶路撒冷
[00:05:10.520 --> 00:05:12.520]  去聖殿守節
[00:05:12.520 --> 00:05:19.520]  和我們一樣 去教會也要預早回去
[00:05:19.520 --> 00:05:23.520]  而經文裡也說到
[00:05:23.520 --> 00:05:30.520]  耶穌在12歲的時候去耶路撒冷過節
[00:05:30.520 --> 00:05:35.520]  按照這個節期的規矩
[00:05:35.520 --> 00:05:38.520]  很簡單 看起來很普通
[00:05:38.520 --> 00:05:41.520]  如果以當時的猶太人來說
[00:05:41.520 --> 00:05:45.520]  耶穌的確是一個普通人
[00:05:45.520 --> 00:05:47.520]  他的父母也是很普通
[00:05:47.520 --> 00:05:49.520]  但不同的地方
[00:05:49.520 --> 00:05:52.520]  他們的父母是很敬虔的
[00:05:52.520 --> 00:05:54.520]  甚至我相信
[00:05:54.520 --> 00:06:01.520]  耶穌的成長在約瑟瑪利亞的教導下
[00:06:01.520 --> 00:06:03.520]  是很敬虔的
[00:06:03.520 --> 00:06:10.520]  所以他們也要按照節期的規矩去過節
[00:06:10.520 --> 00:06:14.520]  很快的節期就過了
[00:06:14.520 --> 00:06:17.520]  但說快不快
[00:06:17.520 --> 00:06:20.520]  大家知不知道節期要過多久?
[00:06:20.520 --> 00:06:24.520]  他們的節期守節要守七天
[00:06:24.520 --> 00:06:27.520]  在耶路撒冷留下七天
[00:06:27.520 --> 00:06:29.520]  快樂的時間很快就過了
[00:06:29.520 --> 00:06:31.520]  要回去了
[00:06:31.520 --> 00:06:33.520]  但耶穌不願走
[00:06:33.520 --> 00:06:35.520]  他留在耶路撒冷
[00:06:35.520 --> 00:06:38.520]  特別的地方是
[00:06:38.520 --> 00:06:42.520]  耶穌沒有跟父母走
[00:06:42.520 --> 00:06:44.520]  為什麼呢?
[00:06:44.520 --> 00:06:47.520]  我們一會兒會去探究
[00:06:47.520 --> 00:06:50.520]  父母以為
[00:06:50.520 --> 00:06:54.520]  他們在同行的人中一起走
[00:06:54.520 --> 00:06:56.520]  同行的意思是
[00:06:56.520 --> 00:07:00.520]  他們村裡還有其他人一起過節
[00:07:00.520 --> 00:07:02.520]  除了耶穌一家之外
[00:07:02.520 --> 00:07:04.520]  其實他們村裡還有很多人
[00:07:04.520 --> 00:07:07.520]  都需要去守禦月節
[00:07:07.520 --> 00:07:10.520]  他們拖男帶女一起去守節
[00:07:10.520 --> 00:07:13.520]  而他們的路程
[00:07:13.520 --> 00:07:14.520]  因為安全起見
[00:07:14.520 --> 00:07:17.520]  他們通常都會約村裡的人
[00:07:17.520 --> 00:07:19.520]  拖男帶女一起去
[00:07:19.520 --> 00:07:25.520]  他們的傳統是男歸男
[00:07:25.520 --> 00:07:27.520]  女歸女
[00:07:27.520 --> 00:07:30.520]  小孩歸小孩
[00:07:30.520 --> 00:07:32.520]  很特別的是
[00:07:32.520 --> 00:07:34.520]  過了一天
[00:07:34.520 --> 00:07:36.520]  約瑟和瑪利亞才發現
[00:07:36.520 --> 00:07:38.520]  耶穌不見了
[00:07:38.520 --> 00:07:41.520]  如果今天我們發覺
[00:07:41.520 --> 00:07:43.520]  我們的小孩跟我們一起逛街不見了
[00:07:43.520 --> 00:07:45.520]  我們會很生氣
[00:07:45.520 --> 00:07:46.520]  還要很快發現
[00:07:46.520 --> 00:07:48.520]  因為我們通常都在他們附近
[00:07:48.520 --> 00:07:51.520]  但是因為他們這樣分開走的時間
[00:07:51.520 --> 00:07:53.520]  他們到晚上要聚集在一起的時間
[00:07:53.520 --> 00:07:55.520]  才發現不見了耶穌
[00:07:55.520 --> 00:07:57.520]  於是約瑟和瑪利亞
[00:07:57.520 --> 00:08:02.520]  當然就在親屬和熟悉中間的人群裡去找
[00:08:02.520 --> 00:08:04.520]  找啊找
[00:08:04.520 --> 00:08:05.520]  人海茫茫
[00:08:05.520 --> 00:08:08.520]  他們都不在
[00:08:08.520 --> 00:08:11.520]  於是他們就一路走一路找
[00:08:11.520 --> 00:08:14.520]  回到耶路撒冷
[00:08:14.520 --> 00:08:17.520]  這樣的過程都要過了三天
[00:08:17.520 --> 00:08:21.520]  最後他們都要找到耶穌
[00:08:21.520 --> 00:08:27.520]  他們發現耶穌原來在耶路撒冷的聖殿裡
[00:08:27.520 --> 00:08:33.520]  還要坐在教師的中間
[00:08:33.520 --> 00:08:35.520]  不是被人看著
[00:08:35.520 --> 00:08:36.520]  補習
[00:08:36.520 --> 00:08:40.520]  而是一面聽一面問
[00:08:40.520 --> 00:08:43.520]  那個場景是很有趣的
[00:08:43.520 --> 00:08:45.520]  聖殿裡面的教師
[00:08:45.520 --> 00:08:48.520]  大家想不想到他們是什麼人
[00:08:48.520 --> 00:08:51.520]  其實就是聖經的學者
[00:08:51.520 --> 00:08:54.520]  就好像我們現在所說的
[00:08:54.520 --> 00:08:56.520]  聖經的教授
[00:08:56.520 --> 00:08:58.520]  聖經的老師
[00:08:58.520 --> 00:09:00.520]  教授級
[00:09:00.520 --> 00:09:03.520]  我們會看到一件事很特別
[00:09:03.520 --> 00:09:05.520]  令我們很驚訝
[00:09:05.520 --> 00:09:10.520]  因為聽見耶穌說話的人
[00:09:10.520 --> 00:09:12.520]  感到驚訝
[00:09:12.520 --> 00:09:14.520]  這些人是教師
[00:09:14.520 --> 00:09:16.520]  他們是聖經博士
[00:09:16.520 --> 00:09:19.520]  他們對耶穌所問的問題
[00:09:19.520 --> 00:09:21.520]  他的聰明
[00:09:21.520 --> 00:09:22.520]  他的應對
[00:09:22.520 --> 00:09:25.520]  都覺得很驚奇
[00:09:25.520 --> 00:09:26.520]  很驚訝
[00:09:26.520 --> 00:09:31.520]  為什麼這個小孩只有12歲
[00:09:31.520 --> 00:09:33.520]  12歲
[00:09:33.520 --> 00:09:37.520]  就可以回答我的問題
[00:09:37.520 --> 00:09:40.520]  耶穌12歲的年紀
[00:09:40.520 --> 00:09:43.520]  對於猶太人來說
[00:09:43.520 --> 00:09:46.520]  其實仍然是稱為兒童
[00:09:46.520 --> 00:09:49.520]  大家知不知道猶太人
[00:09:49.520 --> 00:09:51.520]  怎樣才算成年
[00:09:51.520 --> 00:09:53.520]  什麼時候成年
[00:09:53.520 --> 00:09:56.520]  我都聽到有些人知道
[00:09:56.520 --> 00:09:57.520]  13歲
[00:09:57.520 --> 00:09:59.520]  他們有一個成人禮
[00:09:59.520 --> 00:10:01.520]  他們成人了之後
[00:10:01.520 --> 00:10:06.520]  他們就要負責在會堂裡讀經
[00:10:06.520 --> 00:10:08.520]  男孩子要去讀經
[00:10:08.520 --> 00:10:10.520]  很奇特
[00:10:10.520 --> 00:10:14.520]  我們會看到主耶穌在教師的中間
[00:10:14.520 --> 00:10:18.520]  一邊聽一邊問
[00:10:18.520 --> 00:10:24.520]  耶穌是很謙卑地在裡面一邊聽一邊問
[00:10:24.520 --> 00:10:27.520]  耶穌本來就是神的兒子
[00:10:27.520 --> 00:10:29.520]  祂有很多權柄
[00:10:29.520 --> 00:10:33.520]  我們都不知道有多厲害
[00:10:33.520 --> 00:10:34.520]  說都說不出
[00:10:34.520 --> 00:10:38.520]  但是耶穌卻是謙卑地在裡面
[00:10:38.520 --> 00:10:41.520]  純粹一邊聽一邊問
[00:10:41.520 --> 00:10:44.520]  讓聖經的教師
[00:10:44.520 --> 00:10:47.520]  明白聖經更加多
[00:10:47.520 --> 00:10:50.520]  讓大家更加親近神
[00:10:50.520 --> 00:10:54.520]  當爸爸媽媽看到我們的子女
[00:10:54.520 --> 00:10:57.520]  在這麼聰明的時間
[00:10:57.520 --> 00:10:59.520]  一定會很驚訝
[00:10:59.520 --> 00:11:02.520]  所以這裡仍然形容是很驚奇
[00:11:02.520 --> 00:11:04.520]  對於我來說
[00:11:04.520 --> 00:11:07.520]  如果不見了小朋友三天
[00:11:07.520 --> 00:11:09.520]  才找得到
[00:11:09.520 --> 00:11:10.520]  其實心情很複雜
[00:11:10.520 --> 00:11:12.520]  又擔心
[00:11:12.520 --> 00:11:14.520]  又怒氣
[00:11:14.520 --> 00:11:15.520]  找了三天都找不到
[00:11:15.520 --> 00:11:16.520]  為什麼你要在這裡呢
[00:11:16.520 --> 00:11:18.520]  說話就走出來了
[00:11:18.520 --> 00:11:21.520]  我兒啊 為什麼我們這樣做
[00:11:21.520 --> 00:11:27.520]  可能你父親和我很著急到處找你
[00:11:27.520 --> 00:11:30.520]  是的 我們作為父母
[00:11:30.520 --> 00:11:33.520]  不見了小朋友其實真的很緊張
[00:11:33.520 --> 00:11:35.520]  我們會怎樣呢
[00:11:35.520 --> 00:11:37.520]  著急得來找得很開心
[00:11:37.520 --> 00:11:39.520]  但是再驚訝的是
[00:11:39.520 --> 00:11:41.520]  竟然見到老師
[00:11:41.520 --> 00:11:43.520]  不是做保姆
[00:11:43.520 --> 00:11:48.520]  是和兒子一起討論聖經的問題
[00:11:48.520 --> 00:11:51.520]  作為敬虔的父母
[00:11:51.520 --> 00:11:57.520]  見到自己的兒子竟然可以和聖經的教師討論
[00:11:57.520 --> 00:12:01.520]  可想而知心情是多麼驚奇
[00:12:01.520 --> 00:12:03.520]  多麼驚訝
[00:12:03.520 --> 00:12:05.520]  多麼開心
[00:12:05.520 --> 00:12:11.520]  但是耶穌的回應就很可怕
[00:12:11.520 --> 00:12:14.520]  令我們都覺得很驚訝
[00:12:14.520 --> 00:12:17.520]  為什麼來找我
[00:12:17.520 --> 00:12:23.520]  難道你們不知道我應當在我的家裡嗎
[00:12:23.520 --> 00:12:31.520]  當我們願意去喜歡一個地方的時候
[00:12:31.520 --> 00:12:33.520]  我們其實就很想留在那裡
[00:12:33.520 --> 00:12:35.520]  我有個小朋友
[00:12:35.520 --> 00:12:37.520]  以前他很小的時候
[00:12:37.520 --> 00:12:39.520]  帶他去迪士尼樂園
[00:12:39.520 --> 00:12:41.520]  這些好像不能說
[00:12:41.520 --> 00:12:43.520]  去主題樂園
[00:12:43.520 --> 00:12:46.520]  他不願意走
[00:12:46.520 --> 00:12:49.520]  有這麼棒的地方
[00:12:49.520 --> 00:12:52.520]  我們怎麼可以不留下呢
[00:12:52.520 --> 00:12:55.520]  同樣地主耶穌也是一樣
[00:12:55.520 --> 00:12:57.520]  來到聖殿可以去親近神
[00:12:57.520 --> 00:12:59.520]  親近我們喀巴天父
[00:12:59.520 --> 00:13:03.520]  為什麼我們不想留下呢
[00:13:03.520 --> 00:13:05.520]  但是作為父母
[00:13:05.520 --> 00:13:07.520]  當然想他回家
[00:13:07.520 --> 00:13:13.520]  但是原來這個經文是有另外一重意思的
[00:13:13.520 --> 00:13:16.520]  在和合本是這樣翻譯的
[00:13:16.520 --> 00:13:22.520]  難道你們不知道我應當以我父的事為念嗎
[00:13:22.520 --> 00:13:26.520]  這句話就有很不同的意境
[00:13:26.520 --> 00:13:30.520]  以我父的事為念
[00:13:30.520 --> 00:13:32.520]  就是神要我們做什麼
[00:13:32.520 --> 00:13:34.520]  我們就去做什麼
[00:13:34.520 --> 00:13:40.520]  他在這裡就可以去尋求神的旨意
[00:13:40.520 --> 00:13:42.520]  為什麼呢
[00:13:42.520 --> 00:13:44.520]  因為聖經是神給我們的密使
[00:13:44.520 --> 00:13:46.520]  是教導我們 督責我們
[00:13:46.520 --> 00:13:49.520]  而耶穌很明顯
[00:13:49.520 --> 00:13:54.520]  他在這裡和所有人一樣去尋求神
[00:13:54.520 --> 00:13:56.520]  是的
[00:13:56.520 --> 00:14:01.520]  我們的主同樣地都是信服尋求神
[00:14:01.520 --> 00:14:04.520]  既然說到耶穌是信服
[00:14:04.520 --> 00:14:11.520]  當然雖然父母不明白他所說的是什麼
[00:14:11.520 --> 00:14:15.520]  也沒有再下面的對話
[00:14:15.520 --> 00:14:20.520]  但是耶穌仍然很信服地聽父母的話
[00:14:20.520 --> 00:14:22.520]  回到那撒勒
[00:14:22.520 --> 00:14:26.520]  甚至好像律法所要求的
[00:14:26.520 --> 00:14:28.520]  是信從他
[00:14:28.520 --> 00:14:33.520]  媽媽將一切都記在心裡
[00:14:33.520 --> 00:14:35.520]  這句話很特別
[00:14:35.520 --> 00:14:37.520]  對於媽媽來說
[00:14:37.520 --> 00:14:41.520]  這件事的確很特別
[00:14:41.520 --> 00:14:46.520]  因為兒子很想尋求神
[00:14:46.520 --> 00:14:48.520]  最後
[00:14:48.520 --> 00:14:52.520]  耶穌的智慧和新量
[00:14:52.520 --> 00:14:56.520]  和神喜愛他的心
[00:14:56.520 --> 00:15:00.520]  都一起增長
[00:15:00.520 --> 00:15:02.520]  我們可以看看
[00:15:02.520 --> 00:15:08.520]  原來四十節是說耶穌漸漸長大
[00:15:08.520 --> 00:15:10.520]  強健起來
[00:15:10.520 --> 00:15:12.520]  又充滿智慧
[00:15:12.520 --> 00:15:16.520]  在這段經文最後會加多一點
[00:15:16.520 --> 00:15:20.520]  耶穌的智慧和新量
[00:15:20.520 --> 00:15:24.520]  並神和人喜愛他的心
[00:15:24.520 --> 00:15:28.520]  都一同增長
[00:15:28.520 --> 00:15:31.520]  神這樣去信從父母
[00:15:31.520 --> 00:15:35.520]  去讀聖經 去研讀聖經
[00:15:35.520 --> 00:15:37.520]  是得神的喜悅
[00:15:37.520 --> 00:15:40.520]  人的喜悅
[00:15:40.520 --> 00:15:43.520]  在耶穌的一生裡
[00:15:43.520 --> 00:15:46.520]  他的確是降卑成為人
[00:15:46.520 --> 00:15:47.520]  他沒有高高在上
[00:15:47.520 --> 00:15:50.520]  來到我們世界裡
[00:15:50.520 --> 00:15:53.520]  他是給我們榜樣去看
[00:15:53.520 --> 00:15:55.520]  讓我們看到
[00:15:55.520 --> 00:15:59.520]  耶穌真的很愛主
[00:15:59.520 --> 00:16:04.520]  甚至他很順從天父的教導
[00:16:04.520 --> 00:16:06.520]  禦虎期來到了
[00:16:06.520 --> 00:16:09.520]  我們看到耶穌的一生
[00:16:09.520 --> 00:16:13.520]  不是長 都是三十多年
[00:16:13.520 --> 00:16:17.520]  但大部分時間都是預備的工作
[00:16:17.520 --> 00:16:20.520]  三十年
[00:16:20.520 --> 00:16:22.520]  他這個預備是什麼呢
[00:16:22.520 --> 00:16:27.520]  他就是為了拯救我們世上的罪人
[00:16:27.520 --> 00:16:30.520]  他出生在耶路撒冷
[00:16:30.520 --> 00:16:35.520]  成長的時間 大部分時間在那撒勒
[00:16:35.520 --> 00:16:38.520]  但是他的一生
[00:16:38.520 --> 00:16:44.520]  就在耶路撒冷來來回回
[00:16:44.520 --> 00:16:46.520]  他在成長的歷程裡
[00:16:46.520 --> 00:16:48.520]  雖然聖經記載不是這麼多次
[00:16:48.520 --> 00:16:49.520]  說他是耶路撒冷
[00:16:49.520 --> 00:16:53.520]  但我相信正如聖經所說
[00:16:53.520 --> 00:16:59.520]  約瑟和瑪利亞都是一個經前的人
[00:16:59.520 --> 00:17:01.520]  他們每年都會去守節
[00:17:01.520 --> 00:17:02.520]  我們可以想像
[00:17:02.520 --> 00:17:06.520]  耶穌每年都會去耶路撒冷
[00:17:06.520 --> 00:17:09.520]  一切一切都好像很簡單
[00:17:09.520 --> 00:17:12.520]  很平凡
[00:17:12.520 --> 00:17:16.520]  但是耶穌的生命的轉捩點
[00:17:16.520 --> 00:17:20.520]  就在這段經文給我們看到
[00:17:20.520 --> 00:17:22.520]  只是十二歲的他
[00:17:22.520 --> 00:17:25.520]  就跟媽媽和爸爸說
[00:17:25.520 --> 00:17:30.520]  他要以父的事為念
[00:17:30.520 --> 00:17:36.520]  我們有沒有以父的事為念呢
[00:17:36.520 --> 00:17:39.520]  耶穌這句話其實很觸動
[00:17:39.520 --> 00:17:42.520]  我們來到教會裡
[00:17:42.520 --> 00:17:44.520]  我們一起去敬拜神
[00:17:44.520 --> 00:17:47.520]  一起去讀聖經 一起去聽道
[00:17:47.520 --> 00:17:50.520]  但是否這樣就足夠呢
[00:17:50.520 --> 00:17:54.520]  神是要我們走出去
[00:17:54.520 --> 00:17:56.520]  進入世界
[00:17:56.520 --> 00:17:59.520]  好像他一樣
[00:17:59.520 --> 00:18:02.520]  他來到這個世界為我們死
[00:18:02.520 --> 00:18:04.520]  我們願不願意
[00:18:04.520 --> 00:18:07.520]  跟耶穌一樣走進這個世界呢
[00:18:07.520 --> 00:18:11.520]  因為我們只是在教會裡
[00:18:11.520 --> 00:18:15.520]  獨善其身
[00:18:15.520 --> 00:18:16.520]  耶穌的一生
[00:18:16.520 --> 00:18:20.520]  的而且確是一個驚奇的旅程
[00:18:20.520 --> 00:18:23.520]  他給我們有生命的盼望
[00:18:23.520 --> 00:18:26.520]  有永生
[00:18:26.520 --> 00:18:27.520]  與此同時
[00:18:27.520 --> 00:18:30.520]  當我們見到耶穌
[00:18:30.520 --> 00:18:36.520]  跟教師對話的時間
[00:18:36.520 --> 00:18:38.520]  耶穌的表現
[00:18:38.520 --> 00:18:39.520]  他是很謙卑
[00:18:39.520 --> 00:18:44.520]  他沒有把老師說的不對
[00:18:44.520 --> 00:18:48.520]  而是一邊聽一邊問
[00:18:48.520 --> 00:18:51.520]  原來一邊聽一邊問
[00:18:51.520 --> 00:18:56.520]  其實是猶太人學習的傳統
[00:18:56.520 --> 00:19:00.520]  猶太人是鼓勵小朋友
[00:19:00.520 --> 00:19:03.520]  凡事都去探求去問
[00:19:03.520 --> 00:19:06.520]  他們有一句諺語是這麼說的
[00:19:06.520 --> 00:19:13.520]  好的問題比好的答案更好
[00:19:13.520 --> 00:19:18.520]  他鼓勵小朋友去問
[00:19:18.520 --> 00:19:22.520]  我們的讀經其實都可以跟人一樣
[00:19:22.520 --> 00:19:26.520]  就好像耶穌跟聖經的老師一樣
[00:19:26.520 --> 00:19:29.520]  一邊聽一邊問
[00:19:29.520 --> 00:19:34.520]  為什麼會這樣
[00:19:34.520 --> 00:19:38.520]  耶穌來到是跟人一起成長
[00:19:38.520 --> 00:19:40.520]  他不單單是自己
[00:19:40.520 --> 00:19:48.520]  他來到的世界上是與人同行
[00:19:48.520 --> 00:19:52.520]  耶穌的生命雖然很短暫
[00:19:52.520 --> 00:19:58.520]  但他走上十誡這條路絕對不容易
[00:19:58.520 --> 00:20:00.520]  就好像保羅所說
[00:20:00.520 --> 00:20:03.520]  他本有神的形象
[00:20:03.520 --> 00:20:06.520]  不堅持自己與神同等
[00:20:06.520 --> 00:20:13.520]  反倒虛己取了奴僕的形象
[00:20:13.520 --> 00:20:15.520]  成為人的樣式
[00:20:15.520 --> 00:20:17.520]  既有人的樣子
[00:20:17.520 --> 00:20:22.520]  就謙卑自己全心信服
[00:20:22.520 --> 00:20:23.520]  以至於死
[00:20:23.520 --> 00:20:27.520]  且死在十字架上
[00:20:27.520 --> 00:20:33.520]  星期其實值得我們思考與神的關係
[00:20:33.520 --> 00:20:37.520]  我們有沒有認真去讀聖經
[00:20:37.520 --> 00:20:40.520]  還是只是星期天回來聽
[00:20:40.520 --> 00:20:43.520]  目者的訊息呢?
[00:20:43.520 --> 00:20:45.520]  我們有沒有走出這個世界
[00:20:45.520 --> 00:20:50.520]  將這個好消息傳給其他人呢?
[00:20:50.520 --> 00:20:52.520]  今年年初我們團契
[00:20:52.520 --> 00:20:55.520]  搞了一個一起靈修的習慣
[00:20:55.520 --> 00:20:57.520]  靈修對我來說也很不容易
[00:20:57.520 --> 00:21:01.520]  我以前最初信主的時候
[00:21:01.520 --> 00:21:03.520]  很快就讀了四福音
[00:21:03.520 --> 00:21:05.520]  然後覺得很棒
[00:21:05.520 --> 00:21:07.520]  不如讀創世記吧
[00:21:07.520 --> 00:21:09.520]  又很快就讀完
[00:21:09.520 --> 00:21:11.520]  出埃及記也可以很快就讀完
[00:21:11.520 --> 00:21:13.520]  但是糟糕了
[00:21:13.520 --> 00:21:16.520]  我接著留在曠野
[00:21:16.520 --> 00:21:22.520]  我在生命記 利美記 文素記這些地方
[00:21:22.520 --> 00:21:24.520]  我就有個疑惑
[00:21:24.520 --> 00:21:27.520]  講來講去都是這些
[00:21:27.520 --> 00:21:30.520]  我不知道你們有沒有同感
[00:21:30.520 --> 00:21:33.520]  當時我自己真的不明白
[00:21:33.520 --> 00:21:36.520]  但我沒有去問
[00:21:36.520 --> 00:21:43.520]  漸漸我就讀經的興趣冷淡了下來
[00:21:43.520 --> 00:21:46.520]  我希望大家不是這樣
[00:21:46.520 --> 00:21:47.520]  但如果是這樣怎麼辦呢?
[00:21:47.520 --> 00:21:49.520]  我也要有出路
[00:21:49.520 --> 00:21:51.520]  就好像耶穌那樣
[00:21:51.520 --> 00:21:54.520]  一邊聽一邊問
[00:21:54.520 --> 00:21:57.520]  我們團契一起去靈修的時間
[00:21:57.520 --> 00:21:59.520]  原來有個APP很有趣
[00:21:59.520 --> 00:22:04.520]  它有個地方讓我們寫我們的感受
[00:22:04.520 --> 00:22:07.520]  我們的領受是什麼
[00:22:07.520 --> 00:22:09.520]  我們就去分享
[00:22:09.520 --> 00:22:12.520]  弟兄姊妹發現原來很好的
[00:22:12.520 --> 00:22:14.520]  為什麼你有這樣的看法呢?
[00:22:14.520 --> 00:22:18.520]  我的看法跟你不同
[00:22:18.520 --> 00:22:22.520]  其實這些正正就是我們生命裏面
[00:22:22.520 --> 00:22:24.520]  我們不單單看聖經
[00:22:24.520 --> 00:22:27.520]  我們也需要去明白聖經
[00:22:27.520 --> 00:22:29.520]  我們看完之後不明白的
[00:22:29.520 --> 00:22:31.520]  其實可以拿出來討論
[00:22:31.520 --> 00:22:34.520]  如果我們好像很規條式
[00:22:34.520 --> 00:22:36.520]  你今天做了靈修沒有?
[00:22:36.520 --> 00:22:37.520]  我做了
[00:22:37.520 --> 00:22:38.520]  這樣就行了
[00:22:38.520 --> 00:22:40.520]  結束了這個討論
[00:22:40.520 --> 00:22:42.520]  對我們有什麼益處呢?
[00:22:42.520 --> 00:22:43.520]  真的做了?
[00:22:43.520 --> 00:22:48.520]  還是我們可以再多走一步
[00:22:48.520 --> 00:22:50.520]  跟別人分享我們的經歷
[00:22:50.520 --> 00:22:52.520]  我們的感受
[00:22:52.520 --> 00:22:56.520]  神的教導呢?
[00:22:56.520 --> 00:22:59.520]  如果我們願意這樣做的時間
[00:22:59.520 --> 00:23:03.520]  我們的靈明就會復興
[00:23:03.520 --> 00:23:05.520]  大家都很想復興
[00:23:05.520 --> 00:23:07.520]  還是大家都很想坐在這裏
