
[00:00:00.000 --> 00:00:03.440]  好 今天就和大家分享C篇第一篇
[00:01:24.880 --> 00:01:27.960]  諸山未曾伸出 地與世界未曾造成
[00:01:27.960 --> 00:01:30.360]  從耿古到永遠 你是神
[00:01:30.360 --> 00:01:36.360]  C篇後面120篇到134篇被稱為上行之詩
[00:01:36.360 --> 00:01:38.560]  是猶太人 以色列人
[00:01:38.560 --> 00:01:42.680]  他們一直在朝聖 走上耶路撒冷山的時候
[00:01:42.680 --> 00:01:44.280]  一直在唱頌的詩歌
[00:01:44.280 --> 00:01:45.760]  很多美妙的詩歌
[00:01:45.760 --> 00:01:47.760]  133篇其中很出名
[00:01:47.760 --> 00:01:50.280]  看那弟兄和睦同居
[00:01:50.280 --> 00:01:52.880]  是何等的善 何等的美
[00:01:53.320 --> 00:01:56.680]  是不是?很多的詩篇都是琅琅上口
[00:01:56.680 --> 00:01:59.800]  是值得我們用心靈去中讀
[00:01:59.800 --> 00:02:01.760]  去思想 去默想的時候
[00:02:01.760 --> 00:02:03.000]  都很親近神
[00:02:03.000 --> 00:02:05.080]  是很能夠稱頌上帝
[00:02:05.080 --> 00:02:07.440]  今天我們很多宣召的經文
[00:02:07.440 --> 00:02:09.120]  都是從詩篇而出來
[00:02:09.120 --> 00:02:10.840]  很多敬拜第150篇
[00:02:10.840 --> 00:02:13.440]  都是用螺啊 用筆啊 用琴啊
[00:02:13.440 --> 00:02:14.960]  用歌聲去讚美他
[00:02:14.960 --> 00:02:17.240]  都是充滿著讚美和感恩
[00:02:17.240 --> 00:02:18.720]  那麼我應該問過
[00:02:18.720 --> 00:02:20.040]  好像不是很多人去過以色列
[00:02:20.040 --> 00:02:20.400]  是不是?
[00:02:20.400 --> 00:02:23.440]  猶太人很喜歡去唱歌 跳舞 感恩
[00:02:23.440 --> 00:02:24.840]  在他們的節慶裡面
[00:02:24.840 --> 00:02:26.480]  很高興 圍著這樣
[00:02:26.480 --> 00:02:27.840]  我去過一次跟他們跳舞
[00:02:27.840 --> 00:02:28.600]  都跳到沒氣了
[00:02:28.600 --> 00:02:29.920]  他們真的圍著這樣牽著手
[00:02:29.920 --> 00:02:30.760]  跳來跳去
[00:02:30.760 --> 00:02:31.880]  沒有停這樣跳
[00:02:31.880 --> 00:02:33.760]  那麼非洲人都是這樣的
[00:02:33.760 --> 00:02:37.320]  不過中國人就比較含蓄地坐在這裡
[00:02:37.320 --> 00:02:39.440]  有很多的敬拜並不是這樣的
[00:02:39.440 --> 00:02:41.680]  地方走來走去 唱來唱去
[00:02:41.680 --> 00:02:42.680]  舉手跳舞
[00:02:42.680 --> 00:02:44.760]  這個是詩篇的精神
[00:02:44.760 --> 00:02:48.320]  今天講的詩篇是第一篇
[00:02:48.800 --> 00:02:52.960]  詩篇第一篇的開始是有福作為開支
[00:02:52.960 --> 00:02:54.760]  我們的中文翻譯
[00:02:54.760 --> 00:02:57.760]  福這個字眼去到第二節的尾才出現
[00:02:57.760 --> 00:03:00.520]  但是在原文希伯來文裡面
[00:03:00.520 --> 00:03:01.200]  有福
[00:03:01.200 --> 00:03:02.200]  Blessed
[00:03:02.200 --> 00:03:03.920]  就是說蒙福的
[00:03:03.920 --> 00:03:05.040]  有福的人
[00:03:05.040 --> 00:03:06.920]  是開始
[00:03:06.920 --> 00:03:10.920]  這個只是表達了整個詩篇的目的
[00:03:10.920 --> 00:03:13.200]  就是想讀聖經的人
[00:03:13.200 --> 00:03:15.640]  看詩篇的人是蒙福的人
[00:03:15.640 --> 00:03:17.000]  是不是?
[00:03:17.000 --> 00:03:19.440]  大家都很喜歡福氣 有沒有人不喜歡福氣的?
[00:03:19.440 --> 00:03:20.640]  應該沒有吧?
[00:03:20.640 --> 00:03:21.840]  沒有人敢舉手吧?
[00:03:21.840 --> 00:03:25.080]  PowerPoint是不是還沒轉呢?
[00:03:25.080 --> 00:03:25.680]  請問
[00:03:25.680 --> 00:03:29.880]  去到
[00:03:29.880 --> 00:03:32.480]  神的
[00:03:32.480 --> 00:03:35.360]  恩典的時候
[00:03:35.360 --> 00:03:37.840]  我們很需要去看詩篇
[00:03:37.840 --> 00:03:41.680]  詩篇是一個很值得我們思想的
[00:03:41.680 --> 00:03:41.960]  是不是?
[00:03:41.960 --> 00:03:42.960]  很多的福氣
[00:03:42.960 --> 00:03:46.600]  過年過節我們都連著這些類似的輝春
[00:03:46.600 --> 00:03:48.280]  很多祝福的文案
[00:03:48.280 --> 00:03:49.680]  每個人都需要福氣
[00:03:49.680 --> 00:03:51.480]  福是什麼呢?
[00:03:51.480 --> 00:03:54.240]  福有時候我們覺得是很被動
[00:03:54.240 --> 00:03:56.320]  是誰祝福我
[00:03:56.320 --> 00:03:56.840]  賜福我
[00:03:56.840 --> 00:03:57.560]  給我福氣
[00:03:57.560 --> 00:03:58.480]  我就蒙福了
[00:03:58.480 --> 00:03:59.120]  就行了
[00:03:59.120 --> 00:04:01.160]  但是在詩篇裡面
[00:04:01.160 --> 00:04:03.960]  第一章的詩篇並不是這麼說
[00:04:03.960 --> 00:04:06.440]  詩篇第一篇說到
[00:04:06.440 --> 00:04:07.120]  福
[00:04:07.120 --> 00:04:10.120]  是有個人選擇的成分
[00:04:10.120 --> 00:04:13.160]  這裡說到有兩個很大的取向
[00:04:13.160 --> 00:04:15.400]  兩極的一個取向
[00:04:15.760 --> 00:04:17.840]  一些是你不要做那些事
[00:04:17.840 --> 00:04:20.560]  另一方面是你要做另外一些事
[00:04:20.560 --> 00:04:21.560]  你就蒙福了
[00:04:21.560 --> 00:04:25.600]  所以我們可以主動得到上帝的恩福
[00:04:25.600 --> 00:04:27.560]  我們並不是被動的
[00:04:27.560 --> 00:04:29.400]  只是等候
[00:04:29.400 --> 00:04:30.880]  或者甚至只是祈禱
[00:04:30.880 --> 00:04:32.880]  是不一定足夠的
[00:04:32.880 --> 00:04:34.560]  詩篇第一篇告訴我們
[00:04:34.560 --> 00:04:36.280]  有些事你不要去做
[00:04:36.280 --> 00:04:37.880]  有些事你要去做
[00:04:37.880 --> 00:04:39.000]  你就蒙福了
[00:04:39.000 --> 00:04:41.320]  所以我們一起去
[00:04:41.320 --> 00:04:45.280]  看這篇詩篇所說的究竟是什麼內容
[00:04:46.760 --> 00:04:47.480]  第一點
[00:04:47.480 --> 00:04:50.160]  他說不要落入罪的網羅裡面
[00:04:50.160 --> 00:04:52.960]  在第一和第四節分別是這樣說的
[00:04:52.960 --> 00:04:54.160]  第一節就說不要
[00:04:54.160 --> 00:04:56.160]  不從惡人的計謀
[00:04:56.160 --> 00:04:58.040]  不站罪人的道路
[00:04:58.040 --> 00:05:00.400]  不助洩密人的作為
[00:05:00.400 --> 00:05:04.200]  當代中文
[00:05:04.200 --> 00:05:05.520]  日本是這樣說的
[00:05:05.520 --> 00:05:08.320]  他說不要聽從惡人的唆擺
[00:05:08.320 --> 00:05:12.000]  不要和罪人為伍
[00:05:12.000 --> 00:05:14.760]  就是頭兩節的翻譯是這樣
[00:05:16.760 --> 00:05:17.640]  所以這裡
[00:05:17.640 --> 00:05:19.280]  如果要分析的話
[00:05:19.280 --> 00:05:22.000]  是有幾方面或者一個進程
[00:05:22.000 --> 00:05:26.160]  第一方面是不要聽從那些惡人的
[00:05:26.160 --> 00:05:28.600]  說話去推理
[00:05:28.600 --> 00:05:30.360]  去推動你做的事情
[00:05:30.360 --> 00:05:32.400]  人生有很多不同的取向
[00:05:32.400 --> 00:05:34.680]  無論你讀書、工作
[00:05:34.680 --> 00:05:36.240]  有些人都有他的方法
[00:05:36.240 --> 00:05:38.360]  覺得成功是怎麼達到的
[00:05:38.360 --> 00:05:41.040]  有些人都覺得一些方法是好的
[00:05:41.040 --> 00:05:42.960]  帶來你一個個人的利益
[00:05:42.960 --> 00:05:44.360]  他告訴你
[00:05:44.520 --> 00:05:46.000]  我就是這樣做
[00:05:46.000 --> 00:05:47.720]  我就發達了
[00:05:47.720 --> 00:05:50.080]  我這樣做我就升了位
[00:05:50.080 --> 00:05:52.800]  我這樣做就有很多人喜歡我了
[00:05:52.800 --> 00:05:55.480]  我們有這個思想在這裡
[00:05:55.480 --> 00:05:57.600]  在我們的左右裡面
[00:05:57.600 --> 00:05:59.040]  我們說這是一個
[00:05:59.040 --> 00:06:02.040]  可能很世俗化、很世界化
[00:06:02.040 --> 00:06:03.600]  是一個甚至是來自
[00:06:03.600 --> 00:06:05.760]  惡者一些的意念
[00:06:05.760 --> 00:06:07.640]  都出現在我們的生命裡面
[00:06:07.640 --> 00:06:09.040]  我記得很小的時候
[00:06:09.040 --> 00:06:10.560]  這些惡的意念現在
[00:06:10.560 --> 00:06:11.520]  好了一點
[00:06:11.520 --> 00:06:12.040]  這些告白
[00:06:12.040 --> 00:06:12.440]  不是告白
[00:06:12.440 --> 00:06:13.760]  很多惡的意念大家都知道
[00:06:13.760 --> 00:06:16.520]  有些不健康、不衛生的東西
[00:06:16.520 --> 00:06:18.880]  他推銷到好像很健康、很成功
[00:06:18.880 --> 00:06:19.680]  最大的
[00:06:19.680 --> 00:06:23.760]  最影響的心願就是吸煙的廣告
[00:06:23.760 --> 00:06:25.240]  小時候就吸煙的廣告
[00:06:25.240 --> 00:06:28.520]  某種牌子吸煙很舒暢的
[00:06:28.520 --> 00:06:31.600]  在馬匹上很英姿勃勃
[00:06:31.600 --> 00:06:33.880]  然後下來吸煙很醒神的
[00:06:33.880 --> 00:06:36.520]  我小時候就受這些廣告吸煙
[00:06:36.520 --> 00:06:37.440]  小時候吸煙
[00:06:37.440 --> 00:06:40.200]  有時候這些思想在挑戰我們
[00:06:40.200 --> 00:06:40.960]  在吸引我們
[00:06:40.960 --> 00:06:42.960]  說你這樣做你就會成功
[00:06:42.960 --> 00:06:44.320]  你這樣做就好了
[00:06:44.320 --> 00:06:48.120]  我們讀書、工作都有種種的吸引力
[00:06:48.120 --> 00:06:49.640]  有些人的聲音
[00:06:49.640 --> 00:06:51.640]  詩篇說
[00:06:51.640 --> 00:06:54.600]  不要聽從這些計謀
[00:06:54.600 --> 00:06:56.200]  有些甚至說
[00:06:56.200 --> 00:06:57.960]  做我這件事情做我沒所謂了
[00:06:57.960 --> 00:06:58.960]  你就怎樣
[00:06:58.960 --> 00:07:01.800]  最近我每次去侍奉
[00:07:01.800 --> 00:07:03.000]  都是代表大家去侍奉
[00:07:03.000 --> 00:07:04.880]  我去收押所侍奉
[00:07:04.880 --> 00:07:06.400]  越來越多一個情況
[00:07:06.400 --> 00:07:08.320]  很多馬來西亞的年輕人
[00:07:08.320 --> 00:07:09.800]  他們運瀑來到香港
[00:07:10.240 --> 00:07:14.240]  很容易就被人抓到
[00:07:14.240 --> 00:07:17.000]  可能有些內奸
[00:07:17.000 --> 00:07:18.960]  或者那些臥底
[00:07:18.960 --> 00:07:22.520]  很多個22歲、24歲
[00:07:22.520 --> 00:07:26.440]  就面對十幾二十年的監禁
[00:07:26.440 --> 00:07:27.560]  他只是聽別人說
[00:07:27.560 --> 00:07:28.800]  你去吧,去玩吧
[00:07:28.800 --> 00:07:30.000]  給你錢,坐飛機
[00:07:30.000 --> 00:07:32.280]  給你錢,你幫我帶一點東西就行了
[00:07:32.280 --> 00:07:34.160]  他就聽了這些計謀
[00:07:34.160 --> 00:07:35.360]  就帶來香港
[00:07:35.360 --> 00:07:40.360]  所以一批個五個十個在我去的監獄裏面
[00:07:40.360 --> 00:07:41.840]  馬來西亞年輕人
[00:07:41.840 --> 00:07:44.960]  是20歲、22歲、24歲
[00:07:44.960 --> 00:07:47.280]  因為聽別人說的東西
[00:07:47.280 --> 00:07:48.840]  他就做了這件事
[00:07:48.840 --> 00:07:51.080]  所以我們耳朵要聽
[00:07:51.080 --> 00:07:53.120]  不是聽人的說話
[00:07:53.120 --> 00:07:56.600]  因為人說話很多東西是很有問題
[00:07:56.600 --> 00:07:57.520]  不是來自神
[00:07:57.520 --> 00:07:59.400]  是來自世界
[00:07:59.400 --> 00:08:00.440]  來自惡者
[00:08:00.440 --> 00:08:02.400]  來自很多所謂的成功
[00:08:02.400 --> 00:08:03.080]  有些人說
[00:08:03.080 --> 00:08:04.760]  我這樣做我就發達了
[00:08:04.760 --> 00:08:05.760]  你跟著我做吧
[00:08:05.760 --> 00:08:06.720]  你也很行
[00:08:06.720 --> 00:08:09.920]  但我們要很小心聽甚麼
[00:08:09.920 --> 00:08:12.760]  第二,他說
[00:08:12.760 --> 00:08:15.440]  不要與罪人為伍
[00:08:15.440 --> 00:08:17.360]  是一種的經常性
[00:08:17.360 --> 00:08:18.960]  我就經常與罪人為伍
[00:08:18.960 --> 00:08:19.680]  大家知道,是不是?
[00:08:19.680 --> 00:08:22.480]  我接觸很多不同的人
[00:08:22.480 --> 00:08:23.920]  我算是例外那種,是不是?
[00:08:23.920 --> 00:08:25.000]  因為我已經悔改了
[00:08:25.000 --> 00:08:27.080]  我接觸是很想跟他傳福音
[00:08:27.080 --> 00:08:29.280]  我們說到頂尖是普通的
[00:08:29.280 --> 00:08:30.800]  如果你不是去服侍這個群體
[00:08:30.800 --> 00:08:32.880]  你不要常常與罪人為伍
[00:08:33.160 --> 00:08:35.360]  跟他消遣
[00:08:35.360 --> 00:08:36.040]  去玩
[00:08:36.040 --> 00:08:37.000]  去享樂
[00:08:37.000 --> 00:08:39.800]  或者是一起參與他所做的事情
[00:08:39.800 --> 00:08:41.720]  是不好的事情
[00:08:41.720 --> 00:08:44.760]  所以第一是聽或是想或是看都可以
[00:08:44.760 --> 00:08:46.280]  不只是聽
[00:08:46.280 --> 00:08:47.600]  而是看也是
[00:08:47.600 --> 00:08:49.080]  有些人現在是
[00:08:49.080 --> 00:08:50.160]  說話他不用說
[00:08:50.160 --> 00:08:51.200]  只是寫而已,是不是?
[00:08:51.200 --> 00:08:52.560]  網上寫一些東西出來
[00:08:52.560 --> 00:08:54.120]  你想想,吸引
[00:08:54.120 --> 00:08:55.560]  然後這樣做
[00:08:55.560 --> 00:08:56.480]  但是
[00:08:56.480 --> 00:08:59.040]  這些無論思想、看、想的
[00:08:59.040 --> 00:09:00.360]  我們都要小心
[00:09:00.360 --> 00:09:03.440]  不要去聽從這些惡人的計謀
[00:09:03.440 --> 00:09:05.800]  或者這些惡人的唆擺
[00:09:05.800 --> 00:09:06.680]  喂,做吧
[00:09:06.680 --> 00:09:07.520]  去吧
[00:09:07.520 --> 00:09:08.480]  好吧
[00:09:08.480 --> 00:09:10.240]  跟著做吧
[00:09:10.240 --> 00:09:10.960]  沒事的
[00:09:10.960 --> 00:09:12.800]  我應該說過另一個人
[00:09:12.800 --> 00:09:14.440]  很奇怪
[00:09:14.440 --> 00:09:17.960]  人家四、五個人跟一個年輕的女孩發生性關係
[00:09:17.960 --> 00:09:18.880]  他又跟著上
[00:09:18.880 --> 00:09:19.880]  哎呀,你們玩得這麼開心
[00:09:19.880 --> 00:09:20.680]  我又去
[00:09:20.680 --> 00:09:21.680]  跟著去做
[00:09:21.680 --> 00:09:24.480]  一種群體的壓力
[00:09:24.480 --> 00:09:27.280]  或者一種互相的影響裡面做了這樣的事情
[00:09:28.200 --> 00:09:30.560]  這一種是一種的…我形容
[00:09:30.560 --> 00:09:33.480]  不要站在一個罪惡的崗位上面
[00:09:33.480 --> 00:09:35.240]  是一種…你站在那裡
[00:09:35.240 --> 00:09:37.160]  直接在一起
[00:09:37.160 --> 00:09:39.560]  你不是聽著說著討論著
[00:09:39.560 --> 00:09:41.320]  你直接跟他一起
[00:09:41.320 --> 00:09:45.680]  你直接被人看到
[00:09:45.680 --> 00:09:47.280]  你根本就是跟他一起
[00:09:47.280 --> 00:09:49.160]  所以我們要小心我們的生活行為
[00:09:49.160 --> 00:09:50.760]  你跟什麼人一起呢?
[00:09:50.760 --> 00:09:52.480]  我小時候就是跟那些人一起
[00:09:52.480 --> 00:09:54.440]  是不是?去哪裡就去那些人
[00:09:54.440 --> 00:09:56.560]  我小息的時候跟那些人就是我…
[00:09:56.560 --> 00:09:58.600]  我…怎樣形容呢?
[00:09:58.600 --> 00:09:59.600]  一起打架的那幾個
[00:09:59.600 --> 00:10:00.640]  我們就一起的
[00:10:00.640 --> 00:10:02.840]  就會一起跟著去找人打架的
[00:10:02.840 --> 00:10:04.600]  就是這樣,我就跟這些人一起的
[00:10:04.600 --> 00:10:06.200]  我放下去做的事就是做那些事
[00:10:06.200 --> 00:10:07.000]  就跟那些人一起
[00:10:07.000 --> 00:10:08.320]  就是做那些事
[00:10:08.320 --> 00:10:09.760]  我去那裡做那些事就做那些事
[00:10:09.760 --> 00:10:10.960]  就會成群
[00:10:10.960 --> 00:10:14.040]  你的朋友圈是些什麼人呢?
[00:10:14.040 --> 00:10:15.960]  除了你去侍奉他之外
[00:10:15.960 --> 00:10:17.840]  你的朋友圈就代表著你
[00:10:17.840 --> 00:10:20.480]  陷入一個什麼情況當中
[00:10:20.480 --> 00:10:21.880]  那些人去消遣
[00:10:21.880 --> 00:10:23.200]  去娛樂
[00:10:23.200 --> 00:10:24.840]  去威風
[00:10:24.840 --> 00:10:26.920]  你整天都是跟那些人一起
[00:10:26.920 --> 00:10:29.680]  你整天都是跟那些吃大食的人一起
[00:10:29.680 --> 00:10:32.280]  你都變成了大食的人,是不是?
[00:10:32.280 --> 00:10:33.280]  你整天去玩那些東西
[00:10:33.280 --> 00:10:34.720]  你問問那些人
[00:10:34.720 --> 00:10:38.280]  所以你說不要站在那個崗位的上面
[00:10:38.280 --> 00:10:39.280]  一開始不要聽
[00:10:39.280 --> 00:10:42.720]  接著你不要黏在一起
[00:10:42.720 --> 00:10:43.600]  再進一步
[00:10:43.600 --> 00:10:46.240]  他說不要坐蝕萬人的座位
[00:10:46.240 --> 00:10:47.400]  直接不要坐下
[00:10:47.400 --> 00:10:49.720]  坐下就是英文叫settle了
[00:10:49.720 --> 00:10:51.640]  就是你直接在那個位置定了位
[00:10:51.640 --> 00:10:54.520]  你直接是一個會員
[00:10:54.520 --> 00:10:56.240]  你成為那個一份子
[00:10:56.240 --> 00:11:00.560]  你不單止拿去參與一下
[00:11:00.560 --> 00:11:02.840]  你慢慢成為一個這樣的人
[00:11:02.840 --> 00:11:09.400]  甚至有權去操控那件事
[00:11:09.400 --> 00:11:09.880]  你明白嗎?
[00:11:09.880 --> 00:11:11.920]  可能有些人
[00:11:11.920 --> 00:11:13.560]  一開始他聽別人說
[00:11:13.560 --> 00:11:14.840]  吸毒很好的
[00:11:14.840 --> 00:11:17.400]  很神化的
[00:11:17.400 --> 00:11:19.320]  還有一個很狂訪的景象
[00:11:19.320 --> 00:11:20.360]  很棒的
[00:11:20.360 --> 00:11:21.400]  可以忘憂的
[00:11:21.400 --> 00:11:22.880]  可以脫離現實
[00:11:22.880 --> 00:11:24.160]  可以怎樣怎樣
[00:11:24.160 --> 00:11:25.680]  你聽一下
[00:11:25.680 --> 00:11:27.520]  但接著你就想去光顧一下
[00:11:27.520 --> 00:11:29.160]  吸兩口沒問題的
[00:11:29.160 --> 00:11:30.400]  吸兩口不會上癮的
[00:11:30.400 --> 00:11:32.280]  我見過很多癮君子
[00:11:32.280 --> 00:11:34.160]  我印度在香港很多人
[00:11:34.160 --> 00:11:35.360]  最初他覺得
[00:11:35.360 --> 00:11:37.040]  你上癮你差而已
[00:11:37.040 --> 00:11:39.120]  我意志堅定我不會上癮的
[00:11:39.120 --> 00:11:40.720]  吸兩口沒問題的
[00:11:40.720 --> 00:11:42.320]  很多是這樣
[00:11:42.320 --> 00:11:44.880]  後來第三個程序就是他成為一份子
[00:11:44.880 --> 00:11:46.200]  直接坐在那裡
[00:11:46.200 --> 00:11:50.000]  甚至他去賣那些毒品
[00:11:50.000 --> 00:11:51.800]  因為他不賣他沒錢自己吸毒
[00:11:51.800 --> 00:11:52.400]  因為很貴
[00:11:52.400 --> 00:11:53.720]  一開始有人請你
[00:11:53.720 --> 00:11:55.640]  但慢慢你真的要付錢的時候
[00:11:55.640 --> 00:11:56.680]  你就不夠錢
[00:11:56.680 --> 00:11:57.960]  你就跟著去賣
[00:11:57.960 --> 00:11:59.600]  去混毒
[00:11:59.600 --> 00:12:02.240]  所以你見不見到過程
[00:12:02.240 --> 00:12:04.120]  聽一下想一下被吸引
[00:12:04.120 --> 00:12:05.360]  嘩好啊好啊
[00:12:05.360 --> 00:12:06.600]  慢慢來不來去一下
[00:12:06.600 --> 00:12:07.840]  慢慢成為一個
[00:12:07.840 --> 00:12:10.840]  你的生命的一部份
[00:12:10.840 --> 00:12:12.920]  我想不單止是這些
[00:12:12.920 --> 00:12:14.640]  說得這麼罪惡性的東西
[00:12:14.640 --> 00:12:16.960]  可能買東西都可以是這樣
[00:12:16.960 --> 00:12:19.320]  例如一個人經濟是一般般的
[00:12:19.320 --> 00:12:20.440]  他生活都是
[00:12:20.440 --> 00:12:22.960]  養家都是很敏捷的錢
[00:12:22.960 --> 00:12:25.040]  但他可能會去賭錢
[00:12:25.040 --> 00:12:26.480]  可能會買名牌
[00:12:26.480 --> 00:12:29.560]  可能會買一些科技的用品
[00:12:29.560 --> 00:12:32.400]  他同樣都可以有這個問題出現
[00:12:32.400 --> 00:12:33.800]  或者我們的健康都是這樣
[00:12:33.800 --> 00:12:35.360]  健康我們已經不是很健康
[00:12:35.360 --> 00:12:37.280]  還做一些不健康的事情
[00:12:37.280 --> 00:12:38.400]  聽一下覺得
[00:12:38.400 --> 00:12:40.120]  不錯啊做了這件事
[00:12:40.120 --> 00:12:41.720]  想一下做了這件事
[00:12:41.720 --> 00:12:43.080]  做著做著慢慢成為一個
[00:12:43.080 --> 00:12:45.520]  你的生活的習慣
[00:12:45.520 --> 00:12:46.760]  所以私人他說
[00:12:46.760 --> 00:12:48.360]  不要這樣做
[00:12:48.360 --> 00:12:49.640]  不要這樣想
[00:12:49.640 --> 00:12:51.200]  不要偶然做這些事情
[00:12:51.200 --> 00:12:53.520]  更加不要長期做這件事
[00:12:53.520 --> 00:12:55.480]  成為一份子
[00:12:55.480 --> 00:12:58.120]  這是我們不要做的事情
[00:12:58.120 --> 00:13:02.720]  我不知道在你的生活的圈子裡面是怎樣
[00:13:02.720 --> 00:13:05.200]  有一天我離開辦公室的時候
[00:13:05.200 --> 00:13:07.480]  去港鐵站的時候
[00:13:07.480 --> 00:13:09.320]  有一種很大的感覺
[00:13:09.320 --> 00:13:10.320]  那個潮流
[00:13:10.320 --> 00:13:12.600]  那個人流推你去走
[00:13:12.600 --> 00:13:14.360]  大家去到中國銀行
[00:13:14.360 --> 00:13:15.400]  然後轉彎
[00:13:15.400 --> 00:13:16.040]  那裡有紅綠燈
[00:13:16.040 --> 00:13:16.680]  那裡有紅綠燈
[00:13:16.680 --> 00:13:18.000]  這樣過去港鐵站
[00:13:18.000 --> 00:13:18.880]  大家認識這條路吧
[00:13:18.880 --> 00:13:20.080]  大家認識吧
[00:13:20.080 --> 00:13:22.520]  到了清新道尾轉左之後的紅綠燈
[00:13:22.520 --> 00:13:26.040]  那些人已經是四圍穿插的
[00:13:26.040 --> 00:13:27.520]  不需要跟紅綠燈
[00:13:27.520 --> 00:13:28.680]  那條路已經變成行人路
[00:13:28.680 --> 00:13:30.000]  好像推你出去那樣
[00:13:30.000 --> 00:13:31.240]  每個人都在中間過
[00:13:31.240 --> 00:13:33.280]  每個人都不用等燈就過
[00:13:33.280 --> 00:13:35.480]  很容易那個潮流就推你這樣過
[00:13:35.480 --> 00:13:37.000]  我有這樣的感覺
[00:13:37.000 --> 00:13:38.760]  這個世界都是這樣
[00:13:38.760 --> 00:13:40.760]  很多人做的事情很方便
[00:13:40.760 --> 00:13:42.240]  很容易得手
[00:13:42.240 --> 00:13:44.240]  很容易去成就
[00:13:44.240 --> 00:13:45.640]  他要推你去做
[00:13:45.640 --> 00:13:47.840]  你不去做他要推你去做
[00:13:47.840 --> 00:13:49.440]  你要堅持自己
[00:13:49.440 --> 00:13:52.320]  站在紅綠燈面前阻礙別人
[00:13:52.320 --> 00:13:53.520]  不好意思我都要阻礙你
[00:13:53.520 --> 00:13:55.560]  我在等綠燈我才過去
[00:13:55.560 --> 00:13:56.960]  但是那個潮流是推你去的
[00:13:56.960 --> 00:13:57.640]  你知不知道
[00:13:57.640 --> 00:13:58.880]  很多人推你去
[00:13:58.880 --> 00:13:59.880]  你走到中間的時候
[00:13:59.880 --> 00:14:01.160]  那些人已經是在中間過去
[00:14:01.160 --> 00:14:03.000]  他不需要等紅燈已經過去
[00:14:03.000 --> 00:14:06.480]  我又不是一個
[00:14:06.480 --> 00:14:08.240]  這些的律法主義
[00:14:08.240 --> 00:14:09.880]  我講我守綠燈而已
[00:14:09.880 --> 00:14:11.160]  大家守不守我不知道
[00:14:11.160 --> 00:14:14.400]  但是我講到人生很多的事情更加嚴重
[00:14:14.400 --> 00:14:15.000]  都是這樣
[00:14:15.000 --> 00:14:16.960]  那個潮流是推你去
[00:14:16.960 --> 00:14:22.560]  這個用品你用了
[00:14:22.560 --> 00:14:23.800]  穿了就漂亮了
[00:14:23.800 --> 00:14:25.840]  你用了就威風了
[00:14:25.840 --> 00:14:27.640]  怎樣就好了
[00:14:27.640 --> 00:14:30.440]  很多這樣的思想在人生裡面
[00:14:30.440 --> 00:14:31.840]  從小到大
[00:14:31.840 --> 00:14:33.560]  可能是不同的形式
[00:14:33.560 --> 00:14:36.560]  不同的種類
[00:14:36.560 --> 00:14:39.480]  在聖經裡面其實有很多例子
[00:14:39.480 --> 00:14:45.200]  其中一個例子就是在
[00:14:45.200 --> 00:14:47.880]  羅德的裡面
