
[00:00:00.000 --> 00:00:03.600]  很有趣 「十定銀子的誤會」
[00:06:12.960 --> 00:06:14.440]  這個比喻就是有一個貴族
[00:06:14.440 --> 00:06:17.440]  他要去遠方裡面取得王位
[00:06:17.440 --> 00:06:21.760]  為什麼這個貴族要去遠方取得王位這麼有趣呢?
[00:06:21.760 --> 00:06:23.440]  他取得王位之前
[00:06:23.440 --> 00:06:25.880]  他就先在第十三節說
[00:06:25.880 --> 00:06:27.400]  跟他十個僕人說
[00:06:27.400 --> 00:06:29.000]  現在我每人一錠銀
[00:06:29.000 --> 00:06:31.400]  你們就去做生意
[00:06:31.400 --> 00:06:33.280]  直到我回來
[00:06:33.280 --> 00:06:35.400]  我們留意第十四節
[00:06:35.400 --> 00:06:37.720]  他本國的百姓卻恨他
[00:06:37.720 --> 00:06:39.960]  打發使者隨後去說
[00:06:39.960 --> 00:06:42.560]  我們不願意這個人作我們的王
[00:06:42.560 --> 00:06:45.440]  好像跟整個比喻不太相符
[00:06:45.440 --> 00:06:48.560]  因為我假設大家都較為明白這個比喻
[00:06:48.560 --> 00:06:49.840]  或者聽過幾次
[00:06:49.840 --> 00:06:52.600]  應該在港獨或者主義學裏面
[00:06:52.600 --> 00:06:53.720]  其實有一個背景
[00:06:53.720 --> 00:06:55.480]  這個背景呢
[00:06:55.480 --> 00:06:58.360]  都是要看回歷史書才看到
[00:06:58.360 --> 00:07:00.760]  其實猶太以色列這個國度
[00:07:00.760 --> 00:07:03.120]  已經是在羅馬的統治底下
[00:07:03.120 --> 00:07:05.760]  所以當時在羅馬時代
[00:07:05.760 --> 00:07:07.280]  最高的王權
[00:07:07.280 --> 00:07:09.280]  最高的王位是誰呢?
[00:07:09.280 --> 00:07:11.040]  凱撒大帝
[00:07:11.040 --> 00:07:13.040]  如果你有看《瑪麗福音》
[00:07:13.040 --> 00:07:15.520]  二章二十二節是在說
[00:07:15.520 --> 00:07:17.320]  《路加福音》二章一節就是
[00:07:17.320 --> 00:07:19.880]  凱撒奧古士都
[00:07:19.880 --> 00:07:22.520]  所以要他批准
[00:07:22.520 --> 00:07:25.680]  其他分封的地方才可以做到王
[00:07:25.680 --> 00:07:29.600]  或者做到總督
[00:07:29.600 --> 00:07:31.760]  所以在耶穌出生的時代
[00:07:31.760 --> 00:07:34.640]  誰是猶太那個地方的總督呢?
[00:07:34.640 --> 00:07:36.080]  那個王就是希律王
[00:07:36.080 --> 00:07:36.800]  大希律
[00:07:36.800 --> 00:07:38.480]  大家應該聽過大希律
[00:07:38.480 --> 00:07:41.520]  大希律其實在主前四年左右
[00:07:41.520 --> 00:07:43.600]  就死了
[00:07:43.600 --> 00:07:45.480]  他的兒子叫做阿基努
[00:07:45.480 --> 00:07:46.920]  希律阿基努
[00:07:46.920 --> 00:07:48.600]  是去接取那個王位
[00:07:48.600 --> 00:07:51.320]  這個王位也不是整個王
[00:07:51.320 --> 00:07:54.000]  或者是統治猶太
[00:07:54.000 --> 00:07:56.240]  基土馬這些地方的王
[00:07:56.240 --> 00:07:59.880]  他也要上去得到凱撒大帝
[00:07:59.880 --> 00:08:03.080]  批准他才能夠正式成為王
[00:08:03.080 --> 00:08:06.200]  所以其實阿基努只是在主前四年
[00:08:06.200 --> 00:08:10.080]  至主後六年之間成為了猶太人的王
[00:08:10.080 --> 00:08:11.880]  這幅照片就是說
[00:08:11.880 --> 00:08:13.880]  這個鬼就是阿基努
[00:08:13.880 --> 00:08:16.200]  這個就是凱撒大帝
[00:08:16.200 --> 00:08:18.320]  但為什麼做十年這麼少呢?
[00:08:18.320 --> 00:08:20.360]  因為阿基努
[00:08:20.360 --> 00:08:22.000]  回到猶太的時候做王
[00:08:22.000 --> 00:08:24.280]  那些猶太人不喜歡他
[00:08:24.280 --> 00:08:26.600]  覺得他比之前的父親大希律還差
[00:08:26.600 --> 00:08:28.120]  有很多暴政
[00:08:28.120 --> 00:08:31.440]  所以當時的猶太人
[00:08:31.440 --> 00:08:33.560]  有個五十人的代表團
[00:08:33.560 --> 00:08:36.920]  專門上到羅馬的首都
[00:08:36.920 --> 00:08:38.120]  去找凱撒大帝
[00:08:38.120 --> 00:08:41.160]  聯同當時羅馬城的猶太人
[00:08:41.160 --> 00:08:46.160]  一起去投訴阿基努做得不好
[00:08:46.160 --> 00:08:48.240]  所以就被廢除了
[00:08:48.240 --> 00:08:50.640]  然後改用巡撫的形式
[00:08:50.640 --> 00:08:53.200]  去管理猶太這個地方
[00:08:53.200 --> 00:08:54.840]  所以其實
[00:08:54.840 --> 00:08:56.480]  有這個背景在裡面
[00:08:56.480 --> 00:08:58.040]  這個政治的背景
[00:08:58.040 --> 00:09:01.920]  所以當時的猶太人聽到耶穌說這個比喻
[00:09:01.920 --> 00:09:03.760]  其實他們知道背後
[00:09:03.760 --> 00:09:07.560]  是在說處境的情況在發生
[00:09:07.560 --> 00:09:12.320]  不是說直接將阿基努和耶穌等同
[00:09:12.320 --> 00:09:13.760]  而是說原來
[00:09:13.760 --> 00:09:16.680]  在耶穌說這個比喻的時候
[00:09:16.680 --> 00:09:17.960]  也在暗示
[00:09:17.960 --> 00:09:20.360]  尼塞亞的終極王權
[00:09:20.360 --> 00:09:23.920]  不是一下子就能夠實現
[00:09:23.920 --> 00:09:27.240]  也不代表他要等凱撒大帝去批准
[00:09:27.240 --> 00:09:28.480]  耶穌是最高王權
[00:09:28.480 --> 00:09:30.800]  為什麼要地上的王做批准呢?
[00:09:30.800 --> 00:09:33.800]  因為耶穌要得到萬有的符
[00:09:33.800 --> 00:09:36.320]  創天造地的天賦授權
[00:09:36.320 --> 00:09:38.320]  所以為什麼在《瑪利福音》28章說
[00:09:38.320 --> 00:09:40.240]  天上地下所有的權柄都賜給我了
[00:09:40.240 --> 00:09:44.000]  就是當耶穌在十字架上死而復活的時候
[00:09:44.000 --> 00:09:47.920]  創天造地的天賦將整個的權柄都交給耶穌
[00:09:47.920 --> 00:09:50.480]  所以也告訴我們知道
[00:09:50.480 --> 00:09:51.720]  原來耶穌的王權
[00:09:51.720 --> 00:09:54.480]  要是這樣才能夠終極的實現
[00:09:54.480 --> 00:09:56.440]  同時也暗示了
[00:09:56.440 --> 00:09:59.520]  在當時的猶太處境裡面
[00:09:59.520 --> 00:10:02.240]  並不是每個人都很想耶穌做彌賽
[00:10:02.240 --> 00:10:03.640]  做耶穌做王
[00:10:03.640 --> 00:10:08.000]  原來很多人背後都想抗拒或者阻止耶穌做王
[00:10:08.000 --> 00:10:09.000]  大家都明白了
[00:10:09.000 --> 00:10:12.400]  當時的大祭司、文士、廢材人
[00:10:12.400 --> 00:10:14.240]  每個人都想攻擊耶穌
[00:10:14.240 --> 00:10:15.520]  想阻攔祂
[00:10:15.520 --> 00:10:17.320]  去得到民眾的喜愛
[00:10:17.320 --> 00:10:18.800]  甚至怕祂真的做王
[00:10:18.800 --> 00:10:21.000]  會影響了他們自己原本的地位
[00:10:21.000 --> 00:10:23.400]  但是這群人
[00:10:23.400 --> 00:10:25.560]  耶穌在這個比喻暗示
[00:10:25.560 --> 00:10:26.840]  最後
[00:10:26.840 --> 00:10:28.360]  到了27節
[00:10:28.360 --> 00:10:30.000]  至於我那些仇敵
[00:10:30.000 --> 00:10:32.320]  不要我作貪門王敵
[00:10:32.320 --> 00:10:33.560]  把貪門拉來
[00:10:33.560 --> 00:10:34.720]  在我面前殺了
[00:10:34.720 --> 00:10:35.960]  這是一個比喻
[00:10:35.960 --> 00:10:37.560]  也暗示了
[00:10:37.560 --> 00:10:39.360]  抗拒耶穌做王的人
[00:10:39.360 --> 00:10:40.280]  最終極
[00:10:40.280 --> 00:10:43.680]  當耶穌真的在主在來的時候
[00:10:43.680 --> 00:10:45.640]  最終極的審判的時候
[00:10:45.640 --> 00:10:47.120]  拒絕耶穌的人
[00:10:47.120 --> 00:10:51.720]  都要面對一個哀哭切齒
[00:10:51.720 --> 00:10:53.520]  落地獄的情況
[00:10:53.520 --> 00:10:57.240]  但這不是這個比喻最想表達的事情
[00:10:57.680 --> 00:10:59.200]  這是第一個A
[00:10:59.200 --> 00:11:01.480]  1A的誤解就是
[00:11:01.480 --> 00:11:02.880]  神國王權的誤解
[00:11:02.880 --> 00:11:03.760]  不是馬上有
[00:11:03.760 --> 00:11:05.280]  而且有這樣的背景
[00:11:05.280 --> 00:11:07.960]  不好意思
[00:11:07.960 --> 00:11:11.120]  第二個想澄清的誤解就是
[00:11:11.120 --> 00:11:13.200]  對主人本質的誤解
[00:11:13.200 --> 00:11:16.600]  我們看到在剛才大家所讀的經文
[00:11:16.600 --> 00:11:17.840]  那個主人
[00:11:17.840 --> 00:11:19.680]  給你的感覺是怎樣的?
[00:11:19.680 --> 00:11:21.920]  好像很兇似的
[00:11:21.920 --> 00:11:26.120]  連被罰的僕人說
[00:11:26.120 --> 00:11:27.760]  你是一個嚴厲的人
[00:11:27.760 --> 00:11:30.000]  我很怕你
[00:11:30.000 --> 00:11:32.480]  沒有放的你就要去拿
[00:11:32.480 --> 00:11:34.720]  沒有種的你就要去收
[00:11:34.720 --> 00:11:36.680]  這個說法是什麼意思呢?
[00:11:36.680 --> 00:11:42.720]  其實是在說兩種很普遍的社會狀況
[00:11:42.720 --> 00:11:44.840]  一個是做生意
[00:11:44.840 --> 00:11:47.360]  就算沒什麼成本的
[00:11:47.360 --> 00:11:48.320]  或者沒什麼的
[00:11:48.320 --> 00:11:49.400]  都要拿很多利潤
[00:11:49.400 --> 00:11:51.920]  總之就是很脆弱
[00:11:51.920 --> 00:11:53.920]  連種植農業
[00:11:54.160 --> 00:11:56.400]  沒有種植農業也要有成果
[00:11:56.400 --> 00:11:57.400]  也要收取
[00:11:57.400 --> 00:11:59.400]  就是很嚴厲的感覺
[00:11:59.400 --> 00:12:00.560]  好像我們今天
[00:12:00.560 --> 00:12:02.240]  我們的老闆也是這樣
[00:12:02.240 --> 00:12:03.320]  就是
[00:12:03.320 --> 00:12:07.240]  做了一個小時就需要我們有十個小時的成果
[00:12:07.240 --> 00:12:09.560]  又要我們很快地交報告
[00:12:09.560 --> 00:12:11.360]  或者我們要賺很多
[00:12:11.360 --> 00:12:13.560]  才能夠滿足老闆的心意
[00:12:13.560 --> 00:12:16.800]  給人感覺這個主人是很兇
[00:12:16.800 --> 00:12:17.640]  很嚴厲
[00:12:17.640 --> 00:12:19.360]  但是又要小心一點
[00:12:19.360 --> 00:12:22.480]  比喻不是全部一對一地對比的
[00:12:22.480 --> 00:12:25.120]  我們知道這個主人
[00:12:25.120 --> 00:12:26.000]  這個角色
[00:12:26.000 --> 00:12:31.440]  在暗喻、比喻耶穌將來要怎麼審判這個世界
[00:12:31.440 --> 00:12:36.680]  但是不代表我們的耶穌是這麼嚴厲、這麼殘暴的
[00:12:36.680 --> 00:12:37.800]  我們的耶穌是
[00:12:37.800 --> 00:12:40.840]  反過來願意為我們設十字架上高
[00:12:40.840 --> 00:12:43.360]  願意為我們受苦的主耶穌基督
[00:12:43.360 --> 00:12:48.440]  祂是恩慈、憐憫、仁愛、謙卑、豐盛的主
[00:12:48.440 --> 00:12:50.440]  當主耶穌回來的時候
[00:12:50.440 --> 00:12:52.360]  不僅是要審判這個世界
[00:12:52.360 --> 00:12:57.480]  祂更加要將終極、德性、榮耀和權柄
[00:12:57.480 --> 00:13:00.240]  與所有祂所愛的門徒分享
[00:13:00.240 --> 00:13:03.400]  是一件很興奮、很開心的事情
[00:13:03.400 --> 00:13:06.400]  我們要有這個心理在裡面知道
[00:13:06.400 --> 00:13:09.000]  所以不要將事情直接等同
[00:13:09.000 --> 00:13:10.880]  第三個誤解
[00:13:10.880 --> 00:13:12.080]  這個我也經常犯
[00:13:12.080 --> 00:13:13.640]  我們很容易將這個比喻
[00:13:13.640 --> 00:13:15.720]  這個比喻是在哪一本福音書
[00:13:15.720 --> 00:13:18.120]  今天我們在讀哪一段經文
[00:13:18.120 --> 00:13:19.880]  《路加福音》
[00:13:19.880 --> 00:13:23.120]  但是我們很容易將《馬太福音》二十五章
[00:13:23.120 --> 00:13:24.360]  那個比喻
[00:13:24.360 --> 00:13:26.280]  有個人有五千
[00:13:26.280 --> 00:13:27.600]  有個人有二千
[00:13:27.600 --> 00:13:28.880]  有個人有一千
[00:13:28.880 --> 00:13:32.840]  然後主人分配了一些錢給他們
[00:13:32.840 --> 00:13:34.720]  就問他們的成果
[00:13:34.720 --> 00:13:36.920]  我們很容易將這兩個比喻等同了
[00:13:36.920 --> 00:13:37.960]  以為是同一件事
[00:13:37.960 --> 00:13:40.000]  不知道大家會不會這樣
[00:13:40.000 --> 00:13:42.920]  我發覺是有一些相同的地方
[00:13:42.920 --> 00:13:44.440]  有一些不相同的地方
[00:13:44.440 --> 00:13:47.720]  就算我看了幾本中國文化的聖經
[00:13:47.720 --> 00:13:50.240]  他們都會有時候將那一段經文
[00:13:50.240 --> 00:13:51.680]  和哪一段經文差不多
[00:13:51.680 --> 00:13:52.760]  他們會組合在一起
[00:13:52.760 --> 00:13:54.240]  都是會放在一起的
[00:13:54.240 --> 00:13:59.160]  但我發覺原來起碼有三點很不同的
[00:13:59.160 --> 00:14:01.000]  首先講相同的地方
[00:14:01.000 --> 00:14:03.960]  相同的地方其實都是在講
[00:14:03.960 --> 00:14:06.480]  耶穌要教導這群門徒
[00:14:06.480 --> 00:14:08.680]  關於主再來的時候
[00:14:08.680 --> 00:14:09.840]  我們應該怎麼等候
[00:14:09.840 --> 00:14:13.800]  或者關於教導門徒等候主再來的一個比喻
[00:14:13.800 --> 00:14:16.120]  兩個都是有背後的目的在裡面
[00:14:16.520 --> 00:14:19.560]  第二個相近的地方就是情節都是很接近的
[00:14:19.560 --> 00:14:22.200]  頭兩個僕人就被主人稱讚
[00:14:22.200 --> 00:14:23.840]  最後一個僕人就將錢
[00:14:23.840 --> 00:14:25.520]  要麼就藏在手巾裡面
[00:14:25.520 --> 00:14:26.960]  要麼就埋在地圖裡面
[00:14:26.960 --> 00:14:29.200]  最後都被主人罵的
[00:14:29.200 --> 00:14:30.600]  這個情節都是相近的
[00:14:30.600 --> 00:14:33.280]  但是有三件事很不同
[00:14:33.280 --> 00:14:34.080]  第一個
[00:14:34.080 --> 00:14:36.320]  時間很不同很明顯的
[00:14:36.320 --> 00:14:38.440]  路加坊是什麼時候講的呢?
[00:14:38.440 --> 00:14:42.360]  就是耶穌進入耶路撒冷城之前
[00:14:42.360 --> 00:14:44.480]  在經文剛才第一節都講了
[00:14:44.720 --> 00:14:46.600]  接著你看到二十八節之後
[00:14:46.600 --> 00:14:48.480]  就是講祂光明進入耶路撒冷
[00:14:48.480 --> 00:14:50.320]  受到很多民眾的擁戴
[00:14:50.320 --> 00:14:53.240]  但是如果你看馬太福音二十五章
[00:14:53.240 --> 00:14:55.680]  祂是在耶路撒冷裡面講的
[00:14:55.680 --> 00:14:58.680]  所以連時間地點都已經是完全不同
[00:14:58.680 --> 00:14:59.880]  為什麼會這樣呢?
[00:14:59.880 --> 00:15:01.960]  最有可能就是有時候
[00:15:01.960 --> 00:15:03.320]  就是我講道
[00:15:03.320 --> 00:15:04.880]  我都會在星期天又講
[00:15:04.880 --> 00:15:05.960]  星期六又講
[00:15:05.960 --> 00:15:08.560]  甚至在其他堂會都會用同一邊講道
[00:15:08.560 --> 00:15:11.520]  但是可能到時候會有不同的重點會發揮
[00:15:11.760 --> 00:15:15.360]  所以我們相信耶穌在祂的宣講裡面
[00:15:15.360 --> 00:15:17.280]  在不同的場合有不同的重點
[00:15:17.280 --> 00:15:18.480]  所以有一點點的轉變
[00:15:18.480 --> 00:15:20.440]  而第二個不同的就是
[00:15:20.440 --> 00:15:21.600]  在路加坊裡面
[00:15:21.600 --> 00:15:24.760]  有我剛才講的主人要出外德國
[00:15:24.760 --> 00:15:26.480]  授權的一個背景
[00:15:26.480 --> 00:15:28.640]  而在馬太福音裡面是完全沒有的
[00:15:28.640 --> 00:15:31.040]  而最明顯最大的分別是什麼呢?
[00:15:31.040 --> 00:15:31.600]  就是
[00:15:31.600 --> 00:15:33.320]  路加坊裡面
[00:15:33.320 --> 00:15:34.920]  是有十個僕人
[00:15:34.920 --> 00:15:36.480]  每一個僕人
[00:15:36.480 --> 00:15:37.880]  都有一定銀
[00:15:37.880 --> 00:15:39.800]  而在馬太福音裡面
[00:15:39.800 --> 00:15:40.840]  有三個僕人
[00:15:41.120 --> 00:15:42.360]  一個是有五千
[00:15:42.360 --> 00:15:43.720]  一個是有二千
[00:15:43.720 --> 00:15:44.680]  一個是一千
[00:15:44.680 --> 00:15:46.360]  嘩!這個很大不同啊
[00:15:46.360 --> 00:15:47.920]  是不是?很大不同啊
[00:15:47.920 --> 00:15:49.600]  有什麼意思呢?
[00:15:49.600 --> 00:15:52.240]  我的詮釋就是
[00:15:52.240 --> 00:15:53.480]  在馬太坊裡面
[00:15:53.480 --> 00:15:54.880]  是強調著
[00:15:54.880 --> 00:15:56.680]  每個人都有不同的恩賜
[00:15:56.680 --> 00:15:58.960]  而主人就很希望
[00:15:58.960 --> 00:16:01.120]  他的僕人按著恩賜
[00:16:01.120 --> 00:16:02.720]  能夠有相對的發揮
[00:16:02.720 --> 00:16:06.200]  但是在今天我們要看的路加福音裡面
[00:16:06.200 --> 00:16:07.920]  每個人都有一定銀
[00:16:07.920 --> 00:16:08.920]  所以
[00:16:08.920 --> 00:16:11.080]  人人都有平等的機會
[00:16:11.760 --> 00:16:13.120]  人人都有平等的機會
[00:16:13.120 --> 00:16:15.800]  一會兒會再說多一點這個的分別
[00:16:15.800 --> 00:16:17.720]  會帶給我們什麼樣的學習
[00:16:17.720 --> 00:16:19.720]  那麼
[00:16:19.720 --> 00:16:21.160]  澄清那些誤解之後
[00:16:21.160 --> 00:16:21.960]  我們進入去
[00:16:21.960 --> 00:16:23.520]  我想和大家看多一點
[00:16:23.520 --> 00:16:26.360]  那兩類僕人的不同
[00:16:26.360 --> 00:16:27.160]  一個呢
[00:16:27.160 --> 00:16:28.880]  就被主人稱呼為
[00:16:28.880 --> 00:16:30.280]  良善的僕人
[00:16:30.280 --> 00:16:32.280]  一個呢就被主人說呢
[00:16:32.280 --> 00:16:33.360]  惡僕
[00:16:33.360 --> 00:16:35.800]  我們從四個的步驟去看
[00:16:35.800 --> 00:16:36.600]  一個就是
[00:16:36.600 --> 00:16:38.360]  主人怎樣吩咐他們
