
[00:00:00.000 --> 00:00:04.000]  其實教會二千年裏面發生的事情
[00:03:03.000 --> 00:03:03.800]  我再說一遍
[00:03:03.800 --> 00:03:05.000]  我不想大家誤會
[00:03:05.000 --> 00:03:08.400]  我也是免得你誤會
[00:03:08.400 --> 00:03:09.400]  就是我說的
[00:03:09.400 --> 00:03:12.600]  我們偶爾去試試
[00:03:12.600 --> 00:03:14.000]  沒喫過雨節晚餐
[00:03:14.000 --> 00:03:15.600]  香港有些機構舉辦的
[00:03:15.600 --> 00:03:16.400]  你去喫一餐
[00:03:16.400 --> 00:03:17.200]  沒所謂的
[00:03:17.200 --> 00:03:18.200]  這個問題不大
[00:03:18.200 --> 00:03:19.200]  就試一下
[00:03:19.200 --> 00:03:21.600]  就等於我們去喫日本魚生
[00:03:21.600 --> 00:03:24.600]  我們不會變成日本人
[00:03:24.600 --> 00:03:26.400]  我們試一下
[00:03:26.400 --> 00:03:27.800]  當然你去喫一餐之後
[00:03:27.800 --> 00:03:29.600]  你以後都不會再喫雨節晚餐
[00:03:29.600 --> 00:03:32.000]  因爲基本上是不好喫的走佬餐
[00:03:32.000 --> 00:03:35.400]  你說我去悉尼買一枝皓國回來吹一下
[00:03:35.400 --> 00:03:36.200]  也沒問題的
[00:03:36.200 --> 00:03:37.400]  我覺得都沒問題的
[00:03:37.400 --> 00:03:40.600]  單狼無恥穿着猶太人的衣服都沒問題
[00:03:40.600 --> 00:03:42.200]  但問題是
[00:03:42.200 --> 00:03:44.600]  我們不可以將猶太教
[00:03:44.600 --> 00:03:47.200]  猶太的規條搬進來我們基督教
[00:03:47.200 --> 00:03:48.600]  mix(混合)
[00:03:48.600 --> 00:03:50.200]  沒這件事
[00:03:50.200 --> 00:03:52.200]  現在很多人提倡
[00:03:52.200 --> 00:03:54.400]  猶太民族是上帝所賜福的
[00:03:54.400 --> 00:03:56.600]  所以你要學猶太人怎麼管理前財
[00:03:56.600 --> 00:03:59.000]  你要學猶太人怎麼教導子女
[00:03:59.000 --> 00:04:00.000]  我想講的第一個節目
[00:04:00.000 --> 00:04:02.000]  這些是可以參考的
[00:04:02.000 --> 00:04:02.800]  但是
[00:04:02.800 --> 00:04:06.000]  不要將猶太人綁到一個地位
[00:04:06.000 --> 00:04:07.600]  不要忘記猶太人管理前財
[00:04:07.600 --> 00:04:09.000]  猶太人怎麼教子女
[00:04:09.000 --> 00:04:10.000]  不一定符合聖經
[00:04:10.000 --> 00:04:12.000]  聽清楚我講
[00:04:12.000 --> 00:04:14.400]  猶太人教子女的方法
[00:04:14.400 --> 00:04:16.200]  不一定等同於聖經
[00:04:17.000 --> 00:04:20.000]  你不要將猶太人就等同於聖經
[00:04:20.000 --> 00:04:23.800]  猶太人在聖經歷史裏面
[00:04:23.800 --> 00:04:26.800]  很多時候都是違背了上帝旨意的
[00:04:26.800 --> 00:04:28.800]  我想講的是
[00:04:28.800 --> 00:04:30.000]  這些都是可以參考
[00:04:30.000 --> 00:04:31.800]  我們參考日本人怎麼理財
[00:04:31.800 --> 00:04:32.800]  怎麼教子女
[00:04:32.800 --> 00:04:35.800]  我們參考一下其他的民族怎麼做事
[00:04:35.800 --> 00:04:37.200]  可以的 這些完全沒問題
[00:04:37.200 --> 00:04:38.800]  我沒在講要歧視
[00:04:38.800 --> 00:04:39.600]  要劃清界線
[00:04:39.600 --> 00:04:40.600]  我不是在講這件事
[00:04:40.600 --> 00:04:41.800]  但是我講的是
[00:04:41.800 --> 00:04:45.000]  我們不可以將猶太人的文化
[00:04:45.000 --> 00:04:46.400]  和猶太教的東西
[00:04:46.400 --> 00:04:48.800]  加入了我們基督教裏面
[00:04:48.800 --> 00:04:49.800]  當然有人說
[00:04:49.800 --> 00:04:50.800]  耶穌是猶太人
[00:04:50.800 --> 00:04:51.800]  保羅是猶太人
[00:04:51.800 --> 00:04:52.800]  你多餘的
[00:04:52.800 --> 00:04:53.800]  你講來幹什麼
[00:04:53.800 --> 00:04:54.800]  誰不知道
[00:04:54.800 --> 00:04:55.800]  但問題是
[00:04:55.800 --> 00:04:56.800]  這句話沒意思
[00:04:56.800 --> 00:04:57.800]  你講了一半真理
[00:04:57.800 --> 00:04:58.800]  耶穌是猶太人
[00:04:58.800 --> 00:05:01.800]  但是他究竟是要救普世的人
[00:05:01.800 --> 00:05:02.800]  跟你講一件事
[00:05:02.800 --> 00:05:03.800]  耶穌是要救普世的人
[00:05:03.800 --> 00:05:06.800]  耶穌從來沒說過
[00:05:06.800 --> 00:05:07.800]  你信我
[00:05:07.800 --> 00:05:08.800]  然後你要變成猶太人
[00:05:08.800 --> 00:05:10.800]  聽清楚我講
[00:05:10.800 --> 00:05:13.800]  所以今天
[00:05:13.800 --> 00:05:16.800]  這個加拿大教會面臨的信仰危機在這裏
[00:05:16.800 --> 00:05:18.800]  外邦人爲什麼要變成猶太人
[00:05:18.800 --> 00:05:20.800]  所以保羅的回應只有兩個點
[00:05:20.800 --> 00:05:23.800]  整個加拿大隻有兩個論點去回應
[00:05:23.800 --> 00:05:24.800]  第一個論點我已經講了
[00:05:24.800 --> 00:05:26.800]  就是說在二章十四節裏面
[00:05:26.800 --> 00:05:27.800]  他說你既是猶太人
[00:05:27.800 --> 00:05:29.800]  同彼得講的
[00:05:29.800 --> 00:05:30.800]  他說你既是猶太人
[00:05:30.800 --> 00:05:32.800]  若隨外邦人行事
[00:05:32.800 --> 00:05:34.800]  不隨猶太人行事
[00:05:34.800 --> 00:05:37.800]  怎麼還勉強外邦人隨猶太人呢
[00:05:37.800 --> 00:05:38.800]  你自己是猶太人
[00:05:38.800 --> 00:05:41.800]  你都不能夠像外邦人那樣做事
[00:05:41.800 --> 00:05:43.800]  你還要逼外邦人像猶太人那樣
[00:05:43.800 --> 00:05:44.800]  沒可能
[00:05:44.800 --> 00:05:46.800]  這件事是沒可能發生的
[00:05:46.800 --> 00:05:47.800]  第二個回應就是說
[00:05:47.800 --> 00:05:48.800]  在今天的經文
[00:05:48.800 --> 00:05:50.800]  加拿大書三章三節
[00:05:50.800 --> 00:05:52.800]  啓門既靠聖靈入門
[00:05:52.800 --> 00:05:54.800]  如今還靠肉身成全魔
[00:05:54.800 --> 00:05:57.800]  你們是這樣無知的嗎
[00:05:57.800 --> 00:06:00.800]  他們不是靠律法
[00:06:00.800 --> 00:06:02.800]  不是靠猶太的規條
[00:06:02.800 --> 00:06:04.800]  能夠進入到永生裏面
[00:06:04.800 --> 00:06:06.800]  得罪的救恩
[00:06:06.800 --> 00:06:07.800]  他是靠聖靈
[00:06:07.800 --> 00:06:08.800]  而且保羅說
[00:06:08.800 --> 00:06:09.800]  第三章一至二節
[00:06:09.800 --> 00:06:12.800]  他們起初接受聖靈
[00:06:12.800 --> 00:06:14.800]  相信救恩的人
[00:06:14.800 --> 00:06:15.800]  接受救恩的人
[00:06:15.800 --> 00:06:16.800]  是接受聖靈
[00:06:16.800 --> 00:06:18.800]  而且是靠着聖靈
[00:06:18.800 --> 00:06:20.800]  漸趨成熟
[00:06:20.800 --> 00:06:22.800]  今日在我們的生命裏面
[00:06:22.800 --> 00:06:23.800]  若沒有了聖靈
[00:06:23.800 --> 00:06:27.800]  我們的生命是無法子成長的
[00:06:27.800 --> 00:06:28.800]  同理解就是說
[00:06:28.800 --> 00:06:31.800]  聖靈是很重要的
[00:06:31.800 --> 00:06:32.800]  不單止這樣
[00:06:32.800 --> 00:06:33.800]  這兩樣東西
[00:06:33.800 --> 00:06:36.800]  都是今日方派教會都常經歷的
[00:06:36.800 --> 00:06:39.800]  但是第三樣東西
[00:06:39.800 --> 00:06:40.800]  四至五節三章
[00:06:40.800 --> 00:06:44.800]  和他們經歷過聖靈行的異能
[00:06:44.800 --> 00:06:47.800]  保羅這裏沒有詳細解釋異能是什麼
[00:06:47.800 --> 00:06:49.800]  因爲保羅不想浪費這件事
[00:06:49.800 --> 00:06:50.800]  保羅沒什麼興趣
[00:06:50.800 --> 00:06:52.800]  沒什麼興趣要讀者瞭解
[00:06:52.800 --> 00:06:54.800]  異能包括什麼
[00:06:54.800 --> 00:06:55.800]  但讀者就很有興趣
[00:06:55.800 --> 00:06:56.800]  當然在這裏
[00:06:56.800 --> 00:06:57.800]  但沒興趣
[00:06:57.800 --> 00:06:58.800]  爲什麼
[00:06:58.800 --> 00:06:59.800]  因爲異能就夠了
[00:06:59.800 --> 00:07:00.800]  已經解決了這個問題
[00:07:00.800 --> 00:07:03.800]  重點不是異能發生什麼事
[00:07:03.800 --> 00:07:04.800]  但當然我們明白
[00:07:04.800 --> 00:07:05.800]  異能是自然知道
[00:07:05.800 --> 00:07:06.800]  好像在耶穌身上
[00:07:06.800 --> 00:07:08.800]  祂能夠行海面
[00:07:08.800 --> 00:07:11.800]  祂能夠將五瓶魚餵飽五千人
[00:07:11.800 --> 00:07:12.800]  祂能夠將水變酒
[00:07:12.800 --> 00:07:13.800]  這些都是異能
[00:07:13.800 --> 00:07:14.800]  你想想
[00:07:14.800 --> 00:07:16.800]  加拿大教會經歷了聖靈的異能
[00:07:16.800 --> 00:07:18.800]  但是
[00:07:18.800 --> 00:07:22.800]  一間教會如果經歷了神蹟
[00:07:22.800 --> 00:07:25.800]  一間教會能夠經歷到聖靈的能力
[00:07:25.800 --> 00:07:26.800]  但在神學上
[00:07:26.800 --> 00:07:28.800]  信仰上出現問題的話
[00:07:28.800 --> 00:07:30.800]  這間教會都會有問題
[00:07:30.800 --> 00:07:32.800]  現在加拿大教會就是這樣
[00:07:32.800 --> 00:07:34.800]  加拿大教會經歷了這一切
[00:07:34.800 --> 00:07:36.800]  但是現在在信仰上出現了問題
[00:07:36.800 --> 00:07:38.800]  在神學上出現了問題
[00:07:38.800 --> 00:07:40.800]  所以一間教會都出現了問題
[00:07:40.800 --> 00:07:42.800]  但是我們相反的
[00:07:42.800 --> 00:07:47.800]  今天方派很強調理性瞭解
[00:07:47.800 --> 00:07:49.800]  但是它沒有了
[00:07:49.800 --> 00:07:54.800]  缺乏了聖靈的異能的經驗
[00:07:54.800 --> 00:07:56.800]  我們最大的異能是什麼呢
[00:07:56.800 --> 00:07:58.800]  最大的異能就是我們信主
[00:07:58.800 --> 00:08:00.800]  這是最大的神蹟
[00:08:00.800 --> 00:08:02.800]  再不然就是放在建築物上
[00:08:02.800 --> 00:08:04.800]  能夠抗堂、能夠建堂、能夠遷堂
[00:08:04.800 --> 00:08:06.800]  這是最大的神蹟
[00:08:06.800 --> 00:08:08.800]  但是我看不到其他
[00:08:08.800 --> 00:08:10.800]  最近
[00:08:10.800 --> 00:08:14.800]  我聽聞元朗有一間教會
[00:08:14.800 --> 00:08:16.800]  有個牧師叫林春宏牧師
[00:08:16.800 --> 00:08:19.800]  他們的教會在短短几年間增長到1200人
[00:08:19.800 --> 00:08:22.800]  增長到1200人不吸引我
[00:08:22.800 --> 00:08:24.800]  最吸引我的是
[00:08:24.800 --> 00:08:27.800]  在1200人裏面有800個是青年人
[00:08:27.800 --> 00:08:29.800]  這個很吸引我
[00:08:29.800 --> 00:08:32.800]  他們教會有學校有中學
[00:08:32.800 --> 00:08:36.800]  所以在中學裏面能夠做到800箇中學生
[00:08:36.800 --> 00:08:39.800]  不是一件稀奇的事
[00:08:39.800 --> 00:08:41.800]  但是竟然是沒有中學的
[00:08:41.800 --> 00:08:43.800]  他們完全沒有中學
[00:08:43.800 --> 00:08:45.800]  這個令我有點震驚
[00:08:45.800 --> 00:08:47.800]  我就很有興趣走去
[00:08:47.800 --> 00:08:49.800]  進去元朗坐下喝杯茶
[00:08:49.800 --> 00:08:51.800]  瞭解發生什麼事
[00:08:51.800 --> 00:08:54.800]  林牧師很坦誠的跟我分享
[00:08:54.800 --> 00:08:57.800]  他們教會開始很艱難
[00:08:57.800 --> 00:08:59.800]  後來他們去了韓國祈禱山
[00:08:59.800 --> 00:09:01.800]  去祈禱 放了很多時間去祈禱
[00:09:01.800 --> 00:09:03.800]  弟兄姊妹和教師說
[00:09:03.800 --> 00:09:05.800]  你祈禱都要做事
[00:09:05.800 --> 00:09:08.800]  再和旁邊的人說
[00:09:08.800 --> 00:09:10.800]  你做事都要祈禱
[00:09:10.800 --> 00:09:12.800]  我最討厭
[00:09:12.800 --> 00:09:14.800]  只說祈禱不做事的那些懶人
[00:09:14.800 --> 00:09:16.800]  我告訴你聖經
[00:09:16.800 --> 00:09:18.800]  不是我討厭 是上帝討厭
[00:09:18.800 --> 00:09:21.800]  上帝討厭懶惰的人
[00:09:21.800 --> 00:09:24.800]  上帝討厭用土告
[00:09:24.800 --> 00:09:26.800]  來遮掩自己懶惰
[00:09:26.800 --> 00:09:28.800]  你明白我說嗎
[00:09:28.800 --> 00:09:30.800]  有些人只是祈禱 祈禱 祈禱
[00:09:30.800 --> 00:09:32.800]  什麼都不做
[00:09:32.800 --> 00:09:34.800]  耶穌出來三年半
[00:09:34.800 --> 00:09:36.800]  不只是和門徒在那裏
[00:09:36.800 --> 00:09:38.800]  祈禱 祈禱 祈禱 祈禱
[00:09:38.800 --> 00:09:40.800]  祈禱 祈禱 祈禱 祈禱 祈禱
[00:09:40.800 --> 00:09:42.800]  沒有這回事
[00:09:42.800 --> 00:09:44.800]  因爲只是祈禱不做事的人
[00:09:44.800 --> 00:09:46.800]  是走脊棉和走捷徑
[00:09:46.800 --> 00:09:50.800]  不需要付代價
[00:09:50.800 --> 00:09:52.800]  這個是問題
[00:09:52.800 --> 00:09:54.800]  但問題是
[00:09:54.800 --> 00:09:56.800]  今天方派教會的另一個問題
[00:09:56.800 --> 00:09:58.800]  做事 做事 做事 做事
[00:09:58.800 --> 00:10:00.800]  沒有祈禱 或者祈好小祈禱
[00:10:00.800 --> 00:10:02.800]  這是一個大問題
[00:10:02.800 --> 00:10:04.800]  今天凡是教會里面
[00:10:04.800 --> 00:10:06.800]  大部分祈禱會都是在
[00:10:06.800 --> 00:10:08.800]  彼此也事挨
[00:10:08.800 --> 00:10:10.800]  牧師在那裏挨
[00:10:10.800 --> 00:10:12.800]  你也在那裏挨
[00:10:12.800 --> 00:10:14.800]  整個教會在懸崖邊
[00:10:14.800 --> 00:10:16.800]  我聽他們
[00:10:16.800 --> 00:10:18.800]  祈禱之後
[00:10:18.800 --> 00:10:20.800]  沒有受到韓國的牧師教導
[00:10:20.800 --> 00:10:22.800]  他們祈禱很大經歷回來之後
[00:10:22.800 --> 00:10:24.800]  他們經歷了醫病
[00:10:24.800 --> 00:10:26.800]  我很震驚
[00:10:26.800 --> 00:10:28.800]  我說我手有電的牧師
[00:10:28.800 --> 00:10:30.800]  我說你過來電一下
[00:10:30.800 --> 00:10:32.800]  記住在酒樓
[00:10:32.800 --> 00:10:34.800]  我們在酒樓喝茶
[00:10:34.800 --> 00:10:36.800]  現在沒有 牧師
[00:10:36.800 --> 00:10:38.800]  你來我聚會那裏
[00:10:38.800 --> 00:10:42.800]  記住在酒樓
[00:10:42.800 --> 00:10:44.800]  在元朗的酒樓
[00:10:44.800 --> 00:10:46.800]  我就走過來
[00:10:46.800 --> 00:10:48.800]  按我的肩膀
[00:10:48.800 --> 00:10:50.800]  牧師說你的脖子很緊
[00:10:50.800 --> 00:10:52.800]  我說我來電一下
[00:10:52.800 --> 00:10:54.800]  會痊癒的
[00:10:54.800 --> 00:10:56.800]  神蹟不是在這裏
[00:10:56.800 --> 00:10:58.800]  神蹟是
[00:10:58.800 --> 00:11:00.800]  他爲我祈禱的時候
[00:11:00.800 --> 00:11:02.800]  有個女侍應
[00:11:02.800 --> 00:11:04.800]  搭訕
[00:11:04.800 --> 00:11:06.800]  她說你會醫頸椎
[00:11:06.800 --> 00:11:08.800]  我也有事
[00:11:08.800 --> 00:11:10.800]  她說你坐下
[00:11:10.800 --> 00:11:12.800]  讓牧師按摩
[00:11:12.800 --> 00:11:14.800]  她說我穿着制服在上班
[00:11:14.800 --> 00:11:16.800]  不可以坐下
[00:11:16.800 --> 00:11:18.800]  我想去牧師教會找她
[00:11:18.800 --> 00:11:20.800]  我說你講一下
[00:11:20.800 --> 00:11:24.800]  全方就講一下
[00:11:24.800 --> 00:11:26.800]  你明不明
[00:11:26.800 --> 00:11:28.800]  講到全方那麼艱難
[00:11:28.800 --> 00:11:30.800]  講一下
[00:11:30.800 --> 00:11:34.800]  全方沒有艱難
[00:11:34.800 --> 00:11:36.800]  講一下
[00:11:36.800 --> 00:11:38.800]  講一下都那麼艱難
[00:11:38.800 --> 00:11:40.800]  你下禮拜去街邊
[00:11:40.800 --> 00:11:42.800]  派單車
[00:11:42.800 --> 00:11:44.800]  不聽就不聽
[00:11:44.800 --> 00:11:46.800]  被人拒絕
[00:11:46.800 --> 00:11:48.800]  小孩那麼大
[00:11:48.800 --> 00:11:50.800]  人都經常被人拒絕
[00:11:50.800 --> 00:11:52.800]  拒絕就算了
[00:11:52.800 --> 00:11:54.800]  沒所謂
[00:11:54.800 --> 00:11:56.800]  接受就接受
[00:11:56.800 --> 00:11:58.800]  拒絕就拒絕
[00:11:58.800 --> 00:12:00.800]  我說講一下
[00:12:00.800 --> 00:12:02.800]  有空就去牧師教會
[00:12:02.800 --> 00:12:04.800]  兩天後
[00:12:04.800 --> 00:12:06.800]  牧師發短信給我
[00:12:06.800 --> 00:12:08.800]  牧師
[00:12:08.800 --> 00:12:10.800]  這個侍應真的來了我教會
[00:12:14.800 --> 00:12:16.800]  然後
[00:12:16.800 --> 00:12:18.800]  我爲他祈禱
[00:12:18.800 --> 00:12:20.800]  馬上康復
[00:12:20.800 --> 00:12:24.800]  然後我找個同工
[00:12:24.800 --> 00:12:26.800]  馬上給他全方
[00:12:26.800 --> 00:12:30.800]  然後他們問我
[00:12:30.800 --> 00:12:32.800]  可不可以帶多四個人來
[00:12:32.800 --> 00:12:36.800]  講一下
[00:12:36.800 --> 00:12:38.800]  多了五個果子
[00:12:38.800 --> 00:12:40.800]  他們教會經歷了
[00:12:40.800 --> 00:12:42.800]  二臨
[00:12:42.800 --> 00:12:44.800]  接着我問他們
[00:12:44.800 --> 00:12:46.800]  我們教會
[00:12:46.800 --> 00:12:48.800]  凌晨四點鐘有神土會
[00:12:48.800 --> 00:12:50.800]  牧師很坦白
[00:12:50.800 --> 00:12:52.800]  跟我說
[00:12:52.800 --> 00:12:54.800]  不過我沒那麼早去
[00:12:54.800 --> 00:12:56.800]  長者先去
[00:12:56.800 --> 00:12:58.800]  我都五點多到了
[00:12:58.800 --> 00:13:00.800]  這個都不令我吸引
[00:13:00.800 --> 00:13:02.800]  最令我吸引的是
[00:13:02.800 --> 00:13:04.800]  中學生
[00:13:04.800 --> 00:13:06.800]  七點鐘來
[00:13:06.800 --> 00:13:08.800]  祈禱
[00:13:08.800 --> 00:13:10.800]  才上學
[00:13:12.800 --> 00:13:14.800]  什麼來的
[00:13:14.800 --> 00:13:18.800]  祈禱會
[00:13:18.800 --> 00:13:20.800]  中學生七點起牀
[00:13:20.800 --> 00:13:22.800]  他說我教會不參與祈禱會
[00:13:22.800 --> 00:13:24.800]  我不讓他受浸
[00:13:24.800 --> 00:13:26.800]  我覺得有點過分
[00:13:26.800 --> 00:13:28.800]  我現在教會是這樣
[00:13:28.800 --> 00:13:40.800]  接着他說
[00:13:40.800 --> 00:13:42.800]  牧師
[00:13:42.800 --> 00:13:44.800]  他又是林牧師
[00:13:44.800 --> 00:13:46.800]  我又是林牧師
[00:13:46.800 --> 00:13:48.800]  祈禱第一個鐘頭
[00:13:48.800 --> 00:13:50.800]  是warm up
[00:13:50.800 --> 00:13:52.800]  暖up
[00:13:52.800 --> 00:13:54.800]  你是不是用方言禱告
[00:13:54.800 --> 00:13:56.800]  用方言禱告一個鐘很簡單
[00:13:56.800 --> 00:13:58.800]  不是
[00:13:58.800 --> 00:14:00.800]  我們不是用方言禱告
[00:14:00.800 --> 00:14:02.800]  是用廣東話祈禱
[00:14:02.800 --> 00:14:04.800]  第一個鍾是warm up
[00:14:04.800 --> 00:14:06.800]  第二個鍾才進入祈禱
[00:14:06.800 --> 00:14:08.800]  什麼來的
[00:14:08.800 --> 00:14:10.800]  我一月就帶教會同工
[00:14:10.800 --> 00:14:12.800]  凌晨四點會參加祈禱會
[00:14:12.800 --> 00:14:14.800]  祈禱會
[00:14:14.800 --> 00:14:20.800]  跟你教同學一樣的聲音
[00:14:20.800 --> 00:14:22.800]  你預備你自己
[00:14:22.800 --> 00:14:24.800]  這一堂的反應好些
[00:14:24.800 --> 00:14:26.800]  中堂的只是呆了
[00:14:26.800 --> 00:14:30.800]  弟兄姊妹
[00:14:30.800 --> 00:14:32.800]  加拿大教會
[00:14:32.800 --> 00:14:34.800]  經歷聖靈
[00:14:34.800 --> 00:14:36.800]  聖靈令到你們成長
[00:14:36.800 --> 00:14:38.800]  行異能
[00:14:38.800 --> 00:14:40.800]  難道我們不開求
[00:14:40.800 --> 00:14:42.800]  但我想說的是
[00:14:42.800 --> 00:14:44.800]  今日方派教會很強調理性
[00:14:44.800 --> 00:14:46.800]  已經沒有聖靈的工作
[00:14:46.800 --> 00:14:48.800]  在我們當中
[00:14:48.800 --> 00:14:50.800]  很凸顯的工作
[00:14:50.800 --> 00:14:52.800]  我不敢說沒有聖靈的工作
[00:14:52.800 --> 00:14:54.800]  不可以這樣說
[00:14:54.800 --> 00:14:56.800]  也不可以說方派教會沒有聖靈
[00:14:56.800 --> 00:14:58.800]  但我們卻少有機會
[00:14:58.800 --> 00:15:00.800]  給聖靈在我們當中
[00:15:00.800 --> 00:15:02.800]  顯出他的能力
[00:15:02.800 --> 00:15:04.800]  他的大能
[00:15:04.800 --> 00:15:06.800]  當然我們要平衡地說
[00:15:06.800 --> 00:15:08.800]  加拿大教會就算經歷到這樣
[00:15:08.800 --> 00:15:10.800]  他信仰上出了問題的話
[00:15:10.800 --> 00:15:12.800]  都是危險的
[00:15:12.800 --> 00:15:14.800]  所以兩者是沒有衝突
[00:15:14.800 --> 00:15:16.800]  但兩者是互補的
[00:15:16.800 --> 00:15:18.800]  我們見到的
[00:15:18.800 --> 00:15:20.800]  保羅接着要回應的就是
[00:15:20.800 --> 00:15:22.800]  不要忘記
[00:15:22.800 --> 00:15:24.800]  第一你們是經歷聖靈
[00:15:24.800 --> 00:15:26.800]  你們領受聖靈不是行律法而來的
[00:15:26.800 --> 00:15:28.800]  第二我們追回去根源
[00:15:28.800 --> 00:15:30.800]  阿不拉罕
[00:15:30.800 --> 00:15:32.800]  因爲猶太人的祖先就一定數阿不拉罕
[00:15:32.800 --> 00:15:34.800]  是全人類的祖先
[00:15:34.800 --> 00:15:36.800]  但是猶太人希伯來人
[00:15:36.800 --> 00:15:38.800]  是來自阿不拉罕才叫的
[00:15:38.800 --> 00:15:40.800]  但阿不拉罕那時候還沒有
[00:15:40.800 --> 00:15:42.800]  律法頒佈在那一刻
[00:15:42.800 --> 00:15:44.800]  信耶穌
