
[00:00:00.000 --> 00:00:02.240]  好,等節目讓我們聽神的道義
[00:02:05.720 --> 00:02:07.880]  你又跟他說些什麼呢?
[00:02:07.880 --> 00:02:09.480]  像上帝帶在你身邊的人
[00:02:09.480 --> 00:02:11.320]  你又會跟他講些什麼呢?
[00:02:11.320 --> 00:02:13.840]  在你臨離開這個世界之前
[00:02:13.840 --> 00:02:17.000]  你跟這個世界都說些什麼好呢?
[00:02:17.000 --> 00:02:18.360]  那你離開這個世界
[00:02:18.360 --> 00:02:20.520]  你向這個世界都講些什麼呢?
[00:02:20.520 --> 00:02:21.880]  我相信這個是每一個
[00:02:21.880 --> 00:02:25.600]  上了年紀的人都應該逐漸會開始思想的題目
[00:02:25.600 --> 00:02:27.720]  我相信是上了年紀的人
[00:02:27.720 --> 00:02:30.080]  都開始逐漸思想了這個題目
[00:02:30.080 --> 00:02:32.120]  而今天我們來看一段經文
[00:02:32.120 --> 00:02:33.680]  今天我們的經文
[00:02:33.680 --> 00:02:36.760]  《以筆試圖行轉》
[00:02:36.760 --> 00:02:38.040]  《以筆試圖行轉》
[00:02:38.040 --> 00:02:40.360]  第二十章十三至三十八節
[00:02:40.360 --> 00:02:42.240]  二十章十三到三十八節
[00:02:42.240 --> 00:02:44.680]  一段比較長的經文
[00:02:44.680 --> 00:02:46.120]  一段比較長的經文
[00:02:46.120 --> 00:02:48.240]  我希望可以一堂講完
[00:02:48.240 --> 00:02:49.720]  希望一節可能講完
[00:02:49.720 --> 00:02:53.720]  但是這一段這麼長的經文想講些什麼呢?
[00:02:53.720 --> 00:02:55.720]  這麼長的經文都講些什麼呢?
[00:02:55.720 --> 00:02:59.080]  其實是講論到保羅向一間
[00:02:59.080 --> 00:03:00.600]  他很熟悉的教會
[00:03:00.600 --> 00:03:04.080]  以筆所教會的長老和基督徒
[00:03:04.080 --> 00:03:06.520]  他們一直的深情說話
[00:03:06.520 --> 00:03:09.480]  是保羅向這個以佛所和他的長老
[00:03:09.480 --> 00:03:11.120]  一番的深情說話
[00:03:11.120 --> 00:03:13.280]  雖然保羅沒死在那一刻
[00:03:13.280 --> 00:03:15.160]  在那一刻雖然保羅沒有死
[00:03:15.160 --> 00:03:17.400]  但是保羅也都深知道
[00:03:17.400 --> 00:03:18.560]  保羅心裏知道
[00:03:18.560 --> 00:03:20.560]  在這一次
[00:03:20.560 --> 00:03:23.720]  可以說是最後一次去遇見
[00:03:23.720 --> 00:03:27.960]  或者與以筆所教會的長老和基督徒去會面
[00:03:27.960 --> 00:03:29.240]  保羅是最後一次
[00:03:29.240 --> 00:03:32.720]  他跟以佛所的長老和基督徒來會面
[00:03:32.720 --> 00:03:35.680]  我相信這段經文很值得我們的思想
[00:03:35.680 --> 00:03:38.200]  我相信這段經文很值得我們去思想
[00:03:38.200 --> 00:03:40.880]  或者給多一些的亮光我們
[00:03:40.880 --> 00:03:42.560]  或者給我們一些亮光
[00:03:42.560 --> 00:03:44.200]  讓我們可以明白到
[00:03:44.200 --> 00:03:45.240]  讓我明白
[00:03:45.240 --> 00:03:49.800]  我們怎樣才是和我們身邊的肢體
[00:03:49.800 --> 00:03:51.760]  讓我明白怎麼從身邊的肢體
[00:03:51.760 --> 00:03:53.280]  或者他身邊所有的人
[00:03:53.280 --> 00:03:54.200]  或者身邊所有的人
[00:03:54.200 --> 00:03:56.320]  和他的關係應該是怎樣建立
[00:03:56.320 --> 00:03:58.080]  從他的關係怎樣去建立
[00:03:58.080 --> 00:04:00.920]  所以這一段經文我很想和大家說
[00:04:00.920 --> 00:04:04.880]  其實我已經寫了超過四個多月了
[00:04:04.880 --> 00:04:07.040]  這堂課我今天很想和大家講
[00:04:07.040 --> 00:04:09.120]  這已經寫了四個多月這個講章
[00:04:09.120 --> 00:04:11.120]  今天終於可以和大家去講一下
[00:04:11.120 --> 00:04:12.440]  今天終於有機會和大家講
[00:04:12.440 --> 00:04:13.760]  這段聖經
[00:04:13.760 --> 00:04:14.640]  從這段聖經
[00:04:14.640 --> 00:04:17.480]  了解一個基督徒之間的關係
[00:04:17.480 --> 00:04:19.320]  了解基督徒之間的關係
[00:04:19.320 --> 00:04:20.640]  又了解一個基督徒
[00:04:20.640 --> 00:04:24.720]  和整個世界創造和身邊的人的關係
[00:04:24.720 --> 00:04:27.000]  也了解基督徒和整個創造
[00:04:27.000 --> 00:04:28.440]  和身邊的人的關係
[00:04:28.440 --> 00:04:29.200]  好了,事不宜遲
[00:04:29.200 --> 00:04:31.160]  讓我們快點回到這段聖經
[00:04:31.160 --> 00:04:33.360]  看看這段聖經講了些什麼
[00:04:33.360 --> 00:04:34.360]  讓我們回到聖經
[00:04:34.360 --> 00:04:35.960]  看一下聖經講了些什麼
[00:04:35.960 --> 00:04:39.240]  經文是從第20章的第13節開始
[00:04:39.240 --> 00:04:41.600]  經文從20章的13節開始
[00:04:41.600 --> 00:04:46.520]  13節至到第16節這段經文
[00:04:46.520 --> 00:04:49.000]  13節到16節這段經文
[00:04:49.000 --> 00:04:52.560]  可以簡單一點說是4節的經文
[00:04:52.560 --> 00:04:53.640]  簡單講4節經文
[00:04:53.640 --> 00:04:56.960]  其實是記載了保羅第三次報到旅程的
[00:04:56.960 --> 00:04:59.680]  最後的一個行程表
[00:04:59.680 --> 00:05:03.440]  記載了保羅第三次行程的行程表
[00:05:03.440 --> 00:05:05.440]  在先前我們已經講過了
[00:05:05.440 --> 00:05:06.440]  在先前已經講過了
[00:05:06.440 --> 00:05:09.960]  保羅再次去探訪特羅亞
[00:05:09.960 --> 00:05:12.360]  保羅特地去了特羅亞
[00:05:12.360 --> 00:05:16.760]  在那個地方裏面講了7天的道理
[00:05:16.760 --> 00:05:18.600]  在那裏講了7天的道理
[00:05:18.600 --> 00:05:21.000]  而在最後一堂的信息裏面
[00:05:21.000 --> 00:05:22.360]  在最後一堂信息裏面
[00:05:22.360 --> 00:05:23.680]  臨走的前一晚
[00:05:23.680 --> 00:05:24.400]  臨走前一晚
[00:05:24.400 --> 00:05:27.160]  在一個三層樓的上面講道
[00:05:27.160 --> 00:05:28.640]  在一個三層樓上講道
[00:05:28.640 --> 00:05:30.120]  結局是怎麼樣呢?
[00:05:30.120 --> 00:05:30.960]  結果發生什麼呢?
[00:05:30.960 --> 00:05:33.480]  很多追求的信徒都來到
[00:05:33.480 --> 00:05:34.680]  很多追求的信徒都來到
[00:05:34.680 --> 00:05:36.200]  但是發生了一件意外
[00:05:36.200 --> 00:05:36.920]  發生了一件意外
[00:05:36.920 --> 00:05:38.680]  一個年輕人掉下樓了
[00:05:38.680 --> 00:05:40.080]  一個年輕人掉下樓了
[00:05:40.080 --> 00:05:44.120]  但是這件事不會成為一個教會的危機
[00:05:44.120 --> 00:05:46.040]  這件事沒有成為教會的一個危機
[00:05:46.040 --> 00:05:49.160]  反而成為教會一個見證的機會
[00:05:49.160 --> 00:05:51.000]  反而成為一個教會見證的機會
[00:05:51.000 --> 00:05:53.800]  那個掉下樓的人叫做尤推古
[00:05:53.800 --> 00:05:56.120]  那個掉下樓的人叫做尤推古
[00:05:56.120 --> 00:05:58.560]  雖然是死了
[00:05:58.560 --> 00:05:59.600]  雖然是死了
[00:05:59.600 --> 00:06:02.040]  但是保羅藉著神蹟
[00:06:02.040 --> 00:06:03.400]  保羅藉著神蹟
[00:06:03.400 --> 00:06:04.600]  神在這個身上
[00:06:04.600 --> 00:06:06.560]  提供了一個題目給保羅
[00:06:06.560 --> 00:06:09.600]  去向當時在特羅亞的信徒
[00:06:09.600 --> 00:06:11.960]  去介紹復活的意義
[00:06:11.960 --> 00:06:15.920]  在這件事上給保羅提供了一個復活的意義
[00:06:15.920 --> 00:06:18.280]  保羅在特羅亞之後
[00:06:18.280 --> 00:06:22.000]  他很快趕船離開特羅亞
[00:06:22.000 --> 00:06:23.960]  保羅很快的離開乘船
[00:06:23.960 --> 00:06:24.880]  離開特羅亞
[00:06:24.880 --> 00:06:26.280]  為什麼呢?
[00:06:26.280 --> 00:06:29.160]  因為他很想趁最後這個機會
[00:06:29.160 --> 00:06:30.920]  因為他很想趁最後這個機會
[00:06:30.920 --> 00:06:32.560]  去跟他最親密
[00:06:32.560 --> 00:06:39.040]  最相熟的一個並肩侍奉過的信徒群體
[00:06:39.040 --> 00:06:40.480]  想跟他一起
[00:06:40.480 --> 00:06:42.400]  信任最佳
[00:06:42.400 --> 00:06:45.200]  一肩並肩去做事的一個團體
[00:06:45.200 --> 00:06:47.280]  就是以弗所教會的信徒
[00:06:47.280 --> 00:06:48.520]  就是以弗所教會的信徒
[00:06:48.520 --> 00:06:50.440]  希望和他們做最後的見面
[00:06:50.440 --> 00:06:51.720]  希望和他們做最後的見面
[00:06:51.720 --> 00:06:53.360]  所以在你們的筆記上
[00:06:53.360 --> 00:06:56.160]  今天除了空白一片之外
[00:06:56.160 --> 00:06:57.880]  今天在程序表上
[00:06:57.880 --> 00:07:01.680]  除了這一部分比例上有一些空白之外
[00:07:01.680 --> 00:07:03.320]  只有一個行程表
[00:07:03.320 --> 00:07:04.400]  只有一個行程表
[00:07:04.400 --> 00:07:09.000]  簡單記錄了從13節到16節的經文
[00:07:09.000 --> 00:07:11.160]  簡單記錄了從13節到16節的經文
[00:07:11.160 --> 00:07:15.280]  保羅趕著從特羅亞出發
[00:07:15.280 --> 00:07:16.920]  保羅趕著從特羅亞出發
[00:07:16.920 --> 00:07:19.800]  接著開船經過了亞索
[00:07:19.800 --> 00:07:20.720]  經過亞索
[00:07:20.720 --> 00:07:24.760]  然後再經過米推尼尼
[00:07:24.760 --> 00:07:26.520]  到了米推尼尼
[00:07:26.520 --> 00:07:28.760]  路過了基亞島的附近
[00:07:28.760 --> 00:07:30.000]  路過了基亞島
[00:07:30.000 --> 00:07:32.600]  然後再路經薩摩
[00:07:32.600 --> 00:07:33.640]  路經薩摩
[00:07:33.640 --> 00:07:35.200]  就到了一個城市
[00:07:35.200 --> 00:07:36.280]  就到了一個城市
[00:07:36.280 --> 00:07:38.240]  叫做米利都
[00:07:38.240 --> 00:07:39.480]  叫做米利都
[00:07:39.480 --> 00:07:45.400]  保羅其實很想盡快離開小亞細亞
[00:07:45.400 --> 00:07:46.840]  回到耶路撒冷
[00:07:46.840 --> 00:07:49.320]  去匯報他第三次的報道旅程
[00:07:49.320 --> 00:07:52.640]  保羅很想離開小亞細亞
[00:07:52.640 --> 00:07:54.800]  到了耶路撒冷去報導他的行蹤
[00:07:54.800 --> 00:07:57.080]  但是他真的很不捨得
[00:07:57.080 --> 00:07:59.720]  這個以弗所教會的信徒
[00:07:59.720 --> 00:08:02.280]  但是他真的很捨不得李弗所的信徒
[00:08:02.280 --> 00:08:03.680]  於是怎麼樣呢?
[00:08:03.680 --> 00:08:06.360]  保羅就安排了有人
[00:08:06.360 --> 00:08:08.680]  去通知以弗所教會
[00:08:08.680 --> 00:08:11.960]  保羅就安排人通知以弗所教會
[00:08:11.960 --> 00:08:14.800]  我們快點在一個地方叫做米利都這個城市
[00:08:14.800 --> 00:08:16.160]  我們去見一次面
[00:08:16.160 --> 00:08:18.800]  我們在米利都這個地方見一次面
[00:08:18.800 --> 00:08:21.360]  這個就在第十七節的經文當中
[00:08:21.360 --> 00:08:22.320]  介紹了
[00:08:22.320 --> 00:08:24.640]  在十七節的經文當中介紹了
[00:08:24.640 --> 00:08:27.080]  可能在這裡你們會問一個問題
[00:08:27.080 --> 00:08:28.600]  可能在這裡你會問
[00:08:28.600 --> 00:08:31.160]  為什麼保羅要在米利都
[00:08:31.160 --> 00:08:33.840]  而不直接回到以弗所
[00:08:33.840 --> 00:08:36.280]  去見以弗所的信徒呢?
[00:08:36.280 --> 00:08:39.880]  為什麼在米利都要去見以弗所的信徒呢?
[00:08:39.880 --> 00:08:43.120]  其實如果大家還記得在第十九章當中
[00:08:43.120 --> 00:08:44.880]  可能大家記得在十九章當中
[00:08:44.880 --> 00:08:46.600]  發生過一件事
[00:08:46.600 --> 00:08:47.800]  發生一件事
[00:08:47.800 --> 00:08:49.920]  在以弗所這個地方當中
[00:08:49.920 --> 00:08:53.800]  有一個銀像的商會集團
[00:08:53.800 --> 00:08:58.800]  在以弗所有一個銀像商會的集團
[00:08:58.800 --> 00:09:01.880]  有一個人物叫做底米雕
[00:09:01.880 --> 00:09:05.440]  去領導著一群同行
[00:09:05.440 --> 00:09:10.560]  有一個人叫做底米雕
[00:09:10.560 --> 00:09:13.560]  然後去發難
[00:09:13.560 --> 00:09:15.960]  他是發難
[00:09:15.960 --> 00:09:19.520]  發難就是作亂
[00:09:19.520 --> 00:09:22.520]  說保羅害得他們雞毛鴨血
[00:09:22.520 --> 00:09:26.960]  說保羅害得他們沒有錢可賺
[00:09:26.960 --> 00:09:30.440]  搞到他們快沒得做了
[00:09:30.440 --> 00:09:31.520]  沒得做事了
[00:09:31.520 --> 00:09:32.720]  就沒有事情做了
[00:09:32.720 --> 00:09:33.680]  沒生意了
[00:09:33.680 --> 00:09:37.280]  因為他們說他們所做的銀像的偶像
[00:09:37.280 --> 00:09:39.040]  因為說他們的銀像
[00:09:39.040 --> 00:09:39.520]  做過銀像
[00:09:39.520 --> 00:09:42.600]  阿提米亞就是一個假的女神
[00:09:42.600 --> 00:09:44.240]  是一個假的女神
[00:09:44.240 --> 00:09:48.520]  這些全部是銀像自己精心策劃的動亂
[00:09:48.520 --> 00:09:50.800]  就是他們精心策劃的動亂
[00:09:50.800 --> 00:09:54.120]  而因為這個緣故
[00:09:54.120 --> 00:09:59.040]  保羅再不方便回到以弗所
[00:09:59.040 --> 00:09:59.760]  弟兄姊妹
[00:09:59.760 --> 00:10:03.840]  這是一個很智慧的做法
[00:10:03.840 --> 00:10:09.360]  基督徒不是在這個世界搞亂這個世界
[00:10:09.360 --> 00:10:10.640]  明知有些事情
[00:10:10.640 --> 00:10:18.480]  你去到只會為弟兄姊妹造成混亂的
[00:10:18.480 --> 00:10:21.200]  你不要去添加他們的麻煩
[00:10:21.200 --> 00:10:23.440]  你不會去添加他們的麻煩
[00:10:23.440 --> 00:10:24.880]  我曾經
[00:10:24.880 --> 00:10:26.520]  當我讀到這段聖經的時候
[00:10:26.520 --> 00:10:28.960]  就讓我想起二十多年前
[00:10:28.960 --> 00:10:31.560]  當我讀這段聖經的時候
[00:10:31.560 --> 00:10:33.080]  想起二十多年前
[00:10:33.080 --> 00:10:35.920]  當時我們第一次以短宣隊
[00:10:35.920 --> 00:10:38.640]  去到法國巴黎去侍奉的時候
[00:10:38.640 --> 00:10:42.440]  當時以短宣隊去到法國巴黎侍奉的時候
[00:10:42.440 --> 00:10:44.600]  我記得當時的目者
[00:10:44.600 --> 00:10:47.160]  和我們整個短宣隊說過這番話
[00:10:47.160 --> 00:10:50.000]  當時的目者和我們短宣隊說過這番話
[00:10:50.000 --> 00:10:52.480]  他說你們短宣隊來我們很開心
[00:10:52.480 --> 00:10:54.480]  你們短宣隊來到我很開心
[00:10:54.480 --> 00:10:56.720]  但是有時候我們也都擔心
[00:10:56.720 --> 00:10:58.120]  但是也有些擔心
[00:10:58.120 --> 00:11:00.440]  因為有些事情你們來到的時候
[00:11:00.440 --> 00:11:01.480]  你們來到的時候
[00:11:01.480 --> 00:11:02.640]  你很想做
[00:11:02.640 --> 00:11:03.400]  你很想做
[00:11:03.400 --> 00:11:05.280]  不過我知道你們來到很想做的時候
[00:11:05.280 --> 00:11:07.560]  可能造成了另一個困難的局面
[00:11:07.560 --> 00:11:09.080]  留下了給我們
[00:11:09.080 --> 00:11:11.080]  我知道你們可能很想做的一件事情
[00:11:11.080 --> 00:11:13.720]  但是你們走的時候會留下一些事情
[00:11:13.720 --> 00:11:15.440]  所以他說不如這樣
[00:11:15.440 --> 00:11:16.280]  不如這樣
[00:11:16.280 --> 00:11:19.280]  你配合我們在這裡的需要去做一些事情
[00:11:19.280 --> 00:11:19.920]  好不好?
[00:11:19.920 --> 00:11:22.040]  你們配合我們的需要去做一些事情
[00:11:22.040 --> 00:11:23.240]  對於當時的短宣隊
[00:11:23.240 --> 00:11:25.560]  預備了很多東西拿去的時候
[00:11:25.560 --> 00:11:28.200]  當時短宣隊預備了很多的東西
[00:11:28.200 --> 00:11:29.120]  突然那種感覺
[00:11:29.120 --> 00:11:30.320]  大家後來分享說
[00:11:30.320 --> 00:11:33.160]  啊!真的好像一盆冷水潑下來一樣
[00:11:33.160 --> 00:11:36.000]  當時的感覺就像一盆冷水潑過來
[00:11:36.000 --> 00:11:38.880]  但是當時我們也和我們短宣隊的隊員這樣說
[00:11:38.880 --> 00:11:41.120]  當時我和短宣隊的隊員講
[00:11:41.120 --> 00:11:45.640]  我們去不是硬把我們的東西套進去
[00:11:45.640 --> 00:11:47.240]  給這個地方的教會
[00:11:47.240 --> 00:11:50.480]  我們去不是硬把我們的東西套進去給他們
[00:11:50.480 --> 00:11:54.080]  我們來是協助幫助他們一段短的時間
[00:11:54.080 --> 00:11:56.600]  我們來是協助他們、幫助他們
[00:11:56.600 --> 00:11:58.520]  而不是成為他們的重擔
[00:11:58.520 --> 00:12:00.160]  而不是成為他們的重擔
[00:12:00.160 --> 00:12:02.840]  正如那位牧師也這樣講
[00:12:02.840 --> 00:12:04.120]  這位牧師也是這樣講
[00:12:04.120 --> 00:12:07.640]  你們來我們還要去找人去招待你們
[00:12:07.640 --> 00:12:09.840]  你們來我們還要找人去招待你們
[00:12:09.840 --> 00:12:11.800]  對我們也可能是一個重擔
[00:12:11.800 --> 00:12:13.360]  對我們來講也是一個重擔
[00:12:13.360 --> 00:12:14.840]  所以自此以後呢
[00:12:14.840 --> 00:12:15.400]  所以以後呢
[00:12:15.400 --> 00:12:17.480]  我去完之後把這個信息帶回來
[00:12:17.480 --> 00:12:19.560]  我去完之後把這個信息帶回來
[00:12:19.560 --> 00:12:21.920]  我不再派全隊的短宣隊
[00:12:21.920 --> 00:12:23.560]  不再派全隊的短宣隊
[00:12:23.560 --> 00:12:26.280]  我派個別可以去侍奉的弟兄
[00:12:26.280 --> 00:12:28.440]  去作一段短期的侍奉
[00:12:28.440 --> 00:12:30.640]  派個別可以去侍奉的弟兄
[00:12:30.640 --> 00:12:33.960]  保羅在這裡就是一個典型的例子
[00:12:33.960 --> 00:12:35.520]  保羅在這裡就是一個典型的例子
[00:12:35.520 --> 00:12:39.080]  既然已弗所先前已經有這麼大的動亂
[00:12:39.080 --> 00:12:41.240]  既然已弗所先前有這麼大的動亂
[00:12:41.240 --> 00:12:46.360]  他不想製造另一個重擔給已弗所教會
[00:12:46.360 --> 00:12:49.760]  他不想製造另一個重擔給已弗所教會
[00:12:49.760 --> 00:12:52.800]  既然他又很想見已弗所教會的信徒
[00:12:52.800 --> 00:12:55.240]  既然他們又很想見已弗所的信徒
[00:12:55.240 --> 00:12:58.840]  不如就找一個靠近已弗所的地方
[00:12:58.840 --> 00:13:00.520]  就是這個米利都
[00:13:00.520 --> 00:13:03.280]  不如找一個靠近已弗所的地方
[00:13:03.280 --> 00:13:04.160]  就是米利都
[00:13:04.160 --> 00:13:06.680]  在地理上米利都這個城市
[00:13:06.680 --> 00:13:08.480]  在地理上米利都這個城市
[00:13:08.480 --> 00:13:13.120]  基本上在已弗所城的以南60公里
[00:13:13.120 --> 00:13:15.640]  基本上在已弗所城的以南60公里
[00:13:15.640 --> 00:13:17.320]  不是很遠的地方
[00:13:17.320 --> 00:13:18.640]  不是很遠的地方
[00:13:18.640 --> 00:13:22.000]  所以米利都這個地方
[00:13:22.000 --> 00:13:25.000]  就成為一個很好的大家會面的地方
[00:13:25.000 --> 00:13:27.880]  所以米利都就成為大家一個會面的地方
[00:13:27.880 --> 00:13:32.120]  既不會影響已弗所教會裏面的弟兄姊妹
[00:13:32.120 --> 00:13:34.480]  既不會影響已弗所教會的弟兄姊妹
[00:13:34.480 --> 00:13:37.560]  也可以趁這個機會有一個短暫的聚會
[00:13:37.560 --> 00:13:39.760]  也可以趁這個機會有一個短暫的聚會
[00:13:39.760 --> 00:13:43.640]  而米利都也是保羅整個回程的航路
[00:13:43.640 --> 00:13:47.240]  航程的其中一個重要的轉口的地方
[00:13:47.240 --> 00:13:50.120]  米利都又是一個很好的轉的地方
[00:13:50.120 --> 00:13:51.840]  不如就在那裏聚會
[00:13:51.840 --> 00:13:53.080]  不如就在那裏聚會
[00:13:53.080 --> 00:13:55.040]  所以保羅就在這裏
[00:13:55.040 --> 00:13:58.880]  與已弗所教會的長老一起會面
[00:13:58.880 --> 00:14:03.160]  所以保羅就寄予已弗所長老去會面
[00:14:03.160 --> 00:14:05.000]  既可以對於保羅來計
[00:14:05.000 --> 00:14:08.960]  在過往三年在已弗所裏面的教會傳道
[00:14:08.960 --> 00:14:10.480]  那份的屬靈關係
[00:14:10.480 --> 00:14:13.320]  能夠可以再次得到一點的安慰
[00:14:13.320 --> 00:14:16.000]  保羅是在已弗所三年的教導
[00:14:16.000 --> 00:14:17.560]  給他們一個互相的安慰
[00:14:17.560 --> 00:14:20.000]  也把握最後的一個機會
[00:14:20.000 --> 00:14:21.600]  把握了最後的一個機會
[00:14:21.600 --> 00:14:23.760]  去與已弗所教會的領袖
[00:14:23.760 --> 00:14:25.400]  與已弗所教會的領袖
[00:14:25.400 --> 00:14:28.320]  去告訴他們
[00:14:28.320 --> 00:14:32.440]  將要怎樣去帶領已弗所教會的成長
[00:14:32.440 --> 00:14:34.800]  將會怎樣帶領已弗所的成長
[00:14:34.800 --> 00:14:36.600]  弟兄姐妹
[00:14:36.600 --> 00:14:38.000]  作為牧者
[00:14:38.000 --> 00:14:40.120]  作為牧者
[00:14:40.120 --> 00:14:42.120]  在一個堂會裏面做牧者
[00:14:42.120 --> 00:14:44.040]  在一個堂會裏面做牧者
[00:14:44.040 --> 00:14:46.240]  你不是做那個堂會的老闆
[00:14:46.240 --> 00:14:48.000]  你不是做那個堂會的老闆
[00:14:48.000 --> 00:14:52.160]  你不是做那個堂會的控制操控者
[00:14:52.160 --> 00:14:54.400]  你不是這個堂會的一個操控者
[00:14:54.400 --> 00:14:57.920]  很多時候有很多牧者做傳道人
[00:14:57.920 --> 00:15:00.760]  最大的錯誤就是掉進這個陷阱裏面
[00:15:00.760 --> 00:15:02.960]  很多傳召者或者牧者
[00:15:02.960 --> 00:15:04.840]  就是掉進這樣的一個陷阱裏面
[00:15:04.840 --> 00:15:06.240]  結局是怎樣呢
[00:15:06.240 --> 00:15:06.960]  結局呢
[00:15:06.960 --> 00:15:09.120]  就是自己去控制這個教會
[00:15:09.120 --> 00:15:11.200]  自己控制這個教會
[00:15:11.200 --> 00:15:14.640]  而不是為這個教會的好處而去思想
[00:15:14.640 --> 00:15:16.440]  而不是為教會的好處而去思想
[00:15:16.440 --> 00:15:17.720]  好像保羅一樣
[00:15:17.720 --> 00:15:18.360]  好像保羅一樣
[00:15:18.360 --> 00:15:20.840]  雖然三年在已弗所教會裏面
[00:15:20.840 --> 00:15:22.440]  雖然三年在已弗所教會裏面
[00:15:22.440 --> 00:15:24.840]  但是他從來不認同自己
[00:15:24.840 --> 00:15:28.720]  是一個要操控已弗所教會的領袖
[00:15:28.720 --> 00:15:31.560]  他從來不認為自己是一個可以操控已弗所教會的領袖
[00:15:31.560 --> 00:15:33.560]  因為真正教會的領導
[00:15:33.560 --> 00:15:36.400]  是我們的上帝主耶穌基督
[00:15:36.400 --> 00:15:38.960]  因為真正教會的領導是我們的主耶穌基督
[00:15:38.960 --> 00:15:41.240]  因此保羅在接下來這番話
[00:15:41.240 --> 00:15:42.840]  從第17節開始
[00:15:42.840 --> 00:15:45.240]  而接下來從17節開始
[00:15:45.240 --> 00:15:48.240]  經過了這麼奔波的勞碌的時候的路程
[00:15:48.240 --> 00:15:50.520]  他都仍然用這麼長的篇幅
[00:15:50.520 --> 00:15:53.440]  跟他們講一番肺腑之言
[00:15:53.440 --> 00:15:55.600]  經過這種長途的奔波之後
[00:15:55.600 --> 00:15:58.360]  他依然講一些肺腑之言
[00:15:58.360 --> 00:16:02.600]  這個就是今天我想和大家一起去看看這段經文的
[00:16:02.600 --> 00:16:04.160]  總共22節的經文
