
[00:00:00.000 --> 00:00:02.280]  以上是「約翰福音」上主的說話
[00:03:08.240 --> 00:03:09.560]  所以這個
[00:03:09.560 --> 00:03:10.720]  依好盲眼的人
[00:03:10.720 --> 00:03:12.280]  故事去到最後
[00:03:12.280 --> 00:03:13.360]  我們要特別留意
[00:03:13.360 --> 00:03:15.600]  因為之後就說我是好慕人
[00:03:15.600 --> 00:03:17.720]  耶穌在這個依好盲眼的人
[00:03:17.720 --> 00:03:19.160]  最後說了什麼呢
[00:03:19.160 --> 00:03:20.280]  有一句很特別的
[00:03:20.280 --> 00:03:21.680]  怎麼讀都讀不明白
[00:03:21.680 --> 00:03:22.200]  耶穌說
[00:03:22.200 --> 00:03:24.440]  我為審判來到這個世界上
[00:03:24.440 --> 00:03:26.040]  叫不能看見的可以看見
[00:03:26.040 --> 00:03:27.520]  能看見的反核瞭眼
[00:03:27.520 --> 00:03:31.480]  耶穌說我為審判來到這個世界上面
[00:03:31.480 --> 00:03:32.960]  審判
[00:03:32.960 --> 00:03:34.120]  這個中文的翻譯
[00:03:34.120 --> 00:03:36.600]  其實很符合文法
[00:03:36.600 --> 00:03:38.560]  但是這個翻譯
[00:03:38.560 --> 00:03:39.720]  未必是最貼切
[00:03:39.720 --> 00:03:40.600]  最傳神
[00:03:40.600 --> 00:03:41.480]  這個字
[00:03:41.480 --> 00:03:42.480]  原本
[00:03:42.480 --> 00:03:43.520]  如果你看的話
[00:03:43.520 --> 00:03:45.040]  跟我們一個英文的字
[00:03:45.040 --> 00:03:46.440]  是很相似的
[00:03:46.440 --> 00:03:48.720]  那個字叫 crisis
[00:03:48.720 --> 00:03:51.160]  crisis 什麼意思
[00:03:51.160 --> 00:03:53.880]  crisis 危機
[00:03:53.880 --> 00:03:55.440]  耶穌說他來到這個世界上
[00:03:55.440 --> 00:03:57.000]  帶來一個危機
[00:03:57.000 --> 00:03:58.240]  一個 crisis
[00:03:58.240 --> 00:03:59.920]  是什麼危機呢
[00:03:59.920 --> 00:04:01.320]  他下面那一節說了
[00:04:01.320 --> 00:04:03.800]  他說叫不能看見的可以看見
[00:04:03.800 --> 00:04:06.040]  能看見的反核瞭眼
[00:04:06.040 --> 00:04:07.080]  看見
[00:04:07.080 --> 00:04:08.800]  看見什麼呢
[00:04:08.800 --> 00:04:10.040]  那個故事去到最後
[00:04:10.040 --> 00:04:12.200]  就是說那個生來核眼的人
[00:04:12.200 --> 00:04:13.120]  經歷醫治
[00:04:13.120 --> 00:04:16.240]  他不單可以看到這個世界
[00:04:16.240 --> 00:04:17.680]  他還看到一樣東西
[00:04:17.680 --> 00:04:18.600]  看到什麼呢
[00:04:18.600 --> 00:04:21.320]  看到耶穌是神的兒子
[00:04:21.320 --> 00:04:22.920]  法理錯人呢
[00:04:22.920 --> 00:04:24.520]  雙目見全
[00:04:24.520 --> 00:04:28.560]  反而看不到耶穌是神的兒子
[00:04:28.560 --> 00:04:31.480]  所以耶穌所說的危機就是說
[00:04:31.480 --> 00:04:32.920]  究竟那些人
[00:04:32.920 --> 00:04:34.600]  可不可以認得出
[00:04:34.600 --> 00:04:37.040]  耶穌就是神的兒子呢
[00:04:37.040 --> 00:04:39.000]  那些人可不可以認得出
[00:04:39.000 --> 00:04:45.080]  耶穌就是神的兒子呢
[00:04:45.080 --> 00:04:47.600]  在一九八三年
[00:04:47.600 --> 00:04:50.480]  我知道當中很多人都還沒出生
[00:04:50.480 --> 00:04:52.040]  我都還沒出生
[00:04:52.040 --> 00:04:54.360]  當時是冷戰時期
[00:04:54.360 --> 00:05:00.360]  美國和當時的蘇聯正值冷戰的高潮
[00:05:00.360 --> 00:05:02.960]  這個人叫做彼得羅夫
[00:05:02.960 --> 00:05:04.040]  他做什麼呢
[00:05:04.040 --> 00:05:06.880]  他在莫斯科附近一個基地去執勤
[00:05:06.880 --> 00:05:08.080]  他是一個軍官
[00:05:08.080 --> 00:05:09.400]  他做什麼呢
[00:05:09.400 --> 00:05:15.320]  他是負責觀察飛彈預警的系統
[00:05:15.320 --> 00:05:17.440]  留意一下有沒有敵方的飛彈
[00:05:17.440 --> 00:05:19.280]  向蘇聯發射過來
[00:05:19.280 --> 00:05:21.640]  這個預警系統是當時非常先進的
[00:05:21.640 --> 00:05:24.120]  剛剛才裝好的
[00:05:24.120 --> 00:05:26.760]  但是在一九八三年
[00:05:26.760 --> 00:05:28.440]  九月二十六日晚上
[00:05:28.440 --> 00:05:31.240]  有一件很不尋常的事情發生了
[00:05:31.240 --> 00:05:32.480]  這個警暴系統
[00:05:32.480 --> 00:05:36.560]  他說有五枚導彈在美國本土發射
[00:05:36.560 --> 00:05:38.280]  正在發射過來蘇聯
[00:05:38.280 --> 00:05:40.680]  還有幾分鐘就到了
[00:05:40.680 --> 00:05:42.760]  但是地面的偵測系統
[00:05:42.760 --> 00:05:45.720]  就找不到任何飛彈的蹤影
[00:05:45.720 --> 00:05:49.120]  究竟要不要相信這個預警系統呢
[00:05:49.120 --> 00:05:52.040]  究竟是不是美國去施襲呢
[00:05:52.040 --> 00:05:54.920]  要不要立刻通報空軍
[00:05:54.920 --> 00:05:59.280]  其實還是這個系統還沒調校好呢
[00:05:59.280 --> 00:06:01.800]  當時這個彼得羅夫他就做了一個決定
[00:06:01.800 --> 00:06:03.160]  他要做一個決定就是
[00:06:03.160 --> 00:06:07.840]  究竟是不是要宣佈美國開戰
[00:06:07.840 --> 00:06:09.440]  如果是美國開戰
[00:06:09.440 --> 00:06:12.320]  蘇聯政府只有一個反應
[00:06:12.320 --> 00:06:13.640]  他會宣戰
[00:06:13.640 --> 00:06:15.120]  然後用核武
[00:06:15.120 --> 00:06:17.280]  用所有的核武去還擊
[00:06:17.280 --> 00:06:20.160]  第三次世界大戰就會發生
[00:06:20.160 --> 00:06:23.920]  並且人類的文明應該會結束
[00:06:23.920 --> 00:06:26.720]  彼得羅夫他知道自己在做一個很重要的決定
[00:06:26.720 --> 00:06:27.840]  他很掙扎
[00:06:27.840 --> 00:06:29.960]  他很明白後果是什麼
[00:06:29.960 --> 00:06:33.280]  我想我們都不是很想像到他有多少壓力
[00:06:33.280 --> 00:06:34.440]  最後
[00:06:34.440 --> 00:06:38.920]  他決定歸納了這是一個假的警報
[00:06:38.920 --> 00:06:41.400]  後世告訴你他做了一個正確的選擇
[00:06:41.400 --> 00:06:44.520]  原來是當時有個天文現象
[00:06:44.520 --> 00:06:50.840]  陽光和一個衛星的運行軌跡重疊了
[00:06:50.840 --> 00:06:52.640]  之後有人問他
[00:06:52.640 --> 00:06:55.280]  為什麼你那一刻可以做到這個決定
[00:06:55.280 --> 00:06:57.680]  你怎麼知道那個警報是假的
[00:06:57.680 --> 00:06:59.880]  那個系統是最先進的
[00:06:59.880 --> 00:07:03.320]  你為什麼可以有這個決定
[00:07:03.320 --> 00:07:06.560]  他說是因為我的信念
[00:07:06.560 --> 00:07:08.080]  我的信念
[00:07:08.080 --> 00:07:09.440]  什麼信念呢
[00:07:09.440 --> 00:07:10.800]  他說很簡單的
[00:07:10.800 --> 00:07:12.480]  如果美國要開戰
[00:07:12.480 --> 00:07:15.360]  他不會只是發射五枚導彈的
[00:07:15.360 --> 00:07:17.680]  肯定是數以百計的
[00:07:17.680 --> 00:07:20.960]  所以這個應該不是美國在開戰
[00:07:20.960 --> 00:07:23.360]  正正是因為他這個正確的信念
[00:07:23.360 --> 00:07:25.600]  第三次世界大戰沒有發生
[00:07:25.600 --> 00:07:26.200]  弟兄姊妹
[00:07:26.200 --> 00:07:28.160]  一個人的信念
[00:07:28.160 --> 00:07:29.600]  一個人的決定
[00:07:29.600 --> 00:07:31.960]  是可以影響一生
[00:07:31.960 --> 00:07:34.000]  影響這個世界
[00:07:34.000 --> 00:07:35.520]  一個人的信念
[00:07:35.520 --> 00:07:36.880]  一個人的決定
[00:07:36.880 --> 00:07:39.120]  可以影響一生
[00:07:39.120 --> 00:07:41.920]  影響這個世界
[00:07:41.920 --> 00:07:44.000]  在約翰福音第九章和第十章
[00:07:44.000 --> 00:07:45.480]  耶穌有醫治的能力
[00:07:45.480 --> 00:07:46.600]  所以有人問他
[00:07:46.600 --> 00:07:48.040]  你懂得醫治
[00:07:48.040 --> 00:07:51.080]  你是不是上主差派來的呢
[00:07:51.080 --> 00:07:52.760]  但是問題是什麼
[00:07:52.760 --> 00:07:54.120]  他有安息日治病
[00:07:54.120 --> 00:07:54.640]  弟兄姊妹
[00:07:54.640 --> 00:07:55.760]  他有安息日治病
[00:07:55.760 --> 00:07:57.240]  違反信仰的
[00:07:57.240 --> 00:07:58.280]  所以問題是
[00:07:58.280 --> 00:08:00.520]  究竟他是誰來的
[00:08:00.520 --> 00:08:02.320]  究竟他是什麼人來的
[00:08:02.320 --> 00:08:03.240]  當中有人說
[00:08:03.240 --> 00:08:04.200]  他是從神而來的
[00:08:04.200 --> 00:08:05.160]  有人說他是善之
[00:08:05.160 --> 00:08:06.400]  有人說他是罪人
[00:08:06.400 --> 00:08:08.240]  有人說他是被鬼附
[00:08:08.240 --> 00:08:09.680]  但是如果
[00:08:09.680 --> 00:08:10.680]  法律上有人說
[00:08:10.680 --> 00:08:12.160]  如果他是一個罪人
[00:08:12.160 --> 00:08:13.320]  是一個被鬼附的人
[00:08:13.320 --> 00:08:17.000]  為什麼可以合眼的得罕見
[00:08:17.000 --> 00:08:18.000]  很混亂
[00:08:18.000 --> 00:08:19.080]  很多不同的聲音
[00:08:19.080 --> 00:08:19.760]  很多意見
[00:08:19.760 --> 00:08:21.120]  很多紛爭
[00:08:21.120 --> 00:08:22.800]  耶穌基督的出現
[00:08:22.800 --> 00:08:23.920]  在約翰福音
[00:08:23.920 --> 00:08:25.040]  在約翰福音的筆下
[00:08:25.040 --> 00:08:27.040]  他是迫使每個人
[00:08:27.040 --> 00:08:28.720]  你都要有一個說法
[00:08:28.720 --> 00:08:30.600]  究竟你說
[00:08:30.600 --> 00:08:32.080]  耶穌是誰
[00:08:32.080 --> 00:08:35.000]  耶穌是否神的兒子
[00:08:35.000 --> 00:08:36.120]  其實約翰福音
[00:08:36.120 --> 00:08:38.160]  都是迫使每個
[00:08:38.160 --> 00:08:40.240]  正在讀約翰福音的人
[00:08:40.240 --> 00:08:41.840]  去回答這個問題
[00:08:41.840 --> 00:08:45.640]  包括了你和我
[00:08:45.640 --> 00:08:47.920]  所以今天我們同樣需要回答
[00:08:47.920 --> 00:08:48.760]  弟兄姊妹
[00:08:48.760 --> 00:08:50.520]  在你的心目中
[00:08:50.520 --> 00:08:51.960]  在你的心目中
[00:08:51.960 --> 00:08:54.400]  究竟耶穌是誰來的
[00:08:54.400 --> 00:08:55.880]  是什麼來的
[00:08:55.880 --> 00:08:58.360]  是什麼人來的
[00:08:58.360 --> 00:08:59.400]  有人說
[00:08:59.400 --> 00:09:01.200]  不如我們嘗試從歷史
[00:09:01.200 --> 00:09:04.120]  和哲學的角度去探討
[00:09:04.120 --> 00:09:05.440]  非常好
[00:09:05.440 --> 00:09:07.000]  非常好
[00:09:07.000 --> 00:09:09.720]  但這不是今晚的重點
[00:09:09.720 --> 00:09:11.120]  我反而想講的是
[00:09:11.120 --> 00:09:12.520]  對於這個問題
[00:09:12.520 --> 00:09:13.080]  對於這個
[00:09:13.080 --> 00:09:15.360]  究竟耶穌是否神
[00:09:15.360 --> 00:09:16.560]  究竟耶穌是誰
[00:09:16.560 --> 00:09:17.440]  這個問題
[00:09:17.440 --> 00:09:19.760]  你的答案
[00:09:19.760 --> 00:09:22.080]  或許決定了你怎樣看待這個世界
[00:09:22.080 --> 00:09:23.200]  怎樣看待你的一生
[00:09:23.200 --> 00:09:25.080]  怎樣看待你身邊的人
[00:09:25.080 --> 00:09:27.680]  你的答案直接影響你的價值觀
[00:09:27.680 --> 00:09:29.040]  影響你的世界觀
[00:09:29.040 --> 00:09:31.160]  你的答案影響了
[00:09:31.160 --> 00:09:34.080]  你怎樣過你的一生
[00:09:34.080 --> 00:09:36.160]  你的答案影響了
[00:09:36.160 --> 00:09:41.320]  你怎樣看待你自己的生命
[00:09:41.320 --> 00:09:42.920]  有一晚我在家吃飯
[00:09:42.920 --> 00:09:44.520]  吃飯的時候
[00:09:44.520 --> 00:09:46.920]  當然在想講章
[00:09:46.920 --> 00:09:49.200]  我問我兒女一條問題
[00:09:49.200 --> 00:09:50.400]  我說
[00:09:50.400 --> 00:09:52.560]  如果這個世界沒有神
[00:09:52.560 --> 00:09:54.040]  沒有耶穌基督
[00:09:54.040 --> 00:09:57.360]  你覺得你生命有什麼不同
[00:09:57.360 --> 00:09:59.240]  靜了兩秒
[00:09:59.240 --> 00:10:00.880]  我很驚訝
[00:10:00.880 --> 00:10:02.680]  因為我讀初小的女兒
[00:10:02.680 --> 00:10:03.440]  我問盡了她
[00:10:03.440 --> 00:10:05.520]  我可以講
[00:10:05.520 --> 00:10:06.560]  她想了一會
[00:10:06.560 --> 00:10:10.640]  她說如果沒有耶穌基督的話
[00:10:10.640 --> 00:10:15.000]  人生沒什麼意義
[00:10:15.000 --> 00:10:17.480]  接著她就很快樂地繼續吃飯
[00:10:17.480 --> 00:10:21.080]  和吃排骨應該是
[00:10:21.080 --> 00:10:22.560]  她說人生沒什麼意義
[00:10:22.560 --> 00:10:25.080]  這個是小學二年級的女孩子說的
[00:10:25.080 --> 00:10:25.920]  我很認同
[00:10:25.920 --> 00:10:29.520]  究竟人在世是不是只是一堆複雜的化學成分
[00:10:29.520 --> 00:10:32.680]  組成了一些神經線和一個軀殼
[00:10:32.680 --> 00:10:35.680]  之後就在一個經濟體系裡面努力工作
[00:10:35.680 --> 00:10:37.240]  勞動之後消費
[00:10:37.240 --> 00:10:38.400]  消費之後勞動
[00:10:38.400 --> 00:10:41.800]  勞動之後再消費或者去旅行
[00:10:41.800 --> 00:10:43.720]  是不是這樣的呢
[00:10:43.720 --> 00:10:47.480]  究竟人生有沒有其他的意義
[00:10:47.480 --> 00:10:49.720]  究竟人有沒有價值
[00:10:49.720 --> 00:10:50.680]  有沒有的
[00:10:50.680 --> 00:10:52.640]  人生究竟有沒有意義
[00:10:52.640 --> 00:10:53.840]  這個或許取決於
[00:10:53.840 --> 00:10:58.160]  究竟耶穌基督所說的每一句是真的還是假的
[00:10:58.160 --> 00:11:00.160]  究竟這個世界有沒有神
[00:11:00.160 --> 00:11:01.680]  有沒有永恆
[00:11:01.680 --> 00:11:07.600]  有沒有一個賦予人意義和價值的上主
[00:11:07.600 --> 00:11:09.480]  其實在那頓飯
[00:11:09.480 --> 00:11:11.520]  我問完之後
[00:11:11.520 --> 00:11:13.720]  當然我很驚訝她這樣回答
[00:11:13.720 --> 00:11:17.320]  我覺得她應該是讀神學的
[00:11:17.320 --> 00:11:19.080]  但我看著她
[00:11:19.080 --> 00:11:22.800]  看著她和我的兒子
[00:11:22.800 --> 00:11:24.920]  當他們很快樂地爬飯的時候
[00:11:24.920 --> 00:11:27.280]  我不禁問一個問題
[00:11:27.280 --> 00:11:28.800]  我看著太太
[00:11:28.800 --> 00:11:31.040]  我說作為父母
[00:11:31.040 --> 00:11:34.280]  我們可以做的很有限
[00:11:34.280 --> 00:11:36.520]  在他們成長當中
[00:11:36.520 --> 00:11:37.360]  有一天
[00:11:37.360 --> 00:11:39.880]  當然我們不會在這裡
[00:11:39.880 --> 00:11:42.680]  我們也不可能跟他們一起成長
[00:11:42.680 --> 00:11:44.560]  每一秒都在身邊
[00:11:44.560 --> 00:11:45.720]  所以我在這裡問她
[00:11:45.720 --> 00:11:47.720]  究竟在他們長大當中
[00:11:47.720 --> 00:11:49.720]  會不會有一個牧人
[00:11:49.720 --> 00:11:51.200]  有一個帶領者
[00:11:51.200 --> 00:11:53.440]  在他們生命當中去帶領他們
[00:11:53.440 --> 00:11:54.320]  看顧他們
[00:11:54.320 --> 00:11:55.120]  保護他們
[00:11:55.120 --> 00:11:56.520]  他們今天在這裡爬飯
[00:11:56.520 --> 00:11:57.480]  在吃排骨
[00:11:57.480 --> 00:11:59.680]  我們可以幫他們夾
[00:11:59.680 --> 00:12:01.240]  十年之後呢
[00:12:01.240 --> 00:12:02.400]  二十年之後呢
[00:12:02.400 --> 00:12:04.600]  三十年之後呢
[00:12:04.600 --> 00:12:07.720]  或者她不想你幫她夾
[00:12:07.720 --> 00:12:09.760]  在這個高度競爭的世界
[00:12:09.760 --> 00:12:12.240]  每個人都要確保自己
[00:12:12.240 --> 00:12:15.000]  贏在起跑線
[00:12:15.000 --> 00:12:16.000]  好像如果不是的話
[00:12:16.000 --> 00:12:17.920]  就會輸一輩子
[00:12:17.920 --> 00:12:19.440]  我的問題是
[00:12:19.440 --> 00:12:21.480]  是不是這樣的
[00:12:21.480 --> 00:12:24.680]  是不是的
[00:12:24.680 --> 00:12:26.720]  在那一刻我開始明白
[00:12:26.720 --> 00:12:27.720]  以前有機會
[00:12:27.720 --> 00:12:29.880]  去服侍那些特殊小朋友的時候
[00:12:29.880 --> 00:12:32.600]  跟他們家長一起開組
[00:12:32.600 --> 00:12:33.760]  家長有時候分享
[00:12:33.760 --> 00:12:39.600]  他們說他們最大的憂慮是什麼呢
[00:12:39.600 --> 00:12:41.880]  先走一步
[00:12:41.880 --> 00:12:43.960]  他說他怕他們先走一步
[00:12:43.960 --> 00:12:48.680]  你明白我說什麼嗎
[00:12:48.680 --> 00:12:51.440]  他們在想剩下的小朋友
[00:12:51.440 --> 00:12:53.720]  是不是可以掙扎求存
[00:12:53.720 --> 00:12:54.480]  他們在問
[00:12:54.480 --> 00:12:57.600]  其實心底裡在問一個問題是什麼
[00:12:57.600 --> 00:12:58.800]  究竟這個世界
[00:12:58.800 --> 00:13:00.080]  有沒有一個牧人
[00:13:00.080 --> 00:13:01.880]  是會幫助那些小朋友
[00:13:01.880 --> 00:13:02.760]  帶領他們
[00:13:02.760 --> 00:13:03.400]  看顧他們
[00:13:03.400 --> 00:13:04.200]  保護他們
[00:13:04.200 --> 00:13:05.680]  其實這些全部都是很近身
[00:13:05.680 --> 00:13:06.680]  很實際
[00:13:06.680 --> 00:13:07.760]  很觸動人心
[00:13:07.760 --> 00:13:09.440]  深處的問題
[00:13:09.440 --> 00:13:12.080]  約翰福音就是逼我們去回答
[00:13:12.080 --> 00:13:13.480]  究竟耶穌是誰
[00:13:13.480 --> 00:13:16.440]  究竟他是不是神的兒子
[00:13:16.440 --> 00:13:21.440]  丁子梅 如果你相信的話
[00:13:21.440 --> 00:13:23.440]  如果你相信
[00:13:23.440 --> 00:13:25.640]  耶穌基督是神的兒子
[00:13:25.640 --> 00:13:28.200]  我想鼓勵你
[00:13:28.200 --> 00:13:29.360]  今天我們讀到
[00:13:29.360 --> 00:13:31.160]  那個天生盲眼的人
[00:13:31.160 --> 00:13:32.360]  他經歷了耶穌基督
[00:13:32.360 --> 00:13:33.360]  他相信耶穌基督
[00:13:33.360 --> 00:13:35.360]  耶穌基督在第十章
[00:13:35.360 --> 00:13:36.680]  很快就說了一句
[00:13:36.680 --> 00:13:37.760]  他說什麼呢
[00:13:37.760 --> 00:13:39.840]  我是好牧人
[00:13:39.840 --> 00:13:41.640]  我來是叫人得生命
[00:13:41.640 --> 00:13:42.880]  並且得的更豐盛
[00:13:42.880 --> 00:13:44.640]  耶穌說我是好牧人
[00:13:44.640 --> 00:13:47.200]  人不單單是在營營營營
[00:13:47.200 --> 00:13:49.640]  人生是可以有方向
[00:13:49.640 --> 00:13:50.800]  有永恆的主
[00:13:50.800 --> 00:13:51.960]  做他的牧人去帶領的
[00:13:51.960 --> 00:13:53.240]  即使走過高山低谷
[00:13:53.240 --> 00:13:55.280]  人都可以活得很精彩的
[00:13:55.280 --> 00:13:56.160]  生命很短暫
[00:13:56.160 --> 00:13:58.080]  但是有意義
[00:13:58.080 --> 00:13:59.840]  對於你所愛的人
[00:13:59.840 --> 00:14:01.560]  他說什麼呢
[00:14:01.560 --> 00:14:03.520]  他說我同樣都愛護他們
[00:14:03.520 --> 00:14:06.760]  甚至願意為他們捨生
[00:14:06.760 --> 00:14:07.680]  這個好牧人
[00:14:07.680 --> 00:14:09.320]  帶領你走過人生
[00:14:09.320 --> 00:14:11.920]  同樣帶領你愛的人
[00:14:11.920 --> 00:14:13.600]  走過死日無局
[00:14:13.600 --> 00:14:16.080]  走過曠野
[00:14:16.080 --> 00:14:19.080]  有一天去到應去之地
[00:14:19.080 --> 00:14:20.320]  這個好牧人
[00:14:20.320 --> 00:14:21.880]  這個比喻
[00:14:21.880 --> 00:14:24.120]  我們下個星期會繼續探討
[00:14:24.120 --> 00:14:26.160]  但是我在這裡想說
[00:14:26.160 --> 00:14:28.120]  耶穌要說這個比喻
[00:14:28.120 --> 00:14:30.800]  其實是因為當時議論紛紛
[00:14:30.800 --> 00:14:33.720]  每個人都要回答
[00:14:33.720 --> 00:14:35.440]  究竟耶穌是誰
[00:14:35.440 --> 00:14:36.560]  他是否神的兒子
[00:14:36.560 --> 00:14:38.720]  而每個人的答案
[00:14:38.720 --> 00:14:39.800]  每個人的回應
[00:14:39.800 --> 00:14:41.440]  直接影響了
[00:14:41.440 --> 00:14:43.440]  人們怎樣看待生命
[00:14:43.440 --> 00:14:45.480]  怎樣看待人的一生
[00:14:45.480 --> 00:14:47.480]  甚至影響他們怎樣過
[00:14:47.480 --> 00:14:48.960]  他們的一生
[00:14:48.960 --> 00:14:53.360]  這是我們今晚說的第一個重點
[00:14:53.360 --> 00:14:59.520]  第二個重點是關於挑戰
[00:14:59.520 --> 00:15:02.640]  其實耶穌很多次都在安息日治病
[00:15:02.640 --> 00:15:05.040]  我想你看聖經都看過很多次
[00:15:05.040 --> 00:15:06.640]  很多很多次
[00:15:06.640 --> 00:15:10.240]  但為什麼特別是這次引起爭議呢
[00:15:10.240 --> 00:15:11.680]  我想和大家再看一看
[00:15:11.680 --> 00:15:14.680]  究竟耶穌怎樣醫治這個核子
[00:15:14.680 --> 00:15:17.120]  非常特別
[00:15:17.120 --> 00:15:18.520]  聖經這樣說
[00:15:18.520 --> 00:15:19.280]  耶穌說了
[00:15:19.280 --> 00:15:22.600]  祂說就用口水在地上
[00:15:22.600 --> 00:15:24.320]  用口水和泥
[00:15:24.320 --> 00:15:25.000]  搓搓搓
