
[00:00:00.000 --> 00:00:02.620]  我們今天繼續《選擇》的系列
[00:01:18.820 --> 00:01:20.800]  有些什麼是《聖經》以外的
[00:01:20.800 --> 00:01:22.680]  或者有些《聖經》以外的
[00:01:22.680 --> 00:01:25.280]  加上去一些情節、一些插曲
[00:01:25.280 --> 00:01:26.620]  是否合理呢?
[00:01:26.620 --> 00:01:28.900]  我看了一個季節
[00:01:28.900 --> 00:01:31.200]  我覺得是很合理的
[00:01:31.200 --> 00:01:33.760]  也不是亂作的,是嗎?
[00:01:33.760 --> 00:01:35.900]  我們來到第二集
[00:01:35.900 --> 00:01:38.180]  我講到第二集就停了
[00:01:38.180 --> 00:01:40.780]  講完這次《選擇》我就不再講了
[00:01:40.780 --> 00:01:42.500]  因為大家沒什麼興趣,是嗎?
[00:01:42.500 --> 00:01:44.680]  是吧?
[00:01:44.680 --> 00:01:46.920]  無論如何,第二集
[00:01:46.920 --> 00:01:48.280]  上次我們講到第一集就是
[00:01:48.280 --> 00:01:50.180]  穆達拉瑪利亞被鬼附
[00:01:50.180 --> 00:01:52.440]  然後耶穌來釋放他
[00:01:52.440 --> 00:01:55.220]  裡面用了一些經文,我們也有解釋過
[00:01:55.220 --> 00:01:59.180]  第二集就是穆達拉瑪利亞
[00:01:59.180 --> 00:02:03.500]  他不再被鬼附的時候
[00:02:03.500 --> 00:02:04.820]  他已經康復了
[00:02:04.820 --> 00:02:09.060]  他就開始有回他自己正常的生活
[00:02:09.060 --> 00:02:11.920]  上一次我們講過什麼事情呢?
[00:02:11.920 --> 00:02:15.160]  就是尼哥底姆
[00:02:15.160 --> 00:02:18.320]  尼哥底姆就是《約翰福音》第三章提到的
[00:02:18.320 --> 00:02:19.700]  猶太的拉比
[00:02:19.700 --> 00:02:23.760]  曾經嘗試過為穆達拉瑪利亞
[00:02:23.760 --> 00:02:26.040]  去驅鬼
[00:02:26.040 --> 00:02:28.260]  但是他失敗,是吧?
[00:02:28.260 --> 00:02:30.000]  拉比失敗
[00:02:30.000 --> 00:02:33.500]  他不明白為什麼他會失敗
[00:02:33.500 --> 00:02:35.640]  知道穆達拉瑪利亞
[00:02:35.640 --> 00:02:40.060]  他身上的惡鬼被驅走之後
[00:02:40.060 --> 00:02:41.680]  他就想Find out
[00:02:41.680 --> 00:02:44.260]  想去發現到底發生什麼事
[00:02:44.260 --> 00:02:45.460]  為什麼他不能驅鬼
[00:02:45.460 --> 00:02:48.420]  而有另一個人幫他能驅鬼呢?
[00:02:48.420 --> 00:02:49.980]  你知道猶太人呢?
[00:02:49.980 --> 00:02:51.920]  當時猶太人
[00:02:51.920 --> 00:02:54.060]  特別是兩約之間
[00:02:54.060 --> 00:02:56.160]  他們開始有一種概念
[00:02:56.160 --> 00:02:57.940]  就是一種魔鬼的概念
[00:02:57.940 --> 00:03:01.340]  他們明白魔鬼是一回什麼事
[00:03:01.340 --> 00:03:05.140]  所以他們在兩約之間的著作裡面
[00:03:05.140 --> 00:03:06.260]  經常都提到
[00:03:06.260 --> 00:03:07.980]  如果尼塞亞來到
[00:03:07.980 --> 00:03:10.700]  如果上帝的國度來到的話
[00:03:10.700 --> 00:03:16.220]  他就會將人從撒旦的權勢釋放出來
[00:03:16.220 --> 00:03:18.640]  所以那些驅鬼的故事
[00:03:18.640 --> 00:03:20.900]  或者驅鬼的方法
[00:03:20.900 --> 00:03:24.060]  是在兩約之間特別多提的
[00:03:24.060 --> 00:03:26.180]  當然我們《聖經》裡面沒有
[00:03:26.180 --> 00:03:28.700]  但是《聖經》以外的一些寫作
[00:03:28.700 --> 00:03:30.080]  猶太人的一些寫作
[00:03:30.080 --> 00:03:32.900]  例如Song of Solomon等等
[00:03:32.900 --> 00:03:33.900]  這些著作
[00:03:33.900 --> 00:03:35.160]  經常都提到
[00:03:35.160 --> 00:03:37.160]  怎樣去驅鬼的
[00:03:37.160 --> 00:03:39.220]  你可以想像當時的人
[00:03:39.220 --> 00:03:41.140]  他們受的Oppression
[00:03:41.140 --> 00:03:42.700]  受的騷擾
[00:03:42.700 --> 00:03:45.020]  他們會覺得這個黑暗的權勢
[00:03:45.020 --> 00:03:47.420]  來籠罩著他們的時候
[00:03:47.420 --> 00:03:48.580]  他們在等
[00:03:48.580 --> 00:03:50.100]  就是一個的王者來到
[00:03:50.100 --> 00:03:51.900]  就在《舊約》裡面經常提到
[00:03:51.900 --> 00:03:54.420]  將會有一隻王者
[00:03:54.420 --> 00:03:55.740]  這個大衛的君王
[00:03:55.740 --> 00:03:56.900]  或者大衛之子
[00:03:56.900 --> 00:03:57.860]  Solomon
[00:03:57.860 --> 00:03:59.020]  新的Solomon
[00:03:59.020 --> 00:04:00.180]  新的大衛
[00:04:00.180 --> 00:04:01.260]  新的摩西
[00:04:01.260 --> 00:04:02.340]  就會來釋放他們
[00:04:02.340 --> 00:04:03.700]  來幫助他們
[00:04:03.700 --> 00:04:05.140]  所以他們就是在等一個人
[00:04:05.140 --> 00:04:05.980]  可以來驅鬼
[00:04:05.980 --> 00:04:08.260]  所以為什麼他們這麼緊張
[00:04:08.260 --> 00:04:11.340]  為什麼會有人可以驅鬼
[00:04:11.340 --> 00:04:12.260]  你打開福音書
[00:04:12.260 --> 00:04:13.620]  開頭那幾章
[00:04:13.620 --> 00:04:15.340]  經常提到什麼事
[00:04:15.340 --> 00:04:17.140]  耶穌出來傳道的時候
[00:04:17.140 --> 00:04:18.900]  就是他去驅鬼
[00:04:18.900 --> 00:04:20.180]  他驅鬼的時候
[00:04:20.180 --> 00:04:21.860]  就代表上帝的國度
[00:04:21.860 --> 00:04:23.060]  已經臨到
[00:04:23.060 --> 00:04:25.500]  而那些法力錯人就很不懼他
[00:04:25.500 --> 00:04:26.340]  為什麼
[00:04:26.340 --> 00:04:28.820]  因為到底你是按照什麼權柄
[00:04:28.820 --> 00:04:30.620]  來驅鬼的
[00:04:30.620 --> 00:04:31.780]  經常問他
[00:04:31.780 --> 00:04:34.740]  你是鬼王的權柄來驅鬼
[00:04:34.740 --> 00:04:39.260]  還是真的有上帝的權柄來驅鬼
[00:04:39.260 --> 00:04:40.660]  所以經常有這樣的爭拗
[00:04:40.660 --> 00:04:42.660]  經常有這樣的議論
[00:04:42.660 --> 00:04:44.060]  所以如果是這樣的背景的時候
[00:04:44.060 --> 00:04:44.700]  你明白
[00:04:44.700 --> 00:04:47.100]  福音書為什麼會這樣看
[00:04:47.100 --> 00:04:49.740]  這個Episode 2講到尼哥底姆
[00:04:49.740 --> 00:04:52.580]  很惆悵到底為什麼他可以
[00:04:52.580 --> 00:04:55.060]  有人可以幫莫達拉瑪利亞
[00:04:55.060 --> 00:04:55.940]  來驅鬼
[00:04:55.940 --> 00:04:56.780]  到底是誰呢
[00:04:56.780 --> 00:04:58.740]  這些是後面的Episode
[00:04:58.740 --> 00:05:01.500]  繼續去交代的
[00:05:01.500 --> 00:05:02.900]  無論如何這個瑪利亞
[00:05:02.900 --> 00:05:04.540]  他就恢復了他正常的生活
[00:05:04.540 --> 00:05:05.700]  那就開始
[00:05:05.700 --> 00:05:08.500]  他這裡所拍攝的
[00:05:08.500 --> 00:05:09.780]  所講的故事
[00:05:09.780 --> 00:05:11.620]  就是他去到
[00:05:11.620 --> 00:05:15.420]  預備一個安息日的晚餐
[00:05:15.420 --> 00:05:17.220]  一個Shabbat dinner
[00:05:17.220 --> 00:05:19.940]  他就邀請了一些朋友
[00:05:19.940 --> 00:05:22.100]  特別一些社會裡面
[00:05:22.100 --> 00:05:24.580]  是沒有人接受的朋友
[00:05:24.580 --> 00:05:26.140]  去到他家裡
[00:05:26.140 --> 00:05:30.540]  包括耶穌當時已經有兩個門徒
[00:05:30.540 --> 00:05:32.900]  這個Episode第二集
[00:05:32.900 --> 00:05:35.620]  純粹講到Shabbat dinner
[00:05:35.620 --> 00:05:37.540]  就是安息日的晚餐
[00:05:37.540 --> 00:05:40.700]  當然每一集都有耶穌出現
[00:05:40.700 --> 00:05:42.860]  這一集最後耶穌又出現了
[00:05:42.860 --> 00:05:44.140]  所以不需要失望
[00:05:44.140 --> 00:05:45.660]  一定有耶穌出現
[00:05:45.660 --> 00:05:48.340]  我們美斯不踢球
[00:05:48.340 --> 00:05:50.300]  耶穌一定在
[00:05:50.300 --> 00:05:51.820]  Anyways 這裡看到
[00:05:51.820 --> 00:05:53.620]  就是他去到主持
[00:05:53.620 --> 00:05:57.860]  這個第一次的Shabbat dinner
[00:05:57.860 --> 00:06:00.220]  我覺得裡面所刻畫的
[00:06:00.220 --> 00:06:01.300]  一個Shabbat dinner
[00:06:01.300 --> 00:06:03.340]  一個Jewish的Shabbat dinner
[00:06:03.340 --> 00:06:05.300]  猶太人的安息日的晚餐
[00:06:05.300 --> 00:06:07.300]  我覺得是很真實的
[00:06:07.300 --> 00:06:10.620]  在猶太人的安息日的晚餐
[00:06:10.620 --> 00:06:13.780]  很多時候他們會做一些儀式
[00:06:13.780 --> 00:06:18.980]  那些儀式是一些講到聖經的故事
[00:06:18.980 --> 00:06:21.940]  還有會有一些祈禱
[00:06:21.940 --> 00:06:25.220]  其中一個祈禱就是
[00:06:25.220 --> 00:06:27.420]  Blessed are you, O Lord our God
[00:06:27.420 --> 00:06:28.700]  King of the universe
[00:06:28.700 --> 00:06:32.700]  Who creates the fruit of the vine
[00:06:32.700 --> 00:06:35.660]  這個其實就是當時猶太人
[00:06:35.660 --> 00:06:37.900]  那個首月節晚餐的時候
[00:06:37.900 --> 00:06:41.340]  他們會有四隻杯
[00:06:41.340 --> 00:06:45.580]  你記得我們聖餐也有領受這個杯
[00:06:45.580 --> 00:06:48.820]  但當時猶太人的晚餐
[00:06:48.820 --> 00:06:49.820]  儀式的晚餐
[00:06:49.820 --> 00:06:51.460]  是有四個杯
[00:06:51.460 --> 00:06:56.100]  四個杯代表四個上帝對他們的認許
[00:06:56.100 --> 00:06:58.780]  你要喝完四杯酒
[00:06:58.780 --> 00:07:03.820]  你才完結整個儀式的晚餐
[00:07:03.820 --> 00:07:06.660]  Past over the dinner
[00:07:06.660 --> 00:07:07.980]  講這個的禱告
[00:07:07.980 --> 00:07:09.500]  Blessed are you, O Lord our God
[00:07:09.500 --> 00:07:12.900]  King of the universe Who creates the fruit of the vine
[00:07:12.900 --> 00:07:16.660]  這個的禱告是第三個杯
[00:07:16.660 --> 00:07:19.980]  喝的時候作的禱告
[00:07:19.980 --> 00:07:21.780]  所以這些事情是有根有據的
[00:07:21.780 --> 00:07:25.180]  即是這個選擇是有根有據的
[00:07:25.180 --> 00:07:28.340]  他們就會講這個禱告
[00:07:28.340 --> 00:07:33.780]  然後大家就會說Amen
[00:07:33.780 --> 00:07:35.940]  然後那個晚餐又會繼續
[00:07:35.940 --> 00:07:39.460]  接著就會喝完第四隻杯
[00:07:39.460 --> 00:07:41.060]  就是第四個最後的認許
[00:07:41.060 --> 00:07:42.740]  就是張克強
[00:07:42.740 --> 00:07:44.780]  然後他們又會有一個祈禱
[00:07:44.780 --> 00:07:47.660]  然後會結束這個晚餐
[00:07:47.660 --> 00:07:48.620]  剛才我提過
[00:07:48.620 --> 00:07:49.780]  說我們每個月一次
[00:07:49.780 --> 00:07:52.580]  我們都會守聖餐
[00:07:52.580 --> 00:07:53.660]  你記得守聖餐的時候
[00:07:53.660 --> 00:07:56.180]  福音書怎麼說
[00:07:56.180 --> 00:07:59.180]  耶穌說我不再喝這葡萄汁
[00:07:59.180 --> 00:08:01.060]  直到神國的日子
[00:08:01.060 --> 00:08:02.540]  記得嗎
[00:08:02.540 --> 00:08:02.900]  記得嗎
[00:08:02.900 --> 00:08:04.420]  所以他其實就是
[00:08:04.420 --> 00:08:07.060]  和叛徒喝完一隻
[00:08:07.060 --> 00:08:08.820]  喝完另外一隻杯
[00:08:08.820 --> 00:08:10.260]  第二隻
[00:08:10.260 --> 00:08:11.380]  再喝第三隻
[00:08:11.380 --> 00:08:13.260]  就是這個祈禱
[00:08:13.260 --> 00:08:14.500]  然後他就說什麼
[00:08:14.500 --> 00:08:17.620]  耶穌說我不再喝這葡萄汁
[00:08:17.620 --> 00:08:20.980]  直到上帝的國度來到
[00:08:20.980 --> 00:08:21.740]  那你很奇怪
[00:08:21.740 --> 00:08:23.020]  如果你和他一起去
[00:08:23.020 --> 00:08:24.580]  吃那個Past Over Meal
[00:08:24.580 --> 00:08:26.420]  吃吃喝走人
[00:08:26.420 --> 00:08:27.380]  沒有結束
[00:08:27.380 --> 00:08:29.060]  沒有去第四杯
[00:08:29.060 --> 00:08:31.420]  原來那個晚餐
[00:08:31.420 --> 00:08:32.980]  就是Look forward to
[00:08:32.980 --> 00:08:34.180]  Someday
[00:08:34.180 --> 00:08:35.700]  將來上帝的國度
[00:08:35.700 --> 00:08:38.460]  真正臨到的時候
[00:08:38.460 --> 00:08:40.060]  所以耶穌那個晚餐
[00:08:40.060 --> 00:08:41.100]  舉起杯來
[00:08:41.100 --> 00:08:44.740]  他說這個杯就代表我的血
[00:08:44.740 --> 00:08:48.020]  其實他們說這個杯
[00:08:48.020 --> 00:08:49.700]  就是門徒和他有一個晚餐
[00:08:49.700 --> 00:08:52.740]  他說你朝陽行
[00:08:52.740 --> 00:08:56.140]  其實就在說我們每次
[00:08:56.140 --> 00:08:57.620]  就是教會的時候
[00:08:57.620 --> 00:08:58.780]  我們去到守聖餐
[00:08:58.780 --> 00:09:01.460]  其實還有第三個杯
[00:09:01.460 --> 00:09:03.420]  第三個杯
[00:09:03.420 --> 00:09:05.100]  等著耶穌再回來
[00:09:05.100 --> 00:09:08.820]  這個是索伯的背景
[00:09:08.820 --> 00:09:10.340]  猶太人的背景
[00:09:10.340 --> 00:09:11.860]  到底索伯
[00:09:11.860 --> 00:09:15.620]  安息日和我們有什麼關係
[00:09:15.620 --> 00:09:17.780]  安息日從哪裡出來
[00:09:17.780 --> 00:09:18.620]  第一段的經文
[00:09:18.620 --> 00:09:20.060]  我想和你處理的
[00:09:20.060 --> 00:09:23.860]  就是創世紀第二章
[00:09:23.860 --> 00:09:25.820]  創世紀第二章
[00:09:25.820 --> 00:09:26.820]  他說天和地
[00:09:26.820 --> 00:09:29.380]  以及萬象都完成了
[00:09:29.380 --> 00:09:30.940]  到第七日
[00:09:30.940 --> 00:09:35.540]  上帝已經完成了造物之功
[00:09:35.540 --> 00:09:37.940]  就在第七日安息了
[00:09:37.940 --> 00:09:41.180]  揭了他所做的一切的功
[00:09:41.180 --> 00:09:43.780]  上帝賜福給第七日
[00:09:43.780 --> 00:09:45.980]  將他分別為聖
[00:09:45.980 --> 00:09:47.700]  因為在這一日
[00:09:47.700 --> 00:09:49.260]  上帝安息了
[00:09:49.260 --> 00:09:54.100]  揭了他所做一切的創造之功
[00:09:54.100 --> 00:09:55.820]  這個很熟悉了
[00:09:55.820 --> 00:09:57.020]  因為第一章說什麼
[00:09:57.020 --> 00:09:59.260]  六日創造所謂
[00:09:59.260 --> 00:10:02.340]  六日上帝去創立這個世界
[00:10:02.340 --> 00:10:04.420]  這個想再提一次
[00:10:04.420 --> 00:10:06.740]  如果第一次看聖經的話
[00:10:06.740 --> 00:10:10.620]  聖經是對現代科學的細節
[00:10:10.620 --> 00:10:12.580]  沒有什麼興趣的
[00:10:12.580 --> 00:10:15.580]  所以你不要拿創世紀第一章
[00:10:15.580 --> 00:10:17.780]  想著這裡就是解答我們
[00:10:17.780 --> 00:10:19.740]  一些科學的問題
[00:10:19.740 --> 00:10:21.260]  最近這兩個禮拜
[00:10:21.260 --> 00:10:22.860]  我和子女聊天的時候
[00:10:22.860 --> 00:10:25.620]  經常都回到創世紀第一章
[00:10:25.620 --> 00:10:27.380]  經常回到那裡
[00:10:27.380 --> 00:10:30.740]  就是他們問到底為什麼沒提那些東西
[00:10:30.740 --> 00:10:34.900]  我們那些科學宇宙的起源
[00:10:34.900 --> 00:10:38.780]  我說聖經沒有興趣要回答這個問題
[00:10:38.780 --> 00:10:40.620]  聖經沒有興趣回答
[00:10:40.620 --> 00:10:42.420]  How it came to be
[00:10:42.420 --> 00:10:46.700]  這個宇宙到底是怎樣來的
[00:10:46.700 --> 00:10:49.260]  聖經沒有什麼興趣解答這個問題
[00:10:49.260 --> 00:10:51.820]  聖經想解答的一個更重要的問題
[00:10:51.820 --> 00:10:54.060]  就是我們為什麼在這裡
[00:10:54.060 --> 00:10:55.300]  為什麼我們存在
[00:10:55.300 --> 00:10:57.020]  為什麼會有宇宙
[00:10:57.020 --> 00:11:00.420]  為什麼會有我們生命的存在
[00:11:00.420 --> 00:11:02.900]  Why 不是How
[00:11:02.900 --> 00:11:04.540]  是為什麼我們在這裡
[00:11:04.540 --> 00:11:06.580]  意義何在
[00:11:06.580 --> 00:11:08.260]  人生的意義何在等等
[00:11:08.260 --> 00:11:10.580]  我們和上帝的關係應該是怎樣
[00:11:10.580 --> 00:11:12.460]  這個更加重要的問題
[00:11:12.460 --> 00:11:14.540]  聖經想去解答
[00:11:14.540 --> 00:11:18.540]  所以聖經說到六日的創立世界
[00:11:18.540 --> 00:11:22.460]  是在說上帝為什麼要創立這個世界
[00:11:22.460 --> 00:11:24.300]  創立這個世界做些什麼
[00:11:24.300 --> 00:11:28.780]  當然最後的大六日就是創造的高潮
[00:11:28.780 --> 00:11:30.500]  人就是按照神的形象
[00:11:30.500 --> 00:11:32.620]  我們就好像上帝一樣
[00:11:32.620 --> 00:11:35.500]  我們原本的形象就好像上帝的美善
[00:11:35.500 --> 00:11:39.180]  我們的本性有上帝的神性
[00:11:39.180 --> 00:11:40.980]  有上帝的聖潔
[00:11:40.980 --> 00:11:41.900]  到第七天
[00:11:41.900 --> 00:11:45.540]  這裡就說天和地以及萬丈都做完了
[00:11:45.540 --> 00:11:48.540]  這個就是所謂的第七天
[00:11:48.540 --> 00:11:51.740]  不是在說一些現代科學的東西
[00:11:51.740 --> 00:11:53.500]  是在說什麼呢
[00:11:53.500 --> 00:11:55.620]  是在說屬靈的事
[00:11:55.620 --> 00:11:57.220]  在說神學的事
[00:11:57.220 --> 00:11:59.380]  在說上帝
[00:11:59.380 --> 00:12:01.740]  在介紹上帝是怎樣的
[00:12:01.740 --> 00:12:03.980]  所以用了六天來創造
[00:12:03.980 --> 00:12:05.340]  然後第七天他就說
[00:12:05.340 --> 00:12:09.340]  上帝就揭了他一切的功
[00:12:09.340 --> 00:12:10.980]  揭了是什麼意思呢
[00:12:10.980 --> 00:12:11.900]  停止了
[00:12:11.900 --> 00:12:13.420]  做了六天的事
[00:12:13.420 --> 00:12:16.940]  然後第七天他就停止了
[00:12:16.940 --> 00:12:19.500]  我們現代中文或者現代英文
[00:12:19.500 --> 00:12:21.900]  我們就會說God Rested
[00:12:21.900 --> 00:12:23.980]  上帝休息了
[00:12:23.980 --> 00:12:27.500]  或者上帝揭了
[00:12:27.500 --> 00:12:28.540]  安揭了
[00:12:28.540 --> 00:12:30.420]  安息了
[00:12:30.420 --> 00:12:31.980]  我們的印象就是
[00:12:31.980 --> 00:12:35.540]  好像我們每天上班
[00:12:35.540 --> 00:12:38.460]  做了九個小時十個小時
[00:12:38.460 --> 00:12:40.060]  回到家裡
[00:12:40.060 --> 00:12:40.980]  我們很累
[00:12:40.980 --> 00:12:43.700]  然後我們坐下來在那個Lazy boy那裡
[00:12:43.700 --> 00:12:45.260]  我們休息一下
[00:12:45.260 --> 00:12:47.540]  那些work from home的更慘
[00:12:47.540 --> 00:12:49.700]  我們都沒得休息
[00:12:49.700 --> 00:12:53.260]  因為整天在家裡就等於工作
[00:12:53.260 --> 00:12:54.900]  總之我們的想法就是
[00:12:54.900 --> 00:12:55.940]  做了很久的事
[00:12:55.940 --> 00:12:57.220]  然後我們休息一下
[00:12:57.220 --> 00:12:58.900]  或者我們累了
[00:12:58.900 --> 00:13:01.380]  這個就是我們現代人有的印象
[00:13:01.380 --> 00:13:03.140]  但是聖經裡面
[00:13:03.140 --> 00:13:04.380]  在以前的背景
[00:13:04.380 --> 00:13:08.020]  說到上帝安息一個神
[00:13:08.020 --> 00:13:09.500]  一個神明
[00:13:09.500 --> 00:13:10.780]  去到安息的時候
[00:13:10.780 --> 00:13:13.700]  是什麼意思呢
[00:13:13.700 --> 00:13:19.180]  就是說到他在他的聖殿的寶座
[00:13:19.180 --> 00:13:21.340]  坐在那裡
[00:13:21.340 --> 00:13:23.540]  坐在那裡的那個是寶座
[00:13:23.540 --> 00:13:27.100]  是掌管萬有的那個龍椅
[00:13:27.100 --> 00:13:28.540]  不是那個Lazy boy
[00:13:28.540 --> 00:13:30.660]  不是梳化
[00:13:30.660 --> 00:13:32.540]  所以說到六天創造完了
[00:13:32.540 --> 00:13:33.380]  工作完了之後
[00:13:33.380 --> 00:13:36.820]  上帝進去他的聖殿
[00:13:36.820 --> 00:13:39.020]  在聖殿裡面最重要的地方
[00:13:39.020 --> 00:13:41.980]  你知道聖殿裡面最重要的地方叫什麼嗎
[00:13:41.980 --> 00:13:43.020]  致政所
[00:13:43.020 --> 00:13:45.180]  Holy of Holies
[00:13:45.180 --> 00:13:46.860]  進去已經越來越聖潔了
[00:13:46.860 --> 00:13:49.780]  但是進去裡面正方形那一塊
[00:13:49.780 --> 00:13:51.980]  就是最神聖的地方
[00:13:51.980 --> 00:13:54.820]  那裡就是上帝的約跪
[00:13:54.820 --> 00:13:58.660]  上帝約跪就是其實他的座駕
[00:13:58.660 --> 00:13:59.900]  安息了
[00:13:59.900 --> 00:14:01.900]  就是他進去致政所
[00:14:01.900 --> 00:14:03.780]  他的寶座
[00:14:03.780 --> 00:14:04.980]  他坐下
[00:14:04.980 --> 00:14:06.580]  坐下做什麼
[00:14:06.580 --> 00:14:09.900]  就是去統治這個宇宙
[00:14:09.900 --> 00:14:12.180]  這個宇宙就好像他的聖殿一樣
[00:14:12.180 --> 00:14:14.780]  他去統治一樣
[00:14:14.780 --> 00:14:17.100]  所以不是說他做完工作很累
[00:14:17.100 --> 00:14:20.180]  然後休息一下
[00:14:20.180 --> 00:14:25.700]  其實就是代表著上帝現在已經統治萬有
[00:14:25.700 --> 00:14:27.260]  這樣的意思
[00:14:27.260 --> 00:14:29.980]  這種描述
[00:14:29.980 --> 00:14:32.220]  說到上帝的停止
[00:14:32.220 --> 00:14:34.780]  上帝的安息
[00:14:34.780 --> 00:14:36.220]  上帝進去致政所
[00:14:36.220 --> 00:14:38.980]  就是說他去in charge
[00:14:38.980 --> 00:14:41.380]  他去運作整個的宇宙
[00:14:41.380 --> 00:14:44.500]  他是in control
[00:14:44.500 --> 00:14:45.980]  這個就是第一次介紹
[00:14:45.980 --> 00:14:49.580]  所謂安息這個概念
[00:14:49.580 --> 00:14:51.260]  所以為什麼在舊約裡面
[00:14:51.260 --> 00:14:54.740]  說到要守安息日這回事
[00:14:54.740 --> 00:14:56.700]  到底是什麼意思
[00:14:56.700 --> 00:14:59.540]  守安息日當我們進入聖殿來敬拜
[00:14:59.540 --> 00:15:01.940]  或者進入會堂來敬拜的時候
[00:15:01.940 --> 00:15:03.020]  他們祈禱
[00:15:03.020 --> 00:15:05.220]  去跟上帝reconnect的時候
[00:15:05.220 --> 00:15:06.500]  他們知道
[00:15:06.500 --> 00:15:10.220]  我們現在放下我們六日守所做的事
[00:15:10.220 --> 00:15:11.660]  去到聖殿敬拜
[00:15:11.660 --> 00:15:15.380]  我們知道誰是in control
[00:15:15.380 --> 00:15:17.100]  是誰in charge
[00:15:17.100 --> 00:15:19.060]  原來不是我們in charge
[00:15:19.060 --> 00:15:23.660]  原來是上帝in charge我們世界
[00:15:23.660 --> 00:15:27.100]  管理著我們整個的世界
[00:15:27.100 --> 00:15:29.260]  這個值得留意的
[00:15:29.260 --> 00:15:34.140]  就是整個六日的創立世界的技術
[00:15:34.140 --> 00:15:36.940]  你記得由第一章第一節
[00:15:36.940 --> 00:15:38.300]  起初上帝創造天地
[00:15:38.300 --> 00:15:39.620]  地事空去云淪於綿黑海
[00:15:39.620 --> 00:15:42.660]  然後有光等等二三四五六日
[00:15:42.660 --> 00:15:45.820]  整天有一句話出現
[00:15:45.820 --> 00:15:47.940]  就是神看著是好的
[00:15:47.940 --> 00:15:50.260]  God saw it was good
[00:15:50.260 --> 00:15:53.100]  到最後God saw it was very good
[00:15:53.100 --> 00:15:54.460]  有多少次
[00:15:54.460 --> 00:15:56.300]  有七次
[00:15:56.300 --> 00:15:59.540]  一次又一次上帝說看著是好的
[00:15:59.540 --> 00:16:02.020]  光他認為是好的
[00:16:02.020 --> 00:16:03.740]  他看著是好的
[00:16:03.740 --> 00:16:05.380]  等等等等不同的東西
[00:16:05.380 --> 00:16:08.340]  上帝在萬有裡面他去到分別
[00:16:08.340 --> 00:16:10.220]  什麼是好
[00:16:10.220 --> 00:16:11.860]  什麼是壞
[00:16:11.860 --> 00:16:13.420]  什麼是好
[00:16:13.420 --> 00:16:14.660]  什麼是美善
[00:16:14.660 --> 00:16:16.900]  是由他去分別的
[00:16:16.900 --> 00:16:18.860]  聖經第一章第一節
[00:16:18.860 --> 00:16:20.700]  一路說上帝就認為
[00:16:20.700 --> 00:16:22.540]  這件事是美好
[00:16:22.540 --> 00:16:24.420]  好像藝術家一樣
[00:16:24.420 --> 00:16:26.860]  他做了一些藝術作品
[00:16:26.860 --> 00:16:28.260]  在中途的裡面
[00:16:28.260 --> 00:16:29.860]  他說這隻色多好
[00:16:29.860 --> 00:16:31.140]  我就塗上去
[00:16:31.140 --> 00:16:33.220]  這個這樣畫多好
[00:16:33.220 --> 00:16:34.500]  塗上去
[00:16:34.500 --> 00:16:37.700]  然後整幅畫塗完之後
[00:16:37.700 --> 00:16:38.500]  他就說
[00:16:38.500 --> 00:16:41.660]  It is very good
[00:16:41.660 --> 00:16:43.980]  It is very good
[00:16:43.980 --> 00:16:46.820]  有一個這樣的動作經常出現
