
[00:00:00.000 --> 00:00:07.680]  祝你平安,很高興我們又一齊來到敬拜主,思想的華
[00:09:48.880 --> 00:10:08.880]  所以她出去打獵的時候,雅閣就在家裡煮紅豆湯,這個湯可能是以嫂平日很喜歡喝的湯,她準備好了就等哥哥回來,正如雅閣所料,以嫂回來當然肚子餓了
[00:10:08.880 --> 00:10:24.880]  她打到夜尾也不能馬上吃,還要燒,還要煮很久,當她聞到紅豆湯的香味的時候,她就很想吃了,其實肚子餓是不會馬上死人的
[00:10:24.880 --> 00:10:40.880]  假如以嫂不是為了貪吃紅豆湯,她肯定可以先去喝口水,或者問問媽媽,家裡有沒有麵包之類可以吃的東西,雅閣就知道哥哥的皮性
[00:10:40.880 --> 00:10:58.880]  拿著這個機會,要以嫂將長者的名份賣給她,她不是作弄的,不是開玩笑的,雅閣很認真的,她要以嫂起誓的
[00:10:58.880 --> 00:11:18.880]  經文告訴我們,以嫂二話不說就起誓,將長者的名份賣給了雅閣,在三十四節最後一句說,以嫂竟這樣輕看了長子的名份,她真的做了一個很糟糕的決定
[00:11:18.880 --> 00:11:40.880]  這個就反映出以嫂的價值觀,她不認為長子是上帝特別送給她的禮物和責任,她為人非常務實,只求馬上滿足自己的慾望,我要飲我要吃,我要滿足我的慾望,其他什麼都不計較了
[00:11:40.880 --> 00:11:57.880]  這個也是很典型的現代年輕人的想法,所以現在很多年輕人都有婚前性行為,用不著等結婚,我喜歡就做,我不用理會聖經說什麼,也不用理會後果
[00:11:57.880 --> 00:12:15.880]  我曾經問過以前一位澳洲人的牧師,他告訴我,假如現今的年輕人介紹,這位我男朋友或者女朋友,你已經可以假定他們是有婚前性行為
[00:12:15.880 --> 00:12:41.880]  現在的風氣不只是澳洲本地人是這樣,來的華人第二代的小孩也是這樣,中國來的父母,不要以為憑你們個人的方法去教導兒女,他們就會聽你的,當小孩進了學校之後,他們會受到同學的影響,社會風氣的影響,走自己的路
[00:12:41.880 --> 00:13:03.880]  我還記得我女兒小時候,有位小學到中學,都是一起讀書的同學,她的父母是來自上海,在中學的時候已經認識了一位外籍男朋友,讀大學的時候就直接搬到男朋友家裡住
[00:13:03.880 --> 00:13:20.880]  父母完全沒有父,所以我鼓勵做父母的,要把你們的小孩從小帶到教會,讓教導聖經的老師幫忙,按照聖經去教導你們的兒女
[00:13:20.880 --> 00:13:33.880]  我不能保證小孩長大後會按照聖經的教導做人,總比任由他們受社會風氣去教育好一點
[00:13:33.880 --> 00:13:55.880]  雅閣又怎樣呢?我們可能覺得雅閣很卑鄙,成人之危,要給她那張長者的名份,但我們假如從正面一點去看雅閣,她用了很聰明的辦法,製造機會,把握機會去獲得她想要的東西
[00:13:55.880 --> 00:14:12.880]  雖然是有些成人之危,但其實她沒有威嚇哥哥,她沒有欺騙他,是以訴,輕看長者的名份,心甘情願,自己起誓,出賣長者的名份給她
[00:14:12.880 --> 00:14:31.880]  我們現在來看27章的事件,我們看到有關以薩在她年紀大,瞎了眼以後,她以為自己快要死了,於是準備在未死之前,為她所偏愛的長子祝福
[00:14:31.880 --> 00:14:42.880]  由於她很喜歡吃野味,她就吩咐以訴,你去打獵,打到東西回來給我吃,吃了就為你祝福
[00:14:42.880 --> 00:14:52.880]  在那個時代,尤大人相信,這種臨死之前的祝福,都是從上帝而來的,並且是會應驗的
[00:14:52.880 --> 00:15:08.880]  不過當以薩和以訴說話的時候,利百家聽到了,她可能是對雅各的偏愛,也不喜歡長子的兩個老婆,加上她記得上帝曾經對她說過的話
[00:15:08.880 --> 00:15:16.880]  所以她就出主意,叫雅各假扮成以訴,去接受父親爸爸的祝福
[00:15:16.880 --> 00:15:30.880]  雅各起初並不願意這樣做,但媽媽堅持要她聽話,而她也可能想到這次的祝福是會影響她的一生
[00:15:30.880 --> 00:15:38.880]  雖然她得到了長子的名份,但如果沒有爸爸的祝福,那也是前功盡棄的
[00:15:38.880 --> 00:15:47.880]  所以她就聽了媽媽的吩咐,也說了謊,去欺騙爸爸
[00:15:47.880 --> 00:16:02.880]  結果她爸爸以薩又真是老糊塗,明明覺得兒子的聲音有點不對勁,並非像以訴的聲音
[00:16:02.880 --> 00:16:19.880]  但她吃了藥就為雅各祝福,其實如果她真的有懷疑,雖然她眼睛看不到,她可以將以訴和雅各一起叫來,在兩個人面前為以訴祝福也行
[00:16:19.880 --> 00:16:34.880]  但她卻沒有這樣做,為甚麼不這樣做呢?或許我們可以從以薩的祝福裡看到,我們可以看到為甚麼她不這樣做,以及為甚麼雅各要爭取這個祝福
[00:16:34.880 --> 00:16:53.880]  我讀一讀 27 章 27 至 29 節
[00:17:04.880 --> 00:17:26.880]  在這一個祝福裡,其實也是將上帝要給阿伯拉罕的福傳下去,是非常類同上帝答應給阿伯拉罕的福的三大重點
[00:17:26.880 --> 00:17:41.880]  土地,名氣,大國,另一個要注意的就是在這個祝福裡,以薩似乎沒有想到要留一些好處給她另外一個兒子
[00:17:41.880 --> 00:17:55.880]  這一點在下文我們可以看到,當真的以訴回來之後,知道爸爸已經將祝福給了雅各,她就求爸爸祝福她
[00:17:55.880 --> 00:18:15.880]  但是,以薩在 37 節說,可能我要立她作你的主,使她的弟兄都給她作僕人,並使她五穀身酒可養心,我兒,那我現在還能為你做甚麼呢?
[00:18:15.880 --> 00:18:32.880]  真是,所有好東西都給了長子,沒有留一些好的東西給雅各,起碼她沒有想過可以留些甚麼給兒子
[00:18:32.880 --> 00:18:48.880]  以薩對長子的偏愛,是否太過份,太糟糕呢?雅各也是她的兒子,為甚麼沒有想到要把好處留給祝福雅各呢?
[00:18:48.880 --> 00:19:06.880]  所以真是很難怪雅各這麼渴望得到長子的名份和長子的福氣。我做一個總結,在這個四口之家裡,每一位的成員都做了很糟糕的決定
[00:19:06.880 --> 00:19:28.880]  首先就是以薩,她身為一家之主,地位崇高,卻偏愛長子二嫂。在雅各心中,一定是從小就覺得自己非常委屈,遲了那半分鐘出世,就被這麼偏頗的對待
[00:19:28.880 --> 00:19:43.880]  很難怪,她從小就想到要得到長子的名份。機會來了,她就要以薩把長子的名份賣給她,後來還成為騙子
[00:19:43.880 --> 00:20:00.880]  媽媽利伯嘉,她也偏愛雅各,也做了很糟糕的決定,她要雅各假扮成二嫂,去搶長子的祝福。其實雅各開始的時候也抗拒她這個建議
[00:20:00.880 --> 00:20:16.880]  在二十七章十二節說:「唐玉父親摸著我,我在他眼中就是騙子了。這樣我就自招助紂,而不是祝福。」但是利伯嘉堅持要雅各照她的計劃行事
[00:20:16.880 --> 00:20:29.880]  她可能心裡記得,上帝曾經對她說過的話,她不怕出手幫上帝忙,實行要雅各得到祝福
[00:20:29.880 --> 00:20:48.880]  以素為人比較自負,以為靠自己的好本領,就輕看了長子的名份,為了一碗紅豆湯,就放棄權利,她真的做了很糟糕的決定
[00:20:48.880 --> 00:21:03.880]  而雅各最糟糕的決定,就是她最後也成為騙子,欺騙了父親。從這些人物的糟糕決定,我們可以學到什麼呢?
[00:21:03.880 --> 00:21:24.880]  首先,我們將他們當作反面教材,我們要學習要做正直的人。這個家庭,其實最後都受到糟糕決定所帶給他們的不良後果,包括雅各要逃亡
[00:21:24.880 --> 00:21:34.880]  自此之後,李伯嘉在死之前,都沒有機會再見到這位他所偏愛的兒子了
[00:21:34.880 --> 00:21:48.880]  我們的決定是會有後果的,如果我們輕看聖經的教導,隨從社會的風氣行事為人,我們就會失去很多屬靈的福氣,好像以素那樣
[00:21:48.880 --> 00:22:00.880]  如果我們對子女有偏愛,就會影響他們的心理,他們會慢慢失去對長輩的敬重
[00:22:00.880 --> 00:22:13.880]  在生活上,我們其實要做很多不同的決定。那我們究竟應該怎樣做決定,才不會做一些糟糕的決定呢?
[00:22:13.880 --> 00:22:32.880]  《真言》三章五節六節是很好的教導,說:「你要專心仰賴姚華,不可依靠自己的聰明。在你一切所行的路上,都要認定他,他必使你的道路平靜。」
[00:22:32.880 --> 00:22:50.880]  司徒保羅教導我們在羅馬書十二章二節:「不要效法這個世界,只要心意更新而變化,叫你們測驗何為上帝的善良、順傳、可喜悅的旨意。」
[00:22:50.880 --> 00:23:04.880]  如果我們要測驗何為上帝的善良、順傳、可喜悅的旨意,我們就要小心讀聖經,我們要用心去尋求明白聖經的意思,應用在日常的生活當中
[00:23:04.880 --> 00:23:13.880]  聖靈就會幫助我們很容易測驗出上帝的善良、順傳、可喜悅的旨意
[00:23:13.880 --> 00:23:31.880]  我們一齊同心祈禱! 真愛天父,求祢的聖靈時時幫助我們愛慕祢的話語,讓我們智慧將祢的教導實踐在我們的生活中,奉耶穌基督的名祈禱! 阿們!
