
[00:00:00.000 --> 00:00:12.000]  每年的第一日都提供了世人一個新思想、人生意義的機會
[00:09:46.000 --> 00:09:52.000]  祂使我們得到最滿足的喜樂
[00:09:52.000 --> 00:09:54.000]  請各位不要忘記
[00:09:54.000 --> 00:10:01.000]  我們是照著神的形狀做的
[00:10:01.000 --> 00:10:06.000]  聖經66卷書寫出神愛世人的救贖計劃
[00:10:06.000 --> 00:10:08.000]  在螢幕上的圖片
[00:10:08.000 --> 00:10:12.000]  將這個計劃簡單地描寫出來
[00:10:12.000 --> 00:10:15.000]  神創造宇宙
[00:10:15.000 --> 00:10:18.000]  之後世人離棄神
[00:10:18.000 --> 00:10:21.000]  然後在絕望中尋求神
[00:10:21.000 --> 00:10:26.000]  神差遣祂的獨生子耶穌基督來到這個世界
[00:10:26.000 --> 00:10:29.000]  死在十字架上
[00:10:29.000 --> 00:10:32.000]  復活升天
[00:10:32.000 --> 00:10:37.000]  作成了救贖的工作
[00:10:37.000 --> 00:10:45.000]  信徒因此得到永生
[00:10:45.000 --> 00:10:49.000]  主耶穌的門徒多瑪對復活的耶穌說
[00:10:49.000 --> 00:10:53.000]  我的主我的神
[00:10:53.000 --> 00:10:58.000]  耶穌說你因為看見我你就信嗎
[00:10:58.000 --> 00:11:04.000]  那些沒有看見就信的人是有福的
[00:11:04.000 --> 00:11:07.000]  各位你我沒有看見
[00:11:07.000 --> 00:11:13.000]  而相信主耶穌基督是有福的
[00:11:13.000 --> 00:11:16.000]  如果我們研讀聖經
[00:11:16.000 --> 00:11:19.000]  就可以詳細知道神的心意
[00:11:19.000 --> 00:11:25.000]  活出信主的見證
[00:11:25.000 --> 00:11:29.000]  主前第五世紀哲學家
[00:11:29.000 --> 00:11:35.000]  蘇格拉底說
[00:11:35.000 --> 00:11:39.000]  你花時間去參考著名的寫作
[00:11:39.000 --> 00:11:43.000]  來增進自己的知識
[00:11:43.000 --> 00:11:46.000]  這樣你可以很容易就獲得
[00:11:46.000 --> 00:11:51.000]  別人辛辛苦苦工作的成就
[00:11:51.000 --> 00:11:56.000]  十六世紀的數學家迪嘉尼
[00:11:56.000 --> 00:12:01.000]  他說閱讀優秀的書籍
[00:12:01.000 --> 00:12:10.000]  就好像跟過去有智慧的人交談一樣
[00:12:10.000 --> 00:12:14.000]  今天特別是這十幾年
[00:12:14.000 --> 00:12:18.000]  很多人將網上那些個人見解
[00:12:18.000 --> 00:12:23.000]  當作真理去相信
[00:12:23.000 --> 00:12:28.000]  結果思想被混亂
[00:12:28.000 --> 00:12:33.000]  就好像尤大書一章十二節這樣認為
[00:12:33.000 --> 00:12:38.000]  這種人就好像沒有雨的雲彩
[00:12:38.000 --> 00:12:45.000]  被風飄蕩一樣
[00:12:45.000 --> 00:12:49.000]  耶穌在這一段經文將他的心意
[00:12:49.000 --> 00:12:54.000]  告訴我們
[00:12:54.000 --> 00:13:01.000]  你們要去使萬民作我的門徒
[00:13:01.000 --> 00:13:04.000]  奉父子聖靈的名給他們施洗
[00:13:04.000 --> 00:13:09.000]  教導他們遵守我吩咐你們的一切
[00:13:09.000 --> 00:13:15.000]  他要我們將他的愛告訴萬民
[00:13:15.000 --> 00:13:24.000]  先從我們的親人和我們的朋友開始
[00:13:24.000 --> 00:13:26.000]  聽清楚
[00:13:26.000 --> 00:13:28.000]  告訴萬民
[00:13:28.000 --> 00:13:38.000]  先從我們的親人和我們的朋友開始
[00:13:38.000 --> 00:13:47.000]  這個行動可以使我們活出信主的見證
[00:13:47.000 --> 00:13:53.000]  現在我們看禱告那方面
[00:13:53.000 --> 00:13:55.000]  應當一無跨類
[00:13:55.000 --> 00:13:58.000]  主要凡事藉著禱告祈求
[00:13:58.000 --> 00:14:02.000]  和感謝將你們所要的告訴神
[00:14:02.000 --> 00:14:08.000]  我們向永生神禱告
[00:14:08.000 --> 00:14:13.000]  他因為愛世人的緣故死在十字架上
[00:14:13.000 --> 00:14:16.000]  替世人贖罪
[00:14:16.000 --> 00:14:22.000]  我們存著信靠的心發出讚美感恩
[00:14:22.000 --> 00:14:31.000]  和為自己為眾人代討的心聲
[00:14:31.000 --> 00:14:36.000]  聖靈也在我們軟弱的時候幫助我們
[00:14:36.000 --> 00:14:41.000]  原來我們不曉得應該怎樣禱告
[00:14:41.000 --> 00:14:55.000]  但是聖靈親自用不愧言語的嘆息替我們祈求
[00:14:55.000 --> 00:15:01.000]  那監察人心的曉得聖靈的心意
[00:15:01.000 --> 00:15:08.000]  因為聖靈照著神的旨意替聖徒你我祈求
[00:15:08.000 --> 00:15:10.000]  二十世紀初的時候
[00:15:10.000 --> 00:15:16.000]  有一位女詩人叫做Avis Bergeson
[00:15:16.000 --> 00:15:24.000]  寫了一首詩描寫出她禱告的心聲
[00:15:24.000 --> 00:15:26.000]  詩名叫做
[00:15:26.000 --> 00:15:29.000]  All speak to me
[00:15:29.000 --> 00:15:33.000]  請對我說
[00:15:33.000 --> 00:15:37.000]  因為詩歌的原文是英文
[00:15:37.000 --> 00:15:41.000]  所以中文的翻譯很難達到
[00:15:41.000 --> 00:15:44.000]  詩人的心思
[00:15:44.000 --> 00:15:50.000]  所以請大家先聽原來的英文
[00:15:50.000 --> 00:15:55.000]  然後再聽中文的翻譯
[00:16:20.000 --> 00:16:29.000]  [音樂]
[00:16:29.000 --> 00:16:35.000]  [音樂]
[00:16:35.000 --> 00:16:39.000]  [音樂]
[00:16:39.000 --> 00:16:51.000]  [音樂]
[00:16:51.000 --> 00:17:16.000]  [音樂]
[00:17:21.000 --> 00:17:27.000]  現在我們看一看信徒交往這方面
[00:17:27.000 --> 00:17:32.000]  如何活出信主的見證
[00:17:32.000 --> 00:17:34.000]  關於信徒交往
[00:17:34.000 --> 00:17:38.000]  我們可以從三處來看
[00:17:38.000 --> 00:17:40.000]  第一
[00:17:40.000 --> 00:17:43.000]  耶穌基督的教會那裡看
[00:17:43.000 --> 00:17:45.000]  第二
[00:17:45.000 --> 00:17:46.000]  地方教會
[00:17:46.000 --> 00:17:48.000]  第三
[00:17:48.000 --> 00:18:00.000]  為什麼世人誤解教會的實質
[00:18:00.000 --> 00:18:01.000]  第一件事
[00:18:01.000 --> 00:18:04.000]  基督的教會
[00:18:04.000 --> 00:18:07.000]  所有地上
[00:18:07.000 --> 00:18:12.000]  耶穌基督的教會
[00:18:12.000 --> 00:18:16.000]  在二福所書那裡教導說
[00:18:16.000 --> 00:18:25.000]  基督的教會就是基督徒的國
[00:18:25.000 --> 00:18:29.000]  祂說與聖徒同國
[00:18:29.000 --> 00:18:32.000]  我們是與所有的聖徒同國
[00:18:32.000 --> 00:18:36.000]  在一個國度裡面
[00:18:36.000 --> 00:18:40.000]  二福所書裡面又教導
[00:18:40.000 --> 00:18:45.000]  基督徒的教會是神的家
[00:18:45.000 --> 00:18:50.000]  祂說我們是神家裡面的人
[00:18:50.000 --> 00:18:53.000]  我們稱大家為弟兄姊妹
[00:18:53.000 --> 00:18:55.000]  外面很多弟兄姊妹
[00:18:55.000 --> 00:18:56.000]  跟我們一起今天
[00:18:56.000 --> 00:19:02.000]  敬拜我們的天父
[00:19:02.000 --> 00:19:03.000]  二福所書裡面
[00:19:03.000 --> 00:19:05.000]  第二章又教導
[00:19:05.000 --> 00:19:12.000]  神藉著聖靈居住在教會裡面
[00:19:12.000 --> 00:19:16.000]  教會是聖靈藉著
[00:19:16.000 --> 00:19:21.000]  是神藉著聖靈居住的所在
[00:19:21.000 --> 00:19:24.000]  聖靈的殿
[00:19:24.000 --> 00:19:27.000]  基督的教會是什麼
[00:19:27.000 --> 00:19:30.000]  是基督徒的國
[00:19:30.000 --> 00:19:33.000]  神的家
[00:19:33.000 --> 00:19:37.000]  聖靈的殿
[00:19:37.000 --> 00:19:38.000]  地方的教會
[00:19:38.000 --> 00:19:41.000]  這個是第二件事
[00:19:41.000 --> 00:19:43.000]  又怎樣呢
[00:19:43.000 --> 00:19:45.000]  地方的教會就是
[00:19:45.000 --> 00:19:49.000]  我們這個教會是一個地方教會
[00:19:49.000 --> 00:19:51.000]  還有很多地方教會
[00:19:51.000 --> 00:19:55.000]  今天也在這裡敬拜神
[00:19:55.000 --> 00:19:56.000]  地方教會是怎樣呢
[00:19:56.000 --> 00:19:57.000]  地方教會有組織
[00:19:57.000 --> 00:19:59.000]  有牧師 有童工
[00:19:59.000 --> 00:20:01.000]  地方教會有使命
[00:20:01.000 --> 00:20:05.000]  傳福音 施洗 訓練門徒
[00:20:05.000 --> 00:20:07.000]  地方教會有聖禮
[00:20:07.000 --> 00:20:13.000]  剛才我們的主餐又有浸禮
[00:20:13.000 --> 00:20:16.000]  地方教會有很多活動
[00:20:16.000 --> 00:20:18.000]  有禱告會 有崇拜
[00:20:18.000 --> 00:20:22.000]  有團契 有茶經
[00:20:22.000 --> 00:20:23.000]  茶經小組
[00:20:23.000 --> 00:20:26.000]  有家庭小組
[00:20:26.000 --> 00:20:30.000]  有主教學 有侍奉
[00:20:30.000 --> 00:20:37.000]  又有奉獻等等等等
[00:20:37.000 --> 00:20:44.000]  世人怎樣誤解教會呢
[00:20:44.000 --> 00:20:48.000]  十六世紀的改教先鋒
[00:20:48.000 --> 00:20:51.000]  John Calvin 約翰·加爾文
[00:20:51.000 --> 00:20:53.000]  他這樣說
[00:20:53.000 --> 00:20:59.000]  認識神和認識我們自己是彼此相連的
[00:20:59.000 --> 00:21:02.000]  認識到我們自己腐敗
[00:21:02.000 --> 00:21:04.000]  和有缺陷
[00:21:04.000 --> 00:21:06.000]  這個現實的時候
[00:21:06.000 --> 00:21:14.000]  我們就會去極力尋求認識神
[00:21:14.000 --> 00:21:15.000]  剛才我講過
[00:21:15.000 --> 00:21:20.000]  有很多人不去尋求認識神的話語
[00:21:20.000 --> 00:21:22.000]  或者他們還沒有認識
[00:21:22.000 --> 00:21:27.000]  他們自己是腐敗
[00:21:27.000 --> 00:21:33.000]  聖經說我們世人都腐敗
[00:21:33.000 --> 00:21:35.000]  世人都犯了罪
[00:21:35.000 --> 00:21:39.000]  規決神的榮耀
[00:21:39.000 --> 00:21:42.000]  罪就好像一道牆
[00:21:42.000 --> 00:21:55.000]  使人不能夠接近神
[00:21:55.000 --> 00:21:59.000]  剛才講過近代的科技發達
[00:21:59.000 --> 00:22:04.000]  人很容易接受在網上的見解
[00:22:04.000 --> 00:22:06.000]  作為真理
[00:22:06.000 --> 00:22:14.000]  這些就很容易使人效忿這個世界
[00:22:14.000 --> 00:22:17.000]  不但不會去接近神
[00:22:17.000 --> 00:22:20.000]  反而越來越離開神
[00:22:20.000 --> 00:22:25.000]  這一道牆使他們越來越離開神
[00:22:25.000 --> 00:22:29.000]  結果人的眼睛看見人生的道路
[00:22:29.000 --> 00:22:34.000]  越來越迷惑
[00:22:34.000 --> 00:22:43.000]  人的情緒就變化無常
[00:22:43.000 --> 00:22:49.000]  繼續就產生心理有低落
[00:22:49.000 --> 00:22:54.000]  有心理病
[00:22:54.000 --> 00:23:07.000]  嚴重的精神崩潰
[00:23:07.000 --> 00:23:11.000]  第二道牆
[00:23:11.000 --> 00:23:14.000]  凡是有很多年歷史的民族
[00:23:14.000 --> 00:23:17.000]  包括我們中國在內
[00:23:17.000 --> 00:23:24.000]  他們都有傳統的民間信念
[00:23:24.000 --> 00:23:33.000]  漸漸就演變成各種不同的信仰
[00:23:33.000 --> 00:23:39.000]  他們或者亂信不同的神
[00:23:39.000 --> 00:23:42.000]  埃及
[00:23:42.000 --> 00:23:43.000]  西歐
[00:23:43.000 --> 00:23:47.000]  中國
[00:23:47.000 --> 00:23:49.000]  其他國家
[00:23:49.000 --> 00:23:54.000]  我們都可以看到這樣的情形
[00:23:54.000 --> 00:23:55.000]  如果你想知道
[00:23:55.000 --> 00:23:56.000]  你問我們的宣教士
[00:23:56.000 --> 00:24:06.000]  他們親身經歷這樣的情形
[00:24:06.000 --> 00:24:10.000]  這些都是認識真神的阻力
[00:24:10.000 --> 00:24:13.000]  一道牆民間的信仰
[00:24:13.000 --> 00:24:20.000]  是認識真神的阻力
[00:24:20.000 --> 00:24:22.000]  其他的阻力有什麼呢
[00:24:22.000 --> 00:24:27.000]  就是對教會錯誤認識
[00:24:27.000 --> 00:24:29.000]  認為教會是音樂廳
[00:24:29.000 --> 00:24:31.000]  是活動的中心
[00:24:31.000 --> 00:24:35.000]  同鄉會
[00:24:35.000 --> 00:24:36.000]  學校
[00:24:36.000 --> 00:24:38.000]  文化中心
[00:24:38.000 --> 00:24:40.000]  政治組織
[00:24:40.000 --> 00:24:45.000]  托兒所
[00:24:45.000 --> 00:24:48.000]  載著小孩到這裏回家
[00:24:48.000 --> 00:24:51.000]  因為教會是托兒所
[00:24:51.000 --> 00:24:55.000]  這是錯誤的看法
[00:24:55.000 --> 00:24:57.000]  是集會的地方
[00:24:57.000 --> 00:24:59.000]  星期天有得吃
[00:24:59.000 --> 00:25:03.000]  回去集會有得講
[00:25:03.000 --> 00:25:06.000]  錯誤的看法
[00:25:06.000 --> 00:25:09.000]  T4C有一個體育的場地
[00:25:09.000 --> 00:25:12.000]  我們可以去打球
[00:25:12.000 --> 00:25:20.000]  錯誤的看法
[00:25:20.000 --> 00:25:24.000]  所有這一切都會使人錯解了
[00:25:24.000 --> 00:25:31.000]  為什麼要參加教會
[00:25:31.000 --> 00:25:38.000]  現在我們講第二個重點
[00:25:38.000 --> 00:25:45.000]  我要用恩賜去侍奉神
[00:25:45.000 --> 00:25:49.000]  保羅說你們要在這世代中發光
[00:25:49.000 --> 00:25:54.000]  好像天上的光體一樣
[00:25:54.000 --> 00:26:01.000]  把生命的道顯揚出來
[00:26:01.000 --> 00:26:03.000]  這是在菲律賓書裏
[00:26:03.000 --> 00:26:07.000]  保羅的教導
[00:26:07.000 --> 00:26:11.000]  很多留在烏克蘭的基督徒
[00:26:11.000 --> 00:26:15.000]  每天回到被炸的地區
[00:26:15.000 --> 00:26:20.000]  幫助其他人去逃難
[00:26:20.000 --> 00:26:24.000]  他們受記者訪問的時候
[00:26:24.000 --> 00:26:26.000]  他們說
[00:26:26.000 --> 00:26:32.000]  我們見到受苦的人
[00:26:32.000 --> 00:26:38.000]  流淚並且感到絕望
[00:26:38.000 --> 00:26:41.000]  他們的憂慮
[00:26:41.000 --> 00:26:46.000]  不知道怎樣渡過明天
[00:26:46.000 --> 00:26:49.000]  如果我們逃到美國
[00:26:49.000 --> 00:26:51.000]  或者歐洲
[00:26:51.000 --> 00:26:57.000]  誰將希望告訴他們
[00:26:57.000 --> 00:27:09.000]  這是烏克蘭基督徒所說的
[00:27:09.000 --> 00:27:12.000]  他們是我們各位
[00:27:12.000 --> 00:27:20.000]  在患難中生活的兄弟姊妹
[00:27:20.000 --> 00:27:25.000]  他們正在死陰的幽谷
[00:27:25.000 --> 00:27:31.000]  象人正在用象和乾帶著他們
[00:27:31.000 --> 00:27:36.000]  在黑暗裏面發光
[00:27:36.000 --> 00:27:39.000]  使得受苦的人見到
[00:27:39.000 --> 00:27:45.000]  並且認識生命之道
[00:27:45.000 --> 00:27:52.000]  我在此懇請各位為他們祈禱
[00:27:52.000 --> 00:27:55.000]  求神讓受苦的人
[00:27:55.000 --> 00:28:03.000]  在淚水裏面可以看到永恆的盼望
[00:28:03.000 --> 00:28:05.000]  保羅話召著
[00:28:05.000 --> 00:28:08.000]  賜給我的恩賜
[00:28:08.000 --> 00:28:11.000]  我們各有不同的恩賜
[00:28:11.000 --> 00:28:13.000]  講預言的
[00:28:13.000 --> 00:28:19.000]  服侍教導勸慰施予領導行善
[00:28:19.000 --> 00:28:22.000]  神做了我們財能
[00:28:22.000 --> 00:28:23.000]  賜給我們恩賜
[00:28:23.000 --> 00:28:26.000]  加爾文和馬丁路德說
[00:28:26.000 --> 00:28:29.000]  財能是神賜給我們
[00:28:29.000 --> 00:28:34.000]  用於為公共利益和榮耀神的事上
[00:28:34.000 --> 00:28:42.000]  財能和恩賜有什麼不同呢
[00:28:42.000 --> 00:28:47.000]  財能不是恩賜
[00:28:47.000 --> 00:28:51.000]  神選用合適的財能來榮耀它
[00:28:51.000 --> 00:28:58.000]  這就是恩賜
[00:28:58.000 --> 00:29:04.000]  財能
[00:29:04.000 --> 00:29:07.000]  我自舉兩個例子
[00:29:07.000 --> 00:29:12.000]  Isaac Watts有很多財能
[00:29:12.000 --> 00:29:14.000]  在音樂上
[00:29:14.000 --> 00:29:15.000]  在文學上
[00:29:15.000 --> 00:29:17.000]  語言、文文上
[00:29:17.000 --> 00:29:19.000]  有很多財能
[00:29:19.000 --> 00:29:23.000]  一位日本的藝術家
[00:29:23.000 --> 00:29:29.000]  Makedo Fujiruma Fujimura
[00:29:29.000 --> 00:29:31.000]  我不懂翻譯中文
[00:29:31.000 --> 00:29:33.000]  你們可以買他的書
[00:29:33.000 --> 00:29:36.000]  因為他作的書是得獎的
[00:29:36.000 --> 00:29:40.000]  所以你們可以買中文翻譯
[00:29:40.000 --> 00:29:52.000]  Fujimura有文學和藝術的財能
[00:29:52.000 --> 00:29:56.000]  先說Isaac Watts的財能
[00:29:56.000 --> 00:29:59.000]  他在五歲的時候
[00:29:59.000 --> 00:30:03.000]  就有作韻魂的天才
[00:30:03.000 --> 00:30:06.000]  因為他在家庭祈禱的時候
[00:30:06.000 --> 00:30:12.000]  用英文作了一首短的句子
[00:30:12.000 --> 00:30:15.000]  請大家先看看原文
[00:30:15.000 --> 00:30:23.000]  然後再看翻譯中文
[00:30:23.000 --> 00:30:26.000]  A mouse for want of stairs
[00:30:26.000 --> 00:30:31.000]  Rent down a rope to say his prayer
[00:30:31.000 --> 00:30:32.000]  這是他作的
[00:30:32.000 --> 00:30:34.000]  五歲
[00:30:34.000 --> 00:30:36.000]  中文翻譯
[00:30:36.000 --> 00:30:38.000]  小老鼠搵唔到梯子
[00:30:38.000 --> 00:30:43.000]  沿著繩子繩子下來禱告
[00:30:43.000 --> 00:30:45.000]  五歲的時候
[00:30:45.000 --> 00:30:46.000]  祈禱的時候
[00:30:46.000 --> 00:30:48.000]  他作這首詩
[00:30:48.000 --> 00:30:49.000]  結果怎樣呢
[00:30:49.000 --> 00:30:54.000]  爸爸罰他
[00:30:54.000 --> 00:30:56.000]  罰他的時候
[00:30:56.000 --> 00:30:58.000]  他又作了一句
[00:30:58.000 --> 00:31:00.000]  Father,father,mercy take
[00:31:00.000 --> 00:31:05.000]  I will no more verses take make
[00:31:05.000 --> 00:31:09.000]  爸爸,爸爸,憐憫我
[00:31:09.000 --> 00:31:12.000]  從此不再寫詩韻
[00:31:12.000 --> 00:31:15.000]  這個是他的才能
[00:31:15.000 --> 00:31:20.000]  以後神用他的才能
[00:31:20.000 --> 00:31:22.000]  用他的才能
[00:31:22.000 --> 00:31:25.000]  成為神給他的恩賜
[00:31:25.000 --> 00:31:26.000]  在文學上面
[00:31:26.000 --> 00:31:28.000]  在音樂上面
[00:31:28.000 --> 00:31:29.000]  先講他的文學
[00:31:29.000 --> 00:31:30.000]  他作了一本書
[00:31:30.000 --> 00:31:33.000]  叫做《邏輯》
[00:31:33.000 --> 00:31:36.000]  邏輯
[00:31:36.000 --> 00:31:42.000]  他說邏輯是藉著實踐顯示出來
[00:31:42.000 --> 00:31:45.000]  在那本書裡面講
[00:31:45.000 --> 00:31:50.000]  邏輯是一門實用的藝術
[00:31:50.000 --> 00:31:53.000]  可以應用在探討研究
[00:31:53.000 --> 00:31:55.000]  真理藝術
[00:31:55.000 --> 00:31:59.000]  科學或者倫理學等等等等
[00:31:59.000 --> 00:32:05.000]  都是用邏輯去探討研究
[00:32:05.000 --> 00:32:10.000]  有百多年
[00:32:10.000 --> 00:32:13.000]  很多世界著名的大學
[00:32:13.000 --> 00:32:15.000]  都用邏輯
[00:32:15.000 --> 00:32:17.000]  用Isaac Watts邏輯這本書
[00:32:17.000 --> 00:32:21.000]  作為他們的教科書
[00:32:21.000 --> 00:32:24.000]  我再找不到第二本書是
[00:32:24.000 --> 00:32:26.000]  用了百多年做教科書
[00:32:26.000 --> 00:32:28.000]  是有名的大學
[00:32:28.000 --> 00:32:33.000]  Cambridge,Oxford,Harvard
[00:32:33.000 --> 00:32:41.000]  用他的書來做教科書
