
[00:00:00.000 --> 00:00:05.040]  各位 主內的弟兄姊妹 來賓 早晨
[00:06:27.360 --> 00:06:29.520]  我們知道是在時羅的地方
[00:06:29.520 --> 00:06:31.880]  但他提到有個「殿」這個字
[00:06:31.880 --> 00:06:33.240]  又有「門」這個字
[00:06:33.240 --> 00:06:35.760]  究竟是不是當時有座建築物呢
[00:06:35.760 --> 00:06:37.280]  所以這裏看到
[00:06:37.280 --> 00:06:41.960]  很可能是以利在這個會幕旁邊的建築物睡覺的時候
[00:06:41.960 --> 00:06:42.800]  晚上
[00:06:42.800 --> 00:06:44.040]  他眼睛
[00:06:44.040 --> 00:06:45.120]  經文這樣形容他
[00:06:45.120 --> 00:06:47.600]  他當時的眼睛已經昏迷迷糊糊
[00:06:47.600 --> 00:06:50.560]  他沒有摩西那麼精靈
[00:06:50.560 --> 00:06:54.320]  摩西臨死的時候他都眼睛很精靈
[00:06:54.320 --> 00:06:55.640]  看到很多東西
[00:06:55.640 --> 00:06:57.800]  但是以利就不同
[00:06:57.800 --> 00:07:01.400]  以利當時就眼睛昏花
[00:07:01.400 --> 00:07:05.000]  看東西都看不清楚
[00:07:05.000 --> 00:07:06.520]  我們一會兒經文看到就說
[00:07:06.520 --> 00:07:08.840]  就算耶和華對他的說話給意象
[00:07:08.840 --> 00:07:11.000]  他都未必看到
[00:07:11.000 --> 00:07:13.080]  第三節這樣形容
[00:07:13.080 --> 00:07:16.480]  神的燈在耶和華的殿裏面
[00:07:16.480 --> 00:07:17.560]  殿裏面
[00:07:17.560 --> 00:07:19.160]  藥櫃裏面
[00:07:19.160 --> 00:07:20.720]  還未熄滅的時候
[00:07:20.720 --> 00:07:23.200]  撒姆爾已經睡著了
[00:07:23.200 --> 00:07:27.280]  撒姆爾在會幕當中
[00:07:27.280 --> 00:07:29.280]  在附近那裏睡覺
[00:07:29.280 --> 00:07:30.840]  當時的會幕裏面
[00:07:30.840 --> 00:07:32.480]  我們看《出埃及記》的時候
[00:07:32.480 --> 00:07:35.320]  《出埃及記》的二十七章裏面提到
[00:07:35.320 --> 00:07:38.000]  會幕裏面的燈是怎樣點的
[00:07:38.000 --> 00:07:39.160]  他規定了
[00:07:39.160 --> 00:07:43.160]  他們用要清的橄欖油
[00:07:43.160 --> 00:07:46.560]  是要延續不可讓它熄滅
[00:07:46.560 --> 00:07:48.360]  他用完就要人加添
[00:07:48.360 --> 00:07:52.200]  撒姆爾很可能就在裏面負責點燈
[00:07:52.200 --> 00:07:53.520]  有些聖經學者就說
[00:07:53.520 --> 00:07:56.000]  未熄滅的時候會不會在計算
[00:07:56.000 --> 00:07:57.720]  計算一下是否半夜
[00:07:57.720 --> 00:07:59.080]  但很可能不是
[00:07:59.080 --> 00:08:02.400]  因為聖經的教導說明是不准熄滅
[00:08:02.400 --> 00:08:04.760]  這個耶和華的燈
[00:08:04.760 --> 00:08:06.920]  在這裏故事的背景當中
[00:08:06.920 --> 00:08:07.760]  我們可能看到
[00:08:07.760 --> 00:08:11.440]  這個是象徵了耶和華神的盼望
[00:08:11.440 --> 00:08:13.160]  祂的希望
[00:08:13.160 --> 00:08:14.920]  祂們神的希望
[00:08:14.920 --> 00:08:19.920]  雖然當時耶和華神的話語是稀少
[00:08:19.920 --> 00:08:23.400]  祂很少跟這班以色列人民有意象
[00:08:23.400 --> 00:08:25.600]  跟祂傾訴甚麼是祂們
[00:08:25.600 --> 00:08:27.800]  但是耶和華神的盼望
[00:08:27.800 --> 00:08:32.120]  希望在他們當中還未熄滅
[00:08:32.120 --> 00:08:36.000]  還未繼續去灌顧這班以色列人民
[00:08:36.000 --> 00:08:38.320]  耶和華就在呼喚撒姆爾
[00:08:38.320 --> 00:08:41.880]  撒姆爾在呼喊撒姆爾
[00:08:41.880 --> 00:08:44.440]  撒姆爾聽到有人喊祂的時候
[00:08:44.440 --> 00:08:46.440]  耶和華神對他說話的時候
[00:08:46.440 --> 00:08:49.240]  祂就說「是,我在這裏」
[00:08:49.240 --> 00:08:52.040]  這是一個獨人的心腸
[00:08:52.040 --> 00:08:52.840]  「是,我在這裏」
[00:08:52.840 --> 00:08:55.680]  我們這些小朋友教兒女的時候
[00:08:55.680 --> 00:08:56.600]  你喊你的兒女的時候
[00:08:56.600 --> 00:08:57.880]  「是,我在這裏」
[00:08:57.880 --> 00:08:59.760]  祂很聽教聽話的時候
[00:08:59.760 --> 00:09:03.520]  這個就是祂以為是以利喊祂
[00:09:03.520 --> 00:09:05.880]  所以祂就跑進去屋裏
[00:09:05.880 --> 00:09:08.640]  建築物裏跑進去屋裏找以利
[00:09:08.640 --> 00:09:12.760]  以利在自己的房間裏睡覺
[00:09:12.760 --> 00:09:14.080]  「是否你喊我啊」
[00:09:14.080 --> 00:09:15.600]  「我在這裏啊」
[00:09:15.600 --> 00:09:16.920]  以利就回答祂說
[00:09:16.920 --> 00:09:18.560]  「我沒有喊你」
[00:09:18.560 --> 00:09:22.120]  「你回去睡吧」
[00:09:22.120 --> 00:09:25.640]  回去回眸那裏睡覺
[00:09:25.640 --> 00:09:27.400]  耶和華又再呼喊祂
[00:09:27.400 --> 00:09:28.160]  又再喊祂
[00:09:28.160 --> 00:09:30.520]  撒姆爾就起來了
[00:09:30.520 --> 00:09:32.520]  又再次進屋裏找以利
[00:09:32.520 --> 00:09:33.320]  吵醒以利
[00:09:33.320 --> 00:09:36.200]  「我睡到半夜你還喊我啊」
[00:09:36.200 --> 00:09:38.240]  「我最不喜歡被人半夜喊醒的」
[00:09:38.240 --> 00:09:40.680]  大家都有這樣的經驗
[00:09:40.680 --> 00:09:42.680]  以前帶小孩的時候
[00:09:42.680 --> 00:09:47.200]  有自己的子女半夜在跟他換尿片
[00:09:47.200 --> 00:09:48.280]  或者喝奶
[00:09:48.280 --> 00:09:49.680]  在喊醒他
[00:09:49.680 --> 00:09:53.520]  「你是不是喊我啊」
[00:09:53.520 --> 00:09:54.840]  以利就跟以利說
[00:09:54.840 --> 00:09:55.680]  「我沒有喊你啊」
[00:09:55.680 --> 00:09:56.720]  「你回去睡吧」
[00:09:56.720 --> 00:10:03.600]  那小孩就跟撒姆爾乖乖地回去睡覺
[00:10:03.600 --> 00:10:08.280]  回到第七節的時候就提到
[00:10:08.280 --> 00:10:13.240]  因為當時撒姆爾還沒有認識耶和華
[00:10:13.240 --> 00:10:14.840]  他分不清誰的聲音
[00:10:14.840 --> 00:10:16.360]  他知道有人喊他
[00:10:16.360 --> 00:10:20.000]  聽到聲音以為是人喊他
[00:10:20.000 --> 00:10:22.520]  但是神對他說的話
[00:10:22.520 --> 00:10:24.720]  因為他當時還沒有認識祂
[00:10:24.720 --> 00:10:26.600]  所以他還沒有分得清楚
[00:10:26.600 --> 00:10:28.400]  原來這是耶和華的聲音
[00:10:28.400 --> 00:10:30.760]  當然他聽不到祂的聲音的時候
[00:10:30.760 --> 00:10:33.800]  耶和華怎樣將異象告訴他呢
[00:10:33.800 --> 00:10:35.160]  他還沒有分辨
[00:10:35.160 --> 00:10:37.080]  聽到也不知道是神的異象
[00:10:37.080 --> 00:10:43.080]  然後耶和華神就繼續第三次呼喚撒姆爾
[00:10:43.080 --> 00:10:45.600]  撒姆爾又再起身去找以利
[00:10:45.600 --> 00:10:47.280]  以利這次醒睡了
[00:10:47.280 --> 00:10:51.960]  「我明白了 原來耶和華神跟你說話」
[00:10:51.960 --> 00:10:55.160]  他在回眸的旁邊
[00:10:55.160 --> 00:10:57.640]  在回眸當中負責點燈
[00:10:57.640 --> 00:11:01.720]  在回眸附近睡覺
[00:11:01.720 --> 00:11:06.040]  他回去以利就這樣教他
[00:11:06.040 --> 00:11:08.760]  這個師父好像他的親生父親
[00:11:08.760 --> 00:11:10.000]  現在是他的養父
[00:11:10.000 --> 00:11:11.160]  因為跟從他
[00:11:11.160 --> 00:11:14.680]  「你回去吧」
[00:11:14.680 --> 00:11:17.440]  第三次以利明白了
[00:11:17.440 --> 00:11:20.560]  在第九節提到
[00:11:20.560 --> 00:11:23.600]  以利說「耶和華 你這樣回答吧」
[00:11:23.600 --> 00:11:25.280]  「如果再聽到這個聲音」
[00:11:25.280 --> 00:11:34.120]  「耶和華 請說 僕人敬請」
[00:11:34.120 --> 00:11:37.560]  撒姆爾就回去原本的地方睡覺
[00:11:37.560 --> 00:11:40.840]  在當時的文化背景當中
[00:11:40.840 --> 00:11:43.480]  那時是舊約的時代
[00:11:43.480 --> 00:11:46.920]  當時周圍的外族人
[00:11:46.920 --> 00:11:49.920]  他們有一個習俗
[00:11:49.920 --> 00:11:52.040]  其實當時的文化也是
[00:11:52.040 --> 00:11:54.800]  如果想得到神的啟示
[00:11:54.800 --> 00:11:58.960]  就去神敬拜的地方睡覺
[00:11:58.960 --> 00:12:02.040]  去那裡領受神的聲音
[00:12:02.040 --> 00:12:05.320]  這是當時的文化背景
[00:12:05.320 --> 00:12:06.720]  我們看到這裡的時候
[00:12:06.720 --> 00:12:09.960]  原來神就在這個地方
[00:12:09.960 --> 00:12:11.960]  這個回眸當中
[00:12:11.960 --> 00:12:16.960]  去跟同志撒姆爾說話
[00:12:16.960 --> 00:12:18.280]  以利這樣教他
[00:12:18.280 --> 00:12:20.280]  「這是耶和華跟你說話」
[00:12:20.280 --> 00:12:22.160]  「你就這樣去回應祂」
[00:12:22.160 --> 00:12:24.320]  「僕人 我們是神的僕人」
[00:12:24.320 --> 00:12:28.560]  「我們要敬畏地聽從祂所說的話」
[00:12:28.560 --> 00:12:31.440]  撒姆爾就回去原本的地方睡覺
[00:12:31.440 --> 00:12:35.720]  又來到撒姆爾面前
[00:12:35.720 --> 00:12:38.320]  就說好像以前那樣
[00:12:38.320 --> 00:12:40.080]  三次 今次第四次
[00:12:40.080 --> 00:12:41.480]  「撒姆爾 撒姆爾」
[00:12:41.480 --> 00:12:42.520]  很親切
[00:12:42.520 --> 00:12:43.600]  「撒姆爾 撒姆爾」
[00:12:43.600 --> 00:12:45.640]  「我們叫我們的子女都是這樣」
[00:12:45.640 --> 00:12:47.000]  「誰誰」
[00:12:47.000 --> 00:12:48.400]  「Joshua Joshua」
[00:12:48.400 --> 00:12:53.720]  叫他好像父親叫子女的語氣
[00:12:53.720 --> 00:12:55.120]  「撒姆爾 撒姆爾」
[00:12:55.120 --> 00:12:56.680]  這是很新的關係
[00:12:56.680 --> 00:12:59.240]  一個父子的關係當中
[00:12:59.240 --> 00:13:01.960]  我們看到神在邀請撒姆爾
[00:13:01.960 --> 00:13:03.960]  「撒姆爾 撒姆爾」
[00:13:03.960 --> 00:13:07.400]  撒姆爾的回答就像以利那樣教他
[00:13:07.400 --> 00:13:10.880]  「僕人 請說 僕人敬聽」
[00:13:10.880 --> 00:13:12.880]  現在的身份完全不同了
[00:13:12.880 --> 00:13:16.440]  看到撒姆爾本來是祭司
[00:13:16.440 --> 00:13:18.480]  在會幕裏面的一個見習生
[00:13:18.480 --> 00:13:20.040]  好像做實習生一樣
[00:13:20.040 --> 00:13:23.520]  在會幕裏面學習如何去敬拜神
[00:13:23.520 --> 00:13:26.840]  學習祭司的職份
[00:13:26.840 --> 00:13:28.720]  但是現在有轉變了
[00:13:28.720 --> 00:13:31.880]  加了一層特外的身份
[00:13:31.880 --> 00:13:33.760]  他現在認識耶和華神
[00:13:33.760 --> 00:13:36.920]  可以聽到耶和華神的聲音
[00:13:36.920 --> 00:13:40.800]  分得清楚哪些是神所說的話
[00:13:40.800 --> 00:13:43.800]  他現在有先知的身份
[00:13:43.800 --> 00:13:46.280]  開始領受先知的身份
[00:13:46.280 --> 00:13:50.760]  十一節提到耶和華對撒姆爾說
[00:13:50.760 --> 00:13:53.440]  「我在以色列當中必行一事」
[00:13:53.440 --> 00:13:56.920]  「叫聽見的人都必以為」
[00:13:56.920 --> 00:13:59.120]  「這件事是很震撼的事情」
[00:13:59.120 --> 00:14:01.640]  每當聖經提到令人耳鳴的時候
[00:14:01.640 --> 00:14:05.560]  就會頒布一些懲罰的時候
[00:14:05.560 --> 00:14:09.280]  「我將會有一件特別的宣告」
[00:14:09.280 --> 00:14:13.720]  「嚴厲地懲罰這班被懲罰的人」
[00:14:13.720 --> 00:14:16.440]  那是誰呢?大家猜猜
[00:14:16.440 --> 00:14:19.480]  在第二章的時候也看到以利
[00:14:19.480 --> 00:14:24.600]  見到兩個兒子在憲制中藐視祭物
[00:14:24.600 --> 00:14:27.960]  不止這麼簡單 還行淫在會幕
[00:14:27.960 --> 00:14:31.440]  和侍奉的婦女在行淫
[00:14:31.440 --> 00:14:39.600]  但是以利看重兒子多於看重神
[00:14:39.600 --> 00:14:42.160]  尊重兒子多於尊重耶和華神
[00:14:42.160 --> 00:14:48.320]  當時他任由兩個兒子繼續犯罪
[00:14:48.320 --> 00:14:50.320]  我們一看到這句話有什麼懲罰呢?
[00:14:50.320 --> 00:14:53.760]  我們當然可以回想到這些事情
[00:14:53.760 --> 00:14:56.520]  十二節提到
[00:14:56.520 --> 00:14:58.520]  「我指著以利家所說的話」
[00:14:58.520 --> 00:15:01.480]  「到了時候我會懲罰」
[00:15:01.480 --> 00:15:06.280]  「我必終始終應嚴在以利身上」
[00:15:06.280 --> 00:15:08.600]  「我曾告訴他們」
[00:15:08.600 --> 00:15:09.440]  耶和華這樣說
[00:15:09.440 --> 00:15:13.080]  「我曾告訴以利」
[00:15:13.080 --> 00:15:17.800]  「他必會永遠幹罪於他的家裡」
[00:15:17.800 --> 00:15:20.000]  因為什麼?原因是什麼?
[00:15:20.000 --> 00:15:24.560]  「他知道兒子作孽 自招就做」
[00:15:24.560 --> 00:15:27.840]  「卻不禁止他們」
[00:15:27.840 --> 00:15:31.960]  做父親的不禁止子女繼續犯罪
[00:15:31.960 --> 00:15:35.720]  加上這是侍奉敬拜的事情
[00:15:35.720 --> 00:15:38.160]  怎可以容許罪在藐視神
[00:15:38.160 --> 00:15:41.160]  在神的殿裏繼續犯罪
[00:15:41.160 --> 00:15:42.600]  還帶領其他人犯罪
[00:15:42.600 --> 00:15:44.480]  做兒子的這樣錯了
[00:15:44.480 --> 00:15:47.880]  做爸爸的身為大祭司的身份時
[00:15:47.880 --> 00:15:54.480]  怎可以任由他們在侍奉敬拜當中犯罪
[00:15:54.480 --> 00:15:56.440]  所以第十四節提到
[00:15:56.440 --> 00:15:58.160]  所以耶和華這樣說
[00:15:58.160 --> 00:15:59.880]  「向以利家起個誓」
[00:15:59.880 --> 00:16:02.520]  「以利家的罪孽和他所受的祭物」
[00:16:02.520 --> 00:16:04.600]  「都不能夠熟悉他們的罪」
[00:16:04.600 --> 00:16:05.320]  我們侍奉的
[00:16:05.320 --> 00:16:08.280]  我們每次每日侍奉之前
[00:16:08.280 --> 00:16:10.840]  崇拜之前都會有禱告
[00:16:10.840 --> 00:16:13.120]  我們在神面前認罪悔改
[00:16:13.120 --> 00:16:18.320]  我們要結證我們心中一些隱然未見的罪
[00:16:18.320 --> 00:16:20.120]  無意間所犯的罪
[00:16:20.120 --> 00:16:23.120]  我們求神寬恕我們
[00:16:23.120 --> 00:16:25.320]  他們祭司都有這樣的事情
[00:16:25.320 --> 00:16:28.320]  都會有祭司之間的背景
[00:16:28.320 --> 00:16:31.880]  祭司都會向神獻祭去認罪
[00:16:31.880 --> 00:16:34.400]  但是耶和華神這樣說
[00:16:34.400 --> 00:16:37.640]  「就算你們這些祭司以利和他的兒子」
[00:16:37.640 --> 00:16:40.000]  「用甚麼獻祭方法去挽回他的兒子」
[00:16:40.000 --> 00:16:41.600]  「去挽回他過去所犯的罪」
[00:16:41.600 --> 00:16:45.200]  「這個罪已經是他不可以再容忍」
[00:16:45.200 --> 00:16:47.720]  「他將會去懲罰以利家」
[00:16:47.720 --> 00:16:49.880]  「以利這個家而已」
[00:16:49.880 --> 00:16:52.600]  十四節就說到這件事情
[00:16:52.600 --> 00:16:55.000]  之後說完就說
[00:16:55.000 --> 00:16:57.640]  撒姆爾就回去睡覺了
[00:16:57.640 --> 00:16:59.480]  睡到天亮了
[00:16:59.480 --> 00:17:06.720]  當他打開耶和華的殿門的時候
[00:17:06.720 --> 00:17:12.600]  所以看到有建築物在旁邊
[00:17:12.600 --> 00:17:16.600]  有門在回眸旁邊
[00:17:16.600 --> 00:17:21.800]  他就不敢將這個異象告訴以利
[00:17:21.800 --> 00:17:25.040]  當然害怕 怎會有一點點害怕
[00:17:25.040 --> 00:17:27.720]  他當他是爸爸一樣
[00:17:27.720 --> 00:17:30.480]  他自小斷奶的時候
[00:17:30.480 --> 00:17:35.640]  他媽媽就帶著撒姆爾去回眸當中侍奉
[00:17:35.640 --> 00:17:38.440]  以利就忍耐著他長大
[00:17:38.440 --> 00:17:40.400]  然後幾時斷奶
[00:17:40.400 --> 00:17:43.960]  斷奶之後就做到十二歲
[00:17:43.960 --> 00:17:45.400]  已經十多年了
[00:17:45.400 --> 00:17:46.800]  超過十年的時候
[00:17:46.800 --> 00:17:49.920]  就是在以利照顧他 教他
[00:17:49.920 --> 00:17:55.000]  他一開始就不敢跟以利說發生過甚麼事
[00:17:55.000 --> 00:17:57.520]  但是以利就叫撒姆爾
[00:17:57.520 --> 00:18:00.560]  當然有一點點尷尬的情況
[00:18:00.560 --> 00:18:05.280]  為甚麼神會跟一個小孩子撒姆爾聊天
[00:18:05.280 --> 00:18:07.040]  但是又不跟以利聊天呢
[00:18:07.040 --> 00:18:10.160]  大家有沒有想過
[00:18:10.160 --> 00:18:14.800]  究竟其實以利都是神已經開始離棄以利
[00:18:14.800 --> 00:18:18.680]  覺得他跟你說話都不想跟你聊天
[00:18:18.680 --> 00:18:22.160]  但是反而神就跟撒姆爾
[00:18:22.160 --> 00:18:25.560]  現在以利就在逼宮
[00:18:25.560 --> 00:18:28.840]  撒姆爾你快點過來
[00:18:28.840 --> 00:18:29.600]  我兒撒姆爾
[00:18:29.600 --> 00:18:30.720]  兒子過來
[00:18:30.720 --> 00:18:31.960]  撒姆爾你過來
[00:18:31.960 --> 00:18:34.280]  告訴我有甚麼秘密
[00:18:34.280 --> 00:18:37.040]  告訴我神會說甚麼
[00:18:37.040 --> 00:18:41.640]  撒姆爾當然有個存在謙卑的心
[00:18:41.640 --> 00:18:43.960]  我在這就過去了
[00:18:43.960 --> 00:18:46.880]  在第十七以利他就這樣跟神說
[00:18:46.880 --> 00:18:50.960]  以利跟你說甚麼你不可以隱瞞我
[00:18:50.960 --> 00:18:53.560]  如果你隱瞞一句話
[00:18:53.560 --> 00:18:56.320]  願神大大懲罰你
[00:18:56.320 --> 00:19:00.360]  他自己當自己跟神有很好的關係
[00:19:00.360 --> 00:19:05.840]  就在撒姆爾
[00:19:05.840 --> 00:19:06.920]  如果你不這樣說
[00:19:06.920 --> 00:19:09.960]  神就會懲罰你
[00:19:09.960 --> 00:19:11.400]  他自己是甚麼身份呢
[00:19:11.400 --> 00:19:16.920]  神已經說要定他死罪
[00:19:16.920 --> 00:19:19.040]  他這樣跟撒姆爾說
[00:19:19.040 --> 00:19:22.680]  撒姆爾就將一切的話
[00:19:22.680 --> 00:19:25.600]  一切 一意不決
[00:19:25.600 --> 00:19:27.200]  一與一切
[00:19:27.200 --> 00:19:28.440]  完完整整的
[00:19:28.440 --> 00:19:33.600]  將神的話語完完全全地告訴以利
[00:19:33.600 --> 00:19:35.240]  絕對沒有隱瞞
[00:19:35.240 --> 00:19:37.120]  以利的反應是甚麼
[00:19:37.120 --> 00:19:40.840]  這些是出於耶和華神的話語
[00:19:40.840 --> 00:19:45.800]  願他的旨意成就
[00:19:45.800 --> 00:19:51.600]  我不知道自己有沒有活到這個地步
[00:19:51.600 --> 00:19:54.320]  以利都很尊重神的話語
[00:19:54.320 --> 00:19:55.600]  看到這一點
[00:19:55.600 --> 00:19:57.520]  但是又看到以利
[00:19:57.520 --> 00:19:59.960]  他真的還沒有悔改的心
[00:19:59.960 --> 00:20:01.640]  為甚麼還不去說
[00:20:01.640 --> 00:20:05.560]  真的要有些根正的悔改行為
[00:20:05.560 --> 00:20:08.480]  要去改變呢
[00:20:08.480 --> 00:20:10.160]  我們看不到以利的改變
[00:20:10.160 --> 00:20:15.280]  但是他只有安然地接受神的旨意
[00:20:15.280 --> 00:20:17.760]  撒姆爾就算是自己的父親
