
[00:00:00.000 --> 00:00:01.940]  上次我們講羅馬書第六章的時候
[00:07:24.020 --> 00:07:25.220]  為甚麼呢?
[00:07:25.220 --> 00:07:27.220]  這些是令到我們很費解的
[00:07:27.220 --> 00:07:28.500]  不過立法局原來
[00:07:28.500 --> 00:07:31.340]  做這些行為完全是不犯法的
[00:07:31.340 --> 00:07:36.060]  你試試在小學的課室裏面發生這三件事
[00:07:36.060 --> 00:07:37.700]  一定出事的
[00:07:37.700 --> 00:07:39.980]  你想像一個小學生上課的時候
[00:07:39.980 --> 00:07:42.540]  拿部手機出來或拿部ipad出來上閒網
[00:07:42.540 --> 00:07:44.100]  或者在考試的時候
[00:07:44.100 --> 00:07:46.820]  大家用手機whatsapp的互通答案
[00:07:46.820 --> 00:07:49.180]  這就叫出貓了
[00:07:49.180 --> 00:07:50.580]  所以很清楚
[00:07:50.580 --> 00:07:51.180]  你想像一下
[00:07:51.180 --> 00:07:52.580]  在小學的考試裏面
[00:07:52.580 --> 00:07:57.300]  那個班主任用whatsapp提點其中幾個學生
[00:07:57.300 --> 00:07:58.180]  第一題的答案是甚麼
[00:07:58.180 --> 00:07:58.900]  第二題的答案是甚麼
[00:07:58.900 --> 00:07:59.900]  第三題的答案是甚麼
[00:07:59.900 --> 00:08:02.060]  當然是犯法 當然是不合理
[00:08:02.060 --> 00:08:02.860]  為甚麼呢?
[00:08:02.860 --> 00:08:06.420]  因為在小學的課室裏面
[00:08:06.420 --> 00:08:10.460]  已經有法律的規定告訴我們
[00:08:10.460 --> 00:08:11.740]  這樣做是不對的
[00:08:11.740 --> 00:08:13.500]  但立法局原來是沒有的
[00:08:13.500 --> 00:08:14.780]  所以議員這樣做
[00:08:14.780 --> 00:08:16.220]  你不可以譴責他
[00:08:16.220 --> 00:08:17.780]  因為竟然是沒有
[00:08:17.780 --> 00:08:20.180]  但本來要問的問題是
[00:08:20.180 --> 00:08:21.740]  沒有法律規定
[00:08:21.740 --> 00:08:27.300]  是否等於那件事不是罪
[00:08:27.300 --> 00:08:28.620]  沒有法律規定的時候
[00:08:28.620 --> 00:08:31.100]  人就不知道那件事是罪
[00:08:31.100 --> 00:08:34.300]  不知道代表那件事是不是罪
[00:08:34.300 --> 00:08:35.340]  中華人的說話叫做
[00:08:35.340 --> 00:08:37.620]  不知者不罪
[00:08:37.620 --> 00:08:38.500]  不知者不罪
[00:08:38.500 --> 00:08:40.300]  但不知道是否等於不是罪
[00:08:40.300 --> 00:08:41.380]  等於這樣
[00:08:41.380 --> 00:08:43.340]  我們香港人很喜歡日本
[00:08:43.340 --> 00:08:47.460]  我們在日本坐地鐵的時候
[00:08:47.460 --> 00:08:50.260]  原來在日本的地鐵是不准聊天的
[00:08:50.260 --> 00:08:51.060]  我們又不知道
[00:08:51.060 --> 00:08:52.060]  不准聊電話
[00:08:52.060 --> 00:08:52.900]  我們又不知道
[00:08:52.900 --> 00:08:54.300]  我們照樣聊
[00:08:54.300 --> 00:08:56.620]  國內的愛國人士
[00:08:56.620 --> 00:08:58.340]  即是那些強國人來到地鐵
[00:08:58.340 --> 00:09:02.340]  他又不知道原來不可以小便
[00:09:02.340 --> 00:09:05.780]  我們會大肆報道
[00:09:05.780 --> 00:09:08.420]  強國人來到香港在地鐵小便
[00:09:08.420 --> 00:09:10.180]  但日本的傳媒沒有大肆報道
[00:09:10.180 --> 00:09:13.300]  我們香港人坐地鐵在講電話
[00:09:13.300 --> 00:09:14.820]  香港人多醜陋
[00:09:14.820 --> 00:09:15.980]  多沒禮貌
[00:09:15.980 --> 00:09:17.700]  來到我們這裡在講電話
[00:09:17.700 --> 00:09:20.180]  不知者不罪
[00:09:20.180 --> 00:09:23.140]  但是不是真的不知者就不罪
[00:09:23.140 --> 00:09:24.420]  不知者不罪的意思是
[00:09:24.420 --> 00:09:26.500]  那個人不知道這是罪
[00:09:26.500 --> 00:09:29.460]  但在客觀標準裏面這個仍然是罪
[00:09:29.460 --> 00:09:32.180]  所以本來就提到這個很弔詭性的問題
[00:09:32.180 --> 00:09:33.940]  法律上沒有講
[00:09:33.940 --> 00:09:36.540]  但那件事未定為罪的時候
[00:09:36.540 --> 00:09:39.500]  其實客觀裏面它是不是真的罪呢
[00:09:39.500 --> 00:09:40.940]  仍然都是
[00:09:40.940 --> 00:09:42.140]  但問題是
[00:09:42.140 --> 00:09:45.060]  究竟誰定甚麼是罪
[00:09:45.060 --> 00:09:47.060]  甚麼不是罪呢
[00:09:47.060 --> 00:09:49.300]  在律法裏面是上帝所頒布的
[00:09:49.300 --> 00:09:52.420]  上帝是最終決定甚麼是對
[00:09:52.420 --> 00:09:53.260]  甚麼是不對
[00:09:53.260 --> 00:09:54.020]  甚麼是罪
[00:09:54.020 --> 00:09:54.860]  甚麼不是罪
[00:09:54.860 --> 00:09:56.260]  不是由人定的
[00:09:56.260 --> 00:10:00.780]  但現在的國家的法律是由人定的
[00:10:00.780 --> 00:10:02.260]  人權至上的時候
[00:10:02.260 --> 00:10:05.420]  人權會凌駕於上帝的標準那裏
[00:10:05.420 --> 00:10:07.580]  人權會大過上帝
[00:10:07.580 --> 00:10:11.980]  所以人會立一些法律去違背上帝的標準
[00:10:11.980 --> 00:10:14.100]  這是很自然會發生的事情
[00:10:14.100 --> 00:10:15.460]  但我們本來在這裡提到的
[00:10:15.460 --> 00:10:16.660]  討論的問題就是說
[00:10:16.660 --> 00:10:18.700]  如果律法本身不是罪的
[00:10:18.700 --> 00:10:19.660]  那發生甚麼事呢
[00:10:19.660 --> 00:10:21.300]  他說因為律法本身不是罪
[00:10:21.300 --> 00:10:23.460]  律法反而叫我們知道甚麼叫做罪
[00:10:23.460 --> 00:10:25.900]  但當我們一知道甚麼叫做罪的時候
[00:10:25.900 --> 00:10:32.260]  罪就是在我裏面挑動我的私欲去犯罪
[00:10:32.260 --> 00:10:35.300]  所以律法和罪的那種糾纏不清的關係
[00:10:35.300 --> 00:10:37.300]  如果沒有律法我們不知道甚麼叫做罪
[00:10:37.300 --> 00:10:39.580]  但當有律法我們知道甚麼叫做罪的時候
[00:10:39.580 --> 00:10:43.580]  罪就藉著這個律法來挑動我去犯罪
[00:10:43.580 --> 00:10:45.220]  那個糾纏不清就在這裏
[00:10:45.220 --> 00:10:47.220]  但律法本身仍然是無事的
[00:10:47.220 --> 00:10:48.700]  律法本身仍然都是
[00:10:48.700 --> 00:10:50.980]  所以作為律法本身仍然是聖潔的
[00:10:50.980 --> 00:10:52.060]  都是良善的
[00:10:52.060 --> 00:10:52.980]  問題在哪裏
[00:10:52.980 --> 00:10:56.220]  問題出於罪的問題
[00:10:56.220 --> 00:10:57.580]  我們怎樣理解這件事呢
[00:10:57.580 --> 00:11:01.740]  在香港最近荔園復活
[00:11:01.740 --> 00:11:03.260]  我未有機會去
[00:11:03.260 --> 00:11:06.300]  在中環荔園復活
[00:11:06.300 --> 00:11:09.140]  有三個小時有幾萬人進去
[00:11:09.140 --> 00:11:13.900]  當然不夠另一間賣傢俬的更加擠爆
[00:11:13.900 --> 00:11:15.900]  原來香港人很喜歡買傢俬
[00:11:15.900 --> 00:11:17.100]  很奇怪
[00:11:17.100 --> 00:11:19.980]  進去後出不來
[00:11:19.980 --> 00:11:23.100]  在賣傢俬的店裏可能大家都睡了一張床
[00:11:23.100 --> 00:11:24.860]  鎖在沙發裏等
[00:11:24.860 --> 00:11:29.300]  在荔園裏面最吸引人的有三樣東西
[00:11:29.300 --> 00:11:31.500]  不過這次荔園復活當然沒有其中一樣
[00:11:31.500 --> 00:11:33.940]  第一樣就是動物園
[00:11:33.940 --> 00:11:37.300]  我們小時候沒甚麼機會真的可以看到動物
[00:11:37.300 --> 00:11:38.260]  摸到動物
[00:11:38.260 --> 00:11:40.260]  所以就很喜歡去荔園
[00:11:40.260 --> 00:11:42.100]  就去荔園見大象
[00:11:42.100 --> 00:11:43.260]  我還記得大象死了
[00:11:43.260 --> 00:11:47.020]  我們會有種好像親人死了的感覺
[00:11:47.020 --> 00:11:48.860]  為甚麼去荔園見大象
[00:11:48.860 --> 00:11:50.260]  因為我們沒見過大象
[00:11:50.260 --> 00:11:53.060]  可以去摸到大象當然開心
[00:11:53.060 --> 00:11:55.820]  還要買一隻香蕉餵牠們吃
[00:11:55.820 --> 00:11:57.780]  那時候我們窮到連自己都沒有香蕉吃
[00:11:57.780 --> 00:11:59.380]  竟然買一隻香蕉餵大象吃
[00:11:59.380 --> 00:12:01.220]  你想想多瘟病
[00:12:01.220 --> 00:12:05.580]  第二個吸引大人的地方就是丟街磚
[00:12:05.580 --> 00:12:06.900]  用錢來丟街磚
[00:12:06.900 --> 00:12:09.140]  每個大人都認為自己進去是丟得到的
[00:12:09.140 --> 00:12:11.860]  不知為何街磚真的滑了
[00:12:11.860 --> 00:12:13.060]  很難中
[00:12:13.060 --> 00:12:17.860]  第三個吸引人就是荔園的恐怖屋
[00:12:17.860 --> 00:12:21.500]  恐怖屋就是大家不相信它很恐怖
[00:12:21.500 --> 00:12:24.380]  我記得恐怖屋的門前寫了一句話
[00:12:24.380 --> 00:12:27.060]  膽小的人就不要進去
[00:12:27.060 --> 00:12:28.460]  本來不想進去
[00:12:28.460 --> 00:12:30.500]  但一寫膽小的人就不要進去
[00:12:30.500 --> 00:12:31.420]  豈有此理
[00:12:31.420 --> 00:12:32.420]  我就要進去給你看
[00:12:32.420 --> 00:12:34.260]  認明我不是膽小的
[00:12:34.260 --> 00:12:37.140]  你明白這段經文的意思
[00:12:37.140 --> 00:12:38.860]  當律法寫出來之後
[00:12:38.860 --> 00:12:41.660]  明明這個警告告訴你膽小的人不要進去
[00:12:41.660 --> 00:12:45.260]  但是罪就藉著這句話挑動我裡面的情慾
[00:12:45.260 --> 00:12:46.980]  我就要進去
[00:12:46.980 --> 00:12:49.140]  我進去的時候不害怕
[00:12:49.140 --> 00:12:51.020]  有東西不斷在搖晃
[00:12:51.020 --> 00:12:53.060]  突然有東西好像在拉你
[00:12:53.060 --> 00:12:54.260]  突然有一個公仔掉下來
[00:12:54.260 --> 00:12:55.460]  頭對著你的頭
[00:12:55.460 --> 00:12:57.100]  黑漆漆的嚇死你
[00:12:57.100 --> 00:12:58.580]  其實是有點害怕
[00:12:58.580 --> 00:12:59.500]  但不是很害怕
[00:12:59.500 --> 00:13:02.580]  最害怕的是女生在前面後面突然大叫
[00:13:02.580 --> 00:13:06.180]  原本不害怕都會嚇怕
[00:13:06.180 --> 00:13:09.060]  真人大叫已經不是假的
[00:13:09.060 --> 00:13:11.780]  出來之後男男女女都害怕得冒汗
[00:13:11.780 --> 00:13:12.900]  但男生就罵女生
[00:13:12.900 --> 00:13:13.460]  最壞是你
[00:13:13.460 --> 00:13:14.220]  我本來就不害怕
[00:13:14.220 --> 00:13:16.780]  被你嚇到我都害怕了
[00:13:16.780 --> 00:13:18.300]  膽小的人不要進去
[00:13:18.300 --> 00:13:21.780]  這句話挑戰了大部分的人要進去
[00:13:21.780 --> 00:13:24.900]  證明自己不是膽小
[00:13:24.900 --> 00:13:30.260]  律法的說不要貪心就挑起了我們貪心
[00:13:30.260 --> 00:13:32.620]  當我媽不長進吃飯的時候
[00:13:32.620 --> 00:13:33.260]  跟兒子說
[00:13:33.260 --> 00:13:35.460]  兒子吃完飯就給你一顆朱古力
[00:13:35.460 --> 00:13:37.620]  你吃一顆朱古力放在桌面
[00:13:37.620 --> 00:13:41.380]  這顆朱古力真的挑動了兒子很大的問題
[00:13:41.380 --> 00:13:43.260]  兒子馬上趕快吃飯
[00:13:43.260 --> 00:13:43.860]  第一個可能性
[00:13:43.860 --> 00:13:47.220]  第二個可能性就是趁媽媽看不到就倒了一碗飯
[00:13:47.220 --> 00:13:49.340]  因為她目的就是想吃一顆朱古力
[00:13:49.340 --> 00:13:54.380]  這顆朱古力挑動了兒子的犯罪
[00:13:54.380 --> 00:13:56.420]  想像一下人是很奇怪的
[00:13:56.420 --> 00:14:01.460]  我們越是要思想不好想那件事
[00:14:01.460 --> 00:14:04.500]  我們就會越想那件事
[00:14:04.500 --> 00:14:06.180]  不要想吃雪糕
[00:14:06.180 --> 00:14:08.700]  雪糕兩字一提雪糕就在這裡
[00:14:08.700 --> 00:14:09.660]  不要想吃雪糕
[00:14:09.660 --> 00:14:11.700]  一說就壞一說就壞
[00:14:11.700 --> 00:14:13.060]  千萬不要想千萬不要想
[00:14:13.060 --> 00:14:14.980]  雪糕繼續在這裡
[00:14:14.980 --> 00:14:16.460]  你明白我的情況
[00:14:16.460 --> 00:14:20.460]  當律法說不要貪的時候
[00:14:20.460 --> 00:14:22.380]  我們就貪了
[00:14:22.380 --> 00:14:23.660]  這個貪是怎樣出來的
[00:14:23.660 --> 00:14:25.060]  是律法本身出現了問題
[00:14:25.060 --> 00:14:25.740]  當然不是
[00:14:25.740 --> 00:14:26.940]  律法本身是良善的
[00:14:26.940 --> 00:14:27.860]  是聖潔的
[00:14:27.860 --> 00:14:32.380]  問題是罪令我們挑動了我們的情慾
[00:14:32.380 --> 00:14:35.140]  以致我們犯罪
[00:14:35.140 --> 00:14:36.340]  這樣的時候
[00:14:36.340 --> 00:14:37.420]  究竟發生什麼事
[00:14:37.420 --> 00:14:38.340]  保羅在這裡提的
[00:14:38.340 --> 00:14:40.860]  就正正要提出一個問題
[00:14:40.860 --> 00:14:43.980]  既然律法本身是聖潔的
[00:14:43.980 --> 00:14:45.580]  是良善的
[00:14:45.580 --> 00:14:47.540]  它是叫我們知罪的
[00:14:47.540 --> 00:14:50.060]  人如果能夠遵守律法的話
[00:14:50.060 --> 00:14:51.860]  人就不犯罪了
[00:14:51.860 --> 00:14:53.420]  能夠遵守律法的話
[00:14:53.420 --> 00:14:54.340]  就是一個完全人
[00:14:54.340 --> 00:14:55.860]  一個被稱議的人了
[00:14:55.860 --> 00:14:57.220]  很可惜
[00:14:57.220 --> 00:15:00.380]  答案或過程並不是這麼簡單
[00:15:00.380 --> 00:15:03.940]  整個過程是當律法定了什麼叫做罪的時候
[00:15:03.940 --> 00:15:09.180]  原來罪就透過律法挑動我裡面的那種情慾
[00:15:09.180 --> 00:15:12.780]  以致到我因為這樣我就犯罪了
[00:15:12.780 --> 00:15:13.900]  保羅在這裡這麼說
[00:15:13.900 --> 00:15:16.740]  就正正要推翻了律法的功能
[00:15:16.740 --> 00:15:18.620]  人誤會的功能
[00:15:18.620 --> 00:15:22.780]  律法沒有能力叫我們不犯罪
[00:15:22.780 --> 00:15:23.900]  這是第一
[00:15:23.900 --> 00:15:24.780]  第二
[00:15:24.780 --> 00:15:25.580]  我們知道
[00:15:25.580 --> 00:15:27.380]  既然律法的存在
[00:15:27.380 --> 00:15:33.060]  是罪與律法之間的關係這麼糾纏不清的話
[00:15:33.060 --> 00:15:37.540]  律法就沒有能力幫助我們脫離罪了
[00:15:37.540 --> 00:15:39.060]  因為律法的存在
[00:15:39.060 --> 00:15:43.380]  罪就會出現來藉著律法挑動我犯罪
[00:15:43.380 --> 00:15:47.260]  那麼律法本身又怎麼能夠幫我脫離罪呢?
[00:15:47.260 --> 00:15:51.140]  所以一直在說要遵守律法
[00:15:51.140 --> 00:15:52.500]  持守律法
[00:15:52.500 --> 00:15:54.220]  以致能夠被稱議
[00:15:54.220 --> 00:15:56.100]  能夠無罪的話
[00:15:56.100 --> 00:15:59.140]  這種途徑是必然失敗的
[00:15:59.140 --> 00:16:04.940]  這個就是保羅第七章裡面花這麼多時間要解釋的一個很主要的原因
[00:16:04.940 --> 00:16:05.820]  第二
[00:16:05.820 --> 00:16:07.180]  在繼續說下去的時候
[00:16:07.180 --> 00:16:09.540]  在羅馬書第七章十四到二十四字
[00:16:09.540 --> 00:16:12.820]  我們未說下去之前必須要解決一個問題
[00:16:12.820 --> 00:16:14.380]  在一段經文裡面保羅提到
[00:16:14.380 --> 00:16:16.740]  他說我裡面有兩個律
[00:16:16.740 --> 00:16:18.780]  我想做好的時候
