
[00:00:00.000 --> 00:00:06.360]  今天和大家分享的訊息是在「明白主的心」的系列裡面
[00:03:59.000 --> 00:04:01.000]  機電比較容易說
[00:04:01.000 --> 00:04:04.000]  但是機電沒理由跟你們說
[00:04:04.000 --> 00:04:05.400]  你們也懂的
[00:04:05.400 --> 00:04:07.800]  所以我一開始就想
[00:04:07.800 --> 00:04:09.000]  說哪一個好呢?
[00:04:09.000 --> 00:04:10.200]  時詩裡面
[00:04:10.200 --> 00:04:11.600]  說哪一個時詩
[00:04:11.600 --> 00:04:13.600]  哪一段經文好呢?
[00:04:13.600 --> 00:04:16.800]  Pastor Jean 說「你說母親節的時候」
[00:04:16.800 --> 00:04:22.600]  我就想「不如說一個Deborah」
[00:04:22.600 --> 00:04:24.800]  但是我自以為
[00:04:24.800 --> 00:04:27.800]  時詩記都看得很清楚的時候
[00:04:27.800 --> 00:04:30.400]  越看越預備的時候
[00:04:30.400 --> 00:04:31.600]  我就真的很想改這個
[00:04:31.600 --> 00:04:33.400]  「明白主的心」系列
[00:04:33.400 --> 00:04:36.200]  我怕Kanga會罵我
[00:04:36.200 --> 00:04:41.000]  我覺得還是嘗試去明白主的心
[00:04:41.000 --> 00:04:43.800]  多一點的系列
[00:04:43.800 --> 00:04:47.200]  我相信沒有人完全肯定地說
[00:04:47.200 --> 00:04:49.400]  「我明白主的心了」
[00:04:49.400 --> 00:04:53.200]  也沒有人可以這麼絕對的
[00:04:53.200 --> 00:04:57.000]  就當她是嘗試明白主的心
[00:04:57.000 --> 00:04:59.400]  多一點系列去聽
[00:04:59.400 --> 00:05:01.200]  剛才有人猜中了
[00:05:01.200 --> 00:05:03.600]  我會說的經文
[00:05:03.600 --> 00:05:06.200]  就是關於一個女詩詩
[00:05:06.200 --> 00:05:08.000]  叫做「底波拉」
[00:05:08.000 --> 00:05:11.200]  記載在時詩記的第四、第五章
[00:05:11.200 --> 00:05:13.600]  但是實在又是太長
[00:05:13.600 --> 00:05:16.600]  我就選錄了第一至十六章
[00:05:16.600 --> 00:05:18.800]  第四章的一至十六節
[00:05:18.800 --> 00:05:20.800]  跟你們分享
[00:05:20.800 --> 00:05:23.400]  這裡有沒有人叫Deborah?
[00:05:23.400 --> 00:05:25.600]  應該這樣的名字都沒有人再叫
[00:05:25.600 --> 00:05:27.000]  不是很流行的
[00:05:27.000 --> 00:05:28.400]  Debbie 可能也有
[00:05:28.400 --> 00:05:30.400]  Deborah 就真的未必有
[00:05:30.400 --> 00:05:32.800]  我找一些圖片
[00:05:32.800 --> 00:05:34.000]  看看Deborah
[00:05:34.000 --> 00:05:36.400]  其實在大家的眼中
[00:05:36.400 --> 00:05:40.200]  應該大概是一個什麼樣子的女士呢?
[00:05:40.200 --> 00:05:41.600]  我找了一些
[00:05:41.600 --> 00:05:43.800]  其中這三幅你可以看看
[00:05:43.800 --> 00:05:46.200]  待會我們再分享的時候
[00:05:46.200 --> 00:05:48.400]  你會不會看得出她是
[00:05:48.400 --> 00:05:50.400]  究竟為什麼
[00:05:50.400 --> 00:05:52.600]  畫家或者攝影師
[00:05:52.600 --> 00:05:53.600]  或者是
[00:05:53.600 --> 00:05:54.400]  不知道了
[00:05:54.400 --> 00:05:56.400]  會做一個形象出來
[00:05:56.400 --> 00:06:02.200]  她有一個叫做什麼題?
[00:06:02.200 --> 00:06:03.000]  前題的
[00:06:03.000 --> 00:06:05.800]  她是「以色列之母」
[00:06:06.800 --> 00:06:08.400]  可能你會覺得
[00:06:08.400 --> 00:06:10.200]  我看過時事記
[00:06:10.200 --> 00:06:12.000]  不過我都不記得有一個
[00:06:12.000 --> 00:06:14.800]  「以色列之母」是叫Deborah
[00:06:14.800 --> 00:06:17.600]  或者Deborah是「以色列之母」
[00:06:17.600 --> 00:06:20.800]  現在誠實地告訴我
[00:06:20.800 --> 00:06:22.000]  誰
[00:06:22.000 --> 00:06:23.600]  已經知道其實
[00:06:23.600 --> 00:06:26.200]  Deborah是「以色列之母」的?
[00:06:26.200 --> 00:06:27.400]  有沒有人記得的?
[00:06:27.400 --> 00:06:28.200]  有一個
[00:06:28.200 --> 00:06:29.600]  因為我跟她說的時候
[00:06:29.600 --> 00:06:32.800]  告訴她的
[00:06:32.800 --> 00:06:33.400]  我呢
[00:06:33.400 --> 00:06:36.400]  一開始看的時候都有點慚愧
[00:06:36.400 --> 00:06:38.200]  為什麼我不知道
[00:06:38.200 --> 00:06:41.200]  她是「以色列之母」這麼厲害呢?
[00:06:41.200 --> 00:06:42.200]  於是乎
[00:06:42.200 --> 00:06:44.800]  再跟其他同工分享
[00:06:44.800 --> 00:06:48.400]  跟家裡的老公分享
[00:06:48.400 --> 00:06:50.400]  跟同學分享
[00:06:50.400 --> 00:06:52.000]  我的題目的時候
[00:06:52.000 --> 00:06:52.800]  他們都會說
[00:06:52.800 --> 00:06:54.600]  為什麼是「以色列之母」?
[00:06:54.600 --> 00:06:55.200]  我說
[00:06:55.200 --> 00:06:56.800]  《聖經》寫的
[00:06:56.800 --> 00:06:58.200]  不是我作的
[00:06:58.200 --> 00:07:01.200]  在五章七節那裡這樣說的
[00:07:01.200 --> 00:07:04.000]  「以色列中官長都停職了」
[00:07:04.000 --> 00:07:06.000]  「直到我Deborah興起」
[00:07:06.000 --> 00:07:10.800]  「讓我興起作以色列之母」
[00:07:10.800 --> 00:07:12.200]  你可能覺得
[00:07:12.200 --> 00:07:12.800]  喂
[00:07:12.800 --> 00:07:16.800]  原來她自己說自己是「以色列之母」
[00:07:16.800 --> 00:07:18.800]  你又要知道《聖經》是什麼?
[00:07:18.800 --> 00:07:20.800]  是神所默示的
[00:07:20.800 --> 00:07:23.600]  如果她不配做「以色列之母」
[00:07:23.600 --> 00:07:24.600]  我相信
[00:07:24.600 --> 00:07:28.200]  神是不會讓這一句在《聖經》出現的
[00:07:28.200 --> 00:07:29.000]  就等於
[00:07:29.000 --> 00:07:30.600]  如果我說
[00:07:30.600 --> 00:07:33.600]  Julia是「同福堂之母」
[00:07:33.600 --> 00:07:36.600]  (笑)
[00:07:36.600 --> 00:07:39.200]  你猜Annual Report會不會寫?
[00:07:39.200 --> 00:07:41.000]  同福堂的Annual Report會不會寫?
[00:07:41.000 --> 00:07:42.600]  當然不會啦
[00:07:42.600 --> 00:07:44.000]  所以放心
[00:07:44.000 --> 00:07:45.200]  雖然這裡說
[00:07:45.200 --> 00:07:47.800]  是Deborah自己作歌的時候寫的
[00:07:47.800 --> 00:07:52.200]  「直到我Deborah興起作以色列之母」
[00:07:52.200 --> 00:07:55.400]  所以這個就是introduction
[00:07:55.400 --> 00:07:57.200]  以色列之母Deborah
[00:07:57.200 --> 00:07:59.800]  今天想跟大家分享一下
[00:07:59.800 --> 00:08:02.000]  她的生命是怎麼樣的
[00:08:02.000 --> 00:08:03.800]  她是一個什麼樣的人
[00:08:03.800 --> 00:08:04.800]  藉此
[00:08:04.800 --> 00:08:06.800]  我們大家學習一下
[00:08:06.800 --> 00:08:07.800]  但當中
[00:08:07.800 --> 00:08:08.800]  可能有些是
[00:08:08.800 --> 00:08:09.800]  不是可能的
[00:08:09.800 --> 00:08:10.800]  有些是男性
[00:08:10.800 --> 00:08:11.400]  他覺得
[00:08:11.400 --> 00:08:12.400]  喂 我是男人
[00:08:12.400 --> 00:08:13.400]  我怎樣會是Deborah
[00:08:13.400 --> 00:08:15.800]  正如Jim剛才說
[00:08:15.800 --> 00:08:18.400]  怎樣看我都不像母親
[00:08:18.400 --> 00:08:19.600]  但是
[00:08:19.600 --> 00:08:23.000]  我們用一個闊一點的眼光去看
[00:08:23.000 --> 00:08:24.200]  我們沒有必要
[00:08:24.200 --> 00:08:28.400]  這個雖然剛好在母親節之前的母親節信息
[00:08:28.400 --> 00:08:29.200]  但是
[00:08:29.200 --> 00:08:31.800]  「所有日都岩聽」
[00:08:31.800 --> 00:08:39.600]  我知道你們現在bring your own bible
[00:08:39.600 --> 00:08:42.200]  要不要拿出來?
[00:08:42.200 --> 00:08:44.200]  如果你沒有拿出來也可以讀
[00:08:44.200 --> 00:08:45.400]  因為我不知道
[00:08:45.400 --> 00:08:46.200]  所以
[00:08:46.200 --> 00:08:48.600]  我打了上來
[00:08:48.600 --> 00:08:50.400]  但是
[00:08:50.400 --> 00:08:51.400]  讀之前
[00:08:51.400 --> 00:08:53.000]  我想先說一下字怎麼讀
[00:08:53.000 --> 00:08:54.800]  不然等一下大家卡住了
[00:08:54.800 --> 00:08:56.000]  這個是「以」
[00:08:56.000 --> 00:08:56.600]  「忽」
[00:08:56.600 --> 00:08:57.600]  OK?
[00:08:57.600 --> 00:08:58.000]  好
[00:08:58.000 --> 00:08:58.800]  我們一起讀
[00:08:58.800 --> 00:09:00.000]  1 2 3
[00:09:00.000 --> 00:09:01.400]  「已忽死後
[00:09:01.400 --> 00:09:06.200]  以色列人又行耶和華眼中看為惡的事
[00:09:06.200 --> 00:09:13.400]  耶和華就把他們賦予在下所作王的加南王耶賓手中
[00:09:13.400 --> 00:09:16.000]  他的將軍是西西拉
[00:09:16.000 --> 00:09:19.400]  住在外邦人的夏羅切
[00:09:19.400 --> 00:09:22.600]  耶賓王有鐵車九百輛
[00:09:22.600 --> 00:09:26.400]  他大大欺壓以色列人二十年
[00:09:26.400 --> 00:09:29.800]  以色列人就呼求耶和華」
[00:09:29.800 --> 00:09:30.600]  是的
[00:09:30.600 --> 00:09:33.800]  這個一到三節
[00:09:33.800 --> 00:09:36.600]  已經短短三節說了
[00:09:36.600 --> 00:09:42.400]  當時究竟以色列人處於一個什麼境地
[00:09:42.400 --> 00:09:43.600]  「內憂」
[00:09:43.600 --> 00:09:48.000]  因為自己行耶和華眼中看為惡的事
[00:09:48.000 --> 00:09:51.000]  你可以想到當時的社會是怎麼樣
[00:09:51.000 --> 00:09:53.200]  每個人都行惡的
[00:09:53.200 --> 00:09:58.000]  「外患」就是被加南人欺壓
[00:09:58.000 --> 00:09:59.400]  欺壓了多少年?
[00:09:59.400 --> 00:10:00.800]  二十年
[00:10:00.800 --> 00:10:02.000]  你們現在多少歲?
[00:10:02.000 --> 00:10:03.600]  你試想想
[00:10:03.600 --> 00:10:06.600]  你被人欺壓了二十年
[00:10:06.600 --> 00:10:07.800]  你現在會扁嗎?
[00:10:07.800 --> 00:10:09.600]  應該全扁了
[00:10:09.600 --> 00:10:12.400]  二十多歲欺壓了二十年
[00:10:12.400 --> 00:10:13.800]  全扁了
[00:10:13.800 --> 00:10:18.000]  這個就是第四章的背景
[00:10:18.000 --> 00:10:29.600]  當時以色列正處於一個循環的裏面
[00:10:29.600 --> 00:10:31.000]  他們犯罪
[00:10:31.000 --> 00:10:36.200]  他們行耶和華眼中看為惡的事
[00:10:36.200 --> 00:10:40.800]  於是神將他們交在加南王的手裏
[00:10:40.800 --> 00:10:43.400]  大大的被他欺壓
[00:10:43.400 --> 00:10:48.600]  加南王不是普通的敵人
[00:10:48.600 --> 00:10:51.600]  他有戰車900輛
[00:10:51.600 --> 00:10:54.200]  可能你會想900輛很少
[00:10:54.200 --> 00:10:55.200]  我就上去
[00:10:55.200 --> 00:10:57.400]  因為我不懂這些
[00:10:57.400 --> 00:10:58.800]  上去查一下
[00:10:58.800 --> 00:11:02.600]  戰車應該大概都像坦克車
[00:11:02.600 --> 00:11:06.800]  我搜索一下坦克車一個國家應該有多少輛
[00:11:06.800 --> 00:11:10.200]  原來一個國家大概只有幾千輛
[00:11:10.200 --> 00:11:12.600]  中國好像有四千多輛
[00:11:12.600 --> 00:11:15.600]  但其他已經是三千、一千
[00:11:15.600 --> 00:11:18.000]  所以900輛都不差
[00:11:18.000 --> 00:11:23.000]  還有當時最頂尖的軍事武器
[00:11:23.000 --> 00:11:24.600]  就是這些鐵車
[00:11:24.600 --> 00:11:27.000]  他們沒有核彈
[00:11:27.000 --> 00:11:29.000]  還有什麼更嚴重的
[00:11:29.000 --> 00:11:30.000]  總之沒有
[00:11:30.000 --> 00:11:33.000]  最厲害的就是戰車
[00:11:33.000 --> 00:11:40.000]  但以色列人是手無寸鐵的
[00:11:40.000 --> 00:11:42.600]  有一個敵人有900輛車
[00:11:42.600 --> 00:11:46.400]  他只是說他最尖端的科技
[00:11:46.400 --> 00:11:51.200]  他沒有說他的軍隊有多少人
[00:11:51.200 --> 00:11:54.600]  我看過一些解經書有四萬人
[00:11:54.600 --> 00:11:57.400]  當時以色列人陷在這個環境
[00:11:57.400 --> 00:11:59.000]  被人欺壓
[00:11:59.000 --> 00:12:02.400]  他們有最尖端的科技
[00:12:02.400 --> 00:12:03.600]  怎樣呢
[00:12:03.600 --> 00:12:05.600]  唯有被人欺壓
[00:12:05.600 --> 00:12:07.600]  自己又不爭氣
[00:12:07.600 --> 00:12:10.600]  他們很快已經進入了
[00:12:10.600 --> 00:12:13.800]  循環裏的第三個部份
[00:12:13.800 --> 00:12:14.800]  他們已經是呼求神
[00:12:14.800 --> 00:12:15.800]  他們懂得呼求神
[00:12:15.800 --> 00:12:16.800]  很厲害
[00:12:16.800 --> 00:12:20.800]  告訴神「不行,你要來拯救我們」
[00:12:20.800 --> 00:12:23.400]  那麼神有沒有拯救他們呢
[00:12:23.400 --> 00:12:25.000]  差不多是必定的
[00:12:25.000 --> 00:12:26.600]  因為神是愛他們的子民
[00:12:26.600 --> 00:12:27.600]  他不會丟下他們
[00:12:27.600 --> 00:12:29.000]  當他們呼求的時候
[00:12:29.000 --> 00:12:31.000]  神就來了
[00:12:31.000 --> 00:12:34.000]  用什麼方法去拯救他們呢
[00:12:37.800 --> 00:12:41.800]  神就興起了一個時詩
[00:12:41.800 --> 00:12:42.800]  叫做
[00:12:42.800 --> 00:12:50.000]  「底波拉」
[00:12:50.000 --> 00:12:51.000]  很有趣的
[00:12:51.000 --> 00:12:54.600]  經文說有一位仙姿
[00:12:54.600 --> 00:12:56.200]  她名叫底波拉
[00:12:56.200 --> 00:12:59.200]  原來她不單是時詩
[00:12:59.200 --> 00:13:02.800]  她也是一個仙姿
[00:13:02.800 --> 00:13:04.600]  她是誰的妻子呢
[00:13:04.600 --> 00:13:06.200]  是拉比多的妻子
[00:13:06.200 --> 00:13:08.200]  當時在以色列
[00:13:08.200 --> 00:13:11.000]  底波拉不是說她老公
[00:13:11.000 --> 00:13:12.200]  是作時詩
[00:13:12.200 --> 00:13:18.600]  她住在以法連山的拉瑪和伯特利的中間
[00:13:18.600 --> 00:13:20.600]  在底波拉的中樹下
[00:13:20.600 --> 00:13:25.600]  以色列人也去她那裏聽審判
[00:13:25.600 --> 00:13:26.600]  你聽到這裏
[00:13:26.600 --> 00:13:29.600]  你覺得底波拉是一個怎樣的人呢
[00:13:29.600 --> 00:13:30.600]  可能覺得沒什麼
[00:13:30.600 --> 00:13:33.600]  總之就是女仙姿
[00:13:33.600 --> 00:13:34.600]  是一個時詩
[00:13:34.600 --> 00:13:36.600]  神興起了她
[00:13:36.600 --> 00:13:39.600]  她每天就坐在自己的中樹下
[00:13:39.600 --> 00:13:40.600]  審判人
[00:13:40.600 --> 00:13:42.600]  人就會上來聽她審判
[00:13:42.600 --> 00:13:43.600]  是不是這麼簡單
[00:13:43.600 --> 00:13:44.600]  當然不是
[00:13:44.600 --> 00:13:47.600]  不然就不用說底波拉
[00:13:47.600 --> 00:13:50.600]  在這裏其實我們看到很多東西
[00:13:50.600 --> 00:13:52.600]  我覺得寫聖經的人
[00:13:52.600 --> 00:13:53.600]  神
[00:13:53.600 --> 00:13:55.600]  真的很特別
[00:13:55.600 --> 00:13:58.600]  他用短短的兩節
[00:13:58.600 --> 00:14:00.600]  他就可以告訴我們
[00:14:00.600 --> 00:14:03.600]  這個底波拉是一個怎樣的領袖
[00:14:05.600 --> 00:14:07.600]  我覺得她是一個
[00:14:07.600 --> 00:14:09.600]  活出使命的領袖
[00:14:09.600 --> 00:14:11.600]  你聽聽看看是不是
[00:14:11.600 --> 00:14:13.600]  她名叫底波拉
[00:14:13.600 --> 00:14:14.600]  希伯來文
[00:14:14.600 --> 00:14:15.600]  底波拉
[00:14:15.600 --> 00:14:16.600]  Debra
[00:14:16.600 --> 00:14:18.600]  就是密封的意思
[00:14:18.600 --> 00:14:22.600]  最特別的就是
[00:14:22.600 --> 00:14:24.600]  希伯來社會
[00:14:24.600 --> 00:14:26.600]  以色列社會都是
[00:14:26.600 --> 00:14:29.600]  男是厲害的
[00:14:29.600 --> 00:14:31.600]  女是沒用的
[00:14:31.600 --> 00:14:34.600]  但在這裏她先說
[00:14:34.600 --> 00:14:36.600]  有一位女仙姿
[00:14:36.600 --> 00:14:37.600]  名叫底波拉
[00:14:37.600 --> 00:14:39.600]  她先說了她的名字
[00:14:39.600 --> 00:14:43.600]  然後才介紹她老公出來
[00:14:43.600 --> 00:14:46.600]  就是拉比多的妻子
[00:14:46.600 --> 00:14:49.600]  拉比多是火焰的意思
[00:14:49.600 --> 00:14:52.600]  但這個拉比多
[00:14:52.600 --> 00:14:53.600]  出現了這一次之後
[00:14:53.600 --> 00:14:55.600]  就永遠沒有出現過
[00:14:55.600 --> 00:14:57.600]  所以我無法告訴你
[00:14:57.600 --> 00:14:58.600]  她老公是甚麼人
[00:14:58.600 --> 00:15:01.600]  你可以繼續聽
[00:15:01.600 --> 00:15:02.600]  她是女仙姿
[00:15:02.600 --> 00:15:04.600]  女仙姿的職責是甚麼呢
[00:15:04.600 --> 00:15:06.600]  傳遞神的訊息
[00:15:06.600 --> 00:15:08.600]  她在當中傳遞神的訊息
[00:15:08.600 --> 00:15:10.600]  她又作事司
[00:15:10.600 --> 00:15:12.600]  其實在事司記裏的事司
[00:15:12.600 --> 00:15:14.600]  出現了很多次
[00:15:14.600 --> 00:15:15.600]  但很有趣
[00:15:15.600 --> 00:15:17.600]  事司我們以為是名詞
[00:15:17.600 --> 00:15:20.600]  但原來在事司記裏的原文
[00:15:20.600 --> 00:15:21.600]  是動詞
[00:15:21.600 --> 00:15:23.600]  即是說請求
[00:15:23.600 --> 00:15:25.600]  即是說帶領
[00:15:25.600 --> 00:15:29.600]  她在以色列做帶領的工作
[00:15:29.600 --> 00:15:32.600]  還有
[00:15:32.600 --> 00:15:36.600]  哎呀,抱歉,經常按錯了
[00:15:36.600 --> 00:15:42.600]  在12個事司裏
[00:15:42.600 --> 00:15:44.600]  你說真的做審判的
[00:15:44.600 --> 00:15:46.600]  去審判人的
[00:15:46.600 --> 00:15:48.600]  有多少個呢
[00:15:48.600 --> 00:15:49.600]  只有一個
[00:15:49.600 --> 00:15:50.600]  就是底波拉
[00:15:50.600 --> 00:15:52.600]  其他那些人
[00:15:52.600 --> 00:15:54.600]  她是軍事多些
[00:15:54.600 --> 00:15:56.600]  她沒有審判過任何人
[00:15:56.600 --> 00:15:57.600]  所以你可以想
[00:15:57.600 --> 00:16:00.600]  大概她都是一個法官
[00:16:00.600 --> 00:16:03.600]  還有我覺得最相似的應該是這個
[00:16:03.600 --> 00:16:06.600]  大家一定有看Avengers
[00:16:06.600 --> 00:16:08.600]  我有看過
[00:16:08.600 --> 00:16:09.600]  但記性不好
[00:16:09.600 --> 00:16:10.600]  經常看完就忘記了
[00:16:10.600 --> 00:16:12.600]  Uncle Danny就提醒我
[00:16:12.600 --> 00:16:13.600]  那個不就是
[00:16:13.600 --> 00:16:15.600]  叫甚麼名字
[00:16:15.600 --> 00:16:16.600]  說完又忘記了
[00:16:16.600 --> 00:16:17.600]  Wasp是甚麼
[00:16:17.600 --> 00:16:19.600]  有中文名字我記得
[00:16:22.600 --> 00:16:24.600]  黃蜂女
[00:16:24.600 --> 00:16:26.600]  她是Flame of Darkness
[00:16:26.600 --> 00:16:28.600]  我覺得底波拉如果在Avengers裏
[00:16:28.600 --> 00:16:30.600]  她應該做這個角色
[00:16:30.600 --> 00:16:32.600]  她的名字叫蜜蜂
[00:16:32.600 --> 00:16:36.600]  她是火焰的老婆
[00:16:36.600 --> 00:16:38.600]  還不是黃蜂女
[00:16:38.600 --> 00:16:40.600]  她不是矮俠的老婆
[00:16:40.600 --> 00:16:42.600]  她是火焰的老婆
[00:16:42.600 --> 00:16:44.600]  你可以看到她是一個
[00:16:44.600 --> 00:16:45.600]  很有火的人
[00:16:45.600 --> 00:16:47.600]  很熱情的人
[00:16:48.600 --> 00:16:54.600]  她住在自己的中樹下
[00:16:54.600 --> 00:16:56.600]  自己有一棵樹
[00:16:56.600 --> 00:16:59.600]  我幻想那個是她的辦公室
[00:16:59.600 --> 00:17:01.600]  她每天就坐在那裏
[00:17:01.600 --> 00:17:03.600]  等以色列人來聽審判
[00:17:03.600 --> 00:17:05.600]  還有要做一些審判
[00:17:05.600 --> 00:17:07.600]  你想想當時以色列人
[00:17:07.600 --> 00:17:08.600]  行夜話話
[00:17:08.600 --> 00:17:10.600]  眼中看為惡的時期
[00:17:10.600 --> 00:17:12.600]  有多少審判要處理
[00:17:12.600 --> 00:17:14.600]  每一天
[00:17:14.600 --> 00:17:16.600]  她就在那裏開辦公室
[00:17:16.600 --> 00:17:18.600]  那些人就來
[00:17:18.600 --> 00:17:20.600]  最重要的是
[00:17:20.600 --> 00:17:21.600]  你開個辦公室
[00:17:21.600 --> 00:17:23.600]  有沒有人來才行
[00:17:23.600 --> 00:17:24.600]  有啊
[00:17:24.600 --> 00:17:26.600]  她覺得以色列人
[00:17:26.600 --> 00:17:29.600]  都想去聽她的判斷
[00:17:29.600 --> 00:17:31.600]  你就可以知道
[00:17:31.600 --> 00:17:33.600]  她是一個怎樣的事司
[00:17:33.600 --> 00:17:35.600]  一個怎樣的底波拉
[00:17:35.600 --> 00:17:37.600]  她是忠於自己的使命
