
[00:00:00.000 --> 00:00:11.900]  各位親愛的朋友 弟兄姊妹 大家好
[00:02:55.300 --> 00:02:57.900]  總共有15首
[00:02:57.900 --> 00:03:04.600]  這一組詩歌是詩篇裡面非常突出的一組詩
[00:03:04.600 --> 00:03:07.600]  在15篇上行之詩裡面
[00:03:07.600 --> 00:03:11.800]  有很多篇都是我們比較熟的
[00:03:11.800 --> 00:03:18.400]  譬如在15篇詩裡面有講到對家庭的祝福
[00:03:18.400 --> 00:03:21.200]  如果不是耶和華建造房屋
[00:03:21.200 --> 00:03:24.300]  建造的人就枉然勞力
[00:03:24.300 --> 00:03:31.200]  妻子在園中好像多結果子的樹木
[00:03:31.200 --> 00:03:34.800]  我們怎樣去照顧我們的孩子
[00:03:34.800 --> 00:03:38.400]  還有就是神怎樣看顧我們
[00:03:38.400 --> 00:03:45.500]  好像主母的手怎樣照顧她的嬰孩
[00:03:45.500 --> 00:03:52.600]  斷了奶的嬰孩在母親的懷中得享安寧
[00:03:52.600 --> 00:03:55.800]  所以在這15首上行之詩裡面
[00:03:55.800 --> 00:04:00.200]  有很多首都是我們很喜歡的
[00:04:00.200 --> 00:04:02.600]  什麼叫上行之詩呢?
[00:04:02.600 --> 00:04:07.100]  如果你打開詩篇120篇看一看標題
[00:04:07.100 --> 00:04:09.600]  那裡就會有一個註解
[00:04:09.600 --> 00:04:15.400]  上行之詩或者作是登階之詩
[00:04:15.400 --> 00:04:18.400]  就是登上石級的意思
[00:04:18.400 --> 00:04:24.400]  因此有人說會不會是人們去朝聖的時候
[00:04:24.400 --> 00:04:27.200]  就上耶路撒冷去
[00:04:27.200 --> 00:04:32.000]  而上聖殿因為比較高的地方
[00:04:32.000 --> 00:04:36.000]  就有15級的石階
[00:04:36.000 --> 00:04:41.800]  跟著這15級石階就10級以上
[00:04:41.800 --> 00:04:48.000]  也有人說會不會每登上一級石階就唱一首
[00:04:48.000 --> 00:04:51.200]  上第二級就唱第二首
[00:04:51.200 --> 00:04:54.600]  那就要唱很久才行完
[00:04:54.600 --> 00:04:57.800]  如果你有機會去過耶路撒冷的話
[00:04:57.800 --> 00:05:02.500]  大家去到耶路撒冷一定會去很出名的哭場
[00:05:02.500 --> 00:05:08.100]  在哭場的另外一邊就是一些聖殿的遺址
[00:05:08.100 --> 00:05:14.100]  其中也有一道樓梯是很古老的石階
[00:05:14.100 --> 00:05:18.100]  相傳那個保存得很好
[00:05:18.100 --> 00:05:21.100]  很古老的石階
[00:05:21.100 --> 00:05:26.100]  每次當我帶一些弟兄姊妹去那裡參觀的時候
[00:05:26.100 --> 00:05:29.600]  都會想起上行之詩
[00:05:29.600 --> 00:05:35.100]  今天就讓我們一起查考上行之詩裡面的第二首
[00:05:35.100 --> 00:05:38.300]  就一百二十一篇
[00:05:38.300 --> 00:05:41.900]  這篇詩篇一共只有八節聖經
[00:05:41.900 --> 00:05:43.600]  不是很長
[00:05:43.600 --> 00:05:46.900]  但內容卻是極之豐富
[00:05:46.900 --> 00:05:50.500]  而且的意義很深厚
[00:05:50.500 --> 00:05:52.900]  讓我們再一次來到思想
[00:05:52.900 --> 00:05:58.500]  我很希望這首詩成為你很喜歡的一首詩
[00:05:58.500 --> 00:06:01.400]  你可以反覆思考
[00:06:01.400 --> 00:06:03.800]  你可以時時去默想
[00:06:03.800 --> 00:06:06.100]  當你覺得你需要神
[00:06:06.100 --> 00:06:09.400]  當你覺得你需要從上邊來
[00:06:09.400 --> 00:06:11.300]  加力給你的時候
[00:06:11.300 --> 00:06:14.600]  你就去背這篇詩篇
[00:06:14.600 --> 00:06:16.400]  頭兩節
[00:06:16.400 --> 00:06:20.600]  第一節首先是一句宣告
[00:06:20.600 --> 00:06:26.100]  我的幫助在哪裡來呢?
[00:06:26.100 --> 00:06:32.300]  我的幫助是從造天地的耶和華而來
[00:06:32.300 --> 00:06:34.300]  這是第二節
[00:06:34.300 --> 00:06:36.300]  他去問一個問題
[00:06:36.300 --> 00:06:38.300]  我的幫助在哪裡來呢?
[00:06:38.300 --> 00:06:40.300]  然後就馬上回答
[00:06:40.300 --> 00:06:44.700]  我的幫助在造天地的耶和華而來
[00:06:44.700 --> 00:06:47.500]  所以第一節就要說
[00:06:47.500 --> 00:06:50.500]  我要向高山舉目
[00:06:50.500 --> 00:06:55.300]  我的幫助從何而來?
[00:06:55.300 --> 00:06:57.900]  首先詩人呼籲我們
[00:06:57.900 --> 00:07:00.700]  我們向山舉目
[00:07:00.700 --> 00:07:04.100]  山是很俊俏的
[00:07:04.100 --> 00:07:07.500]  有些山很宏偉的
[00:07:07.500 --> 00:07:11.400]  因此當你去耶路撒冷的時候
[00:07:11.400 --> 00:07:14.800]  你是向著山那裡進發的
[00:07:14.800 --> 00:07:16.700]  所以聖經裡面時時說
[00:07:16.700 --> 00:07:19.500]  我們要上耶路撒冷
[00:07:19.500 --> 00:07:21.500]  我都很記得有一次
[00:07:21.500 --> 00:07:26.700]  我去尼泊爾探訪一些宣教士
[00:07:26.700 --> 00:07:32.500]  尼泊爾有很出名的喜瑪拉雅山
[00:07:32.500 --> 00:07:34.500]  而喜瑪拉雅山裡面
[00:07:34.500 --> 00:07:37.500]  有一個最出名的山峰
[00:07:37.500 --> 00:07:40.300]  也是全世界最高的峰
[00:07:40.300 --> 00:07:43.900]  叫做「阿非爾士峰」
[00:07:43.900 --> 00:07:48.900]  也有很多人翻譯它為「聖母峰」
[00:07:48.900 --> 00:07:52.900]  他們要登上這個山峰
[00:07:52.900 --> 00:07:58.100]  那次有弟兄姊妹帶著我坐車
[00:07:58.100 --> 00:08:00.700]  沿著一路的山路
[00:08:00.700 --> 00:08:05.500]  去看看喜瑪拉雅山的宏偉
[00:08:05.500 --> 00:08:10.100]  整個山脈是非常壯觀的
[00:08:10.100 --> 00:08:13.700]  其實山峰是非常多的
[00:08:13.700 --> 00:08:17.100]  其實有很多的峰都是很出名的
[00:08:17.100 --> 00:08:20.500]  景色真是美絕的
[00:08:20.500 --> 00:08:26.100]  當然大家最想看的就是「阿非爾士峰」
[00:08:26.100 --> 00:08:29.100]  當我們見到這個山峰的時候
[00:08:29.100 --> 00:08:32.100]  真的覺得肅然起敬
[00:08:32.100 --> 00:08:35.100]  有無數登山的人
[00:08:35.100 --> 00:08:39.700]  就要征服這個全世界的最高峰
[00:08:39.700 --> 00:08:43.500]  我都記得香港有一位女教師
[00:08:43.500 --> 00:08:53.100]  她是香港第一個女性登上「阿非爾士峰」的
[00:08:53.100 --> 00:08:58.300]  當時報紙用頭條來報導這個消息
[00:08:58.300 --> 00:09:01.100]  這位老師真是很有精神
[00:09:01.100 --> 00:09:04.100]  她時時接受體能的訓練
[00:09:04.100 --> 00:09:08.100]  好幾次去喜瑪拉雅山
[00:09:08.100 --> 00:09:11.900]  首先征服比較低的一些山峰
[00:09:11.900 --> 00:09:16.100]  然後就朝著心目中最神聖的地方
[00:09:16.100 --> 00:09:20.500]  全世界最高的山峰來出發
[00:09:20.500 --> 00:09:22.500]  她試過失敗的
[00:09:22.500 --> 00:09:26.100]  甚至身體的狀況都不好的
[00:09:26.100 --> 00:09:30.300]  她都曾經想過要放棄
[00:09:30.300 --> 00:09:32.900]  但有一次她跟學生說
[00:09:32.900 --> 00:09:35.300]  你們要有理想
[00:09:35.300 --> 00:09:40.100]  你想做的事要努力去實踐出來
[00:09:40.100 --> 00:09:44.100]  她為了履行她自己的理想
[00:09:44.100 --> 00:09:48.100]  她就再次征服這座山峰
[00:09:48.100 --> 00:09:53.500]  結果在充滿毅力、屢敗屢試之下
[00:09:53.500 --> 00:09:58.700]  終於有一天她就登上這座高峰
[00:09:58.700 --> 00:10:00.900]  各位親愛的弟兄姊妹
[00:10:00.900 --> 00:10:03.700]  你的人生裏面有什麼目標?
[00:10:03.700 --> 00:10:08.100]  你有沒有靠著神要征服什麼?
[00:10:08.100 --> 00:10:11.700]  有很多人的人生很想要成功
[00:10:11.700 --> 00:10:17.100]  有很多人的人生很想要賺得某些東西
[00:10:17.100 --> 00:10:20.700]  很想要獲得某些成就
[00:10:20.700 --> 00:10:27.300]  但我們最大的目標就是我們一生為神而活
[00:10:27.300 --> 00:10:31.900]  我們的人生是為榮耀我們的神
[00:10:31.900 --> 00:10:33.700]  求主幫助我們
[00:10:33.700 --> 00:10:41.100]  讓我們向神求大事 願意為神做大事
[00:10:41.100 --> 00:10:45.500]  我們近代基督教第一位宣教士
[00:10:45.500 --> 00:10:49.700]  就是克里威廉William Carey
[00:10:49.700 --> 00:10:53.900]  他是一位浸信會的宣教士
[00:10:53.900 --> 00:10:59.900]  他從英國去到印度為主工作
[00:10:59.900 --> 00:11:02.300]  他時時有個禱告
[00:11:02.300 --> 00:11:06.300]  「Attempt great things from God
[00:11:06.300 --> 00:11:10.900]  and do great things for God」
[00:11:10.900 --> 00:11:14.300]  向神求大事
[00:11:14.300 --> 00:11:20.900]  又願意靠神的恩典能夠為神做大事
[00:11:20.900 --> 00:11:23.700]  所以我們向山舉目
[00:11:23.700 --> 00:11:25.700]  我的幫助從哪裡來?
[00:11:25.700 --> 00:11:31.300]  我的幫助是從天地的耶和華而來
[00:11:31.300 --> 00:11:33.700]  好 第一、第二節就講到
[00:11:33.700 --> 00:11:38.300]  我的幫助是從造天地的耶和華而來
[00:11:38.300 --> 00:11:40.500]  當你看到山的時候
[00:11:40.500 --> 00:11:43.300]  你就想起這麼宏偉的山脈
[00:11:43.300 --> 00:11:44.900]  誰創造的呢?
[00:11:44.900 --> 00:11:47.300]  一定有一位造物主宰
[00:11:47.300 --> 00:11:49.500]  有一位宇宙的君王
[00:11:49.500 --> 00:11:52.500]  有一位大的權能的神
[00:11:52.500 --> 00:11:55.100]  去創造這個萬有
[00:11:55.100 --> 00:11:58.700]  天地都是他創造的
[00:11:58.700 --> 00:12:01.700]  然後第三、第四節
[00:12:01.700 --> 00:12:06.500]  「他必不叫你的腳搖動
[00:12:06.500 --> 00:12:10.700]  保護你的必不打頓」
[00:12:10.700 --> 00:12:11.900]  第四節
[00:12:11.900 --> 00:12:18.300]  「保護以色列的也不打頓也不睡覺」
[00:12:18.300 --> 00:12:19.900]  這裡很特別
[00:12:19.900 --> 00:12:24.700]  第三、第四節出現四個「不」字
[00:12:24.700 --> 00:12:28.700]  而且第三節那裡都是用「必不」
[00:12:28.700 --> 00:12:32.500]  《和合本》我覺得翻譯得不錯
[00:12:32.500 --> 00:12:39.500]  它這裡就說「保護你的必不叫你的腳搖動」
[00:12:39.500 --> 00:12:41.700]  行山的人都知道
[00:12:41.700 --> 00:12:47.300]  上山的時候最怕踩到鬆的石頭
[00:12:47.300 --> 00:12:50.700]  特別是那些很乾的山
[00:12:50.700 --> 00:12:53.500]  如果你踩到碎石
[00:12:53.500 --> 00:12:57.900]  整個可能會滑下來
[00:12:57.900 --> 00:13:07.500]  故此在馬拉雅山很怕遇到山崩
[00:13:07.500 --> 00:13:12.300]  那些雪山就整個塌了
[00:13:12.300 --> 00:13:15.300]  塌方崩了下來
[00:13:15.300 --> 00:13:20.300]  所以最重要你的腳不要搖動
[00:13:20.300 --> 00:13:25.300]  「他保守你必不至搖動」
[00:13:25.300 --> 00:13:31.300]  第二「保護你的必不打頓」
[00:13:31.300 --> 00:13:36.300]  如果你請了一個嚮導帶你登山
[00:13:36.300 --> 00:13:38.300]  特別去喜馬拉雅山
[00:13:38.300 --> 00:13:42.300]  你一定要找尼泊爾的嚮導帶路
[00:13:42.300 --> 00:13:45.300]  他們很熟悉那些山路
[00:13:45.300 --> 00:13:48.300]  他們很熟悉山上的情況
[00:13:48.300 --> 00:13:50.300]  很能夠觀察天氣
[00:13:50.300 --> 00:13:52.300]  他說現在不能動
[00:13:52.300 --> 00:13:54.300]  今天的天氣會轉壞
[00:13:54.300 --> 00:13:56.300]  於是你馬上要扎營
[00:13:56.300 --> 00:13:59.300]  馬上在某個地方停留
[00:13:59.300 --> 00:14:02.300]  所以上山都不知道要用多少天
[00:14:02.300 --> 00:14:05.300]  帶備所有的乾糧
[00:14:05.300 --> 00:14:07.300]  預備好各樣的服飾
[00:14:07.300 --> 00:14:09.300]  各樣的設備
[00:14:09.300 --> 00:14:11.300]  攀山繩
[00:14:11.300 --> 00:14:13.300]  那些鑿、那些鎚
[00:14:13.300 --> 00:14:15.300]  全部要帶齊
[00:14:15.300 --> 00:14:18.300]  所以有很多隨從
[00:14:18.300 --> 00:14:23.300]  有好幾個女孩拖著上山
[00:14:23.300 --> 00:14:28.300]  「保護你的他不會打頓」
[00:14:28.300 --> 00:14:30.300]  打頓即刻眼瞓
[00:14:30.300 --> 00:14:33.300]  每個人都會刻眼瞓
[00:14:33.300 --> 00:14:35.300]  有時我見到一些長者
[00:14:35.300 --> 00:14:38.300]  一坐在沙發上看電視
[00:14:38.300 --> 00:14:41.300]  頭沒多久就中下
[00:14:41.300 --> 00:14:43.300]  中下刻眼瞓
[00:14:43.300 --> 00:14:45.300]  因為一坐下不知為何
[00:14:45.300 --> 00:14:48.300]  眼睏睏想睡覺
[00:14:48.300 --> 00:14:52.300]  我都會很多時候中眼瞓
[00:14:52.300 --> 00:14:55.300]  所以聖經說保護你的
[00:14:55.300 --> 00:14:59.300]  他叫你的腳不會搖動
[00:14:59.300 --> 00:15:01.300]  第二他不會打頓
[00:15:01.300 --> 00:15:05.300]  第四節保護以色列的
[00:15:05.300 --> 00:15:10.300]  也不打頓也不睡覺
[00:15:10.300 --> 00:15:12.300]  這裡用了兩個的「不」字
[00:15:12.300 --> 00:15:15.300]  而且是一個比一個更進步
[00:15:15.300 --> 00:15:16.300]  第一個「不」是甚麼?
[00:15:16.300 --> 00:15:17.300]  不打頓的
[00:15:17.300 --> 00:15:19.300]  不會刻眼瞓
[00:15:19.300 --> 00:15:23.300]  第二個「不」是他不用睡覺
[00:15:23.300 --> 00:15:27.300]  甚麼人可以不用睡覺?
[00:15:27.300 --> 00:15:31.300]  因為一睡覺就保護不了你
[00:15:31.300 --> 00:15:33.300]  我想問問你
[00:15:33.300 --> 00:15:36.300]  如果有些兵要守夜更
[00:15:36.300 --> 00:15:38.300]  看著軍營
[00:15:38.300 --> 00:15:40.300]  他可不可以睡覺?
[00:15:40.300 --> 00:15:42.300]  因為所有的敵人
[00:15:42.300 --> 00:15:46.300]  都會趁著夜晚三更人靜的時候
[00:15:46.300 --> 00:15:48.300]  來偷襲
[00:15:48.300 --> 00:15:52.300]  所以夜晚他一定是白天已經睡夠了
[00:15:52.300 --> 00:15:54.300]  於是當夜班
[00:15:54.300 --> 00:15:57.300]  打醒十二個精神
[00:15:57.300 --> 00:15:59.300]  哪裡有風吹草動
[00:15:59.300 --> 00:16:02.300]  哪裡好像有些人影
[00:16:02.300 --> 00:16:04.300]  然後大聲喊
[00:16:04.300 --> 00:16:06.300]  是誰?
[00:16:06.300 --> 00:16:08.300]  馬上響起燈
[00:16:08.300 --> 00:16:10.300]  照一下
[00:16:10.300 --> 00:16:13.300]  看是不是敵人潛伏進來
[00:16:13.300 --> 00:16:16.300]  因為夜晚是最危險的時候
[00:16:16.300 --> 00:16:18.300]  怎麼可以刻眼睡?
[00:16:18.300 --> 00:16:20.300]  怎麼可以睡覺?
[00:16:20.300 --> 00:16:22.300]  一定要警醒
[00:16:22.300 --> 00:16:24.300]  各位親愛的弟兄姊妹
[00:16:24.300 --> 00:16:27.300]  當這個疫情來到的時候
[00:16:27.300 --> 00:16:28.300]  都提醒我們
[00:16:28.300 --> 00:16:32.300]  耶穌回來的日子很近了
[00:16:32.300 --> 00:16:35.300]  世界有很多的災難
[00:16:35.300 --> 00:16:37.300]  地震越來越頻發
[00:16:37.300 --> 00:16:40.300]  敵基督又出現
[00:16:40.300 --> 00:16:43.300]  又有很多信徒離開神
[00:16:43.300 --> 00:16:46.300]  今天是一個充滿衝擊的時代
[00:16:46.300 --> 00:16:49.300]  我們的仇敵魔鬼
[00:16:49.300 --> 00:16:51.300]  有很多的詭計
[00:16:51.300 --> 00:16:53.300]  要將人打倒
[00:16:53.300 --> 00:16:55.300]  要叫人離開神
[00:16:55.300 --> 00:16:58.300]  所以信徒必須要警醒
[00:16:58.300 --> 00:17:00.300]  謹守
[00:17:00.300 --> 00:17:03.300]  做一個守望者
[00:17:03.300 --> 00:17:06.300]  所以耶穌特別提醒我們
[00:17:06.300 --> 00:17:08.300]  你們要警醒
[00:17:08.300 --> 00:17:10.300]  你們要行切禱告
[00:17:10.300 --> 00:17:13.300]  你們要站在守望樓上
[00:17:13.300 --> 00:17:16.300]  做一個守望者
[00:17:16.300 --> 00:17:19.300]  元宜二篇四篇都提醒我們
[00:17:19.300 --> 00:17:21.300]  讓我們不打盹
[00:17:21.300 --> 00:17:23.300]  讓我們不睡覺
[00:17:23.300 --> 00:17:28.300]  接下來就是第五第六節
[00:17:28.300 --> 00:17:31.300]  祂說保護你的是耶和華
[00:17:31.300 --> 00:17:37.300]  耶和華要在你的右邊來隱蔽你
[00:17:37.300 --> 00:17:39.300]  保護你的是誰呢
[00:17:39.300 --> 00:17:41.300]  現在揭曉了
[00:17:41.300 --> 00:17:45.300]  原來保護我們的就是我們的耶和華神
[00:17:45.300 --> 00:17:47.300]  耶和華這個名稱
[00:17:47.300 --> 00:17:53.300]  是舊約聖經裏面一個很尊貴對神的稱呼
[00:17:53.300 --> 00:17:57.300]  我記得我學舊約聖經的時候
[00:17:57.300 --> 00:18:01.300]  我的老師唐柚子牧師就說
[00:18:01.300 --> 00:18:05.300]  這個神是一個Majesty Puro
[00:18:05.300 --> 00:18:07.300]  是一個很尊貴
[00:18:07.300 --> 00:18:09.300]  很偉大
[00:18:09.300 --> 00:18:11.300]  很豐富
[00:18:11.300 --> 00:18:13.300]  很尊榮的神
[00:18:13.300 --> 00:18:18.300]  用一個中數去形容這個神的Majesty
[00:18:18.300 --> 00:18:20.300]  祂的大能
[00:18:20.300 --> 00:18:22.300]  祂的尊貴
[00:18:22.300 --> 00:18:24.300]  祂的榮耀
[00:18:24.300 --> 00:18:26.300]  保護你的是耶和華
[00:18:26.300 --> 00:18:30.300]  耶和華在你的右邊隱蔽你
[00:18:30.300 --> 00:18:33.300]  到底左邊和右邊有什麼分別呢
[00:18:33.300 --> 00:18:34.300]  我想問你
[00:18:34.300 --> 00:18:37.300]  你左手和右手有什麼分別呢
[00:18:37.300 --> 00:18:40.300]  有很多人說我右手重要一些
[00:18:40.300 --> 00:18:41.300]  因為我寫字
[00:18:41.300 --> 00:18:44.300]  我拿筷子就是右手的
[00:18:44.300 --> 00:18:46.300]  也有些人說不是
[00:18:46.300 --> 00:18:47.300]  我左腰的
[00:18:47.300 --> 00:18:49.300]  我用左手的
[00:18:49.300 --> 00:18:53.300]  原來右手是拿劍
[00:18:53.300 --> 00:18:56.300]  拿你一支矛的武器
[00:18:56.300 --> 00:18:59.300]  但是左手就拿盾牌
[00:18:59.300 --> 00:19:03.300]  所以左邊就多一些保護
[00:19:03.300 --> 00:19:05.300]  人一劍劈過來
[00:19:05.300 --> 00:19:07.300]  左邊一擋就擋住了
[00:19:07.300 --> 00:19:10.300]  但是你的右邊你要刺出去的時候
[00:19:10.300 --> 00:19:17.300]  你的腋下下面就全部露出來
[00:19:17.300 --> 00:19:20.300]  所以右邊是你的空檔
[00:19:20.300 --> 00:19:24.300]  是最容易攻擊你的地方
[00:19:24.300 --> 00:19:26.300]  你最脆弱的地方
[00:19:26.300 --> 00:19:29.300]  神就在你最脆弱的地方
[00:19:29.300 --> 00:19:32.300]  祂來隱蔽你
[00:19:32.300 --> 00:19:34.300]  作為你的遮蔽
[00:19:34.300 --> 00:19:36.300]  作為你的保護
[00:19:36.300 --> 00:19:39.300]  當保羅和弟兄姐妹說
[00:19:39.300 --> 00:19:42.300]  要穿上全副軍裝的時候
[00:19:42.300 --> 00:19:45.300]  我們要護心鏡遮空
[00:19:45.300 --> 00:19:47.300]  我們要拿盾牌
[00:19:47.300 --> 00:19:51.300]  防備惡者一切的火箭
[00:19:51.300 --> 00:19:55.300]  所以讓我們今天穿上全副軍裝
[00:19:55.300 --> 00:19:59.300]  到了第六節
[00:19:59.300 --> 00:20:03.300]  「白日太陽必不傷你
[00:20:03.300 --> 00:20:08.300]  夜間月亮也不害你」
[00:20:08.300 --> 00:20:12.300]  第六節就說到兩種東西
[00:20:12.300 --> 00:20:14.300]  都不能夠傷害你
[00:20:14.300 --> 00:20:18.300]  第一是白日的太陽
[00:20:18.300 --> 00:20:21.300]  這樣我想大家很明白
[00:20:21.300 --> 00:20:23.300]  當你在沙漠地帶
[00:20:23.300 --> 00:20:25.300]  在中東
[00:20:25.300 --> 00:20:30.300]  一些這麼荒涼的地方來行路
[00:20:30.300 --> 00:20:33.300]  太陽真猛烈
[00:20:33.300 --> 00:20:36.300]  特別是日到正午
[00:20:36.300 --> 00:20:39.300]  當頭照下來的時候
[00:20:39.300 --> 00:20:41.300]  真是曬到你暈了
[00:20:41.300 --> 00:20:44.300]  所以你頂不住
[00:20:44.300 --> 00:20:48.300]  你都要躲在樂陀的陰影下避一避
[00:20:48.300 --> 00:20:50.300]  去哪裡有棵樹陰
[00:20:50.300 --> 00:20:52.300]  樹仔也好
[00:20:52.300 --> 00:20:55.300]  去到樹腳下面稍微逃避一下
[00:20:55.300 --> 00:20:56.300]  太熱了
[00:20:56.300 --> 00:20:57.300]  走不了
[00:20:57.300 --> 00:20:58.300]  怎麼走
[00:20:58.300 --> 00:21:00.300]  死人的
[00:21:00.300 --> 00:21:01.300]  太高溫
[00:21:01.300 --> 00:21:04.300]  你頭頂一直照著
[00:21:04.300 --> 00:21:05.300]  雖然你有帽子
[00:21:05.300 --> 00:21:06.300]  有東西遮住
[00:21:06.300 --> 00:21:07.300]  所以我很明白
[00:21:07.300 --> 00:21:09.300]  為什麼阿拉伯婦女
[00:21:09.300 --> 00:21:12.300]  要穿的那些紗
[00:21:12.300 --> 00:21:14.300]  要緊扣住
[00:21:14.300 --> 00:21:16.300]  因為又有風沙
[00:21:16.300 --> 00:21:17.300]  又有太陽
[00:21:17.300 --> 00:21:19.300]  一定要很反光
[00:21:19.300 --> 00:21:21.300]  一定要很飽和
[00:21:21.300 --> 00:21:24.300]  還有就是夜間的月亮
[00:21:24.300 --> 00:21:26.300]  必不害你
[00:21:26.300 --> 00:21:29.300]  月光不是很美嗎?
[00:21:29.300 --> 00:21:31.300]  月光光照地堂
[00:21:31.300 --> 00:21:36.300]  我們都很喜歡欣賞月色
[00:21:36.300 --> 00:21:41.300]  原來很熟悉旅行的人會告訴你
[00:21:41.300 --> 00:21:43.300]  你的眼睛在晚上的時候
[00:21:43.300 --> 00:21:46.300]  不要直接看月光
[00:21:46.300 --> 00:21:49.300]  因為月光有傷害性
[00:21:49.300 --> 00:21:53.300]  所以當人們在野外露營的時候
[00:21:53.300 --> 00:21:55.300]  他一定要有個帳幕
[00:21:55.300 --> 00:21:57.300]  就算沒有帳幕
[00:21:57.300 --> 00:21:59.300]  露天來睡
[00:21:59.300 --> 00:22:01.300]  他都要有個眼罩
[00:22:01.300 --> 00:22:04.300]  有些東西遮住眼睛
[00:22:04.300 --> 00:22:06.300]  因為夜間的月亮
[00:22:06.300 --> 00:22:10.300]  一樣有殺傷性
[00:22:10.300 --> 00:22:14.300]  好,最後就是第七和第八節
[00:22:14.300 --> 00:22:18.300]  好像一個很美麗的結束一樣
[00:22:18.300 --> 00:22:22.300]  耶和華要保護你
[00:22:22.300 --> 00:22:25.300]  免受一切的災害
[00:22:25.300 --> 00:22:27.300]  祂要保護你
[00:22:27.300 --> 00:22:29.300]  免受一切的災害
[00:22:29.300 --> 00:22:33.300]  這裡第一次出現保護這個字
[00:22:33.300 --> 00:22:35.300]  接著下去
[00:22:35.300 --> 00:22:37.300]  祂要保護你的性命
[00:22:37.300 --> 00:22:39.300]  第二次出現
[00:22:39.300 --> 00:22:41.300]  祂保護你什麼?
[00:22:41.300 --> 00:22:43.300]  保護你的命
[00:22:43.300 --> 00:22:46.300]  最重要的地方就是你的性命
[00:22:46.300 --> 00:22:48.300]  最後第八節
[00:22:48.300 --> 00:22:50.300]  「你出你入」
[00:22:50.300 --> 00:22:53.300]  耶和華要保護你
[00:22:53.300 --> 00:22:58.300]  而且是從今時一直到永遠
[00:22:58.300 --> 00:23:00.300]  所以第七第八節
[00:23:00.300 --> 00:23:03.300]  用三個保護
[00:23:03.300 --> 00:23:05.300]  三重的保護
[00:23:05.300 --> 00:23:08.300]  來完結這一篇詩篇
[00:23:08.300 --> 00:23:10.300]  有些英文聖經
[00:23:10.300 --> 00:23:14.300]  用三個不同的英文字
[00:23:14.300 --> 00:23:16.300]  就是Protection
[00:23:16.300 --> 00:23:20.300]  就是Keep和Guard
[00:23:20.300 --> 00:23:22.300]  Protection
