
[00:00:00.000 --> 00:00:02.960]  各位線上的朋友弟兄姊妹
[00:07:14.660 --> 00:07:20.540]  因為我是臣家裏面的一份子
[00:07:20.540 --> 00:07:23.980]  我們回家能夠坦然無懼
[00:07:23.980 --> 00:07:26.620]  因為我們是回到
[00:07:26.620 --> 00:07:29.500]  與我們有親密關係
[00:07:29.500 --> 00:07:34.060]  並且愛我們至心的臣的面前
[00:07:34.060 --> 00:07:35.420]  坦然無懼
[00:07:35.420 --> 00:07:37.820]  在約翰福音書信裏面
[00:07:37.820 --> 00:07:42.180]  也在稍後四章十六、十七節有提到
[00:07:42.180 --> 00:07:45.420]  就是「臣是愛我們」
[00:07:45.420 --> 00:07:47.220]  「臣就是愛」
[00:07:47.220 --> 00:07:51.620]  我們也經歷過他的愛和相信
[00:07:51.620 --> 00:07:56.540]  在愛裏面我們可以得到完全
[00:07:56.540 --> 00:08:01.740]  我們就可以在審判的日子坦然無懼
[00:08:01.740 --> 00:08:05.700]  信徒人生的終極目標
[00:08:05.700 --> 00:08:07.540]  就是總有一天
[00:08:07.540 --> 00:08:11.620]  我們回去見我們的主耶穌
[00:08:11.620 --> 00:08:14.540]  這是我們的目標
[00:08:14.540 --> 00:08:20.180]  人生裏面有很多不同要完成的工作
[00:08:20.180 --> 00:08:22.300]  我相信在這段經文裏面
[00:08:22.300 --> 00:08:23.940]  「臣而女」的特質
[00:08:23.940 --> 00:08:29.100]  也讓我們可以應用在人生不同的目標上
[00:08:29.100 --> 00:08:33.700]  我們來看看「臣而女」有三個特質
[00:08:33.700 --> 00:08:36.540]  第一個就是
[00:08:36.540 --> 00:08:39.700]  「臣是父親,我是兒女」
[00:08:39.700 --> 00:08:42.020]  「臣」既然稱呼我們為兒女
[00:08:42.020 --> 00:08:43.980]  他就是我們的爸爸
[00:08:43.980 --> 00:08:47.420]  三章一節告訴我們
[00:08:47.420 --> 00:08:52.900]  「臣賜給我們是何等的慈愛」
[00:08:52.900 --> 00:08:56.860]  我猜對人來說
[00:08:56.860 --> 00:09:00.540]  最能夠明白一個人倫的關係
[00:09:00.540 --> 00:09:04.580]  就是父母愛兒女
[00:09:04.580 --> 00:09:07.700]  卵子和精子結合
[00:09:07.700 --> 00:09:11.460]  懷胎、養育、悉心照顧
[00:09:11.460 --> 00:09:14.980]  將最好的給兒女
[00:09:14.980 --> 00:09:20.540]  這就是世人最能夠理解的一種愛
[00:09:20.540 --> 00:09:23.620]  而「臣」愛我們
[00:09:23.620 --> 00:09:27.340]  就是體現在他差派愛子耶穌基督
[00:09:27.340 --> 00:09:30.100]  來賜我們有救恩
[00:09:30.100 --> 00:09:32.660]  我們得著一個身份
[00:09:32.660 --> 00:09:34.860]  得稱為「臣的兒女」
[00:09:34.860 --> 00:09:36.860]  是一個身份
[00:09:36.860 --> 00:09:39.380]  一個不會改變的身份
[00:09:39.380 --> 00:09:42.020]  我們也真是他的兒女
[00:09:42.020 --> 00:09:45.220]  我們確定經歷過
[00:09:45.220 --> 00:09:49.180]  「臣賜給我們這份愛」
[00:09:49.180 --> 00:09:51.900]  在這段落裏
[00:09:51.900 --> 00:09:54.140]  約翰也告訴我們
[00:09:54.140 --> 00:09:56.620]  因為我們經歷過上帝的愛
[00:09:56.620 --> 00:10:02.020]  所以我們樂意按照祂的心意去生活
[00:10:02.020 --> 00:10:03.740]  到了一天
[00:10:03.740 --> 00:10:06.260]  耶穌基督再回來的時候
[00:10:06.260 --> 00:10:09.860]  我們就會像祂一樣
[00:10:09.860 --> 00:10:13.340]  網上的弟兄姊妹
[00:10:13.340 --> 00:10:15.740]  當你自己小時候
[00:10:15.740 --> 00:10:18.260]  或者你看到一些嬰兒出生的時候
[00:10:18.260 --> 00:10:19.260]  你也會問
[00:10:19.260 --> 00:10:23.060]  「像爸爸還是像媽媽呢?」
[00:10:23.060 --> 00:10:25.540]  有些嬰兒很明顯
[00:10:25.540 --> 00:10:28.260]  鼻子像媽媽
[00:10:28.260 --> 00:10:30.340]  眼睛像爸爸
[00:10:30.340 --> 00:10:33.980]  但是嬰兒長大的時候
[00:10:33.980 --> 00:10:38.140]  他的變化也是比較大的
[00:10:38.140 --> 00:10:43.380]  當他越來越被養育的時候
[00:10:43.380 --> 00:10:45.100]  我們就會發覺
[00:10:45.100 --> 00:10:48.300]  父母和子女相似的地方
[00:10:48.300 --> 00:10:49.740]  越來越明顯
[00:10:49.740 --> 00:10:52.540]  不單是外貌輪廓
[00:10:52.540 --> 00:10:54.260]  包括他們的性情
[00:10:54.260 --> 00:10:56.020]  他們的喜好
[00:10:56.020 --> 00:11:00.860]  原來也會有相似的地方
[00:11:00.860 --> 00:11:03.700]  「臣賜我們是祂的兒女」
[00:11:03.700 --> 00:11:06.380]  他也將這些特性
[00:11:06.380 --> 00:11:09.580]  將祂的美好給過我們
[00:11:09.580 --> 00:11:12.140]  所以我們就可以去
[00:11:12.140 --> 00:11:16.820]  映照出神的樣子
[00:11:16.820 --> 00:11:18.460]  聖經告訴我們
[00:11:18.460 --> 00:11:20.700]  我們現在去認識耶穌基督
[00:11:20.700 --> 00:11:22.460]  是很模糊的
[00:11:22.460 --> 00:11:26.300]  好像對著一塊銅造的鏡
[00:11:26.300 --> 00:11:27.820]  朦朦朧朧的
[00:11:27.820 --> 00:11:30.140]  我們對耶穌的認識
[00:11:30.140 --> 00:11:34.180]  不是在世上很清楚
[00:11:34.180 --> 00:11:36.860]  但是有一天我們見到耶穌的時候
[00:11:36.860 --> 00:11:40.260]  我們就會很清楚見到祂
[00:11:40.260 --> 00:11:43.940]  並且從耶穌的面容
[00:11:43.940 --> 00:11:48.780]  也在我們的臉上映照出來
[00:11:48.780 --> 00:11:52.340]  因為我們是掌祂
[00:11:52.340 --> 00:11:57.500]  在神和祂的兒女關係上
[00:11:57.500 --> 00:12:00.900]  聖經將祂有兩個特質
[00:12:00.900 --> 00:12:03.300]  神的兩個特質告訴我們
[00:12:03.300 --> 00:12:05.420]  第一個就是公義
[00:12:05.420 --> 00:12:08.220]  第二個就是潔淨
[00:12:08.220 --> 00:12:10.900]  公義的意思就是
[00:12:10.900 --> 00:12:14.020]  義、正確、美善
[00:12:14.020 --> 00:12:16.540]  潔淨就是無罪
[00:12:16.540 --> 00:12:19.460]  神將這些美好的特質
[00:12:19.460 --> 00:12:21.180]  也給過我們
[00:12:21.180 --> 00:12:22.860]  所以聖經說
[00:12:22.860 --> 00:12:25.100]  如果我們行出
[00:12:25.100 --> 00:12:27.180]  如果我們表露出
[00:12:27.180 --> 00:12:28.700]  這些美好的特質
[00:12:28.700 --> 00:12:30.500]  人看到的時候
[00:12:30.500 --> 00:12:35.020]  就會知道我們是屬於上帝
[00:12:35.020 --> 00:12:39.300]  而因為我們經歷過上帝的愛
[00:12:39.300 --> 00:12:43.780]  我們也會願意自己的表達
[00:12:43.780 --> 00:12:45.540]  我們的生活種種
[00:12:45.540 --> 00:12:49.860]  都是按照上帝的心意去行
[00:12:49.860 --> 00:12:51.500]  三章三節說
[00:12:51.500 --> 00:12:54.220]  「凡向他有者指望的
[00:12:54.220 --> 00:12:55.780]  就潔淨自己
[00:12:55.780 --> 00:12:57.660]  像他潔淨一樣」
[00:12:57.660 --> 00:12:59.020]  這裡不單是說到
[00:12:59.020 --> 00:13:01.260]  我們要去學校上帝
[00:13:01.260 --> 00:13:04.500]  我們更加存著一個盼望
[00:13:04.500 --> 00:13:09.300]  就是將來可以見到耶穌基督
[00:13:09.300 --> 00:13:12.260]  其實在疫情裡
[00:13:12.260 --> 00:13:15.220]  我們時時刻刻都是靠著
[00:13:15.220 --> 00:13:19.860]  從神給我們的盼望去生活
[00:13:19.860 --> 00:13:23.500]  2010年在智利
[00:13:23.500 --> 00:13:28.300]  曾經發生過一個很嚴重的狂災
[00:13:28.300 --> 00:13:31.020]  2010年8月5日
[00:13:31.020 --> 00:13:34.980]  有33位礦工
[00:13:34.980 --> 00:13:40.460]  埋在地下700米
[00:13:40.460 --> 00:13:44.340]  大約2300呎的地底
[00:13:44.340 --> 00:13:46.540]  這33位礦工
[00:13:46.540 --> 00:13:51.420]  年齡介乎19至63歲
[00:13:51.420 --> 00:13:54.620]  在整個過程裡
[00:13:54.620 --> 00:13:57.300]  埋在這麼深的地底
[00:13:57.300 --> 00:14:04.700]  就在69日到10月中的時候
[00:14:04.700 --> 00:14:07.140]  埋在地底
[00:14:07.140 --> 00:14:12.300]  或者應該說在地坑裡的33位礦工
[00:14:12.300 --> 00:14:14.180]  都一一被獲救
[00:14:14.180 --> 00:14:15.980]  這個實在是
[00:14:15.980 --> 00:14:22.980]  人類被埋在礦坑的世界歷史
[00:14:22.980 --> 00:14:25.300]  因為他們全部都身亡
[00:14:25.300 --> 00:14:27.220]  全部都被救出
[00:14:27.220 --> 00:14:30.140]  其實怎樣可以做到呢
[00:14:30.140 --> 00:14:34.260]  救援人員其實透過一些儀器
[00:14:34.260 --> 00:14:37.860]  將食物運過給這些礦工
[00:14:37.860 --> 00:14:41.260]  並且一直傳遞一些訊息給他們
[00:14:41.260 --> 00:14:44.740]  就是說我們會救你
[00:14:44.740 --> 00:14:46.500]  你不要擔心
[00:14:46.500 --> 00:14:49.140]  我們不會放棄你的
[00:14:49.140 --> 00:14:51.700]  而這些礦工的家人
[00:14:51.700 --> 00:14:55.780]  也都在工地附近搭了一些營棚
[00:14:55.780 --> 00:14:59.300]  他們會寫一些字條
[00:14:59.300 --> 00:15:01.380]  寫他們的愛的說話
[00:15:01.380 --> 00:15:02.940]  又會唱歌
[00:15:02.940 --> 00:15:04.540]  作曲
[00:15:04.540 --> 00:15:09.380]  將這些訊息傳遞給這33位礦工
[00:15:09.380 --> 00:15:14.460]  結果經歷了69日
[00:15:14.460 --> 00:15:18.180]  這些礦工一個一個被救起
[00:15:18.180 --> 00:15:20.220]  不單在地面上
[00:15:20.220 --> 00:15:22.660]  救援人員或者他的家人
[00:15:22.660 --> 00:15:25.340]  將盼望的訊息傳遞給他們
[00:15:25.340 --> 00:15:32.380]  他們自己也都在地底的時候
[00:15:32.380 --> 00:15:33.820]  彼此鼓勵
[00:15:33.820 --> 00:15:40.980]  有一些運動讓自己保持清醒
[00:15:40.980 --> 00:15:44.460]  救援人員一直傳遞
[00:15:44.460 --> 00:15:50.500]  總有一天會得到的訊息給這些礦工
[00:15:50.500 --> 00:15:54.780]  告訴他們總有一天會與家人團聚
[00:15:54.780 --> 00:15:57.460]  大家就傳著這份盼望
[00:15:57.460 --> 00:16:01.620]  一起完成這個艱鉅的任務
[00:16:01.620 --> 00:16:07.820]  當我們走人生這條漫長的道路
[00:16:07.820 --> 00:16:11.220]  我們靠著彼此的鼓勵
[00:16:11.220 --> 00:16:14.180]  靠著上帝給我們的盼望
[00:16:14.180 --> 00:16:18.300]  我們去完成這個很不容易的任務
[00:16:18.300 --> 00:16:23.780]  就好像這兩年多來的經歷
[00:16:23.780 --> 00:16:29.300]  不單是上帝給我們兒女的身份
[00:16:29.300 --> 00:16:31.580]  是我們的特質
[00:16:31.580 --> 00:16:35.740]  我們看到經文告訴我們
[00:16:35.740 --> 00:16:40.700]  我們的能力的泉源是住在主裡面
[00:16:40.700 --> 00:16:43.620]  當我們回看二章二十八節
[00:16:43.620 --> 00:16:46.700]  這個具體的目標的時候
[00:16:46.700 --> 00:16:49.340]  就會看到約翰說
[00:16:49.340 --> 00:16:53.860]  孩子們啊 你們要住在主裡面
[00:16:53.860 --> 00:16:58.300]  這是一個達至目標的秘訣
[00:16:58.300 --> 00:17:01.340]  什麼是住在主裡面呢
[00:17:01.340 --> 00:17:08.260]  就是一個長久經常在一起的關係
[00:17:08.260 --> 00:17:12.540]  相反 我也會發覺
[00:17:12.540 --> 00:17:14.780]  現在在這麼多的新聞
[00:17:14.780 --> 00:17:17.380]  和報告這麼多的數字之下
[00:17:17.380 --> 00:17:22.580]  有時候我們會住在新聞的消息裡面
[00:17:22.580 --> 00:17:26.820]  我們住在那個大環境之下
[00:17:26.820 --> 00:17:31.260]  我們住在個人的狀況之下
[00:17:31.260 --> 00:17:33.660]  但是上帝告訴我們
[00:17:33.660 --> 00:17:38.100]  不是的 你要住在主裡面
[00:17:38.100 --> 00:17:41.580]  你要熟悉我 親近我
[00:17:41.580 --> 00:17:45.140]  要常常這樣 很想和我一起
[00:17:45.140 --> 00:17:49.460]  其實現實生活會引導我們離開這個正軌
[00:17:49.460 --> 00:17:55.660]  引導我們用各樣的方法去面對 去解決
[00:17:55.660 --> 00:18:01.780]  但是神說 不是的 住在我裡面
[00:18:01.780 --> 00:18:03.780]  這個住在主裡面
[00:18:03.780 --> 00:18:07.180]  「確實」其實是什麼意思呢
[00:18:07.180 --> 00:18:09.940]  二章二十四節和二十七節
[00:18:09.940 --> 00:18:13.220]  告訴我們「確實」
[00:18:13.220 --> 00:18:17.980]  住在主裡面就包括二十四節說
[00:18:17.980 --> 00:18:23.140]  「將那從起初所聽見的常存在心裡」
[00:18:23.140 --> 00:18:26.900]  由一開始你去認識耶穌基督
[00:18:26.900 --> 00:18:28.540]  祂所流露的愛
[00:18:28.540 --> 00:18:34.820]  祂所告訴你的生命的盼望和道理
[00:18:34.820 --> 00:18:38.260]  和耶穌基督是救贖主
[00:18:38.260 --> 00:18:40.780]  將你這些從起初所聽見的
[00:18:40.780 --> 00:18:43.620]  放在心裡面
[00:18:43.620 --> 00:18:46.500]  二十七節就說到
[00:18:46.500 --> 00:18:49.460]  「從主所受的恩高」
[00:18:49.460 --> 00:18:53.140]  上星期我們已經看過這個經文
[00:18:53.140 --> 00:18:56.020]  「從主所受的恩高」是什麼呢
[00:18:56.020 --> 00:19:00.140]  其實就是聖靈的恩高
[00:19:00.140 --> 00:19:02.620]  恩高就好像抹油一樣
[00:19:02.620 --> 00:19:04.340]  其實是什麼呢
[00:19:04.340 --> 00:19:09.220]  就是聖靈住在聖徒的心裡面
[00:19:09.220 --> 00:19:11.500]  《約翰福音》十四章和十六章
[00:19:11.500 --> 00:19:15.700]  都說了好幾個聖靈在聖徒心裡面
[00:19:15.700 --> 00:19:17.140]  在做些什麼
[00:19:17.140 --> 00:19:18.740]  譬如說
[00:19:18.740 --> 00:19:21.260]  聖靈會將一切
[00:19:21.260 --> 00:19:23.500]  耶穌所說過的話
[00:19:23.500 --> 00:19:25.660]  去指教我們
[00:19:25.660 --> 00:19:30.660]  聖靈是保衛司常常與信徒同在
[00:19:30.660 --> 00:19:37.540]  聖靈又會引領我們明白一切的真理
[00:19:37.540 --> 00:19:39.740]  《約翰福音》鼓勵我們
[00:19:39.740 --> 00:19:41.660]  如何住在主裡面
[00:19:41.660 --> 00:19:44.420]  就是靠著上帝的說話
[00:19:44.420 --> 00:19:48.860]  以及靠著聖靈的同在
[00:19:48.860 --> 00:19:53.900]  不知道大家在這段抗疫的日子
[00:19:53.900 --> 00:19:57.300]  常常要留在家中
[00:19:57.300 --> 00:20:01.580]  與家人同住相處
[00:20:01.580 --> 00:20:06.100]  你會用一個怎樣的形容詞去描述呢
[00:20:06.100 --> 00:20:09.340]  我估計去年 前年
[00:20:09.340 --> 00:20:11.620]  我聽得比較多
[00:20:11.620 --> 00:20:15.060]  就是說都很多磨合
[00:20:15.060 --> 00:20:18.860]  原來平時大家要上班 上學
[00:20:18.860 --> 00:20:21.260]  晚上才一起吃飯
[00:20:21.260 --> 00:20:23.780]  大家相處的時間相對短一點
[00:20:23.780 --> 00:20:25.980]  磨擦又少一點
[00:20:25.980 --> 00:20:27.700]  大家還有沒有印象
[00:20:27.700 --> 00:20:31.540]  過往兩年要留在家中的時候
[00:20:31.540 --> 00:20:35.100]  你一個常與家人同在
[00:20:35.100 --> 00:20:39.260]  帶給你一個怎樣的經歷
[00:20:39.260 --> 00:20:42.660]  來到今年
[00:20:42.660 --> 00:20:47.180]  其實我自己的體會就是
[00:20:47.180 --> 00:20:50.740]  當常與家人同在的時候
[00:20:50.740 --> 00:20:54.500]  與家人的口中
[00:20:54.500 --> 00:20:57.060]  他們所表露的
[00:20:57.060 --> 00:21:01.660]  我與家人的認識又深層了很多
[00:21:01.660 --> 00:21:03.940]  當然是有磨合的
[00:21:03.940 --> 00:21:07.140]  當然就有一些說話
[00:21:07.140 --> 00:21:12.340]  當家人不知道怎樣去表達他的害怕
[00:21:12.340 --> 00:21:18.020]  不知道怎樣去表達他恐懼自己會確診
[00:21:18.020 --> 00:21:23.100]  有時候那些說話聽起來是不容易接受的
[00:21:23.100 --> 00:21:26.420]  磨合是很重的
[00:21:26.420 --> 00:21:31.140]  但是就是這樣常常與家人一起
[00:21:31.140 --> 00:21:35.860]  你就聽出他心底真正的意思
[00:21:35.860 --> 00:21:39.740]  當他面對看到有盼望的時候
[00:21:39.740 --> 00:21:44.540]  他又會從他所流露的表達
[00:21:44.540 --> 00:21:49.260]  你就會看到他現在的心情真的很積極
[00:21:49.260 --> 00:21:51.380]  會不會在疫情裡面
[00:21:51.380 --> 00:21:54.740]  我們要常常留在家中
[00:21:54.740 --> 00:21:57.740]  都是上帝在我們人生裡面
[00:21:57.740 --> 00:22:04.780]  給我們一些很重要的方式
[00:22:04.780 --> 00:22:09.460]  讓我們去體會親密關係
[00:22:09.460 --> 00:22:11.540]  家人相處
[00:22:11.540 --> 00:22:13.380]  我們與上帝
[00:22:13.380 --> 00:22:17.020]  這一份這麼緊密的關係
[00:22:17.020 --> 00:22:20.100]  其實是在說什麼
[00:22:20.100 --> 00:22:25.100]  當我們常常住在主裡面
[00:22:25.100 --> 00:22:29.780]  我們就會熟悉上帝的聲音
[00:22:29.780 --> 00:22:34.100]  當然在我信主這麼久
[00:22:34.100 --> 00:22:39.140]  只有我向上帝勞嘈
[00:22:39.140 --> 00:22:40.460]  不會反過來
[00:22:40.460 --> 00:22:42.740]  上帝從來都不勞嘈
[00:22:42.740 --> 00:22:46.100]  上帝總是用各種的接納
[00:22:46.100 --> 00:22:49.860]  但我猜如果我們能夠在人與人之間
[00:22:49.860 --> 00:22:52.340]  就是家人的相處上
[00:22:52.340 --> 00:22:55.700]  學會這個緊密
[00:22:55.700 --> 00:22:58.580]  是要靠那個接觸
[00:22:58.580 --> 00:23:02.340]  我們就願意為著我們和上帝更加親近
[00:23:02.340 --> 00:23:08.460]  把時間放在與上帝一起
[00:23:08.460 --> 00:23:12.420]  當約翰他說住在主裡面
[00:23:12.420 --> 00:23:15.900]  包括上帝的說話
[00:23:15.900 --> 00:23:18.220]  和聖靈的同在
[00:23:18.220 --> 00:23:23.020]  早兩天我有機會在
[00:23:23.020 --> 00:23:25.740]  博道會另外一個的堂會
[00:23:25.740 --> 00:23:27.540]  愛秩序灣堂
[00:23:27.540 --> 00:23:31.260]  就得到他們的准許
[00:23:31.260 --> 00:23:33.180]  他們的讀經班
[00:23:33.180 --> 00:23:35.820]  有一段這樣的文字
[00:23:35.820 --> 00:23:38.660]  讀經班就是鼓勵人讀聖經
[00:23:38.660 --> 00:23:42.620]  我覺得當中都有一個要點
[00:23:42.620 --> 00:23:46.740]  和我們住在主裡面都有關係
[00:23:46.740 --> 00:23:48.820]  我也要讀一次
[00:23:48.820 --> 00:23:50.740]  他說讀聖經要屬靈
[00:23:50.740 --> 00:23:52.180]  聖經是神的話
[00:23:52.180 --> 00:23:53.820]  它的性質是靈
[00:23:53.820 --> 00:23:56.020]  很多人說讀不懂聖經
[00:23:56.020 --> 00:23:58.300]  好像很迷茫
[00:23:58.300 --> 00:24:00.100]  原因不關他的腦
[00:24:00.100 --> 00:24:02.060]  是因為他的狀態
[00:24:02.060 --> 00:24:05.100]  當一個人活在屬肉體的狀態
[00:24:05.100 --> 00:24:06.860]  即使頭腦很大
[00:24:06.860 --> 00:24:07.860]  理解很好
[00:24:07.860 --> 00:24:09.140]  也讀不進去
[00:24:09.140 --> 00:24:11.980]  讀經狀態要屬靈
[00:24:11.980 --> 00:24:13.500]  第二頁就說
[00:24:13.500 --> 00:24:16.540]  讀經的時候要先安靜一下
[00:24:16.540 --> 00:24:18.660]  抱著敬畏和謙卑的心
