
[00:00:00.000 --> 00:00:01.560]  我今天的題目是
[00:01:24.960 --> 00:01:27.160]  我們怎知道自己是不是虔誠呢?
[00:01:27.160 --> 00:01:28.240]  究竟是看
[00:01:28.240 --> 00:01:29.840]  我們有沒有看多少《聖經》
[00:01:29.840 --> 00:01:31.240]  還是有沒有回教會
[00:01:31.240 --> 00:01:33.640]  還是有沒有殺人放火呢?
[00:01:33.640 --> 00:01:36.920]  所以今天就讓我們在《猶大書》那裡
[00:01:36.920 --> 00:01:38.000]  看一看
[00:01:38.000 --> 00:01:40.040]  讓《聖經》告訴我們
[00:01:40.040 --> 00:01:41.880]  不虔誠的人是怎樣
[00:01:41.880 --> 00:01:44.000]  其實知道了之後
[00:01:44.000 --> 00:01:46.320]  我們可以用這些反面教材
[00:01:46.320 --> 00:01:48.160]  令我們去檢視一下
[00:01:48.160 --> 00:01:51.880]  自己怎樣去做一個虔誠的信徒
[00:01:51.880 --> 00:01:57.320]  我們開始就看一看《猶大書》第一至第三節
[00:01:57.320 --> 00:01:58.680]  我們會發覺
[00:01:58.680 --> 00:02:02.200]  其實《猶大書》只有一卷書而已
[00:02:02.200 --> 00:02:03.960]  就是一章而已
[00:02:03.960 --> 00:02:07.240]  而我們今天是會看到第十六節的
[00:02:07.240 --> 00:02:08.640]  然後兩個星期後
[00:02:08.640 --> 00:02:10.680]  就會有另外一位牧者
[00:02:10.680 --> 00:02:12.720]  去完成下半節的
[00:02:12.720 --> 00:02:14.960]  這卷書是比較少人讀的
[00:02:14.960 --> 00:02:15.920]  為什麼呢?
[00:02:15.920 --> 00:02:20.000]  因為作者裡面大多數都是警告和提醒
[00:02:20.000 --> 00:02:21.960]  不是那些去嗑著我們
[00:02:21.960 --> 00:02:23.800]  親吻我們的經文
[00:02:23.800 --> 00:02:24.840]  所以很少人說
[00:02:24.840 --> 00:02:27.200]  我最喜歡的是《猶大書》
[00:02:27.200 --> 00:02:28.000]  不過不要緊
[00:02:28.000 --> 00:02:29.680]  裡面有很豐富的內容
[00:02:29.680 --> 00:02:31.400]  我們一起去看一看
[00:02:31.400 --> 00:02:34.160]  第一節是作者告訴我們
[00:02:34.160 --> 00:02:35.360]  他是哪一個呢?
[00:02:35.360 --> 00:02:38.360]  他稱自己是耶穌基督的僕人
[00:02:38.360 --> 00:02:41.320]  是雅各的兄弟猶大
[00:02:41.320 --> 00:02:42.760]  他叫做猶大
[00:02:42.760 --> 00:02:44.240]  是雅各的兄弟
[00:02:44.240 --> 00:02:47.520]  也是耶穌基督的親弟弟
[00:02:47.520 --> 00:02:49.200]  他是寫信給誰呢?
[00:02:49.200 --> 00:02:51.320]  就是那些被召
[00:02:51.320 --> 00:02:53.720]  被父神裡面蒙愛的人
[00:02:53.720 --> 00:02:55.920]  是基督保守的人
[00:02:55.920 --> 00:02:58.000]  因為已經是新約的時代了
[00:02:58.000 --> 00:02:59.720]  所以他們的信徒
[00:02:59.720 --> 00:03:01.600]  基本上跟我們一樣
[00:03:01.600 --> 00:03:03.560]  就是新約的信徒
[00:03:03.560 --> 00:03:06.960]  所以這封信是跟我們息切相關的
[00:03:06.960 --> 00:03:09.080]  我們再看看第二節
[00:03:09.080 --> 00:03:09.800]  他就說
[00:03:09.800 --> 00:03:13.200]  願憐憫平安慈愛多多加給你們
[00:03:13.200 --> 00:03:15.000]  這些都是我們一般會看到
[00:03:15.000 --> 00:03:17.440]  在書信裡面的問候句
[00:03:17.440 --> 00:03:19.520]  然後第三節我們看到
[00:03:19.520 --> 00:03:21.240]  作者告訴我們
[00:03:21.240 --> 00:03:25.240]  他究竟寫這封信的目的是什麼?
[00:03:25.240 --> 00:03:28.680]  他說他原本很迫切要寫信給你們
[00:03:28.680 --> 00:03:29.760]  是想說什麼呢?
[00:03:29.760 --> 00:03:31.280]  是說救恩的
[00:03:31.280 --> 00:03:32.560]  但是他現在覺得
[00:03:32.560 --> 00:03:34.160]  他更加有必要
[00:03:34.160 --> 00:03:36.360]  寫這封信是勸他們
[00:03:36.360 --> 00:03:38.200]  究竟勸他們什麼呢?
[00:03:38.200 --> 00:03:39.440]  就是要竭力
[00:03:39.440 --> 00:03:41.680]  為真道去奮鬥
[00:03:41.680 --> 00:03:44.240]  無端端為什麼要寫一封信
[00:03:44.240 --> 00:03:48.640]  要他們竭力去為真道去奮鬥呢?
[00:03:48.640 --> 00:03:51.320]  原來在第四節就告訴我們
[00:03:51.320 --> 00:03:53.120]  因為有一些人
[00:03:53.120 --> 00:03:55.320]  他們偷偷地進來
[00:03:55.320 --> 00:03:56.480]  這些是什麼人呢?
[00:03:56.480 --> 00:03:58.840]  就是一早被裁定
[00:03:58.840 --> 00:04:02.200]  是受刑罰不虔誠的人
[00:04:02.200 --> 00:04:03.280]  我們就在想
[00:04:03.280 --> 00:04:04.760]  是不是在說預定論呢?
[00:04:04.760 --> 00:04:07.040]  就是有些人一早就被定了
[00:04:07.040 --> 00:04:08.440]  是有罪的呢?
[00:04:08.440 --> 00:04:09.360]  不是的
[00:04:09.360 --> 00:04:12.560]  其實這裡說的是想強調
[00:04:12.560 --> 00:04:16.360]  這些人不用懷疑他們是不是不虔誠
[00:04:16.360 --> 00:04:17.760]  現在告訴我們
[00:04:17.760 --> 00:04:19.920]  他們是一定不虔誠的
[00:04:19.920 --> 00:04:21.080]  被定了罪
[00:04:21.080 --> 00:04:22.640]  究竟誰定什麼時候定
[00:04:22.640 --> 00:04:23.680]  為什麼他們會知道呢?
[00:04:23.680 --> 00:04:26.040]  我們就不是很清楚
[00:04:26.040 --> 00:04:28.720]  但是他們究竟被定了什麼罪呢?
[00:04:28.720 --> 00:04:30.480]  在這裡看得很清楚
[00:04:30.480 --> 00:04:32.080]  第一點就是說
[00:04:32.080 --> 00:04:34.840]  他們把我們神的恩典
[00:04:34.840 --> 00:04:38.160]  變為放縱情慾的機會
[00:04:38.160 --> 00:04:41.600]  神的恩典其實可以指很多不同的「因為」
[00:04:41.600 --> 00:04:43.880]  但是最合適的解說在這裡
[00:04:43.880 --> 00:04:45.560]  就是在說「救恩」
[00:04:45.560 --> 00:04:48.040]  就是說這些不虔誠的人
[00:04:48.040 --> 00:04:50.440]  已經知道自己是罪人
[00:04:50.440 --> 00:04:53.800]  也知道耶穌基督是神的兒子
[00:04:53.800 --> 00:04:54.880]  為他的罪
[00:04:54.880 --> 00:04:56.440]  而死在十字架上
[00:04:56.440 --> 00:04:57.880]  三天復活之後
[00:04:57.880 --> 00:05:00.200]  而他們的罪是得救的
[00:05:00.200 --> 00:05:01.840]  但是他們怎麼樣呢?
[00:05:01.840 --> 00:05:03.200]  當這是什麼呢?
[00:05:03.200 --> 00:05:04.880]  免死金牌
[00:05:04.880 --> 00:05:06.600]  不僅沒有悔改
[00:05:06.600 --> 00:05:08.800]  反而放縱情慾
[00:05:08.800 --> 00:05:11.000]  其實我們也需要問問自己
[00:05:11.000 --> 00:05:14.120]  我們會不會得到同一份救恩的時候
[00:05:14.120 --> 00:05:15.640]  其實當這是什麼呢?
[00:05:15.640 --> 00:05:17.400]  免死金牌
[00:05:17.400 --> 00:05:20.280]  之後自己就隨心所欲
[00:05:20.280 --> 00:05:21.560]  為什麼呢?
[00:05:21.560 --> 00:05:23.720]  沒有人會再追究了
[00:05:23.720 --> 00:05:26.640]  我們會不會跌入同一個罪名呢?
[00:05:26.640 --> 00:05:28.080]  第二個罪名就是
[00:05:28.080 --> 00:05:31.680]  就是並且不認獨一的主宰
[00:05:31.680 --> 00:05:34.360]  我們的主耶穌基督
[00:05:34.360 --> 00:05:35.640]  在這裡我們相信
[00:05:35.640 --> 00:05:38.520]  他不是說不認耶穌是神的兒子
[00:05:38.520 --> 00:05:40.400]  因為上一節已經說了
[00:05:40.400 --> 00:05:42.760]  他們是領受了救恩
[00:05:42.760 --> 00:05:44.120]  這裡更加說的是
[00:05:44.120 --> 00:05:48.160]  他沒有將神成為了他們的掌權者
[00:05:48.160 --> 00:05:50.400]  就是說他們還是自己
[00:05:50.400 --> 00:05:52.560]  甚至乎是罪的僕人
[00:05:52.560 --> 00:05:55.040]  不是屬於神的僕人
[00:05:55.040 --> 00:05:57.440]  那我們會不會也是這樣呢?
[00:05:57.440 --> 00:06:00.960]  因為我們有沒有將神
[00:06:00.960 --> 00:06:02.840]  當作是自己的神
[00:06:02.840 --> 00:06:04.440]  祂就是作主的
[00:06:04.440 --> 00:06:07.280]  還是我們自己還在作主呢?
[00:06:07.280 --> 00:06:09.600]  這個我們也要檢視一下
[00:06:09.600 --> 00:06:11.000]  所以當我們說
[00:06:11.000 --> 00:06:14.200]  我們要竭力做一個虔誠的信徒的時候
[00:06:14.200 --> 00:06:15.360]  第一點
[00:06:15.360 --> 00:06:17.360]  我們就是要
[00:06:17.360 --> 00:06:24.920]  第一點就是我們要在神裡面
[00:06:24.920 --> 00:06:28.280]  我們要去認定這個恩主
[00:06:28.280 --> 00:06:30.720]  我們是要更加的去愛祂
[00:06:30.720 --> 00:06:36.000]  我們要堅定不移地去相信祂
[00:06:36.000 --> 00:06:37.520]  那我們就會去想
[00:06:37.520 --> 00:06:40.080]  我們怎樣可以堅定不移呢?
[00:06:40.080 --> 00:06:42.400]  其實我們如果一直讀下去的時候
[00:06:42.400 --> 00:06:43.600]  我們就會發現
[00:06:43.600 --> 00:06:45.920]  第五節那裡告訴我們
[00:06:45.920 --> 00:06:47.920]  究竟這些不虔誠的人
[00:06:47.920 --> 00:06:49.040]  做了些什麼
[00:06:49.040 --> 00:06:52.280]  以至於我們可以學他們
[00:06:52.280 --> 00:06:53.920]  第五節那裡說到
[00:06:53.920 --> 00:06:57.560]  這一切的事你們雖然知道
[00:06:57.560 --> 00:07:00.040]  我卻仍要提醒你們
[00:07:00.040 --> 00:07:02.160]  從前主子一次
[00:07:02.160 --> 00:07:04.880]  就救了他的百姓出埃及地
[00:07:04.880 --> 00:07:09.520]  後來卻把那些不信的滅絕了
[00:07:09.520 --> 00:07:12.800]  這個第一個猶大提醒我們的是什麼人呢?
[00:07:12.800 --> 00:07:18.520]  原來就是濫用了恩典的以色列民
[00:07:18.520 --> 00:07:22.800]  我們記載了出埃及的第六章至第十四章裡面
[00:07:22.800 --> 00:07:24.960]  這些以色列民本來是怎樣的?
[00:07:24.960 --> 00:07:27.520]  是在埃及圍爐的
[00:07:27.520 --> 00:07:30.280]  但是神竟然給了他們莫大的恩典
[00:07:30.280 --> 00:07:31.800]  把他們救了出來
[00:07:31.800 --> 00:07:35.240]  甚至把他們帶到迦蘭美地
[00:07:35.240 --> 00:07:36.480]  是希望怎樣呢?
[00:07:36.480 --> 00:07:39.000]  將最好的東西要給他們
[00:07:39.000 --> 00:07:40.560]  但是他們到了那一屆的時候
[00:07:40.560 --> 00:07:42.120]  竟然不相信神
[00:07:42.120 --> 00:07:43.520]  不願意進入
[00:07:43.520 --> 00:07:44.360]  為什麼呢?
[00:07:44.360 --> 00:07:47.520]  因為他們派了探子去看這塊地的時候
[00:07:47.520 --> 00:07:49.120]  發覺是很漂亮
[00:07:49.120 --> 00:07:50.760]  不過裡面的人都怎樣?
[00:07:50.760 --> 00:07:51.680]  很大隻
[00:07:51.680 --> 00:07:54.240]  我們怎樣能夠打得到他們呢?
[00:07:54.240 --> 00:07:58.240]  所以他們將眼目的東西變得更大
[00:07:58.240 --> 00:08:01.440]  他們寧願相信自己看到的東西
[00:08:01.440 --> 00:08:03.720]  都不相信神的話語
[00:08:03.720 --> 00:08:06.360]  就說他們是給了這塊地
[00:08:06.360 --> 00:08:07.880]  這班以色列民
[00:08:07.880 --> 00:08:09.640]  因為他們不信的緣故
[00:08:09.640 --> 00:08:13.640]  所以他們全部不信的都滅絕了
[00:08:13.640 --> 00:08:14.560]  除了兩個
[00:08:14.560 --> 00:08:15.800]  大家可能會記得
[00:08:15.800 --> 00:08:18.240]  就是約書亞和迦勒
[00:08:18.240 --> 00:08:19.680]  所以我們看到
[00:08:19.680 --> 00:08:23.040]  其實當我們去跟隨我們的恩主的時候
[00:08:23.040 --> 00:08:25.560]  我們必定要堅定不移地
[00:08:25.560 --> 00:08:28.280]  去相信我們的主耶穌
[00:08:28.280 --> 00:08:32.280]  若果不是,我們就像前面的人一樣
[00:08:32.280 --> 00:08:34.040]  那我們會不會因為
[00:08:34.040 --> 00:08:37.040]  我們看到環境不是那麼好的時候
[00:08:37.040 --> 00:08:38.960]  就不再跟隨神呢?
[00:08:38.960 --> 00:08:41.440]  我們要去思考這個問題
[00:08:41.440 --> 00:08:42.840]  好,到第六節的時候
[00:08:42.840 --> 00:08:45.560]  我們看到至於那些不守本分
[00:08:45.560 --> 00:08:48.280]  離開自己住處的天使
[00:08:48.280 --> 00:08:50.680]  是主用了鎖鏈
[00:08:50.680 --> 00:08:53.960]  把他們永遠拘留在黑暗裡
[00:08:53.960 --> 00:08:56.960]  等候大日子的審判
[00:08:56.960 --> 00:08:58.400]  在第六節那裡
[00:08:58.400 --> 00:08:59.480]  我們看到什麼呢?
[00:08:59.480 --> 00:09:02.160]  就是第二個猶大提出
[00:09:02.160 --> 00:09:04.960]  在恩典裡面放縱的人
[00:09:04.960 --> 00:09:06.080]  這些是什麼人呢?
[00:09:06.080 --> 00:09:07.000]  這裡告訴我們
[00:09:07.000 --> 00:09:09.360]  其實他們是天使
[00:09:09.360 --> 00:09:12.840]  他們是離開了自己住處的天使
[00:09:12.840 --> 00:09:14.680]  大部分的學者都認為
[00:09:14.680 --> 00:09:18.040]  這是《創世紀》第六章第一至四節講及的
[00:09:18.040 --> 00:09:20.320]  就是當時有神的兒子
[00:09:20.320 --> 00:09:23.520]  看見人的女子美貌
[00:09:23.520 --> 00:09:27.000]  就隨意挑選娶來為妻
[00:09:27.000 --> 00:09:29.400]  所以神的兒子們在這裡
[00:09:29.400 --> 00:09:32.560]  可以解說是天使
[00:09:32.560 --> 00:09:35.760]  就是說原本天使是不嫁娶的
[00:09:35.760 --> 00:09:37.040]  但是他們不管了
[00:09:37.040 --> 00:09:38.960]  看到美女嘛,是不是?
[00:09:38.960 --> 00:09:40.640]  那就去吧
[00:09:40.640 --> 00:09:45.040]  其實他們是脫離了神給他們的規範
[00:09:45.040 --> 00:09:48.240]  所以其實當我們去認定主因
[00:09:48.240 --> 00:09:50.280]  更加馴服神的時候
[00:09:50.280 --> 00:09:53.280]  我們必定要在我們的本分裡面
[00:09:53.280 --> 00:09:54.440]  去繼續運行
[00:09:54.440 --> 00:09:57.880]  這是神給我們的規範
[00:09:57.880 --> 00:09:59.280]  而我們又想想自己
[00:09:59.280 --> 00:10:02.840]  會不會也好像這些不虔誠的人一樣呢?
[00:10:02.840 --> 00:10:05.720]  可能神是給了一個家裡
[00:10:05.720 --> 00:10:07.680]  你是丈夫的時候
[00:10:07.680 --> 00:10:09.240]  會不會又覺得
[00:10:09.240 --> 00:10:11.240]  旁邊有個美女
[00:10:11.240 --> 00:10:14.480]  不如她娶我太太比較好
[00:10:14.480 --> 00:10:17.520]  我們會不會越過了自己的範圍呢?
[00:10:17.520 --> 00:10:19.240]  又或者我們是妻子
[00:10:19.240 --> 00:10:22.120]  都覺得嫁給了一個壞蛋
[00:10:22.120 --> 00:10:24.560]  就是旁邊那個好多了
[00:10:24.560 --> 00:10:28.600]  又心裡面好像想不要這個換第二個呢?
[00:10:28.600 --> 00:10:30.880]  又或者我們有些單身的
[00:10:30.880 --> 00:10:32.080]  會不會又覺得
[00:10:32.080 --> 00:10:34.400]  那個結了婚的那個也不錯
[00:10:34.400 --> 00:10:36.680]  不如跟她眉來眼去一下
[00:10:36.680 --> 00:10:39.680]  走出了自己的本分呢?
[00:10:39.680 --> 00:10:41.800]  當我們不只是說這些
[00:10:41.800 --> 00:10:44.800]  仍然我們有些人當中是做父母的
[00:10:44.800 --> 00:10:46.880]  孩子、老闆、員工
[00:10:46.880 --> 00:10:48.560]  甚至是學生的
[00:10:48.560 --> 00:10:51.680]  其實神都在這裡給了我們一個本分
[00:10:51.680 --> 00:10:56.280]  我們會不會因為自己的情慾的喜愛
[00:10:56.280 --> 00:10:58.960]  就脫離了神給我們的規範呢?
[00:10:58.960 --> 00:11:01.040]  這個我們也要想一想
[00:11:01.040 --> 00:11:03.000]  第三個
[00:11:03.000 --> 00:11:04.680]  我們看第七節的時候
[00:11:04.680 --> 00:11:06.560]  他給了第三批人我們看
[00:11:06.560 --> 00:11:08.960]  他說同樣所多瑪俄摩拉
[00:11:08.960 --> 00:11:10.920]  和周圍的城鎮的人
[00:11:10.920 --> 00:11:14.720]  也都跟著他們一起去犯淫亂
[00:11:14.720 --> 00:11:16.840]  隨從逆性的情慾
[00:11:16.840 --> 00:11:21.560]  以致遭受永不熄滅之火的懲罰
[00:11:21.560 --> 00:11:23.760]  作為作人的尷尬
[00:11:23.760 --> 00:11:26.040]  我們看到這一段經文的時候
[00:11:26.040 --> 00:11:28.560]  我們看到所多瑪俄摩拉
[00:11:28.560 --> 00:11:30.920]  其實這一批人又是怎樣的呢?
[00:11:30.920 --> 00:11:33.040]  他們當時就犯淫亂
[00:11:33.040 --> 00:11:36.560]  甚至乎在《創世紀》第十九章記載
[00:11:36.560 --> 00:11:38.480]  他們猖狂到什麼地步呢?
[00:11:38.480 --> 00:11:41.640]  就是天使要來到這個城市
[00:11:41.640 --> 00:11:43.600]  這個鎮裡面的時候
[00:11:43.600 --> 00:11:46.840]  竟然進了去一個二人的家
[00:11:46.840 --> 00:11:48.040]  叫羅德的時候
[00:11:48.040 --> 00:11:49.800]  這一批人就敲門了
[00:11:49.800 --> 00:11:52.040]  將裡面的人交出來
[00:11:52.040 --> 00:11:54.520]  當然他們不知道他們是天使
[00:11:54.520 --> 00:11:57.240]  他就是想跟他們去行淫
[00:11:57.240 --> 00:11:59.880]  所以他們是極大惡極的
[00:11:59.880 --> 00:12:03.400]  而最後天使帶領羅德離開之後
[00:12:03.400 --> 00:12:05.720]  就滅了這個城
[00:12:05.720 --> 00:12:09.040]  我們看到他們領受了什麼的恩典呢?
[00:12:09.040 --> 00:12:10.280]  其實這一批人
[00:12:10.280 --> 00:12:14.320]  他們是領受了地靈人結的恩典
[00:12:14.320 --> 00:12:16.080]  當時羅德的時代
[00:12:16.080 --> 00:12:17.400]  這個城市是好到
[00:12:17.400 --> 00:12:19.280]  他跟阿巴拉罕分開的時候
[00:12:19.280 --> 00:12:21.560]  去選擇要去這個地方
[00:12:21.560 --> 00:12:23.840]  其實神是祝福這個地方的
[00:12:23.840 --> 00:12:25.760]  給了他們很多的恩典
[00:12:25.760 --> 00:12:27.760]  但是他們不理神
[00:12:27.760 --> 00:12:29.200]  不馴服祂
[00:12:29.200 --> 00:12:34.800]  也沒有去尋找給他們這些好熱處的神
[00:12:34.800 --> 00:12:36.800]  所以到我們現在
[00:12:36.800 --> 00:12:38.240]  我們又是不是這樣呢?
[00:12:38.240 --> 00:12:40.120]  當神可能給了我們金錢
[00:12:40.120 --> 00:12:41.200]  健康我們
[00:12:41.200 --> 00:12:43.520]  不同的恩典給我們的時候
[00:12:43.520 --> 00:12:46.840]  我們有沒有繼續馴服神
[00:12:46.840 --> 00:12:49.440]  去過聖潔的生活呢?
[00:12:49.440 --> 00:12:51.160]  我們也要去想一想
[00:12:51.160 --> 00:12:53.880]  其實我們看到這三批的人
[00:12:53.880 --> 00:12:55.960]  無論是選民、以色列民
[00:12:55.960 --> 00:12:57.280]  或者是天使
[00:12:57.280 --> 00:13:00.360]  或者是非選民、索多瑪、阿摩拉
[00:13:00.360 --> 00:13:03.440]  其實他們都在神裡面領受了什麼?
[00:13:03.440 --> 00:13:05.040]  恩典
[00:13:05.040 --> 00:13:06.800]  但是他們有沒有因為這個恩典
[00:13:06.800 --> 00:13:09.160]  而感恩和敬畏神呢?
[00:13:09.160 --> 00:13:10.120]  他們沒有
[00:13:10.120 --> 00:13:12.480]  反而覺得我們也有這麼多的好東西
[00:13:12.480 --> 00:13:15.520]  不如自己想做什麼就做什麼吧
[00:13:15.520 --> 00:13:18.480]  然後脫離了神所給他們的恩典
[00:13:18.480 --> 00:13:20.640]  甚至最後是怎麼樣呢?
[00:13:20.640 --> 00:13:23.200]  死得很慘
[00:13:23.200 --> 00:13:25.800]  所謂他們其實是開始得好
[00:13:25.800 --> 00:13:27.720]  但是他們沒有結束得好
[00:13:27.720 --> 00:13:30.040]  他們開始的時候是好的
[00:13:30.040 --> 00:13:32.040]  但是他們沒有好的結果
[00:13:32.040 --> 00:13:35.440]  所以讓我們其實也要認定我們的恩主
[00:13:35.440 --> 00:13:38.880]  在他裡面是他更加的馴服神
[00:13:38.880 --> 00:13:40.360]  要開始得好
[00:13:40.360 --> 00:13:43.480]  也要有一個好的結束
[00:13:43.480 --> 00:13:44.920]  我們繼續看下去
[00:13:44.920 --> 00:13:46.920]  到第八節的時候
[00:13:46.920 --> 00:13:50.760]  我們會看到照樣這些
[00:13:50.760 --> 00:13:52.760]  照樣這些做夢的人
[00:13:52.760 --> 00:13:54.800]  也兼活身體
[00:13:54.800 --> 00:13:56.760]  輕慢掌權者
[00:13:56.760 --> 00:14:00.040]  也都毀謗眾尊榮者
[00:14:00.040 --> 00:14:01.680]  其實看到這裡我們說
[00:14:01.680 --> 00:14:03.400]  不虔誠的人做夢
[00:14:03.400 --> 00:14:04.560]  是不是不可以做夢
[00:14:04.560 --> 00:14:06.040]  不可以多睡一覺呢?
[00:14:06.040 --> 00:14:07.800]  就不是這個意思
[00:14:07.800 --> 00:14:10.520]  他們想說他們根本就不明白主
[00:14:10.520 --> 00:14:14.560]  他們想出來的主是自己想像出來的他
[00:14:14.560 --> 00:14:15.800]  不是真的他
[00:14:15.800 --> 00:14:16.720]  因為他們不明白
[00:14:16.720 --> 00:14:18.480]  也都不願意跟隨的時候
[00:14:18.480 --> 00:14:20.640]  就做很多神喜悅的事
[00:14:20.640 --> 00:14:22.720]  玷污了自己的身體
[00:14:22.720 --> 00:14:23.920]  不只是這樣
[00:14:23.920 --> 00:14:26.120]  他們輕慢掌權者
[00:14:26.120 --> 00:14:27.760]  這些是包括什麼人呢?
[00:14:27.760 --> 00:14:29.520]  屬靈的領袖
[00:14:29.520 --> 00:14:31.680]  不同範疇的領導
[00:14:31.680 --> 00:14:33.560]  甚至乎是神
[00:14:33.560 --> 00:14:36.400]  他們這些人是自高自大
[00:14:36.400 --> 00:14:40.440]  心態裡面已經在毀謗這些尊榮者
[00:14:40.440 --> 00:14:42.760]  尊榮者可以代表天使
[00:14:42.760 --> 00:14:45.320]  或者是代表神的僕人
[00:14:45.320 --> 00:14:47.160]  所以在第九節裡面
[00:14:47.160 --> 00:14:48.400]  他給了我們一個比喻
[00:14:48.400 --> 00:14:50.960]  就是連天使米迦納
[00:14:50.960 --> 00:14:54.880]  為摩西的死屍與魔鬼爭辯的時候
[00:14:54.880 --> 00:14:57.400]  尚且不敢用毀謗的話
[00:14:57.400 --> 00:14:58.640]  譴責他
[00:14:58.640 --> 00:15:01.080]  只說主責被你罷
[00:15:01.080 --> 00:15:02.880]  你可能會問
[00:15:02.880 --> 00:15:03.920]  如果你懂得問的話
[00:15:03.920 --> 00:15:06.000]  代表你對聖經都很熟悉
[00:15:06.000 --> 00:15:09.480]  究竟這個經文在聖經哪裡出現的呢?
[00:15:09.480 --> 00:15:11.480]  其實聖經是找不到的
[00:15:11.480 --> 00:15:12.840]  但在《爾諾一書》
[00:15:12.840 --> 00:15:14.360]  或者是《摩西升天記》
[00:15:14.360 --> 00:15:16.160]  以及其他的文獻裡面
[00:15:16.160 --> 00:15:17.280]  你會找到
[00:15:17.280 --> 00:15:20.600]  就是摩西死了之後
[00:15:20.600 --> 00:15:23.640]  魔鬼是去搶屍首的
[00:15:23.640 --> 00:15:25.800]  為什麼要在這裡提到呢?
[00:15:25.800 --> 00:15:28.720]  其實尤大是想用這件事來強調
[00:15:28.720 --> 00:15:31.440]  他們高傲和毀謗的話
[00:15:31.440 --> 00:15:33.960]  就連米迦納對著魔鬼
[00:15:33.960 --> 00:15:39.200]  你想想魔鬼要拿摩西的屍體的時候
[00:15:39.200 --> 00:15:41.800]  連米迦納天使長
[00:15:41.800 --> 00:15:44.720]  都不夠膽去說毀謗的話
[00:15:44.720 --> 00:15:47.440]  但這些人竟然夠膽去說
[00:15:47.440 --> 00:15:49.640]  有些人覺得
[00:15:49.640 --> 00:15:51.840]  這個解說有些問題
[00:15:51.840 --> 00:15:54.760]  因為天使又怎會去毀謗人
[00:15:54.760 --> 00:15:57.000]  甚至乎毀謗炸彈
[00:15:57.000 --> 00:15:58.960]  或者有任何毀謗的話
[00:15:58.960 --> 00:16:00.920]  因為這些是神喜悅
[00:16:00.920 --> 00:16:02.240]  所以有另外的翻譯
[00:16:02.240 --> 00:16:04.560]  以及文獻裡面有另外一個說法
[00:16:04.560 --> 00:16:07.560]  就是其實米迦納對著的
[00:16:07.560 --> 00:16:10.880]  是魔鬼正在毀謗摩西
[00:16:10.880 --> 00:16:15.680]  就是魔鬼說的摩西做得有多不好的時候
[00:16:15.680 --> 00:16:20.640]  然後天使長都不去責備魔鬼
[00:16:20.640 --> 00:16:22.120]  我知道有點複雜
[00:16:22.120 --> 00:16:23.760]  你明白的就OK
[00:16:23.760 --> 00:16:26.720]  不明白可以再聽給大家看
