
[00:00:00.000 --> 00:00:04.000]  各位電影主媒《平安救約》仍然說話
[00:02:22.000 --> 00:02:26.000]  因此這個貪心就在我們的裡面
[00:02:26.000 --> 00:02:28.000]  衍生出來了
[00:02:28.000 --> 00:02:32.000]  因此很多時候我們實在很需要小心
[00:02:32.000 --> 00:02:34.000]  不要被這個貪念
[00:02:34.000 --> 00:02:37.000]  在我們的裡面不斷的發動
[00:02:37.000 --> 00:02:40.000]  以致我們就會有一些行動
[00:02:40.000 --> 00:02:42.000]  想去得到
[00:02:42.000 --> 00:02:45.000]  甚至用一些不合法的行動
[00:02:45.000 --> 00:02:47.000]  我們來得到
[00:02:47.000 --> 00:02:50.000]  在聖經裡面有幾個很特別的例子
[00:02:50.000 --> 00:02:53.000]  其中一個就是阿哈王
[00:02:53.000 --> 00:02:55.000]  在他的皇宮裡面
[00:02:55.000 --> 00:02:58.000]  他就經常在皇宮那裡走
[00:02:58.000 --> 00:03:00.000]  就在那些樓房上面看看
[00:03:00.000 --> 00:03:02.000]  看到旁邊有個人
[00:03:02.000 --> 00:03:05.000]  他是一個很漂亮的葡萄園
[00:03:05.000 --> 00:03:08.000]  他看著看著就流口水了
[00:03:08.000 --> 00:03:10.000]  你看他的葡萄園金呢
[00:03:10.000 --> 00:03:13.000]  為什麼我可以居為己有呢
[00:03:13.000 --> 00:03:16.000]  於是他就告訴皇后
[00:03:16.000 --> 00:03:19.000]  皇后就說行了 你喜歡嘛
[00:03:19.000 --> 00:03:21.000]  我幫你搞定
[00:03:21.000 --> 00:03:24.000]  結果就用一個非法的手段
[00:03:24.000 --> 00:03:29.000]  就將這個喇叭的葡萄園搶了過來
[00:03:29.000 --> 00:03:33.000]  結果當時那些先知就很憤怒
[00:03:33.000 --> 00:03:36.000]  去斥責這個阿哈王
[00:03:36.000 --> 00:03:39.000]  為什麼你是皇帝
[00:03:39.000 --> 00:03:41.000]  你可以有很多地嘛
[00:03:41.000 --> 00:03:43.000]  這個喇叭只是自己一個葡萄園
[00:03:43.000 --> 00:03:45.000]  為什麼你要搶了它呢
[00:03:45.000 --> 00:03:51.000]  原來人很多時候有這個貪心
[00:03:51.000 --> 00:03:54.000]  所以我們實在要很小心
[00:03:54.000 --> 00:03:59.000]  大衛他的犯罪都是出於貪心
[00:03:59.000 --> 00:04:02.000]  他在平台上面走
[00:04:02.000 --> 00:04:05.000]  看到有一位女士出獄
[00:04:05.000 --> 00:04:08.000]  他就被那些東西吸引
[00:04:08.000 --> 00:04:13.000]  被那個貪念 慾念 克制住他
[00:04:13.000 --> 00:04:17.000]  於是他就要得到別人的妻子
[00:04:17.000 --> 00:04:21.000]  原來我們是貪戀別人的東西
[00:04:21.000 --> 00:04:23.000]  所以聖經裡面那個別人的
[00:04:23.000 --> 00:04:27.000]  他人的 是出現了三次這麼多
[00:04:27.000 --> 00:04:28.000]  就是說很多時候
[00:04:28.000 --> 00:04:31.000]  我們都是貪戀別人的東西
[00:04:31.000 --> 00:04:33.000]  我不知道在今天的職場上面
[00:04:33.000 --> 00:04:36.000]  如果有一個很高的位
[00:04:36.000 --> 00:04:39.000]  你就想著我什麼時候可以升級呢
[00:04:39.000 --> 00:04:42.000]  如果我可以踩著其他同事
[00:04:42.000 --> 00:04:45.000]  我就可以爬高位爬上一級
[00:04:45.000 --> 00:04:47.000]  那我就會加人工了
[00:04:47.000 --> 00:04:50.000]  我的職級又可以升一級了
[00:04:50.000 --> 00:04:54.000]  原來很多時候我們都是這樣去爭取
[00:04:54.000 --> 00:04:56.000]  他有一個慾念
[00:04:56.000 --> 00:04:58.000]  在聖經裡面告訴我們
[00:04:58.000 --> 00:05:03.000]  我們不要被這些吸引我們
[00:05:03.000 --> 00:05:07.000]  在詩篇十九篇第十節那裡
[00:05:07.000 --> 00:05:09.000]  雖然講到聖經的寶貴
[00:05:09.000 --> 00:05:12.000]  但是他用了一個字眼
[00:05:12.000 --> 00:05:17.000]  他說聖經是被金子可羨慕
[00:05:17.000 --> 00:05:22.000]  且被極多的貞金可羨慕
[00:05:22.000 --> 00:05:27.000]  羨慕這個字就是貪戀
[00:05:27.000 --> 00:05:30.000]  你走過那些金舖
[00:05:30.000 --> 00:05:34.000]  看到擺滿金銀珠寶在那裡
[00:05:34.000 --> 00:05:38.000]  對我來說我就完全不被吸引
[00:05:38.000 --> 00:05:40.000]  但很多時候你走過那些金舖
[00:05:40.000 --> 00:05:42.000]  都會看到有很多的女士站在那裡
[00:05:42.000 --> 00:05:44.000]  睜大眼睛在那裡看
[00:05:44.000 --> 00:05:48.000]  因為他給那些什麼鑽石戒指
[00:05:48.000 --> 00:05:50.000]  給那些金牙金鏈
[00:05:50.000 --> 00:05:52.000]  完全吸引著他
[00:05:52.000 --> 00:05:56.000]  因為那些金真的很寶貴
[00:05:56.000 --> 00:05:59.000]  所以原來我們就會被這些東西
[00:05:59.000 --> 00:06:02.000]  好像暖冒著我們一樣
[00:06:02.000 --> 00:06:06.000]  好像貪戀就伏在我們的門口
[00:06:06.000 --> 00:06:08.000]  勾實我們看看什麼時候
[00:06:08.000 --> 00:06:11.000]  就上了我們的身
[00:06:11.000 --> 00:06:15.000]  叫我們起了貪戀
[00:06:15.000 --> 00:06:17.000]  因此我們很需要求神
[00:06:17.000 --> 00:06:22.000]  讓我們裡面有一個清清潔潔的心
[00:06:22.000 --> 00:06:23.000]  所以在聖經裡面
[00:06:23.000 --> 00:06:26.000]  特別是耶穌在登山寶墳裡面說
[00:06:26.000 --> 00:06:30.000]  清心的人有福
[00:06:30.000 --> 00:06:32.000]  Pure at heart
[00:06:32.000 --> 00:06:35.000]  我們的心是清潔的
[00:06:35.000 --> 00:06:38.000]  求神說事潔淨我們的內心
[00:06:38.000 --> 00:06:42.000]  不要給太多的東西誘惑我們
[00:06:42.000 --> 00:06:45.000]  特別在西方的那些超級市場
[00:06:45.000 --> 00:06:48.000]  是很大很大的
[00:06:48.000 --> 00:06:51.000]  有時候我走超級市場的時候
[00:06:51.000 --> 00:06:55.000]  看到這麼大的超級市場
[00:06:55.000 --> 00:06:57.000]  只是那些罐頭
[00:06:57.000 --> 00:07:00.000]  同一個種類賣的那些焗豆
[00:07:00.000 --> 00:07:03.000]  已經有很多個牌子了
[00:07:03.000 --> 00:07:06.000]  賣各樣東西有很多個牌子
[00:07:06.000 --> 00:07:08.000]  叫你眼花撩亂
[00:07:08.000 --> 00:07:10.000]  你都不知道怎麼選好
[00:07:10.000 --> 00:07:13.000]  原來今天這個世界真的太多誘惑
[00:07:13.000 --> 00:07:15.000]  很多的財富
[00:07:15.000 --> 00:07:17.000]  很多的東西在我們的面前
[00:07:17.000 --> 00:07:20.000]  我們很容易就中計了
[00:07:20.000 --> 00:07:24.000]  求神幫助我們不要中了仇敵的計
[00:07:24.000 --> 00:07:27.000]  因為我們貪心的月姑
[00:07:27.000 --> 00:07:30.000]  我們就想佔為舉
[00:07:30.000 --> 00:07:34.000]  順手牽羊就拿了別人的東西
[00:07:34.000 --> 00:07:36.000]  求神幫助我們
[00:07:36.000 --> 00:07:39.000]  叫我們能夠站立得穩
[00:07:39.000 --> 00:07:44.000]  因為神給我們的是很豐富的恩典
[00:07:44.000 --> 00:07:48.000]  神給我們的是一個很豐富的祝福
[00:07:48.000 --> 00:07:50.000]  而且神更加給我們的
[00:07:50.000 --> 00:07:53.000]  是一個豐盛的生命
[00:07:53.000 --> 00:07:55.000]  記不記得耶穌說
[00:07:55.000 --> 00:07:59.000]  我來了時要叫羊得生命
[00:07:59.000 --> 00:08:02.000]  而且是得一個更豐盛的生命
[00:08:02.000 --> 00:08:05.000]  原來在我們裡頭的東西
[00:08:05.000 --> 00:08:08.000]  比外面的東西更重要
[00:08:08.000 --> 00:08:11.000]  今天我們所擁有的一切物質的東西
[00:08:11.000 --> 00:08:14.000]  其實全部都會過去的
[00:08:14.000 --> 00:08:17.000]  有哪些東西很耐用呢
[00:08:17.000 --> 00:08:20.000]  有時候我們去買一些電器
[00:08:20.000 --> 00:08:23.000]  你買一個雪櫃保用三年
[00:08:23.000 --> 00:08:25.000]  三年之後怎麼樣
[00:08:25.000 --> 00:08:29.000]  就是說隔了一段的日子年日之後
[00:08:29.000 --> 00:08:33.000]  那些電器就慢慢經過消耗
[00:08:33.000 --> 00:08:34.000]  你經常去用
[00:08:34.000 --> 00:08:37.000]  其實它就已經開始不耐用了
[00:08:37.000 --> 00:08:39.000]  可能你要買一個新的
[00:08:39.000 --> 00:08:42.000]  但我們卻是很想那些東西
[00:08:42.000 --> 00:08:45.000]  是能夠繼續維持下去的
[00:08:45.000 --> 00:08:47.000]  就是人的慾望
[00:08:47.000 --> 00:08:49.000]  人的慾念的問題
[00:08:49.000 --> 00:08:52.000]  原來一切東西都不是永恆的
[00:08:52.000 --> 00:08:54.000]  都不可以永遠保佑的
[00:08:54.000 --> 00:08:56.000]  唯有在神裡面
[00:08:56.000 --> 00:09:00.000]  我們有一個豐盛豐富的生命
[00:09:00.000 --> 00:09:02.000]  所以願神祝福你
[00:09:02.000 --> 00:09:06.000]  你不是只看外面所擁有的一切
[00:09:06.000 --> 00:09:11.000]  讓我們裡面很豐富很豐盛
[00:09:11.000 --> 00:09:12.000]  在神的裡面
[00:09:12.000 --> 00:09:15.000]  我們很滿足很滿足
[00:09:15.000 --> 00:09:19.000]  我們就不再被外面的東西吸引
[00:09:19.000 --> 00:09:23.000]  以致我們勝過一個貪戀
[00:09:23.000 --> 00:09:26.000]  戀慕別人的東西的心
[00:09:26.000 --> 00:09:27.000]  求神幫助你
[00:09:27.000 --> 00:09:29.000]  叫你站立得穩
[00:09:29.000 --> 00:09:31.000]  我們不被引誘
[00:09:31.000 --> 00:09:34.000]  能夠成為堅強的信徒
[00:09:34.000 --> 00:09:36.000]  天父祝福你
