
[00:00:00.000 --> 00:00:05.340]  今天我們會花一些時間
[00:01:59.360 --> 00:02:04.080]  免得我們塑造一個神叫做耶和華
[00:02:04.080 --> 00:02:06.680]  卻並非真是耶和華神
[00:02:06.680 --> 00:02:08.600]  在聖經裏面所帶出的
[00:02:08.600 --> 00:02:11.120]  是聖經所介紹的耶和華神
[00:02:11.120 --> 00:02:12.320]  回過頭來講
[00:02:12.320 --> 00:02:14.880]  究竟耶和華神是怎樣一位神呢
[00:02:14.880 --> 00:02:15.960]  最後來講
[00:02:15.960 --> 00:02:18.400]  耶和華神到底是怎樣一位神呢
[00:02:18.400 --> 00:02:22.120]  從我讀聖經或者多年對上帝的認識
[00:02:22.120 --> 00:02:25.560]  要透過我讀聖經對主的認識
[00:02:25.560 --> 00:02:28.200]  耶和華神就好像我們的父母一樣
[00:02:28.200 --> 00:02:30.520]  耶和華神就好像我們的父母一樣
[00:02:30.520 --> 00:02:32.800]  即是祂對每一個基督徒的父母
[00:02:32.800 --> 00:02:34.680]  祂就是每一個基督徒的父母
[00:02:34.680 --> 00:02:35.560]  有的時候
[00:02:35.560 --> 00:02:36.360]  有的時候
[00:02:36.360 --> 00:02:39.440]  祂為了教好我們這班這麼硬頸的人
[00:02:39.440 --> 00:02:42.000]  有時候為了教好我們這些硬頸的人
[00:02:42.000 --> 00:02:44.640]  祂可能有些時間會讓一下我們
[00:02:44.640 --> 00:02:47.600]  有時候會讓一下我們
[00:02:47.600 --> 00:02:50.240]  有的時候甚至我們向上帝做出一些
[00:02:50.240 --> 00:02:53.480]  不是那麼合上帝心意的事的要求
[00:02:53.480 --> 00:02:55.400]  但有時候我們會做出一些
[00:02:55.400 --> 00:02:57.840]  不合上帝心意的要求
[00:02:57.840 --> 00:03:00.480]  上帝都可能會去成就或者允許的
[00:03:00.480 --> 00:03:04.440]  上帝有時候會允許或者成就
[00:03:04.440 --> 00:03:05.480]  從聖經告訴我們
[00:03:05.480 --> 00:03:07.760]  上帝為什麼會允許一些我們祈求
[00:03:07.760 --> 00:03:09.520]  不是那麼合情合理的事呢
[00:03:09.520 --> 00:03:12.040]  因為上帝會去成就一些我們
[00:03:12.040 --> 00:03:13.400]  不合情合理的事
[00:03:13.400 --> 00:03:14.960]  因為上帝希望做到一點
[00:03:14.960 --> 00:03:16.520]  因為上帝希望做到一點
[00:03:16.520 --> 00:03:18.640]  要讓我們去嘗一下
[00:03:18.640 --> 00:03:20.280]  讓我們去嘗一下
[00:03:20.280 --> 00:03:23.760]  由我們自己一手一腳所造成的事情
[00:03:23.760 --> 00:03:25.000]  所帶來的苦頭
[00:03:25.000 --> 00:03:28.840]  就是我們一手一腳所做的事情所帶來的苦頭
[00:03:28.840 --> 00:03:30.840]  希望透過這樣的過程
[00:03:30.840 --> 00:03:32.320]  希望透過這樣的過程
[00:03:32.320 --> 00:03:34.760]  讓我們去明白上帝是怎樣一位神
[00:03:34.760 --> 00:03:36.840]  去明白上帝是怎樣一位神
[00:03:36.840 --> 00:03:38.920]  也都透過這樣的過程
[00:03:38.920 --> 00:03:40.240]  也透過這樣的過程
[00:03:40.240 --> 00:03:43.560]  讓我們學會怎樣活得更加有公義
[00:03:43.560 --> 00:03:45.480]  然後好得更加有公義
[00:03:45.480 --> 00:03:48.160]  上帝有的時候
[00:03:48.160 --> 00:03:52.960]  或者用祂的保護照管來呵護著我們
[00:03:52.960 --> 00:03:56.160]  因為祂的保護照顧我們
[00:03:56.160 --> 00:04:00.440]  也都是從另外一個方法
[00:04:00.440 --> 00:04:02.680]  上帝希望我們去心領
[00:04:02.680 --> 00:04:06.320]  心領神會
[00:04:06.320 --> 00:04:09.760]  我們所得到的一些好處
[00:04:09.760 --> 00:04:13.640]  其實是在祂的保守之下得到的
[00:04:13.640 --> 00:04:15.880]  不過很可惜
[00:04:15.880 --> 00:04:21.920]  你和我自亞當夏娃之後
[00:04:21.920 --> 00:04:27.280]  我們都有罪在我們生命當中
[00:04:27.280 --> 00:04:31.480]  通常有一個通病
[00:04:31.480 --> 00:04:35.720]  就算自己受了苦之後
[00:04:35.720 --> 00:04:39.920]  他不會看自己所造成的苦
[00:04:39.920 --> 00:04:43.320]  他會去抵賴
[00:04:43.320 --> 00:04:47.360]  甚至可能會變本加厲
[00:04:47.360 --> 00:04:51.120]  有些時候甚至用自己的方法
[00:04:51.120 --> 00:04:53.480]  當上帝好保護呵護我們
[00:04:53.480 --> 00:04:58.160]  當上帝保護克服我們的時候
[00:04:58.160 --> 00:04:59.160]  照顧我們之後
[00:04:59.160 --> 00:05:03.920]  我們就會想一些古靈精怪的想法
[00:05:03.920 --> 00:05:06.200]  以為是我們自己有多麼本事
[00:05:06.200 --> 00:05:08.120]  只覺得自己有多麼本事
[00:05:08.120 --> 00:05:12.760]  於是乎將神不放在眼裡
[00:05:12.760 --> 00:05:16.080]  曾經有一個我所認識的見證
[00:05:16.080 --> 00:05:19.200]  我曾經有這樣一個所認識的見證
[00:05:19.200 --> 00:05:21.760]  有一對兄弟
[00:05:21.760 --> 00:05:28.120]  他們家因為住在一個舊樓區
[00:05:28.120 --> 00:05:31.600]  他爸爸家裡是做加工工廠的
[00:05:31.600 --> 00:05:33.440]  父親是做加工工廠
[00:05:33.440 --> 00:05:35.360]  加工工廠加工什麼東西呢?
[00:05:35.360 --> 00:05:36.320]  加工什麼東西呢?
[00:05:36.320 --> 00:05:39.040]  就是將原材料
[00:05:39.040 --> 00:05:41.880]  將它裡面所有用得的東西都抽了出來
[00:05:41.880 --> 00:05:43.720]  將能夠用的全部抽出來
[00:05:43.720 --> 00:05:46.160]  就剩下一些垃圾爛的材料
[00:05:46.160 --> 00:05:49.280]  就留一些爛的垃圾
[00:05:49.280 --> 00:05:51.440]  而他爸爸這個工廠呢
[00:05:51.440 --> 00:05:52.520]  爸爸這個工廠呢
[00:05:52.520 --> 00:05:55.520]  最主要就要將這些用得的東西
[00:05:55.520 --> 00:05:56.520]  全部拿出來
[00:05:56.520 --> 00:05:57.920]  將這些東西丟掉
[00:05:57.920 --> 00:05:59.800]  就能用的抽出來
[00:05:59.800 --> 00:06:00.880]  不用的丟掉
[00:06:00.880 --> 00:06:02.800]  於是乎他爸爸就請很多工人
[00:06:02.800 --> 00:06:05.080]  於是父親請很多工人
[00:06:05.080 --> 00:06:09.520]  每一次都要去將這些垃圾包好
[00:06:09.520 --> 00:06:11.960]  每一次都要將這些垃圾包好
[00:06:11.960 --> 00:06:13.640]  其實都幾十年前的事了
[00:06:13.640 --> 00:06:15.480]  那都是二十多年前的事
[00:06:15.480 --> 00:06:16.600]  於是乎呢
[00:06:16.600 --> 00:06:18.680]  請人要將這些垃圾就包好
[00:06:18.680 --> 00:06:20.240]  用什麼包?用麻包袋去包
[00:06:20.240 --> 00:06:23.640]  就用麻袋把它包好
[00:06:23.640 --> 00:06:24.600]  這個兄弟呢
[00:06:24.600 --> 00:06:26.120]  他就想著自己很聰明
[00:06:26.120 --> 00:06:28.200]  這個兄弟想著自己很聰明
[00:06:28.200 --> 00:06:28.880]  於是乎呢
[00:06:28.880 --> 00:06:30.760]  他就有一次跟他家人說
[00:06:30.760 --> 00:06:32.160]  就有一次跟自己家人講
[00:06:32.160 --> 00:06:33.200]  就跟他爸爸講
[00:06:33.200 --> 00:06:35.000]  跟父親講
[00:06:35.000 --> 00:06:35.720]  他說
[00:06:35.720 --> 00:06:36.680]  誒 爸爸
[00:06:36.680 --> 00:06:38.160]  誒 父親
[00:06:38.160 --> 00:06:39.960]  既然你請那麼多人做這些
[00:06:39.960 --> 00:06:41.960]  這樣的丟垃圾等等的事
[00:06:41.960 --> 00:06:44.480]  你這次這麼丟垃圾的事
[00:06:44.480 --> 00:06:45.520]  不如這樣
[00:06:45.520 --> 00:06:46.240]  不如這樣
[00:06:46.240 --> 00:06:47.600]  我們放學之後
[00:06:47.600 --> 00:06:49.080]  放學之後
[00:06:49.080 --> 00:06:50.960]  我幫你去丟那些垃圾
[00:06:50.960 --> 00:06:52.320]  我幫你去丟垃圾
[00:06:52.320 --> 00:06:53.800]  那你就可以請少
[00:06:53.800 --> 00:06:55.480]  不用請工人請那麼長
[00:06:55.480 --> 00:06:57.440]  你不需要請那麼長時間
[00:06:57.440 --> 00:06:59.000]  那些工人可以早點走
[00:06:59.000 --> 00:06:59.920]  工人可以早點走
[00:06:59.920 --> 00:07:01.160]  你就省點人工
[00:07:01.160 --> 00:07:03.240]  你可以節省點人工
[00:07:03.240 --> 00:07:04.640]  幾十年前
[00:07:04.640 --> 00:07:05.560]  幾十年前
[00:07:05.560 --> 00:07:07.240]  還在香港的環境
[00:07:07.240 --> 00:07:08.280]  在香港的環境
[00:07:08.280 --> 00:07:09.120]  一個鐘頭
[00:07:09.120 --> 00:07:10.640]  一個鐘頭
[00:07:10.640 --> 00:07:13.000]  通常一個工人請
[00:07:13.000 --> 00:07:15.480]  他都是十塊八塊一個鐘頭
[00:07:15.480 --> 00:07:17.680]  通常都要十塊八塊一個小時
[00:07:17.680 --> 00:07:19.600]  他就跟他爸爸講了
[00:07:19.600 --> 00:07:20.560]  跟父親講
[00:07:20.560 --> 00:07:22.040]  我取代了他
[00:07:22.040 --> 00:07:23.360]  我取代他
[00:07:23.360 --> 00:07:25.160]  你叫他早走一個鐘頭
[00:07:25.160 --> 00:07:27.520]  你叫他早走一個小時
[00:07:27.520 --> 00:07:29.240]  不如我兩兄弟跟你搞定了
[00:07:29.240 --> 00:07:30.480]  撿好那些垃圾
[00:07:30.480 --> 00:07:31.680]  放進了麻包袋
[00:07:31.680 --> 00:07:35.240]  就兩兄弟把這個垃圾弄好
[00:07:35.240 --> 00:07:36.760]  但我是住三樓的
[00:07:36.760 --> 00:07:37.520]  我是住三樓
[00:07:37.520 --> 00:07:39.200]  那他們的工場在四樓
[00:07:39.200 --> 00:07:40.360]  他工場住四樓
[00:07:40.360 --> 00:07:41.640]  於是乎怎麼樣呢
[00:07:41.640 --> 00:07:42.520]  於是怎麼樣
[00:07:42.520 --> 00:07:44.640]  他的兄弟就要
[00:07:44.640 --> 00:07:46.320]  將所有的垃圾
[00:07:46.320 --> 00:07:48.040]  就全部放進了麻包袋
[00:07:48.040 --> 00:07:50.400]  就是兄弟將垃圾
[00:07:50.400 --> 00:07:52.160]  放到麻袋裡面
[00:07:52.160 --> 00:07:55.680]  就從四樓一路搬到地下
[00:07:55.680 --> 00:07:57.480]  從四樓一路搬到地下
[00:07:57.480 --> 00:07:59.520]  然後將垃圾送到垃圾站丟掉
[00:07:59.520 --> 00:08:02.320]  就是把垃圾送到垃圾站
[00:08:02.320 --> 00:08:03.120]  爸爸
[00:08:03.120 --> 00:08:05.280]  既然你要請人就十塊一個鐘頭
[00:08:05.280 --> 00:08:07.720]  既然你要請人就十塊一個鐘頭
[00:08:07.720 --> 00:08:09.360]  我兩兄弟一塊錢
[00:08:09.360 --> 00:08:10.440]  跟你搞定它
[00:08:10.440 --> 00:08:12.880]  所以我兩兄弟一塊錢一小時
[00:08:12.880 --> 00:08:14.280]  叫爸爸想一想
[00:08:14.280 --> 00:08:15.240]  父親想一想
[00:08:15.240 --> 00:08:16.440]  好了就答應他
[00:08:16.440 --> 00:08:17.680]  好答應他們吧
[00:08:17.680 --> 00:08:19.040]  不是因為錢的緣故
[00:08:19.040 --> 00:08:20.160]  不是因為錢的緣故
[00:08:20.160 --> 00:08:21.920]  最主要緣故是
[00:08:21.920 --> 00:08:23.480]  他們兩個肯做
[00:08:23.480 --> 00:08:25.440]  給機會他磨練一下也好
[00:08:25.440 --> 00:08:27.360]  為什麼這兩兄弟肯去做
[00:08:27.360 --> 00:08:29.680]  給他們機會讓他們去磨練
[00:08:29.680 --> 00:08:32.320]  於是乎他們每天放學就這樣做
[00:08:32.320 --> 00:08:34.120]  然後每天放學以後就這麼做
[00:08:34.120 --> 00:08:35.120]  每次放學的時候
[00:08:35.120 --> 00:08:37.720]  做完擦功課就去包垃圾
[00:08:37.720 --> 00:08:40.160]  每次做完功課就去包垃圾
[00:08:40.160 --> 00:08:41.320]  就進去麻包袋
[00:08:41.320 --> 00:08:45.760]  把東西從四樓搬到地下
[00:08:45.760 --> 00:08:47.520]  這樣就出事了
[00:08:47.520 --> 00:08:49.160]  這個時候出事了
[00:08:49.160 --> 00:08:52.200]  因為麻包袋在垃圾
[00:08:52.200 --> 00:08:55.400]  因為麻袋裝垃圾
[00:08:55.400 --> 00:08:58.160]  就不是加拿大裝垃圾運黑色膠袋
[00:08:58.160 --> 00:09:02.440]  就不是說加拿大用塑料袋裝垃圾
[00:09:02.440 --> 00:09:04.720]  加拿大裝垃圾很簡單
[00:09:04.720 --> 00:09:06.240]  加拿大裝垃圾很簡單
[00:09:06.240 --> 00:09:08.840]  因為垃圾袋有時候有條繩子
[00:09:08.840 --> 00:09:10.400]  所以垃圾有時候有塑料繩
[00:09:10.400 --> 00:09:11.480]  一塞垃圾之後
[00:09:11.480 --> 00:09:14.400]  垃圾一撞上繩子就拉上口
[00:09:14.400 --> 00:09:15.200]  不會倒水
[00:09:15.200 --> 00:09:18.200]  就把繩子一拉就把它封了
[00:09:18.200 --> 00:09:19.720]  麻包袋就不同了
[00:09:19.720 --> 00:09:21.480]  麻袋就不一樣了
[00:09:21.480 --> 00:09:23.600]  封麻包袋有沒有人封過麻包袋
[00:09:23.600 --> 00:09:25.000]  有沒有人封過麻包袋
[00:09:25.000 --> 00:09:26.400]  你們見過麻包袋沒有
[00:09:26.400 --> 00:09:28.200]  有人見過麻包袋
[00:09:28.200 --> 00:09:29.640]  我想年輕人都沒見過
[00:09:29.640 --> 00:09:30.640]  什麼是麻包袋
[00:09:30.640 --> 00:09:32.600]  我那一代也很多人知道什麼是麻包袋
[00:09:32.600 --> 00:09:34.880]  曾寶紅我們這一代都很多人知道麻包袋
[00:09:34.880 --> 00:09:36.360]  即是藏屍那些
[00:09:36.360 --> 00:09:37.960]  用麻包袋那些
[00:09:37.960 --> 00:09:40.680]  麻包袋要封口很麻煩
[00:09:40.680 --> 00:09:43.600]  麻包袋要封口很麻煩
[00:09:43.600 --> 00:09:48.240]  麻包袋不是你隨便找條繩綁住它
[00:09:48.240 --> 00:09:49.600]  一綁它會掉的
[00:09:49.600 --> 00:09:51.680]  就不是隨便找一個繩子一捆
[00:09:51.680 --> 00:09:54.120]  它就是很嚴謹的口就會伸開
[00:09:54.120 --> 00:09:56.000]  要找個麻包袋針
[00:09:56.000 --> 00:09:57.160]  要麻包袋針
[00:09:57.160 --> 00:09:58.720]  那支針那麼長
[00:09:58.720 --> 00:10:00.080]  這個針大概有這麼長時間
[00:10:00.080 --> 00:10:03.160]  半尺六寸左右
[00:10:03.160 --> 00:10:04.360]  大概有五六寸
[00:10:04.360 --> 00:10:05.800]  就穿條麻包繩
[00:10:05.800 --> 00:10:07.000]  要穿個麻包繩
[00:10:07.000 --> 00:10:10.640]  然後怎樣去縫起那個麻包袋呢
[00:10:10.640 --> 00:10:12.960]  怎麼就很好的麻袋
[00:10:12.960 --> 00:10:15.480]  不是就這樣左穿右穿
[00:10:15.480 --> 00:10:16.960]  不是左穿右穿就行
[00:10:16.960 --> 00:10:17.560]  首先
[00:10:17.560 --> 00:10:18.080]  首先
[00:10:18.080 --> 00:10:20.640]  你曉得要接好那個麻包袋口
[00:10:20.640 --> 00:10:23.560]  所以你要把這個麻口要先縮緊
[00:10:23.560 --> 00:10:25.880]  然後覆好那個麻包袋口之後
[00:10:25.880 --> 00:10:28.840]  穿就要用回針的方法去穿
[00:10:28.840 --> 00:10:30.040]  要用回針的方式
[00:10:30.040 --> 00:10:31.600]  來去穿麻包袋
[00:10:31.600 --> 00:10:32.480]  我講給大家聽
[00:10:32.480 --> 00:10:33.600]  你都不知道怎麼穿的了
[00:10:33.600 --> 00:10:34.800]  我講給大家聽
[00:10:34.800 --> 00:10:36.360]  我家裡我做過了
[00:10:36.360 --> 00:10:37.840]  在我家我做過
[00:10:37.840 --> 00:10:39.440]  因為這兩兄弟不懂得做
[00:10:39.440 --> 00:10:40.760]  這兩兄弟不會做
[00:10:40.760 --> 00:10:44.160]  從四樓就搬垃圾到地下
[00:10:44.160 --> 00:10:45.760]  不穿好那個麻包袋
[00:10:45.760 --> 00:10:48.560]  如果覆好麻袋穿好的話
[00:10:48.560 --> 00:10:50.280]  他就想著一直把那個麻包袋
[00:10:50.280 --> 00:10:51.440]  一直滾下樓梯
[00:10:51.440 --> 00:10:52.600]  就可以滾下去
[00:10:52.600 --> 00:10:53.120]  嘩
[00:10:53.120 --> 00:10:54.720]  越滾就越出事
[00:10:54.720 --> 00:10:57.040]  就像樓梯這樣滾下去的話
[00:10:57.040 --> 00:10:58.760]  就越滾越出事
[00:10:58.760 --> 00:11:00.360]  因為封得不好那個麻包袋
[00:11:00.360 --> 00:11:01.800]  因為封得不好
[00:11:01.800 --> 00:11:03.080]  一路滾垃圾
[00:11:03.080 --> 00:11:05.800]  就在那些麻包袋口那裡飛出來
[00:11:05.800 --> 00:11:08.760]  就是往下滾一點就漏了
[00:11:08.760 --> 00:11:11.600]  就是說就滾去越來越多的垃圾
[00:11:11.600 --> 00:11:13.760]  我見到他們一路搬搬搬下去
[00:11:13.760 --> 00:11:15.600]  我們一直搬到樓下
[00:11:15.600 --> 00:11:18.160]  然後車車車車去老遠的垃圾站
[00:11:18.160 --> 00:11:20.000]  就是滲到老遠的垃圾站
[00:11:20.000 --> 00:11:21.880]  本來真是一個小時做完的事
[00:11:21.880 --> 00:11:23.240]  本來一個小時可以做完的事
[00:11:23.240 --> 00:11:24.440]  但是一個小時做不完了
[00:11:24.440 --> 00:11:25.280]  一個小時做不完了
[00:11:25.280 --> 00:11:26.200]  因為為什麼
[00:11:26.200 --> 00:11:26.680]  為什麼呢
[00:11:26.680 --> 00:11:27.960]  不懂得做
[00:11:27.960 --> 00:11:29.280]  你都不會做
[00:11:29.280 --> 00:11:30.640]  不懂得連個麻包袋
[00:11:30.640 --> 00:11:32.360]  於是通地都是垃圾
[00:11:32.360 --> 00:11:33.480]  因為到處都是垃圾
[00:11:33.480 --> 00:11:35.120]  整條樓梯都是垃圾
[00:11:35.120 --> 00:11:37.280]  整個樓梯都是垃圾
[00:11:37.280 --> 00:11:38.280]  你只要做事
[00:11:38.280 --> 00:11:40.440]  最糟糕就是一開始做得不對
[00:11:40.440 --> 00:11:41.520]  就是這次
[00:11:41.520 --> 00:11:44.160]  就是最倒楣就是一開始做得不對
[00:11:44.160 --> 00:11:46.320]  做錯了之後要執手沒有
[00:11:46.320 --> 00:11:47.400]  很麻煩的一件事
[00:11:47.400 --> 00:11:48.840]  做錯了以後
[00:11:48.840 --> 00:11:50.440]  解決這個問題很麻煩
[00:11:50.440 --> 00:11:52.040]  我家是舊樓來的
[00:11:52.040 --> 00:11:53.280]  我家是舊樓
[00:11:53.280 --> 00:11:56.200]  每一層的樓梯總共有27層
[00:11:56.200 --> 00:11:57.200]  28級
[00:11:57.200 --> 00:12:00.360]  每一層樓梯有28級
[00:12:00.360 --> 00:12:01.240]  4層樓
[00:12:01.240 --> 00:12:01.800]  4層樓
[00:12:01.800 --> 00:12:02.720]  你自己算一下
[00:12:02.720 --> 00:12:03.720]  你自己算一下
[00:12:03.720 --> 00:12:04.840]  28乘4
[00:12:04.840 --> 00:12:05.560]  28乘4
[00:12:05.560 --> 00:12:06.800]  我們不要找惠東算了
[00:12:06.800 --> 00:12:12.320]  我們找那些專門讀mathematics的去算一下
[00:12:12.320 --> 00:12:14.280]  28乘4是多少呢
[00:12:14.280 --> 00:12:15.600]  28乘4是多少
[00:12:15.600 --> 00:12:17.040]  48就32了
[00:12:17.040 --> 00:12:17.800]  是不是
[00:12:17.800 --> 00:12:21.440]  他都算不出來
[00:12:21.440 --> 00:12:23.000]  432
[00:12:24.280 --> 00:12:27.480]  接著就是122級
[00:12:27.480 --> 00:12:28.520]  112級
[00:12:28.520 --> 00:12:29.160]  對不對
[00:12:29.160 --> 00:12:29.480]  不對
[00:12:29.480 --> 00:12:30.400]  不對多少級
[00:12:30.400 --> 00:12:36.720]  我還騙不了你
[00:12:36.720 --> 00:12:41.440]  於是乎他要逐級樓梯逐百多次
[00:12:41.440 --> 00:12:44.240]  要100多次
[00:12:44.240 --> 00:12:47.120]  才將所有垃圾再掃完
[00:12:47.120 --> 00:12:48.560]  然後放回一個麻包袋
[00:12:48.560 --> 00:12:49.880]  再拿去抹垃圾
[00:12:49.880 --> 00:12:51.160]  最終要做兩個小時
[00:12:51.680 --> 00:12:54.480]  就要把這個112級的樓梯
[00:12:54.480 --> 00:12:56.080]  全部清理乾淨
[00:12:56.080 --> 00:12:58.440]  再裝到另外一個麻袋裡面
[00:12:58.440 --> 00:12:59.480]  塞到垃圾箱
[00:12:59.480 --> 00:13:00.960]  至少要做兩個小時
[00:13:00.960 --> 00:13:03.080]  於是乎一蚊一個鐘
[00:13:03.080 --> 00:13:05.000]  一小時
[00:13:05.000 --> 00:13:06.440]  不過就做了兩個鐘
[00:13:06.440 --> 00:13:07.800]  就做了兩個小時
[00:13:07.800 --> 00:13:10.120]  都是一蚊
[00:13:10.120 --> 00:13:11.320]  也只有一塊錢
[00:13:11.320 --> 00:13:14.240]  兩兄弟拿著一蚊
[00:13:14.240 --> 00:13:16.200]  兩兄弟拿到一塊錢
[00:13:16.200 --> 00:13:18.640]  接著就在那裡
[00:13:18.640 --> 00:13:20.040]  拿完就吵了
[00:13:20.040 --> 00:13:22.240]  就拿完以後就開始吵架
[00:13:22.240 --> 00:13:24.040]  誰搞成這樣
[00:13:24.040 --> 00:13:25.160]  吵架了
[00:13:25.160 --> 00:13:27.800]  到底是誰搞成這個樣子
[00:13:27.800 --> 00:13:30.640]  誰沒有弄好那個麻包袋
[00:13:30.640 --> 00:13:31.960]  所以漏到通地都是
[00:13:31.960 --> 00:13:33.000]  叫我掃
[00:13:33.000 --> 00:13:35.960]  是誰沒有把麻袋弄好
[00:13:35.960 --> 00:13:37.000]  讓我的掃多一點
[00:13:37.000 --> 00:13:38.880]  這個又說那個掃的
[00:13:38.880 --> 00:13:40.200]  要掃多了時間
[00:13:40.200 --> 00:13:41.240]  要掃多一點
[00:13:41.240 --> 00:13:42.880]  那個說我掃得多
[00:13:42.880 --> 00:13:43.880]  我要多掃一點
[00:13:43.880 --> 00:13:45.960]  那個又說那個縫得不好
[00:13:45.960 --> 00:13:47.560]  那個麻包袋要扣一點
[00:13:47.560 --> 00:13:49.200]  就是那個你麻袋沒弄好
[00:13:49.200 --> 00:13:50.080]  要扣一些
[00:13:50.080 --> 00:13:52.080]  原本每人分五毫子
[00:13:52.080 --> 00:13:53.600]  原本每人分五毛錢
[00:13:53.600 --> 00:13:54.880]  一個說收七毫
[00:13:54.880 --> 00:13:56.040]  一個說收三毫
[00:13:56.040 --> 00:13:57.760]  一個說要拿七毛錢
[00:13:57.760 --> 00:13:58.160]  一個說要拿五毫
[00:13:58.160 --> 00:13:59.200]  說著說著之後
[00:13:59.200 --> 00:14:00.160]  說不完
[00:14:00.160 --> 00:14:01.640]  就是講不來的時候
[00:14:01.640 --> 00:14:03.280]  接著兩兄弟就吵架
[00:14:03.280 --> 00:14:04.280]  就兩兄弟吵架
[00:14:04.280 --> 00:14:05.000]  打架
[00:14:05.000 --> 00:14:06.000]  打架
[00:14:06.000 --> 00:14:08.120]  吵吵下就吵到爸爸都知道
[00:14:08.120 --> 00:14:09.640]  就吵到連父親也知道了
[00:14:09.640 --> 00:14:11.520]  爸爸就原本一心想
[00:14:11.520 --> 00:14:13.680]  給機會他們去學習
[00:14:13.680 --> 00:14:16.560]  父親原本想給機會他們去學習
[00:14:16.560 --> 00:14:17.920]  又給機會他們學習
[00:14:17.920 --> 00:14:19.040]  賺一下零用錢
[00:14:19.040 --> 00:14:19.960]  讓他們學習機會
[00:14:19.960 --> 00:14:21.600]  也能夠賺到零用錢
[00:14:21.600 --> 00:14:23.200]  全部都是好意
[00:14:23.200 --> 00:14:24.920]  全部都是好意
[00:14:24.920 --> 00:14:26.440]  但是見到這樣的情況
[00:14:26.440 --> 00:14:27.720]  見到這樣的情況
[00:14:27.720 --> 00:14:29.280]  於是乎說沒辦法了
[00:14:29.280 --> 00:14:30.000]  沒辦法
[00:14:30.000 --> 00:14:32.520]  兩兄弟為了這樣要罰
[00:14:32.520 --> 00:14:34.120]  為了這個要罰
[00:14:34.120 --> 00:14:35.200]  這個爸爸很聰明
[00:14:35.200 --> 00:14:36.560]  這個父親很聰明
[00:14:36.560 --> 00:14:39.800]  他不是罰他們不用再做
[00:14:39.800 --> 00:14:42.360]  不是說罰不用再做了
[00:14:42.360 --> 00:14:44.640]  不是罰他們不出這一元糧
[00:14:44.640 --> 00:14:47.880]  不是說不給他們這一塊錢
[00:14:47.880 --> 00:14:51.120]  而是罰他們多做一天
[00:14:51.120 --> 00:14:52.280]  但沒有糧出
