
[00:00:00.000 --> 00:00:10.000]  今日講的題目,從題目裏面大家知道我會講及有關耶穌降生,即是聖誕的背景
[00:03:42.000 --> 00:03:45.000]  我們先來看今天的經文路加福音二章十節
[00:03:45.000 --> 00:03:48.000]  請摩罕來讀出來就好了
[00:03:48.000 --> 00:03:50.000]  請摩罕來讀出來
[00:03:50.000 --> 00:03:52.000]  天使對他們說不要懼怕
[00:03:52.000 --> 00:03:55.000]  我報給你們大喜的信息是關乎萬民的
[00:03:55.000 --> 00:03:59.000]  天使說這個大喜訊息是人人有份的
[00:03:59.000 --> 00:04:03.000]  天使說這一個大喜的信息是人人有份的
[00:04:03.000 --> 00:04:05.000]  當時的牧羊人有份
[00:04:05.000 --> 00:04:07.000]  當時的牧羊人有份
[00:04:07.000 --> 00:04:09.000]  以前的人有份
[00:04:09.000 --> 00:04:10.000]  以前的人有份
[00:04:10.000 --> 00:04:12.000]  現在的人有份
[00:04:12.000 --> 00:04:13.000]  現在的人有份
[00:04:13.000 --> 00:04:14.000]  我們有份
[00:04:14.000 --> 00:04:15.000]  我們有份
[00:04:15.000 --> 00:04:17.000]  將來的人都會有份
[00:04:17.000 --> 00:04:19.000]  將來的人有份
[00:04:19.000 --> 00:04:20.000]  美國人有份
[00:04:20.000 --> 00:04:21.000]  美國人有份
[00:04:21.000 --> 00:04:22.000]  中國人都有份
[00:04:22.000 --> 00:04:23.000]  中國人也有份
[00:04:23.000 --> 00:04:25.000]  中美洲的人都有份
[00:04:25.000 --> 00:04:27.000]  中美洲的人也都會有份
[00:04:27.000 --> 00:04:30.000]  世界各地每一個地方的人都有份
[00:04:30.000 --> 00:04:32.000]  世界每一個地方的人都會有份
[00:04:32.000 --> 00:04:34.000]  只要他們肯接受就可以了
[00:04:34.000 --> 00:04:36.000]  只要他們肯接受就可以了
[00:04:36.000 --> 00:04:38.000]  再看第十一節
[00:04:38.000 --> 00:04:40.000]  再來看第十一節
[00:04:40.000 --> 00:04:41.000]  再讀
[00:04:41.000 --> 00:04:44.000]  因今天在大衛的城裡為你們生了救主
[00:04:44.000 --> 00:04:46.000]  就是主基督
[00:04:46.000 --> 00:04:52.000]  這個大喜的信息就是預言了很久了
[00:04:52.000 --> 00:04:55.000]  將要來臨的尼塞亞
[00:04:55.000 --> 00:04:57.000]  臨到降生
[00:04:57.000 --> 00:05:00.000]  當日降生在伯利恆城裡面
[00:05:00.000 --> 00:05:04.000]  這段大喜的信息就是已經預言很久了
[00:05:04.000 --> 00:05:06.000]  就是說將要來的尼塞亞救主
[00:05:06.000 --> 00:05:09.000]  當日降生在伯利恆城
[00:05:09.000 --> 00:05:12.000]  那些牧羊人聽到這個信息的時候
[00:05:12.000 --> 00:05:14.000]  他們一方面就很害怕
[00:05:14.000 --> 00:05:16.000]  另一方面也都很好奇
[00:05:16.000 --> 00:05:18.000]  這些牧羊人聽到這個信息的時候
[00:05:18.000 --> 00:05:19.000]  一方面他們很害怕
[00:05:19.000 --> 00:05:21.000]  另一方面他們也都很好奇
[00:05:21.000 --> 00:05:23.000]  他們很想去探個究竟
[00:05:23.000 --> 00:05:35.000]  很想去朝拜服侍這個新生的救主
[00:05:35.000 --> 00:05:43.000]  他們也都想歸榮耀給這個新生的基督
[00:05:43.000 --> 00:05:50.000]  於是他們就決定去尋訪這個聖嬰
[00:05:50.000 --> 00:05:54.000]  他們最後終於找到聖嬰
[00:05:54.000 --> 00:05:56.000]  當然他們最後找到了聖嬰
[00:05:56.000 --> 00:05:59.000]  找到之後他們就很喜樂滿足
[00:05:59.000 --> 00:06:02.000]  他們找到之後就很喜樂很滿足
[00:06:02.000 --> 00:06:04.000]  我有兩個問題
[00:06:04.000 --> 00:06:05.000]  我有兩個問題
[00:06:05.000 --> 00:06:06.000]  第一個問題
[00:06:06.000 --> 00:06:07.000]  第一個問題
[00:06:07.000 --> 00:06:10.000]  大家想一下牧羊人
[00:06:10.000 --> 00:06:15.000]  他怎麼知道他們所找到的嬰孩就是聖嬰呢?
[00:06:15.000 --> 00:06:18.000]  牧羊人怎麼能知道他們找到的嬰孩
[00:06:18.000 --> 00:06:20.000]  就一定是他們要找的聖嬰呢?
[00:06:20.000 --> 00:06:22.000]  他怎知道是找得對呢?
[00:06:22.000 --> 00:06:25.000]  他們怎知道就能夠找對呢?
[00:06:25.000 --> 00:06:29.000]  會不會剛好找到一個初生的嬰兒就當他是聖嬰呢?
[00:06:29.000 --> 00:06:33.000]  會不會找到一個剛出生的寶寶就把他當作聖嬰呢?
[00:06:33.000 --> 00:06:34.000]  不會!
[00:06:34.000 --> 00:06:35.000]  不會!
[00:06:35.000 --> 00:06:40.000]  因為天使很清楚地給了他們一個記號
[00:06:40.000 --> 00:06:42.000]  因為天使很清楚地給了他們一個記號
[00:06:42.000 --> 00:06:44.000]  我們看第十二節
[00:06:44.000 --> 00:06:45.000]  我們來看第十二節
[00:06:45.000 --> 00:06:49.000]  你們要看見一個嬰孩包著布臥在馬槽裡
[00:06:49.000 --> 00:06:51.000]  那就是記號了
[00:06:51.000 --> 00:06:56.000]  意思就是說他們要在一個很特別的地方
[00:06:56.000 --> 00:07:01.000]  意思就是說他們要去一個很特別的地方
[00:07:01.000 --> 00:07:06.000]  特別的環境之下他們才能找到這個救主聖嬰
[00:07:06.000 --> 00:07:10.000]  在一個特別的環境下他們才能找到救主聖嬰
[00:07:10.000 --> 00:07:12.000]  不會搞錯的
[00:07:12.000 --> 00:07:13.000]  不會弄錯
[00:07:13.000 --> 00:07:18.000]  因為是包著布臥在馬槽裡的
[00:07:18.000 --> 00:07:21.000]  因為是包著布臥在馬槽裡的
[00:07:21.000 --> 00:07:23.000]  第二個問題
[00:07:23.000 --> 00:07:24.000]  第二個問題
[00:07:24.000 --> 00:07:31.000]  如果今天我們真的想去尋找去服侍這個救主嬰孩的時候
[00:07:31.000 --> 00:07:33.000]  我們去哪裡找?
[00:07:33.000 --> 00:07:38.000]  還有那些記號還適不適合我們今天用呢?
[00:07:38.000 --> 00:07:41.000]  如果今天我們想要去尋找一個服侍救主
[00:07:41.000 --> 00:07:45.000]  那這些記號對我們來說還適不適用呢?
[00:07:45.000 --> 00:07:49.000]  今天的馬槽和聖嬰在哪裡呢?
[00:07:49.000 --> 00:07:53.000]  那現在的馬槽和聖嬰要去哪裡找呢?
[00:07:53.000 --> 00:07:54.000]  希望透過
[00:07:54.000 --> 00:07:56.000]  希望等一下一路說下去
[00:07:56.000 --> 00:07:59.000]  我借用我的短宣的分享
[00:07:59.000 --> 00:08:02.000]  能夠給到大家一點點的啟示
[00:08:02.000 --> 00:08:05.000]  希望我接下來的短宣的分享
[00:08:05.000 --> 00:08:08.000]  能夠給大家帶來一點點的啟示
[00:08:08.000 --> 00:08:10.000]  我們看回第一張的slide
[00:08:10.000 --> 00:08:15.000]  我們看回第一張的幻燈片
[00:08:15.000 --> 00:08:22.000]  剛才大家看到這張是我去年出發之前
[00:08:22.000 --> 00:08:26.000]  做宣傳用的單張
[00:08:26.000 --> 00:08:31.000]  大家看到這一張是我去年出發之前用來做宣傳的單張
[00:08:31.000 --> 00:08:33.000]  可能大家都會見過或者是記得
[00:08:33.000 --> 00:08:36.000]  大家可能都見過或者還記得
[00:08:36.000 --> 00:08:41.000]  在去年十月和十一月我去了貝里斯宣教
[00:08:41.000 --> 00:08:44.000]  去年的十月和十一月我去了貝里斯宣教
[00:08:44.000 --> 00:08:47.000]  服侍的對象主要是當地的華人
[00:08:47.000 --> 00:08:50.000]  在華人教會裡面和當地的華人
[00:08:50.000 --> 00:08:52.000]  服侍的主要對象是當地的華人
[00:08:52.000 --> 00:08:55.000]  在當地的華人教會裡面
[00:08:55.000 --> 00:08:59.000]  工作是包括主日講道、教主日學
[00:08:59.000 --> 00:09:03.000]  工作包括主日講道和教主日學
[00:09:03.000 --> 00:09:07.000]  領祈禱會和領另外一個查經班
[00:09:07.000 --> 00:09:10.000]  領祈禱會和領另外一個查經班
[00:09:10.000 --> 00:09:12.000]  還有時間去探訪
[00:09:12.000 --> 00:09:15.000]  還有時間去探訪
[00:09:15.000 --> 00:09:16.000]  還有時間去探訪 還有準備工作
[00:09:16.000 --> 00:09:17.000]  還有時間去探訪 還有時間去探訪 還有準備工作
[00:09:17.000 --> 00:09:18.000]  還有時間去探訪 還有時間去探訪 還有時間去探訪 還有準備工作
[00:09:18.000 --> 00:09:33.000]  但是神有祂的計劃
[00:09:33.000 --> 00:09:34.000]  祂為我安排了一個很偶然的機會
[00:09:34.000 --> 00:09:36.000]  祂為我安排了一個很偶然的機會
[00:09:36.000 --> 00:09:41.000]  能夠看到當地貝里斯人的事工
[00:09:41.000 --> 00:09:42.000]  能夠看到當地貝里斯人的事工
[00:09:42.000 --> 00:09:43.000]  能夠看到當地貝里斯人的事工
[00:09:43.000 --> 00:09:44.000]  能夠看到當地貝里斯人的事工
[00:09:44.000 --> 00:09:45.000]  能夠看到當地貝里斯人的事工
[00:09:45.000 --> 00:09:46.000]  能夠看到當地貝里斯人的事工
[00:09:46.000 --> 00:09:47.000]  能夠看到當地貝里斯人的事工
[00:09:47.000 --> 00:09:49.500]  當地貝里斯人需要福音
[00:09:49.500 --> 00:09:52.000]  看到當地貝里斯人需要福音
[00:09:52.000 --> 00:09:54.000]  事情是這樣的
[00:09:54.000 --> 00:09:55.000]  事情是這樣子的
[00:09:55.000 --> 00:09:57.500]  在貝里斯的時候
[00:09:57.500 --> 00:09:59.000]  在貝里斯的時候
[00:09:59.000 --> 00:10:00.000]  有一個週末
[00:10:00.000 --> 00:10:02.500]  我有機會開車開了三個小時
[00:10:02.500 --> 00:10:06.000]  去到貝里斯的北部
[00:10:06.000 --> 00:10:09.500]  有一個週末我有機會開車開了三個小時
[00:10:09.500 --> 00:10:11.500]  去貝里斯的北部
[00:10:11.500 --> 00:10:15.500]  有一個城市是近墨西哥邊境的
[00:10:15.500 --> 00:10:19.500]  有一個城市是近墨西哥邊境的
[00:10:19.500 --> 00:10:22.500]  去探訪一個教會的長老
[00:10:22.500 --> 00:10:25.000]  去探訪一間教會裡的長老
[00:10:25.000 --> 00:10:27.000]  這個長老和他太太
[00:10:27.000 --> 00:10:30.000]  他的女兒和女婿是中國人
[00:10:30.000 --> 00:10:32.000]  這個長老和他太太
[00:10:32.000 --> 00:10:35.000]  他女兒和女婿都是中國人
[00:10:35.000 --> 00:10:38.000]  但是他們卻是開辦了一間教會
[00:10:38.000 --> 00:10:41.000]  是服侍當地的貝里斯人
[00:10:41.000 --> 00:10:42.500]  但是他們開了一間教會
[00:10:42.500 --> 00:10:45.000]  是專門服侍當地的貝里斯人
[00:10:45.000 --> 00:10:48.000]  是服侍當地貧窮的村民
[00:10:48.000 --> 00:10:51.000]  是服侍當地貧窮的村民
[00:10:51.000 --> 00:10:57.000]  教會的經費、工作、領會、地方
[00:10:57.000 --> 00:11:00.000]  都是他們一家四口包辦了
[00:11:00.000 --> 00:11:02.000]  教會的經費、工作、領會、地方
[00:11:02.000 --> 00:11:04.500]  都是由他一家四口全部包辦了
[00:11:04.500 --> 00:11:06.500]  他們出錢又出力
[00:11:06.500 --> 00:11:09.000]  他們出錢又出力
[00:11:09.000 --> 00:11:13.000]  教會的聚會大概有六十人左右
[00:11:13.000 --> 00:11:16.000]  教會的聚會大概有六十人左右
[00:11:16.000 --> 00:11:18.000]  除了他們四個加上我
[00:11:18.000 --> 00:11:19.000]  當天加上我之外
[00:11:19.000 --> 00:11:21.000]  只有五個中國人之外
[00:11:21.000 --> 00:11:23.000]  全部都是當地的貝里斯人
[00:11:23.000 --> 00:11:26.000]  當天除了他們一家四口加上我
[00:11:26.000 --> 00:11:27.000]  是中國人以外
[00:11:27.000 --> 00:11:28.000]  五個中國人以外
[00:11:28.000 --> 00:11:30.000]  其他全部都是貝里斯人
[00:11:30.000 --> 00:11:31.000]  一半是成年人
[00:11:31.000 --> 00:11:32.000]  一半是兒童
[00:11:32.000 --> 00:11:33.000]  一半是成年人
[00:11:33.000 --> 00:11:35.000]  一半是兒童
[00:11:35.000 --> 00:11:37.000]  他們聚會是用英語
[00:11:37.000 --> 00:11:39.000]  然後翻譯做西班牙話
[00:11:39.000 --> 00:11:41.000]  聚會是用英語
[00:11:41.000 --> 00:11:43.000]  然後進行西班牙語翻譯
[00:11:43.000 --> 00:11:46.000]  當日我用英語來講道
[00:11:46.000 --> 00:11:48.000]  當天我是用英文來講道
[00:11:48.000 --> 00:11:51.000]  連翻譯都講了三十五分鐘
[00:11:51.000 --> 00:11:54.000]  連翻譯都大概講了三十五分鐘
[00:11:54.000 --> 00:11:56.000]  但是唱詩唱了兩個小時
[00:11:56.000 --> 00:11:59.000]  但是唱詩就唱了兩個小時
[00:11:59.000 --> 00:12:02.000]  南偉領詩的長老是他一個人領
[00:12:02.000 --> 00:12:04.000]  唱了兩個小時
[00:12:04.000 --> 00:12:06.000]  南偉領詩的長老
[00:12:06.000 --> 00:12:08.000]  他一個人領了兩個小時
[00:12:08.000 --> 00:12:11.000]  全個聚會時間大約三個半小時
[00:12:11.000 --> 00:12:15.000]  整個聚會大概有三個半小時
[00:12:15.000 --> 00:12:18.000]  我有好幾次幾乎是睡著了
[00:12:18.000 --> 00:12:23.000]  有好幾次我幾乎都是快睡著了
[00:12:23.000 --> 00:12:25.000]  因為我沒試過這麼長的聚會
[00:12:25.000 --> 00:12:27.000]  因為我從來沒有試過這麼長的聚會
[00:12:27.000 --> 00:12:29.000]  但是很奇怪
[00:12:29.000 --> 00:12:31.000]  在座位之中的兒童
[00:12:31.000 --> 00:12:33.000]  竟然能夠忍耐得住
[00:12:33.000 --> 00:12:35.000]  但是很奇怪的是
[00:12:35.000 --> 00:12:36.000]  在座位當中的兒童
[00:12:36.000 --> 00:12:38.000]  竟然能夠忍耐得住
[00:12:38.000 --> 00:12:40.000]  他們沒有亂走
[00:12:40.000 --> 00:12:41.000]  亂講話
[00:12:41.000 --> 00:12:43.000]  很安靜
[00:12:43.000 --> 00:12:44.000]  他們很安靜
[00:12:44.000 --> 00:12:47.000]  沒有亂走亂叫亂講話亂動
[00:12:47.000 --> 00:12:50.000]  如果我們在美國的兒童
[00:12:50.000 --> 00:12:52.000]  我相信沒有這個忍耐
[00:12:52.000 --> 00:12:54.000]  我覺得在美國的兒童
[00:12:54.000 --> 00:12:55.000]  應該沒有這個忍耐
[00:12:55.000 --> 00:12:59.000]  聚會完之後
[00:12:59.000 --> 00:13:02.000]  有兩個成年的男人
[00:13:02.000 --> 00:13:04.000]  來多謝我的訊息說幫到他們
[00:13:04.000 --> 00:13:06.000]  聚會完之後
[00:13:06.000 --> 00:13:07.000]  有兩個成年的男人
[00:13:07.000 --> 00:13:09.000]  來跟我說謝謝
[00:13:09.000 --> 00:13:11.000]  說我的訊息有幫助到他們
[00:13:11.000 --> 00:13:14.000]  有兩個少年人是女孩子
[00:13:14.000 --> 00:13:15.000]  來多謝我的教導
[00:13:15.000 --> 00:13:18.000]  也有兩個少年人是兩個女生
[00:13:18.000 --> 00:13:20.000]  來感謝我的教導
[00:13:20.000 --> 00:13:22.000]  本來有人來多謝我
[00:13:22.000 --> 00:13:25.000]  講道都是一個很平常的事
[00:13:25.000 --> 00:13:27.000]  有人來感謝我的講道
[00:13:27.000 --> 00:13:29.000]  其實是原是很平常的事情
[00:13:29.000 --> 00:13:31.000]  我們做牧師講完道之後
[00:13:31.000 --> 00:13:32.000]  總會有些人來
[00:13:32.000 --> 00:13:33.000]  在門口握手的時候
[00:13:33.000 --> 00:13:35.000]  都會多謝我們
[00:13:35.000 --> 00:13:36.000]  作為牧師的總有一些人
[00:13:36.000 --> 00:13:38.000]  會在門口握手的時候
[00:13:38.000 --> 00:13:40.000]  會來感謝我們
[00:13:40.000 --> 00:13:42.000]  所以我都習慣了
[00:13:42.000 --> 00:13:44.000]  所以我也習慣了
[00:13:44.000 --> 00:13:48.000]  但是那一晚
[00:13:48.000 --> 00:13:50.000]  但是那一天晚上
[00:13:50.000 --> 00:13:51.000]  我發了一個夢
[00:13:51.000 --> 00:13:53.000]  我做了一個夢
[00:13:53.000 --> 00:13:54.000]  夢見有一個少年人
[00:13:54.000 --> 00:13:55.000]  有一個女孩子
[00:13:55.000 --> 00:13:57.000]  來多謝我的教導
[00:13:57.000 --> 00:13:58.000]  夢見有一個少年人
[00:13:58.000 --> 00:13:59.000]  一個小女孩
[00:13:59.000 --> 00:14:01.000]  來到我的面前感謝我的教導
[00:14:01.000 --> 00:14:04.000]  還說她喜歡聽我的教導
[00:14:04.000 --> 00:14:10.000]  還說她喜歡聽我的教導
[00:14:10.000 --> 00:14:11.000]  那我想問一下
[00:14:11.000 --> 00:14:13.000]  我不知道馬牧師有沒有試過
[00:14:13.000 --> 00:14:15.000]  發夢人家來多謝他講道
[00:14:15.000 --> 00:14:19.000]  我就不知道馬牧師有沒有做過夢
[00:14:19.000 --> 00:14:22.000]  在夢裡面有人來感謝他
[00:14:22.000 --> 00:14:24.000]  不知道有沒有
[00:14:24.000 --> 00:14:26.000]  我想沒有
[00:14:26.000 --> 00:14:28.000]  我也是第一次
[00:14:28.000 --> 00:14:29.000]  我也是第一次
[00:14:29.000 --> 00:14:30.000]  一生人第一次
[00:14:30.000 --> 00:14:32.000]  直到現在還沒有
[00:14:32.000 --> 00:14:34.000]  你試過還是第二次
[00:14:34.000 --> 00:14:36.000]  現在還沒有試過有第二次
[00:14:36.000 --> 00:14:37.000]  我的意思就是說
[00:14:37.000 --> 00:14:38.000]  我的意思是說
[00:14:38.000 --> 00:14:40.000]  如果我們做傳道人
[00:14:40.000 --> 00:14:41.000]  經常發夢見到人家
[00:14:41.000 --> 00:14:43.000]  經常發夢人家來多謝我們
[00:14:43.000 --> 00:14:44.000]  有問題
[00:14:44.000 --> 00:14:45.000]  如果我們作為傳道人
[00:14:45.000 --> 00:14:46.000]  常常做夢
[00:14:46.000 --> 00:14:47.000]  夢到有人來感謝我們
[00:14:47.000 --> 00:14:48.000]  那就有問題了
[00:14:48.000 --> 00:14:49.000]  是不是
[00:14:49.000 --> 00:14:50.000]  是不是
[00:14:50.000 --> 00:14:53.000]  所以沒有是正常的
[00:14:53.000 --> 00:14:58.000]  所以沒有是正常的
[00:14:58.000 --> 00:15:07.000]  我相信那個夢是神給我的意象
[00:15:07.000 --> 00:15:09.000]  我離開了
[00:15:09.000 --> 00:15:10.000]  過了兩個星期之後
[00:15:10.000 --> 00:15:20.000]  我忍不住再去探望這個長老
[00:15:20.000 --> 00:15:28.000]  那一次我要求他帶我去村裡面探訪
[00:15:28.000 --> 00:15:37.000]  探訪那些去他們教會聚會的家庭
[00:15:37.000 --> 00:15:43.000]  我們看另外一張slide
[00:15:43.000 --> 00:15:45.000]  貝里斯是一個很美的地方
[00:15:45.000 --> 00:15:49.000]  是度假勝地來的
[00:15:49.000 --> 00:15:53.000]  可以享受陽光與海灘
[00:15:53.000 --> 00:15:56.000]  值得去的
[00:15:56.000 --> 00:15:59.000]  不過離開度假區不是很遠
[00:15:59.000 --> 00:16:06.000]  就有很多村落和貧民區
[00:16:06.000 --> 00:16:09.000]  下一張
[00:16:09.000 --> 00:16:11.000]  我所去的那個地方
[00:16:11.000 --> 00:16:18.000]  就是靠近墨西哥邊境的一條村落
[00:16:18.000 --> 00:16:23.000]  他們的屋都是用樹幹來做牆
[00:16:23.000 --> 00:16:25.000]  然後用茅草來做屋頂
[00:16:25.000 --> 00:16:31.000]  下一張slide
[00:16:31.000 --> 00:16:39.000]  屋裡面是泥地
[00:16:39.000 --> 00:16:43.000]  下雨的時候就很不方便
[00:16:43.000 --> 00:16:51.000]  貝里斯是隔天就下很大的雨
[00:16:51.000 --> 00:17:00.000]  下一張
[00:17:00.000 --> 00:17:02.000]  先看第一個
[00:17:02.000 --> 00:17:13.000]  第一個位置
[00:17:13.000 --> 00:17:16.000]  這一家人的房子很殘舊
[00:17:16.000 --> 00:17:19.000]  我進去看過了
[00:17:19.000 --> 00:17:24.000]  裡面屋頂有個大洞
[00:17:24.000 --> 00:17:28.000]  也就是說會漏水
[00:17:28.000 --> 00:17:31.000]  房屋裡面非常的潮濕
[00:17:31.000 --> 00:17:33.000]  有臭味
[00:17:33.000 --> 00:17:40.000]  女主人說她和寶寶常常會生病
[00:17:40.000 --> 00:17:47.000]  於是他們決定在旁邊蓋一間新的房屋
[00:17:47.000 --> 00:17:50.000]  但是進度很慢
[00:17:50.000 --> 00:18:06.000]  現在看到那個木架還沒有完整的屋架
[00:18:06.000 --> 00:18:09.000]  那個是屋的架,不是曬衣服的
[00:18:09.000 --> 00:18:17.000]  不是用來晾衣服的東西,是一個房屋的外面的結構
[00:18:17.000 --> 00:18:21.000]  於是我心裡面就想
[00:18:21.000 --> 00:18:24.000]  如果我們派一個短宣隊去,派四個人去
[00:18:24.000 --> 00:18:32.000]  去幫他守,那就簡單了
[00:18:32.000 --> 00:18:39.000]  我們帶那些電動工具,那些打槍的機器
[00:18:39.000 --> 00:18:47.000]  如果我們帶那些電動工具,那些打槍的工具去的話
[00:18:47.000 --> 00:18:49.000]  我相信不用三天就能蓋好整間盲屋
[00:18:49.000 --> 00:18:54.000]  我相信不用三天我們就可以幫他蓋好整個茅草屋
[00:18:54.000 --> 00:18:55.000]  大家同不同意嗎?
[00:18:55.000 --> 00:18:56.000]  大家同不同意
[00:18:56.000 --> 00:19:01.000]  有沒有試過在後邑,弄一下盲屋,狗屋
[00:19:01.000 --> 00:19:05.000]  有沒有試過在你們家後院蓋一些毛屋,一些小狗的房子
[00:19:05.000 --> 00:19:09.000]  在這裡的狗屋,盲屋可能比他們住的盲屋還要漂亮
[00:19:09.000 --> 00:19:15.000]  在這裡的狗屋,盲屋可能比他們住的盲屋還要漂亮
[00:19:15.000 --> 00:19:20.000]  下一張
[00:19:20.000 --> 00:19:25.000]  在探訪的時候,那個長老就為每一個有病的村民按手禱告
[00:19:25.000 --> 00:19:30.000]  在探訪的時候,那個長老就為每一個有病的村民按手禱告
[00:19:30.000 --> 00:19:32.000]  他差不多應該有八十歲了
[00:19:32.000 --> 00:19:34.000]  他差不多已經有八十歲了
[00:19:34.000 --> 00:19:39.000]  有一些家庭是沒有錢買藥的
[00:19:39.000 --> 00:19:41.000]  有一些家庭是沒有錢買藥的
[00:19:41.000 --> 00:19:46.000]  長老就會給他們五元或十元去買藥
[00:19:46.000 --> 00:19:48.000]  長老就會給他們五元或十元去買藥
[00:19:48.000 --> 00:19:49.000]  長老就會給他們五元或十元去買藥
[00:19:49.000 --> 00:19:53.000]  那天大約給了超過八十元
[00:19:53.000 --> 00:19:56.000]  那天大約給了超過八十元
[00:19:56.000 --> 00:19:59.000]  那天我們探訪了最少有十五個家庭
[00:19:59.000 --> 00:20:02.000]  那天我們探訪了最少有十五個家庭
[00:20:02.000 --> 00:20:03.000]  下一張
[00:20:03.000 --> 00:20:05.000]  下一張
[00:20:05.000 --> 00:20:08.000]  探訪完之後,我心裡也問
[00:20:08.000 --> 00:20:09.000]  探訪完之後,我心裡也問
[00:20:09.000 --> 00:20:10.000]  探訪完之後,我心裡也問
[00:20:10.000 --> 00:20:11.000]  我可以做些什麼呢?
[00:20:11.000 --> 00:20:12.000]  我可以做些什麼呢?
[00:20:12.000 --> 00:20:15.000]  或者說,神要我在這裡做什麼呢?
[00:20:15.000 --> 00:20:17.000]  或者說,神要我在這裡做什麼呢?
[00:20:17.000 --> 00:20:18.000]  幫他們蓋屋子嗎?
