
[00:00:00.000 --> 00:00:05.360]  今天我們所讀的經文是詩篇第83篇
[00:01:42.340 --> 00:01:45.580]  來看回舊約發生的事情的時候
[00:01:45.580 --> 00:01:47.380]  很容易我們可以學到很多
[00:01:47.380 --> 00:01:50.500]  很重要很寶貴的屬靈功課
[00:01:50.500 --> 00:01:53.820]  我們今天通過這一篇詩篇
[00:01:53.820 --> 00:01:55.700]  來看一看我們可以學到甚麼功課
[00:01:55.700 --> 00:01:58.460]  讓我們更加去認識這個神
[00:01:58.460 --> 00:02:01.420]  和做一個更加好的基督徒
[00:02:01.420 --> 00:02:03.540]  詩篇開始的時候我們發覺
[00:02:03.540 --> 00:02:06.260]  它不是用一個讚美、感恩
[00:02:06.260 --> 00:02:11.020]  很傳統、很慣常的開始的方式
[00:02:11.020 --> 00:02:12.660]  一開始的時候先人怎樣說
[00:02:12.660 --> 00:02:14.980]  先人說:神啊,你不要靜默
[00:02:14.980 --> 00:02:17.580]  你不要閉口,不要不作聲
[00:02:17.580 --> 00:02:19.580]  我想大家都知道最近
[00:02:19.580 --> 00:02:24.140]  香港發生了很嚴重的五星級火警
[00:02:24.140 --> 00:02:26.340]  我想大家想一想
[00:02:26.340 --> 00:02:28.460]  如果你是當時在場的其中一個住客
[00:02:28.460 --> 00:02:30.860]  突然間半夜三更發現有火警
[00:02:30.860 --> 00:02:34.100]  你馬上飛出來逃命
[00:02:34.100 --> 00:02:35.980]  我想問大家逃命的時候
[00:02:35.980 --> 00:02:37.260]  一路走到走廊的時候
[00:02:37.260 --> 00:02:39.580]  你發覺其他所有的住戶
[00:02:39.580 --> 00:02:41.020]  都還是關著門的
[00:02:41.020 --> 00:02:43.420]  你會怎樣做?
[00:02:43.420 --> 00:02:46.540]  當然逃命要自己顧自己
[00:02:46.540 --> 00:02:49.060]  但我希望大家不是這樣做
[00:02:49.060 --> 00:02:51.060]  當然我們要盡我們的能力
[00:02:51.060 --> 00:02:52.620]  在我們可以的範圍裏面
[00:02:52.620 --> 00:02:56.580]  我們都通知、提醒其他住客逃命
[00:02:56.580 --> 00:02:58.540]  我想問一下大家
[00:02:58.540 --> 00:03:03.180]  你會怎樣通知他們?
[00:03:03.180 --> 00:03:06.180]  你會不會走到那裏按門鈴
[00:03:06.180 --> 00:03:07.540]  等他開門
[00:03:07.540 --> 00:03:09.740]  應門的時候說:不好意思
[00:03:09.740 --> 00:03:11.740]  這個時間這麼晚打擾你
[00:03:11.740 --> 00:03:12.540]  現在是火警
[00:03:12.540 --> 00:03:15.380]  在後面走著燒著火
[00:03:15.380 --> 00:03:17.500]  不好意思
[00:03:17.500 --> 00:03:20.060]  我覺得你現在要收拾東西
[00:03:20.060 --> 00:03:22.020]  要逃命離開
[00:03:22.020 --> 00:03:23.700]  你會不會這樣說?
[00:03:23.700 --> 00:03:25.340]  當然不會
[00:03:25.340 --> 00:03:26.300]  一路走到走廊
[00:03:26.300 --> 00:03:27.660]  砰砰砰
[00:03:27.660 --> 00:03:31.340]  火燭、走人、逃命
[00:03:31.340 --> 00:03:33.740]  在一個非常緊迫的時間裏面
[00:03:33.740 --> 00:03:35.500]  十萬火急的情況裏面
[00:03:35.500 --> 00:03:37.340]  你當然用十萬火急的方式
[00:03:37.340 --> 00:03:40.380]  來通知人逃命
[00:03:40.380 --> 00:03:43.180]  在這篇詩篇裏面
[00:03:43.180 --> 00:03:45.020]  詩人開始說
[00:03:45.020 --> 00:03:49.180]  不要靜默,不要閉口,不要出聲
[00:03:49.180 --> 00:03:50.980]  我們可以從這些說話
[00:03:50.980 --> 00:03:52.100]  我們可以感受到
[00:03:52.100 --> 00:03:55.940]  詩人當時的緊急狀況
[00:03:55.940 --> 00:04:00.020]  你說有什麼這麼緊急?
[00:04:00.020 --> 00:04:01.740]  因為他們在那個時候
[00:04:01.740 --> 00:04:04.100]  在他們生死關頭的時候
[00:04:04.100 --> 00:04:06.180]  神去了哪裏?
[00:04:06.180 --> 00:04:08.140]  神好像不見了一樣
[00:04:08.140 --> 00:04:09.220]  當你禱告的時候
[00:04:09.220 --> 00:04:11.940]  神又不給他們任何回覆
[00:04:11.940 --> 00:04:13.260]  很危險的處境
[00:04:13.260 --> 00:04:15.100]  你說什麼處境?
[00:04:15.100 --> 00:04:18.020]  如果我們看經文的時候
[00:04:18.020 --> 00:04:25.300]  這個處境
[00:04:25.300 --> 00:04:27.060]  我們好像快了
[00:04:27.060 --> 00:04:28.300]  如果我們看經文的時候
[00:04:28.300 --> 00:04:29.820]  這個處境就說到
[00:04:29.820 --> 00:04:33.220]  因為你的仇敵軒然
[00:04:33.220 --> 00:04:34.020]  恨你的
[00:04:34.020 --> 00:04:35.620]  這個「你」是指神
[00:04:35.620 --> 00:04:37.260]  恨你的抬起頭來
[00:04:37.260 --> 00:04:39.100]  要謀害你的百姓
[00:04:39.100 --> 00:04:44.980]  要害你所隱藏的人
[00:04:44.980 --> 00:04:46.460]  留意這段經文
[00:04:46.460 --> 00:04:47.260]  詩人是怎麼說的?
[00:04:47.260 --> 00:04:49.700]  是你的仇敵
[00:04:49.700 --> 00:04:51.660]  這班是神的仇敵
[00:04:51.660 --> 00:04:53.060]  他們想做些什麼?
[00:04:53.060 --> 00:04:57.740]  他們想殲滅以色列民
[00:04:57.740 --> 00:05:00.700]  破壞他們的國家
[00:05:00.700 --> 00:05:03.300]  為了要達到這個目的
[00:05:03.300 --> 00:05:06.140]  幾個一班的敵人
[00:05:06.140 --> 00:05:07.740]  就合在一起
[00:05:07.740 --> 00:05:09.980]  聖經說他們彼此結盟
[00:05:09.980 --> 00:05:12.700]  為的就是要抵擋耶和華
[00:05:12.700 --> 00:05:15.460]  我們都活在這個世界
[00:05:15.460 --> 00:05:18.740]  對這個結盟一點都不陌生
[00:05:18.740 --> 00:05:22.140]  我們到處都有什麼歐盟、北約
[00:05:22.140 --> 00:05:25.220]  二十國集團、七國集團、金磚國家
[00:05:25.220 --> 00:05:27.660]  很多這些的結盟
[00:05:27.660 --> 00:05:29.380]  這些結盟我們都知道
[00:05:29.380 --> 00:05:30.940]  不同的結盟
[00:05:30.940 --> 00:05:34.020]  就要達到不同的目的
[00:05:34.020 --> 00:05:39.540]  有些是為了經貿、經濟、國防
[00:05:39.540 --> 00:05:40.700]  不過按我所知
[00:05:40.700 --> 00:05:43.220]  還沒有一個現今的結盟
[00:05:43.220 --> 00:05:45.820]  是為了要殲滅某一個國家
[00:05:45.820 --> 00:05:48.580]  或者要剷除某一個民族
[00:05:48.580 --> 00:05:52.020]  我相信就算他們有這樣的想法
[00:05:52.020 --> 00:05:53.580]  他們都不會旗幟鮮明地
[00:05:53.580 --> 00:05:58.140]  把這件事寫在他們的憲章
[00:05:58.140 --> 00:05:59.220]  或者明目張膽地
[00:05:59.220 --> 00:06:03.420]  放在他們聯盟的旗幟上面
[00:06:03.420 --> 00:06:04.900]  因為每一個的結盟
[00:06:04.900 --> 00:06:07.580]  都想站在道德的高地
[00:06:07.580 --> 00:06:09.780]  以致他所講的、他所做的
[00:06:09.780 --> 00:06:13.940]  都是出師有名、有理有據的
[00:06:13.940 --> 00:06:16.460]  不過如果我們看回
[00:06:16.460 --> 00:06:18.420]  這個詩篇裏面的那些結盟
[00:06:18.420 --> 00:06:19.980]  卻不是這樣
[00:06:19.980 --> 00:06:22.260]  這一班人卻是毫不在乎
[00:06:22.260 --> 00:06:27.460]  我擺明立場要剪除這個以色列民
[00:06:27.460 --> 00:06:31.020]  要從地上幫他們完全的消失
[00:06:31.020 --> 00:06:33.740]  在第二節裏講到
[00:06:33.740 --> 00:06:37.420]  「因為他們恨耶和華」
[00:06:37.420 --> 00:06:39.620]  「他們恨耶和華」
[00:06:39.620 --> 00:06:42.140]  你說這些是甚麼仇敵呢
[00:06:42.140 --> 00:06:43.580]  如果我們看回經文的時候
[00:06:43.580 --> 00:06:45.580]  在這個五到八節
[00:06:45.580 --> 00:06:47.060]  這段經文裏面
[00:06:47.060 --> 00:06:50.420]  詩人是提了十個國家
[00:06:50.420 --> 00:06:53.940]  中間綠色那個就是以色列
[00:06:53.940 --> 00:06:56.340]  你發覺這十個國家是怎樣
[00:06:56.340 --> 00:07:01.060]  騰騰圈圈圍著以色列,十個國家
[00:07:01.060 --> 00:07:02.980]  圍著以色列的這十個國家
[00:07:02.980 --> 00:07:06.420]  都是恨惡以色列
[00:07:06.420 --> 00:07:07.540]  大家可以看到
[00:07:07.540 --> 00:07:09.340]  既然是騰騰圈圈圍著的時候
[00:07:09.340 --> 00:07:12.940]  即是說以色列無路可走
[00:07:12.940 --> 00:07:15.500]  亦都沒有外援,找不到其他人幫忙
[00:07:15.500 --> 00:07:16.580]  所以大家可以想像
[00:07:16.580 --> 00:07:19.340]  當時的處境極度的危急
[00:07:19.340 --> 00:07:23.220]  亦都是令到這一班的以色列人極度的絕望
[00:07:23.220 --> 00:07:26.380]  如果我們嘗試代入他們的處境的時候
[00:07:26.380 --> 00:07:28.340]  我相信我們都很容易明白
[00:07:28.340 --> 00:07:32.620]  感受到他們當時的緊急
[00:07:32.620 --> 00:07:34.940]  不過我想問一下大家
[00:07:34.940 --> 00:07:38.900]  大家有沒有想過其實他們當時的緊急
[00:07:38.900 --> 00:07:42.780]  其實都可以是今天我們的緊急
[00:07:42.780 --> 00:07:44.820]  我們要看一節的經文
[00:07:44.820 --> 00:07:46.300]  在第十二節
[00:07:46.300 --> 00:07:47.300]  「他們說」
[00:07:47.300 --> 00:07:50.580]  這個「他們」指的是那些敵人
[00:07:50.580 --> 00:07:52.780]  這一班的敵人他們怎樣說
[00:07:52.780 --> 00:07:55.620]  「我們要得神的住處」
[00:07:55.620 --> 00:07:57.620]  作為自己的產業
[00:07:57.620 --> 00:07:59.300]  我相信如果大家要明白
[00:07:59.300 --> 00:08:01.700]  整個八十三篇的詩篇的時候
[00:08:01.700 --> 00:08:04.500]  我們必須要明白這一節的經文
[00:08:04.500 --> 00:08:07.700]  這一節的經文是一個很關鍵性的經文
[00:08:07.700 --> 00:08:10.220]  詩人在這裡說
[00:08:10.220 --> 00:08:13.460]  「我們要得神的住處」
[00:08:13.460 --> 00:08:14.620]  我想留意大家
[00:08:14.620 --> 00:08:15.620]  詩人沒有說
[00:08:15.620 --> 00:08:18.260]  他們走來攻擊我們以色列
[00:08:18.260 --> 00:08:21.180]  是想得到我們以色列國的地圖
[00:08:21.180 --> 00:08:23.140]  他不是這樣說的
[00:08:23.140 --> 00:08:27.260]  他說「他們要得神的住處」
[00:08:27.260 --> 00:08:29.940]  我想問大家 神的住處在哪裡?
[00:08:29.940 --> 00:08:33.460]  有沒有地址?
[00:08:33.460 --> 00:08:36.700]  基督徒應該知道神的住處在哪裡
[00:08:36.700 --> 00:08:40.020]  大家知不知道神的住處在哪裡?
[00:08:40.020 --> 00:08:43.620]  我們看二弗所書二章十九節的時候
[00:08:43.620 --> 00:08:44.860]  保羅很清楚說
[00:08:44.860 --> 00:08:49.340]  今天我們成為主內的信徒
[00:08:49.340 --> 00:08:52.020]  我們無論你是猶太人也好
[00:08:52.020 --> 00:08:53.100]  非猶太人也好
[00:08:53.100 --> 00:08:54.420]  只要信了耶穌之後
[00:08:54.420 --> 00:08:56.300]  我們就不再是外邦人
[00:08:56.300 --> 00:08:57.340]  不再是客女
[00:08:57.340 --> 00:09:01.300]  我們一同成為聖徒的國度
[00:09:01.300 --> 00:09:03.500]  是神家裡面的人
[00:09:03.500 --> 00:09:07.140]  基督也都將我們每一個的信徒
[00:09:07.140 --> 00:09:08.860]  成為他身體裡面
[00:09:08.860 --> 00:09:10.820]  互相聯繫得合適
[00:09:10.820 --> 00:09:13.100]  漸漸成為主的聖殿
[00:09:13.100 --> 00:09:15.380]  我們作為信徒
[00:09:15.380 --> 00:09:18.460]  也都被基督同被建造
[00:09:18.460 --> 00:09:23.780]  成為神藉著聖靈居住的所在
[00:09:23.780 --> 00:09:24.660]  即是甚麼?
[00:09:24.660 --> 00:09:26.100]  即是神的住處
[00:09:26.100 --> 00:09:28.020]  就在我們信徒當中
[00:09:28.020 --> 00:09:29.500]  就是教會
[00:09:29.500 --> 00:09:30.740]  換言之
[00:09:30.740 --> 00:09:32.980]  對於今天的基督徒來說
[00:09:32.980 --> 00:09:37.140]  當時這十個的敵國
[00:09:37.140 --> 00:09:40.660]  他們想要奪取神的住處
[00:09:40.660 --> 00:09:42.620]  成為他們自己的產業
[00:09:42.620 --> 00:09:45.220]  這個明顯不是一個軍事的野心
[00:09:45.220 --> 00:09:46.900]  不是一個軍事的行動
[00:09:46.900 --> 00:09:48.900]  只是拿地圖、拿資源
[00:09:48.900 --> 00:09:50.260]  或者今天的用語
[00:09:50.260 --> 00:09:51.340]  不是想拿石油
[00:09:51.340 --> 00:09:52.900]  不是想拿稀土
[00:09:52.900 --> 00:09:54.020]  他們想要甚麼?
[00:09:54.020 --> 00:09:57.780]  他們想要奪取上帝的主權
[00:09:57.780 --> 00:10:00.700]  抵擋上帝的管治
[00:10:00.700 --> 00:10:03.460]  阿薩德知道這場戰爭搞不定
[00:10:03.460 --> 00:10:05.700]  十個國家怎麼打
[00:10:05.700 --> 00:10:06.700]  他們搞不定
[00:10:06.700 --> 00:10:09.260]  所以他就很緊急的來到神面前
[00:10:09.260 --> 00:10:11.020]  求神的介入
[00:10:11.020 --> 00:10:12.820]  對於我們今天基督徒來說
[00:10:12.820 --> 00:10:16.100]  不知道大家有沒有經歷到一些人生的事情
[00:10:16.100 --> 00:10:21.300]  問題是大過我們處理不了的
[00:10:21.300 --> 00:10:22.860]  有沒有?
[00:10:22.860 --> 00:10:26.700]  當然我們未必好像昔日這班以色列人那樣
[00:10:26.700 --> 00:10:28.460]  有這麼多國家圍著我們
[00:10:28.460 --> 00:10:29.460]  想我們死
[00:10:29.460 --> 00:10:33.660]  想我們從地上都被剪除
[00:10:33.660 --> 00:10:38.660]  也許我們今天不會陷入一個看得到的戰爭裏面
[00:10:38.660 --> 00:10:39.780]  不過大家有沒有想過
[00:10:39.780 --> 00:10:42.580]  其實每一天我們生活所面對的
[00:10:42.580 --> 00:10:48.340]  都有不同的一些看不到的戰爭正在發生
[00:10:48.340 --> 00:10:51.140]  如果我們老實的來面對人生的時候
[00:10:51.140 --> 00:10:52.540]  我們不難發現
[00:10:52.540 --> 00:10:53.660]  在我們今天的生活
[00:10:53.660 --> 00:10:56.780]  在這個世界裏面
[00:10:56.780 --> 00:10:59.300]  我們很多時候都會有這樣的感覺
[00:10:59.300 --> 00:11:03.980]  就是說我們周圍都好像被不同類型的威脅
[00:11:03.980 --> 00:11:07.500]  混亂、傷害、出賣、欺騙
[00:11:07.500 --> 00:11:10.700]  來侵蝕我們的人生
[00:11:10.700 --> 00:11:11.900]  當有這樣的事情發生的時候
[00:11:11.900 --> 00:11:13.020]  我們很多時候都會說
[00:11:13.020 --> 00:11:14.660]  「神爺,你在哪裏?」
[00:11:14.660 --> 00:11:15.820]  我在這裏受苦的時候
[00:11:15.820 --> 00:11:17.220]  「神爺,你在哪裏?」
[00:11:17.220 --> 00:11:18.420]  「你是不是已經放棄了我?」
[00:11:18.420 --> 00:11:19.660]  「你是不是已經不在乎我?」
[00:11:19.660 --> 00:11:21.100]  「你是不是已經不再愛我?」
[00:11:21.100 --> 00:11:24.540]  「你為什麼會完全不出聲?」
[00:11:24.540 --> 00:11:26.380]  我們可以說
[00:11:26.380 --> 00:11:29.220]  其實發生在我們人生裏面
[00:11:29.220 --> 00:11:31.860]  不愉快、不幸的事情
[00:11:31.860 --> 00:11:34.740]  其實都是一個屬靈的爭戰
[00:11:34.740 --> 00:11:36.460]  屬靈的爭戰
[00:11:36.460 --> 00:11:37.460]  看不到
[00:11:37.460 --> 00:11:39.140]  但是它是致命的
[00:11:39.140 --> 00:11:41.140]  從這個角度去看的時候
[00:11:41.140 --> 00:11:43.980]  我們和昔日的這班以色列人
[00:11:43.980 --> 00:11:45.260]  作一個比較的時候
[00:11:45.260 --> 00:11:47.020]  其實分別不大
[00:11:47.020 --> 00:11:48.220]  唯一的分別就是
[00:11:48.220 --> 00:11:49.900]  他們面對的戰爭是看得到
[00:11:49.900 --> 00:11:51.980]  我們面對的戰爭是看不到的意思而已
[00:11:51.980 --> 00:11:53.300]  是不是?
[00:11:53.300 --> 00:11:54.260]  好了
[00:11:54.260 --> 00:11:55.620]  我們來看看
[00:11:55.620 --> 00:11:58.260]  阿薩來到神面前
[00:11:58.260 --> 00:12:01.340]  他怎樣求神介入呢?
[00:12:01.340 --> 00:12:04.620]  如果我們看九到十一節的經文的話
[00:12:04.620 --> 00:12:05.780]  他和神祈禱
[00:12:05.780 --> 00:12:06.700]  他說
[00:12:06.700 --> 00:12:09.700]  「神啊,求祢好像以前一樣
[00:12:09.700 --> 00:12:12.300]  當有邪惡勢力侵害
[00:12:12.300 --> 00:12:14.740]  或者去攻擊祢的子民的時候
[00:12:14.740 --> 00:12:16.220]  神啊,求祢出手
[00:12:16.220 --> 00:12:18.260]  祢以前都做過了,現在再做」
[00:12:18.260 --> 00:12:20.900]  第一個例子就是用「米電」
[00:12:20.900 --> 00:12:22.340]  「米電」就是當
[00:12:22.340 --> 00:12:27.300]  以色列營在曠野飄游的時候
[00:12:27.300 --> 00:12:29.580]  這一班的「米電」人就引誘
[00:12:29.580 --> 00:12:30.580]  以色列人
[00:12:30.580 --> 00:12:31.900]  要拜偶像
[00:12:31.900 --> 00:12:33.020]  凡間人
[00:12:33.020 --> 00:12:36.660]  那麼神就殲滅了這些「米電」人
[00:12:36.660 --> 00:12:37.180]  好了
[00:12:37.180 --> 00:12:38.300]  第二個例子
[00:12:38.300 --> 00:12:40.540]  「西西拉」和「耶賓」
[00:12:40.540 --> 00:12:42.460]  這個民族
[00:12:42.460 --> 00:12:45.460]  就是當時的以色列人的欺壓者
[00:12:45.460 --> 00:12:46.660]  壓迫者
[00:12:46.660 --> 00:12:49.380]  也都是嚇管了以色列人的
[00:12:49.380 --> 00:12:53.300]  嚇管了他們二十年
[00:12:53.300 --> 00:12:56.300]  神就在「基遜河」那裡
[00:12:56.300 --> 00:12:58.540]  來殲滅他們
[00:12:58.540 --> 00:12:59.740]  好了,最後一個例子
[00:12:59.740 --> 00:13:01.180]  就是「俄勒」
[00:13:01.180 --> 00:13:01.980]  「西伊伯」
[00:13:01.980 --> 00:13:02.700]  「西巴」
[00:13:02.700 --> 00:13:03.860]  和「薩姆拿」
[00:13:03.860 --> 00:13:05.100]  這一班人
[00:13:05.100 --> 00:13:07.420]  就是當時敵對「基電」
[00:13:07.420 --> 00:13:10.900]  大家知道「基電」就是一個站出來
[00:13:10.900 --> 00:13:13.580]  為神爭戰的勇士
[00:13:13.580 --> 00:13:14.340]  這一班人
[00:13:14.340 --> 00:13:15.300]  敵黨「基電」
[00:13:15.300 --> 00:13:16.540]  就是敵黨神
[00:13:16.540 --> 00:13:18.940]  所以神也都殲滅了他們
[00:13:18.940 --> 00:13:20.020]  好了,為什麼
[00:13:20.020 --> 00:13:23.660]  這個「阿薩」要提到這些的往事呢?
[00:13:23.660 --> 00:13:25.220]  「基薩」在這裡提到了
[00:13:25.220 --> 00:13:29.300]  「阿薩」提了這三個的歷史故事
[00:13:29.300 --> 00:13:30.860]  就可以告訴
[00:13:30.860 --> 00:13:32.780]  說出一個事實
[00:13:32.780 --> 00:13:36.420]  就是神當有邪惡的勢力
[00:13:36.420 --> 00:13:39.460]  要去攻擊神的子民的時候
[00:13:39.460 --> 00:13:40.980]  其實就是敵黨神
[00:13:40.980 --> 00:13:44.220]  神就會出來施行審判
[00:13:44.220 --> 00:13:45.580]  大家要留意
[00:13:45.580 --> 00:13:47.420]  「阿薩」沒有很含糊地說
[00:13:47.420 --> 00:13:49.380]  「神啊,求你幫我」
[00:13:49.380 --> 00:13:51.460]  「阿薩」很清楚地說到
[00:13:51.460 --> 00:13:52.740]  不是這麼籠統的
[00:13:52.740 --> 00:13:54.340]  「阿薩」說
[00:13:54.340 --> 00:13:56.780]  「神啊,求你記得
[00:13:56.780 --> 00:13:59.100]  你昔日如何在你的「米電人」當中
[00:13:59.100 --> 00:13:59.980]  來到施行審判
[00:13:59.980 --> 00:14:02.020]  神今天繼續的
[00:14:02.020 --> 00:14:03.900]  在這個處境裡面
[00:14:03.900 --> 00:14:05.540]  施行你的審判」
[00:14:05.540 --> 00:14:08.580]  說到審判的時候
[00:14:08.580 --> 00:14:12.300]  如果看到經文的形容
[00:14:12.300 --> 00:14:15.420]  「阿薩」這個時候好像是按立不住
[00:14:15.420 --> 00:14:17.460]  好像忍了很久
[00:14:17.460 --> 00:14:19.700]  一說到審判的時候
[00:14:19.700 --> 00:14:20.980]  他就按立不住
[00:14:20.980 --> 00:14:23.060]  在第十三到第十五節
[00:14:23.060 --> 00:14:23.660]  他就說
[00:14:23.660 --> 00:14:25.380]  「神啊,求你用旋風
[00:14:25.380 --> 00:14:26.380]  用火焰
[00:14:26.380 --> 00:14:27.340]  用暴雨
[00:14:27.340 --> 00:14:28.700]  來追趕
[00:14:28.700 --> 00:14:30.100]  驚嚇他們」
[00:14:30.100 --> 00:14:31.780]  而這三節的經文
[00:14:31.780 --> 00:14:32.580]  我們看到
[00:14:32.580 --> 00:14:36.940]  他的用詞都挺暴力的
[00:14:36.940 --> 00:14:39.340]  當讀到這裡的時候
[00:14:39.340 --> 00:14:41.260]  我們甚至有時候覺得不安
[00:14:41.260 --> 00:14:43.860]  覺得不理解
[00:14:43.860 --> 00:14:46.020]  神為什麼在土文裡面
[00:14:46.020 --> 00:14:49.660]  找到這麼暴力的言詞呢?
[00:14:49.660 --> 00:14:50.820]  是不是代表著
[00:14:50.820 --> 00:14:54.140]  聖經是認同暴力呢?
[00:14:54.140 --> 00:14:55.020]  來到這裡的時候
[00:14:55.020 --> 00:14:58.820]  大家一定要很小心理解閱讀經文
[00:14:58.820 --> 00:15:02.900]  我們要看看究竟這個詩人「阿薩」
[00:15:02.900 --> 00:15:05.060]  做過些什麼
[00:15:05.060 --> 00:15:05.860]  你會發覺
[00:15:05.860 --> 00:15:09.020]  沒錯,他的用詞是
[00:15:09.020 --> 00:15:12.460]  有一些暴力的成分在裡面
[00:15:12.460 --> 00:15:13.420]  但是你留意
[00:15:13.420 --> 00:15:15.540]  我們再看清楚歷史
[00:15:15.540 --> 00:15:21.460]  這個詩人他從來沒有拿起武器來殺敵
[00:15:21.460 --> 00:15:24.300]  也沒有鼓吹百姓
[00:15:24.300 --> 00:15:27.900]  來站出來做攻擊
[00:15:27.900 --> 00:15:30.420]  相反,他只不過是將他的恐懼
[00:15:30.420 --> 00:15:31.700]  他的情緒
[00:15:31.700 --> 00:15:33.620]  恐懼、憤怒
[00:15:33.620 --> 00:15:34.980]  或者是不安
[00:15:34.980 --> 00:15:36.340]  或者是絕望
[00:15:36.340 --> 00:15:37.700]  這些負面的情緒
[00:15:37.700 --> 00:15:39.940]  完全的帶到神面前
[00:15:39.940 --> 00:15:43.420]  傾倒在神面前的手裡面
[00:15:43.420 --> 00:15:46.700]  讓神來親自去掌管
[00:15:46.700 --> 00:15:49.900]  親自的施行祂的公義
[00:15:49.900 --> 00:15:51.580]  所以如果大家這樣看的時候
[00:15:51.580 --> 00:15:55.460]  這個並不是一個尋求報仇的祈禱
[00:15:55.460 --> 00:15:56.700]  而是一個什麼
[00:15:56.700 --> 00:15:59.220]  而是將所有一切
[00:15:59.220 --> 00:16:01.220]  他搞不定的東西
[00:16:01.220 --> 00:16:02.700]  帶到神面前
[00:16:02.700 --> 00:16:04.420]  交在神的手中
[00:16:04.420 --> 00:16:06.620]  求神帶領
[00:16:06.620 --> 00:16:08.980]  好了,我想大家想像一下
[00:16:08.980 --> 00:16:11.060]  你看醫生
[00:16:11.060 --> 00:16:12.460]  好病,病到五顏六色
[00:16:12.460 --> 00:16:14.860]  望一望鏡子,整個病樣
[00:16:14.860 --> 00:16:16.220]  好了,你去看醫生
[00:16:16.220 --> 00:16:17.580]  我想問一問大家
[00:16:17.580 --> 00:16:19.900]  你會不會
[00:16:19.900 --> 00:16:22.180]  選擇一套很漂亮的衣服
[00:16:22.180 --> 00:16:23.180]  沐浴更衣
[00:16:23.180 --> 00:16:24.780]  女士可能做過Facial
[00:16:24.780 --> 00:16:27.100]  化個漂亮妝才去看醫生
[00:16:27.100 --> 00:16:29.540]  會不會的?
[00:16:29.540 --> 00:16:32.380]  可能真的有些人會
[00:16:32.380 --> 00:16:33.700]  我就不會
[00:16:33.700 --> 00:16:34.940]  又或者你病到
[00:16:34.940 --> 00:16:36.860]  你痛到全身都骨痛
[00:16:36.860 --> 00:16:38.820]  痛得很不舒服
[00:16:38.820 --> 00:16:40.620]  想要大叫出來
[00:16:40.620 --> 00:16:43.060]  你會不會去看醫生的時候
[00:16:43.060 --> 00:16:44.980]  裝個漂亮樣出來
[00:16:44.980 --> 00:16:47.260]  裝個笑樣出來看醫生
[00:16:47.260 --> 00:16:49.180]  醫生,我全身都痛
[00:16:49.180 --> 00:16:50.900]  看看什麼事
[00:16:50.900 --> 00:16:52.940]  我大概都不會
[00:16:52.940 --> 00:16:55.380]  你現在用最自然的方式去告訴醫生
[00:16:55.380 --> 00:16:56.940]  我有什麼問題
[00:16:56.940 --> 00:16:58.180]  是不是?
[00:16:58.180 --> 00:17:02.300]  同樣,當我們來到神面前的時候
[00:17:02.300 --> 00:17:03.580]  其實是感恩的
[00:17:03.580 --> 00:17:05.340]  我們不需要隱藏
[00:17:05.340 --> 00:17:07.380]  也不需要假扮
[00:17:07.380 --> 00:17:09.300]  記不記得我上兩星期跟大家說什麼
[00:17:09.300 --> 00:17:11.100]  當我們來到神祈禱的時候
[00:17:11.100 --> 00:17:12.820]  我們其實不是告訴神
