
[00:00:00.000 --> 00:00:04.900]  好 我們讀兩段聖經在這裡
[00:01:46.900 --> 00:01:48.100]  首先第一個
[00:01:48.100 --> 00:01:50.600]  我們看一下團隊侍奉是神的心意
[00:01:50.600 --> 00:01:55.400]  跟你媽說團隊侍奉是神的心意
[00:01:55.400 --> 00:01:57.000]  在聖經裡面很啟示
[00:01:57.000 --> 00:01:58.400]  我們所信的神
[00:01:58.400 --> 00:02:02.100]  乃是一位三位一體的真神
[00:02:02.100 --> 00:02:04.100]  所謂三位一體
[00:02:04.100 --> 00:02:07.500]  就是說我們所信的是獨一的真神
[00:02:07.500 --> 00:02:10.900]  但它裡面卻有三個不同的位格
[00:02:10.900 --> 00:02:14.300]  聖父 聖子 聖靈
[00:02:14.300 --> 00:02:15.800]  什麼叫位格呢
[00:02:15.800 --> 00:02:20.800]  位格就是有獨立的思想 意志跟情感
[00:02:20.800 --> 00:02:24.000]  聖父有他的獨立的思想 意志 情感
[00:02:24.000 --> 00:02:27.600]  聖子耶穌有獨立的思想 意志 情感
[00:02:27.600 --> 00:02:28.700]  聖靈一樣
[00:02:28.700 --> 00:02:30.300]  不是指一種能力
[00:02:30.300 --> 00:02:33.300]  有獨立的思想 意志 情感
[00:02:33.300 --> 00:02:36.700]  所以今天我們所信的是獨一的真神
[00:02:36.700 --> 00:02:39.900]  但是卻有三個不同的位格在裡面
[00:02:39.900 --> 00:02:42.100]  聖父 聖子 聖靈
[00:02:42.100 --> 00:02:46.100]  三者是同容 同尊 同等
[00:02:46.100 --> 00:02:49.400]  但卻有不同的功能在這裡
[00:02:49.400 --> 00:02:51.700]  所以我們看見神自己
[00:02:51.700 --> 00:02:55.100]  就是一個工作的團隊 不是嗎
[00:02:55.100 --> 00:02:58.700]  所以今天神對教會的心意也是如此
[00:02:58.700 --> 00:03:03.300]  神在教會當中也讓我們要團隊侍奉
[00:03:03.300 --> 00:03:05.900]  所以保羅才在哥林多前述十二章的經文裡面
[00:03:05.900 --> 00:03:09.100]  講到說我們就好像一個身體
[00:03:09.100 --> 00:03:11.300]  裡面有不同的肢體
[00:03:11.300 --> 00:03:13.300]  每個肢體都需要
[00:03:13.300 --> 00:03:14.700]  雖然是不同的功能
[00:03:14.700 --> 00:03:18.100]  但需要有彼此配搭在一起
[00:03:18.100 --> 00:03:20.700]  當我們彼此配搭 彼此連結的時候
[00:03:20.700 --> 00:03:25.100]  整個身體的功能就能夠發揮出來
[00:03:25.100 --> 00:03:26.100]  換句話說
[00:03:26.100 --> 00:03:30.200]  我們沒有一個人是可以獨立作業的
[00:03:30.200 --> 00:03:32.600]  無論你再是能幹
[00:03:32.600 --> 00:03:35.600]  三頭六臂 十八般武藝都會
[00:03:35.600 --> 00:03:39.000]  你看見你還是無法依靠自己
[00:03:39.000 --> 00:03:41.300]  我們仍然需要團隊
[00:03:41.300 --> 00:03:44.100]  我們需要我們的弟兄姊妹
[00:03:44.100 --> 00:03:45.200]  有沒有 跟你們說
[00:03:45.200 --> 00:03:49.200]  你需要你的弟兄姊妹 跟他說
[00:03:49.200 --> 00:03:51.400]  就好像保羅
[00:03:51.400 --> 00:03:52.500]  我常常想到保羅
[00:03:52.500 --> 00:03:57.600]  當他在大馬寺的路上遇見主的時候
[00:03:57.600 --> 00:04:00.200]  那個時候神用大光光照他
[00:04:00.200 --> 00:04:01.900]  他撲倒在地
[00:04:01.900 --> 00:04:04.100]  他知道這位用大光光照他
[00:04:04.100 --> 00:04:06.300]  是他生命的主
[00:04:06.300 --> 00:04:09.100]  所以當時他向這位主問了他一生
[00:04:09.100 --> 00:04:11.500]  兩個最重要的問題
[00:04:11.500 --> 00:04:14.600]  一個問題就是主啊你是誰
[00:04:14.600 --> 00:04:18.200]  第二個問題是主啊我當做什麼
[00:04:18.200 --> 00:04:21.700]  我請問你主有沒有回答他
[00:04:21.700 --> 00:04:25.200]  其實主只回答了一半不是嗎
[00:04:25.200 --> 00:04:27.200]  第一個問題他說主啊你是誰
[00:04:27.200 --> 00:04:28.600]  耶穌回答了
[00:04:28.600 --> 00:04:31.800]  耶穌說我就是你所逼迫的耶穌
[00:04:31.800 --> 00:04:33.500]  可第二個問題
[00:04:33.500 --> 00:04:36.600]  我們看見主卻沒有直接回答
[00:04:36.600 --> 00:04:38.600]  主只是對他說你要進城去往
[00:04:38.600 --> 00:04:40.800]  直接去救人會那裡
[00:04:40.800 --> 00:04:45.200]  等著你要告訴你神的心意是什麼
[00:04:45.200 --> 00:04:46.400]  後來神就拆遷
[00:04:46.400 --> 00:04:48.200]  當時在大馬寺成立一個信徒
[00:04:48.200 --> 00:04:49.700]  叫做亞拿里亞
[00:04:49.700 --> 00:04:54.000]  去見他把神的心意告訴保羅
[00:04:54.000 --> 00:04:55.400]  我常常在想
[00:04:55.400 --> 00:04:56.800]  為什麼
[00:04:56.800 --> 00:04:59.200]  為什麼不在保羅
[00:04:59.200 --> 00:05:01.400]  來求問這麼重要一件事情
[00:05:01.400 --> 00:05:04.600]  這麼重要一個問題我當做什麼
[00:05:04.600 --> 00:05:06.600]  神卻不直接回答他
[00:05:06.600 --> 00:05:10.500]  神卻要拆遷另外一個信徒來告訴他呢
[00:05:10.500 --> 00:05:12.700]  而且就算要拆遷一個信徒
[00:05:12.700 --> 00:05:16.200]  為什麼不拆遷一個比較知名度高的
[00:05:16.200 --> 00:05:19.400]  彼得約翰這種大使徒來告訴他
[00:05:19.400 --> 00:05:22.900]  反而一個叫一個知名度不大
[00:05:22.900 --> 00:05:26.700]  這個亞拿里亞在生命裡面只出現過這麼一次
[00:05:26.700 --> 00:05:32.200]  怎麼請一個知名度不大的一個信徒來告訴他
[00:05:32.200 --> 00:05:35.400]  而且保羅在大馬寺路上背光光照的時候
[00:05:35.400 --> 00:05:40.300]  聖經講到他眼睛就被鱗片遮住看不見了
[00:05:40.300 --> 00:05:42.300]  有三天之久
[00:05:42.300 --> 00:05:45.300]  我相信那三天保羅拼命地禱告禱告禱告
[00:05:45.300 --> 00:05:47.400]  求神讓鱗片掉下來
[00:05:47.400 --> 00:05:51.000]  但神似乎沒有垂聽他禱告
[00:05:51.000 --> 00:05:55.000]  一直等到亞拿里亞來到他面前
[00:05:55.000 --> 00:05:57.800]  暗守在他身上為他禱告
[00:05:57.800 --> 00:06:01.700]  對他說 我的兄弟 掃羅阿
[00:06:01.700 --> 00:06:04.300]  那一剎那 鱗片才掉下來
[00:06:04.300 --> 00:06:06.500]  他眼睛才看見
[00:06:06.500 --> 00:06:08.000]  為什麼
[00:06:08.000 --> 00:06:10.700]  為什麼神不在保羅向他呼求的時候
[00:06:10.700 --> 00:06:12.400]  神立刻醫治他
[00:06:12.400 --> 00:06:16.200]  要等到另外一個信徒來為他禱告的時候
[00:06:16.200 --> 00:06:19.600]  鱗片才掉下來
[00:06:19.600 --> 00:06:20.900]  我相信最主要一個原因
[00:06:20.900 --> 00:06:26.200]  神要在保羅開始侍奉的那一剎那
[00:06:26.200 --> 00:06:31.400]  神教導他一生最重要的功課
[00:06:31.400 --> 00:06:35.700]  那就是他不能夠沒有他的弟兄姊妹
[00:06:35.700 --> 00:06:39.600]  事實上他需要他的弟兄姊妹
[00:06:39.600 --> 00:06:42.700]  因為如果當保羅在那裡求問神說
[00:06:42.700 --> 00:06:44.500]  主啊 我當做什麼
[00:06:44.500 --> 00:06:47.400]  主立刻告訴他
[00:06:47.400 --> 00:06:50.100]  如果當保羅祈求讓鱗片掉下來
[00:06:50.100 --> 00:06:52.900]  主立刻醫治他
[00:06:52.900 --> 00:06:54.700]  可能保羅一生就覺得
[00:06:54.700 --> 00:06:57.700]  他根本不需要其他的弟兄姊妹
[00:06:57.700 --> 00:06:58.900]  他只要禱告祈求
[00:06:58.900 --> 00:07:01.400]  神立刻指引到神立刻施行醫治
[00:07:01.400 --> 00:07:04.300]  他根本不需要別人
[00:07:04.300 --> 00:07:09.500]  可神就在他一生開始侍奉的最起點
[00:07:09.500 --> 00:07:13.400]  教導他謙卑的功課
[00:07:13.400 --> 00:07:15.900]  要謙卑下來
[00:07:15.900 --> 00:07:19.000]  學習與人同工
[00:07:19.000 --> 00:07:21.000]  事實上如果你仔細看保羅書信
[00:07:21.000 --> 00:07:22.300]  你就會發現
[00:07:22.300 --> 00:07:25.200]  保羅真的是一個懂得與人同工的人
[00:07:25.200 --> 00:07:27.700]  你如果讀保羅書信你就會發現
[00:07:27.700 --> 00:07:29.200]  保羅書信充滿人的名字
[00:07:29.200 --> 00:07:30.800]  你有沒有發現
[00:07:30.800 --> 00:07:32.000]  我們每次讀保羅書信
[00:07:32.000 --> 00:07:33.100]  看那些名字煩死了
[00:07:33.100 --> 00:07:35.500]  趕快過去…
[00:07:35.500 --> 00:07:37.500]  但是如果你仔細看
[00:07:37.500 --> 00:07:38.800]  保羅提那麼多名字
[00:07:38.800 --> 00:07:40.800]  不只是隨便提一下
[00:07:40.800 --> 00:07:42.300]  總是加一兩句話
[00:07:42.300 --> 00:07:43.800]  從那一兩句話到你發現
[00:07:43.800 --> 00:07:45.400]  其實保羅與這些同工
[00:07:45.400 --> 00:07:48.300]  都是有非常密切的關係的
[00:07:48.300 --> 00:07:51.200]  保羅是一個懂得與人同工的人
[00:07:51.200 --> 00:07:53.200]  無論到哪裡去
[00:07:53.200 --> 00:07:55.700]  他都懂得帶一批人與他一起來工作
[00:07:55.700 --> 00:07:57.200]  永遠不是他一個人做
[00:07:57.200 --> 00:07:59.700]  大家一起來做
[00:07:59.700 --> 00:08:01.600]  甚至嚇到監獄
[00:08:01.600 --> 00:08:02.800]  他還找人跟他在一起
[00:08:02.800 --> 00:08:05.400]  你知道嗎
[00:08:05.400 --> 00:08:09.000]  我們就看見保羅一開始侍奉的時候
[00:08:09.000 --> 00:08:10.900]  他就很清楚明白一件事
[00:08:10.900 --> 00:08:12.200]  神教導他說
[00:08:12.200 --> 00:08:16.100]  嘿 你需要你的弟兄姊妹
[00:08:16.100 --> 00:08:17.200]  你們
[00:08:17.200 --> 00:08:20.100]  所以第一個我們看見團隊侍奉是神的心意
[00:08:20.100 --> 00:08:21.000]  第二
[00:08:21.000 --> 00:08:24.700]  團隊侍奉是一種教會生活的文化
[00:08:24.700 --> 00:08:26.700]  跟人家說團隊侍奉是教會生活的文化
[00:08:26.700 --> 00:08:31.000]  跟他說
[00:08:31.000 --> 00:08:31.900]  今天在教會當中
[00:08:31.900 --> 00:08:35.100]  如果想發揮團隊侍奉的功能
[00:08:35.100 --> 00:08:36.800]  我們就必須先建立一個
[00:08:36.800 --> 00:08:40.600]  團隊侍奉的文化在教會裡面
[00:08:40.600 --> 00:08:43.500]  意思就是無論我們做什麼
[00:08:43.500 --> 00:08:46.200]  我們都不應該只想到我們自己
[00:08:46.200 --> 00:08:48.700]  而應該想到別人
[00:08:48.700 --> 00:08:51.500]  什麼是團隊侍奉的文化呢
[00:08:51.500 --> 00:08:52.800]  三方面
[00:08:52.800 --> 00:08:55.700]  第一個是互相尊重的文化
[00:08:55.700 --> 00:08:57.000]  跟你們說要互相尊重
[00:08:57.000 --> 00:08:59.600]  跟他說
[00:08:59.600 --> 00:09:00.600]  在教會當中
[00:09:00.600 --> 00:09:05.100]  我們真的要學習彼此的尊重
[00:09:05.100 --> 00:09:08.100]  為什麼我們要尊重別人呢
[00:09:08.100 --> 00:09:10.100]  有兩個很重要的原因
[00:09:10.100 --> 00:09:11.800]  第一個原因
[00:09:11.800 --> 00:09:17.600]  因為他是神按照神的形象所創造的
[00:09:17.600 --> 00:09:19.100]  而神在他裡面
[00:09:19.100 --> 00:09:21.900]  是賜下神所給他的自由意志
[00:09:21.900 --> 00:09:23.600]  而且神給他一個賦予
[00:09:23.600 --> 00:09:27.000]  他一個作為人的價值在他裡面
[00:09:27.000 --> 00:09:29.200]  為了他是神所創造
[00:09:29.200 --> 00:09:33.500]  按照神的形象所造這一件事情
[00:09:33.500 --> 00:09:36.100]  我們應當來尊重他
[00:09:36.100 --> 00:09:37.600]  第二
[00:09:37.600 --> 00:09:43.000]  是因為耶穌愛他主的寶血為他而流
[00:09:43.000 --> 00:09:45.500]  想到耶穌愛到他一個地步
[00:09:45.500 --> 00:09:48.400]  為他死在十字架上
[00:09:48.400 --> 00:09:51.600]  那你我怎麼能夠不去尊重呢
[00:09:51.600 --> 00:09:54.000]  我們需要彼此尊重兩個原因
[00:09:54.000 --> 00:09:58.500]  第一個因為他是神按照神的形象所造
[00:09:58.500 --> 00:10:02.000]  第二個是因為主的寶血為他而流
[00:10:02.000 --> 00:10:03.300]  Amen
[00:10:03.300 --> 00:10:06.600]  所以今天當我們在彼此同工的時候
[00:10:06.600 --> 00:10:09.300]  無論我們是否同意
[00:10:09.300 --> 00:10:11.600]  他所做的每一個決定
[00:10:11.600 --> 00:10:15.100]  但我們首先都需要學習來尊重他
[00:10:15.100 --> 00:10:21.200]  而且尊重神在他身上的工作與帶領
[00:10:21.200 --> 00:10:21.900]  因為我們需要明白
[00:10:21.900 --> 00:10:24.900]  第二點神在每一個人身上的工作跟帶領
[00:10:24.900 --> 00:10:25.700]  都是不同
[00:10:25.700 --> 00:10:28.500]  而且都是很獨特的
[00:10:28.500 --> 00:10:30.400]  Amen
[00:10:30.400 --> 00:10:33.700]  無論我們明白與否
[00:10:33.700 --> 00:10:37.900]  至終神的意念高過我們的意念
[00:10:37.900 --> 00:10:41.000]  神的道路高過我們的道路
[00:10:41.000 --> 00:10:42.300]  Amen
[00:10:42.300 --> 00:10:46.100]  所以你千萬不要太早蓋棺論定
[00:10:46.100 --> 00:10:47.300]  多少時候我聽到人說
[00:10:47.300 --> 00:10:49.100]  這個人就是這個樣子
[00:10:49.100 --> 00:10:50.700]  你講過這句話沒有
[00:10:50.700 --> 00:10:53.100]  那個人就是那個樣子
[00:10:53.100 --> 00:10:53.700]  換句話說
[00:10:53.700 --> 00:10:56.300]  連上帝都沒辦法
[00:10:56.300 --> 00:10:59.000]  不要太早蓋棺論定
[00:10:59.000 --> 00:11:02.800]  也千萬不要太早對人失望
[00:11:02.800 --> 00:11:04.200]  連神都還沒有失望
[00:11:04.200 --> 00:11:06.900]  你失望個什麼勁
[00:11:06.900 --> 00:11:10.700]  神永遠有他自己的時候與方法
[00:11:10.700 --> 00:11:14.100]  來成就他自己的工作的
[00:11:14.100 --> 00:11:18.500]  我們就是要來尊重神的工作
[00:11:18.500 --> 00:11:19.200]  第二點這些年
[00:11:19.200 --> 00:11:20.800]  當我在教會服事當中
[00:11:20.800 --> 00:11:23.200]  我越來越學會
[00:11:23.200 --> 00:11:27.700]  永遠不要代替神來工作
[00:11:27.700 --> 00:11:28.200]  給你毛主任
[00:11:28.200 --> 00:11:29.400]  永遠不要代替神來工作
[00:11:29.400 --> 00:11:32.300]  跟他說
[00:11:32.300 --> 00:11:37.200]  我們只不過是站在祭司的地位
[00:11:37.200 --> 00:11:40.400]  為別人來代求
[00:11:40.400 --> 00:11:41.900]  當你代求的時候
[00:11:41.900 --> 00:11:44.700]  也不是去責備別人
[00:11:44.700 --> 00:11:47.900]  而是為他求恩典
[00:11:47.900 --> 00:11:51.000]  因為只有在神的恩典當中
[00:11:51.000 --> 00:11:53.400]  一個人才能夠重新找回
[00:11:53.400 --> 00:11:56.700]  自己的意義跟價值的
[00:11:56.700 --> 00:12:00.600]  所以第一個要互相尊重
[00:12:00.600 --> 00:12:04.000]  第二個是一個互相接納的文化
[00:12:04.000 --> 00:12:07.500]  跟你們說要互相接納
[00:12:07.500 --> 00:12:08.200]  在教會裡面
[00:12:08.200 --> 00:12:11.300]  我們也真的需要學習彼此的接納
[00:12:11.300 --> 00:12:14.100]  你說為什麼需要學習接納別人
[00:12:14.100 --> 00:12:15.700]  最重要一個原因
[00:12:15.700 --> 00:12:19.800]  就是因為主已經接納了我們
[00:12:19.800 --> 00:12:24.600]  你們事實上主耶穌不但接納了你
[00:12:24.600 --> 00:12:28.100]  主耶穌也接納了他
[00:12:28.100 --> 00:12:29.600]  你知道有時候在教會裡面
[00:12:29.600 --> 00:12:32.900]  我們很歡喜的知道神按照我們本相接納
[00:12:32.900 --> 00:12:35.600]  我們Hallelujah感謝讚美主
[00:12:35.600 --> 00:12:39.500]  但你也知道神也按照別人的本相接納他們
[00:12:39.500 --> 00:12:41.700]  阿們
[00:12:41.700 --> 00:12:43.000]  所以在教會裡面
[00:12:43.000 --> 00:12:46.900]  讓我們不要太自以為意
[00:12:46.900 --> 00:12:50.500]  有一次有一位傳道人在神面前禱告
[00:12:50.500 --> 00:12:54.500]  他看見另外一位傳道人有很多的軟弱
[00:12:54.500 --> 00:12:56.700]  但神卻仍然這樣使用他
[00:12:56.700 --> 00:13:00.400]  祝福他的施工他心中就很不滿意
[00:13:00.400 --> 00:13:01.200]  他就對神說
[00:13:01.200 --> 00:13:05.200]  神啊那樣的人你怎麼能夠用啊
[00:13:05.200 --> 00:13:07.500]  你知道神怎麼回答他嗎
[00:13:07.500 --> 00:13:11.300]  神回答說就像我怎麼用你一樣啊
[00:13:11.300 --> 00:13:12.200]  你說那樣的人
[00:13:12.200 --> 00:13:15.100]  那我就像你一樣啊
[00:13:15.100 --> 00:13:17.800]  神怎麼樣接納了我們
[00:13:17.800 --> 00:13:20.500]  神也同樣接納他們啊
[00:13:20.500 --> 00:13:22.900]  有沒有想到過
[00:13:22.900 --> 00:13:26.800]  我們需要學習彼此的接納
[00:13:26.800 --> 00:13:29.200]  第三也是一種互相祝福的文化
[00:13:29.200 --> 00:13:32.500]  跟你們說我們要互相祝福
[00:13:32.500 --> 00:13:35.700]  在教會裡面要學習彼此的祝福
[00:13:35.700 --> 00:13:38.500]  千萬不要看見神祝福別人啊
[00:13:38.500 --> 00:13:41.100]  我們就心存嫉妒啊
[00:13:41.100 --> 00:13:44.100]  特別是當你到別人家做客的時候
[00:13:44.100 --> 00:13:48.400]  看見別人的廚房比你的客廳還大
[00:13:48.400 --> 00:13:50.700]  你不要酸溜溜說有什麼了不起
[00:13:50.700 --> 00:13:56.300]  人活著又不是蛋糕食物
[00:13:56.300 --> 00:14:00.400]  嫉妒讓我們心中苦澀
[00:14:00.400 --> 00:14:04.600]  嫉妒有時候讓我們變得人不像人一樣
[00:14:04.600 --> 00:14:06.100]  想想看
[00:14:06.100 --> 00:14:08.800]  當年約瑟是因為兄弟
[00:14:08.800 --> 00:14:11.300]  他的兄弟嫉妒他
[00:14:11.300 --> 00:14:14.000]  把他賣到埃及不是嗎
[00:14:14.000 --> 00:14:17.000]  但事實上如果他的兄弟早就知道
[00:14:17.000 --> 00:14:21.000]  其實神在他們身上也有美好的計畫
[00:14:21.000 --> 00:14:24.100]  神並不偏袒人啊
[00:14:24.100 --> 00:14:27.800]  如果立位早知道說他的子孫是後來猶太人
[00:14:27.800 --> 00:14:32.200]  唯一能夠在聖殿侍奉的人呢
[00:14:32.200 --> 00:14:33.800]  如果猶大早知道
[00:14:33.800 --> 00:14:38.400]  連耶穌基督都從祂子孫而來的
[00:14:38.400 --> 00:14:39.900]  如果他們都早知道
[00:14:39.900 --> 00:14:43.900]  神在他們身上也有奇妙的計畫
[00:14:43.900 --> 00:14:48.500]  恐怕整個故事就不是這樣發展的了
[00:14:48.500 --> 00:14:50.300]  所以求神來幫助我們
[00:14:50.300 --> 00:14:53.100]  當你看見神祝福別人的時候
[00:14:53.100 --> 00:14:55.200]  千萬不要嫉妒
[00:14:55.200 --> 00:14:58.800]  反而你要確信一件事情
[00:14:58.800 --> 00:15:02.900]  有一個屬於你的時候將要來到的
[00:15:02.900 --> 00:15:06.200]  Your time will come
[00:15:06.200 --> 00:15:08.200]  不需要嫉妒別人
[00:15:08.200 --> 00:15:11.700]  神在你身上是個獨特的計畫
[00:15:11.700 --> 00:15:14.000]  是個美好的計畫
[00:15:14.000 --> 00:15:16.700]  所以你要學習去祝福別人
[00:15:16.700 --> 00:15:19.200]  當你越多祝福別人
[00:15:19.200 --> 00:15:21.300]  上帝就越多祝福你
[00:15:21.300 --> 00:15:23.500]  你相信嗎
[00:15:23.500 --> 00:15:25.200]  你越多去祝福
[00:15:25.200 --> 00:15:28.000]  上帝越多祝福你
[00:15:28.000 --> 00:15:31.600]  所以我們看見團隊侍奉是一個文化
[00:15:31.600 --> 00:15:33.000]  在教會裡面
[00:15:33.000 --> 00:15:35.400]  我們需要這樣一種文化
[00:15:35.400 --> 00:15:37.200]  我們互相的尊重
[00:15:37.200 --> 00:15:38.600]  互相的接納
[00:15:38.600 --> 00:15:40.000]  互相的祝福
[00:15:40.000 --> 00:15:44.300]  這樣團隊侍奉才可能被建立起來
[00:15:44.300 --> 00:15:47.500]  第三我們看見團隊侍奉是一種生命的操練
[00:15:47.500 --> 00:15:49.300]  跟你們說團隊侍奉是一種生命的操練
[00:15:49.300 --> 00:15:53.000]  跟他說
[00:15:53.000 --> 00:15:56.600]  那你說穆斯我們怎麼樣能夠操練團隊侍奉呢
[00:15:56.600 --> 00:15:58.700]  在菲律賓書第二章的經文裡面
[00:15:58.700 --> 00:16:01.700]  告訴我們四個很重要的原則
[00:16:01.700 --> 00:16:05.300]  第一個要建立共識
[00:16:05.300 --> 00:16:08.300]  跟你們說要建立共識
[00:16:08.300 --> 00:16:09.700]  菲律賓書第二章第二節
[00:16:09.700 --> 00:16:11.500]  這裡說你們要意念相同
[00:16:11.500 --> 00:16:12.500]  愛心相同
[00:16:12.500 --> 00:16:13.700]  有一樣的心思
[00:16:13.700 --> 00:16:15.000]  有一樣的意念
[00:16:15.000 --> 00:16:18.700]  使我的喜樂可以滿足
[00:16:18.700 --> 00:16:19.800]  我想任何一個團隊
[00:16:19.800 --> 00:16:21.000]  若是要來服侍神
[00:16:21.000 --> 00:16:24.400]  首先一定要有相同的心思跟意念
[00:16:24.400 --> 00:16:28.600]  換句話說要建立共識
[00:16:28.600 --> 00:16:32.200]  這個共識要怎麼建立起來
[00:16:32.200 --> 00:16:37.200]  唯有透過不斷的禱告與溝通
[00:16:37.200 --> 00:16:39.500]  透過不斷的禱告與溝通
[00:16:39.500 --> 00:16:42.500]  我們才可能建立共識
[00:16:42.500 --> 00:16:46.200]  禱告能讓我們心謙卑下來
[00:16:46.200 --> 00:16:49.900]  不再堅持己見
[00:16:49.900 --> 00:16:51.000]  特老師說太多的問題
[00:16:51.000 --> 00:16:54.400]  就是因為我們自己堅持己見不是嗎
[00:16:54.400 --> 00:16:57.300]  禱告讓我們謙卑下來
[00:16:57.300 --> 00:17:01.500]  禱告也讓我們能夠尋求神的心意
[00:17:01.500 --> 00:17:05.000]  讓聖靈把神的心意放在我們心中
[00:17:05.000 --> 00:17:10.300]  好讓我們在神的心意上能夠達成共識
[00:17:10.300 --> 00:17:11.800]  另外溝通也很重要
[00:17:11.800 --> 00:17:16.800]  溝通讓我們能夠了解別人的立場跟想法
[00:17:16.800 --> 00:17:18.500]  其實這麼多年在教會裡面發現
[00:17:18.500 --> 00:17:21.300]  其實大家都是很有熱心的
[00:17:21.300 --> 00:17:23.800]  大家都樂意擺上
[00:17:23.800 --> 00:17:27.200]  但很多時候就是因為缺乏溝通
[00:17:27.200 --> 00:17:31.400]  反而帶來很多不必要的誤解跟傷害
[00:17:31.400 --> 00:17:33.500]  何等的可惜
[00:17:33.500 --> 00:17:36.000]  丁鳳姐既然是傳罪四縫
[00:17:36.000 --> 00:17:41.400]  就表明絕對不是只有一個人的意見跟想法
[00:17:41.400 --> 00:17:44.800]  我們一定要求神讓我們謙卑下來
[00:17:44.800 --> 00:17:46.800]  學習聆聽
[00:17:46.800 --> 00:17:49.100]  聆聽神的聲音
[00:17:49.100 --> 00:17:53.000]  我告訴你也要學習聆聽人的聲音
[00:17:53.000 --> 00:17:54.900]  有時候在教會裡面我們很屬靈
[00:17:54.900 --> 00:17:57.200]  我們要聽神的聲音沒錯
[00:17:57.200 --> 00:17:59.500]  但不要忘記我們需要聽神的聲音
[00:17:59.500 --> 00:18:02.700]  也需要聽人的聲音
[00:18:02.700 --> 00:18:04.500]  我們必須謙卑我們自己
[00:18:04.500 --> 00:18:07.400]  也需要一個更寬容的心
[00:18:07.400 --> 00:18:13.100]  因為有時候意見的成熟是需要花時間的
[00:18:13.100 --> 00:18:19.000]  我再次說意見的成熟是要花時間的
[00:18:19.000 --> 00:18:23.000]  最重要的是每一次當我們遇見衝突難處的時候
[00:18:23.000 --> 00:18:25.300]  讓我們迴轉到神的面前
[00:18:25.300 --> 00:18:27.500]  不是依靠自己
[00:18:27.500 --> 00:18:29.900]  而是尋求聖靈的帶領
[00:18:29.900 --> 00:18:32.300]  讓聖靈在我們人心中掌權
[00:18:32.300 --> 00:18:34.300]  讓聖靈來向我們說話
[00:18:34.300 --> 00:18:36.400]  直到我們在祖的裡面
[00:18:36.400 --> 00:18:39.300]  能夠同心合一為止
[00:18:39.300 --> 00:18:40.800]  Amen
[00:18:40.800 --> 00:18:42.700]  第二個要互相配搭
