
[00:00:00.000 --> 00:00:02.000]  聖經裡面其中一個特色就是
[00:01:16.000 --> 00:01:18.000]  的帝國,波斯帝國期間
[00:01:18.000 --> 00:01:20.000]  他們有滅族的危機
[00:01:20.000 --> 00:01:22.000]  那時候
[00:01:22.000 --> 00:01:24.000]  其中一個主人翁,無底改
[00:01:24.000 --> 00:01:26.000]  這無底改的敬虔
[00:01:26.000 --> 00:01:28.000]  有沒有意義呢,看今天的經文
[00:01:28.000 --> 00:01:30.000]  第三章第一節,一起讀吧
[00:01:30.000 --> 00:01:32.000]  「這是以後
[00:01:32.000 --> 00:01:34.000]  阿哈徐老王抬舉
[00:01:34.000 --> 00:01:36.000]  阿甲族阿米大
[00:01:36.000 --> 00:01:38.000]  他的兒子哈曼
[00:01:38.000 --> 00:01:40.000]  使他升聖,叫他的將位
[00:01:40.000 --> 00:01:42.000]  超過他人,他的人
[00:01:42.000 --> 00:01:44.000]  去砌神像」
[00:01:44.000 --> 00:01:46.000]  這個哈曼被高升
[00:01:46.000 --> 00:01:48.000]  這個皇親國戚或大臣
[00:01:48.000 --> 00:01:50.000]  成為帝國裡面第二任的人物
[00:01:50.000 --> 00:01:52.000]  個個都去拜他
[00:01:52.000 --> 00:01:54.000]  第二節,一起讀吧
[00:01:54.000 --> 00:01:56.000]  「在聖蒙城堡
[00:01:56.000 --> 00:01:58.000]  都跪拜哈曼
[00:01:58.000 --> 00:02:00.000]  因為皇如此分門
[00:02:00.000 --> 00:02:02.000]  唯獨李伯帝」
[00:02:02.000 --> 00:02:04.000]  就好像一個公司裡面
[00:02:04.000 --> 00:02:06.000]  突然來了一個新人,很威風
[00:02:06.000 --> 00:02:08.000]  個個都向他擦鞋
[00:02:08.000 --> 00:02:10.000]  個個都向他屈膝
[00:02:10.000 --> 00:02:12.000]  鞠躬屈膝
[00:02:12.000 --> 00:02:14.000]  你就很有脊骨
[00:02:14.000 --> 00:02:16.000]  不斷擦鞋
[00:02:16.000 --> 00:02:18.000]  請問這是好事還是壞事
[00:02:18.000 --> 00:02:20.000]  好還是壞
[00:02:20.000 --> 00:02:22.000]  有些人稱讚你有骨頭
[00:02:22.000 --> 00:02:24.000]  有些人說你慘了
[00:02:24.000 --> 00:02:26.000]  這個末底改對這個
[00:02:26.000 --> 00:02:28.000]  被升起的哈曼
[00:02:28.000 --> 00:02:30.000]  不跪不拜的結果是怎樣
[00:02:30.000 --> 00:02:32.000]  第六節,一起讀吧
[00:02:32.000 --> 00:02:34.000]  「他們以將末底改的滿族
[00:02:34.000 --> 00:02:36.000]  暴掃馬曼
[00:02:36.000 --> 00:02:38.000]  他以為下手害下末底改
[00:02:38.000 --> 00:02:40.000]  一人是小事
[00:02:40.000 --> 00:02:42.000]  就要滅絕阿哈徐老王
[00:02:42.000 --> 00:02:44.000]  通割所有的友
[00:02:44.000 --> 00:02:46.000]  就是末底改的門」
[00:02:46.000 --> 00:02:48.000]  你不替他擦鞋
[00:02:48.000 --> 00:02:50.000]  結果是怎樣
[00:02:50.000 --> 00:02:52.000]  滅你甚麼
[00:02:52.000 --> 00:02:54.000]  全族
[00:02:54.000 --> 00:02:56.000]  請問這個人難嗎
[00:02:56.000 --> 00:02:58.000]  炒你牛、魚、龍、豬
[00:02:58.000 --> 00:03:00.000]  還要滅你全族
[00:03:00.000 --> 00:03:02.000]  這個人真的非常厲害
[00:03:02.000 --> 00:03:04.000]  假如基督徒突然有人滅你一族
[00:03:04.000 --> 00:03:06.000]  或者很大的厄運來到
[00:03:06.000 --> 00:03:08.000]  其中你會怎樣做
[00:03:08.000 --> 00:03:10.000]  你會祈禱
[00:03:10.000 --> 00:03:12.000]  其中末底改找到
[00:03:12.000 --> 00:03:14.000]  皇后
[00:03:14.000 --> 00:03:16.000]  要為他說話
[00:03:16.000 --> 00:03:18.000]  皇后就說
[00:03:18.000 --> 00:03:20.000]  你當去焦聚書山城
[00:03:20.000 --> 00:03:22.000]  所有的猶大人,為我禁食
[00:03:22.000 --> 00:03:24.000]  三晝三夜不吃不喝
[00:03:24.000 --> 00:03:26.000]  我自己也是這樣
[00:03:26.000 --> 00:03:28.000]  一直在祈禱
[00:03:28.000 --> 00:03:30.000]  皇后就有機會宴請了哈曼
[00:03:30.000 --> 00:03:32.000]  在祈禱當中
[00:03:32.000 --> 00:03:34.000]  祈禱之後是否馬上有好報
[00:03:34.000 --> 00:03:36.000]  大家的這套經歷
[00:03:36.000 --> 00:03:38.000]  有沒有試過
[00:03:38.000 --> 00:03:40.000]  有時候間中神通馬上聽你祈禱
[00:03:40.000 --> 00:03:42.000]  但很多時候要祈禱的時候
[00:03:42.000 --> 00:03:44.000]  有時繼續有厄運來到
[00:03:44.000 --> 00:03:46.000]  有時也有
[00:03:46.000 --> 00:03:48.000]  以這個例子為例
[00:03:48.000 --> 00:03:50.000]  當我們一路祈禱
[00:03:50.000 --> 00:03:52.000]  然後宴請哈曼之後
[00:03:52.000 --> 00:03:54.000]  哈曼就和皇后有私人的吃飯
[00:03:54.000 --> 00:03:56.000]  很開心
[00:03:56.000 --> 00:03:58.000]  連皇后也疼愛我
[00:03:58.000 --> 00:04:00.000]  皇帝也疼愛我
[00:04:00.000 --> 00:04:02.000]  走出來見到這個末底改繼續不跪不拜
[00:04:02.000 --> 00:04:04.000]  很激氣,沒有人
[00:04:04.000 --> 00:04:06.000]  見到他的太太和一群豬朋狗友
[00:04:06.000 --> 00:04:08.000]  太太和豬朋狗友怎樣說呢
[00:04:08.000 --> 00:04:10.000]  藍色紙在那裏
[00:04:10.000 --> 00:04:12.000]  不如立一個五丈高的木架
[00:04:12.000 --> 00:04:16.000]  明日就叫皇帝將末底改掛在旗上
[00:04:16.000 --> 00:04:20.000]  然後可以歡欣喜利的去做皇帝
[00:04:20.000 --> 00:04:24.000]  他說皇帝將整個民族都可以滅絕
[00:04:24.000 --> 00:04:26.000]  在年尾就殺光他們
[00:04:26.000 --> 00:04:28.000]  其中一個七品芝麻官
[00:04:28.000 --> 00:04:30.000]  這個末底改得罪你
[00:04:30.000 --> 00:04:32.000]  你想快點死很容易
[00:04:32.000 --> 00:04:34.000]  明天見到皇帝就弄死他
[00:04:34.000 --> 00:04:36.000]  很容易
[00:04:36.000 --> 00:04:38.000]  當代平地的地方
[00:04:38.000 --> 00:04:40.000]  圍牆很矮
[00:04:40.000 --> 00:04:42.000]  如果建一個五丈高的木架
[00:04:42.000 --> 00:04:44.000]  旁邊的人見不到
[00:04:44.000 --> 00:04:46.000]  請問城市人知不知道
[00:04:46.000 --> 00:04:48.000]  這個末底改得罪誰
[00:04:48.000 --> 00:04:50.000]  整個民族要滅絕
[00:04:50.000 --> 00:04:52.000]  請問大事還是小事
[00:04:52.000 --> 00:04:54.000]  人們可能都知道
[00:04:54.000 --> 00:04:56.000]  這個末底改得罪那個惡霸哈曼
[00:04:56.000 --> 00:04:58.000]  哈曼要建一個五丈高的木架
[00:04:58.000 --> 00:05:00.000]  要弄死人
[00:05:00.000 --> 00:05:02.000]  旁邊人估不估到要弄死誰
[00:05:02.000 --> 00:05:04.000]  可能要弄死
[00:05:04.000 --> 00:05:06.000]  假如你是末底改
[00:05:06.000 --> 00:05:08.000]  又有骨頭
[00:05:08.000 --> 00:05:10.000]  又有硬直
[00:05:10.000 --> 00:05:12.000]  但一直祈禱
[00:05:12.000 --> 00:05:14.000]  然後明天要死
[00:05:14.000 --> 00:05:16.000]  那你的敬虔
[00:05:16.000 --> 00:05:18.000]  有沒有意思呢
[00:05:18.000 --> 00:05:20.000]  你的敬虔努力
[00:05:20.000 --> 00:05:22.000]  有沒有果效呢
[00:05:22.000 --> 00:05:24.000]  有時基督徒都身處一個無奈無能感的時代
[00:05:24.000 --> 00:05:26.000]  香港
[00:05:26.000 --> 00:05:28.000]  未來的風浪很大
[00:05:28.000 --> 00:05:30.000]  我們都不知如何走下去
[00:05:30.000 --> 00:05:32.000]  風浪裏有時很深的無奈無能感
[00:05:32.000 --> 00:05:34.000]  有時覺得自己在大風浪裏
[00:05:34.000 --> 00:05:36.000]  人的能力有沒有意思呢
[00:05:36.000 --> 00:05:38.000]  人好像無能
[00:05:38.000 --> 00:05:40.000]  有時無能的好處
[00:05:40.000 --> 00:05:42.000]  就是教導我們不要再靠自己
[00:05:42.000 --> 00:05:44.000]  有時在充滿複雜性的世代裏
[00:05:44.000 --> 00:05:46.000]  我們不知自己行善
[00:05:46.000 --> 00:05:48.000]  或是敬祈有沒有意義
[00:05:48.000 --> 00:05:50.000]  我們明白人心的險惡
[00:05:50.000 --> 00:05:52.000]  世道的艱難
[00:05:52.000 --> 00:05:54.000]  其中教導我們不再看環境
[00:05:54.000 --> 00:05:56.000]  我們明白我們只有靠主
[00:05:56.000 --> 00:05:58.000]  才能得勝一切的挑戰
[00:05:58.000 --> 00:06:00.000]  其實很不同的
[00:06:00.000 --> 00:06:02.000]  艱難
[00:06:02.000 --> 00:06:04.000]  大氣
[00:06:04.000 --> 00:06:06.000]  艱難
[00:06:06.000 --> 00:06:08.000]  大氣候裏
[00:06:08.000 --> 00:06:10.000]  香港現在做工
[00:06:10.000 --> 00:06:12.000]  競爭壓力很大
[00:06:12.000 --> 00:06:14.000]  前幾個月有機會看一個新聞
[00:06:14.000 --> 00:06:16.000]  信報的新聞
[00:06:16.000 --> 00:06:18.000]  兩三個月前
[00:06:18.000 --> 00:06:20.000]  中環有銀行家跳樓自殺
[00:06:20.000 --> 00:06:22.000]  我剛看信報
[00:06:22.000 --> 00:06:24.000]  專欄說平時不講生命的題目
[00:06:24.000 --> 00:06:26.000]  但那天忍不住就講幾句
[00:06:26.000 --> 00:06:28.000]  IQ重要
[00:06:28.000 --> 00:06:30.000]  EQ重要
[00:06:30.000 --> 00:06:32.000]  AQ重要
[00:06:32.000 --> 00:06:34.000]  做完工作就搭鐵線回中環
[00:06:34.000 --> 00:06:36.000]  剛給錢的時候
[00:06:36.000 --> 00:06:38.000]  就在前面跳樓死在我面前
[00:06:38.000 --> 00:06:40.000]  所以大家不要亂來
[00:06:40.000 --> 00:06:42.000]  很震驚
[00:06:42.000 --> 00:06:44.000]  我做銀行就做銀行
[00:06:44.000 --> 00:06:46.000]  這幅照片
[00:06:46.000 --> 00:06:48.000]  是英國同時期
[00:06:48.000 --> 00:06:50.000]  有一個跳樓事件
[00:06:50.000 --> 00:06:52.000]  是摩根士丹利在很高的樓裏
[00:06:52.000 --> 00:06:54.000]  有人看不開壓力很大
[00:06:54.000 --> 00:06:56.000]  走到天台
[00:06:56.000 --> 00:06:58.000]  跳樓死
[00:06:58.000 --> 00:07:00.000]  那一幕我看了一個外國新聞
[00:07:00.000 --> 00:07:02.000]  說到一個人
[00:07:02.000 --> 00:07:04.000]  捱到一個程度
[00:07:04.000 --> 00:07:06.000]  捱到有玻璃房坐
[00:07:06.000 --> 00:07:08.000]  其實玻璃房坐是不容易的
[00:07:08.000 --> 00:07:10.000]  捱到玻璃房坐那天就不開心
[00:07:10.000 --> 00:07:12.000]  因為玻璃房坐門口剛好跳死
[00:07:12.000 --> 00:07:14.000]  跳樓的支鞋就剛好貼面
[00:07:14.000 --> 00:07:16.000]  所以有時經濟壓力
[00:07:16.000 --> 00:07:18.000]  很多事有時怎樣走下去
[00:07:18.000 --> 00:07:20.000]  人生都不知道
[00:07:20.000 --> 00:07:22.000]  很多壓力
[00:07:22.000 --> 00:07:24.000]  很多悲哀故事發生
[00:07:24.000 --> 00:07:26.000]  這兩天香港就講到一個家庭
[00:07:26.000 --> 00:07:28.000]  媽媽無端端
[00:07:28.000 --> 00:07:30.000]  丈夫不要她
[00:07:30.000 --> 00:07:32.000]  情緒病就斬死自己一個一歲多的女兒
[00:07:32.000 --> 00:07:34.000]  BB女
[00:07:34.000 --> 00:07:36.000]  有個警察自己的短訊
[00:07:36.000 --> 00:07:38.000]  就斬死十幾刀在她的頸裏
[00:07:38.000 --> 00:07:40.000]  剩下一個九歲的小朋友
[00:07:40.000 --> 00:07:42.000]  他人生的路
[00:07:42.000 --> 00:07:44.000]  怎樣走下去
[00:07:44.000 --> 00:07:46.000]  很多悲情的故事
[00:07:46.000 --> 00:07:48.000]  香港大氣候
[00:07:48.000 --> 00:07:50.000]  面對民主香港一國兩制的問題
[00:07:50.000 --> 00:07:52.000]  就連宗教界都有爭論
[00:07:52.000 --> 00:07:54.000]  有些人贊成
[00:07:54.000 --> 00:07:56.000]  比較進取的爭取民主
[00:07:56.000 --> 00:07:58.000]  有些就叫緩慢
[00:07:58.000 --> 00:08:00.000]  香港經歷六四
[00:08:00.000 --> 00:08:02.000]  都二十五年
[00:08:02.000 --> 00:08:04.000]  很多故事
[00:08:04.000 --> 00:08:06.000]  一國兩制怎樣走下去
[00:08:06.000 --> 00:08:08.000]  昨天下午黃昏的時候
[00:08:08.000 --> 00:08:10.000]  黎一鎮講到
[00:08:10.000 --> 00:08:12.000]  我早點來
[00:08:12.000 --> 00:08:14.000]  在茶餐廳坐下
[00:08:14.000 --> 00:08:16.000]  我看到他們訪問周南
[00:08:16.000 --> 00:08:18.000]  香港前的新華的社長
[00:08:18.000 --> 00:08:20.000]  他講了句說話
[00:08:20.000 --> 00:08:22.000]  我以前都不是太留意
[00:08:22.000 --> 00:08:24.000]  他說如果中央定性香港是動亂
[00:08:24.000 --> 00:08:26.000]  就可以動用
[00:08:26.000 --> 00:08:28.000]  基本法第十八條
[00:08:28.000 --> 00:08:30.000]  我以前常說
[00:08:30.000 --> 00:08:32.000]  二十三條
[00:08:32.000 --> 00:08:34.000]  原來十八條更厲害
[00:08:34.000 --> 00:08:36.000]  十八條基本法其中一個上方寶劍
[00:08:36.000 --> 00:08:38.000]  意思就是假如中央定位
[00:08:38.000 --> 00:08:40.000]  香港是動亂
[00:08:40.000 --> 00:08:42.000]  就可以即刻修權
[00:08:42.000 --> 00:08:44.000]  將全國的法律在香港實行
[00:08:44.000 --> 00:08:46.000]  即刻一通過
[00:08:46.000 --> 00:08:48.000]  就沒有兩制
[00:08:48.000 --> 00:08:50.000]  香港的風浪
[00:08:50.000 --> 00:08:52.000]  何等大
[00:08:52.000 --> 00:08:54.000]  中國強勢
[00:08:54.000 --> 00:08:56.000]  有時我們見到經濟崛起
[00:08:56.000 --> 00:08:58.000]  但中國強勢令到香港人
[00:08:58.000 --> 00:09:00.000]  很多不同程度的感受
[00:09:00.000 --> 00:09:02.000]  不同程度的憂慮
[00:09:02.000 --> 00:09:04.000]  最近在溫州
[00:09:04.000 --> 00:09:06.000]  一個教會 三江教會
[00:09:06.000 --> 00:09:08.000]  早前看了新聞
[00:09:08.000 --> 00:09:10.000]  他們不喜歡
[00:09:10.000 --> 00:09:12.000]  上年整個議員
[00:09:12.000 --> 00:09:14.000]  裏面的模範單位
[00:09:14.000 --> 00:09:16.000]  換了個官說去僭建
[00:09:16.000 --> 00:09:18.000]  一日就拆了它
[00:09:18.000 --> 00:09:20.000]  我聽聞一陣
[00:09:20.000 --> 00:09:22.000]  就在想建堂
[00:09:22.000 --> 00:09:24.000]  假如建堂
[00:09:24.000 --> 00:09:26.000]  自己不買樓
[00:09:26.000 --> 00:09:28.000]  都捐給教會
[00:09:28.000 --> 00:09:30.000]  一日就破了
[00:09:30.000 --> 00:09:32.000]  心情會怎樣
[00:09:32.000 --> 00:09:34.000]  都非常不容易
[00:09:34.000 --> 00:09:36.000]  歷史裏面很多時代
[00:09:36.000 --> 00:09:38.000]  有一個提醒
[00:09:38.000 --> 00:09:40.000]  歷史上的子民 僕人 基督徒
[00:09:40.000 --> 00:09:42.000]  都落在一個很強勢的世代
[00:09:42.000 --> 00:09:44.000]  今日經文裏面
[00:09:44.000 --> 00:09:46.000]  猶太人被擄
[00:09:46.000 --> 00:09:48.000]  落在一個波斯帝國的時代
[00:09:48.000 --> 00:09:50.000]  那帝國有多強勢
[00:09:50.000 --> 00:09:52.000]  第一章第一節
[00:09:52.000 --> 00:09:54.000]  阿哈徐魯作王
[00:09:54.000 --> 00:09:56.000]  從印度直到古實
[00:09:56.000 --> 00:09:58.000]  統管一百二十七個省
[00:09:58.000 --> 00:10:00.000]  請問這帝國強不強
[00:10:00.000 --> 00:10:02.000]  一百二十七個省
[00:10:02.000 --> 00:10:04.000]  或者省比中國省小一點
[00:10:04.000 --> 00:10:06.000]  但總之這帝國是當代很大的帝國
[00:10:06.000 --> 00:10:08.000]  一百二十七個省
[00:10:08.000 --> 00:10:10.000]  這帝國裏面
[00:10:10.000 --> 00:10:12.000]  第二任大臣
[00:10:12.000 --> 00:10:14.000]  或者皇室國戚
[00:10:14.000 --> 00:10:16.000]  就是哈曼
[00:10:16.000 --> 00:10:18.000]  對他不畏不敗
[00:10:18.000 --> 00:10:20.000]  結果就是滅絕你全族
[00:10:20.000 --> 00:10:22.000]  我們先看第八第九節
[00:10:22.000 --> 00:10:24.000]  一起讀吧
[00:10:24.000 --> 00:10:26.000]  哈曼對阿哈徐魯王說
[00:10:26.000 --> 00:10:28.000]  有一種民散居在王國
[00:10:28.000 --> 00:10:30.000]  割省民眾
[00:10:30.000 --> 00:10:32.000]  他們的律例與萬民的律例不同
[00:10:32.000 --> 00:10:34.000]  也不守王的律例
[00:10:34.000 --> 00:10:36.000]  所以容留他們與王無益
[00:10:36.000 --> 00:10:38.000]  薇仁以為美
[00:10:38.000 --> 00:10:40.000]  就下旨以滅絕他們
[00:10:40.000 --> 00:10:42.000]  我就捐一萬他年得銀子
[00:10:42.000 --> 00:10:44.000]  交給掌管王位的
[00:10:44.000 --> 00:10:46.000]  交給掌管王位的人
[00:10:46.000 --> 00:10:48.000]  納入王的府庫
[00:10:48.000 --> 00:10:52.000]  大家留意他沒有說
[00:10:52.000 --> 00:10:54.000]  滅什麼民族
[00:10:54.000 --> 00:10:56.000]  我只是潮州人
[00:10:56.000 --> 00:10:58.000]  突然得罪了那個惡霸
[00:10:58.000 --> 00:11:00.000]  他殺了所有潮州人
[00:11:00.000 --> 00:11:02.000]  但沒有說
[00:11:02.000 --> 00:11:04.000]  有些人覺得不正
[00:11:04.000 --> 00:11:06.000]  不如我給錢買他
[00:11:06.000 --> 00:11:08.000]  他要買奴隸一樣
[00:11:08.000 --> 00:11:10.000]  我給這麼多錢
[00:11:10.000 --> 00:11:12.000]  就當奴隸給了我
[00:11:12.000 --> 00:11:14.000]  這個帝國有很多少數民族
[00:11:14.000 --> 00:11:16.000]  皇帝連什麼民族都不知道
[00:11:16.000 --> 00:11:18.000]  總之他很喜歡這個大臣
[00:11:18.000 --> 00:11:20.000]  這個皇親就要買不買
[00:11:20.000 --> 00:11:22.000]  給你吧
[00:11:22.000 --> 00:11:24.000]  請問
[00:11:24.000 --> 00:11:26.000]  用錢的豪氣
[00:11:26.000 --> 00:11:28.000]  什麼叫一萬個他年得銀子
[00:11:28.000 --> 00:11:30.000]  他年得的重量
[00:11:30.000 --> 00:11:32.000]  一個他年得的重量
[00:11:32.000 --> 00:11:34.000]  等於大概35公斤
[00:11:34.000 --> 00:11:36.000]  大概7磅
[00:11:36.000 --> 00:11:38.000]  舉例
[00:11:38.000 --> 00:11:40.000]  一個中學生
[00:11:40.000 --> 00:11:42.000]  一萬個他年得是什麼意思
[00:11:42.000 --> 00:11:44.000]  想像一個大球場
[00:11:44.000 --> 00:11:46.000]  草地裏面
[00:11:46.000 --> 00:11:48.000]  站滿一萬個中學生
[00:11:48.000 --> 00:11:50.000]  可不可以站滿
[00:11:50.000 --> 00:11:52.000]  大概一萬很多
[00:11:52.000 --> 00:11:54.000]  一萬個中學生
[00:11:54.000 --> 00:11:56.000]  全部都是銀子
[00:11:56.000 --> 00:11:58.000]  你想想一個大球場
[00:11:58.000 --> 00:12:00.000]  站滿一萬人
[00:12:00.000 --> 00:12:02.000]  全部都是一噸噸銀子
[00:12:02.000 --> 00:12:04.000]  這次多不多銀子
[00:12:04.000 --> 00:12:06.000]  這銀子貴不貴
[00:12:06.000 --> 00:12:08.000]  我計算過
[00:12:08.000 --> 00:12:10.000]  舊時代銀子貴一些
[00:12:10.000 --> 00:12:12.000]  現在銀子便宜一些
[00:12:12.000 --> 00:12:14.000]  總統計算50億至100億港幣
[00:12:14.000 --> 00:12:16.000]  假如
[00:12:16.000 --> 00:12:18.000]  輕忽忽地
[00:12:18.000 --> 00:12:20.000]  拿100億買起你全族
[00:12:20.000 --> 00:12:22.000]  買起你
[00:12:22.000 --> 00:12:24.000]  整族的話
[00:12:24.000 --> 00:12:26.000]  你估估他身家有多少
[00:12:26.000 --> 00:12:28.000]  我估估一下
[00:12:28.000 --> 00:12:30.000]  身家至少300億
[00:12:30.000 --> 00:12:32.000]  至少700億
[00:12:32.000 --> 00:12:34.000]  至少1000億
[00:12:34.000 --> 00:12:36.000]  你估估身家至少300億
[00:12:36.000 --> 00:12:38.000]  至少700億
[00:12:38.000 --> 00:12:40.000]  1000億
[00:12:40.000 --> 00:12:44.000]  那你說你得罪這個富豪
[00:12:44.000 --> 00:12:46.000]  可不可以這樣寫
[00:12:46.000 --> 00:12:48.000]  想像一下
[00:12:48.000 --> 00:12:50.000]  你得罪他的時候
[00:12:50.000 --> 00:12:52.000]  你的朋友說你厲害
[00:12:52.000 --> 00:12:54.000]  夠骨頭
[00:12:54.000 --> 00:12:56.000]  夠硬朗
[00:12:56.000 --> 00:12:58.000]  敢講正義話
[00:12:58.000 --> 00:13:00.000]  那你媽媽會怎樣
[00:13:00.000 --> 00:13:04.000]  媽媽說你
[00:13:04.000 --> 00:13:06.000]  什麼風浪等等
[00:13:06.000 --> 00:13:08.000]  有時在世代裏
[00:13:08.000 --> 00:13:10.000]  要挺起胸膛
[00:13:10.000 --> 00:13:12.000]  要講句公道話
[00:13:12.000 --> 00:13:14.000]  有時真的不容易
[00:13:14.000 --> 00:13:16.000]  或者一個大氣候裏
[00:13:16.000 --> 00:13:18.000]  令你很沉悶
[00:13:18.000 --> 00:13:20.000]  走不出這個大氣候的捆綁
[00:13:20.000 --> 00:13:22.000]  在一個中國很典型的故事
[00:13:22.000 --> 00:13:24.000]  中國食物危機很難
[00:13:24.000 --> 00:13:26.000]  有句說話叫
[00:13:26.000 --> 00:13:28.000]  亦糞相食
[00:13:28.000 --> 00:13:30.000]  糞即是屎
[00:13:30.000 --> 00:13:32.000]  比喻是什麼呢
[00:13:32.000 --> 00:13:34.000]  有些人做一些骯髒的黑心饅頭工人
[00:13:34.000 --> 00:13:36.000]  不敢吃饅頭
[00:13:36.000 --> 00:13:38.000]  去餐館吃飯
[00:13:38.000 --> 00:13:40.000]  吃了地溝油拌飯
[00:13:40.000 --> 00:13:42.000]  地溝油
[00:13:42.000 --> 00:13:44.000]  餐館廚師不敢吃地溝油的食物
[00:13:44.000 --> 00:13:46.000]  就去買牛奶
[00:13:46.000 --> 00:13:48.000]  喝了什麼
[00:13:48.000 --> 00:13:50.000]  三聚氰胺的牛奶
[00:13:50.000 --> 00:13:52.000]  喝牛奶的人就不敢喝牛奶
[00:13:52.000 --> 00:13:54.000]  就去買饅頭
[00:13:54.000 --> 00:13:56.000]  吃了什麼
[00:13:56.000 --> 00:13:58.000]  黑心的饅頭
[00:13:58.000 --> 00:14:00.000]  所以大陸很多叫
[00:14:00.000 --> 00:14:02.000]  癌症村
[00:14:02.000 --> 00:14:04.000]  捆綁一直循環
[00:14:04.000 --> 00:14:06.000]  香港這十年裏
[00:14:06.000 --> 00:14:08.000]  很多年青人都無端癌症
[00:14:08.000 --> 00:14:10.000]  有時很年輕
[00:14:10.000 --> 00:14:12.000]  都不知道什麼故事
[00:14:12.000 --> 00:14:14.000]  有時在這個大氣候捆綁裏面
[00:14:14.000 --> 00:14:16.000]  我們都好像不知道做到什麼
[00:14:16.000 --> 00:14:18.000]  甚至有時連祈禱都好像
[00:14:18.000 --> 00:14:20.000]  沒有什麼幫助
[00:14:20.000 --> 00:14:22.000]  猶太人要面對
[00:14:22.000 --> 00:14:24.000]  整個民族的滅絕
[00:14:24.000 --> 00:14:26.000]  如果死了連耶穌都不可以誕生
[00:14:26.000 --> 00:14:28.000]  他們會祈禱
[00:14:28.000 --> 00:14:30.000]  但越祈禱的時候
[00:14:30.000 --> 00:14:32.000]  結果就死得更早
[00:14:32.000 --> 00:14:36.000]  當末底改為人幫手
[00:14:36.000 --> 00:14:38.000]  要祈禱的時候 木架一掀出來
[00:14:38.000 --> 00:14:40.000]  我想像一個例子
[00:14:40.000 --> 00:14:42.000]  有個末底改認識的朋友 不是猶太人
[00:14:42.000 --> 00:14:44.000]  他知道末底改得罪他
[00:14:44.000 --> 00:14:46.000]  都說小心得罪他
[00:14:46.000 --> 00:14:48.000]  馬上皇帝說 年底要殺光那些猶太人
[00:14:48.000 --> 00:14:50.000]  跟末底改說
[00:14:50.000 --> 00:14:52.000]  你硬 你直
[00:14:52.000 --> 00:14:54.000]  中中直直
[00:14:54.000 --> 00:14:56.000]  最終是誰
[00:14:56.000 --> 00:14:58.000]  接著
[00:14:58.000 --> 00:15:00.000]  年底賺錢
[00:15:00.000 --> 00:15:02.000]  約吃飯 送別
[00:15:02.000 --> 00:15:04.000]  風蕭蕭 逆水寒
[00:15:04.000 --> 00:15:06.000]  壯士去夏威夷 北伏環
[00:15:06.000 --> 00:15:08.000]  誰知突然間見到
