
[00:00:00.000 --> 00:00:03.140]  如果從上帝的角度去講
[00:03:15.900 --> 00:03:19.900]  但是反而上帝所強調的和大衛說
[00:03:19.900 --> 00:03:21.900]  我從羊圈當中將你召來
[00:03:21.900 --> 00:03:23.900]  叫你不再跟從羊群
[00:03:23.900 --> 00:03:26.900]  納你作我文以色列的君
[00:03:26.900 --> 00:03:29.900]  他再次提醒大衛你是哪一個呢?
[00:03:29.900 --> 00:03:31.900]  你原本是一個看羊的人
[00:03:31.900 --> 00:03:33.900]  天天聽到羊咩的聲音
[00:03:33.900 --> 00:03:35.900]  咩咩之外什麼都沒有
[00:03:35.900 --> 00:03:38.900]  我們見到大衛就是這樣
[00:03:38.900 --> 00:03:41.900]  大衛是一個寂寂無名的人
[00:03:41.900 --> 00:03:44.900]  連他家人都看不起
[00:03:44.900 --> 00:03:49.900]  連撒姆爾來他家找他爸爸
[00:03:49.900 --> 00:03:53.900]  跟他說我要安納你其中一個兒子做皇帝
[00:03:53.900 --> 00:03:55.900]  他爸爸都忘記了有個大衛
[00:03:55.900 --> 00:03:59.900]  直到撒姆爾說你還有沒有兒子?
[00:03:59.900 --> 00:04:01.900]  他爸爸才承認還有一個
[00:04:01.900 --> 00:04:05.900]  你見到大衛在家庭裏面沒有地位
[00:04:05.900 --> 00:04:07.900]  在事業上沒有什麼成就
[00:04:07.900 --> 00:04:11.900]  他想他得人無聊就跟獅子搏鬥
[00:04:11.900 --> 00:04:14.900]  已經是他最刺激的遊戲
[00:04:14.900 --> 00:04:17.900]  他又彈樹琴 唱歌
[00:04:17.900 --> 00:04:23.900]  所以《詩篇》23篇極可能就是那段時間所作的詩歌
[00:04:23.900 --> 00:04:26.900]  原本是一個寂寂無名的人
[00:04:26.900 --> 00:04:30.900]  現在竟然成為了以色列第二任的君皇
[00:04:30.900 --> 00:04:32.900]  更加上帝提醒他
[00:04:32.900 --> 00:04:37.900]  你無論往那裏去 我常與你同在 要剪除你一切的仇敵
[00:04:37.900 --> 00:04:39.900]  我必使你得著大名
[00:04:39.900 --> 00:04:43.900]  好叫你成為一個有名的人
[00:04:43.900 --> 00:04:45.900]  但我們很明顯見到
[00:04:45.900 --> 00:04:48.900]  在撒姆爾的第八章 第九章 第十章
[00:04:48.900 --> 00:04:51.900]  一連串的戰事記錄
[00:04:51.900 --> 00:05:00.900]  要成為十二章和第七章的中間一個轉折位
[00:05:00.900 --> 00:05:02.900]  這個轉折位想交代兩件事
[00:05:02.900 --> 00:05:05.900]  第一 上帝在這裏的應許是發生了
[00:05:05.900 --> 00:05:08.900]  大衛的戰無不勝的經驗
[00:05:08.900 --> 00:05:14.900]  第二 也是戰無不勝之後才產生了大衛犯奸淫的事件
[00:05:14.900 --> 00:05:16.900]  我們下一次再交代那段經文
[00:05:16.900 --> 00:05:20.900]  我們看到的十到十一節
[00:05:20.900 --> 00:05:21.900]  上帝更加跟他說
[00:05:21.900 --> 00:05:24.900]  我必使你安靜 不被一切的仇敵擾亂
[00:05:24.900 --> 00:05:29.900]  並且我耶和華應許你 必為你建立家室
[00:05:29.900 --> 00:05:33.900]  大衛想為上帝建造奠禦
[00:05:33.900 --> 00:05:37.900]  但上帝關心的是大衛的家室
[00:05:37.900 --> 00:05:40.900]  很不一樣的焦點
[00:05:40.900 --> 00:05:42.900]  我們見到的是
[00:05:42.900 --> 00:05:46.900]  神和大衛的後裔要建立父與子的關係
[00:05:46.900 --> 00:05:48.900]  十四節到十六節
[00:05:48.900 --> 00:05:50.900]  我要作他的父 他要作我的兒子
[00:05:50.900 --> 00:05:53.900]  他若犯了罪 我必用人的杖責打他
[00:05:53.900 --> 00:05:55.900]  用人的鞭責罰他
[00:05:55.900 --> 00:05:58.900]  但我的慈愛仍不離開他
[00:05:58.900 --> 00:06:02.900]  像離開你前面所廢棄的訴羅華一樣
[00:06:02.900 --> 00:06:04.900]  你的家和你的國
[00:06:04.900 --> 00:06:07.900]  必在我面前永遠建立
[00:06:07.900 --> 00:06:11.900]  你的國位也必堅定直到永遠
[00:06:11.900 --> 00:06:15.900]  在這裡 耶和華要跟大衛確保兩件事
[00:06:15.900 --> 00:06:17.900]  第一 你要記住
[00:06:17.900 --> 00:06:19.900]  在新約裡面耶穌提到
[00:06:19.900 --> 00:06:21.900]  從今以後你不要稱耶和華為神
[00:06:21.900 --> 00:06:23.900]  你可以稱祂為父
[00:06:23.900 --> 00:06:25.900]  不是一個嶄新觀念
[00:06:25.900 --> 00:06:27.900]  在舊約已經有了
[00:06:27.900 --> 00:06:31.900]  很可惜 因為舊約裡面的宗教界人士
[00:06:31.900 --> 00:06:34.900]  不敢提 也不敢說 更加不敢強調
[00:06:34.900 --> 00:06:36.900]  在這裡 上帝很清楚地說
[00:06:36.900 --> 00:06:40.900]  我要成為你後裔的父 他要做我的兒子
[00:06:40.900 --> 00:06:43.900]  上帝不甘於成為人的神
[00:06:43.900 --> 00:06:48.900]  上帝是想跟人建立父與子的關係
[00:06:48.900 --> 00:06:50.900]  父與子的關係很不一樣
[00:06:50.900 --> 00:06:52.900]  是當你犯罪的時候
[00:06:52.900 --> 00:06:54.900]  父親只會責打你
[00:06:54.900 --> 00:06:56.900]  但他不會離棄你
[00:06:56.900 --> 00:07:01.900]  父親責打是想兒子走回正路
[00:07:01.900 --> 00:07:05.900]  不是律法的處罰
[00:07:05.900 --> 00:07:08.900]  在這裡 更加要答應大衛一件事
[00:07:08.900 --> 00:07:10.900]  我不會廢棄你的王位
[00:07:10.900 --> 00:07:12.900]  好像廢棄蘇羅一樣
[00:07:12.900 --> 00:07:14.900]  你的王位要直到永遠
[00:07:14.900 --> 00:07:17.900]  這是何等大的福氣
[00:07:17.900 --> 00:07:19.900]  大衛也會擔心
[00:07:19.900 --> 00:07:23.900]  究竟他的王朝會不會像蘇羅王一樣
[00:07:23.900 --> 00:07:26.900]  蘇羅多次犯罪 所以上帝會廢棄他
[00:07:26.900 --> 00:07:31.900]  但是大衛就得到上帝很大的憐憫
[00:07:31.900 --> 00:07:33.900]  在這段經文中 我們停下來想一想
[00:07:33.900 --> 00:07:37.900]  究竟整段經文我們會看到些什麼
[00:07:37.900 --> 00:07:39.900]  第一 我們看到的是
[00:07:39.900 --> 00:07:43.900]  人想為神建造殿宇
[00:07:43.900 --> 00:07:46.900]  是一個建築物 是一個死物
[00:07:46.900 --> 00:07:50.900]  但是神要為人建立家室
[00:07:50.900 --> 00:07:52.900]  是生命
[00:07:52.900 --> 00:07:54.900]  當你隔天早上說一聲
[00:07:54.900 --> 00:08:01.900]  上帝體重生命過於建築物
[00:08:01.900 --> 00:08:07.900]  華人教會有一個推己及人的觀念
[00:08:07.900 --> 00:08:09.900]  個人沒有買樓
[00:08:09.900 --> 00:08:12.900]  總是不太安心
[00:08:12.900 --> 00:08:17.900]  所以買了樓才安心
[00:08:17.900 --> 00:08:20.900]  因為個人都要買樓
[00:08:20.900 --> 00:08:28.900]  教會更加要買地方才安心
[00:08:28.900 --> 00:08:33.900]  你會看到華人教會建堂 建禮拜堂
[00:08:33.900 --> 00:08:37.900]  很多年長的姐妹
[00:08:37.900 --> 00:08:44.900]  俗稱棺材本都拿出來奉獻給教會
[00:08:44.900 --> 00:08:47.900]  我們相信這些是令人感動的行動
[00:08:47.900 --> 00:08:49.900]  因為他們愛神的緣故
[00:08:49.900 --> 00:08:53.900]  連棺材本都捐了出來
[00:08:53.900 --> 00:08:56.900]  上帝容許人建造聖殿
[00:08:56.900 --> 00:08:58.900]  上帝沒有禁止
[00:08:58.900 --> 00:09:02.900]  所以上帝都容許今天的教會建堂
[00:09:02.900 --> 00:09:04.900]  上帝並不禁止
[00:09:04.900 --> 00:09:08.900]  教會建堂是一件好事
[00:09:08.900 --> 00:09:10.900]  但問題在這裡
[00:09:10.900 --> 00:09:13.900]  我們如果今天在這段經文都看不到這個重要性
[00:09:13.900 --> 00:09:15.900]  都學習不到的話
[00:09:15.900 --> 00:09:17.900]  是我們的問題
[00:09:17.900 --> 00:09:25.900]  如果我們用三千萬 一億 三億去建堂的話
[00:09:25.900 --> 00:09:27.900]  那我就想問
[00:09:27.900 --> 00:09:29.900]  我們有沒有與此同時
[00:09:29.900 --> 00:09:37.900]  用三千萬 一億 三億去建立人的生命呢
[00:09:37.900 --> 00:09:39.900]  你明白問題在哪裡嗎
[00:09:39.900 --> 00:09:41.900]  建堂本身不是問題
[00:09:41.900 --> 00:09:45.900]  但如果你耗盡我們的資源為了建堂
[00:09:45.900 --> 00:09:50.900]  而看不到人比建築物更重要的話
[00:09:50.900 --> 00:09:53.900]  我們就會有偏差
[00:09:53.900 --> 00:09:55.900]  所以建堂本身
[00:09:55.900 --> 00:09:57.900]  建造聖殿本身
[00:09:57.900 --> 00:09:59.900]  建立教會本身不是罪
[00:09:59.900 --> 00:10:01.900]  也是神所喜悅的
[00:10:01.900 --> 00:10:03.900]  因為神容許我們這樣做
[00:10:03.900 --> 00:10:05.900]  但上帝想提醒的是
[00:10:05.900 --> 00:10:09.900]  生命比建築物更重要
[00:10:09.900 --> 00:10:12.900]  但我們不會走到另一個極端
[00:10:12.900 --> 00:10:15.900]  因為建堂 建建築物是錯的
[00:10:15.900 --> 00:10:17.900]  聖經沒有這樣說
[00:10:17.900 --> 00:10:19.900]  上帝沒有反對
[00:10:19.900 --> 00:10:21.900]  上帝沒有憐憫
[00:10:21.900 --> 00:10:23.900]  反而容許我們這樣做
[00:10:23.900 --> 00:10:25.900]  但我們走錯的路是因為
[00:10:25.900 --> 00:10:27.900]  我們要建一個美輪美奐的教堂
[00:10:27.900 --> 00:10:29.900]  華美的教堂
[00:10:29.900 --> 00:10:33.900]  而忽略了人比建築物更重要
[00:10:33.900 --> 00:10:35.900]  再一次和你旁邊的弟兄妹說
[00:10:35.900 --> 00:10:40.900]  你比建築物更重要
[00:10:40.900 --> 00:10:42.900]  弟兄姊妹
[00:10:42.900 --> 00:10:47.900]  我在加拿大和澳洲見得太多的例子
[00:10:47.900 --> 00:10:49.900]  剛剛移民過去的人
[00:10:49.900 --> 00:10:51.900]  很興奮
[00:10:51.900 --> 00:10:54.900]  買一個三層樓的house
[00:10:54.900 --> 00:10:55.900]  獨立屋
[00:10:55.900 --> 00:10:57.900]  如果香港叫做
[00:10:57.900 --> 00:11:01.900]  去到這個加州花園
[00:11:01.900 --> 00:11:03.900]  嘩 很興奮
[00:11:03.900 --> 00:11:08.900]  獨立屋 香港多貴 想清楚一點
[00:11:08.900 --> 00:11:10.900]  然後香港人更加希望
[00:11:10.900 --> 00:11:13.900]  在裡面有個私家泳池
[00:11:13.900 --> 00:11:16.900]  看到有泳池的屋便宜一點
[00:11:16.900 --> 00:11:17.900]  嘩 覺得很划算
[00:11:17.900 --> 00:11:19.900]  即買
[00:11:19.900 --> 00:11:21.900]  買了之後才發覺
[00:11:21.900 --> 00:11:23.900]  笨了
[00:11:23.900 --> 00:11:24.900]  原來要處理泳池
[00:11:24.900 --> 00:11:25.900]  難怪這麼便宜
[00:11:25.900 --> 00:11:27.900]  是沒有人肯要的 當地人
[00:11:27.900 --> 00:11:29.900]  因為打這個泳池
[00:11:29.900 --> 00:11:32.900]  比打這間屋更複雜
[00:11:32.900 --> 00:11:34.900]  接著要剪草
[00:11:34.900 --> 00:11:36.900]  有些華人就煩
[00:11:36.900 --> 00:11:37.900]  每天剪草
[00:11:37.900 --> 00:11:39.900]  不如把草全剷掉
[00:11:39.900 --> 00:11:41.900]  鋪小石
[00:11:41.900 --> 00:11:44.900]  政府是會罰錢的
[00:11:44.900 --> 00:11:48.900]  一定要你種草
[00:11:48.900 --> 00:11:51.900]  這麼大間屋
[00:11:51.900 --> 00:11:53.900]  房間是空的
[00:11:53.900 --> 00:11:56.900]  因為一家三口有五間房
[00:11:56.900 --> 00:11:59.900]  所以兩間變成雜物房
[00:11:59.900 --> 00:12:02.900]  差不多老婆和老公可以分房睡
[00:12:02.900 --> 00:12:05.900]  分房睡也多了一間房出來
[00:12:05.900 --> 00:12:07.900]  有一對夫婦親自跟我說
[00:12:07.900 --> 00:12:09.900]  牧師我們分房睡了
[00:12:09.900 --> 00:12:10.900]  我問為什麼
[00:12:10.900 --> 00:12:11.900]  哪有這麼笨
[00:12:11.900 --> 00:12:12.900]  兩個人睡一間房
[00:12:12.900 --> 00:12:13.900]  房還多
[00:12:13.900 --> 00:12:16.900]  不如一人睡一間房
[00:12:16.900 --> 00:12:22.900]  我聽到夫婦這樣說真的很震驚
[00:12:22.900 --> 00:12:25.900]  接著
[00:12:25.900 --> 00:12:27.900]  在這裡讀大學
[00:12:27.900 --> 00:12:29.900]  剩下兩個
[00:12:29.900 --> 00:12:31.900]  又不老又不年輕的
[00:12:31.900 --> 00:12:35.900]  父母在這裡
[00:12:35.900 --> 00:12:37.900]  兩個人在屋裡走來走去
[00:12:37.900 --> 00:12:39.900]  都沒有人氣
[00:12:39.900 --> 00:12:41.900]  他們才發現
[00:12:41.900 --> 00:12:45.900]  人比屋子重要
[00:12:45.900 --> 00:12:46.900]  所以他們經常跟我說
[00:12:46.900 --> 00:12:47.900]  你女兒來不來讀書
[00:12:47.900 --> 00:12:51.900]  來我給她一個房間住
[00:12:51.900 --> 00:12:53.900]  房間多得不得了
[00:12:53.900 --> 00:12:55.900]  可以養猴子
[00:12:55.900 --> 00:12:57.900]  頂姐妹
[00:12:57.900 --> 00:13:02.900]  因為建築物不比人重要
[00:13:02.900 --> 00:13:04.900]  我們兩者要分得到
[00:13:04.900 --> 00:13:06.900]  人不比建築物重要
[00:13:06.900 --> 00:13:09.900]  神關心的是人
[00:13:09.900 --> 00:13:11.900]  但是建堂
[00:13:11.900 --> 00:13:13.900]  建教堂
[00:13:13.900 --> 00:13:14.900]  不是錯的
[00:13:14.900 --> 00:13:17.900]  這兩者我們必須要平衡
[00:13:17.900 --> 00:13:18.900]  第二
[00:13:18.900 --> 00:13:21.900]  我們可以看到一個人
[00:13:21.900 --> 00:13:24.900]  在上帝的旨意下生活的話
[00:13:24.900 --> 00:13:27.900]  他的影響不僅影響他個人
[00:13:27.900 --> 00:13:29.900]  不僅影響他家室
[00:13:29.900 --> 00:13:32.900]  影響了他接觸的民族
[00:13:32.900 --> 00:13:35.900]  上帝要賜福給以色列百姓
[00:13:35.900 --> 00:13:37.900]  不僅要賜福給大衛
[00:13:37.900 --> 00:13:39.900]  大衛更加驚訝的是
[00:13:39.900 --> 00:13:42.900]  竟然他的後代
[00:13:42.900 --> 00:13:43.900]  有一個人出現
[00:13:43.900 --> 00:13:46.900]  叫做耶穌基督
[00:13:46.900 --> 00:13:49.900]  耶穌從大衛家族而來
[00:13:49.900 --> 00:13:51.900]  承繼大衛的王位
[00:13:51.900 --> 00:13:53.900]  直到永遠
[00:13:53.900 --> 00:13:55.900]  你想像不到一個人
[00:13:55.900 --> 00:13:58.900]  今天短暫的生命
[00:13:58.900 --> 00:14:04.900]  帶來了永恆的起點
[00:14:04.900 --> 00:14:06.900]  當你旁邊的政府說一聲
[00:14:06.900 --> 00:14:12.900]  不要看輕你現在所做的事
[00:14:12.900 --> 00:14:14.900]  你現在所做的事
[00:14:14.900 --> 00:14:20.900]  可以帶來一個長遠深遠的影響
[00:14:20.900 --> 00:14:22.900]  我們看到的
[00:14:22.900 --> 00:14:24.900]  基督必須在自己的生命裏
[00:14:24.900 --> 00:14:29.900]  彰顯出上帝的心意
[00:14:29.900 --> 00:14:32.900]  讓我們認定我們所做的
[00:14:32.900 --> 00:14:34.900]  是有一個屬靈的意義
[00:14:34.900 --> 00:14:36.900]  和屬靈的責任
[00:14:36.900 --> 00:14:39.900]  在彼得前書第二章第九節說
[00:14:39.900 --> 00:14:41.900]  我們要認定我們是被揀選的族類
[00:14:41.900 --> 00:14:43.900]  軍專的祭司
[00:14:43.900 --> 00:14:45.900]  所以第一次每一至五晚
[00:14:45.900 --> 00:14:46.900]  我們回來祈禱會
[00:14:46.900 --> 00:14:48.900]  我們就要禱告和基督去連結
[00:14:48.900 --> 00:14:49.900]  不僅如此
[00:14:49.900 --> 00:14:51.900]  我們要肩負祭司的責任
[00:14:51.900 --> 00:14:53.900]  為眾人去代求
[00:14:53.900 --> 00:14:55.900]  我們不僅是祭司
[00:14:55.900 --> 00:14:58.900]  我們還要宣揚
[00:14:58.900 --> 00:15:01.900]  帶領我們離黑暗進入光明者的
[00:15:01.900 --> 00:15:05.900]  那位奇妙者的美德
[00:15:05.900 --> 00:15:07.900]  這番說話
[00:15:07.900 --> 00:15:09.900]  我講完之後放上網
[00:15:09.900 --> 00:15:13.900]  我不管你罵我還是不罵我
[00:15:13.900 --> 00:15:15.900]  我想提的是
[00:15:15.900 --> 00:15:18.900]  弟兄姊妹
[00:15:18.900 --> 00:15:22.900]  我本著聖經的說話
[00:15:22.900 --> 00:15:25.900]  我必須要講
[00:15:25.900 --> 00:15:28.900]  我很難接受
[00:15:28.900 --> 00:15:29.900]  弟兄姊妹
[00:15:29.900 --> 00:15:32.900]  禮拜一到禮拜五上班
[00:15:32.900 --> 00:15:34.900]  禮拜六休息
[00:15:34.900 --> 00:15:37.900]  禮拜日回來教會
[00:15:37.900 --> 00:15:39.900]  平日有一晚回來祈禱會
[00:15:39.900 --> 00:15:41.900]  或者回來小組
[00:15:41.900 --> 00:15:43.900]  但是每一晚的晚上
[00:15:43.900 --> 00:15:46.900]  你都在網絡上跟人說髒話
[00:15:46.900 --> 00:15:48.900]  你說牧師你發現了嗎?
[00:15:48.900 --> 00:15:52.900]  我沒有發現,我在說假設
[00:15:52.900 --> 00:15:56.900]  我根本沒有上網尋找過你們
[00:15:56.900 --> 00:15:58.900]  我接受不了
[00:15:58.900 --> 00:16:00.900]  一個基督徒
[00:16:00.900 --> 00:16:02.900]  白天Hallelujah
[00:16:02.900 --> 00:16:06.900]  晚上說四個字髒話
[00:16:06.900 --> 00:16:08.900]  我接受不了
[00:16:08.900 --> 00:16:13.900]  在網絡上肆意批評任何你不滿的事
[00:16:13.900 --> 00:16:16.900]  這是基督徒的本分
[00:16:16.900 --> 00:16:18.900]  基督徒的本分是宣揚了
[00:16:18.900 --> 00:16:21.900]  令我們離開黑暗最光明正義的美德
[00:16:21.900 --> 00:16:23.900]  上帝不會說髒話
[00:16:23.900 --> 00:16:25.900]  耶穌不會說髒話
[00:16:25.900 --> 00:16:26.900]  耶穌說了什麼?
[00:16:26.900 --> 00:16:31.900]  出來的言語是污穢人類的內心
[00:16:31.900 --> 00:16:34.900]  我不管你什麼社會學什麼心理學的理論
[00:16:34.900 --> 00:16:36.900]  跟我說關於髒話的問題
[00:16:36.900 --> 00:16:39.900]  我不管你從文化跟我解釋髒話的問題
[00:16:39.900 --> 00:16:41.900]  這些是我不關心的事
[00:16:41.900 --> 00:16:43.900]  我關心的是耶穌說
[00:16:43.900 --> 00:16:48.900]  你口中說的話是污穢你內心
[00:16:48.900 --> 00:16:51.900]  我不相信你說的話
[00:16:51.900 --> 00:16:55.900]  不會影響你的內心
[00:16:55.900 --> 00:16:58.900]  在這樣的情況下
[00:16:58.900 --> 00:17:02.900]  我就很難接受一些叫自己是基督徒的人
[00:17:02.900 --> 00:17:04.900]  星期天沒有回教會
[00:17:04.900 --> 00:17:07.900]  如果你在網絡上認同這些人的話
[00:17:07.900 --> 00:17:11.900]  你查一下他們星期天有沒有回教會
[00:17:11.900 --> 00:17:13.900]  你查一下這些人
[00:17:13.900 --> 00:17:15.900]  在他們平時的生活裏面
[00:17:15.900 --> 00:17:20.900]  怎樣將顯出離開黑暗最光明正義的美德
[00:17:20.900 --> 00:17:25.900]  不是在社會裏面爭取公義公平公正的人就大了
[00:17:25.900 --> 00:17:27.900]  這些只是口號
[00:17:27.900 --> 00:17:30.900]  你的生命是不是這麼公義
[00:17:30.900 --> 00:17:32.900]  你的生命是不是這麼公平
[00:17:32.900 --> 00:17:36.900]  示意的批評別人是不是叫公平
[00:17:36.900 --> 00:17:38.900]  說髒話不說髒話就沒話說
[00:17:38.900 --> 00:17:40.900]  是不是叫公義
[00:17:40.900 --> 00:17:41.900]  弟兄姊妹
[00:17:41.900 --> 00:17:50.900]  不要在晚上容讓這些網絡上的人污穢你的思想
[00:17:50.900 --> 00:17:55.900]  我看不到這些人能夠彰顯出神的榮美
[00:17:55.900 --> 00:17:59.900]  反而是在擴展黑暗的勢力
[00:17:59.900 --> 00:18:03.900]  放上網你繼續罵我我還是這樣說
[00:18:03.900 --> 00:18:06.900]  我看不到
[00:18:06.900 --> 00:18:07.900]  弟兄姊妹
[00:18:07.900 --> 00:18:08.900]  耶穌說
[00:18:08.900 --> 00:18:11.900]  如果你的眼睛使你落地獄的話
[00:18:11.900 --> 00:18:12.900]  把眼睛挖出來
[00:18:12.900 --> 00:18:13.900]  你的手使你落地獄的話
[00:18:13.900 --> 00:18:15.900]  把手斬出來
[00:18:15.900 --> 00:18:17.900]  這個意思不是叫我們真正去做
[00:18:17.900 --> 00:18:18.900]  如果是這樣的話
[00:18:18.900 --> 00:18:21.900]  在天堂上我們每個人都是殘疾人士
[00:18:21.900 --> 00:18:22.900]  他的意思是說
[00:18:22.900 --> 00:18:28.900]  你有一個決心去跟這些人劃清界線
[00:18:28.900 --> 00:18:34.900]  如果在晚上的網絡上令你的生命變成黑暗的話
[00:18:34.900 --> 00:18:41.900]  拔掉那條線吧
[00:18:41.900 --> 00:18:45.900]  為什麼平日要扮作光明天使
[00:18:45.900 --> 00:18:48.900]  晚上變成黑暗的使者呢
[00:18:48.900 --> 00:18:52.900]  你想像到自己會變成這樣嗎
[00:18:52.900 --> 00:18:54.900]  我們不應該這樣做
[00:18:54.900 --> 00:18:58.900]  我們應該彰顯出上帝的榮美
[00:18:58.900 --> 00:19:01.900]  在任何情況下
[00:19:01.900 --> 00:19:02.900]  你想像一下
[00:19:02.900 --> 00:19:03.900]  在網絡上發表意見的人
[00:19:03.900 --> 00:19:06.900]  全部不用真名
[00:19:06.900 --> 00:19:07.900]  為什麼
[00:19:07.900 --> 00:19:08.900]  因為不用真名
[00:19:08.900 --> 00:19:12.900]  就可以肆意的批評
[00:19:12.900 --> 00:19:14.900]  我們看到心中充滿
[00:19:14.900 --> 00:19:15.900]  我想說一件事
[00:19:15.900 --> 00:19:17.900]  如果你爭取了民主
[00:19:17.900 --> 00:19:18.900]  爭取了公義
[00:19:18.900 --> 00:19:19.900]  爭取了公平
[00:19:19.900 --> 00:19:22.900]  你心中帶毒的話
[00:19:22.900 --> 00:19:25.900]  我不覺得
[00:19:25.900 --> 00:19:28.900]  這是應有的代價
[00:19:28.900 --> 00:19:31.900]  心中帶毒的人
[00:19:31.900 --> 00:19:33.900]  或者心中怨憤的人
[00:19:33.900 --> 00:19:38.900]  是認為他應得的得不到
[00:19:38.900 --> 00:19:40.900]  對不對
