
[00:00:00.000 --> 00:00:02.000]  請在坐下之前和你旁邊的姐妹說一聲
[00:02:16.000 --> 00:02:18.000]  來發出的
[00:02:18.000 --> 00:02:20.000]  當我們在說心的時候
[00:02:20.000 --> 00:02:22.000]  我們的思想裏面
[00:02:22.000 --> 00:02:24.000]  就代表著整個的我
[00:02:24.000 --> 00:02:26.000]  我的思想 我的意志
[00:02:26.000 --> 00:02:28.000]  是否能夠改變呢
[00:02:28.000 --> 00:02:30.000]  這個是影響了我們整個人生觀
[00:02:30.000 --> 00:02:32.000]  和價值觀的來源
[00:02:32.000 --> 00:02:34.000]  我們自己沒有能力改變自己
[00:02:34.000 --> 00:02:36.000]  唯有救恩
[00:02:36.000 --> 00:02:38.000]  可以將我們成為一個新造的人
[00:02:38.000 --> 00:02:40.000]  換言一新
[00:02:40.000 --> 00:02:42.000]  當我們還未得救之先
[00:02:42.000 --> 00:02:44.000]  我們的心充滿著一些很恐怖的東西
[00:02:44.000 --> 00:02:46.000]  這些恐怖的東西是在說什麼呢
[00:02:46.000 --> 00:02:48.000]  它在說的是苛刻
[00:02:48.000 --> 00:02:50.000]  暴怒 暴戾
[00:02:50.000 --> 00:02:52.000]  讓鬧 毀謗 惡毒
[00:02:52.000 --> 00:02:54.000]  每天我們看報紙
[00:02:54.000 --> 00:02:56.000]  基本上都看到人心那種醜陋
[00:02:56.000 --> 00:02:58.000]  我們不得不相信
[00:02:58.000 --> 00:03:00.000]  人性可以是壞到
[00:03:00.000 --> 00:03:02.000]  這樣的情況
[00:03:02.000 --> 00:03:04.000]  但怎麼可以變成了
[00:03:04.000 --> 00:03:06.000]  互相有愛 溫柔的心
[00:03:06.000 --> 00:03:08.000]  彼此饒恕
[00:03:08.000 --> 00:03:10.000]  就像神在基督裏面
[00:03:10.000 --> 00:03:12.000]  饒恕我們一樣
[00:03:12.000 --> 00:03:14.000]  是因為藉著十字架的救恩
[00:03:14.000 --> 00:03:16.000]  但在得救之後
[00:03:16.000 --> 00:03:18.000]  有些信徒會很快
[00:03:18.000 --> 00:03:20.000]  他的人生觀價值觀改變了
[00:03:20.000 --> 00:03:22.000]  但有些信徒
[00:03:22.000 --> 00:03:24.000]  他的人生觀價值觀
[00:03:24.000 --> 00:03:26.000]  是改變得很緩慢
[00:03:26.000 --> 00:03:28.000]  甚至有些信徒
[00:03:28.000 --> 00:03:30.000]  他的人生觀價值觀是信了之後和信主之前
[00:03:30.000 --> 00:03:32.000]  是完全沒有變的
[00:03:32.000 --> 00:03:34.000]  原來在信主之後
[00:03:34.000 --> 00:03:36.000]  我們不是自動地可以活出
[00:03:36.000 --> 00:03:38.000]  一個新生的樣式
[00:03:38.000 --> 00:03:40.000]  我們雖然有這樣的潛質
[00:03:40.000 --> 00:03:42.000]  但我們每天都要做一個選擇
[00:03:42.000 --> 00:03:44.000]  跟你教練說一聲
[00:03:44.000 --> 00:03:46.000]  做一個選擇
[00:03:46.000 --> 00:03:48.000]  就正如聖經所說
[00:03:48.000 --> 00:03:50.000]  其實我們仍然活在一個
[00:03:50.000 --> 00:03:52.000]  會犯罪的身體裏面
[00:03:52.000 --> 00:03:54.000]  我們未來日子
[00:03:54.000 --> 00:03:56.000]  說羅馬書的時候
[00:03:56.000 --> 00:03:58.000]  會更加清晰地描述整個狀態
[00:03:58.000 --> 00:04:00.000]  但這個會犯罪的肉體在裏面
[00:04:00.000 --> 00:04:02.000]  我們會在兩難裏面
[00:04:02.000 --> 00:04:04.000]  我們會拉扯
[00:04:04.000 --> 00:04:06.000]  我們會掙扎
[00:04:06.000 --> 00:04:08.000]  我們會有一種戰爭
[00:04:08.000 --> 00:04:10.000]  在我們內心裏面發生
[00:04:10.000 --> 00:04:12.000]  另一方面
[00:04:12.000 --> 00:04:14.000]  淫亂污穢
[00:04:14.000 --> 00:04:16.000]  邪道拜偶像
[00:04:16.000 --> 00:04:18.000]  行邪術仇恨憎敬
[00:04:18.000 --> 00:04:20.000]  忌恨憤怒自私
[00:04:20.000 --> 00:04:22.000]  分黨結派
[00:04:22.000 --> 00:04:24.000]  嫉妒醉酒謊言等
[00:04:24.000 --> 00:04:26.000]  我們的軟弱
[00:04:26.000 --> 00:04:28.000]  是我們較喜歡的一切
[00:04:28.000 --> 00:04:30.000]  但當我們成為一個新造的人
[00:04:30.000 --> 00:04:32.000]  我們活出的是
[00:04:32.000 --> 00:04:34.000]  人愛喜樂和平
[00:04:34.000 --> 00:04:36.000]  忍耐恩慈良善信實溫柔節制
[00:04:36.000 --> 00:04:38.000]  怎會有這麼大的改變
[00:04:38.000 --> 00:04:40.000]  每一刻我們都需要做一個選擇
[00:04:40.000 --> 00:04:42.000]  就如聖經所說
[00:04:42.000 --> 00:04:44.000]  你是蒙召得了自由
[00:04:44.000 --> 00:04:46.000]  只不過不能將這個自由當作放逐情慾的機會
[00:04:46.000 --> 00:04:48.000]  總要憑著愛心
[00:04:48.000 --> 00:04:50.000]  互相服侍
[00:04:50.000 --> 00:04:52.000]  你們若果被聖靈引導
[00:04:52.000 --> 00:04:54.000]  就不在律法以下
[00:04:54.000 --> 00:04:56.000]  一個人信主之後
[00:04:56.000 --> 00:04:58.000]  我們生命的改變有多大
[00:04:58.000 --> 00:05:00.000]  很在乎於我們的心
[00:05:00.000 --> 00:05:02.000]  是否願意活出一個
[00:05:02.000 --> 00:05:04.000]  豢然一生的生命
[00:05:04.000 --> 00:05:06.000]  原來有信徒
[00:05:06.000 --> 00:05:08.000]  信主之後仍然很眷戀
[00:05:08.000 --> 00:05:10.000]  有這種罪性
[00:05:10.000 --> 00:05:12.000]  所以我們不想活出新的我
[00:05:12.000 --> 00:05:14.000]  但不要忘記
[00:05:14.000 --> 00:05:16.000]  隨從是
[00:05:16.000 --> 00:05:18.000]  我們第二個選擇
[00:05:18.000 --> 00:05:20.000]  是否願意隨從聖靈
[00:05:20.000 --> 00:05:22.000]  而不隨從我們的肉體
[00:05:22.000 --> 00:05:24.000]  聖經說
[00:05:24.000 --> 00:05:26.000]  隨從聖靈的
[00:05:26.000 --> 00:05:28.000]  殺種的會收永生
[00:05:28.000 --> 00:05:30.000]  隨從情慾的
[00:05:30.000 --> 00:05:32.000]  殺種的會收滅亡
[00:05:32.000 --> 00:05:34.000]  結果是不一樣的
[00:05:34.000 --> 00:05:36.000]  所以我們必須做一個選擇
[00:05:36.000 --> 00:05:38.000]  每一時都要做這個選擇
[00:05:38.000 --> 00:05:40.000]  但我開始要問
[00:05:40.000 --> 00:05:42.000]  究竟信主的人和不信主的人
[00:05:42.000 --> 00:05:44.000]  分別在哪裡呢
[00:05:44.000 --> 00:05:46.000]  是不是信主的人就一定不會犯罪
[00:05:46.000 --> 00:05:48.000]  不信主的人就一定會犯罪呢
[00:05:48.000 --> 00:05:50.000]  我們試圖從四個人物身上
[00:05:50.000 --> 00:05:52.000]  看看這種的分別
[00:05:52.000 --> 00:05:54.000]  我們看看
[00:05:54.000 --> 00:05:56.000]  訴羅和大衛
[00:05:56.000 --> 00:05:58.000]  猶大和彼得
[00:05:58.000 --> 00:06:00.000]  這四個人物
[00:06:00.000 --> 00:06:02.000]  都有過犯
[00:06:02.000 --> 00:06:04.000]  都有犯罪
[00:06:04.000 --> 00:06:06.000]  無一倖免
[00:06:06.000 --> 00:06:08.000]  在聖經裡說地上沒有一個義人
[00:06:08.000 --> 00:06:10.000]  沒有一個是尋求上帝的
[00:06:10.000 --> 00:06:12.000]  但分別在哪裡呢
[00:06:12.000 --> 00:06:14.000]  一個信主的人
[00:06:14.000 --> 00:06:16.000]  他的生命換而一生的話
[00:06:16.000 --> 00:06:18.000]  縱使他犯罪軟弱跌倒
[00:06:18.000 --> 00:06:20.000]  他所選取的
[00:06:20.000 --> 00:06:22.000]  是會捉住上帝赦罪的恩典
[00:06:22.000 --> 00:06:24.000]  他會悔罪
[00:06:24.000 --> 00:06:26.000]  他會痛哭
[00:06:26.000 --> 00:06:28.000]  這個我們見到
[00:06:28.000 --> 00:06:30.000]  無論在大衛和彼得身上見到
[00:06:30.000 --> 00:06:32.000]  但剛剛相反
[00:06:32.000 --> 00:06:34.000]  他內心沒有換而一生的人
[00:06:34.000 --> 00:06:36.000]  他在軟弱跌倒犯罪之後
[00:06:36.000 --> 00:06:38.000]  他找盡
[00:06:38.000 --> 00:06:40.000]  所有的藉口
[00:06:40.000 --> 00:06:42.000]  去掩飾他的罪行
[00:06:42.000 --> 00:06:44.000]  甚至自尋短見
[00:06:44.000 --> 00:06:46.000]  來解決了他的生命
[00:06:46.000 --> 00:06:48.000]  猶大就是
[00:06:48.000 --> 00:06:50.000]  這樣選取
[00:06:50.000 --> 00:06:52.000]  所以一個信徒最後要看的
[00:06:52.000 --> 00:06:54.000]  不是他有沒有犯罪
[00:06:54.000 --> 00:06:56.000]  而反而要看的
[00:06:56.000 --> 00:06:58.000]  當他軟弱犯罪之後
[00:06:58.000 --> 00:07:00.000]  他所選取的方向是什麼
[00:07:00.000 --> 00:07:02.000]  一個換而一生
[00:07:02.000 --> 00:07:04.000]  生命的人
[00:07:04.000 --> 00:07:06.000]  很自然就會悔罪
[00:07:06.000 --> 00:07:08.000]  會捉緊上帝的救恩
[00:07:08.000 --> 00:07:10.000]  我們看看當我們換而一生的時候
[00:07:10.000 --> 00:07:12.000]  我們整個的思維
[00:07:12.000 --> 00:07:14.000]  整個價值觀
[00:07:14.000 --> 00:07:16.000]  就會有所轉移
[00:07:16.000 --> 00:07:18.000]  是一個很學術的
[00:07:18.000 --> 00:07:20.000]  在科學界首次選用的
[00:07:20.000 --> 00:07:22.000]  中文叫做
[00:07:22.000 --> 00:07:24.000]  典範的轉移
[00:07:24.000 --> 00:07:26.000]  由科學的
[00:07:26.000 --> 00:07:28.000]  首先使用了
[00:07:28.000 --> 00:07:30.000]  這個新的
[00:07:30.000 --> 00:07:32.000]  名詞之後
[00:07:32.000 --> 00:07:34.000]  後來就應用了在不同的
[00:07:34.000 --> 00:07:36.000]  範疇裏面包括社會學
[00:07:36.000 --> 00:07:38.000]  包括心理學
[00:07:38.000 --> 00:07:40.000]  典範的轉移
[00:07:40.000 --> 00:07:42.000]  是什麼回事
[00:07:42.000 --> 00:07:44.000]  就是整個的觀念
[00:07:44.000 --> 00:07:46.000]  行為完全的改變
[00:07:46.000 --> 00:07:48.000]  這個就正正好像
[00:07:48.000 --> 00:07:50.000]  聖經所說的悔改
[00:07:50.000 --> 00:07:52.000]  的意思差不多是這樣
[00:07:52.000 --> 00:07:54.000]  當我們真的能夠
[00:07:54.000 --> 00:07:56.000]  換而一生的話
[00:07:56.000 --> 00:07:58.000]  有好幾方面我們會改變
[00:07:58.000 --> 00:08:00.000]  包括在這個內容裏面
[00:08:00.000 --> 00:08:02.000]  有兩點我去年年尾提及過
[00:08:02.000 --> 00:08:04.000]  但我必須要溫故知新
[00:08:04.000 --> 00:08:06.000]  亦都是這篇講章不可或缺的一部份
[00:08:06.000 --> 00:08:08.000]  我們看看
[00:08:08.000 --> 00:08:10.000]  一個信了主的人
[00:08:10.000 --> 00:08:12.000]  他的生命換而一生裏面的價值觀
[00:08:12.000 --> 00:08:14.000]  人生觀改變
[00:08:14.000 --> 00:08:16.000]  他的意志他的思想改變的話
[00:08:16.000 --> 00:08:18.000]  第一樣東西
[00:08:18.000 --> 00:08:20.000]  他對生死的看法不再一樣
[00:08:20.000 --> 00:08:22.000]  很奇怪
[00:08:22.000 --> 00:08:24.000]  你會發覺有信徒相信耶穌之後仍然怕死
[00:08:26.000 --> 00:08:28.000]  你怕不怕死呢
[00:08:28.000 --> 00:08:30.000]  他不需要回答你
[00:08:30.000 --> 00:08:38.000]  聖經告訴我們
[00:08:38.000 --> 00:08:40.000]  因為有復活的盼望所以我不怕死
[00:08:40.000 --> 00:08:42.000]  但是
[00:08:42.000 --> 00:08:44.000]  我很珍惜去活
[00:08:44.000 --> 00:08:48.000]  這兩件事是不矛盾的
[00:08:48.000 --> 00:08:50.000]  不怕死
[00:08:50.000 --> 00:08:52.000]  不等於我去亂死
[00:08:52.000 --> 00:08:54.000]  去枉死
[00:08:54.000 --> 00:08:56.000]  我很珍惜去活
[00:08:56.000 --> 00:08:58.000]  但我生存在地上
[00:08:58.000 --> 00:09:00.000]  又為了什麼呢
[00:09:00.000 --> 00:09:02.000]  有些弟兄姊妹告訴我
[00:09:02.000 --> 00:09:04.000]  他們很怕死或不想死
[00:09:04.000 --> 00:09:06.000]  不想耶穌快點來
[00:09:06.000 --> 00:09:08.000]  不想耶穌明天不要來
[00:09:08.000 --> 00:09:10.000]  今晚來就更糟糕
[00:09:10.000 --> 00:09:12.000]  我未結婚未拍拖
[00:09:12.000 --> 00:09:14.000]  未環遊完世界
[00:09:14.000 --> 00:09:16.000]  我覺得這些信徒應該早點死
[00:09:16.000 --> 00:09:18.000]  我說笑的
[00:09:18.000 --> 00:09:20.000]  因為他的生命是一個死的信徒
[00:09:20.000 --> 00:09:22.000]  他的價值觀沒有改變
[00:09:22.000 --> 00:09:24.000]  他和沒有信主的人一樣
[00:09:24.000 --> 00:09:26.000]  他正在享受
[00:09:26.000 --> 00:09:28.000]  這個社會物質的快樂
[00:09:28.000 --> 00:09:30.000]  而忽略了
[00:09:30.000 --> 00:09:32.000]  他的生死觀的不一樣
[00:09:32.000 --> 00:09:34.000]  沒錯我們不怕死
[00:09:34.000 --> 00:09:36.000]  保羅說如果我現在離世
[00:09:36.000 --> 00:09:38.000]  好得無比因為保羅上了三層天上了天堂
[00:09:38.000 --> 00:09:40.000]  他不想走
[00:09:40.000 --> 00:09:42.000]  他很想享受天堂的美福
[00:09:42.000 --> 00:09:44.000]  但與同時
[00:09:44.000 --> 00:09:46.000]  上帝要我留在地上做什麼
[00:09:46.000 --> 00:09:48.000]  是要對你們有益處
[00:09:48.000 --> 00:09:50.000]  就是說
[00:09:50.000 --> 00:09:52.000]  你生存是為了別人
[00:09:52.000 --> 00:09:54.000]  得著益處
[00:09:54.000 --> 00:09:56.000]  你聽我說
[00:09:56.000 --> 00:09:58.000]  你生存是為了別人得著益處
[00:09:58.000 --> 00:10:02.000]  在佛教秘書一章二十一到二十五節
[00:10:02.000 --> 00:10:04.000]  裡面說
[00:10:04.000 --> 00:10:06.000]  我既然這樣深信就知道
[00:10:06.000 --> 00:10:08.000]  仍要住在世間
[00:10:08.000 --> 00:10:10.000]  且與你們眾人同住
[00:10:10.000 --> 00:10:12.000]  使你所信的道上又長進又喜樂
[00:10:12.000 --> 00:10:14.000]  我們會幫助別人
[00:10:14.000 --> 00:10:16.000]  在信仰上
[00:10:16.000 --> 00:10:18.000]  又長進又喜樂
[00:10:18.000 --> 00:10:20.000]  各位祖先
[00:10:20.000 --> 00:10:22.000]  每個星期參加小組的時候
[00:10:22.000 --> 00:10:24.000]  你應該重新思想
[00:10:24.000 --> 00:10:26.000]  究竟在小組每個星期出席
[00:10:26.000 --> 00:10:28.000]  是否令到別人又長進又喜樂
[00:10:28.000 --> 00:10:30.000]  還是令到別人又長怒氣
[00:10:30.000 --> 00:10:32.000]  又不喜樂
[00:10:32.000 --> 00:10:36.000]  我們的生存
[00:10:36.000 --> 00:10:38.000]  是要讓人得著益處
[00:10:38.000 --> 00:10:40.000]  這是很重要的事情
[00:10:40.000 --> 00:10:42.000]  第二
[00:10:42.000 --> 00:10:44.000]  我們對貧富的態度
[00:10:44.000 --> 00:10:46.000]  又不再一樣
[00:10:46.000 --> 00:10:48.000]  由貧
[00:10:48.000 --> 00:10:50.000]  變成富
[00:10:50.000 --> 00:10:52.000]  我們容易適應
[00:10:52.000 --> 00:10:54.000]  由富變成貧
[00:10:54.000 --> 00:10:56.000]  我們很難適應
[00:10:56.000 --> 00:10:58.000]  我們更加明白
[00:10:58.000 --> 00:11:00.000]  這一代的青年人我們不是很明白他們
[00:11:00.000 --> 00:11:02.000]  我們絕對不明白
[00:11:02.000 --> 00:11:04.000]  為什麼
[00:11:04.000 --> 00:11:06.000]  因為我們在香港社會
[00:11:06.000 --> 00:11:08.000]  由貧窮的階段進入富足的階段
[00:11:08.000 --> 00:11:10.000]  但現在的青年人
[00:11:10.000 --> 00:11:12.000]  他們是由富足的階段
[00:11:12.000 --> 00:11:14.000]  漸進去
[00:11:14.000 --> 00:11:16.000]  漸漸衰落的階段
[00:11:16.000 --> 00:11:20.000]  我們的成長
[00:11:20.000 --> 00:11:22.000]  引以為傲的香港人
[00:11:22.000 --> 00:11:24.000]  現在漸漸
[00:11:24.000 --> 00:11:26.000]  我們被強國人
[00:11:26.000 --> 00:11:28.000]  已經勝過我們
[00:11:28.000 --> 00:11:30.000]  其實
[00:11:30.000 --> 00:11:32.000]  世界輪流轉
[00:11:32.000 --> 00:11:34.000]  很奇怪
[00:11:34.000 --> 00:11:36.000]  你今天仍然看到有拉行李箱的人
[00:11:36.000 --> 00:11:38.000]  去深圳買東西
[00:11:38.000 --> 00:11:40.000]  來香港
[00:11:40.000 --> 00:11:42.000]  是香港人
[00:11:42.000 --> 00:11:44.000]  你放行李箱去拉人家的東西
[00:11:44.000 --> 00:11:46.000]  下來就沒問題
[00:11:46.000 --> 00:11:48.000]  人家下來香港拉我們東西走
[00:11:48.000 --> 00:11:50.000]  有問題
[00:11:50.000 --> 00:11:52.000]  你不明白這個問題嗎
[00:11:52.000 --> 00:11:54.000]  很有問題
[00:11:54.000 --> 00:11:56.000]  我們去加拿大
[00:11:56.000 --> 00:11:58.000]  搶貴了人家的房子
[00:11:58.000 --> 00:12:00.000]  沒問題
[00:12:00.000 --> 00:12:02.000]  強國人去到加拿大搶貴了人家的房子
[00:12:02.000 --> 00:12:04.000]  有問題
[00:12:04.000 --> 00:12:06.000]  這個問題是什麼呢
[00:12:06.000 --> 00:12:08.000]  香港人很驕傲
[00:12:08.000 --> 00:12:10.000]  香港人做什麼都可以
[00:12:10.000 --> 00:12:12.000]  怎樣破壞都可以
[00:12:12.000 --> 00:12:14.000]  但有人比香港人厲害就是不行
[00:12:14.000 --> 00:12:16.000]  特別那些叫強國人
[00:12:16.000 --> 00:12:20.000]  是不是很奇怪
[00:12:20.000 --> 00:12:22.000]  當然我們明白
[00:12:22.000 --> 00:12:24.000]  政府應該做些事
[00:12:24.000 --> 00:12:26.000]  導致這種強國人來香港購物
[00:12:26.000 --> 00:12:28.000]  不會帶來這麼大的滋擾
[00:12:28.000 --> 00:12:30.000]  我們覺得是需要的
[00:12:30.000 --> 00:12:32.000]  但是為什麼
[00:12:32.000 --> 00:12:34.000]  我們會覺得
[00:12:34.000 --> 00:12:36.000]  人家做就沒問題
[00:12:36.000 --> 00:12:38.000]  我們做就有問題
[00:12:38.000 --> 00:12:40.000]  人家做就沒問題
[00:12:40.000 --> 00:12:42.000]  人家做就有問題
[00:12:42.000 --> 00:12:44.000]  是因為我們接受不到
[00:12:44.000 --> 00:12:46.000]  人家富有過我們
[00:12:46.000 --> 00:12:48.000]  這是一個大問題
[00:12:48.000 --> 00:12:50.000]  弟兄姊妹
[00:12:50.000 --> 00:12:52.000]  基督徒必須要學會
[00:12:52.000 --> 00:12:54.000]  學會怎樣處於
[00:12:54.000 --> 00:12:56.000]  豐盛的時候
[00:12:56.000 --> 00:12:58.000]  富裕的時候
[00:12:58.000 --> 00:13:00.000]  也要學會怎樣處於
[00:13:00.000 --> 00:13:02.000]  飢餓
[00:13:02.000 --> 00:13:04.000]  缺乏
[00:13:04.000 --> 00:13:06.000]  的時候
[00:13:06.000 --> 00:13:08.000]  這句經文說
[00:13:08.000 --> 00:13:10.000]  我靠著那家給我力量的
[00:13:10.000 --> 00:13:12.000]  凡事都能作
[00:13:12.000 --> 00:13:14.000]  是比信徒常常濫用的
[00:13:14.000 --> 00:13:16.000]  這句經文是看上亞文
[00:13:16.000 --> 00:13:18.000]  本來這句經文說的是
[00:13:18.000 --> 00:13:20.000]  我靠著那家給我力量的
[00:13:20.000 --> 00:13:22.000]  我能夠去
[00:13:22.000 --> 00:13:26.000]  面對富或貧的處境
[00:13:26.000 --> 00:13:28.000]  不是說其他的處境
[00:13:28.000 --> 00:13:30.000]  弟兄姊妹
[00:13:30.000 --> 00:13:32.000]  在信徒來說
[00:13:32.000 --> 00:13:34.000]  無論是富足
[00:13:34.000 --> 00:13:36.000]  或缺乏
[00:13:36.000 --> 00:13:38.000]  都是來自上帝的
[00:13:38.000 --> 00:13:40.000]  安排和恩典
[00:13:40.000 --> 00:13:42.000]  我們就要知足
[00:13:42.000 --> 00:13:46.000]  有一個教務同工跟我說
[00:13:46.000 --> 00:13:48.000]  弟兄姊妹 教會有短宣隊
[00:13:48.000 --> 00:13:50.000]  我鼓勵你盡量參加
[00:13:50.000 --> 00:13:52.000]  那些又短又
[00:13:52.000 --> 00:13:54.000]  宣的短宣隊
[00:13:54.000 --> 00:13:56.000]  我的意思是
[00:13:56.000 --> 00:13:58.000]  如果能夠安排到農村
[00:13:58.000 --> 00:14:00.000]  你最好去那些
[00:14:00.000 --> 00:14:02.000]  我們在大都會的社會裏面
[00:14:02.000 --> 00:14:04.000]  我們已經忘懷了
[00:14:04.000 --> 00:14:06.000]  我們早上起床
[00:14:06.000 --> 00:14:08.000]  一開水
[00:14:08.000 --> 00:14:10.000]  就是熱水
[00:14:10.000 --> 00:14:12.000]  我覺得是理所當然的
[00:14:12.000 --> 00:14:14.000]  去完洗手間
[00:14:14.000 --> 00:14:16.000]  就自動沖水
[00:14:16.000 --> 00:14:18.000]  去很多商場
[00:14:18.000 --> 00:14:20.000]  是理所當然的
[00:14:20.000 --> 00:14:22.000]  但去到農村你會知道
[00:14:22.000 --> 00:14:24.000]  不煲是沒有熱水的
[00:14:24.000 --> 00:14:26.000]  沖涼是煲熱水
[00:14:26.000 --> 00:14:28.000]  洗手間是自動沖水
[00:14:28.000 --> 00:14:30.000]  自己動手去沖水
[00:14:30.000 --> 00:14:32.000]  是兩回事
[00:14:32.000 --> 00:14:34.000]  有一個教務同工跟我說
[00:14:34.000 --> 00:14:36.000]  他很老遠
[00:14:36.000 --> 00:14:38.000]  開了幾個小時車
[00:14:38.000 --> 00:14:40.000]  去到一個窮鄉僻壤裏面
[00:14:40.000 --> 00:14:42.000]  探一個教會的牧師
[00:14:42.000 --> 00:14:44.000]  一個女牧師
[00:14:44.000 --> 00:14:46.000]  很窮
[00:14:46.000 --> 00:14:48.000]  在國內的牧師
[00:14:48.000 --> 00:14:50.000]  跟我分享說很窮
[00:14:50.000 --> 00:14:52.000]  我連你都說很窮
[00:14:52.000 --> 00:14:54.000]  因為我們香港人
[00:14:54.000 --> 00:14:56.000]  接受的程度比你沒有那麼高
[00:14:56.000 --> 00:14:58.000]  你都說窮真的很窮
[00:14:58.000 --> 00:15:00.000]  他說窮得很厲害
[00:15:00.000 --> 00:15:02.000]  我們都接受不了
[00:15:02.000 --> 00:15:04.000]  你接受不了千萬不要帶我去
[00:15:04.000 --> 00:15:06.000]  千萬不要帶我去
[00:15:06.000 --> 00:15:08.000]  我們更加接受不了
[00:15:08.000 --> 00:15:10.000]  但很奇怪
[00:15:10.000 --> 00:15:12.000]  去到的時候那個女牧師
[00:15:12.000 --> 00:15:14.000]  她開了四個小時車
[00:15:14.000 --> 00:15:16.000]  去到的時候那個女牧師一出來接待他們
[00:15:16.000 --> 00:15:18.000]  接待他們一路充滿了笑容
[00:15:18.000 --> 00:15:20.000]  送他們走都是充滿笑容
[00:15:20.000 --> 00:15:22.000]  一路分享我們教會的問題
[00:15:22.000 --> 00:15:24.000]  教會缺乏了經濟
[00:15:24.000 --> 00:15:26.000]  老人家多
[00:15:26.000 --> 00:15:28.000]  婦女多
[00:15:28.000 --> 00:15:30.000]  貧窮人多
