
[00:00:00.000 --> 00:00:06.000]  回到CCAC之後,我發覺自己很偏心
[00:01:51.000 --> 00:01:53.000]  究竟有什麼相似的地方呢?
[00:01:53.000 --> 00:01:55.000]  例如詩篇的第一部書
[00:01:55.000 --> 00:01:57.000]  是講到人的墮落
[00:01:57.000 --> 00:01:59.000]  講到人的罪
[00:01:59.000 --> 00:02:01.000]  這個就與創世紀
[00:02:01.000 --> 00:02:04.000]  我們見到講到亞當夏娃的墮落
[00:02:04.000 --> 00:02:07.000]  與他們的罪很相似
[00:02:07.000 --> 00:02:09.000]  詩篇第二部的書
[00:02:09.000 --> 00:02:13.000]  就是講到有很多關於救贖的經文
[00:02:13.000 --> 00:02:17.000]  這個又與《出埃及記》很相似
[00:02:17.000 --> 00:02:21.000]  因為我們知道《出埃及記》是有關
[00:02:21.000 --> 00:02:25.000]  神救贖以色列人出埃及
[00:02:25.000 --> 00:02:30.000]  第三部書就是講到聖殿裡的敬拜
[00:02:30.000 --> 00:02:35.000]  這個也與《利美記》很相似
[00:02:35.000 --> 00:02:38.000]  而到了第四部的詩篇
[00:02:38.000 --> 00:02:42.000]  就是講到以色列人在曠野漂流
[00:02:42.000 --> 00:02:44.000]  慢慢進入安息
[00:02:44.000 --> 00:02:47.000]  這個主題又與《文素記》一樣
[00:02:47.000 --> 00:02:50.000]  第五部的書在詩篇
[00:02:50.000 --> 00:02:52.000]  就是講到神的話語
[00:02:52.000 --> 00:02:54.000]  是聖言
[00:02:54.000 --> 00:02:57.000]  這個與《新命記》很相似
[00:02:57.000 --> 00:02:59.000]  因為我們知道《新命記》
[00:02:59.000 --> 00:03:03.000]  就是重申神的律例典章
[00:03:03.000 --> 00:03:08.000]  我們見到每一部的書在詩篇
[00:03:08.000 --> 00:03:12.000]  都可以再分開有兩至三個主題
[00:03:12.000 --> 00:03:14.000]  小的主題
[00:03:14.000 --> 00:03:16.000]  三五一十五
[00:03:16.000 --> 00:03:18.000]  如果我真的講過詩篇的系列
[00:03:18.000 --> 00:03:20.000]  相信十五篇左右
[00:03:20.000 --> 00:03:24.000]  每一篇介紹一篇有代表性的詩篇
[00:03:24.000 --> 00:03:27.000]  就能夠給詩篇有一個好的介紹
[00:03:27.000 --> 00:03:30.000]  另外我亦可以再講一個系列
[00:03:30.000 --> 00:03:33.000]  是從大衛的新評來看詩篇
[00:03:33.000 --> 00:03:36.000]  因為我們知道很多詩篇的經文
[00:03:36.000 --> 00:03:39.000]  都是出自大衛的手筆
[00:03:39.000 --> 00:03:45.000]  今天要跟大家講的是詩篇的一百二十八篇
[00:03:45.000 --> 00:03:48.000]  詩篇一百二十八篇
[00:03:48.000 --> 00:03:50.000]  是在第五部份
[00:03:50.000 --> 00:03:53.000]  亦都是在神的話語的部份
[00:03:53.000 --> 00:03:55.000]  是有關家庭的倫理
[00:03:55.000 --> 00:03:58.000]  是有關日常的生活
[00:03:58.000 --> 00:04:02.000]  請聽我讀一次詩篇的一百二十八篇
[00:04:02.000 --> 00:04:10.000]  凡敬畏耶和華 遵行他道的人 便為有福 你要吃勞碌得來的 你要享福
[00:04:10.000 --> 00:04:17.000]  事情順利 你的妻子 在你的內室 好像多結果子的葡萄樹
[00:04:17.000 --> 00:04:21.000]  你兒女圍繞你的卓子 好像橄欖栽子
[00:04:21.000 --> 00:04:26.000]  看啊 敬畏耶和華的人 必要這樣蒙福
[00:04:26.000 --> 00:04:29.000]  願耶和華從錫安賜福給你
[00:04:29.000 --> 00:04:33.000]  願你一生一世看見耶路撒冷的好處
[00:04:33.000 --> 00:04:40.000]  願你看見你兒女的兒女 願平安歸於以色列
[00:04:40.000 --> 00:04:46.000]  詩篇第一百二十八篇是屬於所謂的常行詩
[00:04:46.000 --> 00:04:48.000]  什麼叫做常行詩
[00:04:48.000 --> 00:04:52.000]  原來詩篇一百二十篇至一百三十四篇
[00:04:52.000 --> 00:04:54.000]  一共是十五篇的經文
[00:04:54.000 --> 00:04:56.000]  是叫做常行詩
[00:04:56.000 --> 00:05:00.000]  常行詩有很多都是出自大衛的手筆
[00:05:00.000 --> 00:05:03.000]  一百二十二篇 一百二十四篇
[00:05:03.000 --> 00:05:06.000]  一百三十一 一百三十三
[00:05:06.000 --> 00:05:08.000]  都是出於大衛
[00:05:08.000 --> 00:05:11.000]  在這裡詩篇的一百三十二篇
[00:05:11.000 --> 00:05:13.000]  有提到大衛的名字
[00:05:13.000 --> 00:05:16.000]  但是由第三者的身份出現
[00:05:16.000 --> 00:05:20.000]  你說第三者的身份
[00:05:20.000 --> 00:05:22.000]  那就不是大衛寫的了
[00:05:22.000 --> 00:05:26.000]  但是你要知道詩篇一百二十二篇
[00:05:26.000 --> 00:05:28.000]  講明是大衛所寫
[00:05:28.000 --> 00:05:32.000]  大衛仍然是以第三者的身份
[00:05:32.000 --> 00:05:34.000]  在詩篇一百二十二篇出現
[00:05:34.000 --> 00:05:36.000]  所以我相信一百三十二篇
[00:05:36.000 --> 00:05:40.000]  也有可能是出自大衛的手筆
[00:05:40.000 --> 00:05:43.000]  其餘在這裡一百二十七篇
[00:05:43.000 --> 00:05:45.000]  就是所羅門王所作
[00:05:45.000 --> 00:05:48.000]  其他的詩篇都沒有提到
[00:05:48.000 --> 00:05:52.000]  上行詩也沒有提到誰是作者
[00:05:52.000 --> 00:05:55.000]  上行詩有什麼特色呢?
[00:05:55.000 --> 00:05:58.000]  上行詩的特色就是
[00:05:58.000 --> 00:06:00.000]  它們是很短的
[00:06:00.000 --> 00:06:03.000]  最短的只有三節的經文
[00:06:03.000 --> 00:06:06.000]  最長的是有十八節的經文
[00:06:06.000 --> 00:06:09.000]  而今天所講的詩篇一百二十八篇
[00:06:09.000 --> 00:06:11.000]  是一共有六節的經文
[00:06:11.000 --> 00:06:15.000]  在結構上我們看到上行詩很有趣
[00:06:15.000 --> 00:06:17.000]  有重複的字句出現
[00:06:17.000 --> 00:06:22.000]  是用希伯來人特殊的體材來寫的
[00:06:22.000 --> 00:06:27.000]  是大家互相對唱和唱和
[00:06:27.000 --> 00:06:31.000]  上行詩其實有兩個概念讓我們知道
[00:06:31.000 --> 00:06:34.000]  都和上升有關
[00:06:34.000 --> 00:06:37.000]  一個是意念上的上升
[00:06:37.000 --> 00:06:39.000]  另一個是實體上的上升
[00:06:39.000 --> 00:06:43.000]  我們先看看什麼是意念上的上升
[00:06:43.000 --> 00:06:47.000]  就是每一篇的詩篇
[00:06:47.000 --> 00:06:49.000]  在上行詩裏面
[00:06:49.000 --> 00:06:50.000]  十五篇的詩篇
[00:06:50.000 --> 00:06:52.000]  每一篇都比前面一篇
[00:06:52.000 --> 00:06:54.000]  好像更加接近神
[00:06:54.000 --> 00:06:57.000]  幫助你的心情能夠更加接近神
[00:06:57.000 --> 00:06:59.000]  一篇是比一篇好
[00:06:59.000 --> 00:07:02.000]  就是意識上越來越接近神
[00:07:02.000 --> 00:07:04.000]  這是第一個概念
[00:07:04.000 --> 00:07:06.000]  第二個概念就是
[00:07:06.000 --> 00:07:08.000]  實體上真的好像一個人
[00:07:08.000 --> 00:07:11.000]  越來越接近神
[00:07:11.000 --> 00:07:14.000]  在這方面有三個可能性
[00:07:14.000 --> 00:07:16.000]  第一個可能性就是
[00:07:16.000 --> 00:07:19.000]  這些上行詩是朝聖者
[00:07:19.000 --> 00:07:23.000]  去到耶路撒冷朝聖的時候所唱的詩
[00:07:23.000 --> 00:07:26.000]  我們知道猶太人的律法
[00:07:26.000 --> 00:07:28.000]  是有三個節日
[00:07:28.000 --> 00:07:32.000]  猶太人的男丁都要上耶路撒冷朝聖
[00:07:32.000 --> 00:07:35.000]  第一個是無教節
[00:07:35.000 --> 00:07:37.000]  第二個是五旬節
[00:07:37.000 --> 00:07:39.000]  第三個是鑄盤節
[00:07:39.000 --> 00:07:43.000]  猶太人都要去到耶路撒冷聖殿朝見神
[00:07:43.000 --> 00:07:48.000]  這些詩歌很可能是他們在路上來唱
[00:07:48.000 --> 00:07:51.000]  當他們的腳步越來越接近耶路撒冷
[00:07:51.000 --> 00:07:53.000]  越接近聖殿
[00:07:53.000 --> 00:07:55.000]  越接近神的時候
[00:07:55.000 --> 00:07:57.000]  他們就是唱這些詩歌
[00:07:57.000 --> 00:08:00.000]  所以是實體上越來越接近神
[00:08:00.000 --> 00:08:03.000]  詩篇一百二十二篇的四節
[00:08:03.000 --> 00:08:05.000]  就是一個好的例子
[00:08:05.000 --> 00:08:10.000]  可能說眾支派周師耶和華的支派上那裡去
[00:08:10.000 --> 00:08:14.000]  作以色列的證據稱讚耶和華的名
[00:08:14.000 --> 00:08:18.000]  就是他們在路上不斷稱讚耶和華的名
[00:08:18.000 --> 00:08:20.000]  越來越接近聖殿
[00:08:20.000 --> 00:08:24.000]  第二個可能性就是祭司所唱的歌
[00:08:24.000 --> 00:08:27.000]  我們知道以前耶路撒冷聖殿
[00:08:27.000 --> 00:08:31.000]  由外院進入內院有七級的台階
[00:08:31.000 --> 00:08:35.000]  由內院進入聖殿又有八級的台階
[00:08:35.000 --> 00:08:38.000]  一共加起來就是十五個台階
[00:08:38.000 --> 00:08:41.000]  有十五篇的常行詩
[00:08:41.000 --> 00:08:45.000]  所以也有可能是祭司進入聖殿的時候
[00:08:45.000 --> 00:08:47.000]  越來越接近神
[00:08:47.000 --> 00:08:50.000]  一直唱出的詩歌
[00:08:50.000 --> 00:08:52.000]  這個也有根據
[00:08:52.000 --> 00:08:54.000]  在詩篇的一百三十四篇
[00:08:54.000 --> 00:08:58.000]  說夜間站在耶和華殿中的
[00:08:58.000 --> 00:09:00.000]  這一班就是祭司
[00:09:00.000 --> 00:09:05.000]  他們在台階上越來越接近神
[00:09:05.000 --> 00:09:07.000]  來唱出的詩歌
[00:09:07.000 --> 00:09:09.000]  還有一個可能性
[00:09:09.000 --> 00:09:12.000]  就是以色列百姓的愚民
[00:09:12.000 --> 00:09:15.000]  他們在秘魯回歸的時候
[00:09:15.000 --> 00:09:17.000]  所唱的詩歌
[00:09:17.000 --> 00:09:19.000]  這個也有根據
[00:09:19.000 --> 00:09:23.000]  詩篇一百二十六篇就是這個意思
[00:09:23.000 --> 00:09:27.000]  當這班愚民越來越接近耶路撒冷
[00:09:27.000 --> 00:09:29.000]  越來越接近聖殿
[00:09:29.000 --> 00:09:33.000]  他們不斷地唱這些詩歌
[00:09:33.000 --> 00:09:36.000]  今天要跟大家說
[00:09:36.000 --> 00:09:38.000]  詩篇一百二十八篇
[00:09:38.000 --> 00:09:42.000]  怎樣能夠做一個好的爸爸
[00:09:42.000 --> 00:09:45.000]  要做一個好人不是容易
[00:09:45.000 --> 00:09:48.000]  要做一個好的丈夫更加難
[00:09:48.000 --> 00:09:50.000]  要做一個好的爸爸
[00:09:50.000 --> 00:09:52.000]  是難上加難
[00:09:52.000 --> 00:09:54.000]  非常之困難
[00:09:54.000 --> 00:09:55.000]  但是不用怕
[00:09:55.000 --> 00:09:57.000]  詩篇一百二十八篇
[00:09:57.000 --> 00:10:00.000]  是教我們怎樣能夠做一個好的爸爸
[00:10:00.000 --> 00:10:03.000]  一個夢神喜悅的爸爸
[00:10:03.000 --> 00:10:06.000]  一開始經文就說有福
[00:10:06.000 --> 00:10:10.000]  福這個字原文是偶數
[00:10:10.000 --> 00:10:13.000]  偶數的意思就是多過一個祝福
[00:10:13.000 --> 00:10:16.000]  我在說登山補訓的時候
[00:10:16.000 --> 00:10:18.000]  說八福都說過
[00:10:18.000 --> 00:10:21.000]  福這個字是代表喜樂
[00:10:21.000 --> 00:10:24.000]  所以這裡給我們看到
[00:10:24.000 --> 00:10:26.000]  就是有雙重的福氣
[00:10:26.000 --> 00:10:29.000]  是有雙重的喜樂
[00:10:29.000 --> 00:10:32.000]  中國人都很喜歡雙重的喜樂
[00:10:32.000 --> 00:10:35.000]  我們時時都說什麼
[00:10:35.000 --> 00:10:37.000]  雙喜臨門
[00:10:37.000 --> 00:10:40.000]  我以前很喜歡打乒乓球
[00:10:40.000 --> 00:10:43.000]  為什麼以前喜歡現在不喜歡
[00:10:43.000 --> 00:10:45.000]  不是說現在不喜歡
[00:10:45.000 --> 00:10:46.000]  我中了風之後
[00:10:46.000 --> 00:10:49.000]  眼和手的correlation出現了問題
[00:10:49.000 --> 00:10:52.000]  所以現在打乒乓球是廢了
[00:10:52.000 --> 00:10:53.000]  打不成
[00:10:53.000 --> 00:10:55.000]  以前我打得很好
[00:10:55.000 --> 00:10:58.000]  我以前很喜歡打乒乓球的時候
[00:10:58.000 --> 00:11:02.000]  有一隻乒乓球的用具叫做紅雙喜
[00:11:02.000 --> 00:11:04.000]  是大陸製造的
[00:11:04.000 --> 00:11:07.000]  你看到中國人真的很喜歡雙喜
[00:11:07.000 --> 00:11:10.000]  雙喜臨門紅雙喜
[00:11:10.000 --> 00:11:12.000]  C篇128篇告訴我們
[00:11:12.000 --> 00:11:15.000]  我們怎樣能夠做爸爸
[00:11:15.000 --> 00:11:17.000]  怎樣能夠得到雙重的福氣
[00:11:17.000 --> 00:11:20.000]  怎樣能夠得到雙重的喜樂
[00:11:20.000 --> 00:11:24.000]  但是如果我們做得不好的時候
[00:11:24.000 --> 00:11:27.000]  就可能會有雙重的悲哀
[00:11:27.000 --> 00:11:29.000]  雙重的痛苦
[00:11:29.000 --> 00:11:31.000]  今天讓我們看到
[00:11:31.000 --> 00:11:32.000]  經文告訴我們
[00:11:32.000 --> 00:11:34.000]  一共有五點
[00:11:34.000 --> 00:11:38.000]  第一點就是一個屬靈的爸爸的品格
[00:11:38.000 --> 00:11:43.000]  第二點就是一個屬靈的爸爸要知足
[00:11:43.000 --> 00:11:45.000]  第三點告訴我們
[00:11:45.000 --> 00:11:48.000]  這個屬靈的爸爸的妻子是怎樣
[00:11:48.000 --> 00:11:51.000]  第四點告訴我們
[00:11:51.000 --> 00:11:54.000]  一個屬靈的爸爸的子女是怎樣
[00:11:54.000 --> 00:11:56.000]  最後告訴我們
[00:11:56.000 --> 00:11:59.000]  一個屬靈的爸爸會得到神的祝福
[00:11:59.000 --> 00:12:02.000]  得到從神而來的福氣
[00:12:02.000 --> 00:12:04.000]  我們先看第一點
[00:12:04.000 --> 00:12:06.000]  就是屬靈的品格
[00:12:06.000 --> 00:12:09.000]  在C篇128篇的第一節
[00:12:09.000 --> 00:12:14.000]  「凡驚慰耶和華遵行他道的人便為有福」
[00:12:14.000 --> 00:12:20.000]  一個好的爸爸要成為一個喜樂的爸爸
[00:12:20.000 --> 00:12:23.000]  一個好的爸爸、喜樂的爸爸
[00:12:23.000 --> 00:12:25.000]  為什麼能夠得到喜樂?
[00:12:25.000 --> 00:12:27.000]  他是一個敬畏神的人
[00:12:27.000 --> 00:12:32.000]  所以喜樂的源頭是從敬畏神而來
[00:12:32.000 --> 00:12:34.000]  很多時候我們都會說
[00:12:34.000 --> 00:12:37.000]  喜樂的源頭是什麼?
[00:12:37.000 --> 00:12:39.000]  有段好的婚姻
[00:12:39.000 --> 00:12:42.000]  一段好的婚姻就能夠喜樂
[00:12:42.000 --> 00:12:45.000]  有人說是錢財
[00:12:45.000 --> 00:12:48.000]  也有人說是健康
[00:12:48.000 --> 00:12:51.000]  就算今時今日有很多基督徒都會這樣說
[00:12:51.000 --> 00:12:53.000]  樣樣都是假的
[00:12:53.000 --> 00:12:55.000]  健康才是最重要
[00:12:55.000 --> 00:12:58.000]  但是聖經不是這樣說的
[00:12:58.000 --> 00:13:00.000]  也不是名利
[00:13:00.000 --> 00:13:02.000]  也不是成功
[00:13:02.000 --> 00:13:03.000]  聖經說什麼?
[00:13:03.000 --> 00:13:06.000]  喜樂的源頭是敬畏神
[00:13:06.000 --> 00:13:08.000]  我們要愛神
[00:13:08.000 --> 00:13:10.000]  我們要敬畏神
[00:13:10.000 --> 00:13:12.000]  有人說
[00:13:12.000 --> 00:13:14.000]  你又說要愛神
[00:13:14.000 --> 00:13:16.000]  那怎麼可以敬畏神?
[00:13:16.000 --> 00:13:21.000]  愛神和敬畏神絕對不是互相有抵觸
[00:13:21.000 --> 00:13:23.000]  我爸爸在生的時候
[00:13:23.000 --> 00:13:24.000]  我很怕我爸爸
[00:13:24.000 --> 00:13:26.000]  我怕得不得了
[00:13:26.000 --> 00:13:28.000]  但是我很愛我的爸爸
[00:13:28.000 --> 00:13:31.000]  兩者是可以並存
[00:13:31.000 --> 00:13:34.000]  我是一個讀科學的人
[00:13:34.000 --> 00:13:36.000]  所以我想不通的東西
[00:13:36.000 --> 00:13:39.000]  我就很喜歡想我的背景
[00:13:39.000 --> 00:13:40.000]  我的科學
[00:13:40.000 --> 00:13:42.000]  我做太空工程
[00:13:42.000 --> 00:13:47.000]  所以我想到愛神和敬畏神
[00:13:47.000 --> 00:13:51.000]  就好像地心吸力和離心力
[00:13:51.000 --> 00:13:54.000]  什麼叫做地心吸力和離心力?
[00:13:54.000 --> 00:13:58.000]  地球可以圍繞著太陽來運行
[00:13:58.000 --> 00:14:00.000]  因為有地心吸力
[00:14:00.000 --> 00:14:02.000]  也因為有離心力
[00:14:02.000 --> 00:14:07.000]  我們知道地球和太陽中間是有吸力的
[00:14:07.000 --> 00:14:08.000]  就是地心吸力
[00:14:08.000 --> 00:14:10.000]  因為有重量
[00:14:10.000 --> 00:14:13.000]  如果地球停止行走的時候
[00:14:13.000 --> 00:14:15.000]  就肯定被太陽吸進去
[00:14:15.000 --> 00:14:16.000]  撞上太陽
[00:14:16.000 --> 00:14:18.000]  那就糟糕了
[00:14:18.000 --> 00:14:19.000]  但是有離心力
[00:14:19.000 --> 00:14:21.000]  因為它不斷在運行
[00:14:21.000 --> 00:14:25.000]  就好像你把石頭用繩子綁著
[00:14:25.000 --> 00:14:27.000]  然後你在搖晃的時候
[00:14:27.000 --> 00:14:30.000]  你會發覺石頭是一個圓圈
[00:14:30.000 --> 00:14:31.000]  轉來轉去
[00:14:31.000 --> 00:14:34.000]  就好像地球圍繞著太陽
[00:14:34.000 --> 00:14:37.000]  那條繩子是拉得很緊
[00:14:37.000 --> 00:14:39.000]  為什麼會拉得很緊?
[00:14:39.000 --> 00:14:41.000]  如果不是繩子拉緊的話
[00:14:41.000 --> 00:14:43.000]  石頭就飛出去了
[00:14:43.000 --> 00:14:46.000]  你看到一個東西在運行
[00:14:46.000 --> 00:14:47.000]  在轉動的時候
[00:14:47.000 --> 00:14:51.000]  有一個離心力使它離開中間
[00:14:51.000 --> 00:14:54.000]  但是也有地心吸力吸回來
[00:14:54.000 --> 00:15:00.000]  這就好像愛神和敬畏神
[00:15:00.000 --> 00:15:03.000]  神的屬性有很多屬性
[00:15:03.000 --> 00:15:05.000]  令我們很敬畏祂
[00:15:05.000 --> 00:15:08.000]  例如神的聖潔是不可侵犯
[00:15:08.000 --> 00:15:10.000]  例如祂是公義的
[00:15:10.000 --> 00:15:12.000]  最一定要得到審判
[00:15:12.000 --> 00:15:14.000]  例如神是怒氣的
[00:15:14.000 --> 00:15:17.000]  這一切都令我們卻而遠之
[00:15:17.000 --> 00:15:19.000]  我們見到神就害怕了
[00:15:19.000 --> 00:15:20.000]  敬畏神
[00:15:20.000 --> 00:15:25.000]  但是神的屬性也有吸引我們的地方
[00:15:25.000 --> 00:15:27.000]  就是祂的愛
[00:15:27.000 --> 00:15:28.000]  就是祂的憐憫
[00:15:28.000 --> 00:15:32.000]  祂愛我們愛到連祂的獨生子都賜給我們
[00:15:32.000 --> 00:15:36.000]  就是這兩股力量平衡著
[00:15:36.000 --> 00:15:40.000]  就好像地心吸力和離心力的平衡
[00:15:40.000 --> 00:15:44.000]  以致地球可以圍繞的太陽來行走
[00:15:44.000 --> 00:15:48.000]  我們就是因為有愛神的心和敬畏神的心
[00:15:48.000 --> 00:15:49.000]  兩者是平衡的
[00:15:49.000 --> 00:15:53.000]  以致我們能夠走在神的道路上
[00:15:53.000 --> 00:15:56.000]  能夠走在神的旨意上
[00:15:56.000 --> 00:15:58.000]  兩者是平衡
[00:15:58.000 --> 00:16:00.000]  你越是愛神的時候
[00:16:00.000 --> 00:16:02.000]  你越會敬畏祂
[00:16:02.000 --> 00:16:03.000]  你越是敬畏祂的時候
[00:16:03.000 --> 00:16:05.000]  你越是會愛神
[00:16:05.000 --> 00:16:08.000]  兩者不可缺一
[00:16:08.000 --> 00:16:09.000]  一個屬靈的爸爸
[00:16:09.000 --> 00:16:13.000]  他是有敬畏神的心
[00:16:13.000 --> 00:16:15.000]  我說敬畏神
[00:16:15.000 --> 00:16:18.000]  我不是說要做一個完美的爸爸
[00:16:18.000 --> 00:16:21.000]  世界上沒有人是完美的爸爸
[00:16:21.000 --> 00:16:24.000]  我兩個女兒就最清楚我
[00:16:24.000 --> 00:16:26.000]  知道我所有的弱點
[00:16:26.000 --> 00:16:29.000]  知道我所有的死穴在哪裡
[00:16:29.000 --> 00:16:31.000]  這個穴道你按下去
[00:16:31.000 --> 00:16:32.000]  爸爸就立刻一觸即發
[00:16:32.000 --> 00:16:34.000]  立刻就發脾氣
[00:16:34.000 --> 00:16:37.000]  他們全部都知道
[00:16:37.000 --> 00:16:39.000]  做一個敬畏神的人
[00:16:39.000 --> 00:16:41.000]  不是做一個完美的人
[00:16:41.000 --> 00:16:43.000]  我們要是敬畏神
[00:16:43.000 --> 00:16:45.000]  才能夠走在祂的旨意上
[00:16:45.000 --> 00:16:48.000]  走在祂的道路上
[00:16:48.000 --> 00:16:50.000]  我很感謝神
[00:16:50.000 --> 00:16:53.000]  我兩個女兒還在英文堂聚會
[00:16:53.000 --> 00:16:55.000]  我這次回來CCAC
[00:16:55.000 --> 00:16:57.000]  有一個很大的原因
[00:16:57.000 --> 00:16:59.000]  就是為了我兩個女兒
[00:16:59.000 --> 00:17:01.000]  我希望能夠和我兩個女兒
[00:17:01.000 --> 00:17:04.000]  一起敬拜世上唯一的真神
[00:17:04.000 --> 00:17:07.000]  除非我們做父母
[00:17:07.000 --> 00:17:09.000]  是有敬畏神的心
[00:17:09.000 --> 00:17:12.000]  我們不能夠真真正正培養出
[00:17:12.000 --> 00:17:14.000]  屬靈的子女
[00:17:14.000 --> 00:17:17.000]  因為如果我們自己沒有屬靈的品格
[00:17:17.000 --> 00:17:20.000]  我們怎能夠培養我們的子女
[00:17:20.000 --> 00:17:21.000]  有屬靈的品格
[00:17:21.000 --> 00:17:23.000]  是不可能的事
[00:17:23.000 --> 00:17:25.000]  這個就是第一點
[00:17:25.000 --> 00:17:27.000]  我們要敬畏神
[00:17:27.000 --> 00:17:29.000]  第二點呢
[00:17:29.000 --> 00:17:31.000]  第二點我們要知足
[00:17:31.000 --> 00:17:35.000]  詩篇128篇的第二節說
[00:17:35.000 --> 00:17:37.000]  你要吃勞碌得來的
[00:17:37.000 --> 00:17:38.000]  你要享福
[00:17:38.000 --> 00:17:40.000]  事情順利
[00:17:40.000 --> 00:17:41.000]  一個好的父親
[00:17:41.000 --> 00:17:43.000]  不單是有屬靈的品格
[00:17:43.000 --> 00:17:44.000]  敬畏神
[00:17:44.000 --> 00:17:47.000]  他也是一個知足的人
[00:17:47.000 --> 00:17:50.000]  我們要為我們所勞碌得來的
[00:17:50.000 --> 00:17:52.000]  享福
[00:17:52.000 --> 00:17:53.000]  剛才已經說了
[00:17:53.000 --> 00:17:55.000]  福這個字是什麼意思
[00:17:55.000 --> 00:17:57.000]  就是喜樂
[00:17:57.000 --> 00:17:59.000]  我們要為我們勞碌得來的
[00:17:59.000 --> 00:18:01.000]  而喜樂
[00:18:01.000 --> 00:18:03.000]  而滿足
[00:18:03.000 --> 00:18:06.000]  無論我們在世上有什麼工作
[00:18:06.000 --> 00:18:07.000]  藍領工作
[00:18:07.000 --> 00:18:09.000]  白領工作
[00:18:09.000 --> 00:18:12.000]  甚至是已經退休的人
[00:18:12.000 --> 00:18:15.000]  我們都應該為我們身勞而得到的
[00:18:15.000 --> 00:18:16.000]  來到是喜樂
[00:18:16.000 --> 00:18:18.000]  來到是感到滿足
[00:18:18.000 --> 00:18:21.000]  一個爸爸能夠腳踏實地來到養家
[00:18:21.000 --> 00:18:25.000]  其實是一個非常有意思的工作
[00:18:25.000 --> 00:18:28.000]  他應該享受神所給他的一切
[00:18:28.000 --> 00:18:32.000]  他應該享受他的生活
[00:18:32.000 --> 00:18:35.000]  以他的生活來感到滿足
[00:18:35.000 --> 00:18:39.000]  在這裏是肥納比書的四章十九節
[00:18:39.000 --> 00:18:43.000]  「我的神必照他榮耀的豐富
[00:18:43.000 --> 00:18:49.000]  在基督耶穌裡使你們一切所需用的都充足」
[00:18:49.000 --> 00:18:50.000]  我們看到
[00:18:50.000 --> 00:18:52.000]  一個走在神旨意裡的人
[00:18:52.000 --> 00:18:55.000]  神一定會祝福保守
[00:18:55.000 --> 00:18:57.000]  但是不要忘記
[00:18:57.000 --> 00:19:00.000]  在鐵撒羅尼加後書的三章十節
[00:19:00.000 --> 00:19:02.000]  保羅也提醒我們
[00:19:02.000 --> 00:19:03.000]  保羅說
[00:19:03.000 --> 00:19:05.000]  「我們在你們那裡的時候
[00:19:05.000 --> 00:19:09.000]  曾吩咐你們若有人不肯作供
[00:19:09.000 --> 00:19:11.000]  就不可吃飯」
[00:19:11.000 --> 00:19:14.000]  有沒有看到這裏互相平衡
[00:19:14.000 --> 00:19:16.000]  有兩樣東西是平衡
[00:19:16.000 --> 00:19:18.000]  你走在神的旨意
[00:19:18.000 --> 00:19:19.000]  神會祝福你
[00:19:19.000 --> 00:19:23.000]  但是你也需要願意去工作
[00:19:23.000 --> 00:19:24.000]  保羅說
[00:19:24.000 --> 00:19:25.000]  「你不去工作的話
[00:19:25.000 --> 00:19:27.000]  你沒有飯吃
