
[00:00:00.000 --> 00:00:04.000]  讓我們開始之前,我們先一同的禱告
[00:02:51.000 --> 00:02:55.000]  並不是隨從乖巧捏造的謊言
[00:02:55.000 --> 00:02:58.000]  乃是親眼見過他的威榮
[00:02:58.000 --> 00:03:02.000]  他從父神得尊榮榮耀的時候
[00:03:02.000 --> 00:03:07.000]  從極大榮光之中有聲音出來向他說
[00:03:07.000 --> 00:03:13.000]  這是我的愛子,我所喜悅的,我們和他在聖山的時候
[00:03:13.000 --> 00:03:18.000]  親自聽見這聲音從天上出來
[00:03:18.000 --> 00:03:20.000]  好,就這樣
[00:03:20.000 --> 00:03:22.000]  第一個經文告訴我們
[00:03:22.000 --> 00:03:27.000]  去印證耶穌他的大能和他在來的真實性
[00:03:27.000 --> 00:03:31.000]  是彼得自己的見證
[00:03:31.000 --> 00:03:36.000]  經文一開始就交代了彼得撰寫這段經文的目的
[00:03:36.000 --> 00:03:43.000]  就是見證主耶穌基督的大能和他在來的事情
[00:03:43.000 --> 00:03:47.000]  彼得說,我從前將我們主耶穌基督的大能
[00:03:47.000 --> 00:03:51.000]  和他降臨的事告訴你們
[00:03:51.000 --> 00:03:55.000]  並不是隨從乖巧捏造的謊言
[00:03:55.000 --> 00:04:00.000]  乃是親眼見過他的威榮
[00:04:00.000 --> 00:04:05.000]  彼得說,他曾經在聖山上見證耶穌的改變
[00:04:05.000 --> 00:04:10.000]  他親身的經歷,他們都親耳聽見
[00:04:10.000 --> 00:04:13.000]  有極榮耀的聲音在天上來說
[00:04:13.000 --> 00:04:17.000]  這是我的愛子,是我所喜悅的
[00:04:17.000 --> 00:04:20.000]  彼得引用他自身的經歷
[00:04:20.000 --> 00:04:23.000]  其實旨在講明幾件很重要的事實
[00:04:23.000 --> 00:04:28.000]  第一,耶穌是一個曾經存在的歷史人物
[00:04:28.000 --> 00:04:33.000]  彼得是曾經和耶穌吃過飯,一起生活
[00:04:33.000 --> 00:04:36.000]  耶穌並不是一個虛構的歷史人物
[00:04:36.000 --> 00:04:40.000]  第二,他要告訴我們,耶穌是大有能力的
[00:04:40.000 --> 00:04:43.000]  當彼得轉述天上來的聲音
[00:04:43.000 --> 00:04:48.000]  說這是我的愛子,我所喜悅的
[00:04:48.000 --> 00:04:50.000]  其實彼得想表達的就是
[00:04:50.000 --> 00:04:54.000]  神的靈和他的能力降臨
[00:04:54.000 --> 00:04:57.000]  並且停留在主耶穌的身上
[00:04:57.000 --> 00:05:02.000]  第三,就是講到主耶穌在來的預表
[00:05:02.000 --> 00:05:06.000]  當在聖山上見到耶穌的變相
[00:05:06.000 --> 00:05:10.000]  他們也見到先知以利亞和摩西的來臨
[00:05:10.000 --> 00:05:15.000]  這件事對彼得來說是一件已經發生的歷史事件
[00:05:15.000 --> 00:05:18.000]  既然這件事已經發生了一次
[00:05:18.000 --> 00:05:22.000]  彼得相信耶穌再來的事
[00:05:22.000 --> 00:05:27.000]  也會是另一件歷史事實會發生
[00:05:27.000 --> 00:05:31.000]  彼得為什麼要再三強調這個見證
[00:05:31.000 --> 00:05:36.000]  其實是因為當時一些假師傅所傳的教訓
[00:05:36.000 --> 00:05:41.000]  有否認耶穌再來的傾向
[00:05:41.000 --> 00:05:43.000]  以致動搖了信徒的信心
[00:05:43.000 --> 00:05:46.000]  令他們失去了盼望
[00:05:46.000 --> 00:05:49.000]  彼得以自身與主同行的經歷
[00:05:49.000 --> 00:05:51.000]  去宣告這個真理
[00:05:51.000 --> 00:05:56.000]  我所傳的,是我親眼見過的
[00:05:56.000 --> 00:06:03.000]  而不是你們所聽到的那些乖巧捏造的謊言
[00:06:03.000 --> 00:06:07.000]  主的再來是一個啟示的真理
[00:06:07.000 --> 00:06:09.000]  不是他們所講的神話
[00:06:09.000 --> 00:06:11.000]  或者自己的猜想
[00:06:11.000 --> 00:06:12.000]  原因是什麼
[00:06:12.000 --> 00:06:17.000]  原因是說,我曾經與耶穌生活過
[00:06:17.000 --> 00:06:21.000]  我是祂威榮的見證人
[00:06:21.000 --> 00:06:22.000]  簡單一句話
[00:06:22.000 --> 00:06:25.000]  彼得就是以他自身的經歷
[00:06:25.000 --> 00:06:32.000]  去印證耶穌的大能和真實來臨
[00:06:32.000 --> 00:06:34.000]  弟兄姊妹
[00:06:34.000 --> 00:06:37.000]  彼得的見證再次提醒我們
[00:06:37.000 --> 00:06:41.000]  與主緊密結連的重要性
[00:06:41.000 --> 00:06:43.000]  彼得在經文的起頭說
[00:06:43.000 --> 00:06:45.000]  他親眼見到耶穌
[00:06:45.000 --> 00:06:49.000]  亦都親耳聽到從天上來的聲音
[00:06:49.000 --> 00:06:52.000]  印證耶穌是神兒子的真實性
[00:06:52.000 --> 00:06:58.000]  他其實與耶穌的相交相處很深刻
[00:06:58.000 --> 00:07:00.000]  你看回福音書裡
[00:07:00.000 --> 00:07:03.000]  很多時候都提到他們一同出去作工
[00:07:03.000 --> 00:07:05.000]  一同面對各種困難
[00:07:05.000 --> 00:07:07.000]  甚至一同吃飯
[00:07:07.000 --> 00:07:09.000]  所以我們可以知道
[00:07:09.000 --> 00:07:14.000]  彼得對耶穌的認識是第一身的
[00:07:14.000 --> 00:07:18.000]  而不是其他人告訴他的經驗
[00:07:18.000 --> 00:07:22.000]  正因為他與耶穌有這麼親密的相交
[00:07:22.000 --> 00:07:24.000]  他明白耶穌的個性
[00:07:24.000 --> 00:07:29.000]  他亦都能夠信任耶穌的為人和品格
[00:07:29.000 --> 00:07:31.000]  於是就算現在的環境
[00:07:31.000 --> 00:07:33.000]  很多人對耶穌的身份
[00:07:33.000 --> 00:07:35.000]  他的能力有很多的懷疑
[00:07:35.000 --> 00:07:37.000]  甚至懷疑到一個地步
[00:07:37.000 --> 00:07:39.000]  連人都會動搖的時候
[00:07:39.000 --> 00:07:42.000]  彼得仍然都不去動搖
[00:07:42.000 --> 00:07:43.000]  原因很簡單
[00:07:43.000 --> 00:07:50.000]  就是彼得知道和認識他所傳的耶穌是一個怎樣的人
[00:07:50.000 --> 00:07:56.000]  所以當彼得分享他自己的登山見證耶穌改變的時候
[00:07:56.000 --> 00:08:02.000]  他的見證其實對當時的人有很大的說服力
[00:08:02.000 --> 00:08:05.000]  和有很大的感染力
[00:08:05.000 --> 00:08:08.000]  我會反問一個事情
[00:08:08.000 --> 00:08:12.000]  當我們今天要與其他人分享
[00:08:12.000 --> 00:08:15.000]  耶穌在我們身上的工作的時候
[00:08:15.000 --> 00:08:17.000]  我們亦都是否有
[00:08:17.000 --> 00:08:20.000]  好像彼得同樣的說服力
[00:08:20.000 --> 00:08:22.000]  同樣的感染力
[00:08:22.000 --> 00:08:25.000]  以致當人聽完我們的分享的時候
[00:08:25.000 --> 00:08:30.000]  他的信心得以提升呢?
[00:08:30.000 --> 00:08:33.000]  在我剛剛初在中學區
[00:08:33.000 --> 00:08:38.000]  轉到喜樂區轉到信實區的時候
[00:08:38.000 --> 00:08:40.000]  總有人問我很多的問題
[00:08:40.000 --> 00:08:43.000]  其中一個經常被人問到的問題就是
[00:08:43.000 --> 00:08:45.000]  陳教師呀
[00:08:45.000 --> 00:08:47.000]  你這麼年輕
[00:08:47.000 --> 00:08:49.000]  由青年人的工作
[00:08:49.000 --> 00:08:52.000]  轉去做老人家的工作
[00:08:52.000 --> 00:08:54.000]  你習慣嗎?
[00:08:54.000 --> 00:08:58.000]  你辛苦嗎?
[00:08:58.000 --> 00:09:00.000]  接著我就會問我的人
[00:09:00.000 --> 00:09:03.000]  不辛苦 怎樣辛苦呢?
[00:09:03.000 --> 00:09:06.000]  接著我再問我的人
[00:09:06.000 --> 00:09:09.000]  其實我在一群年長的弟兄姊妹身上
[00:09:09.000 --> 00:09:11.000]  我學到一些很寶貴的功課
[00:09:11.000 --> 00:09:15.000]  譬如怎樣去跟從主
[00:09:15.000 --> 00:09:18.000]  單單依靠神的功課
[00:09:18.000 --> 00:09:21.000]  記得有一次我去醫院探訪
[00:09:21.000 --> 00:09:24.000]  那次探訪要探訪一個長者
[00:09:24.000 --> 00:09:27.000]  他需要做一個緊急手術
[00:09:27.000 --> 00:09:29.000]  去探訪他的時候
[00:09:29.000 --> 00:09:30.000]  就跟他聊天
[00:09:30.000 --> 00:09:32.000]  聊天的時候他跟我說
[00:09:32.000 --> 00:09:34.000]  問他有什麼祈禱的需要
[00:09:34.000 --> 00:09:36.000]  他沒有回答我
[00:09:36.000 --> 00:09:40.000]  其實我都不擔心我的病是怎樣
[00:09:40.000 --> 00:09:42.000]  手術的成敗如何
[00:09:42.000 --> 00:09:43.000]  我都不擔心
[00:09:43.000 --> 00:09:44.000]  其實說真的
[00:09:44.000 --> 00:09:46.000]  我的年紀都很大了
[00:09:46.000 --> 00:09:49.000]  主如果願意接我回天家
[00:09:49.000 --> 00:09:51.000]  我開心
[00:09:51.000 --> 00:09:54.000]  但如果主要傳流我的性命
[00:09:54.000 --> 00:09:57.000]  我一樣都高興
[00:09:57.000 --> 00:10:01.000]  但他說他要求一件事
[00:10:01.000 --> 00:10:04.000]  他求不要痛
[00:10:04.000 --> 00:10:07.000]  他說做完手術之後
[00:10:07.000 --> 00:10:09.000]  最重要是過程不要痛
[00:10:09.000 --> 00:10:12.000]  做完手術之後都不要什麼
[00:10:12.000 --> 00:10:15.000]  都不要痛
[00:10:15.000 --> 00:10:18.000]  我聽完這個姐妹的分享
[00:10:18.000 --> 00:10:20.000]  我很震撼
[00:10:20.000 --> 00:10:23.000]  我在想如果我是那個病人
[00:10:23.000 --> 00:10:25.000]  睡在床上
[00:10:25.000 --> 00:10:28.000]  生死輪到我去決定
[00:10:28.000 --> 00:10:33.000]  我對死亡有沒有這麼豁達
[00:10:33.000 --> 00:10:35.000]  於是我很欣賞
[00:10:35.000 --> 00:10:38.000]  欣賞我們在座的很多長者
[00:10:38.000 --> 00:10:40.000]  他們那份單單依靠神
[00:10:40.000 --> 00:10:42.000]  單單信靠神的心
[00:10:42.000 --> 00:10:44.000]  對他們來說無論發生什麼事
[00:10:44.000 --> 00:10:47.000]  最重要是上帝你想怎樣
[00:10:47.000 --> 00:10:52.000]  我就願意去聽從
[00:10:52.000 --> 00:10:54.000]  如此我覺得他們的見證
[00:10:54.000 --> 00:10:56.000]  分享他們怎樣跟從神
[00:10:56.000 --> 00:10:59.000]  很有感染力
[00:10:59.000 --> 00:11:03.000]  亦都他們的分享讓我覺得很親切
[00:11:03.000 --> 00:11:07.000]  因為原來神不是離我們那麼遠
[00:11:07.000 --> 00:11:09.000]  頂姐妹你願不願意
[00:11:09.000 --> 00:11:12.000]  都像我們所愛的長者在這裡
[00:11:12.000 --> 00:11:15.000]  都和他們一樣有那份生命力
[00:11:15.000 --> 00:11:17.000]  有那份感染力
[00:11:17.000 --> 00:11:21.000]  能夠為主作美好的見證
[00:11:21.000 --> 00:11:24.000]  所以讓我們都學習
[00:11:24.000 --> 00:11:29.000]  學習多些去和上帝緊密的結連
[00:11:29.000 --> 00:11:31.000]  在日常的生活裡面
[00:11:31.000 --> 00:11:33.000]  我們去行出來
[00:11:33.000 --> 00:11:36.000]  不只是知要去做
[00:11:36.000 --> 00:11:38.000]  還有看下你旁邊那些
[00:11:38.000 --> 00:11:39.000]  如果你有長者的
[00:11:39.000 --> 00:11:40.000]  看下他們
[00:11:40.000 --> 00:11:43.000]  他們是雲彩般的見證人
[00:11:43.000 --> 00:11:45.000]  能夠提升我們的信心
[00:11:45.000 --> 00:11:48.000]  鼓勵我們跟從耶穌更加好
[00:11:48.000 --> 00:11:50.000]  所以第一個分享
[00:11:50.000 --> 00:11:55.000]  生命我們要與主緊密的結連
[00:11:55.000 --> 00:11:57.000]  第二個見證
[00:11:57.000 --> 00:11:58.000]  是先知的見證
[00:11:58.000 --> 00:12:03.000]  讓我們一同讀第十九節
[00:12:03.000 --> 00:12:05.000]  找到的時候我們一起讀
[00:12:05.000 --> 00:12:07.000]  預備一二三
[00:12:07.000 --> 00:12:11.000]  我們並有先知更確的預言
[00:12:11.000 --> 00:12:14.000]  如同燈照在暗處
[00:12:14.000 --> 00:12:16.000]  你們在這預言上
[00:12:16.000 --> 00:12:20.000]  留意直等到天發亮
[00:12:20.000 --> 00:12:24.000]  神星在你們心裡出現的時候
[00:12:24.000 --> 00:12:27.000]  這才是好的
[00:12:27.000 --> 00:12:29.000]  彼得除了引述他自身的經歷
[00:12:29.000 --> 00:12:32.000]  去證明耶穌的大能
[00:12:32.000 --> 00:12:35.000]  和他再來的真實性之外
[00:12:35.000 --> 00:12:37.000]  他更加指出先知的話
[00:12:37.000 --> 00:12:41.000]  也是印證這件事的可靠性
[00:12:41.000 --> 00:12:43.000]  並且他要門徒
[00:12:43.000 --> 00:12:48.000]  要細心的去查考當中的話
[00:12:48.000 --> 00:12:51.000]  彼得說先知的話好像什麼呢
[00:12:51.000 --> 00:12:54.000]  好像黑暗中的燈
[00:12:54.000 --> 00:12:56.000]  他又說直到天亮
[00:12:56.000 --> 00:12:58.000]  神星升起的時候
[00:12:58.000 --> 00:13:00.000]  神星和天亮
[00:13:00.000 --> 00:13:03.000]  其實是表示了主的在來
[00:13:03.000 --> 00:13:05.000]  如果將剛才那兩句說話
[00:13:05.000 --> 00:13:06.000]  加在一起
[00:13:06.000 --> 00:13:08.000]  大概的意思是怎樣呢
[00:13:08.000 --> 00:13:09.000]  先知的話
[00:13:09.000 --> 00:13:13.000]  是主耶穌在臨之前
[00:13:13.000 --> 00:13:17.000]  神賜給我們世人的明燈
[00:13:17.000 --> 00:13:20.000]  是照亮黑暗世界的光
[00:13:20.000 --> 00:13:24.000]  信徒要留心的去考察
[00:13:24.000 --> 00:13:27.000]  將當中神感動的啟示
[00:13:27.000 --> 00:13:29.000]  應用在我們身上
[00:13:29.000 --> 00:13:31.000]  這樣我們就能夠
[00:13:31.000 --> 00:13:33.000]  在這個黑暗的世代裡
[00:13:33.000 --> 00:13:35.000]  獲得安全的保障
[00:13:35.000 --> 00:13:39.000]  和盼望
[00:13:39.000 --> 00:13:40.000]  簡單來說
[00:13:40.000 --> 00:13:42.000]  彼得就是要求門徒
[00:13:42.000 --> 00:13:46.000]  要好好的去看待聖賢
[00:13:46.000 --> 00:13:51.000]  要用心的去查考
[00:13:51.000 --> 00:13:52.000]  弟兄姊妹
[00:13:52.000 --> 00:13:57.000]  今天我們又是怎樣看神的話呢
[00:13:57.000 --> 00:13:59.000]  在這裡我想問大家一個問題
[00:13:59.000 --> 00:14:00.000]  就是
[00:14:00.000 --> 00:14:02.000]  究竟我們當中有多少人
[00:14:02.000 --> 00:14:06.000]  是每一天都有看聖經的
[00:14:06.000 --> 00:14:10.000]  可以舉一舉手示意的
[00:14:10.000 --> 00:14:16.000]  那每三天就會看一次呢
[00:14:16.000 --> 00:14:21.000]  一個星期才看一次呢
[00:14:21.000 --> 00:14:25.000]  那沒有舉手的呢
[00:14:25.000 --> 00:14:26.000]  不要緊
[00:14:26.000 --> 00:14:27.000]  不舉手的
[00:14:27.000 --> 00:14:28.000]  那你都知道
[00:14:28.000 --> 00:14:30.000]  今天我們都在讀經
[00:14:30.000 --> 00:14:33.000]  我們都在讀神的話
[00:14:33.000 --> 00:14:34.000]  我們都鼓勵大家
[00:14:34.000 --> 00:14:37.000]  我鼓勵大家繼續讀多一點聖經
[00:14:37.000 --> 00:14:38.000]  弟兄姊妹
[00:14:38.000 --> 00:14:40.000]  從剛才那個簡單的舉手
[00:14:40.000 --> 00:14:43.000]  其實都表示了一個很重要的東西
[00:14:43.000 --> 00:14:44.000]  就是
[00:14:44.000 --> 00:14:47.000]  其實我們都不是花很多的時間
[00:14:47.000 --> 00:14:50.000]  在研讀神的話上面
[00:14:50.000 --> 00:14:51.000]  可能基於不同的原因
[00:14:51.000 --> 00:14:53.000]  我們很難做到這件事
[00:14:53.000 --> 00:14:55.000]  對在學的一群
[00:14:55.000 --> 00:14:57.000]  可能就會說
[00:14:57.000 --> 00:15:00.000]  查經其實很悶的
[00:15:00.000 --> 00:15:01.000]  我其實回來
[00:15:01.000 --> 00:15:03.000]  只是想和我的朋友
[00:15:03.000 --> 00:15:04.000]  一起見見面
[00:15:04.000 --> 00:15:06.000]  千萬不要叫我讀經
[00:15:06.000 --> 00:15:10.000]  這麼辛苦
[00:15:10.000 --> 00:15:12.000]  對於正在上班的人
[00:15:12.000 --> 00:15:13.000]  你可能會這樣說
[00:15:13.000 --> 00:15:16.000]  我每天的工作已經很繁重了
[00:15:16.000 --> 00:15:18.000]  清早一早起來
[00:15:18.000 --> 00:15:22.000]  晚上很晚才回到家
[00:15:22.000 --> 00:15:24.000]  有時候我忙到
[00:15:24.000 --> 00:15:27.000]  吃飯都沒有時間吃
[00:15:27.000 --> 00:15:30.000]  如果我慶幸那天可以早點收到工
[00:15:30.000 --> 00:15:33.000]  我回到家都已經筋疲力竭
[00:15:33.000 --> 00:15:35.000]  我沒有時間
[00:15:35.000 --> 00:15:36.000]  沒有空間
[00:15:36.000 --> 00:15:40.000]  更加沒有精神去讀經
[00:15:40.000 --> 00:15:42.000]  對於年長的一群
[00:15:42.000 --> 00:15:44.000]  他們經常會和我說
[00:15:44.000 --> 00:15:46.000]  陳教師
[00:15:46.000 --> 00:15:49.000]  我不識字
[00:15:49.000 --> 00:15:52.000]  我沒有讀書
[00:15:52.000 --> 00:15:55.000]  我怎麼讀經呢
[00:15:55.000 --> 00:15:57.000]  又或者另外一群人會和我說
[00:15:57.000 --> 00:15:58.000]  和陳教師說
[00:15:58.000 --> 00:15:59.000]  陳教師
[00:15:59.000 --> 00:16:01.000]  我老了
[00:16:01.000 --> 00:16:03.000]  我沒有記性了
[00:16:03.000 --> 00:16:04.000]  剛剛讀完
[00:16:04.000 --> 00:16:06.000]  你講完的聖經
[00:16:06.000 --> 00:16:09.000]  我已經忘記了
[00:16:09.000 --> 00:16:12.000]  那我怎麼辦呢
[00:16:12.000 --> 00:16:15.000]  沒錯我們真的有不同的理由和限制
[00:16:15.000 --> 00:16:17.000]  令我們不去讀聖經
[00:16:17.000 --> 00:16:19.000]  或選擇讀聖經
[00:16:19.000 --> 00:16:22.000]  但同樣的限制和理由
[00:16:22.000 --> 00:16:24.000]  也沒有理由成為
[00:16:24.000 --> 00:16:28.000]  我們不去讀聖經的理由
[00:16:28.000 --> 00:16:30.000]  因為我們真的需要去堅持
[00:16:30.000 --> 00:16:33.000]  和需要去學習
[00:16:33.000 --> 00:16:35.000]  在每年六月的時候
[00:16:35.000 --> 00:16:37.000]  信實區會舉辦一個
[00:16:37.000 --> 00:16:41.000]  三日兩夜的讀經營
[00:16:41.000 --> 00:16:42.000]  營會
[00:16:42.000 --> 00:16:43.000]  不要說讀經營
[00:16:43.000 --> 00:16:44.000]  營會
[00:16:44.000 --> 00:16:45.000]  生活經驗
[00:16:45.000 --> 00:16:49.000]  在營會裏面我們會有一些自由的時間
[00:16:49.000 --> 00:16:51.000]  可以一群長者
[00:16:51.000 --> 00:16:55.000]  很開心的去打球
[00:16:55.000 --> 00:16:56.000]  吃東西
[00:16:56.000 --> 00:16:57.000]  聊天
[00:16:57.000 --> 00:17:00.000]  但同時我們在營會裏面也會有敬拜
[00:17:00.000 --> 00:17:04.000]  也會有現讀神話語的時間
[00:17:04.000 --> 00:17:05.000]  我記得有一次
[00:17:05.000 --> 00:17:07.000]  當我去完營會
[00:17:07.000 --> 00:17:10.000]  剛剛完了聚會
[00:17:10.000 --> 00:17:12.000]  回到房間的時候
[00:17:12.000 --> 00:17:15.000]  我見到跟我同房的一個弟兄
[00:17:15.000 --> 00:17:17.000]  他拿起一本聖經
[00:17:17.000 --> 00:17:19.000]  讀聖經
[00:17:19.000 --> 00:17:23.000]  一讀就讀了超過半個小時
[00:17:23.000 --> 00:17:26.000]  當那個弟兄讀完聖經之後
[00:17:26.000 --> 00:17:28.000]  我忍不住問他一個問題
[00:17:28.000 --> 00:17:29.000]  我說弟兄啊弟兄
[00:17:29.000 --> 00:17:33.000]  其實你是不是每一天都拿一本聖經來讀
[00:17:33.000 --> 00:17:36.000]  還要讀那麼長時間
[00:17:36.000 --> 00:17:37.000]  他說是啊
[00:17:37.000 --> 00:17:43.000]  從兩年前我就堅持一天讀五章聖經
[00:17:43.000 --> 00:17:46.000]  讀完才睡覺
[00:17:46.000 --> 00:17:47.000]  接著他告訴我
[00:17:47.000 --> 00:17:49.000]  當他堅持這樣做的時候
[00:17:49.000 --> 00:17:50.000]  大約一年的時間
[00:17:50.000 --> 00:17:54.000]  他就讀完整本聖經了
[00:17:54.000 --> 00:17:55.000]  接著他又跟我說
[00:17:55.000 --> 00:18:01.000]  其實他這個習慣只是兩年前迫自己去學習的
[00:18:01.000 --> 00:18:03.000]  他說兩年前他不是每天都看聖經
[00:18:03.000 --> 00:18:07.000]  也不會有那麼多時間看聖經
[00:18:07.000 --> 00:18:09.000]  他的理由是什麼呢
[00:18:09.000 --> 00:18:10.000]  他說陳教師
[00:18:10.000 --> 00:18:12.000]  如果我現在不讀
[00:18:12.000 --> 00:18:14.000]  當我再老一點的時候
[00:18:14.000 --> 00:18:17.000]  我想讀都未必讀到
[00:18:17.000 --> 00:18:21.000]  我想趁現在去到記得神的話語
[00:18:21.000 --> 00:18:25.000]  有多少就記多少
[00:18:25.000 --> 00:18:28.000]  當我聽完這位弟兄的分享的時候
[00:18:28.000 --> 00:18:31.000]  我非常非常之感動
[00:18:31.000 --> 00:18:35.000]  也非常非常之渴慕他那份堅持
[00:18:35.000 --> 00:18:36.000]  我在想
[00:18:36.000 --> 00:18:38.000]  這位弟兄年紀比我大
[00:18:38.000 --> 00:18:43.000]  但是對上帝的話的渴求和堅持
[00:18:43.000 --> 00:18:47.000]  卻是如此的高和認真
[00:18:47.000 --> 00:18:48.000]  聽完他說之後
[00:18:48.000 --> 00:18:50.000]  我真的找不到理由
[00:18:50.000 --> 00:18:54.000]  為什麼不去讀聖經
[00:18:54.000 --> 00:18:57.000]  頂姐妹讓我們一同去學習
[00:18:57.000 --> 00:19:01.000]  查考聖經
[00:19:01.000 --> 00:19:04.000]  一同去愛慕這個屬天的靈奶
[00:19:04.000 --> 00:19:05.000]  好嗎
[00:19:05.000 --> 00:19:07.000]  所以第二件事
[00:19:07.000 --> 00:19:09.000]  給我們的提醒是
[00:19:09.000 --> 00:19:12.000]  我們要去到堅持
[00:19:12.000 --> 00:19:15.000]  研讀神的話語
[00:19:15.000 --> 00:19:18.000]  第三個是講到信經的可靠性
[00:19:18.000 --> 00:19:20.000]  讓我們讀完最後兩節的經文
[00:19:20.000 --> 00:19:23.000]  第20節到第21節
[00:19:23.000 --> 00:19:25.000]  預備一二三
[00:19:25.000 --> 00:19:27.000]  第一要緊的
[00:19:27.000 --> 00:19:30.000]  該知道經上所有的預言
[00:19:30.000 --> 00:19:33.000]  沒有可隨私意解說的
[00:19:33.000 --> 00:19:37.000]  因為預言從來沒有出於仁義的
[00:19:37.000 --> 00:19:40.000]  乃是人被聖靈感動
[00:19:40.000 --> 00:19:44.000]  說出神的話來
[00:19:44.000 --> 00:19:46.000]  經文去到最後的一個部分
[00:19:46.000 --> 00:19:49.000]  彼得指出先知的話語
[00:19:49.000 --> 00:19:52.000]  和經上所有的預言
[00:19:52.000 --> 00:19:54.000]  所具備的可靠性
[00:19:54.000 --> 00:19:56.000]  和它的權威性
[00:19:56.000 --> 00:19:58.000]  彼得說第一要緊的
[00:19:58.000 --> 00:20:01.000]  或者一譯作最要緊的
[00:20:01.000 --> 00:20:04.000]  就是知道經上所有的預言
[00:20:04.000 --> 00:20:07.000]  都不可以隨意解說
[00:20:07.000 --> 00:20:11.000]  因為預言不是出於仁義
[00:20:11.000 --> 00:20:14.000]  乃是人被聖靈感動
[00:20:14.000 --> 00:20:17.000]  說出神的話來
[00:20:17.000 --> 00:20:20.000]  一方面彼得要告訴門徒
[00:20:20.000 --> 00:20:22.000]  經上所有的預言
[00:20:22.000 --> 00:20:25.000]  都是被聖靈感動
[00:20:25.000 --> 00:20:27.000]  而說出神的話
[00:20:27.000 --> 00:20:31.000]  所以誰是預言的作者
[00:20:31.000 --> 00:20:32.000]  是神祂自己
[00:20:32.000 --> 00:20:36.000]  既然神是整個預言的作者
[00:20:36.000 --> 00:20:38.000]  因此祂的可靠性
[00:20:38.000 --> 00:20:40.000]  是毋庸置疑的
[00:20:40.000 --> 00:20:42.000]  另一方面他也說到
[00:20:42.000 --> 00:20:44.000]  既然經上的話
[00:20:44.000 --> 00:20:48.000]  都是神所啟示、感動
[00:20:48.000 --> 00:20:50.000]  到寫成的時候
[00:20:50.000 --> 00:20:55.000]  我們理解這些經上的預言的時候
[00:20:55.000 --> 00:20:57.000]  除了用我們的理性
[00:20:57.000 --> 00:21:00.000]  我們都需要有聖靈的幫助
[00:21:00.000 --> 00:21:02.000]  引導和啟迪
[00:21:02.000 --> 00:21:06.000]  以至去了解這些經文
[00:21:06.000 --> 00:21:09.000]  這種謙卑的態度
[00:21:09.000 --> 00:21:12.000]  這種等候聖靈引導的
[00:21:12.000 --> 00:21:16.000]  去理解聖經話語上預言的說話
[00:21:16.000 --> 00:21:18.000]  這種態度
[00:21:18.000 --> 00:21:20.000]  和賈先知他們那種
