
[00:00:00.000 --> 00:00:17.000]  有一日孔子的學生子路就去問他的老師一個問題,他說我們應該怎樣去侍奉鬼神呢?
[00:06:13.000 --> 00:06:23.000]  有什麼事情解決不了,或者我們不想去解決,或者我們不想去面對,
[00:06:23.000 --> 00:06:30.000]  我們就會想,不如死了它算了,因為死就會一了百了。
[00:06:30.000 --> 00:06:35.000]  是因為我們以為死亡就是人生的一個終站。
[00:06:35.000 --> 00:06:44.000]  我們有什麼開心不開心的事情,我們想去面對,不想去面對的時候,死就可以解決所有的事情。
[00:06:44.000 --> 00:06:53.000]  不過在聖經裏面告訴我們,死亡並不是人生的終站,只是一個中途站。
[00:06:53.000 --> 00:07:02.000]  因為人死了之後,還會有另外一些的世界,另外有一些的路我們要走。
[00:07:02.000 --> 00:07:12.000]  聖經是這樣講的,在第十四節,你夠快的話,你可以翻開聖經,
[00:07:12.000 --> 00:07:16.000]  不然你可以聽我讀,十四節,一會兒我會讀第十六節。
[00:07:16.000 --> 00:07:25.000]  十四節,我們若信耶穌死而復活了,那已經在耶穌裏睡了的人,
[00:07:25.000 --> 00:07:32.000]  神也必將他與耶穌一同帶來。再看看聖經,
[00:07:32.000 --> 00:07:42.000]  我們這班信徒,如果我們相信耶穌是從死裏復活了,那已經在耶穌裏睡了的人,
[00:07:42.000 --> 00:07:55.000]  即是安息了的人,耶神也必將他與耶穌一同帶來。
[00:07:55.000 --> 00:08:01.000]  現在是在講,如果耶穌還沒有回來,我們已經死了。
[00:08:01.000 --> 00:08:08.000]  到了耶穌要回來的時候,這些已經死了的人,他們是會再復活的,
[00:08:08.000 --> 00:08:12.000]  是會與耶穌一起的,會再回來的。
[00:08:12.000 --> 00:08:21.000]  所以我們現在這段時間,如果我們已經安息了,死了的話,
[00:08:21.000 --> 00:08:29.000]  並不是我們人生的終站,只是一個中途站,是會再復活的。
[00:08:29.000 --> 00:08:36.000]  聖經告訴我們,我們是會再復活的,耶穌已經從死裏復活,
[00:08:36.000 --> 00:08:42.000]  祂所給我們的一個訊息就是,我們也是會再復活。
[00:08:42.000 --> 00:08:56.000]  雖然已經死了,火化了,化了灰,但是我們這個生命是會再復活。
[00:08:56.000 --> 00:09:04.000]  第十六節,因為主必親自從天降臨,
[00:09:04.000 --> 00:09:11.000]  有呼叫的聲音和天使掌的聲音,又有神的號吹響,
[00:09:11.000 --> 00:09:23.000]  那在基督裏死了的人必先復活,在基督裏睡了的人必先復活。
[00:09:23.000 --> 00:09:32.000]  即是說復活是分有兩個階段,如果我們幸運,我們可以見到耶穌回來,
[00:09:32.000 --> 00:09:43.000]  我們是第二批,我們升到天上,第一批就是耶穌和那些已經安息了的信徒,
[00:09:43.000 --> 00:09:51.000]  先來到我們的中間,然後我們會上到天上去和那些親人一起再相聚。
[00:09:51.000 --> 00:10:03.000]  這個是聖經給我們的一個訊息。可能你會有很多的問題,就是那些死了的人,
[00:10:03.000 --> 00:10:09.000]  他再回來的時候,那個復活的身體是怎樣的呢?
[00:10:09.000 --> 00:10:14.000]  如果他是六十歲就去世的,他的樣子是不是六十歲呢?
[00:10:14.000 --> 00:10:19.000]  如果那時候我二百磅那麼重,我復活之後是不是也是二百磅那麼重呢?
[00:10:19.000 --> 00:10:23.000]  我們回答不了這個問題,我們不知道。
[00:10:23.000 --> 00:10:29.000]  從聖經給我們,從耶穌的復活,我們只能夠知道,
[00:10:29.000 --> 00:10:37.000]  就是當耶穌復活的時候,門徒見到耶穌,認得出那個是耶穌來的。
[00:10:37.000 --> 00:10:46.000]  我爸爸已經在天上面,去到那天的時候,我要再見到我爸爸。
[00:10:46.000 --> 00:10:52.000]  我媽媽信了主,如果媽媽有一天她安息了,在天上面,
[00:10:52.000 --> 00:10:57.000]  去到那天的時候,我會再見到我爸爸媽媽。
[00:10:57.000 --> 00:11:02.000]  我不知道會是什麼樣子,我也不知道我是什麼樣子,
[00:11:02.000 --> 00:11:09.000]  但是聖經就是告訴我們一個訊息,他們是會和耶穌一起再回來。
[00:11:09.000 --> 00:11:16.000]  如果我們相信耶穌是會再回來,那些信了主,又已經安息了的人,
[00:11:16.000 --> 00:11:23.000]  他們會和耶穌一起來到我們的中間,這個是聖經給我們的教導。
[00:11:23.000 --> 00:11:26.000]  這個是聖經給我們第一個的訊息。
[00:11:26.000 --> 00:11:33.000]  所以在聖經裏面,保羅的先知就說,在第十三至十四節那裏,
[00:11:33.000 --> 00:11:40.000]  「論到歲了的人,我們不願意弟兄們不知道,恐怕你們憂傷,
[00:11:40.000 --> 00:11:44.000]  像那些沒有指望的人一樣。」
[00:11:44.000 --> 00:11:50.000]  意思就是說,保羅現在是說,我要論到已經安息了的人,
[00:11:50.000 --> 00:11:55.000]  不願意弟兄們不知道。
[00:11:55.000 --> 00:12:03.000]  有可能在跳薩諾尼加教會有些人,他就將這個問題,將那封信送到保羅的身上,
[00:12:03.000 --> 00:12:05.000]  他就會回答這個問題。
[00:12:05.000 --> 00:12:12.000]  「恐怕你們憂傷,像那些沒有指望的人一樣。」
[00:12:12.000 --> 00:12:17.000]  聖經沒有說到,保羅也沒有說到,你們如果有家人去世,
[00:12:17.000 --> 00:12:20.000]  你們不要難過,聖經不是這樣。
[00:12:20.000 --> 00:12:35.000]  「恐怕你們好像那些外邦人,好像那些沒有盼望的外邦人一樣,那麼難過。」
[00:12:35.000 --> 00:12:46.000]  我們是會難過,但是我們的難過是不會那些沒有永生盼望的人一樣那麼難過。
[00:12:46.000 --> 00:12:52.000]  「恐怕你們好像外邦人一樣,那麼難過。」
[00:12:52.000 --> 00:12:58.000]  這個就是保羅他寫這幾句話的一個用意,
[00:12:58.000 --> 00:13:07.000]  告訴我們死亡並不是人生的終站,不會一了百了的。
[00:13:07.000 --> 00:13:15.000]  我們現在在生未做完的事,當然我們要好好去活出我們的人生,
[00:13:15.000 --> 00:13:20.000]  在當下去盡我們的責任,但是我們未完成的事,
[00:13:20.000 --> 00:13:26.000]  死亡並不是一個句號,它只是一個逗號。
[00:13:26.000 --> 00:13:31.000]  我們人生還有另外一些路要走,這個是聖經給我們的教導。
[00:13:31.000 --> 00:13:36.000]  第二方面,聖經給我們的教導第二方面,
[00:13:36.000 --> 00:13:43.000]  死亡是會帶給我們有一個永生的盼望。
[00:13:43.000 --> 00:13:50.000]  死亡是要帶我們去到一個更美的家鄉。
[00:13:50.000 --> 00:13:57.000]  死亡是要帶我們去到一個更好的狀態,這個是有一本的《釋經》書所講的。
[00:13:57.000 --> 00:14:07.000]  死亡是要帶我們去到一個更加好的狀態,而不是去到一個更加差的一個境況當中。
[00:14:07.000 --> 00:14:13.000]  而那個境況是一個什麼樣的境況呢?
[00:14:13.000 --> 00:14:16.000]  如果單單去看《攝撒羅尼加前書》第四章的話,
[00:14:16.000 --> 00:14:21.000]  在第十七節就告訴我們那個境況的其中一個表徵是這樣的。
[00:14:21.000 --> 00:14:32.000]  它說:以後我們者活著,還存留的人,必和他們一同被提到魂裡,在空中與主相遇。
[00:14:32.000 --> 00:14:37.000]  這樣我們就要和主永遠同在。
[00:14:37.000 --> 00:14:39.000]  在這裡告訴我們那個狀態是什麼呢?
[00:14:39.000 --> 00:14:46.000]  就是我們會與主永遠同在。
[00:14:46.000 --> 00:14:54.000]  這個狀態就是我們在地上,我們上教會,我們說我們相信主耶穌,
[00:14:54.000 --> 00:15:02.000]  剛剛我們所唱的那首詩歌:天父我愛你,耶穌我愛你,聖靈我愛你。
[00:15:02.000 --> 00:15:08.000]  我們所愛的對象,我們在地上唱詩歌的時候,我們似乎是看不到的。
[00:15:08.000 --> 00:15:14.000]  但是當死亡來到的時候,就帶我們去到一個狀態,
[00:15:14.000 --> 00:15:17.000]  是什麼呢?就是我們可以去見到我們的主了。
[00:15:17.000 --> 00:15:21.000]  如果我們剛剛所唱的詩歌是真心的話,
[00:15:21.000 --> 00:15:25.000]  神啊我真的很愛你,是真心的話,
[00:15:25.000 --> 00:15:35.000]  你想見祂的話,死亡就會帶我們去到主的面前,與主在一起。
[00:15:35.000 --> 00:15:41.000]  我不知道這是不是你認為一個好的狀態。
[00:15:41.000 --> 00:15:49.000]  可能你不想這麼快見主,可能你說:耶穌,我和祢不是很友善。
[00:15:49.000 --> 00:15:54.000]  可能你在地上,你還記得很多聖經的教導,
[00:15:54.000 --> 00:16:00.000]  就是我們要聖潔,我們不要犯罪,但是我在地上犯了很多罪,
[00:16:00.000 --> 00:16:03.000]  我很怕見到主的時候,我不是很好意思,
[00:16:03.000 --> 00:16:10.000]  可能你也帶著這樣的心態也說不定,和我一樣。
[00:16:10.000 --> 00:16:15.000]  但是我們的主並不是一個只是審判的主,
[00:16:15.000 --> 00:16:22.000]  祂是一個有憐憫,祂是一個有恩惠的主。
[00:16:22.000 --> 00:16:28.000]  我不知道見到主的面,會不會是在我們人生裏面,
[00:16:28.000 --> 00:16:34.000]  一個很期待的事情,一個更加好的狀態。
[00:16:34.000 --> 00:16:39.000]  在保羅他自己的信仰裏面,在菲律賓書第一章,
[00:16:39.000 --> 00:16:49.000]  他說:我情願離世與基督同在,因為這是好得無比的。
[00:16:49.000 --> 00:17:00.000]  保羅他沒有自殺,不過他很渴望能夠去到人生一個更加好的狀態,
[00:17:00.000 --> 00:17:04.000]  就是與主同在。
[00:17:04.000 --> 00:17:10.000]  這個應許在耶穌釘十字架的時候是出現了一次的,
[00:17:10.000 --> 00:17:16.000]  耶穌釘十字架的時候,在旁邊有兩個犯人,
[00:17:16.000 --> 00:17:20.000]  其中有一個犯人就和耶穌說:
[00:17:20.000 --> 00:17:26.000]  你德國降臨的時候可不可以紀念我?
[00:17:26.000 --> 00:17:31.000]  就是一個這麼簡單的信心,耶穌說什麼?
[00:17:31.000 --> 00:17:42.000]  耶穌說:今天,今天,我在樂園裏面就跟你在一起了。
[00:17:42.000 --> 00:17:47.000]  耶穌沒有說:今天,我在地獄就會見你了。
[00:17:47.000 --> 00:17:54.000]  我們死了之後所要去到的那個地方,並不是一個更加差的地方,
[00:17:54.000 --> 00:18:02.000]  是用一個樂園,是用一個我們可以享受得到,
[00:18:02.000 --> 00:18:05.000]  是我們更加開心的一個地方,
[00:18:05.000 --> 00:18:14.000]  那個就是死亡我們要去到的那個狀態。
[00:18:14.000 --> 00:18:19.000]  我們儒家思想或者道家思想,
[00:18:19.000 --> 00:18:23.000]  在莊子有一篇文章《齊默論》裏面,
[00:18:23.000 --> 00:18:27.000]  他就講了一個這樣的故事。
[00:18:27.000 --> 00:18:34.000]  那個故事就是講到在野外有一個女子,
[00:18:34.000 --> 00:18:38.000]  她的名字叫做麗姬,
[00:18:38.000 --> 00:18:47.000]  她有一天被晉國的王選中了她成為一個王妃,
[00:18:47.000 --> 00:19:00.000]  但是她要離開家裏的時候,哭得很淒涼,很痛苦,死去活來,不想走。
[00:19:00.000 --> 00:19:05.000]  但是當她去到晉國做了王妃的時候,
[00:19:05.000 --> 00:19:17.000]  她所穿著的是玲瓏綢緞,她所吃的是珍羞百味,
[00:19:17.000 --> 00:19:25.000]  她反過來就說,為什麼那時候我哭得這麼淒涼呢?
[00:19:25.000 --> 00:19:29.000]  這個會不會都是我們基督徒的一個寫照呢?
[00:19:29.000 --> 00:19:34.000]  我們不是很想離開這個世界,
[00:19:34.000 --> 00:19:39.000]  但是聖經告訴我們,在基督教的信仰裏面,
[00:19:39.000 --> 00:19:42.000]  其實當我們離開了這個世界的時候,
[00:19:42.000 --> 00:19:47.000]  我們並不是去到一個我們不知道的世界,
[00:19:47.000 --> 00:19:51.000]  我們並不是去到一個令我們更加驚惶,
[00:19:51.000 --> 00:19:55.000]  更加多的問題的一個世界,
[00:19:55.000 --> 00:20:04.000]  而是去到一個有主同在,在一個更加美好的世界當中。
[00:20:04.000 --> 00:20:11.000]  雖然這段經文未必能夠講完所有死亡的真面目,
[00:20:11.000 --> 00:20:17.000]  不過就是這幾句話去告訴我們,
[00:20:17.000 --> 00:20:26.000]  我們對死亡,基督徒對死亡我們是不需要懼怕,
[00:20:26.000 --> 00:20:30.000]  因為死亡第一並不是終站,
[00:20:30.000 --> 00:20:38.000]  第二死亡是要帶我們去到一個更美的家鄉,
[00:20:38.000 --> 00:20:45.000]  我們不需要再燒那些紙紮去給那些人,
[00:20:45.000 --> 00:20:50.000]  燒那些紙紮,無論你給他一個iphone 6,
[00:20:50.000 --> 00:20:55.000]  你給他一個賓士的靚車,
[00:20:55.000 --> 00:21:00.000]  這只不過是我們對於死亡世界的無知恐懼,
[00:21:00.000 --> 00:21:09.000]  以為我們可以用我們現在的資源去改變未來世界的情景。
[00:21:09.000 --> 00:21:12.000]  聖經告訴我們,我們不需要擔心,
[00:21:12.000 --> 00:21:19.000]  他們在享受世界比我們好,他們在開派對,
[00:21:19.000 --> 00:21:26.000]  比我們在地上的生活好,因為有主義的同在。
[00:21:26.000 --> 00:21:30.000]  不過大家不要搞錯了,
[00:21:30.000 --> 00:21:32.000]  不要搞錯了,如果是這樣的話,
[00:21:32.000 --> 00:21:36.000]  我真的好像保羅一樣,我寧願離世,
[00:21:36.000 --> 00:21:40.000]  我們不可以自己選擇去結束我們自己的生命。
[00:21:40.000 --> 00:21:42.000]  你們明白我說什麼嗎?
[00:21:42.000 --> 00:21:48.000]  只不過基督徒,我們是一班不怕死的人,
[00:21:48.000 --> 00:21:54.000]  我們面對死亡的時候,我們有這個永生的盼望。
[00:21:54.000 --> 00:22:04.000]  浸信會是在十六世紀宗教改革之後而出現的一個新的宗派,
[00:22:04.000 --> 00:22:10.000]  這個浸信會出來的時候,最初是從嬰兒洗禮,
[00:22:10.000 --> 00:22:14.000]  而去到我們要行這個信徒的洗禮。
[00:22:14.000 --> 00:22:19.000]  在這個過程當中,有一班信仰的堅守者,
[00:22:19.000 --> 00:22:23.000]  我們稱他們為從洗派的信徒,
[00:22:23.000 --> 00:22:29.000]  他們是用他們的生命來成就了這個信仰的堅持,
[00:22:29.000 --> 00:22:35.000]  以致到今天產生了很多的浸禮的宗派。
[00:22:35.000 --> 00:22:39.000]  在當時很多人因為這樣而殉道,
[00:22:39.000 --> 00:22:47.000]  但是這一班人他們知道死亡並不是人生的終站,
[00:22:47.000 --> 00:22:51.000]  死亡是會帶給人生一個燦爛的一面,
[00:22:51.000 --> 00:22:53.000]  他們勇敢地去面對。
[00:22:53.000 --> 00:23:02.000]  在1573年,一個從洗派的信徒,一個年輕的母親,
[00:23:02.000 --> 00:23:05.000]  她剛剛生了一個女兒,
[00:23:05.000 --> 00:23:11.000]  這個女兒只不過是幾天,只有幾天大,
[00:23:11.000 --> 00:23:16.000]  她就寫了一封信給她自己的女兒,
[00:23:16.000 --> 00:23:21.000]  她說當她寫信給她女兒的時候,
[00:23:21.000 --> 00:23:28.000]  她自己的丈夫都因為要堅守信徒的浸禮已經被處決了,
[00:23:28.000 --> 00:23:32.000]  而這個媽媽她寫了一封信給她女兒,
[00:23:32.000 --> 00:23:35.000]  她說希望你長大之後,
[00:23:35.000 --> 00:23:39.000]  你不要做出一些羞辱你父母的事情,
[00:23:39.000 --> 00:23:52.000]  你還年幼,但是我是沒有選擇地將會離開這個世界,
[00:23:52.000 --> 00:23:54.000]  因為他將要被處決,
[00:23:54.000 --> 00:23:58.000]  我將要離開這個彎曲半路的世代。
[00:23:58.000 --> 00:24:04.000]  她說但是神的愛會陪著你來成長,
[00:24:04.000 --> 00:24:10.000]  當你長大之後,你就會明白到上帝他自己的心意,
[00:24:10.000 --> 00:24:17.000]  她說正如以前的先知或者是新約的使徒一樣,
[00:24:17.000 --> 00:24:23.000]  她說你的爸爸是用了他的鮮血來見證了他的信仰,
[00:24:23.000 --> 00:24:30.000]  我同樣都會這樣為信仰而獻上我自己,
[00:24:30.000 --> 00:24:45.000]  但是我知道我們會再相遇,我們會再見面,
[00:24:45.000 --> 00:24:49.000]  這個就是我們的信仰,
[00:24:49.000 --> 00:24:55.000]  這是我們對死亡的一個認知,
[00:24:55.000 --> 00:25:02.000]  在教會的崇拜裏面,我們每一個月都有一個主餐,
[00:25:02.000 --> 00:25:06.000]  是紀念耶穌基督的死,
[00:25:06.000 --> 00:25:12.000]  我們是從一個死的信諾裏面,
[00:25:12.000 --> 00:25:17.000]  信仰裏面來獲得這個生機,
[00:25:17.000 --> 00:25:22.000]  每一個相信耶穌基督為我們死而復活的人,
[00:25:22.000 --> 00:25:27.000]  我們在走出來去領壽餅和杯的過程當中,
[00:25:27.000 --> 00:25:31.000]  我們的生命是會被主更新,
[00:25:31.000 --> 00:25:34.000]  是成為一個更加堅強的人,
[00:25:34.000 --> 00:25:39.000]  是成為一個在世上獲得更加有把握的一個人,
[00:25:39.000 --> 00:25:47.000]  你相不相信,我們誠心祈禱,
[00:25:47.000 --> 00:25:50.000]  讓我們自己有一段安靜密度的時間,
[00:25:50.000 --> 00:25:54.000]  如果我們從來沒有對死亡有思想過,
[00:25:54.000 --> 00:25:58.000]  今天貼在我們家前書第四章這段經文,
[00:25:58.000 --> 00:26:04.000]  會成為我們對死亡的一個新的想法,
[00:26:04.000 --> 00:26:11.000]  這個正是我們基督教信仰裏面一個最重要的信仰核心,
[00:26:11.000 --> 00:26:33.000]  我們在主的面前禱告,求主幫助我們,調整我們的信仰。
[00:26:33.000 --> 00:26:36.000]  我們再次多謝我們的主耶穌基督,
[00:26:36.000 --> 00:26:43.000]  你被天父的差派地到地上,卻是要死在十字架上,
[00:26:43.000 --> 00:26:46.000]  而成就了這個救恩,
[00:26:46.000 --> 00:26:51.000]  藉著聖靈的幫助,讓我們能夠去明白你的愛,
[00:26:51.000 --> 00:26:54.000]  去明白救恩帶給我們的盼望,
[00:26:54.000 --> 00:27:00.000]  神我們是屬你的人,我們已經有了永生的盼望,
[00:27:00.000 --> 00:27:13.000]  我們是知道有永生的盼望,而懂得如何在短短的人世間活出信仰的堅持,
[00:27:13.000 --> 00:27:18.000]  求主幫助我們,讓我們這個有耶穌基督的信仰的生命,
[00:27:18.000 --> 00:27:28.000]  能夠在一個彎曲薄幕的世代當中帶出信仰的影響力,
[00:27:28.000 --> 00:27:34.000]  讓地上因為我們的緣故,能夠可以更加美好,
[00:27:34.000 --> 00:27:39.000]  更多的關愛,更多的恩典,更多的接納。
[00:27:39.000 --> 00:27:47.000]  我們願意在主的面前去領受你的恩惠,而活出信仰的真誠。
[00:27:47.000 --> 00:27:51.000]  求主隨聽禱告,奉耶穌基督命求,阿們。
