
[00:00:00.000 --> 00:00:05.440]  在我做工的地方,我們在上個星期開會
[00:04:06.720 --> 00:04:09.120]  能夠到這個世界來
[00:04:09.120 --> 00:04:12.920]  這幾個博士追隨著一個明星
[00:04:12.920 --> 00:04:16.720]  他從東方可能是今天伊朗的地方
[00:04:16.720 --> 00:04:18.920]  去到耶路撒冷
[00:04:18.920 --> 00:04:21.320]  去到應該是皇宮所在的地方
[00:04:21.320 --> 00:04:22.520]  看見希律王
[00:04:22.520 --> 00:04:24.920]  但希律王不知道他在說什麼
[00:04:24.920 --> 00:04:27.120]  於是他問周圍的文士
[00:04:27.120 --> 00:04:29.120]  聖經說應該是那個地方
[00:04:29.120 --> 00:04:33.320]  於是他就去見那個小孩子
[00:04:33.320 --> 00:04:37.320]  為什麼我們會猜到有三個博士
[00:04:37.320 --> 00:04:40.120]  就是有三個禮物
[00:04:40.120 --> 00:04:41.720]  你有沒有在基督教學校讀過書
[00:04:41.720 --> 00:04:43.320]  特別是讀小學
[00:04:43.320 --> 00:04:45.320]  如果你在基督教學校小學讀過書的時候
[00:04:45.320 --> 00:04:47.320]  你會知道聖誕節的習慣
[00:04:47.320 --> 00:04:50.920]  就是會有一個所謂的聖景
[00:04:50.920 --> 00:04:53.120]  當然有人扮牧羊人
[00:04:53.120 --> 00:04:55.520]  最小的那個就會扮綿羊
[00:04:55.520 --> 00:04:57.920]  或者高大一點的給他做牧羊人
[00:04:57.920 --> 00:04:59.320]  找個帥一點的做藥師
[00:04:59.320 --> 00:05:04.920]  個個女孩子就想搶著做瑪利亞
[00:05:04.920 --> 00:05:07.320]  有三個禮物
[00:05:07.320 --> 00:05:10.720]  東方的幾個博士就說有三個
[00:05:10.720 --> 00:05:12.320]  我們不知道有多少個
[00:05:12.320 --> 00:05:14.320]  但他們拿的是什麼呢
[00:05:14.320 --> 00:05:16.520]  我們會見到第一樣
[00:05:16.520 --> 00:05:18.320]  黃金
[00:05:18.320 --> 00:05:21.320]  我不知道你喜不喜歡黃金
[00:05:21.320 --> 00:05:24.520]  幾年前當我思想這個信息的時候
[00:05:24.520 --> 00:05:26.320]  在那個時候就看世界報
[00:05:26.320 --> 00:05:31.320]  2023年2月16日的世界報
[00:05:31.320 --> 00:05:36.320]  為了迎接即將來到2024年的農年
[00:05:36.320 --> 00:05:39.520]  Costco的官網和門店
[00:05:39.520 --> 00:05:43.920]  就推出了中國農年系列的金條
[00:05:43.920 --> 00:05:47.120]  這個款式一上架就受到華人追訪
[00:05:47.120 --> 00:05:50.320]  幾乎是上架就秒殺
[00:05:50.320 --> 00:05:58.720]  那時候的一安士的單價就是1800多元
[00:05:58.720 --> 00:06:01.120]  因為金價不斷上漲
[00:06:01.120 --> 00:06:03.520]  現在升到差不多2000元
[00:06:03.520 --> 00:06:06.520]  在12月15日
[00:06:06.520 --> 00:06:07.720]  今天是14日
[00:06:07.720 --> 00:06:09.320]  即是兩年前
[00:06:09.320 --> 00:06:14.120]  就是2069.99元
[00:06:14.120 --> 00:06:15.520]  我今天馬上查一查
[00:06:15.520 --> 00:06:16.920]  我再去上Costco看
[00:06:16.920 --> 00:06:22.520]  今天一安士的價錢是4119.99元
[00:06:22.520 --> 00:06:26.720]  當然金是很貴重的東西
[00:06:26.720 --> 00:06:31.120]  但是金在聖經裏面
[00:06:31.120 --> 00:06:34.120]  在二賽亞書第六十章第六節裏面
[00:06:34.120 --> 00:06:35.720]  講到在末後的日子
[00:06:35.720 --> 00:06:40.320]  有成群的樂陀並禮典和以法的毒蜂陀
[00:06:40.320 --> 00:06:41.120]  必遮滿你
[00:06:41.120 --> 00:06:43.520]  事發的眾人都必來到
[00:06:43.520 --> 00:06:45.720]  要奉上黃金
[00:06:45.720 --> 00:06:51.920]  與向又要傳說耶和華的讚美
[00:06:51.920 --> 00:06:57.120]  把黃金帶到神的面前
[00:06:57.120 --> 00:06:59.520]  因為黃金就是寶貴
[00:06:59.520 --> 00:07:01.720]  黃金就是貴貴的東西
[00:07:01.720 --> 00:07:03.320]  你送這個貴貴的東西
[00:07:03.320 --> 00:07:05.320]  才能顯出你的心意
[00:07:05.320 --> 00:07:08.520]  顯出你的體重這件事
[00:07:08.520 --> 00:07:10.720]  但更加重要
[00:07:10.720 --> 00:07:13.520]  黃金是純潔的
[00:07:13.520 --> 00:07:15.720]  你有沒有參加過婚禮?
[00:07:15.720 --> 00:07:18.120]  我做了牧師這麼多年
[00:07:18.120 --> 00:07:20.720]  我剛來美國的時候
[00:07:20.720 --> 00:07:24.120]  那班牧師我是最年輕的
[00:07:24.120 --> 00:07:26.520]  但是今年七月的時候
[00:07:26.520 --> 00:07:28.920]  我參加一個會議的時候
[00:07:28.920 --> 00:07:31.920]  有二十個牧師的家庭一齊出席
[00:07:31.920 --> 00:07:34.920]  我中間是最老的那個
[00:07:34.920 --> 00:07:36.720]  做了很多年牧師
[00:07:36.720 --> 00:07:38.320]  也有主持過婚禮
[00:07:38.320 --> 00:07:39.320]  主持婚禮的時候
[00:07:39.320 --> 00:07:42.920]  一個很重要的環節是什麼?
[00:07:42.920 --> 00:07:44.320]  交換戒指
[00:07:44.320 --> 00:07:45.720]  交換戒指之前
[00:07:45.720 --> 00:07:47.520]  牧師拿著戒指說
[00:07:47.520 --> 00:07:49.320]  這個戒指是金做的
[00:07:49.320 --> 00:07:51.120]  金代表是純潔的
[00:07:51.120 --> 00:07:53.520]  還有這個戒指是圓圈的
[00:07:53.520 --> 00:07:56.320]  沒有開始沒有終結
[00:07:56.320 --> 00:08:01.320]  神的愛是純潔的
[00:08:01.320 --> 00:08:04.520]  神給我們的愛是貴重的
[00:08:04.520 --> 00:08:06.520]  因為他的兒子耶穌
[00:08:06.520 --> 00:08:09.320]  來到這個世界上面
[00:08:09.320 --> 00:08:10.920]  在《揚弗恩三章》十六字說
[00:08:10.920 --> 00:08:12.920]  神愛世人
[00:08:12.920 --> 00:08:14.720]  甚至將他獨生子
[00:08:14.720 --> 00:08:16.520]  賜給他們
[00:08:16.520 --> 00:08:19.320]  還有黃金也是高貴的
[00:08:19.320 --> 00:08:23.120]  是獻給君王的禮物
[00:08:23.120 --> 00:08:24.720]  在《九曰善經》
[00:08:24.720 --> 00:08:27.320]  十八女王拿來給所羅門的禮物
[00:08:27.320 --> 00:08:29.720]  也都是黃金
[00:08:29.720 --> 00:08:34.720]  黃金是表示一個王權的意思
[00:08:34.720 --> 00:08:35.920]  在這個世界上面
[00:08:35.920 --> 00:08:39.520]  現在沒有多少的王
[00:08:39.520 --> 00:08:43.120]  但是今年和去年
[00:08:43.120 --> 00:08:45.720]  我也有機會去過英國
[00:08:45.720 --> 00:08:50.320]  因為在加州的環浸信會
[00:08:50.320 --> 00:08:52.320]  和美加環浸信會
[00:08:52.320 --> 00:08:57.120]  我也都很希望能夠在英國那個地方
[00:08:57.120 --> 00:08:58.720]  做傳播的工作
[00:08:58.720 --> 00:09:00.720]  因為有很多的香港人
[00:09:00.720 --> 00:09:03.320]  移居到英國
[00:09:03.320 --> 00:09:06.720]  有二十萬的香港人去到那個地方
[00:09:06.720 --> 00:09:07.920]  所以我們去到那裡
[00:09:07.920 --> 00:09:10.320]  希望能夠
[00:09:10.320 --> 00:09:12.520]  能不能夠有宣教士去到那裡
[00:09:12.520 --> 00:09:13.920]  我們感謝神
[00:09:13.920 --> 00:09:16.720]  我們在去年
[00:09:16.720 --> 00:09:19.720]  我們有一個宣教士
[00:09:19.720 --> 00:09:20.520]  是華人
[00:09:20.520 --> 00:09:21.520]  他在德州
[00:09:21.520 --> 00:09:25.120]  他去到英國有一年的時間
[00:09:25.120 --> 00:09:26.920]  現在他回來了
[00:09:26.920 --> 00:09:32.120]  預備明年也會長期的去那裡工作
[00:09:32.120 --> 00:09:33.120]  因為這個緣故
[00:09:33.120 --> 00:09:34.720]  我去過英國兩次
[00:09:34.720 --> 00:09:36.120]  去過兩次的時候
[00:09:36.120 --> 00:09:37.120]  牧師都會說
[00:09:37.120 --> 00:09:41.320]  我們要不要和英王打個招呼
[00:09:41.320 --> 00:09:43.120]  以前就是侍頭婆
[00:09:43.120 --> 00:09:45.320]  現在就是查爾斯
[00:09:45.320 --> 00:09:48.720]  他們登位的時候要加冕
[00:09:48.720 --> 00:09:54.920]  這個都是一個黃金所做的冠冕
[00:09:54.920 --> 00:09:58.720]  這個黃金是表示一個王權的意思
[00:09:58.720 --> 00:10:00.520]  當獻上黃金的時候
[00:10:00.520 --> 00:10:02.920]  也表示我們承認
[00:10:02.920 --> 00:10:07.120]  這一位接受禮物的對象
[00:10:07.120 --> 00:10:10.120]  他是我們的王
[00:10:10.120 --> 00:10:12.320]  耶穌基督降生
[00:10:12.320 --> 00:10:16.720]  無論他是臥在馬槽上面的嬰孩
[00:10:16.720 --> 00:10:20.520]  或者這幾個博士所見到的小孩子
[00:10:20.520 --> 00:10:21.720]  以至到最後
[00:10:21.720 --> 00:10:23.520]  他死在十字架上面
[00:10:23.520 --> 00:10:29.520]  他仍然是來做人的君王
[00:10:29.520 --> 00:10:34.720]  當我們尋求一個明君
[00:10:34.720 --> 00:10:37.920]  一個好的君主的時候
[00:10:37.920 --> 00:10:41.920]  一個君主能夠會帶來一個方向
[00:10:41.920 --> 00:10:45.120]  帶來一個公平的治理
[00:10:45.120 --> 00:10:49.320]  帶來一個美好的管理
[00:10:49.320 --> 00:10:52.320]  我不知道在你生日的時候
[00:10:52.320 --> 00:10:54.520]  你家裡有什麼規矩
[00:10:54.520 --> 00:10:56.920]  我記得我小時候
[00:10:56.920 --> 00:11:01.520]  生日就要吃紅雞蛋
[00:11:01.520 --> 00:11:02.720]  現在可能不是
[00:11:02.720 --> 00:11:05.920]  現在就是要去最貴的餅店
[00:11:05.920 --> 00:11:09.120]  買一個最貴的蛋糕回來
[00:11:09.120 --> 00:11:10.920]  以前就要做一個紅雞蛋
[00:11:10.920 --> 00:11:12.120]  我問老人家
[00:11:12.120 --> 00:11:14.320]  小時候為什麼要吃雞蛋
[00:11:14.320 --> 00:11:16.120]  以前吃雞蛋都很矜貴
[00:11:16.120 --> 00:11:17.120]  不是現在這樣
[00:11:17.120 --> 00:11:19.720]  現在雞蛋都貴了
[00:11:19.720 --> 00:11:22.320]  我問老人家為什麼要吃雞蛋
[00:11:22.320 --> 00:11:25.920]  他說雞蛋裡面有個網
[00:11:25.920 --> 00:11:26.920]  為什麼有個網
[00:11:26.920 --> 00:11:30.720]  你吃了以後有網管
[00:11:30.720 --> 00:11:32.920]  最怕你長大後沒有網管
[00:11:32.920 --> 00:11:35.320]  沒有網管就亂七八糟
[00:11:35.320 --> 00:11:38.120]  其實真的很有意思
[00:11:38.120 --> 00:11:44.920]  在生命裡面有這位君王
[00:11:44.920 --> 00:11:48.120]  去治理我們的生命
[00:11:48.120 --> 00:11:50.120]  在我們同樣去分享福音的時候
[00:11:50.120 --> 00:11:53.520]  有沒有用過《屬靈四定律》
[00:11:53.520 --> 00:11:54.920]  聽過這件事沒有
[00:11:54.920 --> 00:11:58.720]  《四定律》第一件事就是神愛我們
[00:11:58.720 --> 00:12:00.320]  第二個律就是
[00:12:00.320 --> 00:12:03.120]  我們有罪
[00:12:03.120 --> 00:12:04.520]  我們不能夠認識神
[00:12:04.520 --> 00:12:05.920]  我們經歷不了神愛
[00:12:05.920 --> 00:12:07.120]  第三個律就是
[00:12:07.120 --> 00:12:10.720]  耶穌基督為我們釘在十字架上
[00:12:10.720 --> 00:12:11.720]  第四個律就是
[00:12:11.720 --> 00:12:13.720]  你要去接受耶穌
[00:12:13.720 --> 00:12:15.920]  於是有兩個圈圈
[00:12:15.920 --> 00:12:16.920]  兩個圈圈
[00:12:16.920 --> 00:12:22.320]  一個就是圈裡面有張椅子的符號
[00:12:22.320 --> 00:12:26.320]  耶穌在你的生命外面很混亂
[00:12:26.320 --> 00:12:27.920]  另外就是
[00:12:27.920 --> 00:12:30.920]  耶穌的十字架
[00:12:30.920 --> 00:12:33.120]  圈裡面的椅子上有個十字架
[00:12:33.120 --> 00:12:40.320]  耶穌在你的生命的寶座的上方
[00:12:40.320 --> 00:12:44.520]  於是生命裡面就變得有秩序
[00:12:44.520 --> 00:12:46.720]  有條理
[00:12:46.720 --> 00:12:50.320]  但是在今天我們相信耶穌的時候
[00:12:50.320 --> 00:12:53.120]  耶穌進入到我們的生命裡面
[00:12:53.120 --> 00:12:54.320]  但問題就是
[00:12:54.320 --> 00:12:57.320]  耶穌是不是在我們的寶座上面
[00:12:57.320 --> 00:13:00.320]  還是仍然是我們的自我
[00:13:00.320 --> 00:13:03.320]  去管理我們的生命
[00:13:03.320 --> 00:13:09.320]  而將耶穌在我們的生命的外面
[00:13:09.320 --> 00:13:11.920]  我們未曾相信耶穌的時候
[00:13:11.920 --> 00:13:13.720]  當然耶穌在我們的生命外面
[00:13:13.720 --> 00:13:15.120]  我們相信耶穌
[00:13:15.120 --> 00:13:19.720]  我們沒有將耶穌當是我們生命上的王
[00:13:19.720 --> 00:13:24.120]  所以我們生命裡面有各樣的混亂當中
[00:13:24.120 --> 00:13:25.520]  求神幫助我們
[00:13:25.520 --> 00:13:30.720]  當我們去思想這個博士或者智者
[00:13:30.720 --> 00:13:38.120]  他將黃金帶來給新生的王的時候
[00:13:38.120 --> 00:13:40.520]  我們心裡面是不是對這位新生王
[00:13:40.520 --> 00:13:41.520]  你是我的王
[00:13:41.520 --> 00:13:42.920]  你是我的主
[00:13:42.920 --> 00:13:46.320]  我的生命是屬於你的管理
[00:13:46.320 --> 00:13:47.520]  我會看重你
[00:13:47.520 --> 00:13:48.520]  我會看重你
[00:13:48.520 --> 00:13:49.520]  我會尊重你
[00:13:49.520 --> 00:13:52.920]  我會敬拜你
[00:13:52.920 --> 00:13:54.720]  獻上這個黃金
[00:13:54.720 --> 00:13:57.720]  黃金我們都很容易明白
[00:13:57.720 --> 00:14:02.120]  但第二樣東西他獻上的就是乳香
[00:14:02.120 --> 00:14:04.720]  乳香到底是什麼來的
[00:14:04.720 --> 00:14:09.120]  乳香我看過一些資料
[00:14:09.120 --> 00:14:14.520]  他說是幾種乳香熟的樹木的樹枝
[00:14:14.520 --> 00:14:15.520]  我都不太明白
[00:14:15.520 --> 00:14:17.920]  我不是很認識這棵植物
[00:14:17.920 --> 00:14:20.720]  他說這些樹都是高大的橋木
[00:14:20.720 --> 00:14:23.720]  開白色星形的小花
[00:14:23.720 --> 00:14:25.920]  他用刀切入樹皮之後
[00:14:25.920 --> 00:14:29.720]  就會流出好像牛奶狀的汁液
[00:14:29.720 --> 00:14:34.320]  一遇到空氣就會硬化成乳香的珠子
[00:14:34.320 --> 00:14:36.520]  然後燃燒加熱
[00:14:36.520 --> 00:14:39.720]  產生一種揮發性的油
[00:14:39.720 --> 00:14:42.520]  香味十分濃郁
[00:14:42.520 --> 00:14:43.920]  知不知道我說什麼
[00:14:43.920 --> 00:14:44.720]  不好意思
[00:14:44.720 --> 00:14:46.520]  其實我都不太知道
[00:14:46.520 --> 00:14:47.120]  但知道一件事
[00:14:47.120 --> 00:14:49.520]  總之這個東西是很香的
[00:14:49.520 --> 00:14:55.120]  而以色列人都很重視這種香
[00:14:55.120 --> 00:14:56.720]  用來製造香料
[00:14:56.720 --> 00:15:00.520]  在敬拜的時候所燒的香
[00:15:00.520 --> 00:15:02.920]  在《出一卻》第30章
[00:15:02.920 --> 00:15:05.120]  耶和華吩咐摩西說
[00:15:05.120 --> 00:15:09.520]  你要用輕香的香料
[00:15:09.520 --> 00:15:13.520]  又說到有幾個拿弗卡斯喜利比拿
[00:15:13.520 --> 00:15:16.320]  輕香的香料和淨乳香
[00:15:16.320 --> 00:15:17.720]  要一般大的份量
[00:15:17.720 --> 00:15:19.920]  然後按造香之法
[00:15:19.920 --> 00:15:23.320]  造成清淨聖潔的香
[00:15:23.320 --> 00:15:26.720]  然後要放在會幕的法具前
[00:15:26.720 --> 00:15:29.120]  我們要在那裡和你相會
[00:15:29.120 --> 00:15:32.520]  你們要以這香為致勝
[00:15:32.520 --> 00:15:34.320]  這裡所說香的就是
[00:15:34.320 --> 00:15:36.120]  當展現的時候
[00:15:36.120 --> 00:15:38.720]  有一個輕香的氣
[00:15:38.720 --> 00:15:42.120]  在那個地方是神和人相會
[00:15:42.120 --> 00:15:44.320]  這個送乳香的時候
[00:15:44.320 --> 00:15:47.120]  表示耶穌的神聖
[00:15:47.120 --> 00:15:48.520]  是因為祂
[00:15:48.520 --> 00:15:52.920]  我們能夠去到神的面前來
[00:15:52.920 --> 00:15:53.920]  真的
[00:15:53.920 --> 00:15:56.120]  因為耶穌的緣故
[00:15:56.120 --> 00:15:58.920]  我們能夠到神的面前來
[00:15:58.920 --> 00:16:01.120]  我們未認識耶穌的時候
[00:16:01.120 --> 00:16:02.920]  我不知道當你想到神的時候
[00:16:02.920 --> 00:16:05.720]  這個想的概念是什麼
[00:16:05.720 --> 00:16:06.920]  我們所想到的
[00:16:06.920 --> 00:16:08.720]  我們心裡我相信是
[00:16:08.720 --> 00:16:12.520]  懼怕多過愛
[00:16:12.520 --> 00:16:14.520]  我們在未曾認識耶穌的時候
[00:16:14.520 --> 00:16:17.520]  很多我們中國的傳統
[00:16:17.520 --> 00:16:18.920]  去到不同的宗教本土
[00:16:18.920 --> 00:16:21.120]  都是覺得陰陰沉沉的
[00:16:21.120 --> 00:16:23.120]  是很可怕的
[00:16:23.120 --> 00:16:24.520]  因為我們事實上真的
[00:16:24.520 --> 00:16:26.120]  當我們如果
[00:16:26.120 --> 00:16:29.320]  神是一個聖潔公義的神
[00:16:29.320 --> 00:16:33.520]  在我們生命是不得完全的時候
[00:16:33.520 --> 00:16:35.120]  我們會害怕
[00:16:35.120 --> 00:16:38.720]  去到神的面前
[00:16:38.720 --> 00:16:40.920]  在幾十年前
[00:16:40.920 --> 00:16:42.920]  剛剛來到美國
[00:16:42.920 --> 00:16:44.920]  其中第一件事要做的
[00:16:44.920 --> 00:16:47.720]  就是要考車牌
[00:16:47.720 --> 00:16:49.920]  雖然我在香港也有車牌
[00:16:49.920 --> 00:16:51.920]  但在美國開車
[00:16:51.920 --> 00:16:54.120]  跟在香港開車也很不同
[00:16:54.120 --> 00:16:56.120]  我覺得第一個感覺
[00:16:56.120 --> 00:16:57.320]  一開車的時候
[00:16:57.320 --> 00:16:58.920]  可以開十幾里路
[00:16:58.920 --> 00:17:01.720]  不用踩煞車
[00:17:01.720 --> 00:17:03.320]  香港開車的時候
[00:17:03.320 --> 00:17:05.520]  還是開棍波的
[00:17:05.520 --> 00:17:08.120]  沒幾步就要停紅燈
[00:17:08.120 --> 00:17:09.320]  沒幾步就塞車
[00:17:09.320 --> 00:17:10.720]  然後踩煞車
[00:17:10.720 --> 00:17:12.120]  踩按鈕又轉波
[00:17:12.120 --> 00:17:13.920]  很麻煩
[00:17:13.920 --> 00:17:16.920]  那時候我住在加丁
[00:17:16.920 --> 00:17:18.320]  開車來曼徹帕
[00:17:18.320 --> 00:17:19.920]  走這個車來
[00:17:19.920 --> 00:17:21.920]  直飛過來
[00:17:21.920 --> 00:17:24.920]  但飛就飛得開心
[00:17:24.920 --> 00:17:26.720]  但有時候你看倒後鏡
[00:17:26.720 --> 00:17:28.920]  就更加提心吊膽
[00:17:28.920 --> 00:17:30.520]  當你進到曼徹帕
[00:17:30.520 --> 00:17:31.920]  去到那個停車場
[00:17:31.920 --> 00:17:34.120]  你沒有完全停車的時候
[00:17:34.120 --> 00:17:35.120]  糟糕了
[00:17:35.120 --> 00:17:38.320]  後面那輛藍色的車
[00:17:38.320 --> 00:17:41.320]  是不是還跟著來
[00:17:41.320 --> 00:17:44.120]  我試過在紅綠燈
[00:17:44.120 --> 00:17:45.520]  我就看到在黃燈那裡
[00:17:45.520 --> 00:17:48.320]  警察說是紅燈
[00:17:48.320 --> 00:17:52.120]  當我們生命有不完美的時候
[00:17:52.120 --> 00:17:53.120]  我們是罪人
[00:17:53.120 --> 00:17:54.920]  去到神的面前的時候
[00:17:54.920 --> 00:17:56.520]  我們有一個懼怕心
[00:17:56.520 --> 00:18:01.720]  但是因為耶穌的緣故
[00:18:01.720 --> 00:18:05.320]  我們能夠可以跟神和好
[00:18:05.320 --> 00:18:07.320]  以致我們能夠轉一個感謝心
[00:18:07.320 --> 00:18:08.920]  去到神的面前
[00:18:08.920 --> 00:18:11.720]  在希伯來書第四章
[00:18:11.720 --> 00:18:13.120]  它說我們既然有一位
[00:18:13.120 --> 00:18:16.320]  已經升入高天尊榮的大祭司
[00:18:16.320 --> 00:18:19.320]  就是神的兒子
[00:18:19.320 --> 00:18:22.120]  就當持定所承認的道
[00:18:22.120 --> 00:18:23.320]  因為大祭司
[00:18:23.320 --> 00:18:25.720]  並非不能體恤我們的軟弱
[00:18:25.720 --> 00:18:28.120]  他也曾凡事受過刺探
[00:18:28.120 --> 00:18:29.120]  與我們一樣
[00:18:29.120 --> 00:18:30.720]  只是他沒有犯罪
[00:18:30.720 --> 00:18:33.520]  所以我們只管坦然無懼的
[00:18:33.520 --> 00:18:35.520]  來到施恩的寶座前
[00:18:35.520 --> 00:18:39.720]  為要得連率蒙恩位
[00:18:39.720 --> 00:18:42.120]  做隨時的幫助
[00:18:42.120 --> 00:18:43.520]  在希伯來書第七章
[00:18:43.520 --> 00:18:46.720]  它說凡靠著他進到神面前的人
[00:18:46.720 --> 00:18:49.520]  他都能拯救到底
[00:18:49.520 --> 00:18:51.320]  因為他是長與末將
[00:18:51.320 --> 00:18:53.920]  替他們祈求
[00:18:53.920 --> 00:18:55.320]  耶穌是君王
[00:18:55.320 --> 00:18:57.320]  但祂也是我們的忠報
[00:18:57.320 --> 00:19:00.120]  也是我們的代求者
[00:19:00.120 --> 00:19:01.320]  我們能夠藉著祂
[00:19:01.320 --> 00:19:03.520]  能夠到神的面前
[00:19:03.520 --> 00:19:05.720]  我們因為這樣的緣故
[00:19:05.720 --> 00:19:08.920]  我們見到祂是完全的神
[00:19:08.920 --> 00:19:10.720]  祂能夠將我們帶到神的面前
[00:19:10.720 --> 00:19:15.320]  而神也來到我們的中間
[00:19:15.320 --> 00:19:17.320]  但提醒我們的時候
[00:19:17.320 --> 00:19:21.120]  我們願意用多少的時間
