
[00:00:00.000 --> 00:00:02.240]  今年我們教會的主題是
[00:07:59.060 --> 00:08:03.260]  難怪我們的信仰失去感染力
[00:08:03.260 --> 00:08:05.660]  如果說我們的信仰沒有感染力
[00:08:05.660 --> 00:08:08.260]  我們怎麼能夠影響世代呢
[00:08:08.260 --> 00:08:09.800]  不可能
[00:08:09.800 --> 00:08:10.900]  第一個原因
[00:08:10.900 --> 00:08:13.200]  因為變成宗教活動
[00:08:13.200 --> 00:08:15.400]  我們的信仰只是活動
[00:08:15.400 --> 00:08:16.900]  第二個原因
[00:08:16.900 --> 00:08:20.200]  因為基督徒言行不一
[00:08:20.200 --> 00:08:22.300]  基督徒言行不一
[00:08:22.300 --> 00:08:25.860]  有一次我們因為分堂的同工到中國大陸宣教
[00:08:25.860 --> 00:08:27.100]  當他在聚會的時候
[00:08:27.100 --> 00:08:29.000]  公安忽然來到了
[00:08:29.000 --> 00:08:30.400]  公安把他帶去
[00:08:30.400 --> 00:08:34.300]  他帶到公安去詢問他很多事情
[00:08:34.300 --> 00:08:35.300]  其中有一件事情
[00:08:35.300 --> 00:08:36.300]  公安就問他說
[00:08:36.300 --> 00:08:39.500]  你為什麼要到我們中國來傳基督教呢
[00:08:39.500 --> 00:08:41.200]  我的同工覺得抓到機會了
[00:08:41.200 --> 00:08:42.600]  拼命向他傳福音
[00:08:42.600 --> 00:08:44.200]  講到基督教信息多好
[00:08:44.200 --> 00:08:45.400]  能夠改變人心
[00:08:45.400 --> 00:08:48.700]  如果說基督教能夠在中國發展的話
[00:08:48.700 --> 00:08:50.500]  能夠帶給中國極大的祝福
[00:08:50.500 --> 00:08:52.100]  跟他講
[00:08:52.100 --> 00:08:55.800]  沒想到公安聽完就反問一句話
[00:08:55.800 --> 00:08:58.700]  他說如果基督教信仰真的像你所說那麼好的話
[00:08:58.700 --> 00:09:02.900]  為什麼美國這個基督教國家離婚率超過50%呢
[00:09:02.900 --> 00:09:06.400]  連基督徒也不例外呢
[00:09:06.400 --> 00:09:10.100]  我的同工當場啞口無言
[00:09:10.100 --> 00:09:11.800]  的確弟兄姊妹
[00:09:11.800 --> 00:09:15.800]  今天當這個世界看到我們基督徒的生活
[00:09:15.800 --> 00:09:19.000]  跟他們沒什麼兩樣的時候
[00:09:19.000 --> 00:09:19.500]  我告訴你
[00:09:19.500 --> 00:09:22.400]  我們真的很難去告訴這個世代
[00:09:22.400 --> 00:09:24.600]  他們需要被改變
[00:09:24.600 --> 00:09:28.700]  很難在這個世代裡面帶來影響力
[00:09:28.700 --> 00:09:31.900]  這為什麼我說一定要從我們先開始
[00:09:31.900 --> 00:09:35.500]  因為從教會開始要活出新的文化
[00:09:35.500 --> 00:09:38.100]  一個新的生活型態
[00:09:38.100 --> 00:09:41.000]  否則我們不可能影響世界
[00:09:41.000 --> 00:09:41.700]  現在第三代
[00:09:41.700 --> 00:09:45.000]  那到底我們怎麼樣能夠建立在教會裡面
[00:09:45.000 --> 00:09:48.000]  建立一個新的文化呢
[00:09:48.000 --> 00:09:49.200]  事實上
[00:09:49.200 --> 00:09:52.400]  我想更重要一個問題是
[00:09:52.400 --> 00:09:55.600]  要建立怎麼樣的文化呢
[00:09:55.600 --> 00:09:56.200]  感謝神
[00:09:56.200 --> 00:09:58.500]  我實在深深的相信神在我們教會當中
[00:09:58.500 --> 00:10:01.200]  從過去到現在不斷的帶領我們
[00:10:01.200 --> 00:10:04.100]  好像神都知道我們一步步要走上什麼道路
[00:10:04.100 --> 00:10:09.000]  所以早已經為我們預備鋪陳了所有一切的資源
[00:10:09.000 --> 00:10:12.800]  到底我們應當建立怎麼樣的文化呢
[00:10:12.800 --> 00:10:14.800]  我就想起其實
[00:10:14.800 --> 00:10:17.900]  神很早就給我們了生命核的品牌
[00:10:17.900 --> 00:10:21.400]  你還記得什麼是生命核的品牌嗎
[00:10:21.400 --> 00:10:24.400]  記得嗎
[00:10:24.400 --> 00:10:26.700]  都不記得啦
[00:10:26.700 --> 00:10:27.700]  什麼
[00:10:27.700 --> 00:10:29.200]  活潑的信仰
[00:10:29.200 --> 00:10:30.500]  卓越的人生
[00:10:30.500 --> 00:10:31.300]  對了對了
[00:10:31.300 --> 00:10:32.200]  活潑的信仰
[00:10:32.200 --> 00:10:32.900]  卓越的人生
[00:10:32.900 --> 00:10:34.300]  不要忘記你是生命核的人
[00:10:34.300 --> 00:10:35.300]  有品牌啊
[00:10:35.300 --> 00:10:38.300]  你們那個品牌都忘記完蛋了
[00:10:38.300 --> 00:10:39.400]  跟我一起來說一遍來
[00:10:39.400 --> 00:10:40.900]  活潑的信仰
[00:10:40.900 --> 00:10:42.500]  卓越的人生
[00:10:42.500 --> 00:10:44.400]  神就提醒我
[00:10:44.400 --> 00:10:48.000]  今天生命核需要活出一個新的文化
[00:10:48.000 --> 00:10:51.700]  這個文化就是一個活潑的信仰
[00:10:51.700 --> 00:10:53.400]  卓越的人生
[00:10:53.400 --> 00:10:54.200]  第一個
[00:10:54.200 --> 00:10:57.600]  我們一定要活出活潑的信仰來
[00:10:57.600 --> 00:10:59.900]  我們看見初代的教會
[00:10:59.900 --> 00:11:03.400]  之所以活出這樣爆炸性的能力
[00:11:03.400 --> 00:11:06.300]  翻轉到當時的社會
[00:11:06.300 --> 00:11:07.400]  最主要的原因
[00:11:07.400 --> 00:11:08.400]  當你讀史讀行善
[00:11:08.400 --> 00:11:15.700]  你就知道初代的教會是用改變的生命來改變世界的
[00:11:15.700 --> 00:11:18.300]  事實上今天我們被稱為基督徒
[00:11:18.300 --> 00:11:19.700]  為什麼被稱為基督徒
[00:11:19.700 --> 00:11:22.500]  就是因為當年在初代教會
[00:11:22.500 --> 00:11:24.800]  特別是安提阿教會
[00:11:24.800 --> 00:11:27.100]  那些信徒
[00:11:27.100 --> 00:11:29.300]  當時外包人看見這些信徒
[00:11:29.300 --> 00:11:30.400]  每一個人
[00:11:30.400 --> 00:11:31.500]  他們信耶穌的人
[00:11:31.500 --> 00:11:33.900]  每個人活得就像小耶穌一樣
[00:11:33.900 --> 00:11:35.500]  就像耶穌
[00:11:35.500 --> 00:11:38.500]  言語行為就像耶穌的樣子
[00:11:38.500 --> 00:11:41.000]  所以當時就給基督徒一個
[00:11:41.000 --> 00:11:42.000]  一個 nickname
[00:11:42.000 --> 00:11:42.800]  一個外號
[00:11:42.800 --> 00:11:45.900]  就叫小耶穌吧
[00:11:45.900 --> 00:11:48.300]  基督徒意思就是小基督的意思
[00:11:48.300 --> 00:11:49.400]  Christian
[00:11:49.400 --> 00:11:50.100]  Christ
[00:11:50.100 --> 00:11:51.000]  加ian
[00:11:51.000 --> 00:11:53.000]  ian就是小
[00:11:53.000 --> 00:11:54.400]  Little Christ
[00:11:54.400 --> 00:11:55.400]  他們看這些信徒
[00:11:55.400 --> 00:11:57.700]  真的像耶穌一樣
[00:11:57.700 --> 00:12:00.100]  就叫他小基督吧
[00:12:00.100 --> 00:12:01.900]  今天我們反過來了
[00:12:01.900 --> 00:12:05.400]  我們一天到晚自稱是小基督
[00:12:05.400 --> 00:12:08.100]  我們自稱我們是基督徒
[00:12:08.100 --> 00:12:11.100]  可是這個世界卻在我們身上
[00:12:11.100 --> 00:12:14.200]  看不見耶穌基督的樣式
[00:12:14.200 --> 00:12:16.400]  為什麼教會在這個世代
[00:12:16.400 --> 00:12:18.600]  失去了影響力
[00:12:18.600 --> 00:12:21.200]  乃是因為沒有真實的
[00:12:21.200 --> 00:12:25.200]  我們願意來遵行神的話語
[00:12:25.200 --> 00:12:26.100]  多少時候我們在教會裡
[00:12:26.100 --> 00:12:28.200]  我們只喜歡聽道不是嗎
[00:12:28.200 --> 00:12:30.200]  我們不喜歡行道
[00:12:30.200 --> 00:12:30.500]  對不對
[00:12:30.500 --> 00:12:31.300]  中國教會
[00:12:31.300 --> 00:12:32.800]  我們喜歡查經
[00:12:32.800 --> 00:12:34.800]  好喜歡查經
[00:12:34.800 --> 00:12:35.700]  所以我常常說
[00:12:35.700 --> 00:12:36.800]  查經是什麼
[00:12:36.800 --> 00:12:37.500]  就是你的意見
[00:12:37.500 --> 00:12:38.100]  我的意見
[00:12:38.100 --> 00:12:38.600]  他的意見
[00:12:38.600 --> 00:12:41.900]  講完了再見
[00:12:41.900 --> 00:12:42.800]  我們喜歡查經
[00:12:42.800 --> 00:12:45.600]  但不想神的話改變我們
[00:12:45.600 --> 00:12:46.800]  我們不想神的話
[00:12:46.800 --> 00:12:48.500]  來改變我們的生活型態
[00:12:48.500 --> 00:12:51.400]  我們只喜歡查經而已
[00:12:51.400 --> 00:12:52.200]  就是我常常說
[00:12:52.200 --> 00:12:54.200]  信仰其實是很簡單
[00:12:54.200 --> 00:12:55.500]  一點都不複雜的
[00:12:55.500 --> 00:12:57.100]  你知道嗎
[00:12:57.100 --> 00:12:58.700]  信仰是什麼
[00:12:58.700 --> 00:12:59.700]  信仰就是
[00:12:59.700 --> 00:13:01.500]  神的話怎麼說
[00:13:01.500 --> 00:13:03.400]  我就怎麼相信
[00:13:03.400 --> 00:13:06.000]  我就怎麼樣照著去做
[00:13:06.000 --> 00:13:07.700]  就這麼簡單
[00:13:07.700 --> 00:13:09.700]  我再說什麼是信仰
[00:13:09.700 --> 00:13:10.200]  信仰就是
[00:13:10.200 --> 00:13:12.200]  神的話怎麼說
[00:13:12.200 --> 00:13:14.200]  我就怎麼相信
[00:13:14.200 --> 00:13:16.300]  我就怎麼照樣去做
[00:13:16.300 --> 00:13:18.500]  就這麼簡單
[00:13:18.500 --> 00:13:19.500]  你知道以前在教會裡面
[00:13:19.500 --> 00:13:20.900]  流行一句話
[00:13:20.900 --> 00:13:22.400]  就WWJD
[00:13:22.400 --> 00:13:24.000]  What would Jesus do
[00:13:24.000 --> 00:13:25.700]  可能你也講過這句話
[00:13:25.700 --> 00:13:27.400]  好流行那個時候
[00:13:27.400 --> 00:13:30.200]  人人都在說WWJD
[00:13:30.200 --> 00:13:31.800]  然後很多人掛著手環
[00:13:31.800 --> 00:13:33.200]  WWJD
[00:13:33.200 --> 00:13:34.700]  Everybody在講WWJD
[00:13:34.700 --> 00:13:37.400]  What would Jesus do
[00:13:37.400 --> 00:13:40.400]  有一陣子我都煩了聽到
[00:13:40.400 --> 00:13:42.200]  耶穌會怎麼做
[00:13:42.200 --> 00:13:44.100]  這還需要問嗎
[00:13:44.100 --> 00:13:45.500]  讀讀神的話吧
[00:13:45.500 --> 00:13:47.500]  Hello
[00:13:47.500 --> 00:13:50.000]  神的話這麼清楚告訴我們
[00:13:50.000 --> 00:13:53.100]  神的話這麼清楚的寫在聖經上
[00:13:53.100 --> 00:13:55.200]  不用問了
[00:13:55.200 --> 00:13:57.000]  Just do it
[00:13:57.000 --> 00:13:58.700]  照著去做吧
[00:13:58.700 --> 00:14:00.100]  Amen
[00:14:00.100 --> 00:14:01.600]  神的話在聖經當中
[00:14:01.600 --> 00:14:04.600]  這麼清楚的教導我們
[00:14:04.600 --> 00:14:07.900]  我們要盡心盡性盡意盡力
[00:14:07.900 --> 00:14:10.000]  愛主我們的神
[00:14:10.000 --> 00:14:11.700]  你還需要問什麼呢
[00:14:11.700 --> 00:14:13.000]  神講得這麼清楚
[00:14:13.000 --> 00:14:15.700]  盡心盡性盡意盡力
[00:14:15.700 --> 00:14:18.100]  愛主你的神
[00:14:18.100 --> 00:14:19.100]  Just do it
[00:14:19.100 --> 00:14:21.300]  你不需要再問了
[00:14:21.300 --> 00:14:23.000]  神的話講得這麼清楚
[00:14:23.000 --> 00:14:25.800]  你們要愛人如己
[00:14:25.800 --> 00:14:27.800]  還需要問什麼呢
[00:14:27.800 --> 00:14:29.100]  Just do it
[00:14:29.100 --> 00:14:31.800]  照著神的話去做吧
[00:14:31.800 --> 00:14:34.100]  聖經的話語教導我們做丈夫的
[00:14:34.100 --> 00:14:35.900]  你要愛妻子
[00:14:35.900 --> 00:14:38.500]  聖經沒有說因為妻子順服你的緣故
[00:14:38.500 --> 00:14:40.100]  No
[00:14:40.100 --> 00:14:43.500]  你應當先愛你的妻子
[00:14:43.500 --> 00:14:45.700]  神的話這麼清楚還需要問什麼呢
[00:14:45.700 --> 00:14:47.200]  聖經的話講得這麼清楚
[00:14:47.200 --> 00:14:49.800]  Just do it
[00:14:49.800 --> 00:14:52.800]  聖經講的做妻子要順服丈夫
[00:14:52.800 --> 00:14:55.500]  沒有說因為丈夫很愛你
[00:14:55.500 --> 00:14:57.100]  No
[00:14:57.100 --> 00:15:00.400]  做妻子要順服丈夫
[00:15:00.400 --> 00:15:01.500]  還需要問什麼呢
[00:15:01.500 --> 00:15:03.600]  Just do it
[00:15:03.600 --> 00:15:06.700]  今天我深深的相信一件事情
[00:15:06.700 --> 00:15:10.600]  在遵行神的話語的行動當中
[00:15:10.600 --> 00:15:14.900]  這個本身會帶來極大的能力的
[00:15:14.900 --> 00:15:18.100]  是有一種翻轉生命的能力在裡面
[00:15:18.100 --> 00:15:20.900]  是一個翻轉世界的能力在裡面
[00:15:20.900 --> 00:15:21.800]  Amen
[00:15:21.800 --> 00:15:23.100]  今天你需要知道一件事情
[00:15:23.100 --> 00:15:26.100]  今天在你裡面的神
[00:15:26.100 --> 00:15:28.600]  不是一個軟弱的神
[00:15:28.600 --> 00:15:29.800]  今天住在你裡面的神
[00:15:29.800 --> 00:15:32.700]  是一位大有能力的神
[00:15:32.700 --> 00:15:35.500]  上禮拜三我特別提醒到弟兄姊妹說
[00:15:35.500 --> 00:15:39.000]  你可知道今天在你的生命有個發電機嗎
[00:15:39.000 --> 00:15:40.200]  有個發電機
[00:15:40.200 --> 00:15:41.200]  什麼發電機
[00:15:41.200 --> 00:15:42.800]  聖靈啊
[00:15:42.800 --> 00:15:44.200]  聖靈就是發電機啊
[00:15:44.200 --> 00:15:45.600]  聖靈是充滿能力的
[00:15:45.600 --> 00:15:46.500]  Amen
[00:15:46.500 --> 00:15:47.400]  聖靈住在你裡面
[00:15:47.400 --> 00:15:49.600]  你可知道在你裡面就是一個發電機
[00:15:49.600 --> 00:15:52.500]  屬靈的發電機在裡面
[00:15:52.500 --> 00:15:55.400]  為什麼我沒有經歷到呢
[00:15:55.400 --> 00:15:58.000]  這就好像水壩一樣
[00:15:58.000 --> 00:16:01.000]  今天如果你去參觀水壩
[00:16:01.000 --> 00:16:04.200]  你看水壩裡面的水哦好平靜哦
[00:16:04.200 --> 00:16:06.000]  你感覺不到任何的能力
[00:16:06.000 --> 00:16:06.900]  沒有什麼能力
[00:16:06.900 --> 00:16:08.700]  非常的平靜
[00:16:08.700 --> 00:16:09.800]  可是人家告訴我們說
[00:16:09.800 --> 00:16:13.700]  在這個水壩裡面的水蘊藏了極大的能量
[00:16:13.700 --> 00:16:16.400]  你說我怎麼都沒有經歷到呢
[00:16:16.400 --> 00:16:20.600]  這樣一直到水壩那個水柵的門嘛
[00:16:20.600 --> 00:16:22.900]  被打開的時候
[00:16:22.900 --> 00:16:24.300]  一打開啊
[00:16:24.300 --> 00:16:27.400]  那個水就整個往下衝下來
[00:16:27.400 --> 00:16:30.800]  你就感覺到一股無可阻擋的能力
[00:16:30.800 --> 00:16:32.800]  在那裡
[00:16:32.800 --> 00:16:34.000]  同樣的
[00:16:34.000 --> 00:16:36.300]  在我們生命當中也是如此
[00:16:36.300 --> 00:16:42.300]  一直到我們的生命那個水的柵門被打開的時候
[00:16:42.300 --> 00:16:46.200]  我們就能夠經歷到神得勝的能力在我們身上
[00:16:46.200 --> 00:16:47.100]  Amen
[00:16:47.100 --> 00:16:48.900]  但你說那個柵門是什麼呢
[00:16:48.900 --> 00:16:51.800]  什麼是那個水柵的門在我們生命當中呢
[00:16:51.800 --> 00:16:52.400]  那我告訴你
[00:16:52.400 --> 00:16:57.200]  那個柵門就是我們對神的順服
[00:16:57.200 --> 00:17:00.400]  當我們立志要遵行神話語的時候
[00:17:00.400 --> 00:17:03.000]  那個水柵的門就被打開
[00:17:03.000 --> 00:17:05.400]  能力就被釋放出來
[00:17:05.400 --> 00:17:06.600]  Amen
[00:17:06.600 --> 00:17:08.900]  你知道在阿根廷大復興的時候
[00:17:08.900 --> 00:17:11.100]  我們常常講到阿根廷大復興
[00:17:11.100 --> 00:17:13.400]  都講到在大復興之後
[00:17:13.400 --> 00:17:16.400]  聖靈的工作跟現象
[00:17:16.400 --> 00:17:17.700]  我們卻沒有看見
[00:17:17.700 --> 00:17:21.500]  如果你仔細看阿根廷教會大復興的歷史的話
[00:17:21.500 --> 00:17:24.300]  其實阿根廷大復興真正的原因是
[00:17:24.300 --> 00:17:30.000]  是因為當教會真正開始遵行神話語的時候
[00:17:30.000 --> 00:17:34.700]  復興就降臨在他們中間
[00:17:34.700 --> 00:17:36.300]  Carlos Ortiz
[00:17:36.300 --> 00:17:41.000]  他是當時在阿根廷大復興當中的一位墓者
[00:17:41.000 --> 00:17:43.200]  他墓會了很多年
[00:17:43.200 --> 00:17:45.900]  教會有一些許的增長
[00:17:45.900 --> 00:17:47.600]  但他卻沒有看過
[00:17:47.600 --> 00:17:50.400]  爆炸性的能力在發生
[00:17:50.400 --> 00:17:53.000]  有一次他準備講道
[00:17:53.000 --> 00:17:56.700]  那天主要信息就是要彼此相愛
[00:17:56.700 --> 00:17:58.100]  還有站在講台上
[00:17:58.100 --> 00:17:59.900]  正要開始講道的時候
[00:17:59.900 --> 00:18:04.000]  忽然間聖靈在問他一個問題
