
[00:00:00.000 --> 00:00:06.800]  主持人:大英主持人,早晨,在今天就和各位分享這首詩篇,第八篇。
[00:09:55.200 --> 00:09:56.000]  Moonwalk,
[00:09:56.000 --> 00:09:59.000]  慢慢賴賴賴賴賴過去,
[00:09:59.000 --> 00:10:00.200]  這樣也可以。
[00:10:00.200 --> 00:10:01.800]  問路的時候,
[00:10:01.800 --> 00:10:04.400]  好像青少年師班也好,
[00:10:04.400 --> 00:10:05.400]  教會師班也好,
[00:10:05.400 --> 00:10:07.800]  加一些藝術的元素,
[00:10:08.200 --> 00:10:08.800]  問路的時候,
[00:10:08.800 --> 00:10:15.400]  「先生,請問那裡我們去到哪兒呢?」
[00:10:15.400 --> 00:10:18.600]  「那下輪到在哪兒呢?」
[00:10:18.600 --> 00:10:23.000]  加一些這樣的方式去表達,
[00:10:23.000 --> 00:10:26.800]  誰知道對方就用馬斯珍的那種方法來跟你回答,
[00:10:26.800 --> 00:10:30.200]  不斷地「硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬硬,
[00:10:30.200 --> 00:10:33.000]  硬了十五分鐘你才能說到那邊。
[00:10:33.000 --> 00:10:37.200]  我們不會這樣做的,
[00:10:37.200 --> 00:10:39.200]  但是藝術就是可以這樣做的,
[00:10:39.200 --> 00:10:43.200]  上帝創造我們這個天地萬物,
[00:10:43.200 --> 00:10:44.200]  每一樣都是藝術來的,
[00:10:44.200 --> 00:10:46.200]  我們有手有腳,
[00:10:46.200 --> 00:10:48.200]  蜘蛛也有四隻腳,
[00:10:48.200 --> 00:10:50.200]  哇,多麼特別,
[00:10:50.200 --> 00:10:53.200]  不是我們所想的,
[00:10:53.200 --> 00:10:54.200]  是兩隻腳,
[00:10:54.200 --> 00:10:56.200]  原來有八隻腳,
[00:10:56.200 --> 00:10:58.200]  會是這樣,
[00:10:58.200 --> 00:11:03.200]  但是這些創造是人都知道的,
[00:11:03.200 --> 00:11:05.200]  是呀,真的人都知道,
[00:11:05.200 --> 00:11:10.200]  在羅馬書裏面講得很清楚,
[00:11:10.200 --> 00:11:13.200]  神的事情是人所能知的,
[00:11:13.200 --> 00:11:14.200]  願顯明在人的心裏,
[00:11:14.200 --> 00:11:17.200]  因為神已經給他們顯明,
[00:11:17.200 --> 00:11:22.200]  但是有很多時候那個惡者來蒙蔽我們的心,
[00:11:22.200 --> 00:11:28.200]  就好像以塞亞去到跟一些以色列人說,
[00:11:28.200 --> 00:11:30.200]  或者去收到上帝的消息,
[00:11:31.200 --> 00:11:36.200]  他說這些人心夢之遊,
[00:11:36.200 --> 00:11:37.200]  眼睛看不到,
[00:11:37.200 --> 00:11:39.200]  耳朵發沉,
[00:11:39.200 --> 00:11:44.200]  有很多時候神的工作,
[00:11:44.200 --> 00:11:46.200]  就是因為惡者的緣故,
[00:11:46.200 --> 00:11:48.200]  叫我們看不到,
[00:11:48.200 --> 00:11:49.200]  我們在這裏敬拜,
[00:11:49.200 --> 00:11:50.200]  明明敬拜我們的神,
[00:11:50.200 --> 00:11:53.200]  好像來到一個恆常,
[00:11:53.200 --> 00:11:55.200]  不回來不舒服的那種感覺,
[00:11:55.200 --> 00:11:58.200]  這種感覺應該要改,
[00:11:59.200 --> 00:12:02.200]  我們要去傾向一個呢,
[00:12:02.200 --> 00:12:03.200]  要知道,
[00:12:03.200 --> 00:12:04.200]  去到天家,
[00:12:04.200 --> 00:12:08.200]  唯有就是唱詩,敬拜,讚美,
[00:12:08.200 --> 00:12:11.200]  如果有一個大英姊妹,
[00:12:11.200 --> 00:12:12.200]  只是講到才回來的話,
[00:12:12.200 --> 00:12:17.200]  我怕她天家的生活她受不了,
[00:12:17.200 --> 00:12:19.200]  因為一去到就是唱詩,
[00:12:19.200 --> 00:12:20.200]  就是敬拜,
[00:12:20.200 --> 00:12:23.200]  想聽一下道也沒有,
[00:12:23.200 --> 00:12:25.200]  想查一下經也沒有,
[00:12:25.200 --> 00:12:27.200]  想去到主教學,
[00:12:27.200 --> 00:12:28.200]  上一下主教學班也沒有,
[00:12:29.200 --> 00:12:30.200]  只有團契,
[00:12:30.200 --> 00:12:32.200]  那個什麼團契呢?
[00:12:32.200 --> 00:12:33.200]  就是讚美的團契,
[00:12:33.200 --> 00:12:35.200]  剩下那個聚會,
[00:12:35.200 --> 00:12:39.200]  私人在這裏用一些誇張的手法,
[00:12:39.200 --> 00:12:41.200]  去表達出來,
[00:12:41.200 --> 00:12:44.200]  一個嬰孩和吃奶的口中,
[00:12:44.200 --> 00:12:46.200]  你敵人都頂不住,
[00:12:46.200 --> 00:12:48.200]  當他慢慢成長的時候,
[00:12:48.200 --> 00:12:52.200]  你還可以拿什麼來跟他招架呢?
[00:12:52.200 --> 00:12:54.200]  私人就是這樣,
[00:12:54.200 --> 00:12:56.200]  用這些誇張的手法,
[00:12:56.200 --> 00:12:58.200]  去演繹出來,
[00:13:00.200 --> 00:13:01.200]  這樣就在,
[00:13:01.200 --> 00:13:06.200]  私人接下來就講到人算什麼,
[00:13:06.200 --> 00:13:09.200]  人的那個渺小,
[00:13:09.200 --> 00:13:11.200]  世人算什麼,
[00:13:11.200 --> 00:13:14.200]  剛才主席讀到這裏的時候,
[00:13:14.200 --> 00:13:20.200]  就有一些古人的那種搖頭擺路的方式,
[00:13:20.200 --> 00:13:22.200]  人算什麼,
[00:13:22.200 --> 00:13:25.200]  你竟顧念他,
[00:13:25.200 --> 00:13:28.200]  突然之間有一種韻味出來,
[00:13:30.200 --> 00:13:31.200]  人是很渺小的,
[00:13:31.200 --> 00:13:37.200]  人本身的軀殼就不是很值錢,
[00:13:37.200 --> 00:13:39.200]  以前我們都聽過,
[00:13:39.200 --> 00:13:41.200]  把人的水份抽走,
[00:13:41.200 --> 00:13:44.200]  把碳水化合物清走,
[00:13:44.200 --> 00:13:47.200]  剩下來的那個一元美金都不值錢,
[00:13:47.200 --> 00:13:53.200]  本身物質上的價值真的不是很高,
[00:13:53.200 --> 00:13:56.200]  但是在一個這樣的情況之下,
[00:13:57.200 --> 00:13:59.200]  神卻是用我們,
[00:13:59.200 --> 00:14:05.200]  人在這個世間上好像算得了什麼呢?
[00:14:05.200 --> 00:14:07.200]  世人算得了什麼呢?
[00:14:07.200 --> 00:14:13.200]  私人從天地萬物的創造裏面來看得到,
[00:14:13.200 --> 00:14:15.200]  就是這個天上的星獸也好,
[00:14:15.200 --> 00:14:17.200]  地上創造的萬物也好,
[00:14:17.200 --> 00:14:20.200]  海裏面的一切生物也好,
[00:14:20.200 --> 00:14:23.200]  看到這些東西,
[00:14:23.200 --> 00:14:25.200]  他的回應是什麼呢?
[00:14:26.200 --> 00:14:27.200]  人算什麼?
[00:14:27.200 --> 00:14:29.200]  人算什麼?
[00:14:29.200 --> 00:14:31.200]  我們可以打獵,又怎樣呢?
[00:14:31.200 --> 00:14:33.200]  可以去耕種,
[00:14:33.200 --> 00:14:36.200]  吃我們的土產,又怎樣呢?
[00:14:36.200 --> 00:14:38.200]  回應回來,
[00:14:38.200 --> 00:14:40.200]  人算什麼?
[00:14:40.200 --> 00:14:42.200]  或者私人真的很富有,
[00:14:42.200 --> 00:14:46.200]  他有很多的家財,家當,
[00:14:46.200 --> 00:14:49.200]  財產豐厚,
[00:14:49.200 --> 00:14:51.200]  都是說一句,
[00:14:51.200 --> 00:14:53.200]  人算什麼?
[00:14:54.200 --> 00:14:56.200]  當我們去看這個天體,
[00:14:56.200 --> 00:14:58.200]  天上的星獸的時候,
[00:14:58.200 --> 00:15:00.200]  天文學者說,
[00:15:00.200 --> 00:15:04.200]  這顆星不知道在多少光年前就在這裏,
[00:15:04.200 --> 00:15:07.200]  或者有時候不止幾年,
[00:15:07.200 --> 00:15:10.200]  有時候說八年,
[00:15:10.200 --> 00:15:12.200]  或者一億光年,
[00:15:12.200 --> 00:15:14.200]  用光年計算,
[00:15:14.200 --> 00:15:16.200]  在那裏了,
[00:15:16.200 --> 00:15:18.200]  現在看的是不知道多少光年之前見到的東西,
[00:15:18.200 --> 00:15:20.200]  但是那顆星可能不存在了,
[00:15:20.200 --> 00:15:22.200]  很奇怪,
[00:15:23.200 --> 00:15:24.200]  它已經不存在了,
[00:15:24.200 --> 00:15:27.200]  但是我們見到它的光芒,
[00:15:27.200 --> 00:15:29.200]  它不存在,
[00:15:29.200 --> 00:15:32.200]  但是我們見到它的光芒,
[00:15:32.200 --> 00:15:36.200]  當我們去看古人的詩歌的時候,
[00:15:36.200 --> 00:15:39.200]  杜甫,李白,白居易這些,
[00:15:39.200 --> 00:15:41.200]  當我們看的時候,
[00:15:41.200 --> 00:15:43.200]  那個人不存在,
[00:15:43.200 --> 00:15:45.200]  但是有些很文質彬彬,
[00:15:45.200 --> 00:15:49.200]  好像陳偉明執事那些,
[00:15:50.200 --> 00:15:53.200]  很有書生氣質的,
[00:15:53.200 --> 00:15:55.200]  一看的時候,
[00:15:55.200 --> 00:15:58.200]  這些詩人就好像在我身邊,
[00:15:58.200 --> 00:16:01.200]  似是很遠但是很近,
[00:16:01.200 --> 00:16:03.200]  你說他在這裏又不是,
[00:16:03.200 --> 00:16:05.200]  你說他不在這裏又好像不是,
[00:16:05.200 --> 00:16:09.200]  希伯維人對神的觀念都是這樣,
[00:16:09.200 --> 00:16:12.200]  似是似不是,
[00:16:12.200 --> 00:16:18.200]  因為只有亞當和夏娃才親身,
[00:16:19.200 --> 00:16:20.200]  面對面見到神,
[00:16:20.200 --> 00:16:22.200]  其他的人是什麼?
[00:16:22.200 --> 00:16:24.200]  是沒見過,
[00:16:24.200 --> 00:16:26.200]  但是他們又怎樣知道呢?
[00:16:26.200 --> 00:16:30.200]  不是因為只有亞當夏娃去跟他的子孫說,
[00:16:30.200 --> 00:16:35.200]  因為神給人一個很特別的地方,
[00:16:35.200 --> 00:16:38.200]  就是懂得用文字,
[00:16:38.200 --> 00:16:41.200]  將文字慢慢記下來,
[00:16:41.200 --> 00:16:43.200]  不同的歷史,
[00:16:43.200 --> 00:16:45.200]  不同的智慧,
[00:16:45.200 --> 00:16:47.200]  不同的學識,
[00:16:48.200 --> 00:16:51.200]  以至到我們今天懂得用光纖,
[00:16:51.200 --> 00:16:53.200]  懂得用手機,
[00:16:53.200 --> 00:16:55.200]  這些就是前人積累下來,
[00:16:55.200 --> 00:17:00.200]  我們不需要重頭去研究一下蒸汽機的問題,
[00:17:00.200 --> 00:17:03.200]  就是因為文字的問題,
[00:17:03.200 --> 00:17:05.200]  將它慢慢積累下來,
[00:17:05.200 --> 00:17:11.200]  所以摩西五經就將這些事跡記下來,
[00:17:11.200 --> 00:17:13.200]  記下來是什麼?
[00:17:13.200 --> 00:17:15.200]  他們沒見到上帝,
[00:17:16.200 --> 00:17:20.200]  整群的希伯來人都讀了摩西五經,
[00:17:20.200 --> 00:17:22.200]  我們的神就是這樣,
[00:17:22.200 --> 00:17:25.200]  直到耶穌基督降身,
[00:17:25.200 --> 00:17:27.200]  到成肉身的時候,
[00:17:27.200 --> 00:17:29.200]  很具體的了,
[00:17:29.200 --> 00:17:31.200]  神就是在這裡,
[00:17:31.200 --> 00:17:33.200]  耶穌基督是完全的神,
[00:17:33.200 --> 00:17:35.200]  也是完全的人,
[00:17:35.200 --> 00:17:37.200]  就在這裡彰顯了出來,
[00:17:37.200 --> 00:17:39.200]  讓世人知道,
[00:17:39.200 --> 00:17:41.200]  我們今天見不到,
[00:17:41.200 --> 00:17:44.200]  但是祂的存在,
[00:17:45.200 --> 00:17:47.200]  不管是信耶穌基督是否神,
[00:17:47.200 --> 00:17:51.200]  都相信耶穌基督曾經在世上生活過,
[00:17:51.200 --> 00:17:56.200]  是百分百的人在地上生活過,
[00:17:56.200 --> 00:18:01.200]  所以當我們從很多事物的裏面,
[00:18:01.200 --> 00:18:03.200]  就好像詩篇裏面所說的,
[00:18:03.200 --> 00:18:05.200]  眼是見得到,
[00:18:05.200 --> 00:18:08.200]  我們耳是聽得到,
[00:18:08.200 --> 00:18:11.200]  人算什麼?
[00:18:12.200 --> 00:18:15.200]  當世人去到見到這個聖獸,
[00:18:15.200 --> 00:18:18.200]  也聽到地上各樣的聲音的時候,
[00:18:18.200 --> 00:18:20.200]  就在讚美神,
[00:18:20.200 --> 00:18:22.200]  我們能夠是唱,
[00:18:22.200 --> 00:18:23.200]  能夠是聽,
[00:18:23.200 --> 00:18:24.200]  能夠是見,
[00:18:24.200 --> 00:18:26.200]  不是必然的事,
[00:18:26.200 --> 00:18:28.200]  很多的事實都跟我們說,
[00:18:28.200 --> 00:18:31.200]  可能一瞬間我們就聽不到,
[00:18:31.200 --> 00:18:33.200]  看不到,
[00:18:33.200 --> 00:18:36.200]  甚至乎我們的活動能力,
[00:18:36.200 --> 00:18:38.200]  也可能一瞬間,
[00:18:38.200 --> 00:18:40.200]  來到沒有了,
[00:18:41.200 --> 00:18:43.200]  所以若我們能夠是唱得到,
[00:18:43.200 --> 00:18:45.200]  聽得到的時候,
[00:18:45.200 --> 00:18:49.200]  就盡量用我們的生命去讚美我們的神,
[00:18:49.200 --> 00:18:52.200]  雖然是這樣,
[00:18:52.200 --> 00:18:55.200]  在這個環境裏面,
[00:18:55.200 --> 00:18:58.200]  人算什麼好像很渺小,
[00:18:58.200 --> 00:19:00.200]  但是神給他們有尊榮,
[00:19:00.200 --> 00:19:02.200]  給每一個人都有尊榮,
[00:19:02.200 --> 00:19:05.200]  他派他所做的人,
[00:19:05.200 --> 00:19:08.200]  去管理這個大地,
[00:19:08.200 --> 00:19:10.200]  管理這個大地,
[00:19:11.200 --> 00:19:15.200]  當亞當在伊甸園工作,
[00:19:15.200 --> 00:19:17.200]  是很他條的,
[00:19:17.200 --> 00:19:19.200]  就是一起床,
[00:19:19.200 --> 00:19:22.200]  麻雀,孔雀,
[00:19:22.200 --> 00:19:24.200]  這個叫暴龍,
[00:19:24.200 --> 00:19:27.200]  然後那個叫木棉樹,
[00:19:27.200 --> 00:19:30.200]  然後你叫海狗,
[00:19:30.200 --> 00:19:32.200]  然後睡覺,
[00:19:32.200 --> 00:19:34.200]  然後又吃,
[00:19:34.200 --> 00:19:36.200]  這種就好像中國人所說的,
[00:19:36.200 --> 00:19:38.200]  天生天養,
[00:19:39.200 --> 00:19:41.200]  不需要管,
[00:19:41.200 --> 00:19:44.200]  但是上帝說給我們管,
[00:19:44.200 --> 00:19:46.200]  多好,
[00:19:46.200 --> 00:19:48.200]  當人類犯罪之後,
[00:19:48.200 --> 00:19:50.200]  越管就越差,
[00:19:50.200 --> 00:19:52.200]  越管越差,
[00:19:52.200 --> 00:19:54.200]  溫室效應,
[00:19:54.200 --> 00:19:56.200]  糧食供應又不行,
[00:19:56.200 --> 00:19:59.200]  資源的分配又不平均,
[00:19:59.200 --> 00:20:03.200]  本來管理大地,
[00:20:03.200 --> 00:20:06.200]  大家都這麼大了,
[00:20:07.200 --> 00:20:09.200]  什麼叫鐵幕國家,
[00:20:09.200 --> 00:20:12.200]  管理大地怎麼連人都管,
[00:20:12.200 --> 00:20:14.200]  不准出去吃飯,
[00:20:14.200 --> 00:20:18.200]  不准出去其他國家都不行,
[00:20:18.200 --> 00:20:22.200]  整個生活都好像一個籠子裡面,
[00:20:22.200 --> 00:20:24.200]  你出籠子就要小心點,
[00:20:24.200 --> 00:20:26.200]  不准這樣,
[00:20:26.200 --> 00:20:28.200]  去到一個這樣的情況,
[00:20:28.200 --> 00:20:33.200]  然而神也不會把權柄拿走,
[00:20:33.200 --> 00:20:35.200]  繼續使用,
[00:20:36.200 --> 00:20:37.200]  神的能力和偉大,
[00:20:37.200 --> 00:20:39.200]  儘管你是這樣使用,
[00:20:39.200 --> 00:20:41.200]  但是神的能力,
[00:20:41.200 --> 00:20:43.200]  祂自己的信息,
[00:20:43.200 --> 00:20:46.200]  仍然會達到那些人的身上,
[00:20:46.200 --> 00:20:50.200]  這個就是人的尊榮,
[00:20:50.200 --> 00:20:52.200]  神是給他們,
[00:20:52.200 --> 00:20:54.200]  給我們去管理,
[00:20:54.200 --> 00:20:58.200]  那個管理就是讓我們,
[00:20:58.200 --> 00:21:00.200]  能夠在神裡面,
[00:21:00.200 --> 00:21:02.200]  好好地去安排,
[00:21:03.200 --> 00:21:07.200]  有人問過我,
[00:21:07.200 --> 00:21:11.200]  他們做生意就怎樣,
[00:21:11.200 --> 00:21:14.200]  有些太太根本就是在家裡織毛衣,
[00:21:14.200 --> 00:21:16.200]  可以去到一個這樣的地步,
[00:21:16.200 --> 00:21:18.200]  不需要出來工作,
[00:21:18.200 --> 00:21:22.200]  但是他們好像有些生意想做一下,
[00:21:22.200 --> 00:21:24.200]  會不會很犯規,
[00:21:24.200 --> 00:21:26.200]  我說不犯規,
[00:21:26.200 --> 00:21:28.200]  你看看針研第31篇,
