
[00:00:00.000 --> 00:00:07.000]  各位前輩如果你有聖經的話請你打開到創世紀第十八章
[00:03:32.000 --> 00:03:35.000]  他說萬國都要因他得福
[00:03:35.000 --> 00:03:37.000]  這是亞伯拉罕在那個時候
[00:03:37.000 --> 00:03:39.000]  完全不知道將來會發生什麼事情
[00:03:39.000 --> 00:03:42.000]  但是聖經上告訴我們說他信
[00:03:42.000 --> 00:03:45.000]  所以神就稱他為義人
[00:03:45.000 --> 00:03:50.000]  在這裡神也讓他知道將來的事情
[00:03:50.000 --> 00:03:53.000]  神在那個時候就讓他看見將來的事情
[00:03:53.000 --> 00:03:54.000]  這是第一個原因
[00:03:54.000 --> 00:03:55.000]  第二個原因
[00:03:55.000 --> 00:03:58.000]  他說他要讓亞伯拉罕
[00:03:58.000 --> 00:04:02.000]  所以他知道他將要做的事情
[00:04:02.000 --> 00:04:03.000]  什麼事情呢
[00:04:03.000 --> 00:04:04.000]  等一下我們會看到
[00:04:04.000 --> 00:04:07.000]  他要吩咐他的眾子和他的眷屬
[00:04:07.000 --> 00:04:10.000]  都遵守我的道秉行公義
[00:04:10.000 --> 00:04:11.000]  這兩件事情
[00:04:11.000 --> 00:04:15.000]  神都是讓亞伯拉罕讓我們也看見
[00:04:15.000 --> 00:04:18.000]  神他不是只是亞伯拉罕的神
[00:04:18.000 --> 00:04:21.000]  他是亞伯拉罕以下雅各的神
[00:04:21.000 --> 00:04:22.000]  他也是以色列的神
[00:04:22.000 --> 00:04:24.000]  他也是猶大的神
[00:04:24.000 --> 00:04:27.000]  然後他也是我們的神
[00:04:27.000 --> 00:04:29.000]  第三個
[00:04:29.000 --> 00:04:33.000]  他說使我所應許的話都成就了
[00:04:33.000 --> 00:04:37.000]  在這裡我們看見一件事情是什麼呢
[00:04:37.000 --> 00:04:47.000]  他是神他是從永遠到永遠
[00:04:47.000 --> 00:04:51.000]  接下去我們就看見神告訴亞伯拉罕什麼事情
[00:04:51.000 --> 00:04:54.000]  他就告訴亞伯拉罕在第二世界
[00:04:54.000 --> 00:04:55.000]  耶和華說
[00:04:55.000 --> 00:04:58.000]  索多瑪和厄莫拉的罪惡甚重
[00:04:58.000 --> 00:04:59.000]  深聞於我
[00:04:59.000 --> 00:05:04.000]  我現在要下去查看他們所行的果然徑向
[00:05:04.000 --> 00:05:06.000]  那達到我耳中的聲音一樣嗎
[00:05:06.000 --> 00:05:13.000]  若是不然我也必知道
[00:05:13.000 --> 00:05:16.000]  在這裡讓我們看見
[00:05:16.000 --> 00:05:19.000]  神他是一位什麼樣的神呢
[00:05:19.000 --> 00:05:21.000]  他是聽得見的神
[00:05:21.000 --> 00:05:23.000]  他也是能夠看得見的神
[00:05:23.000 --> 00:05:26.000]  然後在這裡面最有一件事情
[00:05:26.000 --> 00:05:27.000]  就是讓我們看見
[00:05:27.000 --> 00:05:31.000]  他說索多瑪和厄莫拉的罪惡甚重
[00:05:31.000 --> 00:05:34.000]  已經達到他的耳朵裡面了
[00:05:34.000 --> 00:05:38.000]  他不是不知道索多瑪和厄莫拉他們的罪惡
[00:05:38.000 --> 00:05:39.000]  他知道的
[00:05:39.000 --> 00:05:41.000]  他的寶座在天上
[00:05:41.000 --> 00:05:43.000]  但是他查看世人
[00:05:43.000 --> 00:05:45.000]  他查看世人的心
[00:05:45.000 --> 00:05:48.000]  然後他說我現在要下去
[00:05:48.000 --> 00:05:50.000]  你知道在聖經裡面有好幾次
[00:05:50.000 --> 00:05:54.000]  神說他要下去
[00:05:54.000 --> 00:05:56.000]  他要下去查看
[00:05:56.000 --> 00:05:58.000]  第一個下去查看
[00:05:58.000 --> 00:05:59.000]  就是在巴別塔
[00:05:59.000 --> 00:06:02.000]  創世紀十一章第七節的時候
[00:06:02.000 --> 00:06:04.000]  他要從這裡下去
[00:06:04.000 --> 00:06:05.000]  要查看他們
[00:06:05.000 --> 00:06:08.000]  然後第二個下去
[00:06:08.000 --> 00:06:10.000]  就是在初埃及紀裡面
[00:06:10.000 --> 00:06:12.000]  在那時候神告訴摩西
[00:06:12.000 --> 00:06:15.000]  他說他聽見他們的苦情
[00:06:15.000 --> 00:06:18.000]  他聽見他們受到的困難
[00:06:18.000 --> 00:06:23.000]  所以他說他也要下去拯救他們
[00:06:23.000 --> 00:06:25.000]  然後下面一個下去
[00:06:25.000 --> 00:06:30.000]  就是神猜他的獨生愛子耶穌下來
[00:06:30.000 --> 00:06:33.000]  從我們的立場看是他下來
[00:06:33.000 --> 00:06:35.000]  但是他是說他下去
[00:06:35.000 --> 00:06:38.000]  道成了肉身
[00:06:38.000 --> 00:06:41.000]  這是第二件事情讓我們看見
[00:06:41.000 --> 00:06:43.000]  神祂眷顧人
[00:06:43.000 --> 00:06:45.000]  祂顧念人
[00:06:45.000 --> 00:06:46.000]  雖然我們是在困難當中
[00:06:46.000 --> 00:06:48.000]  雖然我們是在困境當中
[00:06:48.000 --> 00:06:50.000]  但祂仍然顧念我們
[00:06:50.000 --> 00:06:52.000]  祂仍然眷顧
[00:06:52.000 --> 00:06:54.000]  這是我們從聖經上所看見的
[00:06:54.000 --> 00:06:56.000]  神是誰
[00:06:56.000 --> 00:07:00.000]  這是我們看見他告訴亞伯拉罕
[00:07:00.000 --> 00:07:03.000]  他說他要審判索多瑪跟阿摩拉
[00:07:03.000 --> 00:07:06.000]  這是讓我們看見神的公義
[00:07:06.000 --> 00:07:11.000]  在神的公義同時又有憐憫
[00:07:11.000 --> 00:07:14.000]  你知道很多時候我們沒有辦法想通
[00:07:14.000 --> 00:07:15.000]  在聖經上很多時候
[00:07:15.000 --> 00:07:18.000]  我們看見一些聖經上的記載
[00:07:18.000 --> 00:07:21.000]  我們就會想說為什麼這件事情發生
[00:07:21.000 --> 00:07:25.000]  然後同時另外一個反面的事情會發生
[00:07:25.000 --> 00:07:29.000]  這個英文叫做paradox
[00:07:29.000 --> 00:07:33.000]  或者是把它翻譯成中文叫做弔詭
[00:07:33.000 --> 00:07:41.000]  就是說兩個極端相反的事情同時發生
[00:07:41.000 --> 00:07:42.000]  在我們人很多時候
[00:07:42.000 --> 00:07:45.000]  我們很難了解這件事情
[00:07:45.000 --> 00:07:46.000]  對不對我們很難了解
[00:07:46.000 --> 00:07:48.000]  我們從教會的立場來看
[00:07:48.000 --> 00:07:51.000]  我們看見教會是屬於基督的
[00:07:51.000 --> 00:07:52.000]  教會是聖潔的
[00:07:52.000 --> 00:08:01.000]  為什麼教會裡面也有很惡的事情發生
[00:08:01.000 --> 00:08:06.000]  神的慈愛跟祂的公義同時會發生
[00:08:06.000 --> 00:08:09.000]  我們很多時候沒辦法想像
[00:08:09.000 --> 00:08:11.000]  因為我們人是有限的
[00:08:11.000 --> 00:08:13.000]  但是我自己在想
[00:08:13.000 --> 00:08:15.000]  因為我們在基督裡面
[00:08:15.000 --> 00:08:17.000]  只有我們在基督裡面
[00:08:17.000 --> 00:08:20.000]  我們才能夠眼睛看清楚
[00:08:20.000 --> 00:08:23.000]  所謂的這個paradox
[00:08:23.000 --> 00:08:25.000]  一個弔詭的事情
[00:08:25.000 --> 00:08:26.000]  一個是這個極端
[00:08:26.000 --> 00:08:28.000]  一個是這個極端
[00:08:28.000 --> 00:08:29.000]  會同時發生
[00:08:29.000 --> 00:08:32.000]  同時發生在我們身上
[00:08:32.000 --> 00:08:33.000]  所以很多時候
[00:08:33.000 --> 00:08:35.000]  我記得我們昨天
[00:08:35.000 --> 00:08:37.000]  昨天我們這個高伯母
[00:08:37.000 --> 00:08:39.000]  我們很敬愛的高伯母
[00:08:39.000 --> 00:08:41.000]  她被接去了
[00:08:41.000 --> 00:08:43.000]  一百歲
[00:08:43.000 --> 00:08:45.000]  That's amazing
[00:08:45.000 --> 00:08:48.000]  你們有看過幾個一百歲的人嗎
[00:08:48.000 --> 00:08:49.000]  很少
[00:08:49.000 --> 00:08:51.000]  我以前看過一個一百歲的人
[00:08:51.000 --> 00:08:54.000]  我看到他的時候是九十九歲
[00:08:54.000 --> 00:08:56.000]  後來再看到他的時候是一百歲
[00:08:56.000 --> 00:08:59.000]  後來就沒有再見過他了
[00:08:59.000 --> 00:09:04.000]  你知道當我們去參加這個喪禮的時候
[00:09:04.000 --> 00:09:07.000]  只有我們在主裡面的人
[00:09:07.000 --> 00:09:12.000]  我們可以又是悲傷又是喜樂
[00:09:12.000 --> 00:09:15.000]  我們悲傷是因為人離開了我們
[00:09:15.000 --> 00:09:18.000]  我們喜樂是因為我們有一個盼望
[00:09:18.000 --> 00:09:20.000]  我們不知道他去了哪裡
[00:09:20.000 --> 00:09:21.000]  所以同樣的
[00:09:21.000 --> 00:09:24.000]  我們從聖經上面我們也是看見
[00:09:24.000 --> 00:09:26.000]  我們看見這個主耶穌的神
[00:09:26.000 --> 00:09:28.000]  祂的這個公義
[00:09:28.000 --> 00:09:29.000]  聖經上告訴我們說
[00:09:29.000 --> 00:09:33.000]  祂決定不會把有罪的人當成無罪
[00:09:33.000 --> 00:09:36.000]  祂也不會把無罪的人當成有罪
[00:09:36.000 --> 00:09:38.000]  我們從聖經上面我們看見
[00:09:38.000 --> 00:09:39.000]  我們常常講說
[00:09:39.000 --> 00:09:44.000]  舊約裡面神是一個很殘酷的神
[00:09:44.000 --> 00:09:47.000]  你們有沒有這樣想過啊
[00:09:47.000 --> 00:09:48.000]  沒有關係啦
[00:09:48.000 --> 00:09:49.000]  你將來到天上的時候
[00:09:49.000 --> 00:09:50.000]  你就跟神講
[00:09:50.000 --> 00:09:52.000]  你說神啊我曾經想過
[00:09:52.000 --> 00:09:54.000]  祢是一個很殘酷的神
[00:09:54.000 --> 00:09:55.000]  那我想祂會問你
[00:09:55.000 --> 00:10:02.000]  那你現在怎麼想呢
[00:10:02.000 --> 00:10:04.000]  我常常會想這些事情
[00:10:04.000 --> 00:10:06.000]  不是說我在那邊魂遊外向
[00:10:06.000 --> 00:10:07.000]  不是
[00:10:07.000 --> 00:10:08.000]  我只是從聖經上面
[00:10:08.000 --> 00:10:11.000]  我就在想神到底是怎麼樣的一位神
[00:10:11.000 --> 00:10:13.000]  祂同時又是公義
[00:10:13.000 --> 00:10:14.000]  祂要審判
[00:10:14.000 --> 00:10:16.000]  然後祂同時又是什麼
[00:10:16.000 --> 00:10:18.000]  祂同時愛憐憫
[00:10:18.000 --> 00:10:21.000]  祂為什麼要告訴亞伯拉罕
[00:10:21.000 --> 00:10:23.000]  接下去我們就看見亞伯拉罕
[00:10:23.000 --> 00:10:24.000]  他對神的信心
[00:10:24.000 --> 00:10:27.000]  他知道神決定不是開玩笑的
[00:10:27.000 --> 00:10:30.000]  他知道神決定不是鬧著玩的
[00:10:30.000 --> 00:10:32.000]  所以他馬上就開始為索多瑪
[00:10:32.000 --> 00:10:34.000]  阿摩拉祈求
[00:10:34.000 --> 00:10:36.000]  我覺得很多時候是因為
[00:10:36.000 --> 00:10:39.000]  很多人說是因為他的侄兒在那邊
[00:10:39.000 --> 00:10:41.000]  我自己覺得不是
[00:10:41.000 --> 00:10:44.000]  我覺得就是亞伯拉罕的心
[00:10:44.000 --> 00:10:46.000]  他就開始為他們禱告
[00:10:46.000 --> 00:10:47.000]  開始先是說
[00:10:47.000 --> 00:10:51.000]  因為他真的就是看見神的公義
[00:10:51.000 --> 00:10:52.000]  他就是challenge
[00:10:52.000 --> 00:10:54.000]  不能說challenge
[00:10:54.000 --> 00:10:57.000]  他就是就著神的公義來禱告
[00:10:57.000 --> 00:10:59.000]  但是他也知道神的公義裡面
[00:10:59.000 --> 00:11:01.000]  後面有什麼
[00:11:01.000 --> 00:11:03.000]  有憐憫有慈悲
[00:11:03.000 --> 00:11:06.000]  所以他就敢為這個神禱告
[00:11:06.000 --> 00:11:07.000]  然後他也敢
[00:11:07.000 --> 00:11:09.000]  但是他在聖經裡面常常講說
[00:11:09.000 --> 00:11:11.000]  哎呀你不要生氣
[00:11:11.000 --> 00:11:13.000]  我現在還有一個條件
[00:11:13.000 --> 00:11:15.000]  講完了之後就說
[00:11:15.000 --> 00:11:18.000]  再讓我再講一次好不好
[00:11:18.000 --> 00:11:21.000]  不要生氣不要生氣
[00:11:21.000 --> 00:11:24.000]  亞伯拉罕很認識神
[00:11:24.000 --> 00:11:25.000]  我們很多時候我們禱告
[00:11:25.000 --> 00:11:27.000]  是不是也是這個樣子
[00:11:27.000 --> 00:11:28.000]  我們真的是認識神
[00:11:28.000 --> 00:11:30.000]  所以我們禱告的時候
[00:11:30.000 --> 00:11:31.000]  我們為什麼人禱告
[00:11:31.000 --> 00:11:32.000]  為什麼事情禱告的時候
[00:11:32.000 --> 00:11:35.000]  那我們心裡面是怎麼禱告
[00:11:35.000 --> 00:11:38.000]  那就看你怎麼認識這位神
[00:11:38.000 --> 00:11:39.000]  亞伯拉罕他認識神
[00:11:39.000 --> 00:11:41.000]  所以他開始從50個
[00:11:41.000 --> 00:11:43.000]  然後再減成45個
[00:11:43.000 --> 00:11:45.000]  然後45個再減成40個
[00:11:45.000 --> 00:11:47.000]  然後到最後
[00:11:47.000 --> 00:11:49.000]  我們常常很多時候聽人家講說
[00:11:49.000 --> 00:11:50.000]  神是很殘酷的
[00:11:50.000 --> 00:11:53.000]  你覺得神很殘酷嗎
[00:11:53.000 --> 00:11:55.000]  No
[00:11:55.000 --> 00:11:59.000]  他可以一直忍一直忍一直忍
[00:11:59.000 --> 00:12:03.000]  忍到最後10個
[00:12:03.000 --> 00:12:04.000]  神就告訴他
[00:12:04.000 --> 00:12:07.000]  如果有10個我也不滅這個城
[00:12:07.000 --> 00:12:08.000]  後面就沒事了
[00:12:08.000 --> 00:12:10.000]  後面就沒有了
[00:12:10.000 --> 00:12:14.000]  亞伯拉罕就停在那個地方
[00:12:14.000 --> 00:12:16.000]  你知道我自己在想
[00:12:16.000 --> 00:12:18.000]  神他也是公義的
[00:12:18.000 --> 00:12:19.000]  他也是慈愛的
[00:12:19.000 --> 00:12:20.000]  對不對
[00:12:20.000 --> 00:12:22.000]  我們看見亞伯拉罕他的禱告
[00:12:22.000 --> 00:12:23.000]  但是我們真的是看見
[00:12:23.000 --> 00:12:29.000]  另外還有一個人的禱告
[00:12:29.000 --> 00:12:31.000]  這個人的禱告
[00:12:31.000 --> 00:12:32.000]  他就是跟神求
[00:12:32.000 --> 00:12:36.000]  如果還有一個藝人
[00:12:36.000 --> 00:12:41.000]  你要不要憐憫他們
[00:12:41.000 --> 00:12:43.000]  這就是主耶穌的禱告
[00:12:43.000 --> 00:12:45.000]  主耶穌在十字架上的時候
[00:12:45.000 --> 00:12:46.000]  主耶穌說
[00:12:46.000 --> 00:12:47.000]  呼喚赦免他們
[00:12:47.000 --> 00:12:48.000]  因為他們所做的事情
[00:12:48.000 --> 00:12:50.000]  他們不知道
[00:12:50.000 --> 00:12:53.000]  唯一的一個藝人
[00:12:53.000 --> 00:12:56.000]  他在十字架上說成就的事情
[00:12:56.000 --> 00:12:58.000]  讓神把他的心
[00:12:58.000 --> 00:13:00.000]  把他的慈悲
[00:13:00.000 --> 00:13:01.000]  把他的憐憫
[00:13:01.000 --> 00:13:03.000]  把他的慈愛
[00:13:03.000 --> 00:13:10.000]  完完全全彰顯出來
[00:13:10.000 --> 00:13:12.000]  接下去我們看見
[00:13:12.000 --> 00:13:14.000]  神的審判
[00:13:14.000 --> 00:13:19.000]  神的審判是不能等的
[00:13:19.000 --> 00:13:22.000]  是很緊急的
[00:13:22.000 --> 00:13:24.000]  所以這兩個天使到了羅德那邊
[00:13:24.000 --> 00:13:27.000]  我們現在先不講他們犯了什麼罪
[00:13:27.000 --> 00:13:28.000]  我們就講說
[00:13:28.000 --> 00:13:30.000]  天使到了你們可以自己去看
[00:13:30.000 --> 00:13:31.000]  到了那邊的時候
[00:13:31.000 --> 00:13:34.000]  他就叫羅德趕快走
[00:13:34.000 --> 00:13:35.000]  為什麼
[00:13:35.000 --> 00:13:37.000]  因為審判馬上就要來到了
[00:13:37.000 --> 00:13:38.000]  你們記不記得
[00:13:38.000 --> 00:13:40.000]  主耶穌出來傳道的時候
[00:13:40.000 --> 00:13:44.000]  第一句話講了什麼
[00:13:44.000 --> 00:13:45.000]  你們應當悔改
[00:13:45.000 --> 00:13:47.000]  然後呢
[00:13:47.000 --> 00:13:48.000]  天國靜了
[00:13:48.000 --> 00:13:54.000]  你們應當悔改
[00:13:54.000 --> 00:13:57.000]  審判會來到了
[00:13:57.000 --> 00:13:59.000]  神決定不是鬧著玩的
[00:13:59.000 --> 00:14:02.000]  我們從這一段經文裡面
[00:14:02.000 --> 00:14:03.000]  我們看見
[00:14:03.000 --> 00:14:05.000]  神是一位永存的神
[00:14:05.000 --> 00:14:06.000]  所以他在那個時候
[00:14:06.000 --> 00:14:07.000]  他讓我們看見
[00:14:07.000 --> 00:14:10.000]  他要審判索多瑪跟阿摩拉
[00:14:10.000 --> 00:14:12.000]  他就要審判索多瑪跟阿摩拉
[00:14:12.000 --> 00:14:14.000]  然後我們再往前推
[00:14:14.000 --> 00:14:15.000]  我們就看見
[00:14:15.000 --> 00:14:18.000]  當這個諾亞造方舟的時候
[00:14:18.000 --> 00:14:19.000]  對不對
[00:14:19.000 --> 00:14:22.000]  神的審判會領導他們
[00:14:22.000 --> 00:14:23.000]  我們在新約的時候
[00:14:23.000 --> 00:14:24.000]  我們看見主耶穌
[00:14:24.000 --> 00:14:26.000]  他就告訴猶太人
[00:14:26.000 --> 00:14:27.000]  他就告訴他
[00:14:27.000 --> 00:14:30.000]  當年索多瑪跟阿摩拉的事情
[00:14:30.000 --> 00:14:32.000]  然後他也告訴他們洪水的事情
[00:14:32.000 --> 00:14:34.000]  他說這些事情怎麼發生
[00:14:34.000 --> 00:14:38.000]  他說將來的審判也是一樣
[00:14:38.000 --> 00:14:43.000]  我們逃不掉的
[00:14:43.000 --> 00:14:45.000]  當神藉著這兩位天使
[00:14:45.000 --> 00:14:47.000]  告訴羅德
[00:14:47.000 --> 00:14:49.000]  他說你一定要逃離這個審判
[00:14:49.000 --> 00:14:50.000]  因為聖經上告訴我們說
[00:14:50.000 --> 00:14:52.000]  神要搭救義人
[00:14:52.000 --> 00:14:53.000]  對不對
[00:14:53.000 --> 00:14:57.000]  他要把那些不義的人留在審判之下
[00:14:57.000 --> 00:15:00.000]  神的審判一定會到的
[00:15:00.000 --> 00:15:05.000]  神的憤怒也一定會到的
[00:15:05.000 --> 00:15:07.000]  當天使把羅德救出來之後
[00:15:07.000 --> 00:15:09.000]  我們下面就看人
[00:15:09.000 --> 00:15:11.000]  我們看見人是怎麼回事
[00:15:11.000 --> 00:15:12.000]  聖經上告訴我們說
[00:15:12.000 --> 00:15:15.000]  羅德他告訴他的女婿
[00:15:15.000 --> 00:15:16.000]  兩個女婿
[00:15:16.000 --> 00:15:18.000]  有的人說他們還沒有結婚
[00:15:18.000 --> 00:15:19.000]  但是已經嫁娶了
[00:15:19.000 --> 00:15:20.000]  但是我們現在看
[00:15:20.000 --> 00:15:22.000]  他就是告訴他的兩個女婿
[00:15:22.000 --> 00:15:23.000]  他就告訴他們
[00:15:23.000 --> 00:15:24.000]  這件事情要發生了
[00:15:24.000 --> 00:15:26.000]  你們要趕快起來離開這個地方
[00:15:26.000 --> 00:15:28.000]  因為耶和華要毀滅這城
[00:15:28.000 --> 00:15:33.000]  他女婿們卻以為他說的是戲言
[00:15:33.000 --> 00:15:37.000]  跟我們開玩笑
[00:15:37.000 --> 00:15:38.000]  那麼到了後面
[00:15:38.000 --> 00:15:40.000]  羅德他的反應是什麼呢
[00:15:40.000 --> 00:15:41.000]  他在十六節
[00:15:41.000 --> 00:15:42.000]  十九章的十六節
[00:15:42.000 --> 00:15:48.000]  羅德辭言不走
[00:15:48.000 --> 00:15:50.000]  有一個翻譯本
[00:15:50.000 --> 00:15:52.000]  他翻譯成
[00:15:52.000 --> 00:15:56.000]  他說Because he hesitated
[00:15:56.000 --> 00:15:57.000]  我們不知道他什麼事情
[00:15:57.000 --> 00:16:03.000]  讓他hesitate
[00:16:03.000 --> 00:16:05.000]  然後我們再看他太太
[00:16:05.000 --> 00:16:07.000]  他太太的反應是什麼
[00:16:07.000 --> 00:16:08.000]  他太太的反應
[00:16:08.000 --> 00:16:09.000]  跟著他走到一半的時候
[00:16:09.000 --> 00:16:11.000]  回過頭去看
[00:16:11.000 --> 00:16:13.000]  然後就變成了一個炎柱
[00:16:13.000 --> 00:16:15.000]  在那個地方
[00:16:15.000 --> 00:16:21.000]  這是人的反應
[00:16:21.000 --> 00:16:24.000]  最後神把索多瑪跟厄莫拉滅掉了
[00:16:24.000 --> 00:16:25.000]  滅掉之後
[00:16:25.000 --> 00:16:29.000]  羅德就要求
[00:16:29.000 --> 00:16:31.000]  這個地方太遠了
[00:16:31.000 --> 00:16:33.000]  你讓我在附近的地方待一待嘛
[00:16:33.000 --> 00:16:35.000]  所以我們可以看得出來
[00:16:35.000 --> 00:16:36.000]  羅德他的心
[00:16:36.000 --> 00:16:37.000]  我們也可以去想
[00:16:37.000 --> 00:16:43.000]  他為什麼hesitate
[00:16:43.000 --> 00:16:45.000]  最後發生了一件事情
[00:16:45.000 --> 00:16:47.000]  就是他的兩個女兒
[00:16:47.000 --> 00:16:49.000]  他故意把他的父親灌醉了之後
[00:16:49.000 --> 00:16:51.000]  然後就跟他發生了關係
[00:16:51.000 --> 00:16:52.000]  所以有的解經家
[00:16:52.000 --> 00:16:53.000]  在這裡告訴我們說
[00:16:53.000 --> 00:16:56.000]  羅德並不是一個壞人
[00:16:56.000 --> 00:16:58.000]  羅德他是被灌醉了
[00:16:58.000 --> 00:16:59.000]  然後他的兩個女兒
[00:16:59.000 --> 00:17:02.000]  在他身上跟他發生了關係
[00:17:02.000 --> 00:17:03.000]  那麼這件事情
[00:17:03.000 --> 00:17:06.000]  讓我們看見人的罪
[00:17:06.000 --> 00:17:07.000]  人的罪不是外面的東西
[00:17:07.000 --> 00:17:11.000]  可以洗乾淨的
[00:17:11.000 --> 00:17:16.000]  我們看見在洪水的時候
[00:17:16.000 --> 00:17:17.000]  我們看見洪水
[00:17:17.000 --> 00:17:19.000]  把所有的人都毀滅掉
[00:17:19.000 --> 00:17:21.000]  只剩下挪亞一家八口
[00:17:21.000 --> 00:17:23.000]  但是他們一出來之後
[00:17:23.000 --> 00:17:26.000]  那個罪又顯出來
[00:17:26.000 --> 00:17:27.000]  這是人
[00:17:27.000 --> 00:17:29.000]  這是人的光景
[00:17:29.000 --> 00:17:30.000]  我們人很多時候
[00:17:30.000 --> 00:17:31.000]  我們懷念我們的事情
[00:17:31.000 --> 00:17:34.000]  我們不覺得神的審判
[00:17:34.000 --> 00:17:35.000]  很快就要來了
[00:17:35.000 --> 00:17:38.000]  我們不覺得神的怒氣
[00:17:38.000 --> 00:17:42.000]  很快就要向我們發作了
[00:17:42.000 --> 00:17:43.000]  但聖經上告訴我們說
[00:17:43.000 --> 00:17:46.000]  祂的怒氣一定會發作的
[00:17:46.000 --> 00:17:47.000]  祂現在沒有發作
[00:17:47.000 --> 00:17:48.000]  為什麼
[00:17:48.000 --> 00:17:51.000]  因為祂在忍耐
