
[00:00:00.000 --> 00:00:05.300]  在前兩個星期我們一同分享的信息是
[00:02:00.000 --> 00:02:02.900]  就是一種分享生命的實踐
[00:02:02.900 --> 00:02:04.800]  享受生命
[00:02:04.800 --> 00:02:07.900]  享受神給我們的安息
[00:02:07.900 --> 00:02:10.900]  經歷到神的同在
[00:02:10.900 --> 00:02:14.500]  而今天早上我和你分享的訊息就是說
[00:02:14.500 --> 00:02:17.300]  要熱烈的侍奉
[00:02:17.300 --> 00:02:21.800]  這個是與祝福行動息息相關的
[00:02:21.800 --> 00:02:24.000]  如果你表面去聽的時候
[00:02:24.000 --> 00:02:25.900]  你就說曹牧師
[00:02:25.900 --> 00:02:31.600]  上兩個星期說要守安息、得安息
[00:02:31.600 --> 00:02:35.600]  還在想如何能夠做到
[00:02:35.600 --> 00:02:37.800]  我們在香港生活這麼忙碌
[00:02:37.800 --> 00:02:40.700]  我們城鎮還有很多活動要做
[00:02:40.700 --> 00:02:43.400]  如何守安息、得安息
[00:02:43.400 --> 00:02:45.400]  還在想、還在領受
[00:02:45.400 --> 00:02:47.300]  這是神的話語
[00:02:47.300 --> 00:02:48.700]  我們還在學
[00:02:48.700 --> 00:02:51.300]  今天你好像在說另一個相對
[00:02:51.300 --> 00:02:53.700]  對反、對衝
[00:02:53.700 --> 00:02:54.600]  說什麼?
[00:02:54.600 --> 00:02:59.800]  說要熱烈、要熱情的侍奉
[00:02:59.800 --> 00:03:01.400]  我想跟大家說
[00:03:01.400 --> 00:03:04.500]  其實在熱烈的侍奉當中
[00:03:04.500 --> 00:03:07.300]  都是享安息
[00:03:07.300 --> 00:03:10.300]  經歷到神的同在
[00:03:10.300 --> 00:03:14.300]  我們同心禱告
[00:03:14.300 --> 00:03:19.800]  親愛的主,我們很希望能夠經歷祢
[00:03:19.800 --> 00:03:23.700]  親愛的主,在今早的詩歌當中
[00:03:23.700 --> 00:03:26.200]  我們聽到祢的訊息
[00:03:26.200 --> 00:03:30.500]  我們知道唯獨祢是唯一的真神
[00:03:30.500 --> 00:03:34.100]  祢醫治我們的創傷
[00:03:34.100 --> 00:03:38.100]  祢能夠給我們靈魂的安靜
[00:03:38.100 --> 00:03:39.800]  祢能夠幫助我們
[00:03:39.800 --> 00:03:44.100]  叫我們能夠抵風擋雨
[00:03:44.100 --> 00:03:47.100]  祢是我們的避難所
[00:03:47.100 --> 00:03:50.500]  祢是能夠移除巨山
[00:03:50.500 --> 00:03:53.300]  祢是位全能的神
[00:03:53.300 --> 00:03:57.300]  祢是位滿有智慧的神
[00:03:57.300 --> 00:04:00.500]  親愛的主,讓我們眾弟兄姊妹們
[00:04:00.500 --> 00:04:03.000]  在這首詩歌當中
[00:04:03.000 --> 00:04:06.800]  在今天主日的崇拜當中
[00:04:06.800 --> 00:04:10.800]  我們每一個人的眼睛向著祢
[00:04:10.800 --> 00:04:14.800]  我們在這裡呼喊,我們說阿們
[00:04:14.800 --> 00:04:17.400]  唯獨主,唯獨神
[00:04:17.400 --> 00:04:20.300]  祢是我們的神
[00:04:20.300 --> 00:04:24.800]  親愛的神,我們現在要聽祢的話語
[00:04:24.800 --> 00:04:28.100]  求祢開啟我們的心靈
[00:04:28.100 --> 00:04:30.300]  打開我們的頭腦
[00:04:30.300 --> 00:04:35.500]  讓我們整個人去領受祢給我們的訊息
[00:04:35.500 --> 00:04:37.700]  主啊,求祢開通我們
[00:04:37.700 --> 00:04:39.800]  讓我們聽得見
[00:04:39.800 --> 00:04:43.800]  讓我們能夠一同去相信和領受
[00:04:43.800 --> 00:04:45.600]  我們這樣的祈禱
[00:04:45.600 --> 00:04:47.900]  是奉主耶穌基督的名字
[00:04:47.900 --> 00:04:49.900]  阿們
[00:05:09.800 --> 00:05:14.200]  這是一個很難回答的問題
[00:05:14.200 --> 00:05:18.000]  對於在2016年6月21號
[00:05:18.000 --> 00:05:24.500]  在淘大工業專迷李滄大火的兩名殉難的消防員
[00:05:24.500 --> 00:05:27.800]  12名受傷的消防員
[00:05:27.800 --> 00:05:31.800]  對他們的家族來說,家人來說
[00:05:31.800 --> 00:05:35.800]  這類的問題是很難回答
[00:05:35.800 --> 00:05:39.800]  或者有些人認為這是一份工作
[00:05:39.800 --> 00:05:42.400]  是要養妻活兒
[00:05:42.400 --> 00:05:45.200]  供養父母
[00:05:45.200 --> 00:05:47.000]  或者有些人就說
[00:05:47.000 --> 00:05:49.300]  我們總要救一些人的
[00:05:49.300 --> 00:05:53.100]  所以我們要熊熊地去工作
[00:05:53.100 --> 00:05:55.400]  去救火
[00:05:55.400 --> 00:05:57.800]  為什麼要工作?
[00:05:57.800 --> 00:06:00.300]  為什麼要侍奉?
[00:06:00.300 --> 00:06:03.900]  為什麼要熱情地去工作?
[00:06:03.900 --> 00:06:08.100]  為什麼要熱情地去侍奉?
[00:06:08.100 --> 00:06:11.900]  工作不是生命的苦勞嗎?
[00:06:11.900 --> 00:06:16.600]  抑或工作是生命的理想?
[00:06:16.600 --> 00:06:20.800]  有些人認為工作是生命的苦勞
[00:06:20.800 --> 00:06:22.200]  是沒辦法的
[00:06:22.200 --> 00:06:24.200]  賺錢就是這樣
[00:06:24.200 --> 00:06:26.100]  一定是這樣去捱
[00:06:26.100 --> 00:06:27.500]  去受苦
[00:06:27.500 --> 00:06:30.600]  但這是賺錢的途徑
[00:06:30.600 --> 00:06:33.300]  有些人認為做工是好的
[00:06:33.300 --> 00:06:36.000]  因為能夠滿足我們的成功感
[00:06:36.000 --> 00:06:39.000]  叫我們能夠名成利就
[00:06:39.000 --> 00:06:40.000]  有些人說
[00:06:40.000 --> 00:06:42.000]  能夠發展我們的所長
[00:06:42.000 --> 00:06:43.900]  證明我們是有用
[00:06:43.900 --> 00:06:45.900]  證明我們是重要
[00:06:45.900 --> 00:06:47.600]  能夠肯定自己
[00:06:47.600 --> 00:06:51.100]  建立自己的形象
[00:06:51.100 --> 00:06:52.500]  有些人認為
[00:06:52.500 --> 00:06:55.100]  工作是服侍
[00:06:55.100 --> 00:06:57.700]  工作是侍奉
[00:06:57.700 --> 00:07:01.300]  工作是侍奉神
[00:07:01.300 --> 00:07:04.800]  這些都是我們今早今午要一同思想的
[00:07:04.800 --> 00:07:06.500]  我們從兩方面去思想
[00:07:06.500 --> 00:07:07.600]  第一方面
[00:07:07.600 --> 00:07:10.000]  我們思想工作的意義
[00:07:10.000 --> 00:07:13.800]  第二方面我們思想侍奉的意義
[00:07:13.800 --> 00:07:18.500]  第一方面我們要思想工作的意義
[00:07:18.500 --> 00:07:20.400]  為什麼要工作?
[00:07:20.400 --> 00:07:23.400]  為什麼要熱烈地去工作?
[00:07:23.400 --> 00:07:25.400]  為什麼?
[00:07:25.400 --> 00:07:32.300]  因為工作是神給我們的一個命令
[00:07:32.300 --> 00:07:34.500]  馬丁路德曾經說得很清楚
[00:07:34.500 --> 00:07:38.000]  工作是創造的秩序之一
[00:07:38.000 --> 00:07:40.700]  馬丁路德說創造的秩序有四種
[00:07:40.700 --> 00:07:43.400]  第一種的秩序就是工作的秩序
[00:07:43.400 --> 00:07:46.000]  第二個秩序就是家庭的秩序
[00:07:46.000 --> 00:07:48.700]  第三個秩序就是社會的秩序
[00:07:48.700 --> 00:07:52.600]  第四個秩序就是教會的秩序
[00:07:52.600 --> 00:07:55.800]  工作是創造的秩序
[00:07:55.800 --> 00:07:59.600]  工作是創造的秩序之一
[00:07:59.600 --> 00:08:03.900]  在這裡我們看回《創世紀》的一章二十六字
[00:08:03.900 --> 00:08:05.100]  神說
[00:08:05.100 --> 00:08:07.000]  我們要照著我們的形象
[00:08:07.000 --> 00:08:09.100]  按著我們的樣式去做人
[00:08:09.100 --> 00:08:13.400]  使他們管理海裡的魚
[00:08:13.400 --> 00:08:14.200]  天空的鳥
[00:08:14.200 --> 00:08:15.900]  地上的生畜和存地
[00:08:15.900 --> 00:08:21.600]  及地上爬的一切爬行的動物
[00:08:21.600 --> 00:08:23.900]  在二章十九至二十節
[00:08:23.900 --> 00:08:26.300]  耶和華上帝又做功
[00:08:26.300 --> 00:08:30.200]  祂用泥土做了野地各樣的走獸
[00:08:30.200 --> 00:08:32.100]  和天空各樣的飛鳥
[00:08:32.100 --> 00:08:34.200]  都帶到那人的面前
[00:08:34.200 --> 00:08:36.500]  看他叫什麼
[00:08:36.500 --> 00:08:40.200]  那人怎樣叫各樣的動物
[00:08:40.200 --> 00:08:43.200]  那就是他的名字
[00:08:43.200 --> 00:08:45.100]  那人就給一切的生畜
[00:08:45.100 --> 00:08:46.200]  天空的飛鳥
[00:08:46.200 --> 00:08:48.700]  和野地各樣的走獸
[00:08:48.700 --> 00:08:51.800]  都起了名
[00:08:51.800 --> 00:08:55.900]  人比萬物明智
[00:08:55.900 --> 00:08:57.900]  在剛才所讀的經文當中
[00:08:57.900 --> 00:09:01.600]  我們看到神是一位工作的神
[00:09:01.600 --> 00:09:03.900]  祂創造大地
[00:09:03.900 --> 00:09:06.300]  祂親自做功
[00:09:06.300 --> 00:09:07.900]  祂創造大地
[00:09:07.900 --> 00:09:10.100]  所以工作是美好
[00:09:10.100 --> 00:09:12.300]  工作是有價值
[00:09:12.300 --> 00:09:14.300]  祂不單只是創造人
[00:09:14.300 --> 00:09:16.100]  並且是吩咐人
[00:09:16.100 --> 00:09:17.100]  要有任務
[00:09:17.100 --> 00:09:18.300]  要有責任
[00:09:18.300 --> 00:09:21.100]  叫人成為神的代表
[00:09:21.100 --> 00:09:24.300]  是要管理萬物
[00:09:24.300 --> 00:09:27.100]  神將人放在伊甸園裏面
[00:09:27.100 --> 00:09:29.700]  命令人去修理
[00:09:29.700 --> 00:09:33.700]  去看守伊甸園
[00:09:33.700 --> 00:09:36.500]  這個是聖經的教導
[00:09:36.500 --> 00:09:38.100]  都頗明解的
[00:09:38.100 --> 00:09:39.800]  都聽得明白了
[00:09:39.800 --> 00:09:43.100]  我們平時聽到的說法是怎樣
[00:09:43.100 --> 00:09:45.100]  我們平時聽到的說法是
[00:09:45.100 --> 00:09:48.500]  工作是邪惡的
[00:09:48.500 --> 00:09:52.900]  工作是人墮落的結果
[00:09:52.900 --> 00:09:54.500]  所以人們認為
[00:09:54.500 --> 00:09:57.200]  當罪進入美麗的伊甸園之後
[00:09:57.200 --> 00:10:02.400]  人類就被迫去做功
[00:10:02.400 --> 00:10:03.600]  對不對呢?
[00:10:03.600 --> 00:10:05.900]  這個我們經常聽到的
[00:10:05.900 --> 00:10:07.900]  但是剛才所看的聖經這樣說
[00:10:07.900 --> 00:10:10.200]  其實是不對的
[00:10:10.200 --> 00:10:11.200]  為什麼呢?
[00:10:11.200 --> 00:10:16.000]  因為首先神是做功
[00:10:16.000 --> 00:10:18.400]  工作是神的設計
[00:10:18.400 --> 00:10:20.500]  在人未墮落之前
[00:10:20.500 --> 00:10:24.100]  神就是做功去創造大地
[00:10:24.100 --> 00:10:25.300]  第二方面
[00:10:25.300 --> 00:10:28.700]  就是因為人在未墮落之前
[00:10:28.700 --> 00:10:30.900]  已經都要做功了
[00:10:30.900 --> 00:10:34.600]  神是叫人要看守伊甸園
[00:10:34.600 --> 00:10:36.800]  是要修理伊甸園
[00:10:36.800 --> 00:10:39.400]  神要叫人要管理海裡的魚
[00:10:39.400 --> 00:10:41.400]  空中的鳥、地上的生畜
[00:10:41.400 --> 00:10:42.600]  和泉地
[00:10:42.600 --> 00:10:45.400]  並地上的爬蟲
[00:10:45.400 --> 00:10:48.900]  並且要為他們命名
[00:10:48.900 --> 00:10:55.500]  所以人的墮落的結果不是做功
[00:10:55.500 --> 00:10:57.700]  究竟墮落的結果是什麼?
[00:10:57.700 --> 00:11:01.600]  這個就從《創世紀三章》十七節至十九節
[00:11:01.600 --> 00:11:03.300]  就看到答案
[00:11:03.300 --> 00:11:05.100]  神就對亞當說
[00:11:05.100 --> 00:11:08.100]  你既然聽從你妻子的話
[00:11:08.100 --> 00:11:11.800]  吃了樹上所出的果子
[00:11:11.800 --> 00:11:14.700]  就是我吩咐你不准吃的
[00:11:14.700 --> 00:11:21.000]  土地必因你的緣故受咒助
[00:11:21.000 --> 00:11:25.700]  你必終生奴婦才能在土地得吃
[00:11:25.700 --> 00:11:29.100]  土地必給你長出荊棘和窒泥
[00:11:29.100 --> 00:11:31.800]  你也要吃田間的五穀菜蔬
[00:11:31.800 --> 00:11:34.700]  你必項流滿面
[00:11:34.700 --> 00:11:36.700]  才有食物可吃
[00:11:36.700 --> 00:11:39.900]  直到你歸了土地
[00:11:39.900 --> 00:11:44.900]  原來墮落的結果就是因為人不信服神
[00:11:44.900 --> 00:11:48.500]  大地被咒助
[00:11:48.500 --> 00:11:51.600]  墮落的結果是人必須勞苦
[00:11:51.600 --> 00:11:54.800]  才能在土地得所吃
[00:11:54.800 --> 00:11:59.200]  人必然是項流滿面
[00:11:59.200 --> 00:12:01.500]  才能有食物可吃
[00:12:01.500 --> 00:12:04.400]  所以墮落的結果不是做功
[00:12:04.400 --> 00:12:06.200]  墮落的結果是什麼?
[00:12:06.200 --> 00:12:08.900]  是要項流滿面
[00:12:08.900 --> 00:12:14.200]  很辛苦、很艱難去做功
[00:12:14.200 --> 00:12:16.400]  因為墮落的緣故
[00:12:16.400 --> 00:12:22.100]  工作變成煩惱、勞苦、痛苦
[00:12:22.100 --> 00:12:26.200]  甚至是虐待、甚至是暴力
[00:12:26.200 --> 00:12:30.400]  這是因為人墮落的緣故
[00:12:30.400 --> 00:12:34.500]  工作變成苦勞
[00:12:34.500 --> 00:12:38.100]  但是對於那些被救贖的人來看
[00:12:38.100 --> 00:12:41.400]  對於我們這些被救贖的人來看
[00:12:41.400 --> 00:12:43.900]  做功是不是苦勞
[00:12:43.900 --> 00:12:46.300]  是苦勞呢?
[00:12:46.300 --> 00:12:49.600]  對於我們這些被救贖的人來看
[00:12:49.600 --> 00:12:52.600]  工作是挺難的
[00:12:52.600 --> 00:12:55.600]  但工作不一定是苦勞
[00:12:55.600 --> 00:12:58.000]  或者是苦老
[00:12:58.000 --> 00:13:01.900]  因為我們有耶穌基督
[00:13:01.900 --> 00:13:06.100]  耶穌基督是我們的救贖主
[00:13:06.100 --> 00:13:07.800]  耶穌基督在世的時候
[00:13:07.800 --> 00:13:09.500]  祂是一個木匠
[00:13:09.500 --> 00:13:11.100]  祂努力的做功
[00:13:11.100 --> 00:13:13.100]  祂的工作是真實的
[00:13:13.100 --> 00:13:14.900]  祂的汗水是真實的
[00:13:14.900 --> 00:13:17.000]  祂手上的水泊是真實的
[00:13:17.000 --> 00:13:19.300]  祂講鬼醫病是真實的
[00:13:19.300 --> 00:13:23.200]  祂救贖的工作是真實的
[00:13:23.200 --> 00:13:25.400]  祂救贖了我們
[00:13:25.400 --> 00:13:27.600]  不單止救贖我們
[00:13:27.600 --> 00:13:29.600]  並且給我們責任
[00:13:29.600 --> 00:13:31.500]  做祂的代表
[00:13:31.500 --> 00:13:33.600]  叫我們去做功
[00:13:33.600 --> 00:13:36.100]  叫我們在工作的地方
[00:13:36.100 --> 00:13:38.000]  與祂同工
[00:13:38.000 --> 00:13:41.200]  雖然現在工作的地方不是伊甸園
[00:13:41.200 --> 00:13:43.800]  但是我們在工作的地方
[00:13:43.800 --> 00:13:45.800]  做看守的工作
[00:13:45.800 --> 00:13:47.500]  做修理的工作
[00:13:47.500 --> 00:13:49.100]  與神同工
[00:13:49.100 --> 00:13:51.700]  被基督所拯救
[00:13:51.700 --> 00:13:54.700]  並且參與耶穌基督的
[00:13:54.700 --> 00:13:59.500]  救贖的福音的工作裏面
[00:13:59.500 --> 00:14:01.000]  所以弟兄姊妹們
[00:14:01.000 --> 00:14:04.300]  我們要調教一下
[00:14:04.300 --> 00:14:07.400]  很多時候上班很辛苦
[00:14:07.400 --> 00:14:08.900]  真的不喜歡上班
[00:14:08.900 --> 00:14:11.700]  但是從聖經的教導
[00:14:11.700 --> 00:14:17.000]  原來工作是創造的秩序
[00:14:17.000 --> 00:14:21.000]  工作是我們這些被創造的人
[00:14:21.000 --> 00:14:26.200]  要參與的一個救贖的秩序
[00:14:26.200 --> 00:14:30.000]  神已經安放我們在工作的地方
[00:14:30.000 --> 00:14:31.700]  去做修理
[00:14:31.700 --> 00:14:35.000]  去做看守的功夫
[00:14:35.000 --> 00:14:37.400]  所以我們要誠實
[00:14:37.400 --> 00:14:38.700]  勤奮
[00:14:38.700 --> 00:14:41.100]  要熱情地去工作
[00:14:41.100 --> 00:14:42.500]  成為神的同工
[00:14:42.500 --> 00:14:45.200]  成為神的器皿
[00:14:45.200 --> 00:14:48.900]  所以當我們做工真的遇到辛苦的時候
[00:14:48.900 --> 00:14:50.600]  透不過氣的時候
[00:14:50.600 --> 00:14:52.900]  被人家無理取鬧
[00:14:52.900 --> 00:14:55.500]  面對辦公室的政治
[00:14:55.500 --> 00:14:57.400]  被人閒言閒語
[00:14:57.400 --> 00:14:59.200]  被人煽的時候
[00:14:59.200 --> 00:15:03.900]  或者感覺到工作是何等沉悶的時候
[00:15:03.900 --> 00:15:05.500]  我們記得
[00:15:05.500 --> 00:15:09.600]  工作是從神而來的
[00:15:09.600 --> 00:15:12.900]  神會救我們的
[00:15:12.900 --> 00:15:16.200]  我們要與神同工
[00:15:16.200 --> 00:15:17.900]  被神所救
[00:15:17.900 --> 00:15:23.500]  並且參與神這個救贖的工作
[00:15:23.500 --> 00:15:24.700]  所以弟兄姊妹們
[00:15:24.700 --> 00:15:27.100]  讓我們調教一下
[00:15:27.100 --> 00:15:30.500]  工作是我們的照明
[00:15:30.500 --> 00:15:32.700]  我們是工作
[00:15:32.700 --> 00:15:37.200]  我們的工作是創造秩序的一部分
[00:15:37.200 --> 00:15:39.000]  如果這樣的時候
[00:15:39.000 --> 00:15:42.700]  做工的態度應該是怎樣呢?
[00:15:42.700 --> 00:15:45.500]  做工的時候
[00:15:45.500 --> 00:15:49.700]  就不能夠懶惰
[00:15:49.700 --> 00:15:53.300]  保羅甚至警誡那些不願意做工的人
[00:15:53.300 --> 00:15:55.600]  不願意被神使用的人
[00:15:55.600 --> 00:15:57.900]  保羅警告他們
[00:15:57.900 --> 00:16:00.400]  不可吃飯
[00:16:00.400 --> 00:16:03.200]  在帖撒羅尼加後書三章七至十節
[00:16:03.200 --> 00:16:05.500]  保羅用了很強硬的說話
[00:16:05.500 --> 00:16:06.500]  他說
[00:16:06.500 --> 00:16:08.400]  我們在你們那裡的時候
[00:16:08.400 --> 00:16:09.600]  曾吩咐你們說
[00:16:09.600 --> 00:16:11.900]  若有人不肯做工
[00:16:11.900 --> 00:16:15.200]  就不可吃飯
[00:16:15.200 --> 00:16:18.000]  在帖撒羅尼加的地方
[00:16:18.000 --> 00:16:19.300]  因為有些人說
[00:16:19.300 --> 00:16:21.200]  主就快來了
[00:16:21.200 --> 00:16:22.800]  我們親近主
[00:16:22.800 --> 00:16:23.700]  我們祈禱了
[00:16:23.700 --> 00:16:24.800]  我們不用做工了
[00:16:24.800 --> 00:16:27.600]  我們可以懶懶惰惰了
[00:16:27.600 --> 00:16:29.400]  我們等主來了
[00:16:29.400 --> 00:16:31.200]  保羅就說這些人
[00:16:31.200 --> 00:16:33.600]  我給你最後的通牒
[00:16:33.600 --> 00:16:36.200]  若有人不肯做工
[00:16:36.200 --> 00:16:38.400]  就不可吃飯
[00:16:38.400 --> 00:16:41.300]  明顯保羅是針對那些
[00:16:41.300 --> 00:16:44.900]  工作懶散的人
[00:16:44.900 --> 00:16:48.600]  在十幾年我認識了一位姐妹
[00:16:48.600 --> 00:16:51.200]  她在一個機構工作了十幾年
[00:16:51.200 --> 00:16:53.700]  人家的評語是什麼呢?
[00:16:53.700 --> 00:16:57.200]  那個機構白養了她十幾年
[00:16:57.200 --> 00:16:58.800]  聽懂我的說話了嗎?
[00:16:58.800 --> 00:17:00.500]  白養了她十幾年
[00:17:00.500 --> 00:17:03.500]  意思就是說這個人
[00:17:03.500 --> 00:17:07.400]  工作的倫理極差
[00:17:07.400 --> 00:17:10.300]  工作效率極低
[00:17:10.300 --> 00:17:12.500]  遲到早退
[00:17:12.500 --> 00:17:14.500]  做工吞噗
[00:17:14.500 --> 00:17:17.400]  錯漏重新
[00:17:17.400 --> 00:17:19.500]  是不是很笨拙?
[00:17:19.500 --> 00:17:22.000]  但是她在教會是什麼呢?
[00:17:22.000 --> 00:17:25.100]  教會是英明的領袖
[00:17:25.100 --> 00:17:28.400]  在教會是一個領袖
[00:17:28.400 --> 00:17:30.800]  所以她在這個機構的工作
[00:17:30.800 --> 00:17:32.400]  和在教會的侍奉
[00:17:32.400 --> 00:17:35.900]  分別真是天淵之別
[00:17:35.900 --> 00:17:38.800]  後來機構來了一個新主管
[00:17:38.800 --> 00:17:41.600]  新主管就告誡她
[00:17:41.600 --> 00:17:43.400]  這個姐妹很好
[00:17:43.400 --> 00:17:44.500]  聽了之後
[00:17:44.500 --> 00:17:47.900]  她就會不改變了
[00:17:47.900 --> 00:17:51.400]  變得很熱烈地去工作
[00:17:51.400 --> 00:17:52.700]  她的主管就說
[00:17:52.700 --> 00:17:55.600]  本來她是一個D減
[00:17:55.600 --> 00:17:59.200]  甚至是F的員工
[00:17:59.200 --> 00:18:01.400]  差不多要趕走的
[00:18:01.400 --> 00:18:05.500]  但現在她成為B加A減的員工
[00:18:05.500 --> 00:18:07.400]  她說見到這麼大的改變
[00:18:07.400 --> 00:18:11.400]  她真的感到想流淚
[00:18:11.400 --> 00:18:13.200]  我們聽到的時候覺得
[00:18:13.200 --> 00:18:14.800]  這個故事真是好了
[00:18:14.800 --> 00:18:16.200]  這個美好的故事
[00:18:16.200 --> 00:18:19.400]  一個極其懶惰的基督徒
[00:18:19.400 --> 00:18:22.400]  變為一位忠心的基督徒
[00:18:22.400 --> 00:18:24.200]  她真是脫胎換骨
[00:18:24.200 --> 00:18:26.200]  這是奇妙的改變
[00:18:26.200 --> 00:18:29.200]  奇妙的因典
[00:18:29.200 --> 00:18:31.100]  所以弟兄姊妹們
[00:18:31.100 --> 00:18:34.000]  做工我們要做得開心
[00:18:34.000 --> 00:18:35.300]  做得熱烈
[00:18:35.300 --> 00:18:38.400]  當然做工會有很辛苦的問題
[00:18:38.400 --> 00:18:39.800]  這個就在將來機會
[00:18:39.800 --> 00:18:41.300]  我們再慢慢去思考
[00:18:41.300 --> 00:18:43.600]  怎樣面對工作的困難
[00:18:43.600 --> 00:18:45.600]  大家基本的態度是怎樣呢?
[00:18:45.600 --> 00:18:48.700]  工作是神的命令
[00:18:48.700 --> 00:18:50.600]  是創造的秩序
[00:18:50.600 --> 00:18:52.000]  是神的吩咐
[00:18:52.000 --> 00:18:56.400]  所以我們要盡心熱烈去做工
[00:18:56.400 --> 00:18:59.700]  在做工的地方有美好的見證
[00:18:59.700 --> 00:19:02.200]  並且甚至是參與
[00:19:02.200 --> 00:19:05.100]  耶穌基督的救贖的工作
[00:19:05.100 --> 00:19:08.300]  在當中有福音的見證
[00:19:08.300 --> 00:19:12.400]  第二方面除了熱烈的工作之外
[00:19:12.400 --> 00:19:16.700]  我們回到教會就要熱烈地侍奉
[00:19:16.700 --> 00:19:18.500]  為什麼呢?
[00:19:18.500 --> 00:19:19.800]  為什麼呢?
[00:19:19.800 --> 00:19:22.000]  做牧師上兩星期
[00:19:22.000 --> 00:19:25.600]  你不是叫我們守安息德安息嗎?
[00:19:25.600 --> 00:19:28.400]  守安息德安息就是坐在這裡
[00:19:28.400 --> 00:19:29.900]  在這裡當然很好
[00:19:29.900 --> 00:19:31.500]  我回到城鎮
[00:19:31.500 --> 00:19:33.300]  我不會工作的
[00:19:33.300 --> 00:19:35.000]  我是守安息德安息
[00:19:35.000 --> 00:19:37.100]  是你說的
[00:19:37.100 --> 00:19:41.800]  為什麼說要在教會當中熱烈地侍奉呢?
[00:19:41.800 --> 00:19:44.300]  原因就是這樣的
[00:19:44.300 --> 00:19:49.600]  因為唯有當我們去侍奉神的時候
[00:19:49.600 --> 00:19:52.700]  我們就經歷神更多
[00:19:52.700 --> 00:19:56.700]  當我們不太願意去侍奉神的時候
[00:19:56.700 --> 00:19:58.300]  我們經歷神
[00:19:58.300 --> 00:20:02.400]  經歷生命的轉變就更少
[00:20:02.400 --> 00:20:06.000]  在羅馬書十二章一至二節這樣說
[00:20:06.000 --> 00:20:07.600]  所以弟兄們
[00:20:07.600 --> 00:20:10.400]  我以上帝的慈悲勸你們
[00:20:10.400 --> 00:20:13.700]  將身體獻上當作活祭
[00:20:13.700 --> 00:20:14.800]  是聖潔的
[00:20:14.800 --> 00:20:16.500]  是上帝所喜悅的
[00:20:16.500 --> 00:20:19.900]  你們如此侍奉
[00:20:19.900 --> 00:20:22.300]  乃是理所當然的
[00:20:22.300 --> 00:20:23.900]  不要效法這個世界
[00:20:23.900 --> 00:20:26.200]  只要心意更新而變化
[00:20:26.200 --> 00:20:29.600]  叫你們察驗何謂上帝的善良
[00:20:29.600 --> 00:20:33.000]  純全可喜悅的旨意
[00:20:33.000 --> 00:20:36.600]  將身體獻上當作活祭
[00:20:36.600 --> 00:20:39.900]  就是說我們願意將我們的生命
[00:20:39.900 --> 00:20:42.900]  交在神的手裡面
[00:20:42.900 --> 00:20:45.700]  祂是我們的主人
[00:20:45.700 --> 00:20:49.400]  祂的心意就是我們的心意
[00:20:49.400 --> 00:20:51.300]  我們的心意
